gid	gname	chr	start	end	logCPM	logFC.XY46.XX46
TRINITY_DN127222_c0_g2_i1	NA	NA	NA	NA	3.274860018	0.184215616
TRINITY_DN127223_c0_g1_i1	slc23a3-like	Chr09	77768900	77768900	1.94205381	0.178993334
TRINITY_DN127224_c0_g1_i1	NA	NA	NA	NA	1.687577659	0.398325344
TRINITY_DN127224_c0_g2_i5	NA	NA	NA	NA	0.830434589	0.188106158
TRINITY_DN127224_c2_g1_i1	NA	NA	NA	NA	3.639182356	0.71967586
TRINITY_DN127225_c2_g1_i1	NA	NA	NA	NA	0.86670949	-0.443438884
TRINITY_DN127225_c3_g2_i2	NA	NA	NA	NA	3.133599164	0.77346426
TRINITY_DN127225_c3_g5_i1	NA	NA	NA	NA	5.311107416	-1.027797062
TRINITY_DN127227_c0_g1_i4	NA	NA	NA	NA	4.906115862	0.209916478
TRINITY_DN127228_c0_g4_i2	NA	NA	NA	NA	0.652186135	0.630431537
TRINITY_DN127229_c2_g1_i1	NA	NA	NA	NA	4.708872432	-0.590720214
TRINITY_DN127231_c1_g1_i1	NA	NA	NA	NA	1.906378272	-1.13355634
TRINITY_DN127231_c1_g2_i1	brix1	Chr01	185997584	185997584	1.678264453	-1.233859116
TRINITY_DN127233_c0_g1_i1	NA	NA	NA	NA	0.332781242	0.451040233
TRINITY_DN127233_c1_g1_i5	NA	NA	NA	NA	7.359680724	-2.188551201
TRINITY_DN127234_c0_g1_i2	LOC100497434-like	Chr10	39208708	39208708	3.31869465	-0.397412314
TRINITY_DN127236_c2_g1_i1	NA	NA	NA	NA	5.0622381	-0.355287625
TRINITY_DN127236_c4_g3_i2	NA	NA	NA	NA	7.29255473	1.486243892
TRINITY_DN127236_c4_g6_i1	NA	NA	NA	NA	2.486768773	1.576166056
TRINITY_DN127236_c4_g7_i4	NA	NA	NA	NA	1.486790704	1.650999759
TRINITY_DN127238_c0_g1_i2	NA	NA	NA	NA	4.305629852	-2.431500252
TRINITY_DN127238_c1_g1_i1	NA	NA	NA	NA	3.244735151	-1.44986412
TRINITY_DN127241_c3_g1_i1	NA	NA	NA	NA	4.800977674	-0.766294514
TRINITY_DN127242_c0_g1_i3	NA	NA	NA	NA	1.141233014	-0.496774775
TRINITY_DN127243_c2_g1_i1	NA	NA	NA	NA	1.295875012	0.278148526
TRINITY_DN127243_c3_g1_i2	NA	NA	NA	NA	5.660184701	0.5209117
TRINITY_DN127243_c5_g1_i1	NA	NA	NA	NA	0.095441868	-0.11082242
TRINITY_DN127243_c5_g3_i1	NA	NA	NA	NA	2.810126405	-0.347501352
TRINITY_DN127243_c5_g7_i3	stau2	Chr06	106370717	106370717	4.228297096	0.016687874
TRINITY_DN127244_c6_g1_i1	ppm1e	Chr02	91497038	91497038	0.412619975	-0.591972282
TRINITY_DN127244_c6_g2_i4	NA	NA	NA	NA	4.45352655	-0.368691094
TRINITY_DN127245_c0_g1_i2	NA	NA	NA	NA	5.363467402	1.011107908
TRINITY_DN127246_c0_g1_i2	NA	NA	NA	NA	0.457674782	-1.002492854
TRINITY_DN127246_c0_g5_i3	NA	NA	NA	NA	3.746001452	-1.378269599
TRINITY_DN127247_c0_g1_i4	NA	NA	NA	NA	6.021559409	-1.742242279
TRINITY_DN127248_c0_g2_i2	NA	NA	NA	NA	4.525932563	1.070868867
TRINITY_DN127250_c1_g1_i3	NA	NA	NA	NA	7.431858278	0.299149362
TRINITY_DN127250_c1_g3_i2	NA	NA	NA	NA	6.938540588	0.539471773
TRINITY_DN127250_c1_g4_i1	NA	NA	NA	NA	3.41427792	0.231361825
TRINITY_DN127251_c2_g2_i1	NA	NA	NA	NA	0.474649923	-1.286077142
TRINITY_DN127252_c0_g2_i2	NA	NA	NA	NA	1.76791658	-1.832516475
TRINITY_DN127253_c4_g1_i1	NA	NA	NA	NA	3.249226333	0.685656507
TRINITY_DN127255_c4_g6_i2	bsg	Chr01	86570587	86570587	0.246003081	0.028828975
TRINITY_DN127257_c2_g1_i3	NA	NA	NA	NA	1.409629497	0.645546372
TRINITY_DN127257_c3_g1_i5	NA	NA	NA	NA	3.655670637	0.932693523
TRINITY_DN127257_c3_g2_i1	NA	NA	NA	NA	2.860932347	-0.272910243
TRINITY_DN127259_c0_g1_i1	NA	NA	NA	NA	1.694822469	-0.418745324
TRINITY_DN127261_c1_g2_i6	nudt12-like	Chr01	137154567	137154567	3.272454045	0.382338575
TRINITY_DN127261_c2_g1_i2	NA	NA	NA	NA	3.882744651	-0.074873265
TRINITY_DN127263_c1_g1_i1	tmem182-like.1	Chr02	107333395	107333395	2.139958507	0.413072185
TRINITY_DN127264_c0_g1_i3	NA	NA	NA	NA	1.884857041	0.09434465
TRINITY_DN127265_c2_g1_i5	NA	NA	NA	NA	6.114386674	0.153292157
TRINITY_DN127265_c3_g1_i2	Xetrov90002532m	Chr01	129170740	129170740	6.519447973	0.153669384
TRINITY_DN127265_c3_g3_i2	ncapg	Chr01	23327161	23327161	1.856314766	-0.21958904
TRINITY_DN127266_c0_g1_i1	NA	NA	NA	NA	0.281103328	1.463255249
TRINITY_DN127268_c1_g2_i1	NA	NA	NA	NA	5.161272525	1.402218177
TRINITY_DN127268_c2_g3_i3	vps41	Chr03	120434600	120434600	7.833344458	-0.470017744
TRINITY_DN127268_c2_g4_i6	NA	NA	NA	NA	3.707142646	0.162120019
TRINITY_DN127269_c2_g3_i1	NA	NA	NA	NA	3.186152965	0.647429176
TRINITY_DN127269_c3_g1_i4	NA	NA	NA	NA	1.297310767	0.779761119
TRINITY_DN127271_c1_g3_i7	NA	NA	NA	NA	3.933045483	-0.153676178
TRINITY_DN127273_c0_g3_i2	NA	NA	NA	NA	7.434683837	-2.920181144
TRINITY_DN127274_c0_g2_i1	NA	NA	NA	NA	0.870884353	0.517132526
TRINITY_DN127275_c6_g1_i3	NA	NA	NA	NA	3.581388069	-0.310175252
TRINITY_DN127275_c7_g1_i1	NA	NA	NA	NA	3.789161779	-1.275600239
TRINITY_DN127277_c0_g2_i2	NA	NA	NA	NA	4.470789267	2.647536197
TRINITY_DN127278_c0_g2_i2	NA	NA	NA	NA	4.078030502	0.463223611
TRINITY_DN127279_c1_g1_i2	trpa1	Chr06	105888031	105888031	2.770549085	-2.524172648
TRINITY_DN127280_c7_g2_i1	NA	NA	NA	NA	2.257186401	0.173753025
TRINITY_DN127281_c1_g1_i3	cd3g	Chr07	84912675	84912675	5.159950889	0.692976136
TRINITY_DN127281_c2_g6_i2	NA	NA	NA	NA	3.215541306	0.031330495
TRINITY_DN127282_c0_g1_i2	Xetrov90005170m	Chr02	68602051	68602051	4.502069646	0.277296802
TRINITY_DN127284_c0_g3_i1	perp-like	Chr05	64739412	64739412	2.41797507	-0.555129286
TRINITY_DN127285_c0_g2_i1	NA	NA	NA	NA	3.790768991	-0.199179291
TRINITY_DN127286_c0_g1_i2	fam83b	Chr05	88133309	88133309	3.056168414	-0.553256193
TRINITY_DN127286_c1_g2_i14	NA	NA	NA	NA	4.203728989	0.548727293
TRINITY_DN127287_c0_g1_i2	NA	NA	NA	NA	5.901033531	-1.183826246
TRINITY_DN127290_c4_g3_i1	NA	NA	NA	NA	5.733531883	0.396874973
TRINITY_DN127291_c0_g1_i1	NA	NA	NA	NA	3.425711819	0.725552729
TRINITY_DN127293_c1_g1_i1	mettl13	Chr04	97434901	97434901	3.482801671	-0.572632679
TRINITY_DN127293_c1_g4_i1	NA	NA	NA	NA	6.146299626	-0.002429643
TRINITY_DN127293_c1_g5_i6	trmt6	Chr05	21006200	21006200	8.565586306	-0.683435327
TRINITY_DN127293_c1_g6_i1	NA	NA	NA	NA	6.852405243	-0.233196861
TRINITY_DN127295_c1_g3_i3	col4a1	Chr02	113776064	113776064	5.16229305	0.23176734
TRINITY_DN127296_c0_g1_i1	NA	NA	NA	NA	4.070760114	0.029183223
TRINITY_DN127296_c1_g1_i1	NA	NA	NA	NA	5.881622538	0.770880523
TRINITY_DN127297_c0_g1_i3	NA	NA	NA	NA	2.580241966	-0.612120848
TRINITY_DN127298_c8_g2_i1	NA	NA	NA	NA	4.175371045	-1.721100724
TRINITY_DN127299_c0_g3_i1	kifc1	Chr08	51145289	51145289	1.269383548	1.124814212
TRINITY_DN127300_c5_g1_i3	NA	NA	NA	NA	3.327774334	0.097462806
TRINITY_DN127300_c8_g3_i1	NA	NA	NA	NA	3.000942251	0.810935386
TRINITY_DN127303_c2_g2_i1	NA	NA	NA	NA	6.008781985	1.405927713
TRINITY_DN127303_c2_g3_i3	NA	NA	NA	NA	5.083426655	1.343738731
TRINITY_DN127303_c3_g2_i1	NA	NA	NA	NA	5.726279064	0.278690878
TRINITY_DN127303_c3_g3_i5	hdac4	Chr09	55668820	55668820	9.896887999	0.215610954
TRINITY_DN127303_c3_g4_i1	NA	NA	NA	NA	0.519633325	0.739902196
TRINITY_DN127304_c0_g3_i1	NA	NA	NA	NA	2.060119406	-0.092589529
TRINITY_DN127305_c4_g1_i1	NA	NA	NA	NA	1.716757461	0.689854648
TRINITY_DN127306_c0_g1_i2	wwtr1	Chr05	119024271	119024271	3.383705181	0.672503747
TRINITY_DN127308_c2_g11_i1	Xetrov90029426m	scaffold_5478	382	382	2.73978872	0.449159748
TRINITY_DN127309_c3_g2_i2	NA	NA	NA	NA	2.623650493	0.894085175
TRINITY_DN127310_c2_g1_i1	igfbp1	Chr06	67730452	67730452	1.081087119	-0.414879617
TRINITY_DN127310_c2_g2_i1	NA	NA	NA	NA	2.642860042	-1.881035319
TRINITY_DN127311_c0_g1_i1	NA	NA	NA	NA	4.375267286	-1.410649149
TRINITY_DN127312_c0_g1_i1	NA	NA	NA	NA	3.678800043	-0.929589632
TRINITY_DN127313_c0_g2_i1	qpctl-like	Chr08	49301559	49301559	8.341885819	-1.693956557
TRINITY_DN127315_c0_g1_i2	gclc	Chr05	114371420	114371420	0.708426025	-3.332313918
TRINITY_DN127316_c0_g1_i1	NA	NA	NA	NA	6.831605463	0.613159494
TRINITY_DN127316_c0_g2_i7	c16orf45	Chr09	28224425	28224425	10.77383355	0.604745942
TRINITY_DN127316_c0_g4_i2	NA	NA	NA	NA	8.277148009	0.440492385
TRINITY_DN127318_c5_g2_i1	NA	NA	NA	NA	0.744794219	1.254952799
TRINITY_DN127318_c7_g4_i1	NA	NA	NA	NA	2.879681579	0.433412293
TRINITY_DN127319_c0_g4_i3	NA	NA	NA	NA	5.053953227	-0.237696583
TRINITY_DN127319_c0_g5_i1	NA	NA	NA	NA	5.071237463	0.047788872
TRINITY_DN127319_c1_g1_i1	dbn1	Chr03	36416781	36416781	5.017154082	-0.13737763
TRINITY_DN127320_c1_g3_i2	NA	NA	NA	NA	6.245201681	0.610613622
TRINITY_DN127321_c0_g1_i2	LOC100496285-like.1	Chr03	124947022	124947022	4.5213232	0.781866477
TRINITY_DN127323_c0_g1_i9	NA	NA	NA	NA	7.008753993	0.235749691
TRINITY_DN127324_c1_g1_i1	rora	Chr03	83926332	83926332	4.690753551	-0.680784751
TRINITY_DN127325_c0_g1_i1	Xetrov90026867m	scaffold_19	86117	86117	1.601702454	0.357647587
TRINITY_DN127326_c0_g1_i3	c21orf91	Chr02	16435744	16435744	4.31515716	-0.369177377
TRINITY_DN127327_c0_g3_i2	NA	NA	NA	NA	7.641235002	-0.396532106
TRINITY_DN127328_c0_g2_i1	NA	NA	NA	NA	1.586049236	0.459907001
TRINITY_DN127328_c1_g4_i6	NA	NA	NA	NA	4.930093344	-3.499067439
TRINITY_DN127328_c1_g5_i1	NA	NA	NA	NA	3.114003273	-3.76983019
TRINITY_DN127329_c0_g1_i4	NA	NA	NA	NA	3.055089085	0.290785149
TRINITY_DN127330_c0_g1_i1	NA	NA	NA	NA	3.179496419	-6.921330573
TRINITY_DN127331_c0_g1_i1	NA	NA	NA	NA	2.096649227	0.225513151
TRINITY_DN127332_c0_g1_i7	NA	NA	NA	NA	5.120483993	-2.374146655
TRINITY_DN127333_c1_g1_i5	NA	NA	NA	NA	5.829618911	2.790124305
TRINITY_DN127333_c1_g3_i1	NA	NA	NA	NA	2.807690822	2.292989604
TRINITY_DN127333_c1_g4_i8	brwd3-like	Chr08	43010591	43010591	5.263495738	-0.61958991
TRINITY_DN127334_c4_g1_i1	NA	NA	NA	NA	1.207348782	-0.475386113
TRINITY_DN127334_c4_g5_i5	c1orf228	Chr04	83180066	83180066	4.256074949	-0.48762158
TRINITY_DN127334_c5_g2_i1	NA	NA	NA	NA	3.805874047	-1.873326501
TRINITY_DN127335_c2_g3_i2	NA	NA	NA	NA	5.117309929	-1.424025404
TRINITY_DN127336_c12_g3_i2	NA	NA	NA	NA	3.154836574	0.550182967
TRINITY_DN127336_c13_g1_i5	rap2b	Chr05	105840621	105840621	2.759723685	0.597536695
TRINITY_DN127336_c13_g2_i2	NA	NA	NA	NA	0.303682366	-0.161733149
TRINITY_DN127336_c4_g1_i1	NA	NA	NA	NA	8.068852893	0.403610169
TRINITY_DN127336_c4_g2_i1	cenpp	Chr04	113604903	113604903	2.327322555	0.45585541
TRINITY_DN127338_c1_g1_i3	NA	NA	NA	NA	2.63316015	-0.193952075
TRINITY_DN127338_c2_g2_i3	NA	NA	NA	NA	2.017717019	0.209966036
TRINITY_DN127338_c2_g3_i1	NA	NA	NA	NA	0.280148008	-1.094671312
TRINITY_DN127339_c2_g1_i3	NA	NA	NA	NA	1.501045208	-1.153422428
TRINITY_DN127339_c3_g1_i1	NA	NA	NA	NA	1.696960739	-0.334515098
TRINITY_DN127340_c2_g2_i1	NA	NA	NA	NA	7.062925815	0.204012056
TRINITY_DN127340_c3_g2_i2	NA	NA	NA	NA	1.008698947	-0.966902024
TRINITY_DN127341_c11_g1_i1	NA	NA	NA	NA	3.139966297	-3.446601368
TRINITY_DN127341_c12_g2_i1	tbc1d7	Chr06	84585783	84585783	1.490646903	0.532929467
TRINITY_DN127344_c0_g1_i3	NA	NA	NA	NA	3.433655638	-0.150070139
TRINITY_DN127345_c0_g1_i2	tbk1	Chr03	48622975	48622975	2.780047832	-0.104730385
TRINITY_DN127347_c4_g1_i3	NA	NA	NA	NA	0.48722497	-1.43228082
TRINITY_DN127347_c4_g6_i1	cct5	Chr06	41005617	41005617	4.55620793	1.003125777
TRINITY_DN127348_c0_g1_i1	usp49	Chr02	62299661	62299661	1.402044206	0.470418766
TRINITY_DN127350_c2_g2_i3	NA	NA	NA	NA	5.690610308	0.091951234
TRINITY_DN127351_c3_g3_i1	NA	NA	NA	NA	3.07223093	-1.564536406
TRINITY_DN127352_c0_g1_i1	NA	NA	NA	NA	4.742340022	-0.193686599
TRINITY_DN127356_c3_g1_i3	NA	NA	NA	NA	0.183692034	0.691516621
TRINITY_DN127357_c0_g2_i2	NA	NA	NA	NA	3.33262811	-1.799342795
TRINITY_DN127357_c7_g1_i1	NA	NA	NA	NA	11.26659963	0.536722543
TRINITY_DN127361_c12_g1_i2	NA	NA	NA	NA	3.180983267	0.194222847
TRINITY_DN127361_c15_g1_i3	NA	NA	NA	NA	2.189859542	1.368710979
TRINITY_DN127363_c3_g1_i1	NA	NA	NA	NA	3.517247058	0.336786157
TRINITY_DN127364_c1_g1_i3	NA	NA	NA	NA	3.760388595	0.380104783
TRINITY_DN127365_c2_g2_i1	NA	NA	NA	NA	3.181370017	-0.983196539
TRINITY_DN127367_c2_g1_i1	fbxl14-like	scaffold_98	57147	57147	1.126463104	-0.290493138
TRINITY_DN127367_c4_g3_i1	NA	NA	NA	NA	0.029431264	0.680067329
TRINITY_DN127367_c4_g6_i1	NA	NA	NA	NA	0.357520351	-0.770872531
TRINITY_DN127370_c1_g7_i1	tbx15	scaffold_492	43901	43901	8.891240693	0.645486669
TRINITY_DN127372_c3_g2_i2	NA	NA	NA	NA	3.944367276	1.12460105
TRINITY_DN127372_c5_g1_i6	NA	NA	NA	NA	4.42876302	-0.289160727
TRINITY_DN127372_c6_g2_i6	NA	NA	NA	NA	1.81837269	-2.107361615
TRINITY_DN127374_c0_g1_i1	NA	NA	NA	NA	7.398655013	-0.280962944
TRINITY_DN127375_c0_g1_i1	NA	NA	NA	NA	7.035450104	-0.7119813
TRINITY_DN127376_c0_g1_i1	NA	NA	NA	NA	2.143502265	0.155697458
TRINITY_DN127377_c4_g1_i1	NA	NA	NA	NA	5.22479249	-1.046792286
TRINITY_DN127377_c4_g2_i1	NA	NA	NA	NA	3.43379983	-0.321114449
TRINITY_DN127377_c4_g4_i1	NA	NA	NA	NA	6.537304629	0.528286122
TRINITY_DN127377_c4_g5_i1	dvl1	Chr07	69947747	69947747	3.334363419	-0.403831558
TRINITY_DN127378_c1_g1_i2	NA	NA	NA	NA	1.939285632	-0.845963968
TRINITY_DN127380_c0_g1_i1	NA	NA	NA	NA	3.135639089	1.207434789
TRINITY_DN127381_c3_g1_i3	NA	NA	NA	NA	4.35757732	0.494523206
TRINITY_DN127381_c4_g1_i1	LOC100145165	Chr02	66599151	66599151	3.649669684	0.400352897
TRINITY_DN127382_c1_g3_i1	NA	NA	NA	NA	2.375306585	0.714673758
TRINITY_DN127385_c3_g2_i5	NA	NA	NA	NA	1.209693916	0.027469114
TRINITY_DN127385_c5_g3_i1	NA	NA	NA	NA	0.637750253	0.262248365
TRINITY_DN127386_c0_g1_i14	jak3	Chr01	99208866	99208866	3.832525929	0.919155418
TRINITY_DN127386_c0_g6_i1	id4	Chr06	47656163	47656163	2.566556434	0.689909423
TRINITY_DN127387_c0_g1_i2	LOC100489054	Chr01	9594775	9594775	3.706550933	0.551678579
TRINITY_DN127389_c0_g1_i1	NA	NA	NA	NA	0.874023243	-0.812393685
TRINITY_DN127391_c0_g6_i4	NA	NA	NA	NA	0.456436197	0.18033686
TRINITY_DN127392_c2_g1_i1	NA	NA	NA	NA	3.104769984	-2.067435396
TRINITY_DN127392_c3_g3_i5	NA	NA	NA	NA	2.978793704	-0.187115229
TRINITY_DN127394_c1_g1_i1	NA	NA	NA	NA	0.635095772	0.18632628
TRINITY_DN127394_c2_g2_i1	NA	NA	NA	NA	3.154926714	-0.872314762
TRINITY_DN127394_c2_g3_i1	NA	NA	NA	NA	7.178980019	0.569888839
TRINITY_DN127394_c3_g1_i2	NA	NA	NA	NA	3.577473603	0.552102016
TRINITY_DN127395_c2_g1_i1	LOC100487156	Chr08	50656191	50656191	2.783557976	0.614020247
TRINITY_DN127396_c0_g1_i15	NA	NA	NA	NA	2.390631628	-0.557555944
TRINITY_DN127397_c3_g4_i1	NA	NA	NA	NA	3.778342611	0.231488262
TRINITY_DN127398_c4_g2_i1	NA	NA	NA	NA	4.777538638	-0.986479748
TRINITY_DN127399_c1_g1_i5	NA	NA	NA	NA	0.102246674	0.974728799
TRINITY_DN127399_c1_g2_i2	NA	NA	NA	NA	2.566309201	-0.46228939
TRINITY_DN127400_c6_g1_i1	NA	NA	NA	NA	0.985491779	0.159617541
TRINITY_DN127400_c8_g7_i1	mis12	Chr02	98088458	98088458	3.286350335	0.312537976
TRINITY_DN127401_c0_g1_i1	NA	NA	NA	NA	4.947976718	-1.871377405
TRINITY_DN127401_c0_g2_i1	NA	NA	NA	NA	1.923963238	-1.771796811
TRINITY_DN127402_c0_g1_i1	NA	NA	NA	NA	1.337528632	1.571704033
TRINITY_DN127403_c1_g2_i1	NA	NA	NA	NA	1.760857833	0.509898155
TRINITY_DN127403_c1_g4_i1	cnppd1	Chr09	77843920	77843920	1.469680614	1.223342416
TRINITY_DN127403_c4_g1_i3	NA	NA	NA	NA	5.279180908	0.428020988
TRINITY_DN127405_c3_g1_i1	LOC100486925-like	Chr09	18751230	18751230	5.237710771	0.199807026
TRINITY_DN127407_c0_g1_i4	NA	NA	NA	NA	1.1113702	0.005593093
TRINITY_DN127408_c0_g2_i3	NA	NA	NA	NA	3.758208567	0.646826855
TRINITY_DN127409_c0_g1_i4	NA	NA	NA	NA	1.994626779	-3.346508569
TRINITY_DN127411_c1_g2_i3	NA	NA	NA	NA	5.450895965	0.082832699
TRINITY_DN127412_c4_g1_i2	NA	NA	NA	NA	9.935652721	-0.295967836
TRINITY_DN127412_c5_g1_i7	NA	NA	NA	NA	0.237938603	0.837379715
TRINITY_DN127413_c1_g1_i1	NA	NA	NA	NA	3.241537989	0.359051684
TRINITY_DN127413_c1_g2_i2	mmp17	Chr01	148212735	148212735	3.904727231	-0.596109044
TRINITY_DN127415_c0_g1_i6	NA	NA	NA	NA	4.035926599	-0.898640238
TRINITY_DN127416_c0_g1_i1	NA	NA	NA	NA	2.143068012	0.885694316
TRINITY_DN127416_c1_g1_i6	NA	NA	NA	NA	4.636895227	-0.002767075
TRINITY_DN127417_c0_g1_i3	NA	NA	NA	NA	2.602027037	-1.814219854
TRINITY_DN127419_c2_g2_i1	NA	NA	NA	NA	1.207742222	-0.205261259
TRINITY_DN127421_c2_g1_i1	NA	NA	NA	NA	2.818544579	1.85497515
TRINITY_DN127422_c1_g1_i1	NA	NA	NA	NA	3.913811301	0.208655928
TRINITY_DN127422_c1_g2_i2	NA	NA	NA	NA	1.818052294	-1.342621937
TRINITY_DN127422_c1_g3_i1	NA	NA	NA	NA	1.299062239	-0.148242479
TRINITY_DN127422_c1_g6_i1	NA	NA	NA	NA	3.398561501	0.182061202
TRINITY_DN127423_c0_g1_i10	NA	NA	NA	NA	4.454840643	-0.531026574
TRINITY_DN127424_c0_g1_i3	NA	NA	NA	NA	2.109905321	-0.256295904
TRINITY_DN127426_c5_g2_i1	aste1	Chr06	72236043	72236043	7.437636497	0.687144102
TRINITY_DN127427_c5_g1_i1	NA	NA	NA	NA	4.809959672	-0.508908118
TRINITY_DN127429_c1_g3_i4	NA	NA	NA	NA	4.633454839	-1.517548708
TRINITY_DN127429_c4_g1_i1	NA	NA	NA	NA	2.006379788	-0.43230304
TRINITY_DN127429_c4_g2_i7	pgd	Chr07	38822294	38822294	2.724113641	1.062462891
TRINITY_DN127432_c1_g1_i5	NA	NA	NA	NA	1.711620758	0.269443567
TRINITY_DN127432_c1_g4_i2	NA	NA	NA	NA	4.072509633	-1.058911946
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.737502299	0.715297648
TRINITY_DN127437_c1_g1_i1	tmco3	Chr02	112306684	112306684	2.786527622	-2.273383981
TRINITY_DN127437_c2_g1_i1	NA	NA	NA	NA	0.317413272	-0.138798009
TRINITY_DN127437_c3_g1_i2	NA	NA	NA	NA	2.741935159	0.16536719
TRINITY_DN127438_c0_g1_i5	NA	NA	NA	NA	4.562365747	-0.443511882
TRINITY_DN127439_c2_g3_i1	NA	NA	NA	NA	5.268179046	-0.441672661
TRINITY_DN127440_c1_g1_i3	NA	NA	NA	NA	3.34554814	0.25324178
TRINITY_DN127441_c1_g3_i1	NA	NA	NA	NA	2.882644616	-0.795676175
TRINITY_DN127441_c1_g6_i2	hba1	Chr09	36996497	36996497	5.153622191	-0.274470155
TRINITY_DN127442_c0_g1_i1	LOC100496398-like	Chr08	17621717	17621717	4.583618035	-0.517412227
TRINITY_DN127443_c0_g1_i1	NA	NA	NA	NA	0.275603347	-0.500900919
TRINITY_DN127444_c1_g1_i2	NA	NA	NA	NA	2.737864206	0.292402815
TRINITY_DN127445_c1_g1_i2	NA	NA	NA	NA	3.799884005	0.779043517
TRINITY_DN127448_c4_g1_i2	ptbp2	Chr04	91987640	91987640	4.205236563	-0.155428673
TRINITY_DN127451_c0_g1_i1	NA	NA	NA	NA	1.906111966	1.09381787
TRINITY_DN127453_c4_g1_i2	NA	NA	NA	NA	3.682973498	-0.016621657
TRINITY_DN127454_c0_g1_i2	NA	NA	NA	NA	4.17447567	0.417809215
TRINITY_DN127456_c0_g1_i5	NA	NA	NA	NA	2.07807998	-0.124249952
TRINITY_DN127457_c0_g2_i2	NA	NA	NA	NA	4.050623442	-1.840803789
TRINITY_DN127457_c1_g1_i1	NA	NA	NA	NA	2.267660161	-0.053962583
TRINITY_DN127458_c0_g3_i2	NA	NA	NA	NA	4.491650121	-1.764542175
TRINITY_DN127458_c0_g6_i1	NA	NA	NA	NA	3.70939237	-1.00407167
TRINITY_DN127459_c0_g1_i1	NA	NA	NA	NA	6.225725122	-0.237987909
TRINITY_DN127459_c0_g2_i1	chfr	Chr01	147102158	147102158	6.121520877	-1.320003017
TRINITY_DN127460_c3_g1_i2	NA	NA	NA	NA	4.502747059	-0.435919073
TRINITY_DN127460_c3_g2_i1	hsf2bp	scaffold_655	41801	41801	6.948381736	-0.273623645
TRINITY_DN127460_c3_g4_i1	NA	NA	NA	NA	2.520038793	-0.430364927
TRINITY_DN127460_c5_g2_i1	NA	NA	NA	NA	1.689647297	1.168669688
TRINITY_DN127461_c1_g1_i1	NA	NA	NA	NA	0.346227145	0.42821041
TRINITY_DN127461_c1_g3_i6	LOC101731768	Chr03	78159009	78159009	8.398546856	-0.482301514
TRINITY_DN127462_c5_g9_i6	NA	NA	NA	NA	4.526062949	-0.701537873
TRINITY_DN127464_c0_g11_i1	NA	NA	NA	NA	0.242490479	0.044613487
TRINITY_DN127464_c0_g12_i1	tdg	Chr03	40321542	40321542	0.362145903	0.644641185
TRINITY_DN127464_c0_g13_i1	tekt3	Chr10	39319796	39319796	2.719528179	0.11860775
TRINITY_DN127464_c0_g1_i1	NA	NA	NA	NA	2.430334001	-0.351517691
TRINITY_DN127464_c0_g2_i1	NA	NA	NA	NA	1.556849235	9.818036278
TRINITY_DN127464_c0_g3_i1	NA	NA	NA	NA	0.118119467	-0.163547656
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.392039905	9.653653991
TRINITY_DN127464_c0_g8_i1	NA	NA	NA	NA	0.771606373	1.27040433
TRINITY_DN127464_c0_g9_i1	prpf4	scaffold_5211	289	289	4.080634708	0.304771092
TRINITY_DN127469_c6_g2_i1	NA	NA	NA	NA	3.981515304	0.575374543
TRINITY_DN127470_c0_g2_i2	NA	NA	NA	NA	5.887869775	0.801773686
TRINITY_DN127470_c0_g3_i1	znf106	Chr08	87822771	87822771	0.50348397	0.466901873
TRINITY_DN127471_c0_g1_i1	NA	NA	NA	NA	4.862699512	0.767909172
TRINITY_DN127474_c0_g1_i3	NA	NA	NA	NA	4.654054462	-2.748844129
TRINITY_DN127476_c0_g1_i2	LOC733928	Chr06	50988723	50988723	2.873738839	0.169555849
TRINITY_DN127478_c2_g3_i1	LOC100495394	scaffold_261	108428	108428	0.173653865	0.361106923
TRINITY_DN127478_c3_g1_i1	NA	NA	NA	NA	3.000587332	0.379568587
TRINITY_DN127479_c3_g1_i1	NA	NA	NA	NA	3.489713667	-0.06770835
TRINITY_DN127481_c0_g1_i3	NA	NA	NA	NA	1.610307302	-0.596229796
TRINITY_DN127481_c0_g2_i1	NA	NA	NA	NA	1.572844455	-0.946573142
TRINITY_DN127482_c0_g1_i2	mtmr1	Chr08	36860445	36860445	3.410091183	-1.02595406
TRINITY_DN127483_c0_g1_i2	NA	NA	NA	NA	4.699675547	-1.081073038
TRINITY_DN127484_c0_g2_i1	NA	NA	NA	NA	2.299545659	0.443357636
TRINITY_DN127485_c0_g1_i3	NA	NA	NA	NA	5.818800344	-2.495530866
TRINITY_DN127487_c0_g1_i1	agpat5	Chr05	114096351	114096351	1.249382422	0.33311039
TRINITY_DN127489_c0_g1_i3	NA	NA	NA	NA	4.772590514	0.20844494
TRINITY_DN127491_c0_g1_i1	NA	NA	NA	NA	4.052561445	-3.905759037
TRINITY_DN127491_c0_g4_i4	NA	NA	NA	NA	4.703674912	0.50376834
TRINITY_DN127492_c1_g1_i1	NA	NA	NA	NA	4.195273128	0.058499114
TRINITY_DN127493_c0_g3_i4	NA	NA	NA	NA	1.052164717	-0.160478385
TRINITY_DN127495_c2_g3_i1	NA	NA	NA	NA	0.086983087	0.186897901
TRINITY_DN127495_c2_g5_i2	nat9-like	Chr10	35452813	35452813	3.737334136	0.778427
