gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver	A12FL1	A12ML1	A15ML1	A17FL1	A17ML1	A2FL1	A7FL1	A8FL1	A8ML1
TRINITY_DN129065_c3_g2_i2	NA	NA	NA	NA	5.211615946	0.299296432	0.523879107	0.887275112	4.410507403	5.211563114	5.840427658	5.418706179	5.476485913	6.144345521	4.635947236	3.1183129	4.731429823
TRINITY_DN129065_c4_g8_i1	NA	NA	NA	NA	3.85336053	-0.243111699	0.532503418	0.890455479	4.229543607	3.802900054	3.978232947	3.355516644	3.471812783	2.923336177	3.758185851	4.77400248	3.541123564
TRINITY_DN129066_c0_g2_i4	NA	NA	NA	NA	3.774650796	-0.475157113	0.222333249	0.739670005	3.670047892	3.652344669	3.548258579	3.310286238	3.402243157	3.432353207	4.978487098	3.676837933	3.350709542
TRINITY_DN129068_c0_g1_i1	NA	NA	NA	NA	1.995757034	-1.131988161	0.08824245	0.553479634	3.382010255	0.301668836	2.216546467	-0.126720342	0.759639928	3.311508345	1.590569545	0.895893064	1.118686123
TRINITY_DN129069_c0_g2_i1	NA	NA	NA	NA	1.792580269	-0.436643162	0.328723468	0.8076204	2.453900446	1.695113896	1.030038712	1.848490025	0.866827075	1.401439082	1.513130625	2.300214461	2.15190281
TRINITY_DN129070_c5_g1_i1	NA	NA	NA	NA	1.34567478	-0.47390119	0.312405494	0.797770067	1.920299528	1.091914056	0.435447971	0.474868071	1.584416683	1.198292199	1.639978585	1.891829283	1.014342155
TRINITY_DN129070_c6_g4_i4	NA	NA	NA	NA	4.674442711	0.423746635	0.224081136	0.741387325	4.33016926	4.588160871	4.828113344	4.965517672	4.735186087	3.443899092	4.597382886	4.612885204	5.31548043
TRINITY_DN129071_c0_g1_i1	NA	NA	NA	NA	10.49277627	0.36564823	0.358383503	0.823058406	10.48119681	10.71757239	10.71540388	10.92151267	10.81119203	9.705524943	10.01519111	10.16403702	10.47205848
TRINITY_DN129073_c0_g2_i3	NA	NA	NA	NA	1.507756222	0.05147425	0.921782686	0.984379309	2.13580862	2.409427119	1.183959767	2.210379672	0.866827075	0.678736466	1.065948638	0.422627404	1.067457278
TRINITY_DN129074_c0_g1_i1	NA	NA	NA	NA	1.357818202	0.079188276	0.84513059	0.972985752	1.110253884	1.497281632	1.323030637	1.491304565	1.38246034	0.961777386	1.472794499	1.47814765	1.39287795
TRINITY_DN129076_c0_g1_i1	NA	NA	NA	NA	1.83038019	1.623200838	0.081233592	0.534871331	1.666846942	-1.583928874	-0.771166274	1.015519695	-0.949392365	0.961777386	-0.679161505	0.850351161	4.394681425
TRINITY_DN129078_c3_g1_i2	NA	NA	NA	NA	1.594005858	-0.244629746	0.590533077	0.911810847	1.016725472	1.755456661	1.566446719	1.608038406	1.38246034	1.251822965	2.547150729	1.416982778	1.014342155
TRINITY_DN129081_c0_g1_i1	NA	NA	NA	NA	0.267768138	0.070630033	0.885482344	0.977900436	-0.090493601	-0.173317311	0.59034629	-0.256819016	0.379985581	0.422781017	-0.011904157	0.850351161	0.336207404
TRINITY_DN129082_c0_g3_i18	NA	NA	NA	NA	3.931766986	-0.187769144	0.572387838	0.904306005	4.17105397	3.199316827	3.750740097	4.318323177	3.869916834	3.798900738	3.97585268	3.702695572	4.281222553
TRINITY_DN129083_c0_g1_i3	NA	NA	NA	NA	2.580544505	-0.21251585	0.654146513	0.928400234	2.020074134	2.072508957	3.147782742	2.806812792	2.454144278	1.737942447	3.712725646	2.020763443	1.790489722
TRINITY_DN129084_c8_g2_i1	NA	NA	NA	NA	5.851128147	0.335220678	0.451592342	0.858693397	5.871180191	6.786937959	5.567186244	6.272201588	5.415998611	3.936033235	5.132073006	6.179133156	5.91349814
TRINITY_DN129085_c1_g2_i1	NA	NA	NA	NA	2.079797165	-0.177895574	0.68472199	0.937585099	1.46918469	2.208235369	1.956580101	1.716029845	1.584416683	2.939739217	2.521015116	1.47814765	2.076172918
TRINITY_DN129088_c5_g5_i2	NA	NA	NA	NA	3.080723944	-0.132043122	0.734960827	0.951571657	2.540459152	3.691481904	2.496743113	3.227551581	2.895026412	3.079533451	3.738473035	2.784764954	2.611347413
TRINITY_DN129090_c0_g1_i2	NA	NA	NA	NA	2.024203945	-0.598459021	0.238398682	0.754746725	2.067487741	1.387165019	0.435447971	1.36428717	2.676704745	2.548715096	2.951126232	1.725218975	1.350647321
TRINITY_DN129091_c2_g1_i4	NA	NA	NA	NA	3.926785352	-0.63010487	0.092081794	0.561481289	4.802538915	3.484227264	3.648647431	3.904421336	3.920558111	4.435515249	4.037072071	3.193186897	2.987112863
TRINITY_DN129095_c0_g2_i1	NA	NA	NA	NA	-0.029136046	0.50427869	0.526623724	0.887893369	-0.735970815	0.301668836	0.974852571	0.30080452	0.379985581	-2.987229828	0.02575893	0.292455538	-2.987229828
TRINITY_DN129095_c5_g3_i1	NA	NA	NA	NA	0.629170223	-0.310017569	0.520124821	0.885512975	0.631354704	0.658405722	-0.5938284	0.205206275	0.643845378	0.827187013	1.065948638	0.803324633	0.779858418
TRINITY_DN129095_c5_g4_i1	NA	NA	NA	NA	0.976980702	-0.283030194	0.678791231	0.934420779	2.263448771	1.974368051	-0.293606965	0.474868071	-1.368585353	-0.836952589	0.765584897	1.064915992	0.842147903
TRINITY_DN129096_c0_g3_i4	NA	NA	NA	NA	1.573500511	-0.74512633	0.075339555	0.519380809	1.840662162	1.599586126	0.795371496	1.491304565	1.230182482	1.91429838	1.945278452	1.957736245	0.714757702
TRINITY_DN129099_c3_g4_i5	NA	NA	NA	NA	3.961580113	-0.260478379	0.389884461	0.833456032	3.870484695	3.69918354	3.861378602	3.956726574	3.830734101	3.992159507	4.102423974	4.372299184	3.852375487
TRINITY_DN129099_c3_g6_i1	NA	NA	NA	NA	0.737373603	0.463740406	0.364757739	0.824367518	-0.442361785	0.035776599	0.51497501	0.630173478	1.059913953	0.513239881	0.673673325	0.940041219	1.725877839
TRINITY_DN129100_c2_g1_i3	NA	NA	NA	NA	3.329472215	-0.14440925	0.720520548	0.947723893	3.191856151	2.829976878	3.666172508	3.873658549	3.538181392	3.976344993	3.032008647	2.28317745	2.731405929
TRINITY_DN129102_c3_g2_i4	NA	NA	NA	NA	2.77999915	-0.362285836	0.442342584	0.853836944	2.020074134	1.92267492	2.240141441	2.160278233	2.231555778	2.923336177	2.572821285	3.991991284	3.392938375
TRINITY_DN129103_c3_g4_i2	NA	NA	NA	NA	1.077071764	0.00156105	0.997190285	0.999280677	1.016725472	0.720270683	0.661974652	0.835674348	1.452967407	1.142698395	0.893326381	1.416982778	1.350647321
TRINITY_DN129104_c0_g1_i1	NA	NA	NA	NA	3.099084198	0.085096986	0.791183626	0.964991346	3.092214427	3.210137877	3.09699873	2.975657679	3.062231182	2.923336177	3.121699526	3.174829537	3.204248497
TRINITY_DN129105_c2_g3_i1	NA	NA	NA	NA	0.599732283	-1.476510959	0.008041046	0.216160218	0.916710783	-0.290448886	-0.293606965	0.898147225	-0.36028631	-0.447504423	1.864438274	0.895893064	-0.307743061
TRINITY_DN129105_c3_g1_i3	NA	NA	NA	NA	0.275104992	-0.666030778	0.203197512	0.723921129	0.428406518	0.526099106	-0.435922311	0.630173478	-0.949392365	0.678736466	0.851990001	-0.39185369	-0.059774198
TRINITY_DN129105_c3_g2_i2	NA	NA	NA	NA	1.484140586	-0.46685218	0.336786487	0.812699538	1.198086338	0.995129355	-0.164078454	1.491304565	1.968246818	2.12977871	1.955072258	1.28627678	1.39287795
TRINITY_DN129106_c0_g7_i1	NA	NA	NA	NA	3.627665112	-0.229387714	0.480373216	0.867550636	3.903520737	3.484227264	3.345649297	3.793753245	3.437447278	3.500281865	3.226498984	4.053570717	3.692502434
TRINITY_DN129113_c3_g2_i2	NA	NA	NA	NA	1.934559836	-0.607893213	0.149595962	0.655041421	2.242944302	1.948753	1.674306818	1.224997807	1.059913953	2.342112376	2.446600634	2.248487704	1.433907477
TRINITY_DN129115_c3_g1_i1	NA	NA	NA	NA	1.978641768	0.177877516	0.778082198	0.9622951	0.428406518	2.9510301	2.118107271	2.054532681	-1.368585353	1.084876142	2.94130551	1.647470201	2.050019712
TRINITY_DN129120_c0_g5_i1	NA	NA	NA	NA	1.193375535	0.972465729	0.061991733	0.494919112	1.198086338	0.658405722	1.231821832	-0.126720342	2.231555778	1.493204074	-0.011904157	0.422627404	1.996246516
TRINITY_DN129121_c4_g2_i1	NA	NA	NA	NA	0.23078052	-0.087373696	0.858227697	0.974439595	-0.198520372	0.380422469	0.166605626	0.30080452	0.227431964	0.326268582	0.809434218	-0.286354554	-0.059774198
TRINITY_DN129121_c4_g8_i2	NA	NA	NA	NA	7.62485181	-0.063459372	0.852123927	0.973749692	7.483863412	7.742056262	7.228383741	8.003231862	7.780649873	7.142173215	7.545524754	7.921583428	7.542313686
TRINITY_DN129121_c4_g9_i1	NA	NA	NA	NA	4.267169143	-0.172212439	0.68852423	0.938890844	3.863785728	4.856147757	4.105723589	4.871337328	4.181588628	4.958529691	4.141546918	3.146847951	2.930895794
TRINITY_DN129128_c4_g1_i5	NA	NA	NA	NA	5.764043924	0.67937103	0.045335839	0.443828282	5.628002797	6.394853061	5.887879924	5.252305297	5.948594763	5.055795257	6.012999251	4.859817773	6.11930465
TRINITY_DN129138_c3_g3_i1	NA	NA	NA	NA	6.610683928	0.040654329	0.899371969	0.981807482	6.388992361	6.801321665	6.499577207	6.417911153	6.632793415	6.585916962	7.043497639	6.411493405	6.582020554
TRINITY_DN129140_c0_g5_i6	NA	NA	NA	NA	6.035916892	-0.164099503	0.624655985	0.920864474	5.842506197	5.8198295	6.009570825	6.098511745	5.948594763	5.553580673	6.748485542	5.997821025	5.985987109
TRINITY_DN129142_c4_g1_i1	NA	NA	NA	NA	3.649822731	-0.24096423	0.52792442	0.888480266	3.759379176	3.817126272	3.674855856	3.956726574	3.291163064	3.348836354	2.65923328	4.44686737	3.156019436
TRINITY_DN129142_c6_g2_i2	NA	NA	NA	NA	0.002191524	-1.30900831	0.022625653	0.333753136	-0.198520372	-1.583928874	-1.2086737	-0.007389335	-0.36028631	1.0246393	0.414465312	0.359009121	-0.178437597
TRINITY_DN129145_c7_g1_i2	NA	NA	NA	NA	1.807434054	-0.697611149	0.110480474	0.600799466	1.945897501	1.387165019	1.408814398	1.910422094	1.230182482	1.774980483	2.849774366	1.320080105	1.512623611
TRINITY_DN129147_c0_g3_i1	NA	NA	NA	NA	7.182665342	-0.031541923	0.931011827	0.986303084	7.588129159	7.382455443	6.866581447	7.110437636	7.296581439	7.348216052	6.108786986	7.417760877	7.058566162
TRINITY_DN129149_c1_g4_i4	NA	NA	NA	NA	0.922251682	-0.040590565	0.936262392	0.9870003	0.809242671	0.995129355	0.261895749	0.102820944	0.966598392	-0.009352482	1.153616211	1.774817165	1.215989679
TRINITY_DN129149_c1_g5_i1	NA	NA	NA	NA	2.685864121	0.33928979	0.366142615	0.824367518	2.684270908	2.787258305	3.184730987	2.901349632	2.705871255	1.620756718	2.823283436	2.248487704	2.714854385
TRINITY_DN129149_c2_g1_i1	NA	NA	NA	NA	1.64685015	-0.639412578	0.158084213	0.667098301	1.320556218	1.267943822	0.917471193	2.373183358	1.968246818	1.660885601	2.213532329	1.536824486	0.646579962
TRINITY_DN129152_c2_g1_i1	NA	NA	NA	NA	0.837173345	-1.673961929	0.029799569	0.375220784	0.275282869	0.380422469	-2.987229828	1.224997807	0.643845378	-0.447504423	1.10165744	2.562737736	-0.985972104
TRINITY_DN129153_c9_g2_i1	NA	NA	NA	NA	0.511329661	-0.769751012	0.146685526	0.651749131	0.428406518	0.380422469	-1.2086737	1.36428717	-0.36028631	0.59835996	0.549882971	0.754713414	0.714757702
TRINITY_DN129153_c9_g4_i2	NA	NA	NA	NA	2.59300613	0.476607478	0.256052337	0.766546813	2.417768503	3.438947936	2.416175912	3.018472138	2.419350167	1.35327069	2.628962553	1.846156862	2.795776139
TRINITY_DN129154_c0_g1_i1	NA	NA	NA	NA	0.18299247	-0.314152577	0.533814525	0.890969022	0.499275817	0.035776599	-0.293606965	-0.126720342	-0.62497671	0.827187013	0.200601513	-0.096013556	0.575019828
TRINITY_DN129157_c0_g2_i1	NA	NA	NA	NA	2.081460442	-0.400999634	0.333477323	0.810877341	2.997469696	1.532195435	1.898452403	1.940418861	1.704882877	1.846320481	1.905424515	2.1579286	2.176287767
TRINITY_DN129158_c1_g1_i4	NA	NA	NA	NA	2.578293803	-0.628859965	0.209701047	0.72925254	1.785018505	2.072508957	1.868486031	2.416512904	1.761542459	1.880709772	2.507767588	4.088314481	2.826915301
TRINITY_DN129158_c2_g2_i3	NA	NA	NA	NA	1.392764293	0.078728658	0.860020959	0.974904958	1.571398361	1.044333167	1.927808985	1.124057421	1.645906793	1.303438347	1.811511717	0.704406966	0.901858934
TRINITY_DN129158_c3_g1_i1	NA	NA	NA	NA	0.040922317	0.04195261	0.938464819	0.98730946	-0.735970815	0.380422469	0.35128002	0.102820944	-0.62497671	-0.009352482	-0.619801173	0.850351161	-0.178437597
TRINITY_DN129159_c0_g1_i3	NA	NA	NA	NA	1.331521894	-0.625436425	0.231709073	0.749272991	1.320556218	1.461501902	0.59034629	1.407880718	0.966598392	0.326268582	2.598043047	1.024480245	0.646579962
TRINITY_DN129160_c1_g1_i1	NA	NA	NA	NA	0.486018205	-0.979593085	0.054498208	0.472104393	0.103955948	-0.417937367	0.064573661	0.554609585	0.056818512	1.579479628	0.549882971	0.850351161	-0.059774198
TRINITY_DN129160_c2_g3_i2	NA	NA	NA	NA	2.377261406	-0.114036082	0.790746867	0.964978363	1.603921278	2.332283651	2.645519051	2.539201076	2.149012872	1.493204074	3.202032632	2.534219705	2.050019712
TRINITY_DN129162_c3_g2_i1	NA	NA	NA	NA	2.908962138	0.28156361	0.462412027	0.862828117	2.909135378	3.014137129	3.334731774	1.940418861	3.106648689	2.158093375	3.316621449	3.069463268	2.714854385
TRINITY_DN129162_c4_g5_i5	NA	NA	NA	NA	1.215730164	-0.479811391	0.287758396	0.781415236	0.752349422	0.94418799	0.857712668	1.491304565	1.38246034	0.961777386	1.699451408	1.750231201	0.499724093
TRINITY_DN129162_c4_g6_i1	NA	NA	NA	NA	2.146832729	-0.231651514	0.546798675	0.896164235	1.894239149	1.99953623	1.868486031	2.18554643	1.520188631	2.3172179	2.323470762	2.429718549	2.480383445
TRINITY_DN129165_c3_g1_i1	NA	NA	NA	NA	3.631003015	-0.696814969	0.028747514	0.368286397	3.802052692	3.34388916	3.388511504	3.785513807	3.12835493	3.734547176	4.15647941	3.954817457	2.91649245
TRINITY_DN129165_c4_g1_i2	NA	NA	NA	NA	3.162515648	-0.328238214	0.420720251	0.8462561	2.653528719	3.293902915	2.747825662	3.215335295	2.705871255	2.12977871	3.865938412	3.848804512	3.054437105
TRINITY_DN129167_c5_g9_i1	NA	NA	NA	NA	0.496082184	-0.327452247	0.51192936	0.882812113	0.353875255	0.380422469	0.064573661	-0.558577591	0.056818512	0.754870307	0.893326381	1.064915992	0.646579962
TRINITY_DN129167_c6_g1_i1	NA	NA	NA	NA	4.050536842	0.024862197	0.936615979	0.987053471	4.02258054	4.087428544	3.603880109	3.760509331	4.15010256	3.877634744	4.234950133	4.232853355	4.325503443
TRINITY_DN129170_c3_g6_i2	NA	NA	NA	NA	0.219336961	-0.454742889	0.365982985	0.824367518	0.353875255	0.035776599	0.51497501	0.205206275	-0.36028631	-0.286211066	0.625424172	0.704406966	-0.607363778
TRINITY_DN129171_c8_g2_i1	NA	NA	NA	NA	3.881334552	-0.208102857	0.575242526	0.905018272	4.60380665	2.911796878	3.884021946	3.801945895	4.19193311	3.992159507	3.24657536	3.877466633	3.790535592
TRINITY_DN129172_c0_g2_i2	NA	NA	NA	NA	1.924846915	-0.532916333	0.195581735	0.715448933	1.433438274	1.632136616	1.408814398	2.081704545	1.704882877	2.651876652	2.353402111	1.822766747	1.692453338
TRINITY_DN129176_c3_g1_i3	NA	NA	NA	NA	0.937015168	-0.579875762	0.224500038	0.741665725	0.353875255	0.380422469	0.857712668	0.554609585	0.643845378	1.142698395	1.552369605	1.620594106	0.499724093
TRINITY_DN129176_c3_g2_i1	NA	NA	NA	NA	0.132664885	-0.234631206	0.687084089	0.938303915	-1.602158226	-0.290448886	0.661974652	0.205206275	-0.949392365	0.513239881	0.697205978	0.292455538	0.049866429
TRINITY_DN129176_c3_g3_i2	NA	NA	NA	NA	6.101649772	-0.527129994	0.101338567	0.584513743	5.991292549	5.707854523	5.650989273	6.182488463	5.827760862	6.198173702	6.786350013	6.268411013	5.940442867
TRINITY_DN129176_c3_g4_i1	NA	NA	NA	NA	4.315268124	-0.004107712	0.989473282	0.99826322	4.455756346	4.122218605	4.280886969	4.217806738	4.429025748	4.722965864	3.826468265	4.219481808	4.399867908
TRINITY_DN129177_c1_g2_i1	NA	NA	NA	NA	1.299789486	-0.233346955	0.611535885	0.918681597	0.809242671	1.182612049	1.083191411	1.319335213	0.966598392	2.18586301	0.743150109	1.47814765	1.39287795
TRINITY_DN129178_c2_g1_i1	NA	NA	NA	NA	3.258612756	-0.237436827	0.511462927	0.882680714	3.080706061	3.382667459	2.961620013	2.916520585	2.762492784	4.015560911	2.960880554	3.511131048	3.284954129
TRINITY_DN129179_c0_g1_i1	NA	NA	NA	NA	2.413785083	0.137124736	0.755628747	0.956692291	0.631354704	2.618820489	2.609738544	2.790436359	2.521311945	2.548715096	2.094519984	2.808774204	2.15190281
TRINITY_DN129179_c0_g2_i3	NA	NA	NA	NA	2.026422716	-0.565219005	0.245135064	0.759401062	0.631354704	2.464692864	1.449866342	2.23479268	0.966598392	2.437604827	2.740760712	2.382506264	1.39287795
TRINITY_DN129180_c0_g1_i5	NA	NA	NA	NA	2.573803721	0.045035915	0.901071023	0.982012568	2.882870697	2.815877434	2.395310931	2.886017449	2.488118967	2.437604827	2.138160032	2.28317745	2.646681323
TRINITY_DN129181_c0_g4_i14	NA	NA	NA	NA	3.378674482	-2.538701784	4.12E-05	0.006831921	3.181118665	0.301668836	1.566446719	2.282413254	1.968246818	5.457173108	2.553611316	4.187790964	1.852331542
TRINITY_DN129186_c1_g1_i2	NA	NA	NA	NA	1.342004829	-0.485153564	0.336885292	0.812699538	1.697309602	1.532195435	0.661974652	2.305646776	1.059913953	0.326268582	0.673673325	1.774817165	0.842147903
TRINITY_DN129188_c3_g1_i1	NA	NA	NA	NA	4.680203921	-0.114854387	0.710907706	0.945748243	4.745375366	4.58400712	4.776603642	4.329701103	4.75625121	5.074485512	4.766820126	4.633196556	4.297987561
TRINITY_DN129190_c2_g2_i6	NA	NA	NA	NA	5.973048774	-0.07242985	0.830472898	0.97052262	5.504242862	5.540033277	5.610827876	6.115045279	6.524412186	6.263159405	5.964126175	6.067888256	5.833344859
TRINITY_DN129190_c3_g1_i1	NA	NA	NA	NA	0.086092235	1.092078447	0.035857568	0.405621319	0.010004738	0.720270683	0.661974652	-0.940613466	-0.36028631	-0.836952589	-0.805753503	0.149363055	0.842147903
TRINITY_DN129192_c0_g3_i1	NA	NA	NA	NA	8.937683128	0.128501021	0.74476867	0.953420998	8.669880442	8.822087291	8.906543163	9.098267022	8.751675234	7.721675793	9.065814406	9.348489043	9.441549876
TRINITY_DN129193_c4_g1_i1	NA	NA	NA	NA	6.83764332	-0.518921437	0.138963555	0.641395559	6.843475875	6.309376524	6.297939472	6.772881057	6.740662128	7.574503246	6.433037545	7.315685428	6.700244879
TRINITY_DN129194_c1_g2_i1	NA	NA	NA	NA	3.224074225	0.458901397	0.207292862	0.727697536	3.591132593	3.628342354	3.666172508	2.373183358	3.488693358	3.273188807	2.712169756	2.760349371	2.94515676
TRINITY_DN129195_c4_g3_i1	NA	NA	NA	NA	5.318235579	0.207293273	0.550156574	0.897020174	4.967840041	5.492071536	5.453194058	5.705256969	5.334306018	4.148517551	5.548241221	5.271849259	5.433980891
TRINITY_DN129196_c5_g1_i1	NA	NA	NA	NA	3.469235648	-0.853060961	0.019693337	0.313590744	3.646823217	3.210137877	2.374139757	3.239665291	2.616540849	4.176470338	3.495043732	4.136540444	3.329122367
TRINITY_DN129196_c5_g2_i2	NA	NA	NA	NA	1.949732709	0.067021506	0.869790842	0.976494009	2.13580862	2.024272861	2.263356725	1.27293746	1.38246034	1.620756718	2.323470762	1.979052722	2.101860447
TRINITY_DN129197_c1_g1_i2	NA	NA	NA	NA	1.494020123	0.367881423	0.372459304	0.827989755	1.016725472	1.532195435	2.118107271	1.53127457	1.520188631	1.448051063	0.933511299	1.620594106	1.433907477
TRINITY_DN129198_c1_g2_i1	NA	NA	NA	NA	0.080365148	-0.186469939	0.730837896	0.951154572	-0.198520372	-0.886211202	0.661974652	-0.256819016	0.056818512	0.326268582	0.743150109	-0.286354554	-0.307743061
TRINITY_DN129198_c1_g3_i1	NA	NA	NA	NA	3.595191412	-0.112398643	0.737566412	0.951970134	3.382010255	3.086393151	3.978232947	3.572177739	3.437447278	3.843171193	3.987829149	3.30713313	3.483662773
TRINITY_DN129202_c2_g8_i1	NA	NA	NA	NA	1.606425628	-0.213602419	0.65127609	0.927453571	1.538125333	2.292107791	0.917471193	0.701975773	0.759639928	1.660885601	2.031117486	2.10073261	1.39287795
TRINITY_DN129204_c7_g5_i1	NA	NA	NA	NA	0.718181436	0.051171832	0.913103843	0.983447868	0.631354704	0.836569193	1.231821832	1.070809015	0.227431964	0.513239881	0.972607169	0.072116836	0.420281155
TRINITY_DN129208_c2_g5_i5	NA	NA	NA	NA	4.379394573	-0.290466041	0.334200173	0.81143806	4.290757151	4.344755357	3.876513583	4.549989888	4.348088488	4.552124746	4.381958631	4.692469234	4.229725922
TRINITY_DN129212_c1_g4_i5	NA	NA	NA	NA	3.84850252	-0.463016986	0.206809481	0.726954894	3.615263708	3.363408596	3.594757499	3.785513807	3.488693358	3.311508345	4.11776477	4.830799296	3.814037273
TRINITY_DN129214_c3_g1_i1	NA	NA	NA	NA	1.63088339	0.008574747	0.983978114	0.997310722	1.016725472	1.461501902	1.898452403	1.78377962	1.816060659	1.303438347	2.221669036	1.447889335	1.307143143
TRINITY_DN129216_c1_g1_i2	NA	NA	NA	NA	3.634911258	-0.288109737	0.362017225	0.823607038	3.591132593	3.188413999	3.345649297	3.533340223	3.647450923	3.834425114	3.990212558	3.765381969	3.649603981
TRINITY_DN129216_c1_g2_i1	NA	NA	NA	NA	3.749683146	-0.669036672	0.059870352	0.488093115	3.780873709	3.411082122	3.122614179	3.420809705	3.586028012	4.746466578	3.755386172	3.96553665	3.216057986
TRINITY_DN129216_c2_g1_i3	NA	NA	NA	NA	4.160535322	-0.629305299	0.067928528	0.50603966	4.486606825	3.098091662	3.334731774	4.374336161	4.437744768	4.66495129	4.111210107	4.327298375	3.889721218
TRINITY_DN129217_c0_g3_i1	NA	NA	NA	NA	2.057986001	0.174014983	0.685084175	0.937741792	1.894239149	1.784707229	2.118107271	1.940418861	2.383696129	1.579479628	2.785359425	1.104249239	2.269903758
TRINITY_DN129218_c0_g1_i9	NA	NA	NA	NA	1.835361882	-0.033414301	0.942787167	0.987647907	1.995769896	2.096035398	1.898452403	0.835674348	0.517939376	1.880709772	1.552369605	2.490356989	2.176287767
TRINITY_DN129220_c0_g1_i2	NA	NA	NA	NA	3.129733001	-0.624492784	0.123055751	0.620221391	3.244376593	3.304039678	2.168166305	3.735063828	2.762492784	3.825625689	2.221669036	3.356834443	2.53797242
TRINITY_DN129223_c0_g1_i2	NA	NA	NA	NA	1.369800473	0.226601181	0.642050079	0.924558712	1.920299528	1.044333167	1.231821832	0.770373284	0.517939376	1.303438347	1.065948638	1.024480245	2.399837841
TRINITY_DN129226_c1_g2_i2	NA	NA	NA	NA	4.83636737	0.786512459	0.044939971	0.443828282	5.373585091	5.165049098	5.723928253	4.396146293	5.237757614	3.743918166	3.774870782	4.223952775	4.495025781
TRINITY_DN129227_c0_g2_i2	NA	NA	NA	NA	0.785650474	0.114030385	0.846787227	0.973093289	-0.198520372	0.658405722	1.639241866	1.224997807	0.866827075	-0.447504423	1.577948284	0.359009121	-0.607363778
TRINITY_DN129228_c0_g1_i1	NA	NA	NA	NA	3.329586108	0.581056561	0.414394596	0.843846469	3.715404845	1.308788746	2.374139757	-1.177779556	4.4973456	4.090932763	2.487665381	2.398415981	4.264260432
TRINITY_DN129231_c0_g1_i3	NA	NA	NA	NA	2.34530271	0.405062469	0.298977802	0.788597783	1.920299528	2.815877434	2.591509919	2.458578956	2.762492784	1.880709772	2.579168183	1.725218975	1.882285968
TRINITY_DN129233_c0_g2_i1	NA	NA	NA	NA	3.855777481	-0.650479438	0.100939479	0.584513743	3.773744388	3.737086819	3.135253345	4.055970273	2.488118967	4.23080178	3.342968826	4.755591938	4.016686274
TRINITY_DN129236_c0_g1_i5	NA	NA	NA	NA	0.642207581	0.783426706	0.200337693	0.72116255	0.428406518	2.371370948	0.166605626	0.474868071	0.056818512	0.111406653	0.200601513	0.149363055	-0.784283584
TRINITY_DN129239_c11_g1_i2	NA	NA	NA	NA	4.27084338	0.594229803	0.074125419	0.517795084	3.715404845	4.407214525	4.748086568	4.385282441	4.662661111	3.60683851	4.478489227	3.356834443	4.435660416
TRINITY_DN129239_c8_g1_i2	NA	NA	NA	NA	0.425046606	0.045378163	0.938721662	0.98730946	0.275282869	0.301668836	0.857712668	0.554609585	-0.949392365	-1.738906101	0.385786808	1.179837806	0.842147903
TRINITY_DN129240_c0_g2_i3	NA	NA	NA	NA	1.435572474	-1.106467672	0.02164019	0.326975081	1.320556218	0.995129355	-0.164078454	2.18554643	1.520188631	1.660885601	1.639978585	2.041175128	0.151759979
TRINITY_DN129242_c0_g1_i4	NA	NA	NA	NA	2.38586058	-0.087269364	0.825053548	0.969856906	1.894239149	2.482654123	2.286204347	2.705644031	2.347138579	2.291886303	3.027374333	1.774817165	2.223854968
TRINITY_DN129243_c3_g1_i1	NA	NA	NA	NA	0.366598267	-0.397932812	0.563429758	0.902489054	-0.198520372	-0.064985595	-0.164078454	-2.987229828	-0.136712198	0.754870307	0.649750443	1.47814765	0.714757702
TRINITY_DN129245_c1_g2_i3	NA	NA	NA	NA	1.515023435	0.229898784	0.633153021	0.922255976	0.863977174	1.99953623	1.806618748	1.450195556	1.308329613	1.0246393	0.523797258	2.414152161	1.262286207
TRINITY_DN129246_c5_g2_i1	NA	NA	NA	NA	2.526990558	0.356140733	0.480298468	0.867550636	3.033732003	2.728258411	2.918398825	3.355516644	2.944808824	0.827187013	1.252235865	1.699765447	2.127098593
TRINITY_DN129246_c6_g9_i1	NA	NA	NA	NA	2.173132909	0.512568201	0.204331043	0.724842069	2.283665896	2.409427119	2.780376795	1.608038406	2.309630532	0.961777386	2.129536989	2.248487704	2.15190281
TRINITY_DN129249_c1_g10_i1	NA	NA	NA	NA	2.515149501	-1.076605562	0.024675127	0.34616515	3.382010255	1.974368051	2.645519051	2.558671794	1.147558672	1.979216864	3.515044101	2.366419141	0.842147903
TRINITY_DN129250_c0_g1_i1	NA	NA	NA	NA	1.65320467	-0.362524535	0.388427486	0.833456032	1.320556218	1.632136616	0.661974652	1.644941055	1.704882877	1.880709772	2.112134725	1.869173801	1.587266151
TRINITY_DN129251_c2_g1_i5	NA	NA	NA	NA	11.92035232	1.696122213	0.00011952	0.015293749	11.34387194	12.33837297	12.82766306	11.35259272	12.95169764	10.85317492	10.47469446	10.25784071	12.22955511
TRINITY_DN129252_c1_g1_i1	NA	NA	NA	NA	0.507887242	-0.569173899	0.31509665	0.800286281	0.752349422	-0.064985595	0.166605626	-0.736986579	0.056818512	-0.447504423	1.10165744	1.507784358	0.499724093
