gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN125885_c3_g3_i1	NA	NA	NA	NA	0.093340048	0.093340048	unbias	0.337220918	Ovary_mean	0.0322	0.0366	1.1346
TRINITY_DN125885_c4_g3_i1	slc25a43	Chr08	38440495	38440495	0.161654047	0.161654047	unbias	0.180844176	G23_mean	0.0175	0.0248	1.4176
TRINITY_DN125891_c2_g4_i1	NA	NA	NA	NA	-0.352823064	0.352823064	unbias	0.246263854	Ovary_mean	0.0898	0.1526	1.6986
TRINITY_DN125894_c0_g1_i1	NA	NA	NA	NA	-0.885033037	0.885033037	unbias	0.780353379	Brain_mean	0.0578	0.0764	1.3204
TRINITY_DN125895_c0_g1_i2	NA	NA	NA	NA	-0.615973652	0.615973652	unbias	0.48136812	Ovary_mean	0.183	0.2215	1.2106
TRINITY_DN125899_c5_g1_i2	NA	NA	NA	NA	-0.391580181	0.391580181	unbias	0.421467993	Ovary_mean	0.1353	0.1897	1.4018
TRINITY_DN125906_c7_g2_i1	dnase1l3	scaffold_87	422866	422866	0.457277008	0.457277008	unbias	0.530632287	Brain_mean	0.0892	0.1357	1.5212
TRINITY_DN125916_c0_g2_i1	NA	NA	NA	NA	-0.525186291	0.525186291	unbias	0.407445178	Ovary_mean	0.0757	0.0983	1.298
TRINITY_DN125918_c1_g1_i4	NA	NA	NA	NA	0.263730262	0.263730262	unbias	0.410864085	Ovary_mean	0.0517	0.058	1.1211
TRINITY_DN125929_c0_g1_i1	NA	NA	NA	NA	0.279343136	0.279343136	unbias	0.25797155	Ovary_mean	0.0888	0.1474	1.6596
TRINITY_DN125935_c1_g1_i2	NA	NA	NA	NA	-0.106324206	0.106324206	unbias	0.269496418	Ovary_mean	0.0338	0.0573	1.6954
TRINITY_DN125938_c4_g5_i1	LOC101731986	scaffold_476	10883	10883	0.250561683	0.250561683	unbias	0.547857199	G46_M_mean	0.0209	0.038	1.8163
TRINITY_DN125941_c1_g1_i1	NA	NA	NA	NA	-0.305222536	0.305222536	unbias	0.206592872	Ovary_mean	0.1259	0.0738	0.5859
TRINITY_DN125942_c2_g3_i6	NA	NA	NA	NA	-0.31336302	0.31336302	unbias	0.175696692	G23_mean	0.0468	0.0558	1.1935
TRINITY_DN125946_c1_g1_i4	efr3a	Chr06	127338522	127338522	-0.068857299	0.068857299	unbias	0.357979501	Ovary_mean	0.083	0.0919	1.108
TRINITY_DN125950_c0_g5_i5	NA	NA	NA	NA	-0.546322249	0.546322249	unbias	0.385047901	Brain_mean	0.0397	0.0316	0.7958
TRINITY_DN125956_c1_g1_i1	NA	NA	NA	NA	-0.448725885	0.448725885	unbias	0.365966484	Brain_mean	0.0848	0.0981	1.156
TRINITY_DN125960_c1_g1_i3	NA	NA	NA	NA	0.267310719	0.267310719	unbias	0.661965655	Ovary_mean	0.0795	0.1562	1.9633
TRINITY_DN125972_c14_g4_i1	NA	NA	NA	NA	0.044302309	0.044302309	unbias	0.665145415	Brain_mean	0.163	0.2321	1.4243
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA	0.560732067	0.560732067	unbias	0.430655297	Ovary_mean	0.0337	0.0497	1.4733
TRINITY_DN125978_c0_g1_i1	NA	NA	NA	NA	0.346535471	0.346535471	unbias	0.311930649	Ovary_mean	0.0653	0.1273	1.9493
TRINITY_DN125986_c0_g1_i2	NA	NA	NA	NA	-0.323801776	0.323801776	unbias	0.260040788	Ovary_mean	0.1125	0.2131	1.894
TRINITY_DN125987_c0_g1_i2	NA	NA	NA	NA	-0.405547485	0.405547485	unbias	0.439993515	Ovary_mean	0.0433	0.0845	1.9501
TRINITY_DN125988_c0_g3_i1	NA	NA	NA	NA	0.020936774	0.020936774	unbias	0.483770409	Ovary_mean	0.0518	0.0845	1.6309
TRINITY_DN125990_c0_g4_i2	NA	NA	NA	NA	0.239045177	0.239045177	unbias	0.31969104	Brain_mean	0.0154	0.0236	1.5345
TRINITY_DN125990_c1_g2_i2	hexdc	Chr10	37583173	37583173	0.322016185	0.322016185	unbias	0.207524037	Ovary_mean	0.2165	0.357	1.649
TRINITY_DN125990_c2_g2_i7	ccdc170	Chr05	37701451	37701451	0.547437516	0.547437516	unbias	0.110041397	G43_M_mean	0.0166	0.0233	1.4038
TRINITY_DN125994_c0_g1_i3	NA	NA	NA	NA	0.088036068	0.088036068	unbias	0.49955615	Ovary_mean	0.0546	0.0748	1.3699
TRINITY_DN125995_c8_g1_i1	NA	NA	NA	NA	0.443654255	0.443654255	unbias	0.28786359	Testis_mean	0.0712	0.0892	1.2527
TRINITY_DN125997_c0_g3_i2	NA	NA	NA	NA	-0.571324926	0.571324926	unbias	0.497794641	Ovary_mean	0.1754	0.1968	1.1219
TRINITY_DN125999_c6_g2_i9	NA	NA	NA	NA	-0.443890828	0.443890828	unbias	0.164228202	G23_mean	0.0266	0.0324	1.2176
TRINITY_DN126003_c2_g1_i1	NA	NA	NA	NA	-0.049569657	0.049569657	unbias	0.079454401	G43_M_mean	0.1007	0.1203	1.1947
TRINITY_DN126009_c3_g1_i3	atp8a1	Chr01	28181203	28181203	0.14493234	0.14493234	unbias	0.144970569	Ovary_mean	0.052	0.0779	1.5001
TRINITY_DN126011_c0_g1_i2	NA	NA	NA	NA	-0.102722137	0.102722137	unbias	0.462702072	Ovary_mean	0.0945	0.1381	1.4618
TRINITY_DN126015_c0_g1_i5	NA	NA	NA	NA	0.417238269	0.417238269	unbias	0.108189953	G27_mean	0.1905	0.2159	1.1332
TRINITY_DN126018_c0_g1_i2	NA	NA	NA	NA	0.655713434	0.655713434	unbias	0.693709183	Brain_mean	0.1295	0.2344	1.81
TRINITY_DN126022_c0_g1_i1	LOC100497300	Chr04	87003189	87003189	0.076965994	0.076965994	unbias	0.409415968	G27_mean	0.055	0.0714	1.2988
TRINITY_DN126024_c0_g2_i3	NA	NA	NA	NA	0.22014327	0.22014327	unbias	0.446050109	Ovary_mean	0.0638	0.0818	1.2826
TRINITY_DN126025_c7_g3_i1	LOC100124801	Chr01	114558042	114558042	0.042098326	0.042098326	unbias	0.623884171	Ovary_mean	0.2241	0.386	1.7225
TRINITY_DN126027_c5_g1_i5	NA	NA	NA	NA	-0.138307668	0.138307668	unbias	0.213192404	G23_mean	0.0194	0.0186	0.9577
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	-0.4712102	0.4712102	unbias	0.455186364	Ovary_mean	0.073	0.1069	1.4651
TRINITY_DN126031_c3_g1_i1	NA	NA	NA	NA	-0.495191691	0.495191691	unbias	0.592822472	Ovary_mean	0.0833	0.1303	1.5636
TRINITY_DN126032_c0_g2_i6	NA	NA	NA	NA	0.640850831	0.640850831	unbias	0.55189007	Ovary_mean	0.0297	0.0419	1.4135
TRINITY_DN126034_c3_g1_i2	lhcgr	Chr05	17445911	17445911	0.28034272	0.28034272	unbias	0.322213411	G27_mean	0.025	0.042	1.6789
TRINITY_DN126035_c2_g1_i6	NA	NA	NA	NA	0.155487881	0.155487881	unbias	0.211392562	Testis_mean	0.0636	0.0885	1.3904
TRINITY_DN126036_c6_g4_i2	NA	NA	NA	NA	0.232916752	0.232916752	unbias	0.078792941	G27_mean	0.0653	0.0743	1.139
TRINITY_DN126037_c0_g3_i1	cflar-like	Chr09	49225931	49225931	-0.776995323	0.776995323	unbias	0.759898775	Brain_mean	0.1986	0.3031	1.5259
TRINITY_DN126038_c0_g1_i2	myo10	Chr06	58898687	58898687	-0.555074147	0.555074147	unbias	0.51544556	Ovary_mean	0.0537	0.062	1.156
TRINITY_DN126047_c5_g5_i7	Xetrov90000859m	Chr01	44098177	44098177	-0.098073624	0.098073624	unbias	0.485767786	Ovary_mean	0.1051	0.1112	1.0575
TRINITY_DN126049_c0_g4_i12	NA	NA	NA	NA	-0.37838016	0.37838016	unbias	0.134831316	G43_M_mean	0.0471	0.082	1.7384
TRINITY_DN126051_c1_g4_i2	NA	NA	NA	NA	-0.358792761	0.358792761	unbias	0.28381741	Ovary_mean	0.0118	0.0183	1.5593
TRINITY_DN126051_c2_g2_i3	NA	NA	NA	NA	0.540817953	0.540817953	unbias	0.686709484	Ovary_mean	0.1561	0.2574	1.6493
TRINITY_DN126056_c8_g5_i1	ctsk-like	Chr08	106212432	106212432	0.1198571	0.1198571	unbias	0.15837938	G43_M_mean	0.0818	0.1141	1.3957
TRINITY_DN126064_c0_g1_i1	NA	NA	NA	NA	-0.119374426	0.119374426	unbias	0.41930924	G43_M_mean	0.1181	0.1834	1.5535
TRINITY_DN126068_c0_g2_i4	NA	NA	NA	NA	-0.144427298	0.144427298	unbias	0.165266193	G23_mean	0.0284	0.044	1.5495
TRINITY_DN126072_c1_g1_i1	NA	NA	NA	NA	-0.190684586	0.190684586	unbias	0.535329987	Ovary_mean	0.0304	0.0402	1.323
TRINITY_DN126079_c0_g1_i1	NA	NA	NA	NA	0.203631934	0.203631934	unbias	0.457454618	Ovary_mean	0.1226	0.1743	1.4211
TRINITY_DN126079_c1_g1_i3	NA	NA	NA	NA	0.096726792	0.096726792	unbias	0.181083934	G23_mean	0.05	0.0651	1.3028
TRINITY_DN126082_c3_g1_i1	NA	NA	NA	NA	-0.990785792	0.990785792	unbias	0.204107776	G43_F_mean	0.0568	0.0954	1.6793
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	5.704305392	5.704305392	male	0.750716773	Testis_mean	0.222	0.3588	1.6162
TRINITY_DN126094_c0_g1_i1	NA	NA	NA	NA	0.330831927	0.330831927	unbias	0.404235049	Liver_mean	0.0425	0.0713	1.6763
TRINITY_DN126098_c0_g2_i6	NA	NA	NA	NA	1.004131467	1.004131467	unbias	0.411102675	G43_M_mean	0.1442	0.2464	1.7091
TRINITY_DN126104_c1_g2_i1	lrrc56	Chr04	39496375	39496375	-1.138450347	1.138450347	unbias	0.724944173	Brain_mean	0.1011	0.0813	0.8044
TRINITY_DN126113_c4_g2_i1	NA	NA	NA	NA	-0.290344502	0.290344502	unbias	0.595398096	Ovary_mean	0.0109	0.0196	1.8058
TRINITY_DN126115_c5_g1_i1	NA	NA	NA	NA	0.198400113	0.198400113	unbias	0.145067718	G23_mean	0.0631	0.0998	1.5807
TRINITY_DN126116_c3_g2_i2	champ1-like	Chr02	108316487	108316487	-0.31826063	0.31826063	unbias	0.37876078	G43_F_mean	0.0492	0.0612	1.2433
TRINITY_DN126117_c0_g5_i1	NA	NA	NA	NA	0.307671657	0.307671657	unbias	0.318409236	Ovary_mean	0.0285	0.041	1.4363
TRINITY_DN126119_c0_g1_i2	NA	NA	NA	NA	0.876410196	0.876410196	unbias	0.475436535	Brain_mean	0.0629	0.0528	0.8398
TRINITY_DN126122_c4_g2_i1	NA	NA	NA	NA	0.170541713	0.170541713	unbias	0.351052061	Ovary_mean	0.0941	0.129	1.3704
TRINITY_DN126125_c0_g2_i1	NA	NA	NA	NA	-0.344036045	0.344036045	unbias	0.303311334	Ovary_mean	0.1312	0.2072	1.5794
TRINITY_DN126126_c1_g1_i2	NA	NA	NA	NA	-0.720527814	0.720527814	unbias	0.181746445	Brain_mean	0.0477	0.0479	1.0044
TRINITY_DN126127_c0_g2_i3	NA	NA	NA	NA	-0.202643961	0.202643961	unbias	0.380344835	Brain_mean	0.116	0.1691	1.4572
TRINITY_DN126133_c2_g1_i1	NA	NA	NA	NA	-0.143624791	0.143624791	unbias	0.501691188	Ovary_mean	0.0359	0.0353	0.9825
TRINITY_DN126135_c4_g1_i2	ubxn4	Chr09	78746131	78746131	0.733674208	0.733674208	unbias	0.377410988	Ovary_mean	0.0479	0.0671	1.4001
TRINITY_DN126138_c0_g2_i2	cblb	Chr02	99499336	99499336	-0.511818062	0.511818062	unbias	0.34599431	Ovary_mean	0.0152	0.0205	1.3472
TRINITY_DN126142_c0_g1_i4	NA	NA	NA	NA	0.375386562	0.375386562	unbias	0.39093668	Brain_mean	0.1643	0.1711	1.0416
TRINITY_DN126145_c3_g1_i2	NA	NA	NA	NA	-0.018565565	0.018565565	unbias	0.287515044	G23_mean	0.0332	0.0488	1.4695
TRINITY_DN126149_c3_g1_i1	NA	NA	NA	NA	-1.898491394	1.898491394	unbias	0.550197438	G43_M_mean	0.0779	0.1026	1.3172
TRINITY_DN126149_c5_g2_i2	NA	NA	NA	NA	-0.666597783	0.666597783	unbias	0.532300955	Ovary_mean	0.163	0.2997	1.8391
TRINITY_DN126151_c3_g1_i1	NA	NA	NA	NA	0.319381569	0.319381569	unbias	0.422619283	Liver_mean	0.2141	0.2678	1.2504
TRINITY_DN126161_c0_g2_i4	e2f4	Chr04	28491127	28491127	-0.34548739	0.34548739	unbias	0.424536335	Ovary_mean	0.0218	0.0322	1.4786
TRINITY_DN126165_c3_g3_i1	NA	NA	NA	NA	0.641881778	0.641881778	unbias	0.271683539	Liver_mean	0.0021	0.0029	1.3376
TRINITY_DN126178_c1_g1_i1	NA	NA	NA	NA	-0.276692522	0.276692522	unbias	0.53466751	Ovary_mean	0.0806	0.1539	1.9085
TRINITY_DN126181_c0_g2_i5	NA	NA	NA	NA	0.173995828	0.173995828	unbias	0.273032358	Ovary_mean	0.0415	0.058	1.3972
TRINITY_DN126184_c0_g2_i2	atoh1	Chr01	67556131	67556131	1.279472961	1.279472961	unbias	0.587327658	Testis_mean	0.2001	0.3543	1.7707
TRINITY_DN126188_c5_g4_i5	NA	NA	NA	NA	-0.047016702	0.047016702	unbias	0.298093527	Ovary_mean	0.0874	0.123	1.4074
TRINITY_DN126192_c3_g1_i1	NA	NA	NA	NA	-0.721151071	0.721151071	unbias	0.327458368	Ovary_mean	0.055	0.0787	1.431
TRINITY_DN126192_c3_g2_i13	MGC79698	Chr01	36078011	36078011	0.090482696	0.090482696	unbias	0.267036844	Ovary_mean	0.0734	0.0852	1.1605
TRINITY_DN126198_c0_g1_i2	NA	NA	NA	NA	0.256809908	0.256809908	unbias	0.131170453	G43_F_mean	0.124	0.1836	1.4811
TRINITY_DN126202_c1_g1_i2	LOC100489554-like	Chr08	25252665	25252665	-0.407846918	0.407846918	unbias	0.426503892	Ovary_mean	0.115	0.1755	1.5265
TRINITY_DN126205_c1_g5_i1	NA	NA	NA	NA	0.133478793	0.133478793	unbias	0.673801518	Brain_mean	0.0589	0.1171	1.9884
TRINITY_DN126207_c0_g1_i2	NA	NA	NA	NA	-0.029847261	0.029847261	unbias	0.197056291	Ovary_mean	0.0634	0.0385	0.6062
TRINITY_DN126219_c1_g2_i1	col18a1	Chr09	56441974	56441974	0.301125172	0.301125172	unbias	0.188353037	Brain_mean	0.0621	0.0817	1.3172
TRINITY_DN126222_c0_g1_i1	NA	NA	NA	NA	-0.141055671	0.141055671	unbias	0.519605312	Ovary_mean	0.0727	0.1013	1.3931
TRINITY_DN126225_c0_g3_i2	NA	NA	NA	NA	-0.216998378	0.216998378	unbias	0.537125626	Ovary_mean	0.0247	0.0392	1.59
TRINITY_DN126237_c11_g4_i1	NA	NA	NA	NA	0.140656409	0.140656409	unbias	0.275495723	G46_M_mean	0.1197	0.194	1.6202
TRINITY_DN126240_c0_g2_i1	NA	NA	NA	NA	-0.063975708	0.063975708	unbias	0.477941942	G23_mean	0.0762	0.1138	1.4929
TRINITY_DN126246_c0_g2_i1	nkx3-1	Chr03	106998375	106998375	-1.118273147	1.118273147	unbias	0.403546289	Brain_mean	0.1765	0.2131	1.2071
TRINITY_DN126251_c5_g3_i3	NA	NA	NA	NA	0.675358145	0.675358145	unbias	0.218638237	Brain_mean	0.0584	0.0933	1.5992
TRINITY_DN126255_c0_g2_i1	NA	NA	NA	NA	-0.788624215	0.788624215	unbias	0.354215758	G43_M_mean	0.0716	0.1286	1.7966
TRINITY_DN126267_c1_g1_i3	NA	NA	NA	NA	0.098568893	0.098568893	unbias	0.171717928	Testis_mean	0.0696	0.0943	1.3543
TRINITY_DN126268_c0_g1_i2	aida	Chr05	5911554	5911554	1.168130853	1.168130853	unbias	0.308217875	Liver_mean	0.0809	0.1234	1.5247
TRINITY_DN126268_c0_g2_i1	NA	NA	NA	NA	0.219773942	0.219773942	unbias	0.232613731	Ovary_mean	0.1234	0.2081	1.6868
TRINITY_DN126269_c0_g1_i1	NA	NA	NA	NA	0.231883871	0.231883871	unbias	0.133619297	G23_mean	0.0115	0.0124	1.0747
TRINITY_DN126269_c1_g1_i1	abhd13	Chr02	114355231	114355231	0.304458881	0.304458881	unbias	0.400755617	Ovary_mean	0.0222	0.0402	1.8112
TRINITY_DN126273_c0_g2_i4	lipt1	Chr02	109291695	109291695	0.694051869	0.694051869	unbias	0.287783277	G43_M_mean	0.079	0.1368	1.7323
TRINITY_DN126278_c3_g10_i1	NA	NA	NA	NA	0.043143092	0.043143092	unbias	0.270406341	Ovary_mean	0.0093	0.0159	1.7092
TRINITY_DN126278_c3_g6_i2	NA	NA	NA	NA	-0.071426706	0.071426706	unbias	0.209763561	Brain_mean	0.0198	0.0307	1.5503
TRINITY_DN126284_c5_g1_i3	NA	NA	NA	NA	0.304701685	0.304701685	unbias	0.236649883	Ovary_mean	0.0569	0.0917	1.6123
TRINITY_DN126285_c1_g1_i1	NA	NA	NA	NA	-0.082666351	0.082666351	unbias	0.4498115	Testis_mean	0.024	0.0209	0.869
TRINITY_DN126290_c0_g1_i1	NA	NA	NA	NA	0.821380349	0.821380349	unbias	0.51609648	G43_M_mean	0.0926	0.1464	1.5817
TRINITY_DN126291_c5_g1_i2	NA	NA	NA	NA	-0.150660124	0.150660124	unbias	0.436385344	Brain_mean	0.0773	0.0943	1.2198
TRINITY_DN126292_c1_g2_i1	fbxo9	Chr05	114246870	114246870	1.245364937	1.245364937	unbias	0.553032624	Brain_mean	0.0344	0.064	1.8621
TRINITY_DN126300_c1_g2_i1	LOC100497338-like	Chr04	39139517	39139517	0.932346667	0.932346667	unbias	0.773663386	Brain_mean	0.0494	0.0735	1.4887
TRINITY_DN126300_c1_g4_i5	NA	NA	NA	NA	-0.719804631	0.719804631	unbias	0.701828153	Brain_mean	0.0828	0.1016	1.2262
TRINITY_DN126301_c0_g1_i2	NA	NA	NA	NA	0.027813469	0.027813469	unbias	0.305540802	Ovary_mean	0.1084	0.1262	1.1637
TRINITY_DN126307_c1_g2_i2	NA	NA	NA	NA	0.1749763	0.1749763	unbias	0.387118875	Ovary_mean	0.1372	0.2338	1.704
TRINITY_DN126308_c0_g2_i9	NA	NA	NA	NA	0.765221757	0.765221757	unbias	0.14795054	G23_mean	0.0517	0.0711	1.3755
TRINITY_DN126313_c0_g1_i1	NA	NA	NA	NA	0.417503157	0.417503157	unbias	0.487141035	G27_mean	0.0635	0.1138	1.7911
TRINITY_DN126314_c2_g1_i2	NA	NA	NA	NA	-0.224399763	0.224399763	unbias	0.514223037	Ovary_mean	0.0584	0.0827	1.4166
TRINITY_DN126318_c7_g5_i2	NA	NA	NA	NA	-0.029300954	0.029300954	unbias	0.370876894	Brain_mean	0.0341	0.047	1.3805
TRINITY_DN126318_c8_g2_i4	NA	NA	NA	NA	-0.017820538	0.017820538	unbias	0.445962589	Ovary_mean	0.0813	0.1343	1.6529
TRINITY_DN126321_c0_g2_i1	NA	NA	NA	NA	0.893354095	0.893354095	unbias	0.401402591	Ovary_mean	0.0659	0.1265	1.9199
TRINITY_DN126328_c0_g1_i1	gnai2	Chr04	116547556	116547556	-0.278822837	0.278822837	unbias	0.43198669	Testis_mean	0.0898	0.1532	1.7054
TRINITY_DN126330_c1_g2_i1	NA	NA	NA	NA	0.025702564	0.025702564	unbias	0.353908143	Ovary_mean	0.128	0.2552	1.9938
TRINITY_DN126335_c1_g3_i3	NA	NA	NA	NA	-1.069258699	1.069258699	unbias	0.56780713	Brain_mean	0.1354	0.2265	1.6721
TRINITY_DN126342_c0_g1_i1	ier5l	Chr08	5116892	5116892	0.007625897	0.007625897	unbias	0.245424526	Brain_mean	0.0365	0.0457	1.2513
TRINITY_DN126345_c2_g2_i1	NA	NA	NA	NA	0.279884537	0.279884537	unbias	0.07772745	Ovary_mean	0.1883	0.2438	1.2949
TRINITY_DN126346_c1_g1_i1	fbxl12	Chr03	125633549	125633549	-2.780974288	2.780974288	unbias	0.823902809	Brain_mean	0.0448	0.0747	1.6661
TRINITY_DN126350_c2_g3_i4	LOC100158551	Chr09	18495684	18495684	-0.409246134	0.409246134	unbias	0.143336829	Ovary_mean	0.0053	0.0072	1.3548
TRINITY_DN126357_c1_g1_i2	mkx	Chr06	16410448	16410448	-0.069393167	0.069393167	unbias	0.348693704	Ovary_mean	0.0648	0.1064	1.6433
TRINITY_DN126357_c1_g2_i4	NA	NA	NA	NA	-0.59861218	0.59861218	unbias	0.385674605	Ovary_mean	0.042	0.0468	1.1147
TRINITY_DN126358_c1_g2_i1	NA	NA	NA	NA	-0.055413151	0.055413151	unbias	0.278619283	Ovary_mean	0.0689	0.125	1.8142
TRINITY_DN126361_c3_g1_i1	NA	NA	NA	NA	-0.040857878	0.040857878	unbias	0.336385697	Brain_mean	0.0565	0.0971	1.7192
TRINITY_DN126364_c9_g2_i2	NA	NA	NA	NA	0.097113536	0.097113536	unbias	0.255505523	G23_mean	0.095	0.1817	1.9127
TRINITY_DN126367_c3_g1_i1	nuf2	Chr04	98028874	98028874	1.920076573	1.920076573	unbias	0.411455221	G23_mean	0.0566	0.0693	1.2245
TRINITY_DN126377_c9_g1_i3	NA	NA	NA	NA	-0.626735493	0.626735493	unbias	0.764846051	Brain_mean	0.0462	0.063	1.3644
TRINITY_DN126384_c1_g7_i2	Xetrov90019667m	Chr08	353743	353743	0.462539091	0.462539091	unbias	0.496533618	Ovary_mean	0.0284	0.0374	1.3159
TRINITY_DN126387_c1_g1_i6	NA	NA	NA	NA	0.345698415	0.345698415	unbias	0.738404097	Brain_mean	0.1006	0.1547	1.5374
TRINITY_DN126390_c2_g1_i4	NA	NA	NA	NA	0.607793815	0.607793815	unbias	0.142728385	Ovary_mean	0.058	0.0822	1.4165
TRINITY_DN126390_c4_g1_i2	cyp27a1-like.2	Chr09	77293187	77293187	0.736962261	0.736962261	unbias	0.206927916	Liver_mean	0.0492	0.0705	1.4308
TRINITY_DN126394_c1_g1_i1	LOC100489188	Chr09	55654910	55654910	-0.517789078	0.517789078	unbias	0.512035172	Ovary_mean	0.0665	0.1085	1.631
TRINITY_DN126397_c0_g2_i1	NA	NA	NA	NA	-1.697146561	1.697146561	unbias	0.390043065	Brain_mean	0.1351	0.2388	1.7679
TRINITY_DN126402_c0_g1_i1	NA	NA	NA	NA	0.406463933	0.406463933	unbias	0.722701918	Brain_mean	0.152	0.195	1.2827
TRINITY_DN126405_c0_g1_i1	sox5	scaffold_323	174862	174862	-0.057413309	0.057413309	unbias	0.411194674	Ovary_mean	0.0156	0.0282	1.8135
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	-0.535444028	0.535444028	unbias	0.552648125	Ovary_mean	0.2241	0.4171	1.8618
TRINITY_DN126414_c7_g4_i2	NA	NA	NA	NA	-0.304001677	0.304001677	unbias	0.272790098	Testis_mean	0.0751	0.0977	1.3002
TRINITY_DN126421_c2_g1_i1	NA	NA	NA	NA	-0.328705896	0.328705896	unbias	0.571518795	Ovary_mean	0.0457	0.0808	1.7687
TRINITY_DN126424_c0_g2_i6	NA	NA	NA	NA	0.032555522	0.032555522	unbias	0.613366177	G23_mean	0.0259	0.0419	1.6205
TRINITY_DN126427_c0_g1_i1	NA	NA	NA	NA	0.556418222	0.556418222	unbias	0.688265602	Liver_mean	0.0653	0.1046	1.6024
TRINITY_DN126428_c0_g1_i1	NA	NA	NA	NA	-0.120344799	0.120344799	unbias	0.645427322	Brain_mean	0.0928	0.1126	1.2141
TRINITY_DN126429_c0_g1_i1	NA	NA	NA	NA	-0.110500254	0.110500254	unbias	0.487715332	Ovary_mean	0.0532	0.066	1.2421
TRINITY_DN126443_c0_g1_i1	NA	NA	NA	NA	0.187957916	0.187957916	unbias	0.435573921	Brain_mean	0.0242	0.0437	1.8056
TRINITY_DN126447_c0_g1_i1	NA	NA	NA	NA	-0.062474387	0.062474387	unbias	0.570405642	Ovary_mean	0.1231	0.2104	1.7095
TRINITY_DN126450_c1_g3_i1	NA	NA	NA	NA	-0.14825608	0.14825608	unbias	0.112481525	G23_mean	0.061	0.0679	1.112
TRINITY_DN126452_c0_g2_i3	NA	NA	NA	NA	-0.02823245	0.02823245	unbias	0.430034163	Ovary_mean	0.1979	0.357	1.8036
TRINITY_DN126467_c0_g1_i1	NA	NA	NA	NA	0.120673551	0.120673551	unbias	0.142545721	G23_mean	0.0595	0.0523	0.8787
TRINITY_DN126470_c0_g1_i1	NA	NA	NA	NA	-0.244558699	0.244558699	unbias	0.517127303	Brain_mean	0.1032	0.148	1.4344
TRINITY_DN126477_c4_g3_i1	NA	NA	NA	NA	-0.236738314	0.236738314	unbias	0.242579203	Liver_mean	0.1045	0.1519	1.4531
TRINITY_DN126499_c3_g4_i2	NA	NA	NA	NA	0.62913021	0.62913021	unbias	0.440035896	Ovary_mean	0.0399	0.0485	1.2151
TRINITY_DN126500_c0_g11_i2	NA	NA	NA	NA	0.940689889	0.940689889	unbias	0.316601191	G23_mean	0.107	0.1655	1.5469
TRINITY_DN126501_c5_g3_i1	NA	NA	NA	NA	-0.221934749	0.221934749	unbias	0.2571669	Ovary_mean	0.015	0.0275	1.829
TRINITY_DN126505_c0_g1_i2	NA	NA	NA	NA	-0.044007386	0.044007386	unbias	0.322977145	Ovary_mean	0.0885	0.133	1.5031
TRINITY_DN126508_c0_g4_i8	NA	NA	NA	NA	-0.491838506	0.491838506	unbias	0.235931828	G23_mean	0.0474	0.0677	1.4293
TRINITY_DN126511_c6_g1_i2	NA	NA	NA	NA	-0.810424523	0.810424523	unbias	0.374625438	Brain_mean	0.277	0.4222	1.5238
TRINITY_DN126514_c1_g1_i1	NA	NA	NA	NA	-0.290378707	0.290378707	unbias	0.540463955	Ovary_mean	0.009	0.0077	0.849
TRINITY_DN126517_c0_g1_i2	NA	NA	NA	NA	-0.797310042	0.797310042	unbias	0.582953169	Brain_mean	0.0776	0.1041	1.3403
TRINITY_DN126518_c0_g2_i2	NA	NA	NA	NA	-0.399775138	0.399775138	unbias	0.204645693	Ovary_mean	0.0268	0.0278	1.0359
TRINITY_DN126523_c5_g1_i1	NA	NA	NA	NA	-0.218408606	0.218408606	unbias	0.260812766	Ovary_mean	0.1711	0.3319	1.94
TRINITY_DN126528_c1_g1_i1	NA	NA	NA	NA	0.559787263	0.559787263	unbias	0.338012682	Ovary_mean	0.0618	0.1155	1.8687
TRINITY_DN126528_c2_g1_i3	NA	NA	NA	NA	-0.326461481	0.326461481	unbias	0.194960051	Ovary_mean	0.0103	0.0174	1.6823
TRINITY_DN126529_c0_g3_i2	arr3	Chr08	22687472	22687472	0.071891156	0.071891156	unbias	0.132523953	G23_mean	0.0104	0.0183	1.7514
TRINITY_DN126533_c2_g4_i1	NA	NA	NA	NA	-0.00392145	0.00392145	unbias	0.341021638	Ovary_mean	0.0515	0.058	1.1261
TRINITY_DN126533_c3_g2_i1	NA	NA	NA	NA	-0.380603476	0.380603476	unbias	0.428057186	Ovary_mean	0.1156	0.153	1.324
TRINITY_DN126534_c2_g2_i1	NA	NA	NA	NA	0.267606974	0.267606974	unbias	0.385184807	Ovary_mean	0.0968	0.1222	1.2623
TRINITY_DN126536_c5_g1_i1	dhh	Chr02	133216936	133216936	-0.316558932	0.316558932	unbias	0.35414714	Ovary_mean	0.0626	0.115	1.8362
TRINITY_DN126538_c0_g1_i1	parp14.1	Chr09	80165970	80165970	0.642366372	0.642366372	unbias	0.256660024	Brain_mean	0.0326	0.063	1.9325
TRINITY_DN126540_c1_g2_i2	tefm-like	scaffold_463	410	410	-0.097509901	0.097509901	unbias	0.33313411	Ovary_mean	0.0257	0.0485	1.8886
