gid	gname	chr	start	end	logFC.XYliver.XXliver	bias
TRINITY_DN128026_c0_g3_i4	NA	NA	NA	NA	-1.362945301	unbias
TRINITY_DN128026_c0_g4_i1	NA	NA	NA	NA	-0.680240961	unbias
TRINITY_DN128029_c0_g1_i1	NA	NA	NA	NA	-0.566303354	unbias
TRINITY_DN128032_c3_g1_i2	NA	NA	NA	NA	0.133271509	unbias
TRINITY_DN128032_c4_g1_i3	NA	NA	NA	NA	0.203214044	unbias
TRINITY_DN128032_c5_g6_i1	NA	NA	NA	NA	-0.187941738	unbias
TRINITY_DN128032_c6_g1_i1	NA	NA	NA	NA	-0.449404932	unbias
TRINITY_DN128037_c0_g2_i4	NA	NA	NA	NA	-0.152451192	unbias
TRINITY_DN128038_c1_g2_i1	NA	NA	NA	NA	0.60369184	unbias
TRINITY_DN128038_c2_g1_i1	NA	NA	NA	NA	0.158821912	unbias
TRINITY_DN128038_c2_g2_i1	NA	NA	NA	NA	-0.401519178	unbias
TRINITY_DN128038_c3_g1_i6	NA	NA	NA	NA	-0.064221771	unbias
TRINITY_DN128039_c1_g1_i1	NA	NA	NA	NA	1.301354698	unbias
TRINITY_DN128040_c0_g1_i2	NA	NA	NA	NA	0.975800812	unbias
TRINITY_DN128042_c1_g1_i1	NA	NA	NA	NA	0.36987862	unbias
TRINITY_DN128042_c1_g2_i1	NA	NA	NA	NA	-0.871465766	unbias
TRINITY_DN128042_c2_g3_i1	clip2	Chr02	97024743	97024743	-0.255943436	unbias
TRINITY_DN128046_c0_g1_i1	NA	NA	NA	NA	0.276062713	unbias
TRINITY_DN128046_c0_g3_i1	NA	NA	NA	NA	0.236053032	unbias
TRINITY_DN128047_c0_g2_i1	NA	NA	NA	NA	0.326744542	unbias
TRINITY_DN128048_c4_g3_i1	NA	NA	NA	NA	0.318072606	unbias
TRINITY_DN128048_c5_g2_i2	dgcr14	Chr01	144991316	144991316	0.156504998	unbias
TRINITY_DN128048_c5_g3_i4	NA	NA	NA	NA	0.69700718	unbias
TRINITY_DN128049_c2_g1_i3	NA	NA	NA	NA	-1.152312315	unbias
TRINITY_DN128049_c3_g2_i1	ppp1r3b	Chr01	79031762	79031762	-0.428808383	unbias
TRINITY_DN128049_c3_g3_i1	lmf1	Chr09	11250252	11250252	-0.243323356	unbias
TRINITY_DN128051_c7_g1_i5	NA	NA	NA	NA	0.327725562	unbias
TRINITY_DN128053_c3_g1_i2	NA	NA	NA	NA	-0.390813509	unbias
TRINITY_DN128054_c5_g1_i1	LOC100485168	Chr10	7080477	7080477	0.726528947	unbias
TRINITY_DN128054_c7_g2_i1	sptlc2	Chr08	61825282	61825282	0.243037035	unbias
TRINITY_DN128055_c5_g1_i1	NA	NA	NA	NA	-0.343330085	unbias
TRINITY_DN128056_c1_g1_i1	NA	NA	NA	NA	1.764770524	unbias
TRINITY_DN128057_c0_g1_i2	NA	NA	NA	NA	-0.670066086	unbias
TRINITY_DN128057_c1_g2_i4	NA	NA	NA	NA	-0.463126336	unbias
TRINITY_DN128058_c4_g3_i2	NA	NA	NA	NA	1.823837134	unbias
TRINITY_DN128061_c1_g1_i1	sirt4	Chr01	144350512	144350512	0.784227299	unbias
TRINITY_DN128061_c1_g3_i7	NA	NA	NA	NA	-0.48928265	unbias
TRINITY_DN128062_c0_g1_i2	dact1	Chr08	83069930	83069930	0.003117069	unbias
TRINITY_DN128067_c1_g4_i1	NA	NA	NA	NA	0.241938268	unbias
TRINITY_DN128068_c0_g1_i1	NA	NA	NA	NA	-0.062727925	unbias
TRINITY_DN128071_c0_g1_i3	NA	NA	NA	NA	0.514836661	unbias
TRINITY_DN128072_c3_g6_i3	NA	NA	NA	NA	-0.105725319	unbias
TRINITY_DN128074_c0_g1_i1	NA	NA	NA	NA	0.305160538	unbias
TRINITY_DN128074_c1_g1_i2	NA	NA	NA	NA	0.107687644	unbias
TRINITY_DN128078_c0_g1_i1	NA	NA	NA	NA	-0.098283146	unbias
TRINITY_DN128078_c1_g1_i2	ptbp2	Chr04	91987640	91987640	0.811857271	unbias
TRINITY_DN128080_c0_g1_i5	NA	NA	NA	NA	-0.059470326	unbias
TRINITY_DN128082_c1_g3_i6	NA	NA	NA	NA	-0.038766986	unbias
TRINITY_DN128082_c2_g11_i1	NA	NA	NA	NA	-0.427390111	unbias
TRINITY_DN128082_c2_g13_i1	NA	NA	NA	NA	-1.171275093	unbias
TRINITY_DN128082_c2_g14_i1	NA	NA	NA	NA	-0.330262902	unbias
TRINITY_DN128082_c2_g8_i1	NA	NA	NA	NA	-0.394896958	unbias
TRINITY_DN128083_c0_g3_i2	NA	NA	NA	NA	0.316764212	unbias
TRINITY_DN128086_c1_g1_i2	NA	NA	NA	NA	-0.167355341	unbias
TRINITY_DN128087_c0_g1_i1	NA	NA	NA	NA	-0.633796758	unbias
TRINITY_DN128090_c3_g1_i14	gtpbp6	Chr02	111495860	111495860	-0.911846983	unbias
TRINITY_DN128092_c2_g1_i2	NA	NA	NA	NA	0.011190709	unbias
TRINITY_DN128092_c3_g2_i1	Xetrov90001039m	Chr01	56647536	56647536	-0.357386128	unbias
TRINITY_DN128094_c1_g2_i9	NA	NA	NA	NA	0.064218888	unbias
TRINITY_DN128095_c4_g3_i3	NA	NA	NA	NA	1.232789241	unbias
TRINITY_DN128096_c4_g2_i2	NA	NA	NA	NA	-0.427687931	unbias
TRINITY_DN128096_c4_g6_i1	NA	NA	NA	NA	-0.20180729	unbias
TRINITY_DN128097_c0_g3_i5	NA	NA	NA	NA	-0.750233654	unbias
TRINITY_DN128099_c4_g12_i1	NA	NA	NA	NA	-0.571687467	unbias
TRINITY_DN128099_c4_g2_i2	efna5	Chr01	136673272	136673272	-0.588828576	unbias
TRINITY_DN128100_c0_g1_i9	NA	NA	NA	NA	-0.163626313	unbias
TRINITY_DN128101_c1_g3_i2	NA	NA	NA	NA	-0.312256376	unbias
TRINITY_DN128101_c2_g3_i3	NA	NA	NA	NA	-0.895745862	unbias
TRINITY_DN128101_c3_g1_i1	NA	NA	NA	NA	0.048545147	unbias
TRINITY_DN128101_c3_g2_i1	NA	NA	NA	NA	0.082234615	unbias
TRINITY_DN128103_c1_g1_i1	LOC100495698-like	Chr03	85321777	85321777	-0.346858518	unbias
TRINITY_DN128103_c4_g1_i13	NA	NA	NA	NA	0.517158779	unbias
TRINITY_DN128104_c1_g3_i3	adssl1	Chr08	78756395	78756395	-0.108633709	unbias
TRINITY_DN128105_c2_g6_i1	NA	NA	NA	NA	0.286411996	unbias
TRINITY_DN128109_c0_g1_i2	NA	NA	NA	NA	0.594889464	unbias
TRINITY_DN128110_c0_g1_i1	NA	NA	NA	NA	0.010282718	unbias
TRINITY_DN128112_c3_g1_i2	NA	NA	NA	NA	0.529739495	unbias
TRINITY_DN128113_c2_g1_i1	NA	NA	NA	NA	-0.415020637	unbias
TRINITY_DN128113_c3_g1_i1	NA	NA	NA	NA	-1.009969805	unbias
TRINITY_DN128113_c3_g3_i1	NA	NA	NA	NA	0.048132633	unbias
TRINITY_DN128113_c6_g1_i1	mad2l2-like	Chr07	53987051	53987051	0.531876251	unbias
TRINITY_DN128113_c6_g2_i3	NA	NA	NA	NA	0.946900225	unbias
TRINITY_DN128115_c1_g1_i1	NA	NA	NA	NA	-0.503807789	unbias
TRINITY_DN128117_c3_g1_i1	NA	NA	NA	NA	0.249303446	unbias
TRINITY_DN128117_c4_g2_i1	NA	NA	NA	NA	-0.585841067	unbias
TRINITY_DN128119_c1_g1_i2	NA	NA	NA	NA	0.580174042	unbias
TRINITY_DN128119_c1_g2_i2	tbc1d13	Chr08	4337482	4337482	0.207554073	unbias
TRINITY_DN128120_c0_g1_i2	NA	NA	NA	NA	-0.104319996	unbias
TRINITY_DN128121_c0_g1_i2	slc40a1	Chr09	39469907	39469907	0.313378886	unbias
TRINITY_DN128121_c0_g2_i2	NA	NA	NA	NA	0.558722567	unbias
TRINITY_DN128122_c0_g1_i3	scamp2	Chr03	84324453	84324453	-0.32978119	unbias
TRINITY_DN128122_c0_g2_i1	NA	NA	NA	NA	-0.604979698	unbias
TRINITY_DN128124_c7_g1_i1	NA	NA	NA	NA	0.153213165	unbias
TRINITY_DN128125_c2_g1_i3	NA	NA	NA	NA	-0.889815938	unbias
TRINITY_DN128125_c2_g2_i1	NA	NA	NA	NA	-0.123004612	unbias
TRINITY_DN128126_c1_g2_i1	hmgb2	Chr01	39547683	39547683	-0.471007637	unbias
TRINITY_DN128126_c1_g5_i1	Xetrov90030464m	scaffold_786	45098	45098	-0.160556412	unbias
TRINITY_DN128127_c0_g1_i7	NA	NA	NA	NA	0.45570056	unbias
TRINITY_DN128128_c0_g1_i1	NA	NA	NA	NA	-0.560826832	unbias
TRINITY_DN128128_c0_g3_i1	NA	NA	NA	NA	-0.143265257	unbias
TRINITY_DN128130_c4_g11_i1	NA	NA	NA	NA	1.523898528	unbias
TRINITY_DN128130_c4_g1_i1	NA	NA	NA	NA	0.775634175	unbias
TRINITY_DN128130_c4_g4_i1	NA	NA	NA	NA	-1.106714304	unbias
TRINITY_DN128130_c4_g7_i1	LOC100497894-like	Chr05	114454957	114454957	-0.348409159	unbias
TRINITY_DN128130_c4_g8_i1	aqp2	Chr02	145558269	145558269	-0.757565462	unbias
TRINITY_DN128133_c3_g3_i2	NA	NA	NA	NA	0.355799477	unbias
TRINITY_DN128134_c0_g1_i3	NA	NA	NA	NA	-0.643736144	unbias
TRINITY_DN128135_c2_g4_i1	NA	NA	NA	NA	-0.375264318	unbias
TRINITY_DN128135_c2_g5_i1	NA	NA	NA	NA	-0.14744948	unbias
TRINITY_DN128135_c3_g3_i2	NA	NA	NA	NA	0.276758206	unbias
TRINITY_DN128136_c6_g2_i1	abca5	Chr10	23393177	23393177	0.597534537	unbias
TRINITY_DN128137_c0_g1_i1	evi5-like	Chr04	94192382	94192382	-0.312975336	unbias
TRINITY_DN128137_c0_g2_i1	NA	NA	NA	NA	-0.992599472	unbias
TRINITY_DN128138_c2_g1_i7	ankrd45-like	Chr04	96828427	96828427	0.125739701	unbias
TRINITY_DN128138_c2_g5_i1	NA	NA	NA	NA	-0.288846436	unbias
TRINITY_DN128139_c0_g1_i1	NA	NA	NA	NA	0.78061995	unbias
TRINITY_DN128140_c8_g1_i1	nfat5-like	Chr04	62377619	62377619	-0.220415901	unbias
TRINITY_DN128144_c1_g1_i1	NA	NA	NA	NA	-0.016190974	unbias
TRINITY_DN128144_c3_g1_i5	NA	NA	NA	NA	0.31254865	unbias
TRINITY_DN128145_c0_g1_i3	ets2	Chr02	7880019	7880019	0.444013167	unbias
TRINITY_DN128146_c0_g1_i3	NA	NA	NA	NA	-0.400321397	unbias
TRINITY_DN128148_c0_g28_i1	NA	NA	NA	NA	-0.592900605	unbias
TRINITY_DN128148_c0_g29_i1	NA	NA	NA	NA	-2.069428474	unbias
TRINITY_DN128148_c0_g9_i1	NA	NA	NA	NA	-1.227942602	unbias
TRINITY_DN128149_c5_g11_i1	LOC100490487	Chr06	50645170	50645170	-0.811162971	unbias
TRINITY_DN128149_c5_g12_i1	NA	NA	NA	NA	-0.425084947	unbias
TRINITY_DN128150_c1_g1_i1	NA	NA	NA	NA	-0.829246071	unbias
TRINITY_DN128150_c9_g1_i2	NA	NA	NA	NA	0.127720067	unbias
TRINITY_DN128153_c0_g1_i2	NA	NA	NA	NA	1.373447166	unbias
TRINITY_DN128155_c0_g1_i2	NA	NA	NA	NA	0.047129711	unbias
TRINITY_DN128156_c1_g2_i4	NA	NA	NA	NA	0.078601751	unbias
TRINITY_DN128158_c2_g1_i3	NA	NA	NA	NA	0.307252086	unbias
TRINITY_DN128158_c2_g2_i3	NA	NA	NA	NA	0.450337657	unbias
TRINITY_DN128158_c3_g1_i1	abcf1-like	Chr08	52516184	52516184	0.298009954	unbias
TRINITY_DN128159_c1_g1_i2	NA	NA	NA	NA	0.494696831	unbias
TRINITY_DN128159_c4_g8_i1	NA	NA	NA	NA	-0.263782758	unbias
TRINITY_DN128160_c0_g1_i1	NA	NA	NA	NA	0.274827405	unbias
TRINITY_DN128161_c4_g1_i1	NA	NA	NA	NA	-0.309638063	unbias
TRINITY_DN128161_c4_g2_i1	bco2	Chr07	73975568	73975568	-0.297838212	unbias
TRINITY_DN128162_c1_g3_i1	NA	NA	NA	NA	-0.009696876	unbias
TRINITY_DN128162_c3_g5_i2	NA	NA	NA	NA	-0.516407387	unbias
TRINITY_DN128163_c0_g2_i2	LOC101734175	Chr01	82296754	82296754	0.180188768	unbias
TRINITY_DN128164_c0_g1_i1	NA	NA	NA	NA	0.501113488	unbias
TRINITY_DN128166_c0_g1_i1	LOC100493887	Chr01	18549030	18549030	-0.32166914	unbias
TRINITY_DN128167_c5_g2_i2	NA	NA	NA	NA	0.015980063	unbias
TRINITY_DN128167_c5_g6_i2	NA	NA	NA	NA	-0.198441453	unbias
TRINITY_DN128167_c5_g7_i4	ugp2	Chr05	28705436	28705436	-0.26383932	unbias
TRINITY_DN128170_c5_g2_i1	NA	NA	NA	NA	-0.265900548	unbias
TRINITY_DN128170_c5_g6_i1	NA	NA	NA	NA	-0.63420055	unbias
TRINITY_DN128171_c2_g15_i1	NA	NA	NA	NA	-0.680662918	unbias
TRINITY_DN128172_c2_g2_i2	NA	NA	NA	NA	0.216293013	unbias
TRINITY_DN128172_c3_g1_i1	NA	NA	NA	NA	-0.188342601	unbias
TRINITY_DN128172_c3_g5_i1	mrpl42	Chr03	46707717	46707717	-0.034379929	unbias
TRINITY_DN128174_c4_g1_i1	NA	NA	NA	NA	-0.42988417	unbias
TRINITY_DN128174_c5_g1_i3	NA	NA	NA	NA	0.415917443	unbias
TRINITY_DN128175_c7_g1_i2	sh3rf3	Chr02	105296340	105296340	-0.188888703	unbias
TRINITY_DN128176_c3_g2_i4	LOC100491545-like	Chr06	130852483	130852483	0.245552579	unbias
TRINITY_DN128179_c6_g4_i1	NA	NA	NA	NA	0.005851876	unbias
TRINITY_DN128180_c2_g1_i1	NA	NA	NA	NA	0.512429946	unbias
TRINITY_DN128181_c1_g2_i2	NA	NA	NA	NA	-0.000359275	unbias
TRINITY_DN128182_c0_g2_i4	NA	NA	NA	NA	0.178372504	unbias
TRINITY_DN128184_c1_g1_i1	NA	NA	NA	NA	0.547320192	unbias
TRINITY_DN128185_c0_g1_i9	cndp2	scaffold_21	1670075	1670075	-0.177678354	unbias
TRINITY_DN128189_c0_g2_i4	NA	NA	NA	NA	-0.604874558	unbias
TRINITY_DN128189_c0_g3_i4	NA	NA	NA	NA	-0.267591617	unbias
TRINITY_DN128191_c5_g5_i5	NA	NA	NA	NA	-0.864151249	unbias
TRINITY_DN128192_c2_g5_i1	NA	NA	NA	NA	-0.516024657	unbias
TRINITY_DN128193_c0_g1_i1	NA	NA	NA	NA	0.07207596	unbias
TRINITY_DN128193_c1_g1_i1	aurkb	Chr03	131830242	131830242	-0.173907327	unbias
TRINITY_DN128193_c1_g4_i1	NA	NA	NA	NA	0.454760936	unbias
TRINITY_DN128194_c3_g11_i1	NA	NA	NA	NA	1.151734132	unbias
TRINITY_DN128195_c6_g6_i3	NA	NA	NA	NA	-0.137035662	unbias
TRINITY_DN128197_c6_g1_i1	kdm8	Chr09	25889994	25889994	-0.578084865	unbias
TRINITY_DN128197_c7_g1_i3	NA	NA	NA	NA	-0.940212509	unbias
TRINITY_DN128197_c8_g2_i3	NA	NA	NA	NA	-0.460319549	unbias
TRINITY_DN128197_c8_g4_i5	NA	NA	NA	NA	-0.747880506	unbias
TRINITY_DN128198_c0_g1_i4	NA	NA	NA	NA	-0.250118004	unbias
TRINITY_DN128199_c1_g1_i1	NA	NA	NA	NA	-0.51865283	unbias
TRINITY_DN128200_c1_g1_i5	NA	NA	NA	NA	-0.631720751	unbias
TRINITY_DN128200_c2_g4_i1	zfand3	scaffold_294	82190	82190	0.455059503	unbias
TRINITY_DN128202_c0_g2_i2	NA	NA	NA	NA	-0.293422423	unbias
TRINITY_DN128202_c1_g2_i2	NA	NA	NA	NA	-0.284001504	unbias
TRINITY_DN128203_c0_g1_i1	NA	NA	NA	NA	-0.483779364	unbias
TRINITY_DN128203_c2_g1_i10	NA	NA	NA	NA	-0.984786757	unbias
TRINITY_DN128203_c3_g1_i2	NA	NA	NA	NA	-0.159787853	unbias
TRINITY_DN128204_c0_g2_i3	LOC100490380-like	Chr03	13962037	13962037	0.10675394	unbias
TRINITY_DN128205_c1_g3_i4	NA	NA	NA	NA	0.263983432	unbias
TRINITY_DN128205_c1_g4_i5	amdhd1	Chr03	47684352	47684352	0.522439555	unbias
TRINITY_DN128207_c2_g1_i1	NA	NA	NA	NA	0.387989056	unbias
TRINITY_DN128207_c2_g4_i1	NA	NA	NA	NA	0.155793237	unbias
TRINITY_DN128208_c4_g1_i1	NA	NA	NA	NA	0.092828144	unbias
TRINITY_DN128209_c1_g2_i5	tmem30c	Chr02	30748463	30748463	0.803999656	unbias
TRINITY_DN128209_c3_g1_i1	NA	NA	NA	NA	-0.567212954	unbias
TRINITY_DN128209_c4_g1_i4	NA	NA	NA	NA	-0.003221112	unbias
TRINITY_DN128210_c1_g2_i1	crat.2	Chr08	54036380	54036380	0.576799255	unbias
TRINITY_DN128210_c1_g3_i2	NA	NA	NA	NA	-0.47117962	unbias
TRINITY_DN128211_c2_g3_i1	NA	NA	NA	NA	0.138974709	unbias
TRINITY_DN128212_c4_g17_i1	atp9a	Chr10	27059965	27059965	-0.082535289	unbias
TRINITY_DN128216_c3_g1_i1	NA	NA	NA	NA	-0.156678599	unbias
TRINITY_DN128216_c3_g4_i1	NA	NA	NA	NA	-0.151744585	unbias
TRINITY_DN128218_c0_g3_i1	NA	NA	NA	NA	-0.075735255	unbias
TRINITY_DN128219_c3_g5_i1	NA	NA	NA	NA	-0.342290079	unbias
TRINITY_DN128222_c3_g3_i1	NA	NA	NA	NA	-0.015999037	unbias
TRINITY_DN128223_c0_g1_i2	NA	NA	NA	NA	1.04869456	unbias
TRINITY_DN128224_c1_g1_i2	casp6	Chr01	59235302	59235302	0.638545777	unbias
TRINITY_DN128225_c1_g1_i1	NA	NA	NA	NA	0.382697635	unbias
TRINITY_DN128225_c2_g1_i3	NA	NA	NA	NA	-0.292430427	unbias
TRINITY_DN128228_c0_g4_i4	NA	NA	NA	NA	-0.525986185	unbias
TRINITY_DN128230_c0_g1_i1	eif2b3	Chr04	72929627	72929627	-0.198199104	unbias
TRINITY_DN128230_c0_g2_i1	NA	NA	NA	NA	-0.967516862	unbias
TRINITY_DN128232_c3_g2_i3	tbca	Chr01	164534137	164534137	-0.320407933	unbias
TRINITY_DN128233_c1_g1_i1	cd3g	Chr07	84912675	84912675	0.317760154	unbias
TRINITY_DN128237_c10_g1_i1	NA	NA	NA	NA	-0.298848866	unbias
TRINITY_DN128240_c0_g1_i1	NA	NA	NA	NA	0.445857851	unbias
TRINITY_DN128241_c6_g3_i1	NA	NA	NA	NA	0.528797993	unbias
TRINITY_DN128246_c0_g1_i1	tstd2	Chr01	95169014	95169014	-0.328007509	unbias
TRINITY_DN128246_c0_g4_i2	NA	NA	NA	NA	-0.261202504	unbias
TRINITY_DN128246_c0_g5_i3	NA	NA	NA	NA	-0.057058814	unbias
TRINITY_DN128247_c5_g9_i3	NA	NA	NA	NA	-0.138330058	unbias
TRINITY_DN128248_c0_g1_i6	NA	NA	NA	NA	0.746745215	unbias
TRINITY_DN128250_c4_g2_i1	NA	NA	NA	NA	-0.437887929	unbias
TRINITY_DN128250_c5_g2_i1	NA	NA	NA	NA	-0.251632084	unbias
TRINITY_DN128251_c0_g3_i1	NA	NA	NA	NA	-0.878439185	unbias
TRINITY_DN128253_c0_g1_i4	LOC100488523	Chr01	111913053	111913053	0.08753258	unbias
TRINITY_DN128253_c0_g2_i1	NA	NA	NA	NA	-0.590548676	unbias
TRINITY_DN128254_c2_g2_i1	NA	NA	NA	NA	0.449930031	unbias
TRINITY_DN128254_c2_g3_i1	ppp2ca	Chr03	17486640	17486640	0.052635955	unbias
TRINITY_DN128254_c2_g5_i1	NA	NA	NA	NA	1.157021573	unbias
TRINITY_DN128256_c2_g1_i2	NA	NA	NA	NA	-0.288645204	unbias
TRINITY_DN128257_c6_g2_i9	NA	NA	NA	NA	2.22149291	unbias
TRINITY_DN128259_c0_g1_i1	NA	NA	NA	NA	0.368051907	unbias
TRINITY_DN128260_c1_g5_i6	NA	NA	NA	NA	0.65644336	unbias
TRINITY_DN128263_c0_g1_i1	NA	NA	NA	NA	0.470103089	unbias
TRINITY_DN128264_c2_g3_i1	NA	NA	NA	NA	-0.608440962	unbias
TRINITY_DN128265_c2_g4_i1	NA	NA	NA	NA	-0.519982076	unbias
TRINITY_DN128268_c2_g2_i1	spryd7	Chr02	146554790	146554790	-0.39296371	unbias
TRINITY_DN128268_c3_g4_i1	psmb7	scaffold_22	868646	868646	0.296552541	unbias
TRINITY_DN128268_c3_g7_i1	NA	NA	NA	NA	0.224505624	unbias
TRINITY_DN128270_c2_g3_i3	NA	NA	NA	NA	-0.970393996	unbias
TRINITY_DN128271_c1_g1_i1	NA	NA	NA	NA	-0.293940829	unbias
TRINITY_DN128271_c1_g2_i3	NA	NA	NA	NA	0.110130304	unbias
TRINITY_DN128271_c1_g4_i1	hid1	Chr10	35688243	35688243	-1.054331629	unbias
TRINITY_DN128272_c2_g1_i1	NA	NA	NA	NA	-0.307531772	unbias
TRINITY_DN128272_c3_g3_i1	NA	NA	NA	NA	-0.276116017	unbias
TRINITY_DN128273_c0_g2_i1	NA	NA	NA	NA	1.217348112	unbias
TRINITY_DN128273_c2_g2_i2	NA	NA	NA	NA	1.117109816	unbias
TRINITY_DN128273_c2_g3_i2	NA	NA	NA	NA	0.353076358	unbias
TRINITY_DN128274_c3_g1_i4	ppp1r12b	Chr02	76740527	76740527	-0.947537188	unbias
TRINITY_DN128274_c4_g1_i4	NA	NA	NA	NA	0.072092421	unbias
TRINITY_DN128275_c0_g1_i3	NA	NA	NA	NA	0.470464486	unbias
TRINITY_DN128278_c4_g3_i1	NA	NA	NA	NA	-0.309353317	unbias
TRINITY_DN128278_c4_g5_i1	NA	NA	NA	NA	0.069509911	unbias
TRINITY_DN128278_c6_g2_i1	clca3p-like	Chr04	96569542	96569542	0.079533431	unbias
TRINITY_DN128279_c2_g1_i1	NA	NA	NA	NA	-0.701664655	unbias
TRINITY_DN128281_c0_g1_i1	NA	NA	NA	NA	1.28014261	unbias
TRINITY_DN128282_c6_g2_i1	NA	NA	NA	NA	0.715872904	unbias
TRINITY_DN128285_c5_g1_i1	ctf1	scaffold_288	35903	35903	0.124257516	unbias
TRINITY_DN128285_c5_g2_i1	mgc108380	Chr02	62627002	62627002	-0.280433831	unbias
TRINITY_DN128285_c6_g3_i4	NA	NA	NA	NA	-0.60455008	unbias
TRINITY_DN128286_c2_g1_i2	NA	NA	NA	NA	0.083982592	unbias
TRINITY_DN128286_c3_g1_i1	NA	NA	NA	NA	-0.308257115	unbias
TRINITY_DN128287_c6_g3_i1	NA	NA	NA	NA	-0.743043771	unbias
TRINITY_DN128290_c0_g1_i1	NA	NA	NA	NA	0.040490921	unbias
TRINITY_DN128290_c0_g4_i1	Xetrov90013806m	Chr05	59124632	59124632	0.401888103	unbias
TRINITY_DN128292_c1_g1_i5	NA	NA	NA	NA	0.535215137	unbias
TRINITY_DN128294_c0_g1_i1	NA	NA	NA	NA	-0.213100088	unbias
TRINITY_DN128298_c0_g3_i1	NA	NA	NA	NA	-0.926747795	unbias
TRINITY_DN128298_c1_g1_i3	NA	NA	NA	NA	-0.960106243	unbias
TRINITY_DN128298_c1_g2_i4	NA	NA	NA	NA	-0.328497489	unbias
TRINITY_DN128300_c2_g1_i1	appl2	Chr03	40808601	40808601	0.431022112	unbias
TRINITY_DN128302_c1_g2_i1	NA	NA	NA	NA	-0.042090544	unbias
TRINITY_DN128304_c0_g1_i4	NA	NA	NA	NA	-0.602708649	unbias
TRINITY_DN128309_c0_g1_i1	NA	NA	NA	NA	0.056505365	unbias
TRINITY_DN128311_c1_g5_i1	grtp1	Chr02	112380317	112380317	-0.041561723	unbias
TRINITY_DN128311_c2_g4_i2	NA	NA	NA	NA	-0.135068363	unbias
TRINITY_DN128312_c1_g1_i2	NA	NA	NA	NA	-0.52248076	unbias
TRINITY_DN128313_c5_g2_i1	themis2	Chr02	53702359	53702359	0.462839135	unbias
TRINITY_DN128314_c1_g1_i1	bora-like	Chr02	123954623	123954623	-1.073288995	unbias
TRINITY_DN128314_c2_g1_i3	NA	NA	NA	NA	0.159874981	unbias
TRINITY_DN128314_c5_g1_i2	NA	NA	NA	NA	0.565623638	unbias
TRINITY_DN128314_c6_g2_i1	NA	NA	NA	NA	0.66210223	unbias
TRINITY_DN128315_c3_g4_i2	NA	NA	NA	NA	-0.408009283	unbias
TRINITY_DN128316_c0_g1_i1	NA	NA	NA	NA	0.17181626	unbias
TRINITY_DN128317_c0_g1_i1	NA	NA	NA	NA	-0.005024944	unbias
TRINITY_DN128319_c1_g1_i3	NA	NA	NA	NA	0.320979189	unbias
TRINITY_DN128320_c1_g2_i2	NA	NA	NA	NA	0.523905515	unbias
TRINITY_DN128321_c6_g1_i2	NA	NA	NA	NA	-0.536294532	unbias
TRINITY_DN128321_c7_g3_i5	NA	NA	NA	NA	-1.001172498	unbias
TRINITY_DN128322_c0_g2_i2	elovl7	Chr01	176647919	176647919	-0.869171704	unbias
TRINITY_DN128322_c0_g6_i10	NA	NA	NA	NA	-0.547681583	unbias
TRINITY_DN128322_c0_g7_i1	NA	NA	NA	NA	-1.440811774	unbias
TRINITY_DN128329_c3_g2_i2	NA	NA	NA	NA	0.438882091	unbias
TRINITY_DN128330_c0_g1_i3	NA	NA	NA	NA	-0.117890591	unbias
TRINITY_DN128331_c0_g1_i1	NA	NA	NA	NA	0.160412034	unbias
TRINITY_DN128331_c3_g1_i1	NA	NA	NA	NA	-0.061307211	unbias
TRINITY_DN128332_c0_g1_i2	NA	NA	NA	NA	-0.105580959	unbias
TRINITY_DN128332_c0_g3_i2	NA	NA	NA	NA	-0.666139027	unbias
TRINITY_DN128334_c1_g2_i2	NA	NA	NA	NA	0.625645338	unbias
TRINITY_DN128335_c6_g1_i3	NA	NA	NA	NA	0.12019899	unbias
TRINITY_DN128336_c3_g3_i2	prmt9	Chr01	48135580	48135580	1.417722423	unbias
TRINITY_DN128336_c3_g4_i2	NA	NA	NA	NA	0.046009503	unbias
TRINITY_DN128339_c0_g1_i4	NA	NA	NA	NA	-0.404851317	unbias
TRINITY_DN128342_c0_g1_i2	NA	NA	NA	NA	-0.253377131	unbias
TRINITY_DN128343_c0_g1_i2	dach1	Chr02	124162455	124162455	-0.790588783	unbias
TRINITY_DN128343_c1_g1_i1	NA	NA	NA	NA	-0.447716842	unbias
TRINITY_DN128343_c2_g3_i1	NA	NA	NA	NA	-0.964023625	unbias
TRINITY_DN128344_c4_g1_i1	LOC100485784-like	Chr03	129195330	129195330	-0.30725912	unbias
TRINITY_DN128344_c4_g2_i1	NA	NA	NA	NA	-0.189976265	unbias
TRINITY_DN128348_c7_g1_i1	NA	NA	NA	NA	-0.370863813	unbias
TRINITY_DN128351_c2_g1_i3	NA	NA	NA	NA	1.326499678	unbias
TRINITY_DN128352_c2_g1_i1	NA	NA	NA	NA	-0.373972408	unbias
TRINITY_DN128352_c2_g2_i1	LOC100489842-like	Chr05	110956536	110956536	-0.792201631	unbias
TRINITY_DN128353_c0_g4_i3	NA	NA	NA	NA	-0.790883044	unbias
TRINITY_DN128353_c0_g5_i2	tab1	Chr04	110510190	110510190	-0.163046987	unbias
TRINITY_DN128356_c8_g1_i2	igfbpl1	Chr01	102887053	102887053	0.513205967	unbias
TRINITY_DN128360_c2_g2_i1	NA	NA	NA	NA	-0.015032302	unbias
