gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue
TRINITY_DN127934_c2_g4_i1	NA	NA	NA	NA	-0.120519619	0.120519619	unbias	0.395032277	Ovary_mean
TRINITY_DN127935_c3_g3_i3	Xetrov90001474m	Chr01	81284059	81284059	0.476700837	0.476700837	unbias	0.38710692	Ovary_mean
TRINITY_DN127936_c5_g1_i2	NA	NA	NA	NA	0.955687538	0.955687538	unbias	0.647533807	Ovary_mean
TRINITY_DN127937_c0_g1_i4	NA	NA	NA	NA	-0.606091914	0.606091914	unbias	0.571255661	Ovary_mean
TRINITY_DN127939_c0_g1_i4	yod1	Chr02	76281146	76281146	0.700521567	0.700521567	unbias	0.407625747	Testis_mean
TRINITY_DN127941_c4_g1_i2	NA	NA	NA	NA	-0.157941705	0.157941705	unbias	0.272024115	Liver_mean
TRINITY_DN127941_c4_g8_i3	nek10	Chr06	76081595	76081595	-0.199987347	0.199987347	unbias	0.483266771	Liver_mean
TRINITY_DN127945_c1_g1_i1	NA	NA	NA	NA	-1.30956882	1.30956882	unbias	0.573264521	Brain_mean
TRINITY_DN127946_c2_g5_i1	NA	NA	NA	NA	-0.730867623	0.730867623	unbias	0.454550567	Ovary_mean
TRINITY_DN127947_c2_g4_i1	ttpal	Chr10	30136228	30136228	-0.38912582	0.38912582	unbias	0.398045952	Brain_mean
TRINITY_DN127948_c1_g2_i1	NA	NA	NA	NA	-0.345061096	0.345061096	unbias	0.33163108	Ovary_mean
TRINITY_DN127949_c1_g1_i8	NA	NA	NA	NA	0.119208704	0.119208704	unbias	0.201921597	Ovary_mean
TRINITY_DN127950_c0_g1_i2	NA	NA	NA	NA	-0.229775028	0.229775028	unbias	0.394178747	Ovary_mean
TRINITY_DN127951_c1_g1_i1	Xetrov90001099m	Chr01	59453619	59453619	-0.345262615	0.345262615	unbias	0.384684845	Ovary_mean
TRINITY_DN127952_c0_g1_i2	ifnar1	Chr02	10560295	10560295	-0.221503114	0.221503114	unbias	0.421719536	Ovary_mean
TRINITY_DN127953_c0_g1_i1	NA	NA	NA	NA	0.068310935	0.068310935	unbias	0.325901607	Testis_mean
TRINITY_DN127957_c0_g2_i3	sepp1-like	Chr04	73079446	73079446	-0.402402698	0.402402698	unbias	0.242983915	G23_mean
TRINITY_DN127960_c0_g3_i11	NA	NA	NA	NA	1.200186251	1.200186251	unbias	0.529895624	Testis_mean
TRINITY_DN127961_c0_g2_i2	NA	NA	NA	NA	0.099192772	0.099192772	unbias	0.473758888	Ovary_mean
TRINITY_DN127963_c1_g10_i2	NA	NA	NA	NA	-0.451078562	0.451078562	unbias	0.37026703	Ovary_mean
TRINITY_DN127963_c1_g12_i1	gkn1.2	Chr03	111426207	111426207	-0.407521382	0.407521382	unbias	0.36035544	Ovary_mean
TRINITY_DN127963_c1_g1_i2	NA	NA	NA	NA	0.002500485	0.002500485	unbias	0.392678874	Ovary_mean
TRINITY_DN127963_c1_g8_i1	NA	NA	NA	NA	-0.375838373	0.375838373	unbias	0.346071475	G43_M_mean
TRINITY_DN127964_c0_g3_i9	NA	NA	NA	NA	0.337787701	0.337787701	unbias	0.451439731	G27_mean
TRINITY_DN127965_c2_g2_i1	pdxk	scaffold_655	4449	4449	0.086705171	0.086705171	unbias	0.491604979	Ovary_mean
TRINITY_DN127966_c0_g1_i3	NA	NA	NA	NA	0.113116478	0.113116478	unbias	0.181327522	G46_M_mean
TRINITY_DN127968_c0_g1_i1	NA	NA	NA	NA	-0.470147284	0.470147284	unbias	0.616030154	Brain_mean
TRINITY_DN127971_c0_g1_i1	NA	NA	NA	NA	0.46696455	0.46696455	unbias	0.565631665	Brain_mean
TRINITY_DN127973_c2_g1_i1	NA	NA	NA	NA	0.084667067	0.084667067	unbias	0.243618623	Ovary_mean
TRINITY_DN127973_c5_g1_i1	NA	NA	NA	NA	-0.420644621	0.420644621	unbias	0.32184638	G43_F_mean
TRINITY_DN127973_c6_g3_i3	NA	NA	NA	NA	-0.203531087	0.203531087	unbias	0.34319292	Ovary_mean
TRINITY_DN127974_c1_g2_i3	NA	NA	NA	NA	-0.867037612	0.867037612	unbias	0.373239653	Ovary_mean
TRINITY_DN127975_c1_g1_i2	NA	NA	NA	NA	0.27222313	0.27222313	unbias	0.402567183	Ovary_mean
TRINITY_DN127977_c0_g1_i1	NA	NA	NA	NA	0.374143495	0.374143495	unbias	0.268468406	G43_M_mean
TRINITY_DN127978_c6_g1_i2	NA	NA	NA	NA	-0.289258894	0.289258894	unbias	0.200139867	G43_F_mean
TRINITY_DN127981_c2_g1_i4	srebf1	Chr09	9596809	9596809	0.327997533	0.327997533	unbias	0.559982588	Brain_mean
TRINITY_DN127985_c0_g1_i2	LOC100495394	scaffold_261	108428	108428	-0.182597266	0.182597266	unbias	0.394814759	G43_M_mean
TRINITY_DN127988_c3_g3_i1	NA	NA	NA	NA	-0.296695354	0.296695354	unbias	0.302754772	Ovary_mean
TRINITY_DN127989_c1_g1_i5	LOC100496491	Chr05	74971425	74971425	0.123593834	0.123593834	unbias	0.441787047	Brain_mean
TRINITY_DN127989_c2_g3_i8	NA	NA	NA	NA	-0.462663791	0.462663791	unbias	0.164940154	Brain_mean
TRINITY_DN127990_c0_g3_i4	NA	NA	NA	NA	0.34100747	0.34100747	unbias	0.331597735	Testis_mean
TRINITY_DN127991_c0_g1_i2	NA	NA	NA	NA	-0.745436786	0.745436786	unbias	0.507743385	Ovary_mean
TRINITY_DN127992_c2_g1_i1	NA	NA	NA	NA	-0.388720062	0.388720062	unbias	0.265404354	G43_M_mean
TRINITY_DN127993_c1_g2_i1	NA	NA	NA	NA	-0.837779689	0.837779689	unbias	0.486082727	Brain_mean
TRINITY_DN127993_c2_g2_i2	cenpk	Chr01	175050370	175050370	0.62019776	0.62019776	unbias	0.354494181	Testis_mean
TRINITY_DN127994_c0_g3_i1	NA	NA	NA	NA	-0.323840255	0.323840255	unbias	0.193562242	G43_F_mean
TRINITY_DN127994_c1_g1_i1	NA	NA	NA	NA	0.658540612	0.658540612	unbias	0.469606755	G27_mean
TRINITY_DN127997_c1_g1_i3	gosr2	Chr10	8903191	8903191	0.277421274	0.277421274	unbias	0.32496337	G43_M_mean
TRINITY_DN127998_c1_g5_i6	NA	NA	NA	NA	0.673318003	0.673318003	unbias	0.235256598	Testis_mean
TRINITY_DN127999_c10_g6_i2	NA	NA	NA	NA	-0.866504665	0.866504665	unbias	0.245962445	G31_mean
TRINITY_DN128001_c0_g1_i1	NA	NA	NA	NA	-1.190711029	1.190711029	unbias	0.21386903	Ovary_mean
TRINITY_DN128003_c0_g1_i10	NA	NA	NA	NA	0.326263394	0.326263394	unbias	0.394575344	Brain_mean
TRINITY_DN128003_c1_g1_i4	NA	NA	NA	NA	-0.564383889	0.564383889	unbias	0.516724058	Ovary_mean
TRINITY_DN128005_c7_g1_i1	NA	NA	NA	NA	-0.269493018	0.269493018	unbias	0.359851055	Brain_mean
TRINITY_DN128006_c0_g2_i1	NA	NA	NA	NA	0.532979938	0.532979938	unbias	0.378470401	G43_M_mean
TRINITY_DN128007_c1_g3_i1	tbce	Chr05	59538370	59538370	0.2927475	0.2927475	unbias	0.264294686	Brain_mean
TRINITY_DN128007_c2_g1_i4	LOC100487364	Chr08	53092821	53092821	0.414482554	0.414482554	unbias	0.29813581	Brain_mean
TRINITY_DN128007_c2_g2_i1	NA	NA	NA	NA	-0.048649316	0.048649316	unbias	0.269358293	Brain_mean
TRINITY_DN128008_c0_g1_i1	NA	NA	NA	NA	0.593667127	0.593667127	unbias	0.416836373	Ovary_mean
TRINITY_DN128011_c1_g2_i2	NA	NA	NA	NA	0.196869605	0.196869605	unbias	0.195509856	G43_M_mean
TRINITY_DN128011_c1_g7_i3	NA	NA	NA	NA	-0.357234233	0.357234233	unbias	0.25656225	G43_M_mean
TRINITY_DN128013_c5_g1_i1	NA	NA	NA	NA	-0.184922279	0.184922279	unbias	0.2099647	Liver_mean
TRINITY_DN128015_c0_g6_i1	NA	NA	NA	NA	0.539411836	0.539411836	unbias	0.556767323	Ovary_mean
TRINITY_DN128016_c2_g1_i7	pde1a	Chr09	57251252	57251252	0.816503305	0.816503305	unbias	0.15635572	G23_mean
TRINITY_DN128016_c3_g10_i1	NA	NA	NA	NA	-0.663145537	0.663145537	unbias	0.334345793	Brain_mean
TRINITY_DN128016_c3_g2_i5	bola3	Chr03	113001654	113001654	0.652264255	0.652264255	unbias	0.521270564	Ovary_mean
TRINITY_DN128018_c0_g1_i1	hps5	Chr01	176601537	176601537	0.032073024	0.032073024	unbias	0.51304537	Ovary_mean
TRINITY_DN128018_c0_g2_i1	NA	NA	NA	NA	0.305125196	0.305125196	unbias	0.160765534	G23_mean
TRINITY_DN128018_c0_g5_i1	bcs1l	Chr09	77221171	77221171	0.637032885	0.637032885	unbias	0.410663099	Ovary_mean
TRINITY_DN128019_c0_g3_i3	NA	NA	NA	NA	-0.644749029	0.644749029	unbias	0.511269983	Ovary_mean
TRINITY_DN128021_c1_g2_i2	NA	NA	NA	NA	-0.188256586	0.188256586	unbias	0.192281887	G46_F_mean
TRINITY_DN128022_c0_g1_i3	NA	NA	NA	NA	-0.639517285	0.639517285	unbias	0.468538413	Brain_mean
TRINITY_DN128023_c2_g1_i1	NA	NA	NA	NA	-0.143776581	0.143776581	unbias	0.381692317	Ovary_mean
TRINITY_DN128023_c3_g2_i1	kdm1a-like	Chr02	85181483	85181483	0.229871075	0.229871075	unbias	0.292828496	Liver_mean
TRINITY_DN128023_c4_g1_i1	NA	NA	NA	NA	-0.193352101	0.193352101	unbias	0.29861361	G46_F_mean
TRINITY_DN128025_c3_g1_i1	NA	NA	NA	NA	0.581762977	0.581762977	unbias	0.447292132	Brain_mean
TRINITY_DN128026_c0_g3_i4	NA	NA	NA	NA	-1.362945301	1.362945301	unbias	0.401476951	G46_M_mean
TRINITY_DN128026_c0_g4_i1	NA	NA	NA	NA	-0.680240961	0.680240961	unbias	0.344585685	G46_M_mean
TRINITY_DN128029_c0_g1_i1	NA	NA	NA	NA	-0.566303354	0.566303354	unbias	0.289850103	G23_mean
TRINITY_DN128032_c3_g1_i2	NA	NA	NA	NA	0.133271509	0.133271509	unbias	0.453569319	Ovary_mean
TRINITY_DN128032_c4_g1_i3	NA	NA	NA	NA	0.203214044	0.203214044	unbias	0.359511184	Ovary_mean
TRINITY_DN128032_c5_g6_i1	NA	NA	NA	NA	-0.187941738	0.187941738	unbias	0.773139838	Liver_mean
TRINITY_DN128032_c6_g1_i1	NA	NA	NA	NA	-0.449404932	0.449404932	unbias	0.412706103	G23_mean
TRINITY_DN128037_c0_g2_i4	NA	NA	NA	NA	-0.152451192	0.152451192	unbias	0.216854248	Ovary_mean
TRINITY_DN128038_c1_g2_i1	NA	NA	NA	NA	0.60369184	0.60369184	unbias	0.295962543	G27_mean
TRINITY_DN128038_c2_g1_i1	NA	NA	NA	NA	0.158821912	0.158821912	unbias	0.58651999	Brain_mean
TRINITY_DN128038_c2_g2_i1	NA	NA	NA	NA	-0.401519178	0.401519178	unbias	0.464025674	Brain_mean
TRINITY_DN128038_c3_g1_i6	NA	NA	NA	NA	-0.064221771	0.064221771	unbias	0.362747357	Ovary_mean
TRINITY_DN128039_c1_g1_i1	NA	NA	NA	NA	1.301354698	1.301354698	unbias	0.254099999	G23_mean
TRINITY_DN128040_c0_g1_i2	NA	NA	NA	NA	0.975800812	0.975800812	unbias	0.129299752	G23_mean
TRINITY_DN128042_c1_g1_i1	NA	NA	NA	NA	0.36987862	0.36987862	unbias	0.364586123	Ovary_mean
TRINITY_DN128042_c1_g2_i1	NA	NA	NA	NA	-0.871465766	0.871465766	unbias	0.149049542	Ovary_mean
TRINITY_DN128042_c2_g3_i1	clip2	Chr02	97024743	97024743	-0.255943436	0.255943436	unbias	0.300001521	Ovary_mean
TRINITY_DN128046_c0_g1_i1	NA	NA	NA	NA	0.276062713	0.276062713	unbias	0.537050395	Brain_mean
TRINITY_DN128046_c0_g3_i1	NA	NA	NA	NA	0.236053032	0.236053032	unbias	0.843630892	Brain_mean
TRINITY_DN128047_c0_g2_i1	NA	NA	NA	NA	0.326744542	0.326744542	unbias	0.772300367	Ovary_mean
TRINITY_DN128048_c4_g3_i1	NA	NA	NA	NA	0.318072606	0.318072606	unbias	0.682978492	Brain_mean
TRINITY_DN128048_c5_g2_i2	dgcr14	Chr01	144991316	144991316	0.156504998	0.156504998	unbias	0.341406295	Brain_mean
TRINITY_DN128048_c5_g3_i4	NA	NA	NA	NA	0.69700718	0.69700718	unbias	0.235257122	G23_mean
TRINITY_DN128049_c2_g1_i3	NA	NA	NA	NA	-1.152312315	1.152312315	unbias	0.428094259	Brain_mean
TRINITY_DN128049_c3_g2_i1	ppp1r3b	Chr01	79031762	79031762	-0.428808383	0.428808383	unbias	0.197160427	G43_F_mean
TRINITY_DN128049_c3_g3_i1	lmf1	Chr09	11250252	11250252	-0.243323356	0.243323356	unbias	0.249158187	G43_M_mean
TRINITY_DN128051_c7_g1_i5	NA	NA	NA	NA	0.327725562	0.327725562	unbias	0.249441919	G43_F_mean
TRINITY_DN128053_c3_g1_i2	NA	NA	NA	NA	-0.390813509	0.390813509	unbias	0.415044671	Brain_mean
TRINITY_DN128054_c5_g1_i1	LOC100485168	Chr10	7080477	7080477	0.726528947	0.726528947	unbias	0.451594719	Ovary_mean
TRINITY_DN128054_c7_g2_i1	sptlc2	Chr08	61825282	61825282	0.243037035	0.243037035	unbias	0.245691483	Testis_mean
TRINITY_DN128055_c5_g1_i1	NA	NA	NA	NA	-0.343330085	0.343330085	unbias	0.483530297	Ovary_mean
TRINITY_DN128056_c1_g1_i1	NA	NA	NA	NA	1.764770524	1.764770524	unbias	0.444855731	Testis_mean
TRINITY_DN128057_c0_g1_i2	NA	NA	NA	NA	-0.670066086	0.670066086	unbias	0.486151176	Ovary_mean
TRINITY_DN128057_c1_g2_i4	NA	NA	NA	NA	-0.463126336	0.463126336	unbias	0.249986025	Brain_mean
TRINITY_DN128058_c4_g3_i2	NA	NA	NA	NA	1.823837134	1.823837134	unbias	0.639725145	Brain_mean
TRINITY_DN128061_c1_g1_i1	sirt4	Chr01	144350512	144350512	0.784227299	0.784227299	unbias	0.549450255	Brain_mean
TRINITY_DN128061_c1_g3_i7	NA	NA	NA	NA	-0.48928265	0.48928265	unbias	0.484705887	Ovary_mean
TRINITY_DN128062_c0_g1_i2	dact1	Chr08	83069930	83069930	0.003117069	0.003117069	unbias	0.125261167	Liver_mean
TRINITY_DN128065_c4_g6_i1	dnajc4	Chr04	40294051	40294051	1.161763484	1.161763484	male	0.214347167	Testis_mean
TRINITY_DN128067_c1_g4_i1	NA	NA	NA	NA	0.241938268	0.241938268	unbias	0.237879393	Ovary_mean
TRINITY_DN128068_c0_g1_i1	NA	NA	NA	NA	-0.062727925	0.062727925	unbias	0.499868226	G43_M_mean
TRINITY_DN128071_c0_g1_i3	NA	NA	NA	NA	0.514836661	0.514836661	unbias	0.463850656	G43_M_mean
TRINITY_DN128072_c3_g6_i3	NA	NA	NA	NA	-0.105725319	0.105725319	unbias	0.270059555	Ovary_mean
TRINITY_DN128074_c0_g1_i1	NA	NA	NA	NA	0.305160538	0.305160538	unbias	0.380944831	Ovary_mean
TRINITY_DN128074_c1_g1_i2	NA	NA	NA	NA	0.107687644	0.107687644	unbias	0.378833268	Ovary_mean
TRINITY_DN128078_c0_g1_i1	NA	NA	NA	NA	-0.098283146	0.098283146	unbias	0.289375556	G43_F_mean
TRINITY_DN128078_c1_g1_i2	ptbp2	Chr04	91987640	91987640	0.811857271	0.811857271	unbias	0.432355533	Ovary_mean
TRINITY_DN128080_c0_g1_i5	NA	NA	NA	NA	-0.059470326	0.059470326	unbias	0.269011965	Ovary_mean
TRINITY_DN128082_c1_g3_i6	NA	NA	NA	NA	-0.038766986	0.038766986	unbias	0.214873095	G23_mean
TRINITY_DN128082_c2_g11_i1	NA	NA	NA	NA	-0.427390111	0.427390111	unbias	0.194190073	Brain_mean
TRINITY_DN128082_c2_g13_i1	NA	NA	NA	NA	-1.171275093	1.171275093	unbias	0.229353308	G31_mean
TRINITY_DN128082_c2_g14_i1	NA	NA	NA	NA	-0.330262902	0.330262902	unbias	0.270004187	Brain_mean
TRINITY_DN128082_c2_g8_i1	NA	NA	NA	NA	-0.394896958	0.394896958	unbias	0.406144232	Brain_mean
TRINITY_DN128083_c0_g3_i2	NA	NA	NA	NA	0.316764212	0.316764212	unbias	0.206651981	Liver_mean
TRINITY_DN128086_c1_g1_i2	NA	NA	NA	NA	-0.167355341	0.167355341	unbias	0.350907428	Ovary_mean
TRINITY_DN128087_c0_g1_i1	NA	NA	NA	NA	-0.633796758	0.633796758	unbias	0.583808565	Ovary_mean
TRINITY_DN128090_c3_g1_i14	gtpbp6	Chr02	111495860	111495860	-0.911846983	0.911846983	unbias	0.225600118	Brain_mean
TRINITY_DN128092_c2_g1_i2	NA	NA	NA	NA	0.011190709	0.011190709	unbias	0.562146405	Ovary_mean
TRINITY_DN128092_c3_g2_i1	Xetrov90001039m	Chr01	56647536	56647536	-0.357386128	0.357386128	unbias	0.13161686	G43_F_mean
TRINITY_DN128094_c1_g2_i9	NA	NA	NA	NA	0.064218888	0.064218888	unbias	0.147441604	Ovary_mean
TRINITY_DN128095_c4_g3_i3	NA	NA	NA	NA	1.232789241	1.232789241	unbias	0.703016473	G23_mean
TRINITY_DN128096_c4_g2_i2	NA	NA	NA	NA	-0.427687931	0.427687931	unbias	0.444464527	Ovary_mean
TRINITY_DN128096_c4_g6_i1	NA	NA	NA	NA	-0.20180729	0.20180729	unbias	0.204408826	G43_M_mean
TRINITY_DN128097_c0_g3_i5	NA	NA	NA	NA	-0.750233654	0.750233654	unbias	0.245122843	G46_F_mean
TRINITY_DN128099_c4_g12_i1	NA	NA	NA	NA	-0.571687467	0.571687467	unbias	0.296739309	G23_mean
TRINITY_DN128099_c4_g2_i2	efna5	Chr01	136673272	136673272	-0.588828576	0.588828576	unbias	0.711309352	Ovary_mean
TRINITY_DN128100_c0_g1_i9	NA	NA	NA	NA	-0.163626313	0.163626313	unbias	0.649402793	Brain_mean
TRINITY_DN128101_c1_g3_i2	NA	NA	NA	NA	-0.312256376	0.312256376	unbias	0.177963938	G23_mean
TRINITY_DN128101_c2_g3_i3	NA	NA	NA	NA	-0.895745862	0.895745862	unbias	0.446414774	Brain_mean
TRINITY_DN128101_c3_g1_i1	NA	NA	NA	NA	0.048545147	0.048545147	unbias	0.342137687	Brain_mean
TRINITY_DN128101_c3_g2_i1	NA	NA	NA	NA	0.082234615	0.082234615	unbias	0.210383359	Ovary_mean
TRINITY_DN128103_c1_g1_i1	LOC100495698-like	Chr03	85321777	85321777	-0.346858518	0.346858518	unbias	0.228478187	Brain_mean
TRINITY_DN128103_c4_g1_i13	NA	NA	NA	NA	0.517158779	0.517158779	unbias	0.467830548	Brain_mean
TRINITY_DN128104_c1_g3_i3	adssl1	Chr08	78756395	78756395	-0.108633709	0.108633709	unbias	0.439528376	Brain_mean
TRINITY_DN128105_c2_g6_i1	NA	NA	NA	NA	0.286411996	0.286411996	unbias	0.507105682	Ovary_mean
TRINITY_DN128109_c0_g1_i2	NA	NA	NA	NA	0.594889464	0.594889464	unbias	0.397562221	G43_M_mean
TRINITY_DN128110_c0_g1_i1	NA	NA	NA	NA	0.010282718	0.010282718	unbias	0.696702084	Liver_mean
TRINITY_DN128112_c3_g1_i2	NA	NA	NA	NA	0.529739495	0.529739495	unbias	0.237272877	G43_M_mean
TRINITY_DN128113_c2_g1_i1	NA	NA	NA	NA	-0.415020637	0.415020637	unbias	0.225171002	Brain_mean
TRINITY_DN128113_c3_g1_i1	NA	NA	NA	NA	-1.009969805	1.009969805	unbias	0.239923213	G43_F_mean
TRINITY_DN128113_c3_g3_i1	NA	NA	NA	NA	0.048132633	0.048132633	unbias	0.510374515	Ovary_mean
TRINITY_DN128113_c6_g1_i1	mad2l2-like	Chr07	53987051	53987051	0.531876251	0.531876251	unbias	0.341399257	Liver_mean
TRINITY_DN128113_c6_g2_i3	NA	NA	NA	NA	0.946900225	0.946900225	unbias	0.412806655	Testis_mean
TRINITY_DN128115_c1_g1_i1	NA	NA	NA	NA	-0.503807789	0.503807789	unbias	0.402746606	Ovary_mean
TRINITY_DN128117_c3_g1_i1	NA	NA	NA	NA	0.249303446	0.249303446	unbias	0.473455953	Ovary_mean
TRINITY_DN128117_c4_g2_i1	NA	NA	NA	NA	-0.585841067	0.585841067	unbias	0.408861016	G23_mean
TRINITY_DN128119_c1_g1_i2	NA	NA	NA	NA	0.580174042	0.580174042	unbias	0.084083509	Testis_mean
TRINITY_DN128119_c1_g2_i2	tbc1d13	Chr08	4337482	4337482	0.207554073	0.207554073	unbias	0.146681389	Ovary_mean
TRINITY_DN128120_c0_g1_i2	NA	NA	NA	NA	-0.104319996	0.104319996	unbias	0.256293268	G23_mean
TRINITY_DN128121_c0_g1_i2	slc40a1	Chr09	39469907	39469907	0.313378886	0.313378886	unbias	0.541898877	Liver_mean
TRINITY_DN128121_c0_g2_i2	NA	NA	NA	NA	0.558722567	0.558722567	unbias	0.44296974	Liver_mean
TRINITY_DN128122_c0_g1_i3	scamp2	Chr03	84324453	84324453	-0.32978119	0.32978119	unbias	0.154077508	G23_mean
TRINITY_DN128122_c0_g2_i1	NA	NA	NA	NA	-0.604979698	0.604979698	unbias	0.241650501	Brain_mean
TRINITY_DN128124_c11_g2_i3	NA	NA	NA	NA	-5.247376085	5.247376085	female	0.42087215	G43_M_mean
TRINITY_DN128124_c7_g1_i1	NA	NA	NA	NA	0.153213165	0.153213165	unbias	0.478373402	Testis_mean
TRINITY_DN128125_c2_g1_i3	NA	NA	NA	NA	-0.889815938	0.889815938	unbias	0.305655139	Brain_mean
TRINITY_DN128125_c2_g2_i1	NA	NA	NA	NA	-0.123004612	0.123004612	unbias	0.108975894	Brain_mean
TRINITY_DN128126_c1_g2_i1	hmgb2	Chr01	39547683	39547683	-0.471007637	0.471007637	unbias	0.498926614	Testis_mean
TRINITY_DN128126_c1_g5_i1	Xetrov90030464m	scaffold_786	45098	45098	-0.160556412	0.160556412	unbias	0.204642013	G43_M_mean
TRINITY_DN128127_c0_g1_i7	NA	NA	NA	NA	0.45570056	0.45570056	unbias	0.703417102	Brain_mean
TRINITY_DN128128_c0_g1_i1	NA	NA	NA	NA	-0.560826832	0.560826832	unbias	0.353937507	Liver_mean
TRINITY_DN128128_c0_g3_i1	NA	NA	NA	NA	-0.143265257	0.143265257	unbias	0.244930748	Liver_mean
TRINITY_DN128130_c4_g11_i1	NA	NA	NA	NA	1.523898528	1.523898528	unbias	0.490156442	G43_M_mean
TRINITY_DN128130_c4_g1_i1	NA	NA	NA	NA	0.775634175	0.775634175	unbias	0.610701986	Liver_mean
TRINITY_DN128130_c4_g4_i1	NA	NA	NA	NA	-1.106714304	1.106714304	unbias	0.403554023	G43_F_mean
TRINITY_DN128130_c4_g7_i1	LOC100497894-like	Chr05	114454957	114454957	-0.348409159	0.348409159	unbias	0.576161447	Liver_mean
TRINITY_DN128130_c4_g8_i1	aqp2	Chr02	145558269	145558269	-0.757565462	0.757565462	unbias	0.280547552	Liver_mean
TRINITY_DN128133_c3_g3_i2	NA	NA	NA	NA	0.355799477	0.355799477	unbias	0.075879812	G23_mean
TRINITY_DN128134_c0_g1_i3	NA	NA	NA	NA	-0.643736144	0.643736144	unbias	0.399693384	Testis_mean
TRINITY_DN128135_c2_g4_i1	NA	NA	NA	NA	-0.375264318	0.375264318	unbias	0.393446579	Ovary_mean
TRINITY_DN128135_c2_g5_i1	NA	NA	NA	NA	-0.14744948	0.14744948	unbias	0.408357691	Ovary_mean
TRINITY_DN128135_c3_g3_i2	NA	NA	NA	NA	0.276758206	0.276758206	unbias	0.373486058	Liver_mean
TRINITY_DN128136_c6_g2_i1	abca5	Chr10	23393177	23393177	0.597534537	0.597534537	unbias	0.218957875	Testis_mean
TRINITY_DN128137_c0_g1_i1	evi5-like	Chr04	94192382	94192382	-0.312975336	0.312975336	unbias	0.277364534	G23_mean
TRINITY_DN128137_c0_g2_i1	NA	NA	NA	NA	-0.992599472	0.992599472	unbias	0.203779527	Ovary_mean
TRINITY_DN128138_c2_g1_i7	ankrd45-like	Chr04	96828427	96828427	0.125739701	0.125739701	unbias	0.171940769	Brain_mean
TRINITY_DN128138_c2_g5_i1	NA	NA	NA	NA	-0.288846436	0.288846436	unbias	0.200388864	G27_mean
TRINITY_DN128139_c0_g1_i1	NA	NA	NA	NA	0.78061995	0.78061995	unbias	0.661404741	Brain_mean
TRINITY_DN128140_c8_g1_i1	nfat5-like	Chr04	62377619	62377619	-0.220415901	0.220415901	unbias	0.274718388	Ovary_mean
TRINITY_DN128144_c1_g1_i1	NA	NA	NA	NA	-0.016190974	0.016190974	unbias	0.352998019	Brain_mean
TRINITY_DN128144_c3_g1_i5	NA	NA	NA	NA	0.31254865	0.31254865	unbias	0.28744951	G43_M_mean
TRINITY_DN128145_c0_g1_i3	ets2	Chr02	7880019	7880019	0.444013167	0.444013167	unbias	0.399123759	Ovary_mean
TRINITY_DN128146_c0_g1_i3	NA	NA	NA	NA	-0.400321397	0.400321397	unbias	0.251071784	G43_F_mean
TRINITY_DN128148_c0_g18_i1	NA	NA	NA	NA	-4.925423007	4.925423007	female	0.384279869	G23_mean
TRINITY_DN128148_c0_g28_i1	NA	NA	NA	NA	-0.592900605	0.592900605	unbias	0.377280885	G23_mean
TRINITY_DN128148_c0_g29_i1	NA	NA	NA	NA	-2.069428474	2.069428474	unbias	0.503847122	G23_mean
TRINITY_DN128148_c0_g9_i1	NA	NA	NA	NA	-1.227942602	1.227942602	unbias	0.458001446	G23_mean
TRINITY_DN128149_c5_g11_i1	LOC100490487	Chr06	50645170	50645170	-0.811162971	0.811162971	unbias	0.215568428	G43_F_mean
TRINITY_DN128149_c5_g12_i1	NA	NA	NA	NA	-0.425084947	0.425084947	unbias	0.336482544	G43_M_mean
TRINITY_DN128150_c1_g1_i1	NA	NA	NA	NA	-0.829246071	0.829246071	unbias	0.254902086	G43_F_mean
TRINITY_DN128150_c9_g1_i2	NA	NA	NA	NA	0.127720067	0.127720067	unbias	0.463002951	G27_mean
TRINITY_DN128153_c0_g1_i2	NA	NA	NA	NA	1.373447166	1.373447166	unbias	0.38530358	G27_mean
TRINITY_DN128155_c0_g1_i2	NA	NA	NA	NA	0.047129711	0.047129711	unbias	0.287489239	Ovary_mean
TRINITY_DN128156_c1_g2_i4	NA	NA	NA	NA	0.078601751	0.078601751	unbias	0.28319916	Brain_mean
TRINITY_DN128158_c2_g1_i3	NA	NA	NA	NA	0.307252086	0.307252086	unbias	0.131510573	G23_mean
TRINITY_DN128158_c2_g2_i3	NA	NA	NA	NA	0.450337657	0.450337657	unbias	0.244561154	Brain_mean
TRINITY_DN128158_c3_g1_i1	abcf1-like	Chr08	52516184	52516184	0.298009954	0.298009954	unbias	0.565753155	Ovary_mean
TRINITY_DN128159_c1_g1_i2	NA	NA	NA	NA	0.494696831	0.494696831	unbias	0.353406078	Ovary_mean
TRINITY_DN128159_c4_g8_i1	NA	NA	NA	NA	-0.263782758	0.263782758	unbias	0.336655764	Brain_mean
TRINITY_DN128160_c0_g1_i1	NA	NA	NA	NA	0.274827405	0.274827405	unbias	0.222664158	G43_M_mean
TRINITY_DN128161_c4_g1_i1	NA	NA	NA	NA	-0.309638063	0.309638063	unbias	0.282633759	Ovary_mean
TRINITY_DN128161_c4_g2_i1	bco2	Chr07	73975568	73975568	-0.297838212	0.297838212	unbias	0.30802604	Ovary_mean
TRINITY_DN128162_c1_g3_i1	NA	NA	NA	NA	-0.009696876	0.009696876	unbias	0.630064014	Brain_mean
