gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue
TRINITY_DN130752_c0_g1_i1	NA	NA	NA	NA	-0.596891339	0.596891339	unbias	0.600958351	Brain_mean
TRINITY_DN130752_c0_g2_i9	NA	NA	NA	NA	0.177820803	0.177820803	unbias	0.613479664	Brain_mean
TRINITY_DN130752_c0_g4_i2	NA	NA	NA	NA	-0.010586952	0.010586952	unbias	0.504628686	Brain_mean
TRINITY_DN130753_c0_g2_i1	NA	NA	NA	NA	-0.316991467	0.316991467	unbias	0.421615657	Ovary_mean
TRINITY_DN130754_c0_g3_i8	NA	NA	NA	NA	0.149624374	0.149624374	unbias	0.402702484	Brain_mean
TRINITY_DN130755_c0_g2_i1	NA	NA	NA	NA	-0.63384308	0.63384308	unbias	0.344398979	Testis_mean
TRINITY_DN130755_c1_g3_i4	NA	NA	NA	NA	0.68650317	0.68650317	unbias	0.66229781	Ovary_mean
TRINITY_DN130756_c3_g1_i2	NA	NA	NA	NA	-0.098917702	0.098917702	unbias	0.295810366	G43_M_mean
TRINITY_DN130757_c2_g3_i4	NA	NA	NA	NA	-0.548594565	0.548594565	unbias	0.381199402	Brain_mean
TRINITY_DN130759_c0_g1_i7	NA	NA	NA	NA	-0.207125616	0.207125616	unbias	0.667715511	Brain_mean
TRINITY_DN130760_c1_g1_i1	LOC100491264-like	scaffold_2692	665	665	-0.037052625	0.037052625	unbias	0.240533588	Ovary_mean
TRINITY_DN130761_c6_g3_i1	NA	NA	NA	NA	-0.558297588	0.558297588	unbias	0.194198431	G43_F_mean
TRINITY_DN130762_c4_g2_i2	kdelr3	Chr04	112123178	112123178	0.168947054	0.168947054	unbias	0.36346447	Ovary_mean
TRINITY_DN130763_c0_g1_i1	NA	NA	NA	NA	-0.550679033	0.550679033	unbias	0.301772198	Ovary_mean
TRINITY_DN130763_c0_g2_i1	NA	NA	NA	NA	0.229796273	0.229796273	unbias	0.352561339	Ovary_mean
TRINITY_DN130764_c1_g1_i1	NA	NA	NA	NA	-0.554366665	0.554366665	unbias	0.198557736	G43_F_mean
TRINITY_DN130764_c2_g2_i4	NA	NA	NA	NA	0.536487474	0.536487474	unbias	0.669393403	Brain_mean
TRINITY_DN130764_c3_g2_i4	NA	NA	NA	NA	0.066269955	0.066269955	unbias	0.313664657	G43_M_mean
TRINITY_DN130765_c5_g1_i1	NA	NA	NA	NA	-0.537362234	0.537362234	unbias	0.24847679	Testis_mean
TRINITY_DN130765_c6_g10_i1	NA	NA	NA	NA	-0.072757651	0.072757651	unbias	0.476840517	Brain_mean
TRINITY_DN130766_c0_g1_i1	polr1a	Chr01	15112002	15112002	0.442968333	0.442968333	unbias	0.427822503	Testis_mean
TRINITY_DN130767_c0_g1_i1	NA	NA	NA	NA	-0.109901187	0.109901187	unbias	0.33035128	Ovary_mean
TRINITY_DN130769_c2_g1_i1	NA	NA	NA	NA	0.270065363	0.270065363	unbias	0.220975269	G43_M_mean
TRINITY_DN130769_c2_g4_i6	NA	NA	NA	NA	0.128049189	0.128049189	unbias	0.200599454	Testis_mean
TRINITY_DN130769_c3_g1_i2	NA	NA	NA	NA	-0.508905336	0.508905336	unbias	0.202102009	Ovary_mean
TRINITY_DN130770_c0_g1_i2	Xetrov90014487m	Chr05	103115814	103115814	-0.080872046	0.080872046	unbias	0.211333327	G27_mean
TRINITY_DN130770_c0_g2_i2	NA	NA	NA	NA	0.773777592	0.773777592	unbias	0.301816841	G27_mean
TRINITY_DN130770_c1_g1_i2	pus7	Chr03	67530666	67530666	0.771417698	0.771417698	unbias	0.455705637	Ovary_mean
TRINITY_DN130772_c0_g1_i6	NA	NA	NA	NA	0.208526543	0.208526543	unbias	0.25412669	Brain_mean
TRINITY_DN130772_c0_g4_i11	cant1	Chr10	11897375	11897375	0.459487428	0.459487428	unbias	0.302687917	Brain_mean
TRINITY_DN130773_c2_g1_i1	NA	NA	NA	NA	-0.329252287	0.329252287	unbias	0.348089598	Brain_mean
TRINITY_DN130774_c0_g1_i1	NA	NA	NA	NA	0.008726925	0.008726925	unbias	0.849059815	Brain_mean
TRINITY_DN130775_c0_g1_i4	NA	NA	NA	NA	0.091233789	0.091233789	unbias	0.258194786	G27_mean
TRINITY_DN130776_c1_g1_i1	rcn1	Chr04	9743159	9743159	-0.495013971	0.495013971	unbias	0.366031553	Ovary_mean
TRINITY_DN130776_c2_g1_i3	NA	NA	NA	NA	0.500102619	0.500102619	unbias	0.277869502	Testis_mean
TRINITY_DN130777_c3_g1_i1	NA	NA	NA	NA	0.704401245	0.704401245	unbias	0.494684965	Ovary_mean
TRINITY_DN130777_c4_g10_i1	NA	NA	NA	NA	0.440711291	0.440711291	unbias	0.367903781	Ovary_mean
TRINITY_DN130777_c4_g9_i3	NA	NA	NA	NA	0.024166433	0.024166433	unbias	0.584361435	Brain_mean
TRINITY_DN130778_c0_g1_i1	NA	NA	NA	NA	0.550534782	0.550534782	unbias	0.438290916	G23_mean
TRINITY_DN130779_c3_g1_i1	NA	NA	NA	NA	0.126715362	0.126715362	unbias	0.343806722	Ovary_mean
TRINITY_DN130779_c3_g5_i1	NA	NA	NA	NA	0.045693529	0.045693529	unbias	0.287272869	G27_mean
TRINITY_DN130779_c3_g6_i2	NA	NA	NA	NA	0.572826152	0.572826152	unbias	0.38090272	Ovary_mean
TRINITY_DN130781_c3_g1_i1	cstf2	Chr08	17513053	17513053	-0.122196551	0.122196551	unbias	0.626660913	Brain_mean
TRINITY_DN130781_c6_g1_i1	NA	NA	NA	NA	0.529020787	0.529020787	unbias	0.403565137	Brain_mean
TRINITY_DN130783_c0_g1_i2	akap17a	Chr02	34581836	34581836	0.219541213	0.219541213	unbias	0.677565235	G23_mean
TRINITY_DN130784_c3_g1_i5	NA	NA	NA	NA	0.102061546	0.102061546	unbias	0.499836507	Testis_mean
TRINITY_DN130785_c1_g3_i1	NA	NA	NA	NA	-1.194701537	1.194701537	unbias	0.569716289	G43_F_mean
TRINITY_DN130785_c3_g2_i1	NA	NA	NA	NA	-0.356952479	0.356952479	unbias	0.515566913	Ovary_mean
TRINITY_DN130787_c1_g1_i1	NA	NA	NA	NA	0.340813809	0.340813809	unbias	0.358336865	Brain_mean
TRINITY_DN130788_c3_g1_i1	NA	NA	NA	NA	-1.299371817	1.299371817	unbias	0.601156035	G43_F_mean
TRINITY_DN130788_c6_g1_i1	NA	NA	NA	NA	-0.417525045	0.417525045	unbias	0.172601843	G43_F_mean
TRINITY_DN130788_c7_g2_i1	zc3h6	Chr05	39016190	39016190	0.199496129	0.199496129	unbias	0.38451326	G43_M_mean
TRINITY_DN130788_c7_g3_i2	sema3c	Chr03	69578158	69578158	0.082568078	0.082568078	unbias	0.266851189	G23_mean
TRINITY_DN130788_c9_g6_i1	NA	NA	NA	NA	0.543015675	0.543015675	unbias	0.700552908	G27_mean
TRINITY_DN130789_c2_g1_i1	NA	NA	NA	NA	0.2257003	0.2257003	unbias	0.420233711	Ovary_mean
TRINITY_DN130789_c3_g1_i1	epn1	Chr09	12582955	12582955	0.113209878	0.113209878	unbias	0.194571983	G23_mean
TRINITY_DN130789_c4_g1_i2	NA	NA	NA	NA	0.056289402	0.056289402	unbias	0.756746856	Brain_mean
TRINITY_DN130789_c5_g2_i2	tmpo	Chr03	42004637	42004637	0.108953184	0.108953184	unbias	0.355053442	Ovary_mean
TRINITY_DN130791_c0_g2_i1	NA	NA	NA	NA	0.947706798	0.947706798	unbias	0.588505359	Brain_mean
TRINITY_DN130792_c4_g1_i1	NA	NA	NA	NA	0.657930908	0.657930908	unbias	0.496769693	G27_mean
TRINITY_DN130792_c5_g2_i3	NA	NA	NA	NA	-0.477277437	0.477277437	unbias	0.371613476	G43_F_mean
TRINITY_DN130793_c4_g3_i1	acsl4	Chr05	121713589	121713589	0.634832359	0.634832359	unbias	0.205271186	Brain_mean
TRINITY_DN130794_c4_g10_i1	NA	NA	NA	NA	-0.258375789	0.258375789	unbias	0.348157351	Ovary_mean
TRINITY_DN130794_c4_g12_i1	NA	NA	NA	NA	-0.005236838	0.005236838	unbias	0.331630159	G43_M_mean
TRINITY_DN130796_c4_g2_i5	NA	NA	NA	NA	-0.539229725	0.539229725	unbias	0.346861457	G23_mean
TRINITY_DN130799_c0_g1_i2	NA	NA	NA	NA	0.144436872	0.144436872	unbias	0.4131338	Brain_mean
TRINITY_DN130799_c0_g2_i2	NA	NA	NA	NA	0.139794484	0.139794484	unbias	0.416655846	G43_M_mean
TRINITY_DN130800_c1_g1_i1	NA	NA	NA	NA	0.290762296	0.290762296	unbias	0.49254897	Ovary_mean
TRINITY_DN130800_c1_g5_i1	NA	NA	NA	NA	-0.18178015	0.18178015	unbias	0.653727039	Brain_mean
TRINITY_DN130800_c2_g2_i2	NA	NA	NA	NA	0.411485628	0.411485628	unbias	0.494803594	Brain_mean
TRINITY_DN130801_c1_g1_i2	NA	NA	NA	NA	-0.063110987	0.063110987	unbias	0.362649759	Ovary_mean
TRINITY_DN130801_c2_g1_i1	Xetrov90001894m	Chr01	97375445	97375445	-0.491479127	0.491479127	unbias	0.535269405	Ovary_mean
TRINITY_DN130802_c0_g1_i1	NA	NA	NA	NA	-0.433194306	0.433194306	unbias	0.494231121	G27_mean
TRINITY_DN130804_c7_g2_i2	NA	NA	NA	NA	-0.161777783	0.161777783	unbias	0.449295563	Testis_mean
TRINITY_DN130805_c1_g2_i2	NA	NA	NA	NA	0.358657156	0.358657156	unbias	0.398565371	Ovary_mean
TRINITY_DN130805_c2_g4_i1	NA	NA	NA	NA	0.657612556	0.657612556	unbias	0.352975768	Brain_mean
TRINITY_DN130806_c0_g2_i3	NA	NA	NA	NA	-0.125216034	0.125216034	unbias	0.156185234	G43_M_mean
TRINITY_DN130807_c0_g3_i3	NA	NA	NA	NA	-0.372032102	0.372032102	unbias	0.208176193	Ovary_mean
TRINITY_DN130809_c2_g1_i3	NA	NA	NA	NA	0.086764455	0.086764455	unbias	0.323991724	Ovary_mean
TRINITY_DN130810_c1_g1_i1	NA	NA	NA	NA	-1.091750163	1.091750163	unbias	0.318583123	G43_F_mean
TRINITY_DN130810_c4_g3_i2	NA	NA	NA	NA	1.886161981	1.886161981	unbias	0.697249751	G46_M_mean
TRINITY_DN130810_c6_g1_i1	NA	NA	NA	NA	-0.103255626	0.103255626	unbias	0.621107544	Brain_mean
TRINITY_DN130813_c0_g2_i3	NA	NA	NA	NA	0.00744552	0.00744552	unbias	0.182230729	Brain_mean
TRINITY_DN130814_c0_g1_i4	NA	NA	NA	NA	0.299426785	0.299426785	unbias	0.727884405	Ovary_mean
TRINITY_DN130815_c0_g1_i1	NA	NA	NA	NA	0.143343374	0.143343374	unbias	0.621570259	Ovary_mean
TRINITY_DN130816_c0_g1_i1	NA	NA	NA	NA	0.906239661	0.906239661	unbias	0.61730929	Brain_mean
TRINITY_DN130816_c2_g1_i1	adamts4-like	Chr08	117401103	117401103	-0.206162734	0.206162734	unbias	0.195357781	G27_mean
TRINITY_DN130816_c3_g1_i1	NA	NA	NA	NA	-3.103292145	3.103292145	female	0.77807683	Testis_mean
TRINITY_DN130816_c5_g1_i9	NA	NA	NA	NA	0.575345791	0.575345791	unbias	0.790738682	Brain_mean
TRINITY_DN130818_c0_g1_i1	rnf223	Chr07	79118199	79118199	0.161134925	0.161134925	unbias	0.236046018	G23_mean
TRINITY_DN130818_c2_g2_i6	nampt	Chr03	67255881	67255881	0.418918163	0.418918163	unbias	0.575240952	Brain_mean
TRINITY_DN130820_c5_g1_i8	NA	NA	NA	NA	-0.213153189	0.213153189	unbias	0.490155599	Brain_mean
TRINITY_DN130820_c7_g1_i3	LOC100498440-like	Chr04	49287697	49287697	0.158808199	0.158808199	unbias	0.482960427	Ovary_mean
TRINITY_DN130821_c0_g1_i1	NA	NA	NA	NA	-0.006615326	0.006615326	unbias	0.454846768	Ovary_mean
TRINITY_DN130822_c0_g2_i1	NA	NA	NA	NA	-0.343989835	0.343989835	unbias	0.350872199	Brain_mean
TRINITY_DN130822_c0_g3_i1	NA	NA	NA	NA	-0.010455836	0.010455836	unbias	0.362278466	Ovary_mean
TRINITY_DN130824_c0_g1_i1	NA	NA	NA	NA	0.081078066	0.081078066	unbias	0.395181389	Brain_mean
TRINITY_DN130825_c2_g3_i1	NA	NA	NA	NA	0.445095881	0.445095881	unbias	0.72279679	Brain_mean
TRINITY_DN130825_c2_g5_i1	NA	NA	NA	NA	-0.082501426	0.082501426	unbias	0.43098216	Brain_mean
TRINITY_DN130826_c2_g1_i1	NA	NA	NA	NA	-0.372014177	0.372014177	unbias	0.427209659	Brain_mean
TRINITY_DN130826_c3_g1_i4	NA	NA	NA	NA	-0.249775329	0.249775329	unbias	0.67531959	Brain_mean
TRINITY_DN130828_c1_g3_i2	NA	NA	NA	NA	0.671771851	0.671771851	unbias	0.780933616	Liver_mean
TRINITY_DN130828_c1_g4_i3	NA	NA	NA	NA	-0.984055646	0.984055646	unbias	0.474365521	Liver_mean
TRINITY_DN130828_c1_g5_i3	cacng2	Chr04	113057152	113057152	0.721575614	0.721575614	unbias	0.421729976	G46_M_mean
TRINITY_DN130829_c2_g1_i1	LOC100145689	Chr04	27003994	27003994	-0.193558191	0.193558191	unbias	0.249808548	Brain_mean
TRINITY_DN130829_c4_g2_i3	NA	NA	NA	NA	0.514335399	0.514335399	unbias	0.412394896	Brain_mean
TRINITY_DN130830_c0_g1_i1	NA	NA	NA	NA	-0.513507268	0.513507268	unbias	0.449490159	Brain_mean
TRINITY_DN130830_c0_g2_i1	NA	NA	NA	NA	0.756156385	0.756156385	unbias	0.614954038	Ovary_mean
TRINITY_DN130830_c1_g1_i2	NA	NA	NA	NA	-0.163105227	0.163105227	unbias	0.243980272	Testis_mean
TRINITY_DN130830_c2_g1_i1	NA	NA	NA	NA	-0.795166453	0.795166453	unbias	0.137609454	Ovary_mean
TRINITY_DN130830_c3_g10_i1	NA	NA	NA	NA	1.131453874	1.131453874	unbias	0.622384118	G43_M_mean
TRINITY_DN130830_c3_g1_i1	NA	NA	NA	NA	-0.424945249	0.424945249	unbias	0.282448221	Brain_mean
TRINITY_DN130830_c3_g2_i2	LOC100493204	Chr09	26892655	26892655	0.170033059	0.170033059	unbias	0.445345834	G43_M_mean
TRINITY_DN130830_c3_g5_i1	NA	NA	NA	NA	0.080227428	0.080227428	unbias	0.480971072	G46_M_mean
TRINITY_DN130830_c3_g7_i1	NA	NA	NA	NA	2.706404731	2.706404731	unbias	0.788765407	G43_M_mean
TRINITY_DN130830_c3_g8_i2	steap4	Chr06	22511879	22511879	0.693379152	0.693379152	unbias	0.481345662	G43_M_mean
TRINITY_DN130830_c3_g9_i1	NA	NA	NA	NA	0.869593803	0.869593803	unbias	0.578264426	G43_M_mean
TRINITY_DN130831_c0_g1_i4	lmnb3	Chr03	95747312	95747312	-0.402648194	0.402648194	unbias	0.696621123	G23_mean
TRINITY_DN130832_c0_g1_i2	NA	NA	NA	NA	0.034976924	0.034976924	unbias	0.550780785	Testis_mean
TRINITY_DN130833_c0_g1_i2	NA	NA	NA	NA	0.526671867	0.526671867	unbias	0.504390524	Brain_mean
TRINITY_DN130834_c1_g1_i1	NA	NA	NA	NA	0.322889282	0.322889282	unbias	0.632728216	Ovary_mean
TRINITY_DN130835_c3_g2_i2	NA	NA	NA	NA	0.711241558	0.711241558	unbias	0.724248387	Brain_mean
TRINITY_DN130835_c4_g6_i2	NA	NA	NA	NA	0.046114059	0.046114059	unbias	0.528331242	Ovary_mean
TRINITY_DN130837_c3_g1_i1	LOC100498212	Chr10	38312831	38312831	-0.394966046	0.394966046	unbias	0.359530038	G46_M_mean
TRINITY_DN130840_c1_g6_i1	NA	NA	NA	NA	0.073595139	0.073595139	unbias	0.270247648	G46_F_mean
TRINITY_DN130840_c1_g7_i10	NA	NA	NA	NA	-0.295081459	0.295081459	unbias	0.339518156	G46_F_mean
TRINITY_DN130844_c0_g2_i1	ifi30	Chr01	84909967	84909967	0.962442012	0.962442012	unbias	0.892514955	Brain_mean
TRINITY_DN130845_c4_g1_i3	NA	NA	NA	NA	-0.26070246	0.26070246	unbias	0.212015428	Brain_mean
TRINITY_DN130845_c5_g3_i4	NA	NA	NA	NA	-0.41057846	0.41057846	unbias	0.22868596	Ovary_mean
TRINITY_DN130845_c5_g5_i1	NA	NA	NA	NA	-0.195988414	0.195988414	unbias	0.201700748	Testis_mean
TRINITY_DN130845_c6_g2_i2	ipo5	Chr02	118134307	118134307	0.024467727	0.024467727	unbias	0.460096911	Brain_mean
TRINITY_DN130848_c0_g1_i4	NA	NA	NA	NA	-0.085593589	0.085593589	unbias	0.610696489	Ovary_mean
TRINITY_DN130849_c0_g1_i3	NA	NA	NA	NA	0.194326031	0.194326031	unbias	0.29223435	G43_M_mean
TRINITY_DN130849_c0_g2_i1	LOC100490433	Chr07	77126523	77126523	-0.354406347	0.354406347	unbias	0.247820075	G43_F_mean
TRINITY_DN130850_c9_g5_i2	NA	NA	NA	NA	-0.712260937	0.712260937	unbias	0.629251353	G27_mean
TRINITY_DN130851_c1_g4_i1	NA	NA	NA	NA	0.509839358	0.509839358	unbias	0.257002897	Brain_mean
TRINITY_DN130851_c1_g5_i1	efcab5	Chr02	24333620	24333620	0.6358715	0.6358715	unbias	0.414864884	G46_M_mean
TRINITY_DN130851_c2_g1_i1	NA	NA	NA	NA	0.479596805	0.479596805	unbias	0.328336656	G43_M_mean
TRINITY_DN130851_c2_g3_i1	NA	NA	NA	NA	0.930400314	0.930400314	unbias	0.542955796	Brain_mean
TRINITY_DN130852_c0_g1_i1	Xetrov90015377m	Chr06	50700	50700	0.190943223	0.190943223	unbias	0.241694808	Testis_mean
TRINITY_DN130854_c0_g3_i2	kif20a-like	Chr03	38381499	38381499	-0.343029404	0.343029404	unbias	0.295896466	G43_F_mean
TRINITY_DN130855_c0_g1_i6	NA	NA	NA	NA	0.06264971	0.06264971	unbias	0.345959141	G23_mean
TRINITY_DN130856_c5_g2_i3	inip	Chr01	96210940	96210940	0.226974301	0.226974301	unbias	0.278096091	G23_mean
TRINITY_DN130856_c6_g11_i1	NA	NA	NA	NA	0.047392211	0.047392211	unbias	0.390148443	Brain_mean
TRINITY_DN130856_c6_g16_i1	NA	NA	NA	NA	-1.245423213	1.245423213	unbias	0.714598648	G46_M_mean
TRINITY_DN130856_c6_g5_i1	NA	NA	NA	NA	-0.339955687	0.339955687	unbias	0.323310894	Brain_mean
TRINITY_DN130857_c0_g1_i1	NA	NA	NA	NA	-0.442403749	0.442403749	unbias	0.175683385	G43_F_mean
TRINITY_DN130857_c2_g1_i1	LOC100496220	Chr10	21982385	21982385	-0.440689291	0.440689291	unbias	0.437109965	G46_F_mean
TRINITY_DN130857_c3_g1_i1	NA	NA	NA	NA	0.10792235	0.10792235	unbias	0.346528983	Testis_mean
TRINITY_DN130857_c4_g1_i2	NA	NA	NA	NA	0.005085002	0.005085002	unbias	0.118097542	Ovary_mean
TRINITY_DN130858_c0_g2_i1	naa10	Chr08	14215168	14215168	-0.027797454	0.027797454	unbias	0.304210266	G43_M_mean
TRINITY_DN130859_c0_g2_i1	NA	NA	NA	NA	0.310242623	0.310242623	unbias	0.526083138	Ovary_mean
TRINITY_DN130859_c4_g2_i6	NA	NA	NA	NA	0.191098587	0.191098587	unbias	0.150055112	Testis_mean
TRINITY_DN130860_c2_g1_i3	NA	NA	NA	NA	-0.915162683	0.915162683	unbias	0.201264646	G46_M_mean
TRINITY_DN130860_c3_g1_i1	LOC101735154	Chr09	49505927	49505927	-0.284127695	0.284127695	unbias	0.513707225	Ovary_mean
TRINITY_DN130861_c0_g1_i1	NA	NA	NA	NA	0.422950055	0.422950055	unbias	0.694138346	Ovary_mean
TRINITY_DN130862_c0_g1_i1	NA	NA	NA	NA	-0.205023395	0.205023395	unbias	0.559103472	Testis_mean
TRINITY_DN130863_c1_g4_i2	slc28a3	Chr01	122105197	122105197	-0.081354207	0.081354207	unbias	0.52034115	Ovary_mean
TRINITY_DN130864_c0_g1_i1	NA	NA	NA	NA	0.50463132	0.50463132	unbias	0.490729208	Brain_mean
TRINITY_DN130866_c2_g2_i1	NA	NA	NA	NA	-0.044389203	0.044389203	unbias	0.415411806	Ovary_mean
TRINITY_DN130867_c0_g1_i2	NA	NA	NA	NA	0.36415804	0.36415804	unbias	0.729954319	Ovary_mean
TRINITY_DN130868_c1_g2_i6	NA	NA	NA	NA	0.256925724	0.256925724	unbias	0.657587389	Brain_mean
TRINITY_DN130868_c1_g4_i3	NA	NA	NA	NA	0.261632684	0.261632684	unbias	0.69791623	Brain_mean
TRINITY_DN130869_c0_g2_i3	NA	NA	NA	NA	0.276189438	0.276189438	unbias	0.101693796	G31_mean
TRINITY_DN130870_c2_g1_i1	NA	NA	NA	NA	0.898763095	0.898763095	unbias	0.665576754	G43_M_mean
TRINITY_DN130870_c3_g1_i2	NA	NA	NA	NA	-0.518066736	0.518066736	unbias	0.165644812	G31_mean
TRINITY_DN130870_c3_g2_i6	ssu72	Chr07	70659588	70659588	0.256037911	0.256037911	unbias	0.230635311	Ovary_mean
TRINITY_DN130872_c7_g1_i1	pcsk2	Chr05	31345093	31345093	0.223097187	0.223097187	unbias	0.639894489	Brain_mean
TRINITY_DN130872_c8_g2_i1	NA	NA	NA	NA	-0.233572328	0.233572328	unbias	0.070372105	Testis_mean
TRINITY_DN130872_c8_g5_i1	NA	NA	NA	NA	-0.101953349	0.101953349	unbias	0.091398448	Testis_mean
TRINITY_DN130873_c4_g1_i4	cttn-like.1	Chr03	80279098	80279098	0.011073444	0.011073444	unbias	0.289681231	Ovary_mean
TRINITY_DN130873_c5_g3_i1	NA	NA	NA	NA	0.409563034	0.409563034	unbias	0.361518778	Ovary_mean
TRINITY_DN130873_c6_g6_i1	NA	NA	NA	NA	-0.054508563	0.054508563	unbias	0.422229983	Ovary_mean
TRINITY_DN130874_c8_g5_i4	NA	NA	NA	NA	0.417681526	0.417681526	unbias	0.523675217	Brain_mean
TRINITY_DN130875_c1_g10_i6	NA	NA	NA	NA	-0.095864905	0.095864905	unbias	0.359070436	Brain_mean
TRINITY_DN130876_c1_g1_i1	NA	NA	NA	NA	-0.04328817	0.04328817	unbias	0.542119646	G31_mean
TRINITY_DN130876_c2_g3_i2	NA	NA	NA	NA	-0.593977952	0.593977952	unbias	0.328674305	Brain_mean
TRINITY_DN130876_c2_g4_i3	NA	NA	NA	NA	0.141223096	0.141223096	unbias	0.414762929	Brain_mean
TRINITY_DN130876_c2_g5_i1	NA	NA	NA	NA	1.248131539	1.248131539	unbias	0.37118287	Ovary_mean
TRINITY_DN130877_c0_g1_i1	NA	NA	NA	NA	-0.204405266	0.204405266	unbias	0.579212344	G46_M_mean
TRINITY_DN130877_c1_g1_i3	NA	NA	NA	NA	0.898974851	0.898974851	unbias	0.624430033	Brain_mean
TRINITY_DN130877_c1_g2_i1	NA	NA	NA	NA	0.47980335	0.47980335	unbias	0.875973084	Brain_mean
TRINITY_DN130878_c0_g1_i3	NA	NA	NA	NA	-3.924127854	3.924127854	female	0.70908609	Ovary_mean
TRINITY_DN130879_c0_g2_i2	NA	NA	NA	NA	0.010320128	0.010320128	unbias	0.617829892	Brain_mean
TRINITY_DN130880_c2_g1_i1	flvcr2	Chr08	61249794	61249794	-0.230314464	0.230314464	unbias	0.411532485	G46_M_mean
TRINITY_DN130880_c4_g2_i7	NA	NA	NA	NA	0.528974882	0.528974882	unbias	0.269070356	G46_M_mean
TRINITY_DN130880_c4_g3_i1	NA	NA	NA	NA	0.296726668	0.296726668	unbias	0.346067838	G46_M_mean
TRINITY_DN130881_c2_g4_i1	NA	NA	NA	NA	0.341785612	0.341785612	unbias	0.45562474	Brain_mean
TRINITY_DN130881_c3_g4_i2	NA	NA	NA	NA	-0.171558473	0.171558473	unbias	0.165874321	Ovary_mean
TRINITY_DN130882_c2_g2_i1	NA	NA	NA	NA	0.107447875	0.107447875	unbias	0.798827973	G27_mean
TRINITY_DN130883_c0_g1_i2	NA	NA	NA	NA	-0.644102644	0.644102644	unbias	0.666976209	Ovary_mean
TRINITY_DN130884_c3_g1_i4	NA	NA	NA	NA	0.456948589	0.456948589	unbias	0.5424566	Brain_mean
TRINITY_DN130884_c4_g1_i3	NA	NA	NA	NA	0.418838053	0.418838053	unbias	0.486544224	Liver_mean
TRINITY_DN130885_c4_g2_i1	NA	NA	NA	NA	-0.172522308	0.172522308	unbias	0.183595515	G46_F_mean
TRINITY_DN130886_c0_g1_i3	NA	NA	NA	NA	-0.088850795	0.088850795	unbias	0.321429262	Ovary_mean
TRINITY_DN130886_c1_g1_i1	fermt1	Chr05	21125029	21125029	0.631283215	0.631283215	unbias	0.415199121	G23_mean
TRINITY_DN130886_c1_g2_i1	NA	NA	NA	NA	-0.415329078	0.415329078	unbias	0.246780109	Brain_mean
TRINITY_DN130886_c1_g3_i1	NA	NA	NA	NA	0.365486395	0.365486395	unbias	0.61225074	Brain_mean
TRINITY_DN130886_c1_g4_i1	efcab1	Chr06	72874026	72874026	-0.23843895	0.23843895	unbias	0.451897257	Brain_mean
TRINITY_DN130886_c1_g5_i2	NA	NA	NA	NA	0.661556651	0.661556651	unbias	0.447933543	Ovary_mean
TRINITY_DN130888_c1_g1_i2	NA	NA	NA	NA	-0.074282656	0.074282656	unbias	0.380891551	Ovary_mean
TRINITY_DN130890_c0_g1_i8	NA	NA	NA	NA	0.089166924	0.089166924	unbias	0.556456358	Testis_mean
TRINITY_DN130890_c0_g2_i1	NA	NA	NA	NA	0.400270536	0.400270536	unbias	0.368570809	Brain_mean
TRINITY_DN130891_c6_g1_i1	NA	NA	NA	NA	0.0856584	0.0856584	unbias	0.37935024	Ovary_mean
TRINITY_DN130892_c0_g1_i1	NA	NA	NA	NA	0.538863799	0.538863799	unbias	0.431383817	Brain_mean
TRINITY_DN130893_c6_g1_i1	NA	NA	NA	NA	0.423909929	0.423909929	unbias	0.864183167	Brain_mean
TRINITY_DN130896_c4_g1_i1	NA	NA	NA	NA	-0.60031879	0.60031879	unbias	0.364262947	Brain_mean
TRINITY_DN130897_c13_g4_i2	en2	Chr06	9034168	9034168	0.40114606	0.40114606	unbias	0.154809943	Ovary_mean
TRINITY_DN130898_c0_g1_i1	gnptab	Chr03	39536043	39536043	0.444865327	0.444865327	unbias	0.417262079	Brain_mean
TRINITY_DN130898_c0_g2_i1	NA	NA	NA	NA	0.645197436	0.645197436	unbias	0.506570447	Brain_mean
TRINITY_DN130899_c2_g3_i2	NA	NA	NA	NA	-0.044477443	0.044477443	unbias	0.323104299	G43_M_mean
TRINITY_DN130900_c2_g1_i1	LOC100135223	Chr07	110601456	110601456	-0.452825901	0.452825901	unbias	0.212616306	Testis_mean
TRINITY_DN130900_c3_g1_i2	Xetrov90004584m	Chr02	41868398	41868398	0.05016851	0.05016851	unbias	0.373509793	Brain_mean
TRINITY_DN130901_c0_g1_i1	NA	NA	NA	NA	0.108820848	0.108820848	unbias	0.188266864	Ovary_mean
TRINITY_DN130901_c0_g3_i2	LOC101731262	Chr03	6166722	6166722	-0.047070969	0.047070969	unbias	0.19764698	G43_M_mean
TRINITY_DN130901_c0_g5_i1	cebpa	Chr04	20643465	20643465	0.46088728	0.46088728	unbias	0.727923598	Brain_mean
TRINITY_DN130903_c0_g3_i8	NA	NA	NA	NA	0.620195147	0.620195147	unbias	0.251696927	G23_mean
TRINITY_DN130904_c1_g1_i8	lef1	Chr01	57601350	57601350	0.095482496	0.095482496	unbias	0.065858992	G43_M_mean
TRINITY_DN130905_c3_g2_i3	NA	NA	NA	NA	-0.226997706	0.226997706	unbias	0.312776014	G46_F_mean
TRINITY_DN130906_c0_g1_i3	NA	NA	NA	NA	2.10867164	2.10867164	unbias	0.494218939	Testis_mean
