gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN126932_c0_g1_i10	NA	NA	NA	NA	0.541705062	0.541705062	unbias	0.609086837	Brain_mean	0.0875	0.136	1.5541
TRINITY_DN126935_c6_g3_i3	NA	NA	NA	NA	-0.18292962	0.18292962	unbias	0.65041396	Ovary_mean	0.0444	0.0649	1.4626
TRINITY_DN126938_c6_g2_i1	NA	NA	NA	NA	-0.082603179	0.082603179	unbias	0.40909587	Brain_mean	0.0945	0.1536	1.6251
TRINITY_DN126944_c2_g6_i2	NA	NA	NA	NA	-0.127780092	0.127780092	unbias	0.25343546	Ovary_mean	0.0363	0.0505	1.3881
TRINITY_DN126945_c0_g1_i2	wdr91	scaffold_150	266970	266970	-0.139836869	0.139836869	unbias	0.399317204	Ovary_mean	0.1222	0.2162	1.7684
TRINITY_DN126947_c0_g3_i1	NA	NA	NA	NA	-0.3893203	0.3893203	unbias	0.325580192	G27_mean	0.0972	0.1761	1.8115
TRINITY_DN126948_c0_g1_i4	NA	NA	NA	NA	0.495704252	0.495704252	unbias	0.580194923	Brain_mean	0.0367	0.068	1.8557
TRINITY_DN126956_c0_g1_i4	NA	NA	NA	NA	-0.083785755	0.083785755	unbias	0.180341586	Ovary_mean	0.0604	0.0699	1.1577
TRINITY_DN126957_c0_g1_i3	tdp2	Chr06	29582585	29582585	0.069206138	0.069206138	unbias	0.873107356	Brain_mean	0.1069	0.1105	1.0338
TRINITY_DN126960_c0_g2_i1	irg1	Chr08	24752883	24752883	-0.017305063	0.017305063	unbias	0.584438985	Ovary_mean	0.1756	0.2475	1.4095
TRINITY_DN126960_c0_g7_i1	NA	NA	NA	NA	-0.607296683	0.607296683	unbias	0.558095411	Ovary_mean	0.0925	0.1015	1.0972
TRINITY_DN126963_c1_g2_i3	NA	NA	NA	NA	0.059361052	0.059361052	unbias	0.457714667	Brain_mean	0.075	0.1149	1.5319
TRINITY_DN126968_c0_g1_i1	NA	NA	NA	NA	0.123151264	0.123151264	unbias	0.347281013	Testis_mean	0.1596	0.3052	1.9117
TRINITY_DN126969_c0_g1_i4	NA	NA	NA	NA	-0.094754709	0.094754709	unbias	0.302832303	Testis_mean	0.0748	0.1481	1.98
TRINITY_DN126971_c0_g4_i1	NA	NA	NA	NA	0.019242096	0.019242096	unbias	0.163328934	Brain_mean	0.0032	0.0038	1.2087
TRINITY_DN126975_c0_g1_i1	NA	NA	NA	NA	0.055530091	0.055530091	unbias	0.431189175	Ovary_mean	0.0361	0.0373	1.0323
TRINITY_DN126978_c0_g3_i3	sephs1	Chr03	72217915	72217915	0.195889791	0.195889791	unbias	0.229605515	G23_mean	0.1103	0.1295	1.174
TRINITY_DN126982_c0_g1_i1	NA	NA	NA	NA	-0.879152248	0.879152248	unbias	0.149590745	G23_mean	0.0553	0.0622	1.1253
TRINITY_DN126984_c0_g1_i2	NA	NA	NA	NA	0.170153962	0.170153962	unbias	0.174123546	Brain_mean	0.0517	0.0646	1.249
TRINITY_DN126990_c0_g1_i2	NA	NA	NA	NA	-0.492284534	0.492284534	unbias	0.17280123	Brain_mean	0.0888	0.1134	1.2776
TRINITY_DN126997_c2_g2_i8	NA	NA	NA	NA	0.320421422	0.320421422	unbias	0.208553381	Ovary_mean	0.0289	0.0449	1.5559
TRINITY_DN126998_c0_g2_i3	NA	NA	NA	NA	-0.075989301	0.075989301	unbias	0.275404898	G23_mean	0.1018	0.1954	1.9199
TRINITY_DN127001_c4_g3_i2	wdr44	Chr08	45918035	45918035	0.531288066	0.531288066	unbias	0.736282209	Brain_mean	0.0292	0.043	1.4736
TRINITY_DN127008_c0_g1_i1	NA	NA	NA	NA	-0.156773104	0.156773104	unbias	0.566756035	Ovary_mean	0.168	0.2455	1.461
TRINITY_DN127009_c1_g1_i3	NA	NA	NA	NA	-0.11331338	0.11331338	unbias	0.53109107	Testis_mean	0.1797	0.3188	1.7737
TRINITY_DN127011_c1_g3_i8	NA	NA	NA	NA	0.533410012	0.533410012	unbias	0.543252616	Brain_mean	0.0145	0.0058	0.3977
TRINITY_DN127013_c7_g3_i6	pdcl	Chr08	15461459	15461459	-0.082153134	0.082153134	unbias	0.197099539	Brain_mean	0.001	0.0014	1.3605
TRINITY_DN127015_c0_g2_i1	NA	NA	NA	NA	-0.126534116	0.126534116	unbias	0.504568752	Ovary_mean	0.2379	0.3699	1.5552
TRINITY_DN127020_c0_g2_i3	NA	NA	NA	NA	0.283348656	0.283348656	unbias	0.851630355	Brain_mean	0.0092	0.0136	1.4775
TRINITY_DN127021_c0_g1_i1	dek	Chr06	48159852	48159852	0.989677273	0.989677273	unbias	0.274234542	G43_M_mean	0.033	0.0519	1.5724
TRINITY_DN127021_c5_g1_i1	NA	NA	NA	NA	-0.559514015	0.559514015	unbias	0.528721697	Ovary_mean	0.0373	0.0589	1.5819
TRINITY_DN127023_c0_g1_i3	NA	NA	NA	NA	0.806381906	0.806381906	unbias	0.546296668	Brain_mean	0.0092	0.0167	1.8241
TRINITY_DN127024_c2_g3_i1	NA	NA	NA	NA	0.209056314	0.209056314	unbias	0.490250526	Ovary_mean	0.1643	0.1848	1.1249
TRINITY_DN127025_c3_g1_i1	NA	NA	NA	NA	-0.079833513	0.079833513	unbias	0.234178745	Ovary_mean	0.0105	0.0117	1.1133
TRINITY_DN127025_c5_g1_i1	gmppa	Chr09	78259253	78259253	0.174069553	0.174069553	unbias	0.253092633	Ovary_mean	0.0153	0.0219	1.4305
TRINITY_DN127028_c1_g1_i1	NA	NA	NA	NA	0.601359979	0.601359979	unbias	0.628766823	Ovary_mean	0.1249	0.1043	0.835
TRINITY_DN127028_c2_g1_i2	NA	NA	NA	NA	-0.120986265	0.120986265	unbias	0.451887931	Ovary_mean	0.0898	0.1213	1.3513
TRINITY_DN127035_c0_g1_i1	NA	NA	NA	NA	-0.071153003	0.071153003	unbias	0.511247776	Brain_mean	0.1167	0.2179	1.867
TRINITY_DN127040_c3_g1_i8	NA	NA	NA	NA	0.018914196	0.018914196	unbias	0.100353361	Brain_mean	0.0603	0.0817	1.3556
TRINITY_DN127041_c0_g3_i1	NA	NA	NA	NA	0.520317021	0.520317021	unbias	0.576620743	G23_mean	0.1187	0.1577	1.329
TRINITY_DN127043_c1_g1_i1	NA	NA	NA	NA	0.247927061	0.247927061	unbias	0.281892418	Testis_mean	0.1064	0.1739	1.6352
TRINITY_DN127045_c0_g1_i2	NA	NA	NA	NA	-0.195479876	0.195479876	unbias	0.487242623	Ovary_mean	0.0861	0.1074	1.2471
TRINITY_DN127049_c0_g3_i1	NA	NA	NA	NA	0.314661073	0.314661073	unbias	0.747083699	Brain_mean	0.0405	0.0474	1.169
TRINITY_DN127053_c0_g1_i2	NA	NA	NA	NA	0.033196447	0.033196447	unbias	0.29680617	Liver_mean	0.1115	0.1027	0.9213
TRINITY_DN127054_c2_g2_i1	plekhh2	Chr05	14497869	14497869	0.923421303	0.923421303	unbias	0.637508348	G23_mean	0.0781	0.1551	1.9859
TRINITY_DN127055_c1_g7_i1	NA	NA	NA	NA	0.345089051	0.345089051	unbias	0.382437878	Testis_mean	0.067	0.0998	1.49
TRINITY_DN127061_c4_g1_i1	map4k5	Chr08	72027859	72027859	-0.054030047	0.054030047	unbias	0.19645362	Ovary_mean	0.0182	0.0333	1.834
TRINITY_DN127064_c0_g1_i1	NA	NA	NA	NA	-0.001974037	0.001974037	unbias	0.524177186	Brain_mean	0.0679	0.0782	1.1521
TRINITY_DN127067_c5_g2_i2	NA	NA	NA	NA	0.16387849	0.16387849	unbias	0.369014102	Brain_mean	0.0277	0.0363	1.3117
TRINITY_DN127070_c0_g1_i3	NA	NA	NA	NA	-3.04935019	3.04935019	female	0.763323771	Ovary_mean	0.1381	0.2172	1.5734
TRINITY_DN127071_c0_g1_i1	NA	NA	NA	NA	-0.021424021	0.021424021	unbias	0.247373985	G23_mean	0.0155	0.0299	1.932
TRINITY_DN127073_c0_g3_i1	Xetrov90019859m	Chr08	5692611	5692611	-0.053175369	0.053175369	unbias	0.157782959	G31_mean	0.1027	0.1893	1.8427
TRINITY_DN127075_c1_g2_i7	wdr66	Chr01	153461529	153461529	0.090669052	0.090669052	unbias	0.352784998	Ovary_mean	0.0716	0.09	1.2565
TRINITY_DN127077_c3_g1_i2	NA	NA	NA	NA	-0.079601924	0.079601924	unbias	0.357019804	Ovary_mean	0.0875	0.1531	1.7504
TRINITY_DN127077_c4_g2_i4	NA	NA	NA	NA	0.229604137	0.229604137	unbias	0.739354434	Brain_mean	0.0714	0.0982	1.3761
TRINITY_DN127078_c0_g2_i4	NA	NA	NA	NA	0.061065327	0.061065327	unbias	0.088848374	G23_mean	0.0505	0.0923	1.8284
TRINITY_DN127084_c1_g6_i1	LOC733928	Chr06	50988723	50988723	0.405837614	0.405837614	unbias	0.258184096	Brain_mean	0.0092	0.0091	0.9892
TRINITY_DN127087_c0_g1_i1	NA	NA	NA	NA	-0.181358983	0.181358983	unbias	0.227946887	Testis_mean	0.0485	0.082	1.691
TRINITY_DN127096_c0_g1_i2	NA	NA	NA	NA	0.086225234	0.086225234	unbias	0.493720711	Ovary_mean	0.0461	0.0881	1.9118
TRINITY_DN127097_c1_g1_i5	NA	NA	NA	NA	0.1363106	0.1363106	unbias	0.271812746	Ovary_mean	0.1196	0.162	1.3544
TRINITY_DN127104_c0_g1_i1	NA	NA	NA	NA	0.583731138	0.583731138	unbias	0.286788437	G43_M_mean	0.0825	0.1284	1.5562
TRINITY_DN127109_c0_g1_i3	NA	NA	NA	NA	-0.251391975	0.251391975	unbias	0.265218731	Ovary_mean	0.0369	0.0433	1.1736
TRINITY_DN127113_c0_g1_i2	NA	NA	NA	NA	0.122271089	0.122271089	unbias	0.233054391	Ovary_mean	0.0534	0.0681	1.2763
TRINITY_DN127115_c0_g1_i2	dgke	Chr10	18307218	18307218	-0.080870346	0.080870346	unbias	0.232483535	Ovary_mean	0.0536	0.0787	1.4672
TRINITY_DN127119_c0_g1_i2	NA	NA	NA	NA	-0.253951726	0.253951726	unbias	0.082167868	Testis_mean	0.03	0.0419	1.3985
TRINITY_DN127120_c0_g1_i1	NA	NA	NA	NA	0.086021243	0.086021243	unbias	0.306033789	Brain_mean	0.0553	0.0374	0.676
TRINITY_DN127129_c2_g3_i1	NA	NA	NA	NA	-6.43400854	6.43400854	female	0.87539592	Ovary_mean	0.1346	0.2598	1.9303
TRINITY_DN127130_c4_g1_i1	ubfd1	Chr09	16738145	16738145	0.09615987	0.09615987	unbias	0.725013154	Brain_mean	0.0436	0.0695	1.5927
TRINITY_DN127143_c0_g3_i3	NA	NA	NA	NA	0.440864973	0.440864973	unbias	0.733873419	Brain_mean	0.0404	0.0466	1.1542
TRINITY_DN127146_c0_g2_i4	NA	NA	NA	NA	0.395458791	0.395458791	unbias	0.534454499	G43_M_mean	0.2056	0.3937	1.9146
TRINITY_DN127148_c0_g1_i1	NA	NA	NA	NA	-0.004113949	0.004113949	unbias	0.219416209	Testis_mean	0.0961	0.1838	1.9128
TRINITY_DN127149_c1_g1_i10	ccdc37	Chr04	122572617	122572617	0.229062438	0.229062438	unbias	0.408292044	Ovary_mean	0.1218	0.222	1.823
TRINITY_DN127150_c4_g4_i4	NA	NA	NA	NA	0.070247084	0.070247084	unbias	0.35402044	Brain_mean	0.0976	0.1392	1.4259
TRINITY_DN127150_c4_g6_i2	wnt6	Chr09	77358427	77358427	-0.226064906	0.226064906	unbias	0.433269323	Ovary_mean	0.0072	0.0054	0.7473
TRINITY_DN127154_c1_g3_i1	fbxo43-like	Chr06	113124316	113124316	0.524543734	0.524543734	unbias	0.297431454	Brain_mean	0.1679	0.246	1.465
TRINITY_DN127156_c7_g3_i1	NA	NA	NA	NA	0.189321232	0.189321232	unbias	0.586938326	Ovary_mean	0.1279	0.2123	1.6596
TRINITY_DN127158_c0_g1_i1	tmem72-like	Chr07	38126061	38126061	0.362425911	0.362425911	unbias	0.430336079	G43_M_mean	0.18	0.2836	1.5762
TRINITY_DN127159_c0_g1_i2	NA	NA	NA	NA	0.077892016	0.077892016	unbias	0.145520386	Ovary_mean	0.0577	0.0799	1.3857
TRINITY_DN127160_c8_g5_i1	NA	NA	NA	NA	0.374230871	0.374230871	unbias	0.203793474	Ovary_mean	0.0146	0.0149	1.021
TRINITY_DN127164_c5_g2_i1	NA	NA	NA	NA	0.174302407	0.174302407	unbias	0.629826933	Brain_mean	0.005	0.0042	0.8471
TRINITY_DN127166_c2_g6_i6	Xetrov90009750m	Chr03	128488263	128488263	-0.209488835	0.209488835	unbias	0.130394976	Brain_mean	0.1759	0.3299	1.875
TRINITY_DN127166_c3_g1_i1	spry4	Chr03	28028689	28028689	0.209526897	0.209526897	unbias	0.728012695	Brain_mean	0.0284	0.0264	0.9309
TRINITY_DN127173_c7_g1_i3	eif4h	Chr02	97147152	97147152	0.11267059	0.11267059	unbias	0.369139357	Ovary_mean	0.0413	0.0663	1.6069
TRINITY_DN127174_c0_g1_i1	NA	NA	NA	NA	0.125289061	0.125289061	unbias	0.24361818	Ovary_mean	0.1541	0.2537	1.6458
TRINITY_DN127182_c0_g1_i1	NA	NA	NA	NA	0.399320541	0.399320541	unbias	0.538111626	Brain_mean	0.0567	0.1122	1.9792
TRINITY_DN127185_c2_g2_i3	NA	NA	NA	NA	-0.029486167	0.029486167	unbias	0.364693666	Ovary_mean	0.0274	0.0129	0.4685
TRINITY_DN127186_c5_g6_i1	NA	NA	NA	NA	-0.167806781	0.167806781	unbias	0.553812771	G23_mean	0.122	0.2043	1.6748
TRINITY_DN127187_c0_g1_i1	NA	NA	NA	NA	-0.124625016	0.124625016	unbias	0.290004087	Ovary_mean	0.0207	0.0264	1.2727
TRINITY_DN127187_c0_g3_i1	LOC101731851	Chr10	24679645	24679645	-0.56225821	0.56225821	unbias	0.353566155	G43_F_mean	0.0409	0.0323	0.7897
TRINITY_DN127187_c1_g1_i1	LOC100490428-like	Chr05	121921042	121921042	-0.134883307	0.134883307	unbias	0.717677362	Brain_mean	0.0531	0.0551	1.0394
TRINITY_DN127188_c1_g3_i2	NA	NA	NA	NA	-0.059244309	0.059244309	unbias	0.214724228	Ovary_mean	0.0617	0.0854	1.3845
TRINITY_DN127190_c0_g1_i1	NA	NA	NA	NA	0.357882805	0.357882805	unbias	0.868871762	Brain_mean	0.0307	0.0393	1.2775
TRINITY_DN127193_c5_g1_i4	NA	NA	NA	NA	-0.510086703	0.510086703	unbias	0.631511683	G46_M_mean	0.135	0.2079	1.54
TRINITY_DN127193_c5_g2_i2	NA	NA	NA	NA	0.088186319	0.088186319	unbias	0.241597068	G23_mean	0.1758	0.3319	1.8884
TRINITY_DN127197_c12_g3_i1	NA	NA	NA	NA	-0.953859009	0.953859009	unbias	0.338376539	G46_F_mean	0.1567	0.2994	1.9106
TRINITY_DN127199_c0_g2_i3	NA	NA	NA	NA	0.71453136	0.71453136	unbias	0.329079702	G23_mean	0.0867	0.1122	1.2944
TRINITY_DN127205_c2_g3_i1	NA	NA	NA	NA	-0.437297599	0.437297599	unbias	0.080387395	G27_mean	0.1115	0.1517	1.3601
TRINITY_DN127208_c2_g8_i1	NA	NA	NA	NA	0.373762131	0.373762131	unbias	0.471766555	Brain_mean	0.0685	0.0727	1.0613
TRINITY_DN127209_c2_g4_i3	NA	NA	NA	NA	0.10513222	0.10513222	unbias	0.598045533	Ovary_mean	0.1877	0.2343	1.2486
TRINITY_DN127212_c3_g1_i2	NA	NA	NA	NA	0.163135041	0.163135041	unbias	0.526409447	G27_mean	0.1845	0.2825	1.531
TRINITY_DN127214_c0_g2_i1	NA	NA	NA	NA	-0.222909043	0.222909043	unbias	0.428250985	Ovary_mean	0.0955	0.1294	1.3551
TRINITY_DN127217_c1_g2_i2	NA	NA	NA	NA	0.100769608	0.100769608	unbias	0.233993489	Ovary_mean	0.071	0.1087	1.5315
TRINITY_DN127218_c0_g2_i1	NA	NA	NA	NA	0.227900234	0.227900234	unbias	0.417519439	G23_mean	0.1408	0.1849	1.3136
TRINITY_DN127224_c2_g1_i1	NA	NA	NA	NA	-0.02288171	0.02288171	unbias	0.482338749	G46_M_mean	0.0858	0.0931	1.0852
TRINITY_DN127225_c3_g2_i2	NA	NA	NA	NA	0.51329876	0.51329876	unbias	0.406980115	Brain_mean	0.0313	0.0588	1.8802
TRINITY_DN127225_c3_g5_i1	NA	NA	NA	NA	-0.381147923	0.381147923	unbias	0.376570603	Ovary_mean	0.0317	0.0351	1.1046
TRINITY_DN127228_c0_g4_i2	NA	NA	NA	NA	0.369562317	0.369562317	unbias	0.733607811	Brain_mean	0.0107	0.0132	1.2296
TRINITY_DN127229_c2_g1_i1	NA	NA	NA	NA	0.406069578	0.406069578	unbias	0.415113138	Brain_mean	0.0109	0.0174	1.6035
TRINITY_DN127231_c1_g2_i1	NA	NA	NA	NA	0.244943864	0.244943864	unbias	0.527173054	Ovary_mean	0.1574	0.2908	1.8478
TRINITY_DN127233_c1_g1_i5	NA	NA	NA	NA	-0.075603143	0.075603143	unbias	0.336679502	Ovary_mean	0.0376	0.0599	1.5918
TRINITY_DN127236_c2_g1_i1	NA	NA	NA	NA	-0.113329205	0.113329205	unbias	0.220191508	Brain_mean	0.0368	0.038	1.032
TRINITY_DN127241_c3_g1_i1	NA	NA	NA	NA	0.175002937	0.175002937	unbias	0.332333258	Brain_mean	0.0135	0.0213	1.5822
TRINITY_DN127245_c0_g1_i2	NA	NA	NA	NA	0.738319302	0.738319302	unbias	0.502696635	Brain_mean	0.0171	0.0163	0.9499
TRINITY_DN127247_c0_g1_i4	NA	NA	NA	NA	-0.009862654	0.009862654	unbias	0.371429605	Ovary_mean	0.0474	0.0609	1.2839
TRINITY_DN127252_c0_g2_i2	NA	NA	NA	NA	-0.140996921	0.140996921	unbias	0.607659797	Ovary_mean	0.1183	0.159	1.3439
TRINITY_DN127257_c3_g1_i5	NA	NA	NA	NA	0.113422133	0.113422133	unbias	0.311072295	Brain_mean	0.1558	0.2955	1.8968
TRINITY_DN127259_c0_g1_i1	NA	NA	NA	NA	0.685160125	0.685160125	unbias	0.602584972	Brain_mean	0.0627	0.0798	1.2716
TRINITY_DN127261_c1_g2_i6	plekha6	Chr02	59395654	59395654	-0.311104735	0.311104735	unbias	0.410544527	G23_mean	0.0183	0.0196	1.0704
TRINITY_DN127268_c2_g3_i3	NA	NA	NA	NA	-0.066450042	0.066450042	unbias	0.111874131	G23_mean	0.0369	0.0484	1.3126
TRINITY_DN127268_c2_g4_i6	exoc5	Chr08	83644745	83644745	0.149644748	0.149644748	unbias	0.3915333	Brain_mean	0.158	0.2908	1.8412
TRINITY_DN127273_c0_g3_i2	LOC100493181	Chr07	103153203	103153203	-0.690168054	0.690168054	unbias	0.3470318	Ovary_mean	0.0489	0.0709	1.4494
TRINITY_DN127277_c0_g2_i2	NA	NA	NA	NA	-0.59609543	0.59609543	unbias	0.55045717	G27_mean	0.0823	0.1207	1.4668
TRINITY_DN127280_c7_g2_i1	NA	NA	NA	NA	-0.009427197	0.009427197	unbias	0.621753498	Ovary_mean	0.1449	0.2262	1.561
TRINITY_DN127284_c0_g3_i1	NA	NA	NA	NA	-0.814967729	0.814967729	unbias	0.651009201	G27_mean	0.117	0.1899	1.6231
TRINITY_DN127286_c0_g1_i2	NA	NA	NA	NA	0.552238305	0.552238305	unbias	0.342693705	Testis_mean	0.0469	0.0469	1.0002
TRINITY_DN127287_c0_g1_i2	NA	NA	NA	NA	0.009620332	0.009620332	unbias	0.313687022	Ovary_mean	0.059	0.0952	1.6127
TRINITY_DN127293_c1_g4_i1	NA	NA	NA	NA	0.348334699	0.348334699	unbias	0.248396742	Brain_mean	0.0015	0.002	1.3659
TRINITY_DN127293_c1_g5_i6	NA	NA	NA	NA	-0.260455696	0.260455696	unbias	0.200881346	Brain_mean	0.0044	0.006	1.3652
TRINITY_DN127293_c1_g6_i1	NA	NA	NA	NA	-0.337751281	0.337751281	unbias	0.443850631	Brain_mean	0.0037	0.0051	1.3614
TRINITY_DN127298_c8_g2_i1	NA	NA	NA	NA	0.051776155	0.051776155	unbias	0.491574206	Ovary_mean	0.0883	0.1232	1.3953
TRINITY_DN127303_c3_g2_i1	NA	NA	NA	NA	0.428424182	0.428424182	unbias	0.569107049	Brain_mean	0.0242	0.0251	1.0388
TRINITY_DN127310_c2_g2_i1	LOC100492912-like	Chr04	41074860	41074860	0.514331932	0.514331932	unbias	0.380487267	G46_F_mean	0.0779	0.0995	1.2766
TRINITY_DN127312_c0_g1_i1	NA	NA	NA	NA	-0.129472843	0.129472843	unbias	0.463690927	Ovary_mean	0.0924	0.1172	1.2675
TRINITY_DN127319_c0_g4_i3	NA	NA	NA	NA	-0.004767633	0.004767633	unbias	0.291872735	Brain_mean	0.1256	0.1863	1.4828
TRINITY_DN127319_c1_g1_i1	NA	NA	NA	NA	0.117326067	0.117326067	unbias	0.49686618	G27_mean	0.1335	0.1962	1.4694
TRINITY_DN127320_c1_g3_i2	NA	NA	NA	NA	0.520275654	0.520275654	unbias	0.160594935	G46_M_mean	0.0943	0.118	1.2508
TRINITY_DN127324_c1_g1_i1	NA	NA	NA	NA	0.161581956	0.161581956	unbias	0.372894717	Ovary_mean	0.0647	0.0951	1.4711
TRINITY_DN127331_c0_g1_i1	NA	NA	NA	NA	0.622785096	0.622785096	unbias	0.713132247	Brain_mean	0.0294	0.0427	1.4539
TRINITY_DN127333_c1_g1_i5	rbp4	Chr07	27750305	27750305	0.778021489	0.778021489	unbias	0.430111863	G46_M_mean	0.0912	0.1703	1.8669
TRINITY_DN127333_c1_g4_i8	NA	NA	NA	NA	-0.498621412	0.498621412	unbias	0.269368595	Ovary_mean	0.0501	0.0509	1.0177
TRINITY_DN127335_c2_g3_i2	rexo4	scaffold_371	20489	20489	-0.046628592	0.046628592	unbias	0.373638367	Ovary_mean	0.052	0.0911	1.7537
TRINITY_DN127341_c11_g1_i1	NA	NA	NA	NA	-0.532392559	0.532392559	unbias	0.696907457	Ovary_mean	0.0825	0.1434	1.7384
TRINITY_DN127344_c0_g1_i3	nol6	Chr01	194735632	194735632	-0.016786177	0.016786177	unbias	0.319921019	Testis_mean	0.0556	0.0714	1.2831
TRINITY_DN127345_c0_g1_i2	NA	NA	NA	NA	0.410948814	0.410948814	unbias	0.550084031	Ovary_mean	0.1227	0.2114	1.7222
TRINITY_DN127351_c3_g3_i1	NA	NA	NA	NA	-0.277595486	0.277595486	unbias	0.523236434	Ovary_mean	0.1249	0.2495	1.9985
TRINITY_DN127357_c7_g1_i1	NA	NA	NA	NA	-0.468510315	0.468510315	unbias	0.18730553	G27_mean	0.062	0.0648	1.0453
TRINITY_DN127358_c0_g1_i2	pigg-like	Chr01	80113835	80113835	0.98752699	0.98752699	unbias	0.946370442	Brain_mean	0.1215	0.1811	1.4912
TRINITY_DN127361_c15_g1_i3	NA	NA	NA	NA	0.394769813	0.394769813	unbias	0.643061024	Liver_mean	0.0686	0.1155	1.683
TRINITY_DN127370_c1_g7_i1	NA	NA	NA	NA	-0.134679278	0.134679278	unbias	0.497572279	Liver_mean	0.1243	0.2069	1.664
TRINITY_DN127372_c5_g1_i6	NA	NA	NA	NA	-0.252105124	0.252105124	unbias	0.341088765	Ovary_mean	0.1222	0.1946	1.5921
TRINITY_DN127375_c0_g1_i1	NA	NA	NA	NA	-0.341768061	0.341768061	unbias	0.279389725	Ovary_mean	0.0587	0.0804	1.3692
TRINITY_DN127380_c0_g1_i1	NA	NA	NA	NA	0.892101961	0.892101961	unbias	0.402553578	G43_M_mean	0.2504	0.3433	1.3708
TRINITY_DN127386_c0_g1_i14	LOC100488420	Chr07	110560941	110560941	0.631269145	0.631269145	unbias	0.324364665	Testis_mean	0.0261	0.0367	1.4057
TRINITY_DN127392_c2_g1_i1	NA	NA	NA	NA	0.211398114	0.211398114	unbias	0.581188498	Brain_mean	0.1006	0.1214	1.2073
TRINITY_DN127394_c1_g1_i1	LOC100493887	Chr01	18549030	18549030	-0.077096642	0.077096642	unbias	0.760152797	G27_mean	0.0499	0.0533	1.0684
TRINITY_DN127394_c2_g2_i1	LOC100487393	Chr03	118718028	118718028	-0.884505704	0.884505704	unbias	0.341288707	Ovary_mean	0.1142	0.0674	0.5904
TRINITY_DN127394_c2_g3_i1	sav1	Chr08	72161391	72161391	0.050902394	0.050902394	unbias	0.337032369	G43_M_mean	0.0499	0.0441	0.8854
TRINITY_DN127398_c4_g2_i1	NA	NA	NA	NA	0.060170092	0.060170092	unbias	0.539186016	Ovary_mean	0.0348	0.0544	1.5665
TRINITY_DN127399_c1_g2_i2	mpp6	Chr06	34140440	34140440	0.359393911	0.359393911	unbias	0.415423583	Testis_mean	0.0848	0.1264	1.491
TRINITY_DN127401_c0_g1_i1	NA	NA	NA	NA	-0.178481342	0.178481342	unbias	0.413778821	Ovary_mean	0.0118	0.0099	0.8434
TRINITY_DN127409_c0_g1_i4	NA	NA	NA	NA	-0.247890709	0.247890709	unbias	0.70738272	Ovary_mean	0.1149	0.1139	0.9916
TRINITY_DN127411_c1_g2_i3	chtf18	Chr09	10510275	10510275	0.34248166	0.34248166	unbias	0.246780586	Brain_mean	0.1052	0.1435	1.3632
TRINITY_DN127412_c4_g1_i2	man1b1	scaffold_623	90835	90835	-0.473626049	0.473626049	unbias	0.08588821	G27_mean	0.0297	0.039	1.3161
TRINITY_DN127416_c0_g1_i1	pvalb	Chr09	19933787	19933787	0.008122682	0.008122682	unbias	0.574362437	Brain_mean	0.0489	0.062	1.2677
TRINITY_DN127419_c2_g2_i1	NA	NA	NA	NA	-0.039243904	0.039243904	unbias	0.861845708	Brain_mean	0.0512	0.0842	1.6451
TRINITY_DN127421_c2_g1_i1	NA	NA	NA	NA	0.87090388	0.87090388	unbias	0.675476746	Liver_mean	0.0921	0.1261	1.3693
TRINITY_DN127422_c1_g1_i1	NA	NA	NA	NA	0.636808362	0.636808362	unbias	0.455315056	Brain_mean	0.0899	0.1165	1.296
TRINITY_DN127422_c1_g2_i2	cdpf1-like	scaffold_214	74870	74870	0.031503816	0.031503816	unbias	0.595322882	Ovary_mean	0.2329	0.3482	1.4948
TRINITY_DN127423_c0_g1_i10	NA	NA	NA	NA	0.113596338	0.113596338	unbias	0.263456114	Brain_mean	0.0557	0.1017	1.8254
TRINITY_DN127427_c5_g1_i1	slc46a3	Chr02	151865444	151865444	-0.691782552	0.691782552	unbias	0.218470978	Ovary_mean	0.1002	0.117	1.1683
TRINITY_DN127429_c1_g3_i4	NA	NA	NA	NA	-0.157458514	0.157458514	unbias	0.435858476	Ovary_mean	0.0204	0.0311	1.5275
TRINITY_DN127429_c4_g2_i7	uqcrfs1	Chr04	23989119	23989119	0.614196415	0.614196415	unbias	0.502602525	Brain_mean	0.0331	0.0314	0.9499
TRINITY_DN127432_c1_g4_i2	NA	NA	NA	NA	-0.107391955	0.107391955	unbias	0.340958023	Testis_mean	0.0328	0.0583	1.7789
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.555936696	2.555936696	male	0.418123091	Brain_mean	0.0448	0.0605	1.3523
TRINITY_DN127438_c0_g1_i5	NA	NA	NA	NA	0.124312628	0.124312628	unbias	0.367205095	Ovary_mean	0.0593	0.1118	1.884
TRINITY_DN127439_c2_g3_i1	NA	NA	NA	NA	-0.063271465	0.063271465	unbias	0.301690269	Ovary_mean	0.0607	0.0926	1.5266
TRINITY_DN127441_c1_g3_i1	NA	NA	NA	NA	0.517189603	0.517189603	unbias	0.367596108	G43_M_mean	0.0668	0.1067	1.5968
TRINITY_DN127441_c1_g6_i2	NA	NA	NA	NA	0.47877661	0.47877661	unbias	0.311049917	G43_M_mean	0.059	0.0945	1.6032
