gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN130661_c0_g1_i3	ptp4a2	Chr02	82514638	82514638	-0.000201449
TRINITY_DN130662_c0_g1_i1	NA	NA	NA	NA	-0.672112776
TRINITY_DN130664_c0_g5_i3	NA	NA	NA	NA	-0.093222405
TRINITY_DN130664_c0_g9_i3	NA	NA	NA	NA	0.234312164
TRINITY_DN130665_c1_g5_i3	srcrb4d	Chr02	90251249	90251249	0.000183164
TRINITY_DN130665_c2_g1_i1	NA	NA	NA	NA	0.436576037
TRINITY_DN130667_c0_g1_i5	NA	NA	NA	NA	-0.405025704
TRINITY_DN130668_c0_g1_i1	NA	NA	NA	NA	-0.268109065
TRINITY_DN130669_c1_g2_i1	NA	NA	NA	NA	2.016230441
TRINITY_DN130670_c0_g1_i1	hibadh	Chr06	32622949	32622949	0.309416523
TRINITY_DN130671_c3_g1_i1	NA	NA	NA	NA	-0.383671274
TRINITY_DN130671_c3_g2_i4	gadd45a	Chr04	80098648	80098648	0.354435367
TRINITY_DN130672_c2_g2_i1	dpep1	Chr04	61678841	61678841	0.544160532
TRINITY_DN130673_c10_g2_i1	NA	NA	NA	NA	-0.259433304
TRINITY_DN130673_c6_g1_i1	NA	NA	NA	NA	0.225829215
TRINITY_DN130674_c6_g1_i4	NA	NA	NA	NA	0.374584749
TRINITY_DN130675_c0_g1_i3	hnrpk	Chr01	122027702	122027702	-0.270238646
TRINITY_DN130677_c0_g1_i1	mvk	Chr01	138381320	138381320	-0.095201154
TRINITY_DN130677_c4_g1_i1	trib1	Chr06	129559426	129559426	-0.069098349
TRINITY_DN130677_c5_g1_i3	LOC100490651-like	Chr02	141220723	141220723	0.177879765
TRINITY_DN130678_c2_g2_i3	NA	NA	NA	NA	0.354304652
TRINITY_DN130680_c2_g1_i1	NA	NA	NA	NA	0.323747371
TRINITY_DN130681_c5_g1_i1	LOC100145084	scaffold_547	1712	1712	-0.577587307
TRINITY_DN130682_c0_g1_i4	NA	NA	NA	NA	0.063258469
TRINITY_DN130683_c3_g1_i1	NA	NA	NA	NA	0.39194583
TRINITY_DN130685_c5_g2_i2	NA	NA	NA	NA	0.564162075
TRINITY_DN130688_c0_g1_i3	NA	NA	NA	NA	0.675351559
TRINITY_DN130690_c4_g4_i3	esr1	Chr05	37563765	37563765	0.348540497
TRINITY_DN130691_c1_g2_i1	NA	NA	NA	NA	0.222692782
TRINITY_DN130695_c1_g1_i1	NA	NA	NA	NA	0.028413766
TRINITY_DN130696_c0_g1_i2	NA	NA	NA	NA	0.149544198
TRINITY_DN130697_c2_g2_i7	NA	NA	NA	NA	0.182468756
TRINITY_DN130698_c0_g1_i2	sowahb	Chr01	94515141	94515141	-0.097034665
TRINITY_DN130699_c6_g2_i2	NA	NA	NA	NA	-0.390844521
TRINITY_DN130699_c7_g1_i2	NA	NA	NA	NA	0.131001741
TRINITY_DN130700_c2_g1_i1	NA	NA	NA	NA	-0.110385564
TRINITY_DN130702_c10_g3_i1	NA	NA	NA	NA	-0.385997668
TRINITY_DN130702_c10_g5_i1	scamp2	Chr03	84324453	84324453	0.700726478
TRINITY_DN130703_c0_g1_i1	NA	NA	NA	NA	-0.251955212
TRINITY_DN130704_c4_g1_i1	NA	NA	NA	NA	0.246204779
TRINITY_DN130706_c0_g1_i1	NA	NA	NA	NA	0.191319775
TRINITY_DN130707_c3_g6_i1	slc25a3	Chr03	42028311	42028311	-0.386856517
TRINITY_DN130708_c0_g1_i1	glod5	Chr01	10447866	10447866	0.313702437
TRINITY_DN130708_c1_g2_i5	NA	NA	NA	NA	0.14481826
TRINITY_DN130709_c0_g1_i3	mtg1	Chr07	38329521	38329521	-0.378311078
TRINITY_DN130709_c1_g1_i1	cnn1	Chr01	81171220	81171220	-0.417585138
TRINITY_DN130709_c2_g1_i1	NA	NA	NA	NA	0.124390321
TRINITY_DN130710_c0_g1_i2	NA	NA	NA	NA	0.372962776
TRINITY_DN130711_c1_g2_i3	NA	NA	NA	NA	0.209447739
TRINITY_DN130711_c1_g3_i1	NA	NA	NA	NA	0.53882224
TRINITY_DN130712_c0_g1_i7	NA	NA	NA	NA	0.433725289
TRINITY_DN130713_c0_g3_i3	NA	NA	NA	NA	-0.236914443
TRINITY_DN130714_c0_g1_i1	NA	NA	NA	NA	0.888102344
TRINITY_DN130716_c0_g10_i1	not	Chr01	10478571	10478571	0.350139328
TRINITY_DN130716_c0_g2_i2	NA	NA	NA	NA	0.76053579
TRINITY_DN130716_c0_g3_i1	hn1l	Chr09	15737579	15737579	-0.482012734
TRINITY_DN130716_c0_g8_i1	NA	NA	NA	NA	-0.451160343
TRINITY_DN130716_c0_g9_i1	NA	NA	NA	NA	0.378237241
TRINITY_DN130718_c6_g2_i5	tox4	Chr01	129555702	129555702	-0.905492788
TRINITY_DN130719_c1_g5_i4	kiaa0319l	Chr02	56327598	56327598	-0.784374493
TRINITY_DN130721_c1_g2_i1	NA	NA	NA	NA	-0.477145341
TRINITY_DN130723_c0_g2_i2	NA	NA	NA	NA	-0.245976679
TRINITY_DN130723_c0_g3_i3	NA	NA	NA	NA	0.263076131
TRINITY_DN130723_c0_g4_i1	mrpl4	Chr03	126796661	126796661	-0.474158327
TRINITY_DN130725_c1_g1_i1	tsku	Chr02	168633340	168633340	-1.338939758
TRINITY_DN130725_c1_g4_i1	NA	NA	NA	NA	0.044399363
TRINITY_DN130725_c2_g1_i6	NA	NA	NA	NA	0.164296181
TRINITY_DN130726_c0_g1_i1	NA	NA	NA	NA	-0.264559513
TRINITY_DN130727_c0_g9_i2	NA	NA	NA	NA	-0.068087477
TRINITY_DN130727_c1_g1_i1	NA	NA	NA	NA	-0.021388129
TRINITY_DN130728_c1_g1_i2	NA	NA	NA	NA	-0.116092276
TRINITY_DN130729_c0_g2_i1	NA	NA	NA	NA	-0.411709559
TRINITY_DN130729_c0_g5_i1	ndc1	Chr04	87192605	87192605	-0.462088893
TRINITY_DN130730_c9_g1_i3	NA	NA	NA	NA	0.196548656
TRINITY_DN130731_c1_g1_i1	NA	NA	NA	NA	-0.234958132
TRINITY_DN130732_c3_g1_i5	NA	NA	NA	NA	-0.048346784
TRINITY_DN130733_c2_g6_i1	NA	NA	NA	NA	0.338715089
TRINITY_DN130733_c3_g2_i5	NA	NA	NA	NA	-0.115287957
TRINITY_DN130733_c3_g4_i1	NA	NA	NA	NA	0.605025213
TRINITY_DN130734_c0_g1_i1	parp6	Chr03	82502953	82502953	0.047136527
TRINITY_DN130734_c4_g1_i2	NA	NA	NA	NA	-0.285428495
TRINITY_DN130734_c5_g1_i1	NA	NA	NA	NA	1.259899374
TRINITY_DN130735_c0_g1_i2	NA	NA	NA	NA	-0.030559624
TRINITY_DN130735_c0_g2_i1	NA	NA	NA	NA	-0.2000756
TRINITY_DN130737_c0_g1_i3	NA	NA	NA	NA	-0.271934985
TRINITY_DN130738_c0_g1_i10	bloc1s4	Chr06	29570259	29570259	0.223645362
TRINITY_DN130744_c6_g1_i1	NA	NA	NA	NA	0.141373282
TRINITY_DN130744_c6_g2_i2	NA	NA	NA	NA	-0.14744708
TRINITY_DN130744_c7_g3_i2	NA	NA	NA	NA	0.015481566
TRINITY_DN130745_c0_g1_i2	NA	NA	NA	NA	0.090742634
TRINITY_DN130745_c0_g2_i1	hacl1	Chr06	80350371	80350371	-0.094942809
TRINITY_DN130745_c1_g2_i1	lig1	Chr07	95413546	95413546	-0.001278901
TRINITY_DN130746_c0_g1_i3	NA	NA	NA	NA	-0.190962677
TRINITY_DN130750_c2_g3_i1	NA	NA	NA	NA	0.066014604
TRINITY_DN130750_c2_g4_i1	NA	NA	NA	NA	0.16744722
TRINITY_DN130751_c0_g1_i1	NA	NA	NA	NA	-0.26294676
TRINITY_DN130751_c0_g4_i5	LOC101733542	Chr05	85395171	85395171	0.231409261
TRINITY_DN130751_c1_g3_i8	NA	NA	NA	NA	0.232482705
TRINITY_DN130752_c0_g1_i1	NA	NA	NA	NA	-0.596891339
TRINITY_DN130752_c0_g2_i9	NA	NA	NA	NA	0.177820803
TRINITY_DN130752_c0_g4_i2	NA	NA	NA	NA	-0.010586952
TRINITY_DN130753_c0_g2_i1	NA	NA	NA	NA	-0.316991467
TRINITY_DN130754_c0_g3_i8	NA	NA	NA	NA	0.149624374
TRINITY_DN130755_c0_g2_i1	NA	NA	NA	NA	-0.63384308
TRINITY_DN130755_c1_g3_i4	NA	NA	NA	NA	0.68650317
TRINITY_DN130756_c3_g1_i2	NA	NA	NA	NA	-0.098917702
TRINITY_DN130757_c2_g3_i4	NA	NA	NA	NA	-0.548594565
TRINITY_DN130759_c0_g1_i7	NA	NA	NA	NA	-0.207125616
TRINITY_DN130760_c1_g1_i1	LOC100491264-like	scaffold_2692	665	665	-0.037052625
TRINITY_DN130761_c6_g3_i1	NA	NA	NA	NA	-0.558297588
TRINITY_DN130762_c4_g2_i2	kdelr3	Chr04	112123178	112123178	0.168947054
TRINITY_DN130763_c0_g1_i1	NA	NA	NA	NA	-0.550679033
TRINITY_DN130763_c0_g2_i1	NA	NA	NA	NA	0.229796273
TRINITY_DN130764_c1_g1_i1	NA	NA	NA	NA	-0.554366665
TRINITY_DN130764_c2_g2_i4	NA	NA	NA	NA	0.536487474
TRINITY_DN130764_c3_g2_i4	NA	NA	NA	NA	0.066269955
TRINITY_DN130765_c5_g1_i1	NA	NA	NA	NA	-0.537362234
TRINITY_DN130765_c6_g10_i1	NA	NA	NA	NA	-0.072757651
TRINITY_DN130766_c0_g1_i1	polr1a	Chr01	15112002	15112002	0.442968333
TRINITY_DN130767_c0_g1_i1	NA	NA	NA	NA	-0.109901187
TRINITY_DN130769_c2_g1_i1	NA	NA	NA	NA	0.270065363
TRINITY_DN130769_c2_g4_i6	NA	NA	NA	NA	0.128049189
TRINITY_DN130769_c3_g1_i2	NA	NA	NA	NA	-0.508905336
TRINITY_DN130770_c0_g1_i2	Xetrov90014487m	Chr05	103115814	103115814	-0.080872046
TRINITY_DN130770_c0_g2_i2	NA	NA	NA	NA	0.773777592
TRINITY_DN130770_c1_g1_i2	pus7	Chr03	67530666	67530666	0.771417698
TRINITY_DN130772_c0_g1_i6	NA	NA	NA	NA	0.208526543
TRINITY_DN130772_c0_g4_i11	cant1	Chr10	11897375	11897375	0.459487428
TRINITY_DN130773_c2_g1_i1	NA	NA	NA	NA	-0.329252287
TRINITY_DN130774_c0_g1_i1	NA	NA	NA	NA	0.008726925
TRINITY_DN130775_c0_g1_i4	NA	NA	NA	NA	0.091233789
TRINITY_DN130776_c1_g1_i1	rcn1	Chr04	9743159	9743159	-0.495013971
TRINITY_DN130776_c2_g1_i3	NA	NA	NA	NA	0.500102619
TRINITY_DN130777_c3_g1_i1	NA	NA	NA	NA	0.704401245
TRINITY_DN130777_c4_g10_i1	NA	NA	NA	NA	0.440711291
TRINITY_DN130777_c4_g9_i3	NA	NA	NA	NA	0.024166433
TRINITY_DN130778_c0_g1_i1	NA	NA	NA	NA	0.550534782
TRINITY_DN130779_c3_g1_i1	NA	NA	NA	NA	0.126715362
TRINITY_DN130779_c3_g5_i1	NA	NA	NA	NA	0.045693529
TRINITY_DN130779_c3_g6_i2	NA	NA	NA	NA	0.572826152
TRINITY_DN130781_c3_g1_i1	cstf2	Chr08	17513053	17513053	-0.122196551
TRINITY_DN130781_c6_g1_i1	NA	NA	NA	NA	0.529020787
TRINITY_DN130783_c0_g1_i2	akap17a	Chr02	34581836	34581836	0.219541213
TRINITY_DN130784_c3_g1_i5	NA	NA	NA	NA	0.102061546
TRINITY_DN130785_c1_g3_i1	NA	NA	NA	NA	-1.194701537
TRINITY_DN130785_c3_g2_i1	NA	NA	NA	NA	-0.356952479
TRINITY_DN130787_c1_g1_i1	NA	NA	NA	NA	0.340813809
TRINITY_DN130788_c3_g1_i1	NA	NA	NA	NA	-1.299371817
TRINITY_DN130788_c6_g1_i1	NA	NA	NA	NA	-0.417525045
TRINITY_DN130788_c7_g2_i1	zc3h6	Chr05	39016190	39016190	0.199496129
TRINITY_DN130788_c7_g3_i2	sema3c	Chr03	69578158	69578158	0.082568078
TRINITY_DN130788_c9_g6_i1	NA	NA	NA	NA	0.543015675
TRINITY_DN130789_c2_g1_i1	NA	NA	NA	NA	0.2257003
TRINITY_DN130789_c3_g1_i1	epn1	Chr09	12582955	12582955	0.113209878
TRINITY_DN130789_c4_g1_i2	NA	NA	NA	NA	0.056289402
TRINITY_DN130789_c5_g2_i2	tmpo	Chr03	42004637	42004637	0.108953184
TRINITY_DN130791_c0_g2_i1	NA	NA	NA	NA	0.947706798
TRINITY_DN130792_c4_g1_i1	NA	NA	NA	NA	0.657930908
TRINITY_DN130792_c5_g2_i3	NA	NA	NA	NA	-0.477277437
TRINITY_DN130793_c4_g3_i1	acsl4	Chr05	121713589	121713589	0.634832359
TRINITY_DN130794_c4_g10_i1	NA	NA	NA	NA	-0.258375789
TRINITY_DN130794_c4_g12_i1	NA	NA	NA	NA	-0.005236838
TRINITY_DN130796_c4_g2_i5	NA	NA	NA	NA	-0.539229725
TRINITY_DN130799_c0_g1_i2	NA	NA	NA	NA	0.144436872
TRINITY_DN130799_c0_g2_i2	NA	NA	NA	NA	0.139794484
TRINITY_DN130800_c1_g1_i1	NA	NA	NA	NA	0.290762296
TRINITY_DN130800_c1_g5_i1	NA	NA	NA	NA	-0.18178015
TRINITY_DN130800_c2_g2_i2	NA	NA	NA	NA	0.411485628
TRINITY_DN130801_c1_g1_i2	NA	NA	NA	NA	-0.063110987
TRINITY_DN130801_c2_g1_i1	Xetrov90001894m	Chr01	97375445	97375445	-0.491479127
TRINITY_DN130802_c0_g1_i1	NA	NA	NA	NA	-0.433194306
TRINITY_DN130804_c7_g2_i2	NA	NA	NA	NA	-0.161777783
TRINITY_DN130805_c1_g2_i2	NA	NA	NA	NA	0.358657156
TRINITY_DN130805_c2_g4_i1	NA	NA	NA	NA	0.657612556
TRINITY_DN130806_c0_g2_i3	NA	NA	NA	NA	-0.125216034
TRINITY_DN130807_c0_g3_i3	NA	NA	NA	NA	-0.372032102
TRINITY_DN130809_c2_g1_i3	NA	NA	NA	NA	0.086764455
TRINITY_DN130810_c1_g1_i1	NA	NA	NA	NA	-1.091750163
TRINITY_DN130810_c4_g3_i2	NA	NA	NA	NA	1.886161981
TRINITY_DN130810_c6_g1_i1	NA	NA	NA	NA	-0.103255626
TRINITY_DN130813_c0_g2_i3	NA	NA	NA	NA	0.00744552
TRINITY_DN130814_c0_g1_i4	NA	NA	NA	NA	0.299426785
TRINITY_DN130815_c0_g1_i1	NA	NA	NA	NA	0.143343374
TRINITY_DN130816_c0_g1_i1	NA	NA	NA	NA	0.906239661
TRINITY_DN130816_c2_g1_i1	adamts4-like	Chr08	117401103	117401103	-0.206162734
TRINITY_DN130816_c3_g1_i1	NA	NA	NA	NA	-3.103292145
TRINITY_DN130816_c5_g1_i9	NA	NA	NA	NA	0.575345791
TRINITY_DN130818_c0_g1_i1	rnf223	Chr07	79118199	79118199	0.161134925
TRINITY_DN130818_c2_g2_i6	nampt	Chr03	67255881	67255881	0.418918163
TRINITY_DN130820_c5_g1_i8	NA	NA	NA	NA	-0.213153189
TRINITY_DN130820_c7_g1_i3	LOC100498440-like	Chr04	49287697	49287697	0.158808199
TRINITY_DN130821_c0_g1_i1	NA	NA	NA	NA	-0.006615326
TRINITY_DN130822_c0_g2_i1	NA	NA	NA	NA	-0.343989835
TRINITY_DN130822_c0_g3_i1	NA	NA	NA	NA	-0.010455836
TRINITY_DN130824_c0_g1_i1	NA	NA	NA	NA	0.081078066
TRINITY_DN130825_c2_g3_i1	NA	NA	NA	NA	0.445095881
TRINITY_DN130825_c2_g5_i1	NA	NA	NA	NA	-0.082501426
TRINITY_DN130826_c2_g1_i1	NA	NA	NA	NA	-0.372014177
TRINITY_DN130826_c3_g1_i4	NA	NA	NA	NA	-0.249775329
TRINITY_DN130828_c1_g3_i2	NA	NA	NA	NA	0.671771851
TRINITY_DN130828_c1_g4_i3	NA	NA	NA	NA	-0.984055646
TRINITY_DN130828_c1_g5_i3	cacng2	Chr04	113057152	113057152	0.721575614
TRINITY_DN130829_c2_g1_i1	LOC100145689	Chr04	27003994	27003994	-0.193558191
TRINITY_DN130829_c4_g2_i3	NA	NA	NA	NA	0.514335399
TRINITY_DN130830_c0_g1_i1	NA	NA	NA	NA	-0.513507268
TRINITY_DN130830_c0_g2_i1	NA	NA	NA	NA	0.756156385
TRINITY_DN130830_c1_g1_i2	NA	NA	NA	NA	-0.163105227
TRINITY_DN130830_c2_g1_i1	NA	NA	NA	NA	-0.795166453
TRINITY_DN130830_c3_g10_i1	NA	NA	NA	NA	1.131453874
TRINITY_DN130830_c3_g1_i1	NA	NA	NA	NA	-0.424945249
TRINITY_DN130830_c3_g2_i2	LOC100493204	Chr09	26892655	26892655	0.170033059
TRINITY_DN130830_c3_g5_i1	NA	NA	NA	NA	0.080227428
TRINITY_DN130830_c3_g7_i1	NA	NA	NA	NA	2.706404731
TRINITY_DN130830_c3_g8_i2	steap4	Chr06	22511879	22511879	0.693379152
TRINITY_DN130830_c3_g9_i1	NA	NA	NA	NA	0.869593803
TRINITY_DN130831_c0_g1_i4	lmnb3	Chr03	95747312	95747312	-0.402648194
TRINITY_DN130832_c0_g1_i2	NA	NA	NA	NA	0.034976924
TRINITY_DN130833_c0_g1_i2	NA	NA	NA	NA	0.526671867
TRINITY_DN130834_c1_g1_i1	NA	NA	NA	NA	0.322889282
TRINITY_DN130835_c3_g2_i2	NA	NA	NA	NA	0.711241558
TRINITY_DN130835_c4_g6_i2	NA	NA	NA	NA	0.046114059
TRINITY_DN130837_c3_g1_i1	LOC100498212	Chr10	38312831	38312831	-0.394966046
TRINITY_DN130840_c1_g6_i1	NA	NA	NA	NA	0.073595139
TRINITY_DN130840_c1_g7_i10	NA	NA	NA	NA	-0.295081459
TRINITY_DN130844_c0_g2_i1	ifi30	Chr01	84909967	84909967	0.962442012
TRINITY_DN130845_c4_g1_i3	NA	NA	NA	NA	-0.26070246
TRINITY_DN130845_c5_g3_i4	NA	NA	NA	NA	-0.41057846
TRINITY_DN130845_c5_g5_i1	NA	NA	NA	NA	-0.195988414
TRINITY_DN130845_c6_g2_i2	ipo5	Chr02	118134307	118134307	0.024467727
TRINITY_DN130848_c0_g1_i4	NA	NA	NA	NA	-0.085593589
TRINITY_DN130849_c0_g1_i3	NA	NA	NA	NA	0.194326031
TRINITY_DN130849_c0_g2_i1	LOC100490433	Chr07	77126523	77126523	-0.354406347
TRINITY_DN130850_c9_g5_i2	NA	NA	NA	NA	-0.712260937
TRINITY_DN130851_c1_g4_i1	NA	NA	NA	NA	0.509839358
TRINITY_DN130851_c1_g5_i1	efcab5	Chr02	24333620	24333620	0.6358715
TRINITY_DN130851_c2_g1_i1	NA	NA	NA	NA	0.479596805
TRINITY_DN130851_c2_g3_i1	NA	NA	NA	NA	0.930400314
TRINITY_DN130852_c0_g1_i1	Xetrov90015377m	Chr06	50700	50700	0.190943223
TRINITY_DN130854_c0_g3_i2	kif20a-like	Chr03	38381499	38381499	-0.343029404
TRINITY_DN130855_c0_g1_i6	NA	NA	NA	NA	0.06264971
TRINITY_DN130856_c5_g2_i3	inip	Chr01	96210940	96210940	0.226974301
TRINITY_DN130856_c6_g11_i1	NA	NA	NA	NA	0.047392211
TRINITY_DN130856_c6_g16_i1	NA	NA	NA	NA	-1.245423213
TRINITY_DN130856_c6_g5_i1	NA	NA	NA	NA	-0.339955687
TRINITY_DN130857_c0_g1_i1	NA	NA	NA	NA	-0.442403749
TRINITY_DN130857_c2_g1_i1	LOC100496220	Chr10	21982385	21982385	-0.440689291
TRINITY_DN130857_c3_g1_i1	NA	NA	NA	NA	0.10792235
TRINITY_DN130857_c4_g1_i2	NA	NA	NA	NA	0.005085002
TRINITY_DN130858_c0_g2_i1	naa10	Chr08	14215168	14215168	-0.027797454
TRINITY_DN130859_c0_g2_i1	NA	NA	NA	NA	0.310242623
TRINITY_DN130859_c4_g2_i6	NA	NA	NA	NA	0.191098587
TRINITY_DN130860_c2_g1_i3	NA	NA	NA	NA	-0.915162683
TRINITY_DN130860_c3_g1_i1	LOC101735154	Chr09	49505927	49505927	-0.284127695
TRINITY_DN130861_c0_g1_i1	NA	NA	NA	NA	0.422950055
TRINITY_DN130862_c0_g1_i1	NA	NA	NA	NA	-0.205023395
TRINITY_DN130863_c1_g4_i2	slc28a3	Chr01	122105197	122105197	-0.081354207
TRINITY_DN130864_c0_g1_i1	NA	NA	NA	NA	0.50463132
TRINITY_DN130866_c2_g2_i1	NA	NA	NA	NA	-0.044389203
TRINITY_DN130867_c0_g1_i2	NA	NA	NA	NA	0.36415804
TRINITY_DN130868_c1_g2_i6	NA	NA	NA	NA	0.256925724
TRINITY_DN130868_c1_g4_i3	NA	NA	NA	NA	0.261632684
TRINITY_DN130869_c0_g2_i3	NA	NA	NA	NA	0.276189438
TRINITY_DN130870_c2_g1_i1	NA	NA	NA	NA	0.898763095
TRINITY_DN130870_c3_g1_i2	NA	NA	NA	NA	-0.518066736
TRINITY_DN130870_c3_g2_i6	ssu72	Chr07	70659588	70659588	0.256037911
TRINITY_DN130872_c7_g1_i1	pcsk2	Chr05	31345093	31345093	0.223097187
TRINITY_DN130872_c8_g2_i1	NA	NA	NA	NA	-0.233572328
TRINITY_DN130872_c8_g5_i1	NA	NA	NA	NA	-0.101953349
TRINITY_DN130873_c4_g1_i4	cttn-like.1	Chr03	80279098	80279098	0.011073444
TRINITY_DN130873_c5_g3_i1	NA	NA	NA	NA	0.409563034
TRINITY_DN130873_c6_g6_i1	NA	NA	NA	NA	-0.054508563
TRINITY_DN130874_c8_g5_i4	NA	NA	NA	NA	0.417681526
TRINITY_DN130875_c1_g10_i6	NA	NA	NA	NA	-0.095864905
TRINITY_DN130876_c1_g1_i1	NA	NA	NA	NA	-0.04328817
TRINITY_DN130876_c2_g3_i2	NA	NA	NA	NA	-0.593977952
TRINITY_DN130876_c2_g4_i3	NA	NA	NA	NA	0.141223096
TRINITY_DN130876_c2_g5_i1	NA	NA	NA	NA	1.248131539
TRINITY_DN130877_c0_g1_i1	NA	NA	NA	NA	-0.204405266
TRINITY_DN130877_c1_g1_i3	NA	NA	NA	NA	0.898974851
TRINITY_DN130877_c1_g2_i1	NA	NA	NA	NA	0.47980335
TRINITY_DN130878_c0_g1_i3	NA	NA	NA	NA	-3.924127854
TRINITY_DN130879_c0_g2_i2	NA	NA	NA	NA	0.010320128
TRINITY_DN130880_c2_g1_i1	flvcr2	Chr08	61249794	61249794	-0.230314464
TRINITY_DN130880_c4_g2_i7	NA	NA	NA	NA	0.528974882
TRINITY_DN130880_c4_g3_i1	NA	NA	NA	NA	0.296726668
TRINITY_DN130881_c2_g4_i1	NA	NA	NA	NA	0.341785612
TRINITY_DN130881_c3_g4_i2	NA	NA	NA	NA	-0.171558473
TRINITY_DN130882_c2_g2_i1	NA	NA	NA	NA	0.107447875
TRINITY_DN130883_c0_g1_i2	NA	NA	NA	NA	-0.644102644
TRINITY_DN130884_c3_g1_i4	NA	NA	NA	NA	0.456948589
TRINITY_DN130884_c4_g1_i3	NA	NA	NA	NA	0.418838053
TRINITY_DN130885_c4_g2_i1	NA	NA	NA	NA	-0.172522308
TRINITY_DN130886_c0_g1_i3	NA	NA	NA	NA	-0.088850795
TRINITY_DN130886_c1_g1_i1	fermt1	Chr05	21125029	21125029	0.631283215
TRINITY_DN130886_c1_g2_i1	NA	NA	NA	NA	-0.415329078
TRINITY_DN130886_c1_g3_i1	NA	NA	NA	NA	0.365486395
TRINITY_DN130886_c1_g4_i1	efcab1	Chr06	72874026	72874026	-0.23843895
TRINITY_DN130886_c1_g5_i2	NA	NA	NA	NA	0.661556651
TRINITY_DN130888_c1_g1_i2	NA	NA	NA	NA	-0.074282656
TRINITY_DN130890_c0_g1_i8	NA	NA	NA	NA	0.089166924
TRINITY_DN130890_c0_g2_i1	NA	NA	NA	NA	0.400270536
TRINITY_DN130891_c6_g1_i1	NA	NA	NA	NA	0.0856584
TRINITY_DN130892_c0_g1_i1	NA	NA	NA	NA	0.538863799
TRINITY_DN130893_c6_g1_i1	NA	NA	NA	NA	0.423909929
TRINITY_DN130896_c4_g1_i1	NA	NA	NA	NA	-0.60031879
TRINITY_DN130897_c13_g4_i2	en2	Chr06	9034168	9034168	0.40114606
TRINITY_DN130898_c0_g1_i1	gnptab	Chr03	39536043	39536043	0.444865327
TRINITY_DN130898_c0_g2_i1	NA	NA	NA	NA	0.645197436
TRINITY_DN130899_c2_g3_i2	NA	NA	NA	NA	-0.044477443
TRINITY_DN130900_c2_g1_i1	LOC100135223	Chr07	110601456	110601456	-0.452825901
TRINITY_DN130900_c3_g1_i2	Xetrov90004584m	Chr02	41868398	41868398	0.05016851
TRINITY_DN130901_c0_g1_i1	NA	NA	NA	NA	0.108820848
TRINITY_DN130901_c0_g3_i2	LOC101731262	Chr03	6166722	6166722	-0.047070969
TRINITY_DN130901_c0_g5_i1	cebpa	Chr04	20643465	20643465	0.46088728
TRINITY_DN130903_c0_g3_i8	NA	NA	NA	NA	0.620195147
TRINITY_DN130904_c1_g1_i8	lef1	Chr01	57601350	57601350	0.095482496
TRINITY_DN130905_c3_g2_i3	NA	NA	NA	NA	-0.226997706
TRINITY_DN130906_c0_g1_i3	NA	NA	NA	NA	2.10867164
TRINITY_DN130907_c0_g1_i1	NA	NA	NA	NA	0.911291503
TRINITY_DN130909_c0_g2_i2	NA	NA	NA	NA	-0.012001925
TRINITY_DN130912_c2_g1_i2	dbr1	Chr09	50126535	50126535	0.012718507
TRINITY_DN130912_c4_g1_i3	NA	NA	NA	NA	-0.078615483
TRINITY_DN130912_c4_g2_i1	NA	NA	NA	NA	-0.243731202
TRINITY_DN130914_c0_g1_i5	NA	NA	NA	NA	0.500130124
TRINITY_DN130915_c0_g2_i1	NA	NA	NA	NA	-0.258674569
TRINITY_DN130919_c0_g1_i1	NA	NA	NA	NA	-0.147355842
TRINITY_DN130919_c4_g1_i5	avpi1	Chr07	24888221	24888221	0.519641393
TRINITY_DN130920_c6_g2_i1	NA	NA	NA	NA	0.467706241
TRINITY_DN130921_c7_g1_i1	NA	NA	NA	NA	-0.337921307
TRINITY_DN130921_c7_g2_i1	arf3	Chr02	133030339	133030339	0.352161499
TRINITY_DN130922_c0_g1_i3	NA	NA	NA	NA	-0.332606742
TRINITY_DN130923_c0_g1_i5	NA	NA	NA	NA	0.704628175
TRINITY_DN130923_c0_g2_i2	NA	NA	NA	NA	1.017810931
TRINITY_DN130924_c0_g6_i1	NA	NA	NA	NA	-1.368237171
TRINITY_DN130925_c4_g1_i2	NA	NA	NA	NA	0.072029579
TRINITY_DN130925_c4_g2_i2	tceb1	Chr06	106531813	106531813	0.030078774
TRINITY_DN130926_c0_g2_i1	NA	NA	NA	NA	0.569629137
TRINITY_DN130927_c0_g1_i5	NA	NA	NA	NA	0.38301199
TRINITY_DN130929_c1_g2_i1	LOC101732178	Chr03	3532839	3532839	-0.077436068
TRINITY_DN130929_c2_g1_i3	NA	NA	NA	NA	0.101082214
TRINITY_DN130930_c1_g1_i1	NA	NA	NA	NA	-0.207157793
TRINITY_DN130930_c2_g1_i2	NA	NA	NA	NA	-0.232758051
TRINITY_DN130932_c0_g4_i5	cacna2d1	Chr03	69916863	69916863	-0.326076699
TRINITY_DN130932_c0_g5_i2	LOC100489254	Chr04	97719573	97719573	-0.126063798
TRINITY_DN130933_c5_g1_i1	NA	NA	NA	NA	-0.014937364
TRINITY_DN130933_c5_g2_i1	NA	NA	NA	NA	-0.281751491
TRINITY_DN130933_c7_g1_i2	NA	NA	NA	NA	-3.145996763
TRINITY_DN130933_c7_g5_i6	NA	NA	NA	NA	-0.389724235
