gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN127658_c2_g1_i1	msi2	Chr02	100817726	100817726	0.412752355	0.412752355	unbias	0.499216954	Brain_mean	0.0534	0.0814	1.5252
TRINITY_DN127660_c1_g1_i2	NA	NA	NA	NA	0.300087609	0.300087609	unbias	0.210324569	G23_mean	0.0309	0.0342	1.1077
TRINITY_DN127662_c0_g1_i2	kdelc1	Chr02	116048432	116048432	0.621813215	0.621813215	unbias	0.408990305	Brain_mean	0.038	0.0521	1.3702
TRINITY_DN127665_c2_g1_i2	LOC100488087	Chr03	99293050	99293050	-0.075649582	0.075649582	unbias	0.215563003	Brain_mean	0.0336	0.0562	1.6735
TRINITY_DN127676_c1_g1_i3	NA	NA	NA	NA	0.041766061	0.041766061	unbias	0.515277074	Ovary_mean	0.0727	0.105	1.4444
TRINITY_DN127696_c5_g3_i1	NA	NA	NA	NA	0.008381377	0.008381377	unbias	0.39056658	Ovary_mean	0.1153	0.191	1.6565
TRINITY_DN127715_c2_g4_i1	NA	NA	NA	NA	0.486121092	0.486121092	unbias	0.435766161	Brain_mean	0.0238	0.0141	0.5932
TRINITY_DN127717_c2_g1_i2	NA	NA	NA	NA	0.645448923	0.645448923	unbias	0.41546249	Brain_mean	0.0213	0.0244	1.1446
TRINITY_DN127721_c0_g1_i2	NA	NA	NA	NA	0.447649787	0.447649787	unbias	0.525920181	Brain_mean	0.1101	0.1895	1.7206
TRINITY_DN127736_c7_g2_i1	NA	NA	NA	NA	0.050947096	0.050947096	unbias	0.349698281	G27_mean	0.0918	0.1218	1.3267
TRINITY_DN127743_c1_g1_i6	NA	NA	NA	NA	0.354504579	0.354504579	unbias	0.271993859	Ovary_mean	0.0046	0.0037	0.7991
TRINITY_DN127751_c4_g1_i1	NA	NA	NA	NA	0.772965416	0.772965416	unbias	0.485807221	Brain_mean	0.0755	0.1311	1.7359
TRINITY_DN127753_c0_g1_i2	NA	NA	NA	NA	-0.128010474	0.128010474	unbias	0.201666506	Brain_mean	0.0681	0.0861	1.2638
TRINITY_DN127774_c1_g1_i1	NA	NA	NA	NA	0.198432239	0.198432239	unbias	0.531518131	Brain_mean	0.1417	0.2478	1.749
TRINITY_DN127789_c1_g1_i2	kcnj13	Chr05	123073357	123073357	-0.17248179	0.17248179	unbias	0.318448821	Ovary_mean	0.1277	0.1948	1.5252
TRINITY_DN127791_c0_g2_i5	NA	NA	NA	NA	0.2446488	0.2446488	unbias	0.595915263	Brain_mean	0.0368	0.059	1.6037
TRINITY_DN127793_c0_g2_i3	NA	NA	NA	NA	0.272389735	0.272389735	unbias	0.57179391	Ovary_mean	0.0796	0.147	1.8466
TRINITY_DN127794_c2_g3_i1	NA	NA	NA	NA	0.828866327	0.828866327	unbias	0.358840575	Ovary_mean	0.1476	0.2349	1.5912
TRINITY_DN127805_c9_g1_i2	NA	NA	NA	NA	0.118221839	0.118221839	unbias	0.188946832	Ovary_mean	0.0339	0.0513	1.5148
TRINITY_DN127813_c0_g1_i2	NA	NA	NA	NA	-0.264956519	0.264956519	unbias	0.245412265	Testis_mean	0.0458	0.0744	1.6232
TRINITY_DN127814_c3_g3_i1	NA	NA	NA	NA	0.108164378	0.108164378	unbias	0.257277568	Testis_mean	0.0884	0.12	1.3576
TRINITY_DN127822_c1_g5_i1	NA	NA	NA	NA	-0.177393254	0.177393254	unbias	0.320237345	Ovary_mean	0.1151	0.2013	1.7492
TRINITY_DN127879_c2_g4_i2	NA	NA	NA	NA	0.433078664	0.433078664	unbias	0.352159084	Brain_mean	0.1191	0.209	1.7552
TRINITY_DN127892_c2_g2_i5	NA	NA	NA	NA	0.246067636	0.246067636	unbias	0.309997656	Ovary_mean	0.0182	0.0223	1.2222
TRINITY_DN127899_c0_g1_i1	NA	NA	NA	NA	0.212118657	0.212118657	unbias	0.166456318	G23_mean	0.029	0.0479	1.6536
TRINITY_DN127922_c6_g2_i8	LOC100489122	Chr01	69273876	69273876	0.115719114	0.115719114	unbias	0.172875063	Brain_mean	0.0648	0.0733	1.1309
TRINITY_DN127924_c1_g2_i3	NA	NA	NA	NA	0.251979337	0.251979337	unbias	0.249369864	Brain_mean	0.1001	0.1622	1.6201
TRINITY_DN127933_c4_g2_i2	NA	NA	NA	NA	0.16972997	0.16972997	unbias	0.771610859	Brain_mean	0.0914	0.0478	0.5231
TRINITY_DN127948_c1_g2_i1	hgd	scaffold_85	368523	368523	0.061638662	0.061638662	unbias	0.33163108	Ovary_mean	0.0389	0.071	1.8222
TRINITY_DN127964_c0_g3_i9	NA	NA	NA	NA	-0.251988463	0.251988463	unbias	0.451439731	G27_mean	0.0805	0.1247	1.5486
TRINITY_DN127973_c2_g1_i1	NA	NA	NA	NA	-0.288206226	0.288206226	unbias	0.243618623	Ovary_mean	0.0968	0.1681	1.7363
TRINITY_DN127974_c1_g2_i3	NA	NA	NA	NA	-0.393063482	0.393063482	unbias	0.373239653	Ovary_mean	0.079	0.1403	1.775
TRINITY_DN127989_c1_g1_i5	NA	NA	NA	NA	0.410682109	0.410682109	unbias	0.441787047	Brain_mean	0.0707	0.0785	1.1111
TRINITY_DN128001_c0_g1_i1	NA	NA	NA	NA	-0.217726618	0.217726618	unbias	0.21386903	Ovary_mean	0.1193	0.1349	1.1304
TRINITY_DN128040_c0_g1_i2	NA	NA	NA	NA	0.511927311	0.511927311	unbias	0.129299752	G23_mean	0.0316	0.0386	1.2197
TRINITY_DN128082_c1_g3_i6	NA	NA	NA	NA	-0.006311881	0.006311881	unbias	0.214873095	G23_mean	0.0745	0.1004	1.3475
TRINITY_DN128138_c2_g1_i7	NA	NA	NA	NA	0.043354973	0.043354973	unbias	0.171940769	Brain_mean	0.0049	0.0044	0.9065
TRINITY_DN128202_c0_g2_i2	NA	NA	NA	NA	0.347018267	0.347018267	unbias	0.379252326	Ovary_mean	0.0855	0.1128	1.3191
TRINITY_DN128209_c4_g1_i4	NA	NA	NA	NA	-0.115852368	0.115852368	unbias	0.497360639	Brain_mean	0.2456	0.3623	1.4752
TRINITY_DN128210_c1_g2_i1	c11orf49	Chr04	151653	151653	-0.223392426	0.223392426	unbias	0.110598087	Liver_mean	0.0764	0.1332	1.7443
TRINITY_DN128273_c2_g2_i2	cd79a	Chr07	98385218	98385218	0.321110556	0.321110556	unbias	0.279270297	Ovary_mean	0.1211	0.177	1.4621
TRINITY_DN128273_c2_g3_i2	NA	NA	NA	NA	0.748596346	0.748596346	unbias	0.32329929	Brain_mean	0.1091	0.1878	1.721
TRINITY_DN128300_c2_g1_i1	NA	NA	NA	NA	0.008049642	0.008049642	unbias	0.607346916	Brain_mean	0.0885	0.1723	1.9459
TRINITY_DN128302_c1_g2_i1	NA	NA	NA	NA	-0.00066575	0.00066575	unbias	0.273322215	Brain_mean	0.0359	0.0577	1.6057
TRINITY_DN128309_c0_g1_i1	NA	NA	NA	NA	0.100201989	0.100201989	unbias	0.274584887	G27_mean	0.2018	0.3308	1.6394
TRINITY_DN128311_c2_g4_i2	NA	NA	NA	NA	0.043197983	0.043197983	unbias	0.476665135	Brain_mean	0.012	0.009	0.7505
TRINITY_DN128316_c0_g1_i1	NA	NA	NA	NA	0.439869914	0.439869914	unbias	0.649503081	Brain_mean	0.0664	0.0408	0.6149
TRINITY_DN128332_c0_g1_i2	NA	NA	NA	NA	0.080363873	0.080363873	unbias	0.249518217	Ovary_mean	0.0245	0.0287	1.1712
TRINITY_DN128334_c1_g2_i2	thop1	Chr01	80322512	80322512	-0.416763963	0.416763963	unbias	0.380224656	G46_M_mean	0.0463	0.0667	1.4415
TRINITY_DN128335_c6_g1_i3	NA	NA	NA	NA	0.411471434	0.411471434	unbias	0.17656892	Brain_mean	0.0386	0.0464	1.2005
TRINITY_DN128395_c2_g2_i1	NA	NA	NA	NA	-0.143324321	0.143324321	unbias	0.556162318	Brain_mean	0.0258	0.0436	1.6896
TRINITY_DN128420_c4_g1_i1	NA	NA	NA	NA	0.368280066	0.368280066	unbias	0.312229896	Ovary_mean	0.1378	0.1905	1.3822
TRINITY_DN128440_c0_g1_i5	jakmip1	Chr01	19315484	19315484	0.14231002	0.14231002	unbias	0.455021386	Ovary_mean	0.1737	0.2534	1.459
TRINITY_DN128441_c1_g1_i1	NA	NA	NA	NA	0.278636917	0.278636917	unbias	0.214393949	Ovary_mean	0.0508	0.0865	1.7022
TRINITY_DN128444_c2_g9_i1	NA	NA	NA	NA	0.668868056	0.668868056	unbias	0.422357915	Brain_mean	0.2078	0.2026	0.9751
TRINITY_DN128474_c4_g3_i2	NA	NA	NA	NA	-0.216802814	0.216802814	unbias	0.313204218	Brain_mean	0.097	0.1291	1.3307
TRINITY_DN128478_c1_g4_i3	pigm	Chr06	38436241	38436241	0.185379893	0.185379893	unbias	0.322464491	Ovary_mean	0.0371	0.0263	0.7087
TRINITY_DN128483_c4_g2_i1	NA	NA	NA	NA	-0.051426436	0.051426436	unbias	0.391934033	Brain_mean	0.0347	0.0191	0.5484
TRINITY_DN128487_c0_g1_i2	NA	NA	NA	NA	0.205862802	0.205862802	unbias	0.169684751	Ovary_mean	0.0532	0.0762	1.433
TRINITY_DN128497_c1_g1_i1	NA	NA	NA	NA	0.449130528	0.449130528	unbias	0.346933664	Ovary_mean	0.0754	0.1199	1.5915
TRINITY_DN128500_c0_g1_i1	NA	NA	NA	NA	0.06912956	0.06912956	unbias	0.230188208	Ovary_mean	0.07	0.1132	1.6166
TRINITY_DN128508_c7_g2_i1	foxo3	Chr05	75379961	75379961	-0.233514852	0.233514852	unbias	0.20974581	Ovary_mean	0.0106	0.0205	1.9374
TRINITY_DN128520_c0_g1_i4	NA	NA	NA	NA	-0.24838993	0.24838993	unbias	0.193743325	G43_F_mean	0.0625	0.0784	1.254
TRINITY_DN128521_c1_g1_i4	NA	NA	NA	NA	0.101668014	0.101668014	unbias	0.236608936	Ovary_mean	0.0361	0.0573	1.5876
TRINITY_DN128528_c0_g1_i1	NA	NA	NA	NA	-0.051341283	0.051341283	unbias	0.518722547	Brain_mean	0.1611	0.256	1.5892
TRINITY_DN128541_c0_g1_i1	NA	NA	NA	NA	0.235322587	0.235322587	unbias	0.573056133	Liver_mean	0.1693	0.255	1.5059
TRINITY_DN128574_c0_g3_i1	plxna3	scaffold_247	221479	221479	0.650153221	0.650153221	unbias	0.317354384	G23_mean	0.1017	0.1519	1.494
TRINITY_DN128579_c1_g1_i1	NA	NA	NA	NA	-0.202878516	0.202878516	unbias	0.42976715	Ovary_mean	0.014	0.0123	0.8787
TRINITY_DN128623_c0_g3_i1	NA	NA	NA	NA	0.282971306	0.282971306	unbias	0.757910956	Brain_mean	0.042	0.0403	0.9609
TRINITY_DN128627_c5_g2_i1	NA	NA	NA	NA	0.08664624	0.08664624	unbias	0.295042665	G23_mean	0.0748	0.0764	1.0213
TRINITY_DN128646_c4_g4_i1	NA	NA	NA	NA	0.532814903	0.532814903	unbias	0.365032117	Ovary_mean	0.0167	0.0095	0.5685
TRINITY_DN128648_c6_g1_i2	tspan1	Chr04	81422391	81422391	0.384221645	0.384221645	unbias	0.493737924	Brain_mean	0.058	0.0556	0.9581
TRINITY_DN128662_c2_g1_i3	NA	NA	NA	NA	-0.034201894	0.034201894	unbias	0.202716937	G27_mean	0.067	0.0751	1.1208
TRINITY_DN128701_c1_g3_i4	NA	NA	NA	NA	-0.571460821	0.571460821	unbias	0.220099787	Liver_mean	0.2115	0.3935	1.8609
TRINITY_DN128731_c5_g1_i2	NA	NA	NA	NA	-0.084236407	0.084236407	unbias	0.318095274	Ovary_mean	0.0607	0.0841	1.3859
TRINITY_DN128735_c3_g1_i3	nxpe3-like	Chr02	98163477	98163477	0.317483527	0.317483527	unbias	0.535922317	Brain_mean	0.0872	0.1146	1.3142
TRINITY_DN128792_c0_g1_i6	coasy-like	scaffold_113	413474	413474	0.077157559	0.077157559	unbias	0.521267887	Brain_mean	0.0263	0.0311	1.1831
TRINITY_DN128794_c0_g5_i7	NA	NA	NA	NA	-0.144108497	0.144108497	unbias	0.378913841	Brain_mean	0.0217	0.0273	1.2574
TRINITY_DN128802_c2_g1_i1	NA	NA	NA	NA	0.054140609	0.054140609	unbias	0.349610544	Ovary_mean	0.0339	0.0649	1.9148
TRINITY_DN128821_c4_g2_i3	NA	NA	NA	NA	-0.104241988	0.104241988	unbias	0.118738172	G43_M_mean	0.0713	0.113	1.5862
TRINITY_DN128834_c2_g1_i1	exoc3	Chr06	38141176	38141176	0.172155823	0.172155823	unbias	0.234561535	Ovary_mean	0.1492	0.2217	1.4852
TRINITY_DN128849_c0_g3_i2	NA	NA	NA	NA	0.03147398	0.03147398	unbias	0.268802694	Brain_mean	0.0297	0.018	0.6061
TRINITY_DN128866_c1_g5_i2	NA	NA	NA	NA	0.24901868	0.24901868	unbias	0.075019827	G23_mean	0.0607	0.041	0.6755
TRINITY_DN128881_c6_g1_i3	NA	NA	NA	NA	1.108132603	1.108132603	unbias	0.531932734	G27_mean	0.071	0.1071	1.5081
TRINITY_DN128882_c4_g3_i1	NA	NA	NA	NA	0.736948155	0.736948155	unbias	0.301717623	Brain_mean	0.1066	0.1726	1.6199
TRINITY_DN128891_c2_g3_i1	NA	NA	NA	NA	0.084910995	0.084910995	unbias	0.200595335	Brain_mean	0.1306	0.2213	1.6952
TRINITY_DN128898_c2_g3_i1	NA	NA	NA	NA	0.059715946	0.059715946	unbias	0.409919907	Ovary_mean	0.1542	0.2375	1.5401
TRINITY_DN128909_c3_g1_i2	NA	NA	NA	NA	0.190448132	0.190448132	unbias	0.4281649	Brain_mean	0.0115	0.0222	1.9412
TRINITY_DN128922_c3_g8_i1	NA	NA	NA	NA	0.096221346	0.096221346	unbias	0.252771958	Brain_mean	0.141	0.1808	1.2825
TRINITY_DN128926_c0_g1_i3	NA	NA	NA	NA	0.547614533	0.547614533	unbias	0.230129837	G43_M_mean	0.0959	0.1621	1.6903
TRINITY_DN128942_c1_g1_i2	NA	NA	NA	NA	0.549717653	0.549717653	unbias	0.416617696	Ovary_mean	0.1062	0.1484	1.3977
TRINITY_DN128951_c3_g1_i1	NA	NA	NA	NA	0.15399861	0.15399861	unbias	0.146071165	G43_M_mean	0.0373	0.0506	1.3544
TRINITY_DN128961_c0_g1_i14	LOC100489423	Chr04	35460428	35460428	-0.321896755	0.321896755	unbias	0.488055474	Brain_mean	0.089	0.1252	1.4072
TRINITY_DN128995_c1_g1_i1	NA	NA	NA	NA	0.178843276	0.178843276	unbias	0.291403311	Brain_mean	0.1092	0.1457	1.3344
TRINITY_DN129012_c0_g1_i4	ret	Chr07	44663724	44663724	0.629288075	0.629288075	unbias	0.320596751	Ovary_mean	0.0954	0.1592	1.6691
TRINITY_DN129044_c3_g1_i1	NA	NA	NA	NA	-0.255642459	0.255642459	unbias	0.415575413	Ovary_mean	0.1856	0.301	1.622
TRINITY_DN129056_c2_g1_i4	NA	NA	NA	NA	0.075396391	0.075396391	unbias	0.290356394	Brain_mean	0.0213	0.027	1.2657
TRINITY_DN129056_c4_g1_i1	dlx3	Chr10	9665319	9665319	0.491778981	0.491778981	unbias	0.212992884	Brain_mean	0.061	0.1151	1.8861
TRINITY_DN129063_c0_g2_i1	NA	NA	NA	NA	0.029220479	0.029220479	unbias	0.3804206	G23_mean	0.0884	0.1521	1.7211
TRINITY_DN129071_c0_g1_i1	NA	NA	NA	NA	-0.067735104	0.067735104	unbias	0.242045429	Liver_mean	0.0581	0.0955	1.6438
TRINITY_DN129073_c0_g2_i3	NA	NA	NA	NA	0.566749466	0.566749466	unbias	0.634627146	Brain_mean	0.0031	0.0062	1.9843
TRINITY_DN129074_c0_g1_i1	NA	NA	NA	NA	0.439622429	0.439622429	unbias	0.473087945	Ovary_mean	0.1419	0.234	1.6483
TRINITY_DN129104_c0_g1_i1	NA	NA	NA	NA	-0.129872174	0.129872174	unbias	0.301617396	Ovary_mean	0.1137	0.2244	1.9728
TRINITY_DN129121_c4_g8_i2	NA	NA	NA	NA	0.180497921	0.180497921	unbias	0.189622932	Testis_mean	0.0756	0.136	1.7998
TRINITY_DN129184_c0_g1_i2	rpl10	scaffold_247	22260	22260	0.28627008	0.28627008	unbias	0.573949054	Brain_mean	0.1157	0.0987	0.853
TRINITY_DN129186_c1_g1_i2	NA	NA	NA	NA	0.144077752	0.144077752	unbias	0.447560577	Brain_mean	0.0998	0.1717	1.7204
TRINITY_DN129204_c7_g5_i1	NA	NA	NA	NA	0.615572252	0.615572252	unbias	0.444863192	G23_mean	0.0421	0.0702	1.6661
TRINITY_DN129265_c0_g1_i2	NA	NA	NA	NA	0.408137643	0.408137643	unbias	0.739872306	Brain_mean	0.0019	0.0023	1.2148
TRINITY_DN129272_c0_g3_i4	dusp13	Chr07	57693581	57693581	0.180741201	0.180741201	unbias	0.244637091	Ovary_mean	0.056	0.0983	1.7558
TRINITY_DN129295_c0_g2_i3	NA	NA	NA	NA	-0.277202991	0.277202991	unbias	0.190939781	Ovary_mean	0.0227	0.0273	1.1995
TRINITY_DN129308_c4_g2_i1	NA	NA	NA	NA	0.203572165	0.203572165	unbias	0.422790425	G23_mean	0.0272	0.0372	1.3681
TRINITY_DN129349_c0_g4_i6	dcaf10	Chr01	96541650	96541650	0.211073269	0.211073269	unbias	0.25187919	Ovary_mean	0.0537	0.1003	1.8701
TRINITY_DN129360_c0_g1_i1	NA	NA	NA	NA	-0.01426109	0.01426109	unbias	0.20135465	G23_mean	0.02	0.0312	1.561
TRINITY_DN129377_c0_g2_i2	NA	NA	NA	NA	-0.171817086	0.171817086	unbias	0.301605933	Brain_mean	0.0544	0.091	1.6726
TRINITY_DN129403_c0_g1_i2	NA	NA	NA	NA	-0.086107722	0.086107722	unbias	0.263881984	Ovary_mean	0.0513	0.0905	1.7642
TRINITY_DN129405_c5_g1_i4	NA	NA	NA	NA	-0.107595962	0.107595962	unbias	0.221509382	Brain_mean	0.1808	0.2006	1.1099
TRINITY_DN129417_c3_g1_i10	skiv2l	Chr08	53806244	53806244	0.142175068	0.142175068	unbias	0.402736073	Brain_mean	0.1941	0.2575	1.3269
TRINITY_DN129425_c1_g2_i1	NA	NA	NA	NA	-0.027307137	0.027307137	unbias	0.173866886	Ovary_mean	0.0303	0.0329	1.0872
TRINITY_DN129429_c1_g1_i2	NA	NA	NA	NA	0.09647672	0.09647672	unbias	0.4404022	Brain_mean	0.1445	0.2155	1.4918
TRINITY_DN129443_c4_g3_i1	pcna	Chr03	111252130	111252130	0.317163162	0.317163162	unbias	0.307171853	Liver_mean	0.0765	0.1427	1.8658
TRINITY_DN129446_c1_g2_i2	NA	NA	NA	NA	0.654026723	0.654026723	unbias	0.353253838	Ovary_mean	0.0977	0.1573	1.6104
TRINITY_DN129462_c3_g1_i2	NA	NA	NA	NA	0.150518254	0.150518254	unbias	0.646219292	Brain_mean	0.065	0.1224	1.885
TRINITY_DN129471_c5_g2_i1	tor4a	scaffold_356	5271	5271	0.60334322	0.60334322	unbias	0.61023051	Ovary_mean	0.258	0.4389	1.701
TRINITY_DN129497_c2_g1_i1	NA	NA	NA	NA	-0.237201973	0.237201973	unbias	0.569758896	Liver_mean	0.1036	0.1592	1.5367
TRINITY_DN129502_c0_g1_i4	NA	NA	NA	NA	0.08239588	0.08239588	unbias	0.170879764	Ovary_mean	0.0567	0.1093	1.9287
TRINITY_DN129526_c5_g2_i1	NA	NA	NA	NA	-0.07965787	0.07965787	unbias	0.319472456	G23_mean	0.0769	0.0986	1.2816
TRINITY_DN129546_c5_g6_i3	NA	NA	NA	NA	-0.202600223	0.202600223	unbias	0.150199141	Brain_mean	0.0029	0.0041	1.3857
TRINITY_DN129549_c2_g1_i1	NA	NA	NA	NA	-0.049362472	0.049362472	unbias	0.088423756	G46_F_mean	0.0333	0.0429	1.2891
TRINITY_DN129562_c0_g5_i1	NA	NA	NA	NA	0.212869733	0.212869733	unbias	0.235782803	Brain_mean	0.0609	0.0957	1.572
TRINITY_DN129568_c0_g2_i4	NA	NA	NA	NA	0.360245238	0.360245238	unbias	0.501806094	Brain_mean	0.0498	0.0706	1.418
TRINITY_DN129573_c0_g1_i2	NA	NA	NA	NA	0.110207115	0.110207115	unbias	0.147121979	Brain_mean	0.0057	0.0049	0.8497
TRINITY_DN129623_c0_g2_i3	NA	NA	NA	NA	0.458359539	0.458359539	unbias	0.252403732	Ovary_mean	0.0711	0.0953	1.3411
TRINITY_DN129626_c1_g1_i2	NA	NA	NA	NA	0.342162036	0.342162036	unbias	0.2691793	G27_mean	0.0252	0.0426	1.6921
TRINITY_DN129629_c1_g1_i1	NA	NA	NA	NA	0.107233412	0.107233412	unbias	0.184948959	Ovary_mean	0.0363	0.0462	1.2715
TRINITY_DN129641_c0_g3_i2	NA	NA	NA	NA	0.214713751	0.214713751	unbias	0.356627321	Brain_mean	0.0271	0.0143	0.5278
TRINITY_DN129646_c3_g1_i2	NA	NA	NA	NA	0.897750328	0.897750328	unbias	0.475812702	Ovary_mean	0.0767	0.1329	1.733
TRINITY_DN129651_c0_g1_i10	NA	NA	NA	NA	-0.208822379	0.208822379	unbias	0.490954216	Brain_mean	0.1453	0.2061	1.4183
TRINITY_DN129688_c1_g1_i2	NA	NA	NA	NA	-0.037302303	0.037302303	unbias	0.235552681	Testis_mean	0.1964	0.2152	1.0958
TRINITY_DN129700_c0_g1_i1	NA	NA	NA	NA	0.158300862	0.158300862	unbias	0.313397637	Brain_mean	0.0598	0.0677	1.1319
TRINITY_DN129701_c1_g8_i3	NA	NA	NA	NA	0.485667153	0.485667153	unbias	0.451936326	Ovary_mean	0.1264	0.2095	1.6568
TRINITY_DN129708_c0_g1_i1	NA	NA	NA	NA	0.097892132	0.097892132	unbias	0.332866838	Ovary_mean	0.1532	0.3044	1.9873
TRINITY_DN129715_c2_g8_i1	NA	NA	NA	NA	0.271063061	0.271063061	unbias	0.348366369	G46_M_mean	0.1555	0.2565	1.6493
TRINITY_DN129723_c0_g1_i2	NA	NA	NA	NA	0.178077051	0.178077051	unbias	0.117138156	G23_mean	0.0385	0.0435	1.1289
TRINITY_DN129736_c3_g1_i1	gna14	Chr01	120099968	120099968	0.18890492	0.18890492	unbias	0.558479925	Brain_mean	0.0499	0.0693	1.3906
TRINITY_DN129737_c1_g1_i1	NA	NA	NA	NA	0.114492056	0.114492056	unbias	0.102013929	Ovary_mean	0.0707	0.0793	1.1212
TRINITY_DN129738_c1_g6_i4	parp14.1	Chr09	80165970	80165970	0.168703664	0.168703664	unbias	0.49081824	Ovary_mean	0.1576	0.2936	1.8628
TRINITY_DN129740_c0_g3_i1	NA	NA	NA	NA	0.179616753	0.179616753	unbias	0.270681717	G23_mean	0.146	0.1789	1.2252
TRINITY_DN129747_c1_g3_i1	emilin3	Chr10	31199551	31199551	1.12748191	1.12748191	unbias	0.62705502	Testis_mean	0.0719	0.1343	1.867
TRINITY_DN129764_c2_g2_i3	NA	NA	NA	NA	-0.081880062	0.081880062	unbias	0.223255323	Brain_mean	0.0456	0.0485	1.0637
TRINITY_DN129765_c1_g3_i2	NA	NA	NA	NA	0.314373026	0.314373026	unbias	0.74602992	Brain_mean	0.0192	0.0234	1.218
TRINITY_DN129767_c1_g1_i1	shmt1	Chr09	10139778	10139778	0.351302659	0.351302659	unbias	0.611225369	Ovary_mean	0.0662	0.0939	1.4188
TRINITY_DN129780_c0_g1_i2	chst7	Chr02	111324143	111324143	-0.074768716	0.074768716	unbias	0.333688395	Brain_mean	0.0566	0.0613	1.0829
TRINITY_DN129784_c1_g3_i1	NA	NA	NA	NA	-0.262713617	0.262713617	unbias	0.212086515	Brain_mean	0.0367	0.0519	1.4144
TRINITY_DN129790_c0_g1_i6	NA	NA	NA	NA	0.09239125	0.09239125	unbias	0.292425731	Ovary_mean	0.0594	0.1034	1.7417
TRINITY_DN129798_c2_g1_i1	LOC101732617-like	Chr08	25867250	25867250	0.21031955	0.21031955	unbias	0.155911526	Ovary_mean	0.0593	0.0862	1.4548
TRINITY_DN129807_c6_g5_i1	NA	NA	NA	NA	0.181903571	0.181903571	unbias	0.339907966	Brain_mean	0.0413	0.0461	1.116
TRINITY_DN129825_c0_g1_i1	NA	NA	NA	NA	0.387895973	0.387895973	unbias	0.4477782	Brain_mean	0.1742	0.301	1.7281
TRINITY_DN129844_c3_g1_i2	NA	NA	NA	NA	1.234316926	1.234316926	unbias	0.208207464	G43_M_mean	0.0545	0.0761	1.3957
TRINITY_DN129857_c4_g1_i1	NA	NA	NA	NA	0.453271779	0.453271779	unbias	0.335800077	G27_mean	0.0536	0.0934	1.7446
TRINITY_DN129864_c0_g1_i2	ensa	Chr08	106567009	106567009	0.2897383	0.2897383	unbias	0.723066309	Brain_mean	0.0091	0.0086	0.9476
TRINITY_DN129894_c0_g2_i1	NA	NA	NA	NA	0.326562125	0.326562125	unbias	0.714873932	Brain_mean	0.0719	0.089	1.2384
TRINITY_DN129898_c0_g1_i1	NA	NA	NA	NA	-0.425068082	0.425068082	unbias	0.351611726	G43_F_mean	0.072	0.0806	1.1202
TRINITY_DN129901_c2_g1_i2	NA	NA	NA	NA	0.349928153	0.349928153	unbias	0.520770337	Brain_mean	0.06	0.0564	0.9402
TRINITY_DN129904_c0_g4_i1	kcnj3	Chr09	70015094	70015094	0.043209625	0.043209625	unbias	0.362233044	Brain_mean	0.0863	0.1619	1.8766
TRINITY_DN129907_c0_g1_i3	NA	NA	NA	NA	0.131562406	0.131562406	unbias	0.376955671	Ovary_mean	0.2076	0.3701	1.7823
TRINITY_DN129908_c0_g1_i1	LOC100490434-like	Chr04	36165009	36165009	0.481494332	0.481494332	unbias	0.258260469	Ovary_mean	0.0585	0.0754	1.2894
TRINITY_DN129914_c0_g1_i1	NA	NA	NA	NA	0.83035944	0.83035944	unbias	0.412030063	Brain_mean	0.0489	0.0529	1.0825
TRINITY_DN129919_c0_g2_i13	NA	NA	NA	NA	0.017429216	0.017429216	unbias	0.150863816	Ovary_mean	0.1956	0.2785	1.4241
TRINITY_DN129920_c0_g2_i4	NA	NA	NA	NA	-0.12136371	0.12136371	unbias	0.533868101	Brain_mean	0.0931	0.1208	1.2972
TRINITY_DN129922_c2_g5_i2	krt18	Chr02	144913853	144913853	0.256725105	0.256725105	unbias	0.242057743	Ovary_mean	0.0315	0.0566	1.7949
TRINITY_DN129930_c1_g3_i2	comt	Chr01	146406527	146406527	-0.275148304	0.275148304	unbias	0.238398407	Ovary_mean	0.2788	0.3056	1.0961
TRINITY_DN129931_c1_g1_i1	nox1	Chr08	17490037	17490037	-0.151737286	0.151737286	unbias	0.214169026	Liver_mean	0.0648	0.0997	1.5392
TRINITY_DN129951_c2_g3_i2	LOC100497964-like	Chr02	86544991	86544991	0.117070648	0.117070648	unbias	0.307866414	Brain_mean	0.0122	0.0125	1.0237
TRINITY_DN129961_c0_g2_i1	c3orf52-like	Chr02	49092078	49092078	-0.161769265	0.161769265	unbias	0.163616225	Brain_mean	0.1081	0.1539	1.4231
TRINITY_DN129991_c0_g1_i1	NA	NA	NA	NA	0.226437366	0.226437366	unbias	0.464917415	Brain_mean	0.0473	0.0727	1.5383
TRINITY_DN130016_c2_g2_i6	NA	NA	NA	NA	-0.314664422	0.314664422	unbias	0.484018791	Ovary_mean	0.2234	0.3923	1.756
TRINITY_DN130021_c0_g3_i2	NA	NA	NA	NA	0.602678051	0.602678051	unbias	0.460934006	Brain_mean	0.0812	0.1457	1.7942
TRINITY_DN130034_c2_g7_i4	NA	NA	NA	NA	0.310321266	0.310321266	unbias	0.26700542	Liver_mean	0.1001	0.1183	1.1813
TRINITY_DN130064_c6_g1_i13	NA	NA	NA	NA	-0.366892204	0.366892204	unbias	0.232228963	Ovary_mean	0.0643	0.1109	1.7255
