G23	F-bias	23_F-bias		TRINITY_DN114651_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN118995_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN129561_c4_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132681_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135461_c7_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123048_c0_g1_i8			
Gonad	F-bias	Go_F-bias		TRINITY_DN130392_c1_g5_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120941_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132755_c6_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127949_c1_g1_i8			
Gonad	F-bias	Go_F-bias		TRINITY_DN132531_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123960_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN128722_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126944_c2_g6_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN120063_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN120320_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN125337_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135789_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131198_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN127922_c6_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130195_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN110154_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119292_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133164_c3_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130024_c2_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131666_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125560_c0_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN117497_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131028_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128039_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132644_c6_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN135851_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122613_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN134165_c3_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122562_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN120132_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128544_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129929_c2_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131875_c4_g6_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN121132_c2_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN126133_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN113212_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN129338_c2_g9_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN115131_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122420_c1_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN132252_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128032_c3_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN127231_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119678_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126701_c6_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126975_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128003_c1_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN120707_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN130486_c0_g2_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN121467_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119521_c1_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN125831_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124694_c2_g12_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128949_c1_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN119759_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123442_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN84774_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125832_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125895_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128586_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN92573_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117330_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131642_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN107530_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127028_c2_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128115_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120059_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129425_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125147_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN119067_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN122923_c0_g1_i8			
Gonad	F-bias	Go_F-bias		TRINITY_DN69029_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123183_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131801_c4_g3_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130357_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134832_c5_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130785_c3_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132837_c1_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132717_c3_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN132635_c2_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN121031_c1_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123707_c0_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN124922_c6_g7_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125027_c1_g8_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127259_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133282_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN124251_c3_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128197_c8_g4_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN134546_c3_g7_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131067_c2_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN120753_c3_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN114928_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131661_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129315_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129722_c0_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN129942_c2_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130562_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN114294_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134440_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133964_c1_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131787_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN112501_c0_g1_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN122933_c3_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN122895_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131819_c1_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126924_c1_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN129986_c2_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132709_c3_g8_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132544_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124906_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135542_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN134031_c5_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125899_c5_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN117917_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126754_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN108436_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN116854_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN87377_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN109560_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134982_c7_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129507_c3_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN122229_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122857_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131362_c1_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN128390_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130997_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131699_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN106065_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132185_c3_g10_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN120641_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134584_c7_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131119_c3_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130995_c3_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN124259_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN113595_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135845_c2_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN125463_c5_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN131500_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124615_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN73574_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132956_c5_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN112453_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131699_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131605_c2_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN120666_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126890_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123367_c1_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN126357_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128822_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126693_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN114751_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN118504_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122225_c0_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN129569_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN114305_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN125211_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134080_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131142_c0_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN118461_c0_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN135040_c5_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122042_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122453_c4_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129503_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN124621_c1_g3_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN127950_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN129939_c4_g1_i15			
Gonad	F-bias	Go_F-bias		TRINITY_DN121258_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122590_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133657_c2_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN122683_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN115043_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135567_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN125805_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN116396_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134982_c6_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132392_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128975_c2_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN131034_c4_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117339_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119203_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN120459_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132228_c1_g9_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN109936_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135012_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134581_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120616_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN127109_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN109667_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN125988_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133653_c0_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN112325_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124874_c2_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128761_c2_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135222_c1_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN114945_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120603_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126308_c0_g2_i9			
Gonad	F-bias	Go_F-bias		TRINITY_DN124362_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN133352_c2_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN121485_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126301_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN121214_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132176_c6_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131263_c0_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN130437_c2_g7_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN136585_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN108932_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126079_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130833_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN114850_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN136469_c4_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN133351_c7_g2_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN126798_c3_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN112755_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132244_c1_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN129519_c3_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN114112_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126314_c2_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131419_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135599_c7_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN133549_c7_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128627_c3_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126945_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN135970_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN111019_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134466_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129182_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN111616_c0_g2_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN127636_c7_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125443_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119498_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN116899_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN116819_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN92463_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN96807_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117076_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135242_c0_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN85619_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120384_c0_g1_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN122777_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127156_c7_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133183_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131939_c2_g8_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN122212_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN112907_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134073_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN134844_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133976_c1_g2_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN120998_c0_g3_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN121743_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123838_c1_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128038_c3_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN119467_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN115432_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126307_c1_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132129_c1_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN121956_c0_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN128211_c2_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129208_c2_g5_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN110272_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN115498_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120545_c4_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN130346_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN123361_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN112396_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128408_c3_g7_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN120352_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN123632_c2_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN125043_c0_g2_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN136398_c3_g2_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN135443_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN116433_c0_g3_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN133553_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117803_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN132606_c3_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN119617_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129091_c2_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN107308_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125376_c0_g7_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN128652_c2_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN131657_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN129826_c3_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN115242_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130596_c3_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128248_c0_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN116963_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN121912_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131513_c2_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132278_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN133539_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN107787_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126862_c0_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN115473_c0_g3_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN118885_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130134_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127619_c2_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN134394_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128161_c4_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123315_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126911_c6_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132667_c0_g8_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN115618_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN136497_c6_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135393_c3_g7_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN134109_c1_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128181_c1_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130680_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127936_c5_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN134033_c6_g7_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125343_c0_g8_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN136737_c44_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN112409_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117736_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN80828_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127372_c5_g1_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN106090_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN113809_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN121888_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN118933_c2_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127185_c2_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN128534_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN111129_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133029_c0_g2_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN122805_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN120594_c0_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN132634_c3_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN118194_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN123320_c0_g3_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN122996_c0_g5_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN114799_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128268_c2_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123189_c2_g7_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN121870_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120007_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN116229_c1_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN129703_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130592_c2_g2_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN129638_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN126127_c0_g2_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN131272_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130140_c4_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN134066_c0_g3_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN132776_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN96585_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126027_c6_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN118793_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133737_c5_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130799_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131397_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131438_c2_g10_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN134024_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123323_c0_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN111223_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135263_c3_g2_i8			
