gid	gene name	chr	start	end
TRINITY_DN48886_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48874_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48824_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN48851_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48851_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN48842_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN48810_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48825_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48860_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48881_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48812_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN48866_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77270_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77234_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77274_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77232_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77262_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77269_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77202_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77242_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77242_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN77258_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77217_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77294_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77255_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77227_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77227_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77283_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77209_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN77244_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77216_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77260_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77288_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN77297_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77298_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77285_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77235_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN77205_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77205_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77205_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN46523_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46558_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46536_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46538_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46538_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46559_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46559_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46534_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46580_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46513_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46548_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46567_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46546_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46546_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46535_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46557_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN46557_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN46570_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50693_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50660_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50660_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50690_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50628_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50684_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50684_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50697_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50603_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50691_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50688_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50689_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50678_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19356_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19382_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19398_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19368_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19394_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19310_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19360_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN19370_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19370_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN19355_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19302_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19364_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19336_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19374_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19312_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19312_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN19322_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN19372_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95214_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95262_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95225_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95249_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN95224_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95212_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95250_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95238_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN95255_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95297_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95269_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95272_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95299_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN95279_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95220_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95266_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95248_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN95252_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77596_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77584_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77532_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77532_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN77532_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN77531_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77556_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77510_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77587_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77527_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77543_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN77512_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77520_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77523_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77554_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77554_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN77576_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN77533_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49525_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49528_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49514_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49509_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49507_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49526_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49560_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49569_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49569_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49587_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49529_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49529_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49579_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49504_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49510_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49505_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49505_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49538_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49545_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49555_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN49513_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN49570_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89885_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89858_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89889_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89889_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89829_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89829_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89829_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN89839_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89839_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN89827_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89814_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89856_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89856_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN89856_c0_g5_i1	NA	NA	NA	NA
TRINITY_DN89856_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN89800_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89800_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN89883_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89894_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89897_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89848_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN89811_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89822_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN89873_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89834_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN89834_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN13486_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13483_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13474_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13430_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13491_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13429_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70360_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70350_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70361_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70332_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70332_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70308_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70340_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70304_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN70399_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70352_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70356_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70382_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70334_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70334_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70373_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70390_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70390_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70383_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70365_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70363_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70363_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN70363_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN70305_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN70323_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95432_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95473_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95473_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95473_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN95458_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN95426_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95443_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95476_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95449_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95454_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95414_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95452_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95452_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95452_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN95462_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN95440_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95421_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95472_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95482_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95498_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95431_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95431_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN95431_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN95496_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN95496_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN95496_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN74683_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74695_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74655_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74650_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74650_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN74673_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74606_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74661_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74663_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74656_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74635_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74635_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74631_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74644_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74637_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74637_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN74624_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74624_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74609_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74642_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74630_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74630_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN74684_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74628_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74689_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74604_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN74604_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN74696_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN74696_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72063_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72005_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72047_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72047_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72055_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72055_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72035_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72035_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72035_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN72046_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72056_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72018_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72014_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72093_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72009_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72009_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72002_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72012_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72010_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2314_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2305_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2366_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2319_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2319_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2338_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2374_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2377_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2318_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2352_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2358_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2306_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98819_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98865_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98865_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN98810_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98889_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98835_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98835_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN98834_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98896_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98815_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98887_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN98869_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98876_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98876_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN98825_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98840_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN98817_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN17558_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN17553_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN22167_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22109_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22148_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22137_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN22199_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22199_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN22131_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN22172_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22158_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22128_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22114_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22130_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22183_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22116_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22187_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22151_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22120_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22112_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN22105_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN93650_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN93648_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93608_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN93692_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93616_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN93604_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93609_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93609_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN93609_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN93631_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93631_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN93637_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93675_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN93647_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93677_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN93629_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36079_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36017_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36001_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36001_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN36013_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36076_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36070_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36037_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36039_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36039_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN36093_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN36072_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36064_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67222_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67261_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67271_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67236_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN67284_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67289_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN67240_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67260_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67221_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67221_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67210_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67210_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN67281_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67281_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67287_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67213_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67250_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67249_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67249_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67249_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN67233_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67206_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4902_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4928_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4903_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4903_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4998_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4998_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4933_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4953_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4981_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4981_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4921_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4942_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4959_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4952_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4912_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35532_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35522_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35593_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35593_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN35539_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35505_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35529_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35508_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14039_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14063_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14063_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14005_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14086_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14043_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14033_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14062_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14021_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14099_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14092_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14085_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14085_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14057_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14040_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14089_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14037_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14094_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14028_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14000_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14066_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14035_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14035_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25794_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25759_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25737_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25738_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25738_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25725_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25753_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25753_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25779_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25754_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25763_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25718_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25716_c0_g1_i1	NA	NA	NA	NA
