gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN125463_c6_g3_i1	NA	NA	NA	NA	6.29569186	-1.037978294	5.84E-06	2.36E-05	Gonad	female	adult
TRINITY_DN134932_c0_g1_i3	NA	NA	NA	NA	6.464507126	-1.037056595	0.000135504	0.000426297	Gonad	female	adult
TRINITY_DN132849_c2_g5_i1	NA	NA	NA	NA	3.408900984	-1.037044644	0.010411871	0.021400493	Gonad	female	adult
TRINITY_DN123654_c2_g1_i6	NA	NA	NA	NA	6.977413244	-1.036877843	0.000114362	0.00036575	Gonad	female	adult
TRINITY_DN132960_c3_g1_i1	LOC100490493	Chr08	104648917	104648917	4.605326541	-1.036352511	0.011769894	0.023859179	Gonad	female	adult
TRINITY_DN118379_c0_g1_i1	LOC100487426	scaffold_130	95291	95291	5.122806722	-1.035985005	0.000953083	0.002504549	Gonad	female	adult
TRINITY_DN125305_c3_g2_i1	NA	NA	NA	NA	4.82975432	-1.035404683	0.001108122	0.002874465	Gonad	female	adult
TRINITY_DN117642_c0_g1_i1	NA	NA	NA	NA	7.405903361	-1.035091476	0.005398336	0.011926986	Gonad	female	adult
TRINITY_DN123791_c1_g1_i1	NA	NA	NA	NA	4.97610297	-1.034734892	0.000696019	0.001882531	Gonad	female	adult
TRINITY_DN128397_c3_g2_i2	gjb3	Chr02	85066401	85066401	5.12432385	-1.034505346	0.001789909	0.004429127	Gonad	female	adult
TRINITY_DN130561_c0_g1_i2	rnf25-like	Chr09	8246066	8246066	3.061433237	-1.034413259	0.005313091	0.011754764	Gonad	female	adult
TRINITY_DN130763_c0_g2_i1	NA	NA	NA	NA	6.357409324	-1.034194536	0.000188215	0.000576137	Gonad	female	adult
TRINITY_DN125428_c5_g1_i2	NA	NA	NA	NA	3.425767052	-1.034136052	0.006327651	0.01374861	Gonad	female	adult
TRINITY_DN130828_c1_g4_i3	NA	NA	NA	NA	1.085741014	-1.034033146	0.025181309	0.046461955	Gonad	female	adult
TRINITY_DN129343_c0_g2_i1	NA	NA	NA	NA	5.766315194	-1.033519813	4.17E-05	0.000144777	Gonad	female	adult
TRINITY_DN127749_c2_g2_i1	NA	NA	NA	NA	6.835685483	-1.033486881	5.22E-05	0.000178052	Gonad	female	adult
TRINITY_DN130763_c0_g1_i1	NA	NA	NA	NA	4.18429435	-1.033383687	0.011886094	0.024059341	Gonad	female	adult
TRINITY_DN118551_c2_g14_i2	NA	NA	NA	NA	3.15749043	-1.033317702	0.008586612	0.018041722	Gonad	female	adult
TRINITY_DN136052_c0_g2_i1	NA	NA	NA	NA	4.981810771	-1.032974765	0.000385608	0.001102295	Gonad	female	adult
TRINITY_DN120849_c0_g1_i1	NA	NA	NA	NA	3.676710196	-1.032959412	0.024308994	0.04511071	Gonad	female	adult
TRINITY_DN124145_c0_g1_i10	tnnc2	Chr10	16545216	16545216	6.383112609	-1.032837674	6.20E-05	0.00020841	Gonad	female	adult
TRINITY_DN123922_c3_g5_i1	NA	NA	NA	NA	1.964377833	-1.032551343	0.027263146	0.049790057	Gonad	female	adult
TRINITY_DN132869_c0_g1_i1	NA	NA	NA	NA	6.553627428	-1.032228361	2.68E-05	9.66E-05	Gonad	female	adult
TRINITY_DN134088_c2_g3_i2	NA	NA	NA	NA	4.333564444	-1.032050797	0.00095514	0.002509369	Gonad	female	adult
TRINITY_DN130873_c6_g6_i1	NA	NA	NA	NA	5.816472219	-1.031776413	0.000128521	0.000406083	Gonad	female	adult
TRINITY_DN123164_c1_g1_i2	NA	NA	NA	NA	4.21875159	-1.031461309	0.011146215	0.022729694	Gonad	female	adult
TRINITY_DN132671_c4_g1_i3	NA	NA	NA	NA	5.648175736	-1.03125814	0.000599006	0.001643586	Gonad	female	adult
TRINITY_DN119473_c0_g1_i1	NA	NA	NA	NA	1.998603051	-1.0306058	0.0123641	0.024920406	Gonad	female	adult
TRINITY_DN132603_c6_g1_i1	NA	NA	NA	NA	1.966055614	-1.02978281	0.024690996	0.04569556	Gonad	female	adult
TRINITY_DN136137_c2_g4_i2	rnmt	Chr06	87920054	87920054	3.339373578	-1.02957596	0.019275208	0.036839096	Gonad	female	adult
TRINITY_DN115333_c0_g1_i1	NA	NA	NA	NA	5.460921259	-1.029279237	0.000828125	0.002205206	Gonad	female	adult
TRINITY_DN129797_c1_g3_i1	NA	NA	NA	NA	5.646829046	-1.029239221	0.000549939	0.001522845	Gonad	female	adult
TRINITY_DN122587_c0_g2_i1	NA	NA	NA	NA	7.192815473	-1.028419156	4.60E-06	1.89E-05	Gonad	female	adult
TRINITY_DN133418_c1_g2_i2	NA	NA	NA	NA	4.405017803	-1.028082309	0.006829982	0.014715699	Gonad	female	adult
TRINITY_DN131756_c1_g1_i2	NA	NA	NA	NA	4.050656069	-1.02807368	0.026565165	0.04863346	Gonad	female	adult
TRINITY_DN133660_c1_g2_i3	NA	NA	NA	NA	4.815042018	-1.027758901	0.014057355	0.027899528	Gonad	female	adult
TRINITY_DN114830_c0_g1_i1	NA	NA	NA	NA	5.050214648	-1.027459803	0.00340882	0.007914271	Gonad	female	adult
TRINITY_DN97507_c0_g1_i2	NA	NA	NA	NA	2.660381943	-1.027258096	0.024890309	0.046015355	Gonad	female	adult
TRINITY_DN129219_c4_g1_i1	zc3h12b	Chr08	24983382	24983382	4.491670264	-1.02697798	0.002198731	0.005325107	Gonad	female	adult
TRINITY_DN122191_c0_g1_i2	NA	NA	NA	NA	6.968608123	-1.026878032	2.32E-05	8.45E-05	Gonad	female	adult
TRINITY_DN67806_c0_g1_i1	NA	NA	NA	NA	2.27723541	-1.026617001	0.011965175	0.02419417	Gonad	female	adult
TRINITY_DN132963_c1_g4_i2	NA	NA	NA	NA	5.660065442	-1.025571631	0.000133267	0.000419669	Gonad	female	adult
TRINITY_DN120361_c0_g2_i1	NA	NA	NA	NA	4.998865206	-1.025519722	0.000748834	0.002010436	Gonad	female	adult
TRINITY_DN131945_c1_g5_i4	NA	NA	NA	NA	4.975438821	-1.025430097	0.000494467	0.001382087	Gonad	female	adult
TRINITY_DN114119_c0_g1_i1	NA	NA	NA	NA	7.771155016	-1.02521056	0.000482791	0.001352677	Gonad	female	adult
TRINITY_DN130545_c1_g8_i1	LOC100494095-like	Chr09	13579408	13579408	3.56447411	-1.025024186	0.02108048	0.039843803	Gonad	female	adult
TRINITY_DN132871_c2_g2_i2	NA	NA	NA	NA	5.273017309	-1.024132076	0.000662253	0.00180005	Gonad	female	adult
TRINITY_DN116680_c0_g2_i1	NA	NA	NA	NA	4.744454117	-1.024121298	0.012427694	0.025017291	Gonad	female	adult
TRINITY_DN128135_c2_g5_i1	NA	NA	NA	NA	6.52731101	-1.024055123	2.18E-05	7.99E-05	Gonad	female	adult
TRINITY_DN131812_c2_g3_i3	NA	NA	NA	NA	4.060547012	-1.024030814	0.005263966	0.011656368	Gonad	female	adult
TRINITY_DN118968_c0_g1_i1	NA	NA	NA	NA	6.189506665	-1.022412024	3.59E-05	0.000126117	Gonad	female	adult
TRINITY_DN134392_c8_g1_i1	ppfia1	Chr04	6462279	6462279	4.526870832	-1.022314741	0.004125616	0.00938245	Gonad	female	adult
TRINITY_DN124534_c3_g3_i1	NA	NA	NA	NA	3.477765083	-1.02222982	0.003621477	0.0083564	Gonad	female	adult
TRINITY_DN125238_c0_g1_i1	NA	NA	NA	NA	5.496335425	-1.022012417	0.000929503	0.002448573	Gonad	female	adult
TRINITY_DN130028_c1_g1_i1	NA	NA	NA	NA	4.351859633	-1.021753999	0.00342686	0.007952063	Gonad	female	adult
TRINITY_DN123834_c0_g1_i1	NA	NA	NA	NA	6.095331245	-1.021367991	0.000682631	0.001849423	Gonad	female	adult
TRINITY_DN123838_c1_g2_i2	NA	NA	NA	NA	7.629880586	-1.021250135	2.65E-05	9.59E-05	Gonad	female	adult
TRINITY_DN129242_c0_g1_i4	NA	NA	NA	NA	4.902541849	-1.020445279	0.000417488	0.001184275	Gonad	female	adult
TRINITY_DN129842_c2_g17_i3	Sep-02	Chr05	122445498	122445498	2.301755635	-1.020280294	0.011613152	0.023594444	Gonad	female	adult
TRINITY_DN123842_c1_g1_i1	NA	NA	NA	NA	2.993888379	-1.020263757	0.025901996	0.047604809	Gonad	female	adult
TRINITY_DN133666_c1_g2_i2	NA	NA	NA	NA	7.054659981	-1.019560561	1.30E-05	4.94E-05	Gonad	female	adult
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	4.938541046	-1.01941671	0.000436926	0.001234601	Gonad	female	adult
TRINITY_DN125622_c2_g1_i1	NA	NA	NA	NA	3.318816383	-1.019033842	0.004165586	0.009459298	Gonad	female	adult
TRINITY_DN115343_c0_g1_i1	NA	NA	NA	NA	7.739464289	-1.018949545	0.000188909	0.000578009	Gonad	female	adult
TRINITY_DN112341_c0_g1_i1	ppm1l-like	Chr05	103242943	103242943	6.566029918	-1.018647614	3.20E-05	0.000113831	Gonad	female	adult
TRINITY_DN129596_c4_g1_i3	NA	NA	NA	NA	4.600529154	-1.01829077	0.003192428	0.007447128	Gonad	female	adult
TRINITY_DN130537_c3_g1_i1	NA	NA	NA	NA	4.765293572	-1.018045431	0.004424086	0.009983732	Gonad	female	adult
TRINITY_DN133591_c2_g19_i1	wdr12	Chr09	46673459	46673459	6.22378353	-1.017951471	0.000690641	0.001869329	Gonad	female	adult
TRINITY_DN120954_c2_g6_i2	NA	NA	NA	NA	5.778403243	-1.017792119	0.000784511	0.002096739	Gonad	female	adult
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA	4.081329472	-1.017660216	0.004310875	0.00975362	Gonad	female	adult
TRINITY_DN127209_c2_g4_i3	LOC100493636-like	Chr03	9703397	9703397	4.978048243	-1.016994356	0.000959301	0.002518543	Gonad	female	adult
TRINITY_DN120546_c0_g1_i1	NA	NA	NA	NA	6.936851211	-1.016670741	0.001440859	0.003640881	Gonad	female	adult
TRINITY_DN116467_c0_g1_i2	NA	NA	NA	NA	2.221386454	-1.016340427	0.017001881	0.033020183	Gonad	female	adult
TRINITY_DN130284_c1_g1_i1	NA	NA	NA	NA	2.03669346	-1.015976122	0.022390114	0.04196054	Gonad	female	adult
TRINITY_DN126357_c1_g2_i4	NA	NA	NA	NA	5.563879687	-1.015857345	0.000440537	0.001243756	Gonad	female	adult
TRINITY_DN135989_c3_g1_i2	NA	NA	NA	NA	4.871525904	-1.015585454	0.020323468	0.038577823	Gonad	female	adult
TRINITY_DN126647_c0_g1_i1	NA	NA	NA	NA	3.720816547	-1.015311977	0.014787625	0.029171811	Gonad	female	adult
TRINITY_DN125176_c0_g1_i1	NA	NA	NA	NA	7.870497819	-1.015194684	3.80E-05	0.000132895	Gonad	female	adult
TRINITY_DN130492_c2_g3_i1	NA	NA	NA	NA	5.619638847	-1.015079888	0.00144271	0.003645149	Gonad	female	adult
TRINITY_DN121154_c0_g1_i1	gphb5	Chr08	81233189	81233189	4.3570789	-1.014968009	0.00480729	0.010745314	Gonad	female	adult
TRINITY_DN125720_c2_g3_i3	NA	NA	NA	NA	4.621677163	-1.014764671	0.004852284	0.010834078	Gonad	female	adult
TRINITY_DN129190_c3_g1_i1	NA	NA	NA	NA	6.719485332	-1.014705331	0.005135105	0.011404605	Gonad	female	adult
TRINITY_DN125838_c1_g1_i1	NA	NA	NA	NA	2.518851944	-1.014652229	0.016666328	0.032457903	Gonad	female	adult
TRINITY_DN122379_c0_g2_i1	NA	NA	NA	NA	5.954231893	-1.014075824	0.000900647	0.002378669	Gonad	female	adult
TRINITY_DN126138_c0_g2_i2	NA	NA	NA	NA	6.249891935	-1.014061243	6.99E-05	0.000232832	Gonad	female	adult
TRINITY_DN107645_c0_g1_i1	ube2i	Chr09	22917092	22917092	6.428201841	-1.013694696	0.001389194	0.003523352	Gonad	female	adult
TRINITY_DN127335_c2_g3_i2	NA	NA	NA	NA	6.256617533	-1.013235827	4.95E-05	0.000169384	Gonad	female	adult
TRINITY_DN121172_c0_g1_i7	NA	NA	NA	NA	6.08159337	-1.013029501	3.38E-05	0.000119421	Gonad	female	adult
TRINITY_DN122865_c0_g1_i1	NA	NA	NA	NA	6.552786318	-1.012537369	0.000123615	0.000392449	Gonad	female	adult
TRINITY_DN121879_c1_g1_i5	NA	NA	NA	NA	9.206797693	-1.012508505	0.002074637	0.005053317	Gonad	female	adult
TRINITY_DN131364_c4_g5_i3	NA	NA	NA	NA	4.690082283	-1.012224517	0.004041725	0.009212506	Gonad	female	adult
TRINITY_DN125531_c0_g1_i1	Xetrov90021117m	Chr08	61127721	61127721	4.642834502	-1.012134923	0.016704341	0.032515092	Gonad	female	adult
TRINITY_DN114697_c0_g1_i1	LOC100216149	scaffold_526	9680	9680	4.205523429	-1.011630802	0.00499168	0.011107564	Gonad	female	adult
TRINITY_DN125869_c9_g2_i2	NA	NA	NA	NA	6.335259959	-1.009981813	0.000115407	0.000368936	Gonad	female	adult
TRINITY_DN134208_c6_g1_i3	NA	NA	NA	NA	4.555897398	-1.009961479	0.013185779	0.026369873	Gonad	female	adult
TRINITY_DN130556_c1_g1_i1	NA	NA	NA	NA	3.512469089	-1.009322551	0.010042735	0.020722958	Gonad	female	adult
TRINITY_DN116970_c0_g2_i1	NA	NA	NA	NA	8.693473809	-1.008978673	3.00E-05	0.000107148	Gonad	female	adult
TRINITY_DN122985_c0_g1_i4	NA	NA	NA	NA	6.297896791	-1.008604207	3.37E-05	0.000119153	Gonad	female	adult
TRINITY_DN131451_c1_g1_i1	NA	NA	NA	NA	5.057379671	-1.008581634	0.000914566	0.002412606	Gonad	female	adult
TRINITY_DN112180_c0_g1_i1	NA	NA	NA	NA	3.20004617	-1.008360295	0.013698155	0.027256164	Gonad	female	adult
TRINITY_DN129261_c1_g2_i3	NA	NA	NA	NA	6.641924143	-1.008138966	5.17E-05	0.000176379	Gonad	female	adult
TRINITY_DN132628_c0_g1_i2	ccdc65	Chr02	132838548	132838548	5.375346296	-1.007442642	0.000196095	0.00059823	Gonad	female	adult
TRINITY_DN127691_c3_g2_i2	sike1	Chr02	66934574	66934574	6.035683695	-1.007379768	0.000237122	0.000710514	Gonad	female	adult
TRINITY_DN131546_c2_g1_i2	NA	NA	NA	NA	8.282041911	-1.006965083	0.000294611	0.000864296	Gonad	female	adult
TRINITY_DN107522_c0_g2_i2	gyltl1b	Chr04	5589270	5589270	4.407352723	-1.006747536	0.026890667	0.049173499	Gonad	female	adult
TRINITY_DN126189_c7_g2_i1	NA	NA	NA	NA	3.650248653	-1.00659064	0.005053257	0.011233887	Gonad	female	adult
TRINITY_DN113439_c0_g1_i1	NA	NA	NA	NA	6.370029527	-1.005463881	2.59E-05	9.38E-05	Gonad	female	adult
TRINITY_DN118108_c0_g2_i1	NA	NA	NA	NA	5.890599721	-1.005311519	0.008273586	0.017463707	Gonad	female	adult
TRINITY_DN193400_c0_g1_i1	ece2-like	Chr05	111155583	111155583	4.049987692	-1.005109077	0.002641293	0.006290253	Gonad	female	adult
TRINITY_DN135999_c2_g9_i12	NA	NA	NA	NA	7.265597427	-1.004407359	4.05E-06	1.68E-05	Gonad	female	adult
TRINITY_DN121095_c0_g1_i2	NA	NA	NA	NA	3.750414325	-1.003561012	0.012283379	0.024779847	Gonad	female	adult
TRINITY_DN125667_c5_g2_i2	NA	NA	NA	NA	6.382829271	-1.003391733	4.93E-05	0.000168968	Gonad	female	adult
TRINITY_DN127275_c6_g1_i3	klhl36-like	Chr04	64622355	64622355	4.655163091	-1.003110654	0.001340579	0.003413869	Gonad	female	adult
TRINITY_DN125169_c2_g3_i1	NA	NA	NA	NA	6.267125901	-1.002861106	0.000232576	0.000698741	Gonad	female	adult
TRINITY_DN135602_c1_g1_i9	NA	NA	NA	NA	4.517731592	-1.002508947	0.001898087	0.004663056	Gonad	female	adult
TRINITY_DN132727_c0_g1_i6	NA	NA	NA	NA	4.272854258	-1.00178283	0.006875738	0.014804033	Gonad	female	adult
TRINITY_DN134652_c1_g8_i3	NA	NA	NA	NA	2.099162182	-1.001528021	0.022623493	0.0423592	Gonad	female	adult
TRINITY_DN124597_c0_g1_i1	Xetrov90003474m	Chr01	172631775	172631775	4.349853999	-1.001419398	0.008208917	0.017353183	Gonad	female	adult
TRINITY_DN125191_c5_g6_i1	NA	NA	NA	NA	2.81402975	-1.001411613	0.021824311	0.041066964	Gonad	female	adult
TRINITY_DN126470_c0_g1_i1	disp1	Chr05	5800592	5800592	4.269059486	-1.00114248	0.002767718	0.00655604	Gonad	female	adult
TRINITY_DN120279_c1_g2_i1	NA	NA	NA	NA	4.227543812	-1.000657491	0.012481308	0.025102818	Gonad	female	adult
TRINITY_DN44948_c0_g1_i1	NA	NA	NA	NA	4.104510067	-1.00024552	0.00949909	0.019723834	Gonad	female	adult
TRINITY_DN131837_c2_g2_i2	NA	NA	NA	NA	0.971540866	1.000410562	0.019250684	0.036795344	Gonad	male	adult
TRINITY_DN130382_c0_g1_i1	cd82	Chr04	3606094	3606094	4.369330025	1.000516788	0.016880377	0.032809624	Gonad	male	adult
TRINITY_DN127719_c0_g1_i2	NA	NA	NA	NA	6.278912519	1.000642314	4.63E-05	0.000159395	Gonad	male	adult
TRINITY_DN136507_c0_g1_i4	NA	NA	NA	NA	4.039524984	1.00098972	0.018714479	0.035937917	Gonad	male	adult
TRINITY_DN122299_c7_g1_i1	oraov1	Chr04	4920115	4920115	8.412504123	1.001243267	0.001148188	0.002967479	Gonad	male	adult
TRINITY_DN118894_c0_g2_i1	NA	NA	NA	NA	2.473005798	1.002109373	0.024817816	0.045885096	Gonad	male	adult
TRINITY_DN103744_c0_g1_i2	NA	NA	NA	NA	9.35358449	1.003705207	0.000144059	0.000450695	Gonad	male	adult
TRINITY_DN130383_c2_g2_i1	NA	NA	NA	NA	2.34965945	1.004172891	0.018427341	0.035446863	Gonad	male	adult
TRINITY_DN135507_c2_g1_i2	NA	NA	NA	NA	5.312770428	1.004454951	0.000521054	0.00144837	Gonad	male	adult
TRINITY_DN126350_c0_g2_i1	NA	NA	NA	NA	5.917561412	1.004479929	0.001314298	0.003351482	Gonad	male	adult
TRINITY_DN135673_c3_g2_i1	NA	NA	NA	NA	2.914968965	1.004562261	0.011544449	0.023467541	Gonad	male	adult
TRINITY_DN129827_c1_g2_i1	NA	NA	NA	NA	3.675677924	1.005054382	0.004258595	0.009646943	Gonad	male	adult
TRINITY_DN134825_c4_g2_i3	NA	NA	NA	NA	6.497838396	1.005273533	0.000152548	0.000474752	Gonad	male	adult
TRINITY_DN134130_c0_g2_i4	NA	NA	NA	NA	2.106293559	1.005305679	0.01337846	0.026697749	Gonad	male	adult
TRINITY_DN124905_c0_g2_i2	nf1	Chr02	101055709	101055709	1.380898779	1.005488502	0.025461556	0.046913811	Gonad	male	adult
TRINITY_DN101247_c0_g3_i1	NA	NA	NA	NA	2.270066181	1.005937148	0.024329451	0.045137534	Gonad	male	adult
TRINITY_DN129064_c2_g1_i1	NA	NA	NA	NA	4.811702725	1.006106133	0.015676905	0.030755274	Gonad	male	adult
TRINITY_DN134435_c0_g1_i1	Mar-03	Chr01	159613457	159613457	3.086596442	1.00620096	0.010548919	0.021644713	Gonad	male	adult
TRINITY_DN130529_c3_g1_i4	NA	NA	NA	NA	5.791112707	1.007502709	0.001277368	0.003264691	Gonad	male	adult
TRINITY_DN132866_c0_g1_i1	NA	NA	NA	NA	4.877834963	1.008132208	0.000333449	0.00096816	Gonad	male	adult
TRINITY_DN126198_c0_g1_i2	LOC548390-like	Chr06	52473305	52473305	7.051166902	1.008233553	0.000202687	0.000616257	Gonad	male	adult
TRINITY_DN134010_c12_g2_i1	NA	NA	NA	NA	5.883199795	1.008924142	0.000378652	0.001084198	Gonad	male	adult
TRINITY_DN136544_c3_g4_i1	vmp1	Chr02	87235089	87235089	2.379267727	1.009539302	0.024406815	0.045255233	Gonad	male	adult
TRINITY_DN129085_c1_g2_i1	NA	NA	NA	NA	3.554960874	1.009881534	0.017122318	0.033219772	Gonad	male	adult
TRINITY_DN131253_c3_g1_i2	sass6.2	Chr04	98751351	98751351	4.901139204	1.010468729	0.004821536	0.010775023	Gonad	male	adult
TRINITY_DN130937_c5_g2_i3	ca8	Chr06	102013719	102013719	1.909232764	1.011348801	0.015129834	0.029771396	Gonad	male	adult
TRINITY_DN131203_c2_g1_i6	NA	NA	NA	NA	3.996383419	1.012659182	0.010991234	0.022448148	Gonad	male	adult
TRINITY_DN135141_c0_g2_i1	chrnd	Chr05	108988471	108988471	1.768068692	1.013128886	0.018491508	0.035558168	Gonad	male	adult
TRINITY_DN131606_c1_g1_i11	naaa	scaffold_149	24087	24087	4.236965546	1.01343547	0.003822497	0.008772688	Gonad	male	adult
TRINITY_DN133409_c1_g3_i1	srsf5	Chr08	87426970	87426970	4.416890739	1.013667729	0.008837616	0.018508783	Gonad	male	adult
TRINITY_DN126414_c7_g8_i1	NA	NA	NA	NA	3.152646437	1.013965251	0.009592998	0.019891363	Gonad	male	adult
TRINITY_DN135017_c0_g2_i3	NA	NA	NA	NA	2.486029187	1.014238827	0.010592392	0.021722058	Gonad	male	adult
TRINITY_DN132278_c2_g1_i2	rwdd3	Chr04	91597004	91597004	2.6523481	1.014335227	0.010234589	0.021077528	Gonad	male	adult
TRINITY_DN120431_c0_g2_i2	Xetrov90004255m	Chr02	25792578	25792578	5.250458272	1.014541801	0.002147599	0.00520966	Gonad	male	adult
TRINITY_DN130035_c0_g1_i1	gfpt1	Chr03	111623642	111623642	7.202209652	1.01626631	1.62E-05	6.06E-05	Gonad	male	adult
TRINITY_DN133333_c1_g6_i3	NA	NA	NA	NA	5.443193044	1.016762747	0.020079507	0.038169336	Gonad	male	adult
TRINITY_DN133238_c0_g1_i5	vash2	Chr05	10501735	10501735	3.069157761	1.017649752	0.007885704	0.016748109	Gonad	male	adult
TRINITY_DN123817_c0_g1_i1	NA	NA	NA	NA	2.242605611	1.017971601	0.016195801	0.031650838	Gonad	male	adult
TRINITY_DN127243_c3_g1_i2	spata6l	Chr01	115095231	115095231	5.96492104	1.018022045	0.000398124	0.001133764	Gonad	male	adult
TRINITY_DN129774_c0_g2_i2	NA	NA	NA	NA	6.828431042	1.019408329	0.000259901	0.000771593	Gonad	male	adult
TRINITY_DN121887_c2_g1_i1	NA	NA	NA	NA	4.380527702	1.020027736	0.002418331	0.005803378	Gonad	male	adult
TRINITY_DN119114_c0_g1_i1	NA	NA	NA	NA	3.899006539	1.020149361	0.020999681	0.039700613	Gonad	male	adult
TRINITY_DN120901_c0_g1_i1	NA	NA	NA	NA	7.690267282	1.020200838	0.000126632	0.000400732	Gonad	male	adult
TRINITY_DN136357_c1_g2_i3	NA	NA	NA	NA	5.008718289	1.020341132	0.005133187	0.011401468	Gonad	male	adult
TRINITY_DN129233_c0_g2_i1	dennd3	Chr06	130510178	130510178	3.530540377	1.021610559	0.018895864	0.036224186	Gonad	male	adult
TRINITY_DN207176_c0_g1_i1	NA	NA	NA	NA	1.960135236	1.022395391	0.023237527	0.043379281	Gonad	male	adult
TRINITY_DN136584_c5_g1_i1	NA	NA	NA	NA	4.999319905	1.022896305	0.003208902	0.007482463	Gonad	male	adult
TRINITY_DN134068_c1_g9_i6	mpc2	Chr02	64443422	64443422	1.536993639	1.02298027	0.023941762	0.044509778	Gonad	male	adult
TRINITY_DN134986_c0_g2_i3	NA	NA	NA	NA	5.425465022	1.022998827	0.017096086	0.03317173	Gonad	male	adult
TRINITY_DN103974_c0_g2_i1	pam-like	Chr01	137311916	137311916	2.272645666	1.023095632	0.013186105	0.026369873	Gonad	male	adult
TRINITY_DN135209_c6_g1_i3	NA	NA	NA	NA	3.975999215	1.023269825	0.018282835	0.035198903	Gonad	male	adult
TRINITY_DN123088_c0_g1_i20	NA	NA	NA	NA	9.275726152	1.023563554	0.003256221	0.007586527	Gonad	male	adult
TRINITY_DN106671_c0_g2_i1	NA	NA	NA	NA	3.921710074	1.02379986	0.007075348	0.015190317	Gonad	male	adult
TRINITY_DN117130_c0_g1_i1	NA	NA	NA	NA	1.383300251	1.023946183	0.021978123	0.041308544	Gonad	male	adult
TRINITY_DN133156_c1_g3_i1	NA	NA	NA	NA	1.636924614	1.024867406	0.025884979	0.047581286	Gonad	male	adult
TRINITY_DN134983_c5_g7_i2	NA	NA	NA	NA	9.368462235	1.025544756	0.001029535	0.002686675	Gonad	male	adult
TRINITY_DN117066_c0_g1_i2	NA	NA	NA	NA	4.323730204	1.025658261	0.003490353	0.008075576	Gonad	male	adult
TRINITY_DN130769_c2_g4_i6	NA	NA	NA	NA	6.608640496	1.025987189	1.95E-05	7.21E-05	Gonad	male	adult
TRINITY_DN109134_c0_g1_i1	fbxo9	Chr05	114246870	114246870	2.751611739	1.028681564	0.018710206	0.035932769	Gonad	male	adult
TRINITY_DN128611_c1_g5_i1	Xetrov90008097m	Chr03	54735100	54735100	3.911784615	1.028697554	0.002869739	0.006769978	Gonad	male	adult
TRINITY_DN124497_c1_g1_i2	NA	NA	NA	NA	2.91540955	1.02887239	0.018732048	0.035965533	Gonad	male	adult
TRINITY_DN129484_c5_g4_i1	NA	NA	NA	NA	1.283675067	1.029302756	0.02550389	0.04697263	Gonad	male	adult
TRINITY_DN135384_c2_g1_i2	NA	NA	NA	NA	6.764526005	1.029657564	0.000201158	0.000612102	Gonad	male	adult
TRINITY_DN126370_c0_g1_i2	NA	NA	NA	NA	5.832392778	1.030166765	9.47E-05	0.000306995	Gonad	male	adult
TRINITY_DN118716_c0_g1_i1	NA	NA	NA	NA	1.958979156	1.030293067	0.021464485	0.040494965	Gonad	male	adult
TRINITY_DN132653_c2_g1_i1	NA	NA	NA	NA	3.03670461	1.03076477	0.012287757	0.024784248	Gonad	male	adult
TRINITY_DN119518_c0_g1_i1	Xetrov90023056m	Chr09	8313229	8313229	6.269969839	1.031053074	6.14E-05	0.000206588	Gonad	male	adult
TRINITY_DN135299_c1_g17_i1	NA	NA	NA	NA	6.144362747	1.031183143	0.019518538	0.037241053	Gonad	male	adult
TRINITY_DN80194_c0_g1_i1	NA	NA	NA	NA	5.085821029	1.031951622	0.00303385	0.007118425	Gonad	male	adult
TRINITY_DN131741_c0_g1_i1	f12	Chr03	36288198	36288198	4.890365232	1.03211513	0.002960174	0.006963663	Gonad	male	adult
TRINITY_DN119432_c0_g1_i1	NA	NA	NA	NA	2.367581368	1.032298856	0.025410575	0.046827526	Gonad	male	adult
TRINITY_DN119665_c0_g1_i1	NA	NA	NA	NA	1.477930937	1.032490462	0.017011535	0.033030401	Gonad	male	adult
TRINITY_DN128511_c4_g2_i2	NA	NA	NA	NA	2.864157925	1.032530141	0.005538229	0.012197837	Gonad	male	adult
TRINITY_DN134362_c2_g1_i6	LOC100486838	Chr04	104784787	104784787	5.173772581	1.03341975	0.000241319	0.000721655	Gonad	male	adult
TRINITY_DN120836_c0_g1_i1	NA	NA	NA	NA	7.25803732	1.034052884	0.000241529	0.000722186	Gonad	male	adult
TRINITY_DN118256_c0_g1_i1	wdhd1	Chr08	74566835	74566835	4.687042902	1.034787276	0.003145216	0.007348392	Gonad	male	adult
TRINITY_DN130467_c5_g3_i1	stx12	Chr02	57881803	57881803	3.861312367	1.034845805	0.011282747	0.022983185	Gonad	male	adult
TRINITY_DN129004_c0_g3_i2	NA	NA	NA	NA	2.552420972	1.035333363	0.026691582	0.048849038	Gonad	male	adult
TRINITY_DN128172_c3_g5_i1	NA	NA	NA	NA	6.862012451	1.035657431	1.34E-05	5.07E-05	Gonad	male	adult
TRINITY_DN135272_c6_g2_i2	NA	NA	NA	NA	1.947044096	1.036563009	0.020570009	0.038996588	Gonad	male	adult
TRINITY_DN131142_c1_g3_i1	NA	NA	NA	NA	8.459292698	1.037030619	1.85E-05	6.87E-05	Gonad	male	adult
