gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	stage 
TRINITY_DN133256_c3_g3_i1	ugcg	Chr01	95778004	95778004	6.234356388	-1.814168502	7.72835E-08	3.23564E-07	Gonad
TRINITY_DN133262_c7_g3_i1	brms1	Chr04	37368877	37368877	5.464141715	-1.07188027	3.81439E-05	0.000109463	Gonad
TRINITY_DN133267_c3_g1_i2	liph	Chr02	22388327	22388327	1.419256621	-4.461241167	3.64664E-12	2.66628E-11	Gonad
TRINITY_DN133269_c2_g1_i1	prr12-like	Chr07	102861401	102861401	4.548782079	2.203598131	1.34046E-09	7.24826E-09	Gonad
TRINITY_DN133275_c1_g1_i2	crhr1.1	Chr10	7196145	7196145	2.282957955	-1.275792481	0.006547024	0.012504158	Gonad
TRINITY_DN133281_c3_g3_i6	arg1	Chr05	44700366	44700366	7.509136721	-6.523010373	1.7045E-112	5.5478E-110	Gonad
TRINITY_DN133285_c0_g1_i1	myo10	Chr06	58898687	58898687	4.603944	1.630403322	0.000252106	0.00063246	Gonad
TRINITY_DN133287_c0_g2_i1	LOC100497103	Chr05	88605340	88605340	1.193657243	-4.329637491	1.90657E-08	8.7962E-08	Gonad
TRINITY_DN133288_c0_g4_i1	arhgap33	scaffold_37	915529	915529	2.795011945	-1.377673308	0.012879561	0.023021562	Gonad
TRINITY_DN133297_c0_g3_i1	atp7a	Chr08	24572875	24572875	5.279921741	1.497902331	6.63956E-05	0.000183744	Gonad
TRINITY_DN133301_c2_g3_i5	znf592	Chr03	80986093	80986093	6.195716015	-1.058627152	1.55809E-05	4.72107E-05	Gonad
TRINITY_DN133306_c0_g3_i1	Xetrov90020006m	Chr08	11253649	11253649	5.79348807	1.382501244	0.000215521	0.000548174	Gonad
TRINITY_DN133314_c3_g1_i1	ccser1	Chr01	68697039	68697039	2.047198866	1.685314414	0.00163106	0.003526333	Gonad
TRINITY_DN133314_c5_g2_i2	ankh	Chr06	59641948	59641948	5.389039848	3.593281968	4.5238E-30	1.41316E-28	Gonad
TRINITY_DN133319_c2_g2_i1	raver1	Chr03	127107754	127107754	6.690721897	-1.708434452	2.62002E-13	2.13884E-12	Gonad
TRINITY_DN133320_c2_g1_i1	elovl5	Chr05	114321936	114321936	7.725933502	2.860131645	2.01526E-14	1.87237E-13	Gonad
TRINITY_DN133320_c2_g3_i2	gcnt1	Chr01	119734390	119734390	6.821214873	-2.605367584	2.73698E-24	5.95174E-23	Gonad
TRINITY_DN133322_c0_g2_i1	fat3-like	Chr02	163101849	163101849	4.617065076	1.689274375	7.62212E-06	2.39661E-05	Gonad
TRINITY_DN133324_c7_g1_i2	znf438	Chr06	15087516	15087516	6.934977763	-1.231432525	2.452E-08	1.10895E-07	Gonad
TRINITY_DN133325_c1_g1_i1	aacs	Chr01	151434368	151434368	4.36309502	1.552754071	0.000231855	0.000587204	Gonad
TRINITY_DN133326_c4_g1_i2	kctd14	Chr02	165625206	165625206	5.320791224	-4.400853052	8.71098E-37	3.74016E-35	Gonad
TRINITY_DN133333_c1_g6_i3	LOC100145599	Chr01	178928228	178928228	6.081094245	1.158562104	0.005393393	0.010501944	Gonad
TRINITY_DN133334_c6_g9_i1	Xetrov90002071m	Chr01	105042124	105042124	4.219155996	1.325571603	0.004252425	0.008461244	Gonad
TRINITY_DN133340_c0_g3_i2	terf2	Chr04	62289959	62289959	5.995168898	-1.345402243	1.41092E-07	5.71964E-07	Gonad
TRINITY_DN133347_c4_g2_i1	gsn	scaffold_124	524702	524702	8.743754576	-1.198474457	7.93137E-09	3.87355E-08	Gonad
TRINITY_DN133347_c5_g1_i1	stom-like	scaffold_124	545033	545033	5.948406323	2.281784743	6.5172E-14	5.7082E-13	Gonad
TRINITY_DN133351_c7_g2_i4	malsu1	Chr06	34811097	34811097	6.293216049	-1.315539844	6.1071E-08	2.59783E-07	Gonad
TRINITY_DN133352_c2_g1_i3	slc35a1	Chr05	87119344	87119344	6.78715939	-1.298188655	7.75776E-08	3.24661E-07	Gonad
TRINITY_DN133355_c0_g1_i1	lama4	Chr05	73627831	73627831	4.370604163	3.14769115	3.60492E-19	5.18144E-18	Gonad
TRINITY_DN133356_c6_g2_i2	LOC100494894	Chr09	12320021	12320021	2.598217575	1.712508725	0.000329096	0.00080891	Gonad
TRINITY_DN133360_c0_g1_i1	n4bp3	Chr03	38327939	38327939	6.691702818	-2.748768798	3.73958E-11	2.45654E-10	Gonad
TRINITY_DN133362_c6_g3_i1	epas1	Chr05	15930019	15930019	5.141420084	-1.90851468	1.11659E-06	3.99377E-06	Gonad
TRINITY_DN133364_c2_g4_i1	LOC100486384-like	Chr07	102560002	102560002	4.693421522	-1.119932855	0.000427159	0.001027667	Gonad
TRINITY_DN133368_c1_g2_i1	ddx41	Chr03	36612533	36612533	7.264723565	-2.39010752	1.14109E-31	3.88972E-30	Gonad
TRINITY_DN133373_c1_g1_i2	nfat5-like	Chr04	62377619	62377619	2.332807218	1.0974302	0.024708441	0.041288419	Gonad
TRINITY_DN133374_c2_g1_i2	pepd	Chr04	20482294	20482294	6.727867697	1.012933901	0.000510625	0.001213141	Gonad
TRINITY_DN133397_c2_g1_i1	gnaz	Chr01	143809516	143809516	3.963314798	1.314544386	0.002249513	0.004725711	Gonad
TRINITY_DN133402_c0_g1_i2	isoc2	Chr07	98039491	98039491	7.297595564	-1.714414639	4.82247E-10	2.73057E-09	Gonad
TRINITY_DN133405_c0_g1_i1	myo15a-like.1	Chr05	67620050	67620050	1.182475074	3.031035952	0.000327832	0.000806001	Gonad
TRINITY_DN133409_c1_g3_i1	irf1	Chr03	27040487	27040487	5.108788961	1.223984468	0.00143464	0.00313323	Gonad
TRINITY_DN133416_c3_g1_i1	nhlrc3-like	Chr02	147947765	147947765	5.921401891	1.358914524	5.0659E-07	1.91513E-06	Gonad
TRINITY_DN133418_c0_g1_i1	slc39a1-like.1	Chr03	97498254	97498254	6.339608809	-2.130953893	1.53469E-18	2.10967E-17	Gonad
TRINITY_DN133420_c3_g1_i1	hgsnat	Chr01	77083186	77083186	5.542052953	-1.078824732	0.000218901	0.000556351	Gonad
TRINITY_DN133426_c3_g2_i8	trpm3-like	Chr01	117704370	117704370	3.377242791	5.468084018	1.66943E-10	1.00146E-09	Gonad
TRINITY_DN133440_c0_g2_i2	LOC101730245	Chr03	109238284	109238284	7.229112002	-5.409445762	5.02602E-84	8.17945E-82	Gonad
TRINITY_DN133445_c0_g1_i1	furin	Chr03	97916756	97916756	3.092811787	-1.841725704	0.000250531	0.000628883	Gonad
TRINITY_DN133445_c0_g3_i2	Xetrov90008305m	Chr03	68392753	68392753	4.068900715	-2.837771568	3.04992E-12	2.24625E-11	Gonad
TRINITY_DN133449_c1_g3_i1	vwa5b2	Chr05	111068770	111068770	4.947413764	-2.334963773	9.30177E-14	8.00809E-13	Gonad
TRINITY_DN133452_c0_g1_i1	abcb6	Chr09	77853885	77853885	5.525148519	-1.175785493	6.74384E-05	0.000186528	Gonad
TRINITY_DN133456_c1_g2_i2	lysmd3	Chr01	170846159	170846159	5.433765024	-1.745088864	7.53667E-11	4.72036E-10	Gonad
TRINITY_DN133458_c2_g1_i1	tfap2c	scaffold_113	203060	203060	1.646176505	-2.710905299	2.62996E-06	8.88096E-06	Gonad
TRINITY_DN133467_c3_g3_i2	tspan2	Chr02	66403265	66403265	4.348357854	-2.394095215	4.98985E-10	2.81744E-09	Gonad
TRINITY_DN133473_c0_g7_i11	c9orf156	Chr01	95342010	95342010	4.72178851	-2.041431419	5.16378E-06	1.66355E-05	Gonad
TRINITY_DN133473_c0_g8_i4	c19orf40	Chr04	21063379	21063379	6.454227427	-1.85126697	3.03162E-09	1.56067E-08	Gonad
TRINITY_DN133475_c0_g1_i1	dhx29	Chr01	178776535	178776535	6.39035702	1.361740886	4.16427E-10	2.37924E-09	Gonad
TRINITY_DN133479_c0_g2_i4	Xetrov90024097m	Chr09	55186431	55186431	5.48065106	3.749881517	6.1232E-22	1.09934E-20	Gonad
TRINITY_DN133482_c10_g3_i1	Xetrov90012451m	Chr04	112170141	112170141	5.171998591	-1.539975761	9.14936E-07	3.31956E-06	Gonad
TRINITY_DN133482_c10_g6_i2	cckar	scaffold_69	478263	478263	1.20804494	1.773829354	0.000840777	0.001915431	Gonad
TRINITY_DN133490_c0_g3_i3	mast3-like	Chr01	85017763	85017763	4.778629689	-1.043419888	0.018763038	0.032342089	Gonad
TRINITY_DN133493_c4_g7_i2	Xetrov90012634m	Chr04	118201985	118201985	2.007305579	4.275865794	0.000893503	0.002023668	Gonad
TRINITY_DN133494_c5_g6_i3	sgta	Chr01	80308197	80308197	8.266052649	-2.110005289	7.78419E-25	1.75318E-23	Gonad
TRINITY_DN133510_c3_g5_i3	Xetrov90030953m	scaffold_98	186113	186113	0.467553327	2.343145267	5.67658E-05	0.000158749	Gonad
TRINITY_DN133515_c1_g1_i2	fn3krp	scaffold_101	32062	32062	2.405824835	1.214845964	0.007509056	0.014167235	Gonad
TRINITY_DN133520_c0_g2_i1	ttc18-like	Chr09	8376312	8376312	2.748421453	1.995160249	3.89682E-06	1.28283E-05	Gonad
TRINITY_DN133528_c1_g1_i3	kmt2e-like	Chr03	67696164	67696164	5.899781125	1.823265789	1.72787E-08	8.02313E-08	Gonad
TRINITY_DN133530_c1_g2_i1	nup54	scaffold_149	106861	106861	7.537892486	-1.783242712	1.93564E-15	2.0218E-14	Gonad
TRINITY_DN133539_c0_g1_i1	ppat	Chr01	31660752	31660752	7.591691387	-1.22836372	2.47142E-09	1.29005E-08	Gonad
TRINITY_DN133541_c1_g1_i4	lgals9b-like	Chr08	50118340	50118340	6.861286688	3.071590655	6.04499E-28	1.6665E-26	Gonad
TRINITY_DN133542_c0_g3_i2	boc	scaffold_326	589	589	2.082465025	2.510519997	4.49822E-06	1.46315E-05	Gonad
TRINITY_DN133549_c7_g2_i2	ift81	Chr01	153958425	153958425	6.407951339	-1.292268216	1.75884E-08	8.14443E-08	Gonad
TRINITY_DN133551_c0_g1_i1	LOC101732283	scaffold_217	18745	18745	4.164835305	3.991949925	1.67045E-15	1.75571E-14	Gonad
TRINITY_DN133552_c1_g1_i3	mn1	Chr01	141466689	141466689	3.076461038	3.026081193	3.3651E-10	1.94578E-09	Gonad
TRINITY_DN133553_c1_g2_i1	ehhadh	Chr09	49804538	49804538	3.841556244	-1.123996242	0.007703455	0.014498762	Gonad
TRINITY_DN133559_c1_g1_i1	igbp1	Chr08	22758798	22758798	7.743629479	1.139474462	1.83069E-06	6.33243E-06	Gonad
TRINITY_DN133563_c2_g1_i1	c2orf69	Chr09	46182130	46182130	6.03174815	-2.918663401	8.14298E-08	3.39937E-07	Gonad
TRINITY_DN133566_c0_g1_i1	mfsd11	Chr10	36976815	36976815	5.186004459	-1.830453857	1.78778E-09	9.51408E-09	Gonad
TRINITY_DN133567_c0_g2_i4	dusp3	Chr10	23571457	23571457	5.537714323	1.585120632	6.74839E-09	3.32965E-08	Gonad
TRINITY_DN133567_c0_g4_i2	LOC100486206-like	Chr01	167665994	167665994	7.293881095	-1.250684848	4.47024E-06	1.45499E-05	Gonad
TRINITY_DN133570_c0_g1_i3	tspan12-like	Chr03	59737526	59737526	3.385129023	3.111150528	1.41846E-11	9.72965E-11	Gonad
TRINITY_DN133572_c0_g1_i1	Xetrov90000522m	Chr01	20771304	20771304	6.146756271	-1.689361601	5.94139E-11	3.78942E-10	Gonad
TRINITY_DN133575_c2_g1_i3	arhgap42	Chr02	159502011	159502011	1.851342085	2.383236947	1.13235E-05	3.49079E-05	Gonad
TRINITY_DN133582_c9_g9_i2	mocs2-like	Chr01	179736492	179736492	5.020546585	1.092945702	0.001518821	0.00330278	Gonad
TRINITY_DN133585_c15_g11_i1	ube2c	Chr10	16577842	16577842	8.486037262	-1.490565987	5.57918E-07	2.09505E-06	Gonad
TRINITY_DN133586_c6_g4_i1	gpr85	Chr03	57389418	57389418	2.518297659	3.102201358	2.11282E-10	1.24742E-09	Gonad
TRINITY_DN133587_c0_g2_i3	bace2	Chr02	6794337	6794337	5.877223028	-2.057146737	7.00839E-12	4.9764E-11	Gonad
TRINITY_DN133588_c4_g3_i1	letmd1	Chr02	138916534	138916534	5.369251227	-1.93811416	1.83402E-08	8.48089E-08	Gonad
TRINITY_DN133592_c2_g3_i4	map2k7	Chr03	123730902	123730902	5.763734985	-1.995207646	1.43846E-12	1.09375E-11	Gonad
TRINITY_DN133593_c0_g1_i1	oraov1	Chr04	4920115	4920115	5.00966359	-1.049025239	0.000172221	0.000445566	Gonad
TRINITY_DN133594_c2_g2_i1	atp1b1	Chr02	68509209	68509209	9.230740063	3.944437306	1.81473E-31	6.14449E-30	Gonad
TRINITY_DN133596_c0_g1_i1	vcpip1	Chr06	104145603	104145603	6.568047401	-2.008188038	1.46744E-18	2.02551E-17	Gonad
TRINITY_DN133598_c0_g1_i1	znf408-like	Chr04	4986739	4986739	6.098422962	-1.406223691	3.85995E-08	1.69187E-07	Gonad
TRINITY_DN133599_c1_g4_i3	zswim8	Chr07	52507773	52507773	6.337016512	1.633278108	8.1936E-09	3.9881E-08	Gonad
TRINITY_DN133604_c0_g1_i1	LOC101732275	Chr02	122628970	122628970	6.189929378	-2.117484556	2.08654E-10	1.23262E-09	Gonad
TRINITY_DN133604_c1_g1_i1	sh3gl2	Chr01	106069081	106069081	4.573511223	1.825386434	8.019E-09	3.90878E-08	Gonad
TRINITY_DN133606_c1_g1_i8	gpt2	Chr06	135127120	135127120	8.725588233	2.848069359	9.20904E-25	2.06487E-23	Gonad
TRINITY_DN133614_c2_g1_i2	asah1	Chr01	33488227	33488227	7.387610999	2.013522062	2.04696E-12	1.52878E-11	Gonad
TRINITY_DN133615_c4_g2_i1	ext2	Chr04	3813662	3813662	6.80784558	2.442779686	1.53398E-10	9.25712E-10	Gonad
TRINITY_DN133624_c1_g2_i2	accs	Chr04	3277600	3277600	3.577909676	1.147904367	0.00407172	0.008140212	Gonad
TRINITY_DN133633_c4_g1_i9	pcna	Chr03	111252130	111252130	10.47857521	1.468785804	7.90382E-07	2.89682E-06	Gonad
TRINITY_DN133643_c0_g1_i3	Xetrov90009157m	Chr03	111309439	111309439	0.925077655	1.758505712	0.002439799	0.005090482	Gonad
TRINITY_DN133645_c1_g2_i5	fam83f	Chr04	111250710	111250710	4.809832078	-1.986867356	1.67828E-10	1.00617E-09	Gonad
TRINITY_DN133647_c1_g1_i2	LOC100497856	Chr05	4818390	4818390	4.855352209	2.045671375	1.69545E-09	9.05138E-09	Gonad
TRINITY_DN133650_c1_g3_i5	Xetrov90024299m	Chr09	63365151	63365151	6.383105229	-2.324413023	4.91292E-23	9.75813E-22	Gonad
TRINITY_DN133651_c2_g4_i1	cap2	Chr06	48623034	48623034	4.259985948	1.553221311	9.30037E-06	2.8999E-05	Gonad
TRINITY_DN133651_c3_g1_i2	setd1b	Chr01	153526852	153526852	3.614931619	1.260976033	0.015000662	0.026414779	Gonad
TRINITY_DN133653_c0_g2_i3	ubxn7	Chr05	126127913	126127913	6.431351371	-1.318809599	1.73847E-08	8.05749E-08	Gonad
TRINITY_DN133653_c0_g4_i1	Xetrov90028091m	scaffold_327	84525	84525	4.456922566	-1.281935887	0.022582311	0.038109302	Gonad
TRINITY_DN133657_c2_g6_i2	ncam1	Chr07	72411401	72411401	7.568883113	3.365172092	1.02241E-29	3.13561E-28	Gonad
TRINITY_DN133663_c0_g1_i1	st8sia2	Chr03	102272282	102272282	5.024303801	1.786791885	5.09124E-06	1.64308E-05	Gonad
TRINITY_DN133668_c1_g1_i2	ccdc63	Chr07	107952987	107952987	2.237057162	2.701591307	0.000185178	0.000477009	Gonad
TRINITY_DN133669_c1_g2_i6	LOC100145338	Chr02	46369017	46369017	6.149098714	-1.140737873	3.91058E-05	0.000112	Gonad
TRINITY_DN133673_c0_g1_i2	dpp6	Chr06	8326223	8326223	2.202872073	1.432777612	0.005797986	0.011217963	Gonad
TRINITY_DN133674_c2_g1_i3	tsc22d2-like	Chr05	115044615	115044615	5.936028556	1.134677936	3.46924E-06	1.15257E-05	Gonad
TRINITY_DN133682_c1_g1_i3	rad51	Chr08	94740657	94740657	7.899109273	-1.587162097	2.98203E-08	1.33018E-07	Gonad
TRINITY_DN133683_c0_g2_i6	mypn-like	Chr07	30295400	30295400	2.838861275	-1.472577831	0.008845854	0.016407109	Gonad
TRINITY_DN133687_c4_g5_i4	Xetrov90012201m	Chr04	101862376	101862376	6.038448215	-1.71688644	1.58473E-10	9.54055E-10	Gonad
TRINITY_DN133691_c3_g1_i1	svop	Chr01	138090368	138090368	3.29246072	3.472203406	7.76357E-06	2.43956E-05	Gonad
TRINITY_DN133693_c1_g1_i1	mapk7	Chr09	2268853	2268853	3.851187463	1.689322185	5.94756E-05	0.000166051	Gonad
TRINITY_DN133698_c1_g2_i2	rad1	Chr01	185991465	185991465	5.468068118	1.267628275	2.55763E-06	8.64827E-06	Gonad
TRINITY_DN133702_c0_g6_i4	pcbp3	Chr02	144068745	144068745	10.02219062	1.907810813	1.15633E-14	1.10801E-13	Gonad
TRINITY_DN133703_c1_g4_i3	mob2.2	Chr07	109664705	109664705	5.67374545	-2.354940118	4.26901E-19	6.11852E-18	Gonad
TRINITY_DN133703_c1_g5_i6	mrpl38	Chr03	12958565	12958565	7.403114277	-1.054154884	2.72709E-05	7.98733E-05	Gonad
TRINITY_DN133708_c1_g2_i1	galnt6-like	Chr02	139314356	139314356	4.2067998	-3.875294382	7.35702E-17	8.68214E-16	Gonad
TRINITY_DN133718_c3_g2_i1	ddt	Chr01	144502925	144502925	7.451426949	-2.106220564	9.36785E-13	7.25416E-12	Gonad
TRINITY_DN133719_c0_g1_i3	ache	Chr03	131371299	131371299	4.001950995	2.551660598	8.41428E-10	4.64951E-09	Gonad
TRINITY_DN133722_c0_g4_i1	tbx5	Chr01	133487176	133487176	1.74594541	1.669210608	0.000649104	0.001517836	Gonad
TRINITY_DN133722_c0_g5_i1	islr2	Chr03	83135856	83135856	2.133847028	4.98922757	2.02506E-11	1.36584E-10	Gonad
TRINITY_DN133726_c0_g3_i2	spopl-like	Chr09	76152555	76152555	4.40719273	-2.745757061	2.9794E-11	1.97648E-10	Gonad
TRINITY_DN133732_c1_g2_i3	rims3	Chr02	83630023	83630023	2.490748088	-2.108064128	0.011109544	0.020190075	Gonad
TRINITY_DN133735_c0_g2_i5	LOC100487469	Chr03	12515401	12515401	2.576259339	2.526958815	9.20785E-07	3.33838E-06	Gonad
TRINITY_DN133737_c5_g1_i1	rnf217-like	Chr05	48383371	48383371	2.47867462	-1.197343209	0.012091932	0.021775406	Gonad
TRINITY_DN133747_c1_g1_i3	ip6k1	Chr04	115650180	115650180	4.593491061	-1.82039941	1.07318E-05	3.31448E-05	Gonad
TRINITY_DN133747_c2_g5_i2	ttc17	Chr04	3025002	3025002	5.977512519	-1.637692212	6.90584E-12	4.90704E-11	Gonad
TRINITY_DN133765_c0_g1_i5	ccdc141	Chr09	58628697	58628697	0.886578328	2.016706777	0.000335077	0.000822845	Gonad
TRINITY_DN133772_c1_g1_i4	LOC101731153	Chr05	143074895	143074895	9.97205058	1.70347666	7.94973E-11	4.96366E-10	Gonad
TRINITY_DN133773_c6_g2_i1	LOC100498075-like	Chr07	60120622	60120622	4.278547014	3.676283802	7.95781E-19	1.11675E-17	Gonad
TRINITY_DN133788_c2_g1_i1	dscr6	Chr02	8624662	8624662	1.010240971	-3.23679744	2.66529E-05	7.81313E-05	Gonad
TRINITY_DN133790_c10_g2_i2	gucy1a3-like	Chr01	44695371	44695371	4.404857593	2.401008829	2.12966E-10	1.25662E-09	Gonad
TRINITY_DN133791_c4_g6_i1	glul-like.1	Chr04	90095344	90095344	8.359456503	2.875366647	2.2914E-08	1.04192E-07	Gonad
TRINITY_DN133797_c1_g3_i3	LOC100490493	Chr08	104648917	104648917	4.445612327	1.355909129	2.81795E-05	8.22957E-05	Gonad
TRINITY_DN133800_c0_g1_i3	scap	scaffold_394	48058	48058	3.74711201	1.084533157	0.002620231	0.005432121	Gonad
TRINITY_DN133808_c0_g1_i2	Xetrov90014406m	Chr05	97975403	97975403	6.431746439	1.271419652	6.5485E-06	2.07977E-05	Gonad
TRINITY_DN133809_c0_g1_i2	ubap2-like	Chr01	194636751	194636751	7.281334436	1.863326345	1.21242E-11	8.37325E-11	Gonad
TRINITY_DN133809_c1_g9_i4	slc44a2	Chr03	127514312	127514312	6.832919548	2.412293261	1.87351E-08	8.6516E-08	Gonad
TRINITY_DN133816_c1_g1_i1	snx1	Chr03	85023514	85023514	8.036444452	1.261434636	8.20164E-10	4.53698E-09	Gonad
TRINITY_DN133821_c9_g3_i1	usp2	Chr07	86119765	86119765	1.212707974	1.463510883	0.010316456	0.018864269	Gonad
TRINITY_DN133826_c11_g1_i2	ppp2r3b	Chr02	111562201	111562201	7.114126745	-2.812494266	1.22123E-25	2.89934E-24	Gonad
TRINITY_DN133827_c4_g1_i2	slc4a1ap	Chr05	1670008	1670008	5.794929071	1.76143464	4.63414E-05	0.000131123	Gonad
TRINITY_DN133831_c1_g2_i1	calb1	Chr06	111378722	111378722	3.654910644	3.404066566	1.20529E-07	4.93562E-07	Gonad
TRINITY_DN133832_c0_g10_i1	slc16a7	Chr03	53593983	53593983	3.320750365	1.931573725	2.00489E-06	6.89481E-06	Gonad
TRINITY_DN133835_c0_g1_i1	LOC100127586	Chr02	159177854	159177854	2.346527581	3.071338965	1.48198E-08	6.94204E-08	Gonad
TRINITY_DN133839_c0_g1_i1	utp11l	Chr02	53796203	53796203	7.759839045	-2.269385079	4.69546E-23	9.38162E-22	Gonad
TRINITY_DN133839_c1_g2_i4	msl1	scaffold_39	388806	388806	6.86479414	-1.481304626	7.94678E-13	6.18696E-12	Gonad
TRINITY_DN133840_c2_g2_i2	cirbp	Chr01	81003945	81003945	12.54520728	2.440305737	3.62831E-10	2.08959E-09	Gonad
TRINITY_DN133853_c5_g1_i2	trex2	Chr08	2294751	2294751	2.661011114	1.119002899	0.024710784	0.041288419	Gonad
TRINITY_DN133854_c3_g1_i2	lin9	Chr05	4262845	4262845	5.883660061	-1.983541367	8.06759E-15	7.86492E-14	Gonad
TRINITY_DN133857_c0_g1_i4	scaper	Chr03	80708276	80708276	5.014643893	1.610488477	1.89542E-08	8.74876E-08	Gonad
TRINITY_DN133860_c2_g2_i5	st6galnac6	Chr08	2521327	2521327	5.042827554	3.722348811	1.22477E-20	1.96783E-19	Gonad
TRINITY_DN133873_c1_g1_i2	wdr91	scaffold_150	266970	266970	4.734524778	-2.116526168	4.16402E-09	2.09551E-08	Gonad
TRINITY_DN133881_c0_g2_i1	LOC100487426	scaffold_130	95291	95291	6.287213211	-6.065192089	2.93533E-69	3.52589E-67	Gonad
TRINITY_DN133893_c1_g1_i2	itga9-like	Chr06	26938819	26938819	2.447453654	1.421383557	0.002423721	0.005062169	Gonad
TRINITY_DN133898_c0_g1_i1	slc9a3r2	Chr09	12967238	12967238	4.618233733	1.285958693	0.000110007	0.000293799	Gonad
TRINITY_DN133900_c0_g2_i1	otud1	Chr06	18074802	18074802	4.534272935	3.168515751	3.32361E-21	5.63617E-20	Gonad
TRINITY_DN133911_c4_g5_i3	rho	Chr04	121524129	121524129	0.7430811	4.643845658	2.0568E-11	1.38354E-10	Gonad
TRINITY_DN133911_c4_g9_i1	sox18	scaffold_7992	1151	1151	3.241407991	2.358176374	9.70834E-08	4.00643E-07	Gonad
TRINITY_DN133918_c0_g1_i1	dgkd-like	Chr05	122197579	122197579	4.396756828	1.14113219	0.00275368	0.005686581	Gonad
TRINITY_DN133921_c11_g2_i2	Xetrov90014487m	Chr05	103115814	103115814	1.005320787	-6.789150554	2.83346E-16	3.15908E-15	Gonad
TRINITY_DN133927_c1_g2_i3	prrc2c	Chr04	97512493	97512493	6.422089763	1.673293828	4.22408E-07	1.61138E-06	Gonad
TRINITY_DN133929_c5_g3_i4	folh1-like	Chr02	164340918	164340918	4.316326419	-1.780304659	1.76285E-06	6.11663E-06	Gonad
TRINITY_DN133933_c5_g7_i2	abat	Chr09	34997534	34997534	4.903839643	-1.802831703	6.53037E-10	3.64041E-09	Gonad
TRINITY_DN133941_c0_g1_i10	lrp4	Chr04	82502	82502	3.126786845	1.472000355	0.001324227	0.002912894	Gonad
TRINITY_DN133946_c3_g2_i1	ndrg3	Chr04	27838688	27838688	5.48428824	1.996865221	2.31608E-08	1.05219E-07	Gonad
TRINITY_DN133949_c2_g1_i1	cdc73	Chr04	103623641	103623641	8.374967295	-1.571514815	1.95156E-15	2.03632E-14	Gonad
TRINITY_DN133954_c0_g2_i5	rasgrf2	Chr01	167830062	167830062	3.702279537	2.376692761	1.06136E-07	4.36927E-07	Gonad
TRINITY_DN133957_c1_g2_i2	ccdc15	Chr07	65072517	65072517	5.637681513	-2.28278533	1.82334E-17	2.27441E-16	Gonad
TRINITY_DN133963_c0_g1_i7	pidd-like	Chr04	35269944	35269944	3.409186511	2.062929346	2.07994E-06	7.13344E-06	Gonad
TRINITY_DN133964_c1_g4_i2	atg4c	Chr04	78174727	78174727	7.897888645	-1.373291933	7.48739E-09	3.66203E-08	Gonad
TRINITY_DN133967_c0_g2_i1	LOC100487194-like	Chr02	34648527	34648527	1.863893457	-1.983737749	0.015049928	0.026483043	Gonad
TRINITY_DN133971_c0_g2_i1	eif3s4	Chr03	126624707	126624707	9.716364636	1.596379009	5.42057E-08	2.32244E-07	Gonad
TRINITY_DN133972_c0_g1_i2	samd9l-like.2	Chr10	39869959	39869959	4.203359532	2.630368534	3.02725E-11	2.00689E-10	Gonad
TRINITY_DN133975_c0_g2_i2	LOC100491930	Chr03	98816594	98816594	3.286576122	1.096194247	0.0178462	0.030904411	Gonad
TRINITY_DN133976_c1_g2_i6	ikzf5	Chr07	11868732	11868732	6.707923907	-1.238815679	1.9631E-08	9.03635E-08	Gonad
TRINITY_DN133981_c1_g3_i3	tnc-like	Chr08	14877160	14877160	2.061234642	1.639897688	0.013526034	0.024057409	Gonad
TRINITY_DN133987_c1_g2_i2	Xetrov90005704m	Chr02	99908963	99908963	5.109721925	1.326118898	0.000187077	0.000481286	Gonad
TRINITY_DN133996_c3_g8_i2	sytl4	Chr08	43451652	43451652	6.17095532	-3.416583342	4.71096E-35	1.84956E-33	Gonad
TRINITY_DN134010_c12_g2_i1	lsm4	Chr01	84349586	84349586	6.529725986	1.181893333	1.54903E-06	5.42888E-06	Gonad
TRINITY_DN134019_c0_g1_i4	nhsl1	Chr05	65035749	65035749	6.55122822	2.260096244	1.57682E-15	1.66424E-14	Gonad
TRINITY_DN134021_c2_g1_i2	folr1	scaffold_1043	10484	10484	3.546597692	-8.694476259	1.60491E-22	3.0325E-21	Gonad
TRINITY_DN134022_c4_g3_i1	sgms1	Chr07	4932013	4932013	6.570324938	-2.189172284	9.04043E-09	4.36658E-08	Gonad
TRINITY_DN134024_c1_g2_i1	ttpal	Chr10	30136228	30136228	4.72065641	-1.095404509	0.001279091	0.002819758	Gonad
TRINITY_DN134025_c0_g1_i2	tmx4	Chr05	21650810	21650810	4.738951057	1.072966362	0.002051219	0.00435081	Gonad
TRINITY_DN134026_c0_g3_i4	epb41l4a	Chr01	134852843	134852843	4.5050306	1.318402865	5.82973E-05	0.000162851	Gonad
TRINITY_DN134031_c5_g1_i1	cbl	Chr07	85895581	85895581	5.630829002	-1.356306064	2.14062E-07	8.4768E-07	Gonad
TRINITY_DN134033_c6_g7_i1	hras	Chr04	39449964	39449964	4.017842758	-1.228888307	0.010163898	0.01861567	Gonad
TRINITY_DN134034_c2_g1_i2	arfgap2	Chr04	260796	260796	7.674795477	-1.525433739	2.3407E-15	2.4273E-14	Gonad
