gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB	average	ward.D
TRINITY_DN197361_c0_g1_i1	NA	NA	NA	NA	0.0416134072312298	-4.64437340878561	1.0296032163161e-09	3.56577873448462e-08	-2.76073336601957	1.37216262065418	-2.08346519122015	-2.06150099111154	-0.0137801987182962	1.84659317763125	-1.72770341095746	0.195649108662036	-2.76073336601958	1	1
TRINITY_DN19744_c0_g1_i1	NA	NA	NA	NA	0.100615977308908	-4.19588626867232	3.70619268944884e-07	9.31089750165917e-06	-2.76073336601957	1.48747010722928	-2.76073336601957	-2.36916322704831	-0.614147378587069	1.94217760238254	-0.906421051844555	0.296757133447198	-2.16867773884217	1	1
TRINITY_DN198436_c0_g1_i1	NA	NA	NA	NA	0.0195457590959585	-3.97976617482366	1.10717314191362e-06	2.70175256619702e-05	-2.76073336601957	1.48747010722928	-2.76073336601957	-1.80805613539913	-0.439069186170932	1.74422370037448	-0.906421051844555	0.0869175213595669	-2.76073336601958	1	1
TRINITY_DN198676_c0_g1_i1	ext2	Chr04	3813662	3813662	0.20657946007697	-6.67293980004125	8.42874380909646e-13	6.84214240942463e-11	-2.76073336601957	1.92945019617136	-2.76073336601957	-2.36916322704831	-0.282956751940792	1.87916339568051	-2.76073336601957	0.479915404221083	-2.76073336601958	1	1
TRINITY_DN200018_c0_g1_i1	LOC100485437	Chr01	67211793	67211793	1.53670144435096	-4.87733484379664	1.6410242259914e-08	4.7273279420944e-07	-2.76073336601957	3.08334661226315	-2.76073336601957	-2.76073336601957	1.17307038161853	3.28619186017435	0.102789766973791	2.01976212721349	-2.16867773884217	1	1
TRINITY_DN200094_c0_g1_i1	NA	NA	NA	NA	3.61767144222878	-5.21069230647861	1.92901170608668e-09	6.29937885294228e-08	-2.76073336601957	5.19453896997786	-1.62439905261603	-1.80805613539913	3.54792993320529	5.36767138687526	1.69386030493422	4.06830278683788	-1.75010671133744	1	1
TRINITY_DN20122_c0_g1_i1	NA	NA	NA	NA	1.59600642717245	9.14286263053519	6.49556843677804e-10	2.37863143003631e-08	-2.76073336601957	-2.76073336601957	3.6465385387772	1.14922352999552	-2.76073336601957	-2.76073336601957	1.54914956385104	-2.76073336601957	3.16698244489095	2	2
TRINITY_DN201297_c0_g1_i1	NA	NA	NA	NA	0.30321999191927	-4.57845067431494	5.69571064846505e-10	2.10771310913621e-08	-2.14124688619374	2.13207042278522	-0.996711895809558	-2.76073336601957	0.660431295060162	1.29092505948511	-2.15366708707112	0.64241840589888	-2.76073336601958	1	1
TRINITY_DN201313_c0_g1_i1	tspan1	Chr04	81422391	81422391	0.310645119287324	-4.10661966082395	4.27489021927614e-10	1.6181784580702e-08	-2.14124688619374	1.9019982941293	-2.08346519122015	-2.06150099111154	0.314264004723763	1.7084201324398	-1.13189686064402	0.71728440606937	-2.16867773884217	1	1
TRINITY_DN201859_c0_g1_i1	NA	NA	NA	NA	1.28397566606311	-5.71374406084625	9.39692505911356e-13	7.45569022981137e-11	-2.76073336601957	2.92870029993821	-2.76073336601957	-2.76073336601957	0.87455185300601	3.02023209523509	-0.711467750267295	1.7254800953304	-2.76073336601958	1	1
TRINITY_DN202125_c0_g1_i1	yme1l1-like	Chr06	16570856	16570856	0.0145541672421244	-4.52806240204269	1.26161381612826e-08	3.6796414593556e-07	-2.76073336601957	1.66126802366683	-2.76073336601957	-2.76073336601957	-0.0137801987182962	1.38464924988001	-1.13189686064402	0.391240940835033	-2.16867773884217	1	1
TRINITY_DN20513_c0_g1_i1	NA	NA	NA	NA	0.256038122182843	-4.79872184042651	2.74351025792563e-07	6.99246575447887e-06	-2.76073336601957	1.78664842166147	-2.76073336601957	-2.76073336601957	-0.282956751940792	2.1698593839937	-0.906421051844555	-0.0306817044032732	-2.76073336601958	1	1
TRINITY_DN2064_c0_g1_i1	NA	NA	NA	NA	1.30859298323864	-5.7307493780744	1.44702076655397e-12	1.07804966233956e-10	-2.76073336601957	2.69276628508192	-2.08346519122015	-2.76073336601957	0.212983515738366	3.24929126943588	-0.906421051844555	2.0490417558576	-2.76073336601958	1	1
TRINITY_DN207190_c0_g1_i1	ilvbl	Chr07	69160860	69160860	0.482239557356912	-5.74299442683548	1.06148432591178e-10	4.69824605460072e-09	-2.76073336601957	1.6281431524901	-2.76073336601957	-2.76073336601957	-0.614147378587069	2.4555467454482	-1.39925911009131	1.35537370968266	-2.76073336601958	1	1
TRINITY_DN207301_c0_g1_i1	NA	NA	NA	NA	2.25591073619168	-6.17684090319132	5.44961299382052e-14	7.08626297025172e-12	-2.76073336601957	3.785406328636	-2.76073336601957	-2.76073336601957	1.8494478316804	4.14066840539557	-0.247639751583682	2.74753275837816	-2.76073336601958	1	1
TRINITY_DN207325_c0_g1_i1	tspan31	Chr02	138418876	138418876	2.61987107059511	-5.25933280954221	1.73781592183302e-13	1.85589489720624e-11	-1.70925234684164	4.14286740639822	-0.762341274656494	-2.36916322704831	2.12507992539608	4.50130162805879	0.296582073442255	3.06669089765855	-2.76073336601958	1	1
TRINITY_DN207344_c0_g1_i1	MGC145260	Chr09	15888022	15888022	0.129650060871457	-5.82704141176426	1.75313275713705e-12	1.26581593186911e-10	-2.14124688619374	1.55952052907784	-2.76073336601957	-2.76073336601957	-0.142099724706935	1.77916020078898	-2.15366708707112	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN207609_c0_g1_i1	NA	NA	NA	NA	0.254195429757848	-5.49239289673821	3.40188229980983e-12	2.30793884431784e-10	-2.76073336601957	1.55952052907784	-2.76073336601957	-2.76073336601957	0.40889839351045	1.94217760238254	-1.39925911009131	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN207790_c0_g1_i1	NA	NA	NA	NA	0.50224062421817	-4.51557757396345	1.08114002113876e-08	3.17303863884266e-07	-2.76073336601957	1.98283493036625	-2.76073336601957	-2.06150099111154	0.314264004723763	2.27150538369811	-0.711467750267295	0.64241840589888	-2.76073336601958	1	1
TRINITY_DN207847_c0_g1_i1	NA	NA	NA	NA	3.26251683666592	-5.54682996305579	3.18103390303136e-13	2.92936718801449e-11	-1.70925234684164	4.75482996718828	-2.76073336601957	-1.59255262929494	2.88691561085112	5.13462160804985	0.943325239450967	3.8191789633513	-2.16867773884217	1	1
TRINITY_DN207883_c0_g1_i1	cd151	Chr04	35118694	35118694	2.57343483246012	-4.51982222924885	7.39223349546725e-08	1.98116089873271e-06	-1.70925234684164	4.06455708411458	-2.76073336601957	-1.80805613539913	2.40313456598951	4.35266383804111	1.30059020432327	2.9781312880135	-2.16867773884217	1	1
TRINITY_DN20790_c0_g1_i1	NA	NA	NA	NA	0.339500537604131	-5.2033584314979	4.64618162977642e-10	1.74228709526743e-08	-2.14124688619374	2.15550838033749	-2.76073336601957	-2.76073336601957	0.212983515738366	1.91101451444476	-1.39925911009131	0.0869175213595669	-2.76073336601958	1	1
TRINITY_DN207957_c0_g1_i1	mtfr2	Chr05	34093859	34093859	2.06350017517954	-5.04978730245146	4.19144466082257e-14	5.74268810675724e-12	-2.14124688619374	3.5928204222359	-2.76073336601957	-1.80805613539913	1.97848862107517	3.66807154338876	0.202937409264039	2.81726305525162	-2.16867773884217	1	1
TRINITY_DN208009_c0_g1_i1	NA	NA	NA	NA	0.048877264525283	-5.24843828455215	2.34378357984478e-10	9.49925676870137e-09	-2.76073336601957	1.37216262065418	-2.76073336601957	-2.76073336601957	-0.0137801987182962	1.77916020078898	-1.39925911009131	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN208315_c0_g1_i1	gldn	Chr03	92692994	92692994	0.209594564050976	-5.0527806907346	5.82292107434603e-09	1.7932936865697e-07	-2.76073336601957	1.9019982941293	-2.76073336601957	-2.76073336601957	-0.439069186170932	1.7084201324398	-1.13189686064402	0.788456284782641	-2.76073336601958	1	1
TRINITY_DN208326_c0_g1_i1	NA	NA	NA	NA	3.32771142246794	-5.37991792250298	2.04399758785045e-10	8.38098689780375e-09	-2.14124688619374	4.89370865608646	-1.62439905261603	-2.06150099111154	3.12855490204101	5.09010068109717	1.25465739382605	3.8774692953969	-2.76073336601958	1	1
TRINITY_DN208396_c0_g1_i1	NA	NA	NA	NA	2.99341805335442	-5.64891271008349	2.6283384398485e-12	1.81381183685565e-10	-2.14124688619374	4.58828429069746	-2.08346519122015	-2.76073336601957	2.83673008660152	4.70125367547721	0.690809518814347	3.60916077196841	-2.16867773884217	1	1
TRINITY_DN208462_c0_g1_i1	NA	NA	NA	NA	2.41892942165423	-6.06236106406862	2.57388298422323e-13	2.5189077135149e-11	-2.76073336601957	4.02692844892359	-2.76073336601957	-2.76073336601957	1.59146929813151	4.28134549213588	-0.121133712871129	2.99327390688957	-2.16867773884217	1	1
TRINITY_DN208499_c0_g1_i1	NA	NA	NA	NA	0.37997889436556	-5.67997337396295	2.28955902720662e-14	3.33196084959339e-12	-2.76073336601957	1.81636198075555	-2.76073336601957	-2.36916322704831	0.939401830483732	1.9726817570001	-1.72770341095746	0.64241840589888	-2.76073336601958	1	1
TRINITY_DN208555_c0_g1_i1	NA	NA	NA	NA	0.026838460045704	-4.90251202124852	4.04721342304296e-10	1.54238919149264e-08	-2.76073336601957	1.06075108842054	-2.76073336601957	-2.36916322704831	-0.142099724706935	1.81327063875985	-1.39925911009131	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN208601_c0_g1_i1	NA	NA	NA	NA	2.15896520701372	-5.93253767938693	8.71638394485257e-16	2.52388737999046e-13	-2.14124688619374	3.80776776919976	-2.76073336601957	-2.76073336601957	1.97848862107517	3.7844111008673	-0.247639751583682	2.83418145872783	-2.76073336601958	1	1
TRINITY_DN208611_c0_g1_i1	NA	NA	NA	NA	0.199345768534316	-5.91233467205255	2.13353735259477e-13	2.20732683403831e-11	-2.76073336601957	1.55952052907784	-2.76073336601957	-2.76073336601957	0.314264004723763	1.81327063875985	-1.72770341095746	0.921060765796632	-2.76073336601958	1	1
TRINITY_DN208828_c0_g1_i1	NA	NA	NA	NA	1.47654695895933	-5.07404498477966	6.7303556715217e-13	5.59191533969772e-11	-2.14124688619374	2.99516192343933	-2.76073336601957	-2.76073336601957	1.22601848374833	3.13256429959763	-0.386314334012995	2.18713884517484	-1.75010671133744	1	1
TRINITY_DN209170_c0_g1_i1	NA	NA	NA	NA	1.87335986394593	-5.64574381280127	7.46741561363026e-16	2.25523981010788e-13	-2.76073336601957	3.51341274860387	-2.76073336601957	-1.40509591124924	1.46502244234165	3.68659201219982	-0.711467750267295	2.21324002186579	-2.76073336601958	1	1
TRINITY_DN209236_c0_g1_i1	NA	NA	NA	NA	0.77333965476795	-4.9769744700158	3.60797297764272e-10	1.39008418412964e-08	-2.76073336601957	2.42990854024157	-2.76073336601957	-2.36916322704831	0.581361458921747	2.4555467454482	-0.711467750267295	0.921060765796632	-2.76073336601958	1	1
TRINITY_DN209318_c0_g1_i1	NA	NA	NA	NA	1.69113723788829	-4.79540599169698	2.30173223488965e-08	6.52358761668471e-07	-2.76073336601957	3.09551566362392	-2.76073336601957	-2.06150099111154	1.11810476063242	3.48973037345649	0.296582073442255	2.42905964588183	-2.76073336601958	1	1
TRINITY_DN209471_c0_g1_i1	NA	NA	NA	NA	0.287547281235579	-4.17372203134812	2.8912575304017e-06	6.86447593037975e-05	-2.76073336601957	1.41163135195454	-2.76073336601957	-2.76073336601957	0.212983515738366	2.03182076457764	-0.386314334012995	0.921060765796632	-2.76073336601958	1	1
TRINITY_DN209600_c0_g1_i1	NA	NA	NA	NA	0.900134226741327	-5.28860991104561	2.34091829587237e-10	9.49925676870137e-09	-2.76073336601957	2.61035608625129	-2.76073336601957	-2.76073336601957	0.735391793568115	2.57964279592259	-0.711467750267295	0.983055884720433	-2.76073336601958	1	1
TRINITY_DN209617_c0_g1_i1	NA	NA	NA	NA	0.340316275476058	-5.58402272660836	1.65882336479874e-11	9.13556310727493e-10	-2.76073336601957	1.84547589274277	-2.76073336601957	-2.76073336601957	0.212983515738366	2.08863070379364	-1.39925911009131	0.64241840589888	-2.76073336601958	1	1
TRINITY_DN209740_c0_g1_i1	NA	NA	NA	NA	0.569327276958766	-6.31956052802538	2.1376184671144e-13	2.20732683403831e-11	-2.76073336601957	2.33044857192329	-2.76073336601957	-2.76073336601957	0.104052437594963	2.2215773904731	-1.72770341095746	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN209778_c0_g1_i1	NA	NA	NA	NA	0.715681902556887	-8.53337078748237	3.66999229581827e-18	3.03173745919552e-15	-2.76073336601957	2.22362071526217	-2.76073336601957	-2.76073336601957	0.104052437594963	2.4555467454482	-2.76073336601957	1.5725686655332	-2.76073336601958	1	1
TRINITY_DN209967_c0_g1_i1	NA	NA	NA	NA	0.860215310391638	-5.03564872209898	1.48866535568115e-10	6.36410104185944e-09	-2.76073336601957	2.37105901305649	-2.76073336601957	-2.76073336601957	0.87455185300601	2.34329988268801	-0.539750013497393	1.65104932058724	-2.76073336601958	1	1
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.54503679588733	2.63390041404996	3.60495927252272e-10	1.39008418412964e-08	2.29149531562203	-0.208393872536237	2.10509230817241	2.59375413810281	-0.439069186170932	-0.173628870595258	1.91668802669726	-0.15872444518517	1.84452860259438	2	2
TRINITY_DN210118_c0_g1_i1	NA	NA	NA	NA	0.469456468596732	-4.79532480220866	1.11253101195517e-07	2.93405244439294e-06	-2.76073336601957	2.03431453069026	-2.76073336601957	-2.76073336601957	-0.282956751940792	2.2215773904731	-0.711467750267295	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN210238_c0_g1_i1	NA	NA	NA	NA	1.60511349298517	-5.85576808141501	1.06876551320712e-15	2.88638624706235e-13	-2.76073336601957	3.17794070187272	-2.76073336601957	-2.76073336601957	1.42028468285551	3.380214224146	-0.711467750267295	2.0490417558576	-2.16867773884217	1	1
TRINITY_DN210309_c0_g1_i1	NA	NA	NA	NA	3.05323489566599	-5.73867632781128	2.07807553176777e-14	3.15496797085196e-12	-1.10752980123919	4.69210361362517	-2.76073336601957	-2.36916322704831	2.53487801741671	4.90873836945085	0.467398733457097	3.43156660100597	-2.16867773884217	1	1
TRINITY_DN210580_c0_g1_i1	NA	NA	NA	NA	0.911985791355872	-5.56505680365789	7.84890407872921e-14	9.58487690692467e-12	-2.76073336601957	2.52295169929554	-2.76073336601957	-2.76073336601957	1.17307038161853	2.43378517513605	-0.906421051844555	1.35537370968266	-2.76073336601958	1	1
TRINITY_DN210870_c0_g1_i1	NA	NA	NA	NA	0.460069211377988	-6.20218187379372	6.46853458639552e-14	8.2582604967314e-12	-2.76073336601957	2.10824539629004	-2.76073336601957	-2.76073336601957	0.40889839351045	2.08863070379364	-1.72770341095746	0.788456284782641	-2.76073336601958	1	1
TRINITY_DN211101_c0_g1_i1	NA	NA	NA	NA	0.716706000692091	-5.09043339096277	3.66482055876865e-11	1.80903014119746e-09	-2.14124688619374	2.37105901305649	-2.76073336601957	-2.76073336601957	0.581361458921747	2.29583602757589	-0.906421051844555	1.0995844413127	-2.76073336601958	1	1
TRINITY_DN211271_c0_g1_i1	NA	NA	NA	NA	0.323936816373184	-5.56529841086652	4.66189273095666e-11	2.21929798532847e-09	-2.76073336601957	1.69364937380351	-2.76073336601957	-2.76073336601957	0.212983515738366	2.2215773904731	-1.39925911009131	0.479915404221083	-2.76073336601958	1	1
TRINITY_DN211480_c0_g1_i1	rnf138	Chr06	96991714	96991714	0.846024993971245	-5.78648407938091	4.57614503636879e-13	4.04182973699655e-11	-2.76073336601957	2.13207042278522	-2.76073336601957	-2.76073336601957	0.40889839351045	2.73006592464896	-1.13189686064402	1.5725686655332	-2.76073336601958	1	1
TRINITY_DN211517_c0_g1_i1	NA	NA	NA	NA	0.326837507731794	-4.88889844721883	7.40818527353993e-08	1.98354337252541e-06	-2.76073336601957	1.52394506010683	-2.76073336601957	-2.76073336601957	-0.439069186170932	2.34329988268801	-0.906421051844555	0.71728440606937	-2.76073336601958	1	1
TRINITY_DN211518_c0_g1_i1	NA	NA	NA	NA	1.90688642248743	-5.55626796941066	3.67188061233181e-12	2.43811136545068e-10	-2.76073336601957	3.5928204222359	-2.76073336601957	-2.36916322704831	1.63126986671507	3.63983727258302	-0.121133712871129	2.23887735657182	-2.76073336601958	1	1
TRINITY_DN211532_c0_g1_i1	NA	NA	NA	NA	0.341941895130288	-5.20578288885052	2.06779510938086e-09	6.71423829331562e-08	-2.76073336601957	2.08402030127614	-2.76073336601957	-2.76073336601957	-0.439069186170932	1.81327063875985	-1.13189686064402	0.983055884720433	-2.76073336601958	1	1
TRINITY_DN212031_c0_g1_i1	zadh2	scaffold_21	1131974	1131974	0.151286628641015	-6.54026125600998	1.21453774818297e-09	4.14492366138699e-08	-2.76073336601957	1.95638947678689	-2.76073336601957	-2.76073336601957	-2.10877662483621	1.74422370037448	-2.15366708707112	0.856281522322073	-2.76073336601958	1	1
TRINITY_DN213500_c0_g1_i1	manf	Chr04	116954704	116954704	0.262016331540589	-5.12289158678314	8.40397732427274e-10	2.97282759580414e-08	-2.76073336601957	1.6281431524901	-2.76073336601957	-2.76073336601957	0.104052437594963	2.06050534635323	-1.13189686064402	0.64241840589888	-2.76073336601958	1	1
TRINITY_DN213577_c0_g1_i1	NA	NA	NA	NA	2.27255674379853	-5.10499438929952	1.48357698996323e-09	4.96062225203537e-08	-2.76073336601957	3.55806654945905	-2.08346519122015	-2.76073336601957	2.15269194509163	4.09286934146838	0.545776515840278	3.03777087028326	-2.16867773884217	1	1
TRINITY_DN214290_c0_g1_i1	NA	NA	NA	NA	0.0931554453484053	-4.41033550050579	3.33057446433405e-07	8.42755360177932e-06	-2.76073336601957	1.33158367395653	-2.76073336601957	-2.36916322704831	-0.439069186170932	2.06050534635323	-0.906421051844555	0.195649108662036	-2.76073336601958	1	1
TRINITY_DN21583_c0_g2_i1	lamb2-like	Chr04	127005972	127005972	2.17077399464761	-5.34426882727944	8.55159814741342e-18	5.85826188210734e-15	-2.14124688619374	3.80035239989678	-2.76073336601957	-1.80805613539913	2.15269194509163	3.56172746369937	-0.004831877434283	3.10901217562316	-2.16867773884217	1	1
TRINITY_DN21664_c0_g1_i1	podn	Chr04	86927346	86927346	0.126709424751496	-7.87865237072085	1.07327567705105e-13	1.25083377349929e-11	-2.76073336601957	1.66126802366683	-2.76073336601957	-2.76073336601957	-0.439069186170932	1.9726817570001	-2.76073336601957	0.479915404221083	-2.76073336601958	1	1
TRINITY_DN21669_c0_g1_i1	NA	NA	NA	NA	0.480923814557944	-5.06830886287956	5.25151401767923e-11	2.48734020597903e-09	-2.76073336601957	2.03431453069026	-2.08346519122015	-2.76073336601957	0.314264004723763	2.08863070379364	-1.13189686064402	0.983055884720433	-2.76073336601958	1	1
TRINITY_DN21681_c0_g1_i1	NA	NA	NA	NA	0.872541753881391	-5.50387749419815	2.2349657581503e-13	2.29100303829079e-11	-2.76073336601957	2.24562849382839	-1.62439905261603	-2.76073336601957	0.314264004723763	2.63790470670896	-1.39925911009131	1.7254800953304	-2.76073336601958	1	1
TRINITY_DN21775_c0_g1_i1	NA	NA	NA	NA	0.249956327847681	-4.60334881108724	6.50803133644486e-10	2.38009213732717e-08	-2.76073336601957	1.55952052907784	-2.76073336601957	-2.36916322704831	0.314264004723763	1.74422370037448	-0.906421051844555	1.0995844413127	-2.76073336601958	1	1
TRINITY_DN21835_c0_g1_i1	NA	NA	NA	NA	2.78639187928273	-5.96158445632568	3.10488579251807e-17	1.64541372178217e-14	-2.14124688619374	4.31405888443081	-2.76073336601957	-2.06150099111154	2.88691561085112	4.5727375756845	0.202937409264039	3.21615110021831	-2.76073336601958	1	1
TRINITY_DN22057_c0_g1_i1	NA	NA	NA	NA	2.46390311733986	-5.47552274719212	1.14203153828532e-10	5.02762379558303e-09	-2.14124688619374	4.03958068981431	-2.76073336601957	-2.76073336601957	1.91541049043177	4.31149105936312	0.384517037878066	2.94736073008547	-2.16867773884217	1	1
TRINITY_DN22073_c0_g2_i1	NA	NA	NA	NA	0.101880944766613	-4.62215693381125	1.44187189575274e-07	3.7567584356222e-06	-2.76073336601957	1.6281431524901	-2.76073336601957	-2.76073336601957	-0.0137801987182962	1.81327063875985	-0.906421051844555	0.0869175213595669	-2.76073336601958	1	1
TRINITY_DN22109_c0_g1_i1	NA	NA	NA	NA	1.0233743821274	-6.86823485540343	1.27048414848288e-16	5.40668004218766e-14	-2.76073336601957	2.6766565450671	-2.76073336601957	-2.36916322704831	0.104052437594963	2.74781217415479	-2.15366708707112	1.76130331944283	-2.76073336601958	1	1
TRINITY_DN22226_c0_g1_i1	NA	NA	NA	NA	1.67789899764536	-5.41030958010504	2.39177059783395e-10	9.66585047213846e-09	-2.76073336601957	3.34014499291654	-2.76073336601957	-2.76073336601957	1.27709194463223	3.23677831044005	-0.121133712871129	2.45116198458829	-2.76073336601958	1	1
TRINITY_DN22248_c0_g1_i1	n6amt2	Chr02	155934642	155934642	1.49959317309806	-5.54849658908103	2.62176236247041e-13	2.55685553731619e-11	-2.76073336601957	3.16645011167528	-2.76073336601957	-2.76073336601957	1.46502244234165	2.79977759476219	-0.386314334012995	2.47293081461169	-2.76073336601958	1	1
TRINITY_DN22653_c0_g1_i1	NA	NA	NA	NA	0.699884311880591	-5.62972931869099	1.36268079333078e-13	1.48924573705376e-11	-2.76073336601957	2.17857164503859	-2.76073336601957	-2.76073336601957	0.314264004723763	2.36645879462972	-1.39925911009131	1.48957192256813	-2.16867773884217	1	1
TRINITY_DN22825_c0_g2_i1	NA	NA	NA	NA	0.0268144533664425	-5.20264914906169	5.92811697277578e-08	1.60099059052263e-06	-2.76073336601957	1.66126802366683	-2.76073336601957	-2.76073336601957	-1.04475582062015	1.87916339568051	-1.39925911009131	-0.0306817044032732	-2.76073336601958	1	1
TRINITY_DN22892_c0_g2_i1	NA	NA	NA	NA	0.741875276896944	-4.88876497281099	5.64246740084672e-08	1.52825440585903e-06	-2.76073336601957	2.28866179433312	-2.76073336601957	-2.76073336601957	-0.142099724706935	2.47698493666323	-0.539750013497393	1.35537370968266	-2.76073336601958	1	1
TRINITY_DN23199_c0_g2_i1	LOC101730706	Chr06	42992264	42992264	0.764032590845427	-5.39540618824995	8.98719111617273e-14	1.06507694886052e-11	-2.14124688619374	2.15550838033749	-2.08346519122015	-2.76073336601957	0.660431295060162	2.55968730527803	-1.39925911009131	1.25842976403465	-2.76073336601958	1	1
TRINITY_DN2319_c0_g2_i1	NA	NA	NA	NA	0.100824305725038	-5.35289909314667	3.83058142471789e-09	1.20887124130395e-07	-2.76073336601957	1.92945019617136	-2.76073336601957	-2.36916322704831	-0.614147378587069	1.81327063875985	-1.72770341095746	-0.29924798363227	-2.76073336601958	1	1
TRINITY_DN23288_c0_g2_i1	NA	NA	NA	NA	0.283363149261637	-4.3770013371391	5.39154146768967e-08	1.46594603294288e-06	-2.76073336601957	1.55952052907784	-2.76073336601957	-2.76073336601957	0.104052437594963	2.14328809581483	-0.906421051844555	0.479915404221083	-1.75010671133744	1	1
TRINITY_DN23313_c0_g1_i1	NA	NA	NA	NA	0.301665832298091	-4.43145586452769	8.06953920704515e-08	2.15241355848316e-06	-2.76073336601957	1.92945019617136	-2.76073336601957	-2.36916322704831	-0.142099724706935	1.84659317763125	-0.711467750267295	0.71728440606937	-2.76073336601958	1	1
TRINITY_DN23388_c0_g1_i1	NA	NA	NA	NA	1.75286724454322	1.41188974162339	0.00224704990356089	0.0449832788793737	1.58322985646627	1.06075108842054	2.92086055948448	1.75196273891001	0.40889839351045	0.839883940060212	2.81097758510098	1.04249636575762	1.11697278608788	3	2
TRINITY_DN23543_c0_g1_i1	NA	NA	NA	NA	0.295978343069232	-8.07310048008883	2.57233436982276e-15	5.8739150768465e-13	-2.76073336601957	1.6281431524901	-2.76073336601957	-2.76073336601957	-0.439069186170932	2.0025542681185	-2.76073336601957	1.40150743882741	-2.76073336601958	1	1
TRINITY_DN23727_c0_g2_i1	NA	NA	NA	NA	1.2577416509108	-4.98915151673101	8.29581332726955e-09	2.50146334670683e-07	-2.76073336601957	3.08334661226315	-2.76073336601957	-2.36916322704831	0.314264004723763	2.84993613211285	-0.247639751583682	1.68874465397849	-2.76073336601958	1	1
TRINITY_DN24113_c0_g2_i1	acat1	Chr02	156866472	156866472	2.24944523144815	-5.24918120168105	2.4537801675303e-16	9.3134221034356e-14	-1.70925234684164	3.77787482458399	-2.76073336601957	-1.80805613539913	1.8494478316804	4.02899043717538	-0.004831877434283	2.86743444870461	-1.75010671133744	1	1
TRINITY_DN24171_c0_g2_i1	pex11b	scaffold_4756	1460	1460	0.205890508040689	-6.61532596555198	2.59638364355491e-12	1.7961730885844e-10	-2.76073336601957	1.69364937380351	-2.76073336601957	-2.76073336601957	-0.614147378587069	2.03182076457764	-2.15366708707112	0.788456284782641	-2.76073336601958	1	1
TRINITY_DN24267_c0_g1_i1	NA	NA	NA	NA	2.08968720217316	-5.15848947609792	6.71259663811411e-10	2.44535281160455e-08	-2.76073336601957	3.82248513440677	-2.76073336601957	-1.80805613539913	1.78032413390401	3.82677239960029	0.296582073442255	2.23887735657182	-2.76073336601958	1	1
TRINITY_DN24585_c0_g1_i1	NA	NA	NA	NA	0.871381093353341	-4.67209801598284	1.28268021663249e-07	3.34820067328594e-06	-2.76073336601957	2.61035608625129	-2.76073336601957	-2.76073336601957	0.660431295060162	2.31976313809561	-0.247639751583682	1.30771586949757	-2.76073336601958	1	1
TRINITY_DN24597_c0_g1_i1	NA	NA	NA	NA	0.534559736139429	-4.8775178915429	1.1695154364488e-09	4.00587561750458e-08	-2.14124688619374	2.28866179433312	-2.76073336601957	-2.76073336601957	0.314264004723763	2.03182076457764	-0.906421051844555	0.788456284782641	-2.76073336601958	1	1
TRINITY_DN24689_c0_g1_i1	bap1	Chr04	117712620	117712620	1.81698757372416	-4.72091872096422	7.9166894682745e-07	1.95220418872191e-05	-2.76073336601957	3.27743430273328	-2.76073336601957	-2.36916322704831	1.11810476063242	3.68659201219982	0.545776515840278	2.33710006605688	-2.76073336601958	1	1
TRINITY_DN24786_c0_g1_i1	NA	NA	NA	NA	2.39262284843533	-5.51990411713032	1.11635099308939e-11	6.46493821503126e-10	-2.76073336601957	4.03958068981431	-2.76073336601957	-2.36916322704831	1.94729426942902	4.12717236067858	0.296582073442255	2.94736073008547	-2.16867773884217	1	1
TRINITY_DN24793_c0_g1_i1	NA	NA	NA	NA	0.794216370917822	-5.21991920379648	1.93842656712017e-11	1.03703975220389e-09	-2.76073336601957	2.48645130260637	-2.76073336601957	-2.36916322704831	0.497705471871747	2.43378517513605	-0.906421051844555	1.0995844413127	-2.76073336601958	1	1
TRINITY_DN24803_c0_g2_i1	NA	NA	NA	NA	0.242468908743861	-6.65281700614239	4.8919387196375e-12	3.12983787741363e-10	-2.76073336601957	1.92945019617136	-2.76073336601957	-2.76073336601957	-0.439069186170932	2.06050534635323	-2.15366708707112	0.296757133447198	-2.76073336601958	1	1
TRINITY_DN24863_c0_g1_i1	pde5a	Chr01	61452590	61452590	0.523705825775216	-5.43018210505154	1.53601384926456e-12	1.13831189932173e-10	-2.76073336601957	2.10824539629004	-2.76073336601957	-2.76073336601957	0.314264004723763	2.11621822545447	-1.39925911009131	1.0995844413127	-2.16867773884217	1	1
TRINITY_DN24884_c0_g1_i1	NA	NA	NA	NA	1.45806453195524	-5.324228765087	3.45034450847578e-10	1.3422413602432e-08	-2.76073336601957	3.22300917338894	-2.76073336601957	-2.76073336601957	1.27709194463223	3.02023209523509	-0.247639751583682	1.83038681372633	-2.76073336601958	1	1
