gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN133231_c1_g4_i1	NA	NA	3.868060741	0.590528934	Ovary_mean	female	0.1198	0.1506	1.2569	Rana_gonad
TRINITY_DN133243_c1_g2_i1	NA	NA	6.513078351	0.359658237	Ovary_mean	female	0.0949	0.1587	1.6716	Rana_gonad
TRINITY_DN133247_c2_g3_i5	idua	Chr01	2.325211324	0.352482493	G46_M_mean	female	0.1033	0.1482	1.4347	Rana_gonad
TRINITY_DN133256_c3_g11_i2	NA	NA	7.579363627	0.650750887	Ovary_mean	female	0.0995	0.113	1.1358	Rana_gonad
TRINITY_DN133256_c3_g3_i1	NA	NA	5.582014429	0.442320641	Ovary_mean	female	0.0186	0.0231	1.2434	Rana_gonad
TRINITY_DN133262_c7_g3_i1	NA	NA	4.879178425	0.289829711	Ovary_mean	female	0.0223	0.0409	1.8388	Rana_gonad
TRINITY_DN133275_c1_g1_i2	fam63b	Chr03	0.934994781	0.625279858	Ovary_mean	female	0.0883	0.1252	1.4183	Rana_gonad
TRINITY_DN133281_c3_g3_i6	NA	NA	6.98194964	0.520541291	Liver_mean	female	0.1016	0.1459	1.4367	Rana_gonad
TRINITY_DN133282_c1_g1_i2	NA	NA	5.944259474	0.508170746	Ovary_mean	female	0.0424	0.052	1.2267	Rana_gonad
TRINITY_DN133301_c2_g3_i5	NA	NA	5.620635925	0.50421291	Ovary_mean	female	0.1214	0.1634	1.3455	Rana_gonad
TRINITY_DN133319_c2_g2_i1	NA	NA	6.124367282	0.544892376	Ovary_mean	female	0.1059	0.1488	1.4052	Rana_gonad
TRINITY_DN133347_c3_g1_i1	NA	NA	4.522470525	0.487394565	Ovary_mean	female	0.03	0.0372	1.2412	Rana_gonad
TRINITY_DN133350_c2_g2_i3	NA	NA	5.281350123	0.30204665	Ovary_mean	female	0.0413	0.0777	1.8822	Rana_gonad
TRINITY_DN133351_c7_g2_i4	lrrc4b	scaffold_642	5.718636562	0.435423781	Ovary_mean	female	0.2102	0.2483	1.1814	Rana_gonad
TRINITY_DN133352_c2_g1_i3	NA	NA	6.206561339	0.309998746	Ovary_mean	female	0.0839	0.1083	1.2912	Rana_gonad
TRINITY_DN133360_c0_g1_i1	NA	NA	6.169342757	0.621937448	Ovary_mean	female	0.082	0.1593	1.9432	Rana_gonad
TRINITY_DN133362_c6_g3_i1	NA	NA	4.592293806	0.416112857	Ovary_mean	female	0.0835	0.1227	1.4696	Rana_gonad
TRINITY_DN133364_c2_g4_i1	rasl11b	Chr01	4.103445035	0.664649084	Ovary_mean	female	0.0658	0.0879	1.337	Rana_gonad
TRINITY_DN133368_c1_g2_i1	sub1	Chr01	6.715864399	0.486062688	Ovary_mean	female	0.0268	0.0429	1.5999	Rana_gonad
TRINITY_DN133402_c0_g1_i2	NA	NA	6.721369822	0.315488837	Ovary_mean	female	0.0893	0.1371	1.5346	Rana_gonad
TRINITY_DN133418_c0_g1_i1	gnai3	Chr02	5.783087642	0.526556208	Ovary_mean	female	0.0895	0.137	1.5305	Rana_gonad
TRINITY_DN133420_c3_g1_i1	NA	NA	4.956774155	0.246497257	Ovary_mean	female	0.0764	0.1437	1.8812	Rana_gonad
TRINITY_DN133445_c0_g1_i1	NA	NA	2.517577611	0.570214554	Ovary_mean	female	0.0882	0.1187	1.3453	Rana_gonad
TRINITY_DN133445_c0_g3_i2	NA	NA	3.431828675	0.698084934	Ovary_mean	female	0.1057	0.1492	1.4116	Rana_gonad
TRINITY_DN133449_c1_g3_i1	NA	NA	4.35507592	0.531902255	Ovary_mean	female	0.1347	0.221	1.6409	Rana_gonad
TRINITY_DN133452_c0_g1_i1	NA	NA	4.315704256	0.555599524	Ovary_mean	female	0.0607	0.0882	1.4543	Rana_gonad
TRINITY_DN133458_c2_g1_i1	NA	NA	1.085001495	0.459208384	G46_M_mean	female	0.0418	0.0707	1.6894	Rana_gonad
TRINITY_DN133467_c3_g3_i2	NA	NA	3.768545768	0.362830105	G43_F_mean	female	0.2212	0.2389	1.0798	Rana_gonad
TRINITY_DN133473_c0_g7_i11	NA	NA	4.184070676	0.647409173	Ovary_mean	female	0.136	0.225	1.6541	Rana_gonad
TRINITY_DN133482_c10_g3_i1	NA	NA	4.561365217	0.371655149	Liver_mean	female	0.0734	0.1018	1.3866	Rana_gonad
TRINITY_DN133490_c0_g3_i3	tfip11	Chr04	4.18642161	0.775311733	Brain_mean	female	0.0612	0.0998	1.632	Rana_gonad
TRINITY_DN133494_c5_g6_i3	usp22	Chr09	7.694911488	0.344089914	Ovary_mean	female	0.0634	0.1046	1.6501	Rana_gonad
TRINITY_DN133529_c0_g1_i3	tyw5-like	Chr09	2.72515936	0.347245542	G43_M_mean	female	0.0824	0.1489	1.8069	Rana_gonad
TRINITY_DN133530_c1_g2_i1	NA	NA	6.972575533	0.373251467	Ovary_mean	female	0.0685	0.1099	1.606	Rana_gonad
TRINITY_DN133531_c8_g13_i6	gls	Chr09	7.689087862	0.319484531	Ovary_mean	female	0.0346	0.0493	1.4233	Rana_gonad
TRINITY_DN133539_c0_g1_i1	NA	NA	7.020640165	0.471502814	Ovary_mean	female	0.0363	0.0591	1.6258	Rana_gonad
TRINITY_DN133549_c7_g2_i2	NA	NA	5.835409085	0.448248016	Ovary_mean	female	0.0509	0.0974	1.9151	Rana_gonad
TRINITY_DN133553_c1_g2_i1	NA	NA	3.219106696	0.440326825	G27_mean	female	0.0883	0.1443	1.6345	Rana_gonad
TRINITY_DN133563_c2_g1_i1	phyhip	Chr03	5.48907574	0.697533607	Ovary_mean	female	0.1241	0.1976	1.5924	Rana_gonad
TRINITY_DN133566_c0_g1_i1	NA	NA	4.600155847	0.600435812	Ovary_mean	female	0.0866	0.1536	1.7731	Rana_gonad
TRINITY_DN133572_c0_g1_i1	NA	NA	5.424202748	0.569409578	Ovary_mean	female	0.1557	0.222	1.4255	Rana_gonad
TRINITY_DN133585_c15_g11_i1	NA	NA	7.627671954	0.515558498	Ovary_mean	female	0.03	0.0579	1.93	Rana_gonad
TRINITY_DN133588_c4_g3_i1	NA	NA	4.76642466	0.641981138	Ovary_mean	female	0.154	0.2506	1.6275	Rana_gonad
TRINITY_DN133591_c2_g19_i1	wdr12	Chr09	6.22378353	0.349984942	Ovary_mean	female	0.1378	0.1934	1.4037	Rana_gonad
TRINITY_DN133592_c2_g3_i4	NA	NA	5.211043326	0.327632919	Ovary_mean	female	0.015	0.0216	1.4456	Rana_gonad
TRINITY_DN133596_c0_g1_i1	NA	NA	6.010022289	0.633655758	Ovary_mean	female	0.0703	0.084	1.1943	Rana_gonad
TRINITY_DN133604_c0_g1_i1	NA	NA	5.643476484	0.636888159	Ovary_mean	female	0.1169	0.1083	0.9271	Rana_gonad
TRINITY_DN133645_c1_g2_i5	thoc3-like	Chr03	4.234215018	0.452735936	G46_F_mean	female	0.125	0.2136	1.7088	Rana_gonad
TRINITY_DN133650_c1_g3_i5	NA	NA	5.833278419	0.690071607	Ovary_mean	female	0.2417	0.4765	1.9717	Rana_gonad
TRINITY_DN133653_c0_g2_i3	NA	NA	5.864120217	0.459317158	Ovary_mean	female	0.0669	0.091	1.3607	Rana_gonad
TRINITY_DN133657_c2_g1_i6	NA	NA	1.733171337	0.660652686	Brain_mean	female	0.0097	0.0104	1.0735	Rana_gonad
TRINITY_DN133666_c1_g1_i1	engase-like	Chr10	4.222172393	0.403438406	Ovary_mean	female	0.0706	0.0773	1.0951	Rana_gonad
TRINITY_DN133666_c1_g2_i2	NA	NA	7.054659981	0.33941597	Ovary_mean	female	0.1021	0.1563	1.5301	Rana_gonad
TRINITY_DN133682_c0_g2_i3	NA	NA	5.379470453	0.229646619	Ovary_mean	female	0.0228	0.0373	1.6331	Rana_gonad
TRINITY_DN133683_c0_g2_i6	NA	NA	2.273307769	0.413698014	G43_M_mean	female	0.1229	0.1478	1.2025	Rana_gonad
TRINITY_DN133687_c4_g5_i4	NA	NA	5.353908838	0.586354652	Ovary_mean	female	0.1004	0.1924	1.9174	Rana_gonad
TRINITY_DN133703_c1_g5_i6	kcnt2	scaffold_467	6.822027729	0.389794163	Ovary_mean	female	0.1297	0.2141	1.6515	Rana_gonad
TRINITY_DN133708_c1_g2_i1	NA	NA	3.685567128	0.575579372	G23_mean	female	0.0524	0.0871	1.6618	Rana_gonad
TRINITY_DN133718_c3_g2_i1	dusp12	Chr05	6.881521069	0.256762154	Liver_mean	female	0.1327	0.2069	1.559	Rana_gonad
TRINITY_DN133726_c0_g3_i2	NA	NA	3.869062166	0.816996215	Ovary_mean	female	0.0671	0.0814	1.2117	Rana_gonad
TRINITY_DN133732_c1_g2_i3	NA	NA	1.80922569	0.835698498	Brain_mean	female	0.027	0.0284	1.0542	Rana_gonad
TRINITY_DN133737_c5_g1_i1	LOC100487080-like	Chr03	1.797587768	0.647578389	Ovary_mean	female	0.0869	0.0786	0.9038	Rana_gonad
TRINITY_DN133826_c11_g1_i2	NA	NA	6.56772438	0.537451841	Ovary_mean	female	0.0789	0.1156	1.4647	Rana_gonad
TRINITY_DN133833_c3_g1_i5	NA	NA	3.885611213	0.718713149	Brain_mean	female	0.0096	0.0107	1.1091	Rana_gonad
TRINITY_DN133839_c1_g2_i4	NA	NA	6.297408984	0.534670331	Ovary_mean	female	0.1554	0.1324	0.8517	Rana_gonad
TRINITY_DN133854_c3_g1_i2	NA	NA	5.323669933	0.586643097	Ovary_mean	female	0.0484	0.0683	1.4127	Rana_gonad
TRINITY_DN133859_c1_g1_i1	sema4b	Chr03	7.0766551	0.410438422	Ovary_mean	female	0.04	0.0676	1.6926	Rana_gonad
TRINITY_DN133873_c1_g1_i2	NA	NA	4.112899469	0.661461351	Ovary_mean	female	0.0688	0.1155	1.6793	Rana_gonad
TRINITY_DN133919_c5_g3_i1	LOC101730369	Chr10	5.739526337	0.494126174	Ovary_mean	female	0.0235	0.0426	1.8089	Rana_gonad
TRINITY_DN133921_c11_g2_i2	NA	NA	0.453413553	0.704069384	Brain_mean	female	0.2861	0.2937	1.0266	Rana_gonad
TRINITY_DN133929_c5_g3_i4	NA	NA	3.73640849	0.30424745	G27_mean	female	0.0705	0.1273	1.8065	Rana_gonad
TRINITY_DN133933_c5_g7_i2	NA	NA	4.345889234	0.487028514	Brain_mean	female	0.0397	0.0584	1.4709	Rana_gonad
TRINITY_DN133938_c0_g2_i1	NA	NA	4.930366409	0.517827701	Ovary_mean	female	0.1491	0.2401	1.6104	Rana_gonad
TRINITY_DN133949_c2_g1_i1	NA	NA	7.807396462	0.34301099	Ovary_mean	female	0.0215	0.0326	1.5175	Rana_gonad
TRINITY_DN133957_c1_g2_i2	NA	NA	5.083562418	0.677505611	Ovary_mean	female	0.1278	0.2515	1.9688	Rana_gonad
TRINITY_DN133964_c1_g4_i2	NA	NA	7.327681734	0.403667875	Ovary_mean	female	0.0834	0.1603	1.9227	Rana_gonad
TRINITY_DN133976_c1_g2_i6	NA	NA	6.130099459	0.446961229	Ovary_mean	female	0.0197	0.0328	1.66	Rana_gonad
TRINITY_DN133996_c3_g8_i2	NA	NA	5.543393949	0.462745771	Ovary_mean	female	0.0819	0.15	1.8328	Rana_gonad
TRINITY_DN134022_c4_g3_i1	NA	NA	5.994544706	0.402074458	Ovary_mean	female	0.0946	0.1328	1.405	Rana_gonad
TRINITY_DN134024_c1_g2_i1	NA	NA	4.050995074	0.528668463	Brain_mean	female	0.0544	0.0886	1.6295	Rana_gonad
TRINITY_DN134031_c5_g1_i1	nr2f6	Chr01	5.044387054	0.626184951	Ovary_mean	female	0.0717	0.0807	1.126	Rana_gonad
TRINITY_DN134033_c6_g7_i1	gdap1	Chr06	3.465164771	0.674494909	Ovary_mean	female	0.0063	0.0117	1.8447	Rana_gonad
TRINITY_DN134034_c2_g1_i2	LOC100486199-like	Chr04	7.105209922	0.28508731	Ovary_mean	female	0.0596	0.0877	1.4716	Rana_gonad
TRINITY_DN134037_c0_g1_i3	NA	NA	5.058981927	0.498589873	Ovary_mean	female	0.0907	0.1624	1.7897	Rana_gonad
TRINITY_DN134054_c8_g8_i3	fen1	Chr04	4.436014808	0.455259397	Liver_mean	female	0.1734	0.2194	1.2654	Rana_gonad
TRINITY_DN134055_c0_g1_i1	NA	NA	6.748053983	0.577428367	Ovary_mean	female	0.0776	0.1214	1.5638	Rana_gonad
TRINITY_DN134056_c1_g1_i2	NA	NA	9.472746803	0.428807978	Ovary_mean	female	0.1314	0.1155	0.8787	Rana_gonad
TRINITY_DN134066_c0_g3_i3	NA	NA	5.224687704	0.441891804	Brain_mean	female	0.0062	0.0035	0.5641	Rana_gonad
TRINITY_DN134067_c2_g1_i1	NA	NA	4.556701595	0.545262105	Ovary_mean	female	0.1048	0.1949	1.8594	Rana_gonad
TRINITY_DN134073_c0_g1_i2	NA	NA	6.128160035	0.45720959	Ovary_mean	female	0.1861	0.2906	1.562	Rana_gonad
TRINITY_DN134080_c3_g1_i1	NA	NA	2.915424346	0.367271559	G46_M_mean	female	0.238	0.3564	1.4971	Rana_gonad
TRINITY_DN134095_c1_g4_i1	NA	NA	6.096236918	0.374961179	Ovary_mean	female	0.0949	0.1742	1.8362	Rana_gonad
TRINITY_DN134109_c1_g2_i2	pon2	scaffold_73	2.753232904	0.669144002	G23_mean	female	0.1061	0.1333	1.2562	Rana_gonad
TRINITY_DN134128_c0_g1_i4	NA	NA	5.0425339	0.539748784	Ovary_mean	female	0.0742	0.0685	0.9234	Rana_gonad
TRINITY_DN134144_c0_g1_i1	NA	NA	5.168650999	0.32111042	Ovary_mean	female	0.1131	0.1879	1.6622	Rana_gonad
TRINITY_DN134165_c3_g2_i1	NA	NA	6.600971609	0.44369069	Ovary_mean	female	0.0888	0.1692	1.905	Rana_gonad
TRINITY_DN134219_c0_g1_i3	NA	NA	5.534679065	0.208218591	Ovary_mean	female	0.0583	0.0956	1.638	Rana_gonad
TRINITY_DN134225_c0_g3_i3	s1pr5	Chr03	5.078342691	0.388383409	Ovary_mean	female	0.1371	0.2421	1.7654	Rana_gonad
TRINITY_DN134234_c4_g2_i1	LOC100485264	Chr01	4.239619958	0.509654539	G23_mean	female	0.0162	0.0126	0.7744	Rana_gonad
TRINITY_DN134306_c7_g2_i3	NA	NA	8.132606867	0.264526692	Ovary_mean	female	0.001	0.0012	1.152	Rana_gonad
TRINITY_DN134354_c1_g1_i2	NA	NA	4.904061333	0.280556496	G43_M_mean	female	0.07	0.0746	1.0661	Rana_gonad
TRINITY_DN134360_c3_g1_i1	NA	NA	4.463250524	0.394697978	Ovary_mean	female	0.129	0.1585	1.2281	Rana_gonad
TRINITY_DN134374_c0_g2_i5	nans	Chr01	6.080979889	0.281002529	Ovary_mean	female	0.0463	0.0784	1.6914	Rana_gonad
TRINITY_DN134392_c8_g1_i1	ppfia1	Chr04	4.526870832	0.143296018	G43_M_mean	female	0.1014	0.1742	1.7182	Rana_gonad
TRINITY_DN134394_c0_g1_i2	NA	NA	4.623879734	0.490213246	Ovary_mean	female	0.0996	0.1813	1.8207	Rana_gonad
TRINITY_DN134419_c0_g3_i4	NA	NA	5.036840868	0.38424325	Ovary_mean	female	0.0919	0.1591	1.7309	Rana_gonad
TRINITY_DN134425_c0_g2_i3	NA	NA	5.839523115	0.377128264	Ovary_mean	female	0.0627	0.0599	0.9556	Rana_gonad
TRINITY_DN134429_c5_g1_i1	NA	NA	5.766905158	0.523332041	Brain_mean	female	0.0836	0.1517	1.8149	Rana_gonad
TRINITY_DN134432_c1_g1_i2	NA	NA	4.177643761	0.494582274	Ovary_mean	female	0.085	0.1569	1.8464	Rana_gonad
TRINITY_DN134440_c2_g1_i1	NA	NA	7.031547146	0.380334252	Ovary_mean	female	0.1421	0.2218	1.5607	Rana_gonad
TRINITY_DN134442_c2_g3_i3	NA	NA	4.436498893	0.437394388	Ovary_mean	female	0.0236	0.0128	0.5416	Rana_gonad
TRINITY_DN134462_c0_g2_i2	NA	NA	6.354955708	0.454433907	Ovary_mean	female	0.0239	0.0208	0.8709	Rana_gonad
TRINITY_DN134466_c2_g1_i1	NA	NA	4.134072087	0.554057553	Ovary_mean	female	0.0584	0.0699	1.1967	Rana_gonad
TRINITY_DN134468_c2_g2_i4	NA	NA	2.30898662	0.620616677	Brain_mean	female	0.0765	0.1131	1.4791	Rana_gonad
TRINITY_DN134469_c0_g2_i11	NA	NA	4.723470088	0.551245149	Ovary_mean	female	0.0438	0.0627	1.4329	Rana_gonad
TRINITY_DN134492_c1_g7_i3	NA	NA	1.582557462	0.644400841	Liver_mean	female	0.1483	0.2446	1.6491	Rana_gonad
TRINITY_DN134513_c3_g1_i2	NA	NA	7.172813411	0.282660533	Ovary_mean	female	0.0761	0.132	1.7341	Rana_gonad
TRINITY_DN134521_c1_g11_i1	NA	NA	7.55771381	0.272928849	Liver_mean	female	0.2121	0.3776	1.7804	Rana_gonad
TRINITY_DN134522_c2_g3_i1	NA	NA	6.347767141	0.462595088	Ovary_mean	female	0.1057	0.0905	0.8562	Rana_gonad
TRINITY_DN134524_c2_g2_i1	NA	NA	6.658704556	0.309585604	Liver_mean	female	0.0707	0.0894	1.2633	Rana_gonad
TRINITY_DN134546_c3_g7_i2	NA	NA	7.097928923	0.494799485	Ovary_mean	female	0.1217	0.2368	1.9456	Rana_gonad
TRINITY_DN134577_c1_g1_i2	NA	NA	4.558897652	0.213811169	Brain_mean	female	0.0282	0.0451	1.5996	Rana_gonad
TRINITY_DN134581_c1_g1_i1	NA	NA	4.43922553	0.656012676	Ovary_mean	female	0.1377	0.1542	1.1201	Rana_gonad
TRINITY_DN134584_c7_g2_i1	p2ry12-like	Chr05	6.6586491	0.448974198	Ovary_mean	female	0.0757	0.1289	1.7035	Rana_gonad
TRINITY_DN134612_c1_g1_i1	NA	NA	1.719975085	0.490401591	G46_M_mean	female	0.0492	0.0803	1.6311	Rana_gonad
TRINITY_DN134636_c1_g1_i2	kctd7-like	Chr02	5.583609796	0.380860776	Ovary_mean	female	0.0568	0.0954	1.6801	Rana_gonad
TRINITY_DN134642_c6_g4_i1	NA	NA	7.308905782	0.375313477	Ovary_mean	female	0.0147	0.0275	1.8696	Rana_gonad
TRINITY_DN134645_c1_g2_i1	NA	NA	3.827919996	0.257189014	Ovary_mean	female	0.0813	0.1333	1.6394	Rana_gonad
TRINITY_DN134649_c2_g2_i1	NA	NA	7.022666849	0.392977806	Ovary_mean	female	0.0429	0.0824	1.9204	Rana_gonad
TRINITY_DN134690_c6_g1_i4	hic1	Chr02	6.370493043	0.590896092	Ovary_mean	female	0.0727	0.1184	1.6291	Rana_gonad
TRINITY_DN134750_c7_g1_i1	flrt1	Chr04	6.273028824	0.346235659	Ovary_mean	female	0.0459	0.0547	1.1915	Rana_gonad
TRINITY_DN134752_c6_g1_i2	NA	NA	3.844755236	0.632340498	Ovary_mean	female	0.0698	0.1387	1.9875	Rana_gonad
TRINITY_DN134809_c0_g1_i1	NA	NA	5.349259588	0.429652139	Ovary_mean	female	0.0637	0.0784	1.2298	Rana_gonad
TRINITY_DN134829_c5_g1_i1	nfia-like.2	Chr04	4.943983401	0.474512245	Ovary_mean	female	0.0108	0.0214	1.9804	Rana_gonad
TRINITY_DN134832_c5_g1_i1	NA	NA	6.754329009	0.224366273	Ovary_mean	female	0.0414	0.0493	1.1915	Rana_gonad
TRINITY_DN134844_c0_g1_i1	NA	NA	4.628667419	0.612695719	Ovary_mean	female	0.1496	0.2003	1.3386	Rana_gonad
TRINITY_DN134846_c0_g4_i1	NA	NA	4.103594839	0.477618208	Ovary_mean	female	0.0579	0.0565	0.9752	Rana_gonad
TRINITY_DN134855_c0_g2_i1	NA	NA	5.79505949	0.482393526	Ovary_mean	female	0.0073	0.012	1.649	Rana_gonad
TRINITY_DN134864_c1_g1_i1	NA	NA	6.194571501	0.529192436	Ovary_mean	female	0.1524	0.2431	1.5951	Rana_gonad
TRINITY_DN134881_c1_g2_i1	cdh16-like.1	Chr04	1.296325772	0.712965671	Brain_mean	female	0.0332	0.0238	0.7157	Rana_gonad
TRINITY_DN134918_c2_g1_i1	NA	NA	3.410286515	0.700368805	Ovary_mean	female	0.0288	0.0464	1.6114	Rana_gonad
TRINITY_DN134932_c0_g1_i3	NA	NA	6.464507126	0.284121897	Ovary_mean	female	0.0568	0.0785	1.3835	Rana_gonad
TRINITY_DN134935_c0_g2_i1	NA	NA	4.184910952	0.446001048	G46_F_mean	female	0.029	0.045	1.5534	Rana_gonad
TRINITY_DN134940_c0_g4_i10	eaf1	Chr06	4.475278468	0.631925347	Brain_mean	female	0.1252	0.1742	1.3913	Rana_gonad
TRINITY_DN134941_c5_g5_i1	NA	NA	6.428195841	0.399307822	Ovary_mean	female	0.0778	0.1094	1.4051	Rana_gonad
TRINITY_DN134946_c4_g2_i1	oprd1	Chr02	6.890357184	0.334261921	Ovary_mean	female	0.0544	0.0626	1.1513	Rana_gonad
TRINITY_DN134976_c6_g9_i1	NA	NA	7.402297039	0.239180371	Ovary_mean	female	0.0361	0.0639	1.7704	Rana_gonad
TRINITY_DN134982_c6_g1_i2	leprot	Chr04	5.817148257	0.418254694	Brain_mean	female	0.0774	0.1547	1.9983	Rana_gonad
TRINITY_DN134982_c7_g1_i1	NA	NA	3.875897758	0.73667003	Ovary_mean	female	0.1994	0.3072	1.5405	Rana_gonad
TRINITY_DN134985_c2_g2_i1	NA	NA	4.604581874	0.399926412	Ovary_mean	female	0.1265	0.2057	1.6254	Rana_gonad
TRINITY_DN134986_c0_g1_i1	NA	NA	6.858698515	0.245519942	Ovary_mean	female	0.0677	0.1075	1.5887	Rana_gonad
TRINITY_DN134990_c3_g4_i1	NA	NA	4.692895496	0.474075942	Ovary_mean	female	0.054	0.0825	1.526	Rana_gonad
TRINITY_DN135010_c3_g1_i1	NA	NA	3.262641971	0.717030954	Brain_mean	female	0.0504	0.0879	1.7442	Rana_gonad
TRINITY_DN135012_c0_g2_i1	NA	NA	6.192106812	0.377889138	Ovary_mean	female	0.0476	0.0952	1.9993	Rana_gonad
TRINITY_DN135040_c5_g1_i1	NA	NA	4.093425646	0.591952317	Ovary_mean	female	0.0331	0.065	1.9661	Rana_gonad
TRINITY_DN135049_c4_g1_i1	NA	NA	7.236561014	0.527358324	Ovary_mean	female	0.0463	0.0767	1.6581	Rana_gonad
TRINITY_DN135082_c3_g3_i1	anks4b	Chr09	4.921000087	0.295750528	Ovary_mean	female	0.1037	0.1412	1.3615	Rana_gonad
TRINITY_DN135114_c0_g1_i1	NA	NA	2.410309335	0.649649304	Brain_mean	female	0.0413	0.0711	1.7205	Rana_gonad
TRINITY_DN135121_c0_g2_i2	slc26a1	Chr01	5.991477351	0.646792711	Ovary_mean	female	0.096	0.1517	1.5808	Rana_gonad
TRINITY_DN135130_c8_g1_i4	Xetrov90014487m	Chr05	5.376772564	0.532936405	Ovary_mean	female	0.1365	0.2269	1.6621	Rana_gonad
TRINITY_DN135136_c0_g4_i3	NA	NA	4.757547703	0.437110161	Ovary_mean	female	0.0744	0.0928	1.2469	Rana_gonad
TRINITY_DN135175_c3_g2_i2	NA	NA	5.4362681	0.665727106	Ovary_mean	female	0.0994	0.1776	1.7863	Rana_gonad
TRINITY_DN135185_c1_g4_i1	NA	NA	5.722991007	0.445190554	Ovary_mean	female	0.0478	0.0749	1.5667	Rana_gonad
TRINITY_DN135187_c1_g1_i4	NA	NA	7.674416955	0.483761544	Ovary_mean	female	0.0614	0.0608	0.99	Rana_gonad
TRINITY_DN135189_c4_g1_i1	NA	NA	7.959442353	0.627798779	Ovary_mean	female	0.0933	0.1258	1.3487	Rana_gonad
TRINITY_DN135222_c1_g3_i1	LOC100487239	Chr09	3.395469032	0.58077053	Ovary_mean	female	0.018	0.0267	1.4833	Rana_gonad
TRINITY_DN135242_c0_g2_i3	ncaph2	Chr03	7.332055014	0.34707851	Ovary_mean	female	0.0152	0.0217	1.4273	Rana_gonad
TRINITY_DN135263_c3_g2_i8	NA	NA	0.14346807	0.798107264	Brain_mean	female	0.0158	0.0156	0.9927	Rana_gonad
TRINITY_DN135268_c2_g1_i9	NA	NA	4.951264417	0.766985226	Ovary_mean	female	0.0244	0.0412	1.6892	Rana_gonad
TRINITY_DN135280_c4_g2_i1	NA	NA	7.183913122	0.43323589	Ovary_mean	female	0.0073	0.0122	1.6776	Rana_gonad
TRINITY_DN135310_c4_g1_i3	NA	NA	7.076463502	0.478811934	Ovary_mean	female	0.085	0.1545	1.8178	Rana_gonad
TRINITY_DN135339_c0_g1_i3	pcsk9	Chr04	4.985834024	0.591491833	Ovary_mean	female	0.1166	0.2025	1.737	Rana_gonad
TRINITY_DN135393_c3_g7_i1	NA	NA	4.59354553	0.49309324	Ovary_mean	female	0.1252	0.236	1.8844	Rana_gonad
TRINITY_DN135398_c4_g1_i3	NA	NA	3.4771717	0.462097306	Brain_mean	female	0.0553	0.0596	1.0778	Rana_gonad
TRINITY_DN135433_c0_g2_i2	Xetrov90024626m	Chr10	5.08156313	0.335156505	Ovary_mean	female	0.1201	0.2	1.6649	Rana_gonad
TRINITY_DN135443_c0_g3_i1	taf12	Chr02	5.18296973	0.520450146	Brain_mean	female	0.0429	0.0391	0.9126	Rana_gonad
TRINITY_DN135461_c7_g4_i1	NA	NA	6.759981002	0.375194522	Ovary_mean	female	0.2673	0.425	1.5899	Rana_gonad
TRINITY_DN135463_c0_g2_i4	pet112	Chr01	6.960008841	0.331452511	Ovary_mean	female	0.1472	0.2268	1.5406	Rana_gonad
TRINITY_DN135490_c1_g1_i2	NA	NA	5.105221368	0.3717317	Brain_mean	female	0.0365	0.0486	1.3307	Rana_gonad
TRINITY_DN135508_c3_g1_i4	lypd6b	Chr09	4.356889918	0.473025269	Ovary_mean	female	0.0049	0.0027	0.5419	Rana_gonad
TRINITY_DN135526_c5_g1_i1	NA	NA	6.659418931	0.895660137	Ovary_mean	female	0.138	0.2305	1.6705	Rana_gonad
TRINITY_DN135531_c2_g1_i4	arhgap19-like	Chr07	6.789261113	0.50459227	Ovary_mean	female	0.0673	0.0785	1.1671	Rana_gonad
TRINITY_DN135542_c0_g2_i2	NA	NA	4.529487208	0.405791747	Brain_mean	female	0.0896	0.1246	1.3912	Rana_gonad
TRINITY_DN135567_c0_g1_i3	NA	NA	4.253414828	0.681508591	Ovary_mean	female	0.0763	0.1003	1.3151	Rana_gonad
TRINITY_DN135593_c1_g1_i2	NA	NA	6.318112229	0.481763545	Ovary_mean	female	0.0543	0.0623	1.1479	Rana_gonad
TRINITY_DN135599_c7_g1_i3	LOC100486238	Chr07	1.844985399	0.749969787	Brain_mean	female	0.0057	0.0035	0.6105	Rana_gonad
TRINITY_DN135615_c0_g1_i2	NA	NA	6.957441425	0.535921762	Ovary_mean	female	0.0999	0.1674	1.6759	Rana_gonad
TRINITY_DN135712_c0_g2_i1	NA	NA	6.977366977	0.598620428	Ovary_mean	female	0.0892	0.1381	1.5478	Rana_gonad
TRINITY_DN135727_c3_g1_i1	NA	NA	4.937774688	0.450766555	Ovary_mean	female	0.1639	0.2576	1.5722	Rana_gonad
TRINITY_DN135751_c6_g7_i1	tlx3	Chr03	6.514686079	0.468059808	Ovary_mean	female	0.1031	0.205	1.9888	Rana_gonad
TRINITY_DN135755_c4_g3_i2	NA	NA	2.043540536	0.546548744	G46_M_mean	female	0.159	0.226	1.4211	Rana_gonad
TRINITY_DN135781_c3_g1_i2	NA	NA	6.227320765	0.507005282	Ovary_mean	female	0.016	0.0314	1.9631	Rana_gonad
TRINITY_DN135782_c2_g2_i3	LOC101734368	Chr02	7.052057496	0.410133189	Ovary_mean	female	0.0589	0.1081	1.8351	Rana_gonad
TRINITY_DN135788_c4_g3_i1	NA	NA	2.705504602	0.596120957	G43_M_mean	female	0.1401	0.2671	1.9062	Rana_gonad
