gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	ID	tau	tissue
TRINITY_DN125320_c1_g5_i1	LOC100485505-like	scaffold_230	75240	75240	2.945223022	-1.492246511	0.000213932	0.001727873	TRINITY_DN125320_c1_g5_i1	0.43885201616088	Ovary_mean
TRINITY_DN125325_c6_g2_i2	LOC101730859	Chr03	116757680	116757680	1.370135484	-2.410505808	1.36E-06	1.73E-05	TRINITY_DN125325_c6_g2_i2	0.651897420506358	Ovary_mean
TRINITY_DN125325_c6_g3_i1	NA	NA	NA	NA	0.158622326	-2.506983456	5.99E-05	0.000551101	TRINITY_DN125325_c6_g3_i1	0.681825086180859	Ovary_mean
TRINITY_DN125330_c7_g1_i1	dnal4	Chr04	110231815	110231815	6.584906414	-1.408138126	1.16E-05	0.00012305	TRINITY_DN125330_c7_g1_i1	0.221595407728621	Ovary_mean
TRINITY_DN125330_c7_g6_i2	NA	NA	NA	NA	3.344042492	-1.438819761	7.33E-05	0.000657971	TRINITY_DN125330_c7_g6_i2	0.392170044983559	Ovary_mean
TRINITY_DN125332_c0_g1_i4	NA	NA	NA	NA	4.660938263	-1.288788697	1.53E-05	0.000158519	TRINITY_DN125332_c0_g1_i4	0.301274628176283	Ovary_mean
TRINITY_DN125333_c0_g1_i1	NA	NA	NA	NA	7.073639317	-6.121030134	5.70E-47	9.68E-45	TRINITY_DN125333_c0_g1_i1	0.605494145302543	Ovary_mean
TRINITY_DN125334_c0_g1_i1	NA	NA	NA	NA	3.430150427	-1.302450417	0.000494768	0.003653053	TRINITY_DN125334_c0_g1_i1	0.614524641182137	Ovary_mean
TRINITY_DN125335_c2_g1_i2	rgs9bp	Chr10	16566157	16566157	4.3511415	-1.847108276	9.80E-09	1.73E-07	TRINITY_DN125335_c2_g1_i2	0.503838001474728	Ovary_mean
TRINITY_DN125337_c3_g1_i1	NA	NA	NA	NA	6.331139721	-1.480358584	4.20E-06	4.84E-05	TRINITY_DN125337_c3_g1_i1	0.38959134532865	Ovary_mean
TRINITY_DN125342_c0_g1_i4	NA	NA	NA	NA	4.723277722	-2.374839218	5.17E-11	1.22E-09	TRINITY_DN125342_c0_g1_i4	0.474451610158591	Ovary_mean
TRINITY_DN125343_c0_g8_i1	Xetrov90027396m	scaffold_2361	160	160	4.726122355	-1.590825372	7.09E-07	9.44E-06	TRINITY_DN125343_c0_g8_i1	0.40474890967917	Ovary_mean
TRINITY_DN125349_c2_g3_i3	vezf1	Chr02	50326799	50326799	3.212044464	-1.411605287	0.000113046	0.000971229	TRINITY_DN125349_c2_g3_i3	0.306958150666364	Ovary_mean
TRINITY_DN125359_c1_g1_i1	rab19	Chr03	208445	208445	1.373785557	-1.806975734	0.000398186	0.003016755	TRINITY_DN125359_c1_g1_i1	0.623888272597736	Ovary_mean
TRINITY_DN125361_c0_g3_i3	NA	NA	NA	NA	4.36898894	-1.169487002	0.000172402	0.001420976	TRINITY_DN125361_c0_g3_i3	0.401051951877751	Ovary_mean
TRINITY_DN125363_c4_g4_i4	LOC100486632-like	Chr03	45352886	45352886	3.722424627	-1.720571298	3.73E-05	0.000356034	TRINITY_DN125363_c4_g4_i4	0.508325799004827	Ovary_mean
TRINITY_DN125374_c0_g1_i2	a1cf-like	Chr07	5031435	5031435	4.222112356	-1.111205812	0.000740607	0.005222358	TRINITY_DN125374_c0_g1_i2	0.345951454229062	G23_mean
TRINITY_DN125376_c0_g7_i3	srsf5	Chr08	87426970	87426970	4.404241675	-1.615559856	1.69E-07	2.46E-06	TRINITY_DN125376_c0_g7_i3	0.440098672035825	Ovary_mean
TRINITY_DN125389_c0_g3_i1	NA	NA	NA	NA	0.100505345	-1.544368685	0.008649699	0.042736162	TRINITY_DN125389_c0_g3_i1	0.862766055143984	Ovary_mean
TRINITY_DN125389_c0_g4_i1	NA	NA	NA	NA	1.738722738	-2.612859264	0.003630439	0.020810567	TRINITY_DN125389_c0_g4_i1	0.631394375630362	Ovary_mean
TRINITY_DN125399_c0_g1_i2	derl2	Chr02	98093103	98093103	2.395436108	-1.016128981	0.008007699	0.040104424	TRINITY_DN125399_c0_g1_i2	0.171311649098753	G23_mean
TRINITY_DN125404_c0_g1_i1	NA	NA	NA	NA	2.892598005	-1.15781128	0.001648259	0.010562493	TRINITY_DN125404_c0_g1_i1	0.489363519022513	Ovary_mean
TRINITY_DN125418_c3_g1_i3	NA	NA	NA	NA	8.115877112	-1.000544654	0.004442953	0.024571058	TRINITY_DN125418_c3_g1_i3	0.210788516765161	G23_mean
TRINITY_DN125420_c4_g6_i2	LOC100491437-like	Chr03	121658493	121658493	1.825047422	-2.936161731	1.67E-08	2.82E-07	TRINITY_DN125420_c4_g6_i2	0.706828505819146	Ovary_mean
TRINITY_DN125423_c4_g2_i5	NA	NA	NA	NA	1.60542427	-2.053928502	9.79E-05	0.000853967	TRINITY_DN125423_c4_g2_i5	0.775653216140658	Ovary_mean
TRINITY_DN125428_c5_g1_i2	NA	NA	NA	NA	2.330880176	-1.061896503	0.00715034	0.036551883	TRINITY_DN125428_c5_g1_i2	0.546219673284408	Ovary_mean
TRINITY_DN125443_c0_g1_i1	NA	NA	NA	NA	5.080161183	-1.538512821	2.73E-07	3.86E-06	TRINITY_DN125443_c0_g1_i1	0.403773311465803	Ovary_mean
TRINITY_DN125445_c4_g5_i1	NA	NA	NA	NA	2.56594084	-2.87317552	4.90E-13	1.45E-11	TRINITY_DN125445_c4_g5_i1	0.576181404136025	Ovary_mean
TRINITY_DN125454_c2_g2_i1	NA	NA	NA	NA	4.012792262	-1.361484901	3.29E-05	0.000317774	TRINITY_DN125454_c2_g2_i1	0.324460539785386	Ovary_mean
TRINITY_DN125454_c3_g1_i1	NA	NA	NA	NA	4.578433001	-4.716268033	9.04E-33	9.84E-31	TRINITY_DN125454_c3_g1_i1	0.722687886116811	Ovary_mean
TRINITY_DN125459_c4_g3_i4	NA	NA	NA	NA	3.995835502	-1.73290355	1.15E-07	1.73E-06	TRINITY_DN125459_c4_g3_i4	0.301502360011094	Ovary_mean
TRINITY_DN125463_c2_g1_i1	NA	NA	NA	NA	5.709730533	-1.30942081	1.56E-05	0.000161844	TRINITY_DN125463_c2_g1_i1	0.230923120685482	G23_mean
TRINITY_DN125463_c6_g3_i1	NA	NA	NA	NA	5.42384343	-2.125340732	7.59E-12	1.97E-10	TRINITY_DN125463_c6_g3_i1	0.354600736164858	Ovary_mean
TRINITY_DN125466_c2_g1_i1	NA	NA	NA	NA	4.859088471	-2.125775036	1.74E-11	4.32E-10	TRINITY_DN125466_c2_g1_i1	0.443820657292211	Ovary_mean
TRINITY_DN125466_c2_g2_i1	NA	NA	NA	NA	0.867777187	-2.474326774	0.005281612	0.028402042	TRINITY_DN125466_c2_g2_i1	0.654964023315001	Ovary_mean
TRINITY_DN125468_c0_g2_i7	rhot2	Chr09	9022242	9022242	3.198370856	-1.103454644	0.002757335	0.016491774	TRINITY_DN125468_c0_g2_i7	0.488268521444502	Ovary_mean
TRINITY_DN125469_c1_g4_i2	LOC100216149	scaffold_526	9680	9680	5.69125006	-1.681185752	2.03E-08	3.38E-07	TRINITY_DN125469_c1_g4_i2	0.30086598446385	Ovary_mean
TRINITY_DN125476_c1_g2_i1	NA	NA	NA	NA	5.655164834	-1.167226639	8.64E-05	0.000763917	TRINITY_DN125476_c1_g2_i1	0.355128022194479	Ovary_mean
TRINITY_DN125487_c0_g2_i2	Xetrov90001474m	Chr01	81284059	81284059	3.693752382	-2.317706201	5.22E-10	1.09E-08	TRINITY_DN125487_c0_g2_i2	0.636501543978114	Ovary_mean
TRINITY_DN125507_c0_g7_i1	LOC100496331	Chr10	35598575	35598575	3.987221376	-1.178052388	0.001579898	0.010158348	TRINITY_DN125507_c0_g7_i1	0.225308866467906	Ovary_mean
TRINITY_DN125517_c0_g1_i5	NA	NA	NA	NA	3.438138796	-1.361603518	0.000417512	0.003149776	TRINITY_DN125517_c0_g1_i5	0.490237434878174	Testis_mean
TRINITY_DN125519_c4_g4_i2	NA	NA	NA	NA	3.559552611	-10.58305352	4.32E-55	9.36E-53	TRINITY_DN125519_c4_g4_i2	0.861086122748452	Ovary_mean
TRINITY_DN125531_c0_g1_i1	NA	NA	NA	NA	3.453770121	-3.90805092	3.31E-18	1.57E-16	TRINITY_DN125531_c0_g1_i1	0.665157123105598	Ovary_mean
TRINITY_DN125531_c0_g2_i1	vsx2	Chr08	60879222	60879222	3.433988237	-3.535712172	7.34E-20	3.92E-18	TRINITY_DN125531_c0_g2_i1	0.44742111928371	Ovary_mean
TRINITY_DN125533_c0_g1_i1	NA	NA	NA	NA	3.20114494	-2.458756889	5.83E-09	1.07E-07	TRINITY_DN125533_c0_g1_i1	0.659974448393497	Ovary_mean
TRINITY_DN125546_c0_g2_i2	NA	NA	NA	NA	4.165807763	-2.685306645	7.94E-16	3.04E-14	TRINITY_DN125546_c0_g2_i2	0.581585796580749	Ovary_mean
TRINITY_DN125550_c0_g1_i1	NA	NA	NA	NA	5.600745764	-1.206349738	4.49E-05	0.000422796	TRINITY_DN125550_c0_g1_i1	0.337676921975974	Ovary_mean
TRINITY_DN125554_c0_g2_i1	asz1	Chr03	58901144	58901144	3.69307839	-2.243598903	2.20E-09	4.21E-08	TRINITY_DN125554_c0_g2_i1	0.537389254207783	Ovary_mean
TRINITY_DN125558_c1_g1_i5	LOC100486595-like	Chr08	59768363	59768363	2.071802848	-3.49889183	1.28E-06	1.63E-05	TRINITY_DN125558_c1_g1_i5	0.497524384864397	Testis_mean
TRINITY_DN125558_c1_g3_i1	matn2	Chr06	114340560	114340560	0.360315573	-2.840723625	1.50E-05	0.000155841	TRINITY_DN125558_c1_g3_i1	0.477247972108512	Ovary_mean
TRINITY_DN125559_c2_g1_i3	NA	NA	NA	NA	4.052235518	-1.362017842	2.38E-05	0.00023682	TRINITY_DN125559_c2_g1_i3	0.325395569366258	Ovary_mean
TRINITY_DN125563_c4_g2_i4	NA	NA	NA	NA	3.998706097	-2.624096282	2.47E-11	6.03E-10	TRINITY_DN125563_c4_g2_i4	0.601829615585934	Ovary_mean
TRINITY_DN125563_c5_g2_i1	NA	NA	NA	NA	2.117184066	-1.544058632	0.000927862	0.006357639	TRINITY_DN125563_c5_g2_i1	0.539499424050637	Ovary_mean
TRINITY_DN125566_c0_g1_i2	NA	NA	NA	NA	3.807338945	-1.971228217	1.33E-07	1.98E-06	TRINITY_DN125566_c0_g1_i2	0.494042119196626	Ovary_mean
TRINITY_DN125574_c0_g1_i3	amelx	Chr02	103190732	103190732	4.467963162	-1.627476505	7.03E-07	9.37E-06	TRINITY_DN125574_c0_g1_i3	0.40914101959104	Ovary_mean
TRINITY_DN125578_c0_g1_i1	ag1	Chr09	55633147	55633147	0.681321327	-1.312278361	0.009674028	0.046923364	TRINITY_DN125578_c0_g1_i1	0.396467158571251	Ovary_mean
TRINITY_DN125578_c3_g4_i3	ppid	Chr01	43711990	43711990	5.682562245	-2.248897733	1.60E-12	4.46E-11	TRINITY_DN125578_c3_g4_i3	0.451182400406001	Ovary_mean
TRINITY_DN125580_c0_g1_i2	NA	NA	NA	NA	5.731087213	-1.010407231	0.001087377	0.007308076	TRINITY_DN125580_c0_g1_i2	0.293260961805476	Ovary_mean
TRINITY_DN125585_c0_g1_i3	NA	NA	NA	NA	4.030113169	-1.536813306	3.00E-06	3.56E-05	TRINITY_DN125585_c0_g1_i3	0.306081248559969	Ovary_mean
TRINITY_DN125586_c2_g1_i4	fkbp15	scaffold_389	85738	85738	5.384061596	-4.56193536	1.19E-25	8.88E-24	TRINITY_DN125586_c2_g1_i4	0.676130418560362	Ovary_mean
TRINITY_DN125592_c5_g2_i2	spg7	Chr04	61350316	61350316	0.997841823	-3.16662545	1.18E-07	1.77E-06	TRINITY_DN125592_c5_g2_i2	0.791877397190909	Brain_mean
TRINITY_DN125598_c6_g10_i1	NA	NA	NA	NA	0.680399446	-2.578129509	9.21E-06	9.92E-05	TRINITY_DN125598_c6_g10_i1	0.502327822605677	G46_F_mean
TRINITY_DN125604_c1_g2_i1	rnf145	Chr03	7060596	7060596	4.306282744	-1.946873226	1.46E-09	2.86E-08	TRINITY_DN125604_c1_g2_i1	0.59322658319793	Ovary_mean
TRINITY_DN125607_c0_g1_i1	NA	NA	NA	NA	3.276092999	-2.634415303	6.07E-10	1.24E-08	TRINITY_DN125607_c0_g1_i1	0.634665703721272	Ovary_mean
TRINITY_DN125618_c1_g2_i2	NA	NA	NA	NA	3.027181165	-2.513615592	1.27E-09	2.51E-08	TRINITY_DN125618_c1_g2_i2	0.710708255110669	Ovary_mean
TRINITY_DN125619_c0_g1_i4	NA	NA	NA	NA	5.201936639	-2.049765903	2.69E-12	7.28E-11	TRINITY_DN125619_c0_g1_i4	0.389527141400825	Ovary_mean
TRINITY_DN125622_c2_g1_i1	NA	NA	NA	NA	1.6182059	-1.670264995	0.000221219	0.00177924	TRINITY_DN125622_c2_g1_i1	0.57137973279333	Ovary_mean
TRINITY_DN125622_c2_g6_i1	igbp1	Chr08	22758798	22758798	1.284106082	-2.356041636	1.71E-06	2.13E-05	TRINITY_DN125622_c2_g6_i1	0.736045457801289	Ovary_mean
TRINITY_DN125626_c0_g1_i1	NA	NA	NA	NA	2.258029819	-1.408501392	0.000749088	0.005277685	TRINITY_DN125626_c0_g1_i1	0.560684244983497	Ovary_mean
TRINITY_DN125629_c0_g2_i2	Sep-02	Chr05	122445498	122445498	2.27057121	-1.990139899	2.38E-06	2.89E-05	TRINITY_DN125629_c0_g2_i2	0.620039057070596	Ovary_mean
TRINITY_DN125636_c0_g1_i2	NA	NA	NA	NA	3.889800856	-1.98643535	5.79E-08	9.10E-07	TRINITY_DN125636_c0_g1_i2	0.618150479602931	Brain_mean
TRINITY_DN125637_c0_g1_i1	NA	NA	NA	NA	2.856639508	-1.932303797	2.81E-07	3.96E-06	TRINITY_DN125637_c0_g1_i1	0.565078926041351	Ovary_mean
TRINITY_DN125639_c1_g1_i3	NA	NA	NA	NA	3.380737837	-1.99496842	2.35E-05	0.00023459	TRINITY_DN125639_c1_g1_i3	0.424876390190713	Ovary_mean
TRINITY_DN125641_c0_g1_i1	NA	NA	NA	NA	4.092283004	-1.433990961	4.38E-05	0.000412693	TRINITY_DN125641_c0_g1_i1	0.488453697278845	Ovary_mean
TRINITY_DN125643_c0_g1_i3	NA	NA	NA	NA	5.822864074	-2.394154105	1.18E-11	2.98E-10	TRINITY_DN125643_c0_g1_i3	0.43873155573622	Ovary_mean
TRINITY_DN125652_c0_g2_i2	NA	NA	NA	NA	3.820069942	-5.457702457	9.56E-26	7.29E-24	TRINITY_DN125652_c0_g2_i2	0.767897860450984	Ovary_mean
TRINITY_DN125659_c0_g1_i1	NA	NA	NA	NA	4.406979833	-1.494328071	3.19E-06	3.76E-05	TRINITY_DN125659_c0_g1_i1	0.392636417997233	Ovary_mean
TRINITY_DN125659_c0_g2_i1	NA	NA	NA	NA	3.412911911	-1.806485791	6.46E-07	8.66E-06	TRINITY_DN125659_c0_g2_i1	0.314686532220499	Ovary_mean
TRINITY_DN125663_c7_g4_i1	NA	NA	NA	NA	4.585632742	-1.028428894	0.000650409	0.004666817	TRINITY_DN125663_c7_g4_i1	0.347931807144372	Ovary_mean
TRINITY_DN125666_c4_g9_i1	NA	NA	NA	NA	6.379746849	-1.152673363	0.000295355	0.002317949	TRINITY_DN125666_c4_g9_i1	0.214850594825969	Ovary_mean
TRINITY_DN125667_c5_g2_i2	NA	NA	NA	NA	4.31817683	-1.85024728	4.87E-08	7.73E-07	TRINITY_DN125667_c5_g2_i2	0.453288270508792	Ovary_mean
TRINITY_DN125667_c9_g1_i1	kiaa0319l	Chr02	56327598	56327598	3.473273228	-1.649412646	4.88E-06	5.58E-05	TRINITY_DN125667_c9_g1_i1	0.551857021197956	Ovary_mean
TRINITY_DN125672_c1_g1_i2	NA	NA	NA	NA	6.534483815	-3.049168296	1.50E-17	6.68E-16	TRINITY_DN125672_c1_g1_i2	0.406810575084373	Brain_mean
TRINITY_DN125676_c0_g1_i1	NA	NA	NA	NA	6.271666124	-1.101424804	0.000358483	0.002751897	TRINITY_DN125676_c0_g1_i1	0.222541313680881	Ovary_mean
TRINITY_DN125687_c4_g2_i3	NA	NA	NA	NA	3.093282816	-1.692907002	1.63E-05	0.0001685	TRINITY_DN125687_c4_g2_i3	0.462069549656328	Ovary_mean
TRINITY_DN125698_c0_g1_i8	NA	NA	NA	NA	2.487513596	-3.034440291	8.61E-12	2.21E-10	TRINITY_DN125698_c0_g1_i8	0.458517463055103	Ovary_mean
TRINITY_DN125700_c0_g1_i1	NA	NA	NA	NA	6.828572901	-1.148687723	0.000978758	0.006673377	TRINITY_DN125700_c0_g1_i1	0.249516854094166	Ovary_mean
TRINITY_DN125705_c0_g3_i1	NA	NA	NA	NA	1.13522075	-1.457576997	0.010266693	0.04932799	TRINITY_DN125705_c0_g3_i1	0.6422165606471	Ovary_mean
TRINITY_DN125707_c0_g1_i1	NA	NA	NA	NA	3.993437329	-1.507339127	4.46E-05	0.000419827	TRINITY_DN125707_c0_g1_i1	0.418006569044254	Ovary_mean
TRINITY_DN125707_c1_g1_i1	NA	NA	NA	NA	5.13288287	-1.418652438	2.00E-06	2.47E-05	TRINITY_DN125707_c1_g1_i1	0.305891941270358	Ovary_mean
TRINITY_DN125710_c0_g2_i2	NA	NA	NA	NA	4.620668021	-2.268871574	4.76E-11	1.13E-09	TRINITY_DN125710_c0_g2_i2	0.598937952382745	Ovary_mean
TRINITY_DN125718_c0_g3_i1	NA	NA	NA	NA	5.357722109	-2.287203818	1.03E-11	2.64E-10	TRINITY_DN125718_c0_g3_i1	0.472579736158822	Ovary_mean
TRINITY_DN125723_c1_g1_i5	NA	NA	NA	NA	4.383350564	-1.41922175	3.45E-06	4.03E-05	TRINITY_DN125723_c1_g1_i5	0.449213766381166	Ovary_mean
TRINITY_DN125725_c0_g1_i2	NA	NA	NA	NA	4.264066724	-2.013667289	6.18E-10	1.26E-08	TRINITY_DN125725_c0_g1_i2	0.437852069367424	Ovary_mean
TRINITY_DN125726_c1_g1_i1	NA	NA	NA	NA	2.625365603	-2.096251037	4.84E-06	5.54E-05	TRINITY_DN125726_c1_g1_i1	0.585683174464496	Ovary_mean
TRINITY_DN125727_c0_g1_i1	NA	NA	NA	NA	7.231095313	-3.267784754	1.91E-20	1.06E-18	TRINITY_DN125727_c0_g1_i1	0.41873104574833	Ovary_mean
TRINITY_DN125730_c4_g1_i3	NA	NA	NA	NA	5.614684973	-1.788029553	7.71E-09	1.38E-07	TRINITY_DN125730_c4_g1_i3	0.392002529765688	Ovary_mean
TRINITY_DN125741_c1_g1_i1	NA	NA	NA	NA	2.728352677	-1.763373686	3.42E-05	0.000329014	TRINITY_DN125741_c1_g1_i1	0.404853969082767	Brain_mean
TRINITY_DN125761_c2_g2_i1	acat2	Chr05	54294677	54294677	3.908591722	-2.529188052	1.67E-11	4.15E-10	TRINITY_DN125761_c2_g2_i1	0.58358205489801	Ovary_mean
TRINITY_DN125768_c2_g2_i1	LOC101731737	Chr10	30697940	30697940	2.397451314	-1.266120111	0.002618573	0.015802037	TRINITY_DN125768_c2_g2_i1	0.504071229374631	Ovary_mean
TRINITY_DN125784_c0_g2_i4	NA	NA	NA	NA	2.314913445	-1.32200942	0.000984624	0.006704206	TRINITY_DN125784_c0_g2_i4	0.611094217476938	Ovary_mean
TRINITY_DN125792_c1_g2_i4	NA	NA	NA	NA	4.545273535	-1.470006455	1.17E-06	1.50E-05	TRINITY_DN125792_c1_g2_i4	0.337337948524549	Ovary_mean
TRINITY_DN125794_c0_g2_i2	bbs4	Chr03	82613937	82613937	4.145637562	-1.40486725	3.72E-05	0.000355076	TRINITY_DN125794_c0_g2_i2	0.539769054643512	Ovary_mean
TRINITY_DN125797_c1_g1_i2	NA	NA	NA	NA	7.990490084	-4.04887126	7.41E-28	6.51E-26	TRINITY_DN125797_c1_g1_i2	0.430911686741263	Ovary_mean
TRINITY_DN125805_c0_g1_i2	NA	NA	NA	NA	4.967849984	-1.356845836	6.52E-06	7.26E-05	TRINITY_DN125805_c0_g1_i2	0.36506991943457	Ovary_mean
TRINITY_DN125811_c0_g2_i6	NA	NA	NA	NA	5.06326365	-1.980332751	1.24E-10	2.81E-09	TRINITY_DN125811_c0_g2_i6	0.433782214557641	Ovary_mean
TRINITY_DN125814_c0_g3_i3	NA	NA	NA	NA	3.338267603	-1.705745998	7.56E-06	8.27E-05	TRINITY_DN125814_c0_g3_i3	0.383487521495474	Ovary_mean
TRINITY_DN125828_c2_g2_i3	NA	NA	NA	NA	4.002121849	-6.164418873	6.03E-26	4.73E-24	TRINITY_DN125828_c2_g2_i3	0.818115365730856	Ovary_mean
TRINITY_DN125831_c0_g1_i1	NA	NA	NA	NA	0.593015331	-1.814649714	0.001813418	0.011461848	TRINITY_DN125831_c0_g1_i1	0.768596814949089	Brain_mean
TRINITY_DN125832_c3_g1_i1	NA	NA	NA	NA	4.656313758	-2.685597618	1.68E-18	8.11E-17	TRINITY_DN125832_c3_g1_i1	0.530407757996264	Ovary_mean
TRINITY_DN125832_c3_g3_i1	NA	NA	NA	NA	7.376492135	-1.28337962	0.000162723	0.001351023	TRINITY_DN125832_c3_g3_i1	0.187327856475673	G23_mean
TRINITY_DN125833_c1_g2_i1	NA	NA	NA	NA	2.144655678	-1.324822719	0.001035223	0.006997599	TRINITY_DN125833_c1_g2_i1	0.604757228666217	Testis_mean
TRINITY_DN125834_c5_g1_i4	NA	NA	NA	NA	4.16081603	-1.1231361	0.001273525	0.00838959	TRINITY_DN125834_c5_g1_i4	0.380643795547316	Ovary_mean
TRINITY_DN125838_c1_g1_i1	NA	NA	NA	NA	1.528347705	-1.517240065	0.000577319	0.00419916	TRINITY_DN125838_c1_g1_i1	0.365070578455075	Ovary_mean
TRINITY_DN125849_c3_g2_i1	NA	NA	NA	NA	5.332394505	-2.058470482	1.94E-10	4.29E-09	TRINITY_DN125849_c3_g2_i1	0.335125042165949	Ovary_mean
TRINITY_DN125859_c1_g9_i4	NA	NA	NA	NA	0.615192128	-1.673865211	0.005933874	0.031335328	TRINITY_DN125859_c1_g9_i4	0.432738351629346	Ovary_mean
TRINITY_DN125875_c1_g3_i1	NA	NA	NA	NA	2.585705193	-1.357973308	0.000485695	0.003592447	TRINITY_DN125875_c1_g3_i1	0.357285585521415	Ovary_mean
TRINITY_DN125877_c0_g1_i2	NA	NA	NA	NA	5.437767458	-1.456044536	2.82E-06	3.37E-05	TRINITY_DN125877_c0_g1_i2	0.360108506268568	Ovary_mean
TRINITY_DN125890_c4_g2_i3	NA	NA	NA	NA	3.111499328	-1.307935932	0.000392762	0.002982626	TRINITY_DN125890_c4_g2_i3	0.513723504375365	Ovary_mean
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	3.665461422	-1.955312735	3.58E-06	4.18E-05	TRINITY_DN125892_c0_g1_i1	0.571056826770239	Ovary_mean
TRINITY_DN125895_c0_g1_i2	traf6	Chr04	3893971	3893971	4.583862535	-2.0946004	8.68E-10	1.75E-08	TRINITY_DN125895_c0_g1_i2	0.481368120302469	Ovary_mean
TRINITY_DN125899_c5_g1_i2	NA	NA	NA	NA	5.8495463	-1.918382866	1.69E-09	3.29E-08	TRINITY_DN125899_c5_g1_i2	0.421467993152777	Ovary_mean
TRINITY_DN125909_c2_g1_i2	NA	NA	NA	NA	3.485080387	-2.067147728	9.60E-07	1.25E-05	TRINITY_DN125909_c2_g1_i2	0.48445097706202	Ovary_mean
TRINITY_DN125913_c3_g1_i2	hykk	Chr03	85623215	85623215	3.992496311	-1.381419669	3.32E-05	0.000320305	TRINITY_DN125913_c3_g1_i2	0.456413451106806	Ovary_mean
TRINITY_DN125915_c0_g2_i2	fam5b	Chr04	88941363	88941363	2.466913182	-1.822183084	8.93E-05	0.000786054	TRINITY_DN125915_c0_g2_i2	0.594820887676467	Ovary_mean
TRINITY_DN125916_c0_g2_i1	NA	NA	NA	NA	5.754786537	-2.111813367	4.03E-12	1.07E-10	TRINITY_DN125916_c0_g2_i1	0.40744517828401	Ovary_mean
TRINITY_DN125935_c1_g1_i2	NA	NA	NA	NA	5.660919515	-1.021534462	0.000559874	0.004086574	TRINITY_DN125935_c1_g1_i2	0.26949641842333	Ovary_mean
TRINITY_DN125944_c4_g1_i2	NA	NA	NA	NA	3.311491177	-2.109856739	2.66E-08	4.37E-07	TRINITY_DN125944_c4_g1_i2	0.441562953417026	Ovary_mean
TRINITY_DN125944_c4_g3_i8	NA	NA	NA	NA	1.898921674	-1.494812683	0.001411974	0.00917562	TRINITY_DN125944_c4_g3_i8	0.381508899968335	Ovary_mean
TRINITY_DN125960_c1_g1_i3	NA	NA	NA	NA	3.34283946	-2.55417881	1.45E-11	3.63E-10	TRINITY_DN125960_c1_g1_i3	0.661965654712571	Ovary_mean
TRINITY_DN125963_c8_g3_i1	NA	NA	NA	NA	1.522301991	-3.586116705	3.54E-10	7.55E-09	TRINITY_DN125963_c8_g3_i1	0.686609019627066	Ovary_mean
TRINITY_DN125971_c0_g1_i2	NA	NA	NA	NA	4.399111181	-9.456393329	1.09E-74	4.71E-72	TRINITY_DN125971_c0_g1_i2	0.902583327734046	Ovary_mean
TRINITY_DN125975_c9_g3_i5	NA	NA	NA	NA	1.260100652	-2.030826965	0.003366613	0.019545319	TRINITY_DN125975_c9_g3_i5	0.567133157210793	Brain_mean
TRINITY_DN125980_c1_g1_i1	NA	NA	NA	NA	3.776038434	-1.630905791	1.32E-05	0.000138523	TRINITY_DN125980_c1_g1_i1	0.440368415020628	Ovary_mean
TRINITY_DN125985_c0_g1_i3	NA	NA	NA	NA	4.860007357	-2.129337075	1.47E-12	4.11E-11	TRINITY_DN125985_c0_g1_i3	0.44609624207156	Ovary_mean
TRINITY_DN125987_c0_g1_i2	NA	NA	NA	NA	4.867940641	-1.659820974	1.35E-08	2.33E-07	TRINITY_DN125987_c0_g1_i2	0.439993515268725	Ovary_mean
TRINITY_DN125989_c1_g1_i1	NA	NA	NA	NA	4.576623017	-1.126814485	0.000169678	0.001402694	TRINITY_DN125989_c1_g1_i1	0.366852444941531	Ovary_mean
TRINITY_DN125997_c0_g3_i2	LOC101734726	scaffold_48	898547	898547	4.964519765	-2.575514906	3.80E-18	1.77E-16	TRINITY_DN125997_c0_g3_i2	0.497794640665478	Ovary_mean
TRINITY_DN126001_c0_g1_i1	NA	NA	NA	NA	5.632594287	-2.346244837	2.72E-11	6.65E-10	TRINITY_DN126001_c0_g1_i1	0.329648280566688	Ovary_mean
TRINITY_DN126007_c0_g2_i4	wdr86	Chr06	6712210	6712210	1.892982014	-1.519505533	0.001724364	0.010974066	TRINITY_DN126007_c0_g2_i4	0.432041472320468	G46_F_mean
TRINITY_DN126025_c7_g3_i1	msl2	Chr05	128566667	128566667	5.119617944	-3.324121685	5.95E-18	2.75E-16	TRINITY_DN126025_c7_g3_i1	0.623884170644849	Ovary_mean
TRINITY_DN126027_c4_g1_i1	NA	NA	NA	NA	3.732006705	-1.147649503	0.00085501	0.005923558	TRINITY_DN126027_c4_g1_i1	0.550018517385735	Brain_mean
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	3.599976758	-1.485352561	5.20E-05	0.000484778	TRINITY_DN126027_c6_g2_i1	0.455186363846481	Ovary_mean
TRINITY_DN126029_c0_g1_i2	NA	NA	NA	NA	2.172056327	-2.578618571	1.85E-06	2.29E-05	TRINITY_DN126029_c0_g1_i2	0.730672612117247	Ovary_mean
TRINITY_DN126030_c0_g2_i2	NA	NA	NA	NA	3.502362429	-1.941406942	7.45E-07	9.90E-06	TRINITY_DN126030_c0_g2_i2	0.558286838672689	Brain_mean
