gid	gname	chr	logFC.XY46.XX46	tau	tissue
TRINITY_DN135005_c2_g1_i2	NA	NA	2.111500679	0.683872516377794	Brain_mean
TRINITY_DN135017_c0_g2_i3	tmem184a	Chr09	1.052437083	0.166920772855671	G27_mean
TRINITY_DN135018_c1_g1_i1	NA	NA	1.702486992	0.629156245798851	G27_mean
TRINITY_DN135018_c2_g2_i1	NA	NA	1.455041602	0.756745148389614	G46_M_mean
TRINITY_DN135065_c0_g1_i7	NA	NA	1.305272231	0.404616848876036	G27_mean
TRINITY_DN135092_c0_g1_i1	NA	NA	1.046533979	0.537921682402319	G43_M_mean
TRINITY_DN135164_c2_g1_i3	mtmr11	Chr08	1.251230288	0.397999281509477	Brain_mean
TRINITY_DN135178_c0_g12_i1	NA	NA	1.195707586	0.534398945448254	G46_M_mean
TRINITY_DN135178_c0_g3_i1	LOC100493285	Chr07	1.944754479	0.564421934247404	G46_M_mean
TRINITY_DN135223_c2_g3_i2	rnf166	Chr04	1.203799625	0.455708042449193	Brain_mean
TRINITY_DN135226_c0_g2_i1	NA	NA	1.559108513	0.466789867370755	Brain_mean
TRINITY_DN135232_c0_g3_i5	NA	NA	2.728703235	0.650972652737174	Liver_mean
TRINITY_DN135247_c0_g5_i4	NA	NA	1.701305911	0.495287699995013	Brain_mean
TRINITY_DN135264_c5_g1_i1	NA	NA	1.206766937	0.604808360365948	Liver_mean
TRINITY_DN135306_c0_g2_i5	aip	scaffold_27	1.264941989	0.665935847386086	Liver_mean
TRINITY_DN135314_c1_g4_i4	NA	NA	1.400245811	0.463224664362512	G43_M_mean
TRINITY_DN135336_c6_g3_i3	NA	NA	1.597199616	0.332045822967621	G43_M_mean
TRINITY_DN135352_c3_g3_i2	kctd14	Chr02	2.308329508	0.686269116670534	Liver_mean
TRINITY_DN135396_c1_g2_i2	NA	NA	1.107956008	0.627928834401298	Liver_mean
TRINITY_DN135436_c3_g1_i1	NA	NA	1.847158579	0.474797360255996	Brain_mean
TRINITY_DN135488_c0_g3_i1	NA	NA	1.881219755	0.609474173841018	G46_M_mean
TRINITY_DN135505_c7_g1_i1	NA	NA	1.310922545	0.431670626967145	Brain_mean
TRINITY_DN135507_c0_g1_i1	NA	NA	1.567775798	0.673832763718209	G27_mean
TRINITY_DN135522_c0_g2_i1	NA	NA	1.794392517	0.340799458020504	Brain_mean
TRINITY_DN135536_c0_g3_i7	NA	NA	1.288094893	0.410164941904844	G46_M_mean
TRINITY_DN135621_c9_g7_i1	NA	NA	2.124470906	0.507373549791963	G27_mean
TRINITY_DN135623_c1_g2_i3	rnf219-like	Chr02	1.168993682	0.678724626755373	Liver_mean
TRINITY_DN135651_c3_g4_i1	NA	NA	2.301992038	0.65917135282833	G23_mean
TRINITY_DN135666_c0_g3_i1	NA	NA	1.490183583	0.719962742230812	Brain_mean
TRINITY_DN135719_c0_g2_i1	NA	NA	1.095979369	0.398853447998959	G46_M_mean
TRINITY_DN135728_c6_g1_i1	NA	NA	1.063890096	0.389139121502387	G27_mean
TRINITY_DN135765_c6_g2_i2	NA	NA	1.348683059	0.309836488359134	G43_M_mean
TRINITY_DN135787_c3_g1_i2	utp15	Chr01	1.177151184	0.610785518380188	G43_M_mean
TRINITY_DN135828_c4_g4_i1	NA	NA	1.516562255	0.284624395098963	G27_mean
TRINITY_DN135861_c3_g9_i3	bcl7b	Chr02	1.189169105	0.402854382564823	Brain_mean
TRINITY_DN135864_c0_g11_i1	NA	NA	10.40619987	0.500742571955874	Testis_mean
TRINITY_DN135877_c0_g1_i10	NA	NA	1.003051063	0.285439901707458	G31_mean
TRINITY_DN135877_c0_g2_i3	cdpf1-like	scaffold_214	1.273584741	0.313858141662551	G46_M_mean
TRINITY_DN135981_c3_g3_i2	NA	NA	1.323108267	0.718042988119371	Brain_mean
TRINITY_DN135982_c2_g1_i3	NA	NA	2.740573281	0.758485577516596	G46_M_mean
TRINITY_DN136000_c1_g1_i2	NA	NA	1.177771044	0.493403304415176	Liver_mean
TRINITY_DN136035_c9_g7_i3	NA	NA	1.214076445	0.619514015501186	G43_F_mean
TRINITY_DN136050_c1_g2_i1	NA	NA	1.309725811	0.201774999454703	Brain_mean
TRINITY_DN136070_c9_g2_i1	NA	NA	1.477062527	0.447943938553715	G23_mean
TRINITY_DN136079_c1_g2_i5	Xetrov90012204m	Chr04	1.160840585	0.621191816355318	G43_M_mean
TRINITY_DN136085_c1_g2_i1	NA	NA	1.570919071	0.381742848397817	Brain_mean
TRINITY_DN136100_c0_g1_i2	NA	NA	1.964206979	0.271289062363727	Ovary_mean
TRINITY_DN136124_c0_g1_i1	NA	NA	1.184981879	0.310154403915997	G46_M_mean
TRINITY_DN136162_c10_g7_i1	NA	NA	2.158978389	0.284367310171559	G43_F_mean
TRINITY_DN136190_c9_g1_i4	NA	NA	1.360904674	0.464190855636492	G27_mean
TRINITY_DN136227_c3_g1_i1	NA	NA	1.213370285	0.432869280997845	G46_M_mean
TRINITY_DN136247_c3_g2_i9	NA	NA	1.060361909	0.436665345215245	G31_mean
TRINITY_DN136279_c3_g2_i1	NA	NA	1.278169461	0.209239504228722	G43_M_mean
TRINITY_DN136334_c3_g3_i1	frzb	Chr09	1.617394113	0.746110102490056	G46_M_mean
TRINITY_DN136339_c3_g3_i1	NA	NA	1.082827235	0.210586329017467	G46_M_mean
TRINITY_DN136352_c4_g1_i1	NA	NA	1.221262277	0.681372139742536	G43_F_mean
TRINITY_DN136357_c0_g1_i1	plk1	Chr09	1.06006979	0.502562273270414	G43_M_mean
TRINITY_DN136373_c3_g1_i3	agr2	Chr06	1.886204558	0.207777850375176	Brain_mean
TRINITY_DN136373_c4_g8_i1	NA	NA	1.073677231	0.429407605050906	G43_F_mean
TRINITY_DN136375_c6_g1_i1	entpd2	scaffold_1427	2.467867805	0.459722178999074	Brain_mean
TRINITY_DN136384_c2_g2_i1	NA	NA	2.267376416	0.563210483629187	Testis_mean
TRINITY_DN136417_c0_g1_i2	NA	NA	1.349981673	0.369048593297684	Liver_mean
TRINITY_DN136441_c1_g1_i2	NA	NA	1.172328108	0.654245650160948	Brain_mean
TRINITY_DN136469_c4_g1_i3	NA	NA	1.018411341	0.274786409772181	G43_M_mean
TRINITY_DN136488_c1_g26_i1	NA	NA	1.235206027	0.445899954803176	G23_mean
TRINITY_DN136561_c3_g4_i2	NA	NA	1.244350697	0.499325533251814	Liver_mean
TRINITY_DN136592_c3_g1_i2	tmem63a	Chr05	1.868713867	0.389592191622056	G46_M_mean
TRINITY_DN136721_c2_g4_i2	NA	NA	1.431174533	0.252097779450816	G43_M_mean
TRINITY_DN136741_c9_g1_i1	ptdss1	Chr06	1.137542016	0.439423709956011	G43_M_mean
TRINITY_DN138946_c0_g1_i1	LOC100494131	Chr07	1.461945502	0.569047474181695	G43_M_mean
TRINITY_DN141092_c0_g1_i1	ercc8	Chr01	2.122834352	0.442076729057195	G46_M_mean
TRINITY_DN142384_c0_g1_i1	LOC100494612	Chr03	1.791730165	0.307231836728421	Testis_mean
TRINITY_DN146124_c0_g1_i1	NA	NA	1.281432308	0.546525826295936	G46_M_mean
TRINITY_DN151454_c0_g1_i1	gtsf1	Chr02	1.867501409	0.752783034140804	G46_M_mean
TRINITY_DN152850_c0_g1_i1	NA	NA	1.979111508	0.497831333405126	Brain_mean
TRINITY_DN16306_c0_g2_i1	NA	NA	1.922579389	0.522453431892978	G31_mean
TRINITY_DN173927_c0_g1_i1	NA	NA	2.149744515	0.521481514770474	Liver_mean
TRINITY_DN177482_c0_g1_i1	lmbrd1	Chr05	1.854296057	0.510413341248871	Brain_mean
TRINITY_DN179981_c0_g1_i1	NA	NA	3.301074837	0.787502505390157	G46_M_mean
TRINITY_DN181775_c0_g1_i1	Xetrov90027335m	scaffold_230	1.202971377	0.27382032132381	Brain_mean
TRINITY_DN194375_c0_g2_i1	NA	NA	3.21475934	0.767701635379383	G46_M_mean
TRINITY_DN197948_c0_g1_i1	NA	NA	1.262995157	0.432406307067269	G43_M_mean
TRINITY_DN201779_c0_g1_i1	NA	NA	1.678162382	0.650004995660734	G43_F_mean
TRINITY_DN202533_c0_g1_i1	NA	NA	1.326990099	0.448375838133396	G46_M_mean
TRINITY_DN205013_c0_g1_i1	NA	NA	2.068520568	0.637030968739843	G46_M_mean
TRINITY_DN207170_c0_g1_i1	NA	NA	1.167030991	0.471819236171819	G46_M_mean
TRINITY_DN207176_c0_g1_i1	dnase1l3	scaffold_87	1.401495362	0.307795260079588	G43_M_mean
TRINITY_DN208125_c0_g1_i1	NA	NA	1.601999817	0.638703271070336	G43_M_mean
TRINITY_DN209985_c0_g1_i1	NA	NA	4.359739294	0.476845950589696	G43_M_mean
TRINITY_DN210686_c0_g1_i1	NA	NA	1.260788863	0.699828978440354	G46_M_mean
TRINITY_DN211734_c0_g1_i1	NA	NA	1.269139638	0.260041911655211	G43_F_mean
TRINITY_DN2177_c0_g1_i1	ddx41	Chr03	1.708313437	0.442769520135171	Brain_mean
TRINITY_DN2947_c0_g2_i1	stc1-like	Chr03	1.224411958	0.706419068956906	Liver_mean
TRINITY_DN37972_c0_g1_i1	peli2	Chr05	4.347370905	0.835470747335845	G46_M_mean
TRINITY_DN40257_c0_g1_i1	wdr5	scaffold_19	3.183510741	0.640580648957412	G27_mean
TRINITY_DN43685_c0_g1_i1	NA	NA	2.618157643	0.25783309632709	G46_M_mean
TRINITY_DN44160_c0_g1_i1	NA	NA	1.701477261	0.496816615705699	G43_M_mean
TRINITY_DN45789_c0_g2_i1	NA	NA	2.231932573	0.431071059608266	Liver_mean
TRINITY_DN46695_c0_g1_i1	serpini1	Chr05	2.592027986	0.784781731509018	G46_M_mean
TRINITY_DN4687_c0_g1_i1	NA	NA	8.286850128	0.632306456648385	G46_M_mean
TRINITY_DN495_c0_g1_i1	NA	NA	2.04827427	0.674427553487221	G46_M_mean
TRINITY_DN50226_c0_g1_i1	NA	NA	9.672172839	0.404335591008031	Testis_mean
TRINITY_DN51310_c0_g2_i1	NA	NA	1.339701627	0.690599551371916	Liver_mean
TRINITY_DN52336_c0_g1_i1	NA	NA	8.469614652	0.501272127190396	G43_M_mean
TRINITY_DN61744_c0_g2_i1	NA	NA	1.108517056	0.443287096702711	Brain_mean
TRINITY_DN6466_c0_g1_i1	usp5	Chr07	2.740628928	0.812157853008146	G46_M_mean
TRINITY_DN64977_c0_g2_i1	NA	NA	2.107415043	0.833689460129808	G46_M_mean
TRINITY_DN67847_c0_g1_i1	NA	NA	1.763118684	0.688623362741596	G46_M_mean
TRINITY_DN67991_c0_g1_i1	NA	NA	8.878152666	0.377961205427631	G46_M_mean
TRINITY_DN68322_c0_g2_i1	NA	NA	1.874210312	0.740538001341946	G43_M_mean
TRINITY_DN69581_c0_g1_i1	NA	NA	1.363807048	0.6792716364284	G46_M_mean
TRINITY_DN74683_c0_g1_i1	stk11	Chr01	2.676411882	0.720696588296853	G46_M_mean
TRINITY_DN74689_c0_g1_i1	slc45a3	Chr02	1.627667742	0.545194260406033	G43_M_mean
TRINITY_DN76422_c0_g1_i1	arrdc3	Chr01	1.100374797	0.767341165105058	Liver_mean
TRINITY_DN76458_c0_g3_i1	stx12	Chr02	1.868544561	0.603400429872069	Liver_mean
TRINITY_DN79339_c0_g2_i1	NA	NA	1.761073464	0.317674729925537	Brain_mean
TRINITY_DN79346_c0_g2_i1	cdc73	Chr04	2.805404571	0.669241655624922	Testis_mean
TRINITY_DN79738_c0_g2_i1	NA	NA	1.043045572	0.443586233977799	G46_M_mean
TRINITY_DN79991_c0_g1_i1	NA	NA	2.008882576	0.5302512240706	Brain_mean
TRINITY_DN80005_c0_g2_i1	LOC100485259	Chr04	1.30307719	0.723294442993656	G46_M_mean
TRINITY_DN80615_c0_g1_i1	NA	NA	1.570589139	0.546915690916402	G27_mean
TRINITY_DN82961_c0_g2_i1	NA	NA	2.51644209	0.529000406026176	G46_M_mean
TRINITY_DN90841_c0_g2_i1	NA	NA	2.015662747	0.298528939592852	Testis_mean
TRINITY_DN92427_c0_g1_i2	NA	NA	1.482140154	0.442072420931352	G46_M_mean
TRINITY_DN92846_c0_g1_i2	NA	NA	1.297004715	0.406166208677168	G43_M_mean
TRINITY_DN93111_c0_g1_i3	NA	NA	1.549101869	0.684076811691477	G46_M_mean
TRINITY_DN93756_c0_g1_i1	ddx3x	Chr02	8.824715464	0.345257497172221	G43_M_mean
TRINITY_DN95094_c0_g1_i1	ccdc148-like	Chr09	1.418355717	0.664459904957852	G46_M_mean
TRINITY_DN95094_c0_g3_i1	LOC100492954	Chr01	2.001143286	0.404259178688252	G46_M_mean
TRINITY_DN95726_c0_g1_i1	homez	Chr01	7.948712309	0.292790263192016	Testis_mean
TRINITY_DN95761_c0_g1_i1	NA	NA	1.123914032	0.650411400055394	G43_M_mean
TRINITY_DN95938_c0_g1_i1	lyz	Chr03	1.01677766	0.51580567862915	G43_F_mean
TRINITY_DN96202_c0_g1_i1	NA	NA	1.767906763	0.22315259857276	G31_mean
TRINITY_DN96776_c0_g2_i1	aasdh-like	Chr01	14.5014552	0.299458435059835	Testis_mean
TRINITY_DN96905_c0_g4_i1	NA	NA	1.513908405	0.632313963484404	G46_M_mean
TRINITY_DN97438_c0_g1_i1	NA	NA	1.236063212	0.338987987491936	Ovary_mean
TRINITY_DN98180_c0_g1_i1	ptx4	Chr09	1.512043246	0.571123006517709	G43_M_mean
TRINITY_DN98218_c0_g1_i2	LOC100036702	Chr01	1.278777247	0.569074049661983	G43_M_mean
TRINITY_DN98269_c1_g4_i2	NA	NA	1.97197914	0.807663644768939	G46_M_mean
TRINITY_DN98787_c0_g1_i1	NA	NA	1.542778045	0.400230429808087	G46_M_mean
TRINITY_DN99070_c0_g2_i1	NA	NA	3.505639143	0.533103752956125	Brain_mean
