ID	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN93157_c12_g1_i1	100	92	87	94	119	105	61	61	40	80
TRINITY_DN87574_c2_g1_i1	23.3831	39.989	39.2098	42.8444	55.2557	55.8503	40.4534	66.5601	61.158	40.2426
TRINITY_DN87170_c1_g1_i1	18	8	2	21	176	3	5	3	4	37
TRINITY_DN88049_c1_g4_i1	23741	33083	20800	24958	46511	39426	27649.4	25468	21381	21460
TRINITY_DN70779_c0_g1_i1	78	38	31	34	42	62	57	45	25	62
TRINITY_DN91183_c3_g1_i2	550	463.075	639	688.09	1259.1	775.093	592.556	763.649	445	616.341
TRINITY_DN90820_c1_g5_i1	30	42	23	23	38	41	23	34	14	44
TRINITY_DN84616_c0_g1_i5	1683.24	3428.73	1588.51	1442.4	4713.87	3398.76	2846.34	1794.53	4448.11	1809.71
TRINITY_DN83182_c0_g1_i5	4464	5532	4590	3941	8707	6182	4111	4855	5724	5135
TRINITY_DN60530_c0_g2_i1	11	29	37	23	67	36	67	27	39	21
TRINITY_DN78260_c0_g1_i1	15.2717	17.6519	8.70373	11.6538	20.2881	18.6136	9.68762	11.3932	14.5125	16.1972
TRINITY_DN62239_c0_g1_i1	11	18	3	16	37	10	11	18	12	3
TRINITY_DN83394_c0_g1_i1	19	20	27	5	29	29	22	27	21	20
TRINITY_DN88054_c1_g5_i3	54	22	25	37	37	58	21	39	26	34
TRINITY_DN85423_c0_g1_i1	82	115	117	129	268.383	116	138	137	123	97.1859
TRINITY_DN91873_c0_g3_i1	192	285	366	268	751	330	215	345	234	233
TRINITY_DN93388_c0_g4_i1	10	16	9	14	53	31	16	23	11	27
TRINITY_DN82742_c0_g1_i1	33	41	42	52	79	82	31	45	67	56
TRINITY_DN84872_c0_g3_i2	49.6401	100.728	38.2177	32.2744	87.5613	73.706	44.2673	41.2172	71.9795	69.5868
TRINITY_DN63603_c0_g1_i1	8	12	14	17	28	14	21	13	13	20
TRINITY_DN89220_c0_g2_i1	27.5919	39.7809	18.1897	23.6388	58.3267	45.2366	30.3546	43.0685	29.7008	26.0352
TRINITY_DN76902_c0_g1_i1	145	140	153	133	329	211	156	159	124	144
TRINITY_DN34955_c0_g2_i1	3	2	1	3	6	3	0	5	4	3
TRINITY_DN80301_c0_g1_i3	69	44	6	40	138	45	107	205	118	62
TRINITY_DN72394_c0_g1_i1	115.684	109.26	115.951	114.962	171.142	156.475	105.47	117.029	93.9082	72.7365
TRINITY_DN88985_c5_g1_i1	3.73363	0	1	5	2	8	3	6.57927	1	2
TRINITY_DN63055_c0_g1_i1	0	1	0	0	1	0	1	0	1	0
TRINITY_DN79135_c0_g1_i2	40.0187	21.5575	34.2752	31.4711	25.5026	19.1916	16.4972	16.12	25.0209	14.524
TRINITY_DN87239_c3_g1_i1	299	320	311	301	428	410	183	441	376	474
TRINITY_DN84246_c0_g4_i1	35	15	14	23	10	39	18	14	13	24
TRINITY_DN81633_c4_g1_i4	387	382	319	339	606	454	299	388	386	472
TRINITY_DN45827_c0_g1_i1	11.051	9	17	20	38.1464	18	11	24.0705	21	17
TRINITY_DN78913_c0_g3_i1	80.7517	67.8926	55.0002	48.9278	162.741	77.4621	79.4911	80.1216	86.2458	98.2444
TRINITY_DN68612_c0_g1_i1	35	35	47	31	64	50	32	51	46	44
TRINITY_DN80557_c1_g2_i1	18	15	33	27	10	39	23	30	17	22
TRINITY_DN75097_c0_g1_i2	21.0379	44.0598	48	69	68	15.0344	35.0718	18.7093	32	39.4079
TRINITY_DN93217_c0_g5_i1	31	26	17	28	57	39	16	22	28	41
TRINITY_DN93285_c0_g1_i1	295	290	298	452	644	440	301	426.512	317	367
TRINITY_DN90419_c0_g1_i1	152	243.018	227	219	385.019	271	244.023	252.018	193	212.013
TRINITY_DN93171_c3_g3_i6	2	27	8	3	9	19	14	8	3	9
TRINITY_DN80593_c2_g3_i1	2347	2621	2159	1851	3572	2884	1492	2278	3073	2698
TRINITY_DN80479_c0_g1_i2	999	1324	916	832	1360	1336	929	1018	846	899
TRINITY_DN49603_c0_g1_i1	460	422	472	439	814	557	397	433	308	524
TRINITY_DN89610_c1_g3_i1	39.5569	54.5091	56.6718	35.553	86.0907	71.8218	36.4504	71.4498	73.7981	38.4681
TRINITY_DN90715_c0_g1_i1	390	228	264	350	470	514	220	285	255	391
TRINITY_DN80993_c2_g2_i1	5	6	2	3	11	8	6	4	0	4
TRINITY_DN86047_c1_g3_i7	200	156	128	159	268	225	187	174	137	212
TRINITY_DN83103_c4_g3_i1	90.498	75.4823	110.371	98.3847	168.906	127.82	96.5365	114.634	81.9578	52.3894
TRINITY_DN74641_c0_g1_i1	57	40	66	59	89	64	58	32	75	62
TRINITY_DN63035_c0_g2_i1	85.3475	81.7759	144.696	112.438	182.296	146.542	77.1324	150.766	169.767	77.2646
TRINITY_DN80961_c2_g5_i1	21	17	18	20	28	20	28	28	9	30
TRINITY_DN83583_c3_g2_i2	1	2	4	3	2	1	0	1	1	11
TRINITY_DN85313_c0_g2_i1	18	4	44	52	94	83	14	14	9	6
TRINITY_DN90788_c0_g2_i1	677	668	743	757	1160	920	577	824	810	819
TRINITY_DN85499_c1_g2_i2	178.381	325.977	285.517	452.023	641.952	578.177	380.066	370.769	188.229	288.314
TRINITY_DN85499_c1_g3_i1	63.2173	79	83	93.1835	123.756	140.41	76.4757	87	49.7059	77.6882
TRINITY_DN91726_c1_g2_i1	1665	2048	1904	1809	3472	2954	1850	2417	2155	2113
TRINITY_DN79740_c0_g1_i1	93	94	80	79	136	158	66	124	143	107
TRINITY_DN91819_c2_g3_i3	266	479	499	531	825	524	308	614	321	198
TRINITY_DN67533_c0_g1_i1	26	30	48	30	46	23	16	46	48	28
TRINITY_DN85204_c3_g2_i2	103.76	99.7476	67.4537	79.7755	99.4105	116.963	81.7595	104.088	81.5696	74.3997
TRINITY_DN84523_c1_g1_i1	1941	1600	1148	1155	2060	2379	1503	1340	1075	1304
TRINITY_DN76521_c2_g2_i3	47.5743	43.8706	69.4379	72.3194	180.111	72.3877	55.6264	60.599	114.03	52.4081
TRINITY_DN86690_c1_g5_i1	97.267	117	135	100	217	178	109	126	126	115
TRINITY_DN58261_c0_g1_i1	42	30	38	23	42	38	21	36	54	52
TRINITY_DN70487_c0_g1_i2	84	79	79	78	156	126	76	81	113.514	54
TRINITY_DN79087_c0_g1_i1	46.2383	94.0476	78.1907	69.7754	199.058	93.6518	71.8887	119.736	106.12	44.3738
TRINITY_DN88476_c0_g1_i4	777	820	976	972	2007	1242	969	936	972	1011
TRINITY_DN84510_c0_g3_i1	185.057	185.557	163.138	209.609	327.853	211.096	173.372	205.468	183.569	164.567
TRINITY_DN71477_c0_g2_i1	25	0	1	24	1	0	6	22	0	1
TRINITY_DN70659_c0_g1_i1	72	67	35	38	77	39	37	25	71	58
TRINITY_DN79127_c0_g1_i1	104	128	76	82	145	128	96	93	94	97
TRINITY_DN81060_c0_g1_i3	55	64	55	51	123	84	55	73	46	70
TRINITY_DN83168_c4_g1_i2	146	124	106	149.102	291	170	110	136	134.072	173
TRINITY_DN4888_c0_g1_i1	26	18	2	11	34	28	13	16	20	10
TRINITY_DN81982_c0_g1_i1	637	743	500	592	1159	940	521	690	654	765
TRINITY_DN89431_c2_g1_i5	318	303.369	235.686	276.757	505.335	380.993	266	258.286	269.702	307.684
TRINITY_DN93675_c1_g1_i1	33	43	51	42	71	45	45	95	36	45
TRINITY_DN66747_c0_g2_i1	3	1	5	6	8	6	11	5	8	5
TRINITY_DN84335_c1_g2_i1	27.3913	0	0	23.6552	0	38.6842	0	0	35.7143	28.1379
TRINITY_DN88694_c0_g1_i1	25	16	28	44	61	46	25	44	35	24
TRINITY_DN93525_c0_g4_i1	22.8025	33.9762	63.809	51.0868	40.1093	73.9846	12.4879	64.5566	74.2824	34.3695
TRINITY_DN62199_c0_g2_i1	17	22	22	21	20	42	4	13	10	14
TRINITY_DN90085_c0_g2_i2	718	726	669	627	1041	953	511	593	749	571
TRINITY_DN77371_c1_g1_i1	11.0881	18.1227	4	16	41.414	25	6	15.0552	14.0557	34
TRINITY_DN71275_c0_g2_i1	21	17	43	32	44	35	30	38	36	11
TRINITY_DN74937_c0_g2_i6	116.509	101.86	60.4836	67.6596	160.55	85.0537	55.0333	175.834	64.299	55.7831
TRINITY_DN87913_c5_g2_i1	60.1336	42.8472	69.0574	67.0366	107.987	74.2576	46.2363	44.7139	69.3076	53.6474
TRINITY_DN94287_c4_g1_i1	57.0091	39.1059	18.4541	22.6589	36.1474	23.6705	12.9939	26.1055	12.4785	64.6404
TRINITY_DN94081_c0_g1_i3	225.406	184.244	190.047	141.688	410.662	335.163	158.546	200.156	305.468	206.537
TRINITY_DN88715_c0_g1_i1	227	251	228	217	351	313	159	299	315	349
TRINITY_DN73221_c0_g1_i1	296	282	200	203	373	406	217	284	216	231
TRINITY_DN79785_c0_g1_i2	19	30	38	14	57	47	14	21	36	27
TRINITY_DN86455_c0_g1_i1	66	54	84	89	153	79	54	95	95	89
TRINITY_DN77765_c0_g1_i1	128	133	117	121	212	105	67	139	153	124
TRINITY_DN85491_c2_g1_i1	1.13424	0	7.47945	0	9.50289	6.57604	8.55795	8.31551	5.3243	3.57817
TRINITY_DN71482_c0_g1_i3	21	36	37	13	49	23	18	20	29	41
TRINITY_DN82292_c0_g1_i1	262.094	250.744	212.123	181.87	256.052	253.438	169.639	187.238	269.955	138.553
TRINITY_DN91937_c4_g2_i2	9	5	3.01238	2.00614	7	2	2.00336	0	0	17
TRINITY_DN90281_c1_g3_i1	150	268	181	254	847	347	319	237	525	256
TRINITY_DN88593_c0_g1_i2	270	451	14	208	492	476	223	219	83	144
TRINITY_DN94080_c0_g5_i3	288	198	325	226	368	304	229	242	227	229.317
TRINITY_DN82887_c2_g1_i1	68	120	123	101	225	141	127	127	109	122
TRINITY_DN89245_c5_g1_i1	350	277	122	116	342	306	224	148	207	333
TRINITY_DN74261_c0_g2_i1	15	9	13	16	35	18	10	8	3	28
TRINITY_DN83835_c0_g1_i4	4	0	2	2	1	4	1	1	4	3
TRINITY_DN94090_c5_g1_i1	6	4	16	13	20	14	4	7	4	11
TRINITY_DN80604_c0_g1_i1	70	106	92	92	143	133	75	111	116	113
TRINITY_DN71767_c0_g1_i1	11	28	11	7	42	20	13	8	43	19
TRINITY_DN71132_c0_g2_i1	804	883	841	782	1814	1088	695	971	1027	855
TRINITY_DN89024_c0_g1_i4	954	1086	879	943	1339	1285	580	1016	1358	854
TRINITY_DN80867_c0_g1_i1	535	534	373	380	671	674	433	368	327	455
TRINITY_DN85503_c12_g1_i1	271	210	228	225	401	311	232	308	234	258
TRINITY_DN94607_c1_g2_i2	270.622	444.242	273	287.937	822.863	595.537	564.168	381.875	509.903	301.332
TRINITY_DN92121_c0_g3_i1	51.098	42.4404	81.4272	57	122.597	92	39	66	84.7353	81
TRINITY_DN89883_c1_g1_i2	23	35	31	35	56	48	27	27	38	33
TRINITY_DN89927_c3_g9_i1	168.553	163	132.96	123.728	234.467	164.029	136	156.472	156.362	151.069
TRINITY_DN58096_c0_g2_i1	13	7	7	8	6	19	2	8	7	17
TRINITY_DN71930_c0_g1_i2	11	12	5	24	26	29.0549	15	40.1336	20	16
TRINITY_DN86061_c1_g1_i1	10	21	14	24	45	31	17	17	21	42
TRINITY_DN82920_c5_g1_i2	24	36	40	7	37	34	15	56	35	55
TRINITY_DN83082_c2_g2_i1	919	1041	1081	918	1780	1304	959	978	757	846
TRINITY_DN87678_c0_g1_i1	124	178	123	120	244	201	104	100	182	159
TRINITY_DN48688_c0_g1_i1	29	36	26	29	23	38	19	29	13	27
TRINITY_DN93588_c5_g2_i1	32.1205	35.1112	62.5486	49.0948	89.8637	50.3144	41.5721	80.9316	41.2543	43.3568
TRINITY_DN83485_c0_g1_i1	373	412	275	273	493	433	295	347	266	269
TRINITY_DN88162_c0_g1_i2	62	99	94	237	216	119	99	115	117	99
TRINITY_DN81879_c0_g1_i2	81.3371	68.1732	57.2231	68	106	72	52.2929	75	98.6267	83.271
TRINITY_DN102758_c0_g1_i1	1	1	3	2	3	7	3	8	0	2
TRINITY_DN80721_c13_g1_i1	20	27	17	24	38	35	27	21	23	10
TRINITY_DN85988_c0_g3_i1	2	1	2	1	0	0	0	1	0	0
TRINITY_DN81934_c0_g2_i1	3.04416	4	14.2039	9.34072	8.09513	9.05895	8.10271	3.05651	6.18432	10.475
TRINITY_DN85995_c0_g1_i1	1	2	4	4	2	1	1	2	2	4
TRINITY_DN67945_c0_g1_i2	22	37	44	45	53	34	24	42	55	44
TRINITY_DN75938_c0_g1_i1	15	21	25	13	29	21	8	23	20	31
TRINITY_DN94133_c4_g1_i1	51	63	69	80	165	105	72	59	122	79
TRINITY_DN3496_c0_g2_i1	0	1	0	1	3	1	4	2	0	5
TRINITY_DN71597_c0_g1_i1	4.08411	9.15624	10.983	18.7967	27.8645	23.956	11.79	14.419	27.4586	0
TRINITY_DN106270_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN81178_c0_g3_i1	55	40	20	39	67	40	34	31	33	42
TRINITY_DN76855_c0_g1_i1	9.02175	56.1398	45.2115	121.46	11.0751	93.8872	40.117	101.77	85.1647	132.804
TRINITY_DN82779_c2_g8_i1	101	107	136.834	116	221	173.307	65	131	128	123
TRINITY_DN89565_c1_g4_i1	5	11	2	14	6	25	6	9	6	6
TRINITY_DN81894_c0_g1_i1	3	3	0	1	5	0	3	2	0	2
TRINITY_DN93349_c1_g2_i1	53	46	31	53	101	37	36	48	54	32
TRINITY_DN90352_c0_g1_i1	10	3	3	4	6.10441	9	4	9	10	5
TRINITY_DN81965_c4_g2_i2	51.2781	45.6747	64.0671	67.3129	90	100.558	56	76.3822	52.4567	68.7032
TRINITY_DN82346_c0_g1_i2	16	24	21	5	64	42	22	42	25	27
TRINITY_DN88628_c0_g2_i2	205	357	235	218	577	305	296	307	274	251
TRINITY_DN79263_c0_g1_i1	65.2638	71.1918	38.2303	36.0899	82.15	65	36.2285	55.1968	79	50.128
TRINITY_DN74456_c0_g1_i2	131	148	215	221	527	321	301	174	259	157
TRINITY_DN71183_c0_g1_i2	17	22	33	36	49	29	31	40	44	27
TRINITY_DN73897_c0_g1_i2	22.8344	25.188	16.0667	20	26.0267	27	9.01757	20.6972	21	12.078
TRINITY_DN89363_c3_g2_i1	16	14	15	16	35	28	11	21	16	21
TRINITY_DN88617_c0_g1_i2	178	237	165	97	287	271	216	32	174	203
TRINITY_DN117621_c0_g1_i1	50	27	55	50	52	46	57	75	26	35
TRINITY_DN82394_c0_g1_i1	370	432	295	321	538	527	341	409	314	281
TRINITY_DN82428_c0_g1_i1	279	295	203	280	422	344	238	255	278	257
TRINITY_DN83816_c0_g1_i1	8	6	11	10	9	13	3	10	9	9
TRINITY_DN68449_c0_g1_i1	15	9	16	19	35	12	12	18	18	20
TRINITY_DN85868_c0_g1_i1	149	144	123	120	221	151	134	105	110	126
TRINITY_DN84413_c3_g5_i1	74.1284	62.0604	96	63.7327	97.9541	90.396	73.541	102.646	70.1262	95.1096
TRINITY_DN91402_c3_g3_i1	83.8027	0	4.97569	2.19603	111.019	38.5996	39.9722	28.3606	73.7539	88.9822
TRINITY_DN87036_c0_g1_i1	68	52	49	31	69	60	36	70	48	56
TRINITY_DN77027_c0_g1_i1	10	12	11	3	23	25	16	14	11	16
TRINITY_DN92716_c1_g1_i1	94.9723	142.755	103	102	294.826	122	89	138.289	150	98.6504
TRINITY_DN25870_c0_g1_i1	30.8523	32.3674	29.0317	7.38118	89.8013	9.68575	14.4176	54.978	32.826	13.438
TRINITY_DN87961_c0_g1_i3	89	97	130	117	201	118	107	148	110	108
TRINITY_DN76654_c0_g1_i2	439	450	408	356	562	705	461	481	401	427
TRINITY_DN69403_c0_g4_i1	12	6	15	17	36	9	12	14	5	5
TRINITY_DN87391_c0_g1_i2	217	313	308	366	1214	222	300	266	364	445
TRINITY_DN74874_c0_g1_i1	12.4172	24.7622	21	17.4534	28	38.6107	18.5562	21	24	25.7996
TRINITY_DN81033_c0_g2_i1	113	95	112	71.3988	114	128.307	50	70.0657	98	71.8896
TRINITY_DN83869_c1_g1_i2	6	12.415	16	12.4993	21.8121	15	7	14	11	9.18661
TRINITY_DN21531_c0_g1_i1	17	12	11	10	15	12	12	17	5	8
TRINITY_DN75219_c0_g1_i1	53	64	62	48	77	50	33	90	73	84
TRINITY_DN90421_c3_g1_i1	688.456	818.414	722.952	671.616	1515.81	923.215	801.579	664.728	599.007	502.376
TRINITY_DN70030_c0_g1_i1	246.824	234	195.79	187	328	410	265	225	149	211.776
TRINITY_DN66466_c0_g1_i1	7	6	5	0	9	4	6	9	1	3
TRINITY_DN94484_c11_g3_i1	24.5037	15.8955	37.3904	20	42.1174	29.7286	16	25.782	8.90182	27
TRINITY_DN84318_c4_g1_i1	35	50	37	109	123	12	50	31	74	62
TRINITY_DN11581_c0_g2_i1	12	0.104191	0.235364	8	14	0.287558	5	12	2.98679	5
TRINITY_DN90357_c0_g1_i1	37	31	48	95	103	46	48	53	15	45
TRINITY_DN32351_c0_g1_i1	16	24.9259	21.8685	16.6763	26.8027	26.7606	22.6364	11.2962	22	15.5708
TRINITY_DN81828_c0_g2_i1	212	326	135	137	627	300	165	121	112	222
TRINITY_DN91011_c5_g1_i1	23	26	24	21	29	21	11	28	21	19
TRINITY_DN85331_c0_g3_i1	7	9	4	6	7	5	3	5	2	2
TRINITY_DN79706_c0_g1_i1	426	488	360	373	733	625	406	408	362	403
TRINITY_DN89790_c2_g4_i1	24	15	25	13	38	44	38	27	21	11
TRINITY_DN71086_c0_g1_i1	41.2418	21.1951	41.3982	59.2632	53.1877	45.1398	19	51.2755	47.5319	41.0915
TRINITY_DN88464_c0_g1_i1	1190	1399	1155	1073	2712	2509	1337	1174	1223	1199
TRINITY_DN88273_c3_g1_i1	561	759	598	553	1061	651	520	768	765	765
TRINITY_DN72123_c0_g1_i1	64	60	100	79	172	85	80	88	44	58
TRINITY_DN80303_c0_g2_i1	84	67	93	96	225	92	107	99	95	86
TRINITY_DN81492_c0_g1_i2	19	30	49	30	79	32	25	21	29	17
TRINITY_DN49143_c0_g2_i1	13.3333	15.5556	14.5	11	28.75	10.1176	4.4	18.6667	12	19
TRINITY_DN69611_c0_g1_i1	45	34	48	42	49	49	24	57	35	37
TRINITY_DN86655_c0_g2_i1	126	150	183	209	389	189	169	200	176	125
TRINITY_DN88588_c0_g2_i1	22	51	57	48	99	33	38	50	67	34
TRINITY_DN88603_c0_g2_i2	27	19	26.3089	18	51	53.3116	33.3277	20.2731	24.5279	25
TRINITY_DN86177_c4_g7_i1	152.799	137.819	128.4	126.548	228.557	212.298	144.815	176.452	157.892	136.107
TRINITY_DN80895_c0_g1_i1	278	256	211	237	366	340	247	268	206	241
TRINITY_DN91925_c5_g1_i4	62.972	80	74	82	176	156	75.9555	73.8264	61	75.8167
TRINITY_DN86329_c3_g4_i1	44	85	79	66	141	91	50	100	96	56
TRINITY_DN87627_c0_g1_i1	0	0	0	0	0.377637	0	2.59646	4.56805	0	0
TRINITY_DN76060_c0_g1_i2	1	1	4	0	2	0	0	0	0	1
TRINITY_DN66481_c0_g1_i1	9	6	7	17	23	9	5.15125	18	10.4249	6
TRINITY_DN27408_c0_g1_i1	31	19	0	7	0	20	8	4	4	18
TRINITY_DN89067_c3_g2_i2	1180	886	1016.98	1052	1833.96	1495.92	865	1108	1378.98	1013.97
TRINITY_DN77015_c0_g1_i1	58	68	72.5387	101	90	67	59.4173	108.317	47.2892	66.8074
TRINITY_DN86443_c1_g2_i1	13	22	14	19	29	15	7	11	8	14
TRINITY_DN81368_c2_g4_i4	63	70	58	69	115	83	61	76	68	87
TRINITY_DN2684_c0_g2_i1	14	11	11	4	15	21	10	11	17	7
TRINITY_DN80258_c1_g1_i2	95.3145	87.072	87.1455	90.189	161.256	82.1565	55.1091	74.1254	149.143	100.169
TRINITY_DN82384_c1_g1_i1	15.1004	14	17.0685	5	37	16.1106	19.0599	19	18.2607	27
TRINITY_DN80849_c1_g1_i1	297	334	342	287	638	437	363	462	291	230
TRINITY_DN84088_c4_g3_i1	140	134	146	124	199	189	72	150	132	127
TRINITY_DN86201_c2_g3_i1	23872	19266	13661	13333	31461	20612	19368	14048	9395	19926
TRINITY_DN87424_c6_g1_i1	12	22	16	10	32	19	21	35	26	19
TRINITY_DN71746_c0_g1_i1	22	27	17	23	19	21	19	24	19	26
TRINITY_DN88054_c1_g2_i1	17	8	3	0	19.172	3	6	4	8	25
TRINITY_DN41583_c0_g1_i1	5	6	1	5	8	11	12	7	2	7
TRINITY_DN90258_c1_g2_i1	84.3934	54.3397	52.8636	56.7017	118.565	102.777	60.7045	104.882	109.983	83.6467
TRINITY_DN76252_c0_g4_i1	15	17	27	14	38	32	19	36	32	13
TRINITY_DN72600_c0_g1_i2	20.5854	23.8308	27.709	38.2876	41.3147	19.4453	24.4072	19.6167	16.6494	23.2209
TRINITY_DN117166_c0_g1_i1	15	21	6	14	20	6	11	20	12	5
TRINITY_DN86481_c0_g1_i4	208	233	274	235	463	461	219	328	244	294
TRINITY_DN78443_c1_g1_i1	0	17.1074	9.60117	9.71149	17.5783	6.38838	2.35163	9.04597	16.3846	2.48395
TRINITY_DN78063_c0_g2_i1	29	35	69	50	190	76	43	48	73	50
TRINITY_DN91603_c0_g1_i2	213	261	341	235.23	483.452	359	214	342	306	395
TRINITY_DN88663_c1_g3_i2	32.1288	25.5279	30.0846	19.0964	48.0585	10.2643	18.0178	27.0858	35.7819	40.1586
TRINITY_DN80889_c1_g6_i1	26.037	41.148	57.3123	49.0369	134.453	52.1893	48.3112	54.301	58	55
TRINITY_DN56389_c0_g3_i1	13.9041	27	0	20.6493	0	0	0	49	39	0
TRINITY_DN62475_c0_g1_i1	14	21	25	37	69	33	30	12	31	39
TRINITY_DN85302_c6_g3_i3	48	36	36	46	79	58	21	50	72	65
TRINITY_DN57786_c0_g1_i1	7	13	14	15	30	20	13	23	15	11
TRINITY_DN63818_c0_g1_i1	42	48	34	35	87	20	13	30	57	92
TRINITY_DN92864_c2_g1_i2	21.9525	35.3199	29.7658	11.4095	46.2191	17.498	18.6041	25.2398	25	13.6175
TRINITY_DN76583_c1_g1_i2	22	21	15	16	38	25	8	15	18	19
TRINITY_DN71970_c0_g1_i1	28	12	19	14	8	12	1	18	1	6
TRINITY_DN61192_c0_g2_i1	29.4538	9.44247	48.8788	29.8635	63.9241	23.5764	23.0272	40.2031	31.176	17.7924
TRINITY_DN25683_c0_g1_i1	9	0	8	17.0393	46	25.7143	9	25	24.039	3.5
TRINITY_DN83184_c4_g4_i2	27	16.1974	24.1346	10	21.2537	31.1422	25	29	13.1991	15.271
TRINITY_DN89190_c13_g4_i2	16.4577	19.0163	22.0239	15.6408	53.5321	21.2036	17.1085	15.2231	23.0564	25.2685
TRINITY_DN86538_c0_g1_i1	2236.7	2648.59	2084.8	1991.67	4185.97	3337.3	2107.55	1876.71	2080.49	2170
TRINITY_DN87739_c0_g1_i7	1300	1325	1019	925	1957	1451	1081	937	1120	1085
TRINITY_DN116927_c0_g1_i1	33	42	42	22	43	51	31	31	46	44
TRINITY_DN75859_c2_g1_i1	23.5562	5	19.3081	0	31	0	0	20	15	25
TRINITY_DN87913_c8_g2_i1	36	30	40	28	55	32	33	28	18	41
TRINITY_DN90728_c0_g1_i1	3.22867	18.1514	11.6781	11.4853	356.856	24.3815	8.56504	5.32364	8.30676	304.208
TRINITY_DN93488_c2_g7_i1	15	16	17	14	17	24	7	21	15	22
TRINITY_DN94223_c21_g5_i2	317.362	370.374	414.729	294.242	511.006	465.146	291.422	427.711	337.112	424.789
TRINITY_DN86051_c0_g1_i2	672	224	386	245	265	343	192	296	117	322
TRINITY_DN80985_c0_g1_i1	15	30	16	28	55	31	20	38	35	22
TRINITY_DN92361_c9_g1_i1	102.901	45.5351	106.973	161.807	188.807	159.256	88.2739	101.206	138.82	158.328
TRINITY_DN81469_c0_g1_i1	34	34	65	41	97	49	21	57	55	34
TRINITY_DN89067_c3_g5_i2	178	195	168	161	440	271	228.58	251.488	261	167.143
TRINITY_DN93741_c3_g12_i1	5.11981	7.23059	3.02996	3.11966	12.2419	2.04815	3.13302	5.0814	12.7299	13.2433
TRINITY_DN113037_c0_g1_i1	20.6373	16.2797	11.6176	9.88507	27.6764	15.0691	7.24769	30.7387	9.08502	8.00254
TRINITY_DN89486_c1_g3_i2	242	281	210	207	261	275	107	277	290	273
TRINITY_DN84885_c1_g1_i3	202	218	206.063	255	432.874	251.819	242.432	317	348.806	265.58
TRINITY_DN26407_c0_g1_i1	10	10	6	6	1	9	14	10	7	11
TRINITY_DN92719_c1_g1_i1	108	161	149	121	209	192	142	218	208	141
TRINITY_DN77450_c0_g1_i1	51	57	60	44	145	75	48	194	77	104
TRINITY_DN93966_c1_g4_i1	32.5898	37.9949	26.974	20.68	55.4953	32.3217	29.3072	46.692	31.9314	28.6308
TRINITY_DN87451_c3_g1_i2	530.389	659.175	747.647	590.977	1030.9	964.847	424.195	854.761	837.073	788
TRINITY_DN90361_c1_g3_i1	40.7479	40.2072	38	30	43	29.8173	22	48	29.8574	43
TRINITY_DN86159_c0_g1_i3	623	620	469	464	923	642	467	448	600	617
TRINITY_DN75081_c0_g1_i1	5	4	12	5	5	5	3	5	7	3
TRINITY_DN89873_c8_g1_i3	149	151	216	200	262	169	137	297	114	165
TRINITY_DN81589_c0_g1_i1	440	575	481	511	900	708	469	519	513	652
TRINITY_DN92347_c1_g1_i1	758	848	899	876	1798	836	799	851	895	978
TRINITY_DN77057_c0_g1_i1	8	14	17	10.4085	12	7	5	15.1334	11	16.4944
TRINITY_DN90177_c8_g1_i1	0	6	4	3	0	6	1	5	5	0
TRINITY_DN90174_c0_g2_i2	1122	1149	966	932	1443	1492	729	1005	1221	1194
TRINITY_DN92206_c1_g1_i1	63	99	130	118	180	124	71	145	128	100
TRINITY_DN78405_c0_g1_i1	416.388	368	526	414	733.264	599	366.557	479.316	684.246	515
TRINITY_DN85827_c1_g2_i1	0	0	0	0	0	0	11.4014	0	0	6.29202
TRINITY_DN46599_c0_g1_i1	0	0	2	0	2	1	2	0	0	0
TRINITY_DN86072_c1_g2_i2	14.3629	14.9017	17.6867	17.1628	55.5616	27.339	22.7311	18.2472	14.762	27.1624
TRINITY_DN86071_c9_g2_i1	11	6	9	5	19	9	9	14	9	16
TRINITY_DN76521_c1_g1_i1	9	7	8	9	17	16	20	12	17	16
TRINITY_DN85054_c0_g1_i4	446	590	470	511	892	698	449	559	495	506
TRINITY_DN93100_c4_g5_i1	93.0206	113.003	65.5208	87.0413	143.225	143.593	56.9759	106.675	116.317	101.554
TRINITY_DN90485_c0_g1_i3	1905	1992	1147	1430	2698	1707	1814	1198	1289	1775
TRINITY_DN85835_c2_g1_i4	25.6098	12.5657	17.1933	12.8598	37.18	22.7129	9	16.7128	31.4053	28.4157
TRINITY_DN92157_c1_g3_i2	124	152	84	64	189	133	120	115	143	99
TRINITY_DN87885_c0_g5_i1	27	38	42	40	80	42	33	42	28	24
TRINITY_DN71622_c1_g1_i1	21	16	11	7	23	28	21	23	19	11
TRINITY_DN74738_c0_g1_i1	23	19	17	32	68	22	13	14	31	23
TRINITY_DN84166_c0_g1_i1	16	17	24	26	47	37	21	29	11	31
TRINITY_DN91118_c8_g1_i1	173.212	217.073	228.598	185.154	354.833	250.218	162.186	210.833	207.402	225.683
TRINITY_DN76297_c0_g1_i2	43	36	35	25	82	68	44	28.0897	70	50
TRINITY_DN13215_c0_g1_i1	13	20	9	3	18	27	11	25	20	24
TRINITY_DN70824_c0_g1_i1	76	51	52	71	69	70	44	52	55	58
