gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN124293_c4_g4_i6	NA	NA	-0.41584569	0.358651386	Testis_mean	unbias
TRINITY_DN124295_c1_g1_i4	NA	NA	0.700722142	0.43752329	Brain_mean	unbias
TRINITY_DN124296_c0_g2_i2	ppp1r1a	Chr02	0.71810498	0.325450113	G23_mean	unbias
TRINITY_DN124298_c0_g1_i2	NA	NA	0.033205183	0.678099004	Brain_mean	unbias
TRINITY_DN124299_c0_g1_i2	NA	NA	0.151277463	0.590323497	Brain_mean	unbias
TRINITY_DN124300_c5_g6_i2	Xetrov90010371m	Chr04	1.107731299	0.465930493	G46_M_mean	unbias
TRINITY_DN124301_c1_g1_i1	med14-like	Chr02	0.594546225	0.263308926	Brain_mean	unbias
TRINITY_DN124302_c1_g3_i1	NA	NA	0.13728235	0.293201722	G43_M_mean	unbias
TRINITY_DN124302_c1_g8_i3	NA	NA	0.042602447	0.249025449	Brain_mean	unbias
TRINITY_DN124302_c1_g9_i6	NA	NA	0.07949218	0.200292292	G46_F_mean	unbias
TRINITY_DN124303_c0_g1_i1	NA	NA	0.647093538	0.798954946	G27_mean	unbias
TRINITY_DN124304_c0_g1_i3	NA	NA	0.069367752	0.156612578	Brain_mean	unbias
TRINITY_DN124306_c8_g1_i1	NA	NA	0.31415624	0.260636234	Brain_mean	unbias
TRINITY_DN124306_c9_g1_i1	NA	NA	0.520724897	0.279929301	G43_F_mean	unbias
TRINITY_DN124307_c0_g2_i6	NA	NA	0.643598785	0.412902893	Brain_mean	unbias
TRINITY_DN124308_c0_g1_i1	LOC100491736	Chr10	0.701936666	0.314757377	G23_mean	unbias
TRINITY_DN124308_c0_g2_i1	NA	NA	1.068700757	0.351435534	G23_mean	unbias
TRINITY_DN124311_c0_g4_i2	NA	NA	-0.687796941	0.225457847	Ovary_mean	unbias
TRINITY_DN124312_c1_g1_i1	spsb1	Chr07	0.569940333	0.332213057	G46_M_mean	unbias
TRINITY_DN124313_c1_g2_i1	NA	NA	0.024663267	0.389171608	Brain_mean	unbias
TRINITY_DN124315_c3_g2_i1	NA	NA	0.293308622	0.796188512	G46_M_mean	unbias
TRINITY_DN124317_c1_g1_i1	NA	NA	0.255103746	0.242525537	Ovary_mean	unbias
TRINITY_DN124321_c3_g2_i1	prlr	Chr01	-0.646843106	0.375037296	Ovary_mean	unbias
TRINITY_DN124323_c3_g3_i4	NA	NA	0.492842936	0.472079601	Brain_mean	unbias
TRINITY_DN124324_c1_g6_i3	NA	NA	-0.517630438	0.24530128	Ovary_mean	unbias
TRINITY_DN124328_c4_g4_i1	LOC100496229	Chr04	-0.455853297	0.411613199	G27_mean	unbias
TRINITY_DN124328_c4_g9_i3	NA	NA	0.620691737	0.744144795	Brain_mean	unbias
TRINITY_DN124329_c3_g1_i3	NA	NA	-0.672757207	0.77703234	Brain_mean	unbias
TRINITY_DN124332_c0_g1_i8	NA	NA	-0.570949579	0.249640717	G43_F_mean	unbias
TRINITY_DN124333_c0_g1_i1	slc16a7	Chr03	0.20134221	0.777842278	Brain_mean	unbias
TRINITY_DN124337_c0_g1_i1	NA	NA	0.326671942	0.453595298	Ovary_mean	unbias
TRINITY_DN124338_c4_g1_i1	NA	NA	-0.213106891	0.494497299	Brain_mean	unbias
TRINITY_DN124338_c4_g2_i1	NA	NA	0.324990141	0.397458146	Brain_mean	unbias
TRINITY_DN124339_c1_g1_i1	LOC100485698	Chr10	0.441637002	0.252065616	Brain_mean	unbias
TRINITY_DN124339_c5_g3_i1	NA	NA	-0.069649528	0.311894288	G46_F_mean	unbias
TRINITY_DN124339_c6_g1_i1	NA	NA	0.312084688	0.370470872	G43_M_mean	unbias
TRINITY_DN124339_c8_g1_i1	NA	NA	0.475860791	0.316941052	Brain_mean	unbias
TRINITY_DN124341_c2_g1_i1	NA	NA	0.414643784	0.28145918	G23_mean	unbias
TRINITY_DN124341_c3_g1_i1	NA	NA	-0.238126821	0.233845163	G43_F_mean	unbias
TRINITY_DN124344_c1_g1_i3	NA	NA	-0.423969295	0.148434588	Ovary_mean	unbias
TRINITY_DN124346_c12_g1_i1	NA	NA	0.351438173	0.653665826	Brain_mean	unbias
TRINITY_DN124346_c12_g4_i4	NA	NA	0.344681433	0.095859718	Testis_mean	unbias
TRINITY_DN124347_c0_g1_i2	LOC100487263	Chr02	-0.07327451	0.113280932	Ovary_mean	unbias
TRINITY_DN124348_c0_g1_i1	NA	NA	0.173419956	0.486953382	Brain_mean	unbias
TRINITY_DN124348_c0_g2_i1	NA	NA	0.118458918	0.542239746	Brain_mean	unbias
TRINITY_DN124349_c0_g1_i1	NA	NA	0.653684791	0.302633832	G43_M_mean	unbias
TRINITY_DN124350_c2_g1_i2	LOC101731201	Chr02	-0.098510692	0.221729437	Brain_mean	unbias
TRINITY_DN124352_c0_g2_i1	vwa5b2	Chr05	0.295296139	0.338091649	G23_mean	unbias
TRINITY_DN124353_c2_g1_i2	NA	NA	0.439412813	0.161454813	Ovary_mean	unbias
TRINITY_DN124354_c0_g2_i1	NA	NA	-0.04928423	0.227505911	G46_F_mean	unbias
TRINITY_DN124354_c0_g3_i1	NA	NA	0.315483687	0.361146398	G23_mean	unbias
TRINITY_DN124355_c0_g1_i2	ago2	Chr06	-0.589201624	0.665084976	Brain_mean	unbias
TRINITY_DN124356_c7_g6_i1	NA	NA	-0.721547965	0.447165665	Ovary_mean	unbias
TRINITY_DN124358_c3_g1_i1	NA	NA	0.416022064	0.679783704	G23_mean	unbias
TRINITY_DN124359_c0_g1_i1	Xetrov90010767m	Chr04	0.56027057	0.368359013	G43_M_mean	unbias
TRINITY_DN124360_c1_g1_i2	NA	NA	0.796173983	0.230490736	G46_M_mean	unbias
TRINITY_DN124361_c3_g3_i1	NA	NA	0.281747478	0.149805799	Ovary_mean	unbias
TRINITY_DN124361_c5_g2_i1	NA	NA	0.83330852	0.245339229	Testis_mean	unbias
TRINITY_DN124361_c6_g3_i1	NA	NA	-0.266868607	0.290056664	Brain_mean	unbias
TRINITY_DN124362_c0_g2_i3	NA	NA	-0.339485992	0.188195496	Brain_mean	unbias
TRINITY_DN124362_c0_g3_i8	bckdhb	Chr05	-0.809711986	0.424656456	Ovary_mean	unbias
TRINITY_DN124363_c3_g4_i7	NA	NA	0.447089272	0.617217917	Liver_mean	unbias
TRINITY_DN124363_c3_g5_i2	NA	NA	0.901807015	0.756402399	G46_M_mean	unbias
TRINITY_DN124366_c0_g1_i1	NA	NA	0.650868021	0.476262373	G43_M_mean	unbias
TRINITY_DN124366_c0_g3_i4	NA	NA	1.390229443	0.616628545	Liver_mean	unbias
TRINITY_DN124369_c0_g1_i2	NA	NA	-1.134857529	0.483425149	Ovary_mean	unbias
TRINITY_DN124371_c0_g1_i1	NA	NA	-0.041014927	0.693181348	G43_M_mean	unbias
TRINITY_DN124372_c0_g1_i2	NA	NA	0.579303422	0.252539265	G23_mean	unbias
TRINITY_DN124375_c0_g2_i1	NA	NA	0.888225183	0.264735165	G46_M_mean	unbias
TRINITY_DN124375_c0_g3_i1	NA	NA	1.226230586	0.395608479	Liver_mean	unbias
TRINITY_DN124378_c0_g3_i1	NA	NA	0.961477888	0.361450615	Brain_mean	unbias
TRINITY_DN124379_c1_g1_i3	extl2	Chr04	-0.148141283	0.173849331	Ovary_mean	unbias
TRINITY_DN124380_c14_g1_i1	NA	NA	0.508308823	0.257187872	G27_mean	unbias
TRINITY_DN124381_c1_g1_i1	NA	NA	-0.472031672	0.177328411	Brain_mean	unbias
TRINITY_DN124383_c0_g1_i1	NA	NA	0.73068653	0.367789935	Ovary_mean	unbias
TRINITY_DN124385_c5_g1_i3	bend4-like	Chr01	-0.352259217	0.091714358	Ovary_mean	unbias
TRINITY_DN124388_c0_g1_i1	NA	NA	0.395874092	0.412382483	G43_M_mean	unbias
TRINITY_DN124390_c8_g1_i1	NA	NA	0.148496828	0.359317293	Brain_mean	unbias
TRINITY_DN124391_c0_g1_i1	NA	NA	-0.988536663	0.396752645	G46_F_mean	unbias
TRINITY_DN124392_c1_g1_i1	NA	NA	-0.102877063	0.608135865	Brain_mean	unbias
TRINITY_DN124393_c0_g1_i3	NA	NA	-0.411317589	0.385534834	Ovary_mean	unbias
TRINITY_DN124394_c2_g1_i1	NA	NA	0.393978137	0.24046139	G43_M_mean	unbias
TRINITY_DN124394_c3_g1_i1	NA	NA	-0.406229515	0.308955723	Brain_mean	unbias
TRINITY_DN124394_c4_g1_i1	NA	NA	-0.02367742	0.111346862	Brain_mean	unbias
TRINITY_DN124394_c4_g3_i1	NA	NA	-0.155223188	0.327282872	Brain_mean	unbias
TRINITY_DN124395_c0_g2_i2	Xetrov90019650m	Chr08	-0.409943522	0.165143272	Ovary_mean	unbias
TRINITY_DN124397_c4_g1_i4	NA	NA	0.450617708	0.710706104	G27_mean	unbias
TRINITY_DN124398_c0_g1_i2	NA	NA	0.210402475	0.501617877	G27_mean	unbias
TRINITY_DN124399_c0_g1_i2	NA	NA	0.992757551	0.241793297	Brain_mean	unbias
TRINITY_DN124401_c0_g2_i2	NA	NA	-0.411346869	0.544161329	Ovary_mean	unbias
TRINITY_DN124402_c1_g1_i4	nek5-like	Chr02	0.669141065	0.159799603	Brain_mean	unbias
TRINITY_DN124403_c3_g2_i13	NA	NA	-0.324985279	0.127122087	G43_M_mean	unbias
TRINITY_DN124405_c2_g1_i1	apitd1	Chr07	0.418327855	0.40478391	G43_M_mean	unbias
TRINITY_DN124405_c2_g2_i2	NA	NA	0.732689441	0.305941705	G23_mean	unbias
TRINITY_DN124405_c2_g6_i1	odf2	Chr08	0.673225332	0.482270531	G43_M_mean	unbias
TRINITY_DN124406_c1_g1_i3	NA	NA	0.340409414	0.427024607	Brain_mean	unbias
TRINITY_DN124406_c1_g2_i1	NA	NA	0.291664813	0.269164388	G23_mean	unbias
TRINITY_DN124406_c4_g1_i2	NA	NA	0.831657394	0.573194774	G23_mean	unbias
TRINITY_DN124409_c0_g2_i3	NA	NA	-1.174907592	0.717582884	Brain_mean	unbias
TRINITY_DN124410_c0_g1_i1	NA	NA	0.775904699	0.397966211	G46_M_mean	unbias
TRINITY_DN124412_c0_g4_i1	NA	NA	0.587424763	0.532484465	Brain_mean	unbias
TRINITY_DN124415_c0_g1_i4	LOC100497688	Chr03	0.224438349	0.146252486	G27_mean	unbias
TRINITY_DN124416_c3_g1_i2	LOC100487311-like	Chr08	0.773329354	0.670378572	Brain_mean	unbias
TRINITY_DN124416_c4_g6_i11	NA	NA	-0.237535822	0.7563588	Brain_mean	unbias
TRINITY_DN124416_c5_g1_i1	NA	NA	0.77493497	0.312484969	G23_mean	unbias
TRINITY_DN124421_c0_g7_i1	NA	NA	-0.620018798	0.533089836	G46_F_mean	unbias
TRINITY_DN124421_c0_g8_i1	ndst2	Chr07	0.903410222	0.368204016	G46_M_mean	unbias
TRINITY_DN124421_c3_g2_i1	NA	NA	0.719599521	0.226369143	G43_M_mean	unbias
TRINITY_DN124422_c0_g1_i4	NA	NA	0.571990336	0.480779163	G23_mean	unbias
TRINITY_DN124424_c1_g1_i1	NA	NA	-0.717227581	0.30115241	Brain_mean	unbias
TRINITY_DN124424_c1_g2_i4	NA	NA	0.022944918	0.201863112	Ovary_mean	unbias
TRINITY_DN124424_c1_g4_i1	NA	NA	0.46928154	0.452349208	G31_mean	unbias
TRINITY_DN124428_c0_g1_i1	med7	Chr03	0.003219395	0.38905714	Brain_mean	unbias
TRINITY_DN124430_c0_g3_i2	NA	NA	-0.441503971	0.096974133	G46_F_mean	unbias
TRINITY_DN124434_c0_g1_i1	NA	NA	-0.784125051	0.422021354	Brain_mean	unbias
TRINITY_DN124435_c0_g2_i2	NA	NA	-0.024595451	0.33769414	Brain_mean	unbias
TRINITY_DN124435_c1_g11_i3	NA	NA	-0.45640567	0.202104091	Ovary_mean	unbias
TRINITY_DN124435_c1_g3_i2	NA	NA	0.361969086	0.306455119	Brain_mean	unbias
TRINITY_DN124435_c1_g5_i2	braf-like	scaffold_584	0.172496967	0.156930035	Brain_mean	unbias
TRINITY_DN124435_c1_g9_i1	LOC100498355	Chr01	0.308381649	0.39912888	Brain_mean	unbias
TRINITY_DN124436_c10_g1_i3	NA	NA	0.35021985	0.359713682	Brain_mean	unbias
TRINITY_DN124436_c6_g1_i1	NA	NA	-0.09261837	0.098904117	G23_mean	unbias
TRINITY_DN124436_c7_g2_i2	rprd1b	Chr06	0.605409317	0.367457519	Testis_mean	unbias
TRINITY_DN124437_c0_g4_i1	NA	NA	-0.17967085	0.363212387	Testis_mean	unbias
TRINITY_DN124439_c0_g2_i1	NA	NA	0.220990861	0.71232739	G43_M_mean	unbias
TRINITY_DN124442_c1_g1_i1	NA	NA	0.420969392	0.104473685	G23_mean	unbias
TRINITY_DN124443_c2_g1_i1	NA	NA	-0.412262373	0.83857586	Brain_mean	unbias
TRINITY_DN124443_c2_g2_i2	NA	NA	0.249220135	0.834800407	Brain_mean	unbias
TRINITY_DN124443_c2_g3_i2	NA	NA	0.465940806	0.274468507	G43_M_mean	unbias
TRINITY_DN124444_c1_g3_i2	NA	NA	0.088552342	0.253856186	G43_M_mean	unbias
TRINITY_DN124445_c0_g2_i1	NA	NA	0.169017121	0.230536969	G43_M_mean	unbias
TRINITY_DN124446_c1_g3_i1	NA	NA	-0.645036374	0.435640671	Ovary_mean	unbias
TRINITY_DN124446_c2_g1_i6	NA	NA	-0.33736434	0.377097241	Testis_mean	unbias
TRINITY_DN124447_c0_g2_i2	NA	NA	-1.069969437	0.603711896	Brain_mean	unbias
TRINITY_DN124448_c6_g1_i2	NA	NA	1.144079443	0.482450504	Brain_mean	unbias
TRINITY_DN124449_c1_g2_i3	NA	NA	-0.159835326	0.42620546	Ovary_mean	unbias
TRINITY_DN124450_c1_g2_i1	rasal2-like.2	Chr04	0.148731031	0.096487557	Ovary_mean	unbias
TRINITY_DN124450_c2_g4_i3	NA	NA	0.007931317	0.304201871	Liver_mean	unbias
TRINITY_DN124451_c1_g1_i2	NA	NA	0.385760684	0.52382111	Liver_mean	unbias
TRINITY_DN124451_c2_g1_i4	mrpl38	Chr03	0.585201431	0.378646176	G43_M_mean	unbias
TRINITY_DN124452_c0_g1_i2	NA	NA	0.167932017	0.347876595	G46_F_mean	unbias
TRINITY_DN124456_c0_g4_i6	NA	NA	0.553123426	0.517147328	G27_mean	unbias
TRINITY_DN124457_c0_g1_i2	NA	NA	0.172692817	0.302111807	Brain_mean	unbias
TRINITY_DN124459_c0_g2_i1	NA	NA	-0.449847096	0.199269683	G23_mean	unbias
TRINITY_DN124460_c0_g1_i1	NA	NA	0.451971485	0.525045539	Brain_mean	unbias
TRINITY_DN124461_c1_g1_i1	NA	NA	-0.602598841	0.228706633	Brain_mean	unbias
TRINITY_DN124461_c1_g2_i3	yeats2	Chr05	0.423567261	0.333249128	G27_mean	unbias
TRINITY_DN124461_c2_g2_i1	NA	NA	1.041953923	0.876037488	G46_M_mean	unbias
TRINITY_DN124461_c2_g3_i2	cyb561d2	Chr04	0.96532066	0.32908238	Brain_mean	unbias
TRINITY_DN124464_c11_g4_i4	drd4	Chr04	0.310981721	0.271972642	Brain_mean	unbias
TRINITY_DN124465_c2_g1_i8	NA	NA	-0.038179429	0.177603618	Brain_mean	unbias
TRINITY_DN124466_c0_g1_i4	NA	NA	0.07712952	0.113440157	Brain_mean	unbias
TRINITY_DN124468_c0_g3_i3	NA	NA	0.200817691	0.496417772	Testis_mean	unbias
TRINITY_DN124469_c6_g1_i1	NA	NA	1.000265781	0.405910921	G23_mean	unbias
TRINITY_DN124477_c0_g1_i1	NA	NA	0.852335573	0.460309981	Brain_mean	unbias
TRINITY_DN124478_c0_g3_i3	paqr3	Chr01	0.760335184	0.591549903	G23_mean	unbias
TRINITY_DN124478_c0_g5_i6	trhr2	Chr04	-0.524766519	0.446160764	Testis_mean	unbias
TRINITY_DN124481_c0_g1_i1	NA	NA	-0.73831083	0.281917888	Brain_mean	unbias
TRINITY_DN124483_c2_g1_i6	kiaa1841-like	Chr05	-0.242219356	0.30288838	G46_F_mean	unbias
TRINITY_DN124484_c0_g1_i4	NA	NA	0.412699652	0.426737798	G43_F_mean	unbias
TRINITY_DN124486_c2_g1_i1	NA	NA	0.33634066	0.439002088	Brain_mean	unbias
TRINITY_DN124488_c0_g1_i2	NA	NA	-0.035343117	0.414974701	Liver_mean	unbias
TRINITY_DN124489_c0_g1_i5	NA	NA	0.564054038	0.560535751	Brain_mean	unbias
TRINITY_DN124490_c5_g1_i1	NA	NA	0.748380835	0.441385879	G46_M_mean	unbias
TRINITY_DN124490_c5_g3_i1	eif4g2	scaffold_203	0.546981184	0.268816635	Liver_mean	unbias
TRINITY_DN124490_c6_g2_i1	Xetrov90003149m	Chr01	0.561057915	0.31600788	G43_M_mean	unbias
TRINITY_DN124490_c7_g1_i1	NA	NA	0.100646438	0.334715416	G27_mean	unbias
TRINITY_DN124491_c4_g1_i1	NA	NA	0.042954722	0.406425979	Testis_mean	unbias
TRINITY_DN124492_c0_g1_i1	NA	NA	-0.005044475	0.461190297	G43_M_mean	unbias
TRINITY_DN124493_c1_g3_i2	NA	NA	0.202657693	0.359322826	Brain_mean	unbias
TRINITY_DN124494_c1_g1_i4	NA	NA	-0.478156663	0.264251456	Ovary_mean	unbias
TRINITY_DN124497_c1_g1_i2	NA	NA	-0.055704459	0.194077942	G23_mean	unbias
TRINITY_DN124498_c0_g1_i2	LOC101733299	Chr07	1.305773	0.5499809	Brain_mean	unbias
TRINITY_DN124500_c1_g1_i1	NA	NA	0.443563874	0.317831115	Brain_mean	unbias
TRINITY_DN124501_c1_g2_i1	NA	NA	0.461878427	0.207703896	Brain_mean	unbias
TRINITY_DN124504_c0_g1_i2	NA	NA	0.919156219	0.455439098	G46_M_mean	unbias
TRINITY_DN124506_c0_g3_i2	NA	NA	0.808765743	0.644238673	Testis_mean	unbias
TRINITY_DN124507_c6_g1_i1	NA	NA	-0.464936874	0.295293063	Testis_mean	unbias
TRINITY_DN124507_c8_g3_i3	NA	NA	0.45760151	0.509296553	Brain_mean	unbias
TRINITY_DN124508_c2_g1_i2	NA	NA	0.493486505	0.638464979	G46_M_mean	unbias
TRINITY_DN124509_c0_g2_i1	NA	NA	-0.054650167	0.559482459	Ovary_mean	unbias
TRINITY_DN124511_c2_g1_i14	hibch	Chr09	-0.111210845	0.263655919	Ovary_mean	unbias
TRINITY_DN124511_c3_g1_i7	pard3b	Chr09	0.879588907	0.515696374	Brain_mean	unbias
TRINITY_DN124513_c1_g1_i1	NA	NA	0.189522806	0.160769676	G43_M_mean	unbias
TRINITY_DN124513_c2_g1_i1	cdca5	Chr04	0.636316558	0.785413491	Brain_mean	unbias
TRINITY_DN124514_c4_g5_i4	NA	NA	0.545969774	0.335737465	Brain_mean	unbias
TRINITY_DN124515_c6_g4_i2	NA	NA	0.302166762	0.523095724	Brain_mean	unbias
TRINITY_DN124516_c0_g1_i3	NA	NA	-0.472440076	0.294823047	G43_M_mean	unbias
TRINITY_DN124517_c0_g2_i1	NA	NA	0.246940476	0.136551331	Testis_mean	unbias
TRINITY_DN124518_c0_g1_i1	NA	NA	0.297588312	0.274286555	Ovary_mean	unbias
TRINITY_DN124520_c5_g1_i1	NA	NA	-0.781975854	0.568314808	Brain_mean	unbias
TRINITY_DN124520_c6_g1_i2	ablim3	Chr03	0.167270445	0.534292208	Liver_mean	unbias
TRINITY_DN124524_c0_g1_i5	NA	NA	0.296544671	0.334525344	G43_F_mean	unbias
TRINITY_DN124526_c0_g1_i2	LOC100170425	Chr02	0.094935745	0.612915158	G23_mean	unbias
TRINITY_DN124529_c3_g1_i1	neto2	Chr04	0.096206973	0.295024002	G43_M_mean	unbias
TRINITY_DN124529_c3_g2_i1	NA	NA	0.479927082	0.580442517	Liver_mean	unbias
TRINITY_DN124530_c0_g1_i1	NA	NA	-0.532223773	0.276595054	Ovary_mean	unbias
TRINITY_DN124530_c1_g1_i1	gmeb1	Chr02	0.070044819	0.425768983	Brain_mean	unbias
TRINITY_DN124531_c0_g1_i1	LOC100498586	Chr09	-0.282583934	0.845197881	Brain_mean	unbias
TRINITY_DN124531_c0_g2_i1	NA	NA	0.63771857	0.822229908	Brain_mean	unbias
TRINITY_DN124531_c6_g2_i1	NA	NA	0.549361443	0.866210393	Brain_mean	unbias
TRINITY_DN124531_c8_g6_i3	NA	NA	0.130799759	0.307837274	G31_mean	unbias
TRINITY_DN124533_c0_g1_i1	NA	NA	0.646297655	0.745908174	G43_M_mean	unbias
TRINITY_DN124534_c4_g5_i1	NA	NA	-0.718870577	0.661877185	Ovary_mean	unbias
TRINITY_DN124535_c0_g1_i1	csnk2b	Chr08	0.154867218	0.641405102	Brain_mean	unbias
TRINITY_DN124538_c1_g1_i1	NA	NA	0.682042669	0.466778748	G23_mean	unbias
TRINITY_DN124538_c2_g2_i5	NA	NA	0.311831116	0.150847508	G27_mean	unbias
TRINITY_DN124538_c2_g6_i1	NA	NA	-0.010884184	0.53427776	G31_mean	unbias
TRINITY_DN124538_c2_g7_i4	LOC100486664	scaffold_707	0.091169659	0.466302323	Brain_mean	unbias
TRINITY_DN124538_c2_g9_i1	NA	NA	0.625655018	0.597556966	G43_M_mean	unbias
TRINITY_DN124539_c0_g1_i1	LOC100487426	scaffold_130	0.389896235	0.433386471	Brain_mean	unbias
TRINITY_DN124545_c0_g1_i2	apoa5	Chr07	0.049966809	0.279434102	Brain_mean	unbias
TRINITY_DN124545_c1_g3_i12	NA	NA	0.444949163	0.770597465	Brain_mean	unbias
TRINITY_DN124547_c0_g1_i1	NA	NA	-0.485626088	0.198605502	Ovary_mean	unbias
TRINITY_DN124548_c2_g1_i2	NA	NA	-0.586808362	0.197882555	Ovary_mean	unbias
TRINITY_DN124548_c3_g1_i1	cyld	Chr04	0.062276234	0.302080854	Brain_mean	unbias
TRINITY_DN124548_c5_g1_i2	NA	NA	-0.247334109	0.361940829	G23_mean	unbias
TRINITY_DN124552_c0_g1_i1	NA	NA	-0.274907714	0.256970622	Ovary_mean	unbias
TRINITY_DN124553_c2_g1_i2	NA	NA	0.277003234	0.46155156	Brain_mean	unbias
TRINITY_DN124556_c0_g1_i2	NA	NA	0.322797992	0.37883936	Brain_mean	unbias
TRINITY_DN124558_c0_g1_i1	NA	NA	1.221909629	0.332803189	G43_M_mean	unbias
TRINITY_DN124558_c2_g1_i1	NA	NA	1.458506586	0.48913316	Liver_mean	unbias
TRINITY_DN124558_c3_g2_i6	LOC101730864	Chr07	0.521616027	0.189497553	G27_mean	unbias
TRINITY_DN124560_c0_g1_i2	NA	NA	-0.616435619	0.656980297	Ovary_mean	unbias
TRINITY_DN124563_c2_g1_i1	NA	NA	0.183303269	0.212010988	Testis_mean	unbias
TRINITY_DN124564_c2_g2_i2	NA	NA	-0.636372098	0.188854992	G23_mean	unbias
TRINITY_DN124566_c0_g1_i2	NA	NA	-0.267135189	0.209500719	Brain_mean	unbias
TRINITY_DN124568_c0_g1_i1	NA	NA	0.121700788	0.351244708	Ovary_mean	unbias
TRINITY_DN124568_c0_g2_i1	NA	NA	0.18027261	0.192338066	Ovary_mean	unbias
TRINITY_DN124570_c0_g1_i2	NA	NA	0.396952704	0.433966154	Ovary_mean	unbias
TRINITY_DN124570_c0_g5_i7	NA	NA	0.073322291	0.381488259	Brain_mean	unbias
TRINITY_DN124571_c7_g1_i1	NA	NA	0.434592263	0.756331988	Brain_mean	unbias
TRINITY_DN124571_c8_g2_i2	NA	NA	0.785076964	0.333481178	G46_M_mean	unbias
TRINITY_DN124572_c0_g1_i1	NA	NA	0.097133453	0.7950726	Brain_mean	unbias
TRINITY_DN124574_c1_g1_i2	NA	NA	-1.104521532	0.576866268	Testis_mean	unbias
TRINITY_DN124574_c2_g1_i8	NA	NA	1.318409565	0.619488108	Brain_mean	unbias
TRINITY_DN124576_c2_g1_i4	NA	NA	0.590391285	0.469132676	G46_M_mean	unbias
TRINITY_DN124580_c0_g3_i1	zfpl1	Chr04	-0.417700711	0.390457965	G46_F_mean	unbias
TRINITY_DN124580_c0_g5_i1	NA	NA	0.764222817	0.54318878	Ovary_mean	unbias
TRINITY_DN124582_c0_g2_i1	mlf1-like	Chr05	-0.203632589	0.573689902	Brain_mean	unbias
TRINITY_DN124585_c2_g1_i4	vars	Chr08	0.86531616	0.862595749	Brain_mean	unbias
TRINITY_DN124587_c0_g1_i1	slc30a5	Chr01	0.474753481	0.261463121	G31_mean	unbias
TRINITY_DN124588_c4_g1_i1	NA	NA	0.457042164	0.267492252	Testis_mean	unbias
TRINITY_DN124588_c5_g1_i3	NA	NA	1.294163675	0.308586371	Testis_mean	unbias
TRINITY_DN124588_c5_g2_i10	NA	NA	0.269219265	0.275710812	Brain_mean	unbias
TRINITY_DN124589_c0_g1_i1	NA	NA	0.456230792	0.463352685	Brain_mean	unbias
TRINITY_DN124589_c1_g2_i1	NA	NA	0.724729631	0.367996771	Brain_mean	unbias
TRINITY_DN124592_c0_g1_i5	NA	NA	-1.120031883	0.596646118	Ovary_mean	unbias
TRINITY_DN124593_c3_g1_i3	NA	NA	-0.887855061	0.206498597	Ovary_mean	unbias
TRINITY_DN124593_c3_g2_i3	NA	NA	-0.169088284	0.593401525	Brain_mean	unbias
TRINITY_DN124599_c0_g2_i3	NA	NA	-0.03390573	0.268625861	Testis_mean	unbias
TRINITY_DN124599_c0_g3_i5	NA	NA	0.08389856	0.111975164	Testis_mean	unbias
TRINITY_DN124601_c0_g1_i1	NA	NA	-0.821915217	0.33070625	Ovary_mean	unbias
TRINITY_DN124602_c0_g1_i1	NA	NA	1.051614046	0.522840356	G43_M_mean	unbias
TRINITY_DN124603_c0_g1_i4	NA	NA	-0.387807942	0.384112832	Ovary_mean	unbias
TRINITY_DN124604_c0_g2_i2	kmt2a	Chr07	0.437455166	0.36324136	Liver_mean	unbias
TRINITY_DN124606_c0_g2_i10	NA	NA	0.673382986	0.690042572	G46_M_mean	unbias
TRINITY_DN124606_c0_g3_i2	gzf1	Chr05	0.79650548	0.731451752	G46_M_mean	unbias
TRINITY_DN124606_c0_g4_i1	NA	NA	0.977245865	0.469842228	G46_M_mean	unbias
TRINITY_DN124607_c0_g4_i1	NA	NA	0.713074152	0.381361638	Ovary_mean	unbias
TRINITY_DN124608_c0_g1_i1	NA	NA	-0.88513833	0.238201031	Ovary_mean	unbias
TRINITY_DN124609_c0_g3_i3	NA	NA	-0.167028648	0.342183407	G23_mean	unbias
TRINITY_DN124612_c1_g1_i1	NA	NA	0.86573485	0.250512962	Brain_mean	unbias
TRINITY_DN124612_c2_g1_i7	NA	NA	-0.132116396	0.64704081	Brain_mean	unbias
TRINITY_DN124612_c3_g4_i1	NA	NA	-0.20060246	0.696578391	Brain_mean	unbias
TRINITY_DN124616_c2_g1_i2	NA	NA	-0.687435283	0.471471148	Ovary_mean	unbias
TRINITY_DN124616_c4_g5_i1	NA	NA	-0.32811736	0.285724053	Brain_mean	unbias
TRINITY_DN124616_c4_g6_i5	ccz1b	Chr09	-0.424039733	0.341701898	Brain_mean	unbias
TRINITY_DN124617_c4_g1_i7	pax9	Chr08	0.008172306	0.240557	Brain_mean	unbias
TRINITY_DN124617_c6_g2_i4	folh1-like	Chr02	0.635251198	0.621998773	Brain_mean	unbias
TRINITY_DN124618_c1_g3_i3	commd2	Chr05	0.719022653	0.361417671	G46_M_mean	unbias
TRINITY_DN124619_c2_g2_i2	NA	NA	0.10278784	0.359894623	G23_mean	unbias
TRINITY_DN124620_c0_g1_i1	NA	NA	0.859821827	0.530990636	Brain_mean	unbias
TRINITY_DN124621_c0_g1_i1	NA	NA	0.702738037	0.215911564	G43_F_mean	unbias
TRINITY_DN124622_c2_g1_i1	NA	NA	0.233694958	0.59171707	Brain_mean	unbias
