G23	F-bias	23_F-bias		TRINITY_DN114651_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN131338_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN129845_c2_g19_i2			
G46	F-bias	46_F-bias		TRINITY_DN131885_c2_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN127310_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN119763_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN106942_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134202_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134837_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130753_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN127401_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135954_c9_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN133839_c1_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN132522_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128322_c0_g6_i10			
G46	F-bias	46_F-bias		TRINITY_DN118504_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123354_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127667_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN126113_c4_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN119914_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN130067_c1_g5_i4			
G46	F-bias	46_F-bias		TRINITY_DN118875_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN134964_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132389_c3_g13_i2			
G46	F-bias	46_F-bias		TRINITY_DN122463_c7_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN124126_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN121110_c0_g5_i2			
G46	F-bias	46_F-bias		TRINITY_DN118855_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133241_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133572_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN111713_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN124703_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124331_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132887_c4_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128348_c7_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115131_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN128016_c3_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN125667_c5_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN108427_c0_g3_i5			
G46	F-bias	46_F-bias		TRINITY_DN92463_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN115856_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN124792_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125335_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130581_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132976_c1_g5_i2			
G46	F-bias	46_F-bias		TRINITY_DN108791_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN123854_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135751_c6_g7_i1			
G46	F-bias	46_F-bias		TRINITY_DN136353_c2_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN127457_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN130080_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124768_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN120000_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123714_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN109678_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN131403_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120223_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN124886_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118604_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132292_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN127252_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN131864_c2_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN134584_c7_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129160_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113595_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN130035_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127852_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN134055_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122352_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121149_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122865_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123746_c4_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN125831_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126541_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126051_c2_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN113129_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN126470_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126960_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135882_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132842_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120636_c0_g8_i1			
G46	F-bias	46_F-bias		TRINITY_DN122956_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135242_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN116543_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN118372_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN120059_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135758_c2_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN133826_c11_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128627_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN128419_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN114305_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN136143_c5_g5_i5			
G46	F-bias	46_F-bias		TRINITY_DN129016_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125730_c4_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132882_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN136384_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113919_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125242_c0_g4_i5			
G46	F-bias	46_F-bias		TRINITY_DN118439_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131995_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121711_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN127806_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN124497_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132386_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115837_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN131434_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127045_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123130_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131419_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN136061_c8_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133717_c1_g5_i4			
G46	F-bias	46_F-bias		TRINITY_DN110346_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN119001_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN128994_c2_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN125741_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135268_c2_g1_i9			
G46	F-bias	46_F-bias		TRINITY_DN130789_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124999_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127777_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN124220_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125269_c4_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN118556_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN122657_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127247_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN121957_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN132531_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN126356_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN130525_c4_g3_i17			
G46	F-bias	46_F-bias		TRINITY_DN117528_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN115343_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN103653_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118661_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN120457_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN129622_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113124_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN214148_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124650_c4_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN128272_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN130751_c0_g4_i5			
G46	F-bias	46_F-bias		TRINITY_DN68190_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127298_c8_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125363_c4_g4_i4			
G46	F-bias	46_F-bias		TRINITY_DN131673_c2_g5_i2			
G46	F-bias	46_F-bias		TRINITY_DN120402_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN131325_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN119060_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN112465_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128858_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120437_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN116621_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123801_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN116899_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN119035_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130769_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121478_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127015_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125814_c0_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN133368_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN97036_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132228_c1_g9_i1			
G46	F-bias	46_F-bias		TRINITY_DN126555_c5_g4_i3			
G46	F-bias	46_F-bias		TRINITY_DN135439_c2_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN135781_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121889_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN126897_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN123675_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129884_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125687_c4_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN126239_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134982_c7_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123367_c1_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN122399_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134949_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN109625_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN116438_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN109430_c0_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN124094_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121893_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN119040_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131806_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN104812_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN131711_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN67822_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN131191_c4_g2_i6			
G46	F-bias	46_F-bias		TRINITY_DN129001_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN123457_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130437_c2_g7_i4			
G46	F-bias	46_F-bias		TRINITY_DN129687_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN115189_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128145_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN128755_c0_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN126133_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127727_c1_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN127634_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129987_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126551_c0_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN117572_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125987_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN116290_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115432_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127631_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN117002_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126330_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN63296_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN114904_c0_g1_i7			
G46	F-bias	46_F-bias		TRINITY_DN121981_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN119941_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125667_c9_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135412_c2_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN134438_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN126653_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129061_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130863_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN122218_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130084_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN127706_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN136232_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135384_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114768_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN119509_c1_g3_i5			
G46	F-bias	46_F-bias		TRINITY_DN127932_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123361_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125122_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN122229_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123628_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN133992_c10_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132851_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN124365_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121680_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130522_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128113_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN132014_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN126616_c6_g6_i2			
G46	F-bias	46_F-bias		TRINITY_DN120766_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131844_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132185_c3_g10_i3			
G46	F-bias	46_F-bias		TRINITY_DN129107_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130338_c8_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN101457_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125376_c0_g7_i3			
G46	F-bias	46_F-bias		TRINITY_DN129036_c2_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN101042_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN119153_c0_g1_i11			
G46	F-bias	46_F-bias		TRINITY_DN131624_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN122895_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130592_c2_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN126104_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN117893_c0_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN122611_c2_g3_i4			
G46	F-bias	46_F-bias		TRINITY_DN126404_c2_g16_i1			
G46	F-bias	46_F-bias		TRINITY_DN132667_c0_g6_i1			
G46	F-bias	46_F-bias		TRINITY_DN129440_c9_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN129719_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130406_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN109491_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128960_c2_g2_i7			
G46	F-bias	46_F-bias		TRINITY_DN131402_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN114797_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN109936_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132141_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN120161_c0_g2_i9			
G46	F-bias	46_F-bias		TRINITY_DN108316_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN116963_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124186_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125343_c0_g8_i1			
G46	F-bias	46_F-bias		TRINITY_DN116651_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132324_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134394_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130114_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN124176_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135811_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN125295_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124941_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130979_c3_g1_i7			
G46	F-bias	46_F-bias		TRINITY_DN127605_c4_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN111615_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN135566_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN133703_c1_g5_i6			
G46	F-bias	46_F-bias		TRINITY_DN124943_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121416_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132727_c1_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN73171_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126051_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN118925_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134910_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN133653_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN119274_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131685_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118933_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132340_c5_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN111223_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126452_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN127351_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN117706_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN120148_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN133945_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN117581_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN125186_c3_g1_i6			
G46	F-bias	46_F-bias		TRINITY_DN123627_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123962_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124351_c0_g1_i8			
G46	F-bias	46_F-bias		TRINITY_DN115378_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121222_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN119403_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN86565_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN109844_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN122374_c1_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN112473_c1_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN120407_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN115288_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131819_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN120445_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114649_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN110993_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134741_c2_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN126318_c8_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN119257_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125443_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131631_c5_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN117724_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN86639_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118958_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125585_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132176_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135715_c0_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN122562_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121438_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125068_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN119467_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130140_c4_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN122117_c0_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN132878_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN134980_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124339_c3_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN115752_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126533_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN113248_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134750_c8_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN134855_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN122613_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN119102_c3_g7_i5			
G46	F-bias	46_F-bias		TRINITY_DN128991_c5_g5_i3			
G46	F-bias	46_F-bias		TRINITY_DN133715_c2_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN127429_c1_g3_i4			
G46	F-bias	46_F-bias		TRINITY_DN114776_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN133209_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN124708_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124247_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN117639_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN113341_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN92997_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133873_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN127805_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121090_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130930_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113530_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124416_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126605_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133494_c5_g6_i3			
G46	F-bias	46_F-bias		TRINITY_DN120272_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN126357_c1_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN126202_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN131142_c0_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN132717_c3_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN121481_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135036_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN126314_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN126027_c6_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN127197_c12_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN125033_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN114661_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121881_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132803_c2_g1_i12			
G46	F-bias	46_F-bias		TRINITY_DN130762_c4_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN115010_c0_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN124098_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125337_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121805_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130766_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130505_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132876_c2_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN118995_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN126563_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124534_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN119433_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127810_c6_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN125792_c1_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN132287_c0_g1_i1			
