gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue
TRINITY_DN129099_c3_g4_i5	NA	NA	NA	NA	0.252013272	0.252013272	unbias	0.268958092	Brain_mmean
TRINITY_DN129099_c3_g6_i1	NA	NA	NA	NA	0.035995477	0.035995477	unbias	0.380994688	Brain_mmean
TRINITY_DN129100_c2_g1_i3	NA	NA	NA	NA	-0.311229397	0.311229397	unbias	0.392685435	Ovary_mean
TRINITY_DN129102_c3_g2_i4	NA	NA	NA	NA	-0.162437336	0.162437336	unbias	0.486131817	G46_M_mean
TRINITY_DN129103_c3_g4_i2	NA	NA	NA	NA	0.300562829	0.300562829	unbias	0.277349687	Brain_fmean
TRINITY_DN129104_c0_g1_i1	NA	NA	NA	NA	0.073072753	0.073072753	unbias	0.317337483	G23_fmean
TRINITY_DN129105_c1_g1_i2	NA	NA	NA	NA	-1.751584422	1.751584422	female	0.711620957	Ovary_mean
TRINITY_DN129105_c2_g3_i1	NA	NA	NA	NA	-0.907780756	0.907780756	unbias	0.344375892	Brain_fmean
TRINITY_DN129105_c2_g4_i1	NA	NA	NA	NA	-6.342698315	6.342698315	female	0.835784148	Ovary_mean
TRINITY_DN129105_c2_g6_i2	NA	NA	NA	NA	-1.253163265	1.253163265	female	0.278434889	Ovary_mean
TRINITY_DN129105_c3_g1_i3	ap5m1	Chr08	83628560	83628560	-2.968548864	2.968548864	female	0.48758712	Ovary_mean
TRINITY_DN129105_c3_g2_i2	NA	NA	NA	NA	-2.731011103	2.731011103	female	0.428849817	Ovary_mean
TRINITY_DN129105_c3_g3_i1	NA	NA	NA	NA	-2.627033807	2.627033807	female	0.481446694	Ovary_mean
TRINITY_DN129106_c0_g7_i1	nol6	Chr01	194735632	194735632	-1.426079888	1.426079888	female	0.434797486	Ovary_mean
TRINITY_DN129108_c0_g7_i2	serpina1-like	Chr08	67304631	67304631	-1.352964146	1.352964146	female	0.762473408	G43_F_mean
TRINITY_DN129110_c1_g1_i3	NA	NA	NA	NA	-0.171110456	0.171110456	unbias	0.314449186	Brain_fmean
TRINITY_DN129113_c2_g1_i2	NA	NA	NA	NA	-0.313339292	0.313339292	unbias	0.623496755	Brain_fmean
TRINITY_DN129115_c0_g1_i1	NA	NA	NA	NA	0.490237152	0.490237152	unbias	0.182637743	Brain_mmean
TRINITY_DN129115_c1_g1_i1	kpna7	Chr09	38771710	38771710	-0.198033673	0.198033673	unbias	0.206205696	Ovary_mean
TRINITY_DN129115_c3_g1_i1	NA	NA	NA	NA	-0.649643693	0.649643693	unbias	0.527356813	Brain_mmean
TRINITY_DN129116_c0_g1_i3	NA	NA	NA	NA	-8.098431068	8.098431068	female	0.927818962	Ovary_mean
TRINITY_DN129118_c1_g2_i7	NA	NA	NA	NA	-1.67803424	1.67803424	female	0.5456765	Ovary_mean
TRINITY_DN129119_c0_g2_i2	taf1	Chr08	22902687	22902687	-4.620030914	4.620030914	female	0.512221937	Ovary_mean
TRINITY_DN129120_c0_g1_i1	NA	NA	NA	NA	5.035399441	5.035399441	male	0.775820681	Testis_mean
TRINITY_DN129120_c0_g4_i1	NA	NA	NA	NA	2.504207007	2.504207007	male	0.627565254	Testis_mean
TRINITY_DN129120_c0_g5_i1	NA	NA	NA	NA	1.943779163	1.943779163	male	0.5059779	Testis_mean
TRINITY_DN129120_c0_g6_i1	NA	NA	NA	NA	-1.300523101	1.300523101	unbias	0.487174414	Ovary_mean
TRINITY_DN129121_c4_g14_i1	NA	NA	NA	NA	-4.947940971	4.947940971	female	1.040232864	Ovary_mean
TRINITY_DN129121_c4_g2_i1	NA	NA	NA	NA	-0.211599586	0.211599586	unbias	0.517734627	Ovary_mean
TRINITY_DN129121_c4_g8_i2	NA	NA	NA	NA	0.628358532	0.628358532	unbias	0.206878872	Testis_mean
TRINITY_DN129121_c4_g9_i1	NA	NA	NA	NA	-2.696574067	2.696574067	female	0.659151541	Liver_fmean
TRINITY_DN129125_c0_g1_i2	NA	NA	NA	NA	1.331957321	1.331957321	male	0.629705043	Brain_fmean
TRINITY_DN129125_c0_g2_i1	NA	NA	NA	NA	-0.650531191	0.650531191	unbias	0.32644594	Ovary_mean
TRINITY_DN129125_c0_g4_i1	NA	NA	NA	NA	2.184294273	2.184294273	male	0.611653787	Brain_mmean
TRINITY_DN129127_c10_g1_i1	NA	NA	NA	NA	-4.489403369	4.489403369	female	0.470959839	G46_F_mean
TRINITY_DN129128_c4_g1_i5	NA	NA	NA	NA	2.727526662	2.727526662	male	0.244540027	Testis_mean
TRINITY_DN129130_c0_g1_i1	NA	NA	NA	NA	1.380175926	1.380175926	male	0.342755718	Brain_fmean
TRINITY_DN129130_c4_g1_i1	NA	NA	NA	NA	-1.660022937	1.660022937	female	0.534990149	G23_fmean
TRINITY_DN129130_c5_g1_i2	NA	NA	NA	NA	2.276786967	2.276786967	male	0.265275012	Brain_mmean
TRINITY_DN129133_c1_g8_i1	NA	NA	NA	NA	-2.466141359	2.466141359	female	0.431391073	Ovary_mean
TRINITY_DN129133_c1_g9_i1	NA	NA	NA	NA	-2.693710914	2.693710914	female	0.5928605	Ovary_mean
TRINITY_DN129134_c7_g1_i2	NA	NA	NA	NA	6.060190345	6.060190345	male	0.32357831	G43_M_mean
TRINITY_DN129138_c3_g1_i1	NA	NA	NA	NA	1.068662619	1.068662619	male	0.683562827	Brain_mmean
TRINITY_DN129138_c3_g3_i1	NA	NA	NA	NA	-0.093859119	0.093859119	unbias	0.199048676	Brain_fmean
TRINITY_DN129139_c0_g2_i3	NA	NA	NA	NA	-2.428349345	2.428349345	female	0.608301842	Ovary_mean
TRINITY_DN129140_c0_g5_i6	NA	NA	NA	NA	0.096050529	0.096050529	unbias	0.221630642	G46_F_mean
TRINITY_DN129140_c0_g7_i1	pskh1	Chr04	46018550	46018550	-0.943076892	0.943076892	unbias	0.305995765	G27_mmean
TRINITY_DN129141_c5_g2_i3	NA	NA	NA	NA	1.22108648	1.22108648	male	0.37206457	Brain_mmean
TRINITY_DN129142_c4_g1_i1	NA	NA	NA	NA	-2.01585077	2.01585077	female	0.634652113	Ovary_mean
TRINITY_DN129142_c6_g2_i2	NA	NA	NA	NA	-0.068353808	0.068353808	unbias	0.479730259	G46_M_mean
TRINITY_DN129145_c4_g1_i2	NA	NA	NA	NA	-0.396139501	0.396139501	unbias	0.569810303	Ovary_mean
TRINITY_DN129145_c5_g2_i2	Xetrov90018025m	Chr07	38476446	38476446	1.27903712	1.27903712	male	0.180895106	Testis_mean
TRINITY_DN129145_c6_g2_i2	NA	NA	NA	NA	1.245109146	1.245109146	male	0.323510994	G46_M_mean
TRINITY_DN129145_c7_g1_i2	cdx2	Chr02	152165496	152165496	0.88434728	0.88434728	unbias	0.398441472	G23_fmean
TRINITY_DN129147_c0_g3_i1	NA	NA	NA	NA	0.326036496	0.326036496	unbias	0.123770017	G23_fmean
TRINITY_DN129148_c4_g1_i9	NA	NA	NA	NA	0.101705598	0.101705598	unbias	0.474087904	Brain_fmean
TRINITY_DN129149_c1_g4_i4	NA	NA	NA	NA	-1.420031082	1.420031082	female	0.644294391	G43_M_mean
TRINITY_DN129149_c1_g5_i1	NA	NA	NA	NA	1.532474547	1.532474547	male	0.395690872	Brain_mmean
TRINITY_DN129149_c2_g1_i1	pitpnm3	Chr02	44863091	44863091	0.521462715	0.521462715	unbias	0.58587464	Brain_mmean
TRINITY_DN129150_c0_g1_i3	NA	NA	NA	NA	-1.678441031	1.678441031	female	0.267359249	Ovary_mean
TRINITY_DN129152_c5_g2_i1	Xetrov90026124m	scaffold_13	821040	821040	1.433596493	1.433596493	unbias	0.806873342	G43_M_mean
TRINITY_DN129153_c9_g2_i1	ctf1	scaffold_288	35903	35903	1.052963236	1.052963236	male	0.360884452	G23_fmean
TRINITY_DN129153_c9_g4_i2	NA	NA	NA	NA	1.453092294	1.453092294	male	0.283297193	G43_M_mean
TRINITY_DN129157_c0_g2_i1	foxf2	Chr06	51652455	51652455	-1.253779528	1.253779528	female	0.535761783	G27_mmean
TRINITY_DN129158_c1_g1_i4	NA	NA	NA	NA	0.559121379	0.559121379	unbias	0.24572743	Brain_mmean
TRINITY_DN129158_c2_g2_i3	NA	NA	NA	NA	-2.222119669	2.222119669	female	0.523439169	Ovary_mean
TRINITY_DN129158_c3_g1_i1	tmem14c	Chr06	84576735	84576735	-1.934482997	1.934482997	female	0.544199146	Ovary_mean
TRINITY_DN129159_c0_g1_i3	NA	NA	NA	NA	-0.873216267	0.873216267	unbias	0.39006586	Brain_mmean
TRINITY_DN129160_c0_g1_i1	NA	NA	NA	NA	0.199779573	0.199779573	unbias	0.460765314	G43_F_mean
TRINITY_DN129160_c1_g1_i1	NA	NA	NA	NA	-1.921139843	1.921139843	female	0.71498729	Ovary_mean
TRINITY_DN129160_c2_g3_i2	NA	NA	NA	NA	-0.048469245	0.048469245	unbias	0.413512174	Brain_mmean
TRINITY_DN129160_c2_g5_i2	NA	NA	NA	NA	-0.779405061	0.779405061	unbias	0.632769789	Brain_mmean
TRINITY_DN129162_c3_g2_i1	NA	NA	NA	NA	0.11064866	0.11064866	unbias	0.271448227	Ovary_mean
TRINITY_DN129162_c4_g5_i5	kcnj4	Chr04	112062451	112062451	1.578904968	1.578904968	male	0.268398071	Brain_mmean
TRINITY_DN129162_c5_g1_i2	LOC100497703	Chr07	24329767	24329767	3.49157231	3.49157231	male	0.229400607	Brain_mmean
TRINITY_DN129163_c6_g2_i4	NA	NA	NA	NA	-1.179909511	1.179909511	female	0.668932515	Ovary_mean
TRINITY_DN129165_c2_g1_i1	NA	NA	NA	NA	-1.230116648	1.230116648	female	0.474626355	Ovary_mean
TRINITY_DN129165_c3_g1_i1	NA	NA	NA	NA	-0.257716111	0.257716111	unbias	0.246121584	Ovary_mean
TRINITY_DN129165_c4_g1_i2	yipf5	Chr03	29468437	29468437	0.298045534	0.298045534	unbias	0.433421166	Brain_mmean
TRINITY_DN129166_c0_g1_i2	NA	NA	NA	NA	-1.358863256	1.358863256	female	0.484087928	Brain_fmean
TRINITY_DN129166_c0_g2_i7	NA	NA	NA	NA	-1.293140439	1.293140439	female	0.504487031	Brain_fmean
TRINITY_DN129167_c5_g9_i1	NA	NA	NA	NA	1.523060357	1.523060357	male	0.275636271	G43_F_mean
TRINITY_DN129167_c6_g1_i1	NA	NA	NA	NA	-1.894514441	1.894514441	female	0.543290337	Ovary_mean
TRINITY_DN129168_c1_g1_i2	NA	NA	NA	NA	-0.665197457	0.665197457	unbias	0.269023058	G43_F_mean
TRINITY_DN129168_c1_g3_i1	sfrp4	Chr06	80859061	80859061	2.078005489	2.078005489	male	0.228246209	G23_fmean
TRINITY_DN129170_c1_g1_i1	LOC100493887	Chr01	18549030	18549030	-1.211819915	1.211819915	female	0.2056804	G27_mmean
TRINITY_DN129170_c3_g6_i2	NA	NA	NA	NA	-1.79154263	1.79154263	female	0.478965511	Ovary_mean
TRINITY_DN129171_c3_g1_i2	NA	NA	NA	NA	1.170890372	1.170890372	male	0.183957877	G23_mmean
TRINITY_DN129171_c8_g2_i1	NA	NA	NA	NA	-2.250483242	2.250483242	female	0.510208215	Ovary_mean
TRINITY_DN129172_c0_g2_i2	sin3a	Chr03	83760071	83760071	-1.93710643	1.93710643	female	0.544780031	Ovary_mean
TRINITY_DN129176_c3_g1_i3	NA	NA	NA	NA	-1.322462439	1.322462439	female	0.453273565	Ovary_mean
TRINITY_DN129176_c3_g2_i1	NA	NA	NA	NA	-1.300761327	1.300761327	female	0.5678462	Ovary_mean
TRINITY_DN129176_c3_g4_i1	NA	NA	NA	NA	-1.374105878	1.374105878	female	0.347953209	Ovary_mean
TRINITY_DN129176_c3_g5_i1	NA	NA	NA	NA	-1.433775241	1.433775241	unbias	0.705041003	Ovary_mean
TRINITY_DN129177_c1_g2_i1	NA	NA	NA	NA	-2.011777304	2.011777304	female	0.771279343	Ovary_mean
TRINITY_DN129178_c2_g1_i1	NA	NA	NA	NA	-4.226836515	4.226836515	female	0.473472525	Ovary_mean
TRINITY_DN129179_c0_g1_i1	NA	NA	NA	NA	2.406660944	2.406660944	male	0.463515643	Testis_mean
TRINITY_DN129179_c0_g2_i3	NA	NA	NA	NA	0.837960103	0.837960103	unbias	0.46531912	G23_fmean
TRINITY_DN129180_c0_g1_i5	NA	NA	NA	NA	-0.642212321	0.642212321	unbias	0.260133973	Brain_fmean
TRINITY_DN129181_c0_g3_i1	kdm4a	Chr04	73964755	73964755	1.106818572	1.106818572	unbias	0.440747235	Testis_mean
TRINITY_DN129181_c0_g4_i14	NA	NA	NA	NA	0.691439997	0.691439997	unbias	0.458905401	Liver_fmean
TRINITY_DN129182_c0_g1_i1	NA	NA	NA	NA	-1.457618485	1.457618485	female	0.6858972	G23_mmean
TRINITY_DN129183_c1_g1_i1	NA	NA	NA	NA	-0.144084612	0.144084612	unbias	0.411440903	Ovary_mean
TRINITY_DN129184_c0_g1_i2	NA	NA	NA	NA	0.29396868	0.29396868	unbias	0.617848011	Brain_fmean
TRINITY_DN129185_c2_g3_i2	NA	NA	NA	NA	2.90100124	2.90100124	male	0.414990508	G23_mmean
TRINITY_DN129186_c1_g1_i2	NA	NA	NA	NA	-0.747136943	0.747136943	unbias	0.522883977	Brain_mmean
TRINITY_DN129188_c3_g1_i1	NA	NA	NA	NA	-0.287999935	0.287999935	unbias	0.240732212	Ovary_mean
TRINITY_DN129190_c3_g1_i1	NA	NA	NA	NA	-1.014705331	1.014705331	female	0.5751714	Ovary_mean
TRINITY_DN129190_c3_g2_i3	NA	NA	NA	NA	0.53917233	0.53917233	unbias	0.205664091	Brain_fmean
TRINITY_DN129192_c0_g3_i1	NA	NA	NA	NA	3.232094886	3.232094886	male	0.354375358	Liver_fmean
TRINITY_DN129193_c1_g4_i6	NA	NA	NA	NA	0.110359143	0.110359143	unbias	0.551474623	Ovary_mean
TRINITY_DN129193_c3_g1_i1	NA	NA	NA	NA	-1.097830641	1.097830641	female	0.127203783	Ovary_mean
TRINITY_DN129193_c4_g1_i1	mok	Chr08	76657416	76657416	1.272449974	1.272449974	male	0.157952634	G23_fmean
TRINITY_DN129193_c4_g2_i2	NA	NA	NA	NA	2.8708188	2.8708188	male	0.452520583	Brain_mmean
TRINITY_DN129194_c1_g1_i2	NA	NA	NA	NA	0.733248382	0.733248382	unbias	0.306147366	G43_F_mean
TRINITY_DN129194_c1_g2_i1	NA	NA	NA	NA	-0.308527031	0.308527031	unbias	0.257977268	Ovary_mean
TRINITY_DN129195_c4_g3_i1	NA	NA	NA	NA	1.640500587	1.640500587	male	0.260259365	Liver_fmean
TRINITY_DN129196_c5_g1_i1	NA	NA	NA	NA	-0.414024763	0.414024763	unbias	0.232777517	Brain_fmean
TRINITY_DN129196_c5_g2_i2	NA	NA	NA	NA	3.524651982	3.524651982	male	0.685279064	Brain_fmean
TRINITY_DN129197_c1_g1_i2	NA	NA	NA	NA	-2.154296403	2.154296403	female	0.705058211	Ovary_mean
TRINITY_DN129198_c1_g2_i1	NA	NA	NA	NA	-1.530771636	1.530771636	female	0.550249874	Ovary_mean
TRINITY_DN129198_c1_g3_i1	NA	NA	NA	NA	-0.620830842	0.620830842	unbias	0.408662635	Ovary_mean
TRINITY_DN129199_c2_g2_i11	NA	NA	NA	NA	1.323776498	1.323776498	male	0.545170619	Brain_fmean
TRINITY_DN129202_c2_g8_i1	NA	NA	NA	NA	1.432113022	1.432113022	male	0.226304345	Brain_fmean
TRINITY_DN129204_c7_g5_i1	NA	NA	NA	NA	0.33546515	0.33546515	unbias	0.428996881	G23_mmean
TRINITY_DN129208_c2_g5_i5	NA	NA	NA	NA	-1.427298172	1.427298172	female	0.358322067	Ovary_mean
TRINITY_DN129210_c0_g2_i3	NA	NA	NA	NA	-1.204734607	1.204734607	female	0.698914358	Brain_fmean
TRINITY_DN129211_c1_g2_i2	NA	NA	NA	NA	-0.489580956	0.489580956	unbias	0.75619325	Ovary_mean
TRINITY_DN129212_c1_g4_i5	NA	NA	NA	NA	-0.158404093	0.158404093	unbias	0.233313652	Ovary_mean
TRINITY_DN129213_c0_g2_i1	NA	NA	NA	NA	3.892831008	3.892831008	male	0.504160645	Brain_mmean
TRINITY_DN129216_c1_g1_i2	golga5	Chr08	66529012	66529012	0.207730364	0.207730364	unbias	0.172245203	Brain_mmean
TRINITY_DN129216_c1_g2_i1	NA	NA	NA	NA	0.236849289	0.236849289	unbias	0.14794452	G23_fmean
TRINITY_DN129216_c2_g1_i3	NA	NA	NA	NA	-0.215269013	0.215269013	unbias	0.296618554	Brain_fmean
TRINITY_DN129216_c3_g1_i1	ntm-like	Chr07	48334596	48334596	-0.605249959	0.605249959	unbias	0.519883277	Ovary_mean
TRINITY_DN129217_c0_g3_i1	NA	NA	NA	NA	-4.001787142	4.001787142	female	0.395633083	Ovary_mean
TRINITY_DN129218_c0_g1_i9	hfe2	Chr08	107295158	107295158	-1.806337549	1.806337549	female	0.605960982	Ovary_mean
TRINITY_DN129219_c4_g1_i1	zc3h12b	Chr08	24983382	24983382	-1.02697798	1.02697798	female	0.526287966	Ovary_mean
TRINITY_DN129219_c5_g2_i5	NA	NA	NA	NA	-1.75072071	1.75072071	female	0.404841315	Ovary_mean
TRINITY_DN129220_c0_g1_i2	NA	NA	NA	NA	-1.787686014	1.787686014	female	0.381162068	Ovary_mean
TRINITY_DN129226_c1_g1_i1	cel-like.1	Chr08	7200652	7200652	1.944545908	1.944545908	male	0.390570965	Brain_mmean
TRINITY_DN129227_c0_g2_i2	NA	NA	NA	NA	0.285154873	0.285154873	unbias	0.701931854	Brain_mmean
TRINITY_DN129227_c0_g5_i2	NA	NA	NA	NA	-1.725103415	1.725103415	female	0.450264149	Ovary_mean
TRINITY_DN129231_c0_g1_i3	NA	NA	NA	NA	-0.436315381	0.436315381	unbias	0.644883676	Ovary_mean
TRINITY_DN129233_c0_g2_i1	dennd3	Chr06	130510178	130510178	1.021610559	1.021610559	male	0.263819096	G43_F_mean
TRINITY_DN129236_c0_g1_i5	NA	NA	NA	NA	-3.841635263	3.841635263	female	0.680821454	Ovary_mean
TRINITY_DN129237_c5_g4_i2	bves	Chr05	77742775	77742775	-9.48102897	9.48102897	female	0.787534855	Ovary_mean
TRINITY_DN129237_c5_g5_i4	NA	NA	NA	NA	-1.283394751	1.283394751	female	0.306340508	G23_fmean
TRINITY_DN129239_c11_g1_i2	psmd1	Chr05	110421257	110421257	0.527732365	0.527732365	unbias	0.264576648	Brain_fmean
TRINITY_DN129239_c8_g1_i2	NA	NA	NA	NA	1.414214844	1.414214844	male	0.385849562	Brain_mmean
TRINITY_DN129240_c0_g2_i3	NA	NA	NA	NA	-2.635338371	2.635338371	female	0.479696413	Ovary_mean
TRINITY_DN129242_c0_g1_i4	NA	NA	NA	NA	-1.020445279	1.020445279	female	0.416616536	Ovary_mean
TRINITY_DN129243_c2_g1_i1	MGC89520	Chr06	114214653	114214653	-4.732830363	4.732830363	female	0.828483175	Ovary_mean
TRINITY_DN129243_c3_g1_i1	rec8	Chr01	127110813	127110813	-0.791543043	0.791543043	unbias	0.268892849	Brain_mmean
TRINITY_DN129245_c0_g1_i1	NA	NA	NA	NA	0.887759067	0.887759067	unbias	0.331106536	G43_M_mean
TRINITY_DN129246_c5_g2_i1	lemd3	Chr03	48305931	48305931	1.152514154	1.152514154	male	0.403392728	G43_F_mean
TRINITY_DN129246_c6_g9_i1	NA	NA	NA	NA	2.007529436	2.007529436	male	0.446758885	Brain_mmean
TRINITY_DN129248_c0_g1_i4	NA	NA	NA	NA	-0.132523392	0.132523392	unbias	0.446751625	Ovary_mean
TRINITY_DN129249_c1_g10_i1	NA	NA	NA	NA	2.017249384	2.017249384	male	0.368349189	Liver_fmean
TRINITY_DN129250_c0_g1_i1	NA	NA	NA	NA	0.340925556	0.340925556	unbias	0.312121694	Brain_fmean
TRINITY_DN129251_c2_g1_i5	NA	NA	NA	NA	0.434536788	0.434536788	unbias	0.063521581	G46_M_mean
TRINITY_DN129252_c1_g1_i1	NA	NA	NA	NA	-0.595421875	0.595421875	unbias	0.513768774	Brain_mmean
TRINITY_DN129252_c1_g3_i2	NA	NA	NA	NA	0.234947981	0.234947981	unbias	0.611736087	Brain_mmean
TRINITY_DN129254_c5_g1_i2	NA	NA	NA	NA	-3.234300152	3.234300152	female	0.505713597	Ovary_mean
TRINITY_DN129257_c3_g1_i1	tdrd3	Chr02	126431949	126431949	-0.118040093	0.118040093	unbias	0.212068747	Brain_mmean
TRINITY_DN129258_c2_g2_i1	NA	NA	NA	NA	-0.521849469	0.521849469	unbias	0.487433277	Brain_fmean
TRINITY_DN129259_c1_g2_i1	NA	NA	NA	NA	0.894678487	0.894678487	unbias	0.516569217	Brain_mmean
TRINITY_DN129261_c1_g2_i3	NA	NA	NA	NA	-1.008138966	1.008138966	female	0.324509896	Ovary_mean
TRINITY_DN129262_c0_g1_i1	NA	NA	NA	NA	3.738144178	3.738144178	male	0.482565976	Brain_fmean
TRINITY_DN129262_c1_g2_i2	gstcd-like	Chr01	63030620	63030620	-1.335279557	1.335279557	female	0.40904469	Ovary_mean
TRINITY_DN129263_c4_g10_i1	NA	NA	NA	NA	0.514306432	0.514306432	unbias	0.74080552	Brain_fmean
TRINITY_DN129263_c4_g1_i3	NA	NA	NA	NA	3.06974684	3.06974684	male	0.5368952	G31_mmean
TRINITY_DN129264_c1_g1_i1	ogdhl	Chr07	42092020	42092020	1.450542342	1.450542342	male	0.057067786	Testis_mean
TRINITY_DN129265_c0_g1_i2	hdac4	Chr09	55668820	55668820	-0.454335806	0.454335806	unbias	0.761627772	Brain_mmean
TRINITY_DN129266_c0_g1_i2	NA	NA	NA	NA	1.391140428	1.391140428	male	0.438538549	Brain_fmean
TRINITY_DN129267_c3_g1_i3	NA	NA	NA	NA	-2.24362865	2.24362865	female	0.405986922	G43_M_mean
TRINITY_DN129267_c3_g2_i1	NA	NA	NA	NA	-1.360851421	1.360851421	unbias	0.793300362	Brain_mmean
TRINITY_DN129267_c4_g1_i1	NA	NA	NA	NA	2.075802144	2.075802144	male	0.245455871	Brain_mmean
TRINITY_DN129270_c0_g3_i1	NA	NA	NA	NA	-2.607492479	2.607492479	female	0.923392075	Ovary_mean
TRINITY_DN129271_c0_g1_i2	NA	NA	NA	NA	0.665188027	0.665188027	unbias	0.274866435	Brain_mmean
TRINITY_DN129272_c0_g3_i4	NA	NA	NA	NA	-0.21420373	0.21420373	unbias	0.258758567	Ovary_mean
TRINITY_DN129273_c3_g1_i1	NA	NA	NA	NA	0.061325602	0.061325602	unbias	0.233782754	G46_F_mean
TRINITY_DN129273_c5_g3_i1	NA	NA	NA	NA	1.495164203	1.495164203	male	0.173814792	Brain_mmean
TRINITY_DN129273_c5_g5_i1	NA	NA	NA	NA	1.80830143	1.80830143	male	0.559797285	Brain_mmean
TRINITY_DN129273_c5_g6_i1	camk2g	Chr07	51965497	51965497	1.275348692	1.275348692	male	0.29162491	G23_mmean
TRINITY_DN129274_c2_g3_i1	NA	NA	NA	NA	2.571576152	2.571576152	male	0.638574604	Brain_fmean
TRINITY_DN129275_c1_g3_i2	NA	NA	NA	NA	0.203725376	0.203725376	unbias	0.288372356	Liver_fmean
TRINITY_DN129277_c0_g2_i1	gkap1	Chr01	121832567	121832567	-3.684168154	3.684168154	female	0.677717134	Ovary_mean
TRINITY_DN129280_c0_g2_i5	atp1b4-like	Chr08	24828563	24828563	2.692508992	2.692508992	male	0.287270289	Brain_mmean
TRINITY_DN129281_c3_g1_i4	NA	NA	NA	NA	1.923171491	1.923171491	male	0.634075177	Brain_mmean
TRINITY_DN129281_c4_g3_i3	NA	NA	NA	NA	1.239808663	1.239808663	male	0.223957002	Brain_mmean
TRINITY_DN129282_c0_g4_i3	NA	NA	NA	NA	-0.33634285	0.33634285	unbias	0.329127122	Ovary_mean
TRINITY_DN129283_c0_g1_i2	NA	NA	NA	NA	1.307743931	1.307743931	male	0.290672932	Brain_fmean
TRINITY_DN129284_c0_g1_i1	NA	NA	NA	NA	1.072100014	1.072100014	male	0.510093032	Brain_mmean
TRINITY_DN129285_c0_g1_i3	NA	NA	NA	NA	3.005981008	3.005981008	male	0.912655259	Testis_mean
TRINITY_DN129286_c0_g1_i3	NA	NA	NA	NA	0.278841623	0.278841623	unbias	0.308261196	Brain_mmean
TRINITY_DN129287_c3_g2_i2	c18orf8	Chr02	94135041	94135041	-5.55832131	5.55832131	female	0.765019683	Ovary_mean
TRINITY_DN129287_c4_g5_i1	NA	NA	NA	NA	-0.586703594	0.586703594	unbias	0.708093801	Liver_fmean
TRINITY_DN129289_c0_g1_i19	LOC100496663	Chr05	107921390	107921390	2.446677617	2.446677617	male	0.560693458	Brain_fmean
TRINITY_DN129290_c0_g1_i1	mtmr6-like	Chr02	153396409	153396409	3.767973488	3.767973488	male	0.811437429	Brain_mmean
TRINITY_DN129291_c3_g2_i1	NA	NA	NA	NA	-2.323162103	2.323162103	female	0.845247599	Ovary_mean
TRINITY_DN129291_c3_g4_i1	NA	NA	NA	NA	-4.832175749	4.832175749	female	0.978980343	Ovary_mean
TRINITY_DN129291_c3_g5_i2	echdc3-like	Chr03	72869909	72869909	-0.012342682	0.012342682	unbias	0.506734876	Ovary_mean
TRINITY_DN129291_c3_g6_i3	Xetrov90014237m	Chr05	86256785	86256785	-2.151526963	2.151526963	female	0.805826448	Ovary_mean
TRINITY_DN129291_c3_g7_i3	ccdc157	Chr01	131900950	131900950	-1.16255424	1.16255424	female	0.742794034	Ovary_mean
TRINITY_DN129291_c3_g9_i1	egr3	Chr03	119738250	119738250	-2.229802829	2.229802829	female	0.655398913	Ovary_mean
TRINITY_DN129292_c0_g3_i1	NA	NA	NA	NA	1.073146001	1.073146001	male	0.455538207	Brain_fmean
TRINITY_DN129293_c0_g1_i1	NA	NA	NA	NA	-0.34233335	0.34233335	unbias	0.331593119	Ovary_mean
TRINITY_DN129293_c1_g2_i1	NA	NA	NA	NA	-2.380988192	2.380988192	female	0.563786724	Ovary_mean
TRINITY_DN129294_c9_g2_i1	pdzd2	Chr01	187673939	187673939	2.672630992	2.672630992	male	0.407519014	Testis_mean
TRINITY_DN129294_c9_g3_i1	NA	NA	NA	NA	0.253296476	0.253296476	unbias	0.48299801	Brain_fmean
TRINITY_DN129294_c9_g5_i1	zp3.2	Chr01	131851113	131851113	-2.167180128	2.167180128	unbias	0.867160376	Ovary_mean
TRINITY_DN129294_c9_g6_i1	NA	NA	NA	NA	0.769746937	0.769746937	unbias	0.339825102	G23_fmean
TRINITY_DN129295_c0_g2_i3	NA	NA	NA	NA	-0.090052418	0.090052418	unbias	0.202120726	Ovary_mean
TRINITY_DN129297_c1_g2_i3	NA	NA	NA	NA	0.062561385	0.062561385	unbias	0.178973871	Brain_mmean
TRINITY_DN129299_c4_g4_i8	NA	NA	NA	NA	-1.844108309	1.844108309	female	0.514022686	Ovary_mean
TRINITY_DN129307_c0_g4_i4	NA	NA	NA	NA	3.142291521	3.142291521	male	0.717336282	Brain_fmean
TRINITY_DN129308_c12_g6_i1	NA	NA	NA	NA	0.906139966	0.906139966	unbias	0.398157646	Brain_fmean
TRINITY_DN129308_c13_g3_i2	NA	NA	NA	NA	2.078829181	2.078829181	male	0.101355882	G27_mmean
TRINITY_DN129308_c4_g1_i1	picalm.1	Chr08	29444447	29444447	-3.253027673	3.253027673	female	0.994936644	Ovary_mean
TRINITY_DN129308_c4_g2_i1	NA	NA	NA	NA	-0.134524999	0.134524999	unbias	0.39953063	G23_mmean
TRINITY_DN129311_c0_g1_i1	NA	NA	NA	NA	2.070184344	2.070184344	male	0.386829544	Brain_mmean
TRINITY_DN129311_c0_g2_i1	NA	NA	NA	NA	2.751683933	2.751683933	male	0.373365652	Brain_mmean
