gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN129593_c0_g1_i1	trappc8	Chr06	-2.016144648	0.536268618	Ovary_mean	female	RBH_pair_6979.fa.best.phy	TRINITY_DN129593_c0_g1_i1	0.137	0.2636	1.9234
TRINITY_DN129596_c3_g3_i3	NA	NA	-1.203194289	0.49992493	Ovary_mean	female	RBH_pair_6980.fa.best.phy	TRINITY_DN129596_c3_g3_i3	0.1205	0.1763	1.4639
TRINITY_DN129596_c4_g1_i3	NA	NA	-0.305715075	0.381396453	Ovary_mean	unbias	RBH_pair_6981.fa.best.phy	TRINITY_DN129596_c4_g1_i3	0.1407	0.2804	1.9929
TRINITY_DN129602_c2_g1_i2	NA	NA	-0.214779327	0.174210705	Ovary_mean	unbias	RBH_pair_6985.fa.best.phy	TRINITY_DN129602_c2_g1_i2	0.068	0.0963	1.4152
TRINITY_DN129604_c0_g1_i1	42Sp43	Chr10	0.43842679	0.673916569	Brain_mean	unbias	RBH_pair_6986.fa.best.phy	TRINITY_DN129604_c0_g1_i1	0.0203	0.0255	1.2555
TRINITY_DN129605_c3_g2_i1	NA	NA	0.856972245	0.541301563	Liver_mean	unbias	RBH_pair_6987.fa.best.phy	TRINITY_DN129605_c3_g2_i1	0.1461	0.2287	1.5653
TRINITY_DN129608_c0_g1_i2	kiaa0020	Chr01	0.136359599	0.239566368	Brain_mean	unbias	RBH_pair_6988.fa.best.phy	TRINITY_DN129608_c0_g1_i2	0.0501	0.0911	1.8201
TRINITY_DN129622_c1_g1_i1	NA	NA	-1.73146486	0.452445378	Ovary_mean	female	RBH_pair_6992.fa.best.phy	TRINITY_DN129622_c1_g1_i1	0.0384	0.0716	1.8648
TRINITY_DN129623_c0_g2_i3	NA	NA	0.38382995	0.252403732	Ovary_mean	unbias	RBH_pair_6993.fa.best.phy	TRINITY_DN129623_c0_g2_i3	0.0711	0.0953	1.3411
TRINITY_DN129624_c0_g1_i1	NA	NA	0.450805223	0.350298919	G23_mean	unbias	RBH_pair_6994.fa.best.phy	TRINITY_DN129624_c0_g1_i1	0.0946	0.146	1.5432
TRINITY_DN129626_c1_g1_i2	NA	NA	0.422354401	0.2691793	G27_mean	unbias	RBH_pair_6995.fa.best.phy	TRINITY_DN129626_c1_g1_i2	0.0252	0.0426	1.6921
TRINITY_DN129628_c2_g2_i2	NA	NA	-0.547195356	0.626076415	Ovary_mean	unbias	RBH_pair_6996.fa.best.phy	TRINITY_DN129628_c2_g2_i2	0.062	0.1011	1.6303
TRINITY_DN129629_c1_g1_i1	NA	NA	0.004245259	0.184948959	Ovary_mean	unbias	RBH_pair_6997.fa.best.phy	TRINITY_DN129629_c1_g1_i1	0.0363	0.0462	1.2715
TRINITY_DN129631_c3_g2_i2	omg	Chr02	-0.517682997	0.476640805	Ovary_mean	unbias	RBH_pair_6999.fa.best.phy	TRINITY_DN129631_c3_g2_i2	0.0772	0.1198	1.5505
TRINITY_DN129634_c0_g1_i4	NA	NA	0.040452847	0.103669274	G23_mean	unbias	RBH_pair_7003.fa.best.phy	TRINITY_DN129634_c0_g1_i4	0.0662	0.0951	1.4359
TRINITY_DN129638_c0_g1_i3	NA	NA	-1.353364477	0.455787627	Ovary_mean	female	RBH_pair_7004.fa.best.phy	TRINITY_DN129638_c0_g1_i3	0.1206	0.1936	1.6049
TRINITY_DN129640_c0_g1_i1	NA	NA	-0.712796794	0.555479528	Testis_mean	unbias	RBH_pair_7005.fa.best.phy	TRINITY_DN129640_c0_g1_i1	0.2208	0.3761	1.7034
TRINITY_DN129641_c0_g3_i2	NA	NA	0.528107856	0.356627321	Brain_mean	unbias	RBH_pair_7006.fa.best.phy	TRINITY_DN129641_c0_g3_i2	0.0271	0.0143	0.5278
TRINITY_DN129643_c0_g1_i2	NA	NA	1.050199725	0.448582291	Testis_mean	unbias	RBH_pair_7007.fa.best.phy	TRINITY_DN129643_c0_g1_i2	0.0686	0.1033	1.5068
TRINITY_DN129646_c3_g1_i2	NA	NA	0.548242882	0.475812702	Ovary_mean	unbias	RBH_pair_7009.fa.best.phy	TRINITY_DN129646_c3_g1_i2	0.0767	0.1329	1.733
TRINITY_DN129648_c0_g1_i3	NA	NA	1.18593932	0.34658227	G27_mean	male	RBH_pair_7010.fa.best.phy	TRINITY_DN129648_c0_g1_i3	0.1854	0.3515	1.8961
TRINITY_DN129650_c5_g1_i1	NA	NA	0.424953398	0.696570412	Liver_mean	unbias	RBH_pair_7012.fa.best.phy	TRINITY_DN129650_c5_g1_i1	0.0941	0.1803	1.9162
TRINITY_DN129651_c0_g1_i10	NA	NA	0.140744295	0.490954216	Brain_mean	unbias	RBH_pair_7013.fa.best.phy	TRINITY_DN129651_c0_g1_i10	0.1453	0.2061	1.4183
TRINITY_DN129659_c2_g1_i2	NA	NA	-2.15243009	0.693716976	Brain_mean	female	RBH_pair_7019.fa.best.phy	TRINITY_DN129659_c2_g1_i2	0.0316	0.035	1.1074
TRINITY_DN129661_c1_g5_i1	NA	NA	0.084941602	0.127189747	G27_mean	unbias	RBH_pair_7020.fa.best.phy	TRINITY_DN129661_c1_g5_i1	0.1426	0.2071	1.4524
TRINITY_DN129661_c1_g6_i1	stil	Chr04	1.161308721	0.59116392	G46_M_mean	male	RBH_pair_7021.fa.best.phy	TRINITY_DN129661_c1_g6_i1	0.1847	0.3169	1.7162
TRINITY_DN129662_c2_g1_i1	NA	NA	0.271332411	0.676135331	Brain_mean	unbias	RBH_pair_7022.fa.best.phy	TRINITY_DN129662_c2_g1_i1	0.0404	0.0476	1.179
TRINITY_DN129669_c1_g4_i1	NA	NA	-0.014947266	0.19223769	Brain_mean	unbias	RBH_pair_7023.fa.best.phy	TRINITY_DN129669_c1_g4_i1	0.0471	0.057	1.2098
TRINITY_DN129670_c3_g2_i2	NA	NA	0.733695128	0.264195747	G43_F_mean	unbias	RBH_pair_7024.fa.best.phy	TRINITY_DN129670_c3_g2_i2	0.0745	0.0988	1.326
TRINITY_DN129671_c1_g4_i1	rqcd1	Chr09	-0.614341052	0.270692715	Ovary_mean	unbias	RBH_pair_7025.fa.best.phy	TRINITY_DN129671_c1_g4_i1	0.0995	0.1298	1.3053
TRINITY_DN129673_c0_g1_i5	cpm	Chr03	-0.186030862	0.501861146	Brain_mean	unbias	RBH_pair_7028.fa.best.phy	TRINITY_DN129673_c0_g1_i5	0.0333	0.041	1.234
TRINITY_DN129674_c0_g1_i1	NA	NA	-3.904367235	0.667162984	Ovary_mean	female	RBH_pair_7030.fa.best.phy	TRINITY_DN129674_c0_g1_i1	0.1468	0.2373	1.616
TRINITY_DN129677_c6_g1_i1	NA	NA	0.096152016	0.769098093	Brain_mean	unbias	RBH_pair_7032.fa.best.phy	TRINITY_DN129677_c6_g1_i1	0.0493	0.0706	1.4318
TRINITY_DN129677_c7_g1_i12	Xetrov90022685m	Chr09	0.068352203	0.762828904	Brain_mean	unbias	RBH_pair_7033.fa.best.phy	TRINITY_DN129677_c7_g1_i12	0.0463	0.0574	1.24
TRINITY_DN129680_c1_g2_i6	NA	NA	0.178790737	0.499750528	Testis_mean	unbias	RBH_pair_7034.fa.best.phy	TRINITY_DN129680_c1_g2_i6	0.0493	0.0694	1.4064
TRINITY_DN129684_c6_g1_i2	NA	NA	0.22576597	0.445960067	Testis_mean	unbias	RBH_pair_7035.fa.best.phy	TRINITY_DN129684_c6_g1_i2	0.0457	0.0472	1.032
TRINITY_DN129687_c0_g1_i3	NA	NA	-1.673810046	0.360608143	Ovary_mean	female	RBH_pair_7036.fa.best.phy	TRINITY_DN129687_c0_g1_i3	0.0324	0.0638	1.9673
TRINITY_DN129688_c1_g1_i2	NA	NA	-0.010262984	0.235552681	Testis_mean	unbias	RBH_pair_7037.fa.best.phy	TRINITY_DN129688_c1_g1_i2	0.1964	0.2152	1.0958
TRINITY_DN129690_c6_g3_i2	NA	NA	-2.185407669	0.368041453	Ovary_mean	female	RBH_pair_7040.fa.best.phy	TRINITY_DN129690_c6_g3_i2	0.0622	0.1207	1.9412
TRINITY_DN129692_c0_g1_i2	NA	NA	0.286627741	0.154722588	Testis_mean	unbias	RBH_pair_7042.fa.best.phy	TRINITY_DN129692_c0_g1_i2	0.0902	0.1236	1.3699
TRINITY_DN129696_c0_g1_i1	NA	NA	-1.141288714	0.361744776	Ovary_mean	female	RBH_pair_7043.fa.best.phy	TRINITY_DN129696_c0_g1_i1	0.122	0.1848	1.5151
TRINITY_DN129698_c3_g1_i2	tm7sf2	Chr04	-0.116063024	0.379958412	G43_M_mean	unbias	RBH_pair_7044.fa.best.phy	TRINITY_DN129698_c3_g1_i2	0.1524	0.2085	1.3686
TRINITY_DN129700_c0_g1_i1	cops3	Chr09	0.149224178	0.313397637	Brain_mean	unbias	RBH_pair_7047.fa.best.phy	TRINITY_DN129700_c0_g1_i1	0.0598	0.0677	1.1319
TRINITY_DN129701_c1_g8_i3	NA	NA	-0.745312491	0.451936326	Ovary_mean	unbias	RBH_pair_7048.fa.best.phy	TRINITY_DN129701_c1_g8_i3	0.1264	0.2095	1.6568
TRINITY_DN129703_c2_g1_i1	NA	NA	0.035824796	0.262583669	Ovary_mean	unbias	RBH_pair_7050.fa.best.phy	TRINITY_DN129703_c2_g1_i1	0.1703	0.229	1.3446
TRINITY_DN129703_c3_g1_i5	NA	NA	-0.43239488	0.216444043	Testis_mean	unbias	RBH_pair_7051.fa.best.phy	TRINITY_DN129703_c3_g1_i5	0.0383	0.039	1.0179
TRINITY_DN129706_c0_g1_i1	NA	NA	-1.099712875	0.452873173	Ovary_mean	female	RBH_pair_7053.fa.best.phy	TRINITY_DN129706_c0_g1_i1	0.0394	0.0615	1.5618
TRINITY_DN129708_c0_g1_i1	dimt1	Chr01	0.171386028	0.332866838	Ovary_mean	unbias	RBH_pair_7054.fa.best.phy	TRINITY_DN129708_c0_g1_i1	0.1532	0.3044	1.9873
TRINITY_DN129709_c0_g1_i2	pfdn2	Chr08	0.370126813	0.651988452	G46_M_mean	unbias	RBH_pair_7055.fa.best.phy	TRINITY_DN129709_c0_g1_i2	0.1098	0.2141	1.9499
TRINITY_DN129715_c1_g3_i1	NA	NA	-0.002195647	0.685750525	Brain_mean	unbias	RBH_pair_7058.fa.best.phy	TRINITY_DN129715_c1_g3_i1	0.0153	0.0282	1.8416
TRINITY_DN129715_c2_g8_i1	chst4	Chr08	0.601421675	0.348366369	G46_M_mean	unbias	RBH_pair_7059.fa.best.phy	TRINITY_DN129715_c2_g8_i1	0.1555	0.2565	1.6493
TRINITY_DN129719_c1_g1_i2	NA	NA	-1.603328436	0.419436962	Ovary_mean	female	RBH_pair_7060.fa.best.phy	TRINITY_DN129719_c1_g1_i2	0.1406	0.2184	1.5527
TRINITY_DN129722_c0_g2_i5	NA	NA	0.369120499	0.532535922	G43_M_mean	unbias	RBH_pair_7061.fa.best.phy	TRINITY_DN129722_c0_g2_i5	0.1488	0.2891	1.9429
TRINITY_DN129723_c0_g1_i2	NA	NA	-0.294390475	0.117138156	G23_mean	unbias	RBH_pair_7062.fa.best.phy	TRINITY_DN129723_c0_g1_i2	0.0385	0.0435	1.1289
TRINITY_DN129727_c0_g1_i1	efr3b	scaffold_452	-2.095409018	0.502205065	Ovary_mean	female	RBH_pair_7063.fa.best.phy	TRINITY_DN129727_c0_g1_i1	0.1303	0.2139	1.6418
TRINITY_DN129727_c1_g1_i1	rad54b	Chr06	-0.525410798	0.216004463	G23_mean	unbias	RBH_pair_7064.fa.best.phy	TRINITY_DN129727_c1_g1_i1	0.0554	0.1095	1.978
TRINITY_DN129735_c4_g1_i1	NA	NA	0.620473216	0.659473922	Brain_mean	unbias	RBH_pair_7070.fa.best.phy	TRINITY_DN129735_c4_g1_i1	0.1114	0.1421	1.2751
TRINITY_DN129736_c3_g1_i1	NA	NA	0.577887336	0.558479925	Brain_mean	unbias	RBH_pair_7071.fa.best.phy	TRINITY_DN129736_c3_g1_i1	0.0499	0.0693	1.3906
TRINITY_DN129737_c1_g1_i1	NA	NA	0.046038364	0.102013929	Ovary_mean	unbias	RBH_pair_7072.fa.best.phy	TRINITY_DN129737_c1_g1_i1	0.0707	0.0793	1.1212
TRINITY_DN129738_c1_g6_i4	NA	NA	-0.412536345	0.49081824	Ovary_mean	unbias	RBH_pair_7073.fa.best.phy	TRINITY_DN129738_c1_g6_i4	0.1576	0.2936	1.8628
TRINITY_DN129740_c0_g3_i1	NA	NA	-0.590292914	0.270681717	G23_mean	unbias	RBH_pair_7076.fa.best.phy	TRINITY_DN129740_c0_g3_i1	0.146	0.1789	1.2252
TRINITY_DN129744_c0_g2_i2	NA	NA	0.286531106	0.272189304	G27_mean	unbias	RBH_pair_7079.fa.best.phy	TRINITY_DN129744_c0_g2_i2	0.0725	0.137	1.8889
TRINITY_DN129747_c1_g3_i1	tbpl1	Chr05	0.128672892	0.62705502	Testis_mean	unbias	RBH_pair_7081.fa.best.phy	TRINITY_DN129747_c1_g3_i1	0.0719	0.1343	1.867
TRINITY_DN129754_c0_g2_i2	NA	NA	-1.902150588	0.431475697	Ovary_mean	female	RBH_pair_7083.fa.best.phy	TRINITY_DN129754_c0_g2_i2	0.1176	0.1973	1.6776
TRINITY_DN129755_c4_g2_i2	NA	NA	0.352211374	0.722134771	Brain_mean	unbias	RBH_pair_7085.fa.best.phy	TRINITY_DN129755_c4_g2_i2	0.1441	0.2333	1.619
TRINITY_DN129764_c2_g2_i3	NA	NA	-0.349562715	0.223255323	Brain_mean	unbias	RBH_pair_7087.fa.best.phy	TRINITY_DN129764_c2_g2_i3	0.0456	0.0485	1.0637
TRINITY_DN129765_c1_g3_i2	NA	NA	0.144255852	0.74602992	Brain_mean	unbias	RBH_pair_7088.fa.best.phy	TRINITY_DN129765_c1_g3_i2	0.0192	0.0234	1.218
TRINITY_DN129765_c1_g6_i4	nxph2	Chr09	-1.365034519	0.428055678	Ovary_mean	female	RBH_pair_7089.fa.best.phy	TRINITY_DN129765_c1_g6_i4	0.0595	0.0886	1.4901
TRINITY_DN129766_c2_g9_i1	uqcrc2	Chr09	0.374441623	0.594415511	Brain_mean	unbias	RBH_pair_7090.fa.best.phy	TRINITY_DN129766_c2_g9_i1	0.1464	0.2112	1.443
TRINITY_DN129767_c1_g1_i1	cd3e	Chr07	-1.200714151	0.611225369	Ovary_mean	unbias	RBH_pair_7091.fa.best.phy	TRINITY_DN129767_c1_g1_i1	0.0662	0.0939	1.4188
TRINITY_DN129774_c0_g2_i2	NA	NA	-1.066630437	0.279827122	Testis_mean	female	RBH_pair_7095.fa.best.phy	TRINITY_DN129774_c0_g2_i2	0.0714	0.094	1.3165
TRINITY_DN129780_c0_g1_i2	NA	NA	-0.771973401	0.333688395	Brain_mean	unbias	RBH_pair_7096.fa.best.phy	TRINITY_DN129780_c0_g1_i2	0.0566	0.0613	1.0829
TRINITY_DN129781_c0_g1_i1	aplf	Chr05	-2.066486199	0.482545567	Ovary_mean	female	RBH_pair_7097.fa.best.phy	TRINITY_DN129781_c0_g1_i1	0.0682	0.1175	1.7235
TRINITY_DN129784_c1_g3_i1	lrrc27-like	Chr07	-0.25042005	0.212086515	Brain_mean	unbias	RBH_pair_7100.fa.best.phy	TRINITY_DN129784_c1_g3_i1	0.0367	0.0519	1.4144
TRINITY_DN129784_c1_g7_i1	NA	NA	0.564915368	0.375785353	G46_M_mean	unbias	RBH_pair_7101.fa.best.phy	TRINITY_DN129784_c1_g7_i1	0.1274	0.1851	1.4525
TRINITY_DN129785_c2_g1_i5	ssh3	Chr07	-0.952271851	0.581619291	Brain_mean	unbias	RBH_pair_7102.fa.best.phy	TRINITY_DN129785_c2_g1_i5	0.0185	0.0301	1.6294
TRINITY_DN129787_c3_g1_i1	NA	NA	-2.735689308	0.381630361	Ovary_mean	female	RBH_pair_7103.fa.best.phy	TRINITY_DN129787_c3_g1_i1	0.0601	0.0742	1.2345
TRINITY_DN129787_c7_g1_i1	LOC100493968	scaffold_540	-1.159542425	0.358609356	Ovary_mean	female	RBH_pair_7104.fa.best.phy	TRINITY_DN129787_c7_g1_i1	0.1308	0.1676	1.2815
TRINITY_DN129790_c0_g1_i6	NA	NA	-0.279229088	0.292425731	Ovary_mean	unbias	RBH_pair_7105.fa.best.phy	TRINITY_DN129790_c0_g1_i6	0.0594	0.1034	1.7417
TRINITY_DN129798_c2_g1_i1	NA	NA	0.029043484	0.155911526	Ovary_mean	unbias	RBH_pair_7107.fa.best.phy	TRINITY_DN129798_c2_g1_i1	0.0593	0.0862	1.4548
TRINITY_DN129799_c1_g6_i1	lmx1b.2	Chr03	0.351605902	0.413318829	G43_F_mean	unbias	RBH_pair_7108.fa.best.phy	TRINITY_DN129799_c1_g6_i1	0.044	0.0345	0.7851
TRINITY_DN129804_c0_g1_i8	NA	NA	0.160089842	0.184699546	Testis_mean	unbias	RBH_pair_7110.fa.best.phy	TRINITY_DN129804_c0_g1_i8	0.0481	0.0824	1.7118
TRINITY_DN129806_c7_g1_i1	NA	NA	0.751298194	0.49568002	Brain_mean	unbias	RBH_pair_7112.fa.best.phy	TRINITY_DN129806_c7_g1_i1	0.1076	0.0589	0.5469
TRINITY_DN129807_c6_g5_i1	mrps14	Chr04	0.228024947	0.339907966	Brain_mean	unbias	RBH_pair_7115.fa.best.phy	TRINITY_DN129807_c6_g5_i1	0.0413	0.0461	1.116
TRINITY_DN129813_c1_g8_i1	NA	NA	0.280403775	0.19914424	G23_mean	unbias	RBH_pair_7116.fa.best.phy	TRINITY_DN129813_c1_g8_i1	0.0607	0.0988	1.6292
TRINITY_DN129816_c1_g2_i7	NA	NA	-0.451145901	0.363437375	Ovary_mean	unbias	RBH_pair_7117.fa.best.phy	TRINITY_DN129816_c1_g2_i7	0.0594	0.0813	1.3682
TRINITY_DN129822_c0_g1_i2	NA	NA	0.798272096	0.436483709	G27_mean	unbias	RBH_pair_7120.fa.best.phy	TRINITY_DN129822_c0_g1_i2	0.1341	0.1568	1.1688
TRINITY_DN129823_c2_g1_i1	NA	NA	0.273705097	0.405805569	G23_mean	unbias	RBH_pair_7121.fa.best.phy	TRINITY_DN129823_c2_g1_i1	0.0493	0.0443	0.8978
TRINITY_DN129823_c3_g4_i2	LOC100495760	Chr06	0.081214598	0.380540717	Ovary_mean	unbias	RBH_pair_7122.fa.best.phy	TRINITY_DN129823_c3_g4_i2	0.1603	0.2702	1.6852
TRINITY_DN129824_c0_g5_i1	pde11a-like.1	Chr09	0.34426785	0.20791464	Brain_mean	unbias	RBH_pair_7123.fa.best.phy	TRINITY_DN129824_c0_g5_i1	0.0895	0.1181	1.3192
TRINITY_DN129825_c0_g1_i1	NA	NA	0.99210046	0.4477782	Brain_mean	unbias	RBH_pair_7124.fa.best.phy	TRINITY_DN129825_c0_g1_i1	0.1742	0.301	1.7281
TRINITY_DN129825_c1_g2_i1	NA	NA	1.350419126	0.355544264	G43_M_mean	unbias	RBH_pair_7125.fa.best.phy	TRINITY_DN129825_c1_g2_i1	0.2375	0.3795	1.5982
TRINITY_DN129826_c3_g1_i3	NA	NA	-0.085347002	0.412195276	Ovary_mean	unbias	RBH_pair_7127.fa.best.phy	TRINITY_DN129826_c3_g1_i3	0.1122	0.0911	0.8126
TRINITY_DN129827_c5_g2_i1	NA	NA	1.007196744	0.298658793	G46_M_mean	unbias	RBH_pair_7130.fa.best.phy	TRINITY_DN129827_c5_g2_i1	0.0551	0.0818	1.4852
TRINITY_DN129836_c0_g2_i1	pole-like	Chr01	1.552922261	0.554171617	G46_M_mean	male	RBH_pair_7132.fa.best.phy	TRINITY_DN129836_c0_g2_i1	0.0481	0.0718	1.4928
TRINITY_DN129836_c0_g3_i3	NA	NA	-0.72109168	0.319778702	Ovary_mean	unbias	RBH_pair_7133.fa.best.phy	TRINITY_DN129836_c0_g3_i3	0.0737	0.1286	1.7456
TRINITY_DN129844_c3_g1_i2	NA	NA	0.603691702	0.208207464	G43_M_mean	unbias	RBH_pair_7138.fa.best.phy	TRINITY_DN129844_c3_g1_i2	0.0545	0.0761	1.3957
TRINITY_DN129845_c1_g2_i1	atp4b	Chr02	-0.568348466	0.32842004	Ovary_mean	unbias	RBH_pair_7139.fa.best.phy	TRINITY_DN129845_c1_g2_i1	0.0611	0.0819	1.3413
TRINITY_DN129845_c2_g19_i2	NA	NA	-1.885687985	0.49372077	Ovary_mean	female	RBH_pair_7140.fa.best.phy	TRINITY_DN129845_c2_g19_i2	0.0556	0.0767	1.3784
TRINITY_DN129847_c0_g1_i5	NA	NA	-0.576922078	0.333557782	Testis_mean	unbias	RBH_pair_7141.fa.best.phy	TRINITY_DN129847_c0_g1_i5	0.0829	0.1536	1.8529
TRINITY_DN129849_c0_g1_i3	LOC100493155	Chr01	-0.635631682	0.386852431	Ovary_mean	unbias	RBH_pair_7143.fa.best.phy	TRINITY_DN129849_c0_g1_i3	0.118	0.1469	1.2443
TRINITY_DN129852_c1_g1_i2	NA	NA	-1.117764547	0.234761227	Ovary_mean	female	RBH_pair_7146.fa.best.phy	TRINITY_DN129852_c1_g1_i2	0.0643	0.0962	1.495
TRINITY_DN129856_c1_g1_i6	NA	NA	0.295070408	0.398875285	Testis_mean	unbias	RBH_pair_7148.fa.best.phy	TRINITY_DN129856_c1_g1_i6	0.0441	0.0296	0.6726
TRINITY_DN129857_c4_g1_i1	NA	NA	0.258170081	0.335800077	G27_mean	unbias	RBH_pair_7149.fa.best.phy	TRINITY_DN129857_c4_g1_i1	0.0536	0.0934	1.7446
TRINITY_DN129857_c4_g5_i4	st3gal2-like	Chr04	0.583862471	0.509715066	Brain_mean	unbias	RBH_pair_7150.fa.best.phy	TRINITY_DN129857_c4_g5_i4	0.0495	0.0359	0.7244
TRINITY_DN129858_c0_g3_i1	NA	NA	0.411526517	0.073664513	Testis_mean	unbias	RBH_pair_7151.fa.best.phy	TRINITY_DN129858_c0_g3_i1	0.0109	0.0135	1.2407
TRINITY_DN129859_c0_g13_i1	NA	NA	0.729539749	0.284343537	G43_M_mean	unbias	RBH_pair_7152.fa.best.phy	TRINITY_DN129859_c0_g13_i1	0.0445	0.0487	1.0941
TRINITY_DN129860_c0_g3_i1	NA	NA	-1.377044302	0.511691596	Ovary_mean	female	RBH_pair_7153.fa.best.phy	TRINITY_DN129860_c0_g3_i1	0.0369	0.0728	1.9754
TRINITY_DN129864_c0_g1_i2	alk-like.1	Chr05	0.548635113	0.723066309	Brain_mean	unbias	RBH_pair_7154.fa.best.phy	TRINITY_DN129864_c0_g1_i2	0.0091	0.0086	0.9476
TRINITY_DN129868_c1_g3_i1	atcay	Chr01	-0.08223918	0.522020979	Ovary_mean	unbias	RBH_pair_7156.fa.best.phy	TRINITY_DN129868_c1_g3_i1	0.0434	0.0527	1.2134
TRINITY_DN129880_c2_g1_i1	NA	NA	-3.212258648	0.694242821	Ovary_mean	female	RBH_pair_7160.fa.best.phy	TRINITY_DN129880_c2_g1_i1	0.1399	0.2557	1.8283
TRINITY_DN129884_c3_g1_i1	NA	NA	-0.577160942	0.773723238	Ovary_mean	unbias	RBH_pair_7162.fa.best.phy	TRINITY_DN129884_c3_g1_i1	0.0436	0.0412	0.9444
TRINITY_DN129884_c4_g1_i1	NA	NA	-1.695446151	0.482772197	Brain_mean	female	RBH_pair_7163.fa.best.phy	TRINITY_DN129884_c4_g1_i1	0.0383	0.0405	1.059
TRINITY_DN129888_c13_g3_i1	NA	NA	0.684927223	0.317320299	Brain_mean	unbias	RBH_pair_7165.fa.best.phy	TRINITY_DN129888_c13_g3_i1	0.1816	0.3596	1.9806
TRINITY_DN129894_c0_g2_i1	cnnm3-like	Chr03	0.789953967	0.714873932	Brain_mean	unbias	RBH_pair_7167.fa.best.phy	TRINITY_DN129894_c0_g2_i1	0.0719	0.089	1.2384
TRINITY_DN129896_c0_g2_i2	csrnp3-like	Chr09	-4.021864571	0.568819539	G46_F_mean	female	RBH_pair_7168.fa.best.phy	TRINITY_DN129896_c0_g2_i2	0.0797	0.1279	1.6034
TRINITY_DN129897_c11_g2_i2	NA	NA	0.322279095	0.600515684	G23_mean	unbias	RBH_pair_7170.fa.best.phy	TRINITY_DN129897_c11_g2_i2	0.0802	0.1108	1.3821
TRINITY_DN129898_c0_g1_i1	NA	NA	0.397296352	0.351611726	G43_F_mean	unbias	RBH_pair_7171.fa.best.phy	TRINITY_DN129898_c0_g1_i1	0.072	0.0806	1.1202
TRINITY_DN129901_c2_g1_i2	NA	NA	-0.093977504	0.520770337	Brain_mean	unbias	RBH_pair_7172.fa.best.phy	TRINITY_DN129901_c2_g1_i2	0.06	0.0564	0.9402
TRINITY_DN129904_c0_g4_i1	pex14	Chr07	-0.501962082	0.362233044	Brain_mean	unbias	RBH_pair_7173.fa.best.phy	TRINITY_DN129904_c0_g4_i1	0.0863	0.1619	1.8766
TRINITY_DN129907_c0_g1_i3	NA	NA	-0.062877594	0.376955671	Ovary_mean	unbias	RBH_pair_7175.fa.best.phy	TRINITY_DN129907_c0_g1_i3	0.2076	0.3701	1.7823
TRINITY_DN129908_c0_g1_i1	trim63	Chr02	0.287314579	0.258260469	Ovary_mean	unbias	RBH_pair_7176.fa.best.phy	TRINITY_DN129908_c0_g1_i1	0.0585	0.0754	1.2894
TRINITY_DN129910_c0_g1_i2	NA	NA	1.375031022	0.375262629	Brain_mean	male	RBH_pair_7177.fa.best.phy	TRINITY_DN129910_c0_g1_i2	0.1585	0.216	1.3629
TRINITY_DN129914_c0_g1_i1	NA	NA	0.876538437	0.412030063	Brain_mean	unbias	RBH_pair_7179.fa.best.phy	TRINITY_DN129914_c0_g1_i1	0.0489	0.0529	1.0825
TRINITY_DN129919_c0_g2_i13	nmrk2	Chr03	-0.399129742	0.150863816	Ovary_mean	unbias	RBH_pair_7181.fa.best.phy	TRINITY_DN129919_c0_g2_i13	0.1956	0.2785	1.4241
TRINITY_DN129920_c0_g2_i4	sec24d-like.2	Chr07	0.460399449	0.533868101	Brain_mean	unbias	RBH_pair_7182.fa.best.phy	TRINITY_DN129920_c0_g2_i4	0.0931	0.1208	1.2972
TRINITY_DN129922_c2_g5_i2	NA	NA	-0.318106268	0.242057743	Ovary_mean	unbias	RBH_pair_7183.fa.best.phy	TRINITY_DN129922_c2_g5_i2	0.0315	0.0566	1.7949
TRINITY_DN129923_c0_g2_i3	NA	NA	-2.90809944	0.602031954	Ovary_mean	female	RBH_pair_7184.fa.best.phy	TRINITY_DN129923_c0_g2_i3	0.1994	0.3585	1.7977
TRINITY_DN129927_c0_g1_i1	NA	NA	0.430521125	0.525792281	G46_M_mean	unbias	RBH_pair_7185.fa.best.phy	TRINITY_DN129927_c0_g1_i1	0.031	0.0376	1.2127
TRINITY_DN129928_c3_g2_i2	cbx6	Chr04	-3.233728753	0.683018614	Ovary_mean	female	RBH_pair_7186.fa.best.phy	TRINITY_DN129928_c3_g2_i2	0.0475	0.0714	1.5032
TRINITY_DN129929_c2_g1_i2	NA	NA	-0.144874932	0.196316826	Testis_mean	unbias	RBH_pair_7187.fa.best.phy	TRINITY_DN129929_c2_g1_i2	0.1307	0.1338	1.0235
TRINITY_DN129929_c2_g2_i1	NA	NA	-1.366794637	0.55931104	Ovary_mean	female	RBH_pair_7188.fa.best.phy	TRINITY_DN129929_c2_g2_i1	0.0897	0.1316	1.4673
TRINITY_DN129930_c1_g3_i2	NA	NA	-0.566096409	0.238398407	Ovary_mean	unbias	RBH_pair_7189.fa.best.phy	TRINITY_DN129930_c1_g3_i2	0.2788	0.3056	1.0961
TRINITY_DN129931_c1_g1_i1	Xetrov90007874m	Chr03	-0.395660246	0.214169026	Liver_mean	unbias	RBH_pair_7190.fa.best.phy	TRINITY_DN129931_c1_g1_i1	0.0648	0.0997	1.5392
