gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN124286_c0_g1_i1	ube3d	Chr05	-2.077425705	0.421804531	Ovary_mean	female	0.0957	0.1577	1.6487	G46
TRINITY_DN124305_c4_g1_i5	NA	NA	-3.091417368	0.482289021	Ovary_mean	female	0.0838	0.1382	1.6501	G46
TRINITY_DN124306_c2_g1_i1	NA	NA	-1.342262273	0.698467469	Ovary_mean	female	0.0719	0.073	1.0152	G46
TRINITY_DN124325_c0_g1_i1	NA	NA	-10.18508682	0.811035619	Ovary_mean	female	0.1505	0.2156	1.4328	G46
TRINITY_DN124336_c0_g2_i1	NA	NA	-4.809148921	0.766930448	Ovary_mean	female	0.019	0.0235	1.2394	G46
TRINITY_DN124362_c0_g1_i2	LOC100487674-like	Chr01	-1.119458712	0.424205086	Ovary_mean	female	0.0971	0.1328	1.3676	G46
TRINITY_DN124365_c0_g1_i1	larp7	Chr01	-1.623640258	0.681899674	Ovary_mean	female	0.0463	0.0633	1.3655	G46
TRINITY_DN124427_c8_g1_i1	NA	NA	-1.341786962	0.437764305	Ovary_mean	female	0.0884	0.1476	1.6702	G46
TRINITY_DN124446_c1_g1_i2	NA	NA	-1.052029055	0.45062268	Ovary_mean	female	0.0092	0.0132	1.4421	G46
TRINITY_DN124453_c0_g1_i4	NA	NA	-2.360571397	0.598737877	Brain_mean	female	0.0237	0.025	1.0569	G46
TRINITY_DN124459_c0_g1_i1	NA	NA	-1.462003172	0.441178442	Ovary_mean	female	0.0899	0.1753	1.9499	G46
TRINITY_DN124462_c0_g1_i2	NA	NA	-2.866472979	0.531662022	Ovary_mean	female	0.0665	0.105	1.5782	G46
TRINITY_DN124463_c0_g2_i3	NA	NA	-2.597147632	0.522679335	Ovary_mean	female	0.1253	0.2488	1.985	G46
TRINITY_DN124474_c0_g2_i2	NA	NA	-1.445956378	0.5036019	Ovary_mean	female	0.0974	0.1816	1.8637	G46
TRINITY_DN124491_c7_g2_i1	NA	NA	-4.061809727	0.571669409	Ovary_mean	female	0.054	0.0733	1.3567	G46
TRINITY_DN124497_c3_g1_i2	NA	NA	-1.776425547	0.633213093	Ovary_mean	female	0.0937	0.1575	1.6822	G46
TRINITY_DN124503_c1_g2_i2	NA	NA	-2.217068797	0.618858103	Ovary_mean	female	0.1195	0.1963	1.6431	G46
TRINITY_DN124520_c1_g1_i1	slc2a5	Chr07	-1.09254963	0.275732526	Ovary_mean	female	0.0365	0.0476	1.3042	G46
TRINITY_DN124521_c0_g1_i1	NA	NA	-5.291916776	0.620026412	Ovary_mean	female	0.068	0.1268	1.865	G46
TRINITY_DN124523_c1_g1_i1	NA	NA	-6.76825859	0.617740067	Ovary_mean	female	0.0695	0.0913	1.3131	G46
TRINITY_DN124534_c3_g3_i1	NA	NA	-1.473452623	0.663869065	Ovary_mean	female	0.2365	0.4167	1.7616	G46
TRINITY_DN124609_c0_g1_i1	NA	NA	-3.19689173	0.741891018	Ovary_mean	female	0.163	0.1303	0.7991	G46
TRINITY_DN124615_c0_g1_i1	NA	NA	-1.962113803	0.525939241	Ovary_mean	female	0.0157	0.0299	1.9058	G46
TRINITY_DN124621_c1_g3_i2	NA	NA	-1.149479177	0.344116206	Ovary_mean	female	0.0971	0.1754	1.807	G46
TRINITY_DN124649_c0_g1_i1	NA	NA	-9.998825856	0.627763467	Ovary_mean	female	0.0572	0.0657	1.1483	G46
TRINITY_DN124650_c4_g3_i2	NA	NA	-1.728047367	0.505469384	Ovary_mean	female	0.0513	0.0588	1.1453	G46
TRINITY_DN124665_c1_g1_i1	tnfaip8	Chr01	-1.140409526	0.325885098	Ovary_mean	female	0.052	0.0728	1.3993	G46
TRINITY_DN124667_c1_g2_i1	memo1	Chr05	-2.700658798	0.556266523	Ovary_mean	female	0.0848	0.1103	1.3007	G46
TRINITY_DN124680_c0_g2_i3	NA	NA	-5.282441095	0.722117363	Ovary_mean	female	0.132	0.2041	1.5465	G46
TRINITY_DN124686_c2_g1_i1	stx6	Chr04	-1.043974374	0.418795844	Ovary_mean	female	0.1324	0.1873	1.4148	G46
TRINITY_DN124703_c0_g1_i1	fkbp14	Chr06	-1.855145115	0.660299269	Brain_mean	female	0.027	0.0504	1.8617	G46
TRINITY_DN124749_c0_g1_i1	pah	Chr03	-2.328534161	0.45056434	Ovary_mean	female	0.0051	0.0058	1.1293	G46
TRINITY_DN124764_c1_g1_i2	NA	NA	-2.254245963	0.627354017	Ovary_mean	female	0.0886	0.1081	1.2208	G46
TRINITY_DN124768_c1_g3_i1	NA	NA	-1.839403765	0.404045706	Ovary_mean	female	0.0313	0.0475	1.5163	G46
TRINITY_DN124832_c11_g3_i2	LOC101732440	Chr07	-1.459603205	0.435730176	Ovary_mean	female	0.0477	0.0643	1.3487	G46
TRINITY_DN124856_c0_g1_i2	NA	NA	-1.155327373	0.292367386	Ovary_mean	female	0.0037	0.0044	1.2088	G46
TRINITY_DN124862_c1_g2_i1	NA	NA	-3.260381824	0.623324712	Ovary_mean	female	0.2537	0.3548	1.3983	G46
TRINITY_DN124864_c5_g3_i3	NA	NA	-3.03892442	0.544056083	Ovary_mean	female	0.0648	0.1249	1.9281	G46
TRINITY_DN124873_c0_g1_i3	NA	NA	-1.29854385	0.371369783	Ovary_mean	female	0.0204	0.0306	1.5008	G46
TRINITY_DN124874_c2_g2_i1	wdr17-like	Chr01	-2.046654999	0.527577637	Ovary_mean	female	0.0403	0.0534	1.3259	G46
TRINITY_DN124886_c0_g1_i1	NA	NA	-1.834204342	0.443260391	Ovary_mean	female	0.0128	0.0204	1.6024	G46
TRINITY_DN124913_c0_g1_i4	NA	NA	-2.295215778	0.571999432	Ovary_mean	female	0.1786	0.2915	1.6317	G46
TRINITY_DN124922_c6_g7_i1	dcun1d3	Chr09	-1.150429775	0.398897565	Ovary_mean	female	0.0395	0.0665	1.6812	G46
TRINITY_DN124967_c2_g1_i1	NA	NA	-2.393192016	0.577827307	Ovary_mean	female	0.0414	0.0732	1.767	G46
TRINITY_DN124999_c0_g1_i1	id3	Chr02	-1.759934276	0.567916647	Ovary_mean	female	0.0673	0.1317	1.9584	G46
TRINITY_DN125009_c0_g1_i1	NA	NA	-4.510002899	0.750951661	Ovary_mean	female	0.0713	0.1424	1.9965	G46
TRINITY_DN125015_c1_g1_i1	NA	NA	-3.598460601	0.502390847	Ovary_mean	female	0.06	0.1014	1.6893	G46
TRINITY_DN125043_c0_g2_i6	fam195a	Chr09	-2.823812993	0.524862345	Ovary_mean	female	0.0503	0.0958	1.9045	G46
TRINITY_DN125054_c0_g1_i2	NA	NA	-4.035514344	0.7015826	Ovary_mean	female	0.0663	0.0742	1.1195	G46
TRINITY_DN125066_c0_g1_i1	NA	NA	-1.297883624	0.339135824	Ovary_mean	female	0.0934	0.1245	1.3333	G46
TRINITY_DN125068_c2_g1_i2	NA	NA	-1.53383238	0.399576737	Brain_mean	female	0.0241	0.0358	1.4868	G46
TRINITY_DN125072_c0_g2_i1	NA	NA	-1.1754879	0.393720819	Ovary_mean	female	0.0722	0.125	1.7312	G46
TRINITY_DN125104_c0_g8_i5	NA	NA	-1.203942308	0.497280088	Liver_mean	female	0.1009	0.132	1.3085	G46
TRINITY_DN125122_c0_g1_i3	NA	NA	-1.635603605	0.503694601	Ovary_mean	female	0.2474	0.3389	1.37	G46
TRINITY_DN125127_c2_g1_i1	NA	NA	-2.050459836	0.492431974	Ovary_mean	female	0.1047	0.2048	1.9564	G46
TRINITY_DN125143_c3_g4_i3	NA	NA	-4.682222835	0.812680975	Ovary_mean	female	0.0896	0.1243	1.3877	G46
TRINITY_DN125147_c0_g1_i3	NA	NA	-1.922869947	0.57388348	Ovary_mean	female	0.0445	0.0744	1.6725	G46
TRINITY_DN125155_c0_g3_i1	NA	NA	-2.125181379	0.562595053	Ovary_mean	female	0.0308	0.0413	1.3431	G46
TRINITY_DN125156_c0_g2_i2	NA	NA	-2.217089153	0.478762184	Ovary_mean	female	0.1774	0.3049	1.7189	G46
TRINITY_DN125176_c0_g1_i1	s1pr2	Chr03	-1.095158651	0.317326102	Ovary_mean	female	0.0445	0.0727	1.6331	G46
TRINITY_DN125238_c0_g1_i1	NA	NA	-2.97537068	0.609973438	Ovary_mean	female	0.2754	0.4158	1.5099	G46
TRINITY_DN125242_c0_g4_i5	NA	NA	-1.783084602	0.600795948	Ovary_mean	female	0.1015	0.1559	1.5356	G46
TRINITY_DN125254_c0_g1_i1	Xetrov90024667m	Chr10	-2.425655715	0.559790186	Ovary_mean	female	0.0604	0.0986	1.6336	G46
TRINITY_DN125269_c2_g1_i2	NA	NA	-2.318769229	0.695308564	Ovary_mean	female	0.0455	0.0865	1.9026	G46
TRINITY_DN125269_c4_g1_i3	NA	NA	-1.751781716	0.500683801	Ovary_mean	female	0.06	0.116	1.9352	G46
TRINITY_DN125305_c3_g2_i1	NA	NA	-2.372267601	0.568931582	Ovary_mean	female	0.0428	0.0704	1.6435	G46
TRINITY_DN125335_c2_g1_i2	rgs9bp	Chr10	-1.847108276	0.503838001	Ovary_mean	female	0.1639	0.1922	1.1723	G46
TRINITY_DN125337_c3_g1_i1	NA	NA	-1.480358584	0.389591345	Ovary_mean	female	0.0271	0.0511	1.8863	G46
TRINITY_DN125343_c0_g8_i1	Xetrov90027396m	scaffold_2361	-1.590825372	0.40474891	Ovary_mean	female	0.0232	0.0421	1.8143	G46
TRINITY_DN125363_c4_g4_i4	LOC100486632-like	Chr03	-1.720571298	0.508325799	Ovary_mean	female	0.2062	0.1957	0.9492	G46
TRINITY_DN125376_c0_g7_i3	srsf5	Chr08	-1.615559856	0.440098672	Ovary_mean	female	0.0407	0.0497	1.2201	G46
TRINITY_DN125423_c4_g2_i5	NA	NA	-2.053928502	0.775653216	Ovary_mean	female	0.0333	0.0406	1.2201	G46
TRINITY_DN125443_c0_g1_i1	NA	NA	-1.538512821	0.403773311	Ovary_mean	female	0.1066	0.1175	1.1026	G46
TRINITY_DN125445_c4_g5_i1	NA	NA	-2.87317552	0.576181404	Ovary_mean	female	0.0378	0.042	1.1107	G46
TRINITY_DN125533_c0_g1_i1	NA	NA	-2.458756889	0.659974448	Ovary_mean	female	0.0627	0.0877	1.3978	G46
TRINITY_DN125563_c4_g2_i4	NA	NA	-2.624096282	0.601829616	Ovary_mean	female	0.0741	0.1464	1.976	G46
TRINITY_DN125578_c3_g4_i3	ppid	Chr01	-2.248897733	0.4511824	Ovary_mean	female	0.0172	0.0246	1.4289	G46
TRINITY_DN125604_c1_g2_i1	rnf145	Chr03	-1.946873226	0.593226583	Ovary_mean	female	0.0597	0.049	0.8204	G46
TRINITY_DN125607_c0_g1_i1	NA	NA	-2.634415303	0.634665704	Ovary_mean	female	0.0691	0.1186	1.7157	G46
TRINITY_DN125618_c1_g2_i2	NA	NA	-2.513615592	0.710708255	Ovary_mean	female	0.046	0.0571	1.242	G46
TRINITY_DN125619_c0_g1_i4	NA	NA	-2.049765903	0.389527141	Ovary_mean	female	0.0555	0.1063	1.9157	G46
TRINITY_DN125667_c5_g2_i2	NA	NA	-1.85024728	0.453288271	Ovary_mean	female	0.0678	0.0823	1.2146	G46
TRINITY_DN125710_c0_g2_i2	NA	NA	-2.268871574	0.598937952	Ovary_mean	female	0.027	0.0393	1.4555	G46
TRINITY_DN125718_c0_g3_i1	NA	NA	-2.287203818	0.472579736	Ovary_mean	female	0.0149	0.0199	1.3339	G46
TRINITY_DN125730_c4_g1_i3	NA	NA	-1.788029553	0.39200253	Ovary_mean	female	0.0738	0.1363	1.8469	G46
TRINITY_DN125761_c2_g2_i1	acat2	Chr05	-2.529188052	0.583582055	Ovary_mean	female	0.0469	0.0591	1.2593	G46
TRINITY_DN125784_c0_g2_i4	NA	NA	-1.32200942	0.611094217	Ovary_mean	female	0.0793	0.1487	1.8767	G46
TRINITY_DN125794_c0_g2_i2	bbs4	Chr03	-1.40486725	0.539769055	Ovary_mean	female	0.0471	0.0809	1.7182	G46
TRINITY_DN125797_c1_g1_i2	NA	NA	-4.04887126	0.430911687	Ovary_mean	female	0.0541	0.0923	1.7064	G46
TRINITY_DN125805_c0_g1_i2	NA	NA	-1.356845836	0.365069919	Ovary_mean	female	0.0545	0.075	1.3747	G46
TRINITY_DN125811_c0_g2_i6	NA	NA	-1.980332751	0.433782215	Ovary_mean	female	0.0286	0.0386	1.3474	G46
TRINITY_DN125831_c0_g1_i1	NA	NA	-1.814649714	0.768596815	Brain_mean	female	0.0529	0.0636	1.2006	G46
TRINITY_DN125832_c3_g1_i1	NA	NA	-2.685597618	0.530407758	Ovary_mean	female	0.0399	0.0481	1.2046	G46
TRINITY_DN125892_c0_g1_i1	NA	NA	-1.955312735	0.571056827	Ovary_mean	female	0.1038	0.1752	1.6877	G46
TRINITY_DN125895_c0_g1_i2	traf6	Chr04	-2.0946004	0.48136812	Ovary_mean	female	0.183	0.2215	1.2106	G46
TRINITY_DN125899_c5_g1_i2	NA	NA	-1.918382866	0.421467993	Ovary_mean	female	0.1353	0.1897	1.4018	G46
TRINITY_DN125916_c0_g2_i1	NA	NA	-2.111813367	0.407445178	Ovary_mean	female	0.0757	0.0983	1.298	G46
TRINITY_DN125960_c1_g1_i3	NA	NA	-2.55417881	0.661965655	Ovary_mean	female	0.0795	0.1562	1.9633	G46
TRINITY_DN125971_c0_g1_i2	NA	NA	-9.456393329	0.902583328	Ovary_mean	female	0.039	0.0653	1.6722	G46
TRINITY_DN125987_c0_g1_i2	NA	NA	-1.659820974	0.439993515	Ovary_mean	female	0.0433	0.0845	1.9501	G46
TRINITY_DN125997_c0_g3_i2	LOC101734726	scaffold_48	-2.575514906	0.497794641	Ovary_mean	female	0.1754	0.1968	1.1219	G46
TRINITY_DN126025_c7_g3_i1	msl2	Chr05	-3.324121685	0.623884171	Ovary_mean	female	0.2241	0.386	1.7225	G46
TRINITY_DN126027_c4_g1_i1	NA	NA	-1.147649503	0.550018517	Brain_mean	female	0.0418	0.0625	1.497	G46
TRINITY_DN126027_c6_g2_i1	NA	NA	-1.485352561	0.455186364	Ovary_mean	female	0.073	0.1069	1.4651	G46
TRINITY_DN126031_c3_g1_i1	NA	NA	-2.166972536	0.592822472	Ovary_mean	female	0.0833	0.1303	1.5636	G46
TRINITY_DN126047_c5_g5_i7	NA	NA	-1.349361917	0.485767786	Ovary_mean	female	0.1051	0.1112	1.0575	G46
TRINITY_DN126051_c2_g2_i3	NA	NA	-1.809654261	0.686709484	Ovary_mean	female	0.1561	0.2574	1.6493	G46
TRINITY_DN126078_c0_g1_i1	NA	NA	-13.61463927	0.86741228	Ovary_mean	female	0.189	0.3196	1.6912	G46
TRINITY_DN126079_c0_g1_i1	NA	NA	-1.893678275	0.457454618	Ovary_mean	female	0.1226	0.1743	1.4211	G46
TRINITY_DN126089_c1_g1_i2	uggt1-like	Chr05	-6.718235288	0.750716773	Testis_mean	female	0.222	0.3588	1.6162	G46
TRINITY_DN126113_c4_g2_i1	NA	NA	-1.867654901	0.595398096	Ovary_mean	female	0.0109	0.0196	1.8058	G46
TRINITY_DN126133_c2_g1_i1	LOC100486199-like	Chr04	-1.667226004	0.501691188	Ovary_mean	female	0.0359	0.0353	0.9825	G46
TRINITY_DN126158_c0_g1_i1	NA	NA	-3.044230749	0.604338081	Ovary_mean	female	0.1067	0.1869	1.751	G46
TRINITY_DN126161_c0_g2_i4	NA	NA	-2.516688569	0.424536335	Ovary_mean	female	0.0218	0.0322	1.4786	G46
TRINITY_DN126178_c1_g1_i1	NA	NA	-3.23699691	0.53466751	Ovary_mean	female	0.0806	0.1539	1.9085	G46
TRINITY_DN126222_c0_g1_i1	mpp7	Chr06	-1.40095821	0.519605312	Ovary_mean	female	0.0727	0.1013	1.3931	G46
TRINITY_DN126256_c6_g2_i1	NA	NA	-3.758536934	0.708376062	Ovary_mean	female	0.0215	0.029	1.3531	G46
TRINITY_DN126284_c5_g1_i3	NA	NA	-1.011174281	0.236649883	Ovary_mean	female	0.0569	0.0917	1.6123	G46
TRINITY_DN126296_c0_g1_i4	mtg1	Chr07	-1.097645807	0.736449105	Brain_mean	female	0.03	0.0425	1.4144	G46
TRINITY_DN126312_c0_g1_i4	NA	NA	-5.33132825	0.635186839	Ovary_mean	female	0.1612	0.3023	1.8748	G46
TRINITY_DN126314_c2_g1_i2	NA	NA	-1.488246959	0.514223037	Ovary_mean	female	0.0584	0.0827	1.4166	G46
TRINITY_DN126318_c8_g2_i4	NA	NA	-1.541078786	0.445962589	Ovary_mean	female	0.0813	0.1343	1.6529	G46
TRINITY_DN126330_c1_g2_i1	NA	NA	-1.656204973	0.353908143	Ovary_mean	female	0.128	0.2552	1.9938	G46
TRINITY_DN126356_c1_g3_i1	NA	NA	-1.736753572	0.580417239	Ovary_mean	female	0.073	0.071	0.9714	G46
TRINITY_DN126357_c1_g1_i2	dhx40	Chr02	-1.083350818	0.348693704	Ovary_mean	female	0.0648	0.1064	1.6433	G46
TRINITY_DN126357_c1_g2_i4	gpr126	Chr05	-1.49808147	0.385674605	Ovary_mean	female	0.042	0.0468	1.1147	G46
TRINITY_DN126359_c3_g1_i4	NA	NA	-2.379549856	0.73737121	Ovary_mean	female	0.2418	0.3464	1.4326	G46
TRINITY_DN126394_c1_g1_i1	rars	Chr03	-2.453572156	0.512035172	Ovary_mean	female	0.0665	0.1085	1.631	G46
TRINITY_DN126405_c0_g1_i1	NA	NA	-3.795162615	0.411194674	Ovary_mean	female	0.0156	0.0282	1.8135	G46
TRINITY_DN126410_c3_g1_i3	NA	NA	-6.288295565	0.552648125	Ovary_mean	female	0.2241	0.4171	1.8618	G46
TRINITY_DN126421_c2_g1_i1	oxt	Chr01	-3.415872165	0.571518795	Ovary_mean	female	0.0457	0.0808	1.7687	G46
TRINITY_DN126425_c1_g1_i3	NA	NA	-3.990754261	0.624564403	Ovary_mean	female	0.0962	0.1554	1.6157	G46
TRINITY_DN126429_c0_g1_i1	sp5l	Chr02	-2.300272378	0.487715332	Ovary_mean	female	0.0532	0.066	1.2421	G46
TRINITY_DN126447_c0_g1_i1	NA	NA	-3.351416542	0.570405642	Ovary_mean	female	0.1231	0.2104	1.7095	G46
TRINITY_DN126452_c0_g2_i3	NA	NA	-1.564404838	0.430034163	Ovary_mean	female	0.1979	0.357	1.8036	G46
TRINITY_DN126470_c0_g1_i1	hmx3	Chr07	-1.807872026	0.517127303	Brain_mean	female	0.1032	0.148	1.4344	G46
TRINITY_DN126507_c0_g1_i2	NA	NA	-4.746469234	0.772453077	Ovary_mean	female	0.0435	0.0441	1.0156	G46
TRINITY_DN126533_c3_g2_i1	NA	NA	-1.524689184	0.428057186	Ovary_mean	female	0.1156	0.153	1.324	G46
TRINITY_DN126535_c1_g2_i4	NA	NA	-1.034308275	0.540396256	Brain_mean	female	0.1722	0.1756	1.0199	G46
TRINITY_DN126551_c0_g2_i5	NA	NA	-1.661338989	0.361156843	Ovary_mean	female	0.0186	0.0255	1.375	G46
TRINITY_DN126559_c1_g4_i2	NA	NA	-2.632717057	0.284740203	Ovary_mean	female	0.0604	0.1189	1.9696	G46
TRINITY_DN126577_c0_g1_i1	NA	NA	-2.621379228	0.514958527	Ovary_mean	female	0.0886	0.1473	1.6618	G46
TRINITY_DN126600_c0_g1_i1	ep300	Chr04	-2.212212451	0.487068552	Ovary_mean	female	0.0881	0.1674	1.9005	G46
TRINITY_DN126605_c1_g1_i1	NA	NA	-1.50014809	0.646050639	Ovary_mean	female	0.1089	0.1935	1.7778	G46
TRINITY_DN126616_c6_g6_i2	NA	NA	-1.62289303	0.405587377	Ovary_mean	female	0.0256	0.0323	1.2626	G46
TRINITY_DN126619_c1_g3_i3	NA	NA	-1.155910949	0.446622317	Ovary_mean	female	0.0688	0.0837	1.2167	G46
TRINITY_DN126629_c0_g1_i1	prkci	Chr05	-1.340817519	0.304593019	Ovary_mean	female	0.057	0.0928	1.6283	G46
TRINITY_DN126639_c0_g1_i1	NA	NA	-1.441671151	0.442958264	Ovary_mean	female	0.0852	0.145	1.7022	G46
TRINITY_DN126647_c0_g1_i1	sgpp2	Chr05	-2.777573751	0.66873653	Ovary_mean	female	0.0158	0.0242	1.5301	G46
TRINITY_DN126692_c6_g4_i1	NA	NA	-1.459243756	0.459777514	Ovary_mean	female	0.065	0.0485	0.7463	G46
TRINITY_DN126693_c0_g1_i1	NA	NA	-3.01159289	0.67951254	Ovary_mean	female	0.1093	0.1941	1.7762	G46
TRINITY_DN126701_c6_g2_i1	NA	NA	-1.218936271	0.424343228	Ovary_mean	female	0.009	0.0078	0.8568	G46
TRINITY_DN126721_c4_g1_i3	clint1	Chr03	-1.339449048	0.377887701	Ovary_mean	female	0.09	0.1096	1.2179	G46
TRINITY_DN126729_c2_g1_i2	NA	NA	-10.59242179	0.874467516	Ovary_mean	female	0.1025	0.1457	1.4211	G46
TRINITY_DN126754_c2_g1_i1	NA	NA	-2.970862683	0.536912661	Ovary_mean	female	0.0659	0.1034	1.5674	G46
TRINITY_DN126783_c1_g5_i3	NA	NA	-9.655154467	0.870326524	Ovary_mean	female	0.046	0.0703	1.529	G46
TRINITY_DN126838_c0_g1_i1	NA	NA	-2.491525116	0.432756408	Ovary_mean	female	0.052	0.0686	1.3203	G46
TRINITY_DN126839_c0_g2_i1	NA	NA	-3.455414889	0.513520026	Ovary_mean	female	0.1516	0.19	1.2536	G46
TRINITY_DN126890_c0_g2_i1	cops4	Chr01	-1.922503921	0.388700109	Ovary_mean	female	0.1413	0.2067	1.4624	G46
TRINITY_DN126897_c0_g2_i1	hdlbp	Chr05	-1.696255689	0.451688359	Ovary_mean	female	0.08	0.0898	1.1228	G46
TRINITY_DN126899_c2_g1_i1	NA	NA	-1.300299495	0.579659215	Ovary_mean	female	0.1762	0.3009	1.7082	G46
TRINITY_DN126910_c4_g1_i1	NA	NA	-1.125563364	0.433691752	Ovary_mean	female	0.1798	0.1189	0.6611	G46
TRINITY_DN126935_c6_g3_i3	NA	NA	-2.460545735	0.65041396	Ovary_mean	female	0.0444	0.0649	1.4626	G46
TRINITY_DN126945_c0_g1_i2	fam160b2	Chr03	-1.383533231	0.399317204	Ovary_mean	female	0.1222	0.2162	1.7684	G46
TRINITY_DN127008_c0_g1_i1	NA	NA	-1.251760431	0.566756035	Ovary_mean	female	0.168	0.2455	1.461	G46
TRINITY_DN127021_c5_g1_i1	NA	NA	-2.176790372	0.528721697	Ovary_mean	female	0.0373	0.0589	1.5819	G46
TRINITY_DN127028_c1_g1_i1	NA	NA	-1.44192172	0.628766823	Ovary_mean	female	0.1249	0.1043	0.835	G46
TRINITY_DN127049_c0_g3_i1	lysmd3	Chr01	-2.765241107	0.747083699	Brain_mean	female	0.0405	0.0474	1.169	G46
TRINITY_DN127067_c5_g2_i2	LOC100495255	Chr06	-1.126228756	0.369014102	Brain_mean	female	0.0277	0.0363	1.3117	G46
TRINITY_DN127070_c0_g1_i3	NA	NA	-7.55969982	0.763323771	Ovary_mean	female	0.1381	0.2172	1.5734	G46
TRINITY_DN127094_c2_g3_i3	NA	NA	-4.147221448	0.711085571	Brain_mean	female	0.019	0.0212	1.1169	G46
TRINITY_DN127109_c0_g1_i3	LOC100493599-like	Chr05	-1.127873581	0.265218731	Ovary_mean	female	0.0369	0.0433	1.1736	G46
TRINITY_DN127129_c2_g3_i1	NA	NA	-13.41195137	0.87539592	Ovary_mean	female	0.1346	0.2598	1.9303	G46
TRINITY_DN127185_c2_g2_i3	NA	NA	-2.089339993	0.364693666	Ovary_mean	female	0.0274	0.0129	0.4685	G46
TRINITY_DN127209_c2_g4_i3	NA	NA	-1.419567989	0.598045533	Ovary_mean	female	0.1877	0.2343	1.2486	G46
TRINITY_DN127225_c3_g5_i1	NA	NA	-1.027797062	0.376570603	Ovary_mean	female	0.0317	0.0351	1.1046	G46
TRINITY_DN127233_c1_g1_i5	NA	NA	-2.188551201	0.336679502	Ovary_mean	female	0.0376	0.0599	1.5918	G46
TRINITY_DN127247_c0_g1_i4	NA	NA	-1.742242279	0.371429605	Ovary_mean	female	0.0474	0.0609	1.2839	G46
TRINITY_DN127273_c0_g3_i2	NA	NA	-2.920181144	0.3470318	Ovary_mean	female	0.0489	0.0709	1.4494	G46
TRINITY_DN127335_c2_g3_i2	NA	NA	-1.424025404	0.373638367	Ovary_mean	female	0.052	0.0911	1.7537	G46
TRINITY_DN127341_c11_g1_i1	NA	NA	-3.446601368	0.696907457	Ovary_mean	female	0.0825	0.1434	1.7384	G46
TRINITY_DN127351_c3_g3_i1	NA	NA	-1.564536406	0.523236434	Ovary_mean	female	0.1249	0.2495	1.9985	G46
TRINITY_DN127392_c2_g1_i1	NA	NA	-2.067435396	0.581188498	Brain_mean	female	0.1006	0.1214	1.2073	G46
TRINITY_DN127401_c0_g1_i1	NA	NA	-1.871377405	0.413778821	Ovary_mean	female	0.0118	0.0099	0.8434	G46
TRINITY_DN127409_c0_g1_i4	NA	NA	-3.346508569	0.70738272	Ovary_mean	female	0.1149	0.1139	0.9916	G46
TRINITY_DN127422_c1_g2_i2	NA	NA	-1.342621937	0.595322882	Ovary_mean	female	0.2329	0.3482	1.4948	G46
TRINITY_DN127457_c0_g2_i2	NA	NA	-1.840803789	0.532081214	Ovary_mean	female	0.0775	0.1284	1.6572	G46
TRINITY_DN127458_c0_g6_i1	NA	NA	-1.00407167	0.471729184	Ovary_mean	female	0.0775	0.1448	1.8674	G46
TRINITY_DN127485_c0_g1_i3	NA	NA	-2.495530866	0.546265639	Ovary_mean	female	0.0943	0.16	1.6965	G46
TRINITY_DN127491_c0_g1_i1	NA	NA	-3.905759037	0.744610603	Ovary_mean	female	0.1424	0.2066	1.4507	G46
TRINITY_DN127522_c0_g1_i1	NA	NA	-2.128637069	0.486239092	Ovary_mean	female	0.0651	0.116	1.7813	G46
TRINITY_DN127576_c0_g1_i5	NA	NA	-3.578745943	0.735558697	Ovary_mean	female	0.0727	0.0956	1.315	G46
TRINITY_DN127605_c4_g3_i1	tspan3	Chr03	-1.577873489	0.822274131	Ovary_mean	female	0.2732	0.4091	1.4975	G46
TRINITY_DN127611_c0_g3_i1	NA	NA	-1.415353398	0.367104297	Ovary_mean	female	0.1319	0.1895	1.436	G46
TRINITY_DN127619_c2_g2_i2	NA	NA	-1.113657238	0.481971934	Ovary_mean	female	0.0794	0.1007	1.2684	G46
TRINITY_DN127630_c3_g2_i2	NA	NA	-2.770016026	0.418181336	Ovary_mean	female	0.1476	0.2522	1.7087	G46
TRINITY_DN127631_c0_g1_i3	NA	NA	-1.658098775	0.474113472	Ovary_mean	female	0.0052	0.0078	1.4934	G46
TRINITY_DN127666_c1_g1_i1	NA	NA	-2.026105732	0.513499052	Ovary_mean	female	0.0567	0.0898	1.5838	G46
TRINITY_DN127667_c0_g2_i1	NA	NA	-1.868352278	0.673750104	Ovary_mean	female	0.132	0.1899	1.4385	G46
TRINITY_DN127706_c0_g1_i2	NA	NA	-1.64044537	0.534533007	Ovary_mean	female	0.047	0.0874	1.8584	G46
TRINITY_DN127727_c1_g2_i3	dctn4	Chr03	-1.664970514	0.615620121	Ovary_mean	female	0.0576	0.103	1.7882	G46
TRINITY_DN127749_c2_g2_i1	LOC100488020	scaffold_124	-1.244455855	0.452360611	Ovary_mean	female	0.0655	0.1251	1.9099	G46
TRINITY_DN127805_c6_g1_i1	NA	NA	-1.503733615	0.24370516	Ovary_mean	female	0.2292	0.3769	1.6446	G46
TRINITY_DN127806_c0_g1_i2	NA	NA	-1.765888003	0.359576399	Ovary_mean	female	0.0192	0.0293	1.525	G46
TRINITY_DN127848_c6_g1_i1	NA	NA	-1.065338436	0.387293914	Ovary_mean	female	0.0964	0.1064	1.1028	G46
TRINITY_DN127864_c2_g4_i4	NA	NA	-5.045313569	0.702411059	G46_F_mean	female	0.1753	0.3272	1.8663	G46
