gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN127013_c6_g1_i2	female	TRINITY_DN127013_c6_g1_i2	oxa1l	Chr01	-1.839395556	0.446579006	Ovary_mean	female
TRINITY_DN127021_c5_g1_i1	female	TRINITY_DN127021_c5_g1_i1	NA	NA	-2.176790372	0.528721697	Ovary_mean	female
TRINITY_DN127025_c4_g1_i1	female	TRINITY_DN127025_c4_g1_i1	NA	NA	-1.083066405	0.363973846	Ovary_mean	female
TRINITY_DN127028_c1_g1_i1	female	TRINITY_DN127028_c1_g1_i1	NA	NA	-1.44192172	0.628766823	Ovary_mean	female
TRINITY_DN127049_c0_g3_i1	female	TRINITY_DN127049_c0_g3_i1	lysmd3	Chr01	-2.765241107	0.747083699	Brain_mean	female
TRINITY_DN127063_c3_g1_i3	female	TRINITY_DN127063_c3_g1_i3	pgp	Chr09	-1.955352544	0.535984839	Ovary_mean	female
TRINITY_DN127067_c5_g2_i2	female	TRINITY_DN127067_c5_g2_i2	LOC100495255	Chr06	-1.126228756	0.369014102	Brain_mean	female
TRINITY_DN127070_c0_g1_i3	female	TRINITY_DN127070_c0_g1_i3	NA	NA	-7.55969982	0.763323771	Ovary_mean	female
TRINITY_DN127072_c5_g2_i1	female	TRINITY_DN127072_c5_g2_i1	NA	NA	-2.849288992	0.522099366	Ovary_mean	female
TRINITY_DN127092_c0_g1_i5	female	TRINITY_DN127092_c0_g1_i5	NA	NA	-1.457570597	0.527556042	Ovary_mean	female
TRINITY_DN127094_c2_g3_i3	female	TRINITY_DN127094_c2_g3_i3	NA	NA	-4.147221448	0.711085571	Brain_mean	female
TRINITY_DN127109_c0_g1_i3	female	TRINITY_DN127109_c0_g1_i3	LOC100493599-like	Chr05	-1.127873581	0.265218731	Ovary_mean	female
TRINITY_DN127129_c2_g3_i1	female	TRINITY_DN127129_c2_g3_i1	NA	NA	-13.41195137	0.87539592	Ovary_mean	female
TRINITY_DN127132_c1_g2_i2	female	TRINITY_DN127132_c1_g2_i2	rragd	Chr05	-1.714016868	0.666900303	Ovary_mean	female
TRINITY_DN127143_c0_g2_i1	female	TRINITY_DN127143_c0_g2_i1	NA	NA	-4.626838288	0.817029496	Ovary_mean	female
TRINITY_DN127157_c0_g1_i1	female	TRINITY_DN127157_c0_g1_i1	NA	NA	-1.726945628	0.607058924	Ovary_mean	female
TRINITY_DN127161_c0_g1_i2	female	TRINITY_DN127161_c0_g1_i2	NA	NA	-3.604710059	0.682280479	Ovary_mean	female
TRINITY_DN127175_c5_g1_i8	female	TRINITY_DN127175_c5_g1_i8	amh	Chr01	-1.970668067	0.561073526	Ovary_mean	female
TRINITY_DN127175_c5_g2_i1	female	TRINITY_DN127175_c5_g2_i1	NA	NA	-2.53695633	0.491864112	Ovary_mean	female
TRINITY_DN127175_c5_g3_i2	female	TRINITY_DN127175_c5_g3_i2	NA	NA	-2.689665266	0.682226181	Ovary_mean	female
TRINITY_DN127178_c0_g3_i8	female	TRINITY_DN127178_c0_g3_i8	map1a-like.2	Chr03	-5.078185796	0.515405489	Ovary_mean	female
TRINITY_DN127185_c2_g2_i3	female	TRINITY_DN127185_c2_g2_i3	NA	NA	-2.089339993	0.364693666	Ovary_mean	female
TRINITY_DN127202_c3_g6_i1	female	TRINITY_DN127202_c3_g6_i1	adcy1	Chr06	-3.215538601	0.703719907	Ovary_mean	female
TRINITY_DN127209_c2_g4_i3	female	TRINITY_DN127209_c2_g4_i3	NA	NA	-1.419567989	0.598045533	Ovary_mean	female
TRINITY_DN127225_c3_g5_i1	female	TRINITY_DN127225_c3_g5_i1	NA	NA	-1.027797062	0.376570603	Ovary_mean	female
TRINITY_DN127233_c1_g1_i5	female	TRINITY_DN127233_c1_g1_i5	NA	NA	-2.188551201	0.336679502	Ovary_mean	female
TRINITY_DN127238_c0_g1_i2	female	TRINITY_DN127238_c0_g1_i2	NA	NA	-2.431500252	0.490439785	Ovary_mean	female
TRINITY_DN127238_c1_g1_i1	female	TRINITY_DN127238_c1_g1_i1	NA	NA	-1.44986412	0.235489842	Ovary_mean	female
TRINITY_DN127246_c0_g5_i3	female	TRINITY_DN127246_c0_g5_i3	NA	NA	-1.378269599	0.452314699	Ovary_mean	female
TRINITY_DN127247_c0_g1_i4	female	TRINITY_DN127247_c0_g1_i4	NA	NA	-1.742242279	0.371429605	Ovary_mean	female
TRINITY_DN127273_c0_g3_i2	female	TRINITY_DN127273_c0_g3_i2	NA	NA	-2.920181144	0.3470318	Ovary_mean	female
TRINITY_DN127311_c0_g1_i1	female	TRINITY_DN127311_c0_g1_i1	NA	NA	-1.410649149	0.426780377	Ovary_mean	female
TRINITY_DN127328_c1_g4_i6	female	TRINITY_DN127328_c1_g4_i6	NA	NA	-3.499067439	0.470283858	Ovary_mean	female
TRINITY_DN127328_c1_g5_i1	female	TRINITY_DN127328_c1_g5_i1	NA	NA	-3.76983019	0.595683755	Ovary_mean	female
TRINITY_DN127332_c0_g1_i7	female	TRINITY_DN127332_c0_g1_i7	NA	NA	-2.374146655	0.445501208	Ovary_mean	female
TRINITY_DN127335_c2_g3_i2	female	TRINITY_DN127335_c2_g3_i2	NA	NA	-1.424025404	0.373638367	Ovary_mean	female
TRINITY_DN127341_c11_g1_i1	female	TRINITY_DN127341_c11_g1_i1	NA	NA	-3.446601368	0.696907457	Ovary_mean	female
TRINITY_DN127351_c3_g3_i1	female	TRINITY_DN127351_c3_g3_i1	NA	NA	-1.564536406	0.523236434	Ovary_mean	female
TRINITY_DN127377_c4_g1_i1	female	TRINITY_DN127377_c4_g1_i1	NA	NA	-1.046792286	0.337072439	G46_F_mean	female
TRINITY_DN127392_c2_g1_i1	female	TRINITY_DN127392_c2_g1_i1	NA	NA	-2.067435396	0.581188498	Brain_mean	female
TRINITY_DN127401_c0_g1_i1	female	TRINITY_DN127401_c0_g1_i1	NA	NA	-1.871377405	0.413778821	Ovary_mean	female
TRINITY_DN127401_c0_g2_i1	female	TRINITY_DN127401_c0_g2_i1	NA	NA	-1.771796811	0.566142438	Ovary_mean	female
TRINITY_DN127409_c0_g1_i4	female	TRINITY_DN127409_c0_g1_i4	NA	NA	-3.346508569	0.70738272	Ovary_mean	female
TRINITY_DN127422_c1_g2_i2	female	TRINITY_DN127422_c1_g2_i2	NA	NA	-1.342621937	0.595322882	Ovary_mean	female
TRINITY_DN127457_c0_g2_i2	female	TRINITY_DN127457_c0_g2_i2	NA	NA	-1.840803789	0.532081214	Ovary_mean	female
TRINITY_DN127458_c0_g3_i2	female	TRINITY_DN127458_c0_g3_i2	NA	NA	-1.764542175	0.530276402	Ovary_mean	female
TRINITY_DN127458_c0_g6_i1	female	TRINITY_DN127458_c0_g6_i1	NA	NA	-1.00407167	0.471729184	Ovary_mean	female
TRINITY_DN127474_c0_g1_i3	female	TRINITY_DN127474_c0_g1_i3	NA	NA	-2.748844129	0.638489913	Ovary_mean	female
TRINITY_DN127485_c0_g1_i3	female	TRINITY_DN127485_c0_g1_i3	NA	NA	-2.495530866	0.546265639	Ovary_mean	female
TRINITY_DN127491_c0_g1_i1	female	TRINITY_DN127491_c0_g1_i1	NA	NA	-3.905759037	0.744610603	Ovary_mean	female
TRINITY_DN127513_c0_g1_i1	female	TRINITY_DN127513_c0_g1_i1	NA	NA	-5.196167152	0.804663586	Ovary_mean	female
TRINITY_DN127522_c0_g1_i1	female	TRINITY_DN127522_c0_g1_i1	NA	NA	-2.128637069	0.486239092	Ovary_mean	female
TRINITY_DN127536_c1_g1_i1	female	TRINITY_DN127536_c1_g1_i1	NA	NA	-2.449764722	0.461457346	Ovary_mean	female
TRINITY_DN127539_c4_g1_i1	female	TRINITY_DN127539_c4_g1_i1	NA	NA	-1.240850576	0.377936923	Ovary_mean	female
TRINITY_DN127550_c4_g2_i5	female	TRINITY_DN127550_c4_g2_i5	ampd3	scaffold_203	-1.006109479	0.360000846	Ovary_mean	female
TRINITY_DN127557_c3_g1_i1	female	TRINITY_DN127557_c3_g1_i1	mettl22	Chr09	-4.639601885	0.844830906	Ovary_mean	female
TRINITY_DN127559_c7_g3_i1	female	TRINITY_DN127559_c7_g3_i1	NA	NA	-6.874368109	0.888113291	Ovary_mean	female
TRINITY_DN127576_c0_g1_i5	female	TRINITY_DN127576_c0_g1_i5	NA	NA	-3.578745943	0.735558697	Ovary_mean	female
TRINITY_DN127605_c4_g3_i1	female	TRINITY_DN127605_c4_g3_i1	tspan3	Chr03	-1.577873489	0.822274131	Ovary_mean	female
TRINITY_DN127611_c0_g3_i1	female	TRINITY_DN127611_c0_g3_i1	NA	NA	-1.415353398	0.367104297	Ovary_mean	female
TRINITY_DN127619_c2_g2_i2	female	TRINITY_DN127619_c2_g2_i2	NA	NA	-1.113657238	0.481971934	Ovary_mean	female
TRINITY_DN127630_c2_g3_i1	female	TRINITY_DN127630_c2_g3_i1	Xetrov90012957m	Chr05	-3.04676305	0.533971853	Ovary_mean	female
TRINITY_DN127630_c3_g2_i2	female	TRINITY_DN127630_c3_g2_i2	NA	NA	-2.770016026	0.418181336	Ovary_mean	female
TRINITY_DN127631_c0_g1_i3	female	TRINITY_DN127631_c0_g1_i3	NA	NA	-1.658098775	0.474113472	Ovary_mean	female
TRINITY_DN127664_c3_g1_i1	female	TRINITY_DN127664_c3_g1_i1	NA	NA	-1.251486848	0.402420471	Ovary_mean	female
TRINITY_DN127666_c1_g1_i1	female	TRINITY_DN127666_c1_g1_i1	NA	NA	-2.026105732	0.513499052	Ovary_mean	female
TRINITY_DN127667_c0_g2_i1	female	TRINITY_DN127667_c0_g2_i1	NA	NA	-1.868352278	0.673750104	Ovary_mean	female
TRINITY_DN127683_c0_g4_i1	female	TRINITY_DN127683_c0_g4_i1	NA	NA	-1.585732904	0.300186534	Ovary_mean	female
TRINITY_DN127686_c0_g1_i3	female	TRINITY_DN127686_c0_g1_i3	NA	NA	-1.568708402	0.47195033	Ovary_mean	female
TRINITY_DN127706_c0_g1_i2	female	TRINITY_DN127706_c0_g1_i2	NA	NA	-1.64044537	0.534533007	Ovary_mean	female
TRINITY_DN127727_c1_g2_i3	female	TRINITY_DN127727_c1_g2_i3	dctn4	Chr03	-1.664970514	0.615620121	Ovary_mean	female
TRINITY_DN127737_c0_g1_i1	female	TRINITY_DN127737_c0_g1_i1	NA	NA	-1.701433238	0.726896325	Ovary_mean	female
TRINITY_DN127741_c4_g1_i3	female	TRINITY_DN127741_c4_g1_i3	NA	NA	-1.567570494	0.510282756	Ovary_mean	female
TRINITY_DN127749_c2_g2_i1	female	TRINITY_DN127749_c2_g2_i1	LOC100488020	scaffold_124	-1.244455855	0.452360611	Ovary_mean	female
TRINITY_DN127805_c6_g1_i1	female	TRINITY_DN127805_c6_g1_i1	NA	NA	-1.503733615	0.24370516	Ovary_mean	female
TRINITY_DN127806_c0_g1_i2	female	TRINITY_DN127806_c0_g1_i2	NA	NA	-1.765888003	0.359576399	Ovary_mean	female
TRINITY_DN127814_c1_g1_i1	female	TRINITY_DN127814_c1_g1_i1	NA	NA	-2.809837449	0.422436072	Ovary_mean	female
TRINITY_DN127814_c3_g6_i6	female	TRINITY_DN127814_c3_g6_i6	NA	NA	-2.032216492	0.551108765	Ovary_mean	female
TRINITY_DN127832_c2_g2_i2	female	TRINITY_DN127832_c2_g2_i2	NA	NA	-3.006871928	0.641872399	Ovary_mean	female
TRINITY_DN127848_c6_g1_i1	female	TRINITY_DN127848_c6_g1_i1	NA	NA	-1.065338436	0.387293914	Ovary_mean	female
TRINITY_DN127856_c7_g1_i1	female	TRINITY_DN127856_c7_g1_i1	mex3d	Chr01	-1.463181948	0.629531244	Ovary_mean	female
TRINITY_DN127864_c2_g4_i4	female	TRINITY_DN127864_c2_g4_i4	NA	NA	-5.045313569	0.702411059	G46_F_mean	female
TRINITY_DN127874_c5_g1_i1	female	TRINITY_DN127874_c5_g1_i1	NA	NA	-2.338346587	0.533918867	Ovary_mean	female
TRINITY_DN127874_c6_g4_i6	female	TRINITY_DN127874_c6_g4_i6	NA	NA	-2.087145763	0.614924023	Brain_mean	female
TRINITY_DN127876_c3_g2_i2	female	TRINITY_DN127876_c3_g2_i2	Xetrov90007040m	Chr03	-1.109201443	0.469071706	Ovary_mean	female
TRINITY_DN127907_c0_g1_i4	female	TRINITY_DN127907_c0_g1_i4	NA	NA	-2.219830186	0.555715568	Ovary_mean	female
TRINITY_DN127929_c1_g1_i2	female	TRINITY_DN127929_c1_g1_i2	uqcrfs1	Chr04	-4.758407285	0.571023925	Ovary_mean	female
TRINITY_DN127932_c0_g1_i2	female	TRINITY_DN127932_c0_g1_i2	NA	NA	-1.635396964	0.401084797	Ovary_mean	female
TRINITY_DN127952_c0_g1_i2	female	TRINITY_DN127952_c0_g1_i2	NA	NA	-1.890728617	0.421719536	Ovary_mean	female
TRINITY_DN127961_c1_g14_i2	female	TRINITY_DN127961_c1_g14_i2	NA	NA	-4.520638905	0.747428853	Ovary_mean	female
TRINITY_DN128015_c0_g6_i1	female	TRINITY_DN128015_c0_g6_i1	NA	NA	-2.303614183	0.556767323	Ovary_mean	female
TRINITY_DN128016_c3_g2_i5	female	TRINITY_DN128016_c3_g2_i5	Xetrov90014462m	Chr05	-1.849372646	0.521270564	Ovary_mean	female
TRINITY_DN128018_c0_g5_i1	female	TRINITY_DN128018_c0_g5_i1	NA	NA	-1.165727463	0.410663099	Ovary_mean	female
TRINITY_DN128019_c0_g3_i3	female	TRINITY_DN128019_c0_g3_i3	NA	NA	-2.732329855	0.511269983	Ovary_mean	female
TRINITY_DN128020_c1_g1_i1	female	TRINITY_DN128020_c1_g1_i1	NA	NA	-4.166611305	0.860700665	Ovary_mean	female
TRINITY_DN128023_c2_g1_i1	female	TRINITY_DN128023_c2_g1_i1	mcm10	Chr03	-2.252992058	0.381692317	Ovary_mean	female
TRINITY_DN128032_c3_g1_i2	female	TRINITY_DN128032_c3_g1_i2	gab2	Chr02	-1.164264454	0.453569319	Ovary_mean	female
TRINITY_DN128038_c3_g1_i6	female	TRINITY_DN128038_c3_g1_i6	lrp2bp	Chr01	-2.65643457	0.362747357	Ovary_mean	female
TRINITY_DN128047_c0_g2_i1	female	TRINITY_DN128047_c0_g2_i1	pnmt	Chr10	-4.457855533	0.772300367	Ovary_mean	female
TRINITY_DN128057_c0_g1_i2	female	TRINITY_DN128057_c0_g1_i2	NA	NA	-1.177156504	0.486151176	Ovary_mean	female
TRINITY_DN128063_c0_g1_i2	female	TRINITY_DN128063_c0_g1_i2	NA	NA	-2.096370626	0.563473045	Brain_mean	female
TRINITY_DN128087_c0_g1_i1	female	TRINITY_DN128087_c0_g1_i1	NA	NA	-2.760898802	0.583808565	Ovary_mean	female
TRINITY_DN128092_c2_g1_i2	female	TRINITY_DN128092_c2_g1_i2	NA	NA	-1.612106624	0.562146405	Ovary_mean	female
TRINITY_DN128099_c4_g2_i2	female	TRINITY_DN128099_c4_g2_i2	NA	NA	-4.503384249	0.711309352	Ovary_mean	female
TRINITY_DN128113_c3_g3_i1	female	TRINITY_DN128113_c3_g3_i1	NA	NA	-1.623425365	0.510374515	Ovary_mean	female
TRINITY_DN128123_c2_g1_i7	female	TRINITY_DN128123_c2_g1_i7	ggt7	Chr10	-1.250738321	0.481850878	G46_F_mean	female
TRINITY_DN128135_c2_g5_i1	female	TRINITY_DN128135_c2_g5_i1	NA	NA	-1.221092726	0.408357691	Ovary_mean	female
TRINITY_DN128135_c3_g3_i2	female	TRINITY_DN128135_c3_g3_i2	NA	NA	-1.036889949	0.373486058	Liver_mean	female
TRINITY_DN128151_c3_g3_i2	female	TRINITY_DN128151_c3_g3_i2	NA	NA	-1.183926774	0.37559859	Ovary_mean	female
TRINITY_DN128157_c0_g1_i3	female	TRINITY_DN128157_c0_g1_i3	NA	NA	-9.288123163	0.876893579	Ovary_mean	female
TRINITY_DN128172_c3_g1_i1	female	TRINITY_DN128172_c3_g1_i1	myo5a-like	Chr03	-1.537236099	0.480766061	Ovary_mean	female
TRINITY_DN128175_c8_g3_i2	female	TRINITY_DN128175_c8_g3_i2	NA	NA	-9.313503653	0.90118744	Ovary_mean	female
TRINITY_DN128182_c0_g2_i4	female	TRINITY_DN128182_c0_g2_i4	pmp2	Chr06	-2.294511475	0.60671081	Ovary_mean	female
TRINITY_DN128186_c0_g1_i4	female	TRINITY_DN128186_c0_g1_i4	NA	NA	-5.580715479	0.632916199	Ovary_mean	female
TRINITY_DN128224_c1_g1_i2	female	TRINITY_DN128224_c1_g1_i2	NA	NA	-1.261197942	0.315394347	Ovary_mean	female
TRINITY_DN128225_c1_g1_i1	female	TRINITY_DN128225_c1_g1_i1	f2	Chr04	-2.429404013	0.745987904	Ovary_mean	female
TRINITY_DN128247_c5_g9_i3	female	TRINITY_DN128247_c5_g9_i3	NA	NA	-3.170760706	0.45550341	Ovary_mean	female
TRINITY_DN128259_c0_g1_i1	female	TRINITY_DN128259_c0_g1_i1	jup	Chr10	-4.02183781	0.708799919	Ovary_mean	female
TRINITY_DN128268_c2_g2_i1	female	TRINITY_DN128268_c2_g2_i1	NA	NA	-2.949852964	0.613903401	Ovary_mean	female
TRINITY_DN128272_c3_g2_i1	female	TRINITY_DN128272_c3_g2_i1	NA	NA	-3.974748774	0.854133709	Ovary_mean	female
TRINITY_DN128272_c5_g1_i4	female	TRINITY_DN128272_c5_g1_i4	NA	NA	-4.823442251	0.668864158	Ovary_mean	female
TRINITY_DN128274_c4_g1_i4	female	TRINITY_DN128274_c4_g1_i4	NA	NA	-2.311030025	0.506283457	Ovary_mean	female
TRINITY_DN128276_c0_g1_i2	female	TRINITY_DN128276_c0_g1_i2	focad	Chr01	-2.444192101	0.584486166	Ovary_mean	female
TRINITY_DN128282_c6_g2_i1	female	TRINITY_DN128282_c6_g2_i1	NA	NA	-3.64396096	0.656215739	Ovary_mean	female
TRINITY_DN128285_c6_g3_i4	female	TRINITY_DN128285_c6_g3_i4	spint2	Chr08	-2.651003644	0.453501049	Ovary_mean	female
TRINITY_DN128313_c7_g1_i2	female	TRINITY_DN128313_c7_g1_i2	lrrc57	Chr08	-2.755954547	0.754685847	Ovary_mean	female
TRINITY_DN128314_c2_g1_i3	female	TRINITY_DN128314_c2_g1_i3	NA	NA	-2.318788959	0.441719486	Ovary_mean	female
TRINITY_DN128322_c0_g6_i10	female	TRINITY_DN128322_c0_g6_i10	NA	NA	-1.868129239	0.692304099	Ovary_mean	female
TRINITY_DN128331_c2_g1_i1	female	TRINITY_DN128331_c2_g1_i1	NA	NA	-5.892493649	0.831088797	Ovary_mean	female
TRINITY_DN128335_c3_g2_i1	female	TRINITY_DN128335_c3_g2_i1	NA	NA	-2.190858945	0.704556574	Ovary_mean	female
TRINITY_DN128356_c6_g1_i1	female	TRINITY_DN128356_c6_g1_i1	NA	NA	-2.552091319	0.67623024	Brain_mean	female
TRINITY_DN128358_c2_g2_i8	female	TRINITY_DN128358_c2_g2_i8	NA	NA	-3.151160207	0.443833793	G46_F_mean	female
TRINITY_DN128368_c0_g1_i1	female	TRINITY_DN128368_c0_g1_i1	NA	NA	-1.023215602	0.322895154	Ovary_mean	female
TRINITY_DN128390_c3_g1_i1	female	TRINITY_DN128390_c3_g1_i1	tmem19	Chr03	-1.287637078	0.4581437	Ovary_mean	female
TRINITY_DN128397_c3_g2_i2	female	TRINITY_DN128397_c3_g2_i2	NA	NA	-1.160114178	0.360130985	Ovary_mean	female
TRINITY_DN128402_c0_g1_i2	female	TRINITY_DN128402_c0_g1_i2	NA	NA	-12.67847167	0.80580524	Ovary_mean	female
TRINITY_DN128408_c3_g7_i3	female	TRINITY_DN128408_c3_g7_i3	NA	NA	-2.329064393	0.40569598	Ovary_mean	female
TRINITY_DN128417_c4_g4_i2	female	TRINITY_DN128417_c4_g4_i2	NA	NA	-3.11970625	0.578446201	Ovary_mean	female
TRINITY_DN128427_c0_g2_i2	female	TRINITY_DN128427_c0_g2_i2	NA	NA	-2.587128091	0.619739555	Ovary_mean	female
TRINITY_DN128428_c0_g3_i2	female	TRINITY_DN128428_c0_g3_i2	NA	NA	-1.190811399	0.680459585	Ovary_mean	female
TRINITY_DN128429_c0_g1_i1	female	TRINITY_DN128429_c0_g1_i1	NA	NA	-1.322250253	0.577292123	Ovary_mean	female
TRINITY_DN128435_c1_g4_i3	female	TRINITY_DN128435_c1_g4_i3	NA	NA	-2.494016414	0.525342069	Ovary_mean	female
TRINITY_DN128437_c4_g4_i1	female	TRINITY_DN128437_c4_g4_i1	Xetrov90027992m	scaffold_312	-3.005216332	0.782143142	G31_mean	female
TRINITY_DN128450_c0_g1_i7	female	TRINITY_DN128450_c0_g1_i7	NA	NA	-1.362331459	0.61852448	Ovary_mean	female
TRINITY_DN128458_c2_g2_i1	female	TRINITY_DN128458_c2_g2_i1	NA	NA	-1.611217036	0.473325154	Ovary_mean	female
TRINITY_DN128467_c1_g2_i2	female	TRINITY_DN128467_c1_g2_i2	NA	NA	-1.822081669	0.51370274	Ovary_mean	female
TRINITY_DN128499_c5_g1_i2	female	TRINITY_DN128499_c5_g1_i2	NA	NA	-1.770013365	0.567828501	Ovary_mean	female
TRINITY_DN128503_c0_g1_i2	female	TRINITY_DN128503_c0_g1_i2	gpbp1l1	Chr04	-1.95624819	0.585593289	Ovary_mean	female
TRINITY_DN128504_c0_g1_i2	female	TRINITY_DN128504_c0_g1_i2	NA	NA	-1.104070602	0.480566141	Ovary_mean	female
TRINITY_DN128532_c0_g1_i1	female	TRINITY_DN128532_c0_g1_i1	NA	NA	-1.893911675	0.583593605	Ovary_mean	female
TRINITY_DN128532_c0_g2_i1	female	TRINITY_DN128532_c0_g2_i1	slc13a4	Chr04	-1.936423704	0.616284636	Ovary_mean	female
TRINITY_DN128540_c3_g3_i1	female	TRINITY_DN128540_c3_g3_i1	NA	NA	-1.902127816	0.448500832	Ovary_mean	female
TRINITY_DN128544_c0_g2_i1	female	TRINITY_DN128544_c0_g2_i1	NA	NA	-2.111358255	0.457463419	Ovary_mean	female
TRINITY_DN128560_c0_g1_i1	female	TRINITY_DN128560_c0_g1_i1	NA	NA	-2.192880405	0.571830762	Ovary_mean	female
TRINITY_DN128589_c4_g2_i2	female	TRINITY_DN128589_c4_g2_i2	brf2	Chr03	-7.639187004	0.888836061	Ovary_mean	female
TRINITY_DN128595_c0_g6_i1	female	TRINITY_DN128595_c0_g6_i1	NA	NA	-5.696735428	0.57846733	Ovary_mean	female
TRINITY_DN128625_c0_g1_i3	female	TRINITY_DN128625_c0_g1_i3	NA	NA	-2.222868195	0.564101643	Ovary_mean	female
TRINITY_DN128627_c3_g3_i1	female	TRINITY_DN128627_c3_g3_i1	NA	NA	-1.791087828	0.411563316	Ovary_mean	female
TRINITY_DN128634_c0_g1_i1	female	TRINITY_DN128634_c0_g1_i1	NA	NA	-1.622281534	0.370082185	Ovary_mean	female
TRINITY_DN128638_c0_g1_i2	female	TRINITY_DN128638_c0_g1_i2	NA	NA	-9.270814605	0.804302625	Ovary_mean	female
TRINITY_DN128639_c1_g2_i3	female	TRINITY_DN128639_c1_g2_i3	NA	NA	-1.970357311	0.464980043	Ovary_mean	female
TRINITY_DN128639_c1_g5_i1	female	TRINITY_DN128639_c1_g5_i1	acot11-like	Chr04	-1.147187902	0.365745614	Ovary_mean	female
TRINITY_DN128648_c7_g2_i1	female	TRINITY_DN128648_c7_g2_i1	NA	NA	-6.51790738	0.787842242	Ovary_mean	female
TRINITY_DN128648_c7_g8_i1	female	TRINITY_DN128648_c7_g8_i1	pip5k1c	Chr01	-10.46819291	0.869202683	Ovary_mean	female
TRINITY_DN128652_c2_g1_i3	female	TRINITY_DN128652_c2_g1_i3	cacna1a-like	Chr03	-1.398267698	0.443836448	Ovary_mean	female
TRINITY_DN128684_c3_g2_i2	female	TRINITY_DN128684_c3_g2_i2	NA	NA	-1.051026657	0.571785268	Ovary_mean	female
TRINITY_DN128703_c7_g2_i2	female	TRINITY_DN128703_c7_g2_i2	NA	NA	-1.154964042	0.443615144	Ovary_mean	female
TRINITY_DN128711_c0_g1_i4	female	TRINITY_DN128711_c0_g1_i4	NA	NA	-2.478672922	0.573515048	Ovary_mean	female
TRINITY_DN128730_c4_g1_i1	female	TRINITY_DN128730_c4_g1_i1	NA	NA	-1.351916152	0.468639726	Ovary_mean	female
TRINITY_DN128742_c10_g1_i1	female	TRINITY_DN128742_c10_g1_i1	NA	NA	-2.371007516	0.372114072	Ovary_mean	female
TRINITY_DN128742_c10_g2_i3	female	TRINITY_DN128742_c10_g2_i3	NA	NA	-2.194665055	0.368992472	Ovary_mean	female
TRINITY_DN128745_c0_g1_i2	female	TRINITY_DN128745_c0_g1_i2	NA	NA	-2.488070599	0.563148505	Ovary_mean	female
TRINITY_DN128755_c0_g2_i5	female	TRINITY_DN128755_c0_g2_i5	NA	NA	-1.670422601	0.493311125	Ovary_mean	female
TRINITY_DN128761_c2_g4_i2	female	TRINITY_DN128761_c2_g4_i2	NA	NA	-1.186281015	0.513911888	Ovary_mean	female
TRINITY_DN128771_c5_g10_i1	female	TRINITY_DN128771_c5_g10_i1	chat	Chr07	-2.175186053	0.788718545	Brain_mean	female
TRINITY_DN128784_c3_g1_i2	female	TRINITY_DN128784_c3_g1_i2	NA	NA	-6.4476886	0.732820932	Ovary_mean	female
TRINITY_DN128784_c3_g3_i1	female	TRINITY_DN128784_c3_g3_i1	NA	NA	-10.68849987	0.91904172	Ovary_mean	female
TRINITY_DN128790_c6_g6_i5	female	TRINITY_DN128790_c6_g6_i5	NA	NA	-1.309975442	0.371422168	Ovary_mean	female
TRINITY_DN128807_c0_g1_i1	female	TRINITY_DN128807_c0_g1_i1	NA	NA	-2.103012131	0.71429476	Ovary_mean	female
TRINITY_DN128838_c0_g1_i1	female	TRINITY_DN128838_c0_g1_i1	NA	NA	-1.997260894	0.792592626	Ovary_mean	female
TRINITY_DN128845_c0_g1_i1	female	TRINITY_DN128845_c0_g1_i1	esrp1	Chr06	-2.097429045	0.562648778	Ovary_mean	female
TRINITY_DN128858_c0_g1_i1	female	TRINITY_DN128858_c0_g1_i1	NA	NA	-1.71204528	0.494844724	Ovary_mean	female
TRINITY_DN128861_c3_g1_i1	female	TRINITY_DN128861_c3_g1_i1	NA	NA	-4.997850696	0.71498801	Ovary_mean	female
TRINITY_DN128868_c0_g3_i1	female	TRINITY_DN128868_c0_g3_i1	NA	NA	-9.446846428	0.908559684	Ovary_mean	female
TRINITY_DN128880_c4_g1_i2	female	TRINITY_DN128880_c4_g1_i2	NA	NA	-1.421291314	0.41961078	Ovary_mean	female
TRINITY_DN128891_c1_g1_i1	female	TRINITY_DN128891_c1_g1_i1	NA	NA	-1.322332306	0.444132832	Ovary_mean	female
TRINITY_DN128899_c4_g1_i2	female	TRINITY_DN128899_c4_g1_i2	NA	NA	-2.107413875	0.519157489	Ovary_mean	female
TRINITY_DN128905_c8_g2_i1	female	TRINITY_DN128905_c8_g2_i1	NA	NA	-1.735338277	0.607449688	Ovary_mean	female
TRINITY_DN128952_c0_g1_i4	female	TRINITY_DN128952_c0_g1_i4	nol4-like	Chr06	-1.197825713	0.352076244	Ovary_mean	female
TRINITY_DN128960_c2_g2_i7	female	TRINITY_DN128960_c2_g2_i7	NA	NA	-1.595150449	0.539655695	Brain_mean	female
TRINITY_DN128972_c3_g1_i2	female	TRINITY_DN128972_c3_g1_i2	NA	NA	-2.082605197	0.601645944	Ovary_mean	female
TRINITY_DN129001_c0_g2_i2	female	TRINITY_DN129001_c0_g2_i2	NA	NA	-1.677420793	0.754112856	Ovary_mean	female
TRINITY_DN129005_c2_g2_i2	female	TRINITY_DN129005_c2_g2_i2	NA	NA	-2.87680694	0.584075001	Ovary_mean	female
