gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN132667_c0_g1_i1	NA	NA	-3.077626973	0.893397107	Brain_mean	female	RBH_pair_8737.fa.best.phy	TRINITY_DN132667_c0_g1_i1	0.0389	0.0575	1.4771
TRINITY_DN132667_c0_g6_i1	LOC100498574	Chr10	-1.60363024	0.355032394	Ovary_mean	female	RBH_pair_8738.fa.best.phy	TRINITY_DN132667_c0_g6_i1	0.0217	0.0331	1.5287
TRINITY_DN132671_c4_g1_i3	NA	NA	-1.279985831	0.359910506	Ovary_mean	female	RBH_pair_8744.fa.best.phy	TRINITY_DN132671_c4_g1_i3	0.0999	0.1214	1.2145
TRINITY_DN132696_c0_g3_i1	NA	NA	-3.331586276	0.501964935	G46_F_mean	female	RBH_pair_8758.fa.best.phy	TRINITY_DN132696_c0_g3_i1	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	NA	NA	-2.572796472	0.601873487	Ovary_mean	female	RBH_pair_8761.fa.best.phy	TRINITY_DN132703_c8_g1_i1	0.106	0.1985	1.873
TRINITY_DN132717_c3_g1_i4	NA	NA	-1.491251161	0.570856154	Ovary_mean	female	RBH_pair_8768.fa.best.phy	TRINITY_DN132717_c3_g1_i4	0.0561	0.0826	1.4719
TRINITY_DN132727_c1_g2_i3	gjd3-like	scaffold_39	-1.574832335	0.555305731	Ovary_mean	female	RBH_pair_8774.fa.best.phy	TRINITY_DN132727_c1_g2_i3	0.1359	0.1492	1.0979
TRINITY_DN132732_c0_g2_i2	NA	NA	-1.00774977	0.518936691	Ovary_mean	female	RBH_pair_8779.fa.best.phy	TRINITY_DN132732_c0_g2_i2	0.1726	0.289	1.6743
TRINITY_DN132754_c0_g2_i1	mettl14	Chr01	-1.257274335	0.286757546	Ovary_mean	female	RBH_pair_8787.fa.best.phy	TRINITY_DN132754_c0_g2_i1	0.016	0.0258	1.6157
TRINITY_DN132762_c3_g1_i5	NA	NA	-1.453780045	0.373140871	Ovary_mean	female	RBH_pair_8795.fa.best.phy	TRINITY_DN132762_c3_g1_i5	0.081	0.0844	1.0415
TRINITY_DN132776_c2_g1_i1	NA	NA	-1.068233259	0.292087658	Ovary_mean	female	RBH_pair_8806.fa.best.phy	TRINITY_DN132776_c2_g1_i1	0.0304	0.0429	1.412
TRINITY_DN132803_c2_g1_i12	NA	NA	-1.482879298	0.49410205	Ovary_mean	female	RBH_pair_8813.fa.best.phy	TRINITY_DN132803_c2_g1_i12	0.1006	0.1603	1.5926
TRINITY_DN132817_c1_g1_i3	NA	NA	-2.552305869	0.776726786	Ovary_mean	female	RBH_pair_8817.fa.best.phy	TRINITY_DN132817_c1_g1_i3	0.0301	0.054	1.7908
TRINITY_DN132825_c3_g1_i6	NA	NA	-1.252278729	0.28046268	Ovary_mean	female	RBH_pair_8823.fa.best.phy	TRINITY_DN132825_c3_g1_i6	0.1072	0.2019	1.8831
TRINITY_DN132830_c9_g3_i5	impa1	Chr06	-3.044162416	0.597857718	Ovary_mean	female	RBH_pair_8827.fa.best.phy	TRINITY_DN132830_c9_g3_i5	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g5_i6	LOC549932	Chr09	-1.147024923	0.198370314	G23_mean	female	RBH_pair_8829.fa.best.phy	TRINITY_DN132832_c1_g5_i6	0.0349	0.0379	1.0871
TRINITY_DN132837_c1_g2_i2	NA	NA	-2.07509962	0.596525681	Ovary_mean	female	RBH_pair_8832.fa.best.phy	TRINITY_DN132837_c1_g2_i2	0.0345	0.0653	1.8956
TRINITY_DN132842_c1_g1_i1	NA	NA	-1.80521238	0.641967055	Ovary_mean	female	RBH_pair_8835.fa.best.phy	TRINITY_DN132842_c1_g1_i1	0.0729	0.1003	1.3765
TRINITY_DN132851_c3_g3_i1	akap17a	Chr02	-1.629399538	0.481314448	Ovary_mean	female	RBH_pair_8839.fa.best.phy	TRINITY_DN132851_c3_g3_i1	0.1234	0.2356	1.9096
TRINITY_DN132854_c0_g2_i2	flvcr1	Chr05	-2.235064159	0.634512426	Ovary_mean	female	RBH_pair_8842.fa.best.phy	TRINITY_DN132854_c0_g2_i2	0.094	0.0656	0.6977
TRINITY_DN132876_c2_g4_i1	NA	NA	-1.477907893	0.430884567	Ovary_mean	female	RBH_pair_8852.fa.best.phy	TRINITY_DN132876_c2_g4_i1	0.1836	0.2842	1.548
TRINITY_DN132878_c0_g3_i1	kin	Chr03	-1.528587847	0.443604404	Ovary_mean	female	RBH_pair_8853.fa.best.phy	TRINITY_DN132878_c0_g3_i1	0.064	0.0997	1.5596
TRINITY_DN132882_c6_g1_i1	NA	NA	-1.785370547	0.447148262	Testis_mean	female	RBH_pair_8855.fa.best.phy	TRINITY_DN132882_c6_g1_i1	0.2396	0.3879	1.619
TRINITY_DN132882_c8_g2_i1	NA	NA	-3.065017005	0.594326938	Ovary_mean	female	RBH_pair_8856.fa.best.phy	TRINITY_DN132882_c8_g2_i1	0.0657	0.0842	1.282
TRINITY_DN132887_c4_g2_i1	lrrc24	scaffold_6775	-1.850623771	0.272872502	G23_mean	female	RBH_pair_8860.fa.best.phy	TRINITY_DN132887_c4_g2_i1	0.0292	0.0537	1.8381
TRINITY_DN132891_c7_g2_i3	acp2	Chr04	-2.18783975	0.606346968	Ovary_mean	female	RBH_pair_8862.fa.best.phy	TRINITY_DN132891_c7_g2_i3	0.0279	0.0283	1.015
TRINITY_DN132899_c0_g1_i4	NA	NA	-1.081012782	0.424497902	Ovary_mean	female	RBH_pair_8866.fa.best.phy	TRINITY_DN132899_c0_g1_i4	0.0948	0.1625	1.7144
TRINITY_DN132976_c1_g5_i2	NA	NA	-1.845372044	0.523371066	Ovary_mean	female	RBH_pair_8904.fa.best.phy	TRINITY_DN132976_c1_g5_i2	0.127	0.145	1.1417
TRINITY_DN132980_c2_g1_i2	NA	NA	-1.181566731	0.225788723	Ovary_mean	female	RBH_pair_8907.fa.best.phy	TRINITY_DN132980_c2_g1_i2	0.0523	0.0821	1.568
TRINITY_DN133002_c6_g5_i3	NA	NA	-2.735930459	0.419907024	Ovary_mean	female	RBH_pair_8915.fa.best.phy	TRINITY_DN133002_c6_g5_i3	0.059	0.0607	1.028
TRINITY_DN133032_c0_g2_i1	NA	NA	-1.386679799	0.2180121	G46_F_mean	female	RBH_pair_8931.fa.best.phy	TRINITY_DN133032_c0_g2_i1	0.0567	0.0795	1.4025
TRINITY_DN133045_c7_g3_i1	NA	NA	-3.293790623	0.588535467	Ovary_mean	female	RBH_pair_8940.fa.best.phy	TRINITY_DN133045_c7_g3_i1	0.1325	0.2618	1.9758
TRINITY_DN133053_c7_g1_i2	Xetrov90014784m	Chr05	-3.376474739	0.598498047	Ovary_mean	female	RBH_pair_8946.fa.best.phy	TRINITY_DN133053_c7_g1_i2	0.0723	0.1402	1.9396
TRINITY_DN133080_c7_g9_i1	NA	NA	-5.706837774	0.90083975	Ovary_mean	female	RBH_pair_8957.fa.best.phy	TRINITY_DN133080_c7_g9_i1	0.1893	0.356	1.8809
TRINITY_DN133104_c0_g3_i2	NA	NA	-1.339872961	0.290496237	Ovary_mean	female	RBH_pair_8970.fa.best.phy	TRINITY_DN133104_c0_g3_i2	0.0276	0.0524	1.8961
TRINITY_DN133113_c0_g2_i2	NA	NA	-1.162231978	0.501656639	Brain_mean	female	RBH_pair_8975.fa.best.phy	TRINITY_DN133113_c0_g2_i2	0.0251	0.0382	1.5227
TRINITY_DN133114_c1_g1_i2	NA	NA	-2.835087673	0.737169388	Ovary_mean	female	RBH_pair_8976.fa.best.phy	TRINITY_DN133114_c1_g1_i2	0.0819	0.0997	1.2177
TRINITY_DN133129_c1_g1_i2	NA	NA	-1.246137017	0.250025659	Ovary_mean	female	RBH_pair_8988.fa.best.phy	TRINITY_DN133129_c1_g1_i2	0.0095	0.0183	1.9353
TRINITY_DN133131_c1_g1_i1	NA	NA	-1.107667892	0.242338683	Testis_mean	female	RBH_pair_8992.fa.best.phy	TRINITY_DN133131_c1_g1_i1	0.0143	0.0199	1.3908
TRINITY_DN133133_c0_g2_i1	NA	NA	-1.189793101	0.44692223	Ovary_mean	female	RBH_pair_8994.fa.best.phy	TRINITY_DN133133_c0_g2_i1	0.0894	0.123	1.3763
TRINITY_DN133159_c0_g1_i1	NA	NA	-1.454081413	0.272686686	Ovary_mean	female	RBH_pair_9007.fa.best.phy	TRINITY_DN133159_c0_g1_i1	0.0406	0.0625	1.5409
TRINITY_DN133164_c3_g2_i1	NA	NA	-1.305511255	0.533513005	Ovary_mean	female	RBH_pair_9010.fa.best.phy	TRINITY_DN133164_c3_g2_i1	0.0282	0.0336	1.1912
TRINITY_DN133173_c0_g1_i1	NA	NA	-2.162331735	0.437761253	Ovary_mean	female	RBH_pair_9013.fa.best.phy	TRINITY_DN133173_c0_g1_i1	0.1917	0.3123	1.629
TRINITY_DN133209_c1_g2_i1	NA	NA	-1.515797812	0.588115877	Ovary_mean	female	RBH_pair_9029.fa.best.phy	TRINITY_DN133209_c1_g2_i1	0.0996	0.1119	1.1228
TRINITY_DN133238_c0_g2_i1	NA	NA	-2.028176919	0.803827766	Brain_mean	female	RBH_pair_9046.fa.best.phy	TRINITY_DN133238_c0_g2_i1	0.0419	0.0784	1.8688
TRINITY_DN133241_c3_g1_i1	pdlim5	Chr01	-1.859401003	0.605231502	Brain_mean	female	RBH_pair_9048.fa.best.phy	TRINITY_DN133241_c3_g1_i1	0.0685	0.0654	0.9544
TRINITY_DN133247_c2_g5_i5	NA	NA	-2.430367985	0.639635647	Brain_mean	female	RBH_pair_9051.fa.best.phy	TRINITY_DN133247_c2_g5_i5	0.0646	0.0938	1.4509
TRINITY_DN133256_c3_g11_i2	fam185a	Chr03	-2.819951475	0.650750887	Ovary_mean	female	RBH_pair_9058.fa.best.phy	TRINITY_DN133256_c3_g11_i2	0.0995	0.113	1.1358
TRINITY_DN133282_c1_g1_i2	NA	NA	-2.940744134	0.508170746	Ovary_mean	female	RBH_pair_9072.fa.best.phy	TRINITY_DN133282_c1_g1_i2	0.0424	0.052	1.2267
TRINITY_DN133299_c0_g1_i4	NA	NA	-1.279010656	0.414530287	Ovary_mean	female	RBH_pair_9083.fa.best.phy	TRINITY_DN133299_c0_g1_i4	0.1031	0.1676	1.6255
TRINITY_DN133301_c2_g3_i5	NA	NA	-2.59767879	0.50421291	Ovary_mean	female	RBH_pair_9084.fa.best.phy	TRINITY_DN133301_c2_g3_i5	0.1214	0.1634	1.3455
TRINITY_DN133308_c0_g1_i2	NA	NA	-2.273393335	0.509697501	Ovary_mean	female	RBH_pair_9087.fa.best.phy	TRINITY_DN133308_c0_g1_i2	0.0514	0.0744	1.4471
TRINITY_DN133319_c2_g2_i1	NA	NA	-4.482114694	0.544892376	Ovary_mean	female	RBH_pair_9095.fa.best.phy	TRINITY_DN133319_c2_g2_i1	0.1059	0.1488	1.4052
TRINITY_DN133338_c1_g1_i1	NA	NA	-1.391739268	0.313304514	Ovary_mean	female	RBH_pair_9108.fa.best.phy	TRINITY_DN133338_c1_g1_i1	0.0221	0.0348	1.5764
TRINITY_DN133351_c7_g2_i4	NA	NA	-1.253742437	0.435423781	Ovary_mean	female	RBH_pair_9113.fa.best.phy	TRINITY_DN133351_c7_g2_i4	0.2102	0.2483	1.1814
TRINITY_DN133356_c6_g2_i2	NA	NA	-1.241661392	0.630763962	Brain_mean	female	RBH_pair_9117.fa.best.phy	TRINITY_DN133356_c6_g2_i2	0.0818	0.0965	1.1793
TRINITY_DN133364_c2_g4_i1	NA	NA	-1.943914002	0.664649084	Ovary_mean	female	RBH_pair_9121.fa.best.phy	TRINITY_DN133364_c2_g4_i1	0.0658	0.0879	1.337
TRINITY_DN133368_c1_g2_i1	NA	NA	-1.704419197	0.486062688	Ovary_mean	female	RBH_pair_9123.fa.best.phy	TRINITY_DN133368_c1_g2_i1	0.0268	0.0429	1.5999
TRINITY_DN133380_c1_g8_i4	NA	NA	-1.208832992	0.339139821	Ovary_mean	female	RBH_pair_9128.fa.best.phy	TRINITY_DN133380_c1_g8_i4	0.0574	0.0872	1.519
TRINITY_DN133392_c2_g1_i5	NA	NA	-1.228687813	0.443615051	Ovary_mean	female	RBH_pair_9131.fa.best.phy	TRINITY_DN133392_c2_g1_i5	0.0312	0.0445	1.4264
TRINITY_DN133418_c0_g1_i1	NA	NA	-2.990199779	0.526556208	Ovary_mean	female	RBH_pair_9144.fa.best.phy	TRINITY_DN133418_c0_g1_i1	0.0895	0.137	1.5305
TRINITY_DN133421_c0_g2_i2	NA	NA	-1.256575396	0.614063747	Ovary_mean	female	RBH_pair_9147.fa.best.phy	TRINITY_DN133421_c0_g2_i2	0.0847	0.1578	1.8634
TRINITY_DN133437_c0_g1_i4	nck2	Chr02	-1.288115483	0.270376032	G23_mean	female	RBH_pair_9150.fa.best.phy	TRINITY_DN133437_c0_g1_i4	0.0314	0.057	1.8167
TRINITY_DN133445_c0_g1_i1	hoxc6	Chr02	-2.147958636	0.570214554	Ovary_mean	female	RBH_pair_9153.fa.best.phy	TRINITY_DN133445_c0_g1_i1	0.0882	0.1187	1.3453
TRINITY_DN133449_c1_g3_i1	NA	NA	-1.228132389	0.531902255	Ovary_mean	female	RBH_pair_9155.fa.best.phy	TRINITY_DN133449_c1_g3_i1	0.1347	0.221	1.6409
TRINITY_DN133450_c2_g1_i8	NA	NA	-4.098710771	0.667313632	Ovary_mean	female	RBH_pair_9156.fa.best.phy	TRINITY_DN133450_c2_g1_i8	0.0554	0.0358	0.6458
TRINITY_DN133473_c0_g7_i11	NA	NA	-2.584688845	0.647409173	Ovary_mean	female	RBH_pair_9172.fa.best.phy	TRINITY_DN133473_c0_g7_i11	0.136	0.225	1.6541
TRINITY_DN133490_c0_g3_i3	NA	NA	-1.355669457	0.775311733	Brain_mean	female	RBH_pair_9184.fa.best.phy	TRINITY_DN133490_c0_g3_i3	0.0612	0.0998	1.632
TRINITY_DN133494_c5_g6_i3	NA	NA	-1.500696087	0.344089914	Ovary_mean	female	RBH_pair_9187.fa.best.phy	TRINITY_DN133494_c5_g6_i3	0.0634	0.1046	1.6501
TRINITY_DN133530_c1_g2_i1	NA	NA	-2.048025929	0.373251467	Ovary_mean	female	RBH_pair_9204.fa.best.phy	TRINITY_DN133530_c1_g2_i1	0.0685	0.1099	1.606
TRINITY_DN133531_c8_g13_i6	NA	NA	-1.388361171	0.319484531	Ovary_mean	female	RBH_pair_9206.fa.best.phy	TRINITY_DN133531_c8_g13_i6	0.0346	0.0493	1.4233
TRINITY_DN133533_c1_g1_i4	NA	NA	-1.217368301	0.256903472	G23_mean	female	RBH_pair_9207.fa.best.phy	TRINITY_DN133533_c1_g1_i4	0.1528	0.1973	1.2916
TRINITY_DN133539_c0_g1_i1	NA	NA	-3.245460674	0.471502814	Ovary_mean	female	RBH_pair_9211.fa.best.phy	TRINITY_DN133539_c0_g1_i1	0.0363	0.0591	1.6258
TRINITY_DN133563_c2_g1_i1	NA	NA	-2.483574831	0.697533607	Ovary_mean	female	RBH_pair_9226.fa.best.phy	TRINITY_DN133563_c2_g1_i1	0.1241	0.1976	1.5924
TRINITY_DN133566_c0_g1_i1	NA	NA	-1.278953627	0.600435812	Ovary_mean	female	RBH_pair_9228.fa.best.phy	TRINITY_DN133566_c0_g1_i1	0.0866	0.1536	1.7731
TRINITY_DN133572_c0_g1_i1	nipa1	Chr02	-1.858882878	0.569409578	Ovary_mean	female	RBH_pair_9235.fa.best.phy	TRINITY_DN133572_c0_g1_i1	0.1557	0.222	1.4255
TRINITY_DN133585_c15_g11_i1	NA	NA	-3.574448714	0.515558498	Ovary_mean	female	RBH_pair_9240.fa.best.phy	TRINITY_DN133585_c15_g11_i1	0.03	0.0579	1.93
TRINITY_DN133588_c4_g3_i1	NA	NA	-2.180986185	0.641981138	Ovary_mean	female	RBH_pair_9243.fa.best.phy	TRINITY_DN133588_c4_g3_i1	0.154	0.2506	1.6275
TRINITY_DN133595_c5_g1_i1	NA	NA	-1.108180285	0.433623174	Ovary_mean	female	RBH_pair_9251.fa.best.phy	TRINITY_DN133595_c5_g1_i1	0.0723	0.1259	1.7413
TRINITY_DN133596_c0_g1_i1	NA	NA	-2.925645322	0.633655758	Ovary_mean	female	RBH_pair_9252.fa.best.phy	TRINITY_DN133596_c0_g1_i1	0.0703	0.084	1.1943
TRINITY_DN133604_c0_g1_i1	NA	NA	-4.06949776	0.636888159	Ovary_mean	female	RBH_pair_9257.fa.best.phy	TRINITY_DN133604_c0_g1_i1	0.1169	0.1083	0.9271
TRINITY_DN133613_c0_g1_i1	cdc45-like	Chr01	-2.002131807	0.262967347	G46_F_mean	female	RBH_pair_9261.fa.best.phy	TRINITY_DN133613_c0_g1_i1	0.1277	0.2435	1.9067
TRINITY_DN133629_c2_g3_i2	NA	NA	-1.14252225	0.404389714	Brain_mean	female	RBH_pair_9269.fa.best.phy	TRINITY_DN133629_c2_g3_i2	0.1277	0.2174	1.7025
TRINITY_DN133633_c4_g1_i9	NA	NA	-1.984344143	0.284977262	Testis_mean	female	RBH_pair_9270.fa.best.phy	TRINITY_DN133633_c4_g1_i9	0.0035	0.0034	0.9905
TRINITY_DN133645_c1_g2_i5	NA	NA	-1.907913402	0.452735936	G46_F_mean	female	RBH_pair_9275.fa.best.phy	TRINITY_DN133645_c1_g2_i5	0.125	0.2136	1.7088
TRINITY_DN133650_c1_g3_i5	NA	NA	-2.628079808	0.690071607	Ovary_mean	female	RBH_pair_9277.fa.best.phy	TRINITY_DN133650_c1_g3_i5	0.2417	0.4765	1.9717
TRINITY_DN133653_c0_g2_i3	NA	NA	-1.568914879	0.459317158	Ovary_mean	female	RBH_pair_9281.fa.best.phy	TRINITY_DN133653_c0_g2_i3	0.0669	0.091	1.3607
TRINITY_DN133687_c4_g5_i4	NA	NA	-2.820153409	0.586354652	Ovary_mean	female	RBH_pair_9302.fa.best.phy	TRINITY_DN133687_c4_g5_i4	0.1004	0.1924	1.9174
TRINITY_DN133703_c1_g5_i6	NA	NA	-1.57357006	0.389794163	Ovary_mean	female	RBH_pair_9310.fa.best.phy	TRINITY_DN133703_c1_g5_i6	0.1297	0.2141	1.6515
TRINITY_DN133712_c0_g7_i4	barhl2	Chr04	-1.114773005	0.368886292	Brain_mean	female	RBH_pair_9313.fa.best.phy	TRINITY_DN133712_c0_g7_i4	0.0115	0.0185	1.6122
TRINITY_DN133715_c2_g2_i3	NA	NA	-1.51799474	0.22938583	Ovary_mean	female	RBH_pair_9315.fa.best.phy	TRINITY_DN133715_c2_g2_i3	0.1267	0.1935	1.5276
TRINITY_DN133717_c1_g5_i4	NA	NA	-1.768927451	0.35046075	Ovary_mean	female	RBH_pair_9317.fa.best.phy	TRINITY_DN133717_c1_g5_i4	0.022	0.0328	1.4933
TRINITY_DN133726_c0_g3_i2	NA	NA	-4.091862201	0.816996215	Ovary_mean	female	RBH_pair_9323.fa.best.phy	TRINITY_DN133726_c0_g3_i2	0.0671	0.0814	1.2117
TRINITY_DN133737_c5_g1_i1	rassf7	Chr04	-2.10849546	0.647578389	Ovary_mean	female	RBH_pair_9328.fa.best.phy	TRINITY_DN133737_c5_g1_i1	0.0869	0.0786	0.9038
TRINITY_DN133747_c2_g1_i1	NA	NA	-1.348929208	0.329220332	Ovary_mean	female	RBH_pair_9334.fa.best.phy	TRINITY_DN133747_c2_g1_i1	0.0259	0.0414	1.5955
TRINITY_DN133784_c4_g2_i2	NA	NA	-2.14210126	0.369770269	Ovary_mean	female	RBH_pair_9352.fa.best.phy	TRINITY_DN133784_c4_g2_i2	0.0408	0.0664	1.6273
TRINITY_DN133792_c0_g2_i1	NA	NA	-3.019632286	0.666465499	Ovary_mean	female	RBH_pair_9359.fa.best.phy	TRINITY_DN133792_c0_g2_i1	0.0762	0.145	1.902
TRINITY_DN133826_c11_g1_i2	NA	NA	-1.790800446	0.537451841	Ovary_mean	female	RBH_pair_9372.fa.best.phy	TRINITY_DN133826_c11_g1_i2	0.0789	0.1156	1.4647
TRINITY_DN133839_c1_g2_i4	NA	NA	-1.870111954	0.534670331	Ovary_mean	female	RBH_pair_9381.fa.best.phy	TRINITY_DN133839_c1_g2_i4	0.1554	0.1324	0.8517
TRINITY_DN133851_c2_g1_i1	NA	NA	-1.41498552	0.275772429	Ovary_mean	female	RBH_pair_9386.fa.best.phy	TRINITY_DN133851_c2_g1_i1	0.0098	0.0184	1.8741
TRINITY_DN133854_c3_g1_i2	csrp3	scaffold_299	-2.359812044	0.586643097	Ovary_mean	female	RBH_pair_9388.fa.best.phy	TRINITY_DN133854_c3_g1_i2	0.0484	0.0683	1.4127
TRINITY_DN133859_c1_g1_i1	NA	NA	-2.680952966	0.410438422	Ovary_mean	female	RBH_pair_9391.fa.best.phy	TRINITY_DN133859_c1_g1_i1	0.04	0.0676	1.6926
TRINITY_DN133864_c7_g2_i2	NA	NA	-2.211456988	0.346948089	Ovary_mean	female	RBH_pair_9393.fa.best.phy	TRINITY_DN133864_c7_g2_i2	0.0604	0.0737	1.2212
TRINITY_DN133873_c1_g1_i2	LOC100493878-like	Chr09	-1.505776504	0.661461351	Ovary_mean	female	RBH_pair_9397.fa.best.phy	TRINITY_DN133873_c1_g1_i2	0.0688	0.1155	1.6793
TRINITY_DN133886_c1_g1_i2	NA	NA	-1.18887421	0.500405153	Brain_mean	female	RBH_pair_9401.fa.best.phy	TRINITY_DN133886_c1_g1_i2	0.0153	0.0217	1.4241
TRINITY_DN133914_c2_g2_i4	NA	NA	-2.345199901	0.640141045	Ovary_mean	female	RBH_pair_9416.fa.best.phy	TRINITY_DN133914_c2_g2_i4	0.1893	0.3235	1.7094
TRINITY_DN133915_c1_g1_i6	NA	NA	-1.048726886	0.353771506	Brain_mean	female	RBH_pair_9417.fa.best.phy	TRINITY_DN133915_c1_g1_i6	0.3545	0.2796	0.7888
TRINITY_DN133919_c5_g3_i1	NA	NA	-1.349968566	0.494126174	Ovary_mean	female	RBH_pair_9420.fa.best.phy	TRINITY_DN133919_c5_g3_i1	0.0235	0.0426	1.8089
TRINITY_DN133933_c5_g7_i2	NA	NA	-1.280074588	0.487028514	Brain_mean	female	RBH_pair_9428.fa.best.phy	TRINITY_DN133933_c5_g7_i2	0.0397	0.0584	1.4709
TRINITY_DN133938_c0_g2_i1	LOC101730890-like	Chr08	-1.340662012	0.517827701	Ovary_mean	female	RBH_pair_9430.fa.best.phy	TRINITY_DN133938_c0_g2_i1	0.1491	0.2401	1.6104
TRINITY_DN133945_c1_g4_i1	NA	NA	-1.560941975	0.454636093	Ovary_mean	female	RBH_pair_9432.fa.best.phy	TRINITY_DN133945_c1_g4_i1	0.0406	0.061	1.5004
TRINITY_DN133949_c2_g1_i1	NA	NA	-1.254803528	0.34301099	Ovary_mean	female	RBH_pair_9435.fa.best.phy	TRINITY_DN133949_c2_g1_i1	0.0215	0.0326	1.5175
TRINITY_DN133957_c1_g2_i2	NA	NA	-3.085432527	0.677505611	Ovary_mean	female	RBH_pair_9440.fa.best.phy	TRINITY_DN133957_c1_g2_i2	0.1278	0.2515	1.9688
TRINITY_DN133964_c1_g4_i2	NA	NA	-1.925273716	0.403667875	Ovary_mean	female	RBH_pair_9443.fa.best.phy	TRINITY_DN133964_c1_g4_i2	0.0834	0.1603	1.9227
TRINITY_DN133992_c10_g1_i2	NA	NA	-1.632496882	0.414734032	Brain_mean	female	RBH_pair_9455.fa.best.phy	TRINITY_DN133992_c10_g1_i2	0.0578	0.0878	1.5175
TRINITY_DN133996_c3_g8_i2	Xetrov90026436m	scaffold_148	-1.138711557	0.462745771	Ovary_mean	female	RBH_pair_9457.fa.best.phy	TRINITY_DN133996_c3_g8_i2	0.0819	0.15	1.8328
TRINITY_DN134010_c12_g2_i1	adck4-like	Chr08	-1.261038869	0.285936114	Testis_mean	female	RBH_pair_9462.fa.best.phy	TRINITY_DN134010_c12_g2_i1	0.0111	0.0195	1.754
TRINITY_DN134024_c1_g2_i1	NA	NA	-1.410798969	0.528668463	Brain_mean	female	RBH_pair_9472.fa.best.phy	TRINITY_DN134024_c1_g2_i1	0.0544	0.0886	1.6295
TRINITY_DN134031_c5_g1_i1	btbd6	Chr08	-3.584824753	0.626184951	Ovary_mean	female	RBH_pair_9477.fa.best.phy	TRINITY_DN134031_c5_g1_i1	0.0717	0.0807	1.126
TRINITY_DN134037_c0_g1_i3	NA	NA	-1.259945795	0.498589873	Ovary_mean	female	RBH_pair_9481.fa.best.phy	TRINITY_DN134037_c0_g1_i3	0.0907	0.1624	1.7897
TRINITY_DN134055_c0_g1_i1	NA	NA	-1.828390843	0.577428367	Ovary_mean	female	RBH_pair_9488.fa.best.phy	TRINITY_DN134055_c0_g1_i1	0.0776	0.1214	1.5638
TRINITY_DN134056_c1_g1_i2	hgs	Chr10	-3.436218195	0.428807978	Ovary_mean	female	RBH_pair_9489.fa.best.phy	TRINITY_DN134056_c1_g1_i2	0.1314	0.1155	0.8787
TRINITY_DN134056_c4_g2_i4	NA	NA	-1.303523173	0.458774742	Ovary_mean	female	RBH_pair_9491.fa.best.phy	TRINITY_DN134056_c4_g2_i4	0.0437	0.0624	1.4264
TRINITY_DN134066_c0_g3_i3	NA	NA	-1.196654192	0.441891804	Brain_mean	female	RBH_pair_9496.fa.best.phy	TRINITY_DN134066_c0_g3_i3	0.0062	0.0035	0.5641
TRINITY_DN134067_c2_g1_i1	NA	NA	-3.915770308	0.545262105	Ovary_mean	female	RBH_pair_9497.fa.best.phy	TRINITY_DN134067_c2_g1_i1	0.1048	0.1949	1.8594
TRINITY_DN134073_c0_g1_i2	NA	NA	-2.167922321	0.45720959	Ovary_mean	female	RBH_pair_9505.fa.best.phy	TRINITY_DN134073_c0_g1_i2	0.1861	0.2906	1.562
TRINITY_DN134085_c3_g2_i2	NA	NA	-1.037748755	0.35605528	Brain_mean	female	RBH_pair_9511.fa.best.phy	TRINITY_DN134085_c3_g2_i2	0.0394	0.0627	1.5936
TRINITY_DN134088_c4_g4_i1	NA	NA	-1.363272561	0.252409946	Ovary_mean	female	RBH_pair_9513.fa.best.phy	TRINITY_DN134088_c4_g4_i1	0.0636	0.0633	0.9963
TRINITY_DN134091_c4_g1_i1	ddx6	Chr07	-1.431770193	0.42425148	Ovary_mean	female	RBH_pair_9515.fa.best.phy	TRINITY_DN134091_c4_g1_i1	0.0723	0.1325	1.8316
TRINITY_DN134104_c0_g2_i1	NA	NA	-2.508680511	0.414471184	Testis_mean	female	RBH_pair_9521.fa.best.phy	TRINITY_DN134104_c0_g2_i1	0.0806	0.1119	1.3892
TRINITY_DN134128_c0_g1_i4	rnf20-like	Chr07	-2.465539131	0.539748784	Ovary_mean	female	RBH_pair_9535.fa.best.phy	TRINITY_DN134128_c0_g1_i4	0.0742	0.0685	0.9234
TRINITY_DN134152_c0_g1_i1	NA	NA	-2.410309202	0.700498456	Testis_mean	female	RBH_pair_9550.fa.best.phy	TRINITY_DN134152_c0_g1_i1	0.1235	0.2122	1.7184
TRINITY_DN134202_c2_g1_i1	NA	NA	-1.875307398	0.338931836	Ovary_mean	female	RBH_pair_9574.fa.best.phy	TRINITY_DN134202_c2_g1_i1	0.043	0.066	1.5357
TRINITY_DN134234_c4_g2_i1	NA	NA	-1.454330163	0.509654539	G23_mean	female	RBH_pair_9591.fa.best.phy	TRINITY_DN134234_c4_g2_i1	0.0162	0.0126	0.7744
TRINITY_DN134259_c10_g2_i3	nup43	Chr05	-1.418288098	0.301624481	Ovary_mean	female	RBH_pair_9602.fa.best.phy	TRINITY_DN134259_c10_g2_i3	0.0599	0.0934	1.5599
TRINITY_DN134352_c0_g2_i1	NA	NA	-2.157974618	0.537970564	Ovary_mean	female	RBH_pair_9635.fa.best.phy	TRINITY_DN134352_c0_g2_i1	0.0092	0.0138	1.4962
