gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN130609_c0_g1_i2	NA	NA	-1.904932969	0.521203409	Ovary_mean	female
TRINITY_DN130614_c2_g1_i1	NA	NA	-2.541395702	0.622666878	Brain_mean	female
TRINITY_DN130616_c1_g1_i3	NA	NA	-1.067328101	0.625768459	Ovary_mean	female
TRINITY_DN130625_c0_g1_i2	NA	NA	-1.759470439	0.438350242	Ovary_mean	female
TRINITY_DN130625_c3_g1_i1	NA	NA	-2.525117774	0.813141664	Brain_mean	female
TRINITY_DN130635_c0_g1_i10	NA	NA	-2.548546315	0.443941924	Ovary_mean	female
TRINITY_DN130650_c1_g1_i3	NA	NA	-3.495562602	0.528868589	Ovary_mean	female
TRINITY_DN130667_c0_g1_i5	NA	NA	-2.7309902	0.564846897	Ovary_mean	female
TRINITY_DN130671_c3_g1_i1	NA	NA	-3.779752052	0.556915031	Brain_mean	female
TRINITY_DN130677_c4_g1_i1	NA	NA	-2.077428742	0.598452396	Ovary_mean	female
TRINITY_DN130703_c0_g1_i1	ppp1r1b	Chr10	-1.584538721	0.518436096	Ovary_mean	female
TRINITY_DN130708_c1_g2_i5	ido1	Chr03	-2.105907677	0.424021007	Ovary_mean	female
TRINITY_DN130709_c2_g1_i1	fgf7	Chr03	-3.124995514	0.69694375	Ovary_mean	female
TRINITY_DN130727_c1_g1_i1	NA	NA	-1.938060482	0.51952466	Ovary_mean	female
TRINITY_DN130730_c9_g1_i3	NA	NA	-1.226640313	0.607320834	Ovary_mean	female
TRINITY_DN130751_c0_g4_i5	NA	NA	-1.723058872	0.457243243	Ovary_mean	female
TRINITY_DN130753_c0_g2_i1	narg2-like	Chr03	-1.872532679	0.421615657	Ovary_mean	female
TRINITY_DN130762_c4_g2_i2	NA	NA	-1.482705412	0.36346447	Ovary_mean	female
TRINITY_DN130763_c0_g2_i1	NA	NA	-1.058418379	0.352561339	Ovary_mean	female
TRINITY_DN130765_c6_g10_i1	gadd45b-like	Chr01	-1.234604079	0.476840517	Brain_mean	female
TRINITY_DN130766_c0_g1_i1	NA	NA	-1.479366359	0.427822503	Testis_mean	female
TRINITY_DN130769_c3_g1_i2	NA	NA	-1.708019061	0.202102009	Ovary_mean	female
TRINITY_DN130776_c1_g1_i1	vgll3	Chr02	-2.550750411	0.366031553	Ovary_mean	female
TRINITY_DN130781_c6_g1_i1	NA	NA	-1.427479317	0.403565137	Brain_mean	female
TRINITY_DN130785_c3_g2_i1	LOC100497421-like	Chr01	-2.486988799	0.515566913	Ovary_mean	female
TRINITY_DN130789_c2_g1_i1	NA	NA	-1.759768082	0.420233711	Ovary_mean	female
TRINITY_DN130794_c4_g10_i1	NA	NA	-1.587892736	0.348157351	Ovary_mean	female
TRINITY_DN130794_c4_g14_i1	NA	NA	-4.253820732	0.691588692	Testis_mean	female
TRINITY_DN130814_c0_g1_i4	NA	NA	-1.566633762	0.727884405	Ovary_mean	female
TRINITY_DN130816_c3_g1_i1	NA	NA	-6.024287805	0.77807683	Testis_mean	female
TRINITY_DN130820_c7_g1_i3	NA	NA	-3.404939602	0.482960427	Ovary_mean	female
TRINITY_DN130821_c0_g1_i1	NA	NA	-1.31876051	0.454846768	Ovary_mean	female
TRINITY_DN130835_c4_g6_i2	NA	NA	-1.840173233	0.528331242	Ovary_mean	female
TRINITY_DN130848_c0_g1_i4	NA	NA	-2.320031627	0.610696489	Ovary_mean	female
TRINITY_DN130857_c2_g1_i1	NA	NA	-2.041960535	0.437109965	G46_F_mean	female
TRINITY_DN130860_c3_g1_i1	NA	NA	-3.396279382	0.513707225	Ovary_mean	female
TRINITY_DN130861_c0_g1_i1	slc35a5	Chr02	-2.429787995	0.694138346	Ovary_mean	female
TRINITY_DN130863_c1_g4_i2	NA	NA	-1.644752303	0.52034115	Ovary_mean	female
TRINITY_DN130866_c2_g2_i1	NA	NA	-1.351285806	0.415411806	Ovary_mean	female
TRINITY_DN130870_c3_g1_i2	NA	NA	-1.278406371	0.165644812	G31_mean	female
TRINITY_DN130873_c6_g6_i1	NA	NA	-2.170254477	0.422229983	Ovary_mean	female
TRINITY_DN130876_c2_g5_i1	NA	NA	-2.147761914	0.37118287	Ovary_mean	female
TRINITY_DN130878_c0_g1_i3	pkm	Chr03	-8.024757412	0.70908609	Ovary_mean	female
TRINITY_DN130883_c0_g1_i2	NA	NA	-3.641489003	0.666976209	Ovary_mean	female
TRINITY_DN130890_c0_g1_i8	NA	NA	-1.335012528	0.556456358	Testis_mean	female
TRINITY_DN130930_c1_g1_i1	NA	NA	-1.502465007	0.380529653	Ovary_mean	female
TRINITY_DN130933_c7_g1_i2	NA	NA	-6.344682401	0.566514681	Ovary_mean	female
TRINITY_DN130934_c0_g1_i1	gucy1a3-like	Chr01	-3.344424472	0.582165247	Ovary_mean	female
TRINITY_DN130941_c3_g2_i1	NA	NA	-3.239658824	0.584975477	Ovary_mean	female
TRINITY_DN130947_c1_g6_i1	NA	NA	-1.913455312	0.35736876	G27_mean	female
TRINITY_DN130948_c0_g1_i3	NA	NA	-2.115967476	0.566144176	Ovary_mean	female
TRINITY_DN130953_c3_g3_i1	NA	NA	-1.120918571	0.263135562	Ovary_mean	female
TRINITY_DN130955_c0_g1_i1	NA	NA	-5.623354882	0.775816885	Ovary_mean	female
TRINITY_DN130956_c0_g2_i1	NA	NA	-1.624651739	0.392069602	Testis_mean	female
TRINITY_DN130961_c1_g4_i1	NA	NA	-2.059269196	0.374475203	Ovary_mean	female
TRINITY_DN130962_c1_g2_i12	NA	NA	-2.62098576	0.546475027	Brain_mean	female
TRINITY_DN130965_c2_g1_i4	NA	NA	-5.390955726	0.708381764	Ovary_mean	female
TRINITY_DN130966_c6_g4_i1	NA	NA	-1.477568441	0.294751181	Ovary_mean	female
TRINITY_DN130970_c0_g3_i2	LOC100495271	Chr07	-2.015229103	0.846386359	Brain_mean	female
TRINITY_DN130975_c2_g1_i4	vcpkmt	Chr08	-1.242964045	0.341715669	Ovary_mean	female
TRINITY_DN130979_c3_g1_i7	NA	NA	-1.578276463	0.395444409	Ovary_mean	female
TRINITY_DN130989_c0_g1_i2	NA	NA	-2.304571405	0.58743908	Brain_mean	female
TRINITY_DN130994_c0_g1_i1	NA	NA	-2.612900283	0.495476949	Ovary_mean	female
TRINITY_DN131008_c4_g2_i1	NA	NA	-2.255578995	0.6732785	Ovary_mean	female
TRINITY_DN131011_c0_g1_i2	NA	NA	-2.642456475	0.736062124	Ovary_mean	female
TRINITY_DN131033_c3_g1_i5	LOC100494754	Chr10	-2.426871348	0.687719949	Ovary_mean	female
TRINITY_DN131034_c4_g1_i1	NA	NA	-1.462961146	0.340097028	Brain_mean	female
TRINITY_DN131037_c1_g2_i7	NA	NA	-1.224055797	0.352077273	Ovary_mean	female
TRINITY_DN131042_c0_g1_i2	NA	NA	-1.226744266	0.44056304	Ovary_mean	female
TRINITY_DN131049_c4_g2_i4	NA	NA	-1.138851399	0.339280782	Ovary_mean	female
TRINITY_DN131052_c1_g4_i2	NA	NA	-2.838047272	0.339837777	Ovary_mean	female
TRINITY_DN131067_c2_g1_i4	NA	NA	-2.340736293	0.618666236	Ovary_mean	female
TRINITY_DN131068_c1_g7_i3	kcmf1	Chr01	-1.100841982	0.345702858	Ovary_mean	female
TRINITY_DN131079_c3_g2_i1	NA	NA	-3.826609275	0.622837161	Ovary_mean	female
TRINITY_DN131080_c0_g1_i2	NA	NA	-1.417811056	0.400824892	Ovary_mean	female
TRINITY_DN131081_c2_g5_i2	NA	NA	-1.543107628	0.271581108	Ovary_mean	female
TRINITY_DN131085_c8_g2_i1	NA	NA	-1.968362522	0.656218618	Ovary_mean	female
TRINITY_DN131094_c4_g2_i3	NA	NA	-4.435846349	0.561851728	Ovary_mean	female
TRINITY_DN131102_c0_g1_i1	NA	NA	-1.282528775	0.473067669	Ovary_mean	female
TRINITY_DN131105_c0_g1_i1	NA	NA	-2.095421698	0.499622632	Ovary_mean	female
TRINITY_DN131111_c0_g1_i3	NA	NA	-1.730608051	0.57512707	Ovary_mean	female
TRINITY_DN131111_c0_g2_i2	NA	NA	-1.657157306	0.484221113	Ovary_mean	female
TRINITY_DN131116_c0_g1_i1	NA	NA	-2.25628453	0.431544873	G23_mean	female
TRINITY_DN131142_c0_g4_i1	NA	NA	-1.496710676	0.54090321	Ovary_mean	female
TRINITY_DN131147_c0_g2_i1	NA	NA	-5.608922523	0.884679656	Ovary_mean	female
TRINITY_DN131149_c0_g2_i1	NA	NA	-3.144635073	0.48043713	Ovary_mean	female
TRINITY_DN131150_c0_g3_i3	sh2d4b	Chr07	-3.080420934	0.650801601	Ovary_mean	female
TRINITY_DN131152_c2_g1_i2	NA	NA	-1.420115686	0.250977095	Ovary_mean	female
TRINITY_DN131157_c0_g1_i1	NA	NA	-5.107280439	0.665470355	Ovary_mean	female
TRINITY_DN131157_c1_g4_i5	NA	NA	-3.980743137	0.613791638	Brain_mean	female
TRINITY_DN131160_c3_g1_i12	mrpl23	Chr04	-2.052179191	0.665106107	Brain_mean	female
TRINITY_DN131163_c0_g1_i9	NA	NA	-2.302122163	0.448366928	Ovary_mean	female
TRINITY_DN131166_c2_g1_i3	NA	NA	-2.309373134	0.723458485	Ovary_mean	female
TRINITY_DN131166_c2_g7_i2	npnt-like	Chr01	-1.770075152	0.432749827	Ovary_mean	female
TRINITY_DN131170_c0_g1_i3	NA	NA	-2.705701105	0.744265432	Brain_mean	female
TRINITY_DN131183_c0_g1_i4	NA	NA	-7.084335966	0.78751756	Ovary_mean	female
TRINITY_DN131183_c0_g2_i1	NA	NA	-6.980996333	0.738148446	Ovary_mean	female
TRINITY_DN131189_c6_g3_i1	NA	NA	-1.046899323	0.38805436	Ovary_mean	female
TRINITY_DN131191_c4_g2_i6	NA	NA	-1.684146786	0.518098214	Ovary_mean	female
TRINITY_DN131193_c0_g3_i1	NA	NA	-1.29249726	0.331587981	Ovary_mean	female
TRINITY_DN131198_c0_g1_i3	NA	NA	-3.851690209	0.729306983	Ovary_mean	female
TRINITY_DN131201_c5_g3_i7	NA	NA	-2.508127952	0.588427056	Ovary_mean	female
TRINITY_DN131202_c3_g1_i1	NA	NA	-1.586500713	0.373932982	Testis_mean	female
TRINITY_DN131203_c1_g3_i1	NA	NA	-2.283169553	0.501052876	Testis_mean	female
TRINITY_DN131222_c0_g2_i4	NA	NA	-3.458835724	0.5228844	Ovary_mean	female
TRINITY_DN131239_c0_g1_i1	NA	NA	-1.928244452	0.539269932	Ovary_mean	female
TRINITY_DN131244_c1_g1_i2	srsf3	Chr02	-2.159434058	0.712027173	Ovary_mean	female
TRINITY_DN131249_c0_g1_i1	NA	NA	-3.083472906	0.569841568	Ovary_mean	female
TRINITY_DN131253_c3_g4_i1	NA	NA	-2.11575923	0.362464477	Ovary_mean	female
TRINITY_DN131258_c0_g1_i1	NA	NA	-4.768956958	0.785584858	Ovary_mean	female
TRINITY_DN131263_c0_g2_i5	NA	NA	-1.340490864	0.508833247	Ovary_mean	female
TRINITY_DN131265_c3_g5_i1	snx29	Chr09	-2.427099044	0.403450026	Ovary_mean	female
TRINITY_DN131272_c0_g3_i1	NA	NA	-1.951897457	0.467441237	Ovary_mean	female
TRINITY_DN131276_c1_g1_i1	NA	NA	-1.95492797	0.443146096	Ovary_mean	female
TRINITY_DN131276_c1_g3_i1	NA	NA	-1.175521554	0.379565722	Ovary_mean	female
TRINITY_DN131277_c1_g1_i1	hypk	Chr03	-1.019765333	0.201824102	Ovary_mean	female
TRINITY_DN131279_c2_g1_i5	NA	NA	-1.1253056	0.234582277	Testis_mean	female
TRINITY_DN131285_c6_g1_i2	NA	NA	-3.185291423	0.592025085	Ovary_mean	female
TRINITY_DN131286_c1_g2_i1	NA	NA	-1.577896403	0.287318259	Ovary_mean	female
TRINITY_DN131287_c0_g2_i1	NA	NA	-2.672815895	0.605549353	Brain_mean	female
TRINITY_DN131289_c0_g1_i1	irx5	Chr04	-1.468219975	0.499534618	Ovary_mean	female
TRINITY_DN131292_c0_g1_i3	NA	NA	-1.192944019	0.530356469	Ovary_mean	female
TRINITY_DN131298_c0_g1_i1	p2ry12-like	Chr05	-2.613252294	0.904389375	Ovary_mean	female
TRINITY_DN131300_c5_g1_i1	NA	NA	-2.117092261	0.34376729	Ovary_mean	female
TRINITY_DN131321_c1_g1_i1	NA	NA	-2.228837759	0.838728212	Ovary_mean	female
TRINITY_DN131323_c0_g1_i1	NA	NA	-2.035897572	0.417460774	Ovary_mean	female
TRINITY_DN131325_c0_g1_i1	NA	NA	-1.716083057	0.455906875	Ovary_mean	female
TRINITY_DN131333_c1_g1_i2	NA	NA	-2.183366116	0.63499528	Ovary_mean	female
TRINITY_DN131338_c2_g1_i2	NA	NA	-1.890073225	0.472835301	Ovary_mean	female
TRINITY_DN131353_c0_g1_i1	NA	NA	-2.779868906	0.671406414	Ovary_mean	female
TRINITY_DN131359_c6_g1_i1	NA	NA	-1.165088541	0.323296893	Ovary_mean	female
TRINITY_DN131360_c5_g1_i1	NA	NA	-1.989687656	0.699897817	Brain_mean	female
TRINITY_DN131360_c6_g3_i1	Xetrov90017218m	Chr06	-1.967433302	0.656437844	Ovary_mean	female
TRINITY_DN131362_c1_g1_i3	NA	NA	-1.290022918	0.423501016	Ovary_mean	female
TRINITY_DN131363_c0_g1_i2	NA	NA	-1.977722179	0.351930756	Ovary_mean	female
TRINITY_DN131368_c3_g4_i2	pcgf6	Chr07	-1.191957761	0.318252232	Testis_mean	female
TRINITY_DN131370_c0_g1_i1	NA	NA	-6.112949347	0.767099057	Testis_mean	female
TRINITY_DN131376_c7_g3_i1	NA	NA	-1.181204995	0.397557076	Ovary_mean	female
TRINITY_DN131387_c0_g1_i2	NA	NA	-1.899791662	0.419323517	Ovary_mean	female
TRINITY_DN131390_c2_g1_i1	NA	NA	-6.15030869	0.564072479	Ovary_mean	female
TRINITY_DN131392_c0_g1_i2	NA	NA	-1.466248398	0.497500984	Ovary_mean	female
TRINITY_DN131394_c0_g1_i2	NA	NA	-10.27664841	0.833728674	Ovary_mean	female
TRINITY_DN131397_c0_g2_i1	NA	NA	-2.89859025	0.467899058	Ovary_mean	female
TRINITY_DN131402_c3_g2_i1	znf534	Chr08	-1.59473183	0.676032367	Ovary_mean	female
TRINITY_DN131403_c3_g1_i1	Xetrov90012451m	Chr04	-1.834751198	0.668282179	Testis_mean	female
TRINITY_DN131405_c4_g1_i2	NA	NA	-2.331823583	0.46482061	Ovary_mean	female
TRINITY_DN131415_c2_g1_i2	NA	NA	-2.363379258	0.579533529	Ovary_mean	female
TRINITY_DN131417_c4_g3_i2	NA	NA	-2.706063828	0.424197059	Brain_mean	female
TRINITY_DN131419_c0_g1_i1	NA	NA	-1.772342025	0.307211889	Ovary_mean	female
TRINITY_DN131426_c0_g1_i1	NA	NA	-9.308636386	0.900791631	Ovary_mean	female
TRINITY_DN131426_c0_g3_i1	mier1-like	Chr04	-8.889026821	0.890603915	Ovary_mean	female
TRINITY_DN131434_c0_g1_i1	NA	NA	-1.774227526	0.68674008	Ovary_mean	female
TRINITY_DN131440_c0_g3_i1	LOC101730908	Chr07	-1.252612692	0.488642733	Ovary_mean	female
TRINITY_DN131444_c0_g6_i13	NA	NA	-1.279920542	0.297375128	Ovary_mean	female
TRINITY_DN131447_c0_g1_i3	NA	NA	-3.684187238	0.498600972	Ovary_mean	female
TRINITY_DN131447_c0_g2_i1	NA	NA	-3.894348461	0.53925322	Ovary_mean	female
TRINITY_DN131449_c0_g1_i1	bbox1	Chr04	-1.242738341	0.625869725	Ovary_mean	female
TRINITY_DN131450_c1_g5_i5	NA	NA	-7.008705739	0.784321691	Testis_mean	female
TRINITY_DN131451_c1_g1_i1	NA	NA	-2.296720291	0.543941685	Ovary_mean	female
TRINITY_DN131451_c3_g1_i4	ly75	Chr09	-2.545228759	0.222596252	Ovary_mean	female
TRINITY_DN131462_c0_g2_i1	NA	NA	-1.195873226	0.452272239	Ovary_mean	female
TRINITY_DN131471_c2_g2_i1	NA	NA	-2.014942389	0.606595159	Ovary_mean	female
TRINITY_DN131473_c0_g2_i4	NA	NA	-6.687910503	0.708726447	Testis_mean	female
TRINITY_DN131474_c0_g1_i2	mxra5	Chr02	-2.618266864	0.5212683	G46_F_mean	female
TRINITY_DN131487_c9_g3_i1	NA	NA	-3.327766932	0.6519397	Ovary_mean	female
TRINITY_DN131492_c6_g1_i2	NA	NA	-4.522730192	0.532489509	Ovary_mean	female
TRINITY_DN131493_c4_g2_i1	NA	NA	-1.344126575	0.365077139	Ovary_mean	female
TRINITY_DN131496_c5_g1_i2	NA	NA	-2.157031687	0.388819842	Ovary_mean	female
TRINITY_DN131503_c0_g1_i4	NA	NA	-1.829343476	0.459767568	Ovary_mean	female
TRINITY_DN131516_c0_g1_i2	NA	NA	-2.491749819	0.481278297	Ovary_mean	female
TRINITY_DN131519_c3_g2_i3	NA	NA	-2.517551249	0.689538831	Ovary_mean	female
TRINITY_DN131534_c0_g1_i1	NA	NA	-1.220458083	0.722483105	Ovary_mean	female
TRINITY_DN131549_c3_g2_i10	NA	NA	-1.530603271	0.270165255	G46_F_mean	female
TRINITY_DN131553_c0_g1_i1	hook2-like	scaffold_185	-11.89359551	0.862675207	Ovary_mean	female
TRINITY_DN131553_c0_g2_i1	NA	NA	-10.64254839	0.848398325	Ovary_mean	female
TRINITY_DN131557_c0_g2_i2	ranbp3l-like	Chr01	-2.701833638	0.579777101	G46_F_mean	female
TRINITY_DN131558_c2_g1_i1	LOC100495388	Chr07	-2.25430147	0.271663385	Ovary_mean	female
TRINITY_DN131566_c3_g19_i1	NA	NA	-2.170367141	0.341972388	Ovary_mean	female
TRINITY_DN131591_c3_g2_i1	NA	NA	-1.187754824	0.509923239	Ovary_mean	female
TRINITY_DN131600_c6_g13_i2	NA	NA	-2.375633452	0.85744847	Brain_mean	female
TRINITY_DN131601_c5_g1_i1	NA	NA	-3.137171206	0.610224508	Ovary_mean	female
TRINITY_DN131604_c2_g1_i3	NA	NA	-1.953584283	0.497149351	Ovary_mean	female
TRINITY_DN131605_c2_g3_i3	NA	NA	-1.989067707	0.389902269	G46_F_mean	female
TRINITY_DN131611_c1_g2_i2	LOC100492973	Chr09	-3.034970967	0.808087311	Brain_mean	female
TRINITY_DN131614_c0_g1_i4	NA	NA	-3.233903722	0.814915466	Brain_mean	female
TRINITY_DN131624_c0_g1_i4	NA	NA	-1.609997418	0.680459452	Brain_mean	female
TRINITY_DN131626_c4_g3_i1	atmin	Chr04	-2.062730328	0.574456203	G46_F_mean	female
TRINITY_DN131630_c1_g1_i1	NA	NA	-3.172430575	0.610919085	Ovary_mean	female
TRINITY_DN131631_c5_g3_i1	NA	NA	-1.53852574	0.44936871	Brain_mean	female
TRINITY_DN131641_c0_g3_i2	NA	NA	-1.020799633	0.540746377	Ovary_mean	female
TRINITY_DN131650_c0_g2_i1	NA	NA	-1.931113575	0.367143126	Ovary_mean	female
TRINITY_DN131666_c2_g1_i1	NA	NA	-1.596825476	0.322584961	G46_F_mean	female
TRINITY_DN131673_c2_g5_i2	cpamd8	Chr01	-1.71586583	0.522294065	Ovary_mean	female
TRINITY_DN131676_c1_g1_i3	ncbp1	Chr01	-1.982337449	0.498092309	Ovary_mean	female
TRINITY_DN131684_c1_g1_i2	NA	NA	-2.601246481	0.627267901	Testis_mean	female
TRINITY_DN131685_c1_g2_i2	NA	NA	-1.606086583	0.364707016	Ovary_mean	female
TRINITY_DN131685_c1_g4_i2	NA	NA	-1.526585572	0.317867199	Ovary_mean	female
TRINITY_DN131685_c3_g1_i1	NA	NA	-1.326930057	0.230814092	G46_F_mean	female
TRINITY_DN131685_c4_g1_i1	NA	NA	-1.565704598	0.440189916	Ovary_mean	female
TRINITY_DN131686_c3_g2_i3	NA	NA	-2.380519853	0.401961641	Ovary_mean	female
TRINITY_DN131690_c0_g1_i2	NA	NA	-10.67126374	0.877125736	Ovary_mean	female
TRINITY_DN131696_c6_g3_i2	NA	NA	-1.32852741	0.437106238	Testis_mean	female
TRINITY_DN131711_c1_g1_i3	NA	NA	-1.684279519	0.515551066	Ovary_mean	female
TRINITY_DN131718_c2_g1_i2	NA	NA	-2.296245792	0.556967327	Ovary_mean	female
TRINITY_DN131718_c2_g6_i3	dennd5a	scaffold_299	-3.287578614	0.683235776	Ovary_mean	female
TRINITY_DN131719_c0_g1_i1	NA	NA	-3.560276476	0.611798332	G46_F_mean	female
TRINITY_DN131741_c0_g1_i1	NA	NA	-2.279350733	0.525091536	Testis_mean	female
TRINITY_DN131753_c0_g4_i1	NA	NA	-1.936041127	0.437331959	Ovary_mean	female
TRINITY_DN131754_c2_g2_i2	NA	NA	-2.095459357	0.538157436	Ovary_mean	female
TRINITY_DN131756_c4_g3_i1	NA	NA	-1.119236094	0.404508423	Ovary_mean	female
TRINITY_DN131763_c0_g1_i1	NA	NA	-2.518118105	0.577433052	Ovary_mean	female
TRINITY_DN131766_c10_g2_i1	NA	NA	-1.231041793	0.179758461	G23_mean	female
TRINITY_DN131766_c7_g1_i1	NA	NA	-2.242368154	0.585239308	Ovary_mean	female
TRINITY_DN131777_c4_g5_i2	NA	NA	-2.015226073	0.630692992	Ovary_mean	female
TRINITY_DN131787_c2_g1_i1	NA	NA	-3.304034981	0.764497131	Ovary_mean	female
TRINITY_DN131800_c2_g1_i1	NA	NA	-1.054432149	0.793719363	Brain_mean	female
TRINITY_DN131806_c3_g2_i1	LOC100491219-like	Chr05	-1.685646248	0.549397517	Ovary_mean	female
TRINITY_DN131809_c9_g1_i2	NA	NA	-2.469739956	0.556281579	Ovary_mean	female
TRINITY_DN131814_c2_g1_i1	NA	NA	-1.207722551	0.272080583	Ovary_mean	female
TRINITY_DN131819_c1_g4_i2	NA	NA	-1.545761213	0.550245768	Ovary_mean	female
TRINITY_DN131823_c4_g5_i1	NA	NA	-1.319523243	0.569963969	Ovary_mean	female
TRINITY_DN131826_c4_g2_i1	NA	NA	-2.682496452	0.651267317	Ovary_mean	female
TRINITY_DN131831_c0_g3_i2	NA	NA	-1.419044461	0.35226154	Ovary_mean	female
TRINITY_DN131832_c0_g1_i2	Xetrov90020036m	Chr08	-1.122956198	0.499218158	Ovary_mean	female
TRINITY_DN131833_c2_g1_i5	api5	Chr04	-3.48324777	0.698932315	Ovary_mean	female
TRINITY_DN131839_c1_g1_i2	NA	NA	-1.849615273	0.454467826	Ovary_mean	female
TRINITY_DN131844_c0_g1_i2	NA	NA	-1.624412543	0.347890998	Ovary_mean	female
TRINITY_DN131853_c5_g8_i2	tpbg	Chr05	-1.360072049	0.412914798	Brain_mean	female
TRINITY_DN131863_c0_g1_i1	NA	NA	-1.352489392	0.430995561	Testis_mean	female
TRINITY_DN131864_c2_g5_i1	NA	NA	-1.832386866	0.364903436	Ovary_mean	female
TRINITY_DN131867_c1_g2_i1	NA	NA	-1.008340739	0.549946066	Ovary_mean	female
TRINITY_DN131867_c1_g3_i1	NA	NA	-2.51627561	0.599429781	Ovary_mean	female
TRINITY_DN131869_c0_g1_i1	NA	NA	-2.69735685	0.53716345	Ovary_mean	female
TRINITY_DN131869_c0_g3_i1	NA	NA	-2.494927183	0.445817859	Ovary_mean	female
TRINITY_DN131882_c0_g1_i1	NA	NA	-1.318834203	0.474713818	Testis_mean	female
TRINITY_DN131883_c2_g3_i1	NA	NA	-3.411942669	0.630469614	Ovary_mean	female
TRINITY_DN131885_c2_g5_i1	she-like	scaffold_627	-1.883664544	0.512841075	Ovary_mean	female
TRINITY_DN131885_c2_g6_i1	NA	NA	-1.040570606	0.409427546	Ovary_mean	female
TRINITY_DN131887_c2_g1_i2	NA	NA	-1.74272498	0.384561593	G46_F_mean	female
TRINITY_DN131889_c0_g5_i8	klhl6	Chr05	-1.713334081	0.231952068	G46_F_mean	female
TRINITY_DN131896_c2_g2_i3	NA	NA	-1.233079322	0.518363357	Ovary_mean	female
TRINITY_DN131905_c1_g1_i1	NA	NA	-1.985118665	0.511736561	Ovary_mean	female
TRINITY_DN131905_c3_g2_i1	NA	NA	-1.277172054	0.597687458	Brain_mean	female
TRINITY_DN131905_c3_g3_i7	LOC100485348	scaffold_2534	-1.368760779	0.633048527	Brain_mean	female
TRINITY_DN131911_c1_g1_i1	NA	NA	-1.441177593	0.412538196	Ovary_mean	female
TRINITY_DN131911_c1_g2_i2	mia	Chr08	-1.409173466	0.428040647	Ovary_mean	female
TRINITY_DN131924_c0_g1_i1	ttc9	Chr08	-1.771758513	0.529326381	Ovary_mean	female
TRINITY_DN131927_c5_g1_i2	NA	NA	-2.632090687	0.547880395	Ovary_mean	female
TRINITY_DN131929_c0_g7_i2	NA	NA	-2.739421974	0.754048227	Ovary_mean	female
TRINITY_DN131929_c1_g1_i1	NA	NA	-3.192400899	0.745607962	Ovary_mean	female
TRINITY_DN131939_c2_g8_i2	NA	NA	-3.455843239	0.559877345	Ovary_mean	female
TRINITY_DN131945_c1_g5_i4	NA	NA	-1.259187686	0.494511733	Ovary_mean	female
TRINITY_DN131949_c3_g1_i1	NA	NA	-2.953889709	0.476064792	Ovary_mean	female
TRINITY_DN131953_c1_g3_i5	zic2	Chr02	-1.18541936	0.396904178	Brain_mean	female
TRINITY_DN131960_c0_g1_i1	NA	NA	-2.336542777	0.716838054	Ovary_mean	female
TRINITY_DN131966_c3_g3_i5	NA	NA	-1.326713226	0.341952345	Ovary_mean	female
TRINITY_DN131977_c9_g1_i3	tvp23a-like	Chr09	-1.023933225	0.395356779	G23_mean	female
TRINITY_DN131985_c0_g1_i4	NA	NA	-1.053562448	0.237160893	G46_F_mean	female
TRINITY_DN131986_c2_g1_i1	NA	NA	-1.184560722	0.642207197	Ovary_mean	female
TRINITY_DN131995_c1_g1_i1	NA	NA	-1.781274614	0.451940431	Ovary_mean	female
TRINITY_DN131997_c11_g3_i1	NA	NA	-2.719774148	0.347671298	Ovary_mean	female
TRINITY_DN132005_c0_g3_i2	sec31a	Chr01	-3.561250365	0.839298168	Ovary_mean	female
TRINITY_DN132012_c5_g2_i1	NA	NA	-2.266423882	0.490126845	Ovary_mean	female
TRINITY_DN132012_c5_g7_i2	NA	NA	-1.243093733	0.619285648	Ovary_mean	female
TRINITY_DN132014_c1_g4_i2	cetn3	Chr01	-1.622845004	0.397227795	Ovary_mean	female
TRINITY_DN132023_c0_g1_i1	NA	NA	-1.149763686	0.548457851	Ovary_mean	female
TRINITY_DN132030_c0_g1_i2	NA	NA	-3.32417864	0.647185238	Ovary_mean	female
TRINITY_DN132031_c0_g1_i1	NA	NA	-1.938575963	0.698838871	Ovary_mean	female
TRINITY_DN132032_c0_g1_i1	NA	NA	-2.699949785	0.394602784	G46_F_mean	female
TRINITY_DN132037_c1_g3_i1	NA	NA	-1.965199195	0.435440989	Ovary_mean	female
TRINITY_DN132042_c4_g3_i1	NA	NA	-3.219361531	0.663156907	Ovary_mean	female
TRINITY_DN132042_c5_g3_i2	fam50a	scaffold_247	-1.240602111	0.291125385	Ovary_mean	female
TRINITY_DN132043_c0_g1_i2	NA	NA	-1.431903286	0.603347138	Ovary_mean	female
TRINITY_DN132045_c1_g2_i2	NA	NA	-1.134446888	0.553575164	Ovary_mean	female
TRINITY_DN132053_c4_g3_i1	NA	NA	-1.082177314	0.254438447	Ovary_mean	female
TRINITY_DN132053_c4_g4_i1	ddx10	Chr02	-1.195787787	0.225172516	Ovary_mean	female
TRINITY_DN132063_c0_g2_i2	NA	NA	-2.177879182	0.753320461	Brain_mean	female
TRINITY_DN132069_c0_g1_i2	dok7-like	Chr01	-2.387323182	0.484814795	Ovary_mean	female
TRINITY_DN132072_c3_g1_i1	NA	NA	-1.273815334	0.318848147	Ovary_mean	female
TRINITY_DN132077_c0_g1_i3	NA	NA	-1.3059563	0.513007591	Ovary_mean	female
