gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN126946_c0_g1_i1	NA	NA	NA	NA	1.633922031	unbias	0.911805476	Brain_mmean
TRINITY_DN126946_c0_g3_i1	NA	NA	NA	NA	-0.235885064	unbias	0.920793452	Brain_fmean
TRINITY_DN126946_c0_g4_i1	NA	NA	NA	NA	-0.52083667	unbias	0.928904526	Brain_fmean
TRINITY_DN126946_c0_g5_i1	NA	NA	NA	NA	0.011761073	unbias	0.909089878	Brain_fmean
TRINITY_DN126947_c0_g3_i1	NA	NA	NA	NA	-0.155497753	unbias	0.287513095	G27_fmean
TRINITY_DN126948_c0_g1_i4	NA	NA	NA	NA	0.855332532	unbias	0.700941352	Brain_mmean
TRINITY_DN126949_c0_g1_i1	NA	NA	NA	NA	-0.279132328	unbias	0.444147762	G43_M_mean
TRINITY_DN126950_c6_g6_i3	NA	NA	NA	NA	-0.192056779	unbias	0.176353329	Brain_fmean
TRINITY_DN126950_c6_g7_i1	NA	NA	NA	NA	0.03815307	unbias	0.453088405	Brain_fmean
TRINITY_DN126951_c3_g6_i1	NA	NA	NA	NA	0.183429284	unbias	0.342026877	Brain_mmean
TRINITY_DN126951_c3_g7_i2	NA	NA	NA	NA	0.081259862	unbias	0.493425355	Brain_mmean
TRINITY_DN126953_c1_g3_i1	NA	NA	NA	NA	-0.274350695	unbias	0.729655035	Brain_fmean
TRINITY_DN126953_c1_g4_i1	NA	NA	NA	NA	0.031473804	unbias	0.490069664	Ovary_mean
TRINITY_DN126954_c0_g1_i2	NA	NA	NA	NA	0.307840096	unbias	0.453981736	Brain_mmean
TRINITY_DN126956_c0_g1_i4	LOC101732754	Chr06	40554308	40554308	-0.000864795	unbias	0.204147029	Ovary_mean
TRINITY_DN126956_c0_g3_i4	LOC101733023	Chr02	51017508	51017508	-0.11223923	unbias	0.923126949	Brain_fmean
TRINITY_DN126956_c1_g3_i1	NA	NA	NA	NA	-0.27331504	unbias	0.671860519	Brain_fmean
TRINITY_DN126957_c0_g1_i3	NA	NA	NA	NA	-0.530693781	unbias	0.849326723	Brain_fmean
TRINITY_DN126959_c0_g2_i1	wnt8a	Chr03	22251023	22251023	0.03141057	unbias	0.300457177	Testis_mean
TRINITY_DN126959_c1_g1_i2	NA	NA	NA	NA	-0.161732971	unbias	0.320566573	Testis_mean
TRINITY_DN126960_c0_g2_i1	NA	NA	NA	NA	0.255524589	unbias	0.604778524	Ovary_mean
TRINITY_DN126960_c0_g3_i2	NA	NA	NA	NA	-0.102882589	unbias	0.386497481	Ovary_mean
TRINITY_DN126960_c0_g7_i1	NA	NA	NA	NA	0.124116921	unbias	0.561313508	Ovary_mean
TRINITY_DN126961_c4_g1_i1	bfar	Chr09	31921307	31921307	0.135180867	unbias	0.211653156	G43_F_mean
TRINITY_DN126961_c9_g3_i2	thumpd1	Chr09	28489263	28489263	-0.464789841	unbias	0.274147194	G23_fmean
TRINITY_DN126962_c0_g2_i1	NA	NA	NA	NA	0.00326663	unbias	0.872698079	Brain_fmean
TRINITY_DN126962_c0_g4_i3	NA	NA	NA	NA	0.303940288	unbias	0.448181014	Brain_mmean
TRINITY_DN126962_c0_g5_i1	NA	NA	NA	NA	0.303207787	unbias	0.381921129	Brain_mmean
TRINITY_DN126963_c1_g2_i3	NA	NA	NA	NA	0.094552031	unbias	0.476977752	Brain_mmean
TRINITY_DN126963_c1_g3_i1	NA	NA	NA	NA	-0.532845492	unbias	0.9402392	Brain_fmean
TRINITY_DN126963_c1_g4_i2	fam21a	Chr07	32091484	32091484	-0.504825359	unbias	0.856216882	Brain_fmean
TRINITY_DN126963_c1_g5_i1	NA	NA	NA	NA	-0.70448409	unbias	0.980676292	Brain_fmean
TRINITY_DN126963_c1_g6_i1	NA	NA	NA	NA	-0.591878751	unbias	0.970492335	Brain_fmean
TRINITY_DN126964_c1_g3_i1	NA	NA	NA	NA	-0.354441653	unbias	0.437566896	Ovary_mean
TRINITY_DN126968_c0_g1_i1	fam3c	Chr03	60043221	60043221	-0.035682339	unbias	0.375122769	Testis_mean
TRINITY_DN126969_c0_g1_i4	NA	NA	NA	NA	-0.089668506	unbias	0.316965147	Testis_mean
TRINITY_DN126971_c0_g4_i1	NA	NA	NA	NA	0.183171822	unbias	0.236689174	Brain_mmean
TRINITY_DN126972_c5_g1_i1	NA	NA	NA	NA	-0.094057217	unbias	0.144815487	G43_F_mean
TRINITY_DN126975_c0_g1_i1	NA	NA	NA	NA	-0.508656602	unbias	0.4570578	Ovary_mean
TRINITY_DN126977_c2_g4_i3	NA	NA	NA	NA	0.124012694	unbias	0.598693299	Brain_mmean
TRINITY_DN126978_c0_g3_i3	psmc2	Chr03	68236426	68236426	-0.053644743	unbias	0.237102722	G23_fmean
TRINITY_DN126981_c2_g1_i2	NA	NA	NA	NA	-0.330596617	unbias	0.477190733	G27_fmean
TRINITY_DN126982_c0_g1_i1	med12	Chr08	23206555	23206555	0.111167258	unbias	0.162118903	G23_mmean
TRINITY_DN126982_c2_g1_i1	NA	NA	NA	NA	-0.045442656	unbias	0.270455492	G23_fmean
TRINITY_DN126982_c2_g2_i2	NA	NA	NA	NA	0.295444416	unbias	0.252024221	Ovary_mean
TRINITY_DN126982_c2_g3_i1	NA	NA	NA	NA	0.244853755	unbias	0.247599385	Ovary_mean
TRINITY_DN126983_c0_g1_i2	NA	NA	NA	NA	0.95766692	unbias	0.950774703	Ovary_mean
TRINITY_DN126984_c0_g1_i2	NA	NA	NA	NA	0.215828497	unbias	0.217823212	Brain_mmean
TRINITY_DN126985_c0_g1_i5	NA	NA	NA	NA	0.124409044	unbias	0.107383228	G23_fmean
TRINITY_DN126985_c0_g2_i1	NA	NA	NA	NA	-0.077061162	unbias	0.130140028	G23_mmean
TRINITY_DN126985_c2_g1_i1	slc9b2	Chr01	64110605	64110605	0.005559362	unbias	0.492618411	Ovary_mean
TRINITY_DN126987_c3_g2_i2	kiaa0226l	Chr02	131108512	131108512	0.307896273	unbias	0.553741041	Brain_mmean
TRINITY_DN126989_c1_g2_i3	NA	NA	NA	NA	0.018114354	unbias	0.334175731	Brain_fmean
TRINITY_DN126990_c0_g1_i2	kctd15	Chr04	19757914	19757914	-0.106369815	unbias	0.215273944	Brain_fmean
TRINITY_DN126992_c1_g9_i4	NA	NA	NA	NA	0.182585026	unbias	0.63114705	Ovary_mean
TRINITY_DN126993_c10_g1_i1	tmem150c	Chr01	88689854	88689854	-0.03451359	unbias	0.425537826	Liver_fmean
TRINITY_DN126995_c0_g1_i1	NA	NA	NA	NA	0.258672568	unbias	0.355940052	G43_F_mean
TRINITY_DN126996_c6_g4_i1	NA	NA	NA	NA	0.248156107	unbias	0.582055649	Brain_mmean
TRINITY_DN126997_c2_g2_i8	med1	Chr06	81725480	81725480	-0.045701211	unbias	0.24362245	Ovary_mean
TRINITY_DN126997_c3_g2_i1	NA	NA	NA	NA	0.103770199	unbias	0.506235433	G23_fmean
TRINITY_DN126997_c3_g6_i1	NA	NA	NA	NA	-0.846024806	unbias	0.533561738	Brain_fmean
TRINITY_DN126998_c0_g2_i3	NA	NA	NA	NA	0.37020187	unbias	0.336401176	G23_fmean
TRINITY_DN127001_c4_g3_i2	asap3	Chr02	52719755	52719755	0.078112945	unbias	0.719525477	Brain_mmean
TRINITY_DN127002_c4_g2_i2	NA	NA	NA	NA	0.115918712	unbias	0.30731923	G46_M_mean
TRINITY_DN127006_c0_g1_i2	NA	NA	NA	NA	0.013301192	unbias	0.48275569	Ovary_mean
TRINITY_DN127007_c2_g2_i2	hint3	Chr05	47292791	47292791	-0.250897142	unbias	0.19885614	G23_fmean
TRINITY_DN127008_c0_g1_i1	NA	NA	NA	NA	0.348702284	unbias	0.623778447	Ovary_mean
TRINITY_DN127009_c1_g1_i3	NA	NA	NA	NA	0.481847358	unbias	0.581634798	Testis_mean
TRINITY_DN127010_c2_g1_i1	NA	NA	NA	NA	-0.097108595	unbias	0.32131142	G43_M_mean
TRINITY_DN127010_c3_g1_i4	NA	NA	NA	NA	-0.308382734	unbias	0.227363834	Ovary_mean
TRINITY_DN127011_c1_g2_i4	NA	NA	NA	NA	-0.074503169	unbias	0.103644396	Testis_mean
TRINITY_DN127011_c1_g3_i8	NA	NA	NA	NA	0.130537491	unbias	0.529777516	Brain_mmean
TRINITY_DN127012_c0_g1_i1	NA	NA	NA	NA	-0.382984318	unbias	0.653542171	Brain_fmean
TRINITY_DN127012_c1_g2_i4	LOC100036702	Chr01	110127078	110127078	0.242497225	unbias	0.386575631	G27_mmean
TRINITY_DN127013_c5_g2_i1	NA	NA	NA	NA	0.170232775	unbias	0.303503467	G23_fmean
TRINITY_DN127013_c6_g1_i2	NA	NA	NA	NA	-0.773770725	unbias	0.465032804	Ovary_mean
TRINITY_DN127013_c6_g2_i1	NA	NA	NA	NA	-0.212125902	unbias	0.209107475	Brain_fmean
TRINITY_DN127013_c7_g3_i6	NA	NA	NA	NA	0.091388393	unbias	0.230365117	Brain_mmean
TRINITY_DN127014_c1_g1_i1	NA	NA	NA	NA	-0.115021912	unbias	0.492300586	Brain_fmean
TRINITY_DN127014_c2_g1_i6	NA	NA	NA	NA	-0.206747055	unbias	0.319259016	Brain_fmean
TRINITY_DN127014_c3_g1_i2	NA	NA	NA	NA	-0.281684689	unbias	0.216650646	G43_M_mean
TRINITY_DN127015_c0_g2_i1	NA	NA	NA	NA	0.075968267	unbias	0.544922945	Ovary_mean
TRINITY_DN127016_c2_g3_i4	NA	NA	NA	NA	0.271174795	unbias	0.225619973	Ovary_mean
TRINITY_DN127019_c3_g8_i1	NA	NA	NA	NA	-0.090264962	unbias	0.403319069	Brain_fmean
TRINITY_DN127020_c0_g2_i3	NA	NA	NA	NA	-0.167367572	unbias	0.848283287	Brain_fmean
TRINITY_DN127021_c0_g1_i1	NA	NA	NA	NA	-0.057999153	unbias	0.293382436	Brain_fmean
TRINITY_DN127021_c2_g1_i1	NA	NA	NA	NA	-0.066966907	unbias	0.264496239	Brain_mmean
TRINITY_DN127021_c5_g1_i1	NA	NA	NA	NA	-0.199235089	unbias	0.561304192	Ovary_mean
TRINITY_DN127021_c5_g2_i8	h3f3b	Chr05	4487570	4487570	0.168631589	unbias	0.263820725	G23_mmean
TRINITY_DN127022_c2_g2_i2	slc39a7	Chr08	50935122	50935122	0.127403311	unbias	0.267359784	G27_fmean
TRINITY_DN127023_c0_g1_i3	atf2	Chr09	59310419	59310419	-0.137754913	unbias	0.577351757	Brain_fmean
TRINITY_DN127024_c2_g3_i1	sirt7	Chr10	19998833	19998833	0.040063636	unbias	0.531228748	Ovary_mean
TRINITY_DN127024_c3_g1_i1	NA	NA	NA	NA	-0.256591231	unbias	0.654009581	Ovary_mean
TRINITY_DN127024_c3_g2_i1	tyw1	Chr02	94372374	94372374	0.554014195	unbias	0.273773102	Brain_mmean
TRINITY_DN127025_c1_g1_i1	Xetrov90005045m	Chr02	63411130	63411130	0.005648614	unbias	0.556135801	Brain_mmean
TRINITY_DN127025_c3_g1_i1	p2rx4	Chr01	153862618	153862618	0.090173534	unbias	0.22538577	Ovary_mean
TRINITY_DN127025_c4_g1_i1	NA	NA	NA	NA	-0.077160938	unbias	0.393160331	Ovary_mean
TRINITY_DN127025_c5_g1_i1	NA	NA	NA	NA	-0.103763003	unbias	0.244266952	Ovary_mean
TRINITY_DN127026_c0_g1_i1	NA	NA	NA	NA	-0.093418895	unbias	0.532222392	Brain_fmean
TRINITY_DN127027_c2_g1_i1	speg	Chr09	78288753	78288753	-0.265314294	unbias	0.4105793	Brain_fmean
TRINITY_DN127027_c3_g1_i1	NA	NA	NA	NA	0.218698838	unbias	0.561601413	Brain_mmean
TRINITY_DN127027_c4_g1_i1	NA	NA	NA	NA	0.282115291	unbias	0.387229675	Brain_mmean
TRINITY_DN127027_c4_g2_i1	NA	NA	NA	NA	-0.27874971	unbias	0.517907087	Brain_fmean
TRINITY_DN127027_c4_g3_i1	NA	NA	NA	NA	-0.150775724	unbias	0.420750772	Brain_fmean
TRINITY_DN127027_c5_g1_i1	NA	NA	NA	NA	-0.019628375	unbias	0.340727262	Brain_mmean
TRINITY_DN127027_c5_g2_i1	NA	NA	NA	NA	0.107212553	unbias	0.200103937	Brain_mmean
TRINITY_DN127027_c7_g2_i5	NA	NA	NA	NA	0.019375499	unbias	0.331475326	G43_M_mean
TRINITY_DN127027_c8_g1_i3	NA	NA	NA	NA	-0.038182877	unbias	0.176958575	G23_fmean
TRINITY_DN127028_c1_g1_i1	NA	NA	NA	NA	-0.209594808	unbias	0.660869048	Ovary_mean
TRINITY_DN127028_c2_g1_i2	NA	NA	NA	NA	0.190907402	unbias	0.46495914	Ovary_mean
TRINITY_DN127028_c2_g2_i10	NA	NA	NA	NA	-0.92056224	unbias	0.331271352	Liver_fmean
TRINITY_DN127029_c0_g1_i4	Xetrov90013145m	Chr05	14816595	14816595	-0.143489547	unbias	0.812491497	Brain_fmean
TRINITY_DN127029_c1_g1_i3	NA	NA	NA	NA	-0.184057708	unbias	0.178572492	Brain_fmean
TRINITY_DN127030_c0_g1_i2	NA	NA	NA	NA	-0.294746433	unbias	0.813194013	Brain_fmean
TRINITY_DN127031_c0_g2_i3	NA	NA	NA	NA	0.093946773	unbias	0.094807387	Liver_fmean
TRINITY_DN127033_c4_g8_i2	NA	NA	NA	NA	-0.340901076	unbias	0.234819815	G43_F_mean
TRINITY_DN127034_c0_g1_i5	NA	NA	NA	NA	-0.233150878	unbias	0.547812454	Brain_fmean
TRINITY_DN127035_c0_g1_i1	NA	NA	NA	NA	0.232710653	unbias	0.582226047	Brain_mmean
TRINITY_DN127036_c0_g1_i3	NA	NA	NA	NA	0.005273449	unbias	0.148527306	G23_fmean
TRINITY_DN127036_c0_g2_i3	rac3	Chr10	23542628	23542628	-0.332122292	unbias	0.315164096	Brain_fmean
TRINITY_DN127037_c0_g1_i1	NA	NA	NA	NA	0.067025947	unbias	0.438019796	Ovary_mean
TRINITY_DN127039_c0_g1_i1	NA	NA	NA	NA	0.151040813	unbias	0.471444283	Brain_mmean
TRINITY_DN127039_c0_g3_i7	NA	NA	NA	NA	-0.187510482	unbias	0.52840988	G27_mmean
TRINITY_DN127040_c3_g1_i8	NA	NA	NA	NA	-0.134879441	unbias	0.136637134	Brain_fmean
TRINITY_DN127041_c0_g1_i3	hspbap1	scaffold_292	129833	129833	0.514484499	unbias	0.257001804	G43_M_mean
TRINITY_DN127041_c0_g3_i1	NA	NA	NA	NA	-0.155936649	unbias	0.540013444	G23_mmean
TRINITY_DN127043_c1_g1_i1	NA	NA	NA	NA	0.338673892	unbias	0.296316881	Testis_mean
TRINITY_DN127045_c0_g1_i2	NA	NA	NA	NA	-0.042424744	unbias	0.522077673	Ovary_mean
TRINITY_DN127046_c1_g11_i1	NA	NA	NA	NA	0.407814393	unbias	0.322487058	G46_M_mean
TRINITY_DN127046_c1_g2_i1	Xetrov90014406m	Chr05	97975403	97975403	0.070439516	unbias	0.194607941	G43_M_mean
TRINITY_DN127046_c1_g3_i3	NA	NA	NA	NA	-0.027366095	unbias	0.514094299	Liver_fmean
TRINITY_DN127046_c1_g6_i1	NA	NA	NA	NA	0.620073906	unbias	0.29325245	G43_M_mean
TRINITY_DN127046_c1_g9_i1	NA	NA	NA	NA	0.660010094	unbias	0.391182737	G46_M_mean
TRINITY_DN127049_c0_g2_i1	mia3-like.1	Chr05	5940201	5940201	0.099837209	unbias	0.877498009	Brain_mmean
TRINITY_DN127049_c0_g3_i1	NA	NA	NA	NA	-0.101870375	unbias	0.764590947	Brain_fmean
TRINITY_DN127052_c0_g1_i4	dock5	Chr03	106582469	106582469	-0.085072906	unbias	0.61847129	Brain_fmean
TRINITY_DN127053_c0_g1_i2	NA	NA	NA	NA	-0.144382724	unbias	0.337240728	Liver_fmean
TRINITY_DN127054_c1_g1_i10	NA	NA	NA	NA	-0.050064642	unbias	0.305020712	Ovary_mean
TRINITY_DN127054_c2_g2_i1	foxp1	Chr04	130190634	130190634	0.303935481	unbias	0.606707493	G23_mmean
TRINITY_DN127055_c1_g2_i3	NA	NA	NA	NA	0.039675785	unbias	0.47633488	G23_fmean
TRINITY_DN127055_c1_g6_i1	NA	NA	NA	NA	0.61137707	unbias	0.431796702	Brain_mmean
TRINITY_DN127055_c1_g7_i1	NA	NA	NA	NA	1.856764222	male 	0.406116526	Testis_mean
TRINITY_DN127056_c0_g1_i1	NA	NA	NA	NA	0.871549665	unbias	0.574695467	Brain_mmean
TRINITY_DN127056_c3_g1_i1	NA	NA	NA	NA	-0.276007777	unbias	0.46278011	Brain_fmean
TRINITY_DN127056_c4_g1_i2	NA	NA	NA	NA	-0.926138312	unbias	0.491293659	G46_M_mean
TRINITY_DN127059_c1_g1_i1	NA	NA	NA	NA	0.092606543	unbias	0.290566869	Testis_mean
TRINITY_DN127059_c1_g3_i1	NA	NA	NA	NA	-0.048156179	unbias	0.179270013	Testis_mean
TRINITY_DN127059_c1_g4_i2	NA	NA	NA	NA	-0.069628669	unbias	0.40965338	Ovary_mean
TRINITY_DN127059_c1_g6_i1	taf6-like	scaffold_48	523347	523347	-0.179787317	unbias	0.147231589	G23_fmean
TRINITY_DN127061_c4_g1_i1	NA	NA	NA	NA	0.019775879	unbias	0.214292621	Ovary_mean
TRINITY_DN127063_c3_g1_i3	NA	NA	NA	NA	-0.068039576	unbias	0.58272434	Ovary_mean
TRINITY_DN127064_c0_g1_i1	LOC100145219	Chr01	27080459	27080459	0.135363657	unbias	0.594778539	Brain_mmean
TRINITY_DN127064_c0_g2_i1	NA	NA	NA	NA	0.029243669	unbias	0.565814324	Brain_mmean
TRINITY_DN127064_c0_g3_i1	nme9	Chr09	50899249	50899249	1.002751511	unbias	0.326173045	Brain_mmean
TRINITY_DN127067_c1_g1_i4	LOC100493509	Chr02	162884801	162884801	0.118716069	unbias	0.192870793	G43_F_mean
TRINITY_DN127067_c5_g2_i2	NA	NA	NA	NA	0.052971347	unbias	0.434966645	Brain_mmean
TRINITY_DN127070_c0_g1_i3	NA	NA	NA	NA	-0.087975683	unbias	0.835527061	Ovary_mean
TRINITY_DN127071_c0_g1_i1	NA	NA	NA	NA	0.006780198	unbias	0.254054244	G23_fmean
TRINITY_DN127072_c5_g2_i1	NA	NA	NA	NA	0.329799079	unbias	0.564543705	Ovary_mean
TRINITY_DN127072_c5_g3_i1	NA	NA	NA	NA	-0.035490287	unbias	0.363525981	Brain_fmean
TRINITY_DN127073_c0_g3_i1	NA	NA	NA	NA	0.096207911	unbias	0.191888692	G31_mmean
TRINITY_DN127075_c1_g2_i7	bmpr1a	Chr07	45640330	45640330	0.162383807	unbias	0.399575543	Ovary_mean
TRINITY_DN127076_c1_g1_i1	NA	NA	NA	NA	-0.24517768	unbias	0.530926417	Liver_fmean
TRINITY_DN127076_c3_g1_i1	NA	NA	NA	NA	-0.145448304	unbias	0.287350275	G43_M_mean
TRINITY_DN127076_c5_g1_i10	NA	NA	NA	NA	0.531357945	unbias	0.66362243	Brain_mmean
TRINITY_DN127076_c5_g2_i1	kcnip4-like	Chr01	22625130	22625130	-0.021135677	unbias	0.68210225	Brain_mmean
TRINITY_DN127077_c3_g1_i2	NA	NA	NA	NA	0.040554714	unbias	0.37622898	Ovary_mean
TRINITY_DN127077_c4_g2_i4	NA	NA	NA	NA	0.009760826	unbias	0.718221465	Brain_mmean
TRINITY_DN127077_c4_g3_i5	chst3	Chr07	51063949	51063949	0.802634891	unbias	0.544546473	Brain_mmean
TRINITY_DN127078_c0_g2_i4	NA	NA	NA	NA	0.291105498	unbias	0.080732856	G23_mmean
TRINITY_DN127081_c3_g1_i1	vps72	Chr08	114712878	114712878	-0.182725238	unbias	0.366388809	Brain_fmean
TRINITY_DN127081_c5_g1_i1	NA	NA	NA	NA	0.164597265	unbias	0.398890881	Brain_mmean
TRINITY_DN127083_c1_g2_i2	NA	NA	NA	NA	-0.070896769	unbias	0.357703531	G23_fmean
TRINITY_DN127083_c1_g4_i1	NA	NA	NA	NA	0.169827494	unbias	0.441326346	Brain_mmean
TRINITY_DN127084_c1_g4_i2	NA	NA	NA	NA	-0.132621549	unbias	0.703900369	Brain_fmean
TRINITY_DN127084_c1_g6_i1	NA	NA	NA	NA	0.243063732	unbias	0.308210874	Brain_mmean
TRINITY_DN127086_c6_g7_i2	NA	NA	NA	NA	0.035570023	unbias	0.216990898	Brain_mmean
TRINITY_DN127087_c0_g1_i1	NA	NA	NA	NA	0.093241138	unbias	0.246849094	Brain_mmean
TRINITY_DN127089_c3_g1_i1	NA	NA	NA	NA	0.194833972	unbias	0.202245041	Brain_mmean
TRINITY_DN127092_c0_g1_i5	NA	NA	NA	NA	-0.10971524	unbias	0.545201025	Ovary_mean
TRINITY_DN127093_c0_g2_i1	NA	NA	NA	NA	-0.007427087	unbias	0.234079667	G43_F_mean
TRINITY_DN127093_c0_g4_i1	NA	NA	NA	NA	-0.410654786	unbias	0.51871434	G43_M_mean
TRINITY_DN127094_c2_g3_i3	NA	NA	NA	NA	-0.069430004	unbias	0.754916206	Brain_fmean
TRINITY_DN127094_c2_g4_i3	NA	NA	NA	NA	-0.159619559	unbias	0.768336607	Brain_fmean
TRINITY_DN127095_c9_g1_i3	rassf5-like	Chr02	65643191	65643191	-0.339197908	unbias	0.299153525	Brain_fmean
TRINITY_DN127096_c0_g1_i2	grb7	Chr10	2828501	2828501	0.640744585	unbias	0.523402878	Ovary_mean
TRINITY_DN127097_c1_g1_i5	ampd2-like	Chr02	63323925	63323925	-0.156709188	unbias	0.280671003	Ovary_mean
TRINITY_DN127097_c1_g2_i1	hoxb4	Chr10	5066148	5066148	-0.211093852	unbias	0.287649372	G23_fmean
TRINITY_DN127098_c0_g1_i1	NA	NA	NA	NA	-0.061767669	unbias	0.503625776	Liver_fmean
TRINITY_DN127099_c0_g1_i1	gatc-like	Chr01	143203540	143203540	0.120741477	unbias	0.656516305	Brain_mmean
TRINITY_DN127102_c0_g1_i1	NA	NA	NA	NA	0.018835364	unbias	0.730822916	Brain_mmean
TRINITY_DN127104_c0_g1_i1	NA	NA	NA	NA	0.082046124	unbias	0.288123187	G43_M_mean
TRINITY_DN127106_c0_g1_i1	NA	NA	NA	NA	0.207634116	unbias	0.650359156	Brain_mmean
TRINITY_DN127109_c0_g1_i3	NA	NA	NA	NA	0.085348788	unbias	0.263917977	Ovary_mean
TRINITY_DN127112_c0_g1_i1	NA	NA	NA	NA	-0.165334254	unbias	0.245668893	Ovary_mean
TRINITY_DN127113_c0_g1_i2	NA	NA	NA	NA	0.061873025	unbias	0.238940596	Ovary_mean
TRINITY_DN127114_c2_g2_i1	NA	NA	NA	NA	0.107679356	unbias	0.283796852	Testis_mean
TRINITY_DN127114_c3_g1_i1	g6pc3.1-like	Chr10	14095124	14095124	-0.434092331	unbias	0.412602772	G23_mmean
TRINITY_DN127115_c0_g1_i2	vps4b	Chr06	52502471	52502471	0.20410332	unbias	0.233180027	Ovary_mean
TRINITY_DN127116_c0_g1_i6	NA	NA	NA	NA	0.290249297	unbias	0.636126393	Brain_mmean
TRINITY_DN127117_c2_g1_i1	NA	NA	NA	NA	0.089921317	unbias	0.312573498	Brain_mmean
TRINITY_DN127117_c3_g1_i1	NA	NA	NA	NA	-0.08556408	unbias	0.316551307	G43_M_mean
TRINITY_DN127117_c3_g2_i1	NA	NA	NA	NA	0.088164764	unbias	0.354981046	G43_M_mean
TRINITY_DN127117_c4_g1_i1	NA	NA	NA	NA	-0.550705653	unbias	0.764068703	Brain_fmean
TRINITY_DN127117_c5_g2_i2	slc35a4	Chr03	14094164	14094164	-0.008319594	unbias	0.138500922	Brain_fmean
TRINITY_DN127118_c0_g2_i7	ccnj	Chr07	17642106	17642106	-0.070417231	unbias	0.310829371	Liver_fmean
TRINITY_DN127119_c0_g1_i2	NA	NA	NA	NA	0.023142714	unbias	0.076378282	Testis_mean
TRINITY_DN127120_c0_g1_i1	ufd1l	Chr01	145764214	145764214	-0.220607313	unbias	0.364466642	Brain_fmean
TRINITY_DN127121_c0_g1_i2	NA	NA	NA	NA	0.100878629	unbias	0.335559781	Testis_mean
TRINITY_DN127122_c7_g2_i2	NA	NA	NA	NA	0.014848098	unbias	0.269485078	Ovary_mean
TRINITY_DN127122_c8_g3_i1	fam26d-like	Chr05	69343102	69343102	0.154208214	unbias	0.470196117	Brain_mmean
TRINITY_DN127123_c0_g1_i1	NA	NA	NA	NA	0.14303548	unbias	0.183024835	Liver_fmean
TRINITY_DN127123_c1_g4_i2	NA	NA	NA	NA	-0.333445896	unbias	0.686782419	Ovary_mean
TRINITY_DN127127_c4_g1_i1	NA	NA	NA	NA	-0.208202054	unbias	0.596785315	Testis_mean
TRINITY_DN127129_c4_g2_i1	npas2	Chr02	106739627	106739627	-0.011551076	unbias	0.377570163	G43_F_mean
TRINITY_DN127129_c4_g3_i1	NA	NA	NA	NA	-0.014109426	unbias	0.445753573	G27_mmean
TRINITY_DN127129_c5_g1_i1	NA	NA	NA	NA	0.020370869	unbias	0.619425798	Brain_fmean
TRINITY_DN127130_c2_g2_i1	slc2a8	scaffold_19	44736	44736	-0.118766906	unbias	0.612454684	Brain_fmean
TRINITY_DN127130_c3_g1_i4	NA	NA	NA	NA	0.267925154	unbias	0.468057901	Brain_mmean
TRINITY_DN127130_c4_g1_i1	NA	NA	NA	NA	0.19293432	unbias	0.723639322	Brain_mmean
TRINITY_DN127132_c1_g2_i2	NA	NA	NA	NA	-0.134604691	unbias	0.680859571	Brain_fmean
TRINITY_DN127134_c2_g7_i1	NA	NA	NA	NA	0.126806681	unbias	0.279006295	Brain_mmean
TRINITY_DN127135_c1_g1_i2	NA	NA	NA	NA	0.196530659	unbias	0.650809954	Ovary_mean
TRINITY_DN127135_c2_g1_i4	NA	NA	NA	NA	-0.286338498	unbias	0.260796174	G23_fmean
TRINITY_DN127136_c1_g1_i2	thrb	Chr06	77459361	77459361	0.002797992	unbias	0.837698507	Brain_mmean
TRINITY_DN127140_c0_g1_i1	NA	NA	NA	NA	0.183069424	unbias	0.926672107	Brain_mmean
TRINITY_DN127141_c0_g1_i1	NA	NA	NA	NA	-0.173310182	unbias	0.480183878	Brain_fmean
TRINITY_DN127143_c0_g1_i1	NA	NA	NA	NA	-0.078238834	unbias	0.509940184	Ovary_mean
TRINITY_DN127143_c0_g3_i3	NA	NA	NA	NA	-0.074559776	unbias	0.719988759	Brain_fmean
TRINITY_DN127145_c2_g1_i1	zmynd10	Chr04	116843846	116843846	0.079939718	unbias	0.270222742	G43_F_mean
TRINITY_DN127146_c0_g2_i4	NA	NA	NA	NA	-0.891281185	unbias	0.62509623	G43_M_mean
TRINITY_DN127147_c0_g1_i2	NA	NA	NA	NA	0.139948241	unbias	0.665716262	G23_fmean
TRINITY_DN127148_c0_g1_i1	NA	NA	NA	NA	-0.320752408	unbias	0.242435537	Testis_mean
TRINITY_DN127149_c1_g1_i10	trim63	Chr02	51080256	51080256	0.278514377	unbias	0.425744354	Ovary_mean
TRINITY_DN127150_c4_g4_i4	NA	NA	NA	NA	-0.097076797	unbias	0.421725997	Brain_fmean
TRINITY_DN127150_c4_g6_i2	NA	NA	NA	NA	-0.074719842	unbias	0.448301387	Ovary_mean
TRINITY_DN127150_c5_g1_i2	NA	NA	NA	NA	0.081991776	unbias	0.160583266	G43_F_mean
TRINITY_DN127150_c6_g2_i1	NA	NA	NA	NA	-0.097735736	unbias	0.515551055	Brain_fmean
TRINITY_DN127151_c1_g2_i1	NA	NA	NA	NA	-0.032212394	unbias	0.060381836	Testis_mean
TRINITY_DN127152_c0_g1_i2	NA	NA	NA	NA	0.071948666	unbias	0.25334945	Brain_mmean
TRINITY_DN127153_c1_g1_i1	NA	NA	NA	NA	-0.226454652	unbias	0.250490102	Ovary_mean
