gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN128909_c3_g1_i2	apopt1	Chr08	77619916	77619916	0.218127824	unbias	0.463100635	Brain_mmean	0.0115	0.0222	1.9412
TRINITY_DN128913_c0_g2_i1	NA	NA	NA	NA	-0.033448334	unbias	0.390514423	Ovary_mean	0.0308	0.0459	1.4895
TRINITY_DN128915_c0_g1_i1	med28	Chr01	16439407	16439407	0.00551322	unbias	0.429495705	Testis_mean	0.0086	0.0134	1.5589
TRINITY_DN128922_c3_g8_i1	atg4c	Chr04	78174727	78174727	-0.040647416	unbias	0.295354654	Brain_fmean	0.141	0.1808	1.2825
TRINITY_DN128924_c2_g2_i4	NA	NA	NA	NA	0.065259686	unbias	0.3765088	Brain_mmean	0.3534	0.4643	1.3136
TRINITY_DN128926_c0_g1_i3	NA	NA	NA	NA	0.186738129	unbias	0.234024513	G23_mmean	0.0959	0.1621	1.6903
TRINITY_DN128927_c0_g4_i1	NA	NA	NA	NA	-0.073923943	unbias	0.158197036	Brain_fmean	0.001	0.0014	1.445
TRINITY_DN128935_c0_g1_i2	NA	NA	NA	NA	-0.074091226	unbias	0.575643495	Brain_fmean	0.1054	0.1221	1.1582
TRINITY_DN128935_c0_g2_i1	NA	NA	NA	NA	-0.100455502	unbias	0.746841457	Brain_fmean	0.2583	0.4663	1.805
TRINITY_DN128939_c0_g4_i2	NA	NA	NA	NA	-0.0396446	unbias	0.680739111	G27_mmean	0.0496	0.0664	1.3384
TRINITY_DN128942_c1_g1_i2	NA	NA	NA	NA	-0.217692815	unbias	0.421119774	Ovary_mean	0.1062	0.1484	1.3977
TRINITY_DN128942_c2_g6_i2	NA	NA	NA	NA	-0.131229618	unbias	0.937305927	Brain_fmean	0.0063	0.0111	1.7659
TRINITY_DN128948_c4_g3_i3	ssh3	Chr07	60861018	60861018	0.031415788	unbias	0.111816422	G23_mmean	0.0435	0.06	1.3778
TRINITY_DN128949_c1_g1_i3	NA	NA	NA	NA	1.125962032	unbias	0.460914021	Ovary_mean	0.0556	0.1097	1.9721
TRINITY_DN128951_c3_g1_i1	NA	NA	NA	NA	-0.094164517	unbias	0.155984119	G43_M_mean	0.0373	0.0506	1.3544
TRINITY_DN128955_c5_g1_i1	NA	NA	NA	NA	0.281609162	unbias	0.384275445	G23_fmean	0.052	0.0222	0.4271
TRINITY_DN128959_c2_g1_i1	NA	NA	NA	NA	1.188357047	unbias	0.641318973	G43_M_mean	0.056	0.091	1.6242
TRINITY_DN128960_c0_g1_i1	NA	NA	NA	NA	0.02641057	unbias	0.3833594	Ovary_mean	0.0876	0.1216	1.387
TRINITY_DN128960_c2_g2_i7	exd2	Chr08	89479970	89479970	0.261860012	unbias	0.563196819	Brain_mmean	0.0432	0.0515	1.192
TRINITY_DN128961_c0_g1_i14	NA	NA	NA	NA	-0.100553766	unbias	0.539777836	Brain_fmean	0.089	0.1252	1.4072
TRINITY_DN128965_c5_g2_i1	lrp8	Chr04	87031565	87031565	-0.112154666	unbias	0.589950627	Ovary_mean	0.1958	0.2952	1.5075
TRINITY_DN128966_c0_g1_i1	NA	NA	NA	NA	-0.248738807	unbias	0.704229045	G43_M_mean	0.0489	0.0821	1.6801
TRINITY_DN128970_c0_g2_i2	NA	NA	NA	NA	0.002977763	unbias	0.287403034	Ovary_mean	0.1939	0.2778	1.433
TRINITY_DN128972_c3_g1_i2	NA	NA	NA	NA	-0.053679618	unbias	0.599036339	Ovary_mean	0.0249	0.046	1.8476
TRINITY_DN128975_c1_g2_i1	NA	NA	NA	NA	-0.040953954	unbias	0.64014301	Brain_fmean	0.0997	0.0848	0.8504
TRINITY_DN128975_c2_g1_i4	NA	NA	NA	NA	0.205529563	unbias	0.296230499	Ovary_mean	0.0452	0.0579	1.2816
TRINITY_DN128976_c1_g1_i1	NA	NA	NA	NA	-0.023212276	unbias	0.205135638	Brain_fmean	0.0296	0.0489	1.6541
TRINITY_DN128979_c9_g2_i1	NA	NA	NA	NA	-0.490444282	unbias	0.56302902	Brain_fmean	0.1749	0.2791	1.5958
TRINITY_DN128982_c0_g1_i1	NA	NA	NA	NA	-0.029772059	unbias	0.651690492	Brain_mmean	0.1054	0.1402	1.3294
TRINITY_DN128991_c5_g5_i3	ndp	Chr02	69274584	69274584	0.078683868	unbias	0.383340389	Ovary_mean	0.085	0.1264	1.488
TRINITY_DN128993_c0_g2_i2	NA	NA	NA	NA	-0.258292616	unbias	0.473221136	Brain_fmean	0.1056	0.1632	1.5462
TRINITY_DN128994_c2_g4_i1	NA	NA	NA	NA	0.129204886	unbias	0.364730431	Brain_mmean	0.0262	0.0519	1.9835
TRINITY_DN128995_c1_g1_i1	Xetrov90027454m	scaffold_24	1242965	1242965	-0.099870292	unbias	0.346643616	Brain_fmean	0.1092	0.1457	1.3344
TRINITY_DN128999_c1_g2_i3	NA	NA	NA	NA	-0.171944152	unbias	0.487941058	Ovary_mean	0.1099	0.1617	1.4722
TRINITY_DN129001_c0_g2_i2	NA	NA	NA	NA	0.371045966	unbias	0.78391734	Ovary_mean	0.0379	0.0509	1.3439
TRINITY_DN129004_c0_g3_i2	NA	NA	NA	NA	0.181446763	unbias	0.346531244	Liver_fmean	0.0309	0.0604	1.9526
TRINITY_DN129005_c2_g2_i2	unc5d-like.1	Chr03	113915548	113915548	-0.001387016	unbias	0.6162565	Ovary_mean	0.0393	0.0489	1.2439
TRINITY_DN129012_c0_g1_i4	NA	NA	NA	NA	0.137945593	unbias	0.340141556	Ovary_mean	0.0954	0.1592	1.6691
TRINITY_DN129013_c2_g5_i1	NA	NA	NA	NA	0.613239635	unbias	0.189286302	G46_M_mean	0.027	0.0397	1.4725
TRINITY_DN129016_c3_g1_i2	NA	NA	NA	NA	-0.111400385	unbias	0.485671571	Ovary_mean	0.2431	0.3415	1.4047
TRINITY_DN129018_c0_g1_i1	NA	NA	NA	NA	0.205956569	unbias	0.43677305	Brain_mmean	0.1037	0.1969	1.899
TRINITY_DN129027_c1_g2_i4	NA	NA	NA	NA	0.023662885	unbias	0.473703696	Ovary_mean	0.079	0.1339	1.6945
TRINITY_DN129028_c1_g1_i4	NA	NA	NA	NA	-0.004159625	unbias	0.606543179	Brain_fmean	0.1091	0.1592	1.4597
TRINITY_DN129032_c7_g7_i5	NA	NA	NA	NA	0.011962442	unbias	0.513918833	Ovary_mean	0.1446	0.1785	1.234
TRINITY_DN129034_c7_g7_i3	NA	NA	NA	NA	0.274685767	unbias	0.475477648	Testis_mean	0.2782	0.4653	1.6724
TRINITY_DN129036_c2_g1_i4	NA	NA	NA	NA	-0.012664636	unbias	0.771806699	Brain_fmean	0.0105	0.0154	1.4732
TRINITY_DN129036_c2_g2_i4	NA	NA	NA	NA	-0.139162726	unbias	0.354572665	Brain_fmean	0.0373	0.0688	1.8458
TRINITY_DN129044_c3_g1_i1	NA	NA	NA	NA	-0.099482218	unbias	0.448793326	Ovary_mean	0.1856	0.301	1.622
TRINITY_DN129045_c0_g1_i1	NA	NA	NA	NA	0.109333398	unbias	0.35722482	Brain_mmean	0.151	0.2107	1.3947
TRINITY_DN129053_c3_g1_i2	NA	NA	NA	NA	-0.369780444	unbias	0.640059756	Brain_fmean	0.0916	0.1346	1.4694
TRINITY_DN129056_c2_g1_i4	NA	NA	NA	NA	-0.096398063	unbias	0.335345092	Brain_fmean	0.0213	0.027	1.2657
TRINITY_DN129056_c4_g1_i1	cdc27	Chr10	7038474	7038474	-0.209438421	unbias	0.261851806	Brain_fmean	0.061	0.1151	1.8861
TRINITY_DN129061_c0_g2_i1	ing1	Chr02	113523911	113523911	-0.125266638	unbias	0.216275959	Ovary_mean	0.0083	0.0109	1.3024
TRINITY_DN129063_c0_g2_i1	NA	NA	NA	NA	0.506721233	unbias	0.382563307	G23_fmean	0.0884	0.1521	1.7211
TRINITY_DN129065_c3_g2_i2	best3	Chr03	49738460	49738460	-0.02138579	unbias	0.343774142	Liver_fmean	0.0579	0.0584	1.0083
TRINITY_DN129071_c0_g1_i1	dusp10.2	Chr04	41036176	41036176	0.328876914	unbias	0.253375255	Liver_fmean	0.0581	0.0955	1.6438
TRINITY_DN129073_c0_g2_i3	NA	NA	NA	NA	0.064130882	unbias	0.62254566	Brain_mmean	0.0031	0.0062	1.9843
TRINITY_DN129074_c0_g1_i1	NA	NA	NA	NA	-0.163820427	unbias	0.491022184	Ovary_mean	0.1419	0.234	1.6483
TRINITY_DN129076_c0_g1_i1	NA	NA	NA	NA	-0.083064802	unbias	0.625859827	Brain_fmean	0.029	0.0304	1.0517
TRINITY_DN129076_c0_g2_i3	lonrf2	Chr02	108751944	108751944	-0.175000466	unbias	0.856089434	Brain_fmean	0.0303	0.0408	1.3466
TRINITY_DN129083_c0_g1_i3	NA	NA	NA	NA	0.167221168	unbias	0.643837997	Brain_mmean	0.0649	0.0876	1.3506
TRINITY_DN129085_c1_g2_i1	NA	NA	NA	NA	0.071024691	unbias	0.507974361	Brain_mmean	0.1555	0.2657	1.7081
TRINITY_DN129088_c5_g5_i2	NA	NA	NA	NA	0.010235041	unbias	0.483046014	Ovary_mean	0.0414	0.0773	1.869
TRINITY_DN129091_c2_g1_i4	lrp5	Chr04	41881405	41881405	0.196466045	unbias	0.393768544	Ovary_mean	0.0952	0.1318	1.3848
TRINITY_DN129100_c1_g1_i2	nrp1	Chr06	14461984	14461984	0.014328338	unbias	0.060788794	G43_M_mean	0.0175	0.0194	1.1058
TRINITY_DN129104_c0_g1_i1	NA	NA	NA	NA	-0.017310659	unbias	0.317337483	G23_fmean	0.1137	0.2244	1.9728
TRINITY_DN129105_c1_g1_i2	NA	NA	NA	NA	-0.128160931	unbias	0.711620957	Ovary_mean	0.0575	0.0603	1.0485
TRINITY_DN129105_c2_g6_i2	NA	NA	NA	NA	-0.059286065	unbias	0.278434889	Ovary_mean	0.074	0.1379	1.8621
TRINITY_DN129106_c0_g6_i7	NA	NA	NA	NA	0.628763424	unbias	0.596531783	Liver_mmean	0.0433	0.0729	1.683
TRINITY_DN129107_c0_g1_i2	NA	NA	NA	NA	0.172648682	unbias	0.458250356	Ovary_mean	0.0811	0.1307	1.6117
TRINITY_DN129113_c2_g1_i2	NA	NA	NA	NA	-0.072066095	unbias	0.623496755	Brain_fmean	0.034	0.034	1.0006
TRINITY_DN129121_c4_g8_i2	NA	NA	NA	NA	-0.120692138	unbias	0.206878872	Testis_mean	0.0756	0.136	1.7998
TRINITY_DN129125_c0_g1_i2	pak7	Chr05	22441762	22441762	-0.2759976	unbias	0.629705043	Brain_fmean	0.1157	0.1718	1.4856
TRINITY_DN129128_c4_g1_i5	NA	NA	NA	NA	0.275198202	unbias	0.244540027	Testis_mean	0.142	0.2554	1.7987
TRINITY_DN129138_c3_g1_i1	NA	NA	NA	NA	0.185384523	unbias	0.683562827	Brain_mmean	0.002	0.0024	1.183
TRINITY_DN129140_c0_g5_i6	NA	NA	NA	NA	0.090188649	unbias	0.221630642	G46_F_mean	0.0588	0.0516	0.8783
TRINITY_DN129141_c5_g2_i3	NA	NA	NA	NA	0.476369477	unbias	0.37206457	Brain_mmean	0.0712	0.0906	1.273
TRINITY_DN129142_c4_g1_i1	NA	NA	NA	NA	0.18647573	unbias	0.634652113	Ovary_mean	0.0752	0.1003	1.3328
TRINITY_DN129152_c2_g1_i1	NA	NA	NA	NA	0.706623006	unbias	0.729309569	G46_M_mean	0.0727	0.1451	1.9964
TRINITY_DN129157_c0_g2_i1	NA	NA	NA	NA	-0.29452073	unbias	0.535761783	G27_mmean	0.0684	0.122	1.7849
TRINITY_DN129158_c1_g1_i4	NA	NA	NA	NA	0.051422917	unbias	0.24572743	Brain_mmean	0.0256	0.0456	1.7807
TRINITY_DN129158_c2_g2_i3	NA	NA	NA	NA	0.08694384	unbias	0.523439169	Ovary_mean	0.082	0.1076	1.3131
TRINITY_DN129160_c2_g5_i2	NA	NA	NA	NA	0.297894302	unbias	0.632769789	Brain_mmean	0.058	0.067	1.1551
TRINITY_DN129165_c2_g1_i1	NA	NA	NA	NA	0.10512309	unbias	0.474626355	Ovary_mean	0.0236	0.0408	1.7255
TRINITY_DN129170_c1_g2_i2	NA	NA	NA	NA	-0.11034712	unbias	0.086875192	Testis_mean	0.0634	0.1026	1.6195
TRINITY_DN129176_c3_g2_i1	NA	NA	NA	NA	-0.007176208	unbias	0.5678462	Ovary_mean	0.0451	0.0602	1.3358
TRINITY_DN129177_c1_g2_i1	pdk1	Chr09	62104518	62104518	-0.253325455	unbias	0.771279343	Ovary_mean	0.1253	0.1855	1.4803
TRINITY_DN129179_c0_g1_i1	anapc7	Chr01	154139517	154139517	0.244475642	unbias	0.463515643	Testis_mean	0.0217	0.0299	1.381
TRINITY_DN129182_c0_g1_i1	NA	NA	NA	NA	0.596453693	unbias	0.6858972	G23_mmean	0.2285	0.4558	1.9942
TRINITY_DN129183_c1_g1_i1	NA	NA	NA	NA	-0.03852943	unbias	0.411440903	Ovary_mean	0.0423	0.0725	1.712
TRINITY_DN129184_c0_g1_i2	NA	NA	NA	NA	-0.406098313	unbias	0.617848011	Brain_fmean	0.1157	0.0987	0.853
TRINITY_DN129185_c2_g3_i2	NA	NA	NA	NA	-0.026038227	unbias	0.414990508	G23_mmean	0.0097	0.0175	1.7992
TRINITY_DN129186_c1_g1_i2	NA	NA	NA	NA	0.31841396	unbias	0.522883977	Brain_mmean	0.0998	0.1717	1.7204
TRINITY_DN129192_c0_g3_i1	NA	NA	NA	NA	0.063470694	unbias	0.354375358	Liver_fmean	0.1075	0.1891	1.7596
TRINITY_DN129195_c4_g3_i1	NA	NA	NA	NA	-0.078102061	unbias	0.260259365	Liver_fmean	0.0904	0.1327	1.4678
TRINITY_DN129197_c1_g1_i2	NA	NA	NA	NA	-0.126076988	unbias	0.705058211	Ovary_mean	0.1027	0.1781	1.7337
TRINITY_DN129202_c2_g1_i2	NA	NA	NA	NA	0.593541567	unbias	0.540092812	Brain_mmean	0.0715	0.113	1.5802
TRINITY_DN129204_c7_g5_i1	NA	NA	NA	NA	0.031835563	unbias	0.428996881	G23_mmean	0.0421	0.0702	1.6661
TRINITY_DN129206_c1_g3_i1	sox18	scaffold_7992	1151	1151	-0.483317056	unbias	0.89807767	Brain_fmean	0.1645	0.1969	1.1968
TRINITY_DN129208_c2_g5_i5	NA	NA	NA	NA	0.025089069	unbias	0.358322067	Ovary_mean	0.0361	0.0497	1.3771
TRINITY_DN129210_c0_g2_i3	NA	NA	NA	NA	-0.016245355	unbias	0.698914358	Brain_fmean	0.0543	0.0854	1.5723
TRINITY_DN129213_c0_g2_i1	NA	NA	NA	NA	0.841391581	unbias	0.504160645	Brain_mmean	0.091	0.1623	1.7838
TRINITY_DN129214_c3_g1_i1	NA	NA	NA	NA	-0.190788169	unbias	0.475931343	G23_mmean	0.1443	0.2781	1.9279
TRINITY_DN129218_c0_g1_i9	NA	NA	NA	NA	0.16230177	unbias	0.605960982	Ovary_mean	0.1907	0.2449	1.2845
TRINITY_DN129227_c0_g2_i2	NA	NA	NA	NA	0.129842418	unbias	0.701931854	Brain_mmean	0.1168	0.213	1.8241
TRINITY_DN129230_c0_g3_i3	NA	NA	NA	NA	0.051847327	unbias	0.542105007	Liver_fmean	0.0333	0.0495	1.4865
TRINITY_DN129243_c2_g1_i1	NA	NA	NA	NA	0.474893503	unbias	0.828483175	Ovary_mean	0.1177	0.2323	1.9726
TRINITY_DN129245_c1_g2_i3	NA	NA	NA	NA	-0.118834463	unbias	0.567518539	Brain_fmean	0.1097	0.132	1.2027
TRINITY_DN129249_c1_g6_i1	NA	NA	NA	NA	-0.1135237	unbias	0.244307823	Liver_fmean	0.0747	0.1465	1.9607
TRINITY_DN129261_c1_g2_i3	NA	NA	NA	NA	0.075124393	unbias	0.324509896	Ovary_mean	0.0571	0.0873	1.5289
TRINITY_DN129262_c1_g2_i2	NA	NA	NA	NA	0.031629193	unbias	0.40904469	Ovary_mean	0.1135	0.1743	1.5362
TRINITY_DN129264_c1_g1_i1	NA	NA	NA	NA	-0.018122171	unbias	0.057067786	Testis_mean	0.023	0.0226	0.9828
TRINITY_DN129265_c0_g1_i2	NA	NA	NA	NA	0.148723348	unbias	0.761627772	Brain_mmean	0.0019	0.0023	1.2148
TRINITY_DN129266_c5_g5_i1	NA	NA	NA	NA	-0.502793678	unbias	0.768813597	Brain_fmean	0.0447	0.0704	1.5747
TRINITY_DN129267_c3_g2_i1	NA	NA	NA	NA	0.416757901	unbias	0.793300362	Brain_mmean	0.0216	0.0308	1.4291
TRINITY_DN129270_c0_g2_i5	NA	NA	NA	NA	-0.096610828	unbias	0.669871583	Ovary_mean	0.0939	0.1267	1.3496
TRINITY_DN129272_c0_g3_i4	NA	NA	NA	NA	-0.215976946	unbias	0.258758567	Ovary_mean	0.056	0.0983	1.7558
TRINITY_DN129273_c5_g3_i1	ghitm	Chr07	42411779	42411779	0.255368378	unbias	0.173814792	Brain_mmean	0.051	0.087	1.7053
TRINITY_DN129273_c5_g6_i1	NA	NA	NA	NA	0.156709591	unbias	0.29162491	G23_mmean	0.0446	0.0504	1.1288
TRINITY_DN129277_c0_g2_i1	NA	NA	NA	NA	0.045775126	unbias	0.677717134	Ovary_mean	0.2564	0.3503	1.3662
TRINITY_DN129281_c4_g4_i1	NA	NA	NA	NA	-0.17943403	unbias	0.867547971	Brain_fmean	0.0528	0.0684	1.2957
TRINITY_DN129283_c0_g1_i2	NA	NA	NA	NA	-0.168906656	unbias	0.290672932	Brain_fmean	0.0828	0.1057	1.2774
TRINITY_DN129293_c0_g1_i1	NA	NA	NA	NA	-0.012936137	unbias	0.331593119	Ovary_mean	0.0732	0.1146	1.565
TRINITY_DN129293_c1_g2_i1	NA	NA	NA	NA	-0.121145466	unbias	0.563786724	Ovary_mean	0.3599	0.4654	1.2932
TRINITY_DN129293_c1_g3_i3	NA	NA	NA	NA	-0.046712555	unbias	0.474775388	Brain_fmean	0.0186	0.0173	0.9317
TRINITY_DN129295_c0_g2_i3	NA	NA	NA	NA	0.077897326	unbias	0.202120726	Ovary_mean	0.0227	0.0273	1.1995
TRINITY_DN129297_c1_g4_i1	NA	NA	NA	NA	-0.075905025	unbias	0.324656866	Ovary_mean	0.0394	0.0586	1.4865
TRINITY_DN129299_c4_g4_i8	NA	NA	NA	NA	-0.076919514	unbias	0.514022686	Ovary_mean	0.0811	0.1373	1.6939
TRINITY_DN129307_c0_g4_i4	NA	NA	NA	NA	-0.143124465	unbias	0.717336282	Brain_fmean	0.1288	0.1739	1.3504
TRINITY_DN129308_c4_g2_i1	bloc1s4	Chr06	29570259	29570259	0.224393441	unbias	0.39953063	G23_mmean	0.0272	0.0372	1.3681
TRINITY_DN129311_c0_g5_i2	NA	NA	NA	NA	0.430065448	unbias	0.397471182	Brain_mmean	0.0196	0.027	1.3769
TRINITY_DN129315_c0_g2_i1	gfm2-like	Chr01	165785366	165785366	-0.213539397	unbias	0.50210405	Ovary_mean	0.1453	0.2016	1.3874
TRINITY_DN129320_c1_g2_i1	des.2	Chr05	36267230	36267230	0.008569384	unbias	0.858190051	Brain_mmean	0.0529	0.09	1.7007
TRINITY_DN129322_c1_g3_i1	NA	NA	NA	NA	-0.072832347	unbias	0.272844542	Ovary_mean	0.0121	0.0238	1.9685
TRINITY_DN129327_c0_g1_i2	NA	NA	NA	NA	-0.051325897	unbias	0.280186504	Ovary_mean	0.1754	0.3011	1.7168
TRINITY_DN129329_c3_g2_i3	NA	NA	NA	NA	0.828708378	unbias	0.487232478	G43_M_mean	0.0185	0.0199	1.0728
TRINITY_DN129333_c0_g1_i3	slc30a6	Chr05	53115481	53115481	0.013340029	unbias	0.796044899	Brain_mmean	0.0875	0.1333	1.5243
TRINITY_DN129335_c5_g1_i1	NA	NA	NA	NA	0.124627009	unbias	0.154673304	G43_M_mean	0.1603	0.197	1.2291
TRINITY_DN129338_c2_g9_i1	NA	NA	NA	NA	-0.278798058	unbias	0.496682822	Ovary_mean	0.0694	0.1262	1.8195
TRINITY_DN129343_c0_g2_i1	NA	NA	NA	NA	0.029447575	unbias	0.475692937	Ovary_mean	0.0438	0.0696	1.5863
TRINITY_DN129344_c3_g4_i22	slc9a3r2	Chr09	12967238	12967238	0.15258202	unbias	0.266015235	Ovary_mean	0.0666	0.076	1.1411
TRINITY_DN129347_c0_g4_i12	NA	NA	NA	NA	0.001248147	unbias	0.772478237	Brain_mmean	0.0223	0.0373	1.6719
TRINITY_DN129348_c0_g1_i1	NA	NA	NA	NA	0.003527779	unbias	0.586877256	Brain_mmean	0.0251	0.0298	1.1894
TRINITY_DN129349_c0_g4_i6	NA	NA	NA	NA	0.172800715	unbias	0.319874592	Brain_mmean	0.0537	0.1003	1.8701
TRINITY_DN129360_c0_g1_i1	NA	NA	NA	NA	0.192182818	unbias	0.207574818	G23_mmean	0.02	0.0312	1.561
TRINITY_DN129361_c4_g3_i2	NA	NA	NA	NA	0.003047188	unbias	0.378552165	Ovary_mean	0.1139	0.1818	1.5959
TRINITY_DN129373_c3_g2_i1	NA	NA	NA	NA	-0.13940392	unbias	0.768403472	Brain_fmean	0.0908	0.1191	1.312
TRINITY_DN129376_c0_g1_i1	NA	NA	NA	NA	0.027582267	unbias	0.293818846	Liver_fmean	0.0452	0.0689	1.5231
TRINITY_DN129377_c0_g2_i2	NA	NA	NA	NA	9.41E-06	unbias	0.341233326	Brain_mmean	0.0544	0.091	1.6726
TRINITY_DN129389_c1_g1_i2	NA	NA	NA	NA	0.09801235	unbias	0.417678521	Ovary_mean	0.0905	0.1515	1.6747
TRINITY_DN129391_c3_g3_i2	NA	NA	NA	NA	0.016117902	unbias	0.327363638	Testis_mean	0.0198	0.036	1.8193
TRINITY_DN129402_c0_g1_i1	NA	NA	NA	NA	0.004982429	unbias	0.316811906	G23_fmean	0.0263	0.0312	1.1852
TRINITY_DN129403_c0_g1_i2	NA	NA	NA	NA	-0.036430207	unbias	0.268268749	Ovary_mean	0.0513	0.0905	1.7642
TRINITY_DN129404_c0_g1_i1	NA	NA	NA	NA	0.035243415	unbias	0.272257235	Testis_mean	0.0496	0.0631	1.2722
TRINITY_DN129405_c5_g1_i4	c6orf62	Chr06	28927971	28927971	-0.327195477	unbias	0.263114399	Brain_fmean	0.1808	0.2006	1.1099
TRINITY_DN129407_c2_g1_i1	NA	NA	NA	NA	0.105378127	unbias	0.433745193	Ovary_mean	0.0462	0.0876	1.8949
TRINITY_DN129411_c0_g1_i2	Xetrov90020269m	Chr08	20245878	20245878	-0.114574306	unbias	0.851995868	Brain_fmean	0.0237	0.0208	0.8751
TRINITY_DN129417_c3_g1_i10	NA	NA	NA	NA	-0.097990582	unbias	0.479018972	Liver_fmean	0.1941	0.2575	1.3269
TRINITY_DN129425_c0_g3_i1	slc4a1	Chr10	14246466	14246466	0.324936055	unbias	0.789714397	Ovary_mean	0.1079	0.0603	0.5591
TRINITY_DN129425_c1_g2_i1	NA	NA	NA	NA	0.055860732	unbias	0.180695546	Ovary_mean	0.0303	0.0329	1.0872
TRINITY_DN129429_c1_g1_i2	fstl3	Chr01	86773131	86773131	0.049419942	unbias	0.528091008	Brain_mmean	0.1445	0.2155	1.4918
TRINITY_DN129430_c0_g1_i1	LOC100216114	Chr02	82341014	82341014	-0.355626358	unbias	0.770738475	Liver_mmean	0.0575	0.0942	1.6388
TRINITY_DN129431_c3_g2_i3	krt24-like.1	scaffold_39	1151454	1151454	0.013901405	unbias	0.358252404	Ovary_mean	0.133	0.1744	1.3114
TRINITY_DN129437_c2_g2_i1	NA	NA	NA	NA	0.622645758	unbias	0.533647484	Testis_mean	0.1515	0.1936	1.2785
TRINITY_DN129438_c4_g1_i4	NA	NA	NA	NA	-0.149535431	unbias	0.464792616	Brain_fmean	0.1144	0.2161	1.8888
TRINITY_DN129438_c4_g7_i1	ankrd7	Chr03	59171581	59171581	-0.004066318	unbias	0.188536042	Ovary_mean	0.0382	0.0482	1.2634
TRINITY_DN129440_c9_g2_i2	NA	NA	NA	NA	-0.167600494	unbias	0.465535302	Ovary_mean	0.1317	0.2273	1.7266
TRINITY_DN129442_c0_g2_i3	NA	NA	NA	NA	0.044693317	unbias	0.539665691	Brain_mmean	0.0689	0.1113	1.614
TRINITY_DN129443_c4_g3_i1	NA	NA	NA	NA	-0.058401189	unbias	0.362234407	Liver_fmean	0.0765	0.1427	1.8658
TRINITY_DN129446_c1_g2_i2	NA	NA	NA	NA	0.189082345	unbias	0.373327528	Brain_mmean	0.0977	0.1573	1.6104
TRINITY_DN129448_c0_g2_i2	NA	NA	NA	NA	0.251429924	unbias	0.630319563	Testis_mean	0.1101	0.2023	1.8371
TRINITY_DN129451_c0_g1_i2	fgd4	scaffold_214	21405	21405	-0.041191986	unbias	0.491515897	Ovary_mean	0.1229	0.193	1.5702
TRINITY_DN129462_c3_g1_i2	NA	NA	NA	NA	-0.766812978	unbias	0.644431128	Brain_fmean	0.065	0.1224	1.885
TRINITY_DN129467_c0_g1_i1	LOC100498622	Chr05	125872904	125872904	-0.464761415	unbias	0.705563413	Ovary_mean	0.0355	0.0524	1.4752
TRINITY_DN129468_c0_g4_i4	NA	NA	NA	NA	0.209003634	unbias	0.596613624	Liver_mmean	0.0971	0.1312	1.3519
TRINITY_DN129469_c0_g2_i4	zw10	Chr07	73222380	73222380	-0.018710344	unbias	0.411516456	Ovary_mean	0.1466	0.17	1.1599
TRINITY_DN129471_c5_g2_i1	NA	NA	NA	NA	-0.028467096	unbias	0.640353699	Ovary_mean	0.258	0.4389	1.701
TRINITY_DN129480_c0_g2_i9	NA	NA	NA	NA	0.02898569	unbias	0.500969631	Ovary_mean	0.0595	0.0862	1.449
TRINITY_DN129483_c3_g2_i2	NA	NA	NA	NA	-0.180107767	unbias	0.708966388	Brain_fmean	0.0203	0.0163	0.8015
TRINITY_DN129483_c3_g3_i1	NA	NA	NA	NA	-0.220838095	unbias	0.66970006	Testis_mean	0.1098	0.1562	1.422
TRINITY_DN129485_c0_g1_i1	NA	NA	NA	NA	-0.099507278	unbias	0.300091929	Ovary_mean	0.1129	0.2006	1.7767
TRINITY_DN129486_c1_g1_i4	s100a11	scaffold_281	155613	155613	0.146716238	unbias	0.856658829	Brain_mmean	0.0248	0.0429	1.7327
TRINITY_DN129497_c2_g1_i1	osgep	Chr01	130602379	130602379	0.362379789	unbias	0.551254976	Liver_fmean	0.1036	0.1592	1.5367
TRINITY_DN129499_c0_g1_i2	NA	NA	NA	NA	0.296328054	unbias	0.640365069	Ovary_mean	0.0766	0.1314	1.7167
TRINITY_DN129502_c0_g1_i4	fkbp6	Chr02	37483170	37483170	-0.007068959	unbias	0.183086448	Ovary_mean	0.0567	0.1093	1.9287
TRINITY_DN129503_c1_g1_i2	NA	NA	NA	NA	0.070780941	unbias	0.569428728	Ovary_mean	0.1101	0.1858	1.687
TRINITY_DN129505_c0_g2_i3	ttc3-like	Chr02	8541395	8541395	-0.110141994	unbias	0.390881746	Brain_fmean	0.0278	0.0382	1.3753
TRINITY_DN129507_c3_g1_i2	NA	NA	NA	NA	0.066760386	unbias	0.431116669	Ovary_mean	0.0283	0.0297	1.05
TRINITY_DN129508_c2_g3_i2	NA	NA	NA	NA	0.294574713	unbias	0.483257637	G23_mmean	0.0405	0.0603	1.4877
TRINITY_DN129514_c0_g1_i1	NA	NA	NA	NA	0.132756343	unbias	0.379802748	Brain_mmean	0.0501	0.0685	1.3669
TRINITY_DN129519_c3_g2_i1	NA	NA	NA	NA	-0.129263142	unbias	0.656388308	Ovary_mean	0.1917	0.3372	1.7585
TRINITY_DN129521_c3_g1_i1	NA	NA	NA	NA	0.120272112	unbias	0.29065119	G23_mmean	0.0587	0.1092	1.8602
