gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue
TRINITY_DN130293_c3_g3_i3	NA	NA	NA	NA	-0.241521852	0.241521852	unbias	0.121464258	G31_mmean	0.121464258	G31_mmean
TRINITY_DN130294_c0_g2_i6	NA	NA	NA	NA	-0.082699784	0.082699784	unbias	0.426081565	Brain_mmean	0.426081565	Brain_mmean
TRINITY_DN130295_c0_g1_i2	NA	NA	NA	NA	-0.759153692	0.759153692	unbias	0.351149875	Testis_mean	0.351149875	Testis_mean
TRINITY_DN130296_c3_g1_i2	NA	NA	NA	NA	0.339356488	0.339356488	unbias	0.449159878	Ovary_mean	0.449159878	Ovary_mean
TRINITY_DN130296_c5_g17_i3	NA	NA	NA	NA	0.729006253	0.729006253	unbias	0.561637128	Ovary_mean	0.561637128	Ovary_mean
TRINITY_DN130297_c5_g2_i2	NA	NA	NA	NA	-0.378553997	0.378553997	unbias	0.561260993	Liver_fmean	0.561260993	Liver_fmean
TRINITY_DN130297_c6_g1_i1	NA	NA	NA	NA	-0.018361995	0.018361995	unbias	0.630108847	Brain_fmean	0.630108847	Brain_fmean
TRINITY_DN130302_c6_g1_i1	NA	NA	NA	NA	0.261982154	0.261982154	unbias	0.327257496	Ovary_mean	0.327257496	Ovary_mean
TRINITY_DN130302_c6_g2_i2	NA	NA	NA	NA	0.816859924	0.816859924	unbias	0.533788647	Ovary_mean	0.533788647	Ovary_mean
TRINITY_DN130302_c6_g5_i1	bmp2	Chr05	21321381	21321381	0.588921951	0.588921951	unbias	0.388264382	Ovary_mean	0.388264382	Ovary_mean
TRINITY_DN130304_c0_g1_i4	myom1	Chr06	91922600	91922600	-0.181903447	0.181903447	unbias	0.210375562	G46_M_mean	0.210375562	G46_M_mean
TRINITY_DN130305_c0_g1_i1	NA	NA	NA	NA	-0.596073118	0.596073118	unbias	0.425091689	Ovary_mean	0.425091689	Ovary_mean
TRINITY_DN130305_c1_g1_i4	NA	NA	NA	NA	-0.11091364	0.11091364	unbias	0.183455161	Ovary_mean	0.183455161	Ovary_mean
TRINITY_DN130306_c0_g2_i1	NA	NA	NA	NA	-0.757434129	0.757434129	unbias	0.319821129	G46_M_mean	0.319821129	G46_M_mean
TRINITY_DN130307_c0_g1_i1	NA	NA	NA	NA	0.058702565	0.058702565	unbias	0.083396573	Brain_fmean	0.083396573	Brain_fmean
TRINITY_DN130309_c0_g2_i1	NA	NA	NA	NA	0.372569764	0.372569764	unbias	0.6362336	Brain_fmean	0.6362336	Brain_fmean
TRINITY_DN130309_c0_g6_i1	NA	NA	NA	NA	0.035080913	0.035080913	unbias	0.229547625	Ovary_mean	0.229547625	Ovary_mean
TRINITY_DN130310_c4_g1_i2	itgb3	Chr10	8961274	8961274	-0.348593348	0.348593348	unbias	0.438267538	Ovary_mean	0.438267538	Ovary_mean
TRINITY_DN130310_c5_g3_i3	NA	NA	NA	NA	0.10926277	0.10926277	unbias	0.537141253	Brain_fmean	0.537141253	Brain_fmean
TRINITY_DN130313_c0_g3_i1	NA	NA	NA	NA	-0.08654549	0.08654549	unbias	0.752395347	Liver_fmean	0.752395347	Liver_fmean
TRINITY_DN130313_c0_g5_i1	tmem110	Chr03	74287462	74287462	-1.153859577	1.153859577	female	0.58329739	Liver_fmean	0.58329739	Liver_fmean
TRINITY_DN130315_c2_g10_i2	NA	NA	NA	NA	0.156364737	0.156364737	unbias	0.251004268	Ovary_mean	0.251004268	Ovary_mean
TRINITY_DN130315_c2_g1_i1	NA	NA	NA	NA	0.358491804	0.358491804	unbias	0.421633843	Ovary_mean	0.421633843	Ovary_mean
TRINITY_DN130316_c7_g1_i1	NA	NA	NA	NA	-0.877199662	0.877199662	unbias	0.317552525	G43_M_mean	0.317552525	G43_M_mean
TRINITY_DN130317_c0_g5_i3	NA	NA	NA	NA	0.017924768	0.017924768	unbias	0.286922812	G27_mmean	0.286922812	G27_mmean
TRINITY_DN130318_c0_g1_i1	NA	NA	NA	NA	-0.133653724	0.133653724	unbias	0.339873216	G23_fmean	0.339873216	G23_fmean
TRINITY_DN130319_c0_g1_i2	NA	NA	NA	NA	-0.275580408	0.275580408	unbias	0.452686507	Brain_mmean	0.452686507	Brain_mmean
TRINITY_DN130320_c0_g3_i1	NA	NA	NA	NA	-0.367738369	0.367738369	unbias	0.629046573	Ovary_mean	0.629046573	Ovary_mean
TRINITY_DN130320_c0_g6_i2	NA	NA	NA	NA	0.565613731	0.565613731	unbias	0.553435155	Brain_fmean	0.553435155	Brain_fmean
TRINITY_DN130321_c2_g2_i4	cyp21a2.1	Chr08	54181985	54181985	-0.477885249	0.477885249	unbias	0.480061836	G27_mmean	0.480061836	G27_mmean
TRINITY_DN130322_c1_g2_i3	NA	NA	NA	NA	-0.249290225	0.249290225	unbias	0.144523387	Brain_fmean	0.144523387	Brain_fmean
TRINITY_DN130323_c3_g1_i1	NA	NA	NA	NA	-0.279231212	0.279231212	unbias	0.794867992	Brain_mmean	0.794867992	Brain_mmean
TRINITY_DN130323_c3_g2_i4	NA	NA	NA	NA	-0.390397434	0.390397434	unbias	0.868966763	Brain_fmean	0.868966763	Brain_fmean
TRINITY_DN130323_c3_g4_i1	NA	NA	NA	NA	-0.69634609	0.69634609	unbias	0.721692642	Brain_fmean	0.721692642	Brain_fmean
TRINITY_DN130325_c1_g3_i2	bri3	Chr09	20176869	20176869	-0.145884418	0.145884418	unbias	0.209437349	Ovary_mean	0.209437349	Ovary_mean
TRINITY_DN130325_c1_g5_i1	NA	NA	NA	NA	0.193813507	0.193813507	unbias	0.588232327	Ovary_mean	0.588232327	Ovary_mean
TRINITY_DN130327_c2_g4_i1	NA	NA	NA	NA	-0.513854482	0.513854482	unbias	0.207267161	Brain_mmean	0.207267161	Brain_mmean
TRINITY_DN130328_c2_g1_i1	fhl1	Chr08	47667731	47667731	-0.569571683	0.569571683	unbias	0.449068999	Liver_fmean	0.449068999	Liver_fmean
TRINITY_DN130329_c1_g1_i2	NA	NA	NA	NA	0.222311374	0.222311374	unbias	0.167964962	G23_mmean	0.167964962	G23_mmean
TRINITY_DN130330_c1_g1_i1	NA	NA	NA	NA	-0.139135796	0.139135796	unbias	0.541822155	Ovary_mean	0.541822155	Ovary_mean
TRINITY_DN130338_c8_g2_i4	pak3	Chr08	30378107	30378107	-0.484441058	0.484441058	unbias	0.328151425	Ovary_mean	0.328151425	Ovary_mean
TRINITY_DN130339_c0_g1_i1	kit	Chr01	30989876	30989876	-0.415153574	0.415153574	unbias	0.280235641	G43_F_mean	0.280235641	G43_F_mean
TRINITY_DN130339_c0_g2_i4	NA	NA	NA	NA	-0.158143542	0.158143542	unbias	0.375631406	G46_M_mean	0.375631406	G46_M_mean
TRINITY_DN130339_c2_g2_i1	NA	NA	NA	NA	-0.126141643	0.126141643	unbias	0.354688791	G46_M_mean	0.354688791	G46_M_mean
TRINITY_DN130341_c0_g1_i3	trmt61b	Chr05	2273182	2273182	-0.490509033	0.490509033	unbias	0.340829629	G43_M_mean	0.340829629	G43_M_mean
TRINITY_DN130345_c0_g1_i2	NA	NA	NA	NA	0.178395631	0.178395631	unbias	0.420999999	Ovary_mean	0.420999999	Ovary_mean
TRINITY_DN130345_c0_g3_i1	NA	NA	NA	NA	0.794883457	0.794883457	unbias	0.788227694	Ovary_mean	0.788227694	Ovary_mean
TRINITY_DN130346_c1_g1_i2	MGC75714	Chr09	6869540	6869540	-0.747443035	0.747443035	unbias	0.396705301	Ovary_mean	0.396705301	Ovary_mean
TRINITY_DN130347_c0_g1_i2	NA	NA	NA	NA	-0.347426539	0.347426539	unbias	0.294904879	Ovary_mean	0.294904879	Ovary_mean
TRINITY_DN130347_c1_g1_i2	NA	NA	NA	NA	0.355348568	0.355348568	unbias	0.340967496	Brain_mmean	0.340967496	Brain_mmean
TRINITY_DN130347_c1_g2_i1	NA	NA	NA	NA	-0.298681497	0.298681497	unbias	0.357784056	Brain_mmean	0.357784056	Brain_mmean
TRINITY_DN130348_c1_g3_i4	mstn.2	Chr09	38969458	38969458	0.208144699	0.208144699	unbias	0.481162047	Brain_fmean	0.481162047	Brain_fmean
TRINITY_DN130349_c0_g1_i4	NA	NA	NA	NA	0.140884789	0.140884789	unbias	0.395462684	Ovary_mean	0.395462684	Ovary_mean
TRINITY_DN130351_c0_g1_i2	NA	NA	NA	NA	-0.308552965	0.308552965	unbias	0.243866063	Brain_mmean	0.243866063	Brain_mmean
TRINITY_DN130355_c6_g1_i2	NA	NA	NA	NA	-0.173361563	0.173361563	unbias	0.190624699	G31_mmean	0.190624699	G31_mmean
TRINITY_DN130357_c0_g2_i1	LOC100487502	Chr04	105063977	105063977	0.168404813	0.168404813	unbias	0.491862234	Ovary_mean	0.491862234	Ovary_mean
TRINITY_DN130358_c0_g1_i2	NA	NA	NA	NA	0.074272485	0.074272485	unbias	0.230693109	G43_M_mean	0.230693109	G43_M_mean
TRINITY_DN130359_c3_g1_i1	NA	NA	NA	NA	-1.250935685	1.250935685	unbias	0.197832559	G43_F_mean	0.197832559	G43_F_mean
TRINITY_DN130360_c0_g2_i1	NA	NA	NA	NA	-0.268538413	0.268538413	unbias	0.344371981	Ovary_mean	0.344371981	Ovary_mean
TRINITY_DN130360_c0_g4_i1	NA	NA	NA	NA	0.190044311	0.190044311	unbias	0.569885741	Ovary_mean	0.569885741	Ovary_mean
TRINITY_DN130361_c2_g1_i2	NA	NA	NA	NA	-0.026209928	0.026209928	unbias	0.620990863	Ovary_mean	0.620990863	Ovary_mean
TRINITY_DN130361_c3_g2_i2	NA	NA	NA	NA	-0.398117661	0.398117661	unbias	0.218312347	Ovary_mean	0.218312347	Ovary_mean
TRINITY_DN130361_c3_g3_i1	zfyve16	Chr01	167530633	167530633	-0.172861605	0.172861605	unbias	0.22409978	G23_mmean	0.22409978	G23_mmean
TRINITY_DN130361_c4_g1_i1	NA	NA	NA	NA	0.013736208	0.013736208	unbias	0.157778316	G23_fmean	0.157778316	G23_fmean
TRINITY_DN130362_c0_g1_i1	NA	NA	NA	NA	1.289859956	1.289859956	male	0.405654408	Ovary_mean	0.405654408	Ovary_mean
TRINITY_DN130365_c0_g1_i1	NA	NA	NA	NA	-0.120632712	0.120632712	unbias	0.472677445	Ovary_mean	0.472677445	Ovary_mean
TRINITY_DN130366_c0_g1_i14	NA	NA	NA	NA	-0.710840259	0.710840259	unbias	0.296780825	Brain_fmean	0.296780825	Brain_fmean
TRINITY_DN130367_c5_g2_i2	NA	NA	NA	NA	-1.311075168	1.311075168	unbias	0.557161681	Brain_fmean	0.557161681	Brain_fmean
TRINITY_DN130367_c5_g3_i1	NA	NA	NA	NA	-1.591287264	1.591287264	unbias	0.490637929	Ovary_mean	0.490637929	Ovary_mean
TRINITY_DN130367_c5_g5_i2	NA	NA	NA	NA	-0.120349699	0.120349699	unbias	0.435166523	Ovary_mean	0.435166523	Ovary_mean
TRINITY_DN130368_c4_g4_i1	NA	NA	NA	NA	0.115488039	0.115488039	unbias	0.46350089	Ovary_mean	0.46350089	Ovary_mean
TRINITY_DN130369_c0_g4_i1	NA	NA	NA	NA	-0.117026323	0.117026323	unbias	0.263494214	G23_fmean	0.263494214	G23_fmean
TRINITY_DN130370_c3_g2_i1	NA	NA	NA	NA	-0.569539975	0.569539975	unbias	0.687623828	G27_mmean	0.687623828	G27_mmean
TRINITY_DN130370_c3_g3_i3	NA	NA	NA	NA	0.25511011	0.25511011	unbias	0.386406829	Brain_mmean	0.386406829	Brain_mmean
TRINITY_DN130373_c6_g1_i2	LOC101731543-like	Chr07	101436875	101436875	-0.268424871	0.268424871	unbias	0.281211616	Ovary_mean	0.281211616	Ovary_mean
TRINITY_DN130374_c0_g2_i3	LOC100491399	Chr10	2505265	2505265	-0.082059984	0.082059984	unbias	0.277222298	Brain_mmean	0.277222298	Brain_mmean
TRINITY_DN130375_c0_g3_i1	NA	NA	NA	NA	-0.466865694	0.466865694	unbias	0.381124658	Brain_mmean	0.381124658	Brain_mmean
TRINITY_DN130380_c0_g1_i1	NA	NA	NA	NA	0.595502347	0.595502347	unbias	0.408563577	Liver_mmean	0.408563577	Liver_mmean
TRINITY_DN130382_c0_g1_i1	NA	NA	NA	NA	-0.535780835	0.535780835	unbias	0.384399953	Liver_fmean	0.384399953	Liver_fmean
TRINITY_DN130383_c2_g1_i4	NA	NA	NA	NA	-0.173945382	0.173945382	unbias	0.640141547	Brain_fmean	0.640141547	Brain_fmean
TRINITY_DN130383_c2_g2_i1	NA	NA	NA	NA	-0.399397308	0.399397308	unbias	0.643326714	Brain_fmean	0.643326714	Brain_fmean
TRINITY_DN130385_c1_g1_i2	NA	NA	NA	NA	0.11231966	0.11231966	unbias	0.322309622	Brain_fmean	0.322309622	Brain_fmean
TRINITY_DN130388_c0_g2_i2	tmem143	Chr07	107889029	107889029	0.053996973	0.053996973	unbias	0.168347021	Liver_fmean	0.168347021	Liver_fmean
TRINITY_DN130389_c11_g1_i3	NA	NA	NA	NA	0.075971921	0.075971921	unbias	0.401364093	Ovary_mean	0.401364093	Ovary_mean
TRINITY_DN130392_c1_g2_i4	NA	NA	NA	NA	-0.426369343	0.426369343	unbias	0.239763987	Ovary_mean	0.239763987	Ovary_mean
TRINITY_DN130392_c1_g5_i1	NA	NA	NA	NA	0.288628792	0.288628792	unbias	0.506332156	Ovary_mean	0.506332156	Ovary_mean
TRINITY_DN130395_c1_g1_i3	NA	NA	NA	NA	-0.285982216	0.285982216	unbias	0.360027574	G27_mmean	0.360027574	G27_mmean
TRINITY_DN130396_c2_g1_i4	NA	NA	NA	NA	-0.41062908	0.41062908	unbias	0.376631825	Testis_mean	0.376631825	Testis_mean
TRINITY_DN130397_c3_g1_i3	NA	NA	NA	NA	-0.863894648	0.863894648	unbias	0.546344635	Brain_mmean	0.546344635	Brain_mmean
TRINITY_DN130400_c6_g1_i1	NA	NA	NA	NA	-0.338630956	0.338630956	unbias	0.366222037	Brain_fmean	0.366222037	Brain_fmean
TRINITY_DN130401_c2_g1_i6	ndufab1	Chr09	14344829	14344829	0.352922683	0.352922683	unbias	0.33256881	Testis_mean	0.33256881	Testis_mean
TRINITY_DN130404_c1_g1_i1	NA	NA	NA	NA	0.132787539	0.132787539	unbias	0.445371097	Ovary_mean	0.445371097	Ovary_mean
TRINITY_DN130406_c0_g1_i1	LOC100493771-like	Chr05	118935441	118935441	0.170500502	0.170500502	unbias	0.506712839	Ovary_mean	0.506712839	Ovary_mean
TRINITY_DN130408_c2_g3_i12	NA	NA	NA	NA	0.748687544	0.748687544	unbias	0.705353985	Liver_mmean	0.705353985	Liver_mmean
TRINITY_DN130408_c2_g6_i1	NA	NA	NA	NA	0.248028154	0.248028154	unbias	0.573531607	Liver_fmean	0.573531607	Liver_fmean
TRINITY_DN130411_c5_g1_i2	NA	NA	NA	NA	-0.842987353	0.842987353	unbias	0.611112569	Brain_fmean	0.611112569	Brain_fmean
TRINITY_DN130411_c6_g1_i3	tmem255a	Chr08	24789861	24789861	0.540592671	0.540592671	unbias	0.271702104	Liver_mmean	0.271702104	Liver_mmean
TRINITY_DN130411_c6_g2_i1	NA	NA	NA	NA	0.03686527	0.03686527	unbias	0.356482263	Liver_fmean	0.356482263	Liver_fmean
TRINITY_DN130412_c6_g1_i1	NA	NA	NA	NA	0.129495667	0.129495667	unbias	0.188728702	Ovary_mean	0.188728702	Ovary_mean
TRINITY_DN130413_c0_g1_i1	NA	NA	NA	NA	-0.073811283	0.073811283	unbias	0.491838891	G46_M_mean	0.491838891	G46_M_mean
TRINITY_DN130414_c0_g2_i1	NA	NA	NA	NA	-0.790299128	0.790299128	unbias	0.578090433	G27_mmean	0.578090433	G27_mmean
TRINITY_DN130415_c0_g1_i1	NA	NA	NA	NA	-0.319372177	0.319372177	unbias	0.339529687	G23_fmean	0.339529687	G23_fmean
TRINITY_DN130416_c1_g1_i1	NA	NA	NA	NA	-0.003154433	0.003154433	unbias	0.280696065	Brain_mmean	0.280696065	Brain_mmean
TRINITY_DN130417_c0_g1_i2	NA	NA	NA	NA	-0.125581196	0.125581196	unbias	0.591095024	Brain_fmean	0.591095024	Brain_fmean
TRINITY_DN130418_c1_g1_i1	pcdh9	Chr02	124710610	124710610	-2.981946972	2.981946972	unbias	0.604427645	Liver_fmean	0.604427645	Liver_fmean
TRINITY_DN130418_c1_g2_i1	LOC100489839-like	Chr04	93699303	93699303	-0.253916131	0.253916131	unbias	0.308972187	Brain_mmean	0.308972187	Brain_mmean
TRINITY_DN130418_c8_g2_i1	oxct1	Chr01	182596273	182596273	0.450887884	0.450887884	unbias	0.475617461	Ovary_mean	0.475617461	Ovary_mean
TRINITY_DN130418_c8_g4_i1	NA	NA	NA	NA	-0.252318525	0.252318525	unbias	0.226224109	G43_M_mean	0.226224109	G43_M_mean
TRINITY_DN130420_c0_g3_i7	NA	NA	NA	NA	-0.207909627	0.207909627	unbias	0.353174923	Ovary_mean	0.353174923	Ovary_mean
TRINITY_DN130421_c0_g1_i2	Xetrov90006178m	Chr02	132142536	132142536	-0.663392281	0.663392281	unbias	0.521854658	Brain_fmean	0.521854658	Brain_fmean
TRINITY_DN130422_c0_g1_i1	dpp10	scaffold_735	18948	18948	-0.209846536	0.209846536	unbias	0.232971683	Brain_mmean	0.232971683	Brain_mmean
TRINITY_DN130422_c0_g2_i1	NA	NA	NA	NA	-0.228292711	0.228292711	unbias	0.332591343	Ovary_mean	0.332591343	Ovary_mean
TRINITY_DN130424_c0_g1_i4	hsd17b7	Chr04	108796839	108796839	0.106107287	0.106107287	unbias	0.564378584	Liver_fmean	0.564378584	Liver_fmean
TRINITY_DN130425_c0_g1_i1	NA	NA	NA	NA	0.572218308	0.572218308	unbias	0.461643729	G31_mmean	0.461643729	G31_mmean
TRINITY_DN130426_c0_g2_i2	NA	NA	NA	NA	0.512264265	0.512264265	unbias	0.465971473	Ovary_mean	0.465971473	Ovary_mean
TRINITY_DN130427_c1_g1_i10	NA	NA	NA	NA	-0.380233447	0.380233447	unbias	0.521081881	Ovary_mean	0.521081881	Ovary_mean
TRINITY_DN130428_c3_g1_i3	NA	NA	NA	NA	0.204041626	0.204041626	unbias	0.162522811	Brain_fmean	0.162522811	Brain_fmean
TRINITY_DN130430_c0_g1_i2	LOC101732899	scaffold_467	66013	66013	0.362460767	0.362460767	unbias	0.295990342	Ovary_mean	0.295990342	Ovary_mean
TRINITY_DN130430_c1_g1_i2	NA	NA	NA	NA	0.385017407	0.385017407	unbias	0.707666734	Brain_fmean	0.707666734	Brain_fmean
TRINITY_DN130430_c2_g3_i2	NA	NA	NA	NA	0.094772364	0.094772364	unbias	0.35835448	Brain_mmean	0.35835448	Brain_mmean
TRINITY_DN130431_c0_g1_i4	LOC101730710	Chr08	115976679	115976679	-0.355693678	0.355693678	unbias	0.329262048	Brain_mmean	0.329262048	Brain_mmean
TRINITY_DN130435_c2_g2_i1	NA	NA	NA	NA	0.083502173	0.083502173	unbias	0.45323154	Ovary_mean	0.45323154	Ovary_mean
TRINITY_DN130435_c2_g3_i4	NA	NA	NA	NA	0.585243258	0.585243258	unbias	0.413711426	Brain_mmean	0.413711426	Brain_mmean
TRINITY_DN130435_c2_g6_i1	NA	NA	NA	NA	0.059126611	0.059126611	unbias	0.411349902	Ovary_mean	0.411349902	Ovary_mean
TRINITY_DN130436_c2_g1_i1	eef1e1	Chr06	83606061	83606061	-0.449366399	0.449366399	unbias	0.254668866	G43_F_mean	0.254668866	G43_F_mean
TRINITY_DN130437_c2_g1_i1	zmynd8-like	Chr10	29013226	29013226	-0.175898813	0.175898813	unbias	0.286717265	G43_M_mean	0.286717265	G43_M_mean
TRINITY_DN130437_c2_g7_i4	NA	NA	NA	NA	0.087859436	0.087859436	unbias	0.503331062	Ovary_mean	0.503331062	Ovary_mean
TRINITY_DN130438_c0_g1_i4	NA	NA	NA	NA	-0.536707701	0.536707701	unbias	0.395502896	Ovary_mean	0.395502896	Ovary_mean
TRINITY_DN130439_c0_g1_i5	NA	NA	NA	NA	0.430906522	0.430906522	unbias	0.216274663	Ovary_mean	0.216274663	Ovary_mean
TRINITY_DN130440_c0_g1_i3	NA	NA	NA	NA	-0.265357434	0.265357434	unbias	0.52005029	Ovary_mean	0.52005029	Ovary_mean
TRINITY_DN130441_c1_g1_i3	NA	NA	NA	NA	-0.462377766	0.462377766	unbias	0.489563668	Ovary_mean	0.489563668	Ovary_mean
TRINITY_DN130442_c4_g1_i1	fam43b	scaffold_352	29199	29199	-0.798681085	0.798681085	unbias	0.624809784	Brain_mmean	0.624809784	Brain_mmean
TRINITY_DN130443_c0_g2_i1	NA	NA	NA	NA	-0.277632592	0.277632592	unbias	0.541323079	Brain_mmean	0.541323079	Brain_mmean
TRINITY_DN130446_c1_g1_i6	NA	NA	NA	NA	-0.402751202	0.402751202	unbias	0.497370492	Testis_mean	0.497370492	Testis_mean
TRINITY_DN130447_c5_g2_i2	NA	NA	NA	NA	-0.406199654	0.406199654	unbias	0.33333528	G43_F_mean	0.33333528	G43_F_mean
TRINITY_DN130448_c1_g11_i1	NA	NA	NA	NA	0.729286466	0.729286466	unbias	0.289329485	Ovary_mean	0.289329485	Ovary_mean
TRINITY_DN130448_c1_g7_i9	prdm4	Chr03	1706403	1706403	-0.471308669	0.471308669	unbias	0.365382183	Testis_mean	0.365382183	Testis_mean
TRINITY_DN130449_c0_g1_i2	NA	NA	NA	NA	-0.139752209	0.139752209	unbias	0.54299749	G46_M_mean	0.54299749	G46_M_mean
TRINITY_DN130451_c1_g10_i4	NA	NA	NA	NA	-0.322305827	0.322305827	unbias	0.411023484	Ovary_mean	0.411023484	Ovary_mean
TRINITY_DN130451_c1_g1_i1	NA	NA	NA	NA	-0.812931534	0.812931534	unbias	0.519516994	Ovary_mean	0.519516994	Ovary_mean
TRINITY_DN130452_c0_g1_i1	NA	NA	NA	NA	1.012794722	1.012794722	unbias	0.438508626	Brain_mmean	0.438508626	Brain_mmean
TRINITY_DN130454_c0_g1_i5	NA	NA	NA	NA	-0.053652281	0.053652281	unbias	0.222566281	Ovary_mean	0.222566281	Ovary_mean
TRINITY_DN130455_c0_g1_i2	irf8	Chr04	67159823	67159823	0.243895933	0.243895933	unbias	0.487582507	Brain_mmean	0.487582507	Brain_mmean
TRINITY_DN130456_c4_g1_i1	yars2-like	scaffold_214	71688	71688	0.171813951	0.171813951	unbias	0.380773243	G43_F_mean	0.380773243	G43_F_mean
TRINITY_DN130457_c6_g2_i4	NA	NA	NA	NA	0.933080398	0.933080398	unbias	0.082158357	Testis_mean	0.082158357	Testis_mean
TRINITY_DN130457_c6_g3_i1	NA	NA	NA	NA	-0.356339242	0.356339242	unbias	0.329030318	Brain_mmean	0.329030318	Brain_mmean
TRINITY_DN130458_c1_g1_i3	NA	NA	NA	NA	0.235793332	0.235793332	unbias	0.529288753	Ovary_mean	0.529288753	Ovary_mean
TRINITY_DN130458_c1_g2_i3	NA	NA	NA	NA	-0.25638538	0.25638538	unbias	0.424643703	Ovary_mean	0.424643703	Ovary_mean
TRINITY_DN130458_c1_g3_i1	NA	NA	NA	NA	-0.117274445	0.117274445	unbias	0.152454643	G43_M_mean	0.152454643	G43_M_mean
TRINITY_DN130460_c0_g1_i2	NA	NA	NA	NA	-0.436443336	0.436443336	unbias	0.314955908	G23_mmean	0.314955908	G23_mmean
TRINITY_DN130460_c1_g2_i1	pfn4	Chr05	141608966	141608966	-0.657217828	0.657217828	unbias	0.438542916	Ovary_mean	0.438542916	Ovary_mean
TRINITY_DN130460_c1_g3_i1	NA	NA	NA	NA	0.24184218	0.24184218	unbias	0.256194584	Brain_mmean	0.256194584	Brain_mmean
TRINITY_DN130462_c4_g3_i2	NA	NA	NA	NA	-0.106677094	0.106677094	unbias	0.361248916	G46_F_mean	0.361248916	G46_F_mean
TRINITY_DN130462_c4_g5_i1	atp10a	Chr02	109914171	109914171	-0.427600821	0.427600821	unbias	0.455045332	G43_M_mean	0.455045332	G43_M_mean
TRINITY_DN130467_c5_g3_i1	NA	NA	NA	NA	0.941417419	0.941417419	unbias	0.388351713	Liver_mmean	0.388351713	Liver_mmean
TRINITY_DN130469_c2_g4_i1	slc12a5	Chr10	16189364	16189364	-0.001862866	0.001862866	unbias	0.430486464	Liver_fmean	0.430486464	Liver_fmean
TRINITY_DN130469_c2_g6_i2	NA	NA	NA	NA	-0.101180246	0.101180246	unbias	0.360494102	Brain_fmean	0.360494102	Brain_fmean
TRINITY_DN130469_c2_g8_i1	NA	NA	NA	NA	0.622441897	0.622441897	unbias	0.3684193	Brain_fmean	0.3684193	Brain_fmean
TRINITY_DN130471_c0_g1_i1	NA	NA	NA	NA	-0.035730543	0.035730543	unbias	0.605318633	Ovary_mean	0.605318633	Ovary_mean
TRINITY_DN130473_c0_g1_i1	NA	NA	NA	NA	-0.581510652	0.581510652	unbias	0.294198501	Brain_fmean	0.294198501	Brain_fmean
TRINITY_DN130475_c0_g1_i3	NA	NA	NA	NA	-0.290076145	0.290076145	unbias	0.244326175	Brain_fmean	0.244326175	Brain_fmean
TRINITY_DN130476_c1_g2_i1	NA	NA	NA	NA	0.386245027	0.386245027	unbias	0.58271471	Testis_mean	0.58271471	Testis_mean
TRINITY_DN130478_c4_g1_i1	NA	NA	NA	NA	-0.323982028	0.323982028	unbias	0.336664565	G43_F_mean	0.336664565	G43_F_mean
TRINITY_DN130478_c5_g1_i2	NA	NA	NA	NA	-0.048728073	0.048728073	unbias	0.340500151	Ovary_mean	0.340500151	Ovary_mean
TRINITY_DN130478_c6_g10_i1	NA	NA	NA	NA	-0.927920389	0.927920389	unbias	0.277129356	Ovary_mean	0.277129356	Ovary_mean
TRINITY_DN130478_c6_g9_i1	NA	NA	NA	NA	-1.520455868	1.520455868	unbias	0.204966551	Brain_mmean	0.204966551	Brain_mmean
TRINITY_DN130479_c4_g2_i1	NA	NA	NA	NA	0.572141235	0.572141235	unbias	0.543050832	Brain_fmean	0.543050832	Brain_fmean
TRINITY_DN130479_c4_g3_i6	NA	NA	NA	NA	0.630034938	0.630034938	unbias	0.369411054	Brain_mmean	0.369411054	Brain_mmean
TRINITY_DN130482_c0_g1_i4	oscp1	Chr02	82160076	82160076	0.159988229	0.159988229	unbias	0.535643414	Ovary_mean	0.535643414	Ovary_mean
TRINITY_DN130482_c1_g2_i2	fcho1	Chr01	99026014	99026014	-0.101994429	0.101994429	unbias	0.37170817	Liver_fmean	0.37170817	Liver_fmean
TRINITY_DN130483_c2_g2_i1	bhlhe40	Chr04	119695583	119695583	-0.722553919	0.722553919	unbias	0.72493905	Liver_fmean	0.72493905	Liver_fmean
TRINITY_DN130485_c2_g8_i2	NA	NA	NA	NA	0.02947023	0.02947023	unbias	0.177338464	Ovary_mean	0.177338464	Ovary_mean
TRINITY_DN130486_c0_g1_i1	LOC100486002	Chr08	57709498	57709498	0.388915981	0.388915981	unbias	0.48341196	Ovary_mean	0.48341196	Ovary_mean
TRINITY_DN130486_c0_g2_i4	NA	NA	NA	NA	-0.226353852	0.226353852	unbias	0.495514498	Ovary_mean	0.495514498	Ovary_mean
TRINITY_DN130487_c13_g1_i2	NA	NA	NA	NA	-0.186935751	0.186935751	unbias	0.180936438	Brain_mmean	0.180936438	Brain_mmean
TRINITY_DN130487_c8_g1_i1	NA	NA	NA	NA	-0.490580556	0.490580556	unbias	0.46878647	Ovary_mean	0.46878647	Ovary_mean
TRINITY_DN130491_c2_g1_i8	NA	NA	NA	NA	-0.103113072	0.103113072	unbias	0.301844944	Brain_mmean	0.301844944	Brain_mmean
TRINITY_DN130492_c1_g4_i2	hspa12a-like	scaffold_163	117887	117887	-0.150301496	0.150301496	unbias	0.512548871	Ovary_mean	0.512548871	Ovary_mean
