gid	gname	chr	start	end	logCPM	logFC.MT.FO	PV.MT.FO	FDR.MT.FO
TRINITY_DN123579_c0_g3_i1	NA	NA	NA	NA	0.953682927101906	2.05713414443704	0.000758641273407657	0.00203451364767445
TRINITY_DN113308_c0_g1_i2	NA	NA	NA	NA	6.1670731195274	-5.84570194800099	6.33006480150047e-34	3.91503357452151e-32
TRINITY_DN119668_c0_g1_i3	NA	NA	NA	NA	10.6489069656849	2.40726145102605	1.82138144031792e-10	1.55276679981082e-09
TRINITY_DN193701_c0_g1_i1	NA	NA	NA	NA	0.424579793048105	-6.88587066640935	2.58195008812201e-08	1.54416312660169e-07
TRINITY_DN128443_c0_g3_i6	NA	NA	NA	NA	0.632183364257559	4.14660711945714	2.06506487704253e-11	2.03054332718072e-10
TRINITY_DN69130_c0_g1_i1	NA	NA	NA	NA	1.34797046263941	6.37868825125668	3.30236477543269e-11	3.16002385345597e-10
TRINITY_DN122615_c0_g2_i1	NA	NA	NA	NA	1.23283668192332	-2.88515791983843	0.00538479343068411	0.0118913952492617
TRINITY_DN135732_c1_g1_i2	NA	NA	NA	NA	9.89359313968773	2.08930482747311	1.24049175117065e-07	6.66129476358038e-07
TRINITY_DN128714_c1_g2_i3	NA	NA	NA	NA	0.758627545056599	4.79395185787503	1.41102696943167e-12	1.61902752621264e-11
TRINITY_DN128881_c4_g2_i1	NA	NA	NA	NA	7.2009074171833	2.72310763821616	4.1271371197902e-16	7.17361183151957e-15
TRINITY_DN120003_c1_g5_i1	NA	NA	NA	NA	2.61257577501047	2.06900611905945	4.45211133256427e-06	1.82514971855185e-05
TRINITY_DN136085_c1_g2_i1	NA	NA	NA	NA	2.24273183593058	2.25112387792399	2.78405584960801e-07	1.41194939110565e-06
TRINITY_DN132342_c0_g1_i4	NA	NA	NA	NA	4.35655668811262	3.50173280408868	2.20833524575731e-12	2.47415940003305e-11
TRINITY_DN129017_c1_g1_i1	NA	NA	NA	NA	-0.0618774473178623	2.19690464389299	0.00196390225153377	0.0048100640893436
TRINITY_DN127888_c0_g2_i1	NA	NA	NA	NA	0.364131254874648	3.19877275423176	2.39417531770389e-08	1.44101373777601e-07
TRINITY_DN131869_c0_g3_i1	NA	NA	NA	NA	1.31015407239592	-2.48937625823669	2.0111176654091e-05	7.36130350600908e-05
TRINITY_DN133575_c2_g1_i3	NA	NA	NA	NA	1.14398122316617	2.21026546469474	3.51267089146387e-05	0.000123389526065859
TRINITY_DN120092_c0_g1_i1	NA	NA	NA	NA	3.69794257567459	-2.39877366394353	2.04644290571022e-08	1.24577007186233e-07
TRINITY_DN136086_c0_g3_i2	NA	NA	NA	NA	4.65600744192059	3.83853028851932	1.15005258538963e-12	1.33434164228582e-11
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	5.96094170537611	-10.0889944084651	3.69768609528041e-85	1.29828603179215e-82
TRINITY_DN132761_c1_g1_i1	NA	NA	NA	NA	4.38621955843977	3.38449234499172	6.30970942370554e-19	1.41872106864835e-17
TRINITY_DN89143_c0_g1_i1	NA	NA	NA	NA	1.42784147680787	-7.47661927972691	1.93515786817807e-08	1.1856153789949e-07
TRINITY_DN126438_c0_g3_i1	NA	NA	NA	NA	1.77768316553335	2.33884579156894	2.20504378284371e-05	8.01457385125963e-05
TRINITY_DN129950_c0_g1_i1	NA	NA	NA	NA	3.15266978058961	-5.33126188846898	5.10546877290914e-17	9.68553685247984e-16
TRINITY_DN117913_c0_g1_i1	NA	NA	NA	NA	0.906950078868291	2.85732221585022	1.24808537394013e-06	5.67519513928306e-06
TRINITY_DN130486_c0_g1_i1	NA	NA	NA	NA	5.80471173697487	-3.12192265676249	3.25704477390246e-19	7.60821656397154e-18
TRINITY_DN96371_c0_g1_i1	NA	NA	NA	NA	2.29980527557151	-9.0291114069982	2.39432306267927e-08	1.44101373777601e-07
TRINITY_DN125143_c3_g4_i3	NA	NA	NA	NA	4.0554296551198	-3.4499174789174	4.63730083143654e-21	1.2584123611777e-19
TRINITY_DN130540_c0_g1_i1	NA	NA	NA	NA	0.700225379990117	-4.17156061518916	3.23117428958115e-12	3.53000764178176e-11
TRINITY_DN110022_c0_g1_i1	NA	NA	NA	NA	6.62149102518625	-2.11493807436759	9.70878271072675e-11	8.65522808688304e-10
TRINITY_DN132323_c5_g1_i4	NA	NA	NA	NA	5.18002497785637	-2.21728033548067	1.13956578468195e-14	1.67033849312854e-13
TRINITY_DN129998_c3_g1_i2	NA	NA	NA	NA	4.97406962090202	-3.80391180737766	1.60191041928589e-11	1.60064796799224e-10
TRINITY_DN68063_c0_g1_i1	NA	NA	NA	NA	0.48121681745131	2.65562611239457	2.05604199734967e-06	8.95135262562268e-06
TRINITY_DN109099_c0_g2_i2	NA	NA	NA	NA	2.68844588286477	-7.00203048747743	4.61196124823355e-26	1.89306078430191e-24
TRINITY_DN129651_c0_g4_i5	NA	NA	NA	NA	8.28819136716718	-8.37233849290643	2.11833510442316e-81	6.19803125040326e-79
TRINITY_DN128277_c0_g3_i1	NA	NA	NA	NA	0.838970707839303	3.9665316674052	2.04685947253872e-11	2.01350977940857e-10
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	3.15681820795438	8.09667648558798	1.46879901988525e-28	7.04221244365993e-27
TRINITY_DN134101_c0_g2_i6	NA	NA	NA	NA	1.41315981525771	2.59776835515272	1.23541420799845e-05	4.69675546475772e-05
TRINITY_DN115189_c0_g1_i2	NA	NA	NA	NA	5.09384167422583	-3.10823782255023	3.00873329386539e-15	4.72576126858884e-14
TRINITY_DN93728_c0_g3_i1	NA	NA	NA	NA	0.303801943938878	-3.44378012951969	3.42125514624484e-09	2.40690150886559e-08
TRINITY_DN951_c0_g2_i1	NA	NA	NA	NA	1.68337391185676	-3.35475273683546	6.87719790767454e-06	2.72816635927252e-05
TRINITY_DN112610_c0_g1_i2	NA	NA	NA	NA	3.00637947423953	3.15520150140023	1.97565588209524e-12	2.22768866310165e-11
TRINITY_DN129806_c3_g1_i1	NA	NA	NA	NA	2.21496848056595	2.6888101240088	2.10121630429179e-06	9.12539647888625e-06
TRINITY_DN127328_c1_g5_i1	NA	NA	NA	NA	4.16581511482276	-4.48838515616706	1.98041334342128e-30	1.0414053761189e-28
TRINITY_DN134054_c8_g8_i3	NA	NA	NA	NA	4.39806328168555	-2.44996754644825	1.09112662837731e-06	5.02556849905692e-06
TRINITY_DN24472_c0_g1_i1	NA	NA	NA	NA	3.22418642348975	-9.18566695006987	7.77775508043204e-30	3.89262996591272e-28
TRINITY_DN47666_c0_g1_i1	NA	NA	NA	NA	0.0325825742294985	-2.14073934872999	0.000175048052258788	0.000537967499144904
TRINITY_DN103501_c0_g1_i1	NA	NA	NA	NA	0.224452914319023	2.5968239401711	7.15868796046804e-06	2.83146579954596e-05
TRINITY_DN123678_c2_g3_i3	NA	NA	NA	NA	4.15120204534038	2.07877399386223	1.73625370569462e-07	9.13434349270694e-07
TRINITY_DN124266_c1_g1_i2	NA	NA	NA	NA	2.67263549867482	3.6102041237265	3.40920778220436e-08	2.0027011584419e-07
TRINITY_DN119641_c2_g1_i1	NA	NA	NA	NA	7.54805027276402	-2.99580356483683	9.1219040109131e-29	4.41995951883352e-27
TRINITY_DN124366_c0_g3_i4	NA	NA	NA	NA	0.253354987981732	2.69501068691947	0.000939594908253896	0.0024694105561461
TRINITY_DN135126_c5_g1_i1	NA	NA	NA	NA	2.09667562206402	-8.22933095636625	1.24861194660574e-06	5.67645853494745e-06
TRINITY_DN44677_c0_g2_i1	NA	NA	NA	NA	0.0892290544075437	-7.93055857255211	4.2181832665902e-13	5.15349992024205e-12
TRINITY_DN209049_c0_g1_i1	NA	NA	NA	NA	0.337293307826751	-8.21329622947584	8.88215174734795e-14	1.18266316906637e-12
TRINITY_DN118665_c1_g1_i1	NA	NA	NA	NA	6.80811951348078	-8.8750144751115	1.23964205722954e-110	1.17879629292053e-107
TRINITY_DN129197_c1_g1_i2	NA	NA	NA	NA	4.30478517796643	-2.14514705183337	5.80191632246015e-11	5.34995290146204e-10
TRINITY_DN128532_c0_g1_i1	NA	NA	NA	NA	4.07951686369965	-2.2263556751154	4.04412495303232e-10	3.27403404321048e-09
TRINITY_DN131905_c3_g2_i1	NA	NA	NA	NA	3.6061249539413	-6.02117637015703	2.98806928968756e-35	1.96523681064119e-33
TRINITY_DN183312_c0_g1_i1	NA	NA	NA	NA	0.0107118020791363	-4.82379807088152	8.0358797665984e-08	4.44809236073996e-07
TRINITY_DN22057_c0_g1_i1	NA	NA	NA	NA	1.80063236787698	-7.87992007952859	2.56942353612546e-08	1.53747729264434e-07
TRINITY_DN128364_c0_g1_i7	NA	NA	NA	NA	3.86396918765521	4.43394937460184	4.48989995495809e-19	1.02673844460976e-17
TRINITY_DN133791_c4_g6_i1	NA	NA	NA	NA	7.63017796558649	2.72985000297947	2.29937272186312e-07	1.18617279065009e-06
TRINITY_DN69434_c0_g1_i1	NA	NA	NA	NA	1.19623125747197	-6.54961185009779	9.38148695239819e-20	2.30964719770908e-18
TRINITY_DN96357_c0_g1_i1	NA	NA	NA	NA	3.12379356780346	2.90138929216496	1.36818858997159e-07	7.31945616510351e-07
TRINITY_DN120182_c0_g1_i4	NA	NA	NA	NA	4.92234023733545	2.82577067954967	1.877609135901e-10	1.59771796045983e-09
TRINITY_DN127334_c4_g5_i5	NA	NA	NA	NA	5.25330575944546	2.7757670182589	2.61174684591837e-12	2.8892528607634e-11
TRINITY_DN118179_c0_g1_i1	NA	NA	NA	NA	3.76922242446772	-5.24480803842019	1.31817085798525e-29	6.58277796957097e-28
TRINITY_DN116267_c0_g2_i1	NA	NA	NA	NA	2.23093679471651	8.15647440127696	7.15741024689932e-26	2.89108702043781e-24
TRINITY_DN129650_c4_g1_i1	NA	NA	NA	NA	4.77996063458775	-4.82991178079538	3.76612976444992e-13	4.64096185120282e-12
TRINITY_DN119603_c0_g1_i1	NA	NA	NA	NA	0.956098661234615	-2.38675890549898	1.19285279222637e-05	4.55010637208595e-05
TRINITY_DN217538_c0_g1_i1	NA	NA	NA	NA	1.10189351636115	2.3998872751266	2.06975804321077e-06	9.00591383453884e-06
TRINITY_DN118856_c0_g1_i5	NA	NA	NA	NA	2.72210825521395	7.17176765681541	7.96429327255931e-19	1.77327903479364e-17
TRINITY_DN151548_c0_g1_i1	NA	NA	NA	NA	7.54828847168361	-9.38680600379001	3.78405791368025e-119	6.16855497900076e-116
TRINITY_DN199142_c0_g1_i1	NA	NA	NA	NA	0.00195561998700313	-3.7071106616146	3.06459935987526e-09	2.16734696594587e-08
TRINITY_DN123286_c3_g2_i1	NA	NA	NA	NA	1.93191978162909	-6.87049856099938	5.71570398460959e-06	2.29978484373695e-05
TRINITY_DN132657_c3_g5_i1	NA	NA	NA	NA	2.55352438208628	-2.4793394119507	3.44264262816628e-06	1.44214372356848e-05
TRINITY_DN128424_c0_g2_i1	NA	NA	NA	NA	3.89710270978927	-10.5692532316009	1.74243977165481e-32	9.99144735394625e-31
TRINITY_DN123780_c0_g1_i1	NA	NA	NA	NA	6.82611748833367	-3.65673463713529	4.13070414526731e-41	3.68245820325353e-39
TRINITY_DN131246_c0_g1_i1	NA	NA	NA	NA	2.71465597384008	2.19845864315649	1.84001934775777e-05	6.78289800590016e-05
TRINITY_DN131167_c2_g4_i4	NA	NA	NA	NA	4.02755676701201	3.41209415688038	1.66458810331355e-15	2.70001632507618e-14
TRINITY_DN133993_c0_g1_i1	NA	NA	NA	NA	0.0672529926601271	2.07701456124102	0.0147275709306937	0.0291107417097083
TRINITY_DN134887_c5_g7_i2	NA	NA	NA	NA	3.16124019727818	-2.39169884360195	5.15085524600119e-08	2.9469245029892e-07
TRINITY_DN119257_c0_g1_i1	NA	NA	NA	NA	7.31761723397245	-2.08520467865489	1.01266063711129e-14	1.49006712186679e-13
TRINITY_DN121901_c0_g1_i3	NA	NA	NA	NA	5.88192223721281	-2.10099344024001	4.75011766570251e-15	7.28542912410368e-14
TRINITY_DN126737_c1_g6_i1	NA	NA	NA	NA	3.51871691829224	3.68952577797185	2.9290252587365e-17	5.66493342838003e-16
TRINITY_DN120211_c4_g4_i7	NA	NA	NA	NA	0.141731224890669	3.33324096978739	4.58800293482999e-06	1.87681310232461e-05
TRINITY_DN125397_c4_g1_i1	NA	NA	NA	NA	2.14650426674556	10.1331946339491	4.40317904129365e-10	3.54710032052254e-09
TRINITY_DN120314_c0_g2_i1	NA	NA	NA	NA	1.2024649144943	-9.15293559408198	8.10934972601485e-24	2.84725506841709e-22
TRINITY_DN100550_c0_g2_i1	NA	NA	NA	NA	1.30816967964835	-2.08360152945324	4.17246823986506e-05	0.000144761432304956
TRINITY_DN134367_c0_g2_i2	NA	NA	NA	NA	3.99212625771108	3.78096872208353	9.86501848759235e-16	1.63618787735344e-14
TRINITY_DN120126_c0_g1_i8	NA	NA	NA	NA	4.81753417646815	2.35611766372837	5.8498983109118e-10	4.62760413350534e-09
TRINITY_DN131955_c2_g1_i2	NA	NA	NA	NA	1.41237773652057	5.52984002701528	5.74978557309263e-14	7.79688688943077e-13
TRINITY_DN131742_c1_g1_i1	NA	NA	NA	NA	1.68598962056553	2.15284666287207	4.22379379671353e-05	0.000146430840085973
TRINITY_DN113194_c0_g1_i2	NA	NA	NA	NA	5.43154470112814	2.01467364160106	1.45118199015701e-05	5.44807951626307e-05
TRINITY_DN128376_c3_g6_i2	NA	NA	NA	NA	0.76859354036178	-3.02551785866277	4.18092541661623e-06	1.72264090734818e-05
TRINITY_DN129133_c1_g8_i1	NA	NA	NA	NA	5.33462243953184	-2.44639945842756	2.48817695115313e-12	2.76461413725495e-11
TRINITY_DN130241_c0_g2_i1	NA	NA	NA	NA	0.801652169598146	2.60665742944459	1.81289168050131e-05	6.6915435763223e-05
TRINITY_DN123078_c0_g1_i1	NA	NA	NA	NA	7.83350314274611	2.98258166082184	2.34253959281224e-17	4.56935372539837e-16
TRINITY_DN78554_c0_g2_i1	NA	NA	NA	NA	1.23957286218637	4.66586742548472	5.0236840236524e-12	5.33506360110726e-11
TRINITY_DN116821_c0_g1_i1	NA	NA	NA	NA	2.45109384790188	3.52924708356164	7.78810053298292e-07	3.68220489670056e-06
TRINITY_DN69284_c0_g1_i1	NA	NA	NA	NA	0.840451259868949	-2.28151796882792	6.4065370870327e-05	0.000214258483880803
TRINITY_DN133447_c1_g6_i3	NA	NA	NA	NA	11.2325588339502	2.44444357997802	5.69586375570123e-10	4.51671308660923e-09
TRINITY_DN125093_c0_g3_i1	NA	NA	NA	NA	3.243952805081	-8.67936047259329	1.10251789385842e-07	5.96813647382278e-07
TRINITY_DN135800_c2_g1_i4	NA	NA	NA	NA	1.40378600111283	2.73263734690533	1.33868289545236e-07	7.16664814450241e-07
TRINITY_DN127766_c6_g1_i1	NA	NA	NA	NA	3.52270653235257	-2.31571628758756	1.45102028622413e-07	7.73357892858643e-07
TRINITY_DN135513_c5_g1_i10	NA	NA	NA	NA	0.652360398350458	2.91314119351207	7.59335656616732e-05	0.000249741437603503
TRINITY_DN124362_c0_g5_i1	NA	NA	NA	NA	2.49200399754653	-6.58431496546471	6.97095971458576e-19	1.56278234387305e-17
TRINITY_DN72771_c0_g1_i1	NA	NA	NA	NA	2.97228072926284	-8.84889061470445	2.32639749547277e-27	1.02496223246486e-25
TRINITY_DN127129_c5_g1_i1	NA	NA	NA	NA	0.560429380174552	2.51800060339036	4.13698129587418e-06	1.70638328455522e-05
TRINITY_DN123411_c2_g3_i6	NA	NA	NA	NA	3.89229437741608	2.14292394855312	5.11509461992813e-07	2.49117988510456e-06
TRINITY_DN108997_c0_g1_i1	NA	NA	NA	NA	6.68292204480038	3.29884782237455	5.60177913147091e-12	5.89685439752901e-11
TRINITY_DN129361_c4_g4_i3	NA	NA	NA	NA	2.01984554650966	-3.70089273511821	0.0012251213053424	0.00314154139668813
TRINITY_DN119274_c0_g1_i1	NA	NA	NA	NA	5.42481219181907	-2.520258301647	4.5218415167028e-17	8.59262840084857e-16
TRINITY_DN133967_c0_g2_i1	NA	NA	NA	NA	1.26714355512687	-2.21846052324864	0.00703936910655359	0.0151245040246438
TRINITY_DN121277_c0_g1_i1	NA	NA	NA	NA	1.89517121932752	2.16923183453664	3.66039953257951e-05	0.000128144865980257
TRINITY_DN126410_c3_g2_i1	NA	NA	NA	NA	0.145168834107536	-5.85420961956875	1.77082462337354e-12	2.00564563546556e-11
TRINITY_DN123619_c0_g1_i5	NA	NA	NA	NA	5.76188791098471	-2.23780015857847	4.22215705350572e-16	7.32760975476103e-15
TRINITY_DN121030_c0_g1_i1	NA	NA	NA	NA	6.16188884633192	-6.66365241454207	2.45684726313317e-17	4.78414404771545e-16
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	5.5743730338857	-3.31980206404323	1.13874196685155e-13	1.49875254714452e-12
TRINITY_DN118251_c0_g1_i4	NA	NA	NA	NA	2.94692799374479	-4.91994363654196	1.01557164205912e-13	1.34439536050308e-12
TRINITY_DN121583_c1_g1_i1	NA	NA	NA	NA	4.24935984564357	7.55250528539794	1.23355403872772e-43	1.20308419965145e-41
TRINITY_DN118976_c0_g1_i1	NA	NA	NA	NA	3.1531077919236	2.12578116278355	6.36509849675998e-05	0.000212903822208788
TRINITY_DN122654_c7_g8_i1	NA	NA	NA	NA	2.98906343084196	-2.53242665088617	2.74999753561701e-05	9.83706015013343e-05
TRINITY_DN123083_c11_g5_i4	NA	NA	NA	NA	5.26301825631026	-2.27894198768414	3.77119330318644e-11	3.58012369240104e-10
TRINITY_DN129802_c0_g3_i1	NA	NA	NA	NA	1.35588154893906	4.46949138742183	3.97162368921249e-05	0.000138276728962941
TRINITY_DN114220_c0_g1_i1	NA	NA	NA	NA	0.332357729475593	6.14471928079418	1.70211357585796e-07	8.96093103304045e-07
TRINITY_DN128870_c0_g1_i6	NA	NA	NA	NA	2.56963319220266	-2.25067520063253	0.000482914673864496	0.00135111912307656
TRINITY_DN127591_c1_g1_i1	NA	NA	NA	NA	6.17051413146555	2.41709325546229	2.08405935465086e-11	2.04833775158664e-10
TRINITY_DN79631_c0_g1_i1	NA	NA	NA	NA	2.10306615589662	-8.19050387933742	6.36952935424508e-09	4.25792029650208e-08
TRINITY_DN124607_c0_g4_i1	NA	NA	NA	NA	1.48575895910878	-2.26772887294137	0.000200984830257264	0.000611175988824953
TRINITY_DN121184_c0_g3_i1	NA	NA	NA	NA	3.81541157322076	3.69595432723	6.96399331421142e-18	1.41903799479405e-16
TRINITY_DN125576_c0_g1_i5	NA	NA	NA	NA	2.44751553466541	2.30598294774304	8.13998086864802e-08	4.50462277847442e-07
TRINITY_DN126907_c4_g9_i1	NA	NA	NA	NA	2.10483488336001	-6.14743479714059	3.40959882339623e-15	5.31878772026992e-14
TRINITY_DN133320_c2_g3_i2	NA	NA	NA	NA	5.98078984452024	-3.79761414865289	1.59311947274941e-27	7.10120558732167e-26
TRINITY_DN129866_c1_g3_i1	NA	NA	NA	NA	1.05069346273173	2.10950721444687	8.38166907887384e-05	0.000273032331884183
TRINITY_DN128731_c5_g7_i1	NA	NA	NA	NA	6.70359828934003	4.58548267435165	1.23585997931468e-41	1.11481408885057e-39
TRINITY_DN116337_c0_g1_i3	NA	NA	NA	NA	4.48990660912962	-7.30808484362168	9.0574253199389e-48	1.03873648568666e-45
TRINITY_DN120322_c1_g1_i3	NA	NA	NA	NA	1.07132181342473	3.46819876523417	4.66266684187099e-07	2.28743298936328e-06
TRINITY_DN132851_c3_g3_i1	NA	NA	NA	NA	6.6230368271623	-2.39757966133042	5.25193484649557e-19	1.18908389947145e-17
TRINITY_DN133989_c3_g1_i4	NA	NA	NA	NA	0.565810894273618	-2.63516527220516	9.26180730928662e-06	3.59661334715908e-05
TRINITY_DN109646_c1_g1_i3	NA	NA	NA	NA	7.96111970453222	-2.38386586737406	5.9591476376279e-08	3.37300762365932e-07
TRINITY_DN96802_c0_g1_i1	NA	NA	NA	NA	5.62144896936584	-4.63298632481376	1.2951347887279e-35	8.5923157407989e-34
TRINITY_DN123637_c0_g1_i2	NA	NA	NA	NA	2.57784593544318	5.33086376772678	2.62458850078446e-15	4.14808578704315e-14
TRINITY_DN114003_c0_g1_i1	NA	NA	NA	NA	0.799961285229599	-2.8295362424726	0.000144430488311668	0.000450977234129004
TRINITY_DN129570_c0_g1_i1	NA	NA	NA	NA	6.00866786025895	-2.09622879524186	1.34834501713385e-12	1.54946389673312e-11
TRINITY_DN128754_c2_g1_i1	NA	NA	NA	NA	0.709791591525408	-2.32466434746957	4.37590980622083e-06	1.79584631536723e-05
TRINITY_DN129130_c5_g1_i2	NA	NA	NA	NA	1.78162529502439	2.28426267529208	0.00029419453395933	0.000862995842419
TRINITY_DN125466_c11_g2_i1	NA	NA	NA	NA	4.84389396571755	2.91759261942071	2.65698912838596e-05	9.52226851256665e-05
TRINITY_DN124300_c5_g6_i2	NA	NA	NA	NA	1.79428838177154	3.29249974966248	4.11945341151451e-05	0.000143117926256027
TRINITY_DN133901_c1_g3_i8	NA	NA	NA	NA	1.80198287351462	2.40978944532541	1.54818804060813e-06	6.91037501716383e-06
TRINITY_DN122991_c3_g1_i1	NA	NA	NA	NA	2.67496918826577	2.5723952986452	2.88207797897616e-08	1.71243904285847e-07
TRINITY_DN92532_c0_g1_i2	NA	NA	NA	NA	6.26176557653822	2.02945095181728	9.38675314678327e-11	8.40425579897559e-10
TRINITY_DN134769_c2_g1_i4	NA	NA	NA	NA	3.21458875607569	-6.93250260997738	1.70981741273367e-21	4.83537211814223e-20
TRINITY_DN136486_c0_g1_i2	NA	NA	NA	NA	2.75193071443223	-2.32852809603201	2.58021826776852e-05	9.26604898615469e-05
TRINITY_DN127328_c1_g4_i6	NA	NA	NA	NA	6.69406395434664	-4.93050792695545	4.51460140308994e-48	5.23006260006693e-46
TRINITY_DN133619_c5_g1_i1	NA	NA	NA	NA	3.42757385814842	-2.22444958403197	2.59354787442149e-07	1.32327184417723e-06
TRINITY_DN128460_c7_g1_i1	NA	NA	NA	NA	2.55486208612285	3.0072024249917	5.12569336247242e-08	2.9339998474629e-07
TRINITY_DN119883_c0_g1_i1	NA	NA	NA	NA	6.43716828404467	-2.78567895195875	1.07477094867578e-06	4.960247237751e-06
TRINITY_DN183010_c0_g1_i1	NA	NA	NA	NA	0.304513307303899	-6.88410568677044	6.36965601670229e-08	3.58756884534007e-07
TRINITY_DN128560_c0_g1_i1	NA	NA	NA	NA	6.06637834837713	-4.8874875584492	4.85829462677694e-57	7.49162161975022e-55
TRINITY_DN130738_c0_g1_i10	NA	NA	NA	NA	2.59215820939486	3.76116931078166	1.54547371438646e-11	1.54900312295686e-10
TRINITY_DN122021_c0_g1_i1	NA	NA	NA	NA	0.575447023561073	-4.81808903728109	1.42471537985676e-13	1.85799167994806e-12
TRINITY_DN134104_c0_g1_i1	NA	NA	NA	NA	2.25727341543207	-3.74943504718722	1.39833642233423e-06	6.29817127107e-06
TRINITY_DN103679_c0_g1_i1	NA	NA	NA	NA	2.87845985072124	-3.93076616685831	1.56997015411604e-08	9.76822760557149e-08
TRINITY_DN68223_c0_g1_i1	NA	NA	NA	NA	2.08928477874729	2.55307743782615	4.28806342388068e-07	2.11456749048844e-06
TRINITY_DN117619_c0_g1_i1	NA	NA	NA	NA	7.75262906011288	-3.16775228699034	7.13040815549938e-26	2.88528678944693e-24
TRINITY_DN128092_c2_g1_i2	NA	NA	NA	NA	5.5096011037011	-2.0702206196264	3.97774897639899e-14	5.49849710111312e-13
TRINITY_DN119800_c0_g2_i2	NA	NA	NA	NA	1.97730116360734	2.39963265146013	5.64764571299594e-06	2.27440569017105e-05
TRINITY_DN127827_c0_g2_i1	NA	NA	NA	NA	0.974758177337181	2.33053887721403	0.000197062048098454	0.000600126776314775
TRINITY_DN136422_c3_g1_i2	NA	NA	NA	NA	3.46773992632203	2.26965226752767	1.48845822410681e-06	6.66593280819578e-06
TRINITY_DN213577_c0_g1_i1	NA	NA	NA	NA	1.50011174466671	-7.55817582611849	3.29084492245247e-08	1.9361604233104e-07
TRINITY_DN135121_c0_g2_i2	NA	NA	NA	NA	5.95529887998283	-2.37000563636139	2.79696945909502e-21	7.75606767867153e-20
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	2.3992708521628	3.23575112740629	0.000298856354082754	0.000875096191028562
TRINITY_DN112351_c0_g1_i2	NA	NA	NA	NA	5.09994932102791	2.31194562235203	1.80106436733039e-09	1.32039482785782e-08
TRINITY_DN125586_c2_g1_i4	NA	NA	NA	NA	6.05771439087578	-4.42416591619946	3.62333141246319e-26	1.4980374908557e-24
TRINITY_DN122678_c0_g1_i1	NA	NA	NA	NA	6.61973120439321	-2.01922518814013	1.85934975440373e-09	1.36050272827836e-08
TRINITY_DN131535_c2_g1_i1	NA	NA	NA	NA	4.60265674086366	3.44256136369483	9.47936653134974e-08	5.18175096954404e-07
TRINITY_DN140343_c0_g1_i1	NA	NA	NA	NA	0.906112310397937	-4.73788615313803	1.00768995192357e-13	1.33473593051653e-12
TRINITY_DN135280_c4_g2_i1	NA	NA	NA	NA	7.14718449934649	-2.35388333077232	5.18072672561613e-20	1.29928071793419e-18
TRINITY_DN129348_c0_g1_i1	NA	NA	NA	NA	3.87746147873564	2.71583856850849	7.55984937818966e-10	5.9005089777375e-09
TRINITY_DN128939_c0_g4_i2	NA	NA	NA	NA	0.215189493271678	2.91922966484414	1.24368774050082e-06	5.65745298260109e-06
TRINITY_DN132753_c0_g1_i1	NA	NA	NA	NA	1.30191370586235	2.77608385601217	6.85495959920182e-07	3.2667339313632e-06
TRINITY_DN131288_c6_g3_i1	NA	NA	NA	NA	-0.0522793999113868	2.75318338127339	2.68505766536408e-05	9.61833088038598e-05
TRINITY_DN164909_c0_g1_i1	NA	NA	NA	NA	7.87217609227311	-5.70490715275437	1.77909474242154e-43	1.72044492421799e-41
TRINITY_DN105850_c0_g2_i1	NA	NA	NA	NA	5.71160802659768	-2.16052151975271	1.22700529495812e-16	2.2420107959595e-15
TRINITY_DN116576_c0_g1_i2	NA	NA	NA	NA	6.88364303576224	-2.40494854344337	5.21204829455314e-15	7.96180496507977e-14
TRINITY_DN127927_c0_g2_i1	NA	NA	NA	NA	2.09115940140965	2.75484224126	2.73199668252005e-06	1.1625886311481e-05
TRINITY_DN133840_c2_g2_i2	NA	NA	NA	NA	11.7492375137465	2.35023254962381	2.54963092883609e-09	1.83152902291147e-08
TRINITY_DN99989_c0_g2_i2	NA	NA	NA	NA	7.32476408186392	-2.07704379045673	3.06159916510057e-11	2.94445074361252e-10
TRINITY_DN117486_c0_g3_i1	NA	NA	NA	NA	0.277366163237861	6.0388370264656	1.0108728405549e-12	1.1818719245463e-11
TRINITY_DN126147_c0_g2_i5	NA	NA	NA	NA	0.192339998761164	-6.6597349446693	1.75331442529342e-16	3.15320266462147e-15
TRINITY_DN29448_c0_g1_i1	NA	NA	NA	NA	-0.0244674444405386	-3.36924852310539	1.97155357229334e-05	7.23156471020229e-05
TRINITY_DN91784_c0_g1_i1	NA	NA	NA	NA	1.23940906784919	6.62452396755168	9.90704174677198e-15	1.4596417478685e-13
TRINITY_DN131553_c0_g1_i1	NA	NA	NA	NA	8.27755552256914	-10.9424426811041	2.27529262154606e-113	2.88481823382912e-110
TRINITY_DN127824_c2_g1_i1	NA	NA	NA	NA	2.3548743753552	2.15810411140591	1.0948675610441e-05	4.2030391048189e-05
TRINITY_DN120967_c0_g2_i1	NA	NA	NA	NA	4.38601903256658	4.95081228526398	1.74745150579769e-32	9.99507224694607e-31
TRINITY_DN128736_c3_g2_i1	NA	NA	NA	NA	4.50160986248553	2.64679250774082	4.66543489909382e-08	2.68468369306907e-07
