RBH	gid	dnds	dn	ds	gname	chr	start	end
RBH_pair_6681.fa.best.phy	TRINITY_DN129029_c0_g1_i1	0.1494	0.2095	1.4023	fsd2	Chr03	95335320	95335320
RBH_pair_6683.fa.best.phy	TRINITY_DN129032_c7_g7_i5	0.1446	0.1785	1.234	LOC101734118	Chr02	159127977	159127977
RBH_pair_6684.fa.best.phy	TRINITY_DN129034_c7_g7_i3	0.2782	0.4653	1.6724	LOC100495163	Chr02	44152639	44152639
RBH_pair_6686.fa.best.phy	TRINITY_DN129036_c2_g1_i4	0.0105	0.0154	1.4732	Xetrov90029208m	scaffold_50	792029	792029
RBH_pair_6687.fa.best.phy	TRINITY_DN129036_c2_g2_i4	0.0373	0.0688	1.8458	lsm14b	Chr10	1126573	1126573
RBH_pair_6689.fa.best.phy	TRINITY_DN129044_c3_g1_i1	0.1856	0.301	1.622	lrrc27-like	Chr07	12623648	12623648
RBH_pair_6690.fa.best.phy	TRINITY_DN129045_c0_g1_i1	0.151	0.2107	1.3947	lgals8	Chr05	51734789	51734789
RBH_pair_6692.fa.best.phy	TRINITY_DN129053_c3_g1_i2	0.0916	0.1346	1.4694	LOC100489128	Chr01	86971965	86971965
RBH_pair_6693.fa.best.phy	TRINITY_DN129056_c2_g1_i4	0.0213	0.027	1.2657	naa60	Chr09	14402886	14402886
RBH_pair_6694.fa.best.phy	TRINITY_DN129056_c4_g1_i1	0.061	0.1151	1.8861	letm1	Chr01	12657347	12657347
RBH_pair_6698.fa.best.phy	TRINITY_DN129061_c0_g2_i1	0.0083	0.0109	1.3024	snrpb	Chr10	14418618	14418618
RBH_pair_6699.fa.best.phy	TRINITY_DN129063_c0_g2_i1	0.0884	0.1521	1.7211	ripk2	Chr06	111106082	111106082
RBH_pair_6700.fa.best.phy	TRINITY_DN129065_c3_g2_i2	0.0579	0.0584	1.0083	hpgd	Chr01	39025088	39025088
RBH_pair_6702.fa.best.phy	TRINITY_DN129069_c0_g2_i1	0.0674	0.1084	1.6078	mogat1-like.2	Chr05	121687760	121687760
RBH_pair_6704.fa.best.phy	TRINITY_DN129071_c0_g1_i1	0.0581	0.0955	1.6438	cth	Chr04	72466851	72466851
RBH_pair_6705.fa.best.phy	TRINITY_DN129073_c0_g2_i3	0.0031	0.0062	1.9843	cplx2	Chr03	35803435	35803435
RBH_pair_6706.fa.best.phy	TRINITY_DN129074_c0_g1_i1	0.1419	0.234	1.6483	cep97	Chr02	98132960	98132960
RBH_pair_6708.fa.best.phy	TRINITY_DN129076_c0_g1_i1	0.029	0.0304	1.0517	ptprn2	Chr06	10055667	10055667
RBH_pair_6709.fa.best.phy	TRINITY_DN129076_c0_g2_i3	0.0303	0.0408	1.3466	dtx1	Chr01	132610525	132610525
RBH_pair_6711.fa.best.phy	TRINITY_DN129083_c0_g1_i3	0.0649	0.0876	1.3506	Xetrov90023285m	Chr09	14657996	14657996
RBH_pair_6712.fa.best.phy	TRINITY_DN129085_c1_g2_i1	0.1555	0.2657	1.7081	synrg-like	Chr02	49012670	49012670
RBH_pair_6713.fa.best.phy	TRINITY_DN129088_c5_g5_i2	0.0414	0.0773	1.869	baiap2	Chr10	18708911	18708911
RBH_pair_6714.fa.best.phy	TRINITY_DN129091_c2_g1_i4	0.0952	0.1318	1.3848	limk2	Chr01	143496064	143496064
RBH_pair_6715.fa.best.phy	TRINITY_DN129100_c1_g1_i2	0.0175	0.0194	1.1058	myl12b	Chr06	91881117	91881117
RBH_pair_6717.fa.best.phy	TRINITY_DN129104_c0_g1_i1	0.1137	0.2244	1.9728	zc3hc1	Chr03	77311568	77311568
RBH_pair_6718.fa.best.phy	TRINITY_DN129105_c1_g1_i2	0.0575	0.0603	1.0485	josd1	Chr04	110074531	110074531
RBH_pair_6719.fa.best.phy	TRINITY_DN129105_c2_g6_i2	0.074	0.1379	1.8621	NA	NA	NA	NA
RBH_pair_6720.fa.best.phy	TRINITY_DN129106_c0_g6_i7	0.0433	0.0729	1.683	tat	Chr04	63536360	63536360
RBH_pair_6721.fa.best.phy	TRINITY_DN129107_c0_g1_i2	0.0811	0.1307	1.6117	mfn1	Chr05	95124786	95124786
RBH_pair_6724.fa.best.phy	TRINITY_DN129113_c2_g1_i2	0.034	0.034	1.0006	dgkh-like	Chr02	129470118	129470118
RBH_pair_6729.fa.best.phy	TRINITY_DN129121_c4_g8_i2	0.0756	0.136	1.7998	ctsa	Chr10	16447847	16447847
RBH_pair_6731.fa.best.phy	TRINITY_DN129125_c0_g1_i2	0.1157	0.1718	1.4856	slc35f2	Chr02	156939799	156939799
RBH_pair_6732.fa.best.phy	TRINITY_DN129128_c4_g1_i5	0.142	0.2554	1.7987	irf9	Chr01	127143348	127143348
RBH_pair_6734.fa.best.phy	TRINITY_DN129138_c3_g1_i1	0.002	0.0024	1.183	arf3	Chr02	133030339	133030339
RBH_pair_6735.fa.best.phy	TRINITY_DN129140_c0_g5_i6	0.0588	0.0516	0.8783	ankrd17	scaffold_51	499953	499953
RBH_pair_6737.fa.best.phy	TRINITY_DN129141_c5_g2_i3	0.0712	0.0906	1.273	ddr1	Chr08	52571788	52571788
RBH_pair_6738.fa.best.phy	TRINITY_DN129142_c4_g1_i1	0.0752	0.1003	1.3328	appl2	Chr03	40808601	40808601
RBH_pair_6742.fa.best.phy	TRINITY_DN129152_c2_g1_i1	0.0727	0.1451	1.9964	slc2a3	Chr07	670764	670764
RBH_pair_6745.fa.best.phy	TRINITY_DN129157_c0_g2_i1	0.0684	0.122	1.7849	col9a3	scaffold_418	49828	49828
RBH_pair_6746.fa.best.phy	TRINITY_DN129158_c1_g1_i4	0.0256	0.0456	1.7807	pim1	Chr04	126438343	126438343
RBH_pair_6747.fa.best.phy	TRINITY_DN129158_c2_g2_i3	0.082	0.1076	1.3131	parn	Chr09	32014809	32014809
RBH_pair_6748.fa.best.phy	TRINITY_DN129160_c1_g1_i1	0.024	0.0311	1.2959	desi2	Chr05	54665011	54665011
RBH_pair_6749.fa.best.phy	TRINITY_DN129160_c2_g5_i2	0.058	0.067	1.1551	drd4	Chr04	35746132	35746132
RBH_pair_6752.fa.best.phy	TRINITY_DN129165_c2_g1_i1	0.0236	0.0408	1.7255	chst2	Chr05	116625886	116625886
RBH_pair_6754.fa.best.phy	TRINITY_DN129170_c1_g2_i2	0.0634	0.1026	1.6195	pdia3	Chr03	97524834	97524834
RBH_pair_6758.fa.best.phy	TRINITY_DN129176_c3_g2_i1	0.0451	0.0602	1.3358	gid4	Chr09	9522756	9522756
RBH_pair_6760.fa.best.phy	TRINITY_DN129177_c1_g2_i1	0.1253	0.1855	1.4803	Xetrov90025892m	scaffold_112	27631	27631
RBH_pair_6762.fa.best.phy	TRINITY_DN129179_c0_g1_i1	0.0217	0.0299	1.381	fzd1	Chr06	22986278	22986278
RBH_pair_6766.fa.best.phy	TRINITY_DN129182_c0_g1_i1	0.2285	0.4558	1.9942	msln-like.1	Chr09	10595136	10595136
RBH_pair_6767.fa.best.phy	TRINITY_DN129183_c1_g1_i1	0.0423	0.0725	1.712	lrrc8d	Chr04	95473730	95473730
RBH_pair_6768.fa.best.phy	TRINITY_DN129184_c0_g1_i2	0.1157	0.0987	0.853	foxo1	Chr02	147501737	147501737
RBH_pair_6769.fa.best.phy	TRINITY_DN129185_c2_g3_i2	0.0097	0.0175	1.7992	fzd2	Chr10	9477485	9477485
RBH_pair_6770.fa.best.phy	TRINITY_DN129186_c1_g1_i2	0.0998	0.1717	1.7204	scara3-like	scaffold_786	771	771
RBH_pair_6775.fa.best.phy	TRINITY_DN129192_c0_g3_i1	0.1075	0.1891	1.7596	pcolce	scaffold_313	119309	119309
RBH_pair_6777.fa.best.phy	TRINITY_DN129195_c4_g3_i1	0.0904	0.1327	1.4678	NA	NA	NA	NA
RBH_pair_6778.fa.best.phy	TRINITY_DN129197_c1_g1_i2	0.1027	0.1781	1.7337	tcaim	Chr06	73768399	73768399
RBH_pair_6780.fa.best.phy	TRINITY_DN129202_c2_g1_i2	0.0715	0.113	1.5802	sncg	Chr07	45551118	45551118
RBH_pair_6781.fa.best.phy	TRINITY_DN129204_c5_g1_i1	0.0968	0.0884	0.914	hoxb9	Chr10	5114509	5114509
RBH_pair_6782.fa.best.phy	TRINITY_DN129204_c7_g5_i1	0.0421	0.0702	1.6661	pofut2	Chr09	50738397	50738397
RBH_pair_6783.fa.best.phy	TRINITY_DN129206_c1_g3_i1	0.1645	0.1969	1.1968	cga	Chr05	87235071	87235071
RBH_pair_6784.fa.best.phy	TRINITY_DN129208_c2_g5_i5	0.0361	0.0497	1.3771	lims1	Chr02	105759095	105759095
RBH_pair_6785.fa.best.phy	TRINITY_DN129210_c0_g2_i3	0.0543	0.0854	1.5723	reep2	Chr03	38658061	38658061
RBH_pair_6786.fa.best.phy	TRINITY_DN129213_c0_g2_i1	0.091	0.1623	1.7838	pip5kl1-like	Chr08	2589516	2589516
RBH_pair_6787.fa.best.phy	TRINITY_DN129214_c3_g1_i1	0.1443	0.2781	1.9279	cd38	Chr01	16945176	16945176
RBH_pair_6788.fa.best.phy	TRINITY_DN129217_c0_g3_i1	0.1425	0.2659	1.8667	LOC100489764	Chr07	101144462	101144462
RBH_pair_6789.fa.best.phy	TRINITY_DN129218_c0_g1_i9	0.1907	0.2449	1.2845	c1orf159	Chr07	79028585	79028585
RBH_pair_6791.fa.best.phy	TRINITY_DN129227_c0_g2_i2	0.1168	0.213	1.8241	c2cd2	Chr02	5632984	5632984
RBH_pair_6792.fa.best.phy	TRINITY_DN129230_c0_g3_i3	0.0333	0.0495	1.4865	a1cf-like	Chr07	5031435	5031435
RBH_pair_6797.fa.best.phy	TRINITY_DN129243_c2_g1_i1	0.1177	0.2323	1.9726	LOC100497390	Chr02	48094178	48094178
RBH_pair_6798.fa.best.phy	TRINITY_DN129245_c1_g2_i3	0.1097	0.132	1.2027	Xetrov90019767m	Chr08	2752259	2752259
RBH_pair_6800.fa.best.phy	TRINITY_DN129249_c1_g6_i1	0.0747	0.1465	1.9607	srebf1	Chr09	9596809	9596809
RBH_pair_6802.fa.best.phy	TRINITY_DN129261_c1_g2_i3	0.0571	0.0873	1.5289	dnajc3	Chr02	118902418	118902418
RBH_pair_6803.fa.best.phy	TRINITY_DN129262_c0_g1_i1	0.0512	0.0894	1.7464	ccdc28b	Chr02	82466852	82466852
RBH_pair_6804.fa.best.phy	TRINITY_DN129262_c1_g2_i2	0.1135	0.1743	1.5362	usp30	Chr01	138116597	138116597
RBH_pair_6805.fa.best.phy	TRINITY_DN129264_c1_g1_i1	0.023	0.0226	0.9828	rpl35	Chr08	10517024	10517024
RBH_pair_6806.fa.best.phy	TRINITY_DN129265_c0_g1_i2	0.0019	0.0023	1.2148	klhl17-like	Chr07	79904987	79904987
RBH_pair_6808.fa.best.phy	TRINITY_DN129266_c5_g5_i1	0.0447	0.0704	1.5747	coro2b-like	Chr03	116353747	116353747
RBH_pair_6810.fa.best.phy	TRINITY_DN129267_c3_g2_i1	0.0216	0.0308	1.4291	NA	NA	NA	NA
RBH_pair_6812.fa.best.phy	TRINITY_DN129270_c0_g2_i5	0.0939	0.1267	1.3496	zranb3-like.1	Chr09	78928235	78928235
RBH_pair_6813.fa.best.phy	TRINITY_DN129272_c0_g3_i4	0.056	0.0983	1.7558	arel1	Chr08	60941408	60941408
RBH_pair_6814.fa.best.phy	TRINITY_DN129273_c5_g3_i1	0.051	0.087	1.7053	sfpq	Chr02	56502886	56502886
RBH_pair_6815.fa.best.phy	TRINITY_DN129273_c5_g6_i1	0.0446	0.0504	1.1288	pspc1	Chr02	155611940	155611940
RBH_pair_6816.fa.best.phy	TRINITY_DN129277_c0_g2_i1	0.2564	0.3503	1.3662	LOC100495295	Chr01	147079676	147079676
RBH_pair_6818.fa.best.phy	TRINITY_DN129281_c1_g2_i1	0.1039	0.1011	0.9729	LOC100493338	Chr02	108734166	108734166
RBH_pair_6819.fa.best.phy	TRINITY_DN129281_c4_g4_i1	0.0528	0.0684	1.2957	elfn2	Chr04	112564290	112564290
RBH_pair_6821.fa.best.phy	TRINITY_DN129283_c0_g1_i2	0.0828	0.1057	1.2774	LOC100127792	Chr06	81282018	81282018
RBH_pair_6826.fa.best.phy	TRINITY_DN129293_c0_g1_i1	0.0732	0.1146	1.565	serinc2	Chr02	53268687	53268687
RBH_pair_6827.fa.best.phy	TRINITY_DN129293_c1_g2_i1	0.3599	0.4654	1.2932	LOC100488610	Chr01	41360546	41360546
RBH_pair_6828.fa.best.phy	TRINITY_DN129293_c1_g3_i3	0.0186	0.0173	0.9317	trim8	Chr07	20946677	20946677
RBH_pair_6829.fa.best.phy	TRINITY_DN129295_c0_g2_i3	0.0227	0.0273	1.1995	rsu1	Chr06	20489221	20489221
RBH_pair_6830.fa.best.phy	TRINITY_DN129297_c1_g4_i1	0.0394	0.0586	1.4865	msl3-like.1	Chr02	102954885	102954885
RBH_pair_6831.fa.best.phy	TRINITY_DN129299_c4_g4_i8	0.0811	0.1373	1.6939	echdc1	Chr05	46616201	46616201
RBH_pair_6832.fa.best.phy	TRINITY_DN129307_c0_g4_i4	0.1288	0.1739	1.3504	il1rap	Chr05	99483147	99483147
RBH_pair_6833.fa.best.phy	TRINITY_DN129308_c4_g2_i1	0.0272	0.0372	1.3681	gna14	Chr01	120099968	120099968
RBH_pair_6834.fa.best.phy	TRINITY_DN129309_c0_g2_i1	0.3383	0.3107	0.9185	Xetrov90002507m	Chr01	128823928	128823928
RBH_pair_6835.fa.best.phy	TRINITY_DN129311_c0_g5_i2	0.0196	0.027	1.3769	ptbp2	Chr04	91987640	91987640
RBH_pair_6837.fa.best.phy	TRINITY_DN129315_c0_g2_i1	0.1453	0.2016	1.3874	sema4d	Chr01	125685068	125685068
RBH_pair_6839.fa.best.phy	TRINITY_DN129320_c1_g2_i1	0.0529	0.09	1.7007	asic4	Chr09	77914974	77914974
RBH_pair_6840.fa.best.phy	TRINITY_DN129322_c1_g3_i1	0.0121	0.0238	1.9685	cwc15	Chr02	161265113	161265113
RBH_pair_6842.fa.best.phy	TRINITY_DN129327_c0_g1_i2	0.1754	0.3011	1.7168	c2orf49	Chr02	108147902	108147902
RBH_pair_6843.fa.best.phy	TRINITY_DN129329_c3_g2_i3	0.0185	0.0199	1.0728	crx	Chr08	58432617	58432617
RBH_pair_6846.fa.best.phy	TRINITY_DN129333_c0_g1_i3	0.0875	0.1333	1.5243	Xetrov90017467m	Chr07	5809242	5809242
RBH_pair_6848.fa.best.phy	TRINITY_DN129335_c5_g1_i1	0.1603	0.197	1.2291	nfe2l2	Chr09	60569577	60569577
RBH_pair_6850.fa.best.phy	TRINITY_DN129338_c2_g9_i1	0.0694	0.1262	1.8195	pla2g15-like	Chr04	44065599	44065599
RBH_pair_6852.fa.best.phy	TRINITY_DN129343_c0_g2_i1	0.0438	0.0696	1.5863	wdr59-like	Chr04	26562836	26562836
RBH_pair_6853.fa.best.phy	TRINITY_DN129344_c3_g4_i22	0.0666	0.076	1.1411	tnpo3	Chr03	78106634	78106634
RBH_pair_6855.fa.best.phy	TRINITY_DN129347_c0_g4_i12	0.0223	0.0373	1.6719	grin1	scaffold_347	37386	37386
RBH_pair_6856.fa.best.phy	TRINITY_DN129348_c0_g1_i1	0.0251	0.0298	1.1894	dvl1	Chr07	69947747	69947747
RBH_pair_6857.fa.best.phy	TRINITY_DN129349_c0_g4_i6	0.0537	0.1003	1.8701	tbc1d22b	Chr02	78440676	78440676
RBH_pair_6861.fa.best.phy	TRINITY_DN129360_c0_g1_i1	0.02	0.0312	1.561	cct2	Chr03	49702961	49702961
RBH_pair_6862.fa.best.phy	TRINITY_DN129361_c4_g3_i2	0.1139	0.1818	1.5959	ggnbp2	Chr02	64060624	64060624
RBH_pair_6865.fa.best.phy	TRINITY_DN129373_c3_g2_i1	0.0908	0.1191	1.312	plekhm3	Chr09	41301635	41301635
RBH_pair_6866.fa.best.phy	TRINITY_DN129376_c0_g1_i1	0.0452	0.0689	1.5231	exoc6	Chr07	17046805	17046805
RBH_pair_6867.fa.best.phy	TRINITY_DN129377_c0_g2_i2	0.0544	0.091	1.6726	eml1	Chr08	49378897	49378897
RBH_pair_6872.fa.best.phy	TRINITY_DN129389_c1_g1_i2	0.0905	0.1515	1.6747	dzank1	Chr05	38723318	38723318
RBH_pair_6873.fa.best.phy	TRINITY_DN129391_c3_g3_i2	0.0198	0.036	1.8193	Xetrov90027725m	scaffold_276	143023	143023
RBH_pair_6877.fa.best.phy	TRINITY_DN129402_c0_g1_i1	0.0263	0.0312	1.1852	dhx35	Chr10	31959493	31959493
RBH_pair_6878.fa.best.phy	TRINITY_DN129403_c0_g1_i2	0.0513	0.0905	1.7642	slc27a4	Chr08	7891739	7891739
RBH_pair_6879.fa.best.phy	TRINITY_DN129404_c0_g1_i1	0.0496	0.0631	1.2722	prkd1	Chr08	92602529	92602529
RBH_pair_6880.fa.best.phy	TRINITY_DN129405_c5_g1_i4	0.1808	0.2006	1.1099	pcnp	Chr02	101534886	101534886
RBH_pair_6881.fa.best.phy	TRINITY_DN129407_c2_g1_i1	0.0462	0.0876	1.8949	ficd	Chr01	133833076	133833076
RBH_pair_6883.fa.best.phy	TRINITY_DN129411_c0_g1_i2	0.0237	0.0208	0.8751	hs3st5	Chr05	72715206	72715206
RBH_pair_6884.fa.best.phy	TRINITY_DN129411_c0_g2_i1	0.1473	0.229	1.5545	tril	Chr06	31926898	31926898
RBH_pair_6886.fa.best.phy	TRINITY_DN129417_c3_g1_i10	0.1941	0.2575	1.3269	Xetrov90021139m	Chr08	61430792	61430792
RBH_pair_6887.fa.best.phy	TRINITY_DN129425_c0_g3_i1	0.1079	0.0603	0.5591	vkorc1l1	Chr02	94109142	94109142
RBH_pair_6888.fa.best.phy	TRINITY_DN129425_c1_g2_i1	0.0303	0.0329	1.0872	ctdspl-like	scaffold_24	941200	941200
RBH_pair_6892.fa.best.phy	TRINITY_DN129429_c1_g1_i2	0.1445	0.2155	1.4918	per2	Chr05	124596667	124596667
RBH_pair_6893.fa.best.phy	TRINITY_DN129430_c0_g1_i1	0.0575	0.0942	1.6388	dgat2	Chr02	169548535	169548535
RBH_pair_6894.fa.best.phy	TRINITY_DN129431_c3_g2_i3	0.133	0.1744	1.3114	znf644	Chr04	94950194	94950194
RBH_pair_6896.fa.best.phy	TRINITY_DN129435_c2_g1_i1	0.142	0.2757	1.942	duoxa1	Chr03	85993520	85993520
RBH_pair_6897.fa.best.phy	TRINITY_DN129437_c2_g2_i1	0.1515	0.1936	1.2785	tmem67	Chr06	112747394	112747394
RBH_pair_6898.fa.best.phy	TRINITY_DN129438_c4_g1_i4	0.1144	0.2161	1.8888	rmdn3	Chr08	94791785	94791785
RBH_pair_6899.fa.best.phy	TRINITY_DN129438_c4_g7_i1	0.0382	0.0482	1.2634	dnajc7	Chr10	2259259	2259259
RBH_pair_6900.fa.best.phy	TRINITY_DN129440_c9_g2_i2	0.1317	0.2273	1.7266	tsen34-like	Chr07	106925491	106925491
RBH_pair_6901.fa.best.phy	TRINITY_DN129442_c0_g2_i3	0.0689	0.1113	1.614	tmem63c	Chr08	61552057	61552057
RBH_pair_6902.fa.best.phy	TRINITY_DN129443_c4_g3_i1	0.0765	0.1427	1.8658	myct1	Chr05	37251751	37251751
RBH_pair_6904.fa.best.phy	TRINITY_DN129446_c1_g2_i2	0.0977	0.1573	1.6104	dnmbp-like	Chr07	27243228	27243228
RBH_pair_6905.fa.best.phy	TRINITY_DN129448_c0_g2_i2	0.1101	0.2023	1.8371	fam83e-like	Chr07	108823373	108823373
RBH_pair_6906.fa.best.phy	TRINITY_DN129451_c0_g1_i2	0.1229	0.193	1.5702	mppe1-like	Chr06	88737158	88737158
RBH_pair_6908.fa.best.phy	TRINITY_DN129462_c3_g1_i2	0.065	0.1224	1.885	comt	Chr01	146406527	146406527
RBH_pair_6910.fa.best.phy	TRINITY_DN129466_c1_g5_i1	0.2196	0.2445	1.1132	LOC100487104-like	Chr03	38537096	38537096
RBH_pair_6911.fa.best.phy	TRINITY_DN129467_c0_g1_i1	0.0355	0.0524	1.4752	trpc4ap	Chr10	34496073	34496073
RBH_pair_6912.fa.best.phy	TRINITY_DN129468_c0_g4_i4	0.0971	0.1312	1.3519	LOC100485002	Chr01	45162774	45162774
RBH_pair_6913.fa.best.phy	TRINITY_DN129469_c0_g2_i4	0.1466	0.17	1.1599	mvk	Chr01	138381320	138381320
RBH_pair_6914.fa.best.phy	TRINITY_DN129471_c5_g2_i1	0.258	0.4389	1.701	LOC101730373-like	Chr07	96657638	96657638
RBH_pair_6916.fa.best.phy	TRINITY_DN129474_c1_g1_i2	0.0693	0.1159	1.6738	uggt2	Chr02	118770833	118770833
RBH_pair_6917.fa.best.phy	TRINITY_DN129480_c0_g2_i9	0.0595	0.0862	1.449	srek1	Chr01	174711664	174711664
RBH_pair_6918.fa.best.phy	TRINITY_DN129483_c3_g2_i2	0.0203	0.0163	0.8015	lhx2	scaffold_22	479383	479383
RBH_pair_6919.fa.best.phy	TRINITY_DN129483_c3_g3_i1	0.1098	0.1562	1.422	ccdc3-like.1	Chr03	72393947	72393947
RBH_pair_6920.fa.best.phy	TRINITY_DN129485_c0_g1_i1	0.1129	0.2006	1.7767	tmem115	Chr04	117497467	117497467
RBH_pair_6921.fa.best.phy	TRINITY_DN129486_c1_g1_i4	0.0248	0.0429	1.7327	kif3c-like	scaffold_226	197031	197031
RBH_pair_6924.fa.best.phy	TRINITY_DN129497_c2_g1_i1	0.1036	0.1592	1.5367	LOC100487453-like	Chr01	65072502	65072502
RBH_pair_6925.fa.best.phy	TRINITY_DN129499_c0_g1_i2	0.0766	0.1314	1.7167	hsph1	Chr02	151034388	151034388
RBH_pair_6927.fa.best.phy	TRINITY_DN129502_c0_g1_i4	0.0567	0.1093	1.9287	gga1	Chr04	112427002	112427002
RBH_pair_6928.fa.best.phy	TRINITY_DN129503_c1_g1_i2	0.1101	0.1858	1.687	mtf1	Chr02	57938225	57938225
RBH_pair_6930.fa.best.phy	TRINITY_DN129505_c0_g2_i3	0.0278	0.0382	1.3753	nedd4l	Chr01	188490844	188490844
RBH_pair_6932.fa.best.phy	TRINITY_DN129507_c3_g1_i2	0.0283	0.0297	1.05	uxs1	Chr02	106466672	106466672
RBH_pair_6933.fa.best.phy	TRINITY_DN129508_c2_g3_i2	0.0405	0.0603	1.4877	dnah10	Chr01	152202210	152202210
RBH_pair_6934.fa.best.phy	TRINITY_DN129514_c0_g1_i1	0.0501	0.0685	1.3669	sema3c	Chr03	69578158	69578158
RBH_pair_6935.fa.best.phy	TRINITY_DN129519_c3_g2_i1	0.1917	0.3372	1.7585	c17orf53-like	Chr10	14162484	14162484
RBH_pair_6936.fa.best.phy	TRINITY_DN129521_c3_g1_i1	0.0587	0.1092	1.8602	lap3	Chr01	16446315	16446315
RBH_pair_6937.fa.best.phy	TRINITY_DN129523_c0_g4_i3	0.1061	0.2055	1.9359	grik5-like.1	Chr07	81057966	81057966
RBH_pair_6939.fa.best.phy	TRINITY_DN129526_c5_g2_i1	0.0769	0.0986	1.2816	Xetrov90006124m	Chr02	129202544	129202544
RBH_pair_6941.fa.best.phy	TRINITY_DN129529_c0_g1_i1	0.0169	0.0178	1.0518	lhx5	Chr01	133703288	133703288
RBH_pair_6942.fa.best.phy	TRINITY_DN129535_c6_g1_i1	0.0289	0.0379	1.3137	cdk5r2	Chr09	77477661	77477661
RBH_pair_6943.fa.best.phy	TRINITY_DN129538_c1_g1_i3	0.0337	0.0542	1.6095	pank2-like	Chr01	6077607	6077607
RBH_pair_6945.fa.best.phy	TRINITY_DN129546_c2_g1_i2	0.2261	0.3709	1.6408	fbxo15	scaffold_21	1768020	1768020
RBH_pair_6946.fa.best.phy	TRINITY_DN129546_c5_g6_i3	0.0029	0.0041	1.3857	rab11a	Chr03	117367989	117367989
RBH_pair_6947.fa.best.phy	TRINITY_DN129547_c1_g1_i1	0.0679	0.0953	1.404	ednrb2	Chr08	44124017	44124017
RBH_pair_6949.fa.best.phy	TRINITY_DN129548_c5_g1_i1	0.042	0.0742	1.7671	LOC100124783	Chr08	17939321	17939321
RBH_pair_6950.fa.best.phy	TRINITY_DN129549_c2_g1_i1	0.0333	0.0429	1.2891	agpat6	Chr03	119958954	119958954
RBH_pair_6951.fa.best.phy	TRINITY_DN129549_c6_g1_i1	0.0466	0.0225	0.4836	NA	NA	NA	NA
RBH_pair_6952.fa.best.phy	TRINITY_DN129555_c1_g1_i6	0.0455	0.0266	0.5853	eya4-like	Chr05	35403136	35403136
RBH_pair_6954.fa.best.phy	TRINITY_DN129559_c0_g1_i2	0.0236	0.0383	1.6268	rapgefl1	scaffold_39	453033	453033
RBH_pair_6955.fa.best.phy	TRINITY_DN129561_c4_g1_i11	0.0331	0.0566	1.7076	tdo2	Chr01	44561624	44561624
RBH_pair_6956.fa.best.phy	TRINITY_DN129561_c4_g2_i1	0.0413	0.0642	1.5552	cdyl	Chr06	50445598	50445598
RBH_pair_6957.fa.best.phy	TRINITY_DN129562_c0_g5_i1	0.0609	0.0957	1.572	atrn-like	Chr01	7483258	7483258
RBH_pair_6958.fa.best.phy	TRINITY_DN129566_c4_g7_i1	0.1316	0.2585	1.9638	fam185a	Chr03	68478556	68478556
RBH_pair_6959.fa.best.phy	TRINITY_DN129568_c0_g2_i4	0.0498	0.0706	1.418	fcho2	Chr01	166747584	166747584
RBH_pair_6960.fa.best.phy	TRINITY_DN129569_c0_g1_i2	0.1532	0.1985	1.2958	syt16-like	Chr08	81613253	81613253
RBH_pair_6961.fa.best.phy	TRINITY_DN129570_c0_g1_i1	0.0473	0.0733	1.5518	fam219b	Chr03	84300642	84300642
RBH_pair_6962.fa.best.phy	TRINITY_DN129572_c0_g1_i1	0.1137	0.121	1.0642	rnf125-like	Chr06	96967616	96967616
RBH_pair_6963.fa.best.phy	TRINITY_DN129573_c0_g1_i2	0.0057	0.0049	0.8497	rac1	Chr09	19622633	19622633
RBH_pair_6965.fa.best.phy	TRINITY_DN129575_c1_g1_i2	0.0292	0.0281	0.9633	gabrb2	Chr03	15001735	15001735
RBH_pair_6967.fa.best.phy	TRINITY_DN129576_c6_g4_i1	0.2669	0.3929	1.4722	emd	Chr08	12110581	12110581
RBH_pair_6971.fa.best.phy	TRINITY_DN129581_c0_g1_i5	0.0441	0.0682	1.5481	eif2b1	Chr01	152378996	152378996
RBH_pair_6973.fa.best.phy	TRINITY_DN129585_c5_g1_i1	0.0725	0.1334	1.8394	serpine2	Chr05	120466668	120466668
RBH_pair_6974.fa.best.phy	TRINITY_DN129586_c6_g4_i2	0.0224	0.0416	1.8534	fbxl16	scaffold_458	50553	50553
RBH_pair_6976.fa.best.phy	TRINITY_DN129589_c0_g3_i1	0.0371	0.0337	0.9094	btbd11-like	Chr03	13023391	13023391
RBH_pair_6977.fa.best.phy	TRINITY_DN129590_c0_g1_i1	0.0997	0.1745	1.7495	LOC100486685	Chr01	7605581	7605581
RBH_pair_6978.fa.best.phy	TRINITY_DN129592_c2_g1_i2	0.079	0.1163	1.4724	spats2	Chr02	133622634	133622634
RBH_pair_6979.fa.best.phy	TRINITY_DN129593_c0_g1_i1	0.137	0.2636	1.9234	rpap2	Chr04	94357528	94357528
RBH_pair_6980.fa.best.phy	TRINITY_DN129596_c3_g3_i3	0.1205	0.1763	1.4639	ankrd16-like	Chr03	74852393	74852393
RBH_pair_6981.fa.best.phy	TRINITY_DN129596_c4_g1_i3	0.1407	0.2804	1.9929	fbxo18-like	Chr03	74808739	74808739
RBH_pair_6985.fa.best.phy	TRINITY_DN129602_c2_g1_i2	0.068	0.0963	1.4152	yme1l1-like	Chr06	16570856	16570856
RBH_pair_6986.fa.best.phy	TRINITY_DN129604_c0_g1_i1	0.0203	0.0255	1.2555	NA	NA	NA	NA
