rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_9589.fa.best.phy	TRINITY_DN134226_c0_g5_i1	0.0711	0.1082	1.5226	Chr05	Autosome	Autosome
RBH_pair_11353.fa.best.phy	TRINITY_DN98655_c0_g1_i1	0.1385	0.211	1.5236	Chr05	Autosome	Autosome
RBH_pair_439.fa.best.phy	TRINITY_DN109844_c0_g2_i1	0.1636	0.2496	1.526	Chr05	Autosome	Autosome
RBH_pair_6160.fa.best.phy	TRINITY_DN128046_c0_g1_i1	0.0652	0.0995	1.5275	Chr05	Autosome	Autosome
RBH_pair_8576.fa.best.phy	TRINITY_DN132376_c0_g1_i2	0.2026	0.3096	1.5282	Chr05	Autosome	Autosome
RBH_pair_11360.fa.best.phy	TRINITY_DN98791_c0_g1_i1	0.0751	0.1148	1.5288	Chr05	Autosome	Autosome
RBH_pair_7274.fa.best.phy	TRINITY_DN130084_c0_g2_i2	0.0575	0.088	1.5307	Chr05	Autosome	Autosome
RBH_pair_6191.fa.best.phy	TRINITY_DN128101_c1_g3_i2	0.014	0.0215	1.5312	Chr05	Autosome	Autosome
RBH_pair_7227.fa.best.phy	TRINITY_DN130007_c1_g1_i1	0.114	0.1749	1.5346	Chr05	Autosome	Autosome
RBH_pair_993.fa.best.phy	TRINITY_DN114406_c0_g1_i1	0.1756	0.2695	1.5347	Chr05	Autosome	Autosome
RBH_pair_9116.fa.best.phy	TRINITY_DN133355_c0_g1_i1	0.1219	0.1871	1.5348	Chr05	Autosome	Autosome
RBH_pair_6551.fa.best.phy	TRINITY_DN128781_c0_g4_i2	0.0255	0.0392	1.5362	Chr05	Autosome	Autosome
RBH_pair_5279.fa.best.phy	TRINITY_DN126387_c1_g1_i6	0.1006	0.1547	1.5374	Chr05	Autosome	Autosome
RBH_pair_6148.fa.best.phy	TRINITY_DN128018_c0_g5_i1	0.1688	0.2597	1.5384	Chr05	Autosome	Autosome
RBH_pair_7190.fa.best.phy	TRINITY_DN129931_c1_g1_i1	0.0648	0.0997	1.5392	Chr05	Autosome	Autosome
RBH_pair_6358.fa.best.phy	TRINITY_DN128399_c2_g5_i1	0.0654	0.1006	1.5394	Chr05	Autosome	Autosome
RBH_pair_5713.fa.best.phy	TRINITY_DN127193_c5_g1_i4	0.135	0.2079	1.54	Chr05	Autosome	Autosome
RBH_pair_9681.fa.best.phy	TRINITY_DN134436_c0_g1_i2	0.0693	0.1068	1.5411	Chr05	Autosome	Autosome
RBH_pair_1774.fa.best.phy	TRINITY_DN117870_c0_g2_i1	0.0655	0.101	1.5429	Chr05	Autosome	Autosome
RBH_pair_6662.fa.best.phy	TRINITY_DN128993_c0_g2_i2	0.1056	0.1632	1.5462	Chr05	Autosome	Autosome
RBH_pair_3028.fa.best.phy	TRINITY_DN121615_c0_g1_i1	0.1038	0.1607	1.5481	Chr05	Autosome	Autosome
RBH_pair_5948.fa.best.phy	TRINITY_DN127663_c0_g1_i1	0.1188	0.1839	1.5484	Chr05	Autosome	Autosome
RBH_pair_413.fa.best.phy	TRINITY_DN109559_c0_g1_i1	0.1326	0.2053	1.5487	Chr05	Autosome	Autosome
RBH_pair_37.fa.best.phy	TRINITY_DN101809_c0_g1_i2	0.0979	0.1516	1.5493	Chr05	Autosome	Autosome
RBH_pair_8764.fa.best.phy	TRINITY_DN132709_c3_g2_i1	0.1048	0.1632	1.5569	Chr05	Autosome	Autosome
RBH_pair_8775.fa.best.phy	TRINITY_DN132728_c0_g1_i5	0.0847	0.1318	1.5573	Chr05	Autosome	Autosome
RBH_pair_10525.fa.best.phy	TRINITY_DN136540_c6_g1_i3	0.0636	0.0991	1.5577	Chr05	Autosome	Autosome
RBH_pair_4037.fa.best.phy	TRINITY_DN123901_c1_g3_i3	0.1067	0.1667	1.5626	Chr05	Autosome	Autosome
RBH_pair_2450.fa.best.phy	TRINITY_DN120082_c0_g1_i2	0.049	0.0765	1.5628	Chr05	Autosome	Autosome
RBH_pair_7369.fa.best.phy	TRINITY_DN130259_c2_g1_i1	0.0613	0.0962	1.5688	Chr05	Autosome	Autosome
RBH_pair_8671.fa.best.phy	TRINITY_DN132544_c0_g2_i1	0.1011	0.1587	1.57	Chr05	Autosome	Autosome
RBH_pair_2417.fa.best.phy	TRINITY_DN120000_c0_g1_i1	0.0582	0.0913	1.5706	Chr05	Autosome	Autosome
RBH_pair_9300.fa.best.phy	TRINITY_DN133685_c0_g1_i2	0.1164	0.1829	1.5718	Chr05	Autosome	Autosome
RBH_pair_9978.fa.best.phy	TRINITY_DN135004_c7_g2_i1	0.1438	0.2261	1.5725	Chr05	Autosome	Autosome
RBH_pair_5694.fa.best.phy	TRINITY_DN127158_c0_g1_i1	0.18	0.2836	1.5762	Chr05	Autosome	Autosome
RBH_pair_2772.fa.best.phy	TRINITY_DN120971_c0_g1_i1	0.1654	0.2609	1.5771	Chr05	Autosome	Autosome
RBH_pair_4313.fa.best.phy	TRINITY_DN124462_c0_g1_i2	0.0665	0.105	1.5782	Chr05	Autosome	Autosome
RBH_pair_7660.fa.best.phy	TRINITY_DN130769_c3_g1_i2	0.055	0.0868	1.5789	Chr05	Autosome	Autosome
RBH_pair_3494.fa.best.phy	TRINITY_DN122721_c0_g1_i1	0.0964	0.1522	1.5793	Chr05	Autosome	Autosome
RBH_pair_6096.fa.best.phy	TRINITY_DN127931_c1_g1_i5	0.0341	0.0538	1.5796	Chr05	Autosome	Autosome
RBH_pair_3023.fa.best.phy	TRINITY_DN121606_c1_g2_i3	0.0835	0.132	1.5803	Chr05	Autosome	Autosome
RBH_pair_5225.fa.best.phy	TRINITY_DN126290_c0_g1_i1	0.0926	0.1464	1.5817	Chr05	Autosome	Autosome
RBH_pair_457.fa.best.phy	TRINITY_DN110022_c0_g1_i1	0.0759	0.12	1.5823	Chr05	Autosome	Autosome
RBH_pair_2254.fa.best.phy	TRINITY_DN119509_c1_g4_i1	0.1301	0.206	1.5838	Chr05	Autosome	Autosome
RBH_pair_10311.fa.best.phy	TRINITY_DN135791_c2_g4_i3	0.1058	0.1677	1.5845	Chr05	Autosome	Autosome
RBH_pair_8611.fa.best.phy	TRINITY_DN132432_c4_g1_i1	0.0329	0.0522	1.5851	Chr05	Autosome	Autosome
RBH_pair_7485.fa.best.phy	TRINITY_DN130460_c1_g2_i1	0.0248	0.0393	1.5855	Chr05	Autosome	Autosome
RBH_pair_3290.fa.best.phy	TRINITY_DN122226_c0_g1_i2	0.1046	0.166	1.5875	Chr05	Autosome	Autosome
RBH_pair_6422.fa.best.phy	TRINITY_DN128528_c0_g1_i1	0.1611	0.256	1.5892	Chr05	Autosome	Autosome
RBH_pair_4472.fa.best.phy	TRINITY_DN124789_c0_g2_i1	0.0932	0.1482	1.59	Chr05	Autosome	Autosome
RBH_pair_466.fa.best.phy	TRINITY_DN110122_c0_g1_i1	0.0507	0.0807	1.5909	Chr05	Autosome	Autosome
RBH_pair_547.fa.best.phy	TRINITY_DN110974_c0_g1_i4	0.0656	0.1043	1.591	Chr05	Autosome	Autosome
RBH_pair_5798.fa.best.phy	TRINITY_DN127372_c5_g1_i6	0.1222	0.1946	1.5921	Chr05	Autosome	Autosome
RBH_pair_5677.fa.best.phy	TRINITY_DN127130_c4_g1_i1	0.0436	0.0695	1.5927	Chr05	Autosome	Autosome
RBH_pair_9334.fa.best.phy	TRINITY_DN133747_c2_g1_i1	0.0259	0.0414	1.5955	Chr05	Autosome	Autosome
RBH_pair_3314.fa.best.phy	TRINITY_DN122299_c7_g1_i1	0.0426	0.0679	1.5955	Chr05	Autosome	Autosome
RBH_pair_6322.fa.best.phy	TRINITY_DN128339_c0_g1_i4	0.1505	0.2404	1.5973	Chr05	Autosome	Autosome
RBH_pair_939.fa.best.phy	TRINITY_DN114088_c0_g1_i1	0.0534	0.0854	1.5978	Chr05	Autosome	Autosome
RBH_pair_7972.fa.best.phy	TRINITY_DN131320_c0_g1_i2	0.0377	0.0602	1.5986	Chr05	Autosome	Autosome
RBH_pair_9004.fa.best.phy	TRINITY_DN133153_c0_g1_i1	0.0323	0.0516	1.5996	Chr05	Autosome	Autosome
RBH_pair_2481.fa.best.phy	TRINITY_DN120154_c9_g2_i1	0.0558	0.0894	1.6017	Chr05	Autosome	Autosome
RBH_pair_2762.fa.best.phy	TRINITY_DN120954_c1_g1_i1	0.0763	0.1222	1.6023	Chr05	Autosome	Autosome
RBH_pair_7331.fa.best.phy	TRINITY_DN130199_c0_g1_i3	0.0753	0.1209	1.6053	Chr05	Autosome	Autosome
RBH_pair_7774.fa.best.phy	TRINITY_DN130963_c0_g1_i2	0.1896	0.3045	1.6063	Chr05	Autosome	Autosome
RBH_pair_3161.fa.best.phy	TRINITY_DN121929_c0_g1_i1	0.1352	0.2173	1.6073	Chr05	Autosome	Autosome
RBH_pair_8030.fa.best.phy	TRINITY_DN131420_c1_g2_i3	0.0474	0.0762	1.6075	Chr05	Autosome	Autosome
RBH_pair_6702.fa.best.phy	TRINITY_DN129069_c0_g2_i1	0.0674	0.1084	1.6078	Chr05	Autosome	Autosome
RBH_pair_10995.fa.best.phy	TRINITY_DN72428_c0_g1_i1	0.0317	0.051	1.6086	Chr05	Autosome	Autosome
RBH_pair_4536.fa.best.phy	TRINITY_DN124924_c1_g1_i1	0.0842	0.1355	1.6099	Chr05	Autosome	Autosome
RBH_pair_1844.fa.best.phy	TRINITY_DN118177_c0_g1_i2	0.0345	0.0556	1.611	Chr05	Autosome	Autosome
RBH_pair_6721.fa.best.phy	TRINITY_DN129107_c0_g1_i2	0.0811	0.1307	1.6117	Chr05	Autosome	Autosome
RBH_pair_8518.fa.best.phy	TRINITY_DN132292_c0_g1_i2	0.0498	0.0804	1.6152	Chr05	Autosome	Autosome
RBH_pair_10299.fa.best.phy	TRINITY_DN135777_c1_g2_i5	0.0488	0.079	1.6175	Chr05	Autosome	Autosome
RBH_pair_3755.fa.best.phy	TRINITY_DN123343_c0_g2_i1	0.0293	0.0474	1.618	Chr05	Autosome	Autosome
RBH_pair_912.fa.best.phy	TRINITY_DN113913_c0_g1_i4	0.1698	0.2748	1.6187	Chr05	Autosome	Autosome
RBH_pair_3241.fa.best.phy	TRINITY_DN122121_c0_g3_i1	0.1215	0.1971	1.6214	Chr05	Autosome	Autosome
RBH_pair_3189.fa.best.phy	TRINITY_DN121989_c0_g1_i2	0.1857	0.3011	1.6217	Chr05	Autosome	Autosome
RBH_pair_394.fa.best.phy	TRINITY_DN109310_c0_g2_i2	0.0443	0.0719	1.6242	Chr05	Autosome	Autosome
RBH_pair_1399.fa.best.phy	TRINITY_DN116400_c0_g1_i2	0.1156	0.1882	1.6284	Chr05	Autosome	Autosome
RBH_pair_9013.fa.best.phy	TRINITY_DN133173_c0_g1_i1	0.1917	0.3123	1.629	Chr05	Autosome	Autosome
RBH_pair_4154.fa.best.phy	TRINITY_DN124145_c0_g1_i10	0.0454	0.0741	1.6302	Chr05	Autosome	Autosome
RBH_pair_10389.fa.best.phy	TRINITY_DN136018_c3_g2_i1	0.107	0.1745	1.6308	Chr05	Autosome	Autosome
RBH_pair_5282.fa.best.phy	TRINITY_DN126394_c1_g1_i1	0.0665	0.1085	1.631	Chr05	Autosome	Autosome
RBH_pair_9790.fa.best.phy	TRINITY_DN134612_c1_g1_i1	0.0492	0.0803	1.6311	Chr05	Autosome	Autosome
RBH_pair_4076.fa.best.phy	TRINITY_DN123981_c0_g1_i1	0.154	0.2513	1.6316	Chr05	Autosome	Autosome
RBH_pair_4718.fa.best.phy	TRINITY_DN125254_c0_g1_i1	0.0604	0.0986	1.6336	Chr05	Autosome	Autosome
RBH_pair_4701.fa.best.phy	TRINITY_DN125216_c1_g2_i2	0.0276	0.0451	1.6363	Chr05	Autosome	Autosome
RBH_pair_7806.fa.best.phy	TRINITY_DN131013_c0_g5_i1	0.0978	0.1602	1.6384	Chr05	Autosome	Autosome
RBH_pair_9155.fa.best.phy	TRINITY_DN133449_c1_g3_i1	0.1347	0.221	1.6409	Chr05	Autosome	Autosome
RBH_pair_1069.fa.best.phy	TRINITY_DN114808_c0_g1_i1	0.072	0.1182	1.641	Chr05	Autosome	Autosome
RBH_pair_4738.fa.best.phy	TRINITY_DN125305_c3_g2_i1	0.0428	0.0704	1.6435	Chr05	Autosome	Autosome
RBH_pair_7376.fa.best.phy	TRINITY_DN130271_c0_g1_i2	0.0805	0.1323	1.6436	Chr05	Autosome	Autosome
RBH_pair_10324.fa.best.phy	TRINITY_DN135829_c0_g1_i5	0.0613	0.1007	1.6438	Chr05	Autosome	Autosome
RBH_pair_1388.fa.best.phy	TRINITY_DN116365_c0_g1_i1	0.137	0.2254	1.6449	Chr05	Autosome	Autosome
RBH_pair_5820.fa.best.phy	TRINITY_DN127419_c2_g2_i1	0.0512	0.0842	1.6451	Chr05	Autosome	Autosome
RBH_pair_5124.fa.best.phy	TRINITY_DN126100_c4_g1_i1	0.1397	0.23	1.646	Chr05	Autosome	Autosome
RBH_pair_7266.fa.best.phy	TRINITY_DN130078_c0_g1_i1	0.1652	0.2724	1.649	Chr05	Autosome	Autosome
RBH_pair_64.fa.best.phy	TRINITY_DN102455_c0_g1_i1	0.128	0.2116	1.6526	Chr05	Autosome	Autosome
RBH_pair_2885.fa.best.phy	TRINITY_DN121248_c0_g1_i1	0.0875	0.1446	1.6537	Chr05	Autosome	Autosome
RBH_pair_7630.fa.best.phy	TRINITY_DN130708_c1_g2_i5	0.0554	0.0917	1.654	Chr05	Autosome	Autosome
RBH_pair_10164.fa.best.phy	TRINITY_DN135426_c7_g1_i1	0.0829	0.1372	1.6544	Chr05	Autosome	Autosome
RBH_pair_9730.fa.best.phy	TRINITY_DN134510_c2_g1_i1	0.0572	0.0947	1.6545	Chr05	Autosome	Autosome
RBH_pair_4458.fa.best.phy	TRINITY_DN124765_c5_g3_i1	0.1236	0.2047	1.6566	Chr05	Autosome	Autosome
RBH_pair_5692.fa.best.phy	TRINITY_DN127156_c7_g3_i1	0.1279	0.2123	1.6596	Chr05	Autosome	Autosome
RBH_pair_3776.fa.best.phy	TRINITY_DN123388_c0_g2_i1	0.0561	0.0932	1.6608	Chr05	Autosome	Autosome
RBH_pair_5385.fa.best.phy	TRINITY_DN126577_c0_g1_i1	0.0886	0.1473	1.6618	Chr05	Autosome	Autosome
RBH_pair_10036.fa.best.phy	TRINITY_DN135130_c8_g1_i4	0.1365	0.2269	1.6621	Chr05	Autosome	Autosome
RBH_pair_2939.fa.best.phy	TRINITY_DN121395_c0_g2_i1	0.0442	0.0736	1.6627	Chr05	Autosome	Autosome
RBH_pair_6443.fa.best.phy	TRINITY_DN128585_c8_g2_i1	0.0616	0.1025	1.6636	Chr05	Autosome	Autosome
RBH_pair_6138.fa.best.phy	TRINITY_DN128003_c1_g1_i4	0.104	0.1732	1.6651	Chr05	Autosome	Autosome
RBH_pair_7529.fa.best.phy	TRINITY_DN130527_c2_g1_i1	0.0914	0.1523	1.6668	Chr05	Autosome	Autosome
RBH_pair_4639.fa.best.phy	TRINITY_DN125098_c0_g1_i4	0.1363	0.2272	1.667	Chr05	Autosome	Autosome
RBH_pair_4490.fa.best.phy	TRINITY_DN124826_c0_g1_i1	0.1666	0.2781	1.669	Chr05	Autosome	Autosome
RBH_pair_5549.fa.best.phy	TRINITY_DN126891_c4_g1_i3	0.0949	0.1583	1.6691	Chr05	Autosome	Autosome
RBH_pair_4908.fa.best.phy	TRINITY_DN125631_c1_g2_i3	0.0458	0.0766	1.6718	Chr05	Autosome	Autosome
RBH_pair_11265.fa.best.phy	TRINITY_DN96186_c0_g2_i1	0.095	0.1589	1.6734	Chr05	Autosome	Autosome
RBH_pair_6872.fa.best.phy	TRINITY_DN129389_c1_g1_i2	0.0905	0.1515	1.6747	Chr05	Autosome	Autosome
RBH_pair_5707.fa.best.phy	TRINITY_DN127186_c5_g6_i1	0.122	0.2043	1.6748	Chr05	Autosome	Autosome
RBH_pair_9657.fa.best.phy	TRINITY_DN134396_c4_g2_i1	0.1151	0.1928	1.6755	Chr05	Autosome	Autosome
RBH_pair_3845.fa.best.phy	TRINITY_DN123527_c2_g5_i1	0.1025	0.1719	1.6769	Chr05	Autosome	Autosome
RBH_pair_3934.fa.best.phy	TRINITY_DN123697_c0_g1_i1	0.1779	0.2986	1.678	Chr05	Autosome	Autosome
RBH_pair_9923.fa.best.phy	TRINITY_DN134873_c3_g2_i6	0.2053	0.345	1.6807	Chr05	Autosome	Autosome
RBH_pair_5008.fa.best.phy	TRINITY_DN125834_c4_g1_i1	0.0959	0.1616	1.6841	Chr05	Autosome	Autosome
RBH_pair_5210.fa.best.phy	TRINITY_DN126268_c0_g2_i1	0.1234	0.2081	1.6868	Chr05	Autosome	Autosome
RBH_pair_3606.fa.best.phy	TRINITY_DN122985_c0_g1_i4	0.1344	0.2273	1.6914	Chr05	Autosome	Autosome
RBH_pair_173.fa.best.phy	TRINITY_DN105074_c0_g4_i1	0.0429	0.0726	1.6918	Chr05	Autosome	Autosome
RBH_pair_7567.fa.best.phy	TRINITY_DN130592_c2_g2_i4	0.0833	0.141	1.6925	Chr05	Autosome	Autosome
RBH_pair_6831.fa.best.phy	TRINITY_DN129299_c4_g4_i8	0.0811	0.1373	1.6939	Chr05	Autosome	Autosome
RBH_pair_7420.fa.best.phy	TRINITY_DN130345_c0_g3_i1	0.09	0.1527	1.6971	Chr05	Autosome	Autosome
RBH_pair_10883.fa.best.phy	TRINITY_DN52793_c0_g2_i1	0.2025	0.3438	1.6974	Chr05	Autosome	Autosome
RBH_pair_7456.fa.best.phy	TRINITY_DN130414_c0_g2_i1	0.0921	0.1564	1.6981	Chr05	Autosome	Autosome
RBH_pair_8443.fa.best.phy	TRINITY_DN132168_c0_g1_i4	0.0444	0.0755	1.6988	Chr05	Autosome	Autosome
RBH_pair_8290.fa.best.phy	TRINITY_DN131890_c0_g1_i1	0.0747	0.127	1.7009	Chr05	Autosome	Autosome
RBH_pair_2809.fa.best.phy	TRINITY_DN121052_c0_g1_i2	0.1011	0.1722	1.7029	Chr05	Autosome	Autosome
RBH_pair_3898.fa.best.phy	TRINITY_DN123618_c0_g1_i3	0.1282	0.2184	1.7032	Chr05	Autosome	Autosome
RBH_pair_9777.fa.best.phy	TRINITY_DN134584_c7_g2_i1	0.0757	0.1289	1.7035	Chr05	Autosome	Autosome
RBH_pair_3771.fa.best.phy	TRINITY_DN123383_c0_g1_i2	0.0469	0.0799	1.7044	Chr05	Autosome	Autosome
RBH_pair_7196.fa.best.phy	TRINITY_DN129939_c4_g1_i15	0.1198	0.2042	1.7049	Chr05	Autosome	Autosome
RBH_pair_2710.fa.best.phy	TRINITY_DN120824_c0_g2_i4	0.1	0.1707	1.7063	Chr05	Autosome	Autosome
RBH_pair_4986.fa.best.phy	TRINITY_DN125797_c1_g1_i2	0.0541	0.0923	1.7064	Chr05	Autosome	Autosome
RBH_pair_621.fa.best.phy	TRINITY_DN111579_c0_g1_i1	0.0705	0.1203	1.7064	Chr05	Autosome	Autosome
RBH_pair_899.fa.best.phy	TRINITY_DN113813_c0_g1_i1	0.062	0.106	1.7077	Chr05	Autosome	Autosome
RBH_pair_8141.fa.best.phy	TRINITY_DN131622_c1_g6_i1	0.0465	0.0794	1.7079	Chr05	Autosome	Autosome
RBH_pair_3473.fa.best.phy	TRINITY_DN122676_c4_g6_i2	0.0642	0.1097	1.7083	Chr05	Autosome	Autosome
RBH_pair_1692.fa.best.phy	TRINITY_DN117602_c0_g2_i1	0.056	0.0959	1.7119	Chr05	Autosome	Autosome
RBH_pair_2505.fa.best.phy	TRINITY_DN120234_c0_g1_i1	0.0978	0.1676	1.7141	Chr05	Autosome	Autosome
RBH_pair_8430.fa.best.phy	TRINITY_DN132143_c2_g1_i3	0.0998	0.1711	1.715	Chr05	Autosome	Autosome
RBH_pair_17.fa.best.phy	TRINITY_DN100835_c0_g1_i1	0.1253	0.2148	1.715	Chr05	Autosome	Autosome
RBH_pair_7856.fa.best.phy	TRINITY_DN131116_c0_g3_i27	0.0579	0.0993	1.7151	Chr05	Autosome	Autosome
RBH_pair_10268.fa.best.phy	TRINITY_DN135715_c0_g5_i1	0.1469	0.2521	1.7164	Chr05	Autosome	Autosome
RBH_pair_5570.fa.best.phy	TRINITY_DN126919_c0_g4_i1	0.0814	0.1399	1.7177	Chr05	Autosome	Autosome
RBH_pair_470.fa.best.phy	TRINITY_DN110153_c0_g1_i1	0.0679	0.1167	1.7178	Chr05	Autosome	Autosome
RBH_pair_9550.fa.best.phy	TRINITY_DN134152_c0_g1_i1	0.1235	0.2122	1.7184	Chr05	Autosome	Autosome
RBH_pair_7511.fa.best.phy	TRINITY_DN130506_c1_g6_i2	0.1196	0.2058	1.72	Chr05	Autosome	Autosome
RBH_pair_7239.fa.best.phy	TRINITY_DN130035_c0_g1_i1	0.0646	0.1111	1.7202	Chr05	Autosome	Autosome
RBH_pair_10889.fa.best.phy	TRINITY_DN54783_c0_g1_i1	0.2663	0.458	1.7202	Chr05	Autosome	Autosome
RBH_pair_10482.fa.best.phy	TRINITY_DN136300_c5_g1_i4	0.0666	0.1147	1.722	Chr05	Autosome	Autosome
RBH_pair_7473.fa.best.phy	TRINITY_DN130441_c1_g5_i1	0.0772	0.1329	1.7225	Chr05	Autosome	Autosome
RBH_pair_6752.fa.best.phy	TRINITY_DN129165_c2_g1_i1	0.0236	0.0408	1.7255	Chr05	Autosome	Autosome
RBH_pair_781.fa.best.phy	TRINITY_DN112910_c0_g1_i2	0.0281	0.0486	1.7289	Chr05	Autosome	Autosome
RBH_pair_488.fa.best.phy	TRINITY_DN110346_c0_g1_i2	0.0737	0.1275	1.7291	Chr05	Autosome	Autosome
RBH_pair_9927.fa.best.phy	TRINITY_DN134879_c1_g1_i1	0.0552	0.0954	1.7302	Chr05	Autosome	Autosome
RBH_pair_1591.fa.best.phy	TRINITY_DN117214_c0_g1_i1	0.0384	0.0665	1.7333	Chr05	Autosome	Autosome
RBH_pair_4275.fa.best.phy	TRINITY_DN124385_c5_g1_i3	0.0322	0.0559	1.7352	Chr05	Autosome	Autosome
RBH_pair_3229.fa.best.phy	TRINITY_DN122096_c0_g1_i4	0.0444	0.0771	1.7354	Chr05	Autosome	Autosome
RBH_pair_6500.fa.best.phy	TRINITY_DN128684_c3_g2_i2	0.0613	0.1065	1.7357	Chr05	Autosome	Autosome
RBH_pair_9467.fa.best.phy	TRINITY_DN134019_c0_g1_i4	0.1605	0.2802	1.7463	Chr05	Autosome	Autosome
RBH_pair_9798.fa.best.phy	TRINITY_DN134629_c1_g1_i3	0.0638	0.1115	1.747	Chr05	Autosome	Autosome
RBH_pair_6040.fa.best.phy	TRINITY_DN127822_c1_g5_i1	0.1151	0.2013	1.7492	Chr05	Autosome	Autosome
RBH_pair_9015.fa.best.phy	TRINITY_DN133180_c12_g1_i3	0.1012	0.1772	1.7507	Chr05	Autosome	Autosome
RBH_pair_5348.fa.best.phy	TRINITY_DN126529_c0_g3_i2	0.0104	0.0183	1.7514	Chr05	Autosome	Autosome
RBH_pair_10344.fa.best.phy	TRINITY_DN135882_c0_g2_i1	0.1357	0.238	1.7533	Chr05	Autosome	Autosome
RBH_pair_1621.fa.best.phy	TRINITY_DN117338_c0_g1_i3	0.1304	0.2292	1.758	Chr05	Autosome	Autosome
RBH_pair_7.fa.best.phy	TRINITY_DN100260_c0_g2_i1	0.048	0.0845	1.7581	Chr05	Autosome	Autosome
RBH_pair_1891.fa.best.phy	TRINITY_DN118308_c1_g1_i2	0.0655	0.1154	1.7611	Chr05	Autosome	Autosome
RBH_pair_1592.fa.best.phy	TRINITY_DN117231_c0_g1_i1	0.018	0.0318	1.764	Chr05	Autosome	Autosome
RBH_pair_2781.fa.best.phy	TRINITY_DN120988_c0_g1_i1	0.0333	0.0588	1.7653	Chr05	Autosome	Autosome
RBH_pair_6632.fa.best.phy	TRINITY_DN128942_c2_g6_i2	0.0063	0.0111	1.7659	Chr05	Autosome	Autosome
RBH_pair_1260.fa.best.phy	TRINITY_DN115655_c0_g1_i1	0.071	0.1255	1.7672	Chr05	Autosome	Autosome
RBH_pair_5298.fa.best.phy	TRINITY_DN126421_c2_g1_i1	0.0457	0.0808	1.7687	Chr05	Autosome	Autosome
RBH_pair_4055.fa.best.phy	TRINITY_DN123932_c1_g1_i1	0.0991	0.1756	1.7718	Chr05	Autosome	Autosome
RBH_pair_11025.fa.best.phy	TRINITY_DN75692_c0_g1_i1	0.126	0.2232	1.7721	Chr05	Autosome	Autosome
RBH_pair_211.fa.best.phy	TRINITY_DN105744_c0_g1_i1	0.0641	0.1136	1.7726	Chr05	Autosome	Autosome
RBH_pair_10815.fa.best.phy	TRINITY_DN38604_c0_g1_i1	0.09	0.1598	1.7747	Chr05	Autosome	Autosome
RBH_pair_5449.fa.best.phy	TRINITY_DN126693_c0_g1_i1	0.1093	0.1941	1.7762	Chr05	Autosome	Autosome
RBH_pair_2006.fa.best.phy	TRINITY_DN118686_c0_g1_i1	0.0705	0.1254	1.777	Chr05	Autosome	Autosome
RBH_pair_1982.fa.best.phy	TRINITY_DN118604_c0_g1_i1	0.0312	0.0554	1.7774	Chr05	Autosome	Autosome
RBH_pair_5397.fa.best.phy	TRINITY_DN126605_c1_g1_i1	0.1089	0.1935	1.7778	Chr05	Autosome	Autosome
RBH_pair_3527.fa.best.phy	TRINITY_DN122800_c1_g1_i1	0.0296	0.0527	1.7804	Chr05	Autosome	Autosome
RBH_pair_1795.fa.best.phy	TRINITY_DN117917_c1_g2_i1	0.0792	0.1413	1.7832	Chr05	Autosome	Autosome
RBH_pair_4261.fa.best.phy	TRINITY_DN124358_c3_g1_i1	0.2666	0.4762	1.786	Chr05	Autosome	Autosome
RBH_pair_10686.fa.best.phy	TRINITY_DN181467_c0_g1_i1	0.102	0.1823	1.7881	Chr05	Autosome	Autosome
RBH_pair_1039.fa.best.phy	TRINITY_DN114684_c0_g1_i1	0.1888	0.3381	1.7905	Chr05	Autosome	Autosome
RBH_pair_3381.fa.best.phy	TRINITY_DN122463_c7_g3_i2	0.135	0.2418	1.7906	Chr05	Autosome	Autosome
RBH_pair_5238.fa.best.phy	TRINITY_DN126313_c0_g1_i1	0.0635	0.1138	1.7911	Chr05	Autosome	Autosome
RBH_pair_3261.fa.best.phy	TRINITY_DN122162_c1_g1_i2	0.0569	0.1019	1.7915	Chr05	Autosome	Autosome
RBH_pair_9597.fa.best.phy	TRINITY_DN134242_c3_g2_i1	0.0367	0.0659	1.7949	Chr05	Autosome	Autosome
RBH_pair_7360.fa.best.phy	TRINITY_DN130245_c1_g1_i1	0.0231	0.0415	1.7958	Chr05	Autosome	Autosome
RBH_pair_3737.fa.best.phy	TRINITY_DN123299_c0_g1_i4	0.0586	0.1052	1.7962	Chr05	Autosome	Autosome
RBH_pair_3647.fa.best.phy	TRINITY_DN123063_c0_g1_i4	0.0979	0.1761	1.7989	Chr05	Autosome	Autosome
RBH_pair_10743.fa.best.phy	TRINITY_DN209293_c0_g1_i1	0.1219	0.2196	1.801	Chr05	Autosome	Autosome
RBH_pair_8864.fa.best.phy	TRINITY_DN132892_c2_g1_i2	0.0725	0.1305	1.8013	Chr05	Autosome	Autosome
RBH_pair_10869.fa.best.phy	TRINITY_DN49526_c0_g2_i1	0.181	0.3261	1.8013	Chr05	Autosome	Autosome
RBH_pair_4682.fa.best.phy	TRINITY_DN125184_c0_g1_i5	0.0355	0.0641	1.8066	Chr05	Autosome	Autosome
RBH_pair_274.fa.best.phy	TRINITY_DN107374_c0_g2_i1	0.0882	0.1595	1.8091	Chr05	Autosome	Autosome
RBH_pair_2878.fa.best.phy	TRINITY_DN121222_c0_g1_i2	0.1019	0.1844	1.8102	Chr05	Autosome	Autosome
