gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue
TRINITY_DN131073_c5_g2_i1	NA	NA	NA	NA	0.288829895	unbias	0.387711844	G43_M_mean
TRINITY_DN131074_c0_g1_i2	NA	NA	NA	NA	0.533526645	unbias	0.322307179	G23_mmean
TRINITY_DN131075_c3_g1_i5	NA	NA	NA	NA	0.499512003	unbias	0.645821695	Brain_fmean
TRINITY_DN131075_c3_g3_i1	NA	NA	NA	NA	0.993930651	unbias	0.70526655	Brain_fmean
TRINITY_DN131077_c0_g1_i2	NA	NA	NA	NA	-0.567170426	unbias	0.461704833	G27_mmean
TRINITY_DN131077_c0_g2_i1	NA	NA	NA	NA	0.156600675	unbias	0.279279412	G46_M_mean
TRINITY_DN131077_c0_g5_i1	NA	NA	NA	NA	-0.50886083	unbias	0.358677311	Liver_fmean
TRINITY_DN131077_c0_g6_i7	NA	NA	NA	NA	-0.428617194	unbias	0.505330545	Liver_fmean
TRINITY_DN131077_c0_g9_i1	NA	NA	NA	NA	-0.335109572	unbias	0.501924951	Liver_mmean
TRINITY_DN131079_c3_g2_i1	chfr	Chr01	147102158	147102158	-1.199657149	unbias	0.662111615	Ovary_mean
TRINITY_DN131080_c0_g1_i2	NA	NA	NA	NA	0.178538042	unbias	0.433585625	Ovary_mean
TRINITY_DN131081_c2_g5_i2	NA	NA	NA	NA	-0.152547241	unbias	0.28748835	Ovary_mean
TRINITY_DN131081_c2_g6_i1	NA	NA	NA	NA	0.338877731	unbias	0.295257162	Testis_mean
TRINITY_DN131082_c0_g1_i5	NA	NA	NA	NA	0.21016552	unbias	0.424386718	G43_M_mean
TRINITY_DN131082_c0_g2_i1	NA	NA	NA	NA	-0.382119106	unbias	0.394587485	G43_F_mean
TRINITY_DN131082_c0_g3_i1	NA	NA	NA	NA	-0.227662212	unbias	0.505984551	G27_mmean
TRINITY_DN131082_c0_g5_i3	fbxl16	scaffold_458	50553	50553	0.897148805	unbias	0.589097487	G27_mmean
TRINITY_DN131083_c3_g5_i5	slmap	scaffold_87	607398	607398	0.062339701	unbias	0.363822174	Brain_fmean
TRINITY_DN131084_c5_g7_i1	pacrgl	Chr01	22668808	22668808	-0.282798451	unbias	0.405474459	G23_fmean
TRINITY_DN131084_c6_g13_i2	NA	NA	NA	NA	0.071837773	unbias	0.585719457	Brain_fmean
TRINITY_DN131084_c6_g3_i1	NA	NA	NA	NA	-0.126712225	unbias	0.389260554	Brain_fmean
TRINITY_DN131085_c8_g2_i1	NA	NA	NA	NA	-0.219743406	unbias	0.668692216	Ovary_mean
TRINITY_DN131085_c9_g2_i1	NA	NA	NA	NA	0.230974895	unbias	0.312742532	Brain_fmean
TRINITY_DN131086_c0_g2_i2	NA	NA	NA	NA	-0.121559135	unbias	0.18880893	Brain_fmean
TRINITY_DN131087_c3_g1_i1	NA	NA	NA	NA	-0.190052518	unbias	0.20982156	G23_fmean
TRINITY_DN131088_c0_g1_i1	NA	NA	NA	NA	0.535910953	unbias	0.642309756	G27_mmean
TRINITY_DN131089_c4_g5_i1	NA	NA	NA	NA	0.142629788	unbias	0.627388834	G43_M_mean
TRINITY_DN131091_c6_g1_i2	NA	NA	NA	NA	-0.239574373	unbias	0.333230104	Liver_fmean
TRINITY_DN131091_c6_g2_i1	NA	NA	NA	NA	0.154928649	unbias	0.462953998	Liver_fmean
TRINITY_DN131091_c6_g3_i1	NA	NA	NA	NA	-0.343960969	unbias	0.399493727	Liver_fmean
TRINITY_DN131091_c7_g1_i1	NA	NA	NA	NA	-0.193079637	unbias	0.206683662	G23_fmean
TRINITY_DN131091_c8_g1_i2	NA	NA	NA	NA	0.716309147	unbias	0.458957601	Brain_mmean
TRINITY_DN131091_c9_g1_i1	psd3	Chr01	77582054	77582054	-0.088138393	unbias	0.185529953	G23_fmean
TRINITY_DN131092_c0_g1_i3	LOC100486090	Chr01	125390996	125390996	-0.138007676	unbias	0.355500103	Ovary_mean
TRINITY_DN131093_c0_g5_i1	NA	NA	NA	NA	0.037852198	unbias	0.410090395	Brain_fmean
TRINITY_DN131094_c3_g3_i3	NA	NA	NA	NA	-0.193426238	unbias	0.473057418	Testis_mean
TRINITY_DN131094_c4_g2_i3	NA	NA	NA	NA	-0.868655596	unbias	0.586423256	Ovary_mean
TRINITY_DN131095_c0_g1_i1	NA	NA	NA	NA	-0.344567134	unbias	0.261008266	G43_F_mean
TRINITY_DN131096_c4_g1_i1	NA	NA	NA	NA	0.295865309	unbias	0.678188175	Brain_mmean
TRINITY_DN131098_c0_g1_i1	NA	NA	NA	NA	0.278166503	unbias	0.360728469	Brain_mmean
TRINITY_DN131099_c0_g1_i1	NA	NA	NA	NA	-0.360801853	unbias	0.336342949	G27_fmean
TRINITY_DN131099_c1_g1_i2	NA	NA	NA	NA	0.091213263	unbias	0.789867595	Brain_fmean
TRINITY_DN131099_c2_g1_i4	NA	NA	NA	NA	-0.097666911	unbias	0.310005993	Ovary_mean
TRINITY_DN131100_c1_g1_i7	NA	NA	NA	NA	0.730474152	unbias	0.308474159	G43_M_mean
TRINITY_DN131101_c3_g3_i1	NA	NA	NA	NA	0.418616386	unbias	0.845413001	Brain_fmean
TRINITY_DN131102_c0_g1_i1	noxo1-like.2	Chr09	11115801	11115801	0.379238878	unbias	0.487527544	Ovary_mean
TRINITY_DN131104_c0_g1_i2	NA	NA	NA	NA	0.580215581	unbias	0.259988659	G43_M_mean
TRINITY_DN131104_c0_g2_i1	NA	NA	NA	NA	-0.005496547	unbias	0.305727355	G31_mmean
TRINITY_DN131104_c0_g4_i2	NA	NA	NA	NA	0.411592814	unbias	0.197295559	G43_M_mean
TRINITY_DN131105_c0_g1_i1	NA	NA	NA	NA	-0.127120389	unbias	0.536095557	Ovary_mean
TRINITY_DN131107_c0_g2_i1	NA	NA	NA	NA	-0.069850882	unbias	0.595306265	Brain_mmean
TRINITY_DN131107_c0_g4_i2	NA	NA	NA	NA	0.212783469	unbias	0.392859462	Brain_mmean
TRINITY_DN131108_c0_g2_i1	NA	NA	NA	NA	0.222153437	unbias	0.58770826	Ovary_mean
TRINITY_DN131108_c0_g8_i11	NA	NA	NA	NA	-0.338159099	unbias	0.381590125	Ovary_mean
TRINITY_DN131109_c1_g1_i1	ddx26b	Chr08	47549159	47549159	2.36484408	unbias	0.780163642	G43_M_mean
TRINITY_DN131110_c0_g1_i1	NA	NA	NA	NA	0.116063812	unbias	0.468609999	Brain_mmean
TRINITY_DN131111_c0_g1_i3	znf518a	Chr07	17734780	17734780	0.107757962	unbias	0.62847385	Ovary_mean
TRINITY_DN131111_c0_g2_i2	Xetrov90005215m	Chr02	71378274	71378274	-0.343711555	unbias	0.534178664	Ovary_mean
TRINITY_DN131112_c0_g1_i3	usp38	Chr01	49976472	49976472	-0.177060758	unbias	0.177714212	Brain_fmean
TRINITY_DN131114_c0_g2_i2	pdcd5	Chr04	21356999	21356999	-0.155094103	unbias	0.575578111	Brain_mmean
TRINITY_DN131116_c0_g10_i1	NA	NA	NA	NA	-0.821995519	unbias	0.563920702	Brain_mmean
TRINITY_DN131116_c0_g11_i1	NA	NA	NA	NA	-0.091861249	unbias	0.430196642	Brain_mmean
TRINITY_DN131116_c0_g15_i1	NA	NA	NA	NA	-0.389467557	unbias	0.464018043	Brain_fmean
TRINITY_DN131116_c0_g1_i1	arhgap23	Chr10	4065868	4065868	-0.747920496	unbias	0.42478568	Brain_mmean
TRINITY_DN131116_c0_g2_i1	ap2s1	Chr08	49093378	49093378	-0.26212803	unbias	0.368316307	G23_fmean
TRINITY_DN131116_c0_g3_i27	NA	NA	NA	NA	0.024677177	unbias	0.276169637	Liver_fmean
TRINITY_DN131116_c0_g4_i1	NA	NA	NA	NA	1.296674779	unbias	0.663099691	Ovary_mean
TRINITY_DN131116_c0_g6_i1	NA	NA	NA	NA	1.88759484	unbias	0.692332365	Brain_mmean
TRINITY_DN131116_c0_g7_i1	NA	NA	NA	NA	-0.48667309	unbias	0.577422043	Brain_mmean
TRINITY_DN131117_c0_g1_i4	car1_predicted	Chr06	110290541	110290541	0.789013879	unbias	0.617602154	Brain_mmean
TRINITY_DN131118_c1_g2_i9	NA	NA	NA	NA	0.256898176	unbias	0.528480034	Brain_mmean
TRINITY_DN131119_c2_g1_i1	NA	NA	NA	NA	0.286111029	unbias	0.319554461	Ovary_mean
TRINITY_DN131119_c3_g4_i2	NA	NA	NA	NA	-0.211245452	unbias	0.412788721	Ovary_mean
TRINITY_DN131119_c3_g6_i1	LOC100496038	Chr08	106991256	106991256	-0.482897697	unbias	0.22454945	Brain_mmean
TRINITY_DN131120_c3_g2_i1	NA	NA	NA	NA	-0.497341186	unbias	0.279234419	G43_F_mean
TRINITY_DN131120_c4_g1_i1	NA	NA	NA	NA	-0.198417439	unbias	0.08664106	G23_mmean
TRINITY_DN131120_c5_g2_i10	NA	NA	NA	NA	0.073886131	unbias	0.490052077	Brain_mmean
TRINITY_DN131121_c3_g4_i2	nkain1	Chr02	53385218	53385218	0.013463564	unbias	0.721317946	G23_fmean
TRINITY_DN131122_c2_g1_i4	NA	NA	NA	NA	-0.349835585	unbias	0.207504964	Brain_fmean
TRINITY_DN131122_c2_g2_i1	NA	NA	NA	NA	0.240769623	unbias	0.442699809	Ovary_mean
TRINITY_DN131122_c3_g2_i1	NA	NA	NA	NA	0.331453329	unbias	0.558185398	Brain_fmean
TRINITY_DN131123_c0_g1_i1	NA	NA	NA	NA	0.016012361	unbias	0.203028696	G31_mmean
TRINITY_DN131124_c2_g2_i2	LOC100127779	Chr08	47228041	47228041	0.405515212	unbias	0.733442176	Brain_fmean
TRINITY_DN131124_c2_g3_i2	NA	NA	NA	NA	0.985937921	unbias	0.469640071	Brain_mmean
TRINITY_DN131124_c2_g4_i2	rab36	Chr01	143921007	143921007	0.086586283	unbias	0.449084814	Brain_mmean
TRINITY_DN131125_c1_g1_i3	NA	NA	NA	NA	-0.542114529	unbias	0.538718397	G43_F_mean
TRINITY_DN131125_c2_g1_i1	NA	NA	NA	NA	0.296803754	unbias	0.704780002	Liver_fmean
TRINITY_DN131126_c1_g4_i2	NA	NA	NA	NA	0.181095836	unbias	0.628146814	Brain_mmean
TRINITY_DN131126_c1_g5_i1	bub3	Chr07	11772245	11772245	0.357809906	unbias	0.736021265	G43_M_mean
TRINITY_DN131126_c1_g6_i3	NA	NA	NA	NA	0.442705014	unbias	0.444679773	Brain_fmean
TRINITY_DN131129_c0_g1_i2	pus7l	Chr03	54902751	54902751	0.169523055	unbias	0.842723997	Brain_fmean
TRINITY_DN131131_c2_g1_i2	NA	NA	NA	NA	0.022030966	unbias	0.705807532	Brain_fmean
TRINITY_DN131133_c0_g1_i1	NA	NA	NA	NA	0.248926595	unbias	0.380595996	Brain_mmean
TRINITY_DN131133_c0_g2_i1	NA	NA	NA	NA	0.540873077	unbias	0.564594858	Ovary_mean
TRINITY_DN131134_c0_g1_i2	NA	NA	NA	NA	-0.417422817	unbias	0.235619304	G43_F_mean
TRINITY_DN131136_c0_g1_i1	NA	NA	NA	NA	0.743266921	unbias	0.611233016	Brain_fmean
TRINITY_DN131138_c0_g4_i1	NA	NA	NA	NA	0.858703684	unbias	0.574769063	G43_M_mean
TRINITY_DN131140_c1_g1_i2	NA	NA	NA	NA	0.521130327	unbias	0.569860129	Brain_fmean
TRINITY_DN131141_c1_g1_i1	NA	NA	NA	NA	0.227797856	unbias	0.158880364	Liver_fmean
TRINITY_DN131141_c2_g1_i3	NA	NA	NA	NA	0.435995301	unbias	0.580924324	Brain_mmean
TRINITY_DN131142_c0_g4_i1	NA	NA	NA	NA	-0.45833925	unbias	0.564535119	Ovary_mean
TRINITY_DN131142_c1_g1_i2	NA	NA	NA	NA	0.226167693	unbias	0.350351004	Ovary_mean
TRINITY_DN131142_c1_g2_i1	NA	NA	NA	NA	0.250448372	unbias	0.429845926	G43_M_mean
TRINITY_DN131142_c1_g3_i1	dyb-1	Chr06	97889315	97889315	-0.231050173	unbias	0.116761379	Testis_mean
TRINITY_DN131144_c0_g1_i1	aggf1	Chr01	164831575	164831575	0.034985947	unbias	0.889682635	G46_M_mean
TRINITY_DN131144_c0_g2_i3	NA	NA	NA	NA	-0.435432334	unbias	0.626999026	Liver_fmean
TRINITY_DN131144_c0_g3_i1	NA	NA	NA	NA	0.019582841	unbias	0.856751733	Liver_mmean
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	0.177133966	unbias	0.53376455	G23_mmean
TRINITY_DN131144_c0_g5_i1	NA	NA	NA	NA	-0.848347471	unbias	0.656562584	Liver_mmean
TRINITY_DN131144_c0_g6_i1	foxq1	Chr06	51598883	51598883	-0.651267392	unbias	0.479019421	G27_mmean
TRINITY_DN131144_c0_g8_i1	NA	NA	NA	NA	-0.774331311	unbias	0.47542457	Liver_fmean
TRINITY_DN131145_c2_g1_i1	NA	NA	NA	NA	0.158398054	unbias	0.687236849	Brain_fmean
TRINITY_DN131146_c0_g2_i4	NA	NA	NA	NA	-0.094270881	unbias	0.700069453	Liver_fmean
TRINITY_DN131147_c0_g2_i1	ptrh2	Chr02	87231843	87231843	-4.634383143	female	0.951013004	Ovary_mean
TRINITY_DN131148_c0_g1_i2	NA	NA	NA	NA	0.088083699	unbias	0.246108441	G23_mmean
TRINITY_DN131149_c0_g2_i1	NA	NA	NA	NA	-0.303925634	unbias	0.531411855	Ovary_mean
TRINITY_DN131150_c0_g3_i3	NA	NA	NA	NA	-0.570169702	unbias	0.699239221	Ovary_mean
TRINITY_DN131152_c2_g1_i2	NA	NA	NA	NA	-0.284997171	unbias	0.249529467	Ovary_mean
TRINITY_DN131153_c3_g3_i1	NA	NA	NA	NA	-0.076893591	unbias	0.378478448	G27_mmean
TRINITY_DN131154_c3_g7_i1	LOC100492806-like	Chr04	130952979	130952979	0.519232008	unbias	0.273070212	G27_mmean
TRINITY_DN131154_c3_g9_i2	Xetrov90022255m	Chr08	110007791	110007791	1.022442741	unbias	0.409165758	G27_mmean
TRINITY_DN131155_c5_g5_i1	NA	NA	NA	NA	0.176302324	unbias	0.357694921	G27_mmean
TRINITY_DN131156_c0_g1_i6	NA	NA	NA	NA	0.216348418	unbias	0.5386353	Brain_fmean
TRINITY_DN131156_c0_g2_i1	NA	NA	NA	NA	0.353935746	unbias	0.655712381	Brain_mmean
TRINITY_DN131157_c1_g3_i2	NA	NA	NA	NA	0.421827575	unbias	0.690458612	Brain_mmean
TRINITY_DN131157_c1_g4_i5	Xetrov90023720m	Chr09	33396378	33396378	-0.192379027	unbias	0.649128406	Brain_mmean
TRINITY_DN131158_c4_g1_i1	LOC100497042	scaffold_2045	258	258	-0.000146984	unbias	0.239197441	Brain_fmean
TRINITY_DN131158_c4_g2_i1	NA	NA	NA	NA	-0.031937537	unbias	0.292704821	Brain_fmean
TRINITY_DN131158_c5_g2_i2	NA	NA	NA	NA	-0.176509852	unbias	0.429026531	G23_fmean
TRINITY_DN131158_c5_g3_i1	NA	NA	NA	NA	-0.002359259	unbias	0.166860224	Liver_fmean
TRINITY_DN131158_c7_g1_i1	NA	NA	NA	NA	-0.483047288	unbias	0.586060494	G43_F_mean
TRINITY_DN131158_c7_g2_i1	dhx35	Chr10	31959493	31959493	-0.314103776	unbias	0.485692256	Brain_mmean
TRINITY_DN131160_c3_g1_i12	NA	NA	NA	NA	-1.079211222	unbias	0.71103355	Brain_fmean
TRINITY_DN131161_c3_g1_i1	NA	NA	NA	NA	-0.3874481	unbias	0.32646717	Brain_fmean
TRINITY_DN131161_c5_g3_i2	NA	NA	NA	NA	0.012092528	unbias	0.412089136	Brain_mmean
TRINITY_DN131161_c5_g5_i3	NA	NA	NA	NA	0.325151385	unbias	0.526559586	Brain_mmean
TRINITY_DN131162_c1_g2_i9	NA	NA	NA	NA	0.60226527	unbias	0.474107115	Brain_mmean
TRINITY_DN131163_c0_g1_i9	vill	scaffold_24	995766	995766	-0.18511377	unbias	0.478983119	Ovary_mean
TRINITY_DN131164_c4_g2_i4	NA	NA	NA	NA	1.073917435	unbias	0.5762579	G27_mmean
TRINITY_DN131166_c2_g1_i3	NA	NA	NA	NA	-0.428430512	unbias	0.776856799	Ovary_mean
TRINITY_DN131166_c2_g6_i6	arhgap35-like	Chr08	49045204	49045204	0.429415155	unbias	0.307602702	Ovary_mean
TRINITY_DN131166_c2_g7_i2	NA	NA	NA	NA	0.358513124	unbias	0.497750838	Ovary_mean
TRINITY_DN131167_c2_g4_i4	NA	NA	NA	NA	-0.46751902	unbias	0.374524616	Brain_fmean
TRINITY_DN131168_c3_g2_i2	NA	NA	NA	NA	-0.850636774	unbias	0.437488545	G43_F_mean
TRINITY_DN131169_c0_g1_i3	NA	NA	NA	NA	-0.534875144	unbias	0.114966982	Testis_mean
TRINITY_DN131170_c0_g1_i3	NA	NA	NA	NA	-0.30659267	unbias	0.773368989	Brain_mmean
TRINITY_DN131171_c3_g1_i1	cdc14a-like	Chr04	98843621	98843621	-0.17864503	unbias	0.680054951	Brain_mmean
TRINITY_DN131173_c3_g1_i1	hadha	scaffold_36	158711	158711	0.37070291	unbias	0.374791189	Brain_mmean
TRINITY_DN131173_c4_g9_i4	NA	NA	NA	NA	-0.142576661	unbias	0.226423248	Ovary_mean
TRINITY_DN131174_c1_g4_i1	NA	NA	NA	NA	0.527619593	unbias	0.304615025	Liver_fmean
TRINITY_DN131176_c2_g1_i5	NA	NA	NA	NA	-0.147912094	unbias	0.240670533	G27_fmean
TRINITY_DN131177_c2_g1_i2	NA	NA	NA	NA	-0.59245087	unbias	0.250669139	Brain_mmean
TRINITY_DN131177_c4_g2_i3	NA	NA	NA	NA	0.001702355	unbias	0.277702054	Ovary_mean
TRINITY_DN131178_c0_g2_i1	NA	NA	NA	NA	-0.248963908	unbias	0.78506202	Brain_fmean
TRINITY_DN131179_c0_g2_i2	NA	NA	NA	NA	0.071141518	unbias	0.504783595	Brain_mmean
TRINITY_DN131179_c0_g4_i1	mettl17	Chr01	131000181	131000181	0.928060255	unbias	0.611799159	Brain_mmean
TRINITY_DN131179_c0_g6_i4	NA	NA	NA	NA	0.914198228	unbias	0.6342764	Brain_fmean
TRINITY_DN131180_c1_g2_i3	NA	NA	NA	NA	0.526977993	unbias	0.256073183	Brain_mmean
TRINITY_DN131182_c0_g1_i6	NA	NA	NA	NA	0.690273316	unbias	0.485522665	G43_M_mean
TRINITY_DN131182_c1_g1_i2	NA	NA	NA	NA	-0.038817743	unbias	0.592199266	Brain_fmean
TRINITY_DN131183_c0_g1_i4	LOC100036665	Chr03	129774814	129774814	-2.428858007	unbias	0.84150622	Ovary_mean
TRINITY_DN131183_c0_g2_i1	LOC101734118	Chr02	159127977	159127977	-2.850236277	female	0.788705951	Ovary_mean
TRINITY_DN131183_c0_g3_i6	znf503	Chr07	57518485	57518485	0.56752188	unbias	0.705070057	Ovary_mean
TRINITY_DN131184_c0_g1_i1	NA	NA	NA	NA	-0.629578624	unbias	0.308658187	Liver_fmean
TRINITY_DN131184_c1_g2_i2	NA	NA	NA	NA	-0.474606187	unbias	0.113196386	Ovary_mean
TRINITY_DN131185_c1_g1_i5	NA	NA	NA	NA	0.207007312	unbias	0.238614122	G43_M_mean
TRINITY_DN131186_c0_g2_i8	NA	NA	NA	NA	-0.084592024	unbias	0.267825009	Brain_mmean
TRINITY_DN131187_c0_g1_i2	NA	NA	NA	NA	0.403183014	unbias	0.339337792	G31_mmean
TRINITY_DN131187_c2_g1_i1	NA	NA	NA	NA	0.266400616	unbias	0.809443214	G46_M_mean
TRINITY_DN131189_c6_g3_i1	NA	NA	NA	NA	-0.023870664	unbias	0.420477994	Ovary_mean
TRINITY_DN131190_c0_g1_i3	rfc2	Chr02	97105226	97105226	-0.025814738	unbias	0.288706356	G23_fmean
TRINITY_DN131191_c0_g1_i1	pdss2	Chr05	75994850	75994850	-0.419629223	unbias	0.374223066	Brain_mmean
TRINITY_DN131191_c4_g2_i6	NA	NA	NA	NA	0.042400091	unbias	0.555372024	Ovary_mean
TRINITY_DN131191_c5_g6_i1	NA	NA	NA	NA	-0.542882469	unbias	0.848687076	G46_M_mean
TRINITY_DN131191_c6_g2_i1	NA	NA	NA	NA	0.10295907	unbias	0.372805672	Brain_mmean
TRINITY_DN131192_c0_g2_i7	NA	NA	NA	NA	-0.58821881	unbias	0.591414817	Liver_fmean
TRINITY_DN131193_c0_g2_i1	NA	NA	NA	NA	-0.105900284	unbias	0.434429115	Brain_mmean
TRINITY_DN131193_c0_g3_i1	NA	NA	NA	NA	0.171246576	unbias	0.350843053	Ovary_mean
TRINITY_DN131194_c3_g2_i1	myod1	scaffold_4589	1061	1061	-0.175584748	unbias	0.198626558	Ovary_mean
TRINITY_DN131195_c1_g1_i1	NA	NA	NA	NA	-0.496582154	unbias	0.308061281	Ovary_mean
TRINITY_DN131195_c2_g4_i1	NA	NA	NA	NA	0.975802495	unbias	0.414082042	Ovary_mean
TRINITY_DN131196_c0_g2_i1	NA	NA	NA	NA	0.266220879	unbias	0.345307386	Brain_mmean
TRINITY_DN131196_c2_g1_i1	NA	NA	NA	NA	0.669499648	unbias	0.782483823	Brain_mmean
TRINITY_DN131196_c2_g3_i1	NA	NA	NA	NA	0.217480012	unbias	0.700724002	Brain_fmean
TRINITY_DN131197_c1_g1_i1	NA	NA	NA	NA	0.065608691	unbias	0.481683435	Brain_fmean
TRINITY_DN131197_c1_g2_i3	NA	NA	NA	NA	0.042018247	unbias	0.200631424	Ovary_mean
TRINITY_DN131198_c0_g1_i3	NA	NA	NA	NA	-0.545779736	unbias	0.775256383	Ovary_mean
TRINITY_DN131199_c3_g10_i1	NA	NA	NA	NA	0.287076832	unbias	0.433708335	G43_M_mean
TRINITY_DN131199_c4_g1_i3	NA	NA	NA	NA	0.48356146	unbias	0.549301402	Brain_mmean
TRINITY_DN131201_c1_g1_i5	NA	NA	NA	NA	-0.407689183	unbias	0.833296996	Brain_mmean
TRINITY_DN131201_c3_g2_i2	NA	NA	NA	NA	-0.550189047	unbias	0.676046377	Brain_fmean
TRINITY_DN131201_c5_g3_i7	NA	NA	NA	NA	-0.132680229	unbias	0.603097485	Ovary_mean
TRINITY_DN131202_c3_g1_i1	NA	NA	NA	NA	-0.313576356	unbias	0.39403603	Testis_mean
TRINITY_DN131202_c6_g5_i3	NA	NA	NA	NA	-0.216703118	unbias	0.468588754	G27_mmean
TRINITY_DN131202_c6_g6_i1	unc119b	Chr01	143365168	143365168	-0.23870175	unbias	0.394093027	Testis_mean
TRINITY_DN131203_c1_g3_i1	NA	NA	NA	NA	-0.021571211	unbias	0.535277788	Testis_mean
TRINITY_DN131203_c2_g1_i6	NA	NA	NA	NA	0.316811444	unbias	0.470289771	Brain_mmean
TRINITY_DN131203_c2_g2_i4	NA	NA	NA	NA	0.20117064	unbias	0.518384666	Ovary_mean
TRINITY_DN131203_c2_g3_i2	NA	NA	NA	NA	-0.17620017	unbias	0.424341946	Brain_mmean
TRINITY_DN131204_c0_g3_i3	NA	NA	NA	NA	0.202954664	unbias	0.230431889	Brain_fmean
TRINITY_DN131206_c0_g1_i1	NA	NA	NA	NA	0.18757739	unbias	0.542026564	Brain_fmean
TRINITY_DN131207_c0_g2_i1	degs3	Chr08	50247316	50247316	-0.141351886	unbias	0.306012876	Liver_fmean
TRINITY_DN131208_c2_g7_i1	camk4	Chr01	135183936	135183936	0.42663233	unbias	0.470103164	G46_M_mean
TRINITY_DN131210_c1_g1_i2	NA	NA	NA	NA	0.450087852	unbias	0.408603863	G27_mmean
TRINITY_DN131210_c2_g3_i1	NA	NA	NA	NA	1.048160475	unbias	0.64137605	Brain_mmean
TRINITY_DN131211_c2_g1_i2	NA	NA	NA	NA	-0.946396371	unbias	0.455573005	Brain_mmean
TRINITY_DN131211_c3_g2_i1	NA	NA	NA	NA	0.325190824	unbias	0.394481665	Ovary_mean
TRINITY_DN131211_c4_g2_i2	NA	NA	NA	NA	0.785189244	unbias	0.461619092	Brain_fmean
TRINITY_DN131212_c15_g1_i1	NA	NA	NA	NA	-0.041117105	unbias	0.185219721	G43_M_mean
TRINITY_DN131213_c0_g5_i3	NA	NA	NA	NA	0.18647275	unbias	0.336762977	Ovary_mean
TRINITY_DN131213_c0_g6_i1	NA	NA	NA	NA	-0.278909654	unbias	0.33720256	Ovary_mean
TRINITY_DN131214_c1_g1_i1	NA	NA	NA	NA	0.32451117	unbias	0.224688949	Ovary_mean
TRINITY_DN131215_c0_g1_i4	NA	NA	NA	NA	0.343269798	unbias	0.198210839	Testis_mean
TRINITY_DN131216_c6_g3_i1	NA	NA	NA	NA	-0.248563178	unbias	0.141291576	G27_mmean
TRINITY_DN131217_c2_g1_i3	NA	NA	NA	NA	0.216279243	unbias	0.769672681	Brain_mmean
TRINITY_DN131217_c3_g2_i2	NA	NA	NA	NA	0.846267509	unbias	0.545785345	Liver_mmean
TRINITY_DN131217_c3_g4_i1	NA	NA	NA	NA	0.617397023	unbias	0.596330416	Brain_mmean
TRINITY_DN131218_c0_g1_i10	NA	NA	NA	NA	-0.261698474	unbias	0.355340288	G31_mmean
TRINITY_DN131218_c0_g2_i1	anxa1-like.2	Chr01	118556373	118556373	-0.09580729	unbias	0.215159895	Ovary_mean
TRINITY_DN131219_c2_g2_i1	NA	NA	NA	NA	0.074399382	unbias	0.116123332	Ovary_mean
TRINITY_DN131219_c2_g5_i1	itpkc	Chr08	57290452	57290452	0.044869456	unbias	0.112928263	Brain_mmean
TRINITY_DN131220_c6_g1_i1	NA	NA	NA	NA	0.044007945	unbias	0.298779685	G27_fmean
TRINITY_DN131220_c7_g1_i1	gls2-like	Chr02	135314107	135314107	0.368705871	unbias	0.708336587	Brain_mmean
TRINITY_DN131222_c0_g2_i4	slc25a18	scaffold_41	426777	426777	-0.59410345	unbias	0.556705119	Ovary_mean
TRINITY_DN131224_c7_g1_i4	NA	NA	NA	NA	-0.189479583	unbias	0.598071776	Brain_mmean
TRINITY_DN131226_c0_g1_i1	NA	NA	NA	NA	0.028326497	unbias	0.161030685	G23_mmean
TRINITY_DN131226_c1_g2_i22	NA	NA	NA	NA	0.199897247	unbias	0.505965142	Brain_mmean
TRINITY_DN131226_c2_g1_i4	rassf5-like	Chr02	65643191	65643191	0.116492947	unbias	0.740721557	Brain_mmean
TRINITY_DN131226_c2_g3_i1	NA	NA	NA	NA	0.807894226	unbias	0.624278007	Brain_mmean
TRINITY_DN131226_c2_g4_i1	NA	NA	NA	NA	-0.153150067	unbias	0.476775532	Brain_mmean
TRINITY_DN131227_c5_g2_i1	NA	NA	NA	NA	-0.038914374	unbias	0.657527238	Brain_mmean
TRINITY_DN131228_c1_g1_i2	NA	NA	NA	NA	0.013682215	unbias	0.476395093	Brain_mmean
TRINITY_DN131228_c1_g2_i1	nfatc1	Chr06	28294014	28294014	0.660656872	unbias	0.554151053	Brain_fmean
TRINITY_DN131228_c1_g6_i2	NA	NA	NA	NA	-0.559791135	unbias	0.43194213	Brain_mmean
TRINITY_DN131229_c0_g1_i2	LOC101733160	Chr03	80890150	80890150	0.467252596	unbias	0.818016515	Brain_mmean
TRINITY_DN131230_c2_g1_i17	NA	NA	NA	NA	-0.206033835	unbias	0.183967064	G23_fmean
TRINITY_DN131231_c0_g3_i3	NA	NA	NA	NA	0.07021938	unbias	0.347913804	G46_M_mean
TRINITY_DN131232_c4_g2_i2	NA	NA	NA	NA	0.469622238	unbias	0.353557979	G43_M_mean
TRINITY_DN131233_c0_g1_i1	NA	NA	NA	NA	0.051304709	unbias	0.27132182	Brain_mmean
TRINITY_DN131234_c1_g1_i2	NA	NA	NA	NA	-0.001649281	unbias	0.279946032	Ovary_mean
TRINITY_DN131236_c0_g1_i1	NA	NA	NA	NA	0.653403211	unbias	0.651264912	Testis_mean
