gid	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary
TRINITY_DN130933_c7_g1_i2	297.0070783	63.70414351	152.9551208	23.69638724	145.9728609	187.1412751	28.76457427	228.2109652	23.51915982	38.61986399	NA	NA	NA	NA	7.380779578	-2.516629297
TRINITY_DN130933_c7_g5_i6	570.5913886	619.034497	358.3657864	614.6429077	314.8044711	362.1832074	568.2635631	367.2153832	836.862412	589.861055	NA	NA	NA	NA	9.766089914	0.709561819
TRINITY_DN130934_c0_g1_i1	6.682763099	5.309386536	5.628868082	6.279578998	3.829368536	4.564701701	3.258832005	4.326384965	1.801559545	4.076139249	NA	NA	NA	NA	3.286497515	-0.277408078
TRINITY_DN130935_c1_g1_i4	2.347881057	2.674752206	2.829246412	5.069920616	4.88381286	2.899184365	5.829781321	2.540815647	3.985233791	3.641414744	NA	NA	NA	NA	1.617486893	0.449698514
TRINITY_DN130935_c1_g2_i1	0.275459399	2.234594225	0.840208979	2.885243986	1.593307061	1.009205735	4.404008545	0.045991797	2.840413647	3.672348877	NA	NA	NA	NA	1.856071743	2.078557503
TRINITY_DN130936_c0_g1_i1	0.709346404	3.922688769	0.872171171	4.124024603	0.711020441	1.410226317	3.48726479	0.443443783	2.324751371	2.565801428	NA	NA	NA	NA	3.125603783	1.994741435
TRINITY_DN130937_c5_g2_i3	2.570991871	3.509510037	2.010785842	5.590520257	2.841373116	2.141502532	5.274922257	1.849133033	5.664725175	2.997156821	ca8	Chr06	102013719	102013719	1.909232764	1.011348801
TRINITY_DN130938_c0_g3_i7	22.22909586	3.817955721	21.61109864	6.217852803	22.83802438	22.71314588	5.384883322	13.36403672	5.163825039	4.393784221	NA	NA	NA	NA	4.991660949	-2.031858008
TRINITY_DN130939_c1_g4_i1	8.857409106	0	3.502198091	0	5.784355009	1.54242668	0	3.64239771	0	0.196246861	NA	NA	NA	NA	0.174396384	-6.578315309
TRINITY_DN130940_c2_g1_i1	1.326034711	0.15687465	1.21340525	0.117138535	0.86597056	5.327845834	4.158159437	5.889240742	0.151927495	0	NA	NA	NA	NA	0.203769435	-1.564477387
TRINITY_DN130941_c2_g1_i1	0.221147003	1.345499056	0.481817694	1.451213325	0.082526085	0.054014693	0.204966326	0.332312246	1.049693483	0.302386765	ttr	Chr06	96791281	96791281	0.394019928	1.888268915
TRINITY_DN130941_c3_g2_i1	124.4555523	4.146833414	125.0502904	0.952752826	111.9149124	101.8817807	1.686866015	133.0768667	1.19157825	0.921715919	ctdp1	Chr06	28525794	28525794	6.772500419	-6.078339475
TRINITY_DN130941_c4_g1_i5	2.310340318	5.430467148	1.081779823	3.491006144	4.268242245	7.562306112	6.771390071	2.984437372	4.423311972	6.183025825	NA	NA	NA	NA	3.357879326	0.536503266
TRINITY_DN130941_c4_g2_i1	7.77570398	2.885940706	1.395148767	3.367087847	1.294378022	1.824721031	7.006590241	4.633015033	3.843029414	3.465875178	NA	NA	NA	NA	0.881442055	0.296367531
TRINITY_DN130941_c4_g3_i1	2.522648434	18.68272504	6.151515207	11.59515313	4.741362009	7.486492477	13.81617776	2.588786246	10.29217623	15.26271438	NA	NA	NA	NA	4.973061432	1.579232734
TRINITY_DN130942_c1_g1_i1	6.643588691	7.009916287	3.742513209	7.375625582	5.569841771	4.221167698	15.09557492	4.302052371	10.59472594	8.485704085	NA	NA	NA	NA	2.533865883	0.992112011
TRINITY_DN130945_c0_g21_i1	0.151023299	1.786659655	0.563020036	0.933870997	0.164376957	0.516419749	1.932410095	1.176721021	2.364765273	1.80689837	NA	NA	NA	NA	0.75655426	1.784906434
TRINITY_DN130947_c0_g1_i1	1.748281872	0.306411852	8.75604125	0.543395693	4.545737882	6.531735604	0.437598631	7.075874474	0.370936167	0.116206046	NA	NA	NA	NA	2.72905829	-3.972312925
TRINITY_DN130947_c1_g6_i1	37.66865753	3.114934517	40.06318362	3.361165089	54.71551583	54.95759866	3.011648458	24.88533393	7.393537519	6.04550796	NA	NA	NA	NA	6.73658939	-3.206200788
TRINITY_DN130948_c0_g1_i3	20.34528441	13.6777	20.07514499	6.6319214	18.92474404	24.61267074	12.4406538	18.33840582	10.23582662	9.970277071	LOC100145664-like	scaffold_772	8069	8069	4.844465357	-0.945644697
TRINITY_DN130948_c0_g2_i1	4.254596476	2.32307993	3.493918662	1.445539369	2.244153493	1.818558515	1.238600683	3.251282963	1.124909964	1.566263363	NA	NA	NA	NA	0.115101739	-0.972496394
TRINITY_DN130949_c0_g2_i1	3.364813078	1.563844172	6.720074213	1.273881569	9.181994091	8.423947734	2.728792131	1.54495707	0.688421462	0.862668493	NA	NA	NA	NA	1.157316455	-1.980606646
TRINITY_DN130950_c1_g1_i4	345.8344177	715.5008082	186.4114212	507.5242847	186.9423146	165.6464729	438.0695899	320.9436956	446.8703318	572.5408742	NA	NA	NA	NA	9.497895746	1.134208935
TRINITY_DN130950_c1_g2_i1	3.334249128	11.83360802	1.762827665	5.301703639	1.045171404	1.14013673	8.075962837	1.714634436	8.862729946	15.95687386	NA	NA	NA	NA	1.661505884	2.468714078
TRINITY_DN130952_c1_g1_i1	9.43265092	14.35921775	15.31427661	12.54990339	14.16955175	23.02493559	8.824630949	9.25454335	13.32364552	12.4611513	NA	NA	NA	NA	6.305650071	-0.202124551
TRINITY_DN130953_c3_g3_i1	162.329361	152.7972666	46.99950992	72.62447311	71.4030182	58.61003048	58.62788985	117.5003273	50.35529057	80.95352777	cd28	Chr09	49639613	49639613	6.661600173	-0.160879719
TRINITY_DN130955_c0_g1_i1	161.5578561	1.305848424	175.7907223	1.755142133	277.5785397	131.6768669	0.889742437	218.8205539	0.873770308	0.408198023	NA	NA	NA	NA	8.40129517	-7.537252204
TRINITY_DN130955_c1_g2_i1	0.235438816	1.996149889	0.678241256	3.535671293	1.30690863	1.274703888	5.218914395	0.504475778	1.618492907	3.380252054	NA	NA	NA	NA	1.861115404	1.969549303
TRINITY_DN130956_c0_g1_i2	3.862937532	6.683615208	4.713108079	3.902956296	4.288593092	4.870893171	3.106654173	0.536132485	3.125774408	4.04404065	cabp7	Chr01	132254155	132254155	3.491319427	0.202553021
TRINITY_DN130956_c0_g2_i1	4.667149439	25.84017429	18.53815596	19.67969513	17.96225874	20.44548397	19.88365302	5.915341662	15.25758162	22.70806126	NA	NA	NA	NA	5.8280833	0.625829588
TRINITY_DN130958_c0_g2_i4	5.861533498	16.32474237	19.84475942	18.35647984	15.11883767	17.01596241	10.33243323	7.766453887	12.77852736	17.5810875	marveld2	Chr01	167456191	167456191	6.57560442	0.206180238
TRINITY_DN130959_c0_g1_i2	0.825519269	2.598174622	0.601787842	4.22410414	0.72220074	0.14646806	1.111587176	2.876267347	5.781996713	3.205306515	NA	NA	NA	NA	3.319251121	1.659298463
TRINITY_DN130961_c1_g4_i1	55.10985379	45.59573816	46.81963015	33.1888135	43.04808881	48.13519753	28.32563869	44.02388953	24.02542627	36.47163962	kcnip2-like	Chr07	22951609	22951609	6.435698735	-0.506504967
TRINITY_DN130962_c1_g2_i12	11.06388505	2.91477104	8.035040808	2.13539852	10.77723334	11.3458153	2.500760091	8.611539205	1.358164464	2.002271532	NA	NA	NA	NA	4.187523944	-2.190463844
TRINITY_DN130962_c1_g3_i2	0.174575062	1.101485566	0.769153054	1.079506197	1.08306381	1.144162433	2.076457928	0.068011408	3.633615224	1.079151507	NA	NA	NA	NA	1.60375616	1.481862955
TRINITY_DN130963_c0_g1_i2	5.319579396	10.3743318	7.572055676	7.974368089	4.863552028	7.441423379	6.780491937	4.521634105	9.45615977	9.720389464	NA	NA	NA	NA	3.99512946	0.580335895
TRINITY_DN130963_c1_g1_i1	0.837217858	3.354779395	1.757378185	4.461319143	1.869523332	0	2.467639681	0.852238937	7.550019976	2.455727399	NA	NA	NA	NA	2.743083035	1.917659347
TRINITY_DN130963_c1_g2_i1	0	0	1.207726286	2.981002111	0	2.377078361	1.693103921	0.599489795	0	1.679579218	NA	NA	NA	NA	1.490926382	0.635347268
TRINITY_DN130963_c1_g3_i3	0.706893504	3.211316374	1.9261817	4.670899086	1.071001825	2.006277366	2.201378525	0.925321881	7.127186903	3.991956163	NA	NA	NA	NA	2.787618878	1.683985807
TRINITY_DN130963_c2_g1_i5	4.995598434	3.924221192	14.0998811	8.331715019	13.15395281	13.0167146	11.17085211	3.970244496	8.928810466	7.315747588	NA	NA	NA	NA	3.952180617	-0.290518261
TRINITY_DN130964_c0_g1_i5	1.280140247	1.514451711	1.952348209	1.615490497	1.433141238	1.250686315	4.449285527	1.49616114	1.676219867	1.859808428	NA	NA	NA	NA	0.630794393	0.616346598
TRINITY_DN130965_c0_g1_i1	0.430265808	0.190882442	1.695184646	0.475107345	2.177643449	1.517258879	0.610638798	3.017233387	0.492967537	0.193044698	LOC100486516-like	Chr06	6656602	6656602	0.618188329	-2.127358841
TRINITY_DN130965_c1_g1_i1	8.562502888	0.30930526	4.053850589	0	2.219632188	5.922897267	0.247369258	5.118291976	0.149775548	0.078202243	NA	NA	NA	NA	1.555833738	-4.942360867
TRINITY_DN130965_c1_g3_i1	0.099452603	0.529451945	0.202234208	0.70283121	0.519582336	0.382584674	1.317347925	0.232470029	1.310374645	0.713932546	n4bp1	Chr04	25940137	25940137	-0.036459956	1.628313293
TRINITY_DN130965_c2_g1_i4	73.09923491	21.93553803	87.21726854	22.36050357	75.64555831	68.43419788	15.0087967	72.56003587	13.90393794	15.48519155	NA	NA	NA	NA	6.953327128	-2.093516568
TRINITY_DN130966_c5_g2_i2	5.284241777	2.398184439	15.12224759	2.474826187	9.727935421	13.94140735	2.191961638	4.099550447	1.878921677	2.588857076	NA	NA	NA	NA	4.175606713	-2.045134718
TRINITY_DN130966_c5_g5_i1	9.273895057	1.123571952	8.747486433	1.677945699	9.376385348	10.02933835	2.809022961	7.117072761	1.152147493	1.470505131	NA	NA	NA	NA	2.737593616	-2.402993008
TRINITY_DN130966_c6_g1_i1	35.94669141	79.60871536	31.42995371	158.1118642	22.9870901	24.47614437	39.57102978	46.10356188	110.6681309	127.7533613	NA	NA	NA	NA	6.893593232	1.659144454
TRINITY_DN130966_c6_g4_i1	293.9119614	85.37033818	148.2934007	83.44497159	151.2456172	133.3450968	77.29484599	204.3326021	46.88335913	70.49193663	NA	NA	NA	NA	7.31298138	-1.368152458
TRINITY_DN130967_c1_g1_i1	28.78720174	46.58988112	14.54028763	29.82281242	15.39062697	16.95186426	31.74562687	23.57314562	48.34101037	49.29798209	NA	NA	NA	NA	6.098557729	1.0410576
TRINITY_DN130970_c0_g3_i2	1.309991438	0.152209233	1.450837369	0.04132904	1.397815203	2.629693194	0.088531276	0.601483793	0.160810042	0.055975786	NA	NA	NA	NA	2.248300139	-3.869293458
TRINITY_DN130972_c5_g2_i5	6.334775643	5.483609433	6.912076333	12.96629454	6.962171344	10.17037592	3.257843666	8.487231694	7.611974454	7.579158901	rab6a	Chr05	126482678	126482678	1.81040845	-0.086048453
TRINITY_DN130974_c0_g2_i1	0.415314071	1.099646478	0.51275039	1.589804198	0.445578966	0.414211674	0.892816233	0.55473991	2.843692038	1.041117632	NA	NA	NA	NA	2.806002719	1.666456518
TRINITY_DN130975_c2_g1_i4	14.90871026	25.33646277	20.93279621	16.4450489	14.39820384	22.99490123	9.062655183	12.95315056	9.173304243	18.30921711	NA	NA	NA	NA	4.847384739	-0.139464411
TRINITY_DN130976_c0_g2_i8	0.324536559	1.371208431	0.730643884	1.556302734	0.151385342	0.653955853	1.02770317	0.541859144	1.513881678	1.691824077	NA	NA	NA	NA	1.564788065	1.583950016
TRINITY_DN130978_c4_g2_i2	1.329714209	12.8032819	1.802625515	10.04966121	0.820130496	1.547215431	9.625451247	1.165575451	11.4684991	11.75512414	fam196a	Chr07	15950482	15950482	3.557873392	3.068481198
TRINITY_DN130979_c3_g1_i7	56.95580113	42.57929172	60.87772885	27.89069838	58.66560904	49.20552466	28.90949825	62.01693711	19.53661123	33.48978068	NA	NA	NA	NA	7.293249105	-0.927244931
TRINITY_DN130979_c4_g1_i1	5.301564018	2.208429545	1.290633847	0.593653547	3.657254306	3.446976482	1.291855359	4.887136926	1.36882248	0.625364862	LOC101734694	scaffold_63	195737	195737	1.279931444	-1.619267742
TRINITY_DN130980_c0_g1_i3	6.209839584	1.371339648	6.608413998	1.133693645	6.434492731	4.600779017	1.768212536	7.064196919	1.660116828	0.941092901	NA	NA	NA	NA	2.695942009	-2.161658471
TRINITY_DN130981_c0_g3_i1	0.691561427	4.555562907	0.958821587	4.137511799	0.544004121	1.021152434	3.297069199	0.808260919	4.88010157	6.468838399	NA	NA	NA	NA	3.599276539	2.535194375
TRINITY_DN130983_c0_g5_i1	111.4918898	4.225471479	73.31947724	3.953942009	103.3690561	114.9836456	7.455354444	80.1597962	0.880603914	4.922450655	NA	NA	NA	NA	6.273834939	-4.482779805
TRINITY_DN130984_c1_g2_i1	3.32106338	4.309924607	6.262144918	5.316297842	5.178901805	5.557694126	4.657525487	4.516637824	3.459122672	4.069768429	NA	NA	NA	NA	4.013150726	-0.185376873
TRINITY_DN130985_c0_g1_i1	2.346081248	7.89424446	4.008164584	10.14999955	1.657697887	5.457832467	8.052354592	2.483512295	17.71416768	7.880133364	NA	NA	NA	NA	5.607252235	1.715705438
TRINITY_DN130985_c1_g1_i5	9.708881635	25.85587113	13.31049073	21.24398549	14.43806986	15.6045065	19.52348586	7.847435763	17.57956267	19.72005929	plcb1	Chr05	21714171	21714171	7.076145125	0.775062609
TRINITY_DN130986_c5_g8_i2	0.998916131	2.572051781	3.345619908	1.972461784	1.458182684	1.607418575	2.128497573	6.6615096	1.144486071	2.390280102	NA	NA	NA	NA	1.585166591	-0.486336492
TRINITY_DN130987_c1_g1_i1	0.949551251	5.035720804	2.064051693	7.607133834	0.962235026	1.931382991	8.231739472	0.918443559	6.977740944	6.581417906	NA	NA	NA	NA	3.144662321	2.349608758
TRINITY_DN130988_c1_g1_i2	0.878042434	1.904385291	2.975793002	5.558755937	2.198063962	2.001626935	5.775709831	1.026210193	2.347327979	2.626305771	NA	NA	NA	NA	0.518817708	1.019760391
TRINITY_DN130988_c1_g2_i2	0.126213359	3.071621184	2.603179379	5.049070579	2.566918099	1.541367447	3.519109146	0.25287701	2.747517134	3.947736411	NA	NA	NA	NA	3.299415792	1.378239748
TRINITY_DN130988_c1_g3_i1	0.927868792	0.878161582	1.226417639	2.704863814	2.120815298	1.824371601	4.113567915	0.54222232	2.126170307	2.220272797	slc12a1	Chr03	93791440	93791440	0.623728334	0.863682613
TRINITY_DN130989_c0_g1_i2	1.11515094	1.628886515	3.054358242	2.593415971	2.266499635	3.268479426	2.122486446	1.250133092	2.933401989	2.219141308	NA	NA	NA	NA	3.777889096	0.084581852
TRINITY_DN130990_c0_g1_i6	3.072220637	2.447756095	4.207350812	0.996950793	1.678759232	2.143952764	1.084737244	1.831964905	2.15505849	3.225630017	NA	NA	NA	NA	1.39000009	-0.391535877
TRINITY_DN130990_c0_g2_i1	2.512329593	1.537332307	2.818623459	0.688756993	1.923560137	1.777414657	1.124108183	1.417514371	1.488851423	1.762046283	NA	NA	NA	NA	0.566250857	-0.671274718
TRINITY_DN130991_c1_g1_i2	5.412186116	3.369899898	3.47543232	4.529356689	3.999501067	5.11372437	5.313203725	3.828580482	2.447720755	4.260091323	NA	NA	NA	NA	1.111169147	-0.118645253
TRINITY_DN130992_c5_g1_i2	5.916358763	3.979420307	19.1740194	4.710047035	11.80140441	19.88411817	4.759347748	4.405353124	7.96751454	3.896056498	NA	NA	NA	NA	5.637201355	-1.245458943
TRINITY_DN130993_c4_g1_i1	1.081002201	1.773908516	0.744547906	1.355384319	0.819814547	0.65582273	2.073842742	0.652087216	2.916548679	2.211212741	NA	NA	NA	NA	1.565500012	1.380000127
TRINITY_DN130993_c5_g2_i1	18.80581993	29.97666602	22.69127395	26.75359786	20.54263582	28.18227662	34.19762876	19.72837309	48.97684919	32.89153062	NA	NA	NA	NA	5.699140952	0.658425549
TRINITY_DN130994_c0_g1_i1	3.504539393	2.887758049	6.630021833	2.47973722	5.294635616	8.287214492	2.733701796	4.157056	2.656855989	2.398957219	NA	NA	NA	NA	4.029995568	-1.072103825
TRINITY_DN130995_c1_g1_i1	4.555344282	25.85032362	5.949516163	33.7302574	5.611155627	7.503490539	46.21363715	3.289656145	32.37591991	29.422119	NA	NA	NA	NA	5.191006989	2.650560699
TRINITY_DN130995_c3_g1_i6	20.45595079	18.35871297	68.94313798	16.90531713	43.86177335	40.68969669	9.05325453	39.64329846	13.94973085	15.33768776	NA	NA	NA	NA	6.016860906	-1.540626003
TRINITY_DN130996_c0_g6_i1	5.072900187	11.10543587	5.254210951	0.418810379	3.250948382	6.606311434	2.38382154	8.367010342	3.150518385	3.800468319	ttyh2	Chr10	24986131	24986131	2.872568457	-0.470829058
TRINITY_DN130996_c1_g1_i2	2.468274843	0.412616813	2.864200764	0.2133011	1.997371165	2.064177777	0.87031244	2.57122665	0.799209288	0.417290806	NA	NA	NA	NA	1.972355217	-2.113164964
TRINITY_DN130997_c0_g1_i1	2.587817048	2.290083578	14.25367179	1.674008632	8.72935033	10.5734676	2.269422313	2.119535398	3.828733883	2.706092275	NA	NA	NA	NA	4.10966597	-1.55842666
TRINITY_DN130999_c0_g2_i1	153.9731984	106.3516402	114.6094022	91.848276	123.5959218	94.79933425	37.95375553	132.2402779	59.35052543	116.3740127	nek4	scaffold_1300	608	608	8.073410008	-0.606896968
TRINITY_DN131000_c0_g2_i1	2.643441756	3.127286172	1.128163674	4.641469479	0.959059333	1.952907468	1.97615498	1.487545138	2.467801066	3.084619448	tec	Chr01	29623054	29623054	2.344039261	0.900272985
TRINITY_DN131000_c0_g4_i2	9.542055878	4.811531651	1.829019891	7.600106987	2.707112034	3.075663761	6.681246011	5.941776342	4.928630943	5.146767957	nexn-like	Chr04	69993371	69993371	2.253530656	0.329058221
TRINITY_DN131002_c1_g2_i1	2.633674401	11.74734957	1.191536122	13.63630735	1.654093629	1.20651498	12.90369302	7.805711306	23.98097929	12.06133993	NA	NA	NA	NA	5.621998407	2.317423849
TRINITY_DN131003_c0_g3_i1	418.9777848	465.5902716	266.8089392	312.1550278	270.1809252	306.313418	237.3326201	354.8140745	178.6391111	326.8143775	NA	NA	NA	NA	9.600333676	-0.101735987
TRINITY_DN131006_c7_g1_i2	1.119646131	2.178200574	1.593739318	2.527615478	2.063574849	1.531438868	2.892177754	0.843309682	2.879195326	2.857783188	NA	NA	NA	NA	2.542375039	0.896988028
TRINITY_DN131008_c4_g2_i1	30.37111299	16.27456486	13.64210549	6.846333414	16.3859325	10.06232498	5.447217961	3.113699343	4.661803223	9.678307402	NA	NA	NA	NA	4.058843395	-0.780473991
TRINITY_DN131008_c4_g3_i1	1.977686054	1.238650601	1.951645082	1.952571413	3.380778173	2.834341587	1.918344144	1.495622306	1.66609564	2.226989588	NA	NA	NA	NA	1.372170657	-0.373381469
TRINITY_DN131008_c4_g4_i2	2.222443464	1.577538078	1.766627375	1.963250054	1.424984129	2.659853131	2.359445985	1.936300279	3.657434935	2.513976133	NA	NA	NA	NA	1.965183667	0.276667318
TRINITY_DN131008_c5_g1_i1	0.522407637	0.896139041	1.434107639	1.038333656	0.545855556	0.893178812	1.652279957	0.518978375	1.346708249	0.90629022	tle4	Chr01	120781693	120781693	1.439117597	0.603855146
TRINITY_DN131010_c0_g3_i1	0.120843247	0.057184754	0.172012057	0.896698758	0.40247675	0.299584461	0.091467893	0.08474117	0.083072087	0.057832525	NA	NA	NA	NA	0.5206906	0.124828791
TRINITY_DN131011_c0_g1_i2	2.990022112	1.479235856	4.021176871	1.920952376	3.319491467	3.985150604	1.352034563	2.875087808	0.949867524	1.268341189	LOC100489326	scaffold_147	290393	290393	3.632023795	-1.299034927
TRINITY_DN131012_c0_g2_i1	0.7995088	1.564286274	2.126019682	1.439695563	1.325385061	1.997847764	1.396520895	0.431272698	1.162640174	1.94991439	NA	NA	NA	NA	1.720530892	0.180849468
TRINITY_DN131012_c0_g3_i2	5.995699803	16.51534135	8.825621119	7.391312839	8.882943515	9.600806184	13.01474337	4.288147871	9.791515913	15.68528724	mrpl48-like	scaffold_207	341200	341200	3.957553732	0.735493505
TRINITY_DN131013_c0_g2_i1	8.368268603	2.933321822	3.256272596	8.943789403	4.115557397	2.649541624	6.981984129	8.210702647	6.746941328	5.191461736	NA	NA	NA	NA	1.999341794	0.201264054
TRINITY_DN131013_c0_g5_i1	9.640253252	12.49975666	11.42313331	15.03185493	12.56328924	14.51025113	8.499377117	8.920421647	9.805183629	12.8287554	NA	NA	NA	NA	5.811652393	0.037769873
TRINITY_DN131014_c1_g2_i6	1.573159361	0.744441523	0.373214039	0.972782289	0.684903988	0.762077755	1.048990222	0.18386266	0.901206278	1.066571955	NA	NA	NA	NA	0.291107334	0.406210678
TRINITY_DN131015_c3_g1_i4	2.290701113	0.706951662	1.923989331	0.967783408	1.365866083	3.490786975	1.400013393	1.978838408	1.141095719	0.834119751	otop1	Chr01	18521298	18521298	0.316221849	-1.081923962
TRINITY_DN131015_c4_g1_i2	1.184151059	0.636769576	0.601984875	1.093596619	0.527258902	0.322093059	0.902120127	0.629079084	1.171708318	0.901575781	LOC100497740	Chr07	108043418	108043418	0.201181322	0.53208456
TRINITY_DN131015_c6_g2_i1	18.67701454	8.770763154	12.53893746	14.86151433	16.10758751	12.85841742	19.57889284	19.16261704	7.759098334	11.59938192	NA	NA	NA	NA	3.805940061	-0.345786415
TRINITY_DN131019_c1_g2_i9	0.251705498	2.233324569	4.222650269	2.61261529	0.287659675	5.80972218	1.564980006	0.514815447	18.38460807	17.91840884	NA	NA	NA	NA	2.5750811	1.985929449
TRINITY_DN131019_c1_g3_i4	0.488748539	1.734621024	3.540615848	1.942866153	0.279281238	6.789499132	0.759699032	0.642626771	9.72952797	11.98751346	ddit3	Chr02	137354122	137354122	2.116138314	1.190818793
TRINITY_DN131021_c0_g1_i1	2.040855388	1.408402881	2.593765522	2.103313057	3.665161882	5.379372389	0.459747358	0.993852214	1.36398788	0.813918185	NA	NA	NA	NA	-0.038191062	-1.265387436
TRINITY_DN131021_c0_g2_i6	0.736230063	1.805317482	0.993532746	2.41227003	0.979077602	1.270201835	1.042153284	0.328542056	1.042896609	1.633581489	NA	NA	NA	NA	2.679897639	0.882849419
TRINITY_DN131022_c0_g1_i3	6.883658642	2.4129228	1.68491263	2.026949679	3.746159935	1.961539103	0.895957006	6.70438427	1.752622154	3.050319533	inpp5a.1	Chr07	12199071	12199071	0.862207288	-1.089191557
TRINITY_DN131022_c0_g2_i1	7.523805641	0.323670227	2.225375636	0.845897643	1.429364845	2.33885756	0.29583743	7.514386955	0.940389159	0.491004992	NA	NA	NA	NA	0.415862017	-2.860963877
TRINITY_DN131024_c0_g1_i3	1.396768971	1.163883834	1.728873597	0.783239343	1.562576181	1.744355181	1.254233387	1.192413388	1.335916939	1.51129711	hrg	Chr05	98065528	98065528	2.982724943	-0.330871498
TRINITY_DN131026_c3_g5_i2	4.227865784	9.421838025	3.598849661	11.98606749	2.183131462	5.379372389	11.85429828	4.826394813	20.72774439	12.35184433	NA	NA	NA	NA	2.636522824	1.719343179
TRINITY_DN131028_c0_g1_i1	76.82089835	16.00643033	53.14653865	21.87097424	48.07301413	55.3574004	9.181467412	64.6789007	30.52387933	20.19296164	NA	NA	NA	NA	6.300906088	-1.616552931
TRINITY_DN131028_c1_g2_i3	54.08272053	54.81250891	89.54358666	154.2123728	29.72449318	72.11262261	131.2141776	35.20536507	132.6360962	63.01119046	NA	NA	NA	NA	8.037721615	0.95597984
TRINITY_DN131030_c4_g1_i6	17.36232035	0.108966823	23.22504473	0	17.23333268	23.58262453	0.049798317	20.50747588	0.105530476	0	NA	NA	NA	NA	3.951098865	-8.513007287
TRINITY_DN131030_c6_g1_i1	4.254596476	2.516669924	0.831885396	1.590093306	1.923560137	0.979223816	4.246630914	3.251282963	2.999759904	2.349395044	NA	NA	NA	NA	0.251855021	0.294469269
TRINITY_DN131031_c2_g3_i2	1.796523973	1.125186424	1.289358861	2.147122522	1.725330657	1.174427865	2.228265591	1.976172707	1.937249525	2.528738177	NA	NA	NA	NA	0.383560662	0.322790841
TRINITY_DN131032_c0_g4_i1	1.678686047	0.29577914	1.234693061	0.157756231	0.793046723	0.793859909	0.270344731	0.667901508	0.163686589	0.042732805	NA	NA	NA	NA	0.385958406	-2.402123652
TRINITY_DN131033_c3_g1_i5	15.37896752	6.657081654	22.13530824	5.839545503	18.35618368	21.85715001	3.2786119	18.54879648	3.00449512	3.954521394	NA	NA	NA	NA	4.917824385	-2.088471892
TRINITY_DN131033_c4_g2_i1	0.242731778	1.196501571	0.246794288	2.287179532	0.158516645	0.138335701	1.727908451	0.09456408	0.417156851	0.532424271	NA	NA	NA	NA	0.428492029	2.793049653
TRINITY_DN131033_c4_g4_i2	0.057610497	0.238543476	0.205011457	1.323182853	0.056434036	0.086186366	0.319259432	0.100998215	0.445540182	0.258477451	garnl3	scaffold_19	6272	6272	0.685003901	2.354966164
TRINITY_DN131034_c4_g1_i1	1.046507739	5.836550169	6.688142975	8.584255929	7.712936056	9.201863784	13.8216142	1.922020026	8.7356669	8.049088313	pelo	Chr09	7083934	7083934	1.787179097	0.778151746
TRINITY_DN131034_c4_g2_i1	144.360826	66.45926094	103.2243951	34.98605076	99.11987345	67.56063975	30.11341221	160.6104691	32.21598241	43.80596309	NA	NA	NA	NA	6.512081372	-1.492170902
TRINITY_DN131034_c5_g2_i1	24.44850997	6.929032637	26.84270203	6.70257687	21.29787978	32.43140854	5.313647973	18.30612069	5.770030963	6.715542421	NA	NA	NA	NA	5.589561462	-1.967690476
TRINITY_DN131035_c0_g3_i2	31.98718029	28.68864294	29.6187397	47.33908282	19.80415553	24.50378781	57.7494416	27.06767315	126.8422483	23.4221291	NA	NA	NA	NA	5.807488582	1.105258737
TRINITY_DN131037_c1_g2_i7	15.92172204	7.502461353	17.28570286	8.462745394	16.25745782	15.05280519	9.957697599	9.067690616	6.261012035	9.121079737	MGC69520	Chr08	56921420	56921420	3.571178973	-0.8251821
TRINITY_DN131038_c0_g1_i1	0.615374416	2.083614686	0.517798929	3.149166454	0.734455595	0.725605105	2.879608267	0.297607248	2.8931429	3.021190945	fkbp15	scaffold_389	85738	85738	2.495320154	2.270115213
TRINITY_DN131041_c6_g2_i1	2.016616882	7.737502444	3.989905766	3.129535823	6.442411844	10.71638752	3.889679851	2.802819755	3.247181045	2.151916366	NA	NA	NA	NA	2.573347503	-0.355385985
TRINITY_DN131042_c0_g1_i2	13.99649138	3.559602524	24.39773782	6.691184158	22.3769864	21.97236296	4.386570444	12.77177471	5.145295358	5.426751972	NA	NA	NA	NA	5.799861181	-1.916698552
TRINITY_DN131043_c1_g4_i4	2.590384623	7.758272622	1.900292637	9.819327754	1.32763009	0.981079285	8.332076939	1.724528971	5.823047669	9.1407716	NA	NA	NA	NA	3.397401899	2.25625449
TRINITY_DN131043_c3_g1_i4	5.603033342	2.141544107	2.103437245	6.929408086	4.109423929	1.473800655	1.631158434	4.533599824	4.246780268	6.291141587	sirt6	Chr06	34956913	34956913	1.705334033	0.221942922
TRINITY_DN131044_c2_g1_i1	0.505248262	0.827621682	0.158062896	0.549321193	0.431477976	0.764166881	0.735440889	0.817626201	1.024167045	0.511497995	NA	NA	NA	NA	0.32478401	0.441194453
TRINITY_DN131044_c3_g4_i10	15.24629286	25.90937336	17.19292245	27.21541202	19.92701795	19.15429706	23.26013921	14.89024642	14.37981955	20.13085612	NA	NA	NA	NA	6.01995516	0.357006049
