gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb
TRINITY_DN130525_c4_g3_i17	0.000160778	0.000498098	97.14076131	2	6.602004888	82.37332015	6.364105234	118.615109	6.89014398	60.57751238	5.92071043	113.5730092	6.827476207	99.23065533	6.632713976	42.09147439	5.395456141	130.2602805	7.025253428	28.50326832	4.83305545	61.17541576	5.934880096	NA	NA	NA	NA	7.625904675	-1.039919645	1	female
TRINITY_DN130526_c13_g1_i2	0.000176184	0.000542402	69.2190119	2	6.113096442	132.7045314	7.052073824	30.63357396	4.937041788	84.44721702	6.399977974	31.05008905	4.956525501	35.71450633	5.158438274	80.08493964	6.323459057	56.1584395	5.811430942	79.30615245	6.309360887	108.0764488	6.755908366	NA	NA	NA	NA	6.45202432	1.106120942	1	male
TRINITY_DN130526_c16_g4_i1	0.000486425	0.001361844	6.79951001	2	2.765430786	1.126168905	0.171423222	5.807181117	2.53783803	1.741889139	0.800652808	5.816974343	2.540268941	6.452076313	2.689763502	3.418840323	1.773507043	9.774702489	3.289052792	3.271963068	1.710156464	2.033796054	1.024175015	NA	NA	NA	NA	2.283365641	-1.569091263	1	female
TRINITY_DN130526_c16_g8_i1	0.002470839	0.005918681	4.604016847	2	2.202893113	3.850265216	1.944957826	14.72923689	3.880610782	2.734754928	1.451411553	9.8235025	3.296237499	11.33246225	3.50238945	4.162927968	2.057598595	6.587006289	2.719622928	5.684213908	2.506960847	3.798907124	1.925584441	NA	NA	NA	NA	3.562517928	-1.205014372	1	female
TRINITY_DN130527_c4_g4_i1	2.98E-16	5.04E-15	0.886112412	2	-0.174438365	13.62793492	3.768495058	1.247459459	0.31899293	10.88350221	3.444070972	0.400623308	-1.319681736	1.077993384	0.108348324	4.772363194	2.254703841	0.856396238	-0.223649637	13.51055084	3.756014591	6.197960929	2.63179366	aloxe3	scaffold_440	14897	14897	4.443433391	3.460904333	3	male
TRINITY_DN130529_c2_g1_i2	3.72E-11	3.39E-10	1.571811324	2	0.652428051	10.87637358	3.443125706	2.412253796	1.270381703	10.11245832	3.338061851	1.568764662	0.649628943	2.357796895	1.237439447	8.610276161	3.106059511	1.52509901	0.608902906	9.004340359	3.170620591	8.728697141	3.125766331	NA	NA	NA	NA	3.737464664	2.329820996	1	male
TRINITY_DN130529_c3_g1_i4	0.001277368	0.003264691	14.70554746	2	3.878288589	18.33663696	4.19665716	6.23484584	2.640353889	13.66601311	3.772520511	5.675667083	2.504789968	8.209057121	3.037216526	16.7757484	4.068305224	4.382704568	2.131821432	13.61363314	3.766980233	16.06355812	4.005719584	NA	NA	NA	NA	5.791112707	1.007502709	1	male
TRINITY_DN130529_c4_g2_i2	4.01E-06	1.66E-05	5.025055802	2	2.329139617	12.61266034	3.656800705	7.617708955	2.929357169	14.67671532	3.875457221	5.957186487	2.574631123	6.501687492	2.700814214	12.82529752	3.680920389	6.455034378	2.690424779	25.36344575	4.664678851	15.8157771	3.983292539	mrc2	Chr10	7406248	7406248	5.114792396	1.365597314	1	male
TRINITY_DN130535_c0_g1_i2	0.002338266	0.005629206	2.328380384	2	1.219326768	4.794970109	2.261521822	0.935249229	-0.096577223	5.332527498	2.4148195	2.459169386	1.29817111	2.137898412	1.096193301	3.792075633	1.922987739	2.183750857	1.126808269	4.314412779	2.109164212	5.158814907	2.367039685	supt6h	Chr02	26831530	26831530	3.030855598	1.202547612	1	male
TRINITY_DN130535_c0_g2_i1	0.073186872	0.1178176	5.133275506	2	2.359879693	5.218854246	2.38373311	0.489298988	-1.031211796	5.526549935	2.466379129	2.514224605	1.330113537	0.411400438	-1.281384765	7.19848227	2.84769276	4.687112989	2.228699573	4.043419128	2.015575757	6.717418623	2.747906939	NA	NA	NA	NA	1.914390662	1.087146594	1	male
TRINITY_DN130535_c1_g1_i1	0.000360122	0.00103674	4.911829447	2	2.296260467	17.49220857	4.128640551	5.019647336	2.327586009	10.99209598	3.458394601	6.135722846	2.617233317	7.924199211	2.986265149	10.59513551	3.405330135	6.241160437	2.641814298	10.82234613	3.435941384	14.61639193	3.86951532	sbk1	Chr07	95496307	95496307	4.706079444	1.086411505	1	male
TRINITY_DN130535_c1_g3_i2	0.001548184	0.003886395	3.405512027	2	1.767871727	3.747760528	1.906028772	1.368898829	0.453015825	4.827340682	2.271228646	1.655054031	0.726878316	2.978965945	1.574811631	6.508423467	2.702308122	1.203311685	0.267010382	6.623969255	2.727695977	6.632874453	2.729634219	NA	NA	NA	NA	1.818790101	1.423599997	1	male
TRINITY_DN130536_c4_g3_i2	3.45E-08	2.02E-07	18.73640661	2	4.227772385	5.501674998	2.459870917	24.30583442	4.603230758	8.199242169	3.035490572	20.2550562	4.340210183	24.77318967	4.63070773	7.937674705	2.98871644	20.23612236	4.338860963	10.06188553	3.330828777	8.208044027	3.037038469	NA	NA	NA	NA	5.74054136	-1.436437452	1	female
TRINITY_DN130537_c3_g1_i1	0.004424086	0.009983732	22.01648532	2	4.460512272	8.749295497	3.129166854	12.09342642	3.596151155	7.345987659	2.876956472	14.02181577	3.80960128	11.01301349	3.461137382	7.001922833	2.807751162	28.79881302	4.847937445	13.04197682	3.705090656	7.910555397	2.983778989	NA	NA	NA	NA	4.765293572	-1.018045431	1	female
TRINITY_DN130538_c0_g2_i1	0.000103051	0.000332309	3.195811377	2	1.67618226	6.892357471	2.784997529	5.305270512	2.407426315	9.85586165	3.300982005	5.808601463	2.538190848	6.999228344	2.807195876	17.01065224	4.088366554	2.660843882	1.411883867	15.2293735	3.928784689	10.50640345	3.393196986	fam43b	scaffold_352	29199	29199	5.359011756	1.329418882	1	male
TRINITY_DN130540_c0_g1_i1	1.37E-12	1.51E-11	3.916338831	2	1.969505588	0.21549623	-2.214265465	3.426273245	1.776640211	0.241367034	-2.050699449	5.115151364	2.354776932	2.180061442	1.124368796	0.147724085	-2.759023032	4.364318918	2.125756529	0.104350201	-3.260494715	0.326905955	-1.613052437	prr15	Chr06	31630171	31630171	0.736078438	-4.182472636	3	female
TRINITY_DN130540_c0_g2_i5	1.40E-10	1.18E-09	47.52387462	2	5.570580559	15.97464274	3.997711762	45.79759431	5.517199912	14.82737288	3.890191098	37.80878237	5.240649483	47.58690551	5.572492737	16.61909325	4.054769765	45.50051831	5.507811074	14.92551548	3.899708853	18.37362123	4.199564088	NA	NA	NA	NA	6.398868511	-1.475463738	1	female
TRINITY_DN130542_c0_g1_i9	0.000222819	0.000672121	30.0119332	2	4.907464347	19.38935947	4.27719324	27.83071057	4.798605839	13.98919391	3.806240928	26.21590062	4.712370204	42.54203539	5.410817154	18.48156104	4.208014714	30.99657579	4.954036944	8.681731326	3.117982776	13.80269589	3.786878171	NA	NA	NA	NA	5.239803435	-1.081211392	1	female
TRINITY_DN130544_c2_g8_i1	0.075835209	0.121612333	0	2	NA	1.375598466	0.460059412	1.321316784	0.401976392	2.718956708	1.443053181	1.340029542	0.422264806	1.286371658	0.363307526	1.405227794	0.490804017	1.039223728	0.055506277	3.212996295	1.683919317	1.800351637	0.848278715	usp54	Chr07	52636053	52636053	0.75721836	1.060925301	1	male
TRINITY_DN130545_c1_g7_i1	9.12E-05	0.000296964	17.01634043	2	4.088848896	9.724267394	3.281589565	15.39507911	3.944397376	8.917170982	3.15658608	24.76784047	4.630396179	21.69680197	4.439410505	7.796548944	2.962835672	36.06772504	5.172636523	4.956634528	2.309360887	5.003477258	2.322931071	NA	NA	NA	NA	2.898657356	-1.673376881	1	female
TRINITY_DN130545_c1_g8_i1	0.02108048	0.039843803	90.01967457	2	6.492168444	15.71598771	3.97416104	43.00847496	5.42654907	19.91887544	4.316064294	19.63391433	4.29527592	20.7703545	4.376453935	22.30285516	4.479156507	25.53648049	4.674487797	20.4273423	4.352429609	18.82185803	4.234337148	LOC100494095-like	Chr09	13579408	13579408	3.56447411	-1.025024186	1	female
TRINITY_DN130546_c0_g2_i1	7.34E-05	0.000243348	0.901876377	2	-0.148998403	1.714744318	0.777993475	1.113464473	0.155055527	2.304723844	1.204593895	0.273451662	-1.870642264	0.74344979	-0.427692784	3.326140564	1.733849139	0.715259113	-0.483462121	3.911797189	1.967831574	2.389298683	1.256587214	rac3	Chr10	23542628	23542628	1.952114994	1.884800757	1	male
TRINITY_DN130548_c0_g1_i10	3.67E-09	2.51E-08	15.44052448	2	3.948649853	21.84132398	4.448988407	9.921057901	3.310493966	47.99630677	5.584851492	14.89892464	3.8971363	13.62616354	3.768307522	45.8013685	5.5173188	9.298428773	3.216986954	59.16994874	5.88679274	38.87086803	5.28061742	usp14	Chr06	93237936	93237936	6.116439715	1.761149905	1	male
TRINITY_DN130552_c0_g2_i1	9.84E-13	1.11E-11	7.73522458	2	2.951443179	3.173181992	1.665930267	18.08701865	4.176882718	2.354133139	1.235195915	13.78711728	3.785248933	20.59223751	4.364028694	3.050009947	1.608813948	10.88099219	3.443738211	3.311031865	1.727280895	2.712229741	1.439479388	NA	NA	NA	NA	5.095953947	-2.271553291	1	female
TRINITY_DN130553_c2_g5_i1	3.85E-06	1.60E-05	46.80125336	2	5.548475261	12.41935375	3.634518199	16.75452373	4.066478771	9.827746146	3.296860593	19.72026879	4.301607311	29.99772071	4.906780981	13.74830721	3.78118209	54.60109964	5.770858102	8.290008685	3.051373613	8.156517568	3.027953324	Xetrov90010199m	Chr04	4316979	4316979	5.207048304	-1.69250085	1	female
TRINITY_DN130555_c0_g1_i2	0.000335417	0.000973123	11.21311894	2	3.487115716	31.28207338	4.967264233	3.073854498	1.620048876	14.62887726	3.870747144	1.709134594	0.773266013	16.93415206	4.081863844	22.15155079	4.469335798	8.253443765	3.044996212	32.67372122	5.030058868	28.58615699	4.837244778	dusp22	Chr06	51117287	51117287	5.708898188	1.661948316	1	male
TRINITY_DN130556_c1_g1_i1	0.010042735	0.020722958	6.552196261	2	2.711978571	4.287132832	2.100013118	13.43536706	3.747963832	4.850315863	2.278078702	6.76501147	2.75809238	6.508727671	2.702375552	5.323587518	2.412398793	6.80223779	2.76600944	2.138875608	1.096852581	3.153233539	1.656832025	NA	NA	NA	NA	3.512469089	-1.009322551	1	female
TRINITY_DN130559_c0_g1_i3	4.14E-12	4.27E-11	60.14217921	2	5.910305239	11.93564498	3.577204624	30.40839345	4.926397692	8.912363882	3.155808138	30.12866798	4.913064986	33.80123566	5.079004082	9.497079242	3.247483891	47.8146988	5.579382283	5.985369996	2.581440433	10.62547155	3.409454963	NA	NA	NA	NA	5.732954276	-2.118779455	1	female
TRINITY_DN13055_c0_g1_i1	0.000180852	0.000555633	2.488265134	2	1.315140218	17.92984975	4.164291494	1.839934758	0.879654611	16.38561391	4.034357821	4.579456078	2.195176253	3.287394238	1.716944481	6.237239155	2.640907577	3.172532164	1.665634791	10.10764688	3.337375263	6.766027395	2.758309018	NA	NA	NA	NA	1.226156624	1.862749387	1	male
TRINITY_DN130560_c3_g2_i1	1.32E-07	7.07E-07	1.843949088	2	0.882798823	9.359758857	3.226471361	3.701549075	1.888129156	12.93372653	3.693066106	2.706867811	1.436624436	4.19008036	2.066977913	9.628524926	3.267314797	1.74987686	0.807253402	6.229649953	2.6391511	10.08803593	3.334573414	NA	NA	NA	NA	4.777329768	1.773449368	1	male
TRINITY_DN130561_c0_g1_i2	0.005313091	0.011754764	20.67381993	2	4.369733077	12.6818578	3.6646942	30.98478627	4.953488112	15.6924172	3.971995692	21.20171815	4.406109278	27.2300974	4.767130238	12.25369108	3.615144481	22.5516501	4.495161094	9.474628832	3.244069427	9.527524593	3.252101427	rnf25-like	Chr09	8246066	8246066	3.061433237	-1.034413259	1	female
TRINITY_DN130562_c0_g1_i2	1.81E-09	1.30E-08	86.36814659	2	6.432427425	46.17278043	5.528970706	92.14896271	6.525896021	29.66586071	4.890731736	89.35040625	6.481402384	87.56234706	6.452238721	20.2598092	4.340548682	98.76004185	6.625855543	22.89323286	4.516849302	36.79063903	5.20126683	NA	NA	NA	NA	7.086497756	-1.556996119	1	female
TRINITY_DN130564_c0_g1_i2	0.001997262	0.004880659	0.946584778	2	-0.079196373	3.079570061	1.62272895	1.203034265	0.266677734	3.344755709	1.741900845	0.463627315	-1.108962528	1.314957695	0.395016386	1.727235458	0.788464766	1.659478363	0.730729819	5.151510757	2.364995586	3.397586679	1.764510357	nudt4	Chr03	46649268	46649268	0.497985842	1.577672489	1	male
TRINITY_DN130566_c10_g1_i2	2.14E-10	1.74E-09	0.54077353	2	-0.886903559	3.678587994	1.879152102	0.58418827	-0.775494705	5.045765277	2.335073095	0.242793113	-2.042200596	0.231144907	-2.11313052	2.850613208	1.511272297	0.671529635	-0.574477027	7.783465157	2.960412578	2.951943749	1.56166523	NA	NA	NA	NA	2.365126328	3.299273233	3	male
TRINITY_DN130566_c7_g1_i2	1.17E-05	4.50E-05	0.205194699	2	-2.284934634	1.618351137	0.694524666	0.208628966	-2.26098862	0.906318903	-0.14190932	0.134002954	-2.899663291	0.701657268	-0.511161592	3.734947558	1.901087986	0.159880574	-2.644933437	1.410583739	0.496292314	1.718517472	0.78116452	NA	NA	NA	NA	0.30886903	2.733681555	1	male
TRINITY_DN130567_c5_g1_i7	3.64E-05	0.00012785	38.92138486	2	5.282491138	13.99418739	3.80675581	24.51961568	4.615864461	9.438240511	3.238517936	21.58013911	4.43163226	22.50795834	4.492363293	7.014315257	2.810302274	35.49948064	5.149726013	10.57998285	3.403265384	11.9613219	3.580304932	NA	NA	NA	NA	4.166860143	-1.448978464	1	female
TRINITY_DN130569_c0_g2_i1	1.27E-08	7.95E-08	0.215188638	2	-2.21632619	0.891015502	-0.166477563	0.255255198	-1.969987755	1.235599118	0.305210746	0.210794284	-2.246092348	0.153298177	-2.705587554	1.997209222	0.997985473	0.209584379	-2.254396903	2.095654806	1.067401097	1.501847739	0.586738556	NA	NA	NA	NA	0.868507374	2.876178953	1	male
TRINITY_DN130569_c1_g1_i1	1.47E-16	2.56E-15	0	2	NA	14.82465447	3.889926574	0.404468417	-1.305901041	22.49059873	4.491250163	0.129895584	-2.94457571	0	NA	3.33369679	1.737122893	0	NA	21.8775593	4.451379892	11.42292073	3.513859676	nhlrc3-like	Chr02	147947765	147947765	1.42373174	6.825693472	5	male
TRINITY_DN130572_c1_g2_i2	9.89E-13	1.11E-11	227.443287	2	7.829363044	79.8925499	6.319989071	426.3865332	8.736018063	64.61107961	6.013709677	233.4592483	7.867026931	232.1031453	7.858622263	61.21142396	5.935729025	281.6247463	8.137630299	81.31453871	6.345441418	73.32600264	6.196252988	NA	NA	NA	NA	9.119009986	-1.959551486	1	female
TRINITY_DN130574_c0_g5_i2	4.87E-05	0.000166822	7.93593767	2	2.988400695	61.23387152	5.936257995	20.08224332	4.327848532	36.3762156	5.184923555	20.38483666	4.349424492	19.74949201	4.30374364	48.72197516	5.606500715	20.61135546	4.365367479	32.93478433	5.041540198	56.5470955	5.821381018	NA	NA	NA	NA	4.676927668	1.400809617	1	male
TRINITY_DN130576_c1_g3_i2	2.59E-19	5.75E-18	0.643897785	2	-0.635096408	13.7115741	3.777322298	0.736508768	-0.441225395	25.95163382	4.697753463	0.946123184	-0.079900062	0.963282963	-0.053968445	22.67163907	4.502816791	0.658484874	-0.602777794	9.31386209	3.21937952	14.34838386	3.842816342	NA	NA	NA	NA	2.976503414	4.419393433	3	male
TRINITY_DN130576_c1_g4_i1	2.02E-16	3.48E-15	102.2763339	2	6.676328543	33.25172136	5.055357122	124.6748155	6.962026258	22.97619121	4.522067755	101.2288094	6.661476125	98.44251472	6.621209607	20.04988878	4.325522329	94.23574176	6.558202444	15.71703749	3.974257404	29.01075717	4.858516045	NA	NA	NA	NA	6.726506938	-2.111988644	1	female
TRINITY_DN130576_c1_g7_i1	6.56E-10	5.03E-09	3.244641183	2	1.698058943	15.99386085	3.999446336	0.733099005	-0.447920047	31.68780403	4.985855779	1.17717873	0.23533338	1.849159259	0.886869482	37.03360749	5.210763186	3.370815425	1.753097632	10.53284837	3.396823728	18.97870684	4.246309789	NA	NA	NA	NA	2.305227757	3.459200247	3	male
TRINITY_DN130577_c0_g1_i1	3.45E-94	1.56E-91	100.9351186	2	6.657284412	0.460787759	-1.117825703	117.4467036	6.875862411	0.049152987	-4.346577099	100.3274229	6.648572187	134.6616042	7.073194746	0.150415735	-2.7329726	106.5221029	6.735009005	0.318754632	-1.649481788	0.665724882	-0.587002004	NA	NA	NA	NA	6.126637508	-8.515869119	7	female
TRINITY_DN130577_c0_g2_i5	7.18E-104	4.63E-101	97.64578176	2	6.609485817	0.245175352	-2.028114146	71.15011182	6.152794119	0	NA	72.7454161	6.184784437	84.80296034	6.406042723	0.168069319	-2.57287171	60.79578479	5.925899394	0.197869642	-2.33737781	0.041325437	-4.596826114	NA	NA	NA	NA	6.279493129	-9.164859028	7	female
TRINITY_DN130578_c0_g2_i7	2.34E-23	7.38E-22	25.32275265	2	4.662362333	3.899455597	1.963272723	29.51014408	4.883139059	2.888620338	1.530380598	33.9710825	5.086235286	35.56871112	5.152536792	3.670212156	1.87586346	11.8781115	3.570233575	2.862334678	1.517192369	2.738630136	1.453454437	NA	NA	NA	NA	6.32454163	-3.071401259	3	female
TRINITY_DN130580_c2_g7_i4	0.000886204	0.002343541	0.268068096	2	-1.899328567	1.744237815	0.802596755	0.116809136	-3.097774979	1.285510363	0.36234124	0.462665433	-1.11195878	0.441956736	-1.178022947	0.641840378	-0.639713543	0.358061721	-1.481719801	0.877523125	-0.18849095	0.755998281	-0.403545141	NA	NA	NA	NA	1.392294672	1.653021617	1	male
TRINITY_DN130584_c1_g3_i5	1.92E-08	1.17E-07	2072.712951	2	11.01730462	7219.630766	12.81770934	1175.71831	10.19932673	4206.03354	12.03824464	716.8209381	9.485468968	822.9273947	9.68462134	3442.608428	11.74928638	1626.507148	10.66756145	6095.770424	12.57359285	4930.254598	12.26744643	NA	NA	NA	NA	10.02654701	1.999971958	1	male
TRINITY_DN130585_c2_g3_i6	0.018328854	0.035278469	3.258526951	2	1.704219927	0.934534294	-0.097680488	0.635840507	-0.653263167	0.755969661	-0.403599758	0.451391787	-1.147547926	1.266186083	0.340489444	0.640629414	-0.642438055	2.308118978	1.206717593	0.263976732	-1.921517325	0.472560201	-1.081429964	NA	NA	NA	NA	1.285610919	-1.371243822	1	female
TRINITY_DN130591_c1_g1_i1	0.05252361	0.088394825	0.859863502	2	-0.217820436	0.169541548	-2.56028923	0.218563679	-2.193874422	1.202670798	0.266241794	0.842304284	-0.247586591	0.612557933	-0.707081801	3.254211733	1.702308122	1.256204506	0.329071349	3.694385984	1.885334605	1.028772364	0.040923793	NA	NA	NA	NA	0.506144134	1.302632299	1	male
TRINITY_DN130591_c1_g4_i2	4.61E-09	3.10E-08	0.340980354	2	-1.552239476	2.823743708	1.497609151	0.72226503	-0.469399774	4.769211785	2.253750849	0.296904192	-1.751930632	0.995934707	-0.005876932	3.702400582	1.888460996	0.132840017	-2.912238282	4.948495555	2.306989983	3.467672365	1.793967595	NA	NA	NA	NA	2.464671348	2.999597897	1	male
TRINITY_DN130591_c1_g6_i2	6.01E-21	1.55E-19	12.62167066	2	3.657830979	0.722912773	-0.468106513	7.069886295	2.821687012	0.167524152	-2.577558991	8.407743752	3.0717187	12.69924897	3.666671274	0.125314394	-2.996375958	9.653769107	3.271092322	0.096567613	-3.372316773	0.050420807	-4.309836981	rap2c	Chr08	46303668	46303668	4.094025615	-5.462859361	5	female
TRINITY_DN130592_c2_g2_i4	1.57E-06	7.02E-06	79.82965449	2	6.318852862	33.72904905	5.075919739	98.58827486	6.623344171	38.86880425	5.280540821	66.66340652	6.058823136	80.07841097	6.323341441	33.53012642	5.067386017	70.38777891	6.137253057	13.03247601	3.704039299	36.08042287	5.173144342	NA	NA	NA	NA	7.016570473	-1.350609403	1	female
TRINITY_DN130593_c0_g3_i1	2.28E-06	9.90E-06	3.071307151	2	1.618852799	2.386156935	1.254688931	7.830079969	2.969027042	1.255321705	0.328057135	9.28022225	3.214159357	10.26712002	3.35995965	0.966565538	-0.049060537	5.73261855	2.519194285	0.787809461	-0.344081352	2.193805969	1.133435932	NA	NA	NA	NA	2.747770236	-2.264571319	1	female
TRINITY_DN130596_c2_g1_i5	0.00083355	0.002218343	0.17190152	2	-2.540345793	2.169233577	1.117185407	1.048671424	0.068562715	1.822241185	0.865713921	1.160027781	0.214159356	0.930702673	-0.103607744	3.190905462	1.673965866	0	NA	2.626031538	1.392884243	4.319055501	2.110715856	chic2	Chr01	30765806	30765806	1.155037713	2.074355262	1	male
TRINITY_DN130596_c3_g3_i1	5.87E-09	3.87E-08	38.82575438	2	5.278942051	18.32141385	4.195458934	48.32576349	5.59472062	21.45006974	4.422910433	43.26145709	5.435010352	45.98045679	5.522948893	14.84387752	3.891796097	40.26963148	5.331620365	10.76253261	3.427945704	16.70643306	4.062331836	NA	NA	NA	NA	6.83289844	-1.404498603	1	female
TRINITY_DN130597_c4_g2_i1	0.000562762	0.001554349	0.349199051	2	-1.517878457	0.13770499	-2.860347256	0	NA	0.548397447	-0.86670624	0	NA	0	NA	4.321315917	2.111470705	0	NA	0.622357699	-0.68418409	0.232108115	-2.107131132	kif27	scaffold_557	16032	16032	0.394226128	4.061693989	3	male
TRINITY_DN130597_c4_g5_i1	2.05E-12	2.21E-11	6.440377629	2	2.687145283	1.780186251	0.83202819	19.52210777	4.287036922	0.744389925	-0.425869566	13.4824839	3.753014406	17.54610942	4.133079265	0.846095051	-0.241108349	8.72308409	3.124838297	1.861970536	0.896830244	0.864168786	-0.210614974	NA	NA	NA	NA	3.057880465	-3.42612953	3	female
TRINITY_DN130597_c4_g6_i7	3.61E-10	2.87E-09	17.16654176	2	4.101527529	5.86954713	2.553249195	33.6393806	5.072079236	4.783512686	2.258070424	31.6046091	4.982063066	35.73652692	5.159327527	11.62632619	3.539323386	22.92955256	4.519136298	4.986071841	2.31790367	2.984977853	1.577720227	NA	NA	NA	NA	6.386142745	-2.203127532	1	female
TRINITY_DN130600_c2_g1_i2	6.01E-09	3.95E-08	72.97049054	2	6.189241247	29.29835464	4.872747742	80.18561636	6.325271565	26.18776585	4.71082108	69.31596768	6.115115826	83.52714161	6.384173163	14.65522452	3.873343165	80.17430917	6.325068112	5.073783999	2.343062102	19.60725259	4.293315491	olfm4	Chr08	58013003	58013003	6.88348175	-2.037376735	1	female
TRINITY_DN130604_c5_g5_i1	2.42E-06	1.05E-05	0	2	NA	2.729618918	1.448699551	0.721820559	-0.47028786	5.801060683	2.536316711	1.159068288	0.212965567	1.365532991	0.44946417	9.020007394	3.173128616	0.414869591	-1.26927018	4.270331286	2.094347996	6.158125857	2.622491353	NA	NA	NA	NA	0.461633999	2.873240135	1	male
TRINITY_DN130608_c5_g1_i1	0.000102101	0.000329668	46.41034677	2	5.536374572	19.16540942	4.260432913	27.29863922	4.770757132	15.44503218	3.949070972	26.83119781	4.745839556	27.37522403	4.774798866	14.18946387	3.826748175	40.64839288	5.345126408	14.45076646	3.853074109	16.94275272	4.082596386	NA	NA	NA	NA	5.519773781	-1.08396502	1	female
TRINITY_DN130608_c5_g4_i1	0.014898943	0.02936573	0.498254238	2	-1.005046019	0.544110083	-0.878029531	1.28596769	0.362854395	0.169286587	-2.562460425	1.702020542	0.767248449	0.819118166	-0.287856505	0.683816917	-0.548317981	0.71671823	-0.480522044	0.351300786	-1.50922129	0.18342453	-2.446741506	mif4gd	Chr10	35794316	35794316	0.485196491	-1.345197465	1	female
TRINITY_DN130608_c5_g6_i1	4.00E-05	0.000139518	4.315610766	2	2.109564751	10.61147697	3.407553568	6.194596972	2.631010422	20.4817731	4.356268709	4.641940966	2.214728175	5.063712396	2.340195466	9.836232898	3.298105895	4.351566123	2.121534718	27.24331154	4.767830175	12.35155671	3.626620976	NA	NA	NA	NA	3.122531327	1.712953565	1	male
TRINITY_DN130611_c2_g4_i4	2.70E-10	2.18E-09	0	2	NA	8.242031147	3.042999916	0.685495174	-0.544781586	11.51456587	3.525388114	1.761181684	0.816543746	0.576361327	-0.794954559	9.841877369	3.29893354	0.787982827	-0.343763906	19.5690506	4.29050186	9.679812699	3.274979132	NA	NA	NA	NA	1.037348287	3.83248373	3	male
TRINITY_DN130615_c4_g1_i2	4.74E-07	2.32E-06	4.804056544	2	2.264253132	16.7299224	4.064358848	1.857470793	0.893339526	16.43718153	4.038891037	2.120992996	1.084739857	6.651912094	2.733769103	9.986899058	3.320036789	5.219327109	2.383863822	59.46023356	5.893853225	24.44817688	4.611654981	birc7	scaffold_2921	2480	2480	3.929536154	2.621857697	1	male
TRINITY_DN130616_c1_g1_i3	1.09E-12	1.22E-11	21.38835122	2	4.418753368	11.91019469	3.574125091	48.5078594	5.600146611	11.48279227	3.5214016	46.08819751	5.52632544	47.66337603	5.574809237	8.623566052	3.108284582	34.613864	5.113278096	5.605166149	2.486757138	7.352837995	2.878301198	NA	NA	NA	NA	6.378765593	-2.140931849	1	female
TRINITY_DN130618_c0_g1_i10	0.000153547	0.000477599	0.230473957	2	-2.117324356	0.045443156	-4.459793157	0.195276095	-2.356412744	0.576852031	-0.793726796	0.175596916	-2.509660588	0.229862194	-2.121158893	2.78287474	1.476575973	0.493837554	-1.017891544	2.464564116	1.301332513	4.090255051	2.032190806	sfrpx	scaffold_1043	347	347	1.114225522	2.895683729	1	male
TRINITY_DN130620_c0_g2_i1	0.026205635	0.048029825	0.099931201	2	-3.322920996	4.886517023	2.288806518	1.794998911	0.843982969	7.179836831	2.843951058	3.197756734	1.677060191	1.338371283	0.420478395	3.38575831	1.759478991	4.321391863	2.11149606	8.090906795	3.016301403	4.503478253	2.171039695	NA	NA	NA	NA	3.039312952	1.346926616	1	male
TRINITY_DN130625_c0_g1_i2	7.26E-07	3.46E-06	12.88522499	2	3.687645823	0.98611421	-0.020173348	6.532783909	2.707697919	1.840832373	0.88035826	13.74481681	3.780815774	8.788377571	3.135596853	4.50658524	2.172034679	11.44690356	3.51688549	2.307956268	1.206615888	1.703694525	0.768666681	NA	NA	NA	NA	3.716754281	-2.22182708	1	female
TRINITY_DN130625_c2_g1_i3	1.28E-11	1.25E-10	27.31387776	2	4.771562243	13.64025536	3.769798748	34.03667937	5.089018389	9.92178867	3.310600229	39.86802118	5.317160095	40.10583206	5.325740139	9.952355183	3.315037974	28.18241776	4.81672348	8.609341076	3.105902824	10.82175754	3.435862918	NA	NA	NA	NA	6.275546567	-1.680580652	1	female
TRINITY_DN130626_c2_g1_i3	4.71E-05	0.000161697	0.409984276	2	-1.286359515	6.305338862	2.656573906	1.736858452	0.796480184	6.398331118	2.677695655	1.963436507	0.973380945	2.394962436	1.260003028	4.654839883	2.218731543	0.878475096	-0.186926707	5.871630241	2.553761119	5.395723169	2.431816332	NA	NA	NA	NA	1.909718614	1.943026744	1	male
TRINITY_DN130626_c2_g4_i4	6.78E-11	5.97E-10	0.567498162	2	-0.817312375	10.36894638	3.3741974	1.730988496	0.791596137	10.59720928	3.405612483	1.801557974	0.849245078	2.735627088	1.45187158	8.139234881	3.024893182	0.460598783	-1.118417496	11.68551142	3.54664897	10.24121685	3.35631524	NA	NA	NA	NA	4.680549546	2.818688413	1	male
TRINITY_DN130627_c3_g1_i1	3.69E-10	2.92E-09	22.85533412	2	4.514459005	44.61381863	5.479418733	19.91816165	4.316012595	106.4291998	6.733750211	19.19023438	4.262300427	20.09652326	4.328874029	152.2533615	7.250330271	23.08690564	4.529002915	269.5286926	8.074295053	77.15186143	6.26962906	NA	NA	NA	NA	5.016646158	2.634377303	1	male
