gid	gname	chr	start	end	logCPM	logFC.FL.ML	PV.FL.ML	FDR.FL.ML	A2FL1	A17ML1	A17FL1	A15ML1	A12ML1	A12FL1	A7FL1	A8FL1	A8ML1	average	ward.D
TRINITY_DN134398_c2_g2_i2	NA	NA	NA	NA	8.64247140557155	1.73926588772208	1.47647859749522e-05	0.00307350923872	7.66273913715486	9.33796471247697	8.19383873351627	9.55484391777155	8.91037065557456	8.01450508407459	6.83420791133332	6.80871126951463	9.52399099077736	2	2
TRINITY_DN134475_c3_g2_i1	dvl1	Chr07	69947747	69947747	0.146136605444338	-3.13680874787834	0.000129237363364661	0.0165415092852485	1.21296303092142	0.0145712359246261	0.916804549567983	-3.03012314092908	-3.03012314092908	0.650790708312179	0.39682653260504	0.55540403902356	-3.03012314092908	1	1
TRINITY_DN134779_c7_g2_i1	NA	NA	NA	NA	2.27314281525227	-1.97782416561209	0.000214145465113194	0.0243152788659591	3.63832917019554	1.10535866745511	3.56887238427182	0.47110984274877	1.18529916490343	2.28097243142444	1.23777792996985	2.15204229955185	0.859780417514791	1	1
TRINITY_DN134935_c0_g2_i1	slc12a2	Chr01	159210667	159210667	0.587346400083447	-4.79936353925147	1.40953355737555e-10	9.53599792048749e-08	1.62208127000458	-3.03012314092908	1.9856776870109	-3.03012314092908	-1.62532049432322	1.23856350465095	0.627871613324902	0.760525270945106	-2.35109427917736	1	1
TRINITY_DN135127_c9_g1_i3	NA	NA	NA	NA	6.16388116317533	-1.79858243321515	0.000263605304230639	0.0285341444459485	5.8189262740925	4.45518333022402	6.09190648844123	3.87703816584035	4.97836128238183	7.6661672622	5.67859504215573	7.18212719022114	5.71859978079364	1	1
TRINITY_DN135638_c10_g1_i1	NA	NA	NA	NA	1.39528415879867	1.5776197872775	0.00041124406150911	0.0393444255412479	1.3144260487698	1.87709773448753	-0.298194415707943	2.02232148220503	2.03195710938042	0.650790708312179	0.154896786193908	0.499219165474712	2.22786135843573	2	2
TRINITY_DN135762_c3_g1_i1	cyr61	Chr04	29037957	29037957	1.96463921738781	-2.36601910103827	5.57384426544025e-06	0.00137123807688616	2.69068785168177	-0.667277823120409	3.19853518312275	0.87358311566277	0.617733471105601	2.73045915907667	1.25323806624758	2.44756267189611	-0.10190857857227	1	1
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	1.87343045165605	10.0534267187227	5.63422282758736e-33	5.33645415114937e-29	-3.03012314092908	3.49601524715821	-3.03012314092908	3.25752893319974	2.27179479497771	-3.03012314092908	-3.03012314092908	-3.03012314092908	2.88886178892701	2	2
TRINITY_DN136095_c7_g1_i1	NA	NA	NA	NA	1.43588391684959	-4.09405390690405	0.000168904560165881	0.0210442873534653	0.183739557412906	-0.991729525760769	0.916804549567983	-2.34552183260596	-0.753655347590238	3.35835359252211	3.13113661108288	-3.03012314092908	-2.35109427917736	1	1
TRINITY_DN136145_c2_g6_i4	NA	NA	NA	NA	4.32983042810491	-1.49001001073543	0.000419077561508475	0.039495453968433	5.13278091572335	3.54386212734349	4.95328832596982	2.82990176449182	2.47738676503775	4.06780629582068	3.91774984696154	5.41326184089375	4.00141890908567	1	1
TRINITY_DN136165_c4_g1_i1	NA	NA	NA	NA	0.383580213729461	-2.50663255127286	0.000379612631465602	0.0382108322634615	2.0326633315979	-1.41098287253754	-0.778468275942756	-1.88313204429709	-1.35336493377129	0.386067493679254	0.280926966771276	1.43535102177016	-0.491959181085525	1	1
TRINITY_DN136241_c3_g1_i3	NA	NA	NA	NA	3.63265995536163	1.37754032883074	0.000299705616943447	0.0317168910712833	2.61315659238473	4.49629666628414	3.76896996226151	4.38286929188103	3.98088427148604	2.87979866284717	2.42129955007172	2.07725600723303	4.00803182138865	2	2
TRINITY_DN136702_c5_g1_i1	NA	NA	NA	NA	2.80131814659928	-3.90802071168938	6.01011739190056e-07	0.000209609557905694	4.93986275080334	0.185194626395048	2.89039787834353	-0.479699676219413	0.485408343726932	2.28097243142444	0.280926966771276	3.91202458974876	-1.54305620508365	1	1
TRINITY_DN136702_c5_g3_i1	NA	NA	NA	NA	1.55637624960524	-3.68978638046901	0.000314775429511499	0.0330196223512497	1.69914693790132	-0.991729525760769	-1.85757418480317	-1.53352107754198	-1.96073461724589	-0.2408905848568	4.15021831386172	0.316207119889257	-0.349898975320438	1	1
TRINITY_DN142384_c0_g1_i1	NA	NA	NA	NA	2.2690922210632	2.57033623623679	2.21879675830054e-07	9.13710152010589e-05	-0.325499882174567	3.39528055589377	0.660731048804973	2.85975784492502	3.2016107217628	0.925263487359935	-0.724574843793737	1.65696947147466	3.13830378215427	2	2
TRINITY_DN142998_c0_g1_i1	NA	NA	NA	NA	1.99499812942113	-9.81767099480785	1.32215206109745e-14	1.3914181385205e-11	3.09887030741946	-3.03012314092908	3.93745478026231	-3.03012314092908	-3.03012314092908	-0.484748293439557	2.89530575786132	1.63105871639098	-3.03012314092908	1	1
TRINITY_DN153705_c0_g1_i1	foxc2	Chr04	63959102	63959102	0.0941404731220435	-3.46392977944731	2.37290773340567e-06	0.000681060472634904	0.639766686335897	-3.03012314092908	1.32309341983681	-2.34552183260596	-0.927253012309978	-0.2408905848568	0.504103651064544	1.06145125444334	-3.03012314092908	1	1
TRINITY_DN159788_c0_g1_i1	NA	NA	NA	NA	3.25224281313894	1.40868386280308	0.00046386461205307	0.041842796886292	3.05556436744345	3.90306319706868	1.08284781965504	3.42664783431015	4.16519535539229	2.41160464969387	2.06617528935148	2.97610782543725	3.86236604785947	2	2
TRINITY_DN161459_c0_g1_i1	NA	NA	NA	NA	2.16018420200208	-2.47586034561266	0.000126413542982137	0.0164017242788399	4.23805682184824	0.0145712359246261	1.83862089776808	0.751489706651752	0.954497222391933	2.82726457082191	1.73286252060836	1.06145125444334	-0.491959181085525	1	1
TRINITY_DN167774_c0_g1_i1	NA	NA	NA	NA	5.24405483649288	-8.67673931459301	2.21033958594536e-15	2.61690392353519e-12	7.97459717742018	-2.00441420791874	3.84028941426091	-3.03012314092908	-1.62532049432322	3.59670991422806	4.85982531197886	5.04997536885671	-1.26278759123677	1	1
TRINITY_DN179282_c0_g1_i1	NA	NA	NA	NA	8.35714273948112	-7.72702447079031	5.74858930510218e-39	1.08895527206551e-34	9.14149175226503	2.06372040656721	9.15092453535244	0.47110984274877	1.90819467541432	8.15301412724198	9.77762706494165	9.32930417496954	1.22022072447276	1	1
TRINITY_DN179330_c0_g1_i1	NA	NA	NA	NA	3.23910282215647	5.41432733053095	2.76857824757541e-07	0.000111585484561321	-3.03012314092908	5.53246004693517	0.433599740344045	5.13487628020634	0.0892008412977255	-0.624107085975295	-1.86319402342682	-0.672075308568349	-0.491959181085525	2	2
TRINITY_DN193423_c0_g1_i1	NA	NA	NA	NA	3.66302916955344	1.2542853608171	0.000476424251542631	0.042558203298946	2.74621887571925	3.89078123895836	3.01891927078615	4.49174879912667	4.15977821237413	3.51602851115566	2.03967357437903	3.20410435422092	4.27801701611003	2	2
TRINITY_DN19764_c0_g1_i1	NA	NA	NA	NA	7.07773741160048	-4.48885806131558	4.95264646900221e-06	0.00126781056840958	8.72468773640332	-1.41098287253754	6.83043325771655	1.09055719104071	5.22134667757061	6.96971230203278	8.5051545386738	7.20535966671668	1.22022072447276	1	1
TRINITY_DN27005_c0_g1_i1	NA	NA	NA	NA	1.68804595712898	-9.50113548797034	4.18423520377053e-13	3.96309837325125e-10	3.26015869738528	-3.03012314092908	3.44214885320396	-3.03012314092908	-3.03012314092908	-0.778380974963506	2.43492167685556	0.940079901309655	-3.03012314092908	1	1
TRINITY_DN34585_c0_g1_i1	NA	NA	NA	NA	0.819086513714403	-2.53759858775725	3.51052200603105e-05	0.0062149362953501	2.2011001241983	-3.03012314092908	0.974302018206489	-0.337401416548998	-0.598720840335565	0.2329374284184	1.51929870698559	1.52249521910336	-0.826492872310954	1	1
TRINITY_DN37225_c0_g2_i1	NA	NA	NA	NA	10.3081094369356	-6.72900427114115	3.31709271408848e-25	1.0472614547163e-21	12.0894312496315	4.72796410431684	10.6715365587562	3.70679081340362	4.43109208859435	9.49181316236025	10.9324380780077	11.3776277956702	4.63062620194879	1	1
TRINITY_DN44500_c0_g1_i1	NA	NA	NA	NA	3.27179138782049	1.40266079736571	0.000188535421304669	0.0223214155360896	2.79969143358624	4.49629666628414	2.1191215827171	3.53238938065285	3.47894851947453	3.08390819997569	2.0835764474382	2.09631915637282	3.78746772048177	2	2
TRINITY_DN59305_c0_g1_i1	NA	NA	NA	NA	1.08762764415697	1.55231597863338	0.00059811637779593	0.0492613849764708	-0.876545550551878	1.662696279362	0.349181740251493	1.85452920029139	1.65454042694805	0.766916941545498	0.0525786212201245	0.55540403902356	1.74843831848399	2	2
TRINITY_DN6127_c0_g1_i1	NA	NA	NA	NA	8.80258004773059	-5.87325411671904	3.23792520117282e-25	1.0472614547163e-21	9.21324212047416	4.24932939841042	9.84926514867829	2.79941474257429	3.63545084935424	8.32301841068662	10.3303698158348	9.71360909432487	4.0211673996142	1	1
TRINITY_DN70872_c0_g1_i1	NA	NA	NA	NA	0.21319737122625	-7.84218874518516	3.75427022216107e-06	0.000987738066922183	1.49816714166004	-3.03012314092908	-3.03012314092908	-3.03012314092908	-3.03012314092908	-3.03012314092908	2.01267590918572	1.13704012532524	-3.03012314092908	1	1
TRINITY_DN72345_c0_g1_i1	NA	NA	NA	NA	1.1618671766706	-2.47873399925914	3.3650530977046e-05	0.00607087626950649	-0.180376899361632	-0.667277823120409	2.41743171726444	-0.479699676219413	-1.1246338656865	1.59342062150738	2.07490210388282	1.80336126630517	0.00774045168490535	1	1
TRINITY_DN75938_c0_g1_i1	NA	NA	NA	NA	-0.0507327666052123	-2.78076704408363	6.58608713314469e-06	0.00157924365269823	0.985740953888752	-0.991729525760769	0.513349969656812	-1.88313204429709	-1.62532049432322	0.311533193217077	0.554891932221306	0.17987964523616	-2.35109427917736	1	1
TRINITY_DN87581_c0_g1_i1	NA	NA	NA	NA	0.150540353030274	2.49104830515508	3.34636319237871e-05	0.00607087626950649	-3.03012314092908	0.60162789030582	-1.85757418480317	0.61810036839575	1.52570199244682	-0.484748293439557	-0.553425403284125	-1.52722418035343	1.02538515515336	2	2
TRINITY_DN9176_c0_g1_i1	NA	NA	NA	NA	0.585799842493402	-4.06416849798704	0.00031585202095102	0.0330196223512497	2.59310479422152	-3.03012314092908	-3.03012314092908	-2.34552183260596	-1.62532049432322	1.31686151904346	1.75475213847876	-2.09122904276705	-1.54305620508365	1	1
TRINITY_DN93628_c0_g1_i1	NA	NA	NA	NA	2.70936046842426	1.60762928473041	0.000187870793990744	0.0223214155360896	1.45437883815113	3.93929391009091	2.39655140844157	3.25752893319974	3.27359559758562	2.20064628967441	0.478022907287406	1.84903379808479	2.84521260807458	2	2
TRINITY_DN93825_c0_g1_i2	hspbap1	scaffold_292	129833	129833	1.64705743975233	2.90297196377253	7.94484439891542e-05	0.0114884875915004	1.40921976986132	2.77480443406314	-0.60001561168335	2.73643709531413	2.98591705151939	-2.40952652026907	-0.135942139072526	-2.48560899549787	1.39184714501612	2	2
TRINITY_DN96058_c0_g1_i3	NA	NA	NA	NA	1.75155989482771	-3.00399702267511	3.41278333319565e-07	0.000134684072251511	3.47261697823995	0.185194626395048	2.66450324215913	-0.479699676219413	-0.927253012309978	1.90359576417701	1.92851243893233	1.09974068569252	-0.349898975320438	1	1
TRINITY_DN96380_c0_g1_i1	NA	NA	NA	NA	5.91844047794653	-5.51231159774032	3.19931160667129e-16	4.32889712608388e-13	7.66153611405007	2.69228768660473	6.83334957187083	0.0207429741454077	-0.214139862016591	6.50559451369174	6.23322546621808	5.68759657016825	0.800066895412375	1	1
TRINITY_DN96380_c0_g3_i1	NA	NA	NA	NA	4.20256311334602	-4.42292231337001	4.09902994037246e-17	6.47066034670629e-14	5.70909438726012	0.337756187746619	3.73610435021076	0.0207429741454077	0.0892008412977255	5.41600709637215	4.61705290139586	4.71279942167817	1.58113213777877	1	1
TRINITY_DN96852_c0_g2_i1	NA	NA	NA	NA	2.89589300656912	2.65181893535251	0.000391133962798882	0.0385170639449269	-0.876545550551878	3.91524147835741	2.59288612775324	3.07867034573098	3.63545084935424	2.11558269500536	-1.51007872775723	-1.31087600298613	4.31047938246025	2	2
TRINITY_DN96922_c0_g1_i1	Xetrov90014906m	Chr05	123207954	123207954	4.98040425735139	1.334579622211	8.25728977182927e-05	0.0117288980868996	3.85589184033029	5.10280883958851	4.15198353188099	5.25489046256067	5.64621830320349	4.74617445124131	4.24798874314555	4.03073382915808	6.06940131713887	2	2
TRINITY_DN97415_c1_g1_i1	NA	NA	NA	NA	0.0268013704090468	-2.4164128356227	0.000108468910413561	0.0144699054222823	1.21296303092142	-3.03012314092908	-0.298194415707943	-1.01709375243476	-1.62532049432322	0.456939540129424	0.310786373835983	0.853094156594147	-1.02820986199079	1	1
TRINITY_DN97635_c0_g1_i5	NA	NA	NA	NA	0.467443917769618	-3.06872654705745	0.000347602581580698	0.0354012672198019	2.37558238220113	-0.667277823120409	1.74260794463245	-1.01709375243476	-3.03012314092908	-0.624107085975295	-0.553425403284125	0.316207119889257	-1.89122788999925	1	1
