"gid"	"Am2_463"	"base"	"logAm2_463"	"Am2_464"	"logAm2_464"	"Am4_461"	"logAm4_461"	"Am6_462"	"logAm6_462"	"Am6_464"	"logAm6_464"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.XY46.XX46"	"PV.XY46.XX46"	"FDR.XY46.XX46"	"meanXY"	"group1"	"meanXX"	"group2"
"14151"	"TRINITY_DN129671_c1_g9_i1"	10.80459044	2	3.433572481	6.579380304	2.717951706	34.97355687	5.128192623	23.13282688	4.531869672	6.663488135	2.736277582	NA	NA	NA	NA	4.801375645	1.824445319	4.16031926164786e-05	0.000393636277332167	4.52170562771115	"meanmale"	2.72716553038886	"meanfemale"
"14232"	"TRINITY_DN129733_c3_g5_i1"	5.859453735	2	2.550766171	0.43336927	-1.206331239	5.419991762	2.438290659	5.288761019	2.402929786	0.20913545	-2.257490465	"eif6"	"Chr10"	6210596	6210596	1.272492906	4.182105379	8.22741158541345e-11	1.91417791372945e-09	2.46540915815785	"meanmale"	-1.63777202737421	"meanfemale"
"14305"	"TRINITY_DN129794_c4_g1_i1"	2.415861897	2	1.272537985	1.16141236	0.215880293	3.220245298	1.687170588	3.654148939	1.869535438	0.980830665	-0.02792401	NA	NA	NA	NA	1.263057333	1.569793454	0.00248282754389094	0.0151034638468741	1.63080245840018	"meanmale"	0.099256838576793	"meanfemale"
"14373"	"TRINITY_DN129836_c0_g2_i1"	6.232888185	2	2.639900832	2.225917064	1.15439984	9.158364603	3.195090001	7.219249485	2.851848862	3.012534166	1.590977603	"pole-like"	"Chr01"	131735774	131735774	3.525492863	1.552922261	9.26752074509057e-05	0.000813591111944048	2.91397777664682	"meanmale"	1.38919541591066	"meanfemale"
"14470"	"TRINITY_DN129910_c0_g1_i2"	1.372464356	2	0.456768682	0.61430094	-0.702982504	1.771723722	0.825153651	1.547375782	0.629823599	0.617603126	-0.69524804	NA	NA	NA	NA	1.650314189	1.375031022	0.00307608550462932	0.0180774384003204	0.64519865174323	"meanmale"	-0.698875885881494	"meanfemale"
"14616"	"TRINITY_DN130034_c2_g2_i1"	41.1370094	2	5.362365011	24.2686791	4.601023682	47.82473662	5.579685118	63.14630621	5.98062644	24.79367507	4.631900227	NA	NA	NA	NA	4.514025021	1.076841787	0.00110035693570617	0.00739132839575748	5.66399306229988	"meanmale"	4.61655043666046	"meanfemale"
"14628"	"TRINITY_DN130043_c0_g2_i4"	1.362798673	2	0.446572448	0.385387052	-1.375619993	2.000711393	1.00051307	1.73103691	0.791636487	0.976395944	-0.034461793	NA	NA	NA	NA	1.604898418	1.328193584	0.0102785099572837	0.0493562412099754	0.764076314898338	"meanmale"	-0.554291308206264	"meanfemale"
"14631"	"TRINITY_DN130045_c0_g3_i2"	9.006652229	2	3.170990956	1.186875778	0.247168946	8.402164232	3.070760986	3.464637407	1.792704374	1.047413469	0.066831062	NA	NA	NA	NA	3.633784238	2.669187443	7.72827752455961e-08	1.18908679666898e-06	2.79865566757957	"meanmale"	0.159945102089333	"meanfemale"
"14636"	"TRINITY_DN130048_c0_g1_i3"	6.120943588	2	2.613754072	3.958386494	1.984912483	6.288959931	2.652821444	6.469746489	2.693709183	2.463602066	1.300769243	NA	NA	NA	NA	3.828685089	1.001052016	0.00740088656610993	0.0376474631542622	2.6538205387756	"meanmale"	1.68306502423268	"meanfemale"
"14654"	"TRINITY_DN130068_c0_g10_i1"	17.81947425	2	4.155382867	8.699035447	3.120855443	10.58824026	3.404390932	33.49918618	5.066054142	10.10170309	3.336526639	NA	NA	NA	NA	5.533863517	1.162427898	0.00798972557514391	0.040062675024058	4.36707281936618	"meanmale"	3.23273277747532	"meanfemale"
"14729"	"TRINITY_DN130136_c6_g1_i1"	1.511444529	2	0.595928032	0.645883262	-0.630654661	2.585557811	1.370475563	2.02334382	1.016741493	0.278295094	-1.845312619	NA	NA	NA	NA	1.879488516	2.202271658	3.72610014369286e-05	0.000355791208590519	1.02872146635017	"meanmale"	-1.11344461489254	"meanfemale"
"14764"	"TRINITY_DN130164_c2_g10_i1"	2.784806734	2	1.477577208	1.512034523	0.59649108	3.493678782	1.804746969	3.563978491	1.83348863	1.216129994	0.282297449	NA	NA	NA	NA	2.250926105	1.302569493	0.00194592452479606	0.0122096361189782	1.71410100379108	"meanmale"	0.448036405262631	"meanfemale"
"14877"	"TRINITY_DN130250_c2_g1_i1"	48.09150463	2	5.587710159	16.03843141	4.003461145	28.63391874	4.839653221	52.2531292	5.707445531	21.52781725	4.428130144	NA	NA	NA	NA	5.377434434	1.224554101	0.000716497972417189	0.00506667874399124	5.42602822917179	"meanmale"	4.23137283229974	"meanfemale"
"14928"	"TRINITY_DN130291_c2_g1_i1"	2.088887485	2	1.062734786	0	NA	3.046761797	1.607276711	2.826751579	1.499145102	0.562502245	-0.830069241	NA	NA	NA	NA	0.583267369	3.094575518	2.54601970121276e-05	0.000252085261484507	1.40829535942815	"meanmale"	-1.82955637559371	"meanfemale"
"14974"	"TRINITY_DN130326_c1_g3_i1"	1.751499876	2	0.808590886	0.406494326	-1.29869288	0.959222004	-0.060063341	1.808619172	0.854888662	0.490415333	-1.027924009	NA	NA	NA	NA	0.227150134	1.746363803	0.00514447560598811	0.0278084885324988	0.591245698232845	"meanmale"	-1.15664374984766	"meanfemale"
"14988"	"TRINITY_DN130339_c2_g2_i1"	104.3015276	2	6.704616477	45.01356873	5.492288043	95.93636887	6.58400593	135.7390861	7.084692395	67.63646164	6.079729283	"sh3pxd2b"	"Chr03"	30631744	30631744	7.585142239	1.024048617	0.00689420893631227	0.0354209741834351	6.80725737613019	"meanmale"	5.81570645366601	"meanfemale"
"15031"	"TRINITY_DN130380_c0_g1_i1"	3.788840904	2	1.921756561	2.367903835	1.243610492	5.711629882	2.513902495	4.052129864	2.018680411	2.053823819	1.03831243	NA	NA	NA	NA	3.915751231	1.062090466	0.00431535349014548	0.0239670661102071	2.1755672505807	"meanmale"	1.14467542179158	"meanfemale"
"15052"	"TRINITY_DN130408_c2_g3_i12"	22.74789852	2	4.507661368	6.249101414	2.643648753	19.51990389	4.286874044	13.2910129	3.732379151	10.05230972	3.329455123	NA	NA	NA	NA	3.401351183	1.210446013	0.00399367614268016	0.0225455583238085	4.21098922105863	"meanmale"	3.02694265199193	"meanfemale"
"15053"	"TRINITY_DN130408_c2_g6_i1"	55.19304933	2	5.786414689	16.00261992	4.000236215	59.07264206	5.884418234	51.30632407	5.68106476	37.76098988	5.238824679	"LOC100492505"	"Chr01"	82525693	82525693	4.449843994	1.069337341	0.00468119624564365	0.0256770872141188	5.78635515604843	"meanmale"	4.74856346858477	"meanfemale"
"15058"	"TRINITY_DN130413_c0_g1_i1"	3.357611049	2	1.747435116	1.082545792	0.114428053	2.873845678	1.522982593	2.408290779	1.268009595	1.737497042	0.797010522	NA	NA	NA	NA	2.809176846	1.052689918	0.0103453418592898	0.0495626529605355	1.5260767441308	"meanmale"	0.495819389689494	"meanfemale"
"15104"	"TRINITY_DN130449_c0_g1_i2"	8.353182483	2	3.062325955	2.530470507	1.33940566	7.684750991	2.941998513	9.230856028	3.206464443	2.813966072	1.492604934	NA	NA	NA	NA	4.03262226	1.684200844	1.46984708710389e-06	1.85148768684132e-05	3.07433927607397	"meanmale"	1.41809185187472	"meanfemale"
"15177"	"TRINITY_DN130513_c3_g3_i2"	12.64231035	2	3.660188231	4.677462039	2.225725945	8.50669054	3.088597972	16.03941897	4.003549976	7.745820805	2.953418126	NA	NA	NA	NA	4.286978436	1.025665582	0.00717430685764223	0.0366593704848299	3.63183068136278	"meanmale"	2.63499777548138	"meanfemale"
"15212"	"TRINITY_DN130527_c4_g4_i1"	2.460690945	2	1.299063471	1.778030256	0.830279874	6.818002513	2.769349131	4.61171628	2.205303759	1.807770538	0.854211567	NA	NA	NA	NA	3.844785952	1.399967452	0.00180161163498292	0.0113987812755223	2.2110859090603	"meanmale"	0.842375807642912	"meanfemale"
"15235"	"TRINITY_DN130543_c0_g1_i1"	0.414561075	2	-1.270343433	0.311403068	-1.683144937	1.477010522	0.562680104	0.942159523	-0.085956743	0.247957001	-2.011838135	NA	NA	NA	NA	1.726295775	1.796417281	0.00204479085813007	0.0127575399853932	-0.0821069003963573	"meanmale"	-1.83763508147535	"meanfemale"
"15283"	"TRINITY_DN130578_c0_g3_i1"	4.048040606	2	2.017223762	0.732639369	-0.448824867	7.968873612	2.994375816	1.658974565	0.730291767	1.298218172	0.376532856	NA	NA	NA	NA	2.044477626	2.185173963	0.000633292308105978	0.00455842523996283	2.18863183682188	"meanmale"	0.0222311125732183	"meanfemale"
"15347"	"TRINITY_DN130627_c3_g1_i1"	113.0117689	2	6.820329211	23.62761965	4.562402388	110.2946134	6.785218524	83.7345583	6.387751259	27.17971661	4.764458509	NA	NA	NA	NA	4.935561672	2.039505188	1.02720388768896e-09	2.04955937302803e-08	6.67732613491997	"meanmale"	4.6669706020921	"meanfemale"
"15369"	"TRINITY_DN130646_c1_g1_i2"	131.3928808	2	7.037743299	33.67394864	5.073560998	50.68967674	5.663620058	70.46753246	6.138886791	41.65276619	5.380340404	"LOC101733592"	"Chr10"	36698208	36698208	5.696852537	1.191795408	0.00399739815756368	0.0225614635546042	6.39546495870085	"meanmale"	5.23509353686087	"meanfemale"
"15384"	"TRINITY_DN130656_c3_g2_i12"	12.23949163	2	3.613471732	1.489637592	0.574961386	7.557596967	2.917927584	12.40356484	3.632682912	1.25802194	0.331157083	NA	NA	NA	NA	1.500131341	2.99294251	1.16817401763809e-07	1.75408959505789e-06	3.42406899984981	"meanmale"	0.458308256824638	"meanfemale"
"15510"	"TRINITY_DN130770_c0_g2_i2"	11.6814107	2	3.546142606	4.324791577	2.112630607	10.45926075	3.386708982	10.80415531	3.433514379	5.503190389	2.460268241	NA	NA	NA	NA	4.543392758	1.188860603	0.000167315551850752	0.00138408529973785	3.45703067186878	"meanmale"	2.29692456903662	"meanfemale"
"15519"	"TRINITY_DN130777_c3_g1_i1"	1.082313747	2	0.114118776	0.489709552	-1.030001758	0.884747463	-0.176662375	1.14779732	0.198867911	0.221553898	-2.174270385	"cnn2"	"Chr03"	128570048	128570048	0.624857111	1.605673445	0.00725362835345687	0.0370040386098523	0.05434308295355	"meanmale"	-1.49113845178028	"meanfemale"
"15520"	"TRINITY_DN130777_c4_g10_i1"	2.186264195	2	1.128467751	0.817471296	-0.290760021	1.446766421	0.532832019	1.76292034	0.817967286	0.475507971	-1.07245857	NA	NA	NA	NA	1.46073423	1.515662443	0.00339940225369144	0.0197048829344998	0.846994942553498	"meanmale"	-0.629077717361548	"meanfemale"
"15541"	"TRINITY_DN130791_c0_g2_i1"	3.388964312	2	1.760844444	1.018266256	0.026114846	8.409962148	3.072099307	3.559742993	1.831773085	1.289912357	0.367273045	NA	NA	NA	NA	1.100314681	2.169775355	0.000595149317490436	0.00430999393946834	2.35604701237865	"meanmale"	0.206879869694041	"meanfemale"
"15543"	"TRINITY_DN130792_c5_g2_i3"	30.28886854	2	4.920715781	15.26904394	3.932537827	54.10617562	5.757721366	38.43533615	5.264361381	21.16625035	4.40369381	NA	NA	NA	NA	4.210200231	1.199168255	0.00121310029065314	0.00805321648900188	5.35556464717834	"meanmale"	4.1872726575569	"meanfemale"
"15585"	"TRINITY_DN130828_c1_g5_i3"	3.100105493	2	1.63231731	0.805599306	-0.311865654	2.376258817	1.24869198	2.81628353	1.493792585	1.214894731	0.280831312	NA	NA	NA	NA	0.6606039	1.451372899	0.00976333723166589	0.0472829891058212	1.46692251754947	"meanmale"	0.0148508928610361	"meanfemale"
"15616"	"TRINITY_DN130851_c1_g5_i1"	1.712444864	2	0.776057538	0.686040399	-0.54363456	3.075869716	1.620994397	3.837310704	1.940095584	1.158743413	0.212561138	"pvrl2"	"Chr07"	101340057	101340057	0.921907095	1.652558879	0.00579650072739029	0.030713941925184	1.5237167190761	"meanmale"	-0.11639184195269	"meanfemale"
"15618"	"TRINITY_DN130851_c2_g3_i1"	0.696616112	2	-0.521564254	0.294707051	-1.762646517	1.169591529	0.226004767	0.868485595	-0.203426175	0.323226823	-1.62938117	NA	NA	NA	NA	0.645265507	1.588727765	0.00601309169798981	0.0316598100146852	-0.133425235674558	"meanmale"	-1.69400876737332	"meanfemale"
"15620"	"TRINITY_DN130854_c0_g3_i2"	8.691876842	2	3.119667733	5.550164509	2.472530534	9.672180219	3.273841126	11.84033683	3.565638218	4.733378906	2.242870414	NA	NA	NA	NA	2.908074046	1.001519993	0.0102425836599786	0.0492406089174104	3.33173835984433	"meanmale"	2.36229361459348	"meanfemale"
"15664"	"TRINITY_DN130880_c4_g2_i7"	59.15423934	2	5.886409659	39.08334535	5.288482055	102.0952466	6.673771888	79.93900141	6.320827646	30.18103029	4.915570151	"ctage5"	"Chr08"	69889150	69889150	4.583428999	1.245280764	0.000407856617579823	0.00308066380952706	6.32905652825443	"meanmale"	5.11404579046599	"meanfemale"
"15686"	"TRINITY_DN130898_c0_g1_i1"	6.175737227	2	2.626611368	4.403389198	2.138614364	11.57164551	3.532522128	7.463635252	2.899878483	3.461155766	1.79125387	NA	NA	NA	NA	2.560103264	1.132098643	0.0102245110861426	0.0491632024290499	3.07103713507157	"meanmale"	1.97539998304235	"meanfemale"
"15687"	"TRINITY_DN130898_c0_g2_i1"	4.354753885	2	2.122591185	2.50475199	1.324667761	7.255886469	2.859151883	5.227658517	2.386164904	2.435528631	1.284234943	"bcs1l"	"Chr09"	77221171	77221171	2.789056116	1.216916284	0.00339962757175545	0.0197048829344998	2.4887376918367	"meanmale"	1.30465139723605	"meanfemale"
"15710"	"TRINITY_DN130923_c0_g2_i2"	1.035844776	2	0.050807828	0.516420277	-0.953382446	2.132583182	1.092602015	0.703381769	-0.507620153	0.200261432	-2.320043493	NA	NA	NA	NA	0.635541116	1.915986363	0.00674939754837196	0.0347731303974272	0.368157335247694	"meanmale"	-1.48019301210835	"meanfemale"
"15720"	"TRINITY_DN130932_c0_g4_i5"	122.1764472	2	6.932822383	48.42828549	5.597778023	142.3652701	7.153453435	73.83466928	6.206226492	50.23480509	5.650615374	"LOC101732553"	"Chr07"	63537769	63537769	4.969775987	1.22370999	0.000571554850737623	0.00415965845703153	6.81752386237534	"meanmale"	5.62444149923053	"meanfemale"
"15823"	"TRINITY_DN131013_c0_g1_i2"	0.776637655	2	-0.364686437	0.135768834	-2.880775751	4.365170829	2.126038114	1.898529597	0.92488249	0.532344782	-0.909567161	NA	NA	NA	NA	0.546470012	2.768920451	0.000835468915876242	0.0058010663226251	1.23074368305319	"meanmale"	-1.5814028274105	"meanfemale"
"15845"	"TRINITY_DN131030_c6_g1_i1"	37.23454288	2	5.218569741	17.34952378	4.116824158	28.83699618	4.849848988	37.19636887	5.217089886	7.641601695	2.933875062	NA	NA	NA	NA	3.456969972	1.493719515	0.000774185426208711	0.00542996589287724	5.10528986463912	"meanmale"	3.64335551513943	"meanfemale"
"15925"	"TRINITY_DN131091_c6_g3_i1"	17.20512403	2	4.104766387	8.239819341	3.042612706	18.62750826	4.219362798	26.50663055	4.728281385	9.333855165	3.222473081	NA	NA	NA	NA	3.901146131	1.270551572	0.000688832837207703	0.00489603299880231	4.37711363217768	"meanmale"	3.13536039177513	"meanfemale"
"15927"	"TRINITY_DN131091_c8_g1_i2"	7.844972811	2	2.971768447	2.997161056	1.583596611	7.661906216	2.937703367	6.254889747	2.644984455	4.067917675	2.024290483	"cthrc1"	"Chr06"	118388864	118388864	2.771726176	1.062616638	0.0077508843621162	0.0390692819069402	2.85878130462039	"meanmale"	1.82074647717624	"meanfemale"
"15941"	"TRINITY_DN131104_c0_g1_i2"	6.224032099	2	2.637849501	2.623271717	1.391367249	6.407872034	2.679845337	4.350852661	2.121298162	1.829677633	0.871589486	NA	NA	NA	NA	2.632598386	1.380632618	0.00118614468781828	0.00789950191158233	2.5010617482656	"meanmale"	1.15482599778826	"meanfemale"
"15983"	"TRINITY_DN131133_c0_g1_i1"	6.605462837	2	2.723659653	2.106388367	1.074771459	5.215295666	2.382749044	7.221694498	2.852337391	3.234322709	1.693463633	"cep19"	"Chr05"	130022453	130022453	3.1721717	1.273299716	0.00176274146744001	0.0111840587482628	2.66620765756942	"meanmale"	1.41708586414358	"meanfemale"
"15995"	"TRINITY_DN131144_c0_g1_i1"	3.96220664	2	1.986304123	0.761923646	-0.392281665	5.194059679	2.37686259	5.085051474	2.346262378	0.893689278	-0.162154779	NA	NA	NA	NA	2.170108034	2.540019214	4.26330627639032e-08	6.82484735811623e-07	2.24707863438678	"meanmale"	-0.272460315606826	"meanfemale"
"15996"	"TRINITY_DN131144_c0_g2_i3"	26.0199676	2	4.701547261	19.80584818	4.30785458	53.62934401	5.744950701	21.03672727	4.394838374	8.122128443	3.021857842	NA	NA	NA	NA	5.120398048	1.290135244	0.00630070098414274	0.0328619371069645	5.06876164084848	"meanmale"	3.80364948079214	"meanfemale"
"15997"	"TRINITY_DN131144_c0_g3_i1"	6.82260023	2	2.770321684	4.2200343	2.077254725	12.59563771	3.654852262	12.26962205	3.617018904	3.705028032	1.889484458	NA	NA	NA	NA	3.484607437	1.446242874	0.000534558364407354	0.00391899475799054	3.40090948454678	"meanmale"	1.98645869030714	"meanfemale"
"16040"	"TRINITY_DN131174_c1_g4_i1"	4.935049863	2	2.303064662	0.948999264	-0.075521127	3.499053207	1.806964603	3.242193619	1.696970249	1.359593395	0.443175258	NA	NA	NA	NA	0.542815127	1.745063259	0.00295245944663848	0.0174454610420778	1.96058543556146	"meanmale"	0.207138617779096	"meanfemale"
"16058"	"TRINITY_DN131187_c2_g1_i1"	15.19408815	2	3.925438191	5.633516329	2.494035705	37.54329215	5.23048326	23.36591958	4.546333911	10.54042669	3.397861365	NA	NA	NA	NA	4.505938061	1.680799889	0.000104360800380041	0.000903458077847485	4.66493029239159	"meanmale"	3.01561736846574	"meanfemale"
"16108"	"TRINITY_DN131220_c7_g1_i1"	2.265080604	2	1.17956239	1.131131478	0.177766632	3.555585736	1.830087244	2.425165198	1.278083025	1.435942186	0.521997664	NA	NA	NA	NA	2.92321107	1.128045557	0.00555199041218142	0.0296426513950044	1.45875497380906	"meanmale"	0.360237091258839	"meanfemale"
"16126"	"TRINITY_DN131236_c0_g1_i1"	1.483911617	2	0.569405166	0.631311834	-0.6635753	1.966448181	0.97559217	1.71744288	0.780262118	0.906359401	-0.141844856	NA	NA	NA	NA	2.656282283	1.189462792	0.00351194338813551	0.0202429812903831	0.784672232540146	"meanmale"	-0.379065287600045	"meanfemale"
"16157"	"TRINITY_DN131259_c12_g3_i1"	6.199278989	2	2.632100432	2.267596268	1.1811638	4.510081083	2.173153371	5.888820667	2.55797874	2.384004553	1.253386991	"pspc1"	"Chr02"	155611940	155611940	1.968850455	1.273908781	0.00401691021178138	0.0226562093152509	2.46801679172535	"meanmale"	1.2177893253779	"meanfemale"
"16166"	"TRINITY_DN131264_c0_g1_i4"	5.108270349	2	2.35283488	3.940336274	1.978318757	16.07537391	4.00678039	8.025109026	3.004520992	2.962768816	1.566946058	NA	NA	NA	NA	3.940041091	1.527126798	0.00153561153873973	0.00991706043182486	3.28338119289579	"meanmale"	1.78728724527167	"meanfemale"
"16176"	"TRINITY_DN131269_c13_g15_i1"	21.13176875	2	4.401341622	9.30503854	3.218012126	9.90171912	3.307679025	24.51867469	4.615809094	5.613034771	2.488780996	NA	NA	NA	NA	3.814254653	1.33866516	0.00358436792781193	0.0205795857475961	4.21081645977437	"meanmale"	2.8990086579728	"meanfemale"
"16215"	"TRINITY_DN131292_c2_g2_i1"	1.323854088	2	0.404744121	0.351136879	-1.509894568	1.89022704	0.918559531	1.78550485	0.836332053	0.820781782	-0.284929386	NA	NA	NA	NA	0.80477436	1.504554754	0.00983015592566181	0.0475696389099595	0.73693269399628	"meanmale"	-0.770881369684765	"meanfemale"
"16221"	"TRINITY_DN131299_c0_g1_i4"	0.670177212	2	-0.577385463	0.372525273	-1.42458979	1.496784274	0.581866306	1.222311751	0.289612292	0.273304063	-1.871421187	"f2r"	"Chr01"	165004711	165004711	2.263845304	1.8476959	0.000146105618705914	0.00122652986743326	0.176141142073752	"meanmale"	-1.63032841612796	"meanfemale"
"16222"	"TRINITY_DN131299_c0_g2_i2"	4.846218966	2	2.276859591	3.72766911	1.898273804	9.770934308	3.288496521	8.346626481	3.06119321	2.325282008	1.217405696	NA	NA	NA	NA	3.021180348	1.374376192	0.0023296873388794	0.014263428358267	2.93634456542379	"meanmale"	1.59768636863736	"meanfemale"
"16242"	"TRINITY_DN131314_c0_g2_i2"	8.449102164	2	3.078798043	2.757592712	1.463409391	7.573424189	2.920945737	5.874145316	2.554378956	4.10242668	2.03647755	NA	NA	NA	NA	4.179474586	1.11813443	0.00150585408809418	0.00973749204333856	2.86769695439387	"meanmale"	1.77825471498252	"meanfemale"
"16254"	"TRINITY_DN131321_c3_g2_i1"	42.21933121	2	5.39983182	25.63542057	4.680066661	28.04752635	4.809801633	73.66051835	6.202819644	17.63991034	4.140771323	NA	NA	NA	NA	6.508420472	1.172586978	0.00673447940797777	0.0347034402715648	5.58423772421022	"meanmale"	4.43547961376352	"meanfemale"
"16319"	"TRINITY_DN131369_c1_g1_i1"	2.749129611	2	1.458974926	0.791812961	-0.336768412	2.5554141	1.353557096	3.404600256	1.767485417	1.615552538	0.692027668	NA	NA	NA	NA	3.491197015	1.295768397	0.00195283551031509	0.0122437582862666	1.53761811573124	"meanmale"	0.267575047828684	"meanfemale"
"16325"	"TRINITY_DN131379_c2_g1_i2"	24.31780337	2	4.603941011	3.41056258	1.770009735	9.523525869	3.251495797	5.178650184	2.372576108	4.983329034	2.317109834	"MGC76064"	"Chr01"	117118938	117118938	3.87785633	1.662229825	0.00324291696283775	0.0189199827945245	3.70118970324418	"meanmale"	2.06937420903538	"meanfemale"
"16432"	"TRINITY_DN131465_c3_g1_i3"	0.346158498	2	-1.530495329	0.319514495	-1.646046713	1.32730485	0.408499761	0.837739745	-0.255425974	0.200770032	-2.316384154	NA	NA	NA	NA	1.477201138	1.733109704	0.00506794906155518	0.0274602905809793	-0.256411448983158	"meanmale"	-1.9420728192631	"meanfemale"
"16439"	"TRINITY_DN131472_c0_g1_i1"	6.458180925	2	2.691127858	3.276689624	1.712239024	12.77043658	3.674735942	8.075834851	3.013611408	4.14909366	2.052796224	NA	NA	NA	NA	5.41301961	1.325011961	0.000349568248593572	0.00269092027412725	3.18611766632755	"meanmale"	1.89258206766808	"meanfemale"
"16479"	"TRINITY_DN131503_c1_g3_i4"	21.07051724	2	4.397153825	10.83194868	3.437220904	41.4596607	5.373636405	27.03461559	4.756735938	16.46906825	4.041687031	NA	NA	NA	NA	6.208630328	1.162115247	0.00262631555645068	0.0158372669955117	4.89990217016285	"meanmale"	3.77089335444813	"meanfemale"
"16481"	"TRINITY_DN131507_c3_g2_i1"	27.15012568	2	4.762886971	4.225013564	2.078955973	17.44740334	4.124940434	17.07201096	4.093561102	10.19454049	3.349724843	"syncrip"	"Chr05"	87406923	87406923	2.578431693	1.525343386	0.00144985990390884	0.00940466992545915	4.36153069700297	"meanmale"	2.84997465280171	"meanfemale"
"16489"	"TRINITY_DN131510_c9_g1_i1"	175.4459008	2	7.45488243	76.47632519	6.256941296	209.9003045	7.713560449	237.3146357	7.890657267	122.5954076	6.937761127	"ythdf1"	"scaffold_1290"	1913	1913	6.644790755	1.093037426	0.00247328623861091	0.0150564393647046	7.69734093545054	"meanmale"	6.63714601917536	"meanfemale"
"16512"	"TRINITY_DN131535_c2_g1_i1"	4.153136416	2	2.05420126	1.545752948	0.628309757	10.77808987	3.430029616	5.731278067	2.518856894	0.997189894	-0.004059833	NA	NA	NA	NA	3.676759787	2.472238566	6.16036627876872e-07	8.29172667883274e-06	2.78400166403249	"meanmale"	0.346612496891367	"meanfemale"
"16569"	"TRINITY_DN131584_c0_g2_i3"	4.484238285	2	2.164862943	2.753155837	1.461086273	7.439072936	2.895122843	7.569354957	2.920170362	3.634900024	1.861915684	NA	NA	NA	NA	4.546803274	1.055117481	0.0026004784266993	0.0157042451429315	2.69991923143682	"meanmale"	1.67542209640657	"meanfemale"
"16575"	"TRINITY_DN131588_c1_g1_i6"	5.099295093	2	2.350297828	0.635563225	-0.653892445	3.749414145	1.906665189	11.13813895	3.477436291	1.697860365	0.763717814	NA	NA	NA	NA	2.54957784	2.519486352	1.91553376287416e-05	0.00019500133706059	2.73603823390585	"meanmale"	0.222571875255138	"meanfemale"
"16581"	"TRINITY_DN131589_c8_g3_i1"	3.677434385	2	1.8786996	1.998502905	0.99891967	5.452820158	2.447002574	4.482621926	2.164342825	1.379424586	0.464066586	"MGC75582"	"Chr01"	132931026	132931026	3.384486245	1.459495459	0.000356475340802192	0.00273817415304819	2.18196933561329	"meanmale"	0.756223776677674	"meanfemale"
"16584"	"TRINITY_DN131592_c2_g2_i2"	3.255345684	2	1.702810751	0.952602357	-0.070053977	1.814373543	0.859471508	5.587798441	2.482279982	0.640306294	-0.643165904	NA	NA	NA	NA	2.420933432	2.190606701	5.85016434136021e-05	0.000539803732289549	1.82887765122439	"meanmale"	-0.328155337083084	"meanfemale"
"16608"	"TRINITY_DN131607_c2_g2_i8"	39.97024204	2	5.320854404	12.50003198	3.643859881	50.03090871	5.644747751	20.89845464	4.385324359	13.89748039	3.796751441	NA	NA	NA	NA	5.598213735	1.517408829	0.000135527287034867	0.00114466172229483	5.20815182377379	"meanmale"	3.72234100570379	"meanfemale"
"16680"	"TRINITY_DN131670_c2_g3_i1"	7.433821521	2	2.894104051	1.976978559	0.983297225	7.984601884	2.997220476	7.152945712	2.838537492	2.476862668	1.308513879	"dclre1b"	"Chr02"	75968444	75968444	1.117761293	1.770707176	0.000792149725916786	0.00554193725500437	2.91147870023617	"meanmale"	1.15511491190055	"meanfemale"
"16722"	"TRINITY_DN131697_c5_g2_i1"	3.690331944	2	1.883750592	1.172714695	0.229852069	5.924870744	2.566783681	6.632111778	2.729468322	2.575702271	1.36496584	NA	NA	NA	NA	2.978546212	1.553995625	0.000775336591588247	0.00543498311714516	2.43719350610956	"meanmale"	0.906358418455091	"meanfemale"
"16785"	"TRINITY_DN131744_c0_g4_i2"	2.295894353	2	1.199056257	0.036188152	-4.788338753	1.835986588	0.87655552	3.887296853	1.958767283	0.622143855	-0.684679889	NA	NA	NA	NA	2.514922189	3.010080874	3.52233048927309e-05	0.00033853735927923	1.41854579474518	"meanmale"	-1.6026745325863	"meanfemale"
"16800"	"TRINITY_DN131755_c8_g12_i2"	28.29379336	2	4.822413707	10.98630024	3.457633719	20.26664189	4.341035154	22.72267084	4.506060515	12.62326549	3.658013262	NA	NA	NA	NA	2.686125836	1.033412854	0.0103880933000088	0.0497292581565297	4.57053186805957	"meanmale"	3.5613118212551	"meanfemale"
"16807"	"TRINITY_DN131756_c6_g1_i1"	1.398331936	2	0.483706868	0.528188894	-0.920874128	1.359698038	0.443286293	1.007175429	0.010314993	0.202756215	-2.302181957	NA	NA	NA	NA	0.232218311	1.856702757	0.00388186956317763	0.021989032199685	0.327881014499319	"meanmale"	-1.45177033131039	"meanfemale"
"16814"	"TRINITY_DN131760_c0_g1_i4"	9.949191255	2	3.314579257	3.24010974	1.696042677	6.599075313	2.722263883	9.022416149	3.17351383	3.909032414	1.966811548	"serpini2"	"Chr05"	101693672	101693672	2.332412248	1.274646946	0.00256574162988148	0.015541180352684	3.09147319994323	"meanmale"	1.83781049855888	"meanfemale"
"16820"	"TRINITY_DN131764_c8_g2_i2"	14.43107976	2	3.851107344	5.108642358	2.35293994	13.7480017	3.78115003	11.98633115	3.583318232	3.443091915	1.783704695	"cdk5r2"	"Chr09"	77477661	77477661	4.183791795	1.678092514	2.40450710050277e-06	2.91281454060507e-05	3.74293006684154	"meanmale"	2.09625076508117	"meanfemale"
