gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2
TRINITY_DN127175_c5_g8_i1	0.014672565	0.028965091	0.754202309	2	-0.406976528	0.991387016	-0.012479731	4.430545077	2.1474842	1.554567338	0.63651311	4.815886638	2.267801433	4.011735341	2.004226433	1.766966056	0.821274326	1.860885997	0.895989675	1.056135202	0.078794534	1.002617135	0.003770795	NA	NA	NA	NA	0.980924718	-1.289543821	1	female	1.274334549	3.174651072	0.349744076	meanmale	1.666598033	meanfemale
TRINITY_DN127178_c0_g3_i8	5.12E-09	3.41E-08	499.8435161	2	8.965332697	160.7876455	7.329012748	382.7186124	8.580140254	142.6455559	7.15629099	342.7324272	8.420938887	425.8599213	8.734235151	76.61490616	6.259553204	377.5120244	8.560378787	35.19671762	5.137368987	101.3712668	6.663504975	nrros	Chr05	126314495	126314495	8.472136533	-1.983075914	1	female	103.3232184	405.7333003	6.691020677	meanmale	8.664387905	meanfemale
TRINITY_DN127185_c2_g2_i3	8.23E-09	5.30E-08	50.15555756	2	5.648337665	30.77242908	4.943566425	82.93860864	6.37397194	24.09026726	4.590378494	66.43010106	6.053765204	81.52077756	6.349095907	24.75722217	4.629777544	47.8596579	5.580738179	21.84153132	4.449002103	25.43194342	4.668569807	NA	NA	NA	NA	7.177436222	-1.368093771	1	female	25.37867865	65.78094054	4.665545052	meanmale	6.039597731	meanfemale
TRINITY_DN127187_c0_g1_i1	1.47E-15	2.29E-14	164.9152415	2	7.365580929	48.82487754	5.609544521	179.2981231	7.486216576	33.82167167	5.079876063	151.5571514	7.243718119	108.2145513	6.757750697	31.76561144	4.989393884	207.0871815	7.694094445	44.49234054	5.475485089	32.38228106	5.01713271	NA	NA	NA	NA	7.376840529	-2.096828604	1	female	38.25735645	162.2144498	5.257665283	meanmale	7.341758528	meanfemale
TRINITY_DN127191_c6_g2_i1	0.024279669	0.045067413	0.999362634	2	-0.000919818	1.244507105	0.315574467	4.465441964	2.158802972	1.11513037	0.157212386	2.215529086	1.147651267	0.607018845	-0.720186789	1.308113987	0.38748826	6.854332885	2.777016259	1.35591826	0.43927021	1.2900696	0.367448902	NA	NA	NA	NA	2.546885354	-1.288887583	1	female	1.262747864	3.028337083	0.336566602	meanmale	1.5985258	meanfemale
TRINITY_DN127191_c6_g5_i1	0.014134522	0.028042812	2.226342488	2	1.154675546	2.633842815	1.39716925	8.437069251	3.076741943	1.072742374	0.101303645	4.493931431	2.167978112	8.304995969	3.053979468	1.750803973	0.808017563	1.182742254	0.242135712	0.463778669	-1.108491629	2.663678153	1.413419775	NA	NA	NA	NA	0.325886158	-1.501146571	1	female	1.716969197	4.929016279	0.779864157	meanmale	2.301299746	meanfemale
TRINITY_DN127209_c2_g4_i3	0.000959301	0.002518543	10.33916517	2	3.370047796	10.76725555	3.428578665	17.34761068	4.116665066	6.796417234	2.764774423	12.94929623	3.694801787	19.7312814	4.302412746	5.904819677	2.561893003	13.58727003	3.764183712	4.838453901	2.274546117	8.275809945	3.048900514	LOC100493636-like	Chr03	9703397	9703397	4.978048243	-1.016994356	1	female	7.316551261	14.7909247	2.871163778	meanmale	3.886640345	meanfemale
TRINITY_DN127213_c4_g1_i1	0.012477434	0.025097263	7.102697117	2	2.828366965	2.749989208	1.459425957	1.838218401	0.878308185	1.597105251	0.675459391	2.530055777	1.339169191	1.43516838	0.52122001	1.256757143	0.329705889	7.244737629	2.856933443	0.591836959	-0.756728302	0.927046739	-0.109286018	NA	NA	NA	NA	0.671194065	-1.51748592	1	female	1.42454706	4.030175461	0.510503282	meanmale	2.01084265	meanfemale
TRINITY_DN127222_c0_g2_i1	0.0004433	0.001250732	8.578618524	2	3.100745339	4.510583392	2.173314042	11.12195317	3.475338263	3.889306613	1.959512974	12.74595094	3.671967108	11.33019286	3.502100513	4.760751723	2.251189393	9.760997322	3.287028562	5.824451852	2.542122282	3.964315277	1.987071703	NA	NA	NA	NA	3.561553731	-1.221027503	1	female	4.589881771	10.70754256	2.198456992	meanmale	3.420555507	meanfemale
TRINITY_DN127224_c0_g2_i5	0.010651899	0.021824253	6.214414052	2	2.635618368	3.506278444	1.809940569	6.221215866	2.637196566	2.195862152	1.13478749	7.554755869	2.917385136	4.740386166	2.24500459	2.429421881	1.280613043	4.469589513	2.16014234	3.943399846	1.979440002	1.37264379	0.456957285	NA	NA	NA	NA	1.687811168	-1.121166981	1	female	2.689521223	5.840072293	1.427349373	meanmale	2.545986228	meanfemale
TRINITY_DN127225_c3_g5_i1	4.99E-17	9.12E-16	63.20863679	2	5.982049796	18.83774043	4.23555402	69.74034189	6.123921532	18.46971006	4.207089314	56.47667553	5.819583263	75.43960999	6.237250312	14.89237102	3.896501559	72.27694111	6.175463545	10.50888111	3.393537167	17.65381844	4.14190836	NA	NA	NA	NA	6.666228968	-2.074353933	1	female	16.07250421	67.42844106	4.006522824	meanmale	6.075285338	meanfemale
TRINITY_DN127231_c1_g1_i1	0.000266222	0.000787977	28.66300246	2	4.841117835	12.75396725	3.672874177	21.48732214	4.425413793	6.12218979	2.61404777	16.65104034	4.057540413	17.26186739	4.109516639	8.1415631	3.025305804	20.99988843	4.392309758	7.744358521	2.953145743	6.551588653	2.711844779	NA	NA	NA	NA	3.58217768	-1.349962406	1	female	8.262733463	21.01262415	3.04661913	meanmale	4.393184438	meanfemale
TRINITY_DN127231_c1_g2_i1	4.18E-05	0.000144894	23.7882049	2	4.572174502	10.04293753	3.32810941	21.62543265	4.434657091	3.708334486	1.890771379	19.06839163	4.253111256	17.14584326	4.099786955	5.497512679	2.458779026	17.6627094	4.142634759	8.016120531	3.002904201	5.692216901	2.508990637	LOC101730713-like	scaffold_39	1423443	1423443	3.313103605	-1.595825687	1	female	6.591424425	19.85811637	2.720590269	meanmale	4.311656878	meanfemale
TRINITY_DN127233_c1_g1_i5	1.52E-10	1.27E-09	364.8051682	2	8.510982358	177.921524	7.475097241	358.6693547	8.486510674	95.9070691	6.583565252	410.4218658	8.680963784	439.2795493	8.778995526	112.3837091	6.812289111	415.5786406	8.698977696	111.3650638	6.799152907	138.8802164	7.117697291	NA	NA	NA	NA	8.760818572	-1.650772882	1	female	127.2915165	397.7509157	6.991992462	meanmale	8.635721442	meanfemale
TRINITY_DN127238_c0_g1_i2	3.42E-11	3.14E-10	42.87862281	2	5.422186664	17.36697137	4.118274279	73.3059644	6.19585868	13.17313236	3.719526531	48.08577597	5.587538295	42.61257202	5.413207228	12.83448003	3.681952943	40.39549008	5.336122328	10.80479795	3.433600189	14.61788866	3.869663045	NA	NA	NA	NA	5.557357537	-1.845345037	1	female	13.75945407	49.45568506	3.782351325	meanmale	5.628064467	meanfemale
TRINITY_DN127238_c1_g1_i1	0.000631339	0.00172559	146.8646861	2	7.198343729	26.10939834	4.706497308	43.85844482	5.454782751	35.09266792	5.133097728	67.21588183	6.070730249	71.86529664	6.167223364	45.45049054	5.50622396	101.0658399	6.659151641	38.84852105	5.279787772	34.80679832	5.12129721	NA	NA	NA	NA	4.415024859	-1.261412621	1	female	36.06157523	86.17402986	5.172390513	meanmale	6.429181247	meanfemale
TRINITY_DN127244_c6_g2_i4	6.77E-07	3.24E-06	24.57049045	2	4.61885475	12.82663567	3.681070907	28.91142588	4.853567858	8.713017373	3.12317242	19.65162879	4.296576988	24.48024034	4.613545817	6.228193123	2.63881368	19.35957807	4.274975605	7.907611285	2.983241954	9.548783085	3.255316885	NA	NA	NA	NA	5.481856504	-1.373312873	1	female	9.044848107	23.39467271	3.177096275	meanmale	4.54810814	meanfemale
TRINITY_DN127246_c0_g1_i2	2.62E-05	9.47E-05	17.65952012	2	4.142374235	0.559602967	-0.837524483	1.603132221	0.680893419	1.253569107	0.326041532	2.677210122	1.420730374	4.178510216	2.062988663	1.790187092	0.840110371	14.74251849	3.881911098	0.541955484	-0.883753741	0.943236621	-0.084308363	NA	NA	NA	NA	1.110437582	-2.960491905	1	female	1.017710254	8.172178234	0.025326879	meanmale	3.030720669	meanfemale
TRINITY_DN127246_c0_g5_i3	1.74E-05	6.47E-05	8.486526233	2	3.08517414	3.790863162	1.922526381	11.47929639	3.520962311	4.179621553	2.063372318	8.795504814	3.136766383	7.447463836	2.896749213	3.275396475	1.71166955	8.016810934	3.003028451	2.409300834	1.268614545	2.905305246	1.538689748	NA	NA	NA	NA	4.080962257	-1.417971201	1	female	3.312097454	8.845120441	1.727745123	meanmale	3.144881788	meanfemale
TRINITY_DN127247_c0_g1_i4	1.61E-15	2.49E-14	66.2354338	2	6.049531313	30.9099088	4.949997492	85.3283906	6.414953932	18.16693173	4.183242874	85.36923343	6.41564432	87.24752404	6.447042285	15.34729536	3.939912528	77.93557732	6.284210159	15.50474347	3.954637751	19.70963778	4.300829358	NA	NA	NA	NA	7.349076462	-2.019982834	1	female	19.92770343	80.42323184	4.316703551	meanmale	6.329540407	meanfemale
TRINITY_DN127250_c1_g3_i2	2.84E-25	1.06E-23	90.71605829	2	6.50328605	5.418453775	2.437881219	205.1988711	7.680878984	3.262877018	1.706144611	53.26023927	5.734987005	154.4689365	7.271172933	3.275049802	1.711516845	173.6275727	7.439852261	10.66443459	3.414735573	5.833369873	2.544329553	NA	NA	NA	NA	6.047055925	-4.574423161	3	female	5.690837012	135.4543356	2.508640861	meanmale	7.081662761	meanfemale
TRINITY_DN127257_c3_g2_i1	0.000244821	0.000730867	15.13999877	2	3.920293183	7.164464082	2.840858792	19.71434316	4.301173739	7.50837333	2.908500385	26.1577606	4.70916713	23.93263372	4.580907265	14.70514097	3.878248709	21.79259335	4.445765984	4.86914213	2.283667613	7.944759719	2.990003587	NA	NA	NA	NA	4.292920893	-1.332639919	1	female	8.438376046	21.34746592	3.076965381	meanmale	4.415992918	meanfemale
TRINITY_DN127259_c0_g1_i1	6.12E-05	0.000206078	5.095472195	2	2.349215846	5.245252413	2.3910122	12.41362292	3.633852323	3.302836343	1.723705485	7.649185841	2.935306199	15.89640541	3.990628666	3.363100271	1.749791794	17.05387689	4.092027842	3.222286309	1.688084687	4.512927335	2.174063549	NA	NA	NA	NA	4.036482913	-1.573414655	1	female	3.929280534	11.62171265	1.974265174	meanmale	3.538750784	meanfemale
TRINITY_DN127273_c0_g3_i2	2.33E-05	8.50E-05	350.0223793	2	8.451303356	191.0733242	7.577982567	261.1525939	8.028749223	118.5135777	6.888908543	264.4895188	8.047066742	261.36283	8.029910171	106.5638945	6.735574903	274.5421584	8.100883895	102.8087356	6.683819044	147.0889112	7.200544678	NA	NA	NA	NA	8.680548338	-1.092288203	1	female	133.2096886	282.3138961	7.057555206	meanmale	8.141156333	meanfemale
TRINITY_DN127275_c6_g1_i3	0.001340579	0.003413869	57.64744456	2	5.849184751	33.22833971	5.054342304	68.23837061	6.092511293	18.12086852	4.179580199	42.52441874	5.410219611	46.04350349	5.524925708	19.45108624	4.281778819	40.57273277	5.342438573	25.55152632	4.675337568	30.96167041	4.952411403	klhl36-like	Chr04	64622355	64622355	4.655163091	-1.003110654	1	female	25.46269824	51.00529403	4.670313402	meanmale	5.672575093	meanfemale
TRINITY_DN127280_c7_g2_i1	2.79E-07	1.42E-06	8.608392003	2	3.105743776	1.72459583	0.786258297	7.960273292	2.992817962	1.609697843	0.686789905	9.437947113	3.238473087	2.814697027	1.492979639	0.958007321	-0.061891414	8.827276995	3.141968469	3.138841909	1.650232368	1.563704109	0.644967545	NA	NA	NA	NA	4.702464381	-2.083421812	1	female	1.798969402	7.529717286	0.847170649	meanmale	2.912595698	meanfemale
TRINITY_DN127309_c3_g2_i2	0.00011019	0.00035356	8.000796472	2	3.000143626	0.57365021	-0.80175679	3.574339107	1.837676513	1.177950032	0.236278342	1.820813054	0.864582806	3.316180527	1.729522547	1.04864266	0.068523143	7.225705919	2.853138539	1.805569145	0.85245367	0.435111254	-1.200543763	NA	NA	NA	NA	0.833284299	-2.22319014	1	female	1.00818466	4.787567016	0.011759909	meanmale	2.259292682	meanfemale
TRINITY_DN127311_c0_g1_i1	7.91E-06	3.13E-05	114.2358575	2	6.835871759	29.88739581	4.90146529	54.77494453	5.775444213	23.038028	4.525945326	51.94689835	5.698965706	67.40708845	6.074828406	20.87415651	4.383645997	102.3646684	6.677574039	41.94435068	5.390404608	37.50166429	5.228882717	zhx3	Chr10	32591983	32591983	6.536448392	-1.363471444	1	female	30.64911906	78.14589145	4.937773702	meanmale	6.28809812	meanfemale
TRINITY_DN127312_c0_g1_i1	5.10E-05	0.000174114	14.10379661	2	3.81801167	7.205014174	2.849001269	16.33149191	4.029584684	8.762155294	3.131285784	16.58359242	4.051684659	20.9777532	4.390788263	6.633585456	2.729788858	8.491645135	3.086044082	5.467982726	2.451008685	5.454319753	2.447399279	NA	NA	NA	NA	5.414068084	-1.180673209	1	female	6.704611481	15.29765586	2.745153733	meanmale	3.935238693	meanfemale
TRINITY_DN127326_c0_g1_i3	5.05E-05	0.000172769	3.427808797	2	1.777286638	1.232249306	0.301294168	6.989612621	2.805212501	1.756597293	0.812783486	10.50011219	3.392332838	11.46225777	3.518819341	1.361782995	0.445496823	2.98808262	1.579220039	3.428282377	1.777485945	2.220515781	1.150894824	NA	NA	NA	NA	4.053898056	-1.810907975	1	female	1.99988555	7.0735748	0.99991744	meanmale	2.8224395	meanfemale
TRINITY_DN127328_c1_g4_i6	6.20E-49	7.07E-47	331.8373228	2	8.37433235	10.33809158	3.369897982	143.794569	7.167865377	7.313180568	2.870498984	201.6393748	7.655633576	202.7481283	7.663544786	5.926413284	2.567159238	247.1781995	7.949407697	4.742560612	2.245666212	9.079514237	3.182615114	NA	NA	NA	NA	6.725799938	-4.930580162	3	female	7.479952056	225.4395189	2.903029023	meanmale	7.816596628	meanfemale
TRINITY_DN127328_c1_g5_i1	1.43E-30	7.22E-29	36.1450813	2	5.17572743	1.956382159	0.968188213	30.02453263	4.908069884	1.565178719	0.6463274	30.39290667	4.925662751	28.7787243	4.846930737	0.989869013	-0.014690465	24.09040102	4.590386504	0.812008387	-0.300433466	1.342583047	0.425011331	NA	NA	NA	NA	4.202392468	-4.494182631	3	female	1.333204265	29.88632918	0.414897838	meanmale	4.901413802	meanfemale
TRINITY_DN127332_c0_g1_i7	2.40E-22	6.96E-21	67.52438449	2	6.077336679	9.304350736	3.217905482	51.60133411	5.689336461	9.94155409	3.313471395	63.53484114	5.989476047	65.74788476	6.038872576	12.31003133	3.621762528	48.9561743	5.613418917	9.857261886	3.301186956	8.577946595	3.100632334	NA	NA	NA	NA	5.793151604	-2.566549868	1	female	9.998228927	59.47292376	3.32167256	meanmale	5.894161097	meanfemale
TRINITY_DN127335_c2_g3_i2	4.95E-05	0.000169384	50.86443261	2	5.668585287	24.87254201	4.636482056	40.85797267	5.352545716	17.27033333	4.110224023	36.99472156	5.209247535	45.02765944	5.492739583	23.13968114	4.532297079	31.95029229	4.997757224	14.5612341	3.864060728	21.86027609	4.450239717	NA	NA	NA	NA	6.256617533	-1.013235827	1	female	20.34081333	41.13901571	4.346305462	meanmale	5.362435371	meanfemale
TRINITY_DN127341_c11_g1_i1	2.52E-14	3.42E-13	30.340492	2	4.923172575	8.357203294	3.063020231	29.86651806	4.900457148	6.509703172	2.702591761	37.23826001	5.218713758	41.88169223	5.38824783	4.396291916	2.136287185	34.68821512	5.116373704	2.329108736	1.219777994	5.53323932	2.468124324	NA	NA	NA	NA	4.783150397	-2.691452799	1	female	5.425109288	34.80303548	2.439652201	meanmale	5.121141237	meanfemale
TRINITY_DN127345_c0_g1_i2	8.94E-13	1.01E-11	7.952295958	2	2.99137145	0.695522031	-0.523831881	16.04493844	4.004046349	1.448705727	0.534764573	13.17514011	3.719746399	16.2150684	4.019263204	1.856951845	0.892936403	6.184097677	2.628563107	1.311724471	0.391464712	1.962117698	0.972411584	NA	NA	NA	NA	3.903435453	-3.009920316	3	female	1.455004354	11.91430812	0.541023471	meanmale	3.574623269	meanfemale
TRINITY_DN127350_c2_g2_i3	1.43E-12	1.58E-11	21.78353696	2	4.445166316	6.602101642	2.72292535	21.34214749	4.415633445	6.750463577	2.75498658	27.83038175	4.798588793	31.47043737	4.975925324	5.228652155	2.386439096	18.52944805	4.211748002	5.921622927	2.565992627	5.766403412	2.52767177	NA	NA	NA	NA	5.047127596	-1.998051393	1	female	6.053848743	24.19119032	2.597852629	meanmale	4.596409854	meanfemale
TRINITY_DN127351_c3_g3_i1	5.51E-16	9.05E-15	177.4993749	2	7.471670134	34.99801849	5.129201337	137.2507349	7.100670064	5.835540465	2.544866279	123.4191303	6.947422223	136.7610565	7.095513663	18.32350756	4.195623791	193.1015674	7.593216064	14.39686377	3.847682662	17.4395058	4.124287253	NA	NA	NA	NA	6.381305446	-3.089042291	3	female	18.19868722	153.6063728	4.185762479	meanmale	7.263094261	meanfemale
TRINITY_DN127367_c4_g6_i1	0.006238344	0.013567631	13.23860883	2	3.72667962	1.901783672	0.927353149	5.384071381	2.428697537	2.923662617	1.547776838	6.051856551	2.597377791	3.799365472	1.925758496	4.396742355	2.136434994	8.399408927	3.070287808	2.491859981	1.317223005	3.280968694	1.714121828	NA	NA	NA	NA	1.980692498	-1.29100045	1	female	2.999003464	7.374662232	1.584483188	meanmale	2.882576974	meanfemale
TRINITY_DN127372_c5_g1_i6	9.76E-06	3.79E-05	56.31527554	2	5.815454402	27.33116187	4.772474886	39.99029243	5.321577926	12.92651124	3.692261051	41.32327188	5.368882583	49.73421033	5.636166665	14.02479784	3.80990807	75.04329125	6.229651198	27.38373874	4.775247528	21.38047319	4.418221878	ppih	Chr07	78076994	78076994	5.845461569	-1.364235517	1	female	20.60933658	52.48126829	4.365226159	meanmale	5.71373068	meanfemale
TRINITY_DN127375_c0_g1_i1	4.97E-17	9.11E-16	170.9538162	2	7.417462818	38.63358322	5.271783587	197.8170782	7.628023174	42.47720077	5.408616791	119.7906252	6.904371197	152.8217886	7.25570644	30.00864149	4.907306104	117.3585726	6.874779419	37.54404131	5.230512048	39.74369436	5.312654079	NA	NA	NA	NA	7.860443345	-2.00668511	1	female	37.68143223	151.7483762	5.235781896	meanmale	7.245537268	meanfemale
TRINITY_DN127377_c4_g1_i1	0.000471282	0.001322404	5.192424436	2	2.376408316	3.307674395	1.725817224	14.55876247	3.863815823	4.586855736	2.197505533	11.11180642	3.474021466	17.73827093	4.148793482	3.476729962	1.797731017	6.675498291	2.73887553	6.841471316	2.774306622	4.109746726	2.039049487	NA	NA	NA	NA	4.745234948	-1.292027824	1	female	4.464495627	11.05535251	2.158497197	meanmale	3.466673122	meanfemale
TRINITY_DN127392_c2_g1_i1	1.43E-10	1.20E-09	4.47393557	2	2.16154448	1.525443256	0.609228515	14.06358261	3.813892254	0.776625512	-0.364708995	11.73789731	3.553102087	8.250496631	3.044480964	1.457644375	0.543638785	4.795063432	2.2615499	1.723560186	0.785391678	1.285602496	0.362444635	NA	NA	NA	NA	4.153517325	-2.666582734	1	female	1.353775165	8.664195111	0.436988156	meanmale	3.115065732	meanfemale
TRINITY_DN127394_c2_g3_i1	0.00074307	0.001996862	9.832405171	2	3.297544367	2.68432779	1.424560853	28.25353478	4.820359468	13.36261039	3.740129961	4.353893908	2.122306254	36.1360592	5.175367277	2.423209061	1.276918878	11.55708146	3.530705211	2.439201775	1.286409105	3.083402723	1.624523332	NA	NA	NA	NA	4.798912148	-1.889996644	1	female	4.798550348	18.0265949	2.26259863	meanmale	4.172055003	meanfemale
TRINITY_DN127398_c4_g2_i1	7.84E-31	3.98E-29	40.80960461	2	5.350836828	7.663368619	2.937978703	54.406139	5.765697544	6.56014947	2.713728686	51.85126075	5.696307163	60.59704779	5.921175604	7.542223016	2.91498981	44.15407691	5.464474748	6.308443945	2.657284191	7.002838354	2.807939786	NA	NA	NA	NA	6.422971315	-2.84054547	1	female	7.015404681	50.36362581	2.810526328	meanmale	5.654310245	meanfemale
TRINITY_DN127401_c0_g1_i1	2.81E-06	1.20E-05	30.41402313	2	4.926664762	20.34232972	4.346413009	50.11214325	5.647088337	17.67564131	4.143690655	35.77850554	5.161021222	50.89636704	5.669490776	12.91185278	3.690624129	27.12745752	4.761681934	13.31136464	3.734586574	18.71935928	4.226459151	NA	NA	NA	NA	6.209143778	-1.223330607	1	female	16.59210955	38.8656993	4.052425419	meanmale	5.280425569	meanfemale
TRINITY_DN127401_c0_g2_i1	7.79E-11	6.80E-10	54.53867644	2	5.769207784	5.336340301	2.415850671	18.01130447	4.170830767	5.143825103	2.36284159	30.90345222	4.949696105	22.50540747	4.49219978	6.606743845	2.72393941	31.63134854	4.983283159	2.631009797	1.395616621	2.845579483	1.508722478	NA	NA	NA	NA	3.947217589	-2.800265568	1	female	4.512699706	31.51803783	2.173990779	meanmale	4.978105817	meanfemale
TRINITY_DN127407_c0_g1_i4	0.019412738	0.037070542	8.663657291	2	3.114976175	1.601471334	0.679397974	2.936219222	1.553959686	5.739940942	2.521035893	2.946783782	1.559141208	10.10648711	3.337209716	2.390806143	1.257497155	6.117568541	2.61295836	1.654365631	0.726278119	1.511638141	0.596112826	LOC100487453-like	Chr01	65072502	65072502	1.793523897	-1.23978839	1	female	2.579644438	6.154143189	1.367172227	meanmale	2.621558011	meanfemale
TRINITY_DN127409_c0_g1_i4	6.46E-09	4.23E-08	13.77700478	2	3.784190365	2.370718481	1.245324355	8.829023482	3.14225388	2.212773775	1.145855963	10.14219705	3.342298304	12.63406278	3.659246741	2.934286213	1.5530096	7.416607159	2.890759355	1.721967122	0.784057597	2.297674345	1.200174336	NA	NA	NA	NA	3.429014048	-2.181389049	1	female	2.307483987	10.55977905	1.206320636	meanmale	3.400507743	meanfemale
TRINITY_DN127412_c4_g1_i2	2.78E-09	1.94E-08	424.4547738	2	8.729467031	198.9555663	7.636302453	520.8320962	9.024674547	95.12021324	6.571680044	447.0332678	8.804238389	455.0654281	8.829930177	86.16617731	6.429049776	410.6595169	8.681798922	178.6018009	7.480602817	129.5108846	7.016929543	NA	NA	NA	NA	9.069608996	-1.716072992	1	female	137.6709285	451.6090166	7.105080132	meanmale	8.81893048	meanfemale
TRINITY_DN127415_c0_g1_i6	1.19E-21	3.23E-20	53.14648592	2	5.731902398	11.81426392	3.562457841	63.79731676	5.995423842	10.71480324	3.421533452	60.90598833	5.928512177	63.27674135	5.9836034	6.835859632	2.773122773	48.94048302	5.612956435	5.156127559	2.366287955	8.409815945	3.072074226	NA	NA	NA	NA	5.749498768	-2.761063862	1	female	8.586174059	58.01340308	3.102015419	meanmale	5.858314345	meanfemale
TRINITY_DN127422_c1_g2_i2	1.83E-07	9.57E-07	9.900984351	2	3.307571964	3.569412804	1.835686759	7.118164863	2.831505347	2.742915541	1.4557102	8.22580414	3.040156721	8.5641976	3.098318083	1.21946868	0.286252705	12.53036085	3.647356057	1.879451772	0.910311895	2.137869951	1.096174095	NA	NA	NA	NA	3.794244865	-2.027490714	1	female	2.30982375	9.267902361	1.207782771	meanmale	3.212242845	meanfemale
TRINITY_DN127450_c0_g1_i1	1.29E-05	4.91E-05	6.503799776	2	2.701282844	0.915979503	-0.12661278	5.982875102	2.580838946	1.504719169	0.589494257	5.966479038	2.576879814	5.162753367	2.36814068	2.009311943	1.006701558	6.877368383	2.781856625	1.951605541	0.964661484	0.741084343	-0.43229035	NA	NA	NA	NA	0.861964626	-2.050544624	1	female	1.4245401	6.098655133	0.510496233	meanmale	2.608491137	meanfemale
TRINITY_DN127457_c0_g2_i2	0.001682307	0.004192757	12.60665046	2	3.656113103	11.31932381	3.500715872	21.68149407	4.438392271	12.25482724	3.615278241	16.69003818	4.06091535	23.51771085	4.555675734	5.114307936	2.354539029	12.57780096	3.652807806	3.315647868	1.729290796	9.00222862	3.170282204	ppat	Chr01	31660752	31660752	5.608388613	-1.087742453	1	female	8.201267095	17.4147389	3.035846823	meanmale	4.122236938	meanfemale
TRINITY_DN127458_c0_g3_i2	2.35E-31	1.23E-29	51.45243663	2	5.685167495	0.514213925	-0.959559416	33.53151116	5.067445597	0.575946455	-0.795993402	45.45203499	5.506272983	30.32969535	4.922659102	1.909358925	0.933088329	62.92894353	5.975651818	1.493993453	0.579173826	0.845063013	-0.242869173	arrdc2	Chr01	80069097	80069097	4.890153128	-5.359163824	5	female	1.067715154	44.73892433	0.094526815	meanmale	5.483458665	meanfemale
TRINITY_DN127458_c0_g6_i1	8.39E-06	3.30E-05	17.44136945	2	4.124441416	9.185526818	3.199362467	25.46554439	4.670474654	8.789782826	3.13582752	15.55362886	3.959179314	27.79578338	4.796794138	7.927859242	2.986931348	20.97002017	4.390256344	11.06112126	3.467425733	9.861662981	3.30183095	NA	NA	NA	NA	5.5489203	-1.191480866	1	female	9.365190625	21.44526925	3.22730836	meanmale	4.422587524	meanfemale
TRINITY_DN127460_c3_g1_i2	0.000574135	0.001581306	1.882087937	2	0.912334037	1.166302429	0.221941936	5.680014389	2.505894584	2.322346028	1.215582949	4.623767019	2.209068706	5.695123207	2.509727053	1.243679107	0.314614291	2.793252316	1.481945899	0.61610304	-0.698756441	1.393971013	0.479200561	NA	NA	NA	NA	2.688302556	-1.606774546	1	female	1.348480323	4.134848974	0.43133447	meanmale	2.047834636	meanfemale
TRINITY_DN127474_c0_g1_i3	1.40E-36	9.35E-35	53.31976654	2	5.736598559	3.72798445	1.898395842	117.6356529	6.878181567	6.990861709	2.805470296	79.46303549	6.312212	110.2952229	6.785226496	3.175087082	1.666796161	69.13920846	6.111432182	4.636107205	2.212913928	2.656287051	1.40941106	NA	NA	NA	NA	6.439448864	-4.334279559	3	female	4.237265499	85.97057726	2.083133528	meanmale	6.425771088	meanfemale
TRINITY_DN127485_c0_g1_i3	1.05E-24	3.74E-23	84.91608117	2	6.407965888	0.239615413	-2.061207384	82.21863545	6.361393523	2.996929865	1.583485322	103.7336441	6.696740071	85.90271366	6.424631802	0.314827726	-1.667365494	83.9769496	6.391921479	0.261066339	-1.937511641	1.27223093	0.347360566	NA	NA	NA	NA	6.934677146	-6.451523949	5	female	1.016934055	88.1496048	0.024226127	meanmale	6.461882196	meanfemale
TRINITY_DN127491_c0_g1_i1	1.23E-19	2.84E-18	20.50508735	2	4.357909984	3.354658343	1.746165842	26.66445825	4.736846112	4.865063212	2.28245855	21.13000975	4.401221528	26.93125528	4.751209571	3.207976189	1.681663434	15.7278113	3.975246013	1.784059788	0.835163964	3.392658851	1.762416367	LOC100485697	Chr08	58494160	58494160	5.746829497	-2.735016966	1	female	3.320883277	22.19172439	1.731567015	meanmale	4.47194987	meanfemale
TRINITY_DN127496_c2_g4_i1	0.000208275	0.000631884	22.07478995	2	4.464327805	11.99480254	3.584337503	25.40201645	4.66687112	13.94498785	3.801674772	24.50161473	4.614804925	24.1739287	4.595380051	8.974222963	3.165787028	21.19988737	4.405984695	9.852000397	3.300416686	12.54015016	3.648482718	NA	NA	NA	NA	4.825284737	-1.039479231	1	female	11.46123278	23.47044744	3.518690325	meanmale	4.552773441	meanfemale
TRINITY_DN127513_c0_g1_i1	1.98E-39	1.53E-37	44.22571951	2	5.466813709	1.992167456	0.994338921	31.94471875	4.997505533	1.996454597	0.997440263	30.90749828	4.949884979	36.25393927	5.180065858	1.91669321	0.938619435	47.54532999	5.571231738	1.624709909	0.700182149	1.802656825	0.850124774	NA	NA	NA	NA	4.980195036	-4.356809445	3	female	1.866536399	38.17544116	0.900363643	meanmale	5.254572924	meanfemale
