gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	male	female	log2meanXX	cutoff
TRINITY_DN131673_c2_g5_i2	3.81903125	2	1.933206725	19.72093967	4.30165639	3.846904735	1.943698103	4.547184746	2.18497362	7.46613557	2.900361705	cpamd8	Chr01	99845191	99845191	3.860357966	-1.71586583	5.16E-05	0.000481742	4.071040244	13.59353762	2.025432921	meanmale	meanfemale	3.764859664	FC1
TRINITY_DN135360_c8_g1_i2	4.543330281	2	2.183750187	15.77464142	3.979535306	4.10419502	2.037099285	3.496458674	1.805894454	11.32119903	3.500954857	fam46a	Chr05	80205014	80205014	2.50869581	-1.715703699	1.72E-05	0.000176832	4.047994658	13.54792023	2.017243026	meanmale	meanfemale	3.760010141	FC1
TRINITY_DN119060_c0_g1_i4	7.239602927	2	2.855910571	24.52413888	4.616130575	4.500748921	2.170165085	6.973546385	2.801892523	17.12940994	4.09840355	NA	NA	NA	NA	4.92819678	-1.714719108	2.81E-07	3.96E-06	6.237966078	20.82677441	2.641098835	meanmale	meanfemale	4.380374438	FC1
TRINITY_DN127132_c1_g2_i2	0.175951933	2	-2.506746731	1.232566939	0.301665999	0.327923717	-1.608567847	0.337954024	-1.565101102	0.699779365	-0.515027972	rragd	Chr05	83034450	83034450	0.4879271	-1.714016868	0.002569097	0.015552391	0.280609891	0.966173152	-1.832848194	meanmale	meanfemale	-0.049497018	FC1
TRINITY_DN112465_c0_g1_i1	5.357404661	2	2.421534271	23.52865766	4.55634711	5.650285946	2.49832388	6.616432486	2.72605354	15.74671452	3.976978943	NA	NA	NA	NA	4.624877965	-1.713543252	7.77E-08	1.19E-06	5.874707698	19.63768609	2.554541628	meanmale	meanfemale	4.295560388	FC1
TRINITY_DN131889_c0_g5_i8	40.35585097	2	5.334705952	137.3698817	7.101921918	32.81472023	5.036271228	34.11980077	5.092537317	101.4777412	6.665019502	klhl6	Chr05	123573678	123573678	5.571719651	-1.713334081	3.91E-08	6.28E-07	35.76345732	119.4238115	5.16041834	meanmale	meanfemale	6.899947916	FC1
TRINITY_DN121288_c0_g1_i1	1.8115352	2	0.857212839	7.106426608	2.829124298	2.630484401	1.395328495	2.169910322	1.11763542	7.775035634	2.958849287	NA	NA	NA	NA	1.870595442	-1.713277751	5.12E-05	0.000479018	2.203976641	7.440731121	1.140174391	meanmale	meanfemale	2.895463776	FC1
TRINITY_DN123106_c0_g3_i8	0.633658338	2	-0.658222931	7.189215399	2.84583433	0.898553935	-0.154322992	4.104875184	2.037338355	5.476023627	2.453128671	NA	NA	NA	NA	1.832482054	-1.71242755	0.007667413	0.038718756	1.879029152	6.332619513	0.910064226	meanmale	meanfemale	2.662825181	FC1
TRINITY_DN128858_c0_g1_i1	8.155984519	2	3.027859037	27.26399449	4.768925044	7.351238452	2.877987319	7.592717774	2.924616383	24.18349465	4.595950832	NA	NA	NA	NA	5.33209577	-1.71204528	7.63E-09	1.37E-07	7.699980248	25.72374457	2.944873481	meanmale	meanfemale	4.685034372	FC1
TRINITY_DN120437_c2_g1_i2	0.684275376	2	-0.547351063	5.797172962	2.53534953	2.416673449	1.273022543	1.199326881	0.262224924	3.818995176	1.933193098	NA	NA	NA	NA	3.709924342	-1.711992015	0.000298711	0.002342079	1.433425235	4.808084069	0.519567302	meanmale	meanfemale	2.265492127	FC1
TRINITY_DN116621_c0_g1_i2	12.54959351	2	3.64956873	45.78539584	5.51681559	13.38033586	3.742042424	12.53266111	3.647620875	39.87776521	5.317512657	NA	NA	NA	NA	5.574199794	-1.711528291	9.23E-09	1.63E-07	12.82086349	42.83158053	3.680432779	meanmale	meanfemale	5.420606378	FC1
TRINITY_DN18737_c0_g1_i1	1.493961694	2	0.579143157	5.838383899	2.545569077	4.319006359	2.110699441	1.001372412	0.001978615	9.503434297	3.248448961	NA	NA	NA	NA	2.493585323	-1.711106599	0.001833871	0.011576455	2.271446822	7.670909098	1.183675043	meanmale	meanfemale	2.939416372	FC1
TRINITY_DN119035_c0_g1_i2	24.65726986	2	4.623941163	86.98675091	6.442723773	20.37468791	4.348706056	24.22199393	4.598245726	66.87962527	6.063494859	NA	NA	NA	NA	5.468200906	-1.710119996	2.87E-08	4.70E-07	23.08465057	76.93318809	4.528868239	meanmale	meanfemale	6.265536065	FC1
TRINITY_DN130129_c0_g1_i4	7.368610784	2	2.881392651	30.85633591	4.947494852	7.402289621	2.887971583	9.136825614	3.19169302	22.24601364	4.475474931	vdr	Chr02	140682409	140682409	5.584269871	-1.709734375	5.02E-08	7.95E-07	7.969242006	26.55117478	2.994460612	meanmale	meanfemale	4.730709224	FC1
TRINITY_DN123801_c0_g1_i3	0.658794655	2	-0.602099245	2.171738865	1.118850641	0.65838736	-0.602991456	1.035293457	0.050039762	3.093168543	1.629085446	NA	NA	NA	NA	1.590912783	-1.709544261	0.000217649	0.001753351	0.784158491	2.632453704	-0.350598852	meanmale	meanfemale	1.396462962	FC1
TRINITY_DN116899_c0_g1_i3	6.335493992	2	2.663457114	21.36200063	4.416974862	8.368652469	3.064995337	6.735972129	2.751886169	26.52724386	4.729402884	LOC100495930	scaffold_389	2417	2417	3.278135782	-1.709470537	4.80E-06	5.49E-05	7.146706197	23.94462225	2.837298667	meanmale	meanfemale	4.581635796	FC1
TRINITY_DN135961_c4_g1_i1	19.6946993	2	4.299735485	72.21620326	6.174250668	19.90960042	4.315392362	23.83761395	4.57516793	68.78442118	6.104009944	NA	NA	NA	NA	6.851778446	-1.708590841	1.86E-07	2.70E-06	21.14730456	70.50031222	4.402408706	meanmale	meanfemale	6.139559788	FC1
TRINITY_DN130769_c3_g1_i2	10.45385289	2	3.385962857	36.64211124	5.195430726	7.345623456	2.876884944	11.39484505	3.510309401	28.09875498	4.812434303	NA	NA	NA	NA	4.863379369	-1.708019061	1.13E-07	1.70E-06	9.731440465	32.37043311	3.282668196	meanmale	meanfemale	5.01660922	FC1
TRINITY_DN121478_c6_g1_i1	2.609254217	2	1.383637511	11.0437577	3.465159236	3.310955791	1.727247748	2.778243466	1.474173033	8.284438381	3.050403898	NA	NA	NA	NA	4.655709559	-1.707439646	4.47E-08	7.14E-07	2.899484491	9.664098041	1.535846178	meanmale	meanfemale	3.272650019	FC1
TRINITY_DN133212_c3_g2_i3	3.384034192	2	1.758744145	12.82843648	3.681273441	2.82923445	1.500411733	2.929822805	1.550813413	7.411317377	2.889730007	NA	NA	NA	NA	4.335679202	-1.706797394	5.47E-07	7.42E-06	3.047697149	10.11987693	1.607766885	meanmale	meanfemale	3.339134096	FC1
TRINITY_DN127015_c0_g2_i1	1.361565857	2	0.445266765	5.558063416	2.474582295	1.707195786	0.77162852	1.810191074	0.856141988	5.320089179	2.411450429	NA	NA	NA	NA	3.004770619	-1.706433819	3.54E-06	4.13E-05	1.626317572	5.439076298	0.701697708	meanmale	meanfemale	2.443388188	FC1
TRINITY_DN115491_c0_g2_i5	0.782539157	2	-0.353765151	1.991654516	0.993967411	0.20887965	-2.25925615	0.478239028	-1.064196225	1.201416416	0.264736282	NA	NA	NA	NA	0.353310292	-1.706148116	0.006260418	0.032692854	0.489885945	1.596535466	-1.029187728	meanmale	meanfemale	0.675034963	FC1
TRINITY_DN125814_c0_g3_i3	2.238271572	2	1.162385091	10.82978958	3.436933307	3.931617925	1.975123127	3.132913261	1.647504827	9.924835617	3.311043207	NA	NA	NA	NA	3.338267603	-1.705745998	7.56E-06	8.27E-05	3.100934253	10.3773126	1.632749461	meanmale	meanfemale	3.375374876	FC1
TRINITY_DN134743_c0_g2_i1	2.75189482	2	1.46042533	10.4450161	3.384742811	2.52201149	1.334574848	2.034300261	1.024532635	5.715234995	2.514812819	Xetrov90000626m	Chr01	28442756	28442756	4.56382297	-1.705341754	9.33E-07	1.22E-05	2.436068857	8.080125548	1.284614134	meanmale	meanfemale	3.014395564	FC1
TRINITY_DN133368_c1_g2_i1	6.963231449	2	2.799756978	25.08937747	4.649004769	6.403034007	2.678755672	7.247407705	2.857465056	20.56534146	4.362143121	NA	NA	NA	NA	5.074287791	-1.704419197	6.25E-09	1.14E-07	6.871224387	22.82735947	2.780588193	meanmale	meanfemale	4.512698402	FC1
TRINITY_DN132125_c1_g2_i1	2.406053911	2	1.266668968	10.6006176	3.406076415	2.384000474	1.253384523	2.559292348	1.355744956	5.652650477	2.498927493	NA	NA	NA	NA	4.231243116	-1.704373716	1.52E-06	1.91E-05	2.449782244	8.126634039	1.292712407	meanmale	meanfemale	3.02267568	FC1
TRINITY_DN117602_c0_g4_i1	1.425837793	2	0.511809866	4.563229776	2.190055301	1.282460651	0.358914561	1.481351018	0.566913539	4.725589189	2.240494217	NA	NA	NA	NA	3.008561292	-1.703994845	2.58E-06	3.11E-05	1.396549821	4.644409483	0.481970342	meanmale	meanfemale	2.215526238	FC1
TRINITY_DN97036_c0_g2_i1	6.322433724	2	2.660480009	28.46268384	4.8309998	9.451973177	3.240615535	8.132111906	3.023630068	24.56021752	4.618251433	NA	NA	NA	NA	5.244756738	-1.703960406	4.43E-08	7.07E-07	7.968839602	26.51145068	2.994387763	meanmale	meanfemale	4.728549152	FC1
TRINITY_DN132228_c1_g9_i1	2.006549754	2	1.004716929	10.12869681	3.340376659	2.447019223	1.291025435	2.207300061	1.142282763	4.596962064	2.20068076	NA	NA	NA	NA	3.693622687	-1.702683792	2.60E-05	0.00025663	2.220289679	7.362829437	1.150812892	meanmale	meanfemale	2.880279875	FC1
TRINITY_DN108732_c0_g1_i1	14.50272095	2	3.858251694	44.34998273	5.470861638	13.4530886	3.749865524	15.45169798	3.949693479	51.86842737	5.696784723	c7orf55	Chr04	105219785	105219785	6.034532301	-1.702612736	2.73E-08	4.48E-07	14.46916918	48.10920505	3.85492015	meanmale	meanfemale	5.588244054	FC1
TRINITY_DN94143_c0_g2_i1	1.026141574	2	0.037229789	3.095957661	1.630385742	0.58204461	-0.780798364	1.470473274	0.556280563	3.714597411	1.89320586	NA	NA	NA	NA	1.785027123	-1.701809665	0.000364652	0.002793239	1.026219819	3.405277536	0.03748037	meanmale	meanfemale	1.767814751	FC1
TRINITY_DN116529_c1_g1_i1	7.224867724	2	2.852971174	22.21395214	4.473394184	3.962964376	1.986579999	4.803553586	2.264102082	12.93953647	3.693714032	NA	NA	NA	NA	2.969230719	-1.701778643	5.58E-05	0.000516021	5.330461895	17.57674431	2.414287616	meanmale	meanfemale	4.135604171	FC1
TRINITY_DN127737_c0_g1_i1	0.541598007	2	-0.884705665	1.718443795	0.781102666	0.399364446	-1.324222194	0.380639483	-1.393502878	1.193670732	0.255404931	NA	NA	NA	NA	0.963440131	-1.701433238	0.000962884	0.006575929	0.440533979	1.456057264	-1.182347345	meanmale	meanfemale	0.542166174	FC1
TRINITY_DN134918_c2_g2_i1	0.470324046	2	-1.088273001	2.215835918	1.147851054	0.960392306	-0.058304249	0.919784525	-0.12063217	3.082474678	1.624089043	NA	NA	NA	NA	1.037562854	-1.700948929	0.001016373	0.00689216	0.783500292	2.649155298	-0.351810159	meanmale	meanfemale	1.405586877	FC1
TRINITY_DN126555_c5_g4_i3	3.042772522	2	1.605386482	11.5978842	3.535789734	3.136775312	1.649282192	2.656503442	1.409528582	7.913548705	2.984324793	NA	NA	NA	NA	4.827797806	-1.700895308	5.38E-08	8.49E-07	2.945350425	9.755716453	1.558488271	meanmale	meanfemale	3.286262615	FC1
TRINITY_DN129431_c4_g2_i2	2.952206174	2	1.561793479	10.45089194	3.38555417	2.098612526	1.069435822	3.397526857	1.764484955	8.194403447	3.034638925	NA	NA	NA	NA	4.096738401	-1.700621734	7.35E-07	9.76E-06	2.816115186	9.322647694	1.493757574	meanmale	meanfemale	3.220755223	FC1
TRINITY_DN135439_c2_g1_i3	7.629975098	2	2.931678349	25.48282503	4.671453319	6.175921296	2.626654367	6.560008289	2.713697638	19.44677458	4.281458986	alx1	Chr03	44294726	44294726	6.056314583	-1.699899317	9.44E-08	1.43E-06	6.788634894	22.46479981	2.763142748	meanmale	meanfemale	4.489600722	FC1
TRINITY_DN135781_c3_g1_i2	4.131992308	2	2.046837569	15.92725273	3.993425535	3.45577733	1.789010262	4.807767596	2.265367159	11.39972407	3.510926999	NA	NA	NA	NA	5.27376579	-1.699435464	7.92E-08	1.21E-06	4.131845745	13.6634884	2.046821311	meanmale	meanfemale	3.772264516	FC1
TRINITY_DN99989_c0_g2_i2	21.5103289	2	4.426957679	78.31190654	6.291159766	21.92885524	4.454758595	22.5254524	4.493484176	67.06624657	6.067514957	NA	NA	NA	NA	5.456027609	-1.696653123	1.27E-08	2.19E-07	21.98821218	72.68907656	4.458664962	meanmale	meanfemale	6.183668657	FC1
TRINITY_DN126897_c0_g2_i1	5.722326955	2	2.516601931	19.43602357	4.280661182	5.21068923	2.381474214	5.265791373	2.396650364	16.23853888	4.021349922	hdlbp	Chr05	122472884	122472884	4.837792751	-1.696255689	1.12E-08	1.96E-07	5.399602519	17.83728123	2.432879928	meanmale	meanfemale	4.156831918	FC1
TRINITY_DN121889_c0_g2_i1	3.130040605	2	1.646181373	8.294474824	3.052150638	2.295043771	1.198521669	2.939311417	1.555478219	10.11756983	3.338790901	NA	NA	NA	NA	3.091499265	-1.696086827	6.58E-06	7.32E-05	2.788131931	9.206022327	1.479350573	meanmale	meanfemale	3.202593613	FC1
TRINITY_DN123675_c0_g1_i1	4.939720824	2	2.304429508	16.98365807	4.086075326	3.589924141	1.843953359	4.878675072	2.286489401	12.49605251	3.643400516	NA	NA	NA	NA	4.556174051	-1.695958493	1.34E-07	1.99E-06	4.469440012	14.73985529	2.160126362	meanmale	meanfemale	3.881660243	FC1
TRINITY_DN96602_c0_g1_i1	9.096656887	2	3.185336438	32.77473099	5.034512034	31.01535357	4.954910666	11.240799	3.490672681	81.401315	6.346980196	NA	NA	NA	NA	4.320909429	-1.695558131	0.000738744	0.005210697	17.11760315	57.088023	4.097417229	meanmale	meanfemale	5.835118724	FC1
TRINITY_DN129884_c4_g1_i1	2.87717051	2	1.524650722	8.915143583	3.156258033	2.845677815	1.508772331	2.172075469	1.119074231	8.476934653	3.083542666	NA	NA	NA	NA	4.660017514	-1.695446151	2.84E-08	4.65E-07	2.631641265	8.696039118	1.39601766	meanmale	meanfemale	3.12037502	FC1
TRINITY_DN133109_c3_g1_i1	1.146762652	2	0.197566824	5.430303587	2.441032856	2.195312275	1.134426172	1.962323066	0.972562578	6.351858328	2.667178735	NA	NA	NA	NA	2.860877998	-1.694612494	2.12E-05	0.00021362	1.768132664	5.891080958	0.822308117	meanmale	meanfemale	2.558556868	FC1
TRINITY_DN127313_c0_g2_i1	64.20910006	2	6.004705873	224.227858	7.808821719	66.16675563	6.048034636	67.99012122	6.087253237	212.2308827	7.729490795	qpctl-like	Chr08	49301559	49301559	8.341885819	-1.693956557	1.57E-06	1.96E-05	66.1219923	218.2293704	6.047060471	meanmale	meanfemale	7.76970213	FC1
TRINITY_DN125687_c4_g2_i3	1.037882417	2	0.053643008	3.492693966	1.804340238	1.108726265	0.14890322	1.638579585	0.712445746	4.865892769	2.282704528	NA	NA	NA	NA	3.093282816	-1.692907002	1.63E-05	0.0001685	1.261729422	4.179293368	0.335516896	meanmale	meanfemale	2.063293553	FC1
TRINITY_DN126239_c1_g1_i2	0.409111587	2	-1.289433697	1.22221423	0.289497183	0.53041123	-0.914816774	0.312529293	-1.677936677	1.542336113	0.625117198	NA	NA	NA	NA	1.763823122	-1.692456921	0.000149946	0.001253703	0.417350703	1.382275172	-1.260322255	meanmale	meanfemale	0.467149211	FC1
TRINITY_DN135989_c2_g1_i1	3.000248122	2	1.585081817	8.182074251	3.03246663	2.382507061	1.25248049	1.600201443	0.678253532	7.1187033	2.831614473	NA	NA	NA	NA	3.310051043	-1.691875525	1.85E-05	0.000188506	2.327652209	7.650388776	1.21893749	meanmale	meanfemale	2.935551922	FC1
TRINITY_DN123367_c1_g1_i4	5.081771033	2	2.345331374	18.7804416	4.231159082	4.971000881	2.313536359	3.429327763	1.777925799	10.75105969	3.426406963	NA	NA	NA	NA	5.366975691	-1.691285377	1.44E-06	1.82E-05	4.494033226	14.76575065	2.168042893	meanmale	meanfemale	3.884192566	FC1
TRINITY_DN134982_c7_g1_i1	0.391893795	2	-1.351465364	1.057942916	0.081261785	0.324883477	-1.622005722	0.414520956	-1.270483056	1.424972671	0.510934251	NA	NA	NA	NA	1.571304431	-1.690948742	0.000142736	0.001200261	0.377099409	1.241457794	-1.406600678	meanmale	meanfemale	0.312151419	FC1
TRINITY_DN109430_c0_g5_i1	3.362577778	2	1.749567638	10.43964535	3.384000797	2.475135349	1.307507419	2.321676447	1.21516693	7.41402894	2.890257747	brox	Chr05	5890834	5890834	3.619450328	-1.690559315	5.21E-06	5.94E-05	2.719796525	8.926837145	1.443551767	meanmale	meanfemale	3.158165268	FC1
TRINITY_DN122399_c0_g1_i2	6.136260764	2	2.617359792	27.57882403	4.785489036	8.2158099	3.038402801	5.450725432	2.44644825	15.84995454	3.986406797	NA	NA	NA	NA	4.424295408	-1.690325264	1.66E-06	2.08E-05	6.600932032	21.71438929	2.722691599	meanmale	meanfemale	4.440586117	FC1
TRINITY_DN134949_c2_g1_i1	3.960411232	2	1.985650241	16.02130752	4.001919988	4.633674721	2.212156772	4.257024583	2.089845421	12.13873678	3.60154639	NA	NA	NA	NA	6.281071492	-1.689637852	1.31E-07	1.94E-06	4.283703512	14.08002215	2.098892309	meanmale	meanfemale	3.815587945	FC1
TRINITY_DN116438_c0_g2_i3	1.34490911	2	0.427508678	7.011963568	2.8098185	1.783576177	0.834772835	2.037446396	1.026762103	4.339658684	2.117581579	NA	NA	NA	NA	3.404883618	-1.689190288	1.78E-05	0.00018205	1.721977228	5.675811126	0.784149843	meanmale	meanfemale	2.504852	FC1
TRINITY_DN109625_c0_g1_i3	15.90676438	2	3.9915685	51.05112486	5.673870845	13.21291154	3.723876503	14.04389732	3.811871448	43.52187943	5.443668954	NA	NA	NA	NA	5.725053862	-1.689013415	4.01E-08	6.43E-07	14.38785775	47.28650215	3.846789923	meanmale	meanfemale	5.563359573	FC1
TRINITY_DN121556_c12_g4_i1	0.825177508	2	-0.277223597	4.340359916	2.11781468	1.431695937	0.517725126	0.786109911	-0.347197056	2.378915745	1.250304176	NA	NA	NA	NA	2.299273814	-1.688789035	0.000176895	0.001454169	1.014327785	3.359637831	0.020666167	meanmale	meanfemale	1.74834866	FC1
TRINITY_DN121893_c1_g1_i1	3.712461193	2	1.892375945	17.38451625	4.119731017	5.16740119	2.369438897	4.328576002	2.113892491	11.52296524	3.526440113	NA	NA	NA	NA	5.328701082	-1.687595362	1.99E-07	2.87E-06	4.402812795	14.45374075	2.13845827	meanmale	meanfemale	3.853380999	FC1
TRINITY_DN124094_c0_g1_i1	1.291312264	2	0.368837914	2.921370776	1.546645474	1.378736652	0.463346919	0.835591083	-0.259130998	4.758060949	2.250373752	NA	NA	NA	NA	1.861429008	-1.687466975	0.00017951	0.001473718	1.168546666	3.839715863	0.224838805	meanmale	meanfemale	1.941037128	FC1
TRINITY_DN119040_c0_g1_i1	5.710196527	2	2.513540399	21.66277995	4.437146488	8.167707969	3.029931285	4.741460954	2.245331655	19.18732044	4.262081344	ndc1	Chr04	87192605	87192605	3.539390429	-1.685755081	8.86E-06	9.59E-05	6.20645515	20.4250502	2.633792746	meanmale	meanfemale	4.352274782	FC1
TRINITY_DN131806_c3_g2_i1	2.880807941	2	1.526473481	10.9759146	3.456269256	2.336527769	1.224366183	3.504685635	1.809285042	8.088801516	3.01592596	LOC100491219-like	Chr05	60993378	60993378	3.645644174	-1.685646248	5.21E-06	5.94E-05	2.907340448	9.532358058	1.539749642	meanmale	meanfemale	3.252848278	FC1
TRINITY_DN104812_c0_g1_i2	3.893170763	2	1.960945626	12.52737986	3.647012797	4.269324645	2.094007871	3.616479257	1.854585877	13.27714416	3.730872959	NA	NA	NA	NA	3.137574751	-1.68479093	4.26E-06	4.90E-05	3.926324888	12.90226201	1.973216299	meanmale	meanfemale	3.689563296	FC1
TRINITY_DN131711_c1_g1_i3	5.184917151	2	2.374320937	19.61817853	4.294119194	4.993304056	2.319994759	4.832833345	2.272869246	13.15389866	3.717418556	NA	NA	NA	NA	3.956480878	-1.684279519	1.35E-06	1.72E-05	5.003684851	16.3860386	2.323019759	meanmale	meanfemale	4.034404017	FC1
TRINITY_DN112790_c0_g1_i1	2.387573505	2	1.255545149	10.94426225	3.452102801	2.377848797	1.24965698	2.799504572	1.485171536	5.571322385	2.4780198	NA	NA	NA	NA	3.397270583	-1.684236787	2.99E-05	0.000291456	2.521642291	8.257792318	1.334420847	meanmale	meanfemale	3.045773606	FC1
TRINITY_DN124069_c0_g1_i1	0.793980049	2	-0.332825339	4.241128387	2.084448157	1.25099645	0.323077696	0.718860721	-0.476215819	1.842016314	0.881285839	mpst	Chr04	112841175	112841175	1.884822053	-1.684203974	0.000676121	0.004818036	0.921279073	3.041572351	-0.118133264	meanmale	meanfemale	1.604864754	FC1
TRINITY_DN131191_c4_g2_i6	0.899789752	2	-0.152340159	4.068486709	2.024492278	0.717284837	-0.479381962	0.81741188	-0.290864884	1.24121176	0.311749271	NA	NA	NA	NA	1.961349431	-1.684146786	0.001209247	0.008033803	0.81149549	2.654849235	-0.301167247	meanmale	meanfemale	1.408684275	FC1
TRINITY_DN67822_c0_g1_i2	5.311853811	2	2.409215442	17.27785064	4.110851853	4.327140705	2.113414033	5.283827473	2.401583361	15.30590567	3.936016508	NA	NA	NA	NA	3.351146871	-1.683945305	3.20E-06	3.77E-05	4.974273996	16.29187816	2.31451498	meanmale	meanfemale	4.02608988	FC1
TRINITY_DN114332_c0_g1_i1	8.869025795	2	3.148775643	28.98081485	4.857026254	7.740903802	2.95250202	8.140291811	3.025080513	25.05557937	4.647059993	NA	NA	NA	NA	4.862602603	-1.683752032	1.42E-08	2.44E-07	8.250073803	27.01819711	3.044424512	meanmale	meanfemale	4.755864843	FC1
TRINITY_DN117979_c0_g1_i1	0.65905063	2	-0.601538794	2.640291471	1.400697203	0.591888801	-0.756601935	0.671284264	-0.575004271	1.592690645	0.671466073	NA	NA	NA	NA	0.503517435	-1.683413106	0.00200989	0.012554138	0.640741232	2.116491058	-0.641961121	meanmale	meanfemale	1.081742556	FC1
TRINITY_DN125469_c1_g4_i2	13.75329626	2	3.781705526	49.30747078	5.623734347	14.13164591	3.820857601	14.6655466	3.874358938	43.4783432	5.44222506	LOC100216149	scaffold_526	9680	9680	5.69125006	-1.681185752	2.03E-08	3.38E-07	14.18349626	46.39290699	3.82615147	meanmale	meanfemale	5.535835453	FC1
TRINITY_DN98050_c0_g1_i1	2.097523713	2	1.068687121	7.434869753	2.894307469	1.953321589	0.96592949	1.951511818	0.9645922	5.646981394	2.497479878	NA	NA	NA	NA	2.891509731	-1.680221045	7.29E-06	8.02E-05	2.000785707	6.540925574	1.000638761	meanmale	meanfemale	2.709516855	FC1
TRINITY_DN135766_c1_g5_i3	9.218351294	2	3.204508747	32.01656796	5.00074676	7.789848701	2.961595308	8.622979922	3.108186521	23.78688424	4.572094405	NA	NA	NA	NA	2.402648839	-1.679490677	2.00E-05	0.00020227	8.543726639	27.9017261	3.094882374	meanmale	meanfemale	4.802287641	FC1
TRINITY_DN124247_c2_g3_i1	7.801281611	2	2.963711152	28.54349051	4.835089864	6.830563157	2.772004529	6.559526415	2.713591659	17.49146002	4.128578812	slc12a6	Chr01	130549575	130549575	3.960092919	-1.678736142	2.95E-06	3.51E-05	7.063790394	23.01747527	2.820462958	meanmale	meanfemale	4.524663959	FC1
TRINITY_DN128346_c0_g1_i2	0.066205177	2	-3.916912155	0.536525365	-0.898281717	0.225316082	-2.149977805	0.127161467	-2.97526653	0.40044296	-1.320331338	NA	NA	NA	NA	0.856049366	-1.678731497	0.003706169	0.021147464	0.139560909	0.468484163	-2.839999831	meanmale	meanfemale	-1.093619901	FC1
TRINITY_DN132613_c2_g1_i6	0.094247743	2	-3.40739812	1.042108974	0.059506149	0.307388626	-1.701864312	0.331190402	-1.594267231	0.614960717	-0.701433839	NA	NA	NA	NA	0.378469661	-1.678417146	0.005484718	0.029348712	0.24427559	0.828534846	-2.032827907	meanmale	meanfemale	-0.271191606	FC1
TRINITY_DN128951_c3_g3_i6	18.4199888	2	4.203200279	63.60421662	5.991050507	13.71884208	3.778086813	13.29322111	3.732618825	34.89321579	5.124874659	NA	NA	NA	NA	5.764090845	-1.677740839	2.11E-06	2.60E-05	15.14401733	49.24871621	3.920685588	meanmale	meanfemale	5.622017142	FC1
TRINITY_DN129001_c0_g2_i2	0.811638377	2	-0.301091013	2.62491925	1.392273042	0.544079333	-0.878111067	0.646332548	-0.62965145	1.711802954	0.775516642	NA	NA	NA	NA	1.664707955	-1.677420793	0.000268504	0.002120567	0.667350086	2.168361102	-0.583268143	meanmale	meanfemale	1.116671564	FC1
TRINITY_DN133400_c0_g2_i3	1.878849274	2	0.909849335	4.00633522	2.00228314	1.787650355	0.838064589	1.722352888	0.784380763	7.751089159	2.954399048	NA	NA	NA	NA	3.775068481	-1.676963254	7.94E-06	8.67E-05	1.796284172	5.87871219	0.845095916	meanmale	meanfemale	2.555524689	FC1
TRINITY_DN113439_c0_g1_i1	4.70686608	2	2.234766806	16.81955319	4.072067476	3.121789122	1.642373086	3.386166048	1.759652721	7.437519391	2.894821525	NA	NA	NA	NA	4.535778175	-1.676691145	1.10E-05	0.000116818	3.73827375	12.12853629	1.902410812	meanmale	meanfemale	3.600345442	FC1
TRINITY_DN135692_c2_g2_i2	2.573336707	2	1.363640238	8.292030885	3.05172549	2.485332097	1.313438642	2.295237273	1.198643302	7.704636422	2.945726878	NA	NA	NA	NA	2.043006408	-1.676016643	3.42E-05	0.000329413	2.451302026	7.998333654	1.293607103	meanmale	meanfemale	2.999717502	FC1
TRINITY_DN134675_c5_g5_i2	9.261556915	2	3.211254738	29.19885171	4.867839729	5.771876534	2.52904044	7.919260266	2.985365675	20.51832841	4.358841297	LOC101732077	Chr03	2373028	2373028	4.467455535	-1.67593218	5.38E-07	7.30E-06	7.650897905	24.85859006	2.935647928	meanmale	meanfemale	4.63567837	FC1
TRINITY_DN129818_c0_g1_i1	3.480256345	2	1.799193574	13.58948614	3.764418999	3.930878157	1.974851646	2.647034178	1.404376823	8.223965628	3.039834235	NA	NA	NA	NA	4.666175497	-1.675307463	8.54E-07	1.12E-05	3.352722893	10.90672588	1.745376277	meanmale	meanfemale	3.447159403	FC1
TRINITY_DN130437_c2_g7_i4	6.010235124	2	2.587421431	21.97240498	4.457620883	5.498868027	2.459134662	5.779394398	2.530918326	15.49946899	3.954146885	NA	NA	NA	NA	5.284931194	-1.674651445	5.54E-08	8.73E-07	5.762832516	18.73593699	2.526803126	meanmale	meanfemale	4.227743924	FC1
TRINITY_DN128362_c0_g3_i3	4.460347079	2	2.157155977	13.9378681	3.800938002	3.191897449	1.674414301	3.613382956	1.853350164	10.45319142	3.385871568	NA	NA	NA	NA	4.057604993	-1.67450897	6.62E-07	8.86E-06	3.755209161	12.19552976	1.908931685	meanmale	meanfemale	3.608292353	FC1
TRINITY_DN123457_c1_g1_i1	0.329738849	2	-1.600604223	2.672196704	1.41802621	0.708054911	-0.498066847	1.29545857	0.373462877	2.458886474	1.298005128	NA	NA	NA	NA	1.965085236	-1.674407679	0.001055277	0.007119197	0.777750777	2.565541589	-0.362434681	meanmale	meanfemale	1.359319645	FC1
