gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2	cutoff
TRINITY_DN118457_c0_g3_i1	6.237834922	2	2.641045374	2.349579123	1.232402352	4.048872586	2.017520244	6.759732767	2.756966213	1.864902103	0.899099899	NA	NA	NA	NA	2.035680157	1.461873276	0.00154558	0.009971109	5.682146758	2.107240613	2.506461484	meanmale	1.075423518	meanfemale	FC1
TRINITY_DN138946_c0_g1_i1	3.31558767	2	1.729264603	1.725217111	0.78677793	2.9869252	1.578661109	5.19681218	2.377626919	1.131189814	0.177841034	LOC100494131	Chr07	103073032	103073032	2.190848195	1.461945502	0.001715094	0.010929014	3.83310835	1.428203463	1.938552416	meanmale	0.514302532	meanfemale	FC1
TRINITY_DN108517_c0_g1_i1	8.550253169	2	3.095967138	1.783796387	0.834950947	7.000249642	2.807406372	4.683123938	2.227471219	3.134525468	1.648247052	NA	NA	NA	NA	1.953191222	1.466702663	0.002651898	0.015956815	6.74454225	2.459160928	2.753741922	meanmale	1.298224813	meanfemale	FC1
TRINITY_DN132444_c9_g1_i3	1.294050458	2	0.371893872	0.641548526	-0.640369702	4.059976195	2.021471268	2.446669817	1.29081942	1.266539922	0.340892552	NA	NA	NA	NA	2.57575236	1.473825762	0.005502974	0.029433772	2.600232157	0.954044224	1.378695919	meanmale	-0.067720741	meanfemale	FC1
TRINITY_DN122600_c2_g2_i1	19.96498007	2	4.319399727	8.271921281	3.048222456	20.18575083	4.335265345	14.87195783	3.894522679	5.195761877	2.377335313	NA	NA	NA	NA	4.936557344	1.474548905	2.49E-05	0.000246841	18.34089624	6.733841579	4.1970001	meanmale	2.751451205	meanfemale	FC1
TRINITY_DN136070_c9_g2_i1	0.804027606	2	-0.314683058	0.287137955	-1.800184051	1.342113142	0.424506298	1.024860402	0.035427411	0.479655367	-1.059929895	NA	NA	NA	NA	1.130246413	1.477062527	0.006669133	0.034429276	1.057000383	0.383396661	0.080112383	meanmale	-1.382714078	meanfemale	FC1
TRINITY_DN92427_c0_g1_i2	8.903356169	2	3.15434927	5.203428603	2.379462546	16.33866257	4.030217989	16.75028346	4.066113605	5.062644902	2.339891296	NA	NA	NA	NA	1.906019407	1.482140154	0.001911508	0.012020541	13.99743407	5.133036753	3.807100786	meanmale	2.359840696	meanfemale	FC1
TRINITY_DN126808_c0_g1_i1	6.096393394	2	2.607956001	3.262347027	1.705910255	13.62849357	3.768554197	7.923508084	2.986139316	3.471877035	1.795715852	NA	NA	NA	NA	3.933141793	1.483898154	0.000440974	0.003299831	9.216131683	3.367112031	3.204176984	meanmale	1.75155457	meanfemale	FC1
TRINITY_DN121846_c0_g2_i2	4.130300255	2	2.046246663	1.86881807	0.902126129	3.445257603	1.784611858	5.444312814	2.444749962	1.315204756	0.395287421	NA	NA	NA	NA	1.333035837	1.485717146	0.004290395	0.023864128	4.339956891	1.592011413	2.117713954	meanmale	0.670941297	meanfemale	FC1
TRINITY_DN127236_c4_g3_i2	207.8481947	2	7.699386407	79.50365042	6.312949198	271.3663673	8.084098116	104.4801141	6.707084567	62.18917173	5.958591498	NA	NA	NA	NA	7.29255473	1.486243892	0.000805949	0.005629004	194.564892	70.84641108	7.60410834	meanmale	6.146624902	meanfemale	FC1
TRINITY_DN135666_c0_g3_i1	0.783121837	2	-0.352691317	0.266674416	-1.906848671	0.814366232	-0.296250354	0.902351227	-0.148239004	0.335923465	-1.57379552	NA	NA	NA	NA	2.238173861	1.490183583	0.000372931	0.00284791	0.833279765	0.301298941	-0.262954023	meanmale	-1.730253749	meanfemale	FC1
TRINITY_DN115056_c0_g1_i4	3.644718621	2	1.86580744	2.295958023	1.199096265	7.770366331	2.957982616	6.98950367	2.805190012	2.186810516	1.128828218	NA	NA	NA	NA	1.21605008	1.490276043	0.006712343	0.034603667	6.134862874	2.24138427	2.617054613	meanmale	1.164454375	meanfemale	FC1
TRINITY_DN126614_c0_g1_i1	2.591560944	2	1.373821321	1.072840003	0.101434937	3.63410876	1.861601597	1.363827856	0.447661557	0.772421841	-0.372539136	hoxb6	Chr10	5083753	5083753	1.713306927	1.49207838	0.006077884	0.031926814	2.52983252	0.922630922	1.339098905	meanmale	-0.116018091	meanfemale	FC1
TRINITY_DN131030_c6_g1_i1	37.23454288	2	5.218569741	17.34952378	4.116824158	28.83699618	4.849848988	37.19636887	5.217089886	7.641601695	2.933875062	NA	NA	NA	NA	3.456969972	1.493719515	0.000774185	0.005429966	34.42263598	12.49556274	5.105289865	meanmale	3.643355515	meanfemale	FC1
TRINITY_DN124561_c0_g1_i1	1.264312472	2	0.338353066	0.870445795	-0.200173635	2.664924362	1.414094586	2.260771587	1.176815239	0.633711129	-0.658102743	NA	NA	NA	NA	2.610158657	1.493803325	0.001120624	0.007511285	2.06333614	0.752078462	1.04504879	meanmale	-0.410853098	meanfemale	FC1
TRINITY_DN121909_c0_g4_i1	3.494869447	2	1.805238564	1.738075161	0.797490471	6.06097272	2.599549349	4.369891399	2.127597426	1.630923669	0.705689262	NA	NA	NA	NA	2.41718955	1.496626725	0.000604934	0.004371968	4.641911189	1.684499415	2.21475	meanmale	0.75240557	meanfemale	FC1
TRINITY_DN126593_c2_g1_i4	9.230893268	2	3.206470263	3.120258742	1.641665667	8.099308444	3.017798729	15.60184501	3.963644741	4.768288263	2.253471455	efhb	Chr06	78601633	78601633	2.802417891	1.499648448	0.000886031	0.006109621	10.97734891	3.944273503	3.456470915	meanmale	1.979796171	meanfemale	FC1
TRINITY_DN128511_c3_g1_i1	11.90844404	2	3.573913018	4.480371527	2.16361837	13.2156548	3.724176003	14.87181517	3.89450884	5.105049962	2.351925081	LOC100493411	Chr08	15733074	15733074	1.843274239	1.501199258	0.00082012	0.005710387	13.33197134	4.792710745	3.736829037	meanmale	2.260871973	meanfemale	FC1
TRINITY_DN131292_c2_g2_i1	1.323854088	2	0.404744121	0.351136879	-1.509894568	1.89022704	0.918559531	1.78550485	0.836332053	0.820781782	-0.284929386	NA	NA	NA	NA	0.80477436	1.504554754	0.009830156	0.047569639	1.666528659	0.585959331	0.736932694	meanmale	-0.77088137	meanfemale	FC1
TRINITY_DN105870_c0_g1_i1	5.185322603	2	2.374433749	3.007205889	1.588423646	12.51177754	3.645214862	3.923455865	1.972124971	2.195922226	1.134826959	NA	NA	NA	NA	2.026544621	1.508291642	0.007391646	0.037614924	7.206852003	2.601564058	2.849389237	meanmale	1.379434685	meanfemale	FC1
TRINITY_DN128988_c1_g1_i4	7.681607109	2	2.941408176	3.272181452	1.710252752	10.9755695	3.456223895	12.06312907	3.592532273	4.060517504	2.021663607	NA	NA	NA	NA	2.281565307	1.508393418	0.000479971	0.003556432	10.24010189	3.666349478	3.356172254	meanmale	1.87438366	meanfemale	FC1
TRINITY_DN98180_c0_g1_i1	6.591359993	2	2.720576167	2.716080148	1.441526052	9.198460943	3.201392494	13.04378365	3.705290512	4.126361627	2.044870262	ptx4	Chr09	8933083	8933083	2.088015305	1.512043246	0.001471616	0.009540833	9.611201529	3.421220888	3.264731809	meanmale	1.774553422	meanfemale	FC1
TRINITY_DN96905_c0_g4_i1	70.12589178	2	6.131875307	27.64334306	4.788860194	82.44161543	6.365300869	119.6871627	6.903124611	37.22684265	5.218271356	NA	NA	NA	NA	5.275020223	1.513908405	1.74E-05	0.000178332	90.75155664	32.43509286	6.503852074	meanmale	5.019488112	meanfemale	FC1
TRINITY_DN113011_c0_g3_i1	5.417521202	2	2.437632894	1.420605606	0.506506084	4.562803312	2.189920465	3.411179194	1.770270544	1.713890518	0.777274954	cactin	Chr01	74559688	74559688	0.383420748	1.513971513	0.009556701	0.046453651	4.463834569	1.567248062	2.158315881	meanmale	0.648325596	meanfemale	FC1
TRINITY_DN124205_c0_g1_i1	6.321155173	2	2.660188231	2.251007917	1.170571131	13.51188977	3.756157559	9.085427142	3.183554343	4.616740835	2.206874748	NA	NA	NA	NA	2.916309057	1.514726462	0.001383717	0.009015487	9.639490695	3.433874376	3.26897189	meanmale	1.779879274	meanfemale	FC1
TRINITY_DN130777_c4_g10_i1	2.186264195	2	1.128467751	0.817471296	-0.290760021	1.446766421	0.532832019	1.76292034	0.817967286	0.475507971	-1.07245857	NA	NA	NA	NA	1.46073423	1.515662443	0.003399402	0.019704883	1.798650319	0.646489634	0.846994943	meanmale	-0.629077717	meanfemale	FC1
TRINITY_DN135828_c4_g4_i1	10.09628951	2	3.33575328	2.855138718	1.513560841	11.22898774	3.489155974	15.36506061	3.941581553	5.740973141	2.521295306	NA	NA	NA	NA	1.5268515	1.516562255	0.003070428	0.018056957	12.23011262	4.29805593	3.61237758	meanmale	2.103717822	meanfemale	FC1
TRINITY_DN131607_c2_g2_i8	39.97024204	2	5.320854404	12.50003198	3.643859881	50.03090871	5.644747751	20.89845464	4.385324359	13.89748039	3.796751441	NA	NA	NA	NA	5.598213735	1.517408829	0.000135527	0.001144662	36.96653513	13.19875619	5.208151824	meanmale	3.722341006	meanfemale	FC1
TRINITY_DN128639_c3_g3_i1	25.01159862	2	4.644525365	11.68307714	3.546348402	40.90080692	5.354057401	13.19867226	3.722320902	7.073248752	2.822372999	NA	NA	NA	NA	4.754216301	1.52050966	0.000837654	0.005813003	26.37035927	9.378162946	4.720850792	meanmale	3.22932073	meanfemale	FC1
TRINITY_DN131507_c3_g2_i1	27.15012568	2	4.762886971	4.225013564	2.078955973	17.44740334	4.124940434	17.07201096	4.093561102	10.19454049	3.349724843	syncrip	Chr05	87406923	87406923	2.578431693	1.525343386	0.00144986	0.00940467	20.55651333	7.209777027	4.361530697	meanmale	2.849974653	meanfemale	FC1
TRINITY_DN131264_c0_g1_i4	5.108270349	2	2.35283488	3.940336274	1.978318757	16.07537391	4.00678039	8.025109026	3.004520992	2.962768816	1.566946058	NA	NA	NA	NA	3.940041091	1.527126798	0.001535612	0.00991706	9.736251095	3.451552545	3.283381193	meanmale	1.787287245	meanfemale	FC1
TRINITY_DN107711_c0_g1_i1	4.543330281	2	2.183750187	2.366196213	1.242569712	6.550008912	2.71149687	7.172882132	2.842552924	1.976330004	0.982823866	NA	NA	NA	NA	0.632380626	1.52931413	0.007668925	0.038718756	6.088740442	2.171263109	2.606167508	meanmale	1.118601002	meanfemale	FC1
TRINITY_DN133219_c0_g2_i1	28.31473372	2	4.823481057	4.989315033	2.318841766	32.44111017	5.019751286	29.43781506	4.87959869	16.16067903	4.014415913	NA	NA	NA	NA	3.596434694	1.534332183	0.00111492	0.007479082	30.06455298	10.57499703	4.909996401	meanmale	3.402598996	meanfemale	FC1
TRINITY_DN128811_c0_g2_i1	5.364818043	2	2.42352924	1.611941785	0.688799642	4.437729104	2.149821603	4.917962276	2.298060669	1.815079626	0.860032839	NA	NA	NA	NA	1.041651642	1.534719285	0.003434293	0.019855052	4.906836474	1.713510706	2.294822594	meanmale	0.777039398	meanfemale	FC1
TRINITY_DN114644_c0_g2_i1	0.91553255	2	-0.127316916	0.489041392	-1.031971516	1.456939946	0.542941412	0.854816537	-0.226313277	0.280252039	-1.835203225	NA	NA	NA	NA	1.004154576	1.536158136	0.00751937	0.038141268	1.075763011	0.384646716	0.105494392	meanmale	-1.378019084	meanfemale	FC1
TRINITY_DN116685_c1_g1_i2	2.038083574	2	1.027213212	0.543020303	-0.880921955	0.919256735	-0.121460253	0.945416947	-0.080977369	0.370289277	-1.433275323	zufsp	Chr05	69402838	69402838	1.288398554	1.536817108	0.007605306	0.038483251	1.300919085	0.45665479	0.379642126	meanmale	-1.130508236	meanfemale	FC1
TRINITY_DN129653_c1_g2_i1	3.954427406	2	1.98346881	0.917757589	-0.123814956	3.422534801	1.775065211	3.77088363	1.914902629	1.660843822	0.731916415	NA	NA	NA	NA	2.317657056	1.539742285	0.000377665	0.002880001	3.715948612	1.289300706	1.893769375	meanmale	0.366700678	meanfemale	FC1
TRINITY_DN120448_c1_g1_i3	13.40094409	2	3.744262736	11.78920935	3.559395061	25.69942684	4.683664279	29.19364246	4.86758232	4.12416996	2.044103788	qdpr	Chr01	16477747	16477747	4.497783022	1.541595697	0.001133601	0.007586035	22.76467113	7.956689655	4.50873105	meanmale	2.992186461	meanfemale	FC1
TRINITY_DN117885_c0_g1_i3	33.2269422	2	5.054281626	15.562772	3.960027147	99.96116183	6.643295765	132.1537321	7.046073358	46.72240871	5.546042747	NA	NA	NA	NA	6.219960943	1.542064933	0.005811223	0.030778875	88.44727871	31.14259036	6.466747482	meanmale	4.960821676	meanfemale	FC1
TRINITY_DN98787_c0_g1_i1	25.7235898	2	4.685020084	12.57750673	3.652774056	19.6204591	4.294286895	27.90013059	4.80219997	4.531874276	2.180107838	NA	NA	NA	NA	3.656477579	1.542778045	0.001005613	0.006824762	24.4147265	8.554690503	4.60968562	meanmale	3.096732525	meanfemale	FC1
TRINITY_DN125213_c1_g1_i3	2.874126212	2	1.523123417	1.629721516	0.70462546	6.562810573	2.714313792	7.116021517	2.831070873	2.222636609	1.152272094	NA	NA	NA	NA	2.775982632	1.546733495	0.001215948	0.008069976	5.517652767	1.926179063	2.464080816	meanmale	0.945816723	meanfemale	FC1
TRINITY_DN132602_c3_g1_i2	7.126792597	2	2.83325294	2.691987934	1.428671944	17.32472394	4.114760459	22.86611382	4.51513929	8.267001323	3.047364118	NA	NA	NA	NA	2.507723395	1.547816996	0.007239023	0.036944641	15.77254345	5.479494629	3.979352567	meanmale	2.454069169	meanfemale	FC1
TRINITY_DN123298_c0_g2_i2	0.906309651	2	-0.141924047	0.592556617	-0.754975089	2.508680852	1.326928946	1.728105037	0.789190909	0.609759373	-0.713688065	Xetrov90029739m	scaffold_6020	588	588	1.165235632	1.547864159	0.00782196	0.039379797	1.71436518	0.601157995	0.777758604	meanmale	-0.733943922	meanfemale	FC1
TRINITY_DN93111_c0_g1_i3	3.384231121	2	1.758828099	0.976170333	-0.034795188	3.071347709	1.61887185	4.343284189	2.118786354	1.472126632	0.557901777	NA	NA	NA	NA	0.06056402	1.549101869	0.010281504	0.049361117	3.599621006	1.224148483	1.847885096	meanmale	0.291896408	meanfemale	FC1
TRINITY_DN114875_c0_g1_i1	1.630706781	2	0.705497393	0.929129888	-0.106047802	1.986959865	0.990562732	2.362278102	1.240178818	0.490415333	-1.027924009	mcoln2-like	Chr04	25221375	25221375	0.661201715	1.549762578	0.008370739	0.041580284	1.993314916	0.709772611	0.995242029	meanmale	-0.494367944	meanfemale	FC1
TRINITY_DN126460_c0_g2_i1	34.04130142	2	5.089214288	7.326859155	2.873194883	40.25485095	5.331090742	9.137729092	3.191835671	12.14314298	3.602069974	golga7	Chr03	107238501	107238501	6.027117867	1.550800752	0.003353082	0.01948037	27.81129382	9.735001068	4.797604145	meanmale	3.283195957	meanfemale	FC1
TRINITY_DN129836_c0_g2_i1	6.232888185	2	2.639900832	2.225917064	1.15439984	9.158364603	3.195090001	7.219249485	2.851848862	3.012534166	1.590977603	pole-like	Chr01	131735774	131735774	3.525492863	1.552922261	9.27E-05	0.000813591	7.536834091	2.619225615	2.913977777	meanmale	1.389195416	meanfemale	FC1
TRINITY_DN131697_c5_g2_i1	3.690331944	2	1.883750592	1.172714695	0.229852069	5.924870744	2.566783681	6.632111778	2.729468322	2.575702271	1.36496584	NA	NA	NA	NA	2.978546212	1.553995625	0.000775337	0.005434983	5.415771489	1.874208483	2.437193506	meanmale	0.906358418	meanfemale	FC1
TRINITY_DN106277_c0_g1_i2	67.2795092	2	6.072095276	16.2098835	4.018801817	127.6721348	6.996299872	40.60506839	5.343587913	38.56623996	5.269266591	LOC100486434-like	Chr09	4553521	4553521	6.078287988	1.557631038	0.001913012	0.01202127	78.51890413	27.38806173	6.29496997	meanmale	4.775480532	meanfemale	FC1
TRINITY_DN135226_c0_g2_i1	1.691204903	2	0.758051464	0.803241851	-0.316093655	4.183846048	2.064829766	3.661039414	1.872253305	1.394517714	0.47976626	NA	NA	NA	NA	2.832000522	1.559108513	0.001357593	0.0088638	3.178696788	1.098879783	1.668480792	meanmale	0.136164846	meanfemale	FC1
TRINITY_DN117156_c0_g1_i1	1.28232616	2	0.358763258	0.827163982	-0.273754729	2.274140813	1.185321588	5.327023759	2.413329715	1.214465025	0.280320943	NA	NA	NA	NA	3.051899538	1.563337789	0.00531008	0.028524381	2.961163577	1.020814504	1.566212908	meanmale	0.029862053	meanfemale	FC1
TRINITY_DN125906_c5_g3_i1	2.842256742	2	1.50703688	0.691430993	-0.532342822	2.738755823	1.453520647	2.553194975	1.352303714	1.151959201	0.204089622	hsd17b10	Chr08	3011656	3011656	1.861406735	1.567072093	0.000647494	0.004649914	2.711402513	0.921695097	1.439092508	meanmale	-0.117482001	meanfemale	FC1
TRINITY_DN135507_c0_g1_i1	1.957628846	2	0.969107265	1.003860622	0.005558977	2.800674853	1.485774502	2.525691977	1.336678705	0.681248403	-0.553747152	NA	NA	NA	NA	2.354770699	1.567775798	0.000327165	0.002543583	2.427998559	0.842554513	1.279826983	meanmale	-0.246986846	meanfemale	FC1
TRINITY_DN129794_c4_g1_i1	2.415861897	2	1.272537985	1.16141236	0.215880293	3.220245298	1.687170588	3.654148939	1.869535438	0.980830665	-0.02792401	NA	NA	NA	NA	1.263057333	1.569793454	0.002482828	0.015103464	3.096752045	1.071121513	1.630802458	meanmale	0.099256839	meanfemale	FC1
TRINITY_DN80615_c0_g1_i1	6.150970226	2	2.620813993	2.509008055	1.327117102	8.77519479	3.13343115	9.340765615	3.223540805	3.02699433	1.597885973	NA	NA	NA	NA	1.032415329	1.570589139	0.003538892	0.020360669	8.088976877	2.768001193	3.015975072	meanmale	1.468896684	meanfemale	FC1
TRINITY_DN136085_c1_g2_i1	5.690479144	2	2.508550134	3.233060581	1.692900541	8.274737918	3.048713619	15.36495729	3.941571852	3.480471095	1.799282594	NA	NA	NA	NA	3.100586151	1.570919071	0.001099107	0.007384923	9.776724784	3.356765838	3.289365998	meanmale	1.747114879	meanfemale	FC1
TRINITY_DN134296_c1_g1_i2	5.836687076	2	2.545149723	2.652903199	1.407572034	6.189942609	2.629926033	8.744599606	3.128392328	2.102956176	1.072418786	LOC100498575	Chr02	116006105	116006105	4.141727217	1.571923796	1.36E-05	0.000142625	6.923743097	2.377929688	2.791573032	meanmale	1.249766726	meanfemale	FC1
TRINITY_DN127236_c4_g6_i1	23.98238858	2	4.583903449	4.782566674	2.257785081	30.43088608	4.927464437	11.182395	3.483157307	10.09737845	3.335908874	NA	NA	NA	NA	2.486768773	1.576166056	0.002770623	0.016563303	21.86522322	7.439972562	4.45057277	meanmale	2.895316692	meanfemale	FC1
TRINITY_DN132915_c0_g1_i6	0.517205866	2	-0.951189457	0.207203237	-2.270881553	1.246813111	0.318245231	0.763869432	-0.388602035	0.362471687	-1.464059786	NA	NA	NA	NA	0.895793653	1.579449688	0.009396689	0.045791875	0.84262947	0.284837462	-0.246858519	meanmale	-1.811282783	meanfemale	FC1
TRINITY_DN130851_c2_g3_i1	0.696616112	2	-0.521564254	0.294707051	-1.762646517	1.169591529	0.226004767	0.868485595	-0.203426175	0.323226823	-1.62938117	NA	NA	NA	NA	0.645265507	1.588727765	0.006013092	0.03165981	0.911564412	0.308966937	-0.133425236	meanmale	-1.694008767	meanfemale	FC1
TRINITY_DN123784_c7_g8_i1	7.852669621	2	2.973183201	1.07860796	0.109170586	7.272106347	2.862373298	4.211420811	2.074307039	3.160269024	1.660047376	NA	NA	NA	NA	0.906801526	1.58996753	0.010023367	0.048391948	6.445398926	2.119438492	2.688292038	meanmale	1.083750167	meanfemale	FC1
TRINITY_DN120044_c0_g2_i2	3.360096351	2	1.748502603	0.692291955	-0.530547512	3.376170451	1.755387742	3.314904886	1.728967476	1.531229445	0.614690478	NA	NA	NA	NA	1.679616363	1.594271585	0.001326503	0.008683546	3.350390563	1.1117607	1.744372343	meanmale	0.152976051	meanfemale	FC1
TRINITY_DN135336_c6_g3_i3	9.922215555	2	3.310662299	4.853735821	2.279095588	12.63841931	3.659744131	6.595753684	2.721537523	1.766833975	0.82116648	NA	NA	NA	NA	2.34801121	1.597199616	0.002210522	0.013623085	9.718796183	3.310284898	3.28079247	meanmale	1.726998969	meanfemale	FC1
TRINITY_DN126783_c1_g10_i1	9.13325882	2	3.191129717	2.688222916	1.426652776	13.744281	3.780759532	20.95976675	4.389550757	7.026951124	2.812898864	tspear	Chr09	50178031	50178031	1.849850149	1.600326224	0.003467604	0.020021363	14.61243552	4.85758702	3.869134627	meanmale	2.28026954	meanfemale	FC1
TRINITY_DN132741_c0_g3_i1	8.636585005	2	3.110460969	2.456107283	1.296373579	4.415833252	2.142685695	9.366841805	3.2275627	2.539861852	1.344750028	adipoq	Chr05	124016116	124016116	1.494945532	1.601166639	0.002582162	0.015623898	7.473086687	2.497984568	2.901723563	meanmale	1.320822317	meanfemale	FC1
TRINITY_DN208125_c0_g1_i1	4.78143819	2	2.257444626	1.779600148	0.831553124	3.412011196	1.770622381	4.053257967	2.019081998	0.984041532	-0.023208888	NA	NA	NA	NA	2.266884048	1.601999817	0.000424488	0.003192415	4.082235784	1.38182084	2.029394853	meanmale	0.466674977	meanfemale	FC1
TRINITY_DN130777_c3_g1_i1	1.082313747	2	0.114118776	0.489709552	-1.030001758	0.884747463	-0.176662375	1.14779732	0.198867911	0.221553898	-2.174270385	cnn2	Chr03	128570048	128570048	0.624857111	1.605673445	0.007253628	0.037004039	1.038286177	0.355631725	0.054343083	meanmale	-1.491138452	meanfemale	FC1
TRINITY_DN133210_c0_g1_i4	5.038632774	2	2.333032314	1.301297679	0.379951024	4.689334095	2.229383069	6.50738267	2.702077395	2.317096939	1.212318403	NA	NA	NA	NA	3.896933503	1.60669752	5.15E-05	0.000481211	5.41178318	1.809197309	2.436130698	meanmale	0.855429495	meanfemale	FC1
TRINITY_DN121490_c3_g1_i3	1.004214071	2	0.006066845	0.482770408	-1.050590848	1.39051112	0.475615282	1.263526523	0.337455949	0.342610976	-1.545356724	NA	NA	NA	NA	0.957284976	1.609327338	0.00353609	0.020353499	1.219417238	0.412690692	0.286310151	meanmale	-1.276517655	meanfemale	FC1
TRINITY_DN109948_c0_g1_i1	0.392215844	2	-1.350280279	0.11313337	-3.143903563	0.467189869	-1.097919105	0.503365406	-0.990322025	0.181986432	-2.458097201	cabp7	Chr01	132254155	132254155	0.168324674	1.616180004	0.006392194	0.033244345	0.45425704	0.147559901	-1.138101663	meanmale	-2.759649999	meanfemale	FC1
TRINITY_DN121675_c2_g1_i3	1.739190996	2	0.798416376	0.989196463	-0.015671014	3.022018921	1.595512693	3.787462905	1.921231759	0.909269858	-0.137219566	NA	NA	NA	NA	3.38996486	1.616696404	0.000233173	0.001866953	2.849557607	0.949233161	1.510788587	meanmale	-0.075013617	meanfemale	FC1
TRINITY_DN117755_c0_g1_i1	55.93865837	2	5.805773748	18.41221246	4.20259109	28.24125414	4.819732252	74.27341944	6.214774094	16.67571215	4.059676469	NA	NA	NA	NA	5.450168934	1.617105717	8.69E-05	0.000767382	52.81777732	17.54396231	5.722954417	meanmale	4.132910936	meanfemale	FC1
TRINITY_DN136334_c3_g3_i1	43.94239995	2	5.457541761	10.10985389	3.337690242	79.13643656	6.306270198	28.58123183	4.836996192	23.57487489	4.55917821	frzb	Chr09	56970590	56970590	3.855731088	1.617394113	0.001346336	0.008801823	50.55335611	16.84236439	5.659737821	meanmale	4.074031344	meanfemale	FC1
TRINITY_DN124233_c1_g1_i3	6.631668059	2	2.729371796	1.348827639	0.431706004	4.774329188	2.255298043	3.663162895	1.873089857	1.923165571	0.943482974	NA	NA	NA	NA	0.867920607	1.618784534	0.005059527	0.02742759	5.023053381	1.635996605	2.328593328	meanmale	0.710257936	meanfemale	FC1
TRINITY_DN74689_c0_g1_i1	2.18816921	2	1.129724305	0.885852925	-0.174860902	4.376743473	2.129857828	2.674544546	1.419293233	1.135533927	0.183370811	slc45a3	Chr02	65049364	65049364	0.370813593	1.627667742	0.008049451	0.040281173	3.079819076	1.010693426	1.622892445	meanmale	0.015488186	meanfemale	FC1
TRINITY_DN124744_c0_g1_i1	11.74811661	2	3.554357586	4.18358714	2.064740485	7.239605313	2.855911047	9.439995226	3.23878613	2.074997539	1.053109625	NA	NA	NA	NA	4.13325399	1.627698784	6.86E-05	0.000619792	9.475905716	3.12929234	3.244279069	meanmale	1.645882544	meanfemale	FC1
TRINITY_DN134805_c7_g1_i8	11.59573845	2	3.535522793	7.304632126	2.868811618	24.26795489	4.60098063	12.46262498	3.639536067	3.478688675	1.798543571	NA	NA	NA	NA	1.888370405	1.627889952	0.002674671	0.016070576	16.10877277	5.391660401	4.009783639	meanmale	2.430756387	meanfemale	FC1
TRINITY_DN124423_c0_g1_i3	0.343947407	2	-1.539740116	0.144681976	-2.789042888	0.560891524	-0.834206313	0.617460034	-0.695582336	0.187019636	-2.418738342	cited4	Chr02	57828267	57828267	0.202931254	1.630454644	0.007635711	0.038590127	0.507432988	0.165850806	-0.978426498	meanmale	-2.591172458	meanfemale	FC1
TRINITY_DN122162_c1_g1_i2	0.871622116	2	-0.198225292	0.468324912	-1.094418312	2.559239796	1.355715332	3.149084534	1.654932486	0.966465982	-0.049209142	NA	NA	NA	NA	1.972802422	1.633334373	0.005250214	0.028257571	2.193315482	0.717395447	1.133179117	meanmale	-0.478958418	meanfemale	FC1
TRINITY_DN134060_c0_g1_i1	9.236829881	2	3.207397798	4.086400597	2.030830641	4.371427071	2.128104331	16.20765304	4.01860329	2.432153336	1.282234187	pitpnc1-like	Chr07	108587238	108587238	2.978524465	1.637111003	0.002632662	0.015859307	9.938636664	3.259276967	3.313062479	meanmale	1.704596218	meanfemale	FC1
TRINITY_DN118540_c0_g2_i1	0.284402521	2	-1.813993842	0.197491598	-2.340136818	1.012717627	0.018231968	0.579363492	-0.787459317	0.210771878	-2.246245705	NA	NA	NA	NA	0.908370993	1.650625966	0.010432749	0.049914291	0.625494547	0.204131738	-0.676700158	meanmale	-2.291721014	meanfemale	FC1
TRINITY_DN127236_c4_g7_i4	2.434566265	2	1.283664769	1.101557066	0.139544236	5.767399236	2.527920893	4.813647736	2.267130569	1.702748204	0.76786511	NA	NA	NA	NA	1.486790704	1.650999759	0.002583375	0.015627444	4.338537746	1.402152635	2.117242133	meanmale	0.487746294	meanfemale	FC1
TRINITY_DN130851_c1_g5_i1	1.712444864	2	0.776057538	0.686040399	-0.54363456	3.075869716	1.620994397	3.837310704	1.940095584	1.158743413	0.212561138	pvrl2	Chr07	101340057	101340057	0.921907095	1.652558879	0.005796501	0.030713942	2.875208428	0.922391906	1.523716719	meanmale	-0.116391842	meanfemale	FC1
TRINITY_DN127516_c1_g1_i2	0.729852254	2	-0.45432365	0.467829959	-1.095943843	2.460907073	1.299190181	1.462020282	0.547963325	0.540896506	-0.886575517	NA	NA	NA	NA	0.860454494	1.65257375	0.010058287	0.048513583	1.550926536	0.504363233	0.633223369	meanmale	-0.987178972	meanfemale	FC1
TRINITY_DN119358_c1_g2_i4	4.968246062	2	2.312736628	2.681776338	1.42318892	5.290064988	2.403285446	16.93925472	4.082298496	3.184877128	1.671237715	foxn1	Chr02	27129568	27129568	2.238456847	1.6536333	0.004175416	0.023364535	9.065855257	2.933326733	3.180459041	meanmale	1.552586959	meanfemale	FC1
TRINITY_DN132623_c1_g1_i1	3.092557148	2	1.628800255	0.612182896	-0.707965357	5.210857285	2.381520743	4.113480792	2.040359707	2.004685756	1.003376105	NA	NA	NA	NA	1.08335999	1.654752098	0.005678929	0.030206475	4.138965075	1.308434326	2.049304931	meanmale	0.38795177	meanfemale	FC1
