gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	group1	meanXX	group2
TRINITY_DN117998_c2_g1_i1	0.00126692	0.003240926	1.095931157	2	0.132157176	0.622332369	-0.684242809	6.507356336	2.702071556	0.387247089	-1.368673701	4.122436671	2.043497331	6.333282629	2.662953463	2.10936397	1.076808053	1.127163106	0.172696296	0.753383335	-0.408543974	0.839175937	-0.252954785	NA	NA	NA	NA	1.954183916	-1.96465073	1	female	-0.085587729	meanmale	1.940104334	meanfemale
TRINITY_DN109440_c0_g1_i1	8.99E-07	4.22E-06	6.536853646	2	2.708596397	3.425265653	1.776215883	15.72037401	3.974563637	4.324275856	2.112458559	9.980282694	3.319080681	17.4789008	4.127542555	1.549223697	0.631545474	7.046879336	2.816984511	2.770072595	1.469923785	2.392705367	1.258642757	NA	NA	NA	NA	4.042812777	-1.964619316	1	female	1.532271388	meanmale	3.504970931	meanfemale
TRINITY_DN125459_c4_g3_i4	4.20E-12	4.33E-11	123.6299765	2	6.949884785	36.87022568	5.204384342	121.3224145	6.922702305	33.46315763	5.064501681	107.0494711	6.742133858	132.9186715	7.054399968	25.87988784	4.69375946	105.6524238	6.723182055	25.25171023	4.658309196	30.07751641	4.910613539	NA	NA	NA	NA	4.902304887	-1.964488889	1	female	4.921655287	meanmale	6.884044613	meanfemale
TRINITY_DN126532_c2_g2_i1	8.29E-08	4.59E-07	31.38365942	2	4.971941679	6.468291274	2.693384646	29.35175543	4.875374884	8.403995943	3.071075466	23.06600824	4.52769645	33.27902413	5.056541224	8.27690504	3.049091406	24.79386511	4.631911285	4.385016328	2.132582215	8.634861881	3.110173101	hrasls	Chr05	96686988	96686988	3.507058293	-1.964233581	1	female	2.854776465	meanmale	4.826546579	meanfemale
TRINITY_DN130001_c0_g1_i2	5.71E-09	3.77E-08	4.989153045	2	2.318794925	2.37132398	1.245692783	7.780053867	2.959780144	1.796520361	0.845205286	7.615159498	2.928874254	8.242458349	3.043074692	1.052064436	0.073223068	6.292758789	2.653692643	2.145674807	1.101431441	1.627965399	0.703070037	NA	NA	NA	NA	4.383201752	-1.963253349	1	female	0.847042646	meanmale	2.804057011	meanfemale
TRINITY_DN103912_c0_g1_i1	6.98E-06	2.78E-05	37.10245121	2	5.213442598	9.035979865	3.175681056	15.50462264	3.954626508	11.80756434	3.561639492	8.780941475	3.134375631	65.79322812	6.039867195	8.760811779	3.131064557	30.28309582	4.920440793	4.314740861	2.109273915	6.155685062	2.621919422	NA	NA	NA	NA	5.680232677	-1.962928756	1	female	3.002712669	meanmale	4.976957816	meanfemale
TRINITY_DN25151_c0_g2_i1	2.82E-05	0.000101416	3.465075685	2	1.792886864	0.683218084	-0.549581933	3.606951958	1.850780208	1.238959905	0.3091295	3.205742505	1.680658548	2.997445282	1.583733418	1.048213017	0.06793193	4.628342514	2.210495633	0.283573847	-1.818203611	1.332560628	0.414201173	NA	NA	NA	NA	1.969061762	-1.962916908	1	female	-0.124369173	meanmale	1.840286611	meanfemale
TRINITY_DN94878_c0_g1_i1	6.62E-05	0.000221403	3.80459108	2	1.9277414	1.451924956	0.537966888	2.620438997	1.389808524	0.867323621	-0.205357694	4.247861969	2.086736888	3.357338796	1.74731813	0.597182472	-0.743756274	3.72941281	1.898948498	0.421841236	-1.245227966	1.321534712	0.40221432	NA	NA	NA	NA	0.479859491	-1.962818018	1	female	-0.1015031	meanmale	1.828643251	meanfemale
TRINITY_DN110258_c0_g1_i1	2.33E-11	2.18E-10	318.8579927	2	8.316770235	139.0652005	7.119617637	326.4849912	8.350872861	70.01072197	6.129503979	304.8572494	8.251990043	226.5384219	7.823611948	57.57451528	5.847358455	456.5560063	8.834648038	70.27275934	6.134893644	88.45159553	6.466816262	NA	NA	NA	NA	7.131834623	-1.962401939	1	female	6.410664334	meanmale	8.351641721	meanfemale
TRINITY_DN134714_c5_g1_i2	5.95E-08	3.36E-07	119.0647727	2	6.895602821	12.65333551	3.661445835	72.22414455	6.174409306	32.44498363	5.019923533	84.08144937	6.393715633	74.35453206	6.216348775	26.5128125	4.728617815	95.52281612	6.577773464	16.41614234	4.03704324	26.55912328	4.731135619	itgb1bp2	Chr08	23058002	23058002	4.278165796	-1.9618407	1	female	4.51837018	meanmale	6.476537922	meanfemale
TRINITY_DN120935_c2_g1_i1	1.74E-08	1.07E-07	23.34744921	2	4.545193034	10.01865227	3.324616542	40.54031269	5.341285311	9.195325242	3.200900604	33.29785557	5.057357364	63.5469785	5.989751625	11.38282898	3.508787251	22.40718767	4.485889682	6.266331502	2.647621093	9.569243706	3.258404907	NA	NA	NA	NA	4.749959693	-1.961785633	1	female	3.21514682	meanmale	5.194877257	meanfemale
TRINITY_DN136273_c6_g2_i1	0.000269315	0.000796192	5.618508461	2	2.490187191	4.94026093	2.304587243	7.771117497	2.958122075	0.245926679	-2.023699843	7.371420035	2.881942568	9.627798115	3.26720589	1.696711492	0.762741271	9.406238874	3.23361797	2.23275091	1.15882231	1.150645215	0.202443068	NA	NA	NA	NA	3.790434272	-1.961709444	1	female	1.037985916	meanmale	2.992608311	meanfemale
TRINITY_DN129994_c0_g1_i1	3.10E-05	0.000110382	5.141439673	2	2.36217239	1.01375118	0.019703594	4.549852422	2.185819751	0.925184963	-0.112186277	3.481987813	1.799911154	2.116231779	1.081497646	1.081007061	0.112375947	4.45114554	2.154176674	0.654521203	-0.611488166	1.36697951	0.450991618	NA	NA	NA	NA	0.949429824	-1.961169506	1	female	0.012051976	meanmale	1.981206563	meanfemale
TRINITY_DN132854_c0_g2_i2	1.73E-07	9.10E-07	2.904572448	2	1.538325815	0.70607119	-0.502114444	2.831821411	1.501730285	0.878707348	-0.186545337	2.51179581	1.328719189	3.299362142	1.722187139	0.688378953	-0.538725107	3.146697212	1.653838363	1.002913597	0.00419732	0.491914435	-1.023520704	NA	NA	NA	NA	3.288609877	-1.960747064	1	female	-0.407943244	meanmale	1.555300719	meanfemale
TRINITY_DN118390_c0_g2_i2	4.65E-09	3.12E-08	41.8010916	2	5.385468712	10.30253893	3.36492801	25.36332142	4.664671779	9.504480017	3.2486077	19.90502216	4.315060572	36.95917012	5.207860458	5.634778555	2.494358914	22.03068653	4.461442549	3.604825111	1.849929268	8.537057033	3.093738817	NA	NA	NA	NA	5.495997012	-1.959815104	1	female	2.910125514	meanmale	4.868487174	meanfemale
TRINITY_DN130572_c1_g2_i2	9.89E-13	1.11E-11	227.443287	2	7.829363044	79.8925499	6.319989071	426.3865332	8.736018063	64.61107961	6.013709677	233.4592483	7.867026931	232.1031453	7.858622263	61.21142396	5.935729025	281.6247463	8.137630299	81.31453871	6.345441418	73.32600264	6.196252988	NA	NA	NA	NA	9.119009986	-1.959551486	1	female	6.171351341	meanmale	8.130331125	meanfemale
TRINITY_DN128294_c0_g1_i1	1.37E-05	5.19E-05	58.13492176	2	5.861333149	6.779445678	2.761167316	15.33278965	3.9385483	9.458362499	3.241590435	19.79506821	4.307069134	17.53276927	4.13198198	11.61838666	3.538337844	57.98683789	5.857653563	6.220090388	2.636935545	9.923506846	3.310850042	NA	NA	NA	NA	4.315896793	-1.959443305	1	female	3.1375131	meanmale	5.077096729	meanfemale
TRINITY_DN124873_c0_g1_i3	2.89E-15	4.33E-14	62.97686944	2	5.976750138	20.15140905	4.332808815	74.68029421	6.222655706	18.50511338	4.20985207	54.22021354	5.76075889	58.44954294	5.869119838	15.44413822	3.948987466	66.33950234	6.051796284	10.69739083	3.419187051	17.02525881	4.089604824	NA	NA	NA	NA	6.706484397	-1.958414238	1	female	4.032520721	meanmale	5.984894273	meanfemale
TRINITY_DN125445_c4_g5_i1	4.79E-10	3.74E-09	59.92201975	2	5.905014347	25.52036155	4.673576863	84.03945447	6.392994892	16.48961494	4.043485805	59.43356769	5.893206081	53.33650546	5.737051399	17.27839598	4.110897388	66.21370908	6.049058043	8.488171616	3.085453825	15.64208978	3.967361364	prr11-like	Chr02	91406127	91406127	5.280470268	-1.958300547	1	female	4.060378333	meanmale	6.013219958	meanfemale
TRINITY_DN132063_c0_g1_i2	4.16E-05	0.000144319	5.552327158	2	2.473092578	2.033138613	1.023708577	6.182897644	2.628283122	0.653971287	-0.6127008	7.977117038	2.995867445	6.735516689	2.751788621	3.387835783	1.760363945	4.511587948	2.17363531	0.999657384	-0.000494375	0.759200996	-0.39744621	NA	NA	NA	NA	3.365274415	-1.957376259	1	female	0.647877028	meanmale	2.630402977	meanfemale
TRINITY_DN126422_c1_g1_i4	2.81E-09	1.95E-08	27.52214099	2	4.782520799	12.26697267	3.616707349	31.12311951	4.959914766	6.431325594	2.68511613	28.09470702	4.81222645	38.85149907	5.27989836	8.289812678	3.051339502	25.52687633	4.673945104	6.382407488	2.674100721	5.411096714	2.435921027	rnf112	Chr09	2335778	2335778	4.578418678	-1.957311872	1	female	2.955391489	meanmale	4.917611655	meanfemale
TRINITY_DN133530_c1_g2_i1	1.53E-14	2.12E-13	104.6157857	2	6.708956749	27.26036741	4.768733102	89.09558092	6.477281972	25.27702011	4.65975449	86.51182265	6.434825399	94.58376807	6.563520713	21.03635778	4.394813034	63.02805534	5.977922246	13.70338155	3.776460042	25.57664907	4.676755356	NA	NA	NA	NA	6.972575533	-1.956527261	1	female	4.496389177	meanmale	6.452317071	meanfemale
TRINITY_DN128639_c1_g5_i1	0.000516771	0.001437706	17.86959654	2	4.159435156	0.364489173	-1.456052134	7.204818709	2.848962129	5.171127556	2.370478892	12.54166917	3.648657464	7.374688557	2.882582124	5.05271896	2.337059937	15.12365852	3.918735275	2.706293036	1.436318062	2.088835282	1.062698731	NA	NA	NA	NA	2.397626479	-1.955944625	1	female	1.621427292	meanmale	3.587723376	meanfemale
TRINITY_DN122106_c0_g2_i1	0.002808551	0.006641604	0.968098069	2	-0.046774894	0	NA	3.38353387	1.75853083	0.801743645	-0.318787082	1.541033973	0.623898667	0.931045221	-0.103076853	0.457979099	-1.126646336	2.121492225	1.085079391	0.13864712	-2.850510446	0.86870114	-0.203068164	NA	NA	NA	NA	0.492509695	-1.955870129	1	female	-1.140780369	meanmale	0.839266824	meanfemale
TRINITY_DN127630_c3_g2_i2	4.10E-11	3.72E-10	531.8081957	2	9.054762201	142.5645114	7.155471086	280.0126242	8.129348061	85.44221825	6.416877198	329.722252	8.365107443	310.5958054	8.278894536	79.20630191	6.307543315	460.5681382	8.8472708	74.37060998	6.2166607	117.1320267	6.871991787	NA	NA	NA	NA	8.83185914	-1.955826825	1	female	6.64014707	meanmale	8.579472468	meanfemale
TRINITY_DN128417_c4_g4_i2	1.32E-09	9.70E-09	33.4760644	2	5.065058023	9.791702286	3.291559694	29.53389564	4.884299761	5.076122139	2.343726783	22.17148447	4.470633463	42.31800259	5.403199629	9.662257762	3.27236034	31.54651937	4.979408932	7.308487773	2.869572924	9.01958345	3.173060807	NA	NA	NA	NA	4.718192118	-1.955288667	1	female	3.030641658	meanmale	4.991376415	meanfemale
TRINITY_DN124883_c0_g1_i1	1.41E-15	2.20E-14	99.9980167	2	6.643827577	25.39304191	4.666361325	76.21084225	6.251924354	15.92010355	3.992777815	66.45004612	6.054198296	94.28458247	6.558949974	21.36657353	4.417283662	77.50738929	6.276261953	19.44953422	4.281663701	24.79236062	4.63182374	NA	NA	NA	NA	6.740640737	-1.955124761	1	female	4.41848836	meanmale	6.37313095	meanfemale
TRINITY_DN120161_c0_g2_i9	9.29E-15	1.32E-13	67.7348993	2	6.081827445	15.62624895	3.965899599	61.35397368	5.93908488	13.8706693	3.793965498	55.69044787	5.79935799	75.69182942	6.242065671	12.05188664	3.591187103	42.35779383	5.404555545	20.13260817	4.33146218	16.15838755	4.014211333	NA	NA	NA	NA	6.467633143	-1.954477458	1	female	3.960517282	meanmale	5.92043358	meanfemale
TRINITY_DN131318_c1_g2_i1	0.000347113	0.001002929	4.387120473	2	2.133274324	0.461344042	-1.11608507	5.749148254	2.523348234	0.344486283	-1.537481557	2.674019514	1.419009994	3.167010787	1.663121781	1.475853772	0.561549786	3.532234755	1.820581229	2.010578513	1.007610674	0.583212502	-0.777906449	NA	NA	NA	NA	0.892108312	-1.95417915	1	female	-0.036237333	meanmale	1.964216276	meanfemale
TRINITY_DN96683_c0_g1_i1	0.000242428	0.000724673	0.74163227	2	-0.431224075	0.584918339	-0.773692872	2.32497113	1.217212802	0.163784773	-2.610126858	2.058381093	1.041510111	2.852988571	1.512473968	0.56803428	-0.815950098	1.950257496	0.963664618	0.566472517	-0.819922131	0.665487123	-0.587517344	adap1	Chr04	112279458	112279458	0.607940165	-1.95311928	1	female	-0.971885209	meanmale	0.989681179	meanfemale
TRINITY_DN129581_c0_g1_i5	9.77E-11	8.41E-10	67.93036008	2	6.085984596	25.30705199	4.661467553	54.95434925	5.78016176	17.85602506	4.158339052	50.32514208	5.653207435	62.3835515	5.963093783	15.3874017	3.943677735	117.003155	6.870403623	13.83639255	3.790395945	20.17542994	4.334527513	rnf180	Chr01	175588796	175588796	6.40172706	-1.952414882	1	female	4.210432526	meanmale	6.139948532	meanfemale
TRINITY_DN125594_c3_g4_i2	0.000568848	0.001569429	1.543918481	2	0.62659658	0.038052308	-4.715872229	2.256527793	1.174104548	0.340964584	-1.552306201	0.73518969	-0.44381156	1.842285061	0.88149631	0.539092232	-0.891395974	2.255564225	1.173488366	0.810750629	-0.302669857	0.461800234	-1.114659191	NA	NA	NA	NA	1.293465867	-1.95171602	1	female	-1.190233269	meanmale	0.788098533	meanfemale
TRINITY_DN81421_c0_g2_i1	1.24E-13	1.55E-12	97.86841816	2	6.612771477	29.29347131	4.872507259	75.26699852	6.233945536	19.74940117	4.303737004	72.9005123	6.187857048	83.09599625	6.376707061	20.57874027	4.363082765	79.34495909	6.310066664	13.65730489	3.771600908	22.76985751	4.509053358	NA	NA	NA	NA	6.124177202	-1.951330846	1	female	4.406662855	meanmale	6.352184299	meanfemale
TRINITY_DN136538_c0_g1_i1	0.000129254	0.000408171	14.49942872	2	3.857924154	0.894957022	-0.160109693	6.794185315	2.764300569	3.786839199	1.920994161	9.962920308	3.316568684	9.161590499	3.195598079	5.180657659	2.373135253	17.83032421	4.156261031	2.311290417	1.208698548	2.715284436	1.441103334	NA	NA	NA	NA	2.065201141	-1.951139394	1	female	1.574298092	meanmale	3.54223202	meanfemale
TRINITY_DN136174_c0_g1_i4	6.25E-07	3.01E-06	2.352333814	2	1.234092804	0.432476935	-1.209304902	3.094670978	1.629786032	0.723085015	-0.467762816	4.042899385	2.0153903	3.885994383	1.958283816	0.708939927	-0.496264711	1.328201899	0.409474466	1.037990973	0.053793897	0.874751794	-0.193054377	NA	NA	NA	NA	4.013426987	-1.949705774	1	female	-0.404402909	meanmale	1.556267585	meanfemale
TRINITY_DN114751_c0_g2_i1	2.32E-06	1.01E-05	16.59820765	2	4.052955556	1.592130282	0.670958395	11.53953897	3.528513681	4.795012412	2.26153455	12.12852662	3.600332397	12.19510345	3.608230091	5.723869504	2.516990781	14.5231244	3.860279953	2.518471465	1.332548385	2.576264689	1.365280826	NA	NA	NA	NA	3.719587144	-1.949067637	1	female	1.782932567	meanmale	3.743838091	meanfemale
TRINITY_DN117034_c0_g1_i1	1.29E-08	8.08E-08	30.43861677	2	4.927830894	5.144281806	2.362969676	16.82744178	4.07274396	4.311599156	2.108223059	19.50132394	4.285500166	17.22088828	4.106087656	8.012453377	3.002244057	24.52916455	4.616426192	5.490425939	2.456918076	5.149467311	2.3644232	NA	NA	NA	NA	4.430168413	-1.948237214	1	female	2.491018148	meanmale	4.439861599	meanfemale
TRINITY_DN115040_c1_g4_i2	2.65E-07	1.35E-06	5.842097733	2	2.546486493	1.902579331	0.92795661	6.540536216	2.709408918	1.420658819	0.506560123	6.344373785	2.665477771	6.817952772	2.769338606	1.455060059	0.541078703	4.37294974	2.128606767	1.616958063	0.693282262	1.335111409	0.416960133	NA	NA	NA	NA	3.008704955	-1.948228495	1	female	0.628702251	meanmale	2.581033518	meanfemale
TRINITY_DN132580_c3_g2_i1	1.68E-12	1.84E-11	46.17452833	2	5.529025319	11.74174763	3.553575249	56.83556193	5.828721999	15.57001354	3.960698294	55.61521976	5.797407842	67.68212413	6.080702941	8.018206084	3.003279498	40.93311586	5.355196585	19.05046843	4.251754567	14.80932018	3.88843351	NA	NA	NA	NA	6.348271688	-1.948040186	1	female	3.790568876	meanmale	5.740069727	meanfemale
TRINITY_DN131986_c2_g1_i1	2.00E-09	1.43E-08	19.46061957	2	4.282485737	7.622086238	2.930185931	25.46355532	4.670361963	3.940216022	1.978274727	15.10384928	3.916844368	18.02025557	4.171547567	4.019223322	2.006916741	19.26915777	4.26822161	3.785496537	1.920482548	5.969089485	2.577510882	NA	NA	NA	NA	4.687981474	-1.947750331	1	female	2.341223598	meanmale	4.282705745	meanfemale
TRINITY_DN120445_c0_g1_i1	2.91E-12	3.06E-11	61.62878922	2	5.945532543	23.04174866	4.526178303	78.58012397	6.296092539	18.38606447	4.200540799	52.90387343	5.72530145	55.13300212	5.784844257	16.82764109	4.072761048	81.62487669	6.350937002	11.04816744	3.465735184	16.79169348	4.069675832	NA	NA	NA	NA	5.921433785	-1.94762031	1	female	4.105943114	meanmale	6.04383077	meanfemale
TRINITY_DN120619_c0_g1_i2	4.78E-09	3.21E-08	11.77568756	2	3.557739393	4.873117714	2.284845072	14.59132392	3.867038885	4.968180948	2.312717719	13.52107779	3.757138251	10.86906924	3.442156497	1.761497554	0.816802472	11.80446491	3.561260741	1.484268459	0.569752055	3.294827103	1.720202761	NA	NA	NA	NA	6.140208672	-1.947588325	1	female	1.712146001	meanmale	3.64528948	meanfemale
TRINITY_DN121993_c0_g1_i1	1.45E-05	5.45E-05	3.995255902	2	1.998287913	0.85419229	-0.227367219	3.523769348	1.817119494	0.807913763	-0.307726787	2.389067041	1.256447339	5.514043742	2.463110712	1.4313553	0.517381831	3.094211656	1.629571886	0.606653461	-0.721055455	0.979050751	-0.030544448	NA	NA	NA	NA	1.786789121	-1.947375402	1	female	-0.095522664	meanmale	1.888838515	meanfemale
TRINITY_DN114642_c0_g1_i2	9.17E-13	1.04E-11	102.5363365	2	6.679991448	39.74611603	5.312741983	107.5902314	6.749403285	20.23813463	4.339004416	83.42835522	6.382465898	91.83473469	6.520968023	22.54469289	4.494715952	118.7778755	6.892122323	24.24799616	4.599793624	24.81978211	4.633418545	NA	NA	NA	NA	5.983731633	-1.947143309	1	female	4.718057127	meanmale	6.655832742	meanfemale
TRINITY_DN125470_c0_g1_i1	1.20E-11	1.18E-10	36.56468821	2	5.192379155	15.96114516	3.996492259	51.08257421	5.674759324	20.79138432	4.377913913	72.74945638	6.184864562	44.75609022	5.484012106	11.64284642	3.541371903	73.16700083	6.193121218	10.9138855	3.448092908	13.92464742	3.799568893	NA	NA	NA	NA	7.048822278	-1.946772712	1	female	3.872521651	meanmale	5.798674285	meanfemale
TRINITY_DN119705_c0_g1_i3	2.31E-08	1.40E-07	49.87985912	2	5.640385485	23.34662158	4.545141892	34.23408357	5.097361488	12.22344237	3.61157873	40.79302497	5.350250588	56.63831348	5.823706402	4.93397976	2.302751797	55.87114534	5.80403149	10.45588017	3.386242607	11.43107608	3.514889315	NA	NA	NA	NA	5.981822717	-1.944843782	1	female	3.641349494	meanmale	5.56935089	meanfemale
TRINITY_DN121666_c1_g3_i2	0.000181215	0.000556599	2.20883429	2	1.14328519	1.511207705	0.595701963	10.06552544	3.331350581	1.292982446	0.370702689	2.572142313	1.362970467	15.33358973	3.938623579	2.071885671	1.050944396	3.48356473	1.800564371	2.195326019	1.134435204	1.432805801	0.518843083	rpl35	Chr08	10517024	10517024	3.447514858	-1.944080954	1	female	0.766333548	meanmale	2.751213317	meanfemale
TRINITY_DN135187_c1_g1_i4	1.46E-11	1.42E-10	66.8192195	2	6.062191226	17.4334816	4.12378881	100.4004107	6.649621361	39.8643502	5.317027248	99.16155699	6.631709019	103.6811375	6.696009641	17.60685441	4.138065279	70.11880407	6.131729485	15.65931342	3.968949054	24.04630009	4.587743024	NA	NA	NA	NA	7.674416955	-1.943873116	1	female	4.51867109	meanmale	6.46002703	meanfemale
TRINITY_DN135564_c2_g5_i9	1.34E-05	5.07E-05	83.74815103	2	6.387985434	9.729334756	3.282341164	26.47866505	4.726758484	9.928708624	3.311606086	19.51366056	4.286412533	87.88083606	6.45747669	14.37652748	3.845643343	38.92791199	5.282733059	12.87743466	3.686773315	19.18711388	4.262065813	NA	NA	NA	NA	4.027389302	-1.943241042	1	female	3.724641965	meanmale	5.681166572	meanfemale
TRINITY_DN115369_c0_g1_i1	8.77E-05	0.000286532	2.043502767	2	1.031044197	1.010969969	0.015740142	3.70209095	1.888340339	0.754892782	-0.405656343	5.6777548	2.505320546	7.62294316	2.930348119	1.084737244	0.117345621	1.519852365	0.60393119	1.021657358	0.030911428	1.422500059	0.508428712	NA	NA	NA	NA	2.297939922	-1.943204117	1	female	0.082772723	meanmale	2.040306402	meanfemale
TRINITY_DN134848_c3_g3_i1	1.56E-07	8.25E-07	48.50383316	2	5.60002686	9.962112838	3.316451752	38.52783092	5.267829061	12.05073367	3.591049078	31.01565213	4.954924554	35.12952675	5.134612236	7.284366897	2.864803589	33.26527339	5.055944985	10.61274546	3.407726017	8.66446603	3.115110842	NA	NA	NA	NA	3.289210279	-1.942627434	1	female	3.280211765	meanmale	5.220659758	meanfemale
TRINITY_DN114659_c0_g2_i1	1.06E-05	4.08E-05	12.7488971	2	3.672300541	3.948040363	1.981136739	8.57797319	3.100636807	1.391194606	0.476324244	4.138363534	2.049060384	14.52080857	3.860049885	2.858453047	1.515234593	17.22293125	4.106258797	3.393925267	1.762954798	3.364687513	1.750472524	tspyl2	Chr08	7620511	7620511	3.753066932	-1.942510879	1	female	1.580801621	meanmale	3.516254071	meanfemale
TRINITY_DN131713_c0_g2_i1	0.00013128	0.000414047	1.581453699	2	0.661251318	0.719583194	-0.474766602	6.514145114	2.703575859	0.895523071	-0.159197495	5.534601999	2.468479575	5.061084978	2.339446698	1.995039589	0.996417375	6.161068615	2.623180603	1.997753108	0.998378299	0.776250032	-0.365406672	NA	NA	NA	NA	2.456291425	-1.942261663	1	female	0.352679213	meanmale	2.313411558	meanfemale
TRINITY_DN81198_c0_g1_i2	8.75E-11	7.57E-10	100.4705451	2	6.650628799	20.55159392	4.361178384	53.03350112	5.728832089	13.80340494	3.786952281	45.58377164	5.510448394	47.88198153	5.581410952	13.21681467	3.724302616	62.48000441	5.96532265	12.8757078	3.686579837	20.67725981	4.369973105	NA	NA	NA	NA	5.921386164	-1.942014848	1	female	4.020151573	meanmale	5.951635833	meanfemale
TRINITY_DN98536_c0_g1_i2	0.004133151	0.00939485	163.1276077	2	7.349857154	33.12053527	5.049654084	55.58478061	5.796618015	5.063070694	2.340012628	11.948739	3.578786468	37.50142089	5.228873354	4.052219069	2.01871217	60.28821473	5.913804103	6.314184112	2.658596328	38.24313828	5.257129012	NA	NA	NA	NA	3.712881288	-1.94114488	1	female	4.117589453	meanmale	6.037607408	meanfemale
TRINITY_DN121149_c0_g1_i1	3.74E-13	4.45E-12	54.8576842	2	5.777621815	21.08439285	4.398103573	102.6722285	6.681902194	16.42950061	4.038216724	79.3176427	6.309569897	109.636134	6.776579551	21.61465681	4.433938025	51.22379328	5.678742188	22.86537199	4.515092485	20.66534468	4.369141522	NA	NA	NA	NA	6.734619831	-1.940681184	1	female	4.359798985	meanmale	6.313637615	meanfemale
TRINITY_DN154353_c0_g1_i1	5.90E-05	0.00019915	3.11435322	2	1.63893258	0.594256658	-0.750841933	3.881487911	1.956609794	0.532478798	-0.909204013	3.411597224	1.770447331	3.349420544	1.743911528	1.303573931	0.382472406	2.113486594	1.079624961	0.920826153	-0.118999286	0.60098821	-0.734591406	cd3e	Chr07	84898411	84898411	0.582613065	-1.94049595	1	female	-0.339117463	meanmale	1.666378987	meanfemale
TRINITY_DN115053_c0_g1_i2	0.001060699	0.00276225	57.070369	2	5.834669986	5.849183395	2.548235224	28.72551204	4.844260704	6.364208328	2.669981062	37.63896856	5.234155189	32.00177656	5.000080093	10.3105382	3.366047737	1.320809309	0.401422193	8.901710989	3.154082662	8.788655339	3.13564245	NA	NA	NA	NA	3.2804033	-1.940471342	1	female	3.007726411	meanmale	4.970466573	meanfemale
TRINITY_DN124306_c7_g1_i1	1.44E-09	1.05E-08	29.29949685	2	4.872803985	14.64956181	3.872785607	43.14836691	5.431234052	6.785794846	2.762517814	40.13230015	5.32669194	29.85567987	4.899933517	7.148806552	2.837702413	51.65994385	5.69097417	10.0996313	3.336230721	12.55551475	3.650249272	pmp2	Chr06	109097975	109097975	5.350743478	-1.940326066	1	female	3.357265105	meanmale	5.27870062	meanfemale
TRINITY_DN96629_c0_g1_i1	1.91E-12	2.06E-11	21.64217159	2	4.435773362	10.67598284	3.416296987	35.17860262	5.136626271	7.195759056	2.84714688	32.16539866	5.007437665	26.52292807	4.729168149	6.940660127	2.795072884	24.99089694	4.643330777	5.192528585	2.376437253	6.712242649	2.74679487	NA	NA	NA	NA	5.943241314	-1.939994969	1	female	2.87647464	meanmale	4.812503338	meanfemale
TRINITY_DN124490_c7_g1_i1	0.000430193	0.001217406	6.97169904	2	2.801510291	1.325534366	0.406574074	2.53156491	1.340029476	1.97955697	0.985177588	2.845554339	1.50870973	2.767087236	1.468368127	1.009625043	0.013819601	7.12963838	2.833828904	0.998458754	-0.002225263	0.446849867	-1.1621379	NA	NA	NA	NA	0.756653977	-1.939901573	1	female	0.204272206	meanmale	2.153548799	meanfemale
TRINITY_DN122531_c0_g2_i1	1.42E-05	5.36E-05	58.56993315	2	5.872088343	22.77374363	4.509299561	21.98776472	4.458629042	12.80816309	3.678991678	48.68086808	5.605282989	25.27986717	4.659916978	5.536011085	2.468846832	67.01739543	6.066463713	6.1943267	2.630947475	11.95689158	3.579770477	NA	NA	NA	NA	4.591867346	-1.939472141	1	female	3.567293199	meanmale	5.469471393	meanfemale
TRINITY_DN132931_c0_g2_i1	0.000150085	0.000467926	4.348309002	2	2.120454466	1.196326772	0.25861151	6.734443453	2.751558724	0.848634033	-0.236785558	6.570875807	2.716085675	6.440315081	2.687131271	3.362368515	1.749477852	3.486541009	1.801796451	0.695159846	-0.524583344	0.846914868	-0.239711138	NA	NA	NA	NA	2.281308551	-1.938921475	1	female	0.475064962	meanmale	2.463673947	meanfemale
TRINITY_DN128902_c5_g1_i1	1.74E-06	7.75E-06	16.89298643	2	4.078352493	5.545839534	2.471405873	13.95527087	3.802738222	2.462267731	1.29998764	8.687708306	3.118975665	11.11977648	3.475055883	2.374641387	1.247709657	8.835279478	3.143275771	1.790315827	0.840214114	3.385408021	1.759329723	NA	NA	NA	NA	3.628822401	-1.938832649	1	female	1.637746789	meanmale	3.572684077	meanfemale
TRINITY_DN132089_c3_g1_i1	3.14E-09	2.17E-08	24.73868214	2	4.628696743	11.0810687	3.470025122	35.06344429	5.131895814	7.165738472	2.84111539	16.19956464	4.017883136	35.68775603	5.157357286	4.955061472	2.308902955	21.34449651	4.415792227	3.774038333	1.916109077	7.667667899	2.938787853	NA	NA	NA	NA	5.686850102	-1.938517654	1	female	2.792608631	meanmale	4.733727913	meanfemale
