gid	A12FL1	base	logA12FL1	A12ML1	logA12ML1	A15ML1	logA15ML1	A17FL1	logA17FL1	A17ML1	logA17ML1	A2FL1	logA2FL1	A7FL1	logA7FL1	A8FL1	logA8FL1	A8ML1	logA8ML1	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	gid.1	PV.XYliver.XXliver	FDR.XYliver.XXliver	meanXY	log2meanXY	group1	meanXX	log2meanXX	group2	cutoff
TRINITY_DN134082_c5_g3_i3	15.3823684	2	3.943205745	6.512337669	2.703175506	4.086760298	2.030957627	10.46183538	3.387064069	3.249054346	1.700019875	17.67211562	4.143402858	15.93335448	3.993978127	17.91275081	4.162915	4.945294404	2.30605641	NA	NA	NA	NA	4.188837933	-1.721589485	TRINITY_DN134082_c5_g3_i3	5.74E-07	0.000202276	4.698361679	2.232188482	meanmale	15.47248494	3.951642337	meanfemale	FC1
TRINITY_DN111810_c0_g4_i1	1.605780835	2	0.683275	0.402220395	-1.313941858	0.320229095	-1.642823702	2.670728415	1.417233277	0.932503994	-0.10081819	1.396382673	0.48169436	1.373413858	0.457766426	2.040348076	1.028815292	0.599916846	-0.737165551	traf3	Chr08	76953094	76953094	1.351588759	-1.716046912	TRINITY_DN111810_c0_g4_i1	0.00047977	0.041271112	0.563717583	-0.826699626	meanmale	1.817330771	0.861900411	meanfemale	FC1
TRINITY_DN129562_c0_g3_i1	3.870032804	2	1.952345795	0.330469244	-1.597412085	0.723536493	-0.466862311	2.90941127	1.540727248	1.117963491	0.160873075	2.478955628	1.309732448	2.577569637	1.366011405	3.283335234	1.715162059	1.549111424	0.631440918	NA	NA	NA	NA	1.701976926	-1.709489247	TRINITY_DN129562_c0_g3_i1	0.000380739	0.036762682	0.930270163	-0.104123265	meanmale	3.023860915	1.596439493	meanfemale	FC1
TRINITY_DN115366_c0_g1_i1	12.48506235	2	3.642131121	2.639922426	1.400495537	1.778431728	0.830605592	5.446205509	2.445251423	2.404431624	1.2656959	7.270296744	2.86201425	6.880407389	2.782493989	8.539548815	3.094159847	3.109597965	1.636728069	NA	NA	NA	NA	2.010229133	-1.707595965	TRINITY_DN115366_c0_g1_i1	9.47E-05	0.012621635	2.483095936	1.312198101	meanmale	8.124304161	3.022262011	meanfemale	FC1
TRINITY_DN130236_c1_g1_i4	14.47260443	2	3.855252662	6.520134065	2.704901629	4.198624175	2.069916656	34.57904903	5.111826288	6.520721361	2.705031573	21.20724333	4.406485196	9.207836124	3.202862157	11.37267959	3.507500312	5.313716022	2.409721129	htatip2	scaffold_84	636289	636289	2.815134606	-1.686731695	TRINITY_DN130236_c1_g1_i4	0.00018058	0.020966083	5.638298906	2.495285549	meanmale	18.1678825	4.183326316	meanfemale	FC1
TRINITY_DN131688_c2_g1_i2	4.72415449	2	2.240056145	2.148922038	1.103613143	1.277404633	0.353215588	7.423256378	2.892052196	1.767820897	0.821972119	7.045497826	2.816701649	6.191588617	2.630309619	3.466293988	1.793394019	2.299892294	1.2015663	NA	NA	NA	NA	4.622003678	-1.623341885	TRINITY_DN131688_c2_g1_i2	4.81E-06	0.001238999	1.873509966	0.905820654	meanmale	5.77015826	2.528635891	meanfemale	FC1
TRINITY_DN119785_c0_g3_i1	3.023188891	2	1.596071122	0.893615813	-0.16227338	1.043467595	0.061385798	2.719555508	1.443370873	0.651121594	-0.61900111	2.346154434	1.230297981	2.952757923	1.562063084	3.083353575	1.624500336	1.042576577	0.060153353	mn1	Chr01	141466689	141466689	1.306121523	-1.618236058	TRINITY_DN119785_c0_g3_i1	0.000227888	0.024365951	0.907695395	-0.139560925	meanmale	2.825002066	1.498302991	meanfemale	FC1
TRINITY_DN111338_c0_g1_i1	30.27839951	2	4.920217043	12.56622415	3.651479314	5.721680649	2.516438977	26.65164398	4.736152622	7.495133011	2.905954081	13.13846483	3.715724808	33.32925506	5.058717167	49.19233683	5.620361685	15.20424175	3.926401964	NA	NA	NA	NA	3.77576073	-1.574556635	TRINITY_DN111338_c0_g1_i1	0.000208957	0.023137827	10.24681989	3.357118412	meanmale	30.51802004	4.931594188	meanfemale	FC1
TRINITY_DN136145_c2_g6_i4	24.99675812	2	4.643669096	8.200603845	3.035730145	10.41808904	3.381018767	46.44780728	5.537538586	16.7823768	4.068875146	50.02006185	5.644434936	23.12975927	4.531678346	61.97841447	5.953693943	24.02973283	4.586748703	NA	NA	NA	NA	4.372224517	-1.486827683	TRINITY_DN136145_c2_g6_i4	0.000415149	0.037955063	14.85770063	3.893148667	meanmale	41.3145602	5.368581897	meanfemale	FC1
TRINITY_DN128286_c3_g2_i3	12.50749732	2	3.644721238	5.977182851	2.579465678	5.159129777	2.367127738	19.34922471	4.274203856	3.664228164	1.87350934	22.01665335	4.460523283	9.614024772	3.265140521	13.10678211	3.712241623	7.920674062	2.985623211	NA	NA	NA	NA	3.768957949	-1.434121429	TRINITY_DN128286_c3_g2_i3	0.000157913	0.01928066	5.680303714	2.505993468	meanmale	15.31883645	3.937244234	meanfemale	FC1
TRINITY_DN133528_c0_g1_i3	7.097793214	2	2.827370544	2.894406473	1.533267539	3.980983628	1.993124938	8.977990238	3.166392528	2.771405258	1.470617689	4.605548149	2.203372875	10.92035604	3.448947989	12.90378572	3.689722481	3.531120722	1.820126145	LOC100493285	Chr07	31817510	31817510	3.614079782	-1.431711639	TRINITY_DN133528_c0_g1_i3	0.000119602	0.015293749	3.29447902	1.72009413	meanmale	8.901094672	3.15399898	meanfemale	FC1
TRINITY_DN132736_c0_g1_i2	11.43863305	2	3.515842751	4.268655212	2.093781638	4.765476432	2.252620456	18.85926707	4.237201704	4.157332162	2.055658021	10.65910588	3.41401452	10.81210828	3.43457596	8.385134476	3.067833921	4.884679863	2.288264013	NA	NA	NA	NA	5.436092003	-1.410038222	TRINITY_DN132736_c0_g1_i2	3.38E-05	0.006026657	4.519035917	2.176046948	meanmale	12.03084975	3.588678632	meanfemale	FC1
TRINITY_DN126754_c2_g1_i1	3.57330285	2	1.837258193	3.25709523	1.703585901	1.957571843	0.969065255	6.049461578	2.596806743	2.171592407	1.118753345	3.302672025	1.723633709	8.441065494	3.077425118	8.315146885	3.055741749	1.629916891	0.704798404	NA	NA	NA	NA	3.836376992	-1.395206989	TRINITY_DN126754_c2_g1_i1	0.000435958	0.038917516	2.254044093	1.172579741	meanmale	5.936329766	2.569595539	meanfemale	FC1
TRINITY_DN127570_c2_g1_i1	11.14898219	2	3.478840105	6.582262137	2.718583483	2.981657946	1.576114762	11.3974633	3.510640859	3.858915017	1.948195272	12.73087059	3.670259175	7.851434337	2.972956236	11.25790328	3.492866254	3.392877446	1.762509319	NA	NA	NA	NA	2.903651724	-1.370856881	TRINITY_DN127570_c2_g1_i1	0.000358199	0.035306852	4.203928137	2.071772325	meanmale	10.87733074	3.443265926	meanfemale	FC1
TRINITY_DN122337_c2_g1_i4	17.41227582	2	4.122032873	5.739512144	2.520928114	6.692873633	2.742625775	19.72174189	4.301715076	6.250303454	2.643926235	15.11354207	3.917769911	13.16563897	3.718705637	18.76782134	4.23018928	8.393066381	3.069197991	NA	NA	NA	NA	3.811125726	-1.315261135	TRINITY_DN122337_c2_g1_i4	7.14E-05	0.010318665	6.768938903	2.758951008	meanmale	16.83620402	4.073503561	meanfemale	FC1
TRINITY_DN120485_c1_g5_i1	29.91212855	2	4.902658671	24.88955202	4.637468359	18.92143132	4.241949321	58.12513144	5.861090168	15.95247904	3.995708733	82.78332954	6.37126837	45.33309019	5.502492603	48.64269187	5.604151164	25.96324335	4.698398712	NA	NA	NA	NA	3.587886218	-1.309615656	TRINITY_DN120485_c1_g5_i1	0.000502825	0.0427684	21.43167643	4.421679532	meanmale	52.95927432	5.726814173	meanfemale	FC1
TRINITY_DN112749_c0_g3_i7	14.57466427	2	3.865390746	8.985097924	3.167534227	5.582642058	2.480948058	14.13414741	3.821112955	7.741237664	2.952564242	26.51705286	4.728848536	13.51721531	3.756726067	15.02333303	3.909133015	5.113052113	2.35418473	NA	NA	NA	NA	3.854048621	-1.297419642	TRINITY_DN112749_c0_g3_i7	0.000399437	0.037238155	6.85550744	2.777284501	meanmale	16.75328258	4.066380506	meanfemale	FC1
TRINITY_DN115604_c0_g3_i1	23.84204825	2	4.575436277	13.06878757	3.708053399	11.11092322	3.473906792	19.57870769	4.291213637	9.816910181	3.295269016	41.05387437	5.359446475	15.9118872	3.992033049	31.34273381	4.970059117	10.06988627	3.331975484	NA	NA	NA	NA	4.944977005	-1.270564338	TRINITY_DN115604_c0_g3_i1	0.000456872	0.039844733	11.01662681	3.461623742	meanmale	26.34585026	4.719509312	meanfemale	FC1
TRINITY_DN130313_c0_g5_i1	98.63824583	2	6.624075238	40.80387283	5.350634185	29.25722604	4.870721085	57.23618361	5.838855574	34.45935818	5.106823926	71.27059344	6.155235032	80.874336	6.337610057	106.2867555	6.731818022	44.87089192	5.487707956	tmem110	Chr03	74287462	74287462	5.324597354	-1.153859577	TRINITY_DN130313_c0_g5_i1	0.000538852	0.044338156	37.34783724	5.222956659	meanmale	82.86122288	6.372626948	meanfemale	FC1
