ID	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN195283_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN104706_c0_g2_i1	22	2	21	16	31	2	20	27	0
TRINITY_DN42161_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN97326_c0_g1_i1	1	1	1	0	1	0	2	4	3
TRINITY_DN123156_c0_g1_i3	221	438	221	194	178	177	143	281	230
TRINITY_DN128954_c1_g1_i4	429	364	371	234	224	532	535	817	472
TRINITY_DN14345_c0_g2_i1	0	0	0	0	0	1.40912	2.31453	0	0
TRINITY_DN61008_c0_g2_i1	26	77	60	35	2	0	23	71	36
TRINITY_DN129825_c1_g3_i3	26	35	22	24	25	37	58	93	40
TRINITY_DN112656_c0_g1_i1	0	4	0	2	4	2	3	0	2
TRINITY_DN111435_c0_g1_i1	0	0	0	0	0	1	1	0	0
TRINITY_DN113850_c0_g1_i2	280	524	313	257	199	212	381	436	329
TRINITY_DN124329_c3_g1_i3	27	45	26	28	38	25	44	84	39
TRINITY_DN921_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134544_c1_g7_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN16909_c0_g1_i1	3	1	3	2	2	2	3	3	2
TRINITY_DN52338_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125541_c0_g1_i1	1	6	11	3	8	5	7	6	7
TRINITY_DN130315_c2_g10_i2	1859	3523	2317	1570	1787	1939	2432	3560	2405
TRINITY_DN74376_c0_g1_i1	9	12	4	29	22	12	40	6	15
TRINITY_DN107910_c0_g1_i1	2	9	5	3	4	13	7	7	11
TRINITY_DN159037_c0_g1_i1	1	3	1	1	3	0	1	3	0
TRINITY_DN120847_c0_g1_i1	67	0	46	0	125	3	153	150	96
TRINITY_DN213064_c0_g1_i1	3	15	12	5	0	0	3	4	5
TRINITY_DN123658_c2_g4_i1	179.725	204.773	136.911	119.159	173.851	124.211	179.134	211.097	170.444
TRINITY_DN134300_c4_g6_i1	611.269	915.309	539.031	499.28	624.64	652.265	784.529	1292.93	1065.91
TRINITY_DN180695_c0_g1_i1	9	24	18	8	6	10	14	23	24
TRINITY_DN126802_c0_g1_i1	2996	4210	2948	2225	2435	2492	2330	3709	3306
TRINITY_DN88354_c0_g3_i1	2	0	1	0	0	5	5	6	5
TRINITY_DN126598_c0_g1_i2	140	226.181	160.38	63.5608	106.383	140.333	308.969	653.602	156
TRINITY_DN132012_c5_g10_i5	778.769	1291.15	797.709	622.414	866.605	1157.29	1343.04	1663.78	1325.94
TRINITY_DN127989_c1_g1_i5	318	476	383	278	394	422	717	1170	521
TRINITY_DN96440_c0_g1_i2	706	1318	378	639	1517	702	1169	1158	1594
TRINITY_DN49221_c0_g1_i1	17	48	43	23	4	0	9	39	35
TRINITY_DN128541_c0_g1_i1	206	243	153	102	250	144	242	248	152
TRINITY_DN107777_c0_g3_i1	58.0029	122.07	39.4914	43.2242	43.0646	56.2424	74.1623	103.511	94.1204
TRINITY_DN126511_c7_g1_i3	169.362	365.237	204.545	135.432	194.305	177.296	193.877	325.693	268.663
TRINITY_DN16504_c0_g1_i1	7	26	8	2	0	0	5	8	6
TRINITY_DN118027_c0_g2_i3	14	18	12	10	11	21	25	26	35
TRINITY_DN175394_c0_g1_i1	12.7231	56.0445	45.9724	34.5292	6	0	23	20	4
TRINITY_DN128311_c1_g11_i1	1.16343	0	1.5	1	0	0	0	8.27853	7.89147
TRINITY_DN126525_c0_g1_i1	19	31	17	15	39	23	31	34.0575	24
TRINITY_DN130416_c4_g2_i1	14.5234	21.5994	11.1555	17.0863	16.7213	11.8736	17.7878	26.8422	12.9522
TRINITY_DN131028_c0_g2_i1	4.09896	5.64062	1.08711	1.01973	0	5.0435	2.04028	2.01276	3.14137
TRINITY_DN123088_c0_g1_i20	16993	21196	13837	11365	10294	16229	13390	20122	18928
TRINITY_DN19049_c0_g1_i1	17	24	6	14	19	11	7	14	18
TRINITY_DN116218_c0_g1_i1	55	95	45	43	71	51	76	63	76
TRINITY_DN131570_c0_g1_i2	622	777	345	330	708	937	646	864	880
TRINITY_DN115481_c0_g1_i2	33.7873	66.5206	41.7781	30.6467	26.0706	37.011	54.0214	77.8086	40.3594
TRINITY_DN125714_c0_g1_i4	134.367	163.566	66.3516	86.2459	151.756	310.851	159.066	272.786	206.085
TRINITY_DN138811_c0_g1_i1	5	15	13	4	1	0	1	5	1
TRINITY_DN144135_c0_g1_i1	0	0	0	0	0	1	0	1	0
TRINITY_DN212637_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132527_c4_g4_i2	211.894	441	186	284	424	286.461	332.402	731	322
TRINITY_DN108069_c0_g1_i1	3	2	5	3	2	24	10	4	18
TRINITY_DN120758_c3_g1_i1	427.21	587.214	365.618	280.013	353.024	224.75	298.324	206.074	319.357
TRINITY_DN133314_c5_g2_i2	466.195	759.707	507.792	403.04	394.606	389.763	798.114	1261.21	680.457
TRINITY_DN36017_c0_g1_i1	6	8	6	4	0	0	1	7	10
TRINITY_DN117375_c0_g3_i5	1183.83	2244.91	832.917	1264	1905	1086	1363	1454	1602
TRINITY_DN125817_c5_g2_i1	22	70	38	24	25	24	55	80	38
TRINITY_DN181326_c0_g1_i1	13	27	36	17	4	0	21	35	24
TRINITY_DN115023_c0_g1_i1	33.1202	49.2253	20.4486	33.6266	3.45486	9.96963	50.1733	0	2.15309e-06
TRINITY_DN130274_c2_g6_i1	111	145	103	92	78	79	125	160	102
TRINITY_DN165664_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN184535_c0_g1_i1	3	0	0	0	0	0	0	0	0
TRINITY_DN91382_c0_g3_i1	0	0	0	0	1	0	1	0	0
TRINITY_DN165972_c0_g1_i1	0	2	0	0	0	0	0	0	0
TRINITY_DN82091_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126547_c4_g1_i1	24.641	37.2019	12.201	14.0882	45.5329	37.1478	92.3921	227.548	13.1068
TRINITY_DN127600_c1_g6_i1	0	0	0	0	0	1	1	2	1
TRINITY_DN89089_c0_g1_i1	24	32	7	14	8	8	7	13	14
TRINITY_DN146102_c0_g1_i1	0	0	0	1	0	0	0	0	0
TRINITY_DN135293_c3_g1_i9	937	1439	1195	788	1284	1162	1242	2054	1375
TRINITY_DN153388_c0_g1_i1	2	9	6	7	0	0	4	10	3
TRINITY_DN136048_c3_g2_i1	29.9073	30.0749	23.1173	12.4416	16.4001	16.2095	45.4228	40.2585	54.0275
TRINITY_DN212107_c0_g1_i1	13	13	17	12	0	0	2	14	4
TRINITY_DN153582_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131033_c4_g3_i1	6.6934	0	3.34089	3.15135	2.63678	6.42794	0.863582	0	3.88306
TRINITY_DN119883_c0_g5_i1	1961.62	3360.78	2008.84	1591.44	1932.69	2569.77	2549.17	4069.03	3038.85
TRINITY_DN136947_c0_g1_i1	4	10	19	9	1	0	4	12	5
TRINITY_DN136416_c9_g5_i1	33.5949	25.6518	21.1956	24.2231	19.5675	38.1997	34.5419	34.7107	26.9717
TRINITY_DN125454_c3_g3_i1	7	7	8	6	7	4	9	10	8
TRINITY_DN132715_c5_g1_i1	12	17	5	5	29	12	25	24	19
TRINITY_DN185294_c0_g1_i1	0	0	0	0	1	0	1	0	0
TRINITY_DN62776_c0_g1_i1	8	18	8	6	1	0	6	24	24
TRINITY_DN132934_c0_g2_i1	0	1	0	1	0	1	1	2	0
TRINITY_DN115874_c0_g1_i1	8	29	11	19	17	7	13	28	22
TRINITY_DN135537_c0_g1_i1	155	300	187.096	142	262	289	807	1205	356
TRINITY_DN159966_c0_g1_i1	0	0	0	0	0	1	1	0	0
TRINITY_DN57017_c0_g1_i1	4	6	10	8	0	0	6	30	27
TRINITY_DN122288_c0_g1_i1	25	36	25	9	6	25	28	44	41
TRINITY_DN127630_c5_g3_i1	73	111	98	43	82	88	133	212	99
TRINITY_DN120941_c0_g1_i1	228	329	202	143	245	305	255	448	267
TRINITY_DN41875_c0_g2_i1	82.756	67.378	64.0625	42.5173	68.3772	58.8267	75.2159	59.5013	71.6322
TRINITY_DN128688_c5_g5_i1	1	1	2	1	1	1	4	12	0
TRINITY_DN78958_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN153214_c0_g1_i1	13	19	10	15	2	0	7	25	12
TRINITY_DN108672_c0_g3_i2	15.0724	26.181	13.1922	15.1581	27.2332	20.4373	27.2965	66.572	22.4308
TRINITY_DN86402_c1_g1_i1	511.529	881.644	458.086	418.331	619.832	681.807	779.014	1457.68	651.545
TRINITY_DN101023_c0_g2_i1	37	45	14	9	5	14	0	39	3
TRINITY_DN123286_c2_g1_i7	121.901	202.053	101.78	79.4305	159.682	156.021	128.443	180.021	192.578
TRINITY_DN133544_c0_g3_i2	98.0883	183.691	65	60.5788	86.428	43.3981	145.918	139.672	101.866
TRINITY_DN44124_c0_g1_i1	29	83	21	24	47	14	39	215	69
TRINITY_DN135810_c10_g4_i1	61	33	18	40	30.3783	21.6815	29	44	36.7052
TRINITY_DN83724_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN145877_c0_g1_i1	10	36	27	17	22	7	3	7	15
TRINITY_DN131677_c4_g1_i2	60	92	56	37	57	42	34	46	54
TRINITY_DN58161_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN142777_c0_g2_i1	2	1.00915	1.02849	0	2	0	2.02371	3.08582	0
TRINITY_DN110880_c0_g1_i1	925	1309	737.994	799	1028	802	823	1423	870
TRINITY_DN127758_c1_g1_i2	4837	7834	4979	3126	4775	5531	9042	11252	7935
TRINITY_DN132956_c3_g1_i1	320.797	829.022	408.425	216.617	256.839	324.397	336.947	401.971	392.35
TRINITY_DN165574_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124210_c1_g3_i1	0	15.8297	0	12.4152	0.504474	0	9.02185	5.64719	0.948428
TRINITY_DN130860_c2_g2_i1	1621	2420	1572	1077	1104	1956	630	934	1155
TRINITY_DN68810_c0_g1_i1	1	1	1	0	0	0	3	0	0
TRINITY_DN120689_c1_g1_i1	30.1291	0	0	0	0	0	0	0	0
TRINITY_DN109372_c0_g2_i1	1	0	0	1	1	0	0	1	0
TRINITY_DN181677_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN3617_c0_g2_i1	2258	1196	1519	2956	2941	1689	3063	3186	3607
TRINITY_DN163878_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN140345_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN96106_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122018_c0_g3_i4	7	10	9	8	20	11	15	32	5
TRINITY_DN181732_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN114406_c0_g1_i1	335.096	425.989	462.864	108.656	330.498	575.125	925.834	1135.76	623.689
TRINITY_DN111963_c1_g2_i1	49	87	46	46	25	59	31	100	35
TRINITY_DN152009_c0_g1_i1	0	3	2	2	0	3	1	7	1
TRINITY_DN22233_c1_g1_i1	2	1	2	2	1	4	0	3	1
TRINITY_DN87835_c0_g1_i1	1	0	2	0	1	0	0	1	0
TRINITY_DN117303_c0_g1_i1	607	1214	282	738	762	600	1898	1537	1960
TRINITY_DN122181_c0_g1_i1	171	396	192.983	135	214	185	244	428.838	303
TRINITY_DN130027_c3_g1_i1	76	116	71	42	89	97	110	131	129
TRINITY_DN21488_c0_g1_i1	9	19	14	6	1	0	2	22	21
TRINITY_DN133260_c0_g3_i1	254	201	207	147	238	255	347	390	309
TRINITY_DN128005_c7_g1_i1	130.825	233.529	92.7217	106.735	118.673	93.6276	142.634	119.672	161.883
TRINITY_DN136159_c1_g1_i2	289	524	383	238	317	676	370	528	462
TRINITY_DN97651_c0_g2_i1	1	3	0	2	0	1	1	0	0
TRINITY_DN30836_c0_g1_i1	0	0	0	0	0	0	2	1	0
TRINITY_DN129656_c4_g3_i2	842	1763	935	681	491	172	530	287	244
TRINITY_DN131171_c3_g1_i1	25	36	24	24	38	25	20	11	26
TRINITY_DN79902_c0_g2_i1	9	4	2	7	4	2	6	0	3
TRINITY_DN90630_c0_g1_i1	7	7	2	2	3	6	4	4	9
TRINITY_DN188085_c0_g1_i1	5	3	6	6	0	0	2	10	8
TRINITY_DN46759_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN120996_c1_g2_i5	29	49	36	22	16	28	23	61	28
TRINITY_DN125016_c5_g2_i3	39	58	19	28	33	39	60	89	76
TRINITY_DN119831_c1_g1_i3	2124	2955	1479	1749	2511	1618	1448	2100	1819
TRINITY_DN109495_c0_g2_i1	2	2	2	0	0	1	0	2	0
TRINITY_DN134909_c2_g4_i1	25.2415	50.3942	22.8076	16.7524	13.2228	28.1032	19.9988	33.7725	23.0783
TRINITY_DN148593_c0_g1_i1	2	1	1	3	0	0	1	3	2
TRINITY_DN115713_c0_g1_i1	28	44	24	21	23	28	30	48	39
TRINITY_DN16772_c0_g1_i1	0	0	2	1	2	1	1	4	1
TRINITY_DN211818_c0_g1_i1	0	1	0	0	0	1	1	0	2
TRINITY_DN136562_c2_g4_i1	101.137	131.222	149.836	129.595	157.667	109.968	143.422	256.698	114.487
TRINITY_DN128532_c0_g2_i1	97.5591	154.124	109.543	62	99.9987	139.826	105.782	177.021	115.694
TRINITY_DN139698_c0_g1_i1	0	1	0	1	1	0	0	3	0
TRINITY_DN76743_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN102595_c0_g1_i2	99	134	70	68	93	77	64	123	83
TRINITY_DN132168_c0_g1_i4	680.907	1147	838.875	437	427.364	575	981	1470.92	724.81
TRINITY_DN135755_c5_g1_i1	137	133	88	75	98	102	126	164	246
TRINITY_DN19540_c0_g3_i1	2	0	2	0	0	1	1	5	2
TRINITY_DN129245_c1_g2_i3	245	305	227	178	195	264	371	704	272
TRINITY_DN124000_c0_g1_i1	49	60	12	22	33	15	45	94	69
TRINITY_DN115756_c0_g1_i1	1340	2023	1427	930	861	867	795	1212	1100
TRINITY_DN19312_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127994_c0_g2_i1	11	17	24	8	10	5	15	33	9
TRINITY_DN125938_c8_g2_i1	2.14543	2.07803	0.557637	2.86196	3.7989	0	3.28889	7.8246	3.1247
TRINITY_DN124494_c1_g1_i4	416	756	430	246	556	589	509	917	780
TRINITY_DN116728_c0_g1_i2	181	272	265	211	166	185	171	287	192
TRINITY_DN128742_c10_g2_i3	65	89	40	51	119	97	65	98	129
TRINITY_DN105113_c0_g7_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN139750_c0_g1_i1	0	0	0	0	0	0	2	2	0
TRINITY_DN125408_c0_g2_i2	6	4	5	6	10	2	18	8	4
TRINITY_DN112123_c0_g3_i2	19	13	4	8	12	14	16	17	6
TRINITY_DN208104_c0_g1_i1	4	1	5	4	2	2	2	1	2
TRINITY_DN52635_c0_g1_i1	8	14	22	9	1	0	9	18	10
TRINITY_DN130034_c2_g2_i1	206	172.289	46.2645	51	359	252	381.16	753.789	739.256
TRINITY_DN83289_c0_g1_i1	1	3	4	0	3	2	2	1	1
TRINITY_DN133694_c3_g1_i1	52	91	60	70	68	47	44	83	80
TRINITY_DN127743_c1_g1_i6	396.118	920.422	473.045	366	390.316	400	600.403	916.018	538.209
TRINITY_DN117977_c0_g1_i1	40.008	53	28.0055	27	39	31	49.0029	117.005	26
TRINITY_DN51556_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN71086_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN214225_c0_g1_i1	20	31	35	18	4	0	26	76	45
TRINITY_DN20513_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127193_c5_g1_i4	53.5487	69.7667	0	9.06957	157	60.711	82.7793	75.7148	110.359
TRINITY_DN157781_c0_g1_i1	0	0	0	1	0	2	0	0	0
TRINITY_DN71242_c0_g2_i1	0	0	5.0759	1.01306	1.02592	1.01129	2.05377	0	0
TRINITY_DN131313_c9_g2_i9	195	332	254	156	212	290	866	1626	311
TRINITY_DN135095_c4_g1_i1	78	181	115	67	53	69	57	123	70
TRINITY_DN129857_c4_g1_i1	308.883	649.665	368.532	236.17	226.128	297.468	856.406	1173.58	377.221
TRINITY_DN207346_c0_g1_i1	6	8	8	5	0	0	2	13	10
TRINITY_DN85089_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN108383_c0_g3_i1	359.365	384.201	188.033	236.127	187.901	249.024	183.187	139.291	252.458
TRINITY_DN93067_c0_g5_i1	0	1	0	0	0	0	0	2	1
TRINITY_DN137185_c0_g1_i1	83	163	141	92	4	0	60	186	139
TRINITY_DN14522_c0_g1_i1	0	0	0	1.178	0	0	3.7834	2.86257	0
TRINITY_DN129248_c0_g1_i4	46	64	23	29	19	27	105	218	19
TRINITY_DN25737_c0_g2_i1	23	50	30	22	0	0	12	32	21
TRINITY_DN15073_c0_g1_i1	4	18	14	11	0	0	9	19	10
TRINITY_DN125797_c1_g1_i2	1812	2788	1736	1911	1116	1991	1862	3518	3246
TRINITY_DN97477_c0_g1_i1	0	1	1	2	2	0	2	1	0
TRINITY_DN30937_c0_g1_i1	0	2	2	0	0	0	0	0	0
TRINITY_DN36900_c0_g1_i1	0	1	1	2	1	0	0	2	0
TRINITY_DN136385_c5_g1_i2	121	156	130	94	100	160	348	496	185
TRINITY_DN120699_c0_g1_i1	34	106	46	27	23	52	31	104	57
TRINITY_DN101414_c0_g1_i2	3	2	1	1	0	2	0	1	1
TRINITY_DN64562_c0_g2_i1	78.2523	130	60	64	0.260058	73	123	121	189
TRINITY_DN120518_c0_g1_i4	598	669	675	414	296	599	965	1569	822
TRINITY_DN51802_c0_g1_i1	39	74	19	37	38	28	40	45	52
TRINITY_DN4802_c0_g1_i1	17	40	28	15	1	0	10	30	12
TRINITY_DN134110_c0_g2_i1	4	8	5	5	3	4	6	11	5
TRINITY_DN122935_c0_g1_i1	614	1187	605	422	459	418	692	871	821
TRINITY_DN204741_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103834_c0_g3_i1	46.2507	40.2811	29.109	9.6273	59.6326	0	44.4934	40.2333	47.5742
TRINITY_DN132207_c1_g1_i2	761	1139.12	476.733	515	698.427	459.516	688.567	694.437	1064.55
TRINITY_DN189686_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN132918_c0_g2_i1	7	13	6	4	6	14	5	22	12
TRINITY_DN103509_c0_g1_i1	460	1032	691	408	474	779	535	847	829
TRINITY_DN181316_c0_g1_i1	7	11	16	12	1	0	7	35	15
TRINITY_DN3428_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135126_c4_g3_i1	34.5787	81.5135	64.7242	28.871	22.2373	19	18.0963	42.8781	28.7623
TRINITY_DN111320_c0_g3_i1	40	46	45.9736	20	21.7182	25	29	29	47
TRINITY_DN113524_c0_g1_i1	7	14	6	6	2	6	2	3	9
TRINITY_DN188884_c0_g1_i1	11	14	3	8	10	11	4	17	17
TRINITY_DN38395_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134387_c4_g1_i1	76	78	44	48	9	51	72	187	56
TRINITY_DN145325_c0_g1_i1	5	16	5	7	2	0	2	16	7
TRINITY_DN22260_c0_g1_i1	19	35	28	18	4	0	3	32	31
TRINITY_DN199635_c0_g1_i1	8	10	6	2	0	0	3	22	12
TRINITY_DN126685_c5_g4_i1	9	27	7	11	14	17	19	19	18
TRINITY_DN42041_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86261_c0_g3_i1	11	53	42	21	1	0	3	57	23
TRINITY_DN130529_c2_g1_i2	164	209	174	123	104	161	191	420	266
TRINITY_DN78433_c0_g1_i1	0	1	0	0	2	1	0	0	0
TRINITY_DN136398_c3_g2_i4	581	1372	1019	515	432	822	1418	2039	803
TRINITY_DN171390_c0_g1_i1	2	14	8	3	0	0	3	12	10
TRINITY_DN118302_c0_g2_i3	24.3263	63	19	22	25.6783	13.4223	34	68.3169	49.0242
TRINITY_DN86217_c0_g1_i1	127.244	156.622	102.938	56.486	93.6228	102.173	47.7841	57.4987	83.3678
TRINITY_DN125792_c1_g2_i4	656.323	718.743	478.507	406.231	408.664	435.12	411.922	470.814	420.014
TRINITY_DN51380_c0_g1_i1	2	3	5	2	7	0	8	8	6
TRINITY_DN123593_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN61235_c0_g2_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN160094_c0_g1_i1	5	6	3	1	0	0	0	6	4
TRINITY_DN119587_c0_g1_i2	23	66	25	17	27	27	39	60	42
TRINITY_DN110738_c1_g3_i1	17.4718	53.0932	26.7496	17.6415	9.33148	13	12.7195	74.7398	21.5808
TRINITY_DN78337_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN195546_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN211573_c0_g1_i1	2	0	0	0	0	0	0	1	0
TRINITY_DN178984_c0_g1_i1	0	2	0	3	2	0	3	1	0
TRINITY_DN124176_c0_g2_i1	478	707	565	448	378	549	587	1002	806
TRINITY_DN82158_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN112432_c0_g2_i1	2	1	0	1	1	0	0	3	2
TRINITY_DN124994_c1_g2_i2	4	3	5	2	6	10	5	9	6
TRINITY_DN129136_c0_g7_i1	169.529	75.7028	64.5442	43.5337	5.86638	150.486	119.324	116.766	36.6964
TRINITY_DN104762_c0_g1_i2	544	757	349	306	485	439	668	807	691
TRINITY_DN131632_c1_g3_i2	101	104	82	76	81	75	85	198	138
TRINITY_DN111719_c1_g1_i1	356	631	333	293	249	232	364	337	336
TRINITY_DN186209_c0_g1_i1	22	52	48	25	0	0	28	53	31
TRINITY_DN43239_c0_g2_i1	7	10	12	3	1	0	7	9	8
TRINITY_DN103690_c0_g1_i1	5.70466	8.59111	48.8872	11.4211	41.0591	12.8216	20.1766	14.2527	38.6519
TRINITY_DN128635_c0_g3_i1	14	34	13.4919	0	0	5.36849	3.13129	15.278	21
TRINITY_DN96867_c0_g1_i1	62	166	156	41	91	10	44	10	7
TRINITY_DN62474_c0_g1_i1	1	3	3	8	4	0	0	4	3
TRINITY_DN112161_c0_g1_i1	42.7779	43.5985	36.167	25.6459	31.0557	55.1745	41.6558	53.0426	45.9208
TRINITY_DN92617_c0_g1_i1	5.90896	0.000149296	1.19508	0	0	0	5	0.698762	0.686971
TRINITY_DN200308_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121941_c0_g10_i1	354	379.633	181.953	162.288	218	267	336.855	145.244	497.844
TRINITY_DN123403_c0_g1_i1	4	11	1	0	6	0	16	3	3
TRINITY_DN145697_c0_g1_i1	1	7	3	5	0	0	1	13	10
TRINITY_DN120573_c0_g2_i1	98.4631	49.0448	41.1041	30.6233	60.1252	47.2508	46.468	167.073	164.52
TRINITY_DN60423_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN49376_c0_g1_i1	3	2	2	4	0	0	2	10	3
TRINITY_DN207701_c0_g1_i1	27	29	10	8	1	13	13	57	8
TRINITY_DN108752_c0_g3_i1	4.07553	5	3.10565	3.12314	4	5	0	2.25058	7.75233
TRINITY_DN134499_c2_g2_i15	285	432	343	198	172	165	176	272	207
TRINITY_DN74725_c0_g1_i1	5	12	10	2	6	14	6	8	2
TRINITY_DN180436_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN105538_c0_g1_i1	2.42754	4.70615	6.71595	5.63846	4.52762	4.66616	5.41785	11.4532	4.46732
TRINITY_DN133409_c1_g6_i1	410	755	438	334	384	311	369	488	386
TRINITY_DN67546_c0_g1_i1	78	207	183	92	6	0	91	274	170
TRINITY_DN121704_c7_g2_i1	87	230	103	86	50	66	91	69	90
TRINITY_DN3738_c2_g9_i1	5.28803	0	3.11629	0	2.76689	3.02381	16.8158	11.4709	15.8909
TRINITY_DN117783_c0_g1_i1	1	5	3	3	3	4	5.0284	14	5.04413
TRINITY_DN57013_c0_g1_i1	8	7	3	5	4	3	7	13	3
TRINITY_DN135074_c0_g3_i1	11	1	0	5	21	15	10	7	10
TRINITY_DN130225_c6_g2_i1	9	17	11	12	8	7	4	16	27
TRINITY_DN211830_c0_g1_i1	0	1	0	0	0	1	0	0	1
TRINITY_DN99911_c0_g1_i1	0	0	0	0.994813	0	0	0	0	0
TRINITY_DN128900_c0_g3_i7	12	42	33	11	142	52	123	97	37
TRINITY_DN112007_c0_g1_i2	667	1084	568	431	735	714	760	1177	885
TRINITY_DN124443_c2_g3_i2	402	770	486	342	427	691	819	1575	687
TRINITY_DN47441_c0_g2_i1	1	10	10	4	0	0	0	6	4
TRINITY_DN125698_c0_g1_i8	140	189	157	102	65	187	125	248	238
TRINITY_DN212201_c0_g1_i1	6	4	6	5	0	0	1	3	1
TRINITY_DN9652_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN102031_c0_g1_i1	11	37.442	13.1919	3.19671	42.3555	6.68445	100.657	596.249	137.924
TRINITY_DN62384_c0_g1_i1	26.8705	3.71001e-07	6.61008e-06	0.73598	5	0	1.93651e-08	23.5491	11.7701
TRINITY_DN123526_c0_g8_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN180533_c0_g1_i1	59	95	62	43	91	71	84	108	84
TRINITY_DN132197_c4_g12_i2	70	113	58	57	78	86	64	146	80
TRINITY_DN117238_c0_g1_i1	19	24	18	5	9	31	24	40	38
TRINITY_DN197859_c0_g1_i1	0	15	11	7	1	0	6	6	9
TRINITY_DN47595_c0_g1_i1	10	37	19	7	0	0	5	4	0
TRINITY_DN198767_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN23357_c0_g2_i1	0	8.2135	4.4217	1.87968	0	6.60834	2.40303	7.12421	8.50179
TRINITY_DN121119_c0_g1_i1	1400	1891	999	1023	1377	1265	1567	2496	1512
TRINITY_DN105499_c0_g1_i1	2	4	4	2	0	5	1	4	5
TRINITY_DN171112_c0_g1_i1	58	151	120	80	5	0	33	137	80
TRINITY_DN1537_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN185525_c0_g1_i1	19	54	26	27	1	0	8	58	33
TRINITY_DN134769_c1_g3_i1	390	393	290	228	236	308	239	271	375
TRINITY_DN116214_c0_g1_i1	2	6	8	1	4	5	4	8	9
TRINITY_DN136190_c9_g1_i4	199.149	312.487	211.695	192.046	321.522	409.419	2221.01	3052.03	267.907
TRINITY_DN181775_c0_g1_i1	67.3195	29.6822	42.3094	25.065	43.8912	77.1122	55.9898	78.7674	95.6241
TRINITY_DN113795_c0_g1_i4	1133	1797	1275	870	921	1059	1057	1926	1363
TRINITY_DN73461_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN181797_c0_g1_i1	14	30	23	15	2	0	8	75	42
TRINITY_DN100932_c0_g1_i1	9	20	16	8	10	20	15	29	18
TRINITY_DN122211_c0_g1_i1	236	309	157	207	250	188	205	289	200
TRINITY_DN134767_c1_g2_i1	32.8881	44.8248	25.089	26.8063	69.0048	54.6876	69.4783	47.5185	76.7811
TRINITY_DN138311_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN68058_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125063_c0_g1_i2	0	6.15614	5.29374	2	2.20033	1.11564	5.75666	0	0
TRINITY_DN19703_c0_g1_i1	99	218	173	110	32	0	135	568	257
