G23,G27,G31,G43,G46
,,,,TRINITY_DN130235_c0_g1_i2
,,,,TRINITY_DN130236_c1_g1_i1
,,,,TRINITY_DN130236_c2_g1_i7
,,,,TRINITY_DN130239_c1_g1_i1
,,,,TRINITY_DN130240_c1_g1_i3
,,,,TRINITY_DN130242_c2_g2_i1
,,,,TRINITY_DN130243_c0_g1_i7
,,,,TRINITY_DN130249_c3_g1_i2
,,,,TRINITY_DN130252_c0_g1_i1
,,,,TRINITY_DN130260_c1_g1_i2
,,,,TRINITY_DN130263_c5_g2_i1
,,,,TRINITY_DN130265_c6_g2_i1
,,,,TRINITY_DN130267_c2_g1_i6
,,,,TRINITY_DN130268_c0_g1_i1
,,,,TRINITY_DN130269_c0_g1_i2
,,,,TRINITY_DN130273_c6_g1_i2
,,,,TRINITY_DN130283_c2_g2_i1
,,,,TRINITY_DN130285_c3_g3_i3
,,,,TRINITY_DN130286_c3_g1_i1
,,,,TRINITY_DN130289_c1_g2_i3
,,,,TRINITY_DN130293_c5_g2_i1
,,,,TRINITY_DN130296_c0_g1_i5
,,,,TRINITY_DN130297_c1_g1_i1
,,,,TRINITY_DN130297_c2_g1_i2
,,,,TRINITY_DN130300_c6_g1_i1
,,,,TRINITY_DN130308_c1_g1_i2
,,,,TRINITY_DN130308_c1_g3_i1
,,,,TRINITY_DN130309_c4_g1_i1
,,,,TRINITY_DN130311_c3_g2_i10
,,,,TRINITY_DN130314_c5_g3_i2
,,,,TRINITY_DN130316_c1_g3_i1
,,,,TRINITY_DN130319_c5_g1_i3
,,,,TRINITY_DN130321_c0_g1_i2
,,,,TRINITY_DN130323_c1_g4_i3
,,,,TRINITY_DN130324_c1_g1_i3
,,,,TRINITY_DN130324_c2_g2_i3
,,,,TRINITY_DN130327_c0_g3_i2
,,,,TRINITY_DN130330_c3_g1_i2
,,,,TRINITY_DN130330_c4_g1_i1
,,,,TRINITY_DN130331_c0_g1_i6
,,,,TRINITY_DN130331_c0_g4_i1
,,,,TRINITY_DN130332_c6_g1_i1
,,,,TRINITY_DN130335_c0_g2_i3
,,,,TRINITY_DN130336_c0_g1_i3
,,,,TRINITY_DN130338_c12_g1_i1
,,,,TRINITY_DN130350_c5_g2_i4
,,,,TRINITY_DN130354_c0_g1_i4
,,,,TRINITY_DN130359_c6_g1_i1
,,,,TRINITY_DN130362_c0_g1_i19
,,,,TRINITY_DN130364_c6_g3_i3
,,,,TRINITY_DN130365_c2_g1_i3
,,,,TRINITY_DN130365_c2_g4_i2
,,,,TRINITY_DN130368_c1_g3_i9
,,,,TRINITY_DN130372_c1_g2_i2
,,,,TRINITY_DN130373_c1_g5_i1
,,,,TRINITY_DN130374_c5_g1_i2
,,,,TRINITY_DN130376_c2_g1_i3
,,,,TRINITY_DN130378_c0_g1_i22
,,,,TRINITY_DN130381_c6_g1_i7
,,,,TRINITY_DN130383_c0_g1_i2
,,,,TRINITY_DN130385_c0_g1_i4
,,,,TRINITY_DN130387_c0_g1_i1
,,,,TRINITY_DN130388_c2_g10_i1
,,,,TRINITY_DN130388_c2_g4_i1
,,,,TRINITY_DN130388_c2_g9_i1
,,,,TRINITY_DN130390_c6_g1_i5
,,,,TRINITY_DN130391_c0_g1_i1
,,,,TRINITY_DN130392_c9_g3_i1
,,,,TRINITY_DN130396_c0_g1_i8
,,,,TRINITY_DN130397_c1_g1_i1
,,,,TRINITY_DN130397_c4_g1_i2
,,,,TRINITY_DN130398_c1_g2_i2
,,,,TRINITY_DN130399_c4_g1_i1
,,,,TRINITY_DN130401_c0_g1_i2
,,,,TRINITY_DN130404_c8_g1_i1
,,,,TRINITY_DN130405_c0_g1_i3
,,,,TRINITY_DN130411_c3_g3_i2
,,,,TRINITY_DN130413_c0_g1_i1
,,,,TRINITY_DN130413_c1_g1_i3
,,,,TRINITY_DN130420_c0_g2_i2
,,,,TRINITY_DN130421_c1_g2_i1
,,,,TRINITY_DN130422_c2_g2_i1
,,,,TRINITY_DN130423_c6_g3_i1
,,,,TRINITY_DN130424_c7_g1_i1
,,,,TRINITY_DN130424_c7_g4_i2
,,,,TRINITY_DN130424_c7_g5_i3
,,,,TRINITY_DN130426_c3_g3_i1
,,,,TRINITY_DN130428_c3_g1_i1
,,,,TRINITY_DN130428_c6_g1_i2
,,,,TRINITY_DN130439_c0_g1_i1
,,,,TRINITY_DN130440_c2_g1_i3
,,,,TRINITY_DN130441_c8_g1_i10
,,,,TRINITY_DN130441_c8_g2_i2
,,,,TRINITY_DN130444_c3_g1_i1
,,,,TRINITY_DN130444_c3_g3_i1
,,,,TRINITY_DN130446_c2_g1_i4
,,,,TRINITY_DN130448_c3_g1_i5
,,,,TRINITY_DN130450_c0_g1_i1
,,,,TRINITY_DN130452_c4_g2_i1
,,,,TRINITY_DN130459_c0_g1_i6
,,,,TRINITY_DN130463_c10_g2_i1
,,,,TRINITY_DN130469_c0_g1_i5
,,,,TRINITY_DN130469_c0_g2_i1
,,,,TRINITY_DN130474_c1_g1_i1
,,,,TRINITY_DN130476_c8_g1_i1
,,,,TRINITY_DN130477_c1_g1_i3
,,,,TRINITY_DN130482_c3_g2_i2
,,,,TRINITY_DN130482_c3_g5_i1
,,,,TRINITY_DN130483_c5_g2_i1
,,,,TRINITY_DN130485_c3_g1_i1
,,,,TRINITY_DN130494_c0_g1_i2
,,,,TRINITY_DN130503_c4_g1_i2
,,,,TRINITY_DN130507_c6_g1_i2
,,,,TRINITY_DN130511_c0_g1_i1
,,,,TRINITY_DN130512_c4_g3_i2
,,,,TRINITY_DN130516_c1_g1_i3
,,,,TRINITY_DN130516_c2_g2_i1
,,,,TRINITY_DN130518_c4_g1_i4
,,,,TRINITY_DN130525_c2_g7_i1
,,,,TRINITY_DN130527_c3_g1_i1
,,,,TRINITY_DN130527_c7_g1_i1
,,,,TRINITY_DN130527_c8_g2_i1
,,,,TRINITY_DN130530_c0_g1_i5
,,,,TRINITY_DN130534_c5_g1_i2
,,,,TRINITY_DN130536_c1_g3_i4
,,,,TRINITY_DN130540_c3_g1_i1
,,,,TRINITY_DN130540_c3_g3_i3
,,,,TRINITY_DN130541_c6_g1_i1
,,,,TRINITY_DN130552_c0_g1_i7
,,,,TRINITY_DN130554_c9_g4_i2
,,,,TRINITY_DN130556_c5_g1_i1
,,,,TRINITY_DN130557_c0_g1_i6
,,,,TRINITY_DN130558_c5_g1_i8
,,,,TRINITY_DN130560_c5_g1_i2
,,,,TRINITY_DN130560_c6_g3_i3
,,,,TRINITY_DN130561_c0_g1_i1
,,,,TRINITY_DN130561_c8_g1_i1
,,,,TRINITY_DN130564_c1_g1_i3
,,,,TRINITY_DN130566_c5_g3_i2
,,,,TRINITY_DN130566_c5_g4_i1
,,,,TRINITY_DN130569_c5_g3_i3
,,,,TRINITY_DN130570_c3_g1_i1
,,,,TRINITY_DN130570_c5_g2_i1
,,,,TRINITY_DN130577_c3_g1_i1
,,,,TRINITY_DN130582_c3_g1_i6
,,,,TRINITY_DN130584_c0_g1_i2
,,,,TRINITY_DN130584_c0_g2_i7
,,,,TRINITY_DN130584_c0_g3_i4
,,,,TRINITY_DN130585_c0_g1_i1
,,,,TRINITY_DN130586_c5_g1_i1
,,,,TRINITY_DN130588_c1_g1_i6
,,,,TRINITY_DN130591_c0_g4_i2
,,,,TRINITY_DN130593_c3_g2_i2
,,,,TRINITY_DN130594_c3_g2_i1
,,,,TRINITY_DN130595_c3_g2_i2
,,,,TRINITY_DN130596_c3_g1_i1
,,,,TRINITY_DN130596_c6_g3_i2
,,,,TRINITY_DN130598_c2_g1_i1
,,,,TRINITY_DN130603_c3_g1_i1
,,,,TRINITY_DN130614_c6_g1_i1
,,,,TRINITY_DN130616_c0_g1_i2
,,,,TRINITY_DN130623_c5_g2_i1
,,,,TRINITY_DN130623_c6_g1_i1
,,,,TRINITY_DN130628_c6_g2_i2
,,,,TRINITY_DN130630_c5_g3_i1
,,,,TRINITY_DN130630_c6_g2_i1
,,,,TRINITY_DN130631_c7_g3_i2
,,,,TRINITY_DN130635_c3_g1_i1
,,,,TRINITY_DN130640_c0_g1_i4
,,,,TRINITY_DN130640_c0_g2_i3
,,,,TRINITY_DN130640_c1_g1_i1
,,,,TRINITY_DN130640_c2_g1_i1
,,,,TRINITY_DN130641_c8_g1_i3
,,,,TRINITY_DN130642_c9_g2_i1
,,,,TRINITY_DN130646_c1_g3_i1
,,,,TRINITY_DN130648_c0_g2_i1
,,,,TRINITY_DN130649_c13_g1_i2
,,,,TRINITY_DN130650_c7_g3_i2
,,,,TRINITY_DN130650_c8_g1_i1
,,,,TRINITY_DN130651_c2_g2_i7
,,,,TRINITY_DN130653_c5_g1_i1
,,,,TRINITY_DN130655_c4_g2_i1
,,,,TRINITY_DN130657_c3_g1_i9
,,,,TRINITY_DN130659_c3_g2_i4
,,,,TRINITY_DN130661_c1_g1_i4
,,,,TRINITY_DN130665_c2_g2_i1
,,,,TRINITY_DN130665_c2_g3_i1
,,,,TRINITY_DN130666_c8_g2_i3
,,,,TRINITY_DN130669_c5_g1_i1
,,,,TRINITY_DN130669_c5_g2_i1
,,,,TRINITY_DN130671_c2_g1_i1
,,,,TRINITY_DN130672_c1_g3_i1
,,,,TRINITY_DN130674_c13_g2_i1
,,,,TRINITY_DN130678_c0_g1_i1
,,,,TRINITY_DN130682_c0_g1_i3
,,,,TRINITY_DN130685_c3_g3_i1
,,,,TRINITY_DN130687_c8_g3_i2
,,,,TRINITY_DN130689_c7_g3_i3
,,,,TRINITY_DN130691_c1_g1_i1
,,,,TRINITY_DN130692_c0_g1_i1
,,,,TRINITY_DN130694_c0_g5_i1
,,,,TRINITY_DN130696_c3_g1_i4
,,,,TRINITY_DN130702_c5_g1_i1
,,,,TRINITY_DN130702_c7_g1_i2
,,,,TRINITY_DN130702_c8_g2_i2
,,,,TRINITY_DN130702_c9_g1_i3
,,,,TRINITY_DN130705_c1_g1_i2
,,,,TRINITY_DN130706_c0_g2_i1
,,,,TRINITY_DN130707_c7_g1_i1
,,,,TRINITY_DN130708_c3_g1_i1
,,,,TRINITY_DN130710_c6_g1_i1
,,,,TRINITY_DN130711_c1_g1_i1
,,,,TRINITY_DN130712_c0_g1_i2
,,,,TRINITY_DN130713_c6_g4_i1
,,,,TRINITY_DN130713_c6_g5_i1
,,,,TRINITY_DN130717_c2_g2_i4
,,,,TRINITY_DN130719_c3_g2_i5
,,,,TRINITY_DN130720_c4_g1_i2
,,,,TRINITY_DN130720_c5_g1_i1
,,,,TRINITY_DN130724_c1_g3_i2
,,,,TRINITY_DN130727_c2_g2_i2
,,,,TRINITY_DN130735_c0_g1_i1
,,,,TRINITY_DN130737_c0_g1_i1
,,,,TRINITY_DN130739_c8_g1_i2
,,,,TRINITY_DN130741_c0_g2_i4
,,,,TRINITY_DN130743_c2_g1_i1
,,,,TRINITY_DN130744_c3_g1_i2
,,,,TRINITY_DN130748_c5_g5_i4
,,,,TRINITY_DN130750_c2_g1_i1
,,,,TRINITY_DN130750_c2_g2_i2
,,,,TRINITY_DN130754_c5_g2_i1
,,,,TRINITY_DN130754_c6_g1_i3
,,,,TRINITY_DN130756_c1_g1_i1
,,,,TRINITY_DN130757_c4_g4_i3
,,,,TRINITY_DN130758_c8_g2_i2
,,,,TRINITY_DN130759_c2_g1_i1
,,,,TRINITY_DN130759_c3_g4_i1
,,,,TRINITY_DN130762_c2_g1_i1
,,,,TRINITY_DN130764_c0_g1_i4
,,,,TRINITY_DN130766_c8_g2_i2
,,,,TRINITY_DN130768_c2_g6_i5
,,,,TRINITY_DN130771_c8_g2_i1
,,,,TRINITY_DN130772_c0_g1_i1
,,,,TRINITY_DN130776_c1_g1_i3
,,,,TRINITY_DN130776_c2_g1_i3
,,,,TRINITY_DN130780_c0_g1_i2
,,,,TRINITY_DN130782_c1_g1_i1
,,,,TRINITY_DN130782_c1_g5_i2
,,,,TRINITY_DN130784_c5_g1_i1
,,,,TRINITY_DN130787_c0_g1_i3
,,,,TRINITY_DN130788_c3_g1_i8
,,,,TRINITY_DN130789_c0_g1_i5
,,,,TRINITY_DN130793_c5_g1_i1
,,,,TRINITY_DN130794_c4_g1_i1
,,,,TRINITY_DN130795_c7_g3_i1
,,,,TRINITY_DN130795_c8_g1_i4
,,,,TRINITY_DN130797_c0_g1_i1
,,,,TRINITY_DN130797_c1_g1_i2
,,,,TRINITY_DN130799_c1_g1_i1
,,,,TRINITY_DN130800_c0_g1_i3
,,,,TRINITY_DN130801_c3_g1_i7
,,,,TRINITY_DN130804_c4_g1_i11
,,,,TRINITY_DN130805_c4_g1_i9
,,,,TRINITY_DN130807_c4_g5_i1
,,,,TRINITY_DN130808_c3_g1_i1
,,,,TRINITY_DN130812_c0_g2_i2
,,,,TRINITY_DN130813_c4_g1_i1
,,,,TRINITY_DN130813_c6_g1_i1
,,,,TRINITY_DN130816_c5_g1_i3
,,,,TRINITY_DN130817_c0_g1_i11
,,,,TRINITY_DN130819_c1_g1_i1
,,,,TRINITY_DN130823_c4_g1_i1
,,,,TRINITY_DN130824_c2_g1_i1
,,,,TRINITY_DN130827_c3_g1_i2
,,,,TRINITY_DN130828_c2_g1_i2
,,,,TRINITY_DN130828_c3_g1_i1
,,,,TRINITY_DN130829_c0_g1_i21
,,,,TRINITY_DN130830_c5_g1_i2
,,,,TRINITY_DN130830_c6_g1_i6
,,,,TRINITY_DN130834_c0_g1_i1
,,,,TRINITY_DN130837_c0_g2_i2
,,,,TRINITY_DN130838_c0_g2_i6
,,,,TRINITY_DN130841_c0_g2_i9
,,,,TRINITY_DN130842_c0_g1_i4
,,,,TRINITY_DN130843_c1_g1_i1
,,,,TRINITY_DN130847_c2_g1_i1
,,,,TRINITY_DN130848_c1_g1_i1
,,,,TRINITY_DN130848_c3_g1_i3
,,,,TRINITY_DN130849_c2_g1_i1
,,,,TRINITY_DN130850_c1_g3_i3
,,,,TRINITY_DN130851_c0_g1_i1
,,,,TRINITY_DN130852_c4_g1_i2
,,,,TRINITY_DN130852_c5_g1_i1
,,,,TRINITY_DN130855_c0_g3_i1
,,,,TRINITY_DN130856_c0_g1_i3
,,,,TRINITY_DN130859_c3_g2_i2
,,,,TRINITY_DN130859_c4_g1_i4
,,,,TRINITY_DN130865_c1_g1_i1
,,,,TRINITY_DN130865_c6_g1_i5
,,,,TRINITY_DN130865_c6_g2_i4
,,,,TRINITY_DN130867_c8_g1_i1
,,,,TRINITY_DN130867_c8_g2_i1
,,,,TRINITY_DN130868_c4_g2_i1
,,,,TRINITY_DN130871_c3_g1_i2
,,,,TRINITY_DN130872_c0_g1_i1
,,,,TRINITY_DN130875_c5_g1_i2
,,,,TRINITY_DN130878_c0_g2_i2
,,,,TRINITY_DN130879_c0_g1_i3
,,,,TRINITY_DN130880_c7_g1_i2
,,,,TRINITY_DN130881_c4_g1_i1
,,,,TRINITY_DN130881_c6_g1_i2
,,,,TRINITY_DN130882_c0_g4_i1
,,,,TRINITY_DN130887_c3_g4_i2
,,,,TRINITY_DN130888_c10_g1_i1
,,,,TRINITY_DN130890_c3_g1_i1
,,,,TRINITY_DN130894_c1_g1_i2
,,,,TRINITY_DN130896_c2_g2_i7
,,,,TRINITY_DN130900_c3_g2_i2
,,,,TRINITY_DN130903_c3_g1_i4
,,,,TRINITY_DN130906_c4_g3_i2
,,,,TRINITY_DN130907_c6_g1_i2
,,,,TRINITY_DN130910_c5_g1_i2
,,,,TRINITY_DN130914_c5_g1_i1
,,,,TRINITY_DN130914_c7_g2_i2
,,,,TRINITY_DN130918_c4_g1_i1
,,,,TRINITY_DN130923_c0_g1_i5
,,,,TRINITY_DN130926_c4_g1_i1
,,,,TRINITY_DN130928_c5_g1_i2
,,,,TRINITY_DN130936_c0_g1_i2
,,,,TRINITY_DN130938_c0_g1_i2
,,,,TRINITY_DN130947_c0_g1_i1
,,,,TRINITY_DN130950_c3_g1_i4
,,,,TRINITY_DN130950_c4_g2_i5
,,,,TRINITY_DN130951_c5_g1_i1
,,,,TRINITY_DN130952_c1_g1_i1
,,,,TRINITY_DN130953_c3_g1_i5
,,,,TRINITY_DN130954_c3_g1_i1
,,,,TRINITY_DN130958_c3_g1_i1
,,,,TRINITY_DN130959_c2_g1_i3
,,,,TRINITY_DN130964_c3_g1_i5
,,,,TRINITY_DN130964_c3_g2_i4
,,,,TRINITY_DN130965_c0_g1_i2
,,,,TRINITY_DN130966_c1_g1_i7
,,,,TRINITY_DN130970_c3_g3_i3
,,,,TRINITY_DN130973_c0_g1_i3
,,,,TRINITY_DN130974_c2_g1_i10
,,,,TRINITY_DN130976_c7_g1_i4
,,,,TRINITY_DN130976_c7_g3_i1
,,,,TRINITY_DN130977_c3_g1_i1
,,,,TRINITY_DN130978_c0_g1_i4
,,,,TRINITY_DN130979_c0_g1_i2
,,,,TRINITY_DN130981_c6_g1_i1
,,,,TRINITY_DN130981_c6_g3_i3
,,,,TRINITY_DN130982_c0_g1_i1
,,,,TRINITY_DN130983_c0_g1_i1
,,,,TRINITY_DN130983_c2_g2_i3
,,,,TRINITY_DN130990_c3_g3_i1
,,,,TRINITY_DN130990_c4_g2_i1
,,,,TRINITY_DN130992_c0_g2_i2
,,,,TRINITY_DN130999_c1_g2_i4
,,,,TRINITY_DN131001_c5_g3_i4
,,,,TRINITY_DN131002_c1_g3_i3
,,,,TRINITY_DN131004_c2_g1_i1
,,,,TRINITY_DN131005_c2_g1_i2
,,,,TRINITY_DN131008_c4_g1_i4
,,,,TRINITY_DN131009_c3_g1_i1
,,,,TRINITY_DN131010_c4_g2_i1
,,,,TRINITY_DN131013_c0_g1_i7
,,,,TRINITY_DN131015_c0_g1_i10
,,,,TRINITY_DN131016_c2_g1_i1
,,,,TRINITY_DN131018_c2_g1_i2
,,,,TRINITY_DN131020_c3_g2_i1
,,,,TRINITY_DN131021_c3_g4_i2
,,,,TRINITY_DN131021_c3_g5_i1
,,,,TRINITY_DN131023_c6_g1_i1
,,,,TRINITY_DN131023_c7_g1_i2
,,,,TRINITY_DN131024_c0_g2_i3
,,,,TRINITY_DN131025_c0_g1_i1
,,,,TRINITY_DN131025_c2_g1_i1
,,,,TRINITY_DN131027_c1_g1_i1
,,,,TRINITY_DN131029_c2_g2_i1
,,,,TRINITY_DN131030_c11_g1_i2
,,,,TRINITY_DN131031_c1_g3_i1
,,,,TRINITY_DN131032_c6_g4_i1
,,,,TRINITY_DN131038_c8_g1_i1
,,,,TRINITY_DN131038_c8_g5_i1
,,,,TRINITY_DN131039_c10_g1_i2
,,,,TRINITY_DN131041_c0_g1_i5
,,,,TRINITY_DN131044_c5_g1_i3
,,,,TRINITY_DN131045_c1_g1_i7
,,,,TRINITY_DN131047_c1_g3_i3
,,,,TRINITY_DN131047_c1_g4_i1
,,,,TRINITY_DN131049_c2_g2_i1
,,,,TRINITY_DN131050_c2_g2_i7
,,,,TRINITY_DN131051_c17_g1_i4
,,,,TRINITY_DN131053_c3_g3_i3
,,,,TRINITY_DN131056_c4_g1_i1
,,,,TRINITY_DN131060_c0_g1_i1
,,,,TRINITY_DN131063_c2_g2_i4
,,,,TRINITY_DN131066_c0_g1_i2
,,,,TRINITY_DN131071_c1_g1_i4
,,,,TRINITY_DN131071_c2_g1_i5
,,,,TRINITY_DN131076_c1_g1_i1
,,,,TRINITY_DN131076_c2_g1_i2
,,,,TRINITY_DN131076_c2_g2_i2
,,,,TRINITY_DN131077_c0_g1_i1
,,,,TRINITY_DN131078_c7_g1_i1
,,,,TRINITY_DN131078_c8_g3_i1
,,,,TRINITY_DN131079_c3_g3_i1
,,,,TRINITY_DN131080_c2_g1_i1
,,,,TRINITY_DN131080_c5_g1_i1
,,,,TRINITY_DN131081_c11_g1_i2
,,,,TRINITY_DN131083_c0_g1_i2
,,,,TRINITY_DN131083_c0_g2_i1
,,,,TRINITY_DN131093_c0_g1_i1
,,,,TRINITY_DN131094_c0_g1_i5
,,,,TRINITY_DN131095_c3_g2_i1
,,,,TRINITY_DN131097_c3_g2_i1
,,,,TRINITY_DN131098_c9_g1_i4
,,,,TRINITY_DN131103_c12_g1_i2
,,,,TRINITY_DN131107_c3_g1_i2
,,,,TRINITY_DN131108_c11_g1_i1
,,,,TRINITY_DN131110_c7_g6_i1
,,,,TRINITY_DN131113_c0_g1_i7
,,,,TRINITY_DN131114_c0_g2_i5
,,,,TRINITY_DN131115_c7_g2_i1
,,,,TRINITY_DN131120_c1_g2_i1
,,,,TRINITY_DN131121_c3_g3_i7
,,,,TRINITY_DN131124_c14_g1_i1
,,,,TRINITY_DN131127_c1_g2_i1
,,,,TRINITY_DN131135_c0_g1_i1
,,,,TRINITY_DN131136_c0_g1_i1
,,,,TRINITY_DN131139_c5_g1_i6
,,,,TRINITY_DN131139_c5_g4_i3
,,,,TRINITY_DN131145_c3_g2_i4
,,,,TRINITY_DN131145_c3_g3_i1
,,,,TRINITY_DN131148_c1_g1_i2
,,,,TRINITY_DN131149_c2_g2_i10
,,,,TRINITY_DN131151_c1_g2_i1
,,,,TRINITY_DN131151_c1_g3_i5
,,,,TRINITY_DN131152_c7_g1_i1
,,,,TRINITY_DN131155_c0_g2_i2
,,,,TRINITY_DN131160_c1_g3_i1
,,,,TRINITY_DN131168_c1_g1_i1
,,,,TRINITY_DN131169_c1_g1_i5
,,,,TRINITY_DN131171_c3_g4_i3
,,,,TRINITY_DN131171_c3_g5_i2
,,,,TRINITY_DN131172_c6_g1_i3
,,,,TRINITY_DN131175_c1_g2_i1
,,,,TRINITY_DN131177_c3_g1_i10
,,,,TRINITY_DN131178_c2_g1_i1
,,,,TRINITY_DN131180_c3_g8_i1
,,,,TRINITY_DN131185_c0_g1_i4
,,,,TRINITY_DN131188_c2_g1_i2
,,,,TRINITY_DN131191_c0_g1_i1
,,,,TRINITY_DN131193_c1_g1_i1
,,,,TRINITY_DN131195_c0_g2_i1
,,,,TRINITY_DN131198_c10_g1_i1
,,,,TRINITY_DN131199_c1_g1_i2
,,,,TRINITY_DN131205_c3_g1_i1
,,,,TRINITY_DN131206_c0_g1_i2
,,,,TRINITY_DN131208_c2_g2_i1
,,,,TRINITY_DN131209_c1_g3_i1
,,,,TRINITY_DN131210_c8_g1_i2
,,,,TRINITY_DN131210_c8_g4_i1
,,,,TRINITY_DN131213_c1_g1_i3
,,,,TRINITY_DN131219_c4_g1_i1
,,,,TRINITY_DN131219_c4_g2_i3
,,,,TRINITY_DN131222_c8_g1_i1
,,,,TRINITY_DN131223_c1_g1_i1
,,,,TRINITY_DN131224_c3_g4_i1
,,,,TRINITY_DN131225_c2_g1_i3
,,,,TRINITY_DN131225_c2_g2_i2
,,,,TRINITY_DN131227_c7_g1_i4
,,,,TRINITY_DN131228_c1_g2_i2
,,,,TRINITY_DN131228_c3_g1_i4
,,,,TRINITY_DN131229_c1_g1_i1
,,,,TRINITY_DN131229_c3_g1_i3
,,,,TRINITY_DN131232_c1_g1_i1
,,,,TRINITY_DN131233_c1_g1_i3
,,,,TRINITY_DN131235_c1_g3_i6
,,,,TRINITY_DN131238_c1_g1_i1
,,,,TRINITY_DN131239_c0_g2_i4
,,,,TRINITY_DN131241_c0_g1_i11
,,,,TRINITY_DN131242_c0_g1_i4
,,,,TRINITY_DN131242_c0_g2_i1
,,,,TRINITY_DN131243_c9_g2_i1
,,,,TRINITY_DN131248_c0_g1_i2
,,,,TRINITY_DN131253_c4_g1_i1
,,,,TRINITY_DN131263_c4_g2_i2
,,,,TRINITY_DN131264_c2_g2_i4
,,,,TRINITY_DN131272_c4_g1_i3
,,,,TRINITY_DN131272_c6_g1_i1
,,,,TRINITY_DN131274_c9_g3_i2
,,,,TRINITY_DN131281_c2_g1_i1
,,,,TRINITY_DN131282_c5_g2_i4
,,,,TRINITY_DN131284_c6_g1_i3
,,,,TRINITY_DN131285_c0_g1_i3
,,,,TRINITY_DN131287_c5_g6_i1
,,,,TRINITY_DN131288_c2_g1_i5
,,,,TRINITY_DN131290_c0_g2_i3
,,,,TRINITY_DN131295_c4_g4_i5
,,,,TRINITY_DN131297_c5_g2_i1
,,,,TRINITY_DN131298_c3_g1_i13
,,,,TRINITY_DN131300_c9_g3_i2
,,,,TRINITY_DN131303_c0_g1_i2
,,,,TRINITY_DN131304_c7_g1_i1
,,,,TRINITY_DN131305_c8_g1_i2
,,,,TRINITY_DN131306_c2_g1_i2
,,,,TRINITY_DN131307_c4_g1_i1
,,,,TRINITY_DN131308_c1_g1_i11
,,,,TRINITY_DN131311_c0_g1_i1
,,,,TRINITY_DN131315_c4_g2_i4
,,,,TRINITY_DN131324_c1_g1_i1
,,,,TRINITY_DN131325_c2_g1_i1
,,,,TRINITY_DN131326_c1_g1_i1
,,,,TRINITY_DN131326_c2_g1_i1
,,,,TRINITY_DN131326_c3_g2_i5
,,,,TRINITY_DN131331_c3_g2_i2
,,,,TRINITY_DN131333_c1_g2_i2
,,,,TRINITY_DN131334_c0_g2_i12
,,,,TRINITY_DN131338_c2_g3_i1
,,,,TRINITY_DN131339_c2_g2_i3
,,,,TRINITY_DN131341_c2_g1_i2
,,,,TRINITY_DN131341_c3_g1_i2
,,,,TRINITY_DN131345_c2_g1_i1
,,,,TRINITY_DN131347_c0_g1_i1
,,,,TRINITY_DN131349_c3_g2_i3
,,,,TRINITY_DN131350_c0_g3_i1
,,,,TRINITY_DN131353_c3_g2_i1
,,,,TRINITY_DN131355_c1_g2_i10
,,,,TRINITY_DN131356_c0_g1_i7
,,,,TRINITY_DN131360_c2_g3_i8
,,,,TRINITY_DN131361_c0_g1_i1
,,,,TRINITY_DN131361_c1_g1_i4
,,,,TRINITY_DN131361_c1_g2_i1
,,,,TRINITY_DN131365_c3_g2_i4
,,,,TRINITY_DN131366_c1_g1_i1
,,,,TRINITY_DN131371_c7_g1_i1
,,,,TRINITY_DN131380_c3_g1_i1
,,,,TRINITY_DN131381_c4_g1_i1
,,,,TRINITY_DN131383_c3_g1_i5
,,,,TRINITY_DN131383_c3_g4_i1
,,,,TRINITY_DN131384_c0_g2_i5
,,,,TRINITY_DN131388_c4_g2_i2
,,,,TRINITY_DN131390_c7_g1_i3
,,,,TRINITY_DN131391_c1_g1_i2
,,,,TRINITY_DN131392_c9_g3_i2
,,,,TRINITY_DN131399_c4_g3_i1
,,,,TRINITY_DN131400_c0_g2_i4
,,,,TRINITY_DN131400_c0_g5_i1
,,,,TRINITY_DN131403_c0_g1_i4
,,,,TRINITY_DN131403_c1_g1_i1
,,,,TRINITY_DN131405_c5_g5_i1
,,,,TRINITY_DN131407_c6_g1_i3
,,,,TRINITY_DN131410_c6_g1_i1
,,,,TRINITY_DN131417_c0_g1_i3
,,,,TRINITY_DN131421_c3_g2_i2
,,,,TRINITY_DN131422_c1_g1_i4
,,,,TRINITY_DN131423_c6_g3_i1
,,,,TRINITY_DN131424_c2_g1_i1
,,,,TRINITY_DN131424_c3_g2_i2
,,,,TRINITY_DN131425_c1_g1_i3
,,,,TRINITY_DN131428_c4_g1_i1
,,,,TRINITY_DN131429_c0_g1_i3
,,,,TRINITY_DN131431_c0_g1_i1
,,,,TRINITY_DN131432_c1_g1_i1
,,,,TRINITY_DN131433_c3_g3_i1
,,,,TRINITY_DN131438_c8_g4_i1
,,,,TRINITY_DN131439_c4_g4_i2
,,,,TRINITY_DN131442_c5_g6_i1
,,,,TRINITY_DN131444_c3_g1_i1
,,,,TRINITY_DN131445_c0_g3_i2
,,,,TRINITY_DN131448_c3_g2_i1
,,,,TRINITY_DN131454_c2_g8_i1
,,,,TRINITY_DN131457_c5_g1_i2
,,,,TRINITY_DN131458_c8_g2_i2
,,,,TRINITY_DN131459_c1_g2_i3
,,,,TRINITY_DN131459_c2_g1_i6
,,,,TRINITY_DN131460_c0_g1_i3
,,,,TRINITY_DN131460_c0_g3_i1
,,,,TRINITY_DN131460_c1_g1_i1
