gid	gname	chr	start	end	logFC.XY46.XX46	abslogFC.XY46.XX46	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN126125_c0_g2_i1	ppm1b	Chr05	14775298	14775298	-1.009021569	1.009021569	female	0.314224828	Ovary_mean	0.1312	0.2072	1.5794
TRINITY_DN126126_c0_g1_i1	NA	NA	NA	NA	-0.022482267	0.022482267	unbias	0.377824795	Brain_fmean	0.0846	0.1546	1.8271
TRINITY_DN126126_c1_g1_i2	NA	NA	NA	NA	0.20099293	0.20099293	unbias	0.214405393	Brain_fmean	0.0477	0.0479	1.0044
TRINITY_DN126127_c0_g2_i3	slc46a1	Chr02	27300674	27300674	-0.692965038	0.692965038	unbias	0.420736752	Brain_mmean	0.116	0.1691	1.4572
TRINITY_DN126129_c11_g1_i2	NA	NA	NA	NA	0.706251405	0.706251405	unbias	0.410804097	G27_mmean	0.087	0.0864	0.9932
TRINITY_DN126133_c2_g1_i1	LOC100486199-like	Chr04	36675591	36675591	-1.667226004	1.667226004	female	0.516795276	Ovary_mean	0.0359	0.0353	0.9825
TRINITY_DN126135_c4_g1_i2	NA	NA	NA	NA	-0.650140793	0.650140793	unbias	0.409773728	Ovary_mean	0.0479	0.0671	1.4001
TRINITY_DN126138_c0_g2_i2	NA	NA	NA	NA	-0.22087176	0.22087176	unbias	0.35858057	Ovary_mean	0.0152	0.0205	1.3472
TRINITY_DN126142_c0_g1_i4	gcc1	Chr03	79555810	79555810	0.50215034	0.50215034	unbias	0.417097096	Brain_mmean	0.1643	0.1711	1.0416
TRINITY_DN126145_c3_g1_i2	azi2-like	Chr06	75657283	75657283	0.177619016	0.177619016	unbias	0.334580053	G23_mmean	0.0332	0.0488	1.4695
TRINITY_DN126147_c0_g3_i3	LOC100486174-like	Chr02	138188537	138188537	0.233818072	0.233818072	unbias	0.795418104	Brain_fmean	0.1386	0.119	0.8582
TRINITY_DN126149_c3_g1_i1	NA	NA	NA	NA	1.405236707	1.405236707	male	0.610379932	G43_M_mean	0.0779	0.1026	1.3172
TRINITY_DN126149_c5_g2_i2	NA	NA	NA	NA	-0.709712649	0.709712649	unbias	0.55853578	Ovary_mean	0.163	0.2997	1.8391
TRINITY_DN126151_c3_g1_i1	NA	NA	NA	NA	0.438658681	0.438658681	unbias	0.429971215	Liver_fmean	0.2141	0.2678	1.2504
TRINITY_DN126158_c0_g1_i1	NA	NA	NA	NA	-3.044230749	3.044230749	female	0.662690128	Ovary_mean	0.1067	0.1869	1.751
TRINITY_DN126161_c0_g2_i4	NA	NA	NA	NA	-2.516688569	2.516688569	female	0.452362523	Ovary_mean	0.0218	0.0322	1.4786
TRINITY_DN126165_c3_g3_i1	NA	NA	NA	NA	0.283784992	0.283784992	unbias	0.310739735	Liver_mmean	0.0021	0.0029	1.3376
TRINITY_DN126171_c0_g1_i1	NA	NA	NA	NA	0.502607609	0.502607609	unbias	0.327752665	Brain_mmean	0.0488	0.087	1.7816
TRINITY_DN126173_c2_g4_i1	NA	NA	NA	NA	1.549755985	1.549755985	unbias	0.599078505	G23_mmean	0.1272	0.1535	1.2072
TRINITY_DN126177_c8_g1_i1	NA	NA	NA	NA	-5.950781291	5.950781291	female	0.851134621	Ovary_mean	0.1461	0.2635	1.8033
TRINITY_DN126178_c1_g1_i1	NA	NA	NA	NA	-3.23699691	3.23699691	female	0.566457046	Ovary_mean	0.0806	0.1539	1.9085
TRINITY_DN126181_c0_g2_i5	NA	NA	NA	NA	-0.363706364	0.363706364	unbias	0.286412178	Ovary_mean	0.0415	0.058	1.3972
TRINITY_DN126184_c0_g2_i2	NA	NA	NA	NA	0.644558112	0.644558112	unbias	0.640524124	Testis_mean	0.2001	0.3543	1.7707
TRINITY_DN126188_c5_g4_i5	NA	NA	NA	NA	0.105170984	0.105170984	unbias	0.306492004	Ovary_mean	0.0874	0.123	1.4074
TRINITY_DN126191_c0_g1_i1	LOC100488699-like	scaffold_316	48127	48127	0.744236262	0.744236262	unbias	0.673242428	G43_F_mean	0.1606	0.2061	1.2828
TRINITY_DN126192_c3_g1_i1	NA	NA	NA	NA	-1.088013884	1.088013884	female	0.352639619	Ovary_mean	0.055	0.0787	1.431
TRINITY_DN126192_c3_g2_i13	NA	NA	NA	NA	-0.387671072	0.387671072	unbias	0.294772392	Ovary_mean	0.0734	0.0852	1.1605
TRINITY_DN126198_c0_g1_i2	LOC100496630	Chr04	63474007	63474007	0.111598632	0.111598632	unbias	0.147950525	G23_fmean	0.124	0.1836	1.4811
TRINITY_DN126202_c1_g1_i2	NA	NA	NA	NA	-1.497404444	1.497404444	female	0.461762704	Brain_mmean	0.115	0.1755	1.5265
TRINITY_DN126205_c1_g5_i1	NA	NA	NA	NA	0.367233164	0.367233164	unbias	0.666904619	Brain_fmean	0.0589	0.1171	1.9884
TRINITY_DN126219_c1_g2_i1	anpep	Chr03	98677896	98677896	-0.036544077	0.036544077	unbias	0.230909421	Brain_mmean	0.0621	0.0817	1.3172
TRINITY_DN126222_c0_g1_i1	mpp7	Chr06	16060500	16060500	-1.40095821	1.40095821	female	0.556708812	Ovary_mean	0.0727	0.1013	1.3931
TRINITY_DN126225_c0_g3_i2	NA	NA	NA	NA	-1.107362905	1.107362905	female	0.57649777	Ovary_mean	0.0247	0.0392	1.59
TRINITY_DN126237_c11_g4_i1	mrpl3	Chr06	72005147	72005147	0.424865479	0.424865479	unbias	0.271213576	G31_mmean	0.1197	0.194	1.6202
TRINITY_DN126239_c1_g1_i2	NA	NA	NA	NA	-1.692456921	1.692456921	female	0.719715068	Brain_mmean	0.0306	0.042	1.3748
TRINITY_DN126240_c0_g2_i1	g2e3	Chr08	92755900	92755900	-0.344705308	0.344705308	unbias	0.514915417	G23_fmean	0.0762	0.1138	1.4929
TRINITY_DN126246_c0_g2_i1	NA	NA	NA	NA	0.836704782	0.836704782	unbias	0.464451674	Brain_fmean	0.1765	0.2131	1.2071
TRINITY_DN126251_c5_g3_i3	NA	NA	NA	NA	-0.231260722	0.231260722	unbias	0.233872993	Brain_fmean	0.0584	0.0933	1.5992
TRINITY_DN126255_c0_g2_i1	NA	NA	NA	NA	0.406297761	0.406297761	unbias	0.37228816	G43_M_mean	0.0716	0.1286	1.7966
TRINITY_DN126256_c6_g2_i1	NA	NA	NA	NA	-3.758536934	3.758536934	female	0.721899695	Ovary_mean	0.0215	0.029	1.3531
TRINITY_DN126268_c0_g1_i2	NA	NA	NA	NA	1.136551586	1.136551586	male	0.36402416	Liver_mmean	0.0809	0.1234	1.5247
TRINITY_DN126269_c0_g1_i1	NA	NA	NA	NA	-0.320988112	0.320988112	unbias	0.142198022	Brain_mmean	0.0115	0.0124	1.0747
TRINITY_DN126269_c1_g1_i1	NA	NA	NA	NA	-1.091264021	1.091264021	female	0.44393755	Brain_fmean	0.0222	0.0402	1.8112
TRINITY_DN126273_c0_g2_i4	lemd3	Chr03	48305931	48305931	0.162260971	0.162260971	unbias	0.286336907	G43_M_mean	0.079	0.1368	1.7323
TRINITY_DN126278_c3_g10_i1	NA	NA	NA	NA	-1.163037299	1.163037299	female	0.275440824	Ovary_mean	0.0093	0.0159	1.7092
TRINITY_DN126278_c3_g6_i2	NA	NA	NA	NA	-0.733819956	0.733819956	unbias	0.245800493	Brain_fmean	0.0198	0.0307	1.5503
TRINITY_DN126284_c5_g1_i3	NA	NA	NA	NA	-1.011174281	1.011174281	female	0.238473698	Ovary_mean	0.0569	0.0917	1.6123
TRINITY_DN126285_c1_g1_i1	NA	NA	NA	NA	0.473757879	0.473757879	unbias	0.444639037	Testis_mean	0.024	0.0209	0.869
TRINITY_DN126288_c0_g1_i3	NA	NA	NA	NA	0.443460319	0.443460319	unbias	0.594871065	G23_fmean	0.1948	0.369	1.8946
TRINITY_DN126290_c0_g1_i1	NA	NA	NA	NA	0.105566292	0.105566292	unbias	0.57615761	G43_M_mean	0.0926	0.1464	1.5817
TRINITY_DN126290_c1_g1_i1	NA	NA	NA	NA	-1.300532608	1.300532608	female	0.601231682	Brain_fmean	0.1186	0.228	1.9226
TRINITY_DN126291_c5_g1_i2	NA	NA	NA	NA	-0.707305086	0.707305086	unbias	0.506684631	Brain_mmean	0.0773	0.0943	1.2198
TRINITY_DN126292_c1_g2_i1	NA	NA	NA	NA	-0.084878447	0.084878447	unbias	0.577402009	Brain_mmean	0.0344	0.064	1.8621
TRINITY_DN126296_c0_g1_i4	mtg1	Chr07	38329521	38329521	-1.097645807	1.097645807	female	0.745739968	Brain_mmean	0.03	0.0425	1.4144
TRINITY_DN126300_c1_g4_i5	NA	NA	NA	NA	0.471697255	0.471697255	unbias	0.704174178	Brain_mmean	0.0828	0.1016	1.2262
TRINITY_DN126301_c0_g1_i2	NA	NA	NA	NA	-0.583201046	0.583201046	unbias	0.334821269	Ovary_mean	0.1084	0.1262	1.1637
TRINITY_DN126307_c1_g2_i2	NA	NA	NA	NA	-0.38693601	0.38693601	unbias	0.421064575	Ovary_mean	0.1372	0.2338	1.704
TRINITY_DN126308_c0_g2_i9	LOC101734377	Chr06	6753915	6753915	-0.105623926	0.105623926	unbias	0.144226479	G23_fmean	0.0517	0.0711	1.3755
TRINITY_DN126312_c0_g1_i4	NA	NA	NA	NA	-5.33132825	5.33132825	female	0.68539083	Ovary_mean	0.1612	0.3023	1.8748
TRINITY_DN126313_c0_g1_i1	NA	NA	NA	NA	0.776425239	0.776425239	unbias	0.457064907	G27_mmean	0.0635	0.1138	1.7911
TRINITY_DN126314_c2_g1_i2	NA	NA	NA	NA	-1.488246959	1.488246959	female	0.545865389	Ovary_mean	0.0584	0.0827	1.4166
TRINITY_DN126315_c5_g1_i1	NA	NA	NA	NA	-1.169526471	1.169526471	unbias	0.645807609	Brain_mmean	0.0429	0.0469	1.0914
TRINITY_DN126315_c5_g2_i2	NA	NA	NA	NA	0.773452557	0.773452557	unbias	0.460905149	Brain_mmean	0.0962	0.1408	1.4633
TRINITY_DN126318_c7_g5_i2	asb1-like	Chr09	55643018	55643018	-0.747536875	0.747536875	unbias	0.409439073	Brain_fmean	0.0341	0.047	1.3805
TRINITY_DN126318_c8_g2_i4	NA	NA	NA	NA	-1.541078786	1.541078786	female	0.460717325	Ovary_mean	0.0813	0.1343	1.6529
TRINITY_DN126321_c0_g2_i1	orc5	Chr06	105470332	105470332	-1.338412914	1.338412914	female	0.421279266	Ovary_mean	0.0659	0.1265	1.9199
TRINITY_DN126328_c0_g1_i1	NA	NA	NA	NA	-2.152713054	2.152713054	female	0.465575418	Testis_mean	0.0898	0.1532	1.7054
TRINITY_DN126330_c1_g2_i1	NA	NA	NA	NA	-1.656204973	1.656204973	female	0.359315552	Ovary_mean	0.128	0.2552	1.9938
TRINITY_DN126335_c1_g3_i3	kmt2d	Chr02	133093332	133093332	0.790041184	0.790041184	unbias	0.620100086	Brain_mmean	0.1354	0.2265	1.6721
TRINITY_DN126342_c0_g1_i1	NA	NA	NA	NA	-0.245068452	0.245068452	unbias	0.322217997	Brain_mmean	0.0365	0.0457	1.2513
TRINITY_DN126345_c2_g2_i1	sort1	Chr02	63044428	63044428	0.02775877	0.02775877	unbias	0.07671076	Brain_mmean	0.1883	0.2438	1.2949
TRINITY_DN126346_c0_g1_i1	gss	Chr10	34611770	34611770	-0.070461923	0.070461923	unbias	0.744166144	Brain_mmean	0.0495	0.0447	0.902
TRINITY_DN126346_c1_g1_i1	NA	NA	NA	NA	0.451381571	0.451381571	unbias	0.801965607	Brain_fmean	0.0448	0.0747	1.6661
TRINITY_DN126348_c0_g1_i2	Xetrov90028455m	scaffold_3842	801	801	0.924939722	0.924939722	unbias	0.743381209	Brain_mmean	0.0866	0.0758	0.8754
TRINITY_DN126349_c0_g1_i2	NA	NA	NA	NA	1.945315261	1.945315261	male	0.945672143	G46_M_mean	0.1078	0.1942	1.8015
TRINITY_DN126350_c2_g3_i4	slc39a14	Chr03	119498210	119498210	0.098866182	0.098866182	unbias	0.182219829	Brain_mmean	0.0053	0.0072	1.3548
TRINITY_DN126356_c1_g3_i1	NA	NA	NA	NA	-1.736753572	1.736753572	female	0.584699988	Brain_mmean	0.073	0.071	0.9714
TRINITY_DN126357_c1_g1_i2	dhx40	Chr02	87110132	87110132	-1.083350818	1.083350818	female	0.376177104	Ovary_mean	0.0648	0.1064	1.6433
TRINITY_DN126357_c1_g2_i4	gpr126	Chr05	53863685	53863685	-1.49808147	1.49808147	female	0.410159125	Ovary_mean	0.042	0.0468	1.1147
TRINITY_DN126358_c1_g2_i1	nuf2	Chr04	98028874	98028874	-0.469507158	0.469507158	unbias	0.284811026	Ovary_mean	0.0689	0.125	1.8142
TRINITY_DN126359_c3_g1_i4	NA	NA	NA	NA	-2.379549856	2.379549856	female	0.802116105	Ovary_mean	0.2418	0.3464	1.4326
TRINITY_DN126360_c0_g1_i1	NA	NA	NA	NA	0.048775982	0.048775982	unbias	0.747256551	Brain_mmean	0.0187	0.0366	1.9575
TRINITY_DN126361_c3_g1_i1	kcnip4-like	Chr01	22625130	22625130	-0.052476513	0.052476513	unbias	0.380945615	Brain_mmean	0.0565	0.0971	1.7192
TRINITY_DN126364_c9_g2_i2	NA	NA	NA	NA	-0.238953942	0.238953942	unbias	0.267172677	G23_fmean	0.095	0.1817	1.9127
TRINITY_DN126367_c3_g1_i1	NA	NA	NA	NA	0.500685402	0.500685402	unbias	0.387539114	Brain_mmean	0.0566	0.0693	1.2245
TRINITY_DN126377_c9_g1_i3	NA	NA	NA	NA	-1.897023504	1.897023504	female	0.783889865	Brain_fmean	0.0462	0.063	1.3644
TRINITY_DN126384_c1_g7_i2	NA	NA	NA	NA	-0.09458868	0.09458868	unbias	0.54855504	Brain_fmean	0.0284	0.0374	1.3159
TRINITY_DN126387_c1_g1_i6	NA	NA	NA	NA	0.418931633	0.418931633	unbias	0.74543823	Brain_mmean	0.1006	0.1547	1.5374
TRINITY_DN126390_c2_g1_i4	NA	NA	NA	NA	-0.295714377	0.295714377	unbias	0.156446462	Ovary_mean	0.058	0.0822	1.4165
TRINITY_DN126390_c4_g1_i2	NA	NA	NA	NA	0.264995581	0.264995581	unbias	0.20738669	Liver_mmean	0.0492	0.0705	1.4308
TRINITY_DN126394_c1_g1_i1	rars	Chr03	24349610	24349610	-2.453572156	2.453572156	female	0.553485813	Ovary_mean	0.0665	0.1085	1.631
TRINITY_DN126397_c0_g2_i1	NA	NA	NA	NA	0.109719675	0.109719675	unbias	0.435479214	Brain_fmean	0.1351	0.2388	1.7679
TRINITY_DN126402_c0_g1_i1	NA	NA	NA	NA	0.489939492	0.489939492	unbias	0.70154961	Brain_fmean	0.152	0.195	1.2827
TRINITY_DN126404_c1_g2_i1	LOC100496658	Chr06	133132724	133132724	0.705300263	0.705300263	unbias	0.637121838	G23_fmean	0.0396	0.0397	1.0024
TRINITY_DN126404_c2_g16_i1	NA	NA	NA	NA	-1.604086274	1.604086274	female	0.634128661	Ovary_mean	0.131	0.2424	1.85
TRINITY_DN126405_c0_g1_i1	NA	NA	NA	NA	-3.795162615	3.795162615	female	0.460179529	Ovary_mean	0.0156	0.0282	1.8135
TRINITY_DN126408_c2_g1_i1	NA	NA	NA	NA	0.293353423	0.293353423	unbias	0.645838434	Brain_mmean	0.0767	0.1173	1.5287
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	-6.288295565	6.288295565	female	0.605771376	Ovary_mean	0.2241	0.4171	1.8618
TRINITY_DN126414_c7_g4_i2	NA	NA	NA	NA	0.002983249	0.002983249	unbias	0.289225022	Testis_mean	0.0751	0.0977	1.3002
TRINITY_DN126421_c2_g1_i1	oxt	Chr01	6308159	6308159	-3.415872165	3.415872165	female	0.616123715	Ovary_mean	0.0457	0.0808	1.7687
TRINITY_DN126424_c0_g2_i6	NA	NA	NA	NA	1.184403474	1.184403474	male	0.585134167	Liver_fmean	0.0259	0.0419	1.6205
TRINITY_DN126425_c1_g1_i3	NA	NA	NA	NA	-3.990754261	3.990754261	female	0.680876437	Ovary_mean	0.0962	0.1554	1.6157
TRINITY_DN126427_c0_g1_i1	NA	NA	NA	NA	0.79565723	0.79565723	unbias	0.712498678	Liver_mmean	0.0653	0.1046	1.6024
TRINITY_DN126428_c0_g1_i1	NA	NA	NA	NA	0.389233855	0.389233855	unbias	0.640818939	Brain_mmean	0.0928	0.1126	1.2141
TRINITY_DN126429_c0_g1_i1	sp5l	Chr02	137812167	137812167	-2.300272378	2.300272378	female	0.527129312	Ovary_mean	0.0532	0.066	1.2421
TRINITY_DN126443_c0_g1_i1	NA	NA	NA	NA	0.271317113	0.271317113	unbias	0.458641173	Brain_fmean	0.0242	0.0437	1.8056
TRINITY_DN126447_c0_g1_i1	NA	NA	NA	NA	-3.351416542	3.351416542	female	0.600587795	Ovary_mean	0.1231	0.2104	1.7095
TRINITY_DN126450_c1_g3_i1	NA	NA	NA	NA	-0.338045199	0.338045199	unbias	0.114043846	G23_fmean	0.061	0.0679	1.112
TRINITY_DN126452_c0_g2_i3	NA	NA	NA	NA	-1.564404838	1.564404838	female	0.464050983	Ovary_mean	0.1979	0.357	1.8036
TRINITY_DN126467_c0_g1_i1	NA	NA	NA	NA	-0.291121417	0.291121417	unbias	0.141539331	G23_fmean	0.0595	0.0523	0.8787
TRINITY_DN126470_c0_g1_i1	hmx3	Chr07	11821120	11821120	-1.807872026	1.807872026	female	0.56939918	Brain_mmean	0.1032	0.148	1.4344
TRINITY_DN126476_c0_g2_i1	NA	NA	NA	NA	0.787796801	0.787796801	unbias	0.725157645	Brain_mmean	0.0439	0.0617	1.4068
TRINITY_DN126477_c4_g3_i1	NA	NA	NA	NA	0.365407061	0.365407061	unbias	0.308354807	Liver_fmean	0.1045	0.1519	1.4531
TRINITY_DN126495_c0_g1_i1	NA	NA	NA	NA	-0.410164841	0.410164841	unbias	0.746696383	Ovary_mean	0.1806	0.2549	1.4117
TRINITY_DN126499_c3_g4_i2	NA	NA	NA	NA	-2.282963614	2.282963614	female	0.475190044	Ovary_mean	0.0399	0.0485	1.2151
TRINITY_DN126500_c0_g11_i2	NA	NA	NA	NA	-0.794254007	0.794254007	unbias	0.319573771	G23_mmean	0.107	0.1655	1.5469
TRINITY_DN126501_c5_g3_i1	dscr6	Chr02	8624662	8624662	-0.760147299	0.760147299	unbias	0.274350435	Ovary_mean	0.015	0.0275	1.829
TRINITY_DN126505_c0_g1_i2	LOC101734601	Chr05	95568455	95568455	-1.056429066	1.056429066	female	0.336137984	Ovary_mean	0.0885	0.133	1.5031
TRINITY_DN126507_c0_g1_i2	NA	NA	NA	NA	-4.746469234	4.746469234	female	0.807577237	Ovary_mean	0.0435	0.0441	1.0156
TRINITY_DN126508_c0_g4_i8	NA	NA	NA	NA	-0.554585006	0.554585006	unbias	0.242370907	G23_mmean	0.0474	0.0677	1.4293
TRINITY_DN126510_c0_g1_i3	NA	NA	NA	NA	0.962274854	0.962274854	unbias	0.491075264	G43_M_mean	0.1423	0.2191	1.5395
TRINITY_DN126511_c6_g1_i2	rnf114	Chr10	27953932	27953932	-0.813971988	0.813971988	unbias	0.45024388	Brain_mmean	0.277	0.4222	1.5238
TRINITY_DN126514_c1_g1_i1	Xetrov90010199m	Chr04	4316979	4316979	-0.713701988	0.713701988	unbias	0.581158135	Ovary_mean	0.009	0.0077	0.849
TRINITY_DN126517_c0_g1_i2	NA	NA	NA	NA	0.204255197	0.204255197	unbias	0.607748407	Brain_mmean	0.0776	0.1041	1.3403
TRINITY_DN126518_c0_g2_i2	fam98b	Chr08	90495078	90495078	-0.331381957	0.331381957	unbias	0.210066899	Ovary_mean	0.0268	0.0278	1.0359
TRINITY_DN126523_c5_g1_i1	kcp	Chr03	77919456	77919456	-0.401531821	0.401531821	unbias	0.296020314	Ovary_mean	0.1711	0.3319	1.94
TRINITY_DN126526_c0_g1_i1	NA	NA	NA	NA	0.403393559	0.403393559	unbias	0.842875625	Brain_mmean	0.0483	0.0441	0.9143
TRINITY_DN126528_c1_g1_i1	NA	NA	NA	NA	-0.406765876	0.406765876	unbias	0.345081755	Ovary_mean	0.0618	0.1155	1.8687
TRINITY_DN126528_c2_g1_i3	NA	NA	NA	NA	-0.171146851	0.171146851	unbias	0.19868178	Ovary_mean	0.0103	0.0174	1.6823
TRINITY_DN126529_c0_g3_i2	fgd1-like	Chr08	8245935	8245935	-0.547888856	0.547888856	unbias	0.152059423	G23_mmean	0.0104	0.0183	1.7514
TRINITY_DN126533_c0_g1_i3	NA	NA	NA	NA	0.240720854	0.240720854	unbias	0.741256282	Brain_mmean	0.1146	0.0713	0.6223
TRINITY_DN126533_c3_g2_i1	NA	NA	NA	NA	-1.524689184	1.524689184	female	0.451926997	Ovary_mean	0.1156	0.153	1.324
TRINITY_DN126534_c2_g2_i1	NA	NA	NA	NA	-0.683370538	0.683370538	unbias	0.41571313	Ovary_mean	0.0968	0.1222	1.2623
TRINITY_DN126534_c3_g1_i1	NA	NA	NA	NA	-0.7040586	0.7040586	unbias	0.553887549	Ovary_mean	0.1322	0.2268	1.7149
TRINITY_DN126535_c1_g2_i4	NA	NA	NA	NA	-1.034308275	1.034308275	female	0.589894965	Brain_fmean	0.1722	0.1756	1.0199
TRINITY_DN126536_c5_g1_i1	NA	NA	NA	NA	-0.543197942	0.543197942	unbias	0.363435103	Ovary_mean	0.0626	0.115	1.8362
TRINITY_DN126537_c2_g1_i1	NA	NA	NA	NA	-0.560104611	0.560104611	unbias	0.834412416	G46_F_mean	0.3607	0.3775	1.0467
TRINITY_DN126538_c0_g1_i1	polr3g-like	Chr01	170827700	170827700	-0.678438721	0.678438721	unbias	0.310047205	Brain_mmean	0.0326	0.063	1.9325
TRINITY_DN126541_c4_g1_i1	NA	NA	NA	NA	-1.816105493	1.816105493	female	0.421867919	Ovary_mean	0.0504	0.0664	1.318
TRINITY_DN126542_c1_g4_i5	NA	NA	NA	NA	0.366027825	0.366027825	unbias	0.083412457	G31_mmean	0.0076	0.0131	1.707
TRINITY_DN126543_c1_g2_i4	NA	NA	NA	NA	-0.59073301	0.59073301	unbias	0.18447392	Ovary_mean	0.0133	0.0236	1.7725
TRINITY_DN126547_c4_g1_i1	NA	NA	NA	NA	1.275390643	1.275390643	unbias	0.768074974	Brain_mmean	0.1652	0.2855	1.7281
TRINITY_DN126548_c0_g1_i1	NA	NA	NA	NA	-0.284539694	0.284539694	unbias	0.166593648	Brain_fmean	0.1477	0.2404	1.6277
TRINITY_DN126550_c3_g2_i1	NA	NA	NA	NA	0.60625893	0.60625893	unbias	0.475294808	Brain_mmean	0.0617	0.0987	1.5996
TRINITY_DN126551_c0_g2_i5	NA	NA	NA	NA	-1.661338989	1.661338989	female	0.376131341	Ovary_mean	0.0186	0.0255	1.375
TRINITY_DN126553_c0_g1_i1	LOC549012	Chr08	61210495	61210495	-1.330731065	1.330731065	unbias	0.751788284	Ovary_mean	0.037	0.054	1.462
TRINITY_DN126555_c5_g4_i3	NA	NA	NA	NA	-1.700895308	1.700895308	female	0.41769491	Brain_fmean	0.0505	0.0615	1.2174
TRINITY_DN126559_c1_g4_i2	NA	NA	NA	NA	-2.632717057	2.632717057	female	0.30857522	Ovary_mean	0.0604	0.1189	1.9696
TRINITY_DN126560_c1_g3_i1	NA	NA	NA	NA	0.265177448	0.265177448	unbias	0.504212572	Brain_fmean	0.0485	0.057	1.1743
TRINITY_DN126563_c2_g1_i1	NA	NA	NA	NA	-1.474414477	1.474414477	female	0.44717222	Brain_mmean	0.1132	0.0906	0.8011
TRINITY_DN126566_c0_g1_i2	NA	NA	NA	NA	0.517675843	0.517675843	unbias	0.667815759	G46_M_mean	0.1909	0.2937	1.5386
TRINITY_DN126571_c0_g1_i2	dmrt3	Chr01	116424526	116424526	0.430357271	0.430357271	unbias	0.786106047	Brain_mmean	0.0989	0.088	0.8896
TRINITY_DN126577_c0_g1_i1	NA	NA	NA	NA	-2.621379228	2.621379228	female	0.548557113	Ovary_mean	0.0886	0.1473	1.6618
TRINITY_DN126582_c1_g1_i4	NA	NA	NA	NA	0.660194663	0.660194663	unbias	0.17868001	Liver_mmean	0.0514	0.0709	1.3775
TRINITY_DN126586_c0_g1_i1	NA	NA	NA	NA	-0.434364832	0.434364832	unbias	0.1721516	Ovary_mean	0.0283	0.0418	1.4789
TRINITY_DN126589_c3_g1_i2	NA	NA	NA	NA	-0.273643914	0.273643914	unbias	0.485359353	Ovary_mean	0.0798	0.159	1.9918
TRINITY_DN126591_c0_g5_i1	NA	NA	NA	NA	0.400008869	0.400008869	unbias	0.458890622	G46_M_mean	0.106	0.201	1.8968
TRINITY_DN126595_c0_g1_i2	NA	NA	NA	NA	-2.068582019	2.068582019	female	0.399211835	Ovary_mean	0.0423	0.0618	1.4607
TRINITY_DN126600_c0_g1_i1	ep300	Chr04	105948705	105948705	-2.212212451	2.212212451	female	0.515604286	Ovary_mean	0.0881	0.1674	1.9005
TRINITY_DN126602_c0_g1_i2	wdr88	Chr04	20964308	20964308	0.663578926	0.663578926	unbias	0.635056483	Testis_mean	0.1236	0.1474	1.1924
TRINITY_DN126605_c1_g1_i1	NA	NA	NA	NA	-1.50014809	1.50014809	female	0.649754186	Ovary_mean	0.1089	0.1935	1.7778
TRINITY_DN126608_c0_g1_i1	NA	NA	NA	NA	-0.29478719	0.29478719	unbias	0.233379097	Ovary_mean	0.0482	0.0789	1.6389
TRINITY_DN126609_c0_g1_i1	NA	NA	NA	NA	0.601764158	0.601764158	unbias	0.416621891	G43_M_mean	0.0701	0.1286	1.8354
TRINITY_DN126611_c2_g1_i1	NA	NA	NA	NA	-3.830525711	3.830525711	female	0.582567318	Ovary_mean	0.0441	0.0554	1.2561
TRINITY_DN126614_c2_g2_i1	NA	NA	NA	NA	0.23639517	0.23639517	unbias	0.104143245	G43_M_mean	0.0526	0.0782	1.4854
TRINITY_DN126615_c1_g1_i1	NA	NA	NA	NA	-2.221151071	2.221151071	female	0.607143166	Ovary_mean	0.0762	0.1362	1.7871
TRINITY_DN126616_c6_g1_i1	NA	NA	NA	NA	0.555357929	0.555357929	unbias	0.281808212	Brain_fmean	0.0797	0.1118	1.4021
TRINITY_DN126616_c6_g6_i2	NA	NA	NA	NA	-1.62289303	1.62289303	female	0.424966208	Ovary_mean	0.0256	0.0323	1.2626
TRINITY_DN126617_c0_g3_i1	NA	NA	NA	NA	0.40689006	0.40689006	unbias	0.64732211	Testis_mean	0.1018	0.1846	1.812
TRINITY_DN126619_c1_g3_i3	NA	NA	NA	NA	-1.155910949	1.155910949	female	0.461704643	Ovary_mean	0.0688	0.0837	1.2167
TRINITY_DN126620_c1_g6_i4	NA	NA	NA	NA	0.435521548	0.435521548	unbias	0.48797884	Brain_mmean	0.0522	0.0432	0.8264
TRINITY_DN126623_c2_g1_i1	rtkn	scaffold_912	244	244	-0.93035994	0.93035994	unbias	0.671214697	Brain_mmean	0.0555	0.0627	1.1303
TRINITY_DN126629_c0_g1_i1	prkci	Chr05	107726975	107726975	-1.340817519	1.340817519	female	0.306688292	Ovary_mean	0.057	0.0928	1.6283
TRINITY_DN126630_c3_g2_i2	pdia4	Chr06	82789798	82789798	-0.202637528	0.202637528	unbias	0.811046097	Brain_fmean	0.0673	0.0738	1.0965
TRINITY_DN126630_c4_g2_i1	mterf1	Chr06	23212520	23212520	-3.677597622	3.677597622	female	0.635719337	Ovary_mean	0.0651	0.1111	1.7075
TRINITY_DN126633_c0_g1_i1	NA	NA	NA	NA	0.200431376	0.200431376	unbias	0.322687292	Brain_fmean	0.0349	0.0605	1.7313
TRINITY_DN126638_c0_g1_i3	NA	NA	NA	NA	0.1039322	0.1039322	unbias	0.410884108	Testis_mean	0.0504	0.0853	1.6941
TRINITY_DN126639_c0_g1_i1	NA	NA	NA	NA	-1.441671151	1.441671151	female	0.462546537	Ovary_mean	0.0852	0.145	1.7022
