gid	gname	chr	start	end	logFC.XY46.XX46	bias	tau	tissue
TRINITY_DN128232_c3_g2_i3	NA	NA	NA	NA	-0.830290181	unbias	0.243516634	Ovary_mean
TRINITY_DN128233_c1_g1_i1	NA	NA	NA	NA	0.770283348	unbias	0.620412568	Brain_mmean
TRINITY_DN128235_c3_g6_i1	NA	NA	NA	NA	0.224487115	unbias	0.499797012	G43_M_mean
TRINITY_DN128236_c0_g1_i1	rab26	Chr09	13294193	13294193	0.267387713	unbias	0.559805917	Brain_fmean
TRINITY_DN128236_c0_g2_i1	ankzf1	Chr09	78629724	78629724	-0.200603795	unbias	0.6774855	Brain_fmean
TRINITY_DN128237_c10_g1_i1	NA	NA	NA	NA	0.544014453	unbias	0.4192422	G43_F_mean
TRINITY_DN128240_c0_g1_i1	NA	NA	NA	NA	-1.836735695	female	0.682715484	Testis_mean
TRINITY_DN128241_c5_g1_i1	NA	NA	NA	NA	-0.366453924	unbias	0.442063381	G31_mmean
TRINITY_DN128241_c6_g3_i1	NA	NA	NA	NA	0.598661253	unbias	0.511831382	Liver_mmean
TRINITY_DN128246_c0_g1_i1	NA	NA	NA	NA	-0.810077604	unbias	0.281276195	Brain_mmean
TRINITY_DN128246_c0_g3_i1	NA	NA	NA	NA	-0.631283251	unbias	0.826233478	Brain_mmean
TRINITY_DN128246_c0_g4_i2	ndst4	Chr01	60306669	60306669	-0.003160598	unbias	0.260555926	Brain_mmean
TRINITY_DN128246_c0_g5_i3	NA	NA	NA	NA	-1.272888385	female	0.211756431	G46_F_mean
TRINITY_DN128247_c4_g2_i3	NA	NA	NA	NA	-0.293735357	unbias	0.315735699	Brain_mmean
TRINITY_DN128247_c5_g9_i3	NA	NA	NA	NA	-3.170760706	female	0.493811267	Ovary_mean
TRINITY_DN128248_c0_g1_i6	NA	NA	NA	NA	-0.020274773	unbias	0.285247475	Ovary_mean
TRINITY_DN128249_c4_g2_i1	NA	NA	NA	NA	0.738543012	unbias	0.433209556	Brain_mmean
TRINITY_DN128250_c4_g2_i1	NA	NA	NA	NA	0.325544602	unbias	0.553722315	Brain_fmean
TRINITY_DN128250_c5_g2_i1	suox	Chr02	134558504	134558504	0.030614024	unbias	0.446648209	Ovary_mean
TRINITY_DN128250_c6_g2_i1	ptrhd1	scaffold_100	19318	19318	0.227654386	unbias	0.875972177	Brain_fmean
TRINITY_DN128251_c0_g3_i1	NA	NA	NA	NA	-0.897093454	unbias	0.405924019	Brain_fmean
TRINITY_DN128253_c0_g1_i4	NA	NA	NA	NA	-0.026277113	unbias	0.258225344	Testis_mean
TRINITY_DN128253_c0_g2_i1	NA	NA	NA	NA	-0.161837948	unbias	0.215305375	G43_M_mean
TRINITY_DN128254_c2_g2_i1	NA	NA	NA	NA	0.431259324	unbias	0.474731707	G23_mmean
TRINITY_DN128254_c2_g3_i1	NA	NA	NA	NA	0.430807099	unbias	0.356365043	G27_fmean
TRINITY_DN128254_c2_g5_i1	cdkl2	Chr01	70029629	70029629	1.210060105	unbias	0.479664342	Brain_mmean
TRINITY_DN128255_c4_g1_i1	NA	NA	NA	NA	0.156913943	unbias	0.672174324	Brain_mmean
TRINITY_DN128256_c2_g1_i2	NA	NA	NA	NA	0.043721455	unbias	0.616345672	Ovary_mean
TRINITY_DN128257_c6_g2_i9	NA	NA	NA	NA	0.07822502	unbias	0.535416896	Brain_mmean
TRINITY_DN128259_c0_g1_i1	jup	Chr10	2018827	2018827	-4.02183781	female	0.758163692	Ovary_mean
TRINITY_DN128260_c1_g5_i6	gpr160	Chr05	107835197	107835197	1.316980707	male	0.290961056	G46_M_mean
TRINITY_DN128262_c0_g2_i1	NA	NA	NA	NA	0.971786943	unbias	0.895132282	Brain_fmean
TRINITY_DN128263_c0_g1_i1	LOC101734118	Chr02	159127977	159127977	0.518276874	unbias	0.167957311	G23_fmean
TRINITY_DN128264_c1_g3_i1	NA	NA	NA	NA	0.703870001	unbias	0.614646601	Brain_mmean
TRINITY_DN128264_c2_g3_i1	NA	NA	NA	NA	-1.627324217	female	0.358781369	Ovary_mean
TRINITY_DN128265_c2_g4_i1	NA	NA	NA	NA	0.306379813	unbias	0.342030993	Brain_mmean
TRINITY_DN128266_c0_g1_i2	NA	NA	NA	NA	1.127169491	unbias	0.815313233	G43_M_mean
TRINITY_DN128268_c2_g2_i1	NA	NA	NA	NA	-2.949852964	female	0.63346887	Ovary_mean
TRINITY_DN128268_c3_g4_i1	r3hdm2	Chr02	136875347	136875347	0.54362859	unbias	0.360341142	Brain_mmean
TRINITY_DN128268_c3_g7_i1	mark1-like	Chr05	6738822	6738822	0.503258117	unbias	0.261839052	G43_M_mean
TRINITY_DN128270_c2_g3_i3	chmp4b	Chr10	33189836	33189836	-0.625542746	unbias	0.375674355	Ovary_mean
TRINITY_DN128271_c1_g1_i1	Xetrov90012485m	Chr04	113014916	113014916	-0.417546152	unbias	0.30761924	Brain_mmean
TRINITY_DN128271_c1_g2_i3	NA	NA	NA	NA	0.079387754	unbias	0.267106148	Brain_mmean
TRINITY_DN128271_c1_g4_i1	grasp	Chr02	131908097	131908097	-0.028616493	unbias	0.340693807	G23_fmean
TRINITY_DN128272_c2_g1_i1	NA	NA	NA	NA	0.924321465	unbias	0.268164787	G46_M_mean
TRINITY_DN128272_c3_g2_i1	NA	NA	NA	NA	-3.974748774	female	0.930692062	Ovary_mean
TRINITY_DN128272_c3_g3_i1	mlnr	Chr02	146255509	146255509	-1.725361706	female	0.513448569	Ovary_mean
TRINITY_DN128272_c5_g1_i4	NA	NA	NA	NA	-4.823442251	female	0.736446107	Ovary_mean
TRINITY_DN128273_c0_g2_i1	NA	NA	NA	NA	1.257761593	unbias	0.394896319	Testis_mean
TRINITY_DN128273_c2_g2_i2	NA	NA	NA	NA	-0.308089555	unbias	0.319144566	Brain_mmean
TRINITY_DN128273_c2_g3_i2	NA	NA	NA	NA	0.668070909	unbias	0.426356061	Brain_fmean
TRINITY_DN128273_c2_g5_i2	NA	NA	NA	NA	-0.105759477	unbias	0.657244758	G46_F_mean
TRINITY_DN128274_c3_g1_i4	twf1	Chr03	54831483	54831483	0.10481413	unbias	0.285333077	G23_fmean
TRINITY_DN128274_c4_g1_i4	NA	NA	NA	NA	-2.311030025	female	0.549955285	Ovary_mean
TRINITY_DN128275_c0_g1_i3	NA	NA	NA	NA	-0.463178261	unbias	0.632842163	Brain_mmean
TRINITY_DN128276_c0_g1_i2	focad	Chr01	107524513	107524513	-2.444192101	female	0.570764518	Ovary_mean
TRINITY_DN128278_c4_g3_i1	NA	NA	NA	NA	0.521044395	unbias	0.304468708	Brain_fmean
TRINITY_DN128278_c4_g5_i1	NA	NA	NA	NA	0.527165764	unbias	0.375494129	Brain_fmean
TRINITY_DN128278_c6_g2_i1	NA	NA	NA	NA	0.025082572	unbias	0.576892486	G23_mmean
TRINITY_DN128278_c6_g9_i1	NA	NA	NA	NA	0.066340074	unbias	0.644124442	G43_M_mean
TRINITY_DN128279_c2_g1_i1	NA	NA	NA	NA	0.216424162	unbias	0.516793482	Brain_fmean
TRINITY_DN128281_c0_g1_i1	NA	NA	NA	NA	0.361984167	unbias	0.556755388	Liver_mmean
TRINITY_DN128282_c6_g2_i1	NA	NA	NA	NA	-3.64396096	female	0.694687126	Ovary_mean
TRINITY_DN128284_c0_g1_i3	NA	NA	NA	NA	0.349608362	unbias	0.809562171	Brain_fmean
TRINITY_DN128285_c5_g1_i1	ccdc71l	Chr03	67148367	67148367	-0.389031114	unbias	0.218894719	Brain_fmean
TRINITY_DN128285_c5_g2_i1	NA	NA	NA	NA	0.73544682	unbias	0.106592006	Brain_fmean
TRINITY_DN128285_c6_g3_i4	spint2	Chr08	56055869	56055869	-2.651003644	female	0.483520296	Ovary_mean
TRINITY_DN128286_c2_g1_i2	NA	NA	NA	NA	1.139790511	male	0.347011475	G46_M_mean
TRINITY_DN128286_c3_g1_i1	LOC100492224-like	Chr06	104782354	104782354	0.520304193	unbias	0.616376043	Brain_mmean
TRINITY_DN128286_c3_g2_i3	NA	NA	NA	NA	0.427058012	unbias	0.328775309	G27_mmean
TRINITY_DN128287_c6_g2_i1	NA	NA	NA	NA	-0.412520376	unbias	0.34255033	G31_mmean
TRINITY_DN128287_c6_g3_i1	NA	NA	NA	NA	0.43959596	unbias	0.26992357	Testis_mean
TRINITY_DN128292_c1_g1_i5	NA	NA	NA	NA	0.77513467	unbias	0.304841926	Brain_mmean
TRINITY_DN128294_c0_g1_i1	NA	NA	NA	NA	-0.871142719	unbias	0.424283527	Ovary_mean
TRINITY_DN128294_c0_g3_i2	edem1	Chr04	119733444	119733444	0.655026091	unbias	0.37292791	Brain_fmean
TRINITY_DN128297_c0_g4_i3	NA	NA	NA	NA	0.046948774	unbias	0.734467686	Brain_mmean
TRINITY_DN128298_c1_g1_i3	NA	NA	NA	NA	0.384908697	unbias	0.127587915	Brain_fmean
TRINITY_DN128298_c1_g2_i4	NA	NA	NA	NA	-0.019694968	unbias	0.278925061	G43_F_mean
TRINITY_DN128300_c2_g1_i1	NA	NA	NA	NA	0.633623002	unbias	0.614204287	Brain_fmean
TRINITY_DN128302_c1_g2_i1	NA	NA	NA	NA	0.048343123	unbias	0.315152936	Brain_mmean
TRINITY_DN128303_c0_g2_i10	NA	NA	NA	NA	-0.058062095	unbias	0.767123463	Brain_fmean
TRINITY_DN128304_c0_g1_i4	NA	NA	NA	NA	-0.063694776	unbias	0.249922	G43_M_mean
TRINITY_DN128309_c0_g1_i1	NA	NA	NA	NA	0.508725229	unbias	0.282316209	G27_mmean
TRINITY_DN128311_c2_g4_i2	NA	NA	NA	NA	0.169704435	unbias	0.482076794	Brain_fmean
TRINITY_DN128312_c1_g1_i2	tbx18	Chr05	87729534	87729534	0.461129422	unbias	0.690964036	Brain_fmean
TRINITY_DN128312_c6_g1_i1	NA	NA	NA	NA	-0.46777564	unbias	0.471094066	Testis_mean
TRINITY_DN128313_c5_g2_i1	kdm6a	Chr02	69021431	69021431	1.071280101	male	0.621655909	Liver_fmean
TRINITY_DN128313_c7_g1_i2	lrrc57	Chr08	85323740	85323740	-2.755954547	female	0.804530295	Ovary_mean
TRINITY_DN128314_c1_g1_i1	NA	NA	NA	NA	-0.208571903	unbias	0.390212181	Brain_mmean
TRINITY_DN128314_c2_g1_i3	NA	NA	NA	NA	-2.318788959	female	0.467600217	Ovary_mean
TRINITY_DN128314_c5_g1_i2	LOC100490785	scaffold_51	1641469	1641469	1.056770615	unbias	0.356420583	Liver_fmean
TRINITY_DN128314_c6_g2_i1	NA	NA	NA	NA	0.655245658	unbias	0.612776881	Brain_mmean
TRINITY_DN128315_c3_g3_i1	NA	NA	NA	NA	0.64418913	unbias	0.607463511	Brain_fmean
TRINITY_DN128315_c3_g4_i2	psma3	Chr08	83320300	83320300	0.741866615	unbias	0.351539263	G46_M_mean
TRINITY_DN128315_c3_g5_i1	NA	NA	NA	NA	0.142162755	unbias	0.52599069	Brain_mmean
TRINITY_DN128316_c0_g1_i1	NA	NA	NA	NA	0.533643597	unbias	0.656101485	Brain_fmean
TRINITY_DN128317_c0_g1_i1	NA	NA	NA	NA	-0.082076648	unbias	0.528147282	Testis_mean
TRINITY_DN128320_c1_g2_i2	NA	NA	NA	NA	-1.151390766	female	0.300601293	Ovary_mean
TRINITY_DN128321_c6_g1_i2	NA	NA	NA	NA	-0.033535097	unbias	0.313697639	Brain_fmean
TRINITY_DN128321_c7_g3_i5	NA	NA	NA	NA	0.057877969	unbias	0.314236163	G43_F_mean
TRINITY_DN128322_c0_g2_i2	NA	NA	NA	NA	1.049725639	unbias	0.486885036	Testis_mean
TRINITY_DN128322_c0_g6_i10	NA	NA	NA	NA	-1.868129239	female	0.728346557	Ovary_mean
TRINITY_DN128322_c0_g7_i1	NA	NA	NA	NA	-2.881164242	female	0.451898164	G46_F_mean
TRINITY_DN128329_c3_g2_i2	NA	NA	NA	NA	0.611064122	unbias	0.398811539	G23_mmean
TRINITY_DN128330_c0_g1_i3	NA	NA	NA	NA	0.511510005	unbias	0.373960276	Brain_mmean
TRINITY_DN128331_c0_g1_i1	NA	NA	NA	NA	0.492687644	unbias	0.205716362	G43_F_mean
TRINITY_DN128331_c2_g1_i1	NA	NA	NA	NA	-5.892493649	female	0.897843304	Ovary_mean
TRINITY_DN128331_c3_g1_i1	NA	NA	NA	NA	0.307650191	unbias	0.315433881	G23_fmean
TRINITY_DN128332_c0_g1_i2	NA	NA	NA	NA	-0.189430705	unbias	0.254309	Ovary_mean
TRINITY_DN128332_c0_g3_i2	NA	NA	NA	NA	-0.428703016	unbias	0.647839212	Ovary_mean
TRINITY_DN128334_c1_g2_i2	st6galnac3-like	Chr04	70583435	70583435	0.231777211	unbias	0.408057934	G46_M_mean
TRINITY_DN128335_c3_g2_i1	NA	NA	NA	NA	-2.190858945	female	0.765863254	Ovary_mean
TRINITY_DN128335_c6_g1_i3	NA	NA	NA	NA	0.321385695	unbias	0.216668496	Brain_fmean
TRINITY_DN128336_c3_g3_i2	NA	NA	NA	NA	0.021144409	unbias	0.228914334	G23_fmean
TRINITY_DN128336_c3_g4_i2	NA	NA	NA	NA	0.307497796	unbias	0.275752894	Brain_mmean
TRINITY_DN128339_c0_g1_i4	NA	NA	NA	NA	0.386042635	unbias	0.541564225	Brain_mmean
TRINITY_DN128342_c0_g1_i2	NA	NA	NA	NA	0.70191689	unbias	0.488687722	Brain_mmean
TRINITY_DN128343_c0_g1_i2	NA	NA	NA	NA	-0.850799567	unbias	0.459409637	Ovary_mean
TRINITY_DN128343_c1_g1_i1	NA	NA	NA	NA	-0.055110278	unbias	0.343496312	Brain_mmean
TRINITY_DN128343_c2_g2_i2	irf9	Chr01	127143348	127143348	0.363808547	unbias	0.559680866	Brain_mmean
TRINITY_DN128343_c2_g3_i1	bcl6	Chr05	100716062	100716062	0.105717492	unbias	0.458528456	Brain_fmean
TRINITY_DN128344_c4_g1_i1	ccbe1	Chr01	187998240	187998240	0.090666902	unbias	0.21134161	Brain_fmean
TRINITY_DN128344_c4_g2_i1	NA	NA	NA	NA	-0.377921292	unbias	0.218630702	Ovary_mean
TRINITY_DN128346_c0_g1_i2	NA	NA	NA	NA	-1.678731497	female	0.73520723	G27_mmean
TRINITY_DN128348_c7_g1_i1	mib1	Chr06	93532924	93532924	-1.84805531	female	0.439152671	Ovary_mean
TRINITY_DN128351_c2_g1_i3	NA	NA	NA	NA	0.860315284	unbias	0.601628746	Liver_mmean
TRINITY_DN128352_c2_g1_i1	NA	NA	NA	NA	0.88516647	unbias	0.451797685	Liver_fmean
TRINITY_DN128353_c0_g4_i3	NA	NA	NA	NA	1.423389707	male	0.381235055	G46_M_mean
TRINITY_DN128353_c0_g5_i2	rnmtl1	Chr02	92666816	92666816	0.824154591	unbias	0.495609322	G43_M_mean
TRINITY_DN128356_c6_g1_i1	NA	NA	NA	NA	-2.552091319	female	0.723891433	Brain_mmean
TRINITY_DN128356_c8_g1_i2	NA	NA	NA	NA	-0.083918441	unbias	0.146003795	G46_F_mean
TRINITY_DN128358_c2_g2_i8	NA	NA	NA	NA	-3.151160207	female	0.489647655	G46_F_mean
TRINITY_DN128360_c2_g2_i1	mbd5	Chr09	72009959	72009959	0.352366641	unbias	0.32556455	G43_F_mean
TRINITY_DN128360_c2_g3_i1	NA	NA	NA	NA	0.505101775	unbias	0.339377605	Brain_mmean
TRINITY_DN128360_c3_g3_i1	NA	NA	NA	NA	-0.583664424	unbias	0.508526995	Ovary_mean
TRINITY_DN128362_c0_g3_i3	NA	NA	NA	NA	-1.67450897	female	0.453589374	Ovary_mean
TRINITY_DN128362_c1_g1_i1	NA	NA	NA	NA	0.141932069	unbias	0.2084254	G43_F_mean
TRINITY_DN128362_c1_g4_i2	NA	NA	NA	NA	0.329083996	unbias	0.383747564	Brain_fmean
TRINITY_DN128363_c3_g1_i1	NA	NA	NA	NA	-0.277601422	unbias	0.284780723	Brain_fmean
TRINITY_DN128363_c4_g1_i1	NA	NA	NA	NA	0.762773716	unbias	0.500898393	Brain_fmean
TRINITY_DN128364_c0_g1_i7	NA	NA	NA	NA	0.356803373	unbias	0.709685925	Testis_mean
TRINITY_DN128365_c1_g1_i2	NA	NA	NA	NA	0.484533278	unbias	0.654095114	G23_mmean
TRINITY_DN128365_c2_g2_i1	NA	NA	NA	NA	0.97008482	unbias	0.402191767	Ovary_mean
TRINITY_DN128365_c2_g8_i1	NA	NA	NA	NA	0.64423565	unbias	0.23230971	G46_M_mean
TRINITY_DN128366_c0_g1_i1	NA	NA	NA	NA	0.565590295	unbias	0.148946309	Brain_mmean
TRINITY_DN128367_c0_g1_i1	c19orf66	Chr03	126350905	126350905	-0.373933628	unbias	0.181326503	Testis_mean
TRINITY_DN128367_c1_g4_i3	NA	NA	NA	NA	-0.526839029	unbias	0.595601988	Brain_mmean
TRINITY_DN128368_c0_g1_i1	NA	NA	NA	NA	-1.023215602	female	0.335955737	Ovary_mean
TRINITY_DN128369_c5_g1_i1	Xetrov90003819m	Chr01	193559142	193559142	-1.319638931	female	0.402536543	Ovary_mean
TRINITY_DN128369_c5_g3_i3	hmgb3	Chr08	36991729	36991729	-0.307415687	unbias	0.30910327	Brain_fmean
TRINITY_DN128369_c6_g1_i1	NA	NA	NA	NA	0.400161114	unbias	0.229861209	Brain_mmean
TRINITY_DN128370_c0_g3_i2	NA	NA	NA	NA	0.421519876	unbias	0.215421215	Liver_fmean
TRINITY_DN128371_c0_g1_i3	NA	NA	NA	NA	0.62718745	unbias	0.553939229	Liver_fmean
TRINITY_DN128372_c0_g1_i2	NA	NA	NA	NA	0.053161996	unbias	0.528226278	Brain_fmean
TRINITY_DN128374_c0_g17_i2	NA	NA	NA	NA	-2.885289099	female	0.486613446	Ovary_mean
TRINITY_DN128375_c0_g1_i2	NA	NA	NA	NA	0.08819029	unbias	0.395191402	Brain_mmean
TRINITY_DN128376_c2_g5_i2	NA	NA	NA	NA	-0.054999905	unbias	0.42792311	Ovary_mean
TRINITY_DN128376_c3_g6_i2	NA	NA	NA	NA	0.230373522	unbias	0.395579539	G43_F_mean
TRINITY_DN128377_c3_g1_i3	NA	NA	NA	NA	0.295814315	unbias	0.280545423	Brain_mmean
TRINITY_DN128377_c4_g3_i1	NA	NA	NA	NA	0.470373538	unbias	0.374797284	G43_F_mean
TRINITY_DN128378_c1_g1_i4	NA	NA	NA	NA	-0.658699043	unbias	0.254642032	Brain_mmean
TRINITY_DN128379_c1_g2_i1	dlg3-like.2	Chr08	23765734	23765734	0.508553862	unbias	0.469288181	Brain_fmean
TRINITY_DN128381_c1_g1_i1	prpf39.1	Chr08	71643706	71643706	-0.421829232	unbias	0.804158169	G46_F_mean
TRINITY_DN128381_c1_g2_i2	NA	NA	NA	NA	-4.700152692	female	0.746686147	G46_F_mean
TRINITY_DN128381_c1_g3_i2	trpm7	Chr03	94883286	94883286	1.190909109	male	0.780448246	G46_M_mean
TRINITY_DN128381_c1_g4_i1	NA	NA	NA	NA	1.187098227	unbias	0.41879147	Brain_mmean
TRINITY_DN128381_c2_g3_i3	accs	Chr04	3277600	3277600	0.397474692	unbias	0.784784152	G46_M_mean
TRINITY_DN128382_c1_g1_i5	NA	NA	NA	NA	0.907408277	unbias	0.32479242	Brain_mmean
TRINITY_DN128383_c2_g1_i2	psmd1	Chr05	110421257	110421257	0.461372553	unbias	0.601766557	Brain_fmean
TRINITY_DN128383_c2_g6_i6	NA	NA	NA	NA	0.594810588	unbias	0.405849245	G43_M_mean
TRINITY_DN128384_c2_g1_i6	pex10	Chr07	81506337	81506337	1.016620701	unbias	0.54134829	Liver_fmean
TRINITY_DN128385_c0_g2_i8	NA	NA	NA	NA	0.429819605	unbias	0.333476131	Liver_fmean
TRINITY_DN128386_c1_g1_i1	NA	NA	NA	NA	0.551658849	unbias	0.344603495	Brain_fmean
TRINITY_DN128388_c1_g4_i2	NA	NA	NA	NA	0.337679172	unbias	0.27012218	Brain_mmean
TRINITY_DN128390_c3_g1_i1	tmem19	Chr03	50539201	50539201	-1.287637078	female	0.48653845	Ovary_mean
TRINITY_DN128390_c4_g2_i1	fam89a-like	Chr05	55443219	55443219	-0.262302948	unbias	0.540489883	Testis_mean
TRINITY_DN128390_c5_g1_i1	NA	NA	NA	NA	-0.079754465	unbias	0.37893979	Testis_mean
TRINITY_DN128391_c0_g1_i1	scg5	Chr08	90370597	90370597	-1.395609209	unbias	0.717123924	Brain_mmean
TRINITY_DN128391_c2_g4_i2	NA	NA	NA	NA	-0.155985335	unbias	0.355819966	G23_fmean
TRINITY_DN128393_c1_g1_i1	NA	NA	NA	NA	0.178713218	unbias	0.365565494	Brain_mmean
TRINITY_DN128394_c4_g1_i3	NA	NA	NA	NA	1.54831682	unbias	0.528921355	Brain_fmean
TRINITY_DN128395_c1_g2_i2	pax8	Chr03	108467162	108467162	-0.070648215	unbias	0.49358851	Ovary_mean
TRINITY_DN128395_c2_g2_i1	NA	NA	NA	NA	-0.851518981	unbias	0.621796314	Brain_mmean
TRINITY_DN128396_c6_g2_i1	NA	NA	NA	NA	0.010839143	unbias	0.464745059	Brain_fmean
TRINITY_DN128396_c8_g4_i1	lgals9c	Chr02	101393331	101393331	0.969769474	unbias	0.269839812	G31_mmean
TRINITY_DN128397_c1_g1_i1	NA	NA	NA	NA	-0.337324538	unbias	0.264205114	Ovary_mean
TRINITY_DN128397_c3_g2_i2	NA	NA	NA	NA	-1.160114178	female	0.386290515	Ovary_mean
TRINITY_DN128397_c3_g5_i1	polr2c	Chr04	28252170	28252170	0.451080176	unbias	0.810332857	Brain_fmean
TRINITY_DN128398_c0_g1_i1	NA	NA	NA	NA	-1.78536626	female	0.593426703	Testis_mean
TRINITY_DN128399_c2_g3_i2	NA	NA	NA	NA	0.511538029	unbias	0.470957426	Brain_fmean
TRINITY_DN128401_c4_g2_i1	NA	NA	NA	NA	-0.497327965	unbias	0.582871111	G31_fmean
TRINITY_DN128401_c4_g3_i1	NA	NA	NA	NA	0.163836677	unbias	0.328008773	G43_M_mean
TRINITY_DN128401_c6_g2_i1	NA	NA	NA	NA	-0.028248457	unbias	0.290604747	G23_fmean
TRINITY_DN128402_c0_g1_i2	NA	NA	NA	NA	-12.67847167	female	0.878714543	Ovary_mean
TRINITY_DN128405_c2_g2_i1	NA	NA	NA	NA	0.979972577	unbias	0.519684003	Liver_mmean
TRINITY_DN128405_c2_g3_i3	NA	NA	NA	NA	-0.617121112	unbias	0.356381828	Ovary_mean
TRINITY_DN128406_c2_g1_i1	NA	NA	NA	NA	0.659056094	unbias	0.235310486	Liver_fmean
TRINITY_DN128406_c3_g1_i2	slc2a6	scaffold_285	97235	97235	0.139106131	unbias	0.144617871	G43_F_mean
TRINITY_DN128408_c3_g3_i1	NA	NA	NA	NA	0.382589615	unbias	0.316685497	G43_M_mean
TRINITY_DN128408_c3_g7_i3	NA	NA	NA	NA	-2.329064393	female	0.432322895	Ovary_mean
TRINITY_DN128409_c3_g1_i1	mvk	Chr01	138381320	138381320	0.021521775	unbias	0.623496033	G46_F_mean
TRINITY_DN128410_c1_g1_i1	NA	NA	NA	NA	0.367423333	unbias	0.358012755	Brain_mmean
TRINITY_DN128411_c2_g1_i1	NA	NA	NA	NA	0.467505182	unbias	0.749838175	Brain_mmean
TRINITY_DN128411_c2_g2_i4	NA	NA	NA	NA	0.168549285	unbias	0.335168279	Brain_mmean
TRINITY_DN128411_c2_g3_i4	NA	NA	NA	NA	0.844791106	unbias	0.380862876	Brain_mmean
TRINITY_DN128412_c3_g1_i2	NA	NA	NA	NA	-0.185704973	unbias	0.483923461	G23_mmean
TRINITY_DN128413_c0_g2_i1	NA	NA	NA	NA	0.89800932	unbias	0.686776979	Brain_fmean
TRINITY_DN128414_c0_g1_i5	NA	NA	NA	NA	1.045837243	unbias	0.514185633	Liver_fmean
TRINITY_DN128415_c0_g4_i3	LOC100487773	Chr02	37561839	37561839	0.764328646	unbias	0.538124293	Liver_mmean
TRINITY_DN128415_c1_g3_i2	NA	NA	NA	NA	-0.872745146	unbias	0.511143638	Ovary_mean
TRINITY_DN128417_c4_g4_i2	NA	NA	NA	NA	-3.11970625	female	0.617992552	Ovary_mean
TRINITY_DN128419_c0_g2_i2	NA	NA	NA	NA	-1.790330344	female	0.398097352	Ovary_mean
TRINITY_DN128420_c0_g2_i1	NA	NA	NA	NA	0.258420607	unbias	0.310232808	Testis_mean
TRINITY_DN128420_c4_g1_i1	pan3	Chr02	152017701	152017701	-0.192173092	unbias	0.356612278	Brain_fmean
TRINITY_DN128421_c1_g1_i1	NA	NA	NA	NA	-0.110658951	unbias	0.449908875	Brain_fmean
TRINITY_DN128421_c2_g1_i1	smarcal1	scaffold_33	1460216	1460216	0.886129086	unbias	0.384249636	G27_mmean
TRINITY_DN128421_c4_g1_i1	gas2l1-like	Chr01	132491960	132491960	-1.027521901	female	0.460388071	Ovary_mean
TRINITY_DN128421_c4_g3_i1	NA	NA	NA	NA	0.029051925	unbias	0.38065966	Testis_mean
TRINITY_DN128422_c5_g3_i2	NA	NA	NA	NA	-1.227090355	female	0.320152112	Ovary_mean
TRINITY_DN128422_c6_g7_i4	NA	NA	NA	NA	0.889816528	unbias	0.246662931	G23_fmean
TRINITY_DN128424_c1_g1_i3	NA	NA	NA	NA	0.658642715	unbias	0.460076237	Brain_mmean
TRINITY_DN128425_c0_g1_i1	NA	NA	NA	NA	-1.530696267	female	0.340339302	Ovary_mean
TRINITY_DN128426_c3_g1_i1	NA	NA	NA	NA	0.200842648	unbias	0.51723377	G43_M_mean
TRINITY_DN128426_c3_g2_i1	NA	NA	NA	NA	0.232566568	unbias	0.812034234	G43_M_mean
TRINITY_DN128426_c3_g3_i1	NA	NA	NA	NA	0.664013354	unbias	0.324454114	G43_F_mean
TRINITY_DN128427_c0_g1_i15	NA	NA	NA	NA	0.222261079	unbias	0.52886542	Brain_fmean
TRINITY_DN128427_c0_g2_i2	NA	NA	NA	NA	-2.587128091	female	0.656500808	Ovary_mean
TRINITY_DN128428_c0_g3_i2	NA	NA	NA	NA	-1.190811399	female	0.721712916	Ovary_mean
TRINITY_DN128429_c0_g1_i1	NA	NA	NA	NA	-1.322250253	female	0.619874776	Ovary_mean
TRINITY_DN128430_c0_g1_i1	strada	Chr10	7275907	7275907	0.18737875	unbias	0.538060556	G43_M_mean
TRINITY_DN128431_c0_g1_i3	NA	NA	NA	NA	0.738953118	unbias	0.265183923	G27_fmean
TRINITY_DN128432_c1_g1_i2	NA	NA	NA	NA	-1.936636813	female	0.489274347	Ovary_mean
TRINITY_DN128433_c0_g1_i2	NA	NA	NA	NA	0.031418571	unbias	0.158766187	Liver_fmean
TRINITY_DN128434_c0_g1_i6	NA	NA	NA	NA	0.238489797	unbias	0.369205268	Brain_fmean
TRINITY_DN128434_c1_g1_i1	NA	NA	NA	NA	0.288869401	unbias	0.694149832	Brain_mmean
TRINITY_DN128434_c1_g4_i1	NA	NA	NA	NA	-0.00058216	unbias	0.499327723	Brain_mmean
TRINITY_DN128435_c1_g4_i3	NA	NA	NA	NA	-2.494016414	female	0.579964631	Ovary_mean
TRINITY_DN128435_c3_g1_i1	NA	NA	NA	NA	-0.101918874	unbias	0.301570749	Brain_mmean
TRINITY_DN128436_c4_g1_i1	myl12b	Chr06	91881117	91881117	0.385987391	unbias	0.369381897	Brain_mmean
TRINITY_DN128436_c5_g2_i1	LOC100485767-like	Chr06	5748415	5748415	0.69408189	unbias	0.501923528	Brain_mmean
TRINITY_DN128436_c5_g4_i1	NA	NA	NA	NA	0.262153447	unbias	0.299125205	G43_F_mean
TRINITY_DN128437_c4_g4_i1	Xetrov90027992m	scaffold_312	111723	111723	-3.005216332	female	0.727446991	G31_fmean
TRINITY_DN128438_c2_g1_i9	NA	NA	NA	NA	0.615074034	unbias	0.228751242	Brain_fmean
