gid	cutoff	bias	log2RPKM	sex	gname	chr	chr_all	start	end	target_id	length	eff_length
TRINITY_DN136563_c5_g1_i2	FC5	female	-3.057641324	meanmale	ca14	Chr08	Auto	111966709	111966709	TRINITY_DN136563_c5_g1_i2	1614	1397.83
TRINITY_DN123147_c0_g1_i1	FC7	female	6.493189125	meanfemale	kcnk7	Chr08	Auto	83453752	83453752	TRINITY_DN123147_c0_g1_i1	1808	1591.83
TRINITY_DN126783_c1_g5_i3	FC7	female	6.312253639	meanfemale	tbpl2	Chr08	Auto	84284839	84284839	TRINITY_DN126783_c1_g5_i3	1210	993.835
TRINITY_DN130516_c0_g2_i1	FC7	female	5.479434187	meanfemale	bmp15	Chr08	Auto	18462588	18462588	TRINITY_DN130516_c0_g2_i1	1461	1244.83
TRINITY_DN132047_c2_g1_i1	FC7	female	3.538618703	meanfemale	Xetrov90020504m	Chr08	Auto	37457718	37457718	TRINITY_DN132047_c2_g1_i1	4080	3863.83
TRINITY_DN135914_c0_g2_i1	FC7	female	6.341541517	meanfemale	LOC100493164-like	Chr08	Auto	23237801	23237801	TRINITY_DN135914_c0_g2_i1	1520	1303.83
TRINITY_DN136353_c2_g4_i1	FC7	female	5.812379851	meanfemale	rhov	Chr08	Auto	95013459	95013459	TRINITY_DN136353_c2_g4_i1	1363	1146.83
TRINITY_DN97753_c0_g1_i1	FC7	female	7.547841544	meanfemale	LOC100488859	Chr08	Auto	51618382	51618382	TRINITY_DN97753_c0_g1_i1	1998	1781.83
TRINITY_DN98334_c0_g1_i1	FC7	female	5.634179848	meanfemale	pou5f3.1	Chr08	Auto	527689	527689	TRINITY_DN98334_c0_g1_i1	1297	1080.83
TRINITY_DN123147_c0_g1_i1	FC7	female	-2.8085281	meanmale	kcnk7	Chr08	Auto	83453752	83453752	TRINITY_DN123147_c0_g1_i1	1808	1591.83
TRINITY_DN126783_c1_g5_i3	FC7	female	-1.053436955	meanmale	tbpl2	Chr08	Auto	84284839	84284839	TRINITY_DN126783_c1_g5_i3	1210	993.835
TRINITY_DN130516_c0_g2_i1	FC7	female	-13.28771238	meanmale	bmp15	Chr08	Auto	18462588	18462588	TRINITY_DN130516_c0_g2_i1	1461	1244.83
TRINITY_DN132047_c2_g1_i1	FC7	female	-5.902185655	meanmale	Xetrov90020504m	Chr08	Auto	37457718	37457718	TRINITY_DN132047_c2_g1_i1	4080	3863.83
TRINITY_DN135914_c0_g2_i1	FC7	female	-2.413041191	meanmale	LOC100493164-like	Chr08	Auto	23237801	23237801	TRINITY_DN135914_c0_g2_i1	1520	1303.83
TRINITY_DN136353_c2_g4_i1	FC7	female	-3.600340283	meanmale	rhov	Chr08	Auto	95013459	95013459	TRINITY_DN136353_c2_g4_i1	1363	1146.83
TRINITY_DN97753_c0_g1_i1	FC7	female	-5.41893514	meanmale	LOC100488859	Chr08	Auto	51618382	51618382	TRINITY_DN97753_c0_g1_i1	1998	1781.83
TRINITY_DN98334_c0_g1_i1	FC7	female	-2.448843083	meanmale	pou5f3.1	Chr08	Auto	527689	527689	TRINITY_DN98334_c0_g1_i1	1297	1080.83
TRINITY_DN101457_c0_g1_i1	FC1	female	6.832219449	meanfemale	asnsd1-like	Chr09	Auto	39386717	39386717	TRINITY_DN101457_c0_g1_i1	2485	2268.83
TRINITY_DN102162_c0_g1_i1	FC1	female	7.100396805	meanfemale	LOC100486925-like	Chr09	Auto	18751230	18751230	TRINITY_DN102162_c0_g1_i1	1105	888.835
TRINITY_DN107178_c0_g3_i1	FC1	female	5.244184987	meanfemale	pmm1	Chr09	Auto	34969314	34969314	TRINITY_DN107178_c0_g3_i1	1925	1708.83
TRINITY_DN107308_c0_g1_i1	FC1	female	4.817612684	meanfemale	LOC549067	Chr09	Auto	36972293	36972293	TRINITY_DN107308_c0_g1_i1	1441	1224.83
TRINITY_DN107645_c0_g1_i1	FC1	female	6.743820831	meanfemale	dctn5	Chr09	Auto	15532065	15532065	TRINITY_DN107645_c0_g1_i1	1060	843.835
TRINITY_DN109560_c0_g1_i1	FC1	female	5.535176395	meanfemale	tbccd1	Chr09	Auto	37444768	37444768	TRINITY_DN109560_c0_g1_i1	2310	2093.83
TRINITY_DN109922_c0_g2_i1	FC1	female	0.603423951	meanfemale	stradb	Chr09	Auto	49103370	49103370	TRINITY_DN109922_c0_g2_i1	1696	1479.83
TRINITY_DN110068_c0_g2_i4	FC1	female	4.662264594	meanfemale	LOC100494936	Chr09	Auto	33801690	33801690	TRINITY_DN110068_c0_g2_i4	2121	1904.83
TRINITY_DN110750_c1_g2_i1	FC1	female	7.263425414	meanfemale	c2orf47	Chr09	Auto	46187195	46187195	TRINITY_DN110750_c1_g2_i1	1096	879.835
TRINITY_DN111318_c0_g1_i3	FC1	female	5.590258294	meanfemale	fbxl18-like	Chr09	Auto	38500120	38500120	TRINITY_DN111318_c0_g1_i3	2523	2306.83
TRINITY_DN111590_c0_g1_i1	FC1	female	6.478246471	meanfemale	Xetrov90023677m	Chr09	Auto	30862685	30862685	TRINITY_DN111590_c0_g1_i1	1135	918.835
TRINITY_DN111898_c0_g1_i2	FC1	female	3.314114024	meanfemale	pdk1	Chr09	Auto	62104518	62104518	TRINITY_DN111898_c0_g1_i2	2618	2401.83
TRINITY_DN112953_c0_g1_i2	FC1	female	6.027170283	meanfemale	snrnp25	Chr09	Auto	36964606	36964606	TRINITY_DN112953_c0_g1_i2	1129	912.835
TRINITY_DN113912_c0_g1_i1	FC1	female	4.660644306	meanfemale	LOC100490823	Chr09	Auto	70879112	70879112	TRINITY_DN113912_c0_g1_i1	1701	1484.83
TRINITY_DN114190_c0_g1_i2	FC1	female	5.65388117	meanfemale	bfar	Chr09	Auto	31921307	31921307	TRINITY_DN114190_c0_g1_i2	2252	2035.83
TRINITY_DN114661_c0_g1_i2	FC1	female	5.636807202	meanfemale	rmi2	Chr09	Auto	31546165	31546165	TRINITY_DN114661_c0_g1_i2	1008	791.835
TRINITY_DN114945_c0_g2_i1	FC1	female	1.662296335	meanfemale	pikfyve	Chr09	Auto	40886179	40886179	TRINITY_DN114945_c0_g2_i1	8210	7993.83
TRINITY_DN116298_c0_g1_i2	FC1	female	3.89195873	meanfemale	slc25a12	Chr09	Auto	62485572	62485572	TRINITY_DN116298_c0_g1_i2	2839	2622.83
TRINITY_DN116722_c0_g1_i1	FC1	female	5.404225447	meanfemale	LOC101731869-like	Chr09	Auto	8193190	8193190	TRINITY_DN116722_c0_g1_i1	1129	912.835
TRINITY_DN116737_c1_g1_i2	FC1	female	5.199153304	meanfemale	mettl9	Chr09	Auto	19321252	19321252	TRINITY_DN116737_c1_g1_i2	3969	3752.83
TRINITY_DN118109_c0_g1_i1	FC1	female	1.494230013	meanfemale	LOC100487462	Chr09	Auto	41139405	41139405	TRINITY_DN118109_c0_g1_i1	2415	2198.83
TRINITY_DN118187_c0_g1_i1	FC1	female	1.784723827	meanfemale	pvalb	Chr09	Auto	19933787	19933787	TRINITY_DN118187_c0_g1_i1	902	685.958
TRINITY_DN118479_c0_g1_i1	FC1	female	6.806885535	meanfemale	pgp	Chr09	Auto	13536005	13536005	TRINITY_DN118479_c0_g1_i1	1767	1550.83
TRINITY_DN118957_c0_g2_i1	FC1	female	4.556712402	meanfemale	mief2	Chr09	Auto	10190807	10190807	TRINITY_DN118957_c0_g2_i1	2530	2313.83
TRINITY_DN118969_c0_g1_i1	FC1	female	3.591826314	meanfemale	tmem237	Chr09	Auto	49027410	49027410	TRINITY_DN118969_c0_g1_i1	1369	1152.83
TRINITY_DN119033_c0_g1_i2	FC1	female	7.816408141	meanfemale	eci1	Chr09	Auto	14358748	14358748	TRINITY_DN119033_c0_g1_i2	1391	1174.83
TRINITY_DN119484_c0_g1_i2	FC1	female	5.051441925	meanfemale	rogdi	Chr09	Auto	8647277	8647277	TRINITY_DN119484_c0_g1_i2	1114	897.835
TRINITY_DN119760_c0_g1_i4	FC1	female	5.585065098	meanfemale	cwc22-like	Chr09	Auto	58038630	58038630	TRINITY_DN119760_c0_g1_i4	2646	2429.83
TRINITY_DN119762_c1_g1_i1	FC1	female	4.861102908	meanfemale	daglb	Chr09	Auto	19651954	19651954	TRINITY_DN119762_c1_g1_i1	3317	3100.83
TRINITY_DN119793_c0_g1_i1	FC1	female	7.08556613	meanfemale	wdr12	Chr09	Auto	46673459	46673459	TRINITY_DN119793_c0_g1_i1	1728	1511.83
TRINITY_DN119807_c0_g1_i4	FC1	female	3.600371466	meanfemale	tank	Chr09	Auto	67350913	67350913	TRINITY_DN119807_c0_g1_i4	2654	2437.83
TRINITY_DN119857_c0_g1_i1	FC1	female	4.529555861	meanfemale	pemt	Chr09	Auto	9810661	9810661	TRINITY_DN119857_c0_g1_i1	1064	847.835
TRINITY_DN120007_c0_g1_i4	FC1	female	6.430548432	meanfemale	kiaa1715	Chr09	Auto	59802739	59802739	TRINITY_DN120007_c0_g1_i4	2236	2019.83
TRINITY_DN120616_c0_g1_i3	FC1	female	5.974756691	meanfemale	cyp20a1	Chr09	Auto	49376672	49376672	TRINITY_DN120616_c0_g1_i3	3192	2975.83
TRINITY_DN120868_c0_g1_i2	FC1	female	6.404166892	meanfemale	nup35	Chr09	Auto	56846917	56846917	TRINITY_DN120868_c0_g1_i2	2012	1795.83
TRINITY_DN121485_c0_g1_i1	FC1	female	6.273968443	meanfemale	dnajc10-like	Chr09	Auto	57023373	57023373	TRINITY_DN121485_c0_g1_i1	3159	2942.83
TRINITY_DN121944_c0_g4_i1	FC1	female	5.199465033	meanfemale	baiap2l1	Chr09	Auto	20190435	20190435	TRINITY_DN121944_c0_g4_i1	1847	1630.83
TRINITY_DN122218_c0_g2_i1	FC1	female	7.008551432	meanfemale	alkbh5	Chr09	Auto	10268342	10268342	TRINITY_DN122218_c0_g2_i1	2098	1881.83
TRINITY_DN122949_c0_g1_i1	FC1	female	-0.788575352	meanfemale	dnah3	Chr09	Auto	18554647	18554647	TRINITY_DN122949_c0_g1_i1	8514	8297.83
TRINITY_DN123418_c0_g1_i3	FC1	female	6.567406753	meanfemale	usp22	Chr09	Auto	33185113	33185113	TRINITY_DN123418_c0_g1_i3	3383	3166.83
TRINITY_DN123489_c0_g1_i3	FC1	female	3.646789158	meanfemale	rab40c-like	Chr09	Auto	16711587	16711587	TRINITY_DN123489_c0_g1_i3	2245	2028.83
TRINITY_DN123763_c0_g1_i1	FC1	female	7.169741447	meanfemale	phospho2	Chr09	Auto	63330238	63330238	TRINITY_DN123763_c0_g1_i1	1603	1386.83
TRINITY_DN123922_c3_g3_i5	FC1	female	3.559322408	meanfemale	LOC101735154	Chr09	Auto	49505927	49505927	TRINITY_DN123922_c3_g3_i5	2864	2647.83
TRINITY_DN124083_c0_g1_i2	FC1	female	5.695099629	meanfemale	dcaf17	Chr09	Auto	62665321	62665321	TRINITY_DN124083_c0_g1_i2	1990	1773.83
TRINITY_DN124133_c1_g1_i1	FC1	female	6.502593211	meanfemale	c16orf72	Chr09	Auto	34718490	34718490	TRINITY_DN124133_c1_g1_i1	1498	1281.83
TRINITY_DN124686_c2_g1_i1	FC1	female	4.426662422	meanfemale	cnppd1	Chr09	Auto	77843920	77843920	TRINITY_DN124686_c2_g1_i1	1916	1699.83
TRINITY_DN125015_c5_g1_i1	FC1	female	4.400631293	meanfemale	hagh	Chr09	Auto	10880210	10880210	TRINITY_DN125015_c5_g1_i1	1950	1733.83
TRINITY_DN125065_c0_g1_i1	FC1	female	2.742012957	meanfemale	smcr8	Chr09	Auto	10166922	10166922	TRINITY_DN125065_c0_g1_i1	3290	3073.83
TRINITY_DN125113_c2_g1_i3	FC1	female	2.72402545	meanfemale	Xetrov90023207m	Chr09	Auto	12703424	12703424	TRINITY_DN125113_c2_g1_i3	2209	1992.83
TRINITY_DN125147_c0_g1_i3	FC1	female	4.234362759	meanfemale	c7orf26	Chr09	Auto	14391306	14391306	TRINITY_DN125147_c0_g1_i3	1887	1670.83
TRINITY_DN125251_c4_g2_i1	FC1	female	2.305131785	meanfemale	lrrc48	Chr09	Auto	9539644	9539644	TRINITY_DN125251_c4_g2_i1	1961	1744.83
TRINITY_DN125470_c0_g1_i1	FC1	female	5.798674285	meanfemale	lyrm1	Chr09	Auto	18538524	18538524	TRINITY_DN125470_c0_g1_i1	3735	3518.83
TRINITY_DN125560_c0_g1_i5	FC1	female	5.564226201	meanfemale	ube2f	Chr09	Auto	53941475	53941475	TRINITY_DN125560_c0_g1_i5	2269	2052.83
TRINITY_DN125563_c4_g2_i4	FC1	female	5.801533274	meanfemale	slc19a1	Chr09	Auto	56421975	56421975	TRINITY_DN125563_c4_g2_i4	2748	2531.83
TRINITY_DN125700_c0_g1_i1	FC1	female	8.631926401	meanfemale	dapl1	Chr09	Auto	68431758	68431758	TRINITY_DN125700_c0_g1_i1	840	623.958
TRINITY_DN125988_c0_g3_i1	FC1	female	3.448661524	meanfemale	snx8	Chr09	Auto	25193304	25193304	TRINITY_DN125988_c0_g3_i1	1214	997.835
TRINITY_DN125997_c0_g3_i2	FC1	female	4.846007415	meanfemale	txndc11	Chr09	Auto	31813859	31813859	TRINITY_DN125997_c0_g3_i2	3137	2920.83
TRINITY_DN126133_c2_g1_i1	FC1	female	5.109234582	meanfemale	ccnyl1	Chr09	Auto	41438669	41438669	TRINITY_DN126133_c2_g1_i1	2685	2468.83
TRINITY_DN126452_c0_g2_i3	FC1	female	4.625868576	meanfemale	c8orf33	Chr09	Auto	15926355	15926355	TRINITY_DN126452_c0_g2_i3	1818	1601.83
TRINITY_DN127028_c1_g1_i1	FC1	female	4.37372749	meanfemale	dcun1d3	Chr09	Auto	18524639	18524639	TRINITY_DN127028_c1_g1_i1	1592	1375.83
TRINITY_DN127273_c0_g3_i2	FC1	female	8.141156844	meanfemale	atic	Chr09	Auto	53631858	53631858	TRINITY_DN127273_c0_g3_i2	1974	1757.83
TRINITY_DN127282_c0_g1_i2	FC1	female	-0.340713078	meanfemale	umod.3	Chr09	Auto	18407352	18407352	TRINITY_DN127282_c0_g1_i2	3281	3064.83
TRINITY_DN127636_c7_g1_i1	FC1	female	6.331698731	meanfemale	atpaf2	Chr09	Auto	9532771	9532771	TRINITY_DN127636_c7_g1_i1	1388	1171.83
TRINITY_DN127707_c0_g1_i1	FC1	female	5.129424058	meanfemale	gmppa	Chr09	Auto	78259253	78259253	TRINITY_DN127707_c0_g1_i1	2203	1986.83
TRINITY_DN128161_c4_g1_i1	FC1	female	6.524864201	meanfemale	bri3	Chr09	Auto	20176869	20176869	TRINITY_DN128161_c4_g1_i1	1658	1441.83
TRINITY_DN128182_c0_g2_i4	FC1	female	3.902620744	meanfemale	eme2	Chr09	Auto	15582944	15582944	TRINITY_DN128182_c0_g2_i4	1175	958.835
TRINITY_DN128224_c1_g1_i2	FC1	female	6.502261836	meanfemale	phgdh	Chr09	Auto	6650011	6650011	TRINITY_DN128224_c1_g1_i2	1724	1507.83
TRINITY_DN128248_c0_g1_i6	FC1	female	5.178296243	meanfemale	acvr1	Chr09	Auto	68767643	68767643	TRINITY_DN128248_c0_g1_i6	3051	2834.83
TRINITY_DN128408_c3_g7_i3	FC1	female	6.527896216	meanfemale	slc39a10	Chr09	Auto	46395065	46395065	TRINITY_DN128408_c3_g7_i3	4184	3967.83
TRINITY_DN128409_c3_g1_i1	FC1	female	3.709841255	meanfemale	aox1	Chr09	Auto	46331829	46331829	TRINITY_DN128409_c3_g1_i1	5110	4893.83
TRINITY_DN128534_c0_g1_i3	FC1	female	5.13884697	meanfemale	spsb3	Chr09	Auto	15572413	15572413	TRINITY_DN128534_c0_g1_i3	2588	2371.83
TRINITY_DN128651_c7_g1_i3	FC1	female	6.596356406	meanfemale	dbr1	Chr09	Auto	50126535	50126535	TRINITY_DN128651_c7_g1_i3	2373	2156.83
TRINITY_DN128713_c3_g1_i1	FC1	female	1.617464355	meanfemale	c16orf52	Chr09	Auto	18941179	18941179	TRINITY_DN128713_c3_g1_i1	2175	1958.83
TRINITY_DN128807_c0_g1_i1	FC1	female	2.767358238	meanfemale	ccdc148-like	Chr09	Auto	68667585	68667585	TRINITY_DN128807_c0_g1_i1	2474	2257.83
TRINITY_DN128905_c8_g2_i1	FC1	female	4.896726825	meanfemale	thumpd1	Chr09	Auto	28489263	28489263	TRINITY_DN128905_c8_g2_i1	1006	789.835
TRINITY_DN129158_c2_g2_i3	FC1	female	4.654104441	meanfemale	parn	Chr09	Auto	32014809	32014809	TRINITY_DN129158_c2_g2_i3	2330	2113.83
TRINITY_DN129176_c3_g2_i1	FC1	female	2.730594527	meanfemale	gid4	Chr09	Auto	9522756	9522756	TRINITY_DN129176_c3_g2_i1	1064	847.835
TRINITY_DN129182_c0_g1_i1	FC1	female	-1.788780831	meanfemale	msln-like.1	Chr09	Auto	10595136	10595136	TRINITY_DN129182_c0_g1_i1	5731	5514.83
TRINITY_DN129379_c8_g11_i1	FC1	female	1.064106517	meanfemale	LOC100489168	Chr09	Auto	5631647	5631647	TRINITY_DN129379_c8_g11_i1	1176	959.835
TRINITY_DN130123_c0_g1_i2	FC1	female	3.367406551	meanfemale	micall2	Chr09	Auto	23776748	23776748	TRINITY_DN130123_c0_g1_i2	4891	4674.83
TRINITY_DN130277_c0_g1_i2	FC1	female	6.276779162	meanfemale	rnd3	Chr09	Auto	71427813	71427813	TRINITY_DN130277_c0_g1_i2	2303	2086.83
TRINITY_DN130280_c0_g1_i1	FC1	female	5.54057834	meanfemale	heatr2-like	Chr09	Auto	22213840	22213840	TRINITY_DN130280_c0_g1_i1	2821	2604.83
TRINITY_DN130346_c1_g1_i2	FC1	female	6.61890008	meanfemale	cpsf4	Chr09	Auto	38913642	38913642	TRINITY_DN130346_c1_g1_i2	1201	984.835
TRINITY_DN130420_c0_g3_i7	FC1	female	7.883489948	meanfemale	march7-like	Chr09	Auto	68045837	68045837	TRINITY_DN130420_c0_g3_i7	3288	3071.83
TRINITY_DN130458_c1_g2_i3	FC1	female	4.159344195	meanfemale	ssfa2	Chr09	Auto	57325703	57325703	TRINITY_DN130458_c1_g2_i3	5239	5022.83
TRINITY_DN130751_c0_g4_i5	FC1	female	6.000458559	meanfemale	armc8	Chr09	Auto	50956541	50956541	TRINITY_DN130751_c0_g4_i5	1521	1304.83
TRINITY_DN130881_c3_g4_i2	FC1	female	6.629754432	meanfemale	mmadhc	Chr09	Auto	71696330	71696330	TRINITY_DN130881_c3_g4_i2	1400	1183.83
TRINITY_DN130992_c5_g1_i2	FC1	female	3.613101465	meanfemale	ppl	Chr09	Auto	8722416	8722416	TRINITY_DN130992_c5_g1_i2	5803	5586.83
TRINITY_DN131191_c4_g2_i6	FC1	female	1.826338049	meanfemale	snx29	Chr09	Auto	28574551	28574551	TRINITY_DN131191_c4_g2_i6	2491	2274.83
TRINITY_DN131766_c11_g2_i5	FC1	female	5.686595266	meanfemale	LOC100486931	Chr09	Auto	15368137	15368137	TRINITY_DN131766_c11_g2_i5	1430	1213.83
TRINITY_DN131899_c0_g1_i1	FC1	female	6.00419178	meanfemale	ccz1b	Chr09	Auto	19791836	19791836	TRINITY_DN131899_c0_g1_i1	2373	2156.83
TRINITY_DN131953_c1_g3_i5	FC1	female	4.901913194	meanfemale	r3hdm1-like	Chr09	Auto	78760301	78760301	TRINITY_DN131953_c1_g3_i5	1245	1028.83
TRINITY_DN132667_c0_g8_i1	FC1	female	3.134381414	meanfemale	cd28	Chr09	Auto	49639613	49639613	TRINITY_DN132667_c0_g8_i1	649	433.232
TRINITY_DN133196_c0_g1_i1	FC1	female	5.302200466	meanfemale	eif2ak1	Chr09	Auto	19746487	19746487	TRINITY_DN133196_c0_g1_i1	2964	2747.83
TRINITY_DN133394_c6_g1_i2	FC1	female	5.447767381	meanfemale	lancl1	Chr09	Auto	51754814	51754814	TRINITY_DN133394_c6_g1_i2	2650	2433.83
TRINITY_DN133452_c0_g1_i1	FC1	female	3.078494471	meanfemale	abcb6	Chr09	Auto	77853885	77853885	TRINITY_DN133452_c0_g1_i1	3821	3604.83
TRINITY_DN133553_c1_g2_i1	FC1	female	2.372815979	meanfemale	ehhadh	Chr09	Auto	49804538	49804538	TRINITY_DN133553_c1_g2_i1	2613	2396.83
TRINITY_DN133591_c2_g19_i1	FC1	female	6.374202603	meanfemale	cybrd1	Chr09	Auto	62647009	62647009	TRINITY_DN133591_c2_g19_i1	1207	990.835
TRINITY_DN133650_c1_g3_i5	FC1	female	5.079558468	meanfemale	Xetrov90024299m	Chr09	Auto	63365151	63365151	TRINITY_DN133650_c1_g3_i5	2867	2650.83
TRINITY_DN133726_c0_g3_i2	FC1	female	3.870160836	meanfemale	spopl-like	Chr09	Auto	76152555	76152555	TRINITY_DN133726_c0_g3_i2	1771	1554.83
TRINITY_DN133859_c1_g1_i1	FC1	female	5.910849654	meanfemale	kat8	Chr09	Auto	1852553	1852553	TRINITY_DN133859_c1_g1_i1	3085	2868.83
TRINITY_DN133933_c5_g7_i2	FC1	female	3.258085532	meanfemale	abat	Chr09	Auto	34997534	34997534	TRINITY_DN133933_c5_g7_i2	3376	3159.83
TRINITY_DN134360_c3_g1_i1	FC1	female	5.053200139	meanfemale	fam195a	Chr09	Auto	15799820	15799820	TRINITY_DN134360_c3_g1_i1	1134	917.835
TRINITY_DN134469_c0_g2_i11	FC1	female	4.157372057	meanfemale	LOC100487982-like	Chr09	Auto	16630152	16630152	TRINITY_DN134469_c0_g2_i11	2040	1823.83
TRINITY_DN134742_c0_g5_i2	FC1	female	3.412625652	meanfemale	eri2	Chr09	Auto	18484022	18484022	TRINITY_DN134742_c0_g5_i2	2784	2567.83
TRINITY_DN134809_c0_g1_i1	FC1	female	2.997314131	meanfemale	ubr3	Chr09	Auto	63173517	63173517	TRINITY_DN134809_c0_g1_i1	6919	6702.83
TRINITY_DN134918_c2_g1_i1	FC1	female	2.664763268	meanfemale	mgat5	Chr09	Auto	79237234	79237234	TRINITY_DN134918_c2_g1_i1	2755	2538.83
TRINITY_DN134941_c5_g5_i1	FC1	female	5.089284209	meanfemale	polr3e-like	Chr09	Auto	19250589	19250589	TRINITY_DN134941_c5_g5_i1	3573	3356.83
TRINITY_DN135189_c4_g1_i1	FC1	female	8.02161228	meanfemale	nme4	Chr09	Auto	15200553	15200553	TRINITY_DN135189_c4_g1_i1	1527	1310.83
TRINITY_DN135280_c4_g2_i1	FC1	female	7.146710261	meanfemale	mlst8	Chr09	Auto	13557905	13557905	TRINITY_DN135280_c4_g2_i1	1730	1513.83
TRINITY_DN135398_c4_g1_i3	FC1	female	2.250308732	meanfemale	LOC100037843	Chr09	Auto	22311978	22311978	TRINITY_DN135398_c4_g1_i3	3694	3477.83
TRINITY_DN135463_c0_g2_i4	FC1	female	4.922062681	meanfemale	sun1	Chr09	Auto	22262772	22262772	TRINITY_DN135463_c0_g2_i4	5728	5511.83
TRINITY_DN135727_c3_g1_i1	FC1	female	4.740195194	meanfemale	hn1l	Chr09	Auto	15737579	15737579	TRINITY_DN135727_c3_g1_i1	1581	1364.83
TRINITY_DN135782_c2_g2_i3	FC1	female	5.326327447	meanfemale	pfas	Chr09	Auto	3120017	3120017	TRINITY_DN135782_c2_g2_i3	4617	4400.83
TRINITY_DN135790_c23_g1_i1	FC1	female	2.404040688	meanfemale	galnt3	Chr09	Auto	65050583	65050583	TRINITY_DN135790_c23_g1_i1	3541	3324.83
TRINITY_DN136061_c8_g1_i2	FC1	female	3.730635936	meanfemale	gls	Chr09	Auto	37291028	37291028	TRINITY_DN136061_c8_g1_i2	3045	2828.83
TRINITY_DN23309_c0_g1_i1	FC1	female	3.096245452	meanfemale	tfap4	Chr09	Auto	14575083	14575083	TRINITY_DN23309_c0_g1_i1	1084	867.835
TRINITY_DN25151_c0_g2_i1	FC1	female	1.840286611	meanfemale	nde1	Chr09	Auto	28172639	28172639	TRINITY_DN25151_c0_g2_i1	1678	1461.83
TRINITY_DN87968_c0_g2_i1	FC1	female	5.704005558	meanfemale	MGC79752	Chr09	Auto	4587732	4587732	TRINITY_DN87968_c0_g2_i1	927	710.911
TRINITY_DN101457_c0_g1_i1	FC1	female	4.864274079	meanmale	asnsd1-like	Chr09	Auto	39386717	39386717	TRINITY_DN101457_c0_g1_i1	2485	2268.83
TRINITY_DN102162_c0_g1_i1	FC1	female	5.118951955	meanmale	LOC100486925-like	Chr09	Auto	18751230	18751230	TRINITY_DN102162_c0_g1_i1	1105	888.835
TRINITY_DN107178_c0_g3_i1	FC1	female	4.135458202	meanmale	pmm1	Chr09	Auto	34969314	34969314	TRINITY_DN107178_c0_g3_i1	1925	1708.83
TRINITY_DN107308_c0_g1_i1	FC1	female	3.42900396	meanmale	LOC549067	Chr09	Auto	36972293	36972293	TRINITY_DN107308_c0_g1_i1	1441	1224.83
TRINITY_DN107645_c0_g1_i1	FC1	female	5.753568348	meanmale	dctn5	Chr09	Auto	15532065	15532065	TRINITY_DN107645_c0_g1_i1	1060	843.835
TRINITY_DN109560_c0_g1_i1	FC1	female	4.006289872	meanmale	tbccd1	Chr09	Auto	37444768	37444768	TRINITY_DN109560_c0_g1_i1	2310	2093.83
TRINITY_DN109922_c0_g2_i1	FC1	female	-1.063500672	meanmale	stradb	Chr09	Auto	49103370	49103370	TRINITY_DN109922_c0_g2_i1	1696	1479.83
TRINITY_DN110068_c0_g2_i4	FC1	female	2.394568508	meanmale	LOC100494936	Chr09	Auto	33801690	33801690	TRINITY_DN110068_c0_g2_i4	2121	1904.83
TRINITY_DN110750_c1_g2_i1	FC1	female	6.017869912	meanmale	c2orf47	Chr09	Auto	46187195	46187195	TRINITY_DN110750_c1_g2_i1	1096	879.835
TRINITY_DN111318_c0_g1_i3	FC1	female	2.795315899	meanmale	fbxl18-like	Chr09	Auto	38500120	38500120	TRINITY_DN111318_c0_g1_i3	2523	2306.83
TRINITY_DN111590_c0_g1_i1	FC1	female	5.28975987	meanmale	Xetrov90023677m	Chr09	Auto	30862685	30862685	TRINITY_DN111590_c0_g1_i1	1135	918.835
TRINITY_DN111898_c0_g1_i2	FC1	female	1.451446713	meanmale	pdk1	Chr09	Auto	62104518	62104518	TRINITY_DN111898_c0_g1_i2	2618	2401.83
TRINITY_DN112953_c0_g1_i2	FC1	female	3.238167778	meanmale	snrnp25	Chr09	Auto	36964606	36964606	TRINITY_DN112953_c0_g1_i2	1129	912.835
TRINITY_DN113912_c0_g1_i1	FC1	female	2.567302178	meanmale	LOC100490823	Chr09	Auto	70879112	70879112	TRINITY_DN113912_c0_g1_i1	1701	1484.83
TRINITY_DN114190_c0_g1_i2	FC1	female	2.826197816	meanmale	bfar	Chr09	Auto	31921307	31921307	TRINITY_DN114190_c0_g1_i2	2252	2035.83
TRINITY_DN114661_c0_g1_i2	FC1	female	3.982824727	meanmale	rmi2	Chr09	Auto	31546165	31546165	TRINITY_DN114661_c0_g1_i2	1008	791.835
TRINITY_DN114945_c0_g2_i1	FC1	female	0.153608757	meanmale	pikfyve	Chr09	Auto	40886179	40886179	TRINITY_DN114945_c0_g2_i1	8210	7993.83
TRINITY_DN116298_c0_g1_i2	FC1	female	2.566497465	meanmale	slc25a12	Chr09	Auto	62485572	62485572	TRINITY_DN116298_c0_g1_i2	2839	2622.83
TRINITY_DN116722_c0_g1_i1	FC1	female	3.995902753	meanmale	LOC101731869-like	Chr09	Auto	8193190	8193190	TRINITY_DN116722_c0_g1_i1	1129	912.835
TRINITY_DN116737_c1_g1_i2	FC1	female	3.360504307	meanmale	mettl9	Chr09	Auto	19321252	19321252	TRINITY_DN116737_c1_g1_i2	3969	3752.83
TRINITY_DN118109_c0_g1_i1	FC1	female	-1.43713284	meanmale	LOC100487462	Chr09	Auto	41139405	41139405	TRINITY_DN118109_c0_g1_i1	2415	2198.83
