gid	cutoff	bias	log2RPKM	sex	gname	chr	chr_all	start	end	target_id	length	eff_length
TRINITY_DN43685_c0_g1_i1	FC1	male	1.253261168	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN43685_c0_g1_i1	414	203.686
TRINITY_DN4550_c0_g1_i1	FC1	male	1.832352843	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN4550_c0_g1_i1	370	163.673
TRINITY_DN45916_c0_g2_i1	FC1	male	-0.569530558	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN45916_c0_g2_i1	513	298.49
TRINITY_DN47286_c0_g1_i1	FC1	male	4.292066024	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN47286_c0_g1_i1	609	393.397
TRINITY_DN5056_c0_g1_i1	FC1	male	1.363687823	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN5056_c0_g1_i1	586	370.552
TRINITY_DN51801_c0_g1_i1	FC1	male	3.730882183	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN51801_c0_g1_i1	337	135.075
TRINITY_DN52775_c0_g1_i1	FC1	male	4.717109735	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN52775_c0_g1_i1	350	146.166
TRINITY_DN54895_c0_g1_i1	FC1	male	1.2733112	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN54895_c0_g1_i1	608	392.397
TRINITY_DN54980_c0_g1_i1	FC1	male	1.706414652	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN54980_c0_g1_i1	858	641.958
TRINITY_DN60497_c0_g1_i1	FC1	male	2.251073758	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN60497_c0_g1_i1	1129	912.835
TRINITY_DN61368_c0_g1_i1	FC1	male	-0.45005675	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN61368_c0_g1_i1	610	394.384
TRINITY_DN61452_c0_g1_i1	FC1	male	0.282303336	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN61452_c0_g1_i1	763	547.057
TRINITY_DN6308_c0_g1_i1	FC1	male	0.507093925	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN6308_c0_g1_i1	2378	2161.83
TRINITY_DN65473_c0_g1_i1	FC1	male	-0.657013283	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN65473_c0_g1_i1	525	310.267
TRINITY_DN66959_c0_g1_i1	FC1	male	1.32403194	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN66959_c0_g1_i1	4363	4146.83
TRINITY_DN66959_c0_g2_i1	FC1	male	0.090155966	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN66959_c0_g2_i1	2053	1836.83
TRINITY_DN6721_c0_g2_i1	FC1	male	1.887632839	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN6721_c0_g2_i1	429	217.587
TRINITY_DN67680_c0_g3_i1	FC1	male	0.016333701	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN67680_c0_g3_i1	777	561.039
TRINITY_DN67832_c0_g1_i1	FC1	male	-0.08318023	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN67832_c0_g1_i1	740	524.093
TRINITY_DN68733_c0_g2_i1	FC1	male	-0.605376141	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN68733_c0_g2_i1	658	442.188
TRINITY_DN69632_c0_g1_i1	FC1	male	-1.747805114	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN69632_c0_g1_i1	3087	2870.83
TRINITY_DN69784_c0_g1_i1	FC1	male	1.786940917	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN69784_c0_g1_i1	1136	919.835
TRINITY_DN69916_c0_g1_i1	FC1	male	0.406800647	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN69916_c0_g1_i1	911	694.958
TRINITY_DN69978_c0_g1_i1	FC1	male	-0.33976242	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN69978_c0_g1_i1	4174	3957.83
TRINITY_DN69999_c0_g2_i1	FC1	male	-1.001344139	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN69999_c0_g2_i1	2432	2215.83
TRINITY_DN70684_c0_g1_i1	FC1	male	4.967257212	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN70684_c0_g1_i1	1904	1687.83
TRINITY_DN71270_c0_g1_i1	FC1	male	4.600613245	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN71270_c0_g1_i1	1047	830.835
TRINITY_DN71343_c0_g1_i1	FC1	male	0.662960567	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN71343_c0_g1_i1	354	149.608
TRINITY_DN72917_c0_g1_i1	FC1	male	-1.101187193	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN72917_c0_g1_i1	764	548.057
TRINITY_DN74387_c0_g1_i1	FC1	male	-0.537346793	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN74387_c0_g1_i1	824	607.999
TRINITY_DN74497_c0_g1_i1	FC1	male	-0.241384087	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN74497_c0_g1_i1	924	707.911
TRINITY_DN76213_c0_g1_i1	FC1	male	4.696511187	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN76213_c0_g1_i1	316	117.9
TRINITY_DN76258_c0_g1_i1	FC1	male	-1.265131115	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN76258_c0_g1_i1	761	545.057
TRINITY_DN76422_c0_g1_i1	FC1	male	-1.375952109	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN76422_c0_g1_i1	1400	1183.83
TRINITY_DN7679_c0_g1_i1	FC1	male	0.34584075	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN7679_c0_g1_i1	522	307.298
TRINITY_DN79165_c0_g1_i1	FC1	male	-1.185118316	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN79165_c0_g1_i1	697	481.126
TRINITY_DN79339_c0_g2_i1	FC1	male	0.553413399	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN79339_c0_g2_i1	643	427.261
TRINITY_DN79346_c0_g1_i1	FC1	male	-0.769082882	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN79346_c0_g1_i1	1969	1752.83
TRINITY_DN79738_c0_g2_i1	FC1	male	-0.571227306	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN79738_c0_g2_i1	553	337.856
TRINITY_DN79815_c0_g1_i1	FC1	male	-2.474013094	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN79815_c0_g1_i1	2733	2516.83
TRINITY_DN80023_c0_g1_i1	FC1	male	-0.64872148	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN80023_c0_g1_i1	498	283.851
TRINITY_DN80263_c0_g1_i1	FC1	male	3.623612804	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN80263_c0_g1_i1	552	336.867
TRINITY_DN80535_c0_g3_i1	FC1	male	0.853721629	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN80535_c0_g3_i1	2190	1973.83
TRINITY_DN81686_c0_g1_i1	FC1	male	-1.438153108	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN81686_c0_g1_i1	2425	2208.83
TRINITY_DN82994_c0_g1_i1	FC1	male	-0.556686592	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN82994_c0_g1_i1	506	291.668
TRINITY_DN83401_c0_g1_i1	FC1	male	0.031546691	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN83401_c0_g1_i1	525	310.267
TRINITY_DN83795_c0_g1_i3	FC1	male	3.137527444	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN83795_c0_g1_i3	598	382.514
TRINITY_DN84274_c0_g2_i1	FC1	male	0.717264908	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN84274_c0_g2_i1	981	764.886
TRINITY_DN84441_c0_g1_i1	FC1	male	-0.131928189	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN84441_c0_g1_i1	458	245.161
TRINITY_DN85854_c0_g2_i1	FC1	male	2.00041936	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN85854_c0_g2_i1	450	237.462
TRINITY_DN86216_c0_g1_i1	FC1	male	-1.039135002	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN86216_c0_g1_i1	660	444.188
TRINITY_DN88001_c0_g3_i1	FC1	male	1.611794836	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN88001_c0_g3_i1	578	362.576
TRINITY_DN88001_c0_g4_i1	FC1	male	3.941843074	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN88001_c0_g4_i1	603	387.488
TRINITY_DN89420_c0_g1_i1	FC1	male	0.592749578	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN89420_c0_g1_i1	450	237.462
TRINITY_DN89856_c0_g5_i1	FC1	male	0.97267979	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN89856_c0_g5_i1	669	453.188
TRINITY_DN89856_c0_g6_i1	FC1	male	0.823738177	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN89856_c0_g6_i1	764	548.057
TRINITY_DN9040_c0_g1_i1	FC1	male	1.929447429	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN9040_c0_g1_i1	2460	2243.83
TRINITY_DN9040_c0_g2_i1	FC1	male	5.443014882	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN9040_c0_g2_i1	2459	2242.83
TRINITY_DN90511_c0_g1_i1	FC1	male	0.236608404	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN90511_c0_g1_i1	1324	1107.83
TRINITY_DN90841_c0_g2_i1	FC1	male	2.813203979	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN90841_c0_g2_i1	801	585.019
TRINITY_DN91203_c0_g1_i1	FC1	male	4.003201958	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN91203_c0_g1_i1	530	315.184
TRINITY_DN91307_c0_g1_i1	FC1	male	-0.937316054	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN91307_c0_g1_i1	634	418.289
TRINITY_DN9134_c0_g1_i1	FC1	male	0.367005577	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN9134_c0_g1_i1	989	772.886
TRINITY_DN92260_c0_g1_i1	FC1	male	8.650610347	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN92260_c0_g1_i1	360	154.802
TRINITY_DN92706_c0_g1_i1	FC1	male	-0.408842315	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN92706_c0_g1_i1	1278	1061.83
TRINITY_DN92993_c0_g1_i1	FC1	male	0.563741492	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN92993_c0_g1_i1	776	560.039
TRINITY_DN93262_c0_g1_i1	FC1	male	1.618955283	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN93262_c0_g1_i1	398	189.058
TRINITY_DN93276_c0_g1_i1	FC1	male	-1.452687159	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN93276_c0_g1_i1	1247	1030.83
TRINITY_DN93499_c0_g1_i1	FC1	male	0.227640855	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN93499_c0_g1_i1	979	762.886
TRINITY_DN93507_c0_g1_i1	FC1	male	0.531448136	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN93507_c0_g1_i1	550	334.912
TRINITY_DN93648_c0_g1_i1	FC1	male	-0.090529057	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN93648_c0_g1_i1	421	210.173
TRINITY_DN94888_c0_g1_i1	FC1	male	0.616633807	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN94888_c0_g1_i1	877	660.958
TRINITY_DN94909_c0_g1_i1	FC1	male	0.093245571	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN94909_c0_g1_i1	499	284.841
TRINITY_DN94946_c0_g1_i2	FC1	male	5.113461039	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN94946_c0_g1_i2	684	468.158
TRINITY_DN95269_c0_g2_i1	FC1	male	6.46001196	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN95269_c0_g2_i1	756	540.093
TRINITY_DN95547_c0_g1_i1	FC1	male	1.919238108	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN95547_c0_g1_i1	408	198.193
TRINITY_DN96332_c0_g1_i1	FC1	male	1.372572378	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN96332_c0_g1_i1	534	319.12
TRINITY_DN96357_c0_g1_i1	FC1	male	2.590362283	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN96357_c0_g1_i1	347	143.643
TRINITY_DN96380_c0_g3_i1	FC1	male	-0.743861877	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN96380_c0_g3_i1	2149	1932.83
TRINITY_DN96535_c0_g1_i1	FC1	male	5.799769051	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN96535_c0_g1_i1	2025	1808.83
TRINITY_DN96746_c0_g1_i1	FC1	male	-1.014708815	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN96746_c0_g1_i1	594	378.539
TRINITY_DN97143_c0_g1_i1	FC1	male	0.4203822	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN97143_c0_g1_i1	1604	1387.83
TRINITY_DN97427_c0_g1_i1	FC1	male	-1.602303261	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN97427_c0_g1_i1	3872	3655.83
TRINITY_DN97721_c0_g1_i1	FC1	male	-0.433287327	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN97721_c0_g1_i1	729	513.093
TRINITY_DN97754_c0_g1_i2	FC1	male	5.874797241	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN97754_c0_g1_i2	1303	1086.83
TRINITY_DN97978_c0_g1_i1	FC1	male	0.001096113	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN97978_c0_g1_i1	1194	977.835
TRINITY_DN98275_c0_g1_i1	FC1	male	-0.700560925	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98275_c0_g1_i1	826	609.999
TRINITY_DN98332_c1_g1_i1	FC1	male	0.45343331	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98332_c1_g1_i1	559	343.811
TRINITY_DN98451_c0_g1_i1	FC1	male	-2.012649349	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98451_c0_g1_i1	1686	1469.83
TRINITY_DN98773_c0_g1_i1	FC1	male	-0.060112373	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98773_c0_g1_i1	635	419.289
TRINITY_DN98840_c0_g1_i1	FC1	male	1.712326294	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98840_c0_g1_i1	1248	1031.83
TRINITY_DN98966_c0_g2_i1	FC1	male	0.600073397	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN98966_c0_g2_i1	578	362.576
TRINITY_DN99157_c0_g1_i1	FC1	male	2.594197675	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN99157_c0_g1_i1	597	381.527
TRINITY_DN99558_c0_g1_i1	FC1	male	0.820053053	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN99558_c0_g1_i1	500	285.813
TRINITY_DN99593_c0_g2_i1	FC1	male	-0.70068932	meanfemale	NA	NA	NA	NA	NA	TRINITY_DN99593_c0_g2_i1	542	327.034
TRINITY_DN100115_c0_g2_i1	FC1	male	3.198121226	meanmale	NA	NA	NA	NA	NA	TRINITY_DN100115_c0_g2_i1	457	244.194
TRINITY_DN100300_c0_g1_i1	FC1	male	0.879272379	meanmale	NA	NA	NA	NA	NA	TRINITY_DN100300_c0_g1_i1	874	657.958
TRINITY_DN100998_c0_g1_i1	FC1	male	2.539171815	meanmale	NA	NA	NA	NA	NA	TRINITY_DN100998_c0_g1_i1	1279	1062.83
TRINITY_DN101477_c0_g1_i2	FC1	male	1.140891888	meanmale	NA	NA	NA	NA	NA	TRINITY_DN101477_c0_g1_i2	2567	2350.83
TRINITY_DN101897_c0_g1_i1	FC1	male	1.633639079	meanmale	NA	NA	NA	NA	NA	TRINITY_DN101897_c0_g1_i1	1028	811.835
TRINITY_DN101907_c0_g2_i1	FC1	male	1.743858984	meanmale	NA	NA	NA	NA	NA	TRINITY_DN101907_c0_g2_i1	572	356.612
TRINITY_DN101935_c0_g2_i1	FC1	male	2.476736838	meanmale	NA	NA	NA	NA	NA	TRINITY_DN101935_c0_g2_i1	340	137.618
TRINITY_DN102000_c0_g1_i1	FC1	male	5.613414146	meanmale	NA	NA	NA	NA	NA	TRINITY_DN102000_c0_g1_i1	546	330.968
TRINITY_DN102192_c0_g1_i1	FC1	male	2.190898624	meanmale	NA	NA	NA	NA	NA	TRINITY_DN102192_c0_g1_i1	548	332.946
TRINITY_DN102429_c0_g1_i2	FC1	male	2.791474352	meanmale	NA	NA	NA	NA	NA	TRINITY_DN102429_c0_g1_i2	413	202.797
TRINITY_DN102865_c0_g1_i2	FC1	male	4.537749091	meanmale	NA	NA	NA	NA	NA	TRINITY_DN102865_c0_g1_i2	1079	862.835
TRINITY_DN103267_c0_g1_i1	FC1	male	2.625852233	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103267_c0_g1_i1	553	337.856
TRINITY_DN103284_c0_g1_i2	FC1	male	1.758124111	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103284_c0_g1_i2	439	227.001
TRINITY_DN103501_c0_g1_i1	FC1	male	1.045401027	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103501_c0_g1_i1	877	660.958
TRINITY_DN103706_c0_g3_i1	FC1	male	0.504735375	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103706_c0_g3_i1	2370	2153.83
TRINITY_DN103744_c0_g1_i2	FC1	male	9.139807798	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103744_c0_g1_i2	1551	1334.83
TRINITY_DN103769_c0_g1_i1	FC1	male	6.066277849	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103769_c0_g1_i1	1610	1393.83
TRINITY_DN103795_c0_g1_i3	FC1	male	4.288547838	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103795_c0_g1_i3	647	431.246
TRINITY_DN103802_c0_g1_i1	FC1	male	1.317061596	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103802_c0_g1_i1	599	383.501
TRINITY_DN103833_c0_g1_i1	FC1	male	6.025032672	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103833_c0_g1_i1	536	321.109
TRINITY_DN103974_c0_g2_i1	FC1	male	2.284150494	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103974_c0_g2_i1	1296	1079.83
TRINITY_DN103990_c0_g1_i2	FC1	male	1.947710319	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103990_c0_g1_i2	1589	1372.83
TRINITY_DN103997_c0_g1_i1	FC1	male	2.636256816	meanmale	NA	NA	NA	NA	NA	TRINITY_DN103997_c0_g1_i1	648	432.232
TRINITY_DN104012_c0_g1_i1	FC1	male	3.918840779	meanmale	NA	NA	NA	NA	NA	TRINITY_DN104012_c0_g1_i1	382	174.411
TRINITY_DN104090_c1_g2_i1	FC1	male	5.414278354	meanmale	NA	NA	NA	NA	NA	TRINITY_DN104090_c1_g2_i1	495	280.898
TRINITY_DN104532_c0_g1_i1	FC1	male	2.232893348	meanmale	NA	NA	NA	NA	NA	TRINITY_DN104532_c0_g1_i1	461	248.079
TRINITY_DN105198_c0_g3_i1	FC1	male	1.199375852	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105198_c0_g3_i1	1088	871.835
TRINITY_DN105198_c0_g4_i1	FC1	male	1.783262331	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105198_c0_g4_i1	1281	1064.83
TRINITY_DN105320_c0_g2_i2	FC1	male	3.913095981	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105320_c0_g2_i2	1207	990.835
TRINITY_DN105324_c0_g1_i5	FC1	male	9.671104159	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105324_c0_g1_i5	577	361.576
TRINITY_DN105451_c0_g1_i1	FC1	male	2.838883765	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105451_c0_g1_i1	818	601.999
TRINITY_DN105493_c0_g2_i1	FC1	male	6.856027021	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105493_c0_g2_i1	904	687.958
TRINITY_DN105675_c0_g2_i1	FC1	male	1.478293398	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105675_c0_g2_i1	984	767.886
TRINITY_DN105698_c0_g1_i1	FC1	male	2.620884658	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105698_c0_g1_i1	748	532.093
TRINITY_DN105849_c0_g1_i1	FC1	male	3.220667858	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105849_c0_g1_i1	480	266.482
TRINITY_DN105870_c0_g1_i1	FC1	male	2.116499248	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105870_c0_g1_i1	736	520.093
TRINITY_DN105980_c0_g3_i1	FC1	male	0.911288482	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105980_c0_g3_i1	1451	1234.83
TRINITY_DN105981_c0_g1_i1	FC1	male	3.291728709	meanmale	NA	NA	NA	NA	NA	TRINITY_DN105981_c0_g1_i1	411	200.976
TRINITY_DN106179_c0_g1_i1	FC1	male	1.871126874	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106179_c0_g1_i1	2723	2506.83
TRINITY_DN106281_c0_g2_i1	FC1	male	2.197077226	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106281_c0_g2_i1	1655	1438.83
TRINITY_DN106338_c0_g1_i1	FC1	male	3.205978408	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106338_c0_g1_i1	833	616.979
TRINITY_DN106671_c0_g2_i1	FC1	male	2.773875698	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106671_c0_g2_i1	2936	2719.83
TRINITY_DN106741_c0_g1_i2	FC1	male	0.586651566	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106741_c0_g1_i2	1083	866.835
TRINITY_DN106937_c0_g1_i1	FC1	male	4.611426633	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106937_c0_g1_i1	419	208.33
TRINITY_DN106961_c0_g1_i1	FC1	male	4.758991257	meanmale	NA	NA	NA	NA	NA	TRINITY_DN106961_c0_g1_i1	692	476.142
TRINITY_DN107048_c0_g1_i1	FC1	male	3.346987335	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107048_c0_g1_i1	719	503.11
TRINITY_DN107048_c1_g1_i1	FC1	male	3.294799937	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107048_c1_g1_i1	2205	1988.83
TRINITY_DN107077_c0_g1_i2	FC1	male	2.902481319	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107077_c0_g1_i2	1699	1482.83
TRINITY_DN107257_c0_g1_i1	FC1	male	1.804320593	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107257_c0_g1_i1	720	504.11
TRINITY_DN107303_c0_g1_i1	FC1	male	3.822165792	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107303_c0_g1_i1	478	264.518
TRINITY_DN107343_c0_g1_i1	FC1	male	5.436191732	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107343_c0_g1_i1	661	445.188
TRINITY_DN107445_c0_g1_i2	FC1	male	2.468817291	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107445_c0_g1_i2	393	184.5
TRINITY_DN107707_c0_g1_i1	FC1	male	5.454068437	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107707_c0_g1_i1	1566	1349.83
TRINITY_DN107730_c0_g1_i1	FC1	male	1.392528963	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107730_c0_g1_i1	1232	1015.83
TRINITY_DN107785_c0_g1_i2	FC1	male	2.531958803	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107785_c0_g1_i2	933	716.911
TRINITY_DN107817_c0_g1_i1	FC1	male	1.495160064	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107817_c0_g1_i1	548	332.946
TRINITY_DN107843_c0_g4_i1	FC1	male	4.325546032	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107843_c0_g4_i1	2213	1996.83
TRINITY_DN107875_c0_g1_i1	FC1	male	3.156786536	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107875_c0_g1_i1	626	410.33
TRINITY_DN107978_c0_g1_i1	FC1	male	7.304272069	meanmale	NA	NA	NA	NA	NA	TRINITY_DN107978_c0_g1_i1	1078	861.835
TRINITY_DN108039_c0_g1_i2	FC1	male	6.918049461	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108039_c0_g1_i2	529	314.194
TRINITY_DN108095_c0_g1_i1	FC1	male	1.402371099	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108095_c0_g1_i1	1429	1212.83
TRINITY_DN108157_c0_g2_i1	FC1	male	-0.012856587	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108157_c0_g2_i1	2616	2399.83
TRINITY_DN108191_c0_g1_i1	FC1	male	2.731545057	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108191_c0_g1_i1	1515	1298.83
TRINITY_DN108227_c2_g1_i1	FC1	male	-0.716405043	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108227_c2_g1_i1	2861	2644.83
TRINITY_DN108382_c0_g3_i1	FC1	male	1.863876983	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108382_c0_g3_i1	712	496.11
TRINITY_DN108491_c0_g1_i1	FC1	male	2.99478946	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108491_c0_g1_i1	673	457.173
TRINITY_DN108540_c0_g1_i1	FC1	male	3.034215727	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108540_c0_g1_i1	1354	1137.83
TRINITY_DN10856_c0_g2_i1	FC1	male	2.510019288	meanmale	NA	NA	NA	NA	NA	TRINITY_DN10856_c0_g2_i1	463	250.02
TRINITY_DN108615_c0_g2_i1	FC1	male	2.357670736	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108615_c0_g2_i1	351	147.047
TRINITY_DN108618_c0_g1_i2	FC1	male	3.03350609	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108618_c0_g1_i2	1241	1024.83
TRINITY_DN108703_c0_g3_i1	FC1	male	2.88198241	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108703_c0_g3_i1	633	417.289
TRINITY_DN108709_c0_g1_i2	FC1	male	9.997263969	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108709_c0_g1_i2	969	752.886
TRINITY_DN108737_c0_g1_i6	FC1	male	6.594356388	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108737_c0_g1_i6	481	267.428
TRINITY_DN108742_c0_g1_i1	FC1	male	4.579821802	meanmale	NA	NA	NA	NA	NA	TRINITY_DN108742_c0_g1_i1	854	637.958
TRINITY_DN109025_c0_g1_i1	FC1	male	2.772759662	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109025_c0_g1_i1	415	204.61
TRINITY_DN109035_c0_g2_i1	FC1	male	3.493568715	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109035_c0_g2_i1	498	283.851
TRINITY_DN109134_c0_g1_i1	FC1	male	4.083047398	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109134_c0_g1_i1	521	306.329
TRINITY_DN109203_c0_g1_i1	FC1	male	3.420151617	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109203_c0_g1_i1	1128	911.835
TRINITY_DN109239_c0_g1_i1	FC1	male	0.89009628	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109239_c0_g1_i1	840	623.958
TRINITY_DN109245_c0_g1_i1	FC1	male	3.12025902	meanmale	NA	NA	NA	NA	NA	TRINITY_DN109245_c0_g1_i1	327	126.787
