gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN130262_c0_g1_i1	LOC100124862	Chr01	30840173	30840173	TRINITY_DN130262_c0_g1_i1	5748	5531.83
TRINITY_DN130263_c5_g1_i4	NA	NA	NA	NA	TRINITY_DN130263_c5_g1_i4	443	230.785
TRINITY_DN130263_c6_g1_i9	NA	NA	NA	NA	TRINITY_DN130263_c6_g1_i9	1875	1658.83
TRINITY_DN130268_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN130268_c0_g1_i1	688	472.142
TRINITY_DN130270_c9_g3_i4	NA	NA	NA	NA	TRINITY_DN130270_c9_g3_i4	981	764.886
TRINITY_DN130274_c2_g6_i1	NA	NA	NA	NA	TRINITY_DN130274_c2_g6_i1	1512	1295.83
TRINITY_DN130279_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN130279_c3_g1_i1	1374	1157.83
TRINITY_DN130282_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130282_c1_g2_i1	888	671.958
TRINITY_DN130292_c0_g2_i5	NA	NA	NA	NA	TRINITY_DN130292_c0_g2_i5	939	722.911
TRINITY_DN130294_c0_g2_i6	wdr66	Chr01	153461529	153461529	TRINITY_DN130294_c0_g2_i6	3992	3775.83
TRINITY_DN130295_c0_g1_i2	fam189a2	Chr01	117224702	117224702	TRINITY_DN130295_c0_g1_i2	1888	1671.83
TRINITY_DN130296_c2_g1_i3	NA	NA	NA	NA	TRINITY_DN130296_c2_g1_i3	1018	801.835
TRINITY_DN130304_c0_g1_i4	pvrl1-like.2	Chr07	86275154	86275154	TRINITY_DN130304_c0_g1_i4	3888	3671.83
TRINITY_DN130304_c0_g2_i2	Xetrov90018839m	Chr07	86219757	86219757	TRINITY_DN130304_c0_g2_i2	1226	1009.83
TRINITY_DN130307_c0_g1_i1	rpl28	Chr07	98265855	98265855	TRINITY_DN130307_c0_g1_i1	598	382.514
TRINITY_DN130312_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN130312_c0_g1_i2	384	176.206
TRINITY_DN130315_c2_g13_i1	ggt7	Chr10	32622386	32622386	TRINITY_DN130315_c2_g13_i1	2453	2236.83
TRINITY_DN130316_c7_g1_i1	NA	NA	NA	NA	TRINITY_DN130316_c7_g1_i1	510	295.559
TRINITY_DN130321_c2_g2_i4	LOC100490743	Chr01	135139370	135139370	TRINITY_DN130321_c2_g2_i4	5691	5474.83
TRINITY_DN130323_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN130323_c2_g1_i2	4165	3948.83
TRINITY_DN130323_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN130323_c3_g1_i1	6467	6250.83
TRINITY_DN130326_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN130326_c1_g3_i1	1003	786.835
TRINITY_DN130326_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN130326_c2_g2_i1	1043	826.835
TRINITY_DN130327_c2_g4_i1	NA	NA	NA	NA	TRINITY_DN130327_c2_g4_i1	387	178.961
TRINITY_DN130331_c1_g1_i2	lrrc24	scaffold_6775	642	642	TRINITY_DN130331_c1_g1_i2	2627	2410.83
TRINITY_DN130341_c0_g1_i3	LOC100492932-like	Chr03	97541926	97541926	TRINITY_DN130341_c0_g1_i3	2548	2331.83
TRINITY_DN130342_c0_g2_i11	NA	NA	NA	NA	TRINITY_DN130342_c0_g2_i11	414	203.686
TRINITY_DN130351_c0_g1_i2	nfe2l1	Chr10	4731799	4731799	TRINITY_DN130351_c0_g1_i2	3457	3240.83
TRINITY_DN130354_c0_g1_i2	gas2l1-like	Chr01	132491960	132491960	TRINITY_DN130354_c0_g1_i2	3336	3119.83
TRINITY_DN130355_c6_g1_i2	NA	NA	NA	NA	TRINITY_DN130355_c6_g1_i2	659	443.188
TRINITY_DN130356_c0_g1_i3	cel-like.1	Chr08	7200652	7200652	TRINITY_DN130356_c0_g1_i3	1730	1513.83
TRINITY_DN130366_c0_g1_i14	NA	NA	NA	NA	TRINITY_DN130366_c0_g1_i14	380	172.621
TRINITY_DN130374_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN130374_c0_g2_i3	3565	3348.83
TRINITY_DN130375_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN130375_c0_g3_i1	1255	1038.83
TRINITY_DN130382_c0_g1_i1	Xetrov90026986m	scaffold_199	135342	135342	TRINITY_DN130382_c0_g1_i1	3372	3155.83
TRINITY_DN130383_c2_g2_i1	vps26b	Chr07	49564133	49564133	TRINITY_DN130383_c2_g2_i1	1336	1119.83
TRINITY_DN130385_c1_g1_i2	nr1h2	Chr07	109805858	109805858	TRINITY_DN130385_c1_g1_i2	2181	1964.83
TRINITY_DN130386_c0_g1_i2	iqca1	Chr09	54795655	54795655	TRINITY_DN130386_c0_g1_i2	2855	2638.83
TRINITY_DN130391_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN130391_c4_g1_i1	2371	2154.83
TRINITY_DN130397_c3_g1_i3	NA	NA	NA	NA	TRINITY_DN130397_c3_g1_i3	833	616.979
TRINITY_DN130401_c2_g1_i6	inppl1	scaffold_174	15247	15247	TRINITY_DN130401_c2_g1_i6	4010	3793.83
TRINITY_DN130411_c5_g1_i2	hivep2	Chr05	68017227	68017227	TRINITY_DN130411_c5_g1_i2	8355	8138.83
TRINITY_DN130416_c1_g1_i1	top2b-like	Chr06	76506454	76506454	TRINITY_DN130416_c1_g1_i1	5442	5225.83
TRINITY_DN130418_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130418_c1_g2_i1	1475	1258.83
TRINITY_DN130418_c8_g4_i1	tead4	Chr07	104452565	104452565	TRINITY_DN130418_c8_g4_i1	3739	3522.83
TRINITY_DN130421_c0_g1_i2	engase-like	Chr10	11916420	11916420	TRINITY_DN130421_c0_g1_i2	2673	2456.83
TRINITY_DN130429_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN130429_c0_g1_i4	561	345.788
TRINITY_DN130435_c1_g1_i1	kcnb2	Chr06	106011022	106011022	TRINITY_DN130435_c1_g1_i1	3990	3773.83
TRINITY_DN130437_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN130437_c2_g1_i1	1937	1720.83
TRINITY_DN130442_c6_g4_i3	znf536	Chr04	22697475	22697475	TRINITY_DN130442_c6_g4_i3	5622	5405.83
TRINITY_DN130443_c0_g2_i1	LOC100495394	scaffold_261	108428	108428	TRINITY_DN130443_c0_g2_i1	4263	4046.83
TRINITY_DN130446_c1_g1_i6	LOC101730879	Chr02	112696148	112696148	TRINITY_DN130446_c1_g1_i6	5661	5444.83
TRINITY_DN130448_c1_g7_i9	NA	NA	NA	NA	TRINITY_DN130448_c1_g7_i9	2153	1936.83
TRINITY_DN130449_c0_g1_i2	tap1	Chr08	47308666	47308666	TRINITY_DN130449_c0_g1_i2	2647	2430.83
TRINITY_DN130455_c0_g1_i2	slc4a8	Chr02	139513088	139513088	TRINITY_DN130455_c0_g1_i2	8944	8727.83
TRINITY_DN130457_c6_g2_i4	NA	NA	NA	NA	TRINITY_DN130457_c6_g2_i4	399	189.987
TRINITY_DN130457_c6_g3_i1	NA	NA	NA	NA	TRINITY_DN130457_c6_g3_i1	1013	796.835
TRINITY_DN130457_c6_g4_i1	ppp1r3e	Chr01	127474799	127474799	TRINITY_DN130457_c6_g4_i1	2625	2408.83
TRINITY_DN130461_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN130461_c0_g1_i5	592	376.539
TRINITY_DN130467_c5_g3_i1	LOC100488168	Chr06	2487989	2487989	TRINITY_DN130467_c5_g3_i1	1768	1551.83
TRINITY_DN130469_c2_g6_i2	NA	NA	NA	NA	TRINITY_DN130469_c2_g6_i2	722	506.093
TRINITY_DN130469_c2_g8_i1	NA	NA	NA	NA	TRINITY_DN130469_c2_g8_i1	4769	4552.83
TRINITY_DN130473_c0_g1_i1	zdhhc5	Chr07	58181357	58181357	TRINITY_DN130473_c0_g1_i1	2865	2648.83
TRINITY_DN130474_c1_g1_i4	nol4-like	Chr06	97620720	97620720	TRINITY_DN130474_c1_g1_i4	4849	4632.83
TRINITY_DN130474_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN130474_c2_g2_i1	403	193.594
TRINITY_DN130476_c1_g2_i1	idnk	Chr01	121865844	121865844	TRINITY_DN130476_c1_g2_i1	2233	2016.83
TRINITY_DN130477_c2_g3_i2	pdgfd	Chr02	158049787	158049787	TRINITY_DN130477_c2_g3_i2	1935	1718.83
TRINITY_DN130478_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN130478_c4_g1_i1	1015	798.835
TRINITY_DN130479_c4_g3_i6	pkr3	Chr05	52096715	52096715	TRINITY_DN130479_c4_g3_i6	3169	2952.83
TRINITY_DN130485_c2_g6_i4	LOC101730890-like	Chr08	80750655	80750655	TRINITY_DN130485_c2_g6_i4	2699	2482.83
TRINITY_DN130497_c3_g1_i1	Xetrov90013833m	Chr05	60376339	60376339	TRINITY_DN130497_c3_g1_i1	1181	964.835
TRINITY_DN130506_c0_g1_i2	LOC100491423	Chr09	38292048	38292048	TRINITY_DN130506_c0_g1_i2	8675	8458.83
TRINITY_DN130506_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130506_c0_g2_i1	656	440.188
TRINITY_DN130508_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN130508_c0_g2_i3	992	775.86
TRINITY_DN130510_c0_g1_i1	LOC101730718-like	scaffold_208	63567	63567	TRINITY_DN130510_c0_g1_i1	3748	3531.83
TRINITY_DN130512_c3_g3_i1	cyb561	Chr10	7711105	7711105	TRINITY_DN130512_c3_g3_i1	1806	1589.83
TRINITY_DN130517_c0_g6_i2	LOC100495334	Chr01	12014876	12014876	TRINITY_DN130517_c0_g6_i2	2858	2641.83
TRINITY_DN130519_c2_g3_i2	NA	NA	NA	NA	TRINITY_DN130519_c2_g3_i2	1084	867.835
TRINITY_DN130526_c13_g1_i2	pbdc1	Chr03	119216851	119216851	TRINITY_DN130526_c13_g1_i2	1236	1019.83
TRINITY_DN130527_c4_g4_i1	itih5	Chr03	74239637	74239637	TRINITY_DN130527_c4_g4_i1	4062	3845.83
TRINITY_DN130529_c2_g1_i2	LOC100497346	scaffold_710	11401	11401	TRINITY_DN130529_c2_g1_i2	2334	2117.83
TRINITY_DN130529_c3_g1_i4	pik3r4	Chr06	72298837	72298837	TRINITY_DN130529_c3_g1_i4	4707	4490.83
TRINITY_DN130529_c4_g2_i2	acp2	Chr04	7415420	7415420	TRINITY_DN130529_c4_g2_i2	3058	2841.83
TRINITY_DN130535_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN130535_c0_g1_i2	2408	2191.83
TRINITY_DN130535_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130535_c1_g1_i1	2748	2531.83
TRINITY_DN130535_c1_g3_i2	NA	NA	NA	NA	TRINITY_DN130535_c1_g3_i2	874	657.958
TRINITY_DN130538_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130538_c0_g2_i1	4895	4678.83
TRINITY_DN130546_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130546_c0_g2_i1	2149	1932.83
TRINITY_DN130548_c0_g1_i10	NA	NA	NA	NA	TRINITY_DN130548_c0_g1_i10	2497	2280.83
TRINITY_DN13055_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN13055_c0_g1_i1	306	109.945
TRINITY_DN130555_c0_g1_i2	gata4	scaffold_13	775423	775423	TRINITY_DN130555_c0_g1_i2	3068	2851.83
TRINITY_DN130560_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN130560_c3_g2_i1	4392	4175.83
TRINITY_DN130564_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN130564_c0_g1_i2	585	369.552
TRINITY_DN130566_c10_g1_i2	NA	NA	NA	NA	TRINITY_DN130566_c10_g1_i2	2048	1831.83
TRINITY_DN130566_c7_g1_i2	NA	NA	NA	NA	TRINITY_DN130566_c7_g1_i2	1012	795.835
TRINITY_DN130569_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130569_c0_g2_i1	1930	1713.83
TRINITY_DN130569_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130569_c1_g1_i1	348	144.525
TRINITY_DN130574_c0_g5_i2	NA	NA	NA	NA	TRINITY_DN130574_c0_g5_i2	785	569.039
TRINITY_DN130576_c1_g3_i2	NA	NA	NA	NA	TRINITY_DN130576_c1_g3_i2	860	643.958
TRINITY_DN130576_c1_g7_i1	NA	NA	NA	NA	TRINITY_DN130576_c1_g7_i1	384	176.206
TRINITY_DN130580_c2_g7_i4	cacnb1	Chr10	3471894	3471894	TRINITY_DN130580_c2_g7_i4	3615	3398.83
TRINITY_DN130584_c1_g3_i5	NA	NA	NA	NA	TRINITY_DN130584_c1_g3_i5	323	123.528
TRINITY_DN130591_c1_g4_i2	stx1a	Chr02	37104270	37104270	TRINITY_DN130591_c1_g4_i2	2436	2219.83
TRINITY_DN130596_c2_g1_i5	NA	NA	NA	NA	TRINITY_DN130596_c2_g1_i5	1208	991.835
TRINITY_DN130597_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN130597_c4_g2_i1	1784	1567.83
TRINITY_DN130604_c5_g5_i1	NA	NA	NA	NA	TRINITY_DN130604_c5_g5_i1	390	181.708
TRINITY_DN130608_c5_g6_i1	NA	NA	NA	NA	TRINITY_DN130608_c5_g6_i1	818	601.999
TRINITY_DN130611_c2_g4_i4	NA	NA	NA	NA	TRINITY_DN130611_c2_g4_i4	308	111.505
TRINITY_DN130615_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN130615_c4_g1_i2	1023	806.835
TRINITY_DN130618_c0_g1_i10	NA	NA	NA	NA	TRINITY_DN130618_c0_g1_i10	1802	1585.83
TRINITY_DN130620_c0_g2_i1	slc35e4-like	Chr01	157860181	157860181	TRINITY_DN130620_c0_g2_i1	2078	1861.83
TRINITY_DN130626_c2_g1_i3	NA	NA	NA	NA	TRINITY_DN130626_c2_g1_i3	1013	796.835
TRINITY_DN130626_c2_g4_i4	gigyf1	scaffold_523	71426	71426	TRINITY_DN130626_c2_g4_i4	4391	4174.83
TRINITY_DN130627_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN130627_c3_g1_i1	424	212.944
TRINITY_DN130627_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN130627_c3_g3_i1	450	237.462
TRINITY_DN130629_c1_g3_i5	NA	NA	NA	NA	TRINITY_DN130629_c1_g3_i5	3080	2863.83
TRINITY_DN130634_c6_g1_i1	NA	NA	NA	NA	TRINITY_DN130634_c6_g1_i1	461	248.079
TRINITY_DN130634_c6_g2_i1	NA	NA	NA	NA	TRINITY_DN130634_c6_g2_i1	1130	913.835
TRINITY_DN130638_c2_g2_i5	NA	NA	NA	NA	TRINITY_DN130638_c2_g2_i5	1955	1738.83
TRINITY_DN130644_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130644_c1_g1_i1	3205	2988.83
TRINITY_DN130646_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN130646_c3_g1_i2	657	441.188
TRINITY_DN130648_c3_g3_i1	arfip2	scaffold_5724	1036	1036	TRINITY_DN130648_c3_g3_i1	1691	1474.83
TRINITY_DN130649_c0_g2_i4	larp1b	Chr01	54760979	54760979	TRINITY_DN130649_c0_g2_i4	4592	4375.83
TRINITY_DN130651_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN130651_c2_g2_i1	480	266.482
TRINITY_DN130653_c2_g3_i2	rell2-like	Chr03	18784031	18784031	TRINITY_DN130653_c2_g3_i2	1809	1592.83
TRINITY_DN130656_c3_g2_i12	NA	NA	NA	NA	TRINITY_DN130656_c3_g2_i12	391	182.639
TRINITY_DN130664_c0_g9_i3	ogdh	Chr03	107912282	107912282	TRINITY_DN130664_c0_g9_i3	3829	3612.83
TRINITY_DN130670_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN130670_c0_g1_i1	374	167.22
TRINITY_DN130672_c2_g3_i5	NA	NA	NA	NA	TRINITY_DN130672_c2_g3_i5	539	324.066
TRINITY_DN130677_c5_g1_i3	NA	NA	NA	NA	TRINITY_DN130677_c5_g1_i3	2430	2213.83
TRINITY_DN130681_c5_g1_i1	NA	NA	NA	NA	TRINITY_DN130681_c5_g1_i1	541	326.056
TRINITY_DN130682_c0_g1_i4	cdkl5-like	Chr02	36799736	36799736	TRINITY_DN130682_c0_g1_i4	3026	2809.83
TRINITY_DN130691_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130691_c1_g2_i1	1364	1147.83
TRINITY_DN130706_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN130706_c0_g1_i1	3933	3716.83
TRINITY_DN130708_c0_g1_i1	eef2k	Chr09	19064362	19064362	TRINITY_DN130708_c0_g1_i1	3125	2908.83
TRINITY_DN130713_c0_g3_i3	NA	NA	NA	NA	TRINITY_DN130713_c0_g3_i3	1370	1153.83
TRINITY_DN130721_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130721_c1_g2_i1	842	625.958
TRINITY_DN130723_c0_g3_i3	NA	NA	NA	NA	TRINITY_DN130723_c0_g3_i3	2911	2694.83
TRINITY_DN130723_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN130723_c0_g4_i1	837	620.958
TRINITY_DN130726_c0_g1_i1	dna2	Chr07	32127864	32127864	TRINITY_DN130726_c0_g1_i1	3758	3541.83
TRINITY_DN130727_c0_g9_i2	NA	NA	NA	NA	TRINITY_DN130727_c0_g9_i2	930	713.911
TRINITY_DN130728_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN130728_c1_g1_i2	1429	1212.83
TRINITY_DN130733_c3_g2_i5	NA	NA	NA	NA	TRINITY_DN130733_c3_g2_i5	1778	1561.83
TRINITY_DN130734_c5_g1_i1	NA	NA	NA	NA	TRINITY_DN130734_c5_g1_i1	1227	1010.83
TRINITY_DN130738_c0_g1_i10	NA	NA	NA	NA	TRINITY_DN130738_c0_g1_i10	330	129.292
TRINITY_DN130746_c0_g1_i3	chkb	Chr03	80226068	80226068	TRINITY_DN130746_c0_g1_i3	2264	2047.83
TRINITY_DN130752_c0_g4_i2	mfhas1	Chr01	91463462	91463462	TRINITY_DN130752_c0_g4_i2	4625	4408.83
TRINITY_DN130755_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130755_c0_g2_i1	437	225.153
TRINITY_DN130756_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN130756_c3_g1_i2	865	648.958
TRINITY_DN130764_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130764_c1_g1_i1	1709	1492.83
TRINITY_DN130765_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN130765_c4_g1_i2	1302	1085.83
TRINITY_DN130765_c5_g1_i1	itpa-like	Chr04	97445214	97445214	TRINITY_DN130765_c5_g1_i1	795	579.039
TRINITY_DN130769_c2_g4_i6	NA	NA	NA	NA	TRINITY_DN130769_c2_g4_i6	2940	2723.83
TRINITY_DN130770_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN130770_c0_g1_i2	3008	2791.83
TRINITY_DN130770_c0_g2_i2	fam46a	Chr05	80205014	80205014	TRINITY_DN130770_c0_g2_i2	2707	2490.83
TRINITY_DN130775_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN130775_c0_g1_i4	4366	4149.83
TRINITY_DN130776_c2_g1_i3	ubap2l-like	scaffold_351	37601	37601	TRINITY_DN130776_c2_g1_i3	3824	3607.83
TRINITY_DN130778_c0_g1_i1	tdg	Chr03	40321542	40321542	TRINITY_DN130778_c0_g1_i1	2650	2433.83
TRINITY_DN130784_c3_g1_i5	zbtb39	Chr02	135762513	135762513	TRINITY_DN130784_c3_g1_i5	3646	3429.83
TRINITY_DN130787_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130787_c1_g1_i1	792	576.039
TRINITY_DN130788_c6_g1_i1	NA	NA	NA	NA	TRINITY_DN130788_c6_g1_i1	1068	851.835
TRINITY_DN130788_c7_g3_i2	NA	NA	NA	NA	TRINITY_DN130788_c7_g3_i2	328	127.668
TRINITY_DN130790_c0_g1_i3	adamtsl4	Chr08	106754257	106754257	TRINITY_DN130790_c0_g1_i3	6144	5927.83
TRINITY_DN130799_c0_g2_i2	vasn	Chr09	14484729	14484729	TRINITY_DN130799_c0_g2_i2	3016	2799.83
TRINITY_DN130800_c1_g5_i1	LOC100170494	Chr02	137711412	137711412	TRINITY_DN130800_c1_g5_i1	3588	3371.83
TRINITY_DN130806_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN130806_c0_g2_i3	901	684.958
TRINITY_DN130807_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN130807_c0_g5_i1	1000	783.835
TRINITY_DN130810_c6_g1_i1	LOC100145332	Chr04	15675407	15675407	TRINITY_DN130810_c6_g1_i1	1467	1250.83
TRINITY_DN130816_c0_g1_i1	pdpk1	Chr09	22998583	22998583	TRINITY_DN130816_c0_g1_i1	2685	2468.83
TRINITY_DN130816_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN130816_c2_g1_i1	924	707.911
TRINITY_DN130816_c3_g1_i1	ddx25	Chr07	67831460	67831460	TRINITY_DN130816_c3_g1_i1	2160	1943.83
TRINITY_DN130816_c5_g1_i9	gad1-like	Chr09	62911797	62911797	TRINITY_DN130816_c5_g1_i9	4709	4492.83
TRINITY_DN130818_c2_g2_i6	Xetrov90008836m	Chr03	95586053	95586053	TRINITY_DN130818_c2_g2_i6	1530	1313.83
TRINITY_DN130825_c2_g5_i1	NA	NA	NA	NA	TRINITY_DN130825_c2_g5_i1	1715	1498.83
TRINITY_DN130826_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN130826_c2_g1_i1	3347	3130.83
TRINITY_DN130830_c1_g1_i2	grsf1	Chr09	77256176	77256176	TRINITY_DN130830_c1_g1_i2	2453	2236.83
TRINITY_DN130830_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN130830_c3_g1_i1	1164	947.835
TRINITY_DN130832_c0_g1_i2	tbc1d2b	Chr03	81536627	81536627	TRINITY_DN130832_c0_g1_i2	4240	4023.83
TRINITY_DN130835_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN130835_c3_g2_i2	1187	970.835
TRINITY_DN130837_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN130837_c3_g1_i1	1817	1600.83
TRINITY_DN130845_c4_g1_i3	NA	NA	NA	NA	TRINITY_DN130845_c4_g1_i3	354	149.608
TRINITY_DN130851_c1_g4_i1	NA	NA	NA	NA	TRINITY_DN130851_c1_g4_i1	977	760.886
TRINITY_DN130851_c1_g5_i1	NA	NA	NA	NA	TRINITY_DN130851_c1_g5_i1	849	632.958
TRINITY_DN130851_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN130851_c2_g1_i1	514	299.45
TRINITY_DN130851_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN130851_c2_g3_i1	2174	1957.83
TRINITY_DN130854_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN130854_c0_g3_i2	913	696.958
TRINITY_DN130856_c6_g5_i1	NA	NA	NA	NA	TRINITY_DN130856_c6_g5_i1	354	149.608
TRINITY_DN130857_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN130857_c0_g1_i1	737	521.093
TRINITY_DN130857_c3_g1_i1	pddc1-like	Chr04	35354582	35354582	TRINITY_DN130857_c3_g1_i1	1151	934.835
TRINITY_DN130858_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130858_c0_g2_i1	459	246.12
TRINITY_DN130859_c4_g2_i6	NA	NA	NA	NA	TRINITY_DN130859_c4_g2_i6	398	189.058
TRINITY_DN130862_c0_g1_i1	sfi1-like	Chr01	143587214	143587214	TRINITY_DN130862_c0_g1_i1	2620	2403.83
TRINITY_DN130872_c8_g2_i1	NA	NA	NA	NA	TRINITY_DN130872_c8_g2_i1	300	105.289
TRINITY_DN130872_c8_g5_i1	NA	NA	NA	NA	TRINITY_DN130872_c8_g5_i1	375	168.127
TRINITY_DN130880_c4_g2_i7	NA	NA	NA	NA	TRINITY_DN130880_c4_g2_i7	383	175.309
TRINITY_DN130880_c4_g3_i1	NA	NA	NA	NA	TRINITY_DN130880_c4_g3_i1	1240	1023.83
TRINITY_DN130886_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130886_c1_g1_i1	4650	4433.83
TRINITY_DN130886_c1_g3_i1	pmm2	Chr04	104014979	104014979	TRINITY_DN130886_c1_g3_i1	1689	1472.83
TRINITY_DN130899_c2_g3_i2	itprip	scaffold_438	46896	46896	TRINITY_DN130899_c2_g3_i2	2402	2185.83
TRINITY_DN130900_c2_g1_i1	ap4m1	scaffold_48	117735	117735	TRINITY_DN130900_c2_g1_i1	2187	1970.83
TRINITY_DN130901_c0_g3_i2	asap3	Chr02	52719755	52719755	TRINITY_DN130901_c0_g3_i2	3375	3158.83
TRINITY_DN130906_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN130906_c0_g1_i3	2928	2711.83
TRINITY_DN130907_c0_g1_i1	slc7a5	Chr04	68203956	68203956	TRINITY_DN130907_c0_g1_i1	2986	2769.83
TRINITY_DN130909_c0_g2_i2	ptk2b	Chr05	146480597	146480597	TRINITY_DN130909_c0_g2_i2	4130	3913.83
TRINITY_DN130912_c3_g4_i1	NA	NA	NA	NA	TRINITY_DN130912_c3_g4_i1	453	240.341
TRINITY_DN130912_c4_g2_i1	vim	Chr06	20321226	20321226	TRINITY_DN130912_c4_g2_i1	2236	2019.83
TRINITY_DN130915_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN130915_c0_g2_i1	406	196.348
TRINITY_DN130919_c4_g1_i5	sh2b2	Chr02	41888815	41888815	TRINITY_DN130919_c4_g1_i5	2864	2647.83
TRINITY_DN130921_c7_g1_i1	NA	NA	NA	NA	TRINITY_DN130921_c7_g1_i1	360	154.802
TRINITY_DN130923_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN130923_c0_g1_i5	4453	4236.83
TRINITY_DN130923_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN130923_c0_g2_i2	1579	1362.83
TRINITY_DN130932_c0_g5_i2	NA	NA	NA	NA	TRINITY_DN130932_c0_g5_i2	1188	971.835
TRINITY_DN130935_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130935_c1_g2_i1	1759	1542.83
TRINITY_DN130936_c0_g1_i1	LOC100485767-like	Chr06	5748415	5748415	TRINITY_DN130936_c0_g1_i1	4196	3979.83
TRINITY_DN130937_c5_g2_i3	NA	NA	NA	NA	TRINITY_DN130937_c5_g2_i3	1050	833.835
TRINITY_DN130941_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN130941_c2_g1_i1	2191	1974.83
TRINITY_DN130941_c4_g3_i1	LOC101730786	Chr03	117512368	117512368	TRINITY_DN130941_c4_g3_i1	3375	3158.83
TRINITY_DN130945_c0_g21_i1	NA	NA	NA	NA	TRINITY_DN130945_c0_g21_i1	1375	1158.83
TRINITY_DN130950_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN130950_c1_g1_i4	1859	1642.83
TRINITY_DN130950_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130950_c1_g2_i1	519	304.359
TRINITY_DN130955_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN130955_c1_g2_i1	1764	1547.83
TRINITY_DN130959_c0_g1_i2	etv1	Chr06	45673995	45673995	TRINITY_DN130959_c0_g1_i2	4444	4227.83
TRINITY_DN130962_c1_g3_i2	NA	NA	NA	NA	TRINITY_DN130962_c1_g3_i2	2379	2162.83
TRINITY_DN130963_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN130963_c1_g1_i1	2563	2346.83
