gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN125335_c6_g1_i7	NA	NA	NA	NA	TRINITY_DN125335_c6_g1_i7	730	514.093
TRINITY_DN125336_c0_g1_i7	Xetrov90026621m	scaffold_1597	1024	1024	TRINITY_DN125336_c0_g1_i7	2007	1790.83
TRINITY_DN125337_c3_g1_i1	skiv2l2-like	Chr01	178712368	178712368	TRINITY_DN125337_c3_g1_i1	3457	3240.83
TRINITY_DN125342_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN125342_c0_g1_i4	2908	2691.83
TRINITY_DN125343_c0_g8_i1	cdk10	Chr04	55286757	55286757	TRINITY_DN125343_c0_g8_i1	1997	1780.83
TRINITY_DN125350_c0_g1_i1	gjb5	Chr02	85022726	85022726	TRINITY_DN125350_c0_g1_i1	1711	1494.83
TRINITY_DN125359_c1_g1_i1	leng1	Chr07	95778329	95778329	TRINITY_DN125359_c1_g1_i1	1169	952.835
TRINITY_DN125363_c4_g1_i6	c1orf21	Chr04	109733624	109733624	TRINITY_DN125363_c4_g1_i6	1406	1189.83
TRINITY_DN125363_c4_g4_i4	LOC100497276-like	Chr05	97714889	97714889	TRINITY_DN125363_c4_g4_i4	1625	1408.83
TRINITY_DN125364_c0_g1_i3	dus4l	Chr03	66862267	66862267	TRINITY_DN125364_c0_g1_i3	1740	1523.83
TRINITY_DN125376_c0_g7_i3	slc9a7	Chr02	111345677	111345677	TRINITY_DN125376_c0_g7_i3	4150	3933.83
TRINITY_DN125387_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN125387_c0_g1_i1	377	169.923
TRINITY_DN125389_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN125389_c0_g3_i1	1879	1662.83
TRINITY_DN125389_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN125389_c0_g4_i1	1951	1734.83
TRINITY_DN125389_c0_g6_i1	ubac2	Chr02	117669505	117669505	TRINITY_DN125389_c0_g6_i1	1951	1734.83
TRINITY_DN125420_c4_g6_i2	parp11	Chr03	3161161	3161161	TRINITY_DN125420_c4_g6_i2	1792	1575.83
TRINITY_DN125423_c4_g2_i5	ubtd1	Chr07	24699116	24699116	TRINITY_DN125423_c4_g2_i5	2206	1989.83
TRINITY_DN125428_c5_g1_i2	NA	NA	NA	NA	TRINITY_DN125428_c5_g1_i2	2713	2496.83
TRINITY_DN125440_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN125440_c1_g1_i1	2079	1862.83
TRINITY_DN125442_c1_g2_i2	apoa5	Chr07	83939838	83939838	TRINITY_DN125442_c1_g2_i2	2009	1792.83
TRINITY_DN125443_c0_g1_i1	eya3	Chr02	53585329	53585329	TRINITY_DN125443_c0_g1_i1	2771	2554.83
TRINITY_DN125443_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN125443_c0_g2_i1	1381	1164.83
TRINITY_DN125443_c1_g1_i4	fam53a	Chr01	13456936	13456936	TRINITY_DN125443_c1_g1_i4	2738	2521.83
TRINITY_DN125445_c4_g5_i1	spryd7	Chr02	146554790	146554790	TRINITY_DN125445_c4_g5_i1	953	736.911
TRINITY_DN125452_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN125452_c0_g1_i2	1372	1155.83
TRINITY_DN125452_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN125452_c0_g2_i2	1982	1765.83
TRINITY_DN125454_c3_g1_i1	slc45a2	Chr01	186379597	186379597	TRINITY_DN125454_c3_g1_i1	1884	1667.83
TRINITY_DN125459_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN125459_c1_g1_i2	1328	1111.83
TRINITY_DN125459_c4_g3_i4	NA	NA	NA	NA	TRINITY_DN125459_c4_g3_i4	402	192.673
TRINITY_DN125463_c5_g2_i5	abcg2	Chr01	69819146	69819146	TRINITY_DN125463_c5_g2_i5	2928	2711.83
TRINITY_DN125463_c6_g3_i1	nop14	Chr01	16332469	16332469	TRINITY_DN125463_c6_g3_i1	3016	2799.83
TRINITY_DN125466_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN125466_c2_g1_i1	1371	1154.83
TRINITY_DN125466_c2_g2_i1	med21	scaffold_3413	781	781	TRINITY_DN125466_c2_g2_i1	1372	1155.83
TRINITY_DN125468_c0_g2_i7	NA	NA	NA	NA	TRINITY_DN125468_c0_g2_i7	1172	955.835
TRINITY_DN125470_c0_g1_i1	lyrm1	Chr09	18538524	18538524	TRINITY_DN125470_c0_g1_i1	3735	3518.83
TRINITY_DN125473_c4_g2_i1	slc27a6	Chr01	158933233	158933233	TRINITY_DN125473_c4_g2_i1	2946	2729.83
TRINITY_DN125474_c3_g2_i1	slc1a4	Chr05	29322142	29322142	TRINITY_DN125474_c3_g2_i1	3127	2910.83
TRINITY_DN125479_c0_g2_i3	LOC100497556	scaffold_143	37904	37904	TRINITY_DN125479_c0_g2_i3	1265	1048.83
TRINITY_DN125487_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN125487_c0_g2_i2	2984	2767.83
TRINITY_DN125491_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN125491_c0_g1_i2	717	501.11
TRINITY_DN125497_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN125497_c0_g1_i2	2174	1957.83
TRINITY_DN125497_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN125497_c0_g2_i1	466	252.936
TRINITY_DN125506_c0_g1_i2	frmd4b-like	Chr04	131223615	131223615	TRINITY_DN125506_c0_g1_i2	3482	3265.83
TRINITY_DN125514_c5_g1_i6	NA	NA	NA	NA	TRINITY_DN125514_c5_g1_i6	1137	920.835
TRINITY_DN125515_c1_g3_i2	rps6ka1	Chr02	51799984	51799984	TRINITY_DN125515_c1_g3_i2	4543	4326.83
TRINITY_DN125516_c6_g1_i1	NA	NA	NA	NA	TRINITY_DN125516_c6_g1_i1	1129	912.835
TRINITY_DN125519_c4_g4_i2	NA	NA	NA	NA	TRINITY_DN125519_c4_g4_i2	1144	927.835
TRINITY_DN125529_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN125529_c0_g3_i1	2137	1920.83
TRINITY_DN125531_c0_g1_i1	acrc	Chr08	22772381	22772381	TRINITY_DN125531_c0_g1_i1	2110	1893.83
TRINITY_DN125533_c0_g1_i1	nsmaf	Chr06	101523665	101523665	TRINITY_DN125533_c0_g1_i1	3710	3493.83
TRINITY_DN125543_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN125543_c0_g1_i1	534	319.12
TRINITY_DN125546_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN125546_c0_g2_i2	2425	2208.83
TRINITY_DN125558_c1_g2_i1	LOC100493488	Chr10	10466104	10466104	TRINITY_DN125558_c1_g2_i1	1763	1546.83
TRINITY_DN125560_c0_g1_i5	ube2f	Chr09	53941475	53941475	TRINITY_DN125560_c0_g1_i5	2269	2052.83
TRINITY_DN125563_c4_g2_i4	slc19a1	Chr09	56421975	56421975	TRINITY_DN125563_c4_g2_i4	2748	2531.83
TRINITY_DN125563_c5_g2_i1	LOC100145112	Chr01	79084946	79084946	TRINITY_DN125563_c5_g2_i1	1114	897.835
TRINITY_DN125564_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN125564_c1_g1_i2	3821	3604.83
TRINITY_DN125566_c0_g1_i2	fgfr1op	Chr05	60500925	60500925	TRINITY_DN125566_c0_g1_i2	1510	1293.83
TRINITY_DN125578_c3_g2_i4	NA	NA	NA	NA	TRINITY_DN125578_c3_g2_i4	2015	1798.83
TRINITY_DN125578_c3_g4_i3	eed	Chr02	165528270	165528270	TRINITY_DN125578_c3_g4_i3	1981	1764.83
TRINITY_DN125586_c2_g1_i4	NA	NA	NA	NA	TRINITY_DN125586_c2_g1_i4	1013	796.835
TRINITY_DN125588_c0_g1_i3	rhbdl2	Chr02	54722616	54722616	TRINITY_DN125588_c0_g1_i3	1607	1390.83
TRINITY_DN125594_c3_g4_i2	NA	NA	NA	NA	TRINITY_DN125594_c3_g4_i2	2152	1935.83
TRINITY_DN125604_c1_g2_i1	grb10	Chr06	68729976	68729976	TRINITY_DN125604_c1_g2_i1	4422	4205.83
TRINITY_DN125604_c3_g3_i3	NA	NA	NA	NA	TRINITY_DN125604_c3_g3_i3	1309	1092.83
TRINITY_DN125607_c0_g1_i1	LOC100485974-like	Chr10	34380664	34380664	TRINITY_DN125607_c0_g1_i1	4447	4230.83
TRINITY_DN125613_c5_g1_i1	NA	NA	NA	NA	TRINITY_DN125613_c5_g1_i1	2470	2253.83
TRINITY_DN125615_c3_g4_i1	NA	NA	NA	NA	TRINITY_DN125615_c3_g4_i1	687	471.142
TRINITY_DN125618_c1_g2_i2	unc5b-like	Chr07	40845372	40845372	TRINITY_DN125618_c1_g2_i2	5543	5326.83
TRINITY_DN125619_c0_g1_i4	itfg2	scaffold_135	417524	417524	TRINITY_DN125619_c0_g1_i4	1894	1677.83
TRINITY_DN125621_c0_g1_i2	rilp	Chr02	39906683	39906683	TRINITY_DN125621_c0_g1_i2	1772	1555.83
TRINITY_DN125622_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN125622_c2_g1_i1	900	683.958
TRINITY_DN125622_c2_g6_i1	LOC100170436	Chr03	129212470	129212470	TRINITY_DN125622_c2_g6_i1	1024	807.835
TRINITY_DN125626_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN125626_c0_g1_i1	782	566.039
TRINITY_DN125629_c0_g2_i2	mmaa	Chr01	49159254	49159254	TRINITY_DN125629_c0_g2_i2	2111	1894.83
TRINITY_DN125631_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN125631_c1_g1_i1	811	595.019
TRINITY_DN125637_c0_g1_i1	sdccag3	Chr02	81865996	81865996	TRINITY_DN125637_c0_g1_i1	2096	1879.83
TRINITY_DN125639_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN125639_c2_g1_i2	3131	2914.83
TRINITY_DN125641_c0_g1_i1	trmt10c	Chr02	101543060	101543060	TRINITY_DN125641_c0_g1_i1	1556	1339.83
TRINITY_DN125643_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN125643_c0_g1_i3	615	399.384
TRINITY_DN125652_c0_g2_i2	pif1-like.1	Chr04	75339570	75339570	TRINITY_DN125652_c0_g2_i2	2099	1882.83
TRINITY_DN125663_c7_g4_i1	NA	NA	NA	NA	TRINITY_DN125663_c7_g4_i1	1743	1526.83
TRINITY_DN125667_c5_g2_i2	reep6	Chr01	80453085	80453085	TRINITY_DN125667_c5_g2_i2	1310	1093.83
TRINITY_DN125671_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN125671_c1_g3_i1	937	720.911
TRINITY_DN125674_c0_g3_i4	epb41l3-like	Chr06	91237505	91237505	TRINITY_DN125674_c0_g3_i4	6095	5878.83
TRINITY_DN125689_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN125689_c4_g1_i2	1875	1658.83
TRINITY_DN125696_c0_g1_i2	tmem222	Chr02	52173023	52173023	TRINITY_DN125696_c0_g1_i2	1866	1649.83
TRINITY_DN125698_c0_g1_i8	NA	NA	NA	NA	TRINITY_DN125698_c0_g1_i8	658	442.188
TRINITY_DN125699_c2_g5_i6	NA	NA	NA	NA	TRINITY_DN125699_c2_g5_i6	1145	928.835
TRINITY_DN125699_c2_g6_i2	NA	NA	NA	NA	TRINITY_DN125699_c2_g6_i2	1672	1455.83
TRINITY_DN125700_c0_g1_i1	dapl1	Chr09	68431758	68431758	TRINITY_DN125700_c0_g1_i1	840	623.958
TRINITY_DN125701_c1_g11_i1	wscd2	Chr01	155701574	155701574	TRINITY_DN125701_c1_g11_i1	3968	3751.83
TRINITY_DN125705_c0_g3_i1	mettl23	Chr10	36961583	36961583	TRINITY_DN125705_c0_g3_i1	1209	992.835
TRINITY_DN125707_c0_g1_i1	med19	Chr07	58552541	58552541	TRINITY_DN125707_c0_g1_i1	985	768.886
TRINITY_DN125710_c0_g2_i2	rasgef1b	Chr01	88441809	88441809	TRINITY_DN125710_c0_g2_i2	2203	1986.83
TRINITY_DN125710_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN125710_c0_g3_i1	687	471.142
TRINITY_DN125712_c6_g6_i2	NA	NA	NA	NA	TRINITY_DN125712_c6_g6_i2	3039	2822.83
TRINITY_DN125713_c0_g5_i2	NA	NA	NA	NA	TRINITY_DN125713_c0_g5_i2	2993	2776.83
TRINITY_DN125718_c0_g3_i1	rragc	Chr02	54658816	54658816	TRINITY_DN125718_c0_g3_i1	2872	2655.83
TRINITY_DN125719_c4_g1_i2	LOC100494164	Chr04	108351433	108351433	TRINITY_DN125719_c4_g1_i2	520	305.349
TRINITY_DN125720_c2_g3_i3	myo19	Chr02	64102612	64102612	TRINITY_DN125720_c2_g3_i3	3509	3292.83
TRINITY_DN125725_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN125725_c0_g1_i2	1385	1168.83
TRINITY_DN125726_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN125726_c1_g1_i1	1620	1403.83
TRINITY_DN125730_c4_g1_i3	otud6b	Chr06	111772317	111772317	TRINITY_DN125730_c4_g1_i3	1805	1588.83
TRINITY_DN125738_c3_g2_i6	sh3bgr	Chr02	7614259	7614259	TRINITY_DN125738_c3_g2_i6	1129	912.835
TRINITY_DN125760_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN125760_c1_g3_i1	653	437.203
TRINITY_DN125761_c2_g2_i1	gtf2h2	Chr01	167346363	167346363	TRINITY_DN125761_c2_g2_i1	1870	1653.83
TRINITY_DN125768_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN125768_c2_g1_i1	1148	931.835
TRINITY_DN125768_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN125768_c2_g2_i1	1209	992.835
TRINITY_DN125773_c3_g1_i3	NA	NA	NA	NA	TRINITY_DN125773_c3_g1_i3	629	413.303
TRINITY_DN125784_c0_g2_i4	fam221a	Chr06	34602793	34602793	TRINITY_DN125784_c0_g2_i4	1414	1197.83
TRINITY_DN125794_c0_g2_i2	vps18	Chr08	95038564	95038564	TRINITY_DN125794_c0_g2_i2	3450	3233.83
TRINITY_DN125797_c1_g1_i2	rrm2.2	Chr05	134264208	134264208	TRINITY_DN125797_c1_g1_i2	1626	1409.83
TRINITY_DN125805_c0_g1_i2	gucd1	Chr01	144088963	144088963	TRINITY_DN125805_c0_g1_i2	2171	1954.83
TRINITY_DN125811_c0_g2_i6	Xetrov90024992m	Chr10	14200518	14200518	TRINITY_DN125811_c0_g2_i6	2296	2079.83
TRINITY_DN125817_c6_g1_i1	NA	NA	NA	NA	TRINITY_DN125817_c6_g1_i1	944	727.911
TRINITY_DN125827_c1_g1_i1	gpr84	Chr02	142236454	142236454	TRINITY_DN125827_c1_g1_i1	1945	1728.83
TRINITY_DN125828_c2_g2_i3	otub2	Chr08	67105474	67105474	TRINITY_DN125828_c2_g2_i3	1092	875.835
TRINITY_DN125831_c0_g1_i1	slco3a1	Chr03	102053278	102053278	TRINITY_DN125831_c0_g1_i1	3582	3365.83
TRINITY_DN125832_c3_g1_i1	mad2l1	Chr01	61633139	61633139	TRINITY_DN125832_c3_g1_i1	1328	1111.83
TRINITY_DN125836_c0_g1_i3	LOC100498452	Chr01	54941710	54941710	TRINITY_DN125836_c0_g1_i3	1924	1707.83
TRINITY_DN125838_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN125838_c1_g1_i1	358	153.056
TRINITY_DN125846_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN125846_c1_g1_i1	1039	822.835
TRINITY_DN125848_c0_g1_i3	zfpl1	Chr04	38745005	38745005	TRINITY_DN125848_c0_g1_i3	2194	1977.83
TRINITY_DN125851_c4_g1_i3	NA	NA	NA	NA	TRINITY_DN125851_c4_g1_i3	3854	3637.83
TRINITY_DN125854_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN125854_c4_g1_i1	632	416.303
TRINITY_DN125863_c4_g1_i1	u2surp	Chr05	116552973	116552973	TRINITY_DN125863_c4_g1_i1	2539	2322.83
TRINITY_DN125866_c5_g2_i2	sra1	Chr03	14232579	14232579	TRINITY_DN125866_c5_g2_i2	1163	946.835
TRINITY_DN125869_c9_g2_i2	tmem19	Chr03	50539201	50539201	TRINITY_DN125869_c9_g2_i2	2262	2045.83
TRINITY_DN125870_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN125870_c0_g1_i1	1641	1424.83
TRINITY_DN125890_c4_g2_i3	NA	NA	NA	NA	TRINITY_DN125890_c4_g2_i3	1443	1226.83
TRINITY_DN125892_c0_g1_i1	cpa6	Chr06	104525054	104525054	TRINITY_DN125892_c0_g1_i1	2271	2054.83
TRINITY_DN125895_c0_g1_i2	cdkn2aip	Chr01	35971555	35971555	TRINITY_DN125895_c0_g1_i2	1838	1621.83
TRINITY_DN125899_c5_g1_i2	clk3	Chr03	84647795	84647795	TRINITY_DN125899_c5_g1_i2	2680	2463.83
TRINITY_DN125909_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN125909_c2_g1_i2	2276	2059.83
TRINITY_DN125913_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN125913_c3_g1_i2	718	502.11
TRINITY_DN125915_c0_g2_i2	LOC101734394	scaffold_53	401012	401012	TRINITY_DN125915_c0_g2_i2	2261	2044.83
TRINITY_DN125916_c0_g2_i1	usp38	Chr01	49976472	49976472	TRINITY_DN125916_c0_g2_i1	4381	4164.83
TRINITY_DN125918_c1_g1_i4	Xetrov90000896m	Chr01	46089611	46089611	TRINITY_DN125918_c1_g1_i4	2124	1907.83
TRINITY_DN125922_c2_g4_i1	fam107b	Chr03	71773389	71773389	TRINITY_DN125922_c2_g4_i1	1975	1758.83
TRINITY_DN125944_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN125944_c4_g1_i2	1232	1015.83
TRINITY_DN125950_c0_g5_i5	eya1	Chr06	105640584	105640584	TRINITY_DN125950_c0_g5_i5	3436	3219.83
TRINITY_DN125956_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN125956_c4_g1_i1	1295	1078.83
TRINITY_DN125956_c4_g4_i3	NA	NA	NA	NA	TRINITY_DN125956_c4_g4_i3	355	150.497
TRINITY_DN125960_c1_g1_i3	helq-like	Chr01	91722512	91722512	TRINITY_DN125960_c1_g1_i3	3626	3409.83
TRINITY_DN125963_c8_g3_i1	NA	NA	NA	NA	TRINITY_DN125963_c8_g3_i1	567	351.695
TRINITY_DN125969_c7_g4_i1	NA	NA	NA	NA	TRINITY_DN125969_c7_g4_i1	1241	1024.83
TRINITY_DN125971_c0_g1_i2	mcm3	Chr06	97027401	97027401	TRINITY_DN125971_c0_g1_i2	2568	2351.83
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN125977_c0_g1_i1	3718	3501.83
TRINITY_DN125985_c0_g1_i3	c12orf45	Chr03	40721242	40721242	TRINITY_DN125985_c0_g1_i3	1752	1535.83
TRINITY_DN125987_c0_g1_i2	tmem181	Chr05	42110260	42110260	TRINITY_DN125987_c0_g1_i2	3077	2860.83
TRINITY_DN125988_c0_g3_i1	snx8	Chr09	25193304	25193304	TRINITY_DN125988_c0_g3_i1	1214	997.835
TRINITY_DN125995_c6_g3_i1	mex3b	Chr03	96355019	96355019	TRINITY_DN125995_c6_g3_i1	1983	1766.83
TRINITY_DN125997_c0_g3_i2	txndc11	Chr09	31813859	31813859	TRINITY_DN125997_c0_g3_i2	3137	2920.83
TRINITY_DN126011_c0_g1_i2	man2c1	Chr03	85554176	85554176	TRINITY_DN126011_c0_g1_i2	3735	3518.83
TRINITY_DN126020_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN126020_c0_g2_i1	1046	829.835
TRINITY_DN126025_c7_g3_i1	pygo1	Chr03	90743885	90743885	TRINITY_DN126025_c7_g3_i1	2766	2549.83
TRINITY_DN126027_c4_g1_i1	Xetrov90012202m	Chr04	101872422	101872422	TRINITY_DN126027_c4_g1_i1	3698	3481.83
TRINITY_DN126027_c5_g2_i1	NA	NA	NA	NA	TRINITY_DN126027_c5_g2_i1	2187	1970.83
TRINITY_DN126027_c5_g4_i1	NA	NA	NA	NA	TRINITY_DN126027_c5_g4_i1	1454	1237.83
TRINITY_DN126027_c6_g2_i1	med8	Chr04	75081934	75081934	TRINITY_DN126027_c6_g2_i1	1816	1599.83
TRINITY_DN126028_c2_g1_i3	NA	NA	NA	NA	TRINITY_DN126028_c2_g1_i3	373	166.313
TRINITY_DN126029_c0_g1_i2	slc2a10	Chr10	29387860	29387860	TRINITY_DN126029_c0_g1_i2	2071	1854.83
TRINITY_DN126031_c3_g1_i1	dnajb14	Chr01	65029186	65029186	TRINITY_DN126031_c3_g1_i1	2880	2663.83
TRINITY_DN126038_c0_g1_i2	ccdc92	Chr01	152187591	152187591	TRINITY_DN126038_c0_g1_i2	2113	1896.83
TRINITY_DN126039_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN126039_c4_g2_i1	1075	858.835
TRINITY_DN126047_c5_g5_i7	LOC100495271	Chr07	96629501	96629501	TRINITY_DN126047_c5_g5_i7	1253	1036.83
TRINITY_DN126047_c5_g6_i1	NA	NA	NA	NA	TRINITY_DN126047_c5_g6_i1	478	264.518
TRINITY_DN126047_c6_g2_i2	NA	NA	NA	NA	TRINITY_DN126047_c6_g2_i2	497	282.851
TRINITY_DN126051_c2_g2_i3	polm	Chr03	108743474	108743474	TRINITY_DN126051_c2_g2_i3	1753	1536.83
TRINITY_DN126060_c0_g1_i1	LOC100487226	scaffold_749	1732	1732	TRINITY_DN126060_c0_g1_i1	1782	1565.83
TRINITY_DN126066_c2_g1_i1	LOC100493581	Chr04	26463097	26463097	TRINITY_DN126066_c2_g1_i1	1215	998.835
TRINITY_DN126069_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN126069_c0_g1_i1	4496	4279.83
TRINITY_DN126072_c1_g1_i1	vamp7	Chr08	44153198	44153198	TRINITY_DN126072_c1_g1_i1	1641	1424.83
TRINITY_DN126073_c0_g4_i10	NA	NA	NA	NA	TRINITY_DN126073_c0_g4_i10	312	114.647
TRINITY_DN126076_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN126076_c0_g1_i1	1659	1442.83
TRINITY_DN126077_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN126077_c1_g1_i4	2308	2091.83
TRINITY_DN126078_c0_g1_i1	med1	Chr06	81725480	81725480	TRINITY_DN126078_c0_g1_i1	2149	1932.83
TRINITY_DN126079_c0_g1_i1	gemin8	Chr02	102019529	102019529	TRINITY_DN126079_c0_g1_i1	1730	1513.83
TRINITY_DN126082_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN126082_c2_g1_i1	367	160.956
TRINITY_DN126092_c0_g2_i2	taf1a	Chr05	6006580	6006580	TRINITY_DN126092_c0_g2_i2	1573	1356.83
TRINITY_DN126113_c4_g2_i1	klhl12	Chr02	49218092	49218092	TRINITY_DN126113_c4_g2_i1	4057	3840.83
TRINITY_DN126122_c4_g2_i1	htr3b	Chr07	73429072	73429072	TRINITY_DN126122_c4_g2_i1	1766	1549.83
TRINITY_DN126124_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN126124_c0_g1_i1	886	669.958
TRINITY_DN126126_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN126126_c1_g3_i1	749	533.093
TRINITY_DN126127_c0_g2_i3	rps6kl1	Chr08	61073584	61073584	TRINITY_DN126127_c0_g2_i3	1788	1571.83
TRINITY_DN126133_c2_g1_i1	ccnyl1	Chr09	41438669	41438669	TRINITY_DN126133_c2_g1_i1	2685	2468.83
TRINITY_DN126135_c3_g4_i2	NA	NA	NA	NA	TRINITY_DN126135_c3_g4_i2	715	499.11
TRINITY_DN126136_c0_g1_i5	Xetrov90012205m	Chr04	102002185	102002185	TRINITY_DN126136_c0_g1_i5	4405	4188.83
TRINITY_DN126138_c0_g2_i2	kdm1a-like	Chr02	85181483	85181483	TRINITY_DN126138_c0_g2_i2	3040	2823.83
TRINITY_DN126146_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN126146_c1_g1_i1	1171	954.835
TRINITY_DN126147_c0_g2_i5	NA	NA	NA	NA	TRINITY_DN126147_c0_g2_i5	898	681.958
TRINITY_DN126149_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN126149_c3_g2_i1	1159	942.835
TRINITY_DN126149_c5_g2_i2	LOC100495020-like	Chr06	108841773	108841773	TRINITY_DN126149_c5_g2_i2	1876	1659.83
TRINITY_DN126158_c0_g1_i1	ncapg2	Chr06	10662984	10662984	TRINITY_DN126158_c0_g1_i1	3860	3643.83
TRINITY_DN126161_c0_g2_i4	LOC101734368	Chr02	52886226	52886226	TRINITY_DN126161_c0_g2_i4	2490	2273.83
TRINITY_DN126163_c7_g4_i1	NA	NA	NA	NA	TRINITY_DN126163_c7_g4_i1	5628	5411.83
TRINITY_DN126164_c0_g1_i1	polr2d	Chr05	121932173	121932173	TRINITY_DN126164_c0_g1_i1	2193	1976.83
TRINITY_DN126178_c1_g1_i1	donson	Chr02	10021947	10021947	TRINITY_DN126178_c1_g1_i1	3389	3172.83
TRINITY_DN126180_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN126180_c0_g1_i1	1343	1126.83
TRINITY_DN126188_c5_g4_i5	acot11-like	Chr04	87471353	87471353	TRINITY_DN126188_c5_g4_i5	2230	2013.83
TRINITY_DN126188_c5_g7_i3	NA	NA	NA	NA	TRINITY_DN126188_c5_g7_i3	302	106.83
TRINITY_DN126189_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN126189_c1_g3_i1	508	293.648
TRINITY_DN126189_c7_g2_i1	NA	NA	NA	NA	TRINITY_DN126189_c7_g2_i1	1476	1259.83
TRINITY_DN126190_c0_g1_i6	mylk	Chr10	6819895	6819895	TRINITY_DN126190_c0_g1_i6	2675	2458.83
TRINITY_DN126201_c3_g1_i4	mrps7	Chr10	35798037	35798037	TRINITY_DN126201_c3_g1_i4	1227	1010.83
TRINITY_DN126204_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN126204_c0_g1_i1	2370	2153.83
TRINITY_DN126209_c7_g1_i1	NA	NA	NA	NA	TRINITY_DN126209_c7_g1_i1	868	651.958
TRINITY_DN126214_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN126214_c1_g1_i4	893	676.958
TRINITY_DN126217_c0_g2_i3	zbtb48	Chr07	91410418	91410418	TRINITY_DN126217_c0_g2_i3	2329	2112.83
TRINITY_DN126222_c0_g1_i1	fam63b	Chr03	89340545	89340545	TRINITY_DN126222_c0_g1_i1	3372	3155.83
TRINITY_DN126223_c0_g1_i1	LOC100485703	Chr03	12772077	12772077	TRINITY_DN126223_c0_g1_i1	1883	1666.83
TRINITY_DN126232_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN126232_c4_g1_i2	538	323.077
TRINITY_DN126237_c9_g2_i1	NA	NA	NA	NA	TRINITY_DN126237_c9_g2_i1	589	373.552
TRINITY_DN126244_c0_g1_i2	znf668	scaffold_770	21364	21364	TRINITY_DN126244_c0_g1_i2	2547	2330.83
TRINITY_DN126251_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN126251_c3_g1_i1	1824	1607.83
TRINITY_DN126256_c6_g2_i1	slc6a7	Chr03	7409802	7409802	TRINITY_DN126256_c6_g2_i1	2810	2593.83
TRINITY_DN126262_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN126262_c3_g3_i1	1509	1292.83
TRINITY_DN126266_c0_g1_i1	Xetrov90025569m	Chr10	36285891	36285891	TRINITY_DN126266_c0_g1_i1	2001	1784.83
TRINITY_DN126270_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN126270_c1_g1_i1	689	473.142
