gid	gname	chr	chrall	start	end	target_id	length	eff_length	cutoff	bias	log2RPKM	sex
TRINITY_DN134340_c0_g2_i1	mrps22	Chr05	Auto	124920712	124920712	TRINITY_DN134340_c0_g2_i1	1958	1741.83	FC1	female	4.29819664	meanmale
TRINITY_DN134384_c2_g1_i1	fam89a-like	Chr05	Auto	55443219	55443219	TRINITY_DN134384_c2_g1_i1	2047	1830.83	FC1	female	2.617659979	meanmale
TRINITY_DN134428_c0_g2_i1	hrg	Chr05	Auto	98065528	98065528	TRINITY_DN134428_c0_g2_i1	1568	1351.83	FC1	female	0.069941432	meanmale
TRINITY_DN134584_c7_g2_i1	lsg1-like	Chr05	Auto	97341233	97341233	TRINITY_DN134584_c7_g2_i1	2527	2310.83	FC1	female	4.358228054	meanmale
TRINITY_DN134844_c0_g1_i1	smyd3	Chr05	Auto	41080478	41080478	TRINITY_DN134844_c0_g1_i1	1707	1490.83	FC1	female	2.970259646	meanmale
TRINITY_DN134870_c6_g2_i2	nanp	Chr05	Auto	39085891	39085891	TRINITY_DN134870_c6_g2_i2	1043	826.835	FC1	female	2.817225731	meanmale
TRINITY_DN135084_c0_g1_i3	rab23	Chr05	Auto	89097663	89097663	TRINITY_DN135084_c0_g1_i3	3106	2889.83	FC1	female	3.669315532	meanmale
TRINITY_DN135130_c8_g1_i4	zufsp	Chr05	Auto	69402838	69402838	TRINITY_DN135130_c8_g1_i4	2119	1902.83	FC1	female	2.596583284	meanmale
TRINITY_DN135542_c0_g2_i2	arhgef26	Chr05	Auto	105620343	105620343	TRINITY_DN135542_c0_g2_i2	4709	4492.83	FC1	female	1.314469931	meanmale
TRINITY_DN135845_c2_g1_i2	Xetrov90013561m	Chr05	Auto	42252257	42252257	TRINITY_DN135845_c2_g1_i2	6253	6036.83	FC1	female	1.067758718	meanmale
TRINITY_DN135882_c0_g2_i1	senp6	Chr05	Auto	82419909	82419909	TRINITY_DN135882_c0_g2_i1	6385	6168.83	FC1	female	2.503836733	meanmale
TRINITY_DN136018_c3_g2_i1	nt5e	Chr05	Auto	87495640	87495640	TRINITY_DN136018_c3_g2_i1	2554	2337.83	FC1	female	2.460101066	meanmale
TRINITY_DN136477_c5_g1_i4	c6orf203	Chr05	Auto	76159120	76159120	TRINITY_DN136477_c5_g1_i4	1072	855.835	FC1	female	3.779568086	meanmale
TRINITY_DN136584_c4_g5_i2	tdrp	Chr05	Auto	111813019	111813019	TRINITY_DN136584_c4_g5_i2	2392	2175.83	FC1	female	4.236194083	meanmale
TRINITY_DN136627_c5_g1_i1	rarres1	Chr05	Auto	103908498	103908498	TRINITY_DN136627_c5_g1_i1	1404	1187.83	FC1	female	3.347042863	meanmale
TRINITY_DN52793_c0_g2_i1	ripply2.1	Chr05	Auto	81152092	81152092	TRINITY_DN52793_c0_g2_i1	623	407.344	FC1	female	-1.140596767	meanmale
TRINITY_DN69029_c0_g1_i1	gins1	Chr05	Auto	49169493	49169493	TRINITY_DN69029_c0_g1_i1	1175	958.835	FC1	female	4.721976024	meanmale
TRINITY_DN83872_c0_g2_i1	hint3	Chr05	Auto	47292791	47292791	TRINITY_DN83872_c0_g2_i1	2065	1848.83	FC1	female	3.331505857	meanmale
TRINITY_DN93335_c0_g2_i1	haao	Chr05	Auto	13379087	13379087	TRINITY_DN93335_c0_g2_i1	1455	1238.83	FC1	female	-0.751756084	meanmale
TRINITY_DN98399_c0_g1_i1	naa20	Chr05	Auto	24499766	24499766	TRINITY_DN98399_c0_g1_i1	1234	1017.83	FC1	female	3.333548571	meanmale
TRINITY_DN99125_c0_g1_i2	d2hgdh-like	Chr05	Auto	122245741	122245741	TRINITY_DN99125_c0_g1_i2	2377	2160.83	FC1	female	2.832698783	meanmale
TRINITY_DN104740_c0_g1_i2	pdcd6	Chr06	Auto	38397611	38397611	TRINITY_DN104740_c0_g1_i2	1315	1098.83	FC1	female	3.672270407	meanmale
TRINITY_DN107696_c0_g1_i4	ctnnal1	Chr06	Auto	61288653	61288653	TRINITY_DN107696_c0_g1_i4	3390	3173.83	FC1	female	2.505853923	meanmale
TRINITY_DN110265_c0_g1_i1	LOC100491545-like	Chr06	Auto	130852483	130852483	TRINITY_DN110265_c0_g1_i1	1423	1206.83	FC1	female	5.52861789	meanmale
TRINITY_DN110288_c0_g1_i1	acvr2b	Chr06	Auto	6159628	6159628	TRINITY_DN110288_c0_g1_i1	1836	1619.83	FC1	female	-0.511861504	meanmale
TRINITY_DN110920_c0_g1_i2	ankmy2-like	Chr06	Auto	44660368	44660368	TRINITY_DN110920_c0_g1_i2	2257	2040.83	FC1	female	4.393627547	meanmale
TRINITY_DN112136_c0_g1_i1	csrnp1	Chr06	Auto	5713310	5713310	TRINITY_DN112136_c0_g1_i1	5258	5041.83	FC1	female	2.928648104	meanmale
TRINITY_DN112380_c0_g3_i2	klhl18	Chr06	Auto	4368795	4368795	TRINITY_DN112380_c0_g3_i2	1736	1519.83	FC1	female	2.845674938	meanmale
TRINITY_DN113341_c0_g1_i2	psmg4	Chr06	Auto	50750433	50750433	TRINITY_DN113341_c0_g1_i2	1015	798.835	FC1	female	5.632325833	meanmale
TRINITY_DN113447_c0_g1_i1	med10	Chr06	Auto	60243067	60243067	TRINITY_DN113447_c0_g1_i1	1161	944.835	FC1	female	5.679424195	meanmale
TRINITY_DN113760_c0_g3_i2	taf4b	Chr06	Auto	94934368	94934368	TRINITY_DN113760_c0_g3_i2	3240	3023.83	FC1	female	2.127267955	meanmale
TRINITY_DN113911_c0_g2_i1	elp2	Chr06	Auto	61012013	61012013	TRINITY_DN113911_c0_g2_i1	3110	2893.83	FC1	female	3.982142097	meanmale
TRINITY_DN114023_c0_g1_i1	trip13	Chr06	Auto	81885093	81885093	TRINITY_DN114023_c0_g1_i1	1860	1643.83	FC1	female	4.67714701	meanmale
TRINITY_DN114305_c0_g2_i2	bphl	Chr06	Auto	50688915	50688915	TRINITY_DN114305_c0_g2_i2	1058	841.835	FC1	female	1.30499011	meanmale
TRINITY_DN115718_c0_g2_i4	Xetrov90016159m	Chr06	Auto	51948567	51948567	TRINITY_DN115718_c0_g2_i4	1807	1590.83	FC1	female	4.90529975	meanmale
TRINITY_DN115856_c0_g1_i2	c7orf25	Chr06	Auto	66030101	66030101	TRINITY_DN115856_c0_g1_i2	1773	1556.83	FC1	female	3.582047116	meanmale
TRINITY_DN115906_c0_g1_i1	ebag9	Chr06	Auto	120208689	120208689	TRINITY_DN115906_c0_g1_i1	1220	1003.83	FC1	female	5.784852461	meanmale
TRINITY_DN116210_c0_g1_i1	utp23	Chr06	Auto	121589641	121589641	TRINITY_DN116210_c0_g1_i1	917	700.958	FC1	female	6.528230347	meanmale
TRINITY_DN116543_c0_g2_i1	adcy1	Chr06	Auto	67756228	67756228	TRINITY_DN116543_c0_g2_i1	4381	4164.83	FC1	female	-1.570093598	meanmale
TRINITY_DN116732_c0_g1_i1	ccdc12	Chr06	Auto	5006867	5006867	TRINITY_DN116732_c0_g1_i1	945	728.911	FC1	female	4.423265079	meanmale
TRINITY_DN116970_c0_g2_i1	txndc5	Chr06	Auto	83529560	83529560	TRINITY_DN116970_c0_g2_i1	1751	1534.83	FC1	female	7.298637697	meanmale
TRINITY_DN117011_c0_g1_i1	terf1	Chr06	Auto	106147091	106147091	TRINITY_DN117011_c0_g1_i1	1432	1215.83	FC1	female	3.727691131	meanmale
TRINITY_DN117568_c0_g1_i2	yae1d1	Chr06	Auto	81719442	81719442	TRINITY_DN117568_c0_g1_i2	1518	1301.83	FC1	female	3.103639067	meanmale
TRINITY_DN117733_c0_g1_i1	rab5a	Chr06	Auto	78579722	78579722	TRINITY_DN117733_c0_g1_i1	1952	1735.83	FC1	female	5.221471273	meanmale
TRINITY_DN118043_c0_g2_i1	frat1	Chr06	Auto	113090983	113090983	TRINITY_DN118043_c0_g2_i1	550	334.912	FC1	female	0.358419653	meanmale
TRINITY_DN118372_c0_g2_i1	nsun2	Chr06	Auto	60059090	60059090	TRINITY_DN118372_c0_g2_i1	3476	3259.83	FC1	female	4.630149079	meanmale
TRINITY_DN118910_c0_g1_i1	scrn1	Chr06	Auto	31538944	31538944	TRINITY_DN118910_c0_g1_i1	1863	1646.83	FC1	female	2.134553791	meanmale
TRINITY_DN118958_c0_g1_i1	dpy19l4-like	Chr06	Auto	115669394	115669394	TRINITY_DN118958_c0_g1_i1	3058	2841.83	FC1	female	2.321955118	meanmale
TRINITY_DN118995_c0_g1_i2	rnf139	Chr06	Auto	129742897	129742897	TRINITY_DN118995_c0_g1_i2	2646	2429.83	FC1	female	4.163606279	meanmale
TRINITY_DN119067_c0_g1_i2	osgin2	Chr06	Auto	111290869	111290869	TRINITY_DN119067_c0_g1_i2	2078	1861.83	FC1	female	0.907409	meanmale
TRINITY_DN119274_c0_g1_i1	snrnp48	Chr06	Auto	83266419	83266419	TRINITY_DN119274_c0_g1_i1	1221	1004.83	FC1	female	3.41471963	meanmale
TRINITY_DN119554_c2_g4_i2	gmnn	Chr06	Auto	28951728	28951728	TRINITY_DN119554_c2_g4_i2	1291	1074.83	FC1	female	7.143213624	meanmale
TRINITY_DN119617_c0_g1_i1	tmem55a	Chr06	Auto	111742449	111742449	TRINITY_DN119617_c0_g1_i1	1286	1069.83	FC1	female	1.147613971	meanmale
TRINITY_DN119620_c0_g1_i2	c18orf21	Chr06	Auto	35953908	35953908	TRINITY_DN119620_c0_g1_i2	1749	1532.83	FC1	female	4.107517018	meanmale
TRINITY_DN119703_c0_g1_i2	snx10	Chr06	Auto	33394034	33394034	TRINITY_DN119703_c0_g1_i2	1769	1552.83	FC1	female	3.936921193	meanmale
TRINITY_DN119863_c0_g2_i2	atp2c1	Chr06	Auto	72247559	72247559	TRINITY_DN119863_c0_g2_i2	3764	3547.83	FC1	female	3.074228188	meanmale
TRINITY_DN119891_c0_g1_i1	slc25a32	Chr06	Auto	118353943	118353943	TRINITY_DN119891_c0_g1_i1	1665	1448.83	FC1	female	4.520496368	meanmale
TRINITY_DN119914_c0_g1_i4	tdp2	Chr06	Auto	29582585	29582585	TRINITY_DN119914_c0_g1_i4	1044	827.835	FC1	female	5.477480686	meanmale
TRINITY_DN119929_c0_g1_i1	hibadh	Chr06	Auto	32622949	32622949	TRINITY_DN119929_c0_g1_i1	1844	1627.83	FC1	female	5.339443963	meanmale
TRINITY_DN120059_c0_g2_i1	rnmt	Chr06	Auto	87920054	87920054	TRINITY_DN120059_c0_g2_i1	1669	1452.83	FC1	female	4.570461705	meanmale
TRINITY_DN120400_c0_g1_i2	dusp22	Chr06	Auto	51117287	51117287	TRINITY_DN120400_c0_g1_i2	2158	1941.83	FC1	female	3.712932257	meanmale
TRINITY_DN120545_c4_g1_i4	orc5	Chr06	Auto	105470332	105470332	TRINITY_DN120545_c4_g1_i4	1652	1435.83	FC1	female	5.01416537	meanmale
TRINITY_DN120727_c0_g2_i1	riok1	Chr06	Auto	83143440	83143440	TRINITY_DN120727_c0_g2_i1	2366	2149.83	FC1	female	3.919005696	meanmale
TRINITY_DN120837_c2_g3_i5	rbm24	Chr06	Auto	48594776	48594776	TRINITY_DN120837_c2_g3_i5	3098	2881.83	FC1	female	2.617293892	meanmale
TRINITY_DN121039_c3_g3_i4	LOC100488561	Chr06	Auto	62581439	62581439	TRINITY_DN121039_c3_g3_i4	3295	3078.83	FC1	female	1.056179792	meanmale
TRINITY_DN121128_c0_g1_i1	pard6g	Chr06	Auto	29494878	29494878	TRINITY_DN121128_c0_g1_i1	2925	2708.83	FC1	female	2.73353885	meanmale
TRINITY_DN121154_c0_g1_i1	fam134b	Chr06	Auto	59028073	59028073	TRINITY_DN121154_c0_g1_i1	2701	2484.83	FC1	female	2.324097944	meanmale
TRINITY_DN121177_c0_g1_i2	mterf1	Chr06	Auto	23212520	23212520	TRINITY_DN121177_c0_g1_i2	1319	1102.83	FC1	female	2.319988094	meanmale
TRINITY_DN121372_c0_g1_i4	cables1-like.2	Chr06	Auto	93893364	93893364	TRINITY_DN121372_c0_g1_i4	4053	3836.83	FC1	female	1.698490955	meanmale
TRINITY_DN121549_c0_g1_i2	mettl6	Chr06	Auto	72677278	72677278	TRINITY_DN121549_c0_g1_i2	1552	1335.83	FC1	female	3.161863432	meanmale
TRINITY_DN121691_c3_g3_i1	LOC733928	Chr06	Auto	50988723	50988723	TRINITY_DN121691_c3_g3_i1	2793	2576.83	FC1	female	1.727028462	meanmale
TRINITY_DN121726_c0_g1_i1	nudcd1	Chr06	Auto	116105683	116105683	TRINITY_DN121726_c0_g1_i1	2111	1894.83	FC1	female	4.145393675	meanmale
TRINITY_DN121943_c0_g1_i2	pak1ip1	Chr06	Auto	84562629	84562629	TRINITY_DN121943_c0_g1_i2	1750	1533.83	FC1	female	5.857129737	meanmale
TRINITY_DN121956_c0_g1_i6	Xetrov90016436m	Chr06	Auto	75975318	75975318	TRINITY_DN121956_c0_g1_i6	4302	4085.83	FC1	female	1.214180895	meanmale
TRINITY_DN122229_c0_g1_i1	cpvl	Chr06	Auto	31835717	31835717	TRINITY_DN122229_c0_g1_i1	1730	1513.83	FC1	female	5.866605751	meanmale
TRINITY_DN122373_c0_g1_i2	tmem200c-like	Chr06	Auto	91043939	91043939	TRINITY_DN122373_c0_g1_i2	2563	2346.83	FC1	female	0.341366111	meanmale
TRINITY_DN122382_c0_g1_i1	rrs1	Chr06	Auto	104046564	104046564	TRINITY_DN122382_c0_g1_i1	1124	907.835	FC1	female	4.986833806	meanmale
TRINITY_DN122435_c0_g1_i2	cep76	Chr06	Auto	88406064	88406064	TRINITY_DN122435_c0_g1_i2	2235	2018.83	FC1	female	3.249501864	meanmale
TRINITY_DN122654_c7_g8_i1	blvra	Chr06	Auto	65709874	65709874	TRINITY_DN122654_c7_g8_i1	736	520.093	FC1	female	1.67736633	meanmale
TRINITY_DN122777_c0_g3_i1	bcl2	Chr06	Auto	52586637	52586637	TRINITY_DN122777_c0_g3_i1	3468	3251.83	FC1	female	-0.155830353	meanmale
TRINITY_DN122933_c3_g1_i6	ttc30a	Chr06	Auto	71349761	71349761	TRINITY_DN122933_c3_g1_i6	2448	2231.83	FC1	female	2.715048291	meanmale
TRINITY_DN122965_c0_g2_i3	tbc1d7	Chr06	Auto	84585783	84585783	TRINITY_DN122965_c0_g2_i3	1350	1133.83	FC1	female	4.263315923	meanmale
TRINITY_DN123223_c0_g1_i2	rgs22	Chr06	Auto	113316148	113316148	TRINITY_DN123223_c0_g1_i2	4275	4058.83	FC1	female	-2.25300533	meanmale
TRINITY_DN123263_c0_g1_i4	thoc1	Chr06	Auto	93207095	93207095	TRINITY_DN123263_c0_g1_i4	2386	2169.83	FC1	female	5.131494831	meanmale
TRINITY_DN123398_c5_g1_i5	slc35b3	Chr06	Auto	83735985	83735985	TRINITY_DN123398_c5_g1_i5	2436	2219.83	FC1	female	2.392822816	meanmale
TRINITY_DN123403_c1_g1_i2	hey1	Chr06	Auto	108628766	108628766	TRINITY_DN123403_c1_g1_i2	2007	1790.83	FC1	female	2.972645245	meanmale
TRINITY_DN123801_c0_g1_i3	mettl4	Chr06	Auto	92273564	92273564	TRINITY_DN123801_c0_g1_i3	1931	1714.83	FC1	female	1.682275751	meanmale
TRINITY_DN124062_c0_g2_i1	LOC100497530-like	Chr06	Auto	52796542	52796542	TRINITY_DN124062_c0_g2_i1	4875	4658.83	FC1	female	2.616194293	meanmale
TRINITY_DN124369_c0_g1_i2	btd	Chr06	Auto	80333152	80333152	TRINITY_DN124369_c0_g1_i2	1915	1698.83	FC1	female	3.197800029	meanmale
TRINITY_DN124511_c1_g1_i3	rpp38-like	Chr06	Auto	23604499	23604499	TRINITY_DN124511_c1_g1_i3	1252	1035.83	FC1	female	5.105198763	meanmale
TRINITY_DN124573_c0_g2_i1	pdp1	Chr06	Auto	112778804	112778804	TRINITY_DN124573_c0_g2_i1	3272	3055.83	FC1	female	0.206798171	meanmale
TRINITY_DN124655_c4_g3_i12	LOC100498517	Chr06	Auto	38189410	38189410	TRINITY_DN124655_c4_g3_i12	6457	6240.83	FC1	female	1.640072525	meanmale
TRINITY_DN124856_c0_g1_i2	cul1	Chr06	Auto	63794483	63794483	TRINITY_DN124856_c0_g1_i2	3212	2995.83	FC1	female	4.99910687	meanmale
TRINITY_DN124862_c1_g2_i1	Xetrov90016779m	Chr06	Auto	98082512	98082512	TRINITY_DN124862_c1_g2_i1	3155	2938.83	FC1	female	2.344685152	meanmale
TRINITY_DN124913_c0_g1_i4	dfna5	Chr06	Auto	34107073	34107073	TRINITY_DN124913_c0_g1_i4	1923	1706.83	FC1	female	3.346406704	meanmale
TRINITY_DN125027_c1_g8_i1	lrrfip2	Chr06	Auto	69471330	69471330	TRINITY_DN125027_c1_g8_i1	2598	2381.83	FC1	female	3.783675911	meanmale
TRINITY_DN125169_c2_g3_i1	azi2-like	Chr06	Auto	75657283	75657283	TRINITY_DN125169_c2_g3_i1	2150	1933.83	FC1	female	4.579147497	meanmale
TRINITY_DN125533_c0_g1_i1	nsmaf	Chr06	Auto	101523665	101523665	TRINITY_DN125533_c0_g1_i1	3710	3493.83	FC1	female	1.395692763	meanmale
TRINITY_DN125604_c1_g2_i1	grb10	Chr06	Auto	68729976	68729976	TRINITY_DN125604_c1_g2_i1	4422	4205.83	FC1	female	1.670956728	meanmale
TRINITY_DN125674_c0_g3_i4	epb41l3-like	Chr06	Auto	91237505	91237505	TRINITY_DN125674_c0_g3_i4	6095	5878.83	FC1	female	1.959866489	meanmale
TRINITY_DN125730_c4_g1_i3	otud6b	Chr06	Auto	111772317	111772317	TRINITY_DN125730_c4_g1_i3	1805	1588.83	FC1	female	4.781773675	meanmale
TRINITY_DN125784_c0_g2_i4	fam221a	Chr06	Auto	34602793	34602793	TRINITY_DN125784_c0_g2_i4	1414	1197.83	FC1	female	2.728625614	meanmale
TRINITY_DN125950_c0_g5_i5	eya1	Chr06	Auto	105640584	105640584	TRINITY_DN125950_c0_g5_i5	3436	3219.83	FC1	female	-1.602953481	meanmale
TRINITY_DN126158_c0_g1_i1	ncapg2	Chr06	Auto	10662984	10662984	TRINITY_DN126158_c0_g1_i1	3860	3643.83	FC1	female	3.439573154	meanmale
TRINITY_DN126300_c1_g4_i5	hdac9	Chr06	Auto	43842907	43842907	TRINITY_DN126300_c1_g4_i5	2938	2721.83	FC1	female	-2.00991116	meanmale
TRINITY_DN126532_c2_g2_i1	LOC101732754	Chr06	Auto	40554308	40554308	TRINITY_DN126532_c2_g2_i1	633	417.289	FC1	female	2.854776465	meanmale
TRINITY_DN126621_c0_g1_i1	krit1	Chr06	Auto	23382569	23382569	TRINITY_DN126621_c0_g1_i1	1825	1608.83	FC1	female	3.515881634	meanmale
TRINITY_DN126691_c0_g1_i1	mylip	Chr06	Auto	49120605	49120605	TRINITY_DN126691_c0_g1_i1	3201	2984.83	FC1	female	2.294662474	meanmale
TRINITY_DN126945_c0_g1_i2	fam210a	Chr06	Auto	87945160	87945160	TRINITY_DN126945_c0_g1_i2	2169	1952.83	FC1	female	4.990904778	meanmale
TRINITY_DN126960_c0_g7_i1	tmem64	Chr06	Auto	111540478	111540478	TRINITY_DN126960_c0_g7_i1	1456	1239.83	FC1	female	3.064038472	meanmale
TRINITY_DN127010_c3_g1_i4	cmc1	Chr06	Auto	75691687	75691687	TRINITY_DN127010_c3_g1_i4	2410	2193.83	FC1	female	3.88017882	meanmale
TRINITY_DN127021_c5_g1_i1	cldn12	Chr06	Auto	20943002	20943002	TRINITY_DN127021_c5_g1_i1	1856	1639.83	FC1	female	5.288051767	meanmale
TRINITY_DN127067_c5_g2_i2	Xetrov90016715m	Chr06	Auto	95328043	95328043	TRINITY_DN127067_c5_g2_i2	4913	4696.83	FC1	female	1.670871817	meanmale
TRINITY_DN127132_c1_g2_i2	pag1-like	Chr06	Auto	108956513	108956513	TRINITY_DN127132_c1_g2_i2	2410	2193.83	FC1	female	0.690845025	meanmale
TRINITY_DN127161_c0_g1_i2	esco1	Chr06	Auto	93456670	93456670	TRINITY_DN127161_c0_g1_i2	3697	3480.83	FC1	female	1.981303245	meanmale
TRINITY_DN127247_c0_g1_i4	Xetrov90016416m	Chr06	Auto	73909907	73909907	TRINITY_DN127247_c0_g1_i4	3248	3031.83	FC1	female	4.316710791	meanmale
TRINITY_DN127259_c0_g1_i1	pomgnt2	Chr06	Auto	73059907	73059907	TRINITY_DN127259_c0_g1_i1	2092	1875.83	FC1	female	1.97430189	meanmale
TRINITY_DN127534_c6_g1_i3	kdsr	Chr06	Auto	52530497	52530497	TRINITY_DN127534_c6_g1_i3	2183	1966.83	FC1	female	3.589211313	meanmale
TRINITY_DN127572_c4_g1_i1	fam8a1	Chr06	Auto	48700110	48700110	TRINITY_DN127572_c4_g1_i1	2860	2643.83	FC1	female	2.113330176	meanmale
TRINITY_DN127692_c0_g3_i1	gjc2	Chr06	Auto	2392875	2392875	TRINITY_DN127692_c0_g3_i1	1991	1774.83	FC1	female	-1.625069285	meanmale
TRINITY_DN127727_c1_g2_i3	e2f5	Chr06	Auto	110269792	110269792	TRINITY_DN127727_c1_g2_i3	2141	1924.83	FC1	female	2.984582711	meanmale
TRINITY_DN127805_c6_g1_i1	c7orf57	Chr06	Auto	68078573	68078573	TRINITY_DN127805_c6_g1_i1	1229	1012.83	FC1	female	5.786635555	meanmale
TRINITY_DN128135_c2_g5_i1	dync1li1	Chr06	Auto	73984600	73984600	TRINITY_DN128135_c2_g5_i1	1973	1756.83	FC1	female	4.943943765	meanmale
TRINITY_DN128314_c2_g1_i3	gtpbp10	Chr06	Auto	20883666	20883666	TRINITY_DN128314_c2_g1_i3	2135	1918.83	FC1	female	4.014770892	meanmale
TRINITY_DN128972_c3_g1_i2	mpp6	Chr06	Auto	34140440	34140440	TRINITY_DN128972_c3_g1_i2	4797	4580.83	FC1	female	1.460842395	meanmale
TRINITY_DN128975_c2_g1_i4	ss18	Chr06	Auto	95000576	95000576	TRINITY_DN128975_c2_g1_i4	3480	3263.83	FC1	female	4.539902886	meanmale
TRINITY_DN129018_c0_g1_i1	ngfr	Chr06	Auto	4218769	4218769	TRINITY_DN129018_c0_g1_i1	1896	1679.83	FC1	female	0.463103638	meanmale
TRINITY_DN129121_c4_g9_i1	colec10	Chr06	Auto	122571103	122571103	TRINITY_DN129121_c4_g9_i1	1381	1164.83	FC1	female	0.774893968	meanmale
TRINITY_DN129197_c1_g1_i2	tcaim	Chr06	Auto	73768399	73768399	TRINITY_DN129197_c1_g1_i2	2273	2056.83	FC1	female	1.709146555	meanmale
TRINITY_DN129451_c0_g1_i2	mppe1-like	Chr06	Auto	88737158	88737158	TRINITY_DN129451_c0_g1_i2	1932	1715.83	FC1	female	2.962671884	meanmale
TRINITY_DN129561_c4_g2_i1	cdyl	Chr06	Auto	50445598	50445598	TRINITY_DN129561_c4_g2_i1	3680	3463.83	FC1	female	2.618125865	meanmale
TRINITY_DN129628_c2_g2_i2	greb1l	Chr06	Auto	93381104	93381104	TRINITY_DN129628_c2_g2_i2	6896	6679.83	FC1	female	0.555643618	meanmale
TRINITY_DN129630_c3_g1_i1	sacm1l	Chr06	Auto	82315216	82315216	TRINITY_DN129630_c3_g1_i1	2769	2552.83	FC1	female	4.714352015	meanmale
TRINITY_DN129659_c2_g1_i2	kcng2	Chr06	Auto	28686578	28686578	TRINITY_DN129659_c2_g1_i2	2348	2131.83	FC1	female	0.53101848	meanmale
TRINITY_DN129674_c0_g1_i1	mastl	Chr06	Auto	16642354	16642354	TRINITY_DN129674_c0_g1_i1	2942	2725.83	FC1	female	3.67175295	meanmale
TRINITY_DN130182_c1_g6_i1	arl4a	Chr06	Auto	45990030	45990030	TRINITY_DN130182_c1_g6_i1	1959	1742.83	FC1	female	0.931496633	meanmale
TRINITY_DN130657_c0_g2_i1	cdh17	Chr06	Auto	112826513	112826513	TRINITY_DN130657_c0_g2_i1	3601	3384.83	FC1	female	-2.120345388	meanmale
TRINITY_DN130789_c2_g1_i1	armc1	Chr06	Auto	103626898	103626898	TRINITY_DN130789_c2_g1_i1	1423	1206.83	FC1	female	4.877333246	meanmale
TRINITY_DN130927_c0_g1_i5	LOC100498522-like	Chr06	Auto	28844368	28844368	TRINITY_DN130927_c0_g1_i5	1917	1700.83	FC1	female	3.571131398	meanmale
TRINITY_DN131163_c0_g1_i9	dus3l	Chr06	Auto	22621002	22621002	TRINITY_DN131163_c0_g1_i9	2559	2342.83	FC1	female	3.585350637	meanmale
TRINITY_DN131449_c0_g1_i1	lrrd1	Chr06	Auto	23371555	23371555	TRINITY_DN131449_c0_g1_i1	2629	2412.83	FC1	female	-0.611701485	meanmale
TRINITY_DN131721_c1_g2_i2	mmp16	Chr06	Auto	110830741	110830741	TRINITY_DN131721_c1_g2_i2	5363	5146.83	FC1	female	-0.412202159	meanmale
TRINITY_DN131875_c4_g6_i1	ptpn2-like	Chr06	Auto	88360808	88360808	TRINITY_DN131875_c4_g6_i1	1831	1614.83	FC1	female	5.079189273	meanmale
TRINITY_DN131991_c4_g2_i4	hrp12	Chr06	Auto	114292236	114292236	TRINITY_DN131991_c4_g2_i4	1462	1245.83	FC1	female	5.575561974	meanmale
TRINITY_DN132120_c5_g1_i4	dlgap1	Chr06	Auto	91641944	91641944	TRINITY_DN132120_c5_g1_i4	5106	4889.83	FC1	female	-2.788195813	meanmale
TRINITY_DN132163_c5_g7_i3	tspan13	Chr06	Auto	44571628	44571628	TRINITY_DN132163_c5_g7_i3	1381	1164.83	FC1	female	2.843016842	meanmale
TRINITY_DN132228_c1_g9_i1	cdkal1	Chr06	Auto	29786847	29786847	TRINITY_DN132228_c1_g9_i1	3019	2802.83	FC1	female	2.270541734	meanmale
TRINITY_DN132243_c0_g2_i1	clptm1l	Chr06	Auto	67493250	67493250	TRINITY_DN132243_c0_g2_i1	2087	1870.83	FC1	female	3.011271551	meanmale
TRINITY_DN132253_c2_g5_i2	Xetrov90016122m	Chr06	Auto	50094346	50094346	TRINITY_DN132253_c2_g5_i2	1627	1410.83	FC1	female	2.831998049	meanmale
TRINITY_DN132278_c0_g1_i3	rheb	Chr06	Auto	6774932	6774932	TRINITY_DN132278_c0_g1_i3	1606	1389.83	FC1	female	7.5250239	meanmale
TRINITY_DN132311_c6_g1_i4	slc25a40	Chr06	Auto	21042137	21042137	TRINITY_DN132311_c6_g1_i4	1867	1650.83	FC1	female	2.055038876	meanmale
TRINITY_DN132367_c1_g1_i1	gatad1	Chr06	Auto	23616549	23616549	TRINITY_DN132367_c1_g1_i1	1330	1113.83	FC1	female	2.876473358	meanmale
TRINITY_DN132395_c1_g1_i1	sgol1	Chr06	Auto	78500226	78500226	TRINITY_DN132395_c1_g1_i1	3302	3085.83	FC1	female	3.954606962	meanmale
TRINITY_DN132531_c0_g2_i1	Xetrov90015754m	Chr06	Auto	21655584	21655584	TRINITY_DN132531_c0_g2_i1	2423	2206.83	FC1	female	2.131527638	meanmale
TRINITY_DN132659_c0_g1_i2	cdc25a	Chr06	Auto	5115156	5115156	TRINITY_DN132659_c0_g1_i2	3883	3666.83	FC1	female	5.106172959	meanmale
TRINITY_DN132854_c0_g2_i2	ldlrad4	Chr06	Auto	87988558	87988558	TRINITY_DN132854_c0_g2_i2	5219	5002.83	FC1	female	-0.407943244	meanmale
TRINITY_DN132956_c5_g1_i3	mrpl15	Chr06	Auto	100129994	100129994	TRINITY_DN132956_c5_g1_i3	994	777.835	FC1	female	6.875045522	meanmale
TRINITY_DN132986_c0_g3_i10	dyb-1	Chr06	Auto	97889315	97889315	TRINITY_DN132986_c0_g3_i10	4472	4255.83	FC1	female	1.090624036	meanmale
TRINITY_DN133045_c7_g3_i1	mterfd1-like	Chr06	Auto	115010205	115010205	TRINITY_DN133045_c7_g3_i1	1967	1750.83	FC1	female	4.75439792	meanmale
