gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN123520_c0_g1_i1	fam46d	Chr08	5.746602204	1.462858576	1.462858576	8.56E-09	5.49E-08	0.38923297	Testis_mean	male	0.0674	0.1123	1.6658	gonad
TRINITY_DN123523_c1_g1_i5	LOC100485066	Chr04	1.576087405	6.621271527	6.621271527	5.78E-16	9.48E-15	0.567683821	G23_mean	male	0.1735	0.2524	1.4543	gonad
TRINITY_DN123534_c0_g1_i2	NA	NA	2.664194373	1.756022538	1.756022538	0.00459694	0.010323209	0.350043115	G23_mean	male	0.0877	0.1646	1.8762	gonad
TRINITY_DN123543_c0_g1_i1	NA	NA	2.354617374	1.286389826	1.286389826	0.004094336	0.009319768	0.652329558	Brain_mean	male	0.0543	0.1039	1.9153	gonad
TRINITY_DN123549_c0_g1_i2	NA	NA	1.094651492	1.680841136	1.680841136	0.002382184	0.005726379	0.35063416	G43_M_mean	male	0.074	0.1409	1.904	gonad
TRINITY_DN123555_c2_g1_i1	NA	NA	1.423332146	2.4034189	2.4034189	0.000233479	0.000700942	0.470296055	Liver_mean	male	0.261	0.3179	1.2183	gonad
TRINITY_DN123581_c0_g1_i2	NA	NA	7.554207011	2.446565844	2.446565844	6.59E-19	1.41E-17	0.26411296	Brain_mean	male	0.1957	0.1589	0.8124	gonad
TRINITY_DN123589_c1_g2_i1	NA	NA	1.516235179	2.31524831	2.31524831	2.30E-06	9.98E-06	0.466935137	Brain_mean	male	0.1768	0.3173	1.7949	gonad
TRINITY_DN123612_c1_g1_i5	NA	NA	6.386819201	1.518737067	1.518737067	4.25E-09	2.87E-08	0.139989131	G23_mean	male	0.0368	0.0517	1.406	gonad
TRINITY_DN123620_c11_g1_i1	NA	NA	2.785605936	1.77371264	1.77371264	3.87E-06	1.61E-05	0.478210634	Brain_mean	male	0.0754	0.106	1.4053	gonad
TRINITY_DN123626_c0_g1_i1	NA	NA	6.068697459	2.462266247	2.462266247	1.50E-05	5.64E-05	0.427091297	G23_mean	male	0.2185	0.3539	1.6201	gonad
TRINITY_DN123634_c1_g1_i1	NA	NA	3.040661754	1.091362889	1.091362889	0.025942499	0.047655954	0.523456183	Brain_mean	male	0.0288	0.0412	1.4311	gonad
TRINITY_DN123637_c0_g1_i2	NA	NA	2.594575492	5.299864919	5.299864919	4.05E-16	6.76E-15	0.441499827	Testis_mean	male	0.0633	0.0985	1.5572	gonad
TRINITY_DN123639_c0_g1_i1	NA	NA	5.982494522	1.494205281	1.494205281	6.56E-08	3.68E-07	0.284284528	Brain_mean	male	0.0862	0.1219	1.4144	gonad
TRINITY_DN123654_c3_g1_i2	dnajb9	Chr03	1.471255902	1.181817061	1.181817061	0.008672294	0.018196332	0.398989693	G46_M_mean	male	0.1067	0.1827	1.7117	gonad
TRINITY_DN123704_c2_g3_i1	NA	NA	2.039130172	3.977215543	3.977215543	0.001035748	0.002701951	0.638841219	G31_mean	male	0.0993	0.1362	1.371	gonad
TRINITY_DN123710_c0_g1_i1	NA	NA	6.495775665	2.483090362	2.483090362	1.65E-18	3.42E-17	0.81074428	Testis_mean	male	0.0959	0.1615	1.684	gonad
TRINITY_DN123721_c0_g1_i1	NA	NA	0.44521234	1.381951648	1.381951648	0.025391529	0.046800073	0.390668419	Brain_mean	male	0.0596	0.0625	1.048	gonad
TRINITY_DN123740_c2_g3_i1	NA	NA	4.692070947	2.894309243	2.894309243	1.21E-19	2.80E-18	0.272969818	Brain_mean	male	0.0783	0.0466	0.5949	gonad
TRINITY_DN123800_c0_g1_i1	NA	NA	0.79713581	3.773772211	3.773772211	9.14E-09	5.84E-08	0.435215916	G23_mean	male	0.0787	0.1128	1.4339	gonad
TRINITY_DN123814_c1_g1_i2	NA	NA	2.38088278	1.898792195	1.898792195	8.40E-06	3.30E-05	0.553104611	Brain_mean	male	0.0733	0.0685	0.9335	gonad
TRINITY_DN123854_c0_g4_i5	parp14.1	Chr09	4.680505855	2.169957081	2.169957081	2.43E-06	1.05E-05	0.282431905	G46_M_mean	male	0.0396	0.031	0.782	gonad
TRINITY_DN123861_c1_g1_i3	erp29	Chr01	2.667315086	2.701522553	2.701522553	5.37E-06	2.18E-05	0.728738082	Brain_mean	male	0.0268	0.0466	1.7419	gonad
TRINITY_DN123877_c0_g1_i4	NA	NA	0.37201124	2.361690032	2.361690032	1.39E-05	5.27E-05	0.50021748	G43_M_mean	male	0.0798	0.1462	1.8323	gonad
TRINITY_DN123880_c0_g1_i2	NA	NA	12.54684438	2.163391895	2.163391895	8.83E-10	6.66E-09	0.077390107	G23_mean	male	0.0339	0.0504	1.4867	gonad
TRINITY_DN123883_c0_g1_i5	NA	NA	1.028335055	1.828974317	1.828974317	0.000119952	0.000382114	0.488018614	Brain_mean	male	0.0774	0.0889	1.1481	gonad
TRINITY_DN123897_c4_g2_i1	NA	NA	4.932068486	1.192678701	1.192678701	0.005249857	0.011628549	0.262314941	Testis_mean	male	0.0431	0.0625	1.4523	gonad
TRINITY_DN123916_c1_g2_i2	NA	NA	2.537604687	1.457425069	1.457425069	0.001425584	0.003605917	0.352666907	G23_mean	male	0.0332	0.0595	1.7918	gonad
TRINITY_DN123932_c1_g1_i1	NA	NA	2.065316598	1.103374871	1.103374871	0.020349712	0.038620537	0.642386956	G27_mean	male	0.0991	0.1756	1.7718	gonad
TRINITY_DN123963_c2_g1_i1	NA	NA	3.202030414	1.182359275	1.182359275	0.008414961	0.017728943	0.54550058	Testis_mean	male	0.0646	0.1044	1.6146	gonad
TRINITY_DN123969_c0_g3_i3	NA	NA	4.67867742	2.109940939	2.109940939	1.11E-07	6.00E-07	0.342160577	G23_mean	male	0.0641	0.0954	1.4871	gonad
TRINITY_DN123981_c0_g1_i1	NA	NA	2.331655375	3.878550245	3.878550245	3.36E-12	3.50E-11	0.670419573	Testis_mean	male	0.154	0.2513	1.6316	gonad
TRINITY_DN123988_c0_g3_i1	rnf207	Chr07	2.159627036	1.545327082	1.545327082	0.000642866	0.001753696	0.663181059	Brain_mean	male	0.1187	0.1112	0.9364	gonad
TRINITY_DN123995_c1_g1_i1	slc32a1	Chr10	5.631200704	1.161815541	1.161815541	6.72E-06	2.69E-05	0.143849061	Testis_mean	male	0.0343	0.0654	1.9072	gonad
TRINITY_DN123998_c3_g1_i1	NA	NA	0.185502585	1.792981665	1.792981665	0.000445624	0.001256659	0.734301873	Brain_mean	male	0.005	0.0047	0.9311	gonad
TRINITY_DN123998_c4_g1_i4	rcn3	Chr07	5.432432478	2.356729184	2.356729184	2.09E-12	2.25E-11	0.465948318	Brain_mean	male	0.041	0.0411	1.0028	gonad
TRINITY_DN124008_c0_g9_i2	zdhhc1	Chr04	1.724277505	3.868539464	3.868539464	8.38E-08	4.63E-07	0.706676008	Brain_mean	male	0.0417	0.0483	1.1581	gonad
TRINITY_DN124009_c0_g1_i3	NA	NA	4.846345264	3.033290375	3.033290375	3.01E-18	6.11E-17	0.343904112	Brain_mean	male	0.1413	0.1691	1.1968	gonad
TRINITY_DN124020_c0_g1_i3	NA	NA	2.711359631	1.672258165	1.672258165	0.000125126	0.000396689	0.382522583	G27_mean	male	0.1094	0.1671	1.5268	gonad
TRINITY_DN124038_c0_g2_i2	NA	NA	1.937138353	1.113330942	1.113330942	0.012968941	0.025990877	0.576030289	Brain_mean	male	0.0719	0.0836	1.1626	gonad
TRINITY_DN124041_c0_g1_i2	NA	NA	3.195192306	1.5589858	1.5589858	0.000308899	0.000902512	0.281295525	G43_F_mean	male	0.1746	0.3347	1.9174	gonad
TRINITY_DN124045_c0_g2_i1	tgds	Chr02	4.201556869	2.395527382	2.395527382	1.55E-07	8.21E-07	0.245193931	G43_M_mean	male	0.1111	0.1049	0.9436	gonad
TRINITY_DN124050_c0_g2_i1	NA	NA	6.156821591	3.28665218	3.28665218	1.17E-31	6.29E-30	0.435284423	Brain_mean	male	0.0596	0.0685	1.1499	gonad
TRINITY_DN124051_c0_g1_i1	NA	NA	5.733481605	1.069230317	1.069230317	0.000678658	0.001839543	0.237437862	Testis_mean	male	0.1095	0.1544	1.4102	gonad
TRINITY_DN124054_c0_g1_i1	NA	NA	1.029789771	2.306498276	2.306498276	0.000178969	0.000550299	0.486428746	G23_mean	male	0.1495	0.2272	1.5197	gonad
TRINITY_DN124062_c1_g1_i1	NA	NA	1.383014346	2.490009958	2.490009958	7.75E-07	3.68E-06	0.421993117	G46_M_mean	male	0.1502	0.1921	1.2792	gonad
TRINITY_DN124063_c2_g1_i2	NA	NA	5.838902955	1.501425303	1.501425303	0.000147519	0.000460756	0.281932751	G23_mean	male	0.0437	0.0797	1.8222	gonad
TRINITY_DN124067_c1_g2_i3	NA	NA	2.718779357	2.503839353	2.503839353	2.98E-05	0.00010634	0.643536986	Brain_mean	male	0.0586	0.098	1.6722	gonad
TRINITY_DN124080_c4_g2_i2	irg1-like.1	Chr02	2.871833382	2.422102403	2.422102403	0.000128901	0.000407169	0.411269606	Testis_mean	male	0.0627	0.0571	0.9099	gonad
TRINITY_DN124116_c0_g2_i1	odf3	Chr03	4.201384086	2.533126667	2.533126667	4.17E-10	3.28E-09	0.462766663	Testis_mean	male	0.3071	0.3465	1.1284	gonad
TRINITY_DN124131_c9_g1_i1	NA	NA	9.635780952	1.224925848	1.224925848	2.88E-05	0.000103049	0.165459019	G23_mean	male	0.056	0.0836	1.4939	gonad
TRINITY_DN124136_c0_g3_i1	NA	NA	1.387040013	3.688631144	3.688631144	1.56E-10	1.30E-09	0.670769769	Brain_mean	male	0.0538	0.0738	1.3721	gonad
TRINITY_DN124180_c0_g7_i1	NA	NA	4.715777563	5.444059529	5.444059529	2.30E-29	1.11E-27	0.533233875	Liver_mean	male	0.1549	0.2457	1.5865	gonad
TRINITY_DN124181_c0_g1_i1	NA	NA	1.07941894	2.355586542	2.355586542	0.00662389	0.01433429	0.635231187	G46_M_mean	male	0.1838	0.3314	1.803	gonad
TRINITY_DN124193_c2_g2_i3	cmtm3	Chr04	4.896361159	2.646965641	2.646965641	1.03E-17	2.01E-16	0.265093766	G27_mean	male	0.0583	0.073	1.252	gonad
TRINITY_DN124201_c1_g1_i3	c19orf54	Chr08	2.84449027	5.421970155	5.421970155	3.34E-14	4.45E-13	0.502576513	G23_mean	male	0.0331	0.043	1.298	gonad
TRINITY_DN124214_c0_g1_i1	NA	NA	4.109365691	3.079733818	3.079733818	1.44E-08	8.95E-08	0.469855001	G27_mean	male	0.0524	0.0791	1.5098	gonad
TRINITY_DN124215_c0_g2_i2	NA	NA	2.958098374	2.498611979	2.498611979	5.24E-08	2.99E-07	0.433241341	Brain_mean	male	0.0714	0.1353	1.8947	gonad
TRINITY_DN124239_c4_g2_i1	atad5	scaffold_463	10.28434334	1.211850737	1.211850737	1.41E-05	5.34E-05	0.097492685	G23_mean	male	0.0324	0.0535	1.649	gonad
TRINITY_DN124256_c0_g3_i2	NA	NA	0.637168374	3.672339219	3.672339219	9.88E-09	6.29E-08	0.484625813	Brain_mean	male	0.1841	0.2831	1.5375	gonad
TRINITY_DN124266_c1_g1_i2	NA	NA	2.698051497	3.609781764	3.609781764	1.35E-08	8.46E-08	0.450027736	Liver_mean	male	0.1131	0.1784	1.5769	gonad
TRINITY_DN124268_c4_g1_i1	NA	NA	5.798150044	1.928813359	1.928813359	1.14E-12	1.27E-11	0.258122009	Brain_mean	male	0.0551	0.0781	1.4167	gonad
TRINITY_DN124281_c0_g1_i1	NA	NA	3.99806517	1.61486392	1.61486392	6.86E-06	2.74E-05	0.270664787	Brain_mean	male	0.0906	0.1779	1.9641	gonad
TRINITY_DN124307_c0_g2_i6	NA	NA	0.888333978	2.129243697	2.129243697	5.43E-05	0.000184737	0.412902893	Brain_mean	male	0.1206	0.2211	1.833	gonad
TRINITY_DN124348_c0_g2_i1	NA	NA	3.992458387	3.839447148	3.839447148	5.41E-12	5.51E-11	0.542239746	Brain_mean	male	0.0489	0.0882	1.8028	gonad
TRINITY_DN124355_c0_g1_i2	NA	NA	2.738258062	1.709939371	1.709939371	9.43E-05	0.000305721	0.665084976	Brain_mean	male	0.1514	0.2534	1.6746	gonad
TRINITY_DN124372_c0_g1_i2	NA	NA	2.357591178	1.234344889	1.234344889	0.008497523	0.017886185	0.252539265	G23_mean	male	0.1024	0.1764	1.7225	gonad
TRINITY_DN124374_c0_g1_i2	NA	NA	1.9329355	2.213602423	2.213602423	0.000200835	0.000611283	0.55927294	Brain_mean	male	0.0568	0.0833	1.4663	gonad
TRINITY_DN124415_c0_g1_i4	NA	NA	4.022442398	1.850364204	1.850364204	4.14E-05	0.00014365	0.146252486	G27_mean	male	0.0501	0.071	1.415	gonad
TRINITY_DN124423_c0_g1_i3	NA	NA	2.301023441	2.067039997	2.067039997	0.000336014	0.00097473	0.554346	Testis_mean	male	0.1456	0.2158	1.4819	gonad
TRINITY_DN124428_c0_g1_i1	NA	NA	1.08050298	2.257833687	2.257833687	1.42E-05	5.37E-05	0.38905714	Brain_mean	male	0.0352	0.0557	1.5817	gonad
TRINITY_DN124435_c0_g2_i2	NA	NA	5.681422453	1.316577273	1.316577273	2.02E-05	7.46E-05	0.33769414	Brain_mean	male	0.0093	0.0113	1.214	gonad
TRINITY_DN124442_c1_g1_i1	NA	NA	6.957540796	2.036044157	2.036044157	1.46E-16	2.55E-15	0.104473685	G23_mean	male	0.0213	0.0288	1.3541	gonad
TRINITY_DN124443_c2_g3_i2	NA	NA	5.936246698	3.653798379	3.653798379	2.59E-12	2.74E-11	0.274468507	G43_M_mean	male	0.0684	0.0827	1.2098	gonad
TRINITY_DN124465_c2_g1_i8	NA	NA	5.276583441	1.436020527	1.436020527	5.84E-06	2.36E-05	0.177603618	Brain_mean	male	0.0571	0.088	1.5402	gonad
TRINITY_DN124471_c6_g1_i1	NA	NA	3.465887553	3.830920822	3.830920822	9.49E-10	7.13E-09	0.736902474	Testis_mean	male	0.2371	0.4619	1.9479	gonad
TRINITY_DN124481_c0_g1_i1	NA	NA	5.746633907	1.108623639	1.108623639	9.80E-06	3.81E-05	0.281917888	Brain_mean	male	0.047	0.0673	1.4326	gonad
TRINITY_DN124484_c0_g1_i4	NA	NA	4.119404827	1.670898085	1.670898085	3.60E-06	1.51E-05	0.426737798	G43_F_mean	male	0.0873	0.1389	1.592	gonad
TRINITY_DN124490_c5_g3_i1	NA	NA	8.691109472	1.320517984	1.320517984	5.39E-05	0.000183227	0.268816635	Liver_mean	male	0.0412	0.0667	1.6167	gonad
TRINITY_DN124506_c0_g3_i2	NA	NA	5.918470473	3.826561205	3.826561205	2.69E-15	4.06E-14	0.644238673	Testis_mean	male	0.0853	0.0774	0.9078	gonad
TRINITY_DN124535_c0_g1_i1	NA	NA	2.115864163	1.578719309	1.578719309	0.000400007	0.001138696	0.641405102	Brain_mean	male	0.0456	0.063	1.3841	gonad
TRINITY_DN124538_c1_g1_i1	NA	NA	1.755099414	3.127894293	3.127894293	2.72E-07	1.39E-06	0.466778748	G23_mean	male	0.0879	0.1442	1.641	gonad
TRINITY_DN124538_c2_g7_i4	NA	NA	6.123569957	1.5644694	1.5644694	3.35E-06	1.41E-05	0.466302323	Brain_mean	male	0.1361	0.2045	1.503	gonad
TRINITY_DN124548_c5_g1_i2	fbxo27	Chr08	2.823682213	1.68245155	1.68245155	0.000124193	0.00039412	0.361940829	G23_mean	male	0.0393	0.0387	0.9835	gonad
TRINITY_DN124558_c3_g2_i6	NA	NA	6.348908925	4.931331526	4.931331526	1.02E-23	3.36E-22	0.189497553	G27_mean	male	0.0956	0.1454	1.5209	gonad
TRINITY_DN124564_c2_g2_i2	gja5	Chr02	6.970477428	1.290961899	1.290961899	6.28E-07	3.02E-06	0.188854992	G23_mean	male	0.1068	0.0965	0.9032	gonad
TRINITY_DN124619_c2_g2_i2	NA	NA	4.186423097	1.487714727	1.487714727	0.000122808	0.000390383	0.359894623	G23_mean	male	0.0796	0.1083	1.3606	gonad
TRINITY_DN124643_c0_g2_i2	NA	NA	2.653729549	2.134975094	2.134975094	1.78E-07	9.36E-07	0.619036489	Brain_mean	male	0.0375	0.0469	1.2518	gonad
TRINITY_DN124660_c0_g1_i1	NA	NA	2.010579152	2.993148793	2.993148793	4.63E-10	3.62E-09	0.817239062	Brain_mean	male	0.0535	0.0886	1.6574	gonad
TRINITY_DN124678_c1_g4_i3	NA	NA	5.007420473	1.413971433	1.413971433	4.74E-05	0.000162841	0.291187638	Brain_mean	male	0.0183	0.0301	1.6434	gonad
TRINITY_DN124770_c0_g1_i3	NA	NA	3.309405345	6.012263236	6.012263236	4.58E-24	1.57E-22	0.394742845	G23_mean	male	0.1077	0.2108	1.9573	gonad
TRINITY_DN124771_c1_g6_i6	NA	NA	1.044638792	3.169894726	3.169894726	8.33E-09	5.36E-08	0.925978557	Brain_mean	male	0.0308	0.0493	1.5989	gonad
TRINITY_DN124784_c6_g7_i1	NA	NA	1.266072072	1.706698505	1.706698505	0.000330111	0.000959458	0.361678435	Brain_mean	male	0.2376	0.3039	1.2791	gonad
TRINITY_DN124789_c0_g2_i1	opn5.2	Chr05	5.077311867	1.923457884	1.923457884	3.72E-05	0.000130242	0.295948817	G43_M_mean	male	0.0932	0.1482	1.59	gonad
TRINITY_DN124815_c0_g2_i2	NA	NA	3.234750207	3.041441092	3.041441092	9.71E-08	5.30E-07	0.830663218	Brain_mean	male	0.0933	0.1722	1.8464	gonad
TRINITY_DN124819_c0_g1_i3	NA	NA	4.051174371	3.835179042	3.835179042	1.02E-16	1.82E-15	0.651711155	Testis_mean	male	0.0566	0.0651	1.1503	gonad
TRINITY_DN124823_c0_g1_i2	baz1a	Chr08	1.898986171	1.341995731	1.341995731	0.007298393	0.015624572	0.516073719	Brain_mean	male	0.0956	0.1154	1.2071	gonad
TRINITY_DN124838_c2_g3_i2	LOC100124862	Chr01	3.523443395	2.112439389	2.112439389	0.001348953	0.003432093	0.685245452	Brain_mean	male	0.041	0.0582	1.4206	gonad
TRINITY_DN124848_c3_g1_i2	NA	NA	7.298904622	2.003889753	2.003889753	3.06E-14	4.10E-13	0.499601318	Testis_mean	male	0.0538	0.063	1.1712	gonad
TRINITY_DN124895_c1_g2_i1	npas3	Chr08	0.489735681	3.621184811	3.621184811	7.39E-10	5.62E-09	0.608600961	Brain_mean	male	0.0284	0.0464	1.6339	gonad
TRINITY_DN124896_c0_g1_i2	NA	NA	4.293576878	1.574441708	1.574441708	0.000552011	0.001527458	0.555724075	Brain_mean	male	0.0553	0.0873	1.5765	gonad
TRINITY_DN124898_c0_g2_i15	NA	NA	1.013465957	2.850287044	2.850287044	3.95E-06	1.64E-05	0.693034199	Brain_mean	male	0.0397	0.0632	1.5914	gonad
TRINITY_DN124916_c1_g3_i6	NA	NA	0.809696591	1.677126285	1.677126285	0.00262558	0.006256795	0.409380076	G31_mean	male	0.0526	0.066	1.254	gonad
TRINITY_DN124919_c0_g1_i1	NA	NA	1.163949893	2.793132811	2.793132811	1.76E-05	6.53E-05	0.582912459	Brain_mean	male	0.0601	0.091	1.5132	gonad
TRINITY_DN124955_c0_g2_i2	NA	NA	5.262962543	1.160416326	1.160416326	0.000815721	0.002175513	0.279967452	Brain_mean	male	0.0771	0.1301	1.6876	gonad
TRINITY_DN124977_c1_g2_i2	NA	NA	5.361574086	2.218817798	2.218817798	7.65E-11	6.69E-10	0.388744432	Brain_mean	male	0.0812	0.1246	1.5357	gonad
TRINITY_DN124988_c3_g3_i4	NA	NA	7.108744121	3.19350645	3.19350645	3.08E-12	3.23E-11	0.228637581	G23_mean	male	0.0673	0.0865	1.286	gonad
TRINITY_DN125044_c1_g5_i2	cacna1c-like	scaffold_41	5.104414277	2.962300401	2.962300401	6.83E-17	1.23E-15	0.265006606	Testis_mean	male	0.0487	0.0835	1.7142	gonad
TRINITY_DN125048_c0_g1_i2	NA	NA	1.453727141	5.233176856	5.233176856	1.07E-10	9.12E-10	0.73610704	G27_mean	male	0.0828	0.124	1.4978	gonad
TRINITY_DN125051_c0_g1_i3	mad2l1	Chr01	0.727643378	2.575931473	2.575931473	2.84E-06	1.21E-05	0.524406873	G46_F_mean	male	0.0847	0.1114	1.315	gonad
TRINITY_DN125058_c8_g1_i2	NA	NA	4.980942894	7.469160735	7.469160735	5.08E-38	3.66E-36	0.66991495	Brain_mean	male	0.0205	0.032	1.5593	gonad
TRINITY_DN125085_c0_g1_i1	NA	NA	2.854427714	2.554363809	2.554363809	3.20E-09	2.21E-08	0.431929401	Brain_mean	male	0.1286	0.1857	1.4441	gonad
TRINITY_DN125086_c0_g1_i4	NA	NA	0.189788658	2.508165099	2.508165099	0.004864906	0.010856887	0.681540706	Brain_mean	male	0.1386	0.1951	1.4082	gonad
TRINITY_DN125146_c0_g1_i6	NA	NA	5.133756511	2.28478589	2.28478589	7.14E-09	4.64E-08	0.25842646	Liver_mean	male	0.0772	0.1461	1.8923	gonad
TRINITY_DN125165_c0_g1_i3	NA	NA	6.040870336	5.956352203	5.956352203	5.62E-54	7.73E-52	0.453298715	Testis_mean	male	0.073	0.09	1.233	gonad
TRINITY_DN125226_c2_g4_i2	Xetrov90001918m	Chr01	2.832444239	4.752239574	4.752239574	1.14E-14	1.60E-13	0.425515689	Brain_mean	male	0.05	0.0878	1.7579	gonad
TRINITY_DN125258_c0_g1_i1	NA	NA	5.128413303	2.86779863	2.86779863	2.06E-20	5.10E-19	0.228711551	G43_M_mean	male	0.1657	0.2755	1.6628	gonad
TRINITY_DN125280_c2_g2_i2	NA	NA	5.058552811	1.506799796	1.506799796	4.98E-06	2.04E-05	0.198841452	Brain_mean	male	0.1107	0.1652	1.4924	gonad
TRINITY_DN125280_c2_g4_i2	NA	NA	3.296680033	2.97030894	2.97030894	1.44E-09	1.05E-08	0.519689162	Brain_mean	male	0.017	0.0107	0.6282	gonad
TRINITY_DN125306_c0_g1_i1	NA	NA	2.126607314	2.763695608	2.763695608	2.84E-07	1.44E-06	0.740657537	Brain_mean	male	0.0661	0.0896	1.3565	gonad
TRINITY_DN125329_c1_g4_i1	NA	NA	4.934418888	1.701430706	1.701430706	1.53E-05	5.75E-05	0.404058514	G46_M_mean	male	0.0564	0.0958	1.6975	gonad
TRINITY_DN125329_c1_g5_i2	NA	NA	3.0485719	2.683497725	2.683497725	7.64E-07	3.63E-06	0.408351176	Brain_mean	male	0.082	0.1336	1.6289	gonad
TRINITY_DN125364_c0_g2_i1	prkrir	scaffold_2865	0.907144922	1.274710963	1.274710963	0.009787439	0.020242449	0.35094111	G43_F_mean	male	0.0244	0.0453	1.8556	gonad
TRINITY_DN125390_c0_g4_i3	tmem8a-like	Chr09	6.006553001	1.184009219	1.184009219	0.009590208	0.019887405	0.346160543	Brain_mean	male	0.023	0.0327	1.4198	gonad
TRINITY_DN125447_c0_g1_i6	NA	NA	5.299411528	5.982608367	5.982608367	6.32E-38	4.51E-36	0.600535352	G27_mean	male	0.0956	0.1491	1.5599	gonad
TRINITY_DN125483_c0_g3_i1	s1pr1	Chr04	3.393095353	1.28451197	1.28451197	0.001547561	0.003885264	0.482171783	Liver_mean	male	0.181	0.3272	1.8077	gonad
TRINITY_DN125494_c4_g1_i1	NA	NA	3.792360593	2.380505568	2.380505568	3.29E-09	2.27E-08	0.37775619	G27_mean	male	0.0556	0.0976	1.754	gonad
TRINITY_DN125501_c0_g1_i1	NA	NA	5.932748043	1.322776835	1.322776835	1.24E-05	4.74E-05	0.20876362	G27_mean	male	0.0454	0.0671	1.4782	gonad
TRINITY_DN125527_c2_g7_i1	NA	NA	1.310658288	1.864592379	1.864592379	0.000234287	0.00070286	0.462407088	Brain_mean	male	0.064	0.0393	0.6143	gonad
TRINITY_DN125539_c0_g2_i1	NA	NA	2.650900401	1.17385907	1.17385907	0.014699665	0.029013513	0.280942331	G43_M_mean	male	0.1666	0.3199	1.9202	gonad
TRINITY_DN125542_c1_g1_i4	NA	NA	4.41060006	1.123862807	1.123862807	0.001540194	0.003869353	0.380223188	Brain_mean	male	0.0523	0.0515	0.9855	gonad
TRINITY_DN125554_c0_g1_i6	NA	NA	4.292140284	1.82075103	1.82075103	0.000110726	0.000354877	0.391814891	Brain_mean	male	0.0422	0.0641	1.5195	gonad
TRINITY_DN125571_c2_g3_i1	NA	NA	0.498931473	3.069450836	3.069450836	6.91E-07	3.30E-06	0.423671728	G23_mean	male	0.0549	0.0647	1.1786	gonad
TRINITY_DN125573_c0_g1_i1	NA	NA	0.970177968	1.399613043	1.399613043	0.003076095	0.007205555	0.760819479	G27_mean	male	0.1225	0.1829	1.4929	gonad
TRINITY_DN125598_c6_g15_i1	NA	NA	10.55904463	1.750306585	1.750306585	1.27E-06	5.79E-06	0.090915833	Testis_mean	male	0.0571	0.0606	1.0616	gonad
TRINITY_DN125650_c3_g1_i1	NA	NA	2.24625002	1.483461015	1.483461015	0.002469187	0.00591598	0.696932732	Brain_mean	male	0.0269	0.0305	1.1313	gonad
TRINITY_DN125663_c8_g1_i4	NA	NA	0.349566999	3.221104504	3.221104504	6.81E-05	0.000227525	0.944897266	Brain_mean	male	0.0349	0.0388	1.1104	gonad
TRINITY_DN125679_c0_g1_i2	NA	NA	10.08898922	1.72455683	1.72455683	2.67E-09	1.87E-08	0.089167709	G43_M_mean	male	0.0897	0.1689	1.8836	gonad
TRINITY_DN125689_c3_g5_i4	NA	NA	4.391539462	1.081607505	1.081607505	0.025562791	0.047054224	0.444860056	Brain_mean	male	0.1296	0.1852	1.4286	gonad
TRINITY_DN125697_c1_g1_i1	NA	NA	5.865236655	1.609308039	1.609308039	0.000164766	0.000509893	0.775414704	Testis_mean	male	0.0288	0.0346	1.2037	gonad
TRINITY_DN125730_c1_g2_i1	NA	NA	4.986991658	1.219244612	1.219244612	0.01904179	0.036454752	0.541708588	Testis_mean	male	0.0698	0.092	1.3167	gonad
TRINITY_DN125739_c0_g1_i1	NA	NA	0.427585825	2.053434614	2.053434614	2.84E-05	0.000101947	0.760496929	Brain_mean	male	0.0471	0.0748	1.586	gonad
TRINITY_DN125761_c2_g6_i2	NA	NA	0.860820564	1.940510313	1.940510313	0.000291972	0.00085711	0.921085318	Brain_mean	male	0.0348	0.0455	1.3073	gonad
TRINITY_DN125800_c1_g1_i2	NA	NA	8.036238267	1.431327972	1.431327972	8.55E-08	4.72E-07	0.194110206	Brain_mean	male	0.0402	0.0491	1.2205	gonad
TRINITY_DN125805_c1_g1_i1	ankdd1b	Chr01	4.283078281	1.37051201	1.37051201	0.000141109	0.000442387	0.200574751	Testis_mean	male	0.0426	0.0569	1.3373	gonad
TRINITY_DN125828_c2_g4_i6	NA	NA	1.010382474	1.94062036	1.94062036	0.000356339	0.001026563	0.661829849	Brain_mean	male	0.0128	0.0155	1.2155	gonad
TRINITY_DN125841_c2_g2_i3	LOC101730438-like	Chr04	2.875456124	1.809412635	1.809412635	0.002259595	0.00546079	0.885507587	Brain_mean	male	0.0265	0.0338	1.2772	gonad
TRINITY_DN125860_c0_g1_i1	NA	NA	7.034528651	10.39426952	10.39426952	7.20E-73	1.68E-70	0.564519363	G27_mean	male	0.1021	0.201	1.9692	gonad
TRINITY_DN125909_c1_g1_i1	NA	NA	1.465414073	2.993736878	2.993736878	2.24E-07	1.16E-06	0.668692032	Brain_mean	male	0.0384	0.048	1.2494	gonad
TRINITY_DN125938_c4_g5_i1	NA	NA	0.298849049	2.422710413	2.422710413	0.000206044	0.000625452	0.547857199	G46_M_mean	male	0.0209	0.038	1.8163	gonad
TRINITY_DN125942_c2_g3_i6	NA	NA	8.711630575	1.584051649	1.584051649	1.40E-08	8.69E-08	0.175696692	G23_mean	male	0.0468	0.0558	1.1935	gonad
