gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias
TRINITY_DN121533_c0_g1_i2	NA	NA	NA	NA	6.911630304	-1.251564507	0.00000144	0.00000649	0.320658811	Ovary_mean	female
TRINITY_DN121539_c0_g1_i1	NA	NA	NA	NA	6.703050738	-1.487968643	1.23E-08	7.75E-08	0.356337413	Ovary_mean	female
TRINITY_DN121548_c0_g1_i1	LOC100494871	Chr04	121858067	121858067	5.664945322	-8.061826616	2.53E-47	2.76E-45	0.865504169	Ovary_mean	female
TRINITY_DN121549_c0_g1_i2	NA	NA	NA	NA	5.539187458	-2.515898243	2.78E-08	0.000000166	0.590801454	Ovary_mean	female
TRINITY_DN121554_c1_g10_i1	irf3	Chr07	102991864	102991864	3.433820832	-2.517064474	1.74E-10	1.44E-09	0.718149883	Ovary_mean	female
TRINITY_DN121554_c1_g3_i1	NA	NA	NA	NA	2.696727624	-3.282849727	3.08E-13	3.71E-12	0.714662785	Ovary_mean	female
TRINITY_DN121562_c0_g1_i6	NA	NA	NA	NA	5.683329868	-9.346569343	3.63E-85	1.19E-82	0.88536071	Ovary_mean	female
TRINITY_DN121564_c0_g1_i2	NA	NA	NA	NA	5.207717845	-2.467213505	7.7E-17	1.38E-15	0.592131897	Ovary_mean	female
TRINITY_DN121578_c0_g1_i1	NA	NA	NA	NA	6.574485758	-2.140789053	5.3E-18	1.06E-16	0.545789082	Ovary_mean	female
TRINITY_DN121587_c0_g2_i1	NA	NA	NA	NA	2.864887844	-2.076394553	0.022699934	0.042484694	0.821616865	Ovary_mean	female
TRINITY_DN121590_c1_g1_i1	NA	NA	NA	NA	0.501377773	-2.037438554	0.000138265	0.000434014	0.425647262	G43_F_mean	female
TRINITY_DN121593_c4_g2_i1	nosip	Chr07	102708991	102708991	6.701183604	-1.66613622	5.11E-10	3.97E-09	0.327473231	Ovary_mean	female
TRINITY_DN121595_c1_g1_i1	NA	NA	NA	NA	3.496338492	-1.385454031	0.001352327	0.003439127	0.261719329	Ovary_mean	female
TRINITY_DN1215_c0_g2_i1	NA	NA	NA	NA	2.265423322	-3.160799301	0.0000215	0.0000788	0.31543028	Ovary_mean	female
TRINITY_DN121605_c0_g2_i3	NA	NA	NA	NA	6.876144812	-2.206024491	2.27E-18	4.65E-17	0.395084112	Liver_mean	female
TRINITY_DN121615_c0_g1_i1	NA	NA	NA	NA	6.558834303	-2.619398297	4.02E-25	1.49E-23	0.551282233	Ovary_mean	female
TRINITY_DN121625_c0_g1_i1	NA	NA	NA	NA	5.53956213	-1.179169968	0.000525049	0.001459116	0.571820673	Ovary_mean	female
TRINITY_DN121643_c0_g2_i1	NA	NA	NA	NA	2.867117827	-1.184229423	0.003286495	0.007649951	0.505140819	Ovary_mean	female
TRINITY_DN121645_c1_g1_i1	NA	NA	NA	NA	2.257504429	-1.111688349	0.025551322	0.047044627	0.730704183	Ovary_mean	female
TRINITY_DN121649_c0_g1_i1	ube2o	Chr10	36666156	36666156	2.339885314	-2.239662014	0.000000123	0.00000066	0.759697916	Ovary_mean	female
TRINITY_DN121657_c0_g1_i2	NA	NA	NA	NA	3.443587755	-1.450119964	0.0000958	0.000310402	0.289106337	G23_mean	female
TRINITY_DN121663_c1_g2_i1	wipf3-like	Chr06	31562967	31562967	4.295418892	-3.957580215	9.78E-24	3.22E-22	0.576138758	Ovary_mean	female
TRINITY_DN121666_c1_g3_i2	rpl35	Chr08	10517024	10517024	3.447514858	-1.944080954	0.000181215	0.000556599	0.203346481	G43_M_mean	female
TRINITY_DN121668_c0_g1_i1	NA	NA	NA	NA	5.343303597	-1.767990072	0.000027	0.0000974	0.467483532	Ovary_mean	female
TRINITY_DN121669_c0_g1_i1	gpr83	Chr08	19937478	19937478	2.596070915	-1.112746793	0.010442814	0.021456273	0.218539926	G46_M_mean	female
TRINITY_DN121669_c0_g2_i1	rnf182	Chr06	86040381	86040381	3.87910231	-1.253037143	0.00069098	0.001870023	0.289613996	G46_F_mean	female
TRINITY_DN121678_c0_g2_i4	kiaa0586	Chr08	83158041	83158041	6.849563244	-1.846115037	5.6E-13	6.55E-12	0.335920451	Ovary_mean	female
TRINITY_DN121681_c0_g3_i1	cln6	Chr03	116488040	116488040	0.31299542	-2.129608228	0.000573054	0.001578716	0.698990017	Brain_mean	female
TRINITY_DN121683_c1_g1_i1	NA	NA	NA	NA	2.712804422	-1.788086567	0.000282313	0.000831351	0.832723522	Ovary_mean	female
TRINITY_DN121690_c0_g1_i2	NA	NA	NA	NA	2.569365083	-1.899798194	0.000629877	0.001722011	0.441010696	Ovary_mean	female
TRINITY_DN121691_c3_g3_i1	NA	NA	NA	NA	4.983073023	-2.520536237	4.94E-12	5.05E-11	0.55732935	Ovary_mean	female
TRINITY_DN121691_c3_g4_i1	NA	NA	NA	NA	3.534354254	-1.994549447	0.012397487	0.024974126	0.781050332	Ovary_mean	female
TRINITY_DN121707_c0_g2_i1	NA	NA	NA	NA	5.833624931	-2.775507039	1.76E-18	3.62E-17	0.424283789	Ovary_mean	female
TRINITY_DN121708_c0_g1_i1	NA	NA	NA	NA	5.611297857	-2.596600497	1.8E-11	1.73E-10	0.764789595	Ovary_mean	female
TRINITY_DN121709_c1_g1_i1	NA	NA	NA	NA	4.062642573	-8.625019032	1.29E-50	1.61E-48	0.780527862	Ovary_mean	female
TRINITY_DN121709_c1_g3_i3	NA	NA	NA	NA	5.483502898	-6.479954278	5.52E-50	6.59E-48	0.828147909	Ovary_mean	female
TRINITY_DN121715_c0_g1_i1	NA	NA	NA	NA	6.469051652	-1.288184194	0.00000211	0.00000924	0.359788933	Ovary_mean	female
TRINITY_DN121726_c0_g1_i1	kat5	Chr04	37688066	37688066	6.416877747	-1.842816343	1.78E-10	1.47E-09	0.410517346	Ovary_mean	female
TRINITY_DN121728_c2_g2_i3	NA	NA	NA	NA	7.332300553	-2.094883978	3.53E-13	4.22E-12	0.422473208	Ovary_mean	female
TRINITY_DN121732_c0_g1_i1	NA	NA	NA	NA	3.777579255	-5.280747056	5.63E-23	1.73E-21	0.874446296	Ovary_mean	female
TRINITY_DN121733_c0_g1_i3	ephb1	Chr05	126944240	126944240	6.28155421	-9.543456858	1.19E-107	8.69E-105	0.830509353	Ovary_mean	female
TRINITY_DN121738_c0_g2_i3	casp6	Chr01	59235302	59235302	7.577481534	-1.710504767	0.000000156	0.000000826	0.12925815	G27_mean	female
TRINITY_DN121743_c2_g1_i1	NA	NA	NA	NA	6.745257837	-1.432971348	0.0000418	0.000144818	0.252664296	G23_mean	female
TRINITY_DN121771_c0_g1_i1	Xetrov90029958m	scaffold_663	33927	33927	6.010489036	-1.870088541	3.02E-14	4.07E-13	0.466828068	Ovary_mean	female
TRINITY_DN121781_c0_g1_i1	NA	NA	NA	NA	7.875795815	-1.152553871	0.00000107	0.00000494	0.214918727	Ovary_mean	female
TRINITY_DN121785_c0_g2_i1	NA	NA	NA	NA	5.217952807	-4.779792902	3E-28	1.33E-26	0.552776802	Ovary_mean	female
TRINITY_DN121787_c0_g1_i1	NA	NA	NA	NA	3.15358984	-1.240863908	0.001455735	0.003675588	0.613526658	Ovary_mean	female
TRINITY_DN121815_c5_g2_i6	NA	NA	NA	NA	6.915226499	-1.403964565	1.67E-08	0.000000103	0.359137396	Ovary_mean	female
TRINITY_DN121820_c0_g1_i2	NA	NA	NA	NA	4.97160772	-3.189609799	3.27E-19	7.19E-18	0.573146234	Ovary_mean	female
TRINITY_DN121823_c0_g1_i2	NA	NA	NA	NA	6.673116958	-1.990823131	7.93E-12	7.92E-11	0.591276153	Ovary_mean	female
TRINITY_DN121834_c1_g1_i1	NA	NA	NA	NA	0.202820804	-2.451552928	0.0000217	0.0000796	0.889564806	Ovary_mean	female
TRINITY_DN121834_c1_g3_i2	NA	NA	NA	NA	2.15783453	-2.921346347	0.0000079	0.0000312	0.904134549	Ovary_mean	female
TRINITY_DN121840_c0_g1_i3	slk-like	Chr07	19692774	19692774	0.613457692	-3.452966642	0.00000104	0.00000482	0.52401954	Ovary_mean	female
TRINITY_DN121856_c0_g1_i1	donson	Chr02	10021947	10021947	5.117132603	-2.126202572	4E-12	4.13E-11	0.433764122	Ovary_mean	female
TRINITY_DN121862_c1_g1_i1	NA	NA	NA	NA	4.287234489	-5.9419966	1.42E-34	8.89E-33	0.770344672	Ovary_mean	female
TRINITY_DN121862_c1_g2_i3	psme2	Chr01	127210129	127210129	3.185914844	-3.392037118	1.17E-11	1.14E-10	0.505887319	Ovary_mean	female
TRINITY_DN121870_c0_g1_i1	NA	NA	NA	NA	6.915563911	-1.352166695	4.35E-09	2.93E-08	0.310334368	Ovary_mean	female
TRINITY_DN121872_c1_g2_i3	NA	NA	NA	NA	1.320232572	-2.204640954	0.000905379	0.002390328	0.674173894	Brain_mean	female
TRINITY_DN121875_c0_g1_i1	NA	NA	NA	NA	4.023100027	-2.276466883	0.000000127	0.000000683	0.456987127	Ovary_mean	female
TRINITY_DN121879_c1_g1_i5	NA	NA	NA	NA	9.206797693	-1.012508505	0.002074637	0.005053317	0.264895391	Ovary_mean	female
TRINITY_DN121882_c0_g1_i1	NA	NA	NA	NA	6.866743306	-7.562185628	1.77E-68	3.71E-66	0.764614786	Ovary_mean	female
TRINITY_DN121888_c0_g2_i1	NA	NA	NA	NA	5.762690441	-1.365790587	8.23E-08	0.000000456	0.511359896	Ovary_mean	female
TRINITY_DN121889_c0_g2_i1	chst13	Chr04	122875443	122875443	6.135329607	-3.292096194	3.63E-32	1.99E-30	0.626073867	Ovary_mean	female
TRINITY_DN121896_c0_g2_i5	NA	NA	NA	NA	1.408437193	-2.509272675	0.000842681	0.002240792	0.394099722	G43_F_mean	female
TRINITY_DN121901_c0_g1_i3	NA	NA	NA	NA	5.918404677	-2.108844945	4.18E-15	6.16E-14	0.536310592	Ovary_mean	female
TRINITY_DN121912_c1_g2_i1	NA	NA	NA	NA	6.591896994	-1.400892824	2.54E-09	1.78E-08	0.359321351	Ovary_mean	female
TRINITY_DN121916_c2_g5_i1	NA	NA	NA	NA	3.20822234	-2.499539367	0.000000249	0.00000128	0.68683363	Ovary_mean	female
TRINITY_DN121918_c0_g1_i1	NA	NA	NA	NA	6.836017788	-2.766684747	7.24E-28	3.14E-26	0.58059648	Ovary_mean	female
TRINITY_DN121919_c8_g3_i5	NA	NA	NA	NA	7.761111144	-1.446393433	0.00000106	0.00000492	0.386312192	Ovary_mean	female
TRINITY_DN121931_c0_g1_i1	NA	NA	NA	NA	6.53185813	-4.239687966	2.82E-42	2.54E-40	0.656780336	Ovary_mean	female
TRINITY_DN121933_c2_g8_i2	LOC100124842	Chr09	63788692	63788692	2.060240896	-1.240179263	0.008263855	0.017449697	0.749959708	Brain_mean	female
TRINITY_DN121943_c0_g1_i2	klhl7	Chr06	34864009	34864009	7.415507732	-1.247467358	0.000000902	0.00000423	0.406134234	Ovary_mean	female
TRINITY_DN121944_c0_g4_i1	NA	NA	NA	NA	5.30465873	-2.541865963	7.44E-16	1.2E-14	0.422466945	Ovary_mean	female
TRINITY_DN121956_c0_g1_i6	NA	NA	NA	NA	4.215786676	-1.433705546	0.0000576	0.000194847	0.452406344	Ovary_mean	female
TRINITY_DN121973_c0_g1_i2	NA	NA	NA	NA	7.104672813	-2.470977078	2.57E-20	6.31E-19	0.623110889	Ovary_mean	female
TRINITY_DN121977_c0_g3_i5	NA	NA	NA	NA	1.324241484	-2.97324335	0.000000532	0.00000259	0.716475033	Brain_mean	female
TRINITY_DN121981_c0_g1_i2	NA	NA	NA	NA	6.474805154	-3.140397704	8.02E-36	5.17E-34	0.575157794	Ovary_mean	female
TRINITY_DN121983_c0_g2_i3	NA	NA	NA	NA	5.071333676	-1.34170761	0.00000409	0.0000169	0.257818333	Ovary_mean	female
TRINITY_DN121985_c0_g1_i2	NA	NA	NA	NA	1.774085587	-2.017253047	0.000805857	0.002150732	0.682194557	Brain_mean	female
TRINITY_DN121986_c0_g1_i2	NA	NA	NA	NA	5.707224114	-1.179710164	0.0000771	0.000254286	0.370025774	Ovary_mean	female
TRINITY_DN121990_c1_g1_i1	rpf2	Chr05	74170662	74170662	2.804105215	-3.004647792	0.000102963	0.000332167	0.794070217	Ovary_mean	female
TRINITY_DN121993_c0_g1_i1	NA	NA	NA	NA	1.786789121	-1.947375402	0.0000145	0.0000545	0.68489346	Ovary_mean	female
TRINITY_DN122000_c1_g3_i2	NA	NA	NA	NA	3.461518996	-4.722445029	1.24E-21	3.36E-20	0.704582677	Ovary_mean	female
TRINITY_DN122009_c0_g1_i1	NA	NA	NA	NA	6.886742396	-7.708177059	9.95E-44	9.35E-42	0.54222645	Ovary_mean	female
TRINITY_DN122021_c0_g1_i1	NA	NA	NA	NA	0.610134775	-4.832291706	5.49E-14	7.16E-13	0.488454924	G31_mean	female
TRINITY_DN122021_c0_g2_i1	capsl	Chr01	185311838	185311838	2.167581539	-5.546018606	2.96E-22	8.54E-21	0.452404545	G31_mean	female
TRINITY_DN122021_c2_g12_i1	NA	NA	NA	NA	0.547685342	-5.576007738	6.52E-14	8.44E-13	0.447150745	G27_mean	female
TRINITY_DN122042_c0_g1_i1	NA	NA	NA	NA	6.552069977	-1.477103251	6.32E-09	4.15E-08	0.099161559	G46_F_mean	female
TRINITY_DN122042_c0_g2_i1	NA	NA	NA	NA	6.825131702	-1.516674333	7.55E-11	6.6E-10	0.139801097	G46_F_mean	female
TRINITY_DN122048_c0_g1_i1	NA	NA	NA	NA	2.800824006	-7.552372127	0.000000321	0.00000162	0.908655677	Ovary_mean	female
TRINITY_DN122053_c1_g2_i1	mapk1	Chr01	145564894	145564894	2.222912319	-4.744499022	4.5E-19	9.77E-18	0.557910843	G46_M_mean	female
TRINITY_DN122072_c1_g1_i1	NA	NA	NA	NA	5.777515948	-6.142842141	4.16E-42	3.69E-40	0.546065287	G46_F_mean	female
TRINITY_DN122073_c0_g1_i1	NA	NA	NA	NA	2.715819911	-3.099671081	8.01E-11	6.97E-10	0.572189429	G31_mean	female
TRINITY_DN122073_c0_g2_i6	NA	NA	NA	NA	6.240378517	-5.124719253	3.04E-31	1.59E-29	0.563769652	Ovary_mean	female
TRINITY_DN122074_c0_g1_i2	NA	NA	NA	NA	3.892084445	-2.33027593	1.43E-11	1.39E-10	0.707725234	Ovary_mean	female
TRINITY_DN122094_c3_g1_i1	NA	NA	NA	NA	6.792029995	-1.918236686	1.45E-14	2.01E-13	0.380560563	Ovary_mean	female
TRINITY_DN122094_c3_g3_i1	NA	NA	NA	NA	2.712066435	-2.706273209	0.018610574	0.035750558	0.572338643	Ovary_mean	female
TRINITY_DN122094_c7_g1_i2	NA	NA	NA	NA	3.811937575	-1.160677739	0.00623743	0.013566951	0.444603273	Ovary_mean	female
TRINITY_DN122094_c7_g2_i1	NA	NA	NA	NA	5.786642116	-1.099286675	0.0000346	0.000122163	0.378493573	Ovary_mean	female
TRINITY_DN122106_c0_g2_i1	NA	NA	NA	NA	0.492509695	-1.955870129	0.002808551	0.006641604	0.704579668	Ovary_mean	female
TRINITY_DN122117_c0_g3_i3	NA	NA	NA	NA	5.658669144	-1.890055888	3.57E-12	3.71E-11	0.4695955	Ovary_mean	female
TRINITY_DN122125_c0_g1_i2	NA	NA	NA	NA	2.699659576	-1.242225222	0.001608477	0.004025654	0.64741183	Ovary_mean	female
TRINITY_DN122131_c0_g1_i1	stk38l	scaffold_554	7320	7320	5.721051151	-2.418464021	1.89E-19	4.27E-18	0.570057963	Ovary_mean	female
TRINITY_DN122136_c0_g1_i2	NA	NA	NA	NA	2.297635746	-1.81699543	0.0000225	0.0000823	0.569486917	Brain_mean	female
TRINITY_DN122144_c0_g1_i1	NA	NA	NA	NA	1.396329491	-1.84553974	0.022156762	0.041602709	0.889133017	Ovary_mean	female
TRINITY_DN122144_c0_g2_i1	ctbp1	Chr01	14365424	14365424	5.774668215	-3.017069664	1.56E-24	5.53E-23	0.520961826	Ovary_mean	female
TRINITY_DN122146_c0_g1_i1	NA	NA	NA	NA	2.824837787	-1.892280641	0.00000774	0.0000307	0.414834366	Ovary_mean	female
TRINITY_DN122146_c0_g4_i1	LOC100497103	Chr05	88605340	88605340	4.391419485	-2.284686996	1.74E-10	1.44E-09	0.446379281	Ovary_mean	female
TRINITY_DN122146_c0_g9_i1	NA	NA	NA	NA	5.147758357	-1.717991199	3.75E-08	0.000000219	0.440195396	Ovary_mean	female
TRINITY_DN122149_c0_g1_i1	NA	NA	NA	NA	4.8604121	-4.628506024	1.02E-33	6.04E-32	0.49424837	Liver_mean	female
TRINITY_DN122159_c5_g1_i1	NA	NA	NA	NA	4.137577254	-1.694840664	0.000167012	0.000516349	0.149438469	G23_mean	female
TRINITY_DN122165_c7_g2_i1	NA	NA	NA	NA	1.519308004	-2.70133475	5.69E-08	0.000000322	0.753293346	Ovary_mean	female
TRINITY_DN122167_c0_g1_i8	NA	NA	NA	NA	8.154387332	-5.04264359	8.67E-71	1.92E-68	0.443012843	Ovary_mean	female
TRINITY_DN122173_c0_g1_i1	NA	NA	NA	NA	5.52459651	-2.955429496	3.67E-18	7.43E-17	0.546570931	Ovary_mean	female
TRINITY_DN122175_c0_g1_i1	NA	NA	NA	NA	3.736187507	-1.711400538	0.000043	0.000148911	0.265901334	G46_M_mean	female
TRINITY_DN122177_c1_g1_i1	NA	NA	NA	NA	2.410239191	-1.873354014	0.0043107	0.00975362	0.593647023	Ovary_mean	female
TRINITY_DN122182_c0_g1_i2	NA	NA	NA	NA	5.944998005	-1.917195886	6.13E-10	4.71E-09	0.488423373	Ovary_mean	female
TRINITY_DN122191_c0_g1_i2	NA	NA	NA	NA	6.968608123	-1.026878032	0.0000232	0.0000845	0.279336658	Ovary_mean	female
TRINITY_DN122194_c3_g1_i2	NA	NA	NA	NA	4.536596594	-3.865504213	2.06E-22	6.03E-21	0.697605689	Ovary_mean	female
TRINITY_DN122199_c0_g1_i2	NA	NA	NA	NA	7.412034053	-2.652230076	7.52E-17	1.35E-15	0.50470089	Ovary_mean	female
TRINITY_DN122200_c2_g4_i2	fam115c	Chr03	80367407	80367407	4.850498727	-1.702031383	0.000000568	0.00000276	0.538859421	Ovary_mean	female
TRINITY_DN122212_c0_g1_i2	paics.1	Chr01	31652922	31652922	5.297151044	-1.445076328	0.00000411	0.000017	0.428723797	Ovary_mean	female
TRINITY_DN122213_c2_g5_i1	NA	NA	NA	NA	6.300041398	-2.920751154	1.87E-24	6.6E-23	0.519192738	Ovary_mean	female
TRINITY_DN122218_c0_g2_i1	NA	NA	NA	NA	7.651108169	-1.046770779	0.00000288	0.0000123	0.309665228	Ovary_mean	female
TRINITY_DN122221_c0_g2_i1	kiaa1841-like	Chr05	27671216	27671216	4.261033359	-2.174066389	0.00088137	0.002333495	0.560831219	Ovary_mean	female
TRINITY_DN122222_c0_g3_i5	NA	NA	NA	NA	6.428569384	-2.093572245	9.22E-14	1.17E-12	0.469266644	Ovary_mean	female
TRINITY_DN122225_c0_g1_i5	NA	NA	NA	NA	7.198340225	-1.515972529	0.000000202	0.00000105	0.473373709	Ovary_mean	female
TRINITY_DN122229_c0_g1_i1	Xetrov90025024m	Chr10	14967726	14967726	7.618284036	-1.537202427	6.06E-10	4.66E-09	0.401513388	Ovary_mean	female
TRINITY_DN122238_c0_g4_i1	NA	NA	NA	NA	3.719257628	-1.643897163	0.0000097	0.0000377	0.500103128	Ovary_mean	female
TRINITY_DN122244_c0_g1_i1	NA	NA	NA	NA	5.039130519	-1.48441694	0.00000317	0.0000134	0.416502572	Ovary_mean	female
TRINITY_DN122245_c0_g1_i1	NA	NA	NA	NA	8.358746211	-3.895904002	2.52E-45	2.52E-43	0.576031077	Ovary_mean	female
TRINITY_DN122252_c0_g1_i2	NA	NA	NA	NA	4.203070575	-1.860021496	5.91E-08	0.000000334	0.628984563	Ovary_mean	female
TRINITY_DN122269_c0_g4_i1	NA	NA	NA	NA	2.968191027	-1.681622712	0.00009	0.000293102	0.385672206	Ovary_mean	female
TRINITY_DN122287_c2_g3_i6	apoa5	Chr07	83939838	83939838	1.715352622	-2.193385556	0.00000395	0.0000164	0.593019482	Ovary_mean	female
TRINITY_DN122291_c2_g1_i1	Xetrov90003572m	Chr01	178656582	178656582	0.088971726	-1.517925361	0.022420712	0.042003924	0.803298505	Ovary_mean	female
TRINITY_DN122291_c2_g2_i1	NA	NA	NA	NA	4.570318455	-1.231212465	0.001154905	0.002983129	0.485050924	Ovary_mean	female
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	6.614400474	-8.750816613	6.16E-93	2.57E-90	0.842015965	Ovary_mean	female
TRINITY_DN122298_c0_g2_i1	cyp19a1	Chr03	92646100	92646100	6.086648767	-2.627068849	9.31E-15	1.32E-13	0.54871531	Ovary_mean	female
TRINITY_DN122300_c0_g1_i3	NA	NA	NA	NA	8.181005308	-3.118157168	1.18E-23	3.84E-22	0.640637195	Ovary_mean	female
TRINITY_DN122305_c6_g7_i1	tmx4	Chr05	21650810	21650810	2.144403028	-1.426395608	0.004715757	0.010562697	0.510600458	Ovary_mean	female
TRINITY_DN122308_c0_g2_i4	NA	NA	NA	NA	5.18103638	-1.834117529	1.94E-08	0.000000118	0.524139855	Ovary_mean	female
TRINITY_DN122312_c0_g1_i2	NA	NA	NA	NA	0.073083567	-1.41104844	0.007820731	0.016624488	0.344950566	G43_M_mean	female
TRINITY_DN122315_c2_g2_i3	NA	NA	NA	NA	4.668733628	-4.353998984	7.72E-21	1.97E-19	0.720606894	Ovary_mean	female
TRINITY_DN122337_c0_g1_i2	NA	NA	NA	NA	3.832162711	-1.373035325	0.001097552	0.002848684	0.684236494	Ovary_mean	female
TRINITY_DN122337_c0_g3_i1	vstm2b	Chr04	23454842	23454842	2.922650179	-1.512005246	0.000079	0.000260133	0.6463109	Ovary_mean	female
TRINITY_DN122342_c1_g2_i6	NA	NA	NA	NA	1.200951935	-1.542533354	0.002268476	0.00547873	0.740772081	Ovary_mean	female
TRINITY_DN122358_c1_g3_i1	NA	NA	NA	NA	5.850598553	-1.969791867	6.05E-11	5.37E-10	0.296269556	Ovary_mean	female
TRINITY_DN122367_c0_g1_i3	NA	NA	NA	NA	6.693596893	-1.052675112	0.00000141	0.00000636	0.277033842	Ovary_mean	female
TRINITY_DN122371_c0_g1_i1	NA	NA	NA	NA	7.468899716	-1.204891821	0.000000418	0.00000206	0.355324287	Ovary_mean	female
TRINITY_DN122373_c0_g1_i2	NA	NA	NA	NA	3.74367155	-2.81495025	5.44E-10	4.21E-09	0.628747211	Brain_mean	female
TRINITY_DN122373_c0_g2_i1	pnpla4-like	Chr02	29064471	29064471	1.375410345	-3.07006513	0.00000065	0.00000312	0.705029662	Ovary_mean	female
TRINITY_DN122374_c1_g1_i4	NA	NA	NA	NA	6.042958313	-2.283285936	4.17E-14	5.52E-13	0.412407587	Ovary_mean	female
TRINITY_DN122374_c1_g5_i1	NA	NA	NA	NA	6.839212575	-2.065796338	1.79E-18	3.67E-17	0.443630173	Ovary_mean	female
TRINITY_DN122376_c0_g1_i2	NA	NA	NA	NA	2.283013741	-1.749650639	0.009867331	0.020387122	0.359480782	G43_F_mean	female
TRINITY_DN122379_c0_g2_i1	NA	NA	NA	NA	5.954231893	-1.014075824	0.000900647	0.002378669	0.280290808	Ovary_mean	female
TRINITY_DN122381_c0_g1_i2	NA	NA	NA	NA	5.392032651	-1.628228962	0.00000016	0.000000845	0.427250135	Ovary_mean	female
TRINITY_DN122382_c0_g1_i1	LOC100485616	Chr01	145759872	145759872	5.909267081	-1.241008403	0.0000103	0.00004	0.362626821	Ovary_mean	female
TRINITY_DN122385_c2_g1_i3	NA	NA	NA	NA	5.83393879	-2.089398141	3.58E-15	5.3E-14	0.626464528	Ovary_mean	female
TRINITY_DN122399_c0_g1_i2	NA	NA	NA	NA	6.033003902	-3.311265016	1.39E-28	6.36E-27	0.445297057	Ovary_mean	female
TRINITY_DN122413_c4_g5_i2	NA	NA	NA	NA	5.472661791	-1.409736064	0.000124641	0.000395386	0.64581193	Ovary_mean	female
TRINITY_DN122414_c0_g1_i3	NA	NA	NA	NA	2.531987586	-1.749492114	0.000201927	0.000614194	0.668565311	Ovary_mean	female
TRINITY_DN122420_c1_g1_i3	NA	NA	NA	NA	4.772097678	-1.613483489	0.00000216	0.00000944	0.375404855	Ovary_mean	female
TRINITY_DN122422_c0_g2_i2	NA	NA	NA	NA	0.299404604	-2.032220415	0.02585628	0.047536279	0.587977495	G46_M_mean	female
TRINITY_DN122435_c0_g1_i2	NA	NA	NA	NA	5.662901194	-1.910397898	6.1E-10	4.69E-09	0.635152583	Ovary_mean	female
TRINITY_DN122436_c6_g1_i1	NA	NA	NA	NA	2.307808359	-1.844751284	0.0000195	0.000072	0.633998045	Ovary_mean	female
TRINITY_DN122436_c6_g2_i1	NA	NA	NA	NA	0.993876222	-1.773145905	0.002137926	0.005188427	0.292367322	G27_mean	female
TRINITY_DN122436_c6_g3_i3	itgb8	Chr06	43044746	43044746	3.231068373	-2.353827951	6.3E-09	4.14E-08	0.618071757	Ovary_mean	female
TRINITY_DN122439_c0_g1_i1	NA	NA	NA	NA	4.910350867	-1.593707511	0.000000115	0.000000622	0.605870065	Ovary_mean	female
TRINITY_DN122453_c4_g2_i1	NA	NA	NA	NA	6.695813434	-1.506990339	2.18E-08	0.000000132	0.467525709	Ovary_mean	female
TRINITY_DN122457_c0_g3_i2	NA	NA	NA	NA	0.763398619	-1.874759502	0.000614252	0.001681943	0.868039657	Brain_mean	female
TRINITY_DN122463_c7_g3_i2	NA	NA	NA	NA	5.104958754	-1.245711567	0.0000608	0.000204769	0.58488018	Ovary_mean	female
TRINITY_DN122469_c0_g1_i1	NA	NA	NA	NA	6.301519327	-1.851145267	1.08E-12	1.21E-11	0.463860683	Ovary_mean	female
TRINITY_DN122475_c2_g1_i2	tfcp2	Chr02	138973022	138973022	5.108767906	-1.153938182	0.000024	0.0000874	0.488141811	Ovary_mean	female
TRINITY_DN122476_c2_g2_i3	lrrc18	Chr07	37100259	37100259	6.63766017	-1.266877051	6.25E-08	0.000000352	0.236987189	Ovary_mean	female
TRINITY_DN122491_c2_g1_i1	NA	NA	NA	NA	3.698458671	-2.115847658	0.000323563	0.000942316	0.558085848	Ovary_mean	female
TRINITY_DN122501_c0_g1_i2	NA	NA	NA	NA	5.243712178	-1.972757173	5.11E-09	3.41E-08	0.571821446	Ovary_mean	female
TRINITY_DN122514_c0_g2_i1	NA	NA	NA	NA	7.28616362	-1.326378772	4.18E-09	2.83E-08	0.290634106	Ovary_mean	female
TRINITY_DN122521_c1_g1_i1	bckdha	Chr08	58355956	58355956	2.081186775	-2.853358363	0.000000117	0.00000063	0.739235583	Ovary_mean	female
TRINITY_DN122531_c0_g2_i1	NA	NA	NA	NA	4.591867346	-1.939472141	0.0000142	0.0000536	0.568535291	Ovary_mean	female
TRINITY_DN122531_c0_g3_i1	mafb	Chr10	32391302	32391302	7.524098854	-1.692845536	0.0000209	0.0000768	0.42022092	Ovary_mean	female
TRINITY_DN122558_c2_g3_i1	NA	NA	NA	NA	1.142492224	-4.374912297	0.00000232	0.0000101	0.462696248	G43_F_mean	female
TRINITY_DN122561_c0_g1_i3	NA	NA	NA	NA	2.023294533	-1.187865601	0.008443095	0.017781573	0.518305246	Liver_mean	female
TRINITY_DN122561_c0_g3_i2	NA	NA	NA	NA	3.41914096	-2.338492832	7.24E-10	5.52E-09	0.646484842	Ovary_mean	female
TRINITY_DN122562_c0_g1_i2	NA	NA	NA	NA	5.082187475	-1.5984643	0.00000395	0.0000164	0.638499578	Ovary_mean	female
TRINITY_DN122579_c1_g1_i2	NA	NA	NA	NA	0.516896993	-3.840939866	2.63E-08	0.000000157	0.697322278	G23_mean	female
