"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"12121"	"TRINITY_DN128185_c0_g1_i9"	"phip"	"Chr05"	79298454	79298454	3.30478867167014	-0.0235389465858454	0.962643618718741	0.999996699921271	3.47129593835755	3.64881163422264	3.32210002792892	2.56409378793112	0.986533663278583
"12122"	"TRINITY_DN128189_c0_g1_i1"	"LOC100491602-like"	"Chr05"	123674116	123674116	0.384099769257784	0.105537093661421	0.881220681510731	0.999996699921271	0.533826890607224	0.502847541030452	0.310948504939424	0.180265639375179	1.02384347001865
"12126"	"TRINITY_DN128191_c6_g1_i1"	"chsy1"	"Chr03"	105833197	105833197	1.92543664477659	-0.94881520466621	0.063583045662831	0.999996699921271	1.49388204676031	1.91685941567396	2.55736897191994	1.39990273371057	0.846605279018737
"12128"	"TRINITY_DN128193_c0_g1_i1"	"znhit1"	"Chr03"	136889253	136889253	1.60617614337089	0.210527165851093	0.712070075658769	0.999996699921271	1.85807322163692	1.61909573427058	1.45091764230344	1.47996126888048	1.03941190675363
"12133"	"TRINITY_DN128194_c3_g1_i3"	"mycbpap"	"Chr10"	35031112	35031112	3.91426577126609	-0.299843924250506	0.459199732974307	0.999996699921271	3.69568592092569	3.99941183768895	4.13208650753117	3.78464572356126	0.960796456088255
"12134"	"TRINITY_DN128194_c3_g4_i1"	"epn2"	"Chr07"	96522320	96522320	0.109065693964044	0.58737882792226	0.48879633446786	0.999996699921271	0.470459911960734	0.639549947644782	-0.305562913708575	-0.722416033648274	1.12958016198519
"12137"	"TRINITY_DN128197_c6_g1_i1"	"manf"	"Chr04"	116954704	116954704	4.32216494110732	-0.00494160366421283	0.990292226163603	0.999996699921271	4.24731458120866	4.13857582322372	4.32596561666893	4.54490802120966	0.998034292340101
"12141"	"TRINITY_DN128197_c8_g4_i5"	"cdca4"	"Chr08"	79774825	79774825	6.56542652294539	0.0145739953858854	0.97485071861353	0.999996699921271	6.76590609778945	6.32642337252196	6.55444742262015	6.58205667726183	1.00036037547971
"12142"	"TRINITY_DN128198_c0_g1_i4"	"LOC100489254"	"Chr04"	97719573	97719573	1.58615507569714	-0.767546927055074	0.25977518502764	0.999996699921271	0.652776631088626	0.639549947644782	2.10214859980769	2.16458550567851	0.83517830491414
"12154"	"TRINITY_DN128205_c1_g4_i5"	"cygb"	"Chr10"	36782332	36782332	3.4088810892109	-0.0845753484644654	0.856819245233282	0.999996699921271	2.92730602738865	3.79868877633861	3.47200359719199	3.29147516324653	0.981374985968637
"12157"	"TRINITY_DN128208_c4_g1_i1"	"ccdc113"	"Chr04"	27778349	27778349	3.53550753460405	0.136471829760197	0.748618823061806	0.999996699921271	3.64636325877578	3.52189794335073	3.4326409448331	3.5358070083241	1.01908572423355
"12160"	"TRINITY_DN128209_c4_g1_i4"	"LOC101732964"	"Chr07"	8651045	8651045	2.45770152375378	0.751467729246411	0.154304517697048	0.999996699921271	2.55210955728366	2.83916405106195	1.87301809143472	2.40912912307094	1.13139709480509
"12164"	"TRINITY_DN128212_c4_g17_i1"	"isoc1"	"Chr01"	158912481	158912481	2.48565991084139	0.136793047349184	0.814942511703049	0.999996699921271	3.15597044486021	1.93024931962725	2.38478069788776	2.20047514194102	1.00729760189748
"12167"	"TRINITY_DN128216_c3_g4_i1"	"plcb4-like"	"Chr05"	22183383	22183383	3.88429543126974	0.20142046735306	0.619840717903437	0.999996699921271	3.88982735680691	3.97377725103987	3.7318829767491	3.93068584264	1.02699284277595
"12168"	"TRINITY_DN128218_c0_g3_i1"	"trappc5"	"Chr10"	12735841	12735841	2.57255281352308	-0.181645497627861	0.706216510683352	0.999996699921271	2.58239681414826	2.36433359739487	2.7041714478826	2.61816721810927	0.971320938483451
"12183"	"TRINITY_DN128230_c0_g2_i1"	"aadat"	"Chr01"	40608103	40608103	1.27344439424126	-0.122820778121156	0.85117695667897	0.999996699921271	1.09228275740418	0.606569429721742	1.36058738059023	1.77793693878237	0.959839549953567
"12202"	"TRINITY_DN128249_c4_g2_i1"	"hsd17b12"	"Chr04"	3164366	3164366	0.680963399400788	0.0341344530106914	0.960969870833625	0.999996699921271	0.017595551159279	0.906677376057737	0.652937562510282	0.915303057317907	0.99078609413369
"12210"	"TRINITY_DN128254_c2_g3_i1"	"scly"	"Chr05"	122939781	122939781	2.23319251999197	-0.286498084810361	0.564136358237673	0.999996699921271	1.95385566252761	2.27270038010103	2.43875893978386	2.21224265478517	0.952046222441495
"12215"	"TRINITY_DN128259_c0_g1_i1"	"sox9"	"Chr10"	22455490	22455490	1.00701908245145	0.363280919396568	0.576888656372053	0.999996699921271	1.25154624018344	0.851443373617277	0.741505461709351	1.15364836151466	1.07815163076301
"12216"	"TRINITY_DN128262_c0_g2_i1"	"p2rx5"	"Chr02"	31826532	31826532	0.561568107497076	0.738047847124503	0.347691499379315	0.999996699921271	0.184848610779158	1.32681487778765	0.0118284471772275	0.27307393605208	1.15876854765483
"12217"	"TRINITY_DN128263_c0_g1_i1"	"cd28"	"Chr09"	49639613	49639613	6.30055052799445	-0.0609364001486493	0.892698056768883	0.999996699921271	6.00497403214689	6.36945028497106	6.34602694811963	6.44291404949969	0.992646873173832
"12224"	"TRINITY_DN128268_c3_g7_i1"	"mon1a-like"	"Chr04"	115958174	115958174	1.65937080299949	1.17032329020221	0.0500029429901185	0.999996699921271	1.78181781433971	1.83380029709138	0.741505461709351	1.99783750104216	1.25660845552674
"12226"	"TRINITY_DN128270_c2_g3_i3"	"fam78a"	"Chr08"	6243365	6243365	2.57757778922851	-0.535689715846745	0.278266635892059	0.999996699921271	2.48955808796195	2.02065247647159	2.95320114365569	2.68724998624927	0.916229990595243
"12232"	"TRINITY_DN128273_c0_g1_i1"	"rbm34"	"Chr10"	3802487	3802487	0.1993474094588	-2.04896318030526	0.150365439563373	0.999996699921271	-3.6607127223962	0.823012590642393	1.30354348354072	-3.6607127223962	0.30106727822766
"12239"	"TRINITY_DN128275_c0_g1_i3"	"rs1"	"Chr02"	37029032	37029032	1.63211415516918	-0.0833312033846589	0.881836449186966	0.999996699921271	1.46165680506275	1.87592751080917	1.69224154158805	1.44048725956781	0.981402602837227
"12242"	"TRINITY_DN128278_c4_g5_i1"	"cd151"	"Chr04"	35118694	35118694	4.10228936915948	-0.166222100463922	0.677565153381651	0.999996699921271	3.96646817230771	3.97054066244883	4.22461852701715	4.22303838371988	0.978279992460124
"12246"	"TRINITY_DN128281_c0_g1_i1"	"LOC100489054"	"Chr01"	9594775	9594775	1.04855622913521	-0.00652563584373821	0.992323750551535	0.999996699921271	0.261724612501391	1.32681487778765	1.04972262766391	1.2708136227827	0.979491296212052
"12254"	"TRINITY_DN128286_c3_g2_i3"	"Xetrov90018604m"	"Chr07"	74410365	74410365	3.00341521133196	-0.200261129827473	0.65248859425294	0.999996699921271	2.85471504311748	2.90845585115968	3.14940958989077	3.07655186446568	0.970215610281987
"12275"	"TRINITY_DN128313_c5_g2_i1"	"mapk8ip3"	"Chr09"	16648701	16648701	8.15702467582668	1.51852384109643	0.00601283303409292	0.487798377018257	8.46714250832945	8.60517841768394	6.89536286474641	8.12655028900665	1.14250190434652
"12279"	"TRINITY_DN128314_c6_g2_i1"	"dtd1"	"Chr05"	23915090	23915090	3.12453465915931	-0.265086766364878	0.546513408263683	0.999996699921271	2.79130135188669	3.27665913256439	3.31730514930073	3.04399877441341	0.959876084943615
"12286"	"TRINITY_DN128319_c2_g2_i1"	"LOC101733741"	"Chr02"	140228574	140228574	5.09385765259636	-0.188998910832389	0.635980278389368	0.999996699921271	4.85529536956077	5.09131206570714	5.23306635364315	5.16654720309243	0.978035417881848
"12290"	"TRINITY_DN128322_c0_g2_i2"	"Xetrov90005150m"	"Chr02"	67983872	67983872	1.395300651363	0.678936264157643	0.316466972536791	0.999996699921271	0.913230584044068	1.40562100782568	0.87801222914017	2.03806375692736	1.12653176679744
"12292"	"TRINITY_DN128330_c0_g1_i3"	"sec23a"	"Chr08"	93784237	93784237	5.44630384713504	-0.0872421768841378	0.855781915895037	0.999996699921271	5.01648740819234	5.95118285489847	5.51121503321796	5.10791183986898	0.983352718247128
"12298"	"TRINITY_DN128334_c1_g2_i2"	"postn"	"Chr02"	148527377	148527377	9.59772420771154	-0.309362730505238	0.527390749074764	0.999996699921271	9.45654381986546	9.77404170154988	9.82328045053	9.26485557220665	0.975912173654798
"12299"	"TRINITY_DN128335_c3_g2_i1"	"srgap1"	"Chr03"	47804252	47804252	4.06590781917439	-0.267697246649862	0.539088739943943	0.999996699921271	4.30293970316525	3.50857023775118	4.26003114061964	4.06653709617852	0.962038650225943
"12304"	"TRINITY_DN128342_c0_g1_i2"	"ccdc97"	"Chr08"	58072232	58072232	3.53699149526843	-0.00400492426158606	0.992546372085661	0.999996699921271	3.70947384465984	3.48153967400718	3.539434918954	3.40349200764407	0.998898206363889
"12309"	"TRINITY_DN128344_c4_g2_i1"	"phkg1"	"Chr02"	94190300	94190300	5.57761970194442	-0.397325117647152	0.328087800882938	0.999996699921271	5.54655756186937	5.37328240818269	5.86421682936586	5.47812558996617	0.958190944384873
"12312"	"TRINITY_DN128351_c2_g1_i3"	"gabarapl1-like"	"Chr07"	10488960	10488960	5.51261239898913	-0.0467165494436162	0.913474895591865	0.999996699921271	5.38411945631731	5.32594588284955	5.54749465992757	5.75347384023966	0.993522271565412
"12331"	"TRINITY_DN128366_c0_g1_i1"	"noxa1"	"Chr08"	212511	212511	4.42189824295955	-0.00108900488004034	0.997801416244365	0.999996699921271	4.33886625170629	4.42296309399801	4.4228918264423	4.49761010088784	0.999619145449328
"12338"	"TRINITY_DN128370_c0_g3_i2"	"nr2f6"	"Chr01"	99514503	99514503	7.64488817364214	0.553717055499022	0.285888978760292	0.999996699921271	7.46619641575239	7.81802147063522	7.21121502471486	7.96510452061564	1.04953667127672
"12339"	"TRINITY_DN128371_c0_g1_i3"	"dtx1"	"Chr01"	132610525	132610525	1.25268867470704	0.0406010981278153	0.950666821740621	0.999996699921271	1.2887590151164	0.572817291617679	1.22379730438603	1.71315897222161	0.993403866940428
"12342"	"TRINITY_DN128374_c0_g17_i2"	"lama4"	"Chr05"	73627831	73627831	4.04814312998489	0.095401040127161	0.811825324629976	0.999996699921271	4.03924212704717	4.09762445924392	3.97655469616267	4.07622831087927	1.01237051566348
"12344"	"TRINITY_DN128376_c2_g5_i2"	"LOC101730599"	"Chr03"	112813926	112813926	3.45707233563543	11.5279934517848	1.45147341094749e-07	7.42561948278198e-05	3.989253651173	0.0907436711361997	-3.6607127223962	4.75859937907741	NA
"12350"	"TRINITY_DN128379_c1_g2_i1"	"map4k1"	"Chr08"	59230874	59230874	2.20927924629097	0.726260562087938	0.181329743377427	0.999996699921271	2.56733266379843	2.04547455363356	1.6470985173962	2.42943473476574	1.13194053726317
"12354"	"TRINITY_DN128381_c2_g3_i3"	"atg5"	"Chr05"	77078510	77078510	4.58316201037225	-1.61040323338116	0.00863235808712814	0.586438895740185	4.9685595787944	3.03778964947803	5.59184588609061	3.03076904678593	0.793267295889739
"12355"	"TRINITY_DN128382_c1_g1_i5"	"afg3l2"	"Chr06"	88594113	88594113	2.62052229470723	0.521584143383124	0.346957284286016	0.999996699921271	2.5367241042017	3.2232684823526	2.21986896956311	2.25837573634986	1.07701967171449
"12356"	"TRINITY_DN128383_c2_g1_i2"	"ift80"	"Chr05"	103479535	103479535	1.63348002925328	-0.122403695632425	0.823979043327622	0.999996699921271	1.46165680506275	1.74566558226569	1.72157075667751	1.57416479723108	0.976266264002198
"12370"	"TRINITY_DN128396_c6_g2_i1"	"xrn1"	"Chr05"	116236569	116236569	3.85733371546754	-0.192106380531666	0.632356727161498	0.999996699921271	3.89586953692121	3.7654578862765	3.99768758998457	3.75679364185874	0.974975552707015
"12383"	"TRINITY_DN128405_c2_g3_i3"	"bcr"	"Chr01"	143946646	143946646	5.04355114639476	-0.142968332257056	0.716765399176112	0.999996699921271	4.9396045807667	5.08384271755612	5.14920951544627	4.99152888218296	0.983630110302427
"12390"	"TRINITY_DN128411_c2_g1_i1"	"rnf167"	"Chr03"	136903393	136903393	1.23120408098641	0.186324924098298	0.763269453562077	0.999996699921271	1.2887590151164	1.55138750749818	1.09524966088142	0.915303057317907	1.03292012281536
"12392"	"TRINITY_DN128411_c2_g3_i4"	"sh3bgrl2"	"Chr05"	79476897	79476897	3.67830912782121	0.688954286306697	0.149760081474023	0.999996699921271	3.33562906734337	3.83117143189755	3.13857779463711	4.17273429226389	1.09431383087074
"12400"	"TRINITY_DN128420_c0_g2_i1"	"znf534"	"Chr08"	18042082	18042082	0.422379142385762	-0.0995992848821917	0.887282128029347	0.999996699921271	0.470459911960734	0.0422382414468185	0.492052906128024	0.629634044066686	0.97320448180229
"12405"	"TRINITY_DN128422_c5_g3_i2"	"psd3"	"Chr01"	77582054	77582054	4.36072999292412	0.281728295041668	0.48839040312494	0.999996699921271	4.36958443557725	4.38456867277206	4.14567430679564	4.51908625744412	1.03570650726042
"12412"	"TRINITY_DN128427_c0_g1_i15"	"pla2g1b"	"Chr01"	143115482	143115482	1.78300522711303	-0.472938309490336	0.36450848695013	0.999996699921271	1.5864516644943	1.79040585739042	2.11325632529821	1.55580976927363	0.918767507924314
"12420"	"TRINITY_DN128433_c0_g2_i1"	"mief1"	"Chr04"	110655543	110655543	0.0349734830514291	-0.772797037947276	0.28826269481183	0.999996699921271	-0.512093399391839	0.137671188123992	0.525697196959408	-0.332244486070727	0.818160959532575
"12422"	"TRINITY_DN128434_c1_g1_i1"	"pacsin3"	"Chr04"	36084	36084	2.42686963744514	0.0687473399158234	0.891819131234293	0.999996699921271	2.65544476464918	2.46895991470506	2.37558465988266	2.17664819239569	1.00962504446372
"12423"	"TRINITY_DN128434_c1_g4_i1"	"LOC100486993"	"Chr06"	60150722	60150722	0.455199214536117	-0.430852520618603	0.546164731627135	0.999996699921271	-0.276431074925473	0.764412892128782	0.741505461709351	0.27307393605208	0.889187634455393
"12424"	"TRINITY_DN128435_c1_g3_i1"	"gclc"	"Chr05"	114371420	114371420	0.0841053164664192	0.322252667835715	0.672197221476506	0.999996699921271	0.404181312530233	-0.00795491710130809	-0.138156558565863	0.0810740119914354	1.084386644399
"12427"	"TRINITY_DN128436_c5_g2_i1"	"gtdc1"	"Chr09"	73513476	73513476	2.34061602763312	0.216920854721497	0.676999469590068	0.999996699921271	2.5367241042017	2.53179492546834	2.1781644859337	2.06427135133002	1.03415593454311
"12428"	"TRINITY_DN128436_c5_g4_i1"	"slc8a3-like"	"Chr08"	87098729	87098729	3.46831380379276	-0.213185513120257	0.616397190307176	0.999996699921271	3.50330895327098	3.19025918669865	3.62340997040529	3.5216905292018	0.970027447840231
"12432"	"TRINITY_DN128440_c0_g1_i5"	"chst14"	"Chr08"	94516753	94516753	3.02930214232218	-0.222835554107323	0.638088883500233	0.999996699921271	2.58239681414826	3.33822438974319	3.19194138430384	2.87662347860944	0.962127595221371
"12434"	"TRINITY_DN128441_c2_g1_i1"	"LOC100490133"	"Chr05"	53052258	53052258	0.906003990333623	-0.137863392138702	0.827971143123988	0.999996699921271	0.762661645306556	0.703331834464289	1.00271195457679	1.10398141009801	0.968681029914556
"12437"	"TRINITY_DN128442_c2_g2_i1"	"fbxo25"	"Chr05"	129593384	129593384	1.7095853595158	0.392420978420674	0.482768384328673	0.999996699921271	1.72864542401643	1.8194800233093	1.41546130096616	1.8399308882093	1.07496935207384
"12444"	"TRINITY_DN128448_c2_g1_i2"	"chst7"	"Chr02"	111324143	111324143	4.88925207314143	-0.125396817272293	0.787395668954772	0.999996699921271	4.63820117685562	4.34262301880886	4.98204460393079	5.3824227899042	0.977519256713436
"12447"	"TRINITY_DN128449_c0_g4_i2"	"msrb2"	"Chr06"	18217461	18217461	4.18959837679207	-0.27953409817472	0.507926764946943	0.999996699921271	3.72313124282985	4.27339061626569	4.39358070648262	4.27445638696685	0.96234869921991
"12448"	"TRINITY_DN128449_c0_g5_i1"	"epc2"	"Chr09"	71955941	71955941	3.47784631982589	-0.177992896746279	0.671533982830451	0.999996699921271	3.50330895327098	3.33319311571206	3.6077870529119	3.45392330401881	0.975559569732015
"12452"	"TRINITY_DN128453_c0_g1_i1"	"LOC100492713"	"Chr10"	31128083	31128083	6.09034568640637	0.80311355453895	0.0834674569523114	0.999996699921271	6.08912233779831	6.47771446692115	5.45120047108	6.16192752745624	1.08688855525373
"12453"	"TRINITY_DN128455_c10_g3_i1"	"camsap3-like"	"Chr03"	122253978	122253978	3.12246186281518	-0.241693222855686	0.57989127224198	0.999996699921271	2.99641881761677	2.90845585115968	3.29796466738789	3.24640497138167	0.964427418199912
"12457"	"TRINITY_DN128457_c6_g2_i3"	"alas2"	"Chr08"	2277015	2277015	0.831250578447657	-0.956986507838121	0.118341177931389	0.999996699921271	0.652776631088626	0.538256560556805	1.45091764230344	0.401969722140566	0.820034586734932
"12473"	"TRINITY_DN128474_c3_g2_i1"	"nae1"	"Chr04"	60662801	60662801	1.57094715034091	0.000620440275531757	0.999213368310492	0.999996699921271	1.04955964714868	2.18605575366722	1.56857176021763	1.15364836151466	0.979828246141229
"12475"	"TRINITY_DN128474_c4_g3_i2"	"phkg2"	"Chr09"	8057135	8057135	4.58187806873036	0.382629220192909	0.342503962181317	0.999996699921271	4.63097451526452	4.82715845590242	4.28725808443737	4.5308807463298	1.04727577606834
"12481"	"TRINITY_DN128481_c4_g3_i5"	"rpl27a-like"	"Chr07"	88657155	88657155	1.44925908220726	0.0723842950548552	0.906580182339832	0.999996699921271	1.75547657246024	1.61909573427058	1.39740091245989	0.915303057317907	1.00643669647883
"12482"	"TRINITY_DN128482_c0_g1_i2"	"slc7a5"	"Chr04"	68203956	68203956	2.29536738479006	-0.197801863165711	0.705446042688771	0.999996699921271	1.72864542401643	2.42234084862619	2.43875893978386	2.44945851166802	0.96088010707116
"12484"	"TRINITY_DN128483_c4_g2_i1"	"pde1a"	"Chr09"	57251252	57251252	1.48812493778547	0.353734829694249	0.566080269402591	0.999996699921271	1.04955964714868	1.86202134065806	1.22379730438603	1.64533513452445	1.06043077704264
"12495"	"TRINITY_DN128490_c0_g1_i4"	"smap1"	"Chr05"	91336556	91336556	2.95177101125597	0.126197076974679	0.781812929066878	0.999996699921271	2.97374711427199	2.84624492443486	2.85736212407219	3.11467011408985	1.01854206899637
"12510"	"TRINITY_DN128506_c2_g2_i1"	"LOC100489067"	"Chr10"	20695682	20695682	0.424501398434551	0.150501617467251	0.849396573156367	0.999996699921271	-0.171621428381782	1.13198629174154	0.310948504939424	-0.0254443175025464	1.00017415307434
"12514"	"TRINITY_DN128508_c5_g1_i2"	"c19orf52"	"Chr03"	128110457	128110457	2.42255262338389	0.350955460547797	0.485276131065976	0.999996699921271	2.56733266379843	2.41283349732809	2.15685126760571	2.52688501175294	1.05938896829461
"12515"	"TRINITY_DN128508_c7_g2_i1"	"spc25"	"Chr08"	66757091	66757091	4.43274582473194	0.141381103276333	0.721482610852908	0.999996699921271	4.457999386319	4.44178380950308	4.32596561666893	4.50001218906066	1.0176084273071
"12518"	"TRINITY_DN128510_c7_g6_i3"	"chd5-like.2"	"Chr07"	90343487	90343487	1.53413080327136	0.521894556076462	0.408765272159465	0.999996699921271	1.13377699484819	2.06987677184014	1.13938384256256	1.55580976927363	1.09314479338228
"12520"	"TRINITY_DN128511_c3_g1_i1"	"psmb1"	"Chr05"	40088126	40088126	2.2956309059865	-0.0447285945678111	0.928645855248128	0.999996699921271	2.12822474834165	2.27270038010103	2.32870410343139	2.42943473476574	0.991331796755564
"12522"	"TRINITY_DN128512_c1_g1_i1"	"LOC100485272-like"	"Chr02"	55618034	55618034	2.55323304830679	-0.248746735820867	0.612684708171526	0.999996699921271	2.18853765801601	2.69757021553733	2.73326155309146	2.51743091338118	0.958489778134162
"12526"	"TRINITY_DN128514_c1_g2_i2"	"LOC100491950-like"	"Chr08"	6345609	6345609	5.10183522252351	-0.103498388094084	0.793296634322177	0.999996699921271	5.0302860518417	5.07482815195601	5.1785883509496	5.118893689024	0.988243521463963
"12531"	"TRINITY_DN128521_c1_g1_i4"	"wdr93"	"Chr03"	99113447	99113447	5.97588469536465	-0.0240998725689826	0.954909669386739	0.999996699921271	6.08383904562876	5.8736019896375	5.99382507463961	5.94459542416165	0.997257290952678
"12535"	"TRINITY_DN128523_c1_g1_i1"	"cldnd1"	"Chr07"	61879295	61879295	3.23844002641953	0.134362333348876	0.768361955480742	0.999996699921271	2.82968304498382	3.43062866172492	3.13857779463711	3.458870814125	1.0148765098438
"12540"	"TRINITY_DN128528_c0_g1_i1"	"prickle1"	"Chr03"	55250903	55250903	1.71014491076868	-0.356769481638411	0.524559663818287	0.999996699921271	1.13377699484819	1.8194800233093	1.96172375411508	1.76201307988586	0.930640914059865
"12541"	"TRINITY_DN128528_c0_g3_i1"	"ormdl1"	"Chr09"	39130977	39130977	0.533476825821373	-1.60780137158893	0.0137228452132153	0.757718686794891	-0.073913060229421	-0.418814259796689	1.48552345342111	0.27307393605208	0.69711043278507
"12544"	"TRINITY_DN128531_c4_g1_i1"	"pnpo"	"Chr10"	4651376	4651376	0.611844753246291	-0.149171821990805	0.828609418476096	0.999996699921271	0.017595551159279	0.73419559662709	0.712582783053062	0.795260471040044	0.9549769939247
"12545"	"TRINITY_DN128532_c0_g1_i1"	"cand1"	"Chr03"	49007979	49007979	1.26499724081809	-0.462862878741607	0.428919403998922	0.999996699921271	1.32503601312441	1.19989487296412	1.58462277760707	0.856529954806571	0.91278552840422
"12552"	"TRINITY_DN128540_c3_g3_i1"	"cfb"	"Chr08"	53755806	53755806	3.07739087280954	-0.0982780620096938	0.823770396369734	0.999996699921271	3.09425068202132	2.9219236136782	3.14940958989077	3.13335809409251	0.985379783887221
"12582"	"TRINITY_DN128561_c1_g4_i3"	"mgst2"	"Chr03"	9552236	9552236	6.38135272372263	0.13639674895732	0.763004972867533	0.999996699921271	6.58887818497306	6.28793632165872	6.27794228145281	6.34876804567356	1.01313912555891
"12583"	"TRINITY_DN128562_c3_g1_i1"	"st3gal1"	"Chr06"	126462820	126462820	1.42248499273872	0.410221020736552	0.499726932728871	0.999996699921271	1.78181781433971	1.3863193573696	1.11748551140353	1.35814339408185	1.08188749357985
"12585"	"TRINITY_DN128562_c3_g8_i2"	"mri1"	"Chr03"	130097509	130097509	0.0591721655426192	-0.196006497753659	0.886361601241157	0.999996699921271	-3.6607127223962	1.34692363918005	0.147678705951153	-1.903528219071	0.592097826792718
"12592"	"TRINITY_DN128568_c3_g1_i3"	"rasef"	"Chr03"	97639364	97639364	0.665058237316938	0.0635725752579002	0.925882350563378	0.999996699921271	0.96011966415274	0.269936128361787	0.622164003115268	0.763621505590109	1.00989874305754
"12600"	"TRINITY_DN128579_c0_g4_i2"	"aldh1a2"	"Chr03"	89669083	89669083	4.23026445178914	-0.119983988739033	0.763356773708728	0.999996699921271	4.20900276196179	4.14720190110903	4.31878661892548	4.24038213388035	0.984970942643724
"12602"	"TRINITY_DN128580_c0_g1_i1"	"LOC100170599"	"Chr07"	66397030	66397030	3.03779084453956	0.0243637220282396	0.961181742224661	0.999996699921271	3.13568916195222	3.39726959770327	3.01964566127285	2.43948136275052	0.995684020904029
"12607"	"TRINITY_DN128587_c0_g1_i3"	"LOC100490752-like"	"Chr03"	96752832	96752832	4.03044690700357	0.216859120131994	0.679301985915254	0.999996699921271	3.10472241981892	4.3224538029151	3.86598138243827	4.4635540374733	1.01296656534792
"12617"	"TRINITY_DN128596_c3_g4_i1"	"Xetrov90024920m"	"Chr10"	10806797	10806797	1.0035327385856	-0.195112550090568	0.763861177178771	0.999996699921271	0.594527334729543	0.794010247834906	1.13938384256256	1.33680152230366	0.951888994075857
"12625"	"TRINITY_DN128605_c4_g1_i1"	"fam3a"	"Chr08"	8052968	8052968	2.61708364888566	0.249180878235823	0.625374906489395	0.999996699921271	2.39033169875879	3.0065268543109	2.42990165204004	2.54560935369702	1.03572507416145
"12628"	"TRINITY_DN128607_c0_g1_i1"	"tfcp2"	"Chr02"	138973022	138973022	4.03759169571148	1.40907371157121	0.0629636240611739	0.999996699921271	4.7854130762534	4.69023561137539	2.88354810296997	2.3464390399709	1.1615381529618
"12629"	"TRINITY_DN128607_c0_g2_i1"	"tbc1d14-like"	"Chr01"	20379605	20379605	3.44080435083054	1.49031420781439	0.0170023254977972	0.86278197485583	4.11888978966543	3.96729679646114	2.21986896956311	2.56409378793112	1.22620627654488
"12632"	"TRINITY_DN128609_c0_g2_i3"	"adamts8"	"Chr07"	46893807	46893807	0.76942114386766	-0.585499503870852	0.380431605696035	0.999996699921271	0.017595551159279	0.538256560556805	1.16095474779545	1.02611996874167	0.86858680635
"12640"	"TRINITY_DN128611_c1_g1_i1"	"LOC100135223"	"Chr07"	110601456	110601456	4.1177880287054	0.479061425523592	0.261634693498786	0.999996699921271	4.47019911908991	4.16146506357027	3.74622461386742	4.00359972016471	1.0628505412255
"12651"	"TRINITY_DN128617_c6_g3_i1"	"spon1"	"Chr04"	8634693	8634693	1.93404183630418	0.190663996937236	0.721365022462236	0.999996699921271	2.1486104974469	1.7150488380443	1.79238668978377	2.05122706328874	1.03286976749575
"12654"	"TRINITY_DN128619_c4_g2_i1"	"dlx3"	"Chr10"	9665319	9665319	2.56015001355886	-0.0182925293778875	0.969767181402861	0.999996699921271	2.58239681414826	2.55790843359886	2.5735444147041	2.52688501175294	0.997142509875304
"12662"	"TRINITY_DN128626_c2_g2_i2"	"spry1"	"Chr01"	56198463	56198463	4.5020179439909	-0.245417968283099	0.536592964423413	0.999996699921271	4.2330666086806	4.588343389855	4.68168570729001	4.4635540374733	0.96962931414878
"12669"	"TRINITY_DN128627_c6_g1_i4"	"hdhd2"	"Chr01"	193087310	193087310	3.98203769177307	-0.163990145193213	0.697732442308707	0.999996699921271	4.21384774884083	3.59097145939423	4.10173509485614	3.95189710317086	0.97644690669424
"12674"	"TRINITY_DN128633_c6_g7_i2"	"comp"	"Chr01"	87999172	87999172	1.50853928542958	0.0341300105668464	0.956137229314717	0.999996699921271	2.02173739975986	1.06072263444514	1.48552345342111	1.33680152230366	0.997583424566353
"12679"	"TRINITY_DN128637_c0_g1_i3"	"tdp1"	"Chr08"	65488019	65488019	1.62812830970155	-0.328639726146745	0.556006958835307	0.999996699921271	1.5864516644943	1.22183884051293	1.85988859912869	1.76201307988586	0.93905481464145
"12682"	"TRINITY_DN128639_c1_g2_i3"	"atxn7l1-like"	"Chr03"	67423295	67423295	3.68672177859456	-0.0466637915821161	0.91272447207851	0.999996699921271	3.75006418673932	3.40208266452383	3.72103240651197	3.8387869015464	0.992225710690365
"12691"	"TRINITY_DN128642_c4_g1_i1"	"txlna"	"Chr02"	82444235	82444235	1.53172217806185	-0.139667282059288	0.805103972632988	0.999996699921271	1.36042314537914	1.53395202107249	1.63173138811411	1.57416479723108	0.973128092821215
"12694"	"TRINITY_DN128643_c0_g2_i2"	"cd36"	"Chr03"	69540028	69540028	6.04970116519831	0.347172461836871	0.450191681346379	0.999996699921271	6.25930060351871	6.29377524142947	5.78220821026709	5.77941331082771	1.03480083235561
"12707"	"TRINITY_DN128649_c0_g1_i1"	"sav1"	"Chr08"	72161391	72161391	1.40101175318317	0.468260657415543	0.499550362302823	0.999996699921271	1.39496302504736	2.06987677184014	1.04972262766391	0.731273095567383	1.07408692485645
"12727"	"TRINITY_DN128663_c1_g1_i1"	"unc93b1"	"Chr07"	61115845	61115845	1.59980685255446	0.296505339451147	0.614544792613463	0.999996699921271	1.25154624018344	1.87592751080917	1.3791115656022	1.77793693878237	1.05080044786465
