ID	tau	Tissue_name	gid	chr	chrone	start	end
TRINITY_DN123447_c3_g1_i4	0.347302418	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123448_c1_g4_i1	0.564657606	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123449_c1_g2_i1	0.450024078	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123453_c1_g1_i1	0.831240445	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123453_c2_g5_i1	0.366042129	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123453_c3_g1_i1	0.838845957	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123453_c3_g6_i1	0.601081842	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123456_c0_g1_i2	0.543905469	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123456_c0_g3_i1	0.813946812	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123456_c0_g4_i1	0.643824539	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123456_c0_g5_i1	0.670283436	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123456_c0_g6_i3	0.275076609	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123457_c1_g2_i1	0.871499743	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123458_c0_g1_i1	0.562583786	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123459_c2_g2_i1	0.273762016	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123459_c3_g1_i1	0.208578001	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123461_c4_g4_i3	0.354110514	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123462_c3_g1_i1	0.867259325	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123464_c1_g2_i1	0.509657252	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123465_c4_g3_i2	0.654072811	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123467_c0_g1_i3	0.194680441	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123468_c1_g1_i1	0.548837831	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123471_c1_g1_i1	0.26596687	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123471_c2_g1_i1	0.291389649	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123472_c0_g1_i1	0.562661497	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g10_i1	0.298702204	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g13_i1	0.233792735	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g14_i1	0.703324528	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g16_i1	0.739486721	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g17_i1	0.382840972	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g18_i1	0.443472507	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g19_i1	0.327460612	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g1_i1	0.560694861	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g20_i1	0.329154479	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g21_i1	0.180653047	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g22_i1	0.234899683	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g2_i1	0.526727291	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g3_i1	0.349162867	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g4_i1	0.645893962	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g5_i1	0.33748512	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g6_i1	0.351911112	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g8_i1	0.271792273	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c2_g9_i1	0.440983603	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c3_g2_i3	0.269093023	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123476_c3_g3_i1	0.207376345	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123478_c2_g2_i1	0.937199384	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123479_c1_g1_i4	0.429570951	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123479_c1_g2_i1	0.65770823	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123479_c2_g1_i19	0.203107343	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123479_c2_g2_i1	0.494006738	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123479_c2_g5_i1	0.643528869	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123480_c0_g1_i2	0.701948	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123481_c0_g1_i1	0.663883968	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123485_c2_g1_i1	0.688854756	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123485_c3_g2_i1	0.680148525	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123486_c2_g3_i1	0.424853159	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123488_c6_g2_i1	0.688193792	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123488_c6_g3_i1	0.843558585	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123488_c7_g4_i1	0.373661263	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123490_c0_g2_i1	0.273614291	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123492_c0_g1_i1	0.496638331	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123492_c0_g2_i1	0.369664084	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123492_c0_g4_i1	0.257968489	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123493_c0_g1_i1	0.562989151	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123495_c0_g2_i3	0.412140513	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123498_c2_g1_i1	0.171063925	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123499_c3_g2_i1	0.399482144	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123502_c0_g3_i3	0.953706984	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123503_c0_g1_i1	0.234347554	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123504_c0_g1_i1	0.361345552	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123504_c0_g2_i1	0.503680231	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123506_c0_g2_i1	0.32506511	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123506_c0_g3_i2	0.346420065	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123509_c1_g1_i6	0.471222303	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123515_c0_g2_i1	0.387391739	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123516_c0_g2_i1	0.231362068	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123519_c5_g2_i1	0.737838616	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123519_c5_g3_i2	0.625077761	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123519_c5_g5_i2	0.619885028	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123519_c5_g9_i1	0.605294932	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123521_c1_g4_i1	0.345878955	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123525_c0_g3_i1	0.516922539	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g11_i1	0.67636916	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g13_i1	0.741784848	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g14_i1	0.878566502	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g15_i1	0.872007179	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g16_i1	0.63650286	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g17_i1	0.719191109	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g18_i1	0.577804804	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g2_i1	0.674303665	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g4_i1	0.871559315	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123526_c0_g8_i1	0.902152052	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123529_c0_g1_i1	0.834095619	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123529_c0_g2_i1	0.757524166	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123530_c0_g2_i3	0.503624613	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123531_c4_g1_i1	0.655190737	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123531_c5_g2_i1	0.199238031	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123532_c0_g1_i2	0.388124386	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123537_c0_g3_i1	0.599614441	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123537_c0_g5_i1	0.969381933	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123540_c2_g14_i1	0.274192281	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123540_c2_g1_i1	0.47975701	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123540_c2_g7_i2	0.337500508	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123541_c0_g1_i1	0.585157786	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123544_c6_g1_i1	0.323313685	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123547_c1_g1_i1	0.460918702	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123547_c1_g3_i1	0.457654668	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123550_c0_g2_i2	0.612601647	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123550_c0_g6_i7	0.502652428	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123553_c0_g1_i1	0.13218849	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123553_c0_g2_i1	0.479138127	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123553_c1_g1_i1	0.491740242	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123557_c0_g2_i1	0.409790513	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123558_c0_g1_i1	0.177002371	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123561_c2_g1_i3	0.277322304	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123567_c1_g2_i2	0.293445954	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN12356_c0_g1_i1	0.565802618	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN12356_c0_g2_i1	0.951773789	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123576_c0_g1_i2	0.377502334	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123579_c0_g3_i1	0.331226736	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123582_c0_g1_i2	0.248466437	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123582_c0_g2_i1	0.226101711	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123585_c5_g12_i2	0.288087647	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123585_c5_g2_i2	0.517273126	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123585_c5_g3_i1	0.33223284	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123589_c1_g1_i6	0.319592652	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123591_c0_g2_i1	0.369397828	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123591_c1_g1_i1	0.652752307	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123593_c0_g1_i5	0.584682497	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123593_c0_g3_i1	0.42750987	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123593_c0_g6_i1	0.425371271	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123593_c1_g2_i1	0.620068082	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123595_c2_g1_i1	0.764603624	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123595_c5_g2_i2	0.580449012	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123597_c0_g1_i1	0.555563692	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123597_c1_g2_i1	0.16338321	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123597_c2_g2_i1	0.358791478	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123597_c2_g4_i1	0.556538006	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123599_c6_g3_i3	0.460355583	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123599_c6_g4_i1	0.761325944	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123599_c7_g4_i1	0.333332442	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123599_c7_g5_i1	0.210549895	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123600_c3_g2_i1	0.078977382	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123600_c3_g3_i2	0.105531222	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123600_c4_g2_i1	0.327374312	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123600_c4_g3_i3	0.564565598	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123601_c1_g3_i1	0.327295995	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123601_c1_g6_i1	0.64739916	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123602_c3_g2_i2	0.177719465	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123602_c3_g5_i1	0.84595564	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123609_c1_g4_i6	0.479834629	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123611_c3_g1_i3	0.324483303	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123611_c3_g3_i2	0.474612664	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123611_c3_g4_i1	0.376471237	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123612_c1_g1_i5	0.139989131	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123619_c0_g1_i5	0.458150687	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123620_c10_g2_i1	0.388111702	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123620_c7_g1_i2	0.609302842	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123622_c3_g13_i1	0.447580133	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123622_c3_g14_i5	0.268510722	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123622_c3_g15_i1	0.53207191	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123626_c0_g3_i3	0.836197446	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123632_c1_g1_i2	0.236069919	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123634_c0_g1_i1	0.247175068	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123634_c0_g2_i1	0.314031133	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123639_c0_g2_i1	0.428038656	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123640_c0_g1_i1	0.38611983	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123641_c0_g1_i3	0.36199706	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN123642_c0_g1_i2	0.840753686	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123644_c1_g1_i1	0.96441998	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123644_c3_g2_i1	0.583914264	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123646_c0_g2_i3	0.157183224	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123648_c0_g1_i1	0.225959035	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123648_c0_g2_i1	0.160782879	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123648_c1_g1_i3	0.201893616	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c3_g1_i2	0.939553721	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c3_g2_i1	0.987495326	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c3_g3_i1	0.946723565	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c4_g2_i1	0.509381795	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c4_g5_i1	0.397350952	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123649_c5_g1_i1	0.567386238	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123650_c0_g2_i1	0.729076283	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123650_c0_g4_i1	0.931933531	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123651_c2_g1_i1	0.69037134	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123653_c0_g5_i1	0.870206128	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123654_c4_g1_i1	0.887813585	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123655_c5_g3_i3	0.306562766	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123655_c6_g3_i1	0.502281417	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123655_c6_g5_i1	0.621217825	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123655_c7_g1_i1	0.20227065	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123657_c0_g1_i1	0.824551031	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123657_c11_g1_i2	0.506163233	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123658_c2_g1_i1	0.458604376	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123658_c2_g4_i1	0.382753455	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123658_c2_g5_i1	0.451217303	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123658_c3_g1_i2	0.146621449	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123658_c3_g2_i6	0.354862453	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123659_c0_g2_i1	0.49674522	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123669_c0_g1_i2	0.283626264	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123670_c1_g3_i1	0.293897238	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c3_g4_i1	0.17674045	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c4_g1_i1	0.311608111	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c4_g5_i1	0.092061031	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c5_g1_i1	0.350880396	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c5_g2_i1	0.396382209	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c5_g3_i1	0.56302977	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123671_c5_g5_i1	0.54397936	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123672_c0_g1_i1	0.289761092	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123674_c0_g1_i5	0.428716081	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123676_c0_g1_i1	0.971257486	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123677_c5_g2_i1	0.330435259	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123677_c7_g1_i2	0.432115259	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123678_c2_g3_i3	0.293025307	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123679_c0_g2_i1	0.832405932	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123680_c0_g1_i1	0.870748876	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123681_c1_g2_i1	0.599151526	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123683_c1_g3_i1	0.614535009	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123683_c2_g1_i2	0.355780557	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123687_c3_g3_i3	0.19733145	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123689_c1_g1_i4	0.379438234	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123692_c0_g1_i7	0.299713807	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123693_c0_g3_i2	0.440039254	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123695_c0_g4_i2	0.57976083	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123698_c11_g1_i1	0.481643146	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123698_c4_g1_i1	0.470040547	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123700_c1_g1_i1	0.549325485	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123700_c2_g1_i2	0.562962173	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123700_c2_g2_i3	0.592397989	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123703_c1_g1_i1	0.194991453	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123704_c2_g1_i1	0.833423991	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123704_c2_g4_i2	0.650466952	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN123706_c1_g1_i1	0.480784821	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123712_c0_g1_i1	0.521519094	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123713_c1_g1_i2	0.516386808	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123716_c2_g1_i1	0.618793991	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123716_c3_g1_i1	0.119429374	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123716_c3_g2_i1	0.240595528	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123717_c0_g1_i3	0.320480444	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123718_c0_g4_i1	0.914433817	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123720_c0_g1_i1	0.664581123	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123720_c0_g2_i3	0.480200858	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123720_c0_g3_i1	0.452192176	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN123720_c0_g5_i1	0.60959489	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123722_c4_g4_i1	0.336647999	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123722_c5_g1_i1	0.36398524	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123723_c1_g1_i1	0.201231608	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123723_c3_g5_i2	0.160676839	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123724_c14_g2_i1	0.31105825	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123726_c5_g1_i1	0.233258729	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123726_c6_g2_i5	0.324877363	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123727_c3_g2_i1	0.640653757	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123727_c4_g1_i1	0.624069002	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123727_c4_g2_i1	0.511955101	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123728_c5_g3_i1	0.436168094	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123728_c5_g4_i4	0.580059791	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123730_c1_g3_i1	0.412942476	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123731_c0_g1_i1	0.426399742	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123733_c4_g1_i2	0.415417246	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123736_c0_g1_i1	0.298295341	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123736_c0_g2_i1	0.349603453	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123738_c0_g1_i1	0.835614322	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123740_c2_g2_i1	0.263847196	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123741_c0_g1_i1	0.779356446	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123745_c0_g1_i2	0.112410109	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123745_c1_g2_i1	0.355279831	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123747_c3_g1_i2	0.359067434	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123747_c3_g2_i4	0.846546784	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123748_c0_g1_i1	0.53896252	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123749_c0_g1_i9	0.558242409	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123751_c1_g4_i1	0.47998763	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123752_c0_g1_i1	0.378089449	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123752_c0_g5_i1	0.617621013	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN123754_c0_g1_i2	0.48529535	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123755_c5_g3_i1	0.280189211	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123756_c4_g2_i1	0.257222387	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN123756_c5_g4_i3	0.406721119	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN123759_c0_g1_i9	0.841762794	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123760_c0_g2_i1	0.383275676	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123761_c1_g2_i1	0.547632979	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN123762_c0_g2_i2	0.3656263	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123764_c1_g1_i1	0.372380477	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN123764_c1_g2_i1	0.255201993	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN123764_c1_g3_i1	0.276416746	G43_M_mean	NA	NA	Auto	NA	NA
