gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN125817_c7_g1_i1	NA	NA	NA	NA	-0.440047151	unbias	0.408203841	Brain_mean
TRINITY_DN125817_c7_g2_i2	NA	NA	NA	NA	-0.092121132	unbias	0.257521325	Brain_mean
TRINITY_DN125818_c4_g7_i1	NA	NA	NA	NA	-0.144203651	unbias	0.432790034	G31_mean
TRINITY_DN125819_c0_g10_i1	NA	NA	NA	NA	1.720179994	unbias	0.500026235	G46_M_mean
TRINITY_DN125819_c0_g2_i6	NA	NA	NA	NA	1.616647954	unbias	0.463213419	G46_M_mean
TRINITY_DN125819_c0_g4_i1	fam178a	Chr07	21141419	21141419	1.563872873	unbias	0.538621253	G46_M_mean
TRINITY_DN125819_c0_g7_i4	NA	NA	NA	NA	-0.065965966	unbias	0.640958905	G46_M_mean
TRINITY_DN125820_c3_g2_i2	NA	NA	NA	NA	0.038626487	unbias	0.300014162	Brain_mean
TRINITY_DN125821_c0_g1_i1	38960	Chr02	108392478	108392478	0.598612369	unbias	0.404544423	G46_M_mean
TRINITY_DN125822_c0_g2_i1	slc25a19	Chr10	34246741	34246741	-0.027961858	unbias	0.550097685	Brain_mean
TRINITY_DN125822_c2_g1_i1	NA	NA	NA	NA	-0.033462774	unbias	0.245928655	Brain_mean
TRINITY_DN125823_c0_g2_i7	NA	NA	NA	NA	-0.290427511	unbias	0.347690731	G43_M_mean
TRINITY_DN125824_c1_g1_i2	NA	NA	NA	NA	-0.015176202	unbias	0.494569249	Ovary_mean
TRINITY_DN125826_c0_g2_i4	NA	NA	NA	NA	0.105963933	unbias	0.686688216	Brain_mean
TRINITY_DN125826_c0_g3_i1	qpctl-like	Chr08	49301559	49301559	-0.679046173	unbias	0.787541442	Brain_mean
TRINITY_DN125827_c1_g1_i1	NA	NA	NA	NA	1.023388888	unbias	0.484154041	G43_M_mean
TRINITY_DN125828_c1_g2_i2	NA	NA	NA	NA	0.140038853	unbias	0.284917709	Ovary_mean
TRINITY_DN125828_c2_g2_i3	NA	NA	NA	NA	-0.057558966	unbias	0.818115366	Ovary_mean
TRINITY_DN125828_c2_g3_i5	NA	NA	NA	NA	-0.204845663	unbias	0.387153936	G43_M_mean
TRINITY_DN125828_c2_g4_i6	NA	NA	NA	NA	0.011401148	unbias	0.661829849	Brain_mean
TRINITY_DN125830_c1_g2_i2	krt17	Chr10	1815204	1815204	-0.062999088	unbias	0.338186692	G43_F_mean
TRINITY_DN125831_c0_g1_i1	gcn1l1	Chr01	142962312	142962312	0.215096015	unbias	0.768596815	Brain_mean
TRINITY_DN125832_c2_g1_i3	NA	NA	NA	NA	0.526190564	unbias	0.211077526	Brain_mean
TRINITY_DN125832_c3_g1_i1	NA	NA	NA	NA	-0.123230263	unbias	0.530407758	Ovary_mean
TRINITY_DN125832_c3_g3_i1	NA	NA	NA	NA	-0.09305422	unbias	0.187327856	G23_mean
TRINITY_DN125832_c4_g1_i1	NA	NA	NA	NA	0.042703435	unbias	0.581634178	Brain_mean
TRINITY_DN125832_c4_g2_i1	NA	NA	NA	NA	-0.014474694	unbias	0.50989057	Brain_mean
TRINITY_DN125832_c5_g1_i1	ntf3	Chr03	8583094	8583094	0.155075362	unbias	0.435772461	Brain_mean
TRINITY_DN125833_c0_g1_i2	NA	NA	NA	NA	-0.069395856	unbias	0.226824785	G23_mean
TRINITY_DN125833_c1_g2_i1	NA	NA	NA	NA	0.303172749	unbias	0.604757229	Testis_mean
TRINITY_DN125834_c4_g1_i1	LOC100485168	Chr10	7080477	7080477	0.421424259	unbias	0.417027115	G43_M_mean
TRINITY_DN125834_c5_g1_i4	NA	NA	NA	NA	0.021541982	unbias	0.380643796	Ovary_mean
TRINITY_DN125838_c1_g1_i1	NA	NA	NA	NA	-0.266583788	unbias	0.365070578	Ovary_mean
TRINITY_DN125838_c1_g2_i9	NA	NA	NA	NA	-0.113890378	unbias	0.201871671	Ovary_mean
TRINITY_DN125839_c0_g1_i1	NA	NA	NA	NA	-0.230067538	unbias	0.259674734	Brain_mean
TRINITY_DN125840_c7_g1_i3	NA	NA	NA	NA	-0.103326754	unbias	0.194424145	Ovary_mean
TRINITY_DN125841_c2_g2_i3	NA	NA	NA	NA	-0.172955904	unbias	0.885507587	Brain_mean
TRINITY_DN125843_c0_g2_i2	NA	NA	NA	NA	-0.161255025	unbias	0.845101236	Brain_mean
TRINITY_DN125844_c0_g2_i2	NA	NA	NA	NA	-0.13416361	unbias	0.526185858	Brain_mean
TRINITY_DN125845_c1_g1_i1	MGC145706	Chr05	29371823	29371823	-0.134234486	unbias	0.237444486	Testis_mean
TRINITY_DN125846_c0_g1_i1	NA	NA	NA	NA	-0.21324957	unbias	0.306822825	Brain_mean
TRINITY_DN125846_c1_g1_i1	NA	NA	NA	NA	-0.194961981	unbias	0.314552593	Ovary_mean
TRINITY_DN125847_c0_g1_i1	alkbh8	Chr02	157076170	157076170	0.206829105	unbias	0.308275506	G27_mean
TRINITY_DN125848_c0_g1_i3	NA	NA	NA	NA	-0.013520129	unbias	0.313877864	Ovary_mean
TRINITY_DN125849_c3_g2_i1	NA	NA	NA	NA	-0.053075143	unbias	0.335125042	Ovary_mean
TRINITY_DN125849_c5_g1_i1	NA	NA	NA	NA	-0.264118073	unbias	0.662957907	Brain_mean
TRINITY_DN125851_c4_g1_i3	tyw3	Chr04	71083107	71083107	-0.03665262	unbias	0.846139386	Brain_mean
TRINITY_DN125851_c4_g2_i4	NA	NA	NA	NA	-0.214081334	unbias	0.12816895	G23_mean
TRINITY_DN125852_c1_g1_i2	NA	NA	NA	NA	0.09854065	unbias	0.2160548	G43_F_mean
TRINITY_DN125854_c3_g1_i3	NA	NA	NA	NA	-0.062377458	unbias	0.286646062	G43_M_mean
TRINITY_DN125855_c2_g1_i1	NA	NA	NA	NA	-0.024710253	unbias	0.528260391	Brain_mean
TRINITY_DN125857_c4_g6_i1	NA	NA	NA	NA	0.06481429	unbias	0.264516081	Brain_mean
TRINITY_DN125858_c2_g1_i1	NA	NA	NA	NA	0.885449515	unbias	0.600310173	Liver_mean
TRINITY_DN125859_c1_g9_i4	snx18	Chr01	179119289	179119289	-0.621523647	unbias	0.432738352	Ovary_mean
TRINITY_DN125862_c2_g2_i4	NA	NA	NA	NA	-0.375289703	unbias	0.412298214	Liver_mean
TRINITY_DN125862_c3_g3_i4	NA	NA	NA	NA	-0.307356262	unbias	0.115464808	Testis_mean
TRINITY_DN125863_c0_g1_i1	NA	NA	NA	NA	0.577923465	unbias	0.686515848	Ovary_mean
TRINITY_DN125863_c4_g1_i1	NA	NA	NA	NA	-2.590887365	female	0.764248517	Ovary_mean
TRINITY_DN125863_c4_g4_i8	NA	NA	NA	NA	0.228595487	unbias	0.11010301	G43_M_mean
TRINITY_DN125866_c5_g1_i2	NA	NA	NA	NA	-0.093669568	unbias	0.407847008	Brain_mean
TRINITY_DN125866_c5_g2_i2	NA	NA	NA	NA	0.070701121	unbias	0.352405369	Ovary_mean
TRINITY_DN125867_c6_g3_i1	NA	NA	NA	NA	-0.224235497	unbias	0.585514993	G23_mean
TRINITY_DN125867_c6_g4_i1	gdpgp1	Chr03	98300941	98300941	-1.151928495	unbias	0.725347771	Liver_mean
TRINITY_DN125869_c9_g2_i2	NA	NA	NA	NA	0.077116083	unbias	0.385712507	Ovary_mean
TRINITY_DN125870_c0_g1_i1	NA	NA	NA	NA	0.023993772	unbias	0.369337756	G23_mean
TRINITY_DN125872_c0_g1_i1	NA	NA	NA	NA	-0.255600918	unbias	0.720905655	Brain_mean
TRINITY_DN125874_c11_g1_i1	NA	NA	NA	NA	-0.022131252	unbias	0.231830662	G23_mean
TRINITY_DN125875_c1_g1_i1	NA	NA	NA	NA	-0.480359278	unbias	0.536948189	Brain_mean
TRINITY_DN125875_c1_g3_i1	NA	NA	NA	NA	-0.05212956	unbias	0.357285586	Ovary_mean
TRINITY_DN125877_c0_g1_i2	NA	NA	NA	NA	-0.091385603	unbias	0.360108506	Ovary_mean
TRINITY_DN125879_c0_g1_i2	fbxo41	Chr01	10405434	10405434	-0.163532133	unbias	0.544356935	Brain_mean
TRINITY_DN125880_c0_g1_i1	NA	NA	NA	NA	0.028263124	unbias	0.241645369	G43_F_mean
TRINITY_DN125884_c1_g1_i5	NA	NA	NA	NA	-0.004969441	unbias	0.487884992	G46_M_mean
TRINITY_DN125885_c3_g3_i1	sfmbt2	Chr03	74345990	74345990	-0.057737122	unbias	0.337220918	Ovary_mean
TRINITY_DN125885_c4_g3_i1	rapsn	Chr04	8065548	8065548	0.099144312	unbias	0.180844176	G23_mean
TRINITY_DN125886_c1_g1_i2	NA	NA	NA	NA	0.337318747	unbias	0.514824006	G43_M_mean
TRINITY_DN125887_c1_g1_i7	nhlrc2	scaffold_132	374934	374934	-0.252420267	unbias	0.217621719	Testis_mean
TRINITY_DN125888_c0_g2_i7	NA	NA	NA	NA	0.112388906	unbias	0.181226626	G43_F_mean
TRINITY_DN125889_c2_g1_i1	NA	NA	NA	NA	-0.142979618	unbias	0.86686487	Brain_mean
TRINITY_DN125890_c4_g2_i3	NA	NA	NA	NA	0.005663801	unbias	0.513723504	Ovary_mean
TRINITY_DN125891_c2_g1_i1	NA	NA	NA	NA	0.064277201	unbias	0.228164013	Brain_mean
TRINITY_DN125891_c2_g4_i1	NA	NA	NA	NA	0.131589713	unbias	0.246263854	Ovary_mean
TRINITY_DN125891_c2_g7_i2	NA	NA	NA	NA	0.1297707	unbias	0.450112592	G27_mean
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	2.368689197	male	0.571056827	Ovary_mean
TRINITY_DN125894_c0_g1_i1	NA	NA	NA	NA	-0.043921115	unbias	0.780353379	Brain_mean
TRINITY_DN125895_c0_g1_i2	NA	NA	NA	NA	0.078021849	unbias	0.48136812	Ovary_mean
TRINITY_DN125899_c5_g1_i2	NA	NA	NA	NA	0.22910823	unbias	0.421467993	Ovary_mean
TRINITY_DN125900_c0_g1_i1	NA	NA	NA	NA	-1.028563614	unbias	0.607329547	G43_M_mean
TRINITY_DN125903_c0_g1_i1	tango2	Chr01	146783379	146783379	-0.467061632	unbias	0.319633691	Brain_mean
TRINITY_DN125906_c5_g3_i1	klhl40	Chr06	2588402	2588402	-0.136109244	unbias	0.497828934	G43_M_mean
TRINITY_DN125906_c7_g2_i1	scn3b	Chr07	54900494	54900494	-0.00412501	unbias	0.530632287	Brain_mean
TRINITY_DN125906_c8_g3_i13	NA	NA	NA	NA	0.06245336	unbias	0.49431115	Brain_mean
TRINITY_DN125908_c0_g1_i1	NA	NA	NA	NA	-0.265368171	unbias	0.689767699	Brain_mean
TRINITY_DN125909_c1_g1_i1	NA	NA	NA	NA	1.383340072	unbias	0.668692032	Brain_mean
TRINITY_DN125909_c2_g1_i2	NA	NA	NA	NA	-0.105551361	unbias	0.484450977	Ovary_mean
TRINITY_DN125909_c3_g1_i1	NA	NA	NA	NA	-0.109150918	unbias	0.279382076	Ovary_mean
TRINITY_DN125913_c3_g1_i2	NA	NA	NA	NA	-0.319208096	unbias	0.456413451	Ovary_mean
TRINITY_DN125913_c4_g1_i1	cfap97	Chr01	35359086	35359086	-0.198835035	unbias	0.466595451	Brain_mean
TRINITY_DN125913_c6_g1_i1	NA	NA	NA	NA	-0.025431627	unbias	0.788252424	Brain_mean
TRINITY_DN125913_c6_g2_i1	NA	NA	NA	NA	0.179022789	unbias	0.885171771	Brain_mean
TRINITY_DN125915_c0_g2_i2	NA	NA	NA	NA	-0.097221825	unbias	0.594820888	Ovary_mean
TRINITY_DN125916_c0_g2_i1	abcc4	Chr02	119015899	119015899	-0.146633517	unbias	0.407445178	Ovary_mean
TRINITY_DN125917_c0_g1_i1	tbc1d5	Chr06	79407546	79407546	0.011176743	unbias	0.243480908	Ovary_mean
TRINITY_DN125918_c1_g1_i4	NA	NA	NA	NA	0.042035578	unbias	0.410864085	Ovary_mean
TRINITY_DN125918_c1_g4_i1	NA	NA	NA	NA	0.089738059	unbias	0.292839067	G46_M_mean
TRINITY_DN125920_c1_g6_i1	pabpc1	Chr06	115766583	115766583	-0.189792043	unbias	0.367060202	G43_M_mean
TRINITY_DN125921_c3_g1_i2	NA	NA	NA	NA	-0.318253637	unbias	0.543404327	G43_M_mean
TRINITY_DN125921_c4_g3_i1	NA	NA	NA	NA	0.198914027	unbias	0.246908224	G43_M_mean
TRINITY_DN125922_c2_g4_i1	NA	NA	NA	NA	0.166108255	unbias	0.379604833	Ovary_mean
TRINITY_DN125923_c0_g2_i2	NA	NA	NA	NA	-0.546148246	unbias	0.201449646	G23_mean
TRINITY_DN125924_c0_g1_i1	NA	NA	NA	NA	-0.232191782	unbias	0.617459754	Brain_mean
TRINITY_DN125925_c5_g1_i1	NA	NA	NA	NA	0.630001274	unbias	0.542370114	G46_M_mean
TRINITY_DN125925_c5_g5_i1	NA	NA	NA	NA	-0.142523613	unbias	0.220921241	G46_F_mean
TRINITY_DN125925_c6_g1_i4	NA	NA	NA	NA	-0.100638488	unbias	0.740736479	Brain_mean
TRINITY_DN125929_c0_g1_i1	NA	NA	NA	NA	-0.100447963	unbias	0.25797155	Ovary_mean
TRINITY_DN125930_c0_g1_i3	ccdc151-like	Chr03	128395671	128395671	0.081341881	unbias	0.368104201	G43_M_mean
TRINITY_DN125934_c1_g1_i1	NA	NA	NA	NA	-0.264583375	unbias	0.803015342	Brain_mean
TRINITY_DN125935_c0_g2_i1	NA	NA	NA	NA	0.337203128	unbias	0.170747443	G46_M_mean
TRINITY_DN125935_c1_g1_i2	NA	NA	NA	NA	-0.051612552	unbias	0.269496418	Ovary_mean
TRINITY_DN125938_c4_g1_i6	NA	NA	NA	NA	0.043057165	unbias	0.452414606	Brain_mean
TRINITY_DN125938_c4_g2_i1	gatsl3	Chr01	131983209	131983209	-0.036702637	unbias	0.210433936	Brain_mean
TRINITY_DN125938_c4_g5_i1	NA	NA	NA	NA	0.287444251	unbias	0.547857199	G46_M_mean
TRINITY_DN125938_c5_g1_i1	rmi1	Chr01	122039604	122039604	-0.154134152	unbias	0.305492936	G23_mean
TRINITY_DN125938_c8_g1_i1	NA	NA	NA	NA	0.575294919	unbias	0.814285992	Brain_mean
TRINITY_DN125938_c8_g2_i1	NA	NA	NA	NA	-0.266199098	unbias	0.7678451	Brain_mean
TRINITY_DN125938_c8_g3_i1	LOC100485767-like	Chr06	5748415	5748415	-1.592520418	unbias	0.883509379	Brain_mean
TRINITY_DN125941_c1_g1_i1	adprh-like.1	Chr09	51271696	51271696	-0.048863681	unbias	0.206592872	Ovary_mean
TRINITY_DN125942_c2_g3_i6	slc39a11	Chr10	22695505	22695505	-0.128423449	unbias	0.175696692	G23_mean
TRINITY_DN125944_c4_g1_i2	NA	NA	NA	NA	-0.150830664	unbias	0.441562953	Ovary_mean
TRINITY_DN125944_c4_g3_i8	denr	Chr01	152957959	152957959	0.112088478	unbias	0.3815089	Ovary_mean
TRINITY_DN125946_c1_g1_i4	NA	NA	NA	NA	-0.350373768	unbias	0.357979501	Ovary_mean
TRINITY_DN125950_c0_g5_i5	NA	NA	NA	NA	-0.153097422	unbias	0.385047901	Brain_mean
TRINITY_DN125953_c0_g1_i2	Xetrov90028927m	scaffold_466	46032	46032	-0.003786772	unbias	0.30665543	Testis_mean
TRINITY_DN125955_c2_g1_i6	NA	NA	NA	NA	0.55538445	unbias	0.205605834	G27_mean
TRINITY_DN125956_c0_g1_i1	NA	NA	NA	NA	0.124931968	unbias	0.168272036	Testis_mean
TRINITY_DN125956_c0_g2_i1	NA	NA	NA	NA	-0.125678232	unbias	0.118282875	Ovary_mean
TRINITY_DN125956_c1_g1_i1	NA	NA	NA	NA	-0.251444034	unbias	0.365966484	Brain_mean
TRINITY_DN125956_c3_g1_i3	Xetrov90005935m	Chr02	112329657	112329657	-0.041310866	unbias	0.28782112	G23_mean
TRINITY_DN125957_c0_g1_i1	grsf1	Chr09	77256176	77256176	-0.107279215	unbias	0.203515801	G43_M_mean
TRINITY_DN125960_c1_g1_i3	NA	NA	NA	NA	0.250617038	unbias	0.661965655	Ovary_mean
TRINITY_DN125961_c0_g2_i1	NA	NA	NA	NA	0.026102733	unbias	0.276535902	Ovary_mean
TRINITY_DN125962_c0_g1_i6	rpn1	Chr04	125087462	125087462	-0.129359606	unbias	0.579085323	Brain_mean
TRINITY_DN125963_c2_g2_i1	NA	NA	NA	NA	0.114716742	unbias	0.748932843	Brain_mean
TRINITY_DN125963_c8_g3_i1	alkbh7-like	Chr03	129763682	129763682	0.037877006	unbias	0.68660902	Ovary_mean
TRINITY_DN125963_c8_g4_i2	nkx2-5	Chr03	33912953	33912953	0.185774797	unbias	0.304379988	Ovary_mean
TRINITY_DN125966_c2_g1_i2	NA	NA	NA	NA	-0.007431859	unbias	0.302585285	Brain_mean
TRINITY_DN125966_c3_g1_i1	NA	NA	NA	NA	-0.229945725	unbias	0.231203638	Ovary_mean
TRINITY_DN125968_c1_g1_i3	stk32b	Chr01	19018414	19018414	-0.022267976	unbias	0.088605711	G43_M_mean
TRINITY_DN125969_c3_g1_i1	mrpl17	Chr08	60741251	60741251	0.129500878	unbias	0.287180849	G23_mean
TRINITY_DN125969_c4_g3_i1	vkorc1l1	Chr02	94109142	94109142	-0.085125571	unbias	0.347351387	Brain_mean
TRINITY_DN125969_c6_g2_i4	NA	NA	NA	NA	0.230197037	unbias	0.211339953	Testis_mean
TRINITY_DN125969_c7_g1_i1	NA	NA	NA	NA	-0.05915178	unbias	0.872935531	Brain_mean
TRINITY_DN125969_c7_g4_i1	NA	NA	NA	NA	0.294586951	unbias	0.528451319	Ovary_mean
TRINITY_DN125972_c14_g4_i1	NA	NA	NA	NA	0.019509827	unbias	0.665145415	Brain_mean
TRINITY_DN125974_c10_g2_i1	NA	NA	NA	NA	-0.147352714	unbias	0.196638704	G23_mean
TRINITY_DN125974_c13_g1_i1	shisa2	Chr02	153305349	153305349	0.101918532	unbias	0.303920953	G23_mean
TRINITY_DN125974_c7_g2_i1	NA	NA	NA	NA	0.076494281	unbias	0.365171794	G23_mean
TRINITY_DN125974_c9_g2_i2	hydin	Chr04	27332597	27332597	0.042145032	unbias	0.839576606	Brain_mean
TRINITY_DN125975_c9_g3_i5	tet3	Chr03	113017906	113017906	-0.184307325	unbias	0.567133157	Brain_mean
TRINITY_DN125976_c2_g2_i1	Xetrov90016715m	Chr06	95328043	95328043	0.290266748	unbias	0.875426359	Brain_mean
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA	-0.062086303	unbias	0.430655297	Ovary_mean
TRINITY_DN125978_c0_g1_i1	NA	NA	NA	NA	0.030690887	unbias	0.311930649	Ovary_mean
TRINITY_DN125980_c1_g1_i1	NA	NA	NA	NA	-0.204660137	unbias	0.440368415	Ovary_mean
TRINITY_DN125981_c4_g3_i1	NA	NA	NA	NA	0.172684097	unbias	0.678856864	Brain_mean
TRINITY_DN125982_c2_g1_i1	NA	NA	NA	NA	-0.97362859	unbias	0.526479801	G46_M_mean
TRINITY_DN125982_c5_g1_i1	NA	NA	NA	NA	-0.114412455	unbias	0.616036869	Ovary_mean
TRINITY_DN125982_c5_g2_i2	NA	NA	NA	NA	-0.374255189	unbias	0.457931572	Ovary_mean
TRINITY_DN125983_c0_g2_i1	NA	NA	NA	NA	-0.317586131	unbias	0.359556559	Ovary_mean
TRINITY_DN125985_c0_g1_i3	NA	NA	NA	NA	-0.027483311	unbias	0.446096242	Ovary_mean
TRINITY_DN125986_c0_g1_i2	ier5l	Chr08	5116892	5116892	-0.001031645	unbias	0.260040788	Ovary_mean
TRINITY_DN125987_c0_g1_i2	h6pd	Chr07	80822721	80822721	-0.109998388	unbias	0.439993515	Ovary_mean
TRINITY_DN125988_c0_g3_i1	NA	NA	NA	NA	-0.053959385	unbias	0.483770409	Ovary_mean
TRINITY_DN125989_c1_g1_i1	NA	NA	NA	NA	0.159005493	unbias	0.366852445	Ovary_mean
TRINITY_DN125989_c1_g2_i1	braf-like	scaffold_584	33703	33703	0.048565147	unbias	0.311671137	Ovary_mean
TRINITY_DN125989_c2_g1_i1	rnaseh2c	Chr04	37683520	37683520	0.334086557	unbias	0.586943401	Brain_mean
TRINITY_DN125989_c2_g2_i1	NA	NA	NA	NA	0.586825376	unbias	0.505654947	Brain_mean
TRINITY_DN125989_c2_g4_i1	NA	NA	NA	NA	0.581316441	unbias	0.421866081	Brain_mean
TRINITY_DN125990_c0_g4_i2	NA	NA	NA	NA	0.124349692	unbias	0.31969104	Brain_mean
TRINITY_DN125990_c1_g2_i2	NA	NA	NA	NA	-0.267117818	unbias	0.207524037	Ovary_mean
TRINITY_DN125990_c2_g2_i7	NA	NA	NA	NA	0.121749446	unbias	0.110041397	G43_M_mean
TRINITY_DN125990_c2_g3_i2	NA	NA	NA	NA	0.125033449	unbias	0.352280989	Liver_mean
TRINITY_DN125993_c7_g2_i3	NA	NA	NA	NA	0.015929182	unbias	0.219337917	Brain_mean
TRINITY_DN125994_c0_g1_i3	mrpl42	Chr03	46707717	46707717	0.209262219	unbias	0.49955615	Ovary_mean
TRINITY_DN125994_c0_g2_i1	NA	NA	NA	NA	0.144467059	unbias	0.305134829	Ovary_mean
TRINITY_DN125995_c6_g1_i1	NA	NA	NA	NA	0.190627931	unbias	0.547570188	G23_mean
TRINITY_DN125995_c6_g3_i1	NA	NA	NA	NA	-0.009955072	unbias	0.497235334	G23_mean
TRINITY_DN125995_c8_g1_i1	NA	NA	NA	NA	0.095844548	unbias	0.28786359	Testis_mean
TRINITY_DN125996_c11_g2_i1	NA	NA	NA	NA	-0.219923134	unbias	0.40326689	Brain_mean
TRINITY_DN125997_c0_g3_i2	NA	NA	NA	NA	-0.087508987	unbias	0.497794641	Ovary_mean
TRINITY_DN125998_c0_g1_i2	NA	NA	NA	NA	0.293417036	unbias	0.751916825	Brain_mean
TRINITY_DN125998_c1_g1_i4	NA	NA	NA	NA	0.040242391	unbias	0.342388799	Brain_mean
TRINITY_DN125998_c1_g2_i1	tut1	Chr04	41542163	41542163	0.252833645	unbias	0.865446333	Brain_mean
TRINITY_DN125999_c6_g2_i9	NA	NA	NA	NA	0.085594366	unbias	0.164228202	G23_mean
TRINITY_DN125999_c6_g3_i1	NA	NA	NA	NA	-5.623992334	female	0.913782939	Ovary_mean
TRINITY_DN126001_c0_g1_i1	NA	NA	NA	NA	0.05098795	unbias	0.329648281	Ovary_mean
TRINITY_DN126003_c2_g1_i1	NA	NA	NA	NA	0.012375337	unbias	0.079454401	G43_M_mean
TRINITY_DN126003_c5_g1_i1	NA	NA	NA	NA	0.0095228	unbias	0.232837329	G43_F_mean
TRINITY_DN126007_c0_g2_i4	NA	NA	NA	NA	-0.279011214	unbias	0.432041472	G46_F_mean
TRINITY_DN126007_c1_g2_i2	NA	NA	NA	NA	-0.222826206	unbias	0.385071313	Brain_mean
TRINITY_DN126007_c1_g3_i2	LOC100498627	Chr01	131257426	131257426	-0.036924749	unbias	0.268541198	Ovary_mean
TRINITY_DN126007_c1_g4_i4	NA	NA	NA	NA	0.058661385	unbias	0.407537833	Brain_mean
TRINITY_DN126008_c0_g4_i2	NA	NA	NA	NA	-0.195287455	unbias	0.68815557	Brain_mean
TRINITY_DN126009_c1_g1_i1	NA	NA	NA	NA	-0.271632815	unbias	0.345740504	Brain_mean
TRINITY_DN126009_c3_g1_i3	cytip	Chr09	68990506	68990506	0.065892745	unbias	0.144970569	Ovary_mean
TRINITY_DN126009_c3_g3_i1	edem3-like	Chr04	103857337	103857337	-0.072317389	unbias	0.150806577	Testis_mean
TRINITY_DN126011_c0_g1_i2	NA	NA	NA	NA	-0.364158931	unbias	0.462702072	Ovary_mean
TRINITY_DN126012_c6_g1_i5	NA	NA	NA	NA	0.175846992	unbias	0.624647527	Brain_mean
TRINITY_DN126015_c0_g1_i5	NA	NA	NA	NA	-0.585835541	unbias	0.108189953	G27_mean
TRINITY_DN126016_c2_g1_i2	NA	NA	NA	NA	0.113446084	unbias	0.31615319	G27_mean
TRINITY_DN126017_c0_g1_i1	NA	NA	NA	NA	0.03119532	unbias	0.385171222	G43_M_mean
TRINITY_DN126018_c0_g1_i2	mrps14	Chr04	87973514	87973514	0.204316529	unbias	0.693709183	Brain_mean
TRINITY_DN126019_c3_g2_i1	NA	NA	NA	NA	0.064965801	unbias	0.179429378	G23_mean
TRINITY_DN126020_c0_g2_i1	NA	NA	NA	NA	-0.006728865	unbias	0.375528507	Ovary_mean
TRINITY_DN126022_c0_g1_i1	arrdc3	Chr01	171087831	171087831	0.310209133	unbias	0.409415968	G27_mean
TRINITY_DN126024_c0_g2_i3	NA	NA	NA	NA	0.077248932	unbias	0.446050109	Ovary_mean
TRINITY_DN126025_c6_g1_i1	NA	NA	NA	NA	0.14391552	unbias	0.456908984	G43_F_mean
TRINITY_DN126025_c7_g3_i1	ralgapa2	Chr05	24677228	24677228	0.172525581	unbias	0.623884171	Ovary_mean
TRINITY_DN126027_c4_g1_i1	NA	NA	NA	NA	0.054512004	unbias	0.550018517	Brain_mean
TRINITY_DN126027_c5_g1_i5	NA	NA	NA	NA	0.193609082	unbias	0.213192404	G23_mean
TRINITY_DN126027_c5_g2_i1	ccdc92	Chr01	152187591	152187591	-4.880949631	female	0.924322313	Ovary_mean
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	0.077054533	unbias	0.455186364	Ovary_mean
TRINITY_DN126028_c1_g4_i1	NA	NA	NA	NA	0.180073103	unbias	0.641661331	Brain_mean
TRINITY_DN126028_c1_g5_i1	NA	NA	NA	NA	-0.021366193	unbias	0.70933646	Brain_mean
TRINITY_DN126028_c3_g1_i1	NA	NA	NA	NA	0.402073842	unbias	0.722013904	Testis_mean
TRINITY_DN126028_c5_g1_i1	LOC100216141	scaffold_347	92690	92690	0.030305023	unbias	0.34241691	Liver_mean
TRINITY_DN126030_c0_g2_i2	NA	NA	NA	NA	-0.006480759	unbias	0.558286839	Brain_mean
TRINITY_DN126031_c3_g1_i1	NA	NA	NA	NA	-0.260105589	unbias	0.592822472	Ovary_mean
TRINITY_DN126031_c4_g2_i3	c17orf53-like	Chr10	14162484	14162484	-0.276169505	unbias	0.150665114	G46_F_mean
TRINITY_DN126032_c0_g1_i1	NA	NA	NA	NA	-0.260235696	unbias	0.512136716	Brain_mean
TRINITY_DN126032_c0_g2_i6	snrpd1	Chr06	82288660	82288660	-0.071089356	unbias	0.55189007	Ovary_mean
TRINITY_DN126033_c1_g3_i4	cib2	Chr03	81482528	81482528	0.226013031	unbias	0.242247737	Brain_mean
TRINITY_DN126033_c1_g4_i1	snx25-like	Chr01	35262666	35262666	-0.060613175	unbias	0.287626419	Brain_mean
TRINITY_DN126034_c0_g1_i1	gzf1	Chr05	20804045	20804045	0.233713789	unbias	0.165203451	G43_F_mean
TRINITY_DN126034_c2_g1_i3	NA	NA	NA	NA	-0.242415429	unbias	0.153202975	G23_mean
TRINITY_DN126034_c2_g2_i2	NA	NA	NA	NA	0.243778835	unbias	0.373523069	G23_mean
TRINITY_DN126034_c3_g1_i2	NA	NA	NA	NA	0.309018157	unbias	0.322213411	G27_mean
TRINITY_DN126035_c2_g1_i6	NA	NA	NA	NA	-0.131665368	unbias	0.211392562	Testis_mean
TRINITY_DN126036_c6_g4_i2	lpcat3	Chr07	849641	849641	0.064365237	unbias	0.078792941	G27_mean
TRINITY_DN126037_c0_g1_i1	NA	NA	NA	NA	1.688467176	unbias	0.78914309	Brain_mean
TRINITY_DN126037_c0_g3_i1	NA	NA	NA	NA	0.754166508	unbias	0.759898775	Brain_mean
TRINITY_DN126038_c0_g1_i2	NA	NA	NA	NA	0.098077756	unbias	0.51544556	Ovary_mean
TRINITY_DN126039_c4_g2_i1	NA	NA	NA	NA	-0.067561559	unbias	0.24066906	Ovary_mean
