gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN129692_c0_g1_i2	NA	NA	NA	NA	0.004947608	unbias	0.154722588	Testis_mean	0.0902	0.1236	1.3699
TRINITY_DN129696_c0_g1_i1	NA	NA	NA	NA	0.004155265	unbias	0.361744776	Ovary_mean	0.122	0.1848	1.5151
TRINITY_DN129700_c0_g1_i1	NA	NA	NA	NA	-0.059894195	unbias	0.313397637	Brain_mean	0.0598	0.0677	1.1319
TRINITY_DN129701_c1_g8_i3	fam107b	Chr03	71773389	71773389	0.30008695	unbias	0.451936326	Ovary_mean	0.1264	0.2095	1.6568
TRINITY_DN129703_c2_g1_i1	NA	NA	NA	NA	-0.020061579	unbias	0.262583669	Ovary_mean	0.1703	0.229	1.3446
TRINITY_DN129703_c3_g1_i5	NA	NA	NA	NA	-0.206020223	unbias	0.216444043	Testis_mean	0.0383	0.039	1.0179
TRINITY_DN129706_c0_g1_i1	tmem38a	Chr01	100044292	100044292	0.267674403	unbias	0.452873173	Ovary_mean	0.0394	0.0615	1.5618
TRINITY_DN129708_c0_g1_i1	NA	NA	NA	NA	-0.09431517	unbias	0.332866838	Ovary_mean	0.1532	0.3044	1.9873
TRINITY_DN129711_c1_g4_i4	NA	NA	NA	NA	-0.007367071	unbias	0.200083988	Ovary_mean	0.1703	0.2872	1.6857
TRINITY_DN129715_c1_g3_i1	NA	NA	NA	NA	0.035309061	unbias	0.685750525	Brain_mean	0.0153	0.0282	1.8416
TRINITY_DN129715_c2_g8_i1	NA	NA	NA	NA	-0.195031322	unbias	0.348366369	G46_M_mean	0.1555	0.2565	1.6493
TRINITY_DN129719_c1_g1_i2	NA	NA	NA	NA	0.661159196	unbias	0.419436962	Ovary_mean	0.1406	0.2184	1.5527
TRINITY_DN129722_c0_g2_i5	c1s	Chr07	881836	881836	0.254115408	unbias	0.532535922	G43_M_mean	0.1488	0.2891	1.9429
TRINITY_DN129723_c0_g1_i2	NA	NA	NA	NA	0.084191855	unbias	0.117138156	G23_mean	0.0385	0.0435	1.1289
TRINITY_DN129727_c0_g1_i1	NA	NA	NA	NA	-0.330899473	unbias	0.502205065	Ovary_mean	0.1303	0.2139	1.6418
TRINITY_DN129727_c1_g1_i1	NA	NA	NA	NA	0.02725808	unbias	0.216004463	G23_mean	0.0554	0.1095	1.978
TRINITY_DN129729_c0_g2_i2	NA	NA	NA	NA	0.221096272	unbias	0.627159928	G27_mean	0.0942	0.0888	0.9432
TRINITY_DN129729_c0_g3_i1	NA	NA	NA	NA	-0.37826906	unbias	0.360239654	Ovary_mean	0.0306	0.0425	1.3902
TRINITY_DN129735_c4_g1_i1	NA	NA	NA	NA	0.09724507	unbias	0.659473922	Brain_mean	0.1114	0.1421	1.2751
TRINITY_DN129736_c3_g1_i1	NA	NA	NA	NA	-0.040156592	unbias	0.558479925	Brain_mean	0.0499	0.0693	1.3906
TRINITY_DN129737_c1_g1_i1	NA	NA	NA	NA	-0.096365896	unbias	0.102013929	Ovary_mean	0.0707	0.0793	1.1212
TRINITY_DN129738_c1_g6_i4	NA	NA	NA	NA	-0.029062411	unbias	0.49081824	Ovary_mean	0.1576	0.2936	1.8628
TRINITY_DN129740_c0_g3_i1	NA	NA	NA	NA	-0.254120038	unbias	0.270681717	G23_mean	0.146	0.1789	1.2252
TRINITY_DN129744_c0_g2_i2	NA	NA	NA	NA	0.224608498	unbias	0.272189304	G27_mean	0.0725	0.137	1.8889
TRINITY_DN129747_c1_g3_i1	LOC101734175	Chr01	82296754	82296754	0.318085114	unbias	0.62705502	Testis_mean	0.0719	0.1343	1.867
TRINITY_DN129754_c0_g2_i2	cpsf6	Chr03	49490346	49490346	0.085739067	unbias	0.431475697	Ovary_mean	0.1176	0.1973	1.6776
TRINITY_DN129754_c1_g1_i1	NA	NA	NA	NA	0.287956531	unbias	0.274322422	Ovary_mean	0.0481	0.0901	1.8726
TRINITY_DN129755_c4_g2_i2	NA	NA	NA	NA	0.048590222	unbias	0.722134771	Brain_mean	0.1441	0.2333	1.619
TRINITY_DN129760_c3_g2_i1	NA	NA	NA	NA	0.516776978	unbias	0.423127439	Ovary_mean	0.0219	0.0399	1.8246
TRINITY_DN129764_c2_g2_i3	pim1	Chr04	126438343	126438343	0.131904341	unbias	0.223255323	Brain_mean	0.0456	0.0485	1.0637
TRINITY_DN129765_c1_g3_i2	NA	NA	NA	NA	-0.097148786	unbias	0.74602992	Brain_mean	0.0192	0.0234	1.218
TRINITY_DN129765_c1_g6_i4	NA	NA	NA	NA	0.205538228	unbias	0.428055678	Ovary_mean	0.0595	0.0886	1.4901
TRINITY_DN129766_c2_g9_i1	NA	NA	NA	NA	0.066394093	unbias	0.594415511	Brain_mean	0.1464	0.2112	1.443
TRINITY_DN129767_c1_g1_i1	NA	NA	NA	NA	-0.101204601	unbias	0.611225369	Ovary_mean	0.0662	0.0939	1.4188
TRINITY_DN129774_c0_g2_i2	NA	NA	NA	NA	-0.048887632	unbias	0.279827122	Testis_mean	0.0714	0.094	1.3165
TRINITY_DN129780_c0_g1_i2	NA	NA	NA	NA	0.212757269	unbias	0.333688395	Brain_mean	0.0566	0.0613	1.0829
TRINITY_DN129781_c0_g1_i1	NA	NA	NA	NA	-0.01867911	unbias	0.482545567	Ovary_mean	0.0682	0.1175	1.7235
TRINITY_DN129784_c1_g3_i1	NA	NA	NA	NA	0.103240622	unbias	0.212086515	Brain_mean	0.0367	0.0519	1.4144
TRINITY_DN129784_c1_g7_i1	NA	NA	NA	NA	3.046084984	male	0.375785353	G46_M_mean	0.1274	0.1851	1.4525
TRINITY_DN129785_c2_g1_i5	NA	NA	NA	NA	0.05269455	unbias	0.581619291	Brain_mean	0.0185	0.0301	1.6294
TRINITY_DN129787_c3_g1_i1	NA	NA	NA	NA	-0.093829154	unbias	0.381630361	Ovary_mean	0.0601	0.0742	1.2345
TRINITY_DN129787_c7_g1_i1	NA	NA	NA	NA	0.077142163	unbias	0.358609356	Ovary_mean	0.1308	0.1676	1.2815
TRINITY_DN129790_c0_g1_i6	ripk1	Chr06	51057521	51057521	-0.060283995	unbias	0.292425731	Ovary_mean	0.0594	0.1034	1.7417
TRINITY_DN129794_c2_g3_i1	NA	NA	NA	NA	0.008289493	unbias	0.21022415	Ovary_mean	0.0504	0.058	1.1513
TRINITY_DN129798_c2_g1_i1	NA	NA	NA	NA	0.287895456	unbias	0.155911526	Ovary_mean	0.0593	0.0862	1.4548
TRINITY_DN129804_c0_g1_i8	NA	NA	NA	NA	0.117684968	unbias	0.184699546	Testis_mean	0.0481	0.0824	1.7118
TRINITY_DN129806_c7_g1_i1	NA	NA	NA	NA	-0.127329792	unbias	0.49568002	Brain_mean	0.1076	0.0589	0.5469
TRINITY_DN129807_c6_g5_i1	NA	NA	NA	NA	-0.064979444	unbias	0.339907966	Brain_mean	0.0413	0.0461	1.116
TRINITY_DN129813_c1_g8_i1	gnai1	Chr03	69432275	69432275	0.513050092	unbias	0.19914424	G23_mean	0.0607	0.0988	1.6292
TRINITY_DN129816_c1_g2_i7	NA	NA	NA	NA	0.036274799	unbias	0.363437375	Ovary_mean	0.0594	0.0813	1.3682
TRINITY_DN129822_c0_g1_i2	NA	NA	NA	NA	-0.156449161	unbias	0.436483709	G27_mean	0.1341	0.1568	1.1688
TRINITY_DN129823_c2_g1_i1	NA	NA	NA	NA	0.159961986	unbias	0.405805569	G23_mean	0.0493	0.0443	0.8978
TRINITY_DN129823_c3_g4_i2	NA	NA	NA	NA	-0.191000554	unbias	0.380540717	Ovary_mean	0.1603	0.2702	1.6852
TRINITY_DN129824_c0_g5_i1	NA	NA	NA	NA	-0.056488418	unbias	0.20791464	Brain_mean	0.0895	0.1181	1.3192
TRINITY_DN129825_c0_g1_i1	NA	NA	NA	NA	-0.130235175	unbias	0.4477782	Brain_mean	0.1742	0.301	1.7281
TRINITY_DN129825_c1_g2_i1	NA	NA	NA	NA	-0.416840101	unbias	0.355544264	G43_M_mean	0.2375	0.3795	1.5982
TRINITY_DN129826_c3_g1_i3	ccne2	Chr06	115616510	115616510	-0.25881652	unbias	0.412195276	Ovary_mean	0.1122	0.0911	0.8126
TRINITY_DN129827_c2_g1_i1	NA	NA	NA	NA	-0.135607135	unbias	0.294016489	Ovary_mean	0.1406	0.1916	1.3635
TRINITY_DN129827_c5_g2_i1	bub3	Chr07	11772245	11772245	-0.728046138	unbias	0.298658793	G46_M_mean	0.0551	0.0818	1.4852
TRINITY_DN129836_c0_g2_i1	sds	Chr01	133764075	133764075	-0.105353425	unbias	0.554171617	G46_M_mean	0.0481	0.0718	1.4928
TRINITY_DN129836_c0_g3_i3	mmp16	Chr06	110830741	110830741	-0.050175263	unbias	0.319778702	Ovary_mean	0.0737	0.1286	1.7456
TRINITY_DN129844_c3_g1_i2	NA	NA	NA	NA	-0.085934622	unbias	0.208207464	G43_M_mean	0.0545	0.0761	1.3957
TRINITY_DN129845_c1_g2_i1	NA	NA	NA	NA	-0.102364861	unbias	0.32842004	Ovary_mean	0.0611	0.0819	1.3413
TRINITY_DN129845_c2_g19_i2	NA	NA	NA	NA	0.034799281	unbias	0.49372077	Ovary_mean	0.0556	0.0767	1.3784
TRINITY_DN129847_c0_g1_i5	NA	NA	NA	NA	-0.192613078	unbias	0.333557782	Testis_mean	0.0829	0.1536	1.8529
TRINITY_DN129849_c0_g1_i3	NA	NA	NA	NA	0.115274081	unbias	0.386852431	Ovary_mean	0.118	0.1469	1.2443
TRINITY_DN129852_c1_g1_i2	NA	NA	NA	NA	-0.021574415	unbias	0.234761227	Ovary_mean	0.0643	0.0962	1.495
TRINITY_DN129856_c1_g1_i6	tm9sf4	scaffold_284	901	901	-0.100555182	unbias	0.398875285	Testis_mean	0.0441	0.0296	0.6726
TRINITY_DN129857_c4_g1_i1	NA	NA	NA	NA	0.109078578	unbias	0.335800077	G27_mean	0.0536	0.0934	1.7446
TRINITY_DN129857_c4_g5_i4	NA	NA	NA	NA	0.085170642	unbias	0.509715066	Brain_mean	0.0495	0.0359	0.7244
TRINITY_DN129858_c0_g3_i1	NA	NA	NA	NA	-0.031374583	unbias	0.073664513	Testis_mean	0.0109	0.0135	1.2407
TRINITY_DN129859_c0_g13_i1	bcl2	Chr06	52586637	52586637	0.543495086	unbias	0.284343537	G43_M_mean	0.0445	0.0487	1.0941
TRINITY_DN129860_c0_g3_i1	NA	NA	NA	NA	0.550797218	unbias	0.511691596	Ovary_mean	0.0369	0.0728	1.9754
TRINITY_DN129864_c0_g1_i2	NA	NA	NA	NA	0.161205373	unbias	0.723066309	Brain_mean	0.0091	0.0086	0.9476
TRINITY_DN129868_c1_g3_i1	NA	NA	NA	NA	-0.167796154	unbias	0.522020979	Ovary_mean	0.0434	0.0527	1.2134
TRINITY_DN129880_c2_g1_i1	NA	NA	NA	NA	0.29227263	unbias	0.694242821	Ovary_mean	0.1399	0.2557	1.8283
TRINITY_DN129884_c3_g1_i1	sav1	Chr08	72161391	72161391	0.097013491	unbias	0.773723238	Ovary_mean	0.0436	0.0412	0.9444
TRINITY_DN129884_c4_g1_i1	NA	NA	NA	NA	0.074908543	unbias	0.482772197	Brain_mean	0.0383	0.0405	1.059
TRINITY_DN129888_c13_g3_i1	NA	NA	NA	NA	0.11931109	unbias	0.317320299	Brain_mean	0.1816	0.3596	1.9806
TRINITY_DN129894_c0_g2_i1	cep135	Chr01	31450070	31450070	-0.040503027	unbias	0.714873932	Brain_mean	0.0719	0.089	1.2384
TRINITY_DN129896_c0_g2_i2	NA	NA	NA	NA	-0.066673284	unbias	0.568819539	G46_F_mean	0.0797	0.1279	1.6034
TRINITY_DN129897_c11_g2_i2	gpr156	scaffold_367	77310	77310	-0.088822832	unbias	0.600515684	G23_mean	0.0802	0.1108	1.3821
TRINITY_DN129898_c0_g1_i1	NA	NA	NA	NA	0.55285654	unbias	0.351611726	G43_F_mean	0.072	0.0806	1.1202
TRINITY_DN129901_c2_g1_i2	NA	NA	NA	NA	0.114226756	unbias	0.520770337	Brain_mean	0.06	0.0564	0.9402
TRINITY_DN129904_c0_g4_i1	zeb1	Chr06	14907537	14907537	-0.264011501	unbias	0.362233044	Brain_mean	0.0863	0.1619	1.8766
TRINITY_DN129905_c0_g1_i2	NA	NA	NA	NA	-0.161096581	unbias	0.282900428	Ovary_mean	0.0363	0.0472	1.299
TRINITY_DN129907_c0_g1_i3	NA	NA	NA	NA	0.30925321	unbias	0.376955671	Ovary_mean	0.2076	0.3701	1.7823
TRINITY_DN129908_c0_g1_i1	NA	NA	NA	NA	0.205405633	unbias	0.258260469	Ovary_mean	0.0585	0.0754	1.2894
TRINITY_DN129910_c0_g1_i2	NA	NA	NA	NA	-0.121213747	unbias	0.375262629	Brain_mean	0.1585	0.216	1.3629
TRINITY_DN129912_c3_g1_i1	dars2-like	Chr04	87626035	87626035	-0.102118011	unbias	0.939598022	Brain_mean	0.0271	0.0311	1.1483
TRINITY_DN129914_c0_g1_i1	atf5	Chr07	95470407	95470407	0.090470973	unbias	0.412030063	Brain_mean	0.0489	0.0529	1.0825
TRINITY_DN129919_c0_g2_i13	NA	NA	NA	NA	0.240200086	unbias	0.150863816	Ovary_mean	0.1956	0.2785	1.4241
TRINITY_DN129920_c0_g2_i4	NA	NA	NA	NA	0.645548316	unbias	0.533868101	Brain_mean	0.0931	0.1208	1.2972
TRINITY_DN129922_c2_g5_i2	NA	NA	NA	NA	0.020297974	unbias	0.242057743	Ovary_mean	0.0315	0.0566	1.7949
TRINITY_DN129923_c0_g2_i3	NA	NA	NA	NA	-0.111679545	unbias	0.602031954	Ovary_mean	0.1994	0.3585	1.7977
TRINITY_DN129928_c3_g2_i2	cebpe	Chr01	127330623	127330623	-0.38379095	unbias	0.683018614	Ovary_mean	0.0475	0.0714	1.5032
TRINITY_DN129929_c2_g1_i2	NA	NA	NA	NA	-0.002406947	unbias	0.196316826	Testis_mean	0.1307	0.1338	1.0235
TRINITY_DN129929_c2_g2_i1	srsf1	Chr02	50295128	50295128	0.225525386	unbias	0.55931104	Ovary_mean	0.0897	0.1316	1.4673
TRINITY_DN129930_c1_g3_i2	irx2	Chr06	36743655	36743655	-0.231488599	unbias	0.238398407	Ovary_mean	0.2788	0.3056	1.0961
TRINITY_DN129931_c1_g1_i1	NA	NA	NA	NA	0.06470048	unbias	0.214169026	Liver_mean	0.0648	0.0997	1.5392
TRINITY_DN129936_c0_g2_i3	NA	NA	NA	NA	0.20087518	unbias	0.856629238	Brain_mean	0.0239	0.031	1.2973
TRINITY_DN129939_c4_g1_i15	NA	NA	NA	NA	0.111688842	unbias	0.604999072	Ovary_mean	0.1198	0.2042	1.7049
TRINITY_DN129942_c2_g2_i2	NA	NA	NA	NA	-0.232361651	unbias	0.704923096	Ovary_mean	0.119	0.1839	1.546
TRINITY_DN129948_c3_g4_i3	NA	NA	NA	NA	0.151055111	unbias	0.256574658	G43_M_mean	0.0593	0.0751	1.2648
TRINITY_DN129951_c2_g1_i2	NA	NA	NA	NA	-0.038995125	unbias	0.452840239	Ovary_mean	0.022	0.0217	0.9844
TRINITY_DN129951_c2_g3_i2	LOC101735145	Chr07	27412151	27412151	0.013316957	unbias	0.307866414	Brain_mean	0.0122	0.0125	1.0237
TRINITY_DN129961_c0_g2_i1	tlx3	Chr03	22640473	22640473	-0.179145783	unbias	0.163616225	Brain_mean	0.1081	0.1539	1.4231
TRINITY_DN129971_c0_g2_i1	bccip	Chr07	16754974	16754974	0.294861425	unbias	0.441871639	Testis_mean	0.1025	0.1979	1.9312
TRINITY_DN129986_c2_g2_i1	NA	NA	NA	NA	0.006912624	unbias	0.483661533	Ovary_mean	0.0487	0.0866	1.7778
TRINITY_DN129987_c0_g1_i1	NA	NA	NA	NA	-0.024747836	unbias	0.32400258	Testis_mean	0.14	0.2437	1.7406
TRINITY_DN129989_c0_g1_i1	NA	NA	NA	NA	0.002064915	unbias	0.081277813	Testis_mean	0.0492	0.0408	0.8307
TRINITY_DN129991_c0_g1_i1	NA	NA	NA	NA	-0.030780645	unbias	0.464917415	Brain_mean	0.0473	0.0727	1.5383
TRINITY_DN129992_c0_g1_i1	NA	NA	NA	NA	-0.010056686	unbias	0.611667404	Brain_mean	0.0663	0.0758	1.1442
TRINITY_DN130000_c0_g1_i1	NA	NA	NA	NA	-0.238949113	unbias	0.376624571	Brain_mean	0.0918	0.1637	1.7824
TRINITY_DN130004_c0_g1_i1	NA	NA	NA	NA	0.152511354	unbias	0.239207635	Liver_mean	0.0319	0.0408	1.2779
TRINITY_DN130007_c1_g1_i1	NA	NA	NA	NA	0.291215969	unbias	0.464027146	G23_mean	0.114	0.1749	1.5346
TRINITY_DN130016_c2_g2_i6	NA	NA	NA	NA	-0.189095916	unbias	0.484018791	Ovary_mean	0.2234	0.3923	1.756
TRINITY_DN130021_c0_g3_i2	NA	NA	NA	NA	-0.01626601	unbias	0.460934006	Brain_mean	0.0812	0.1457	1.7942
TRINITY_DN130022_c0_g1_i4	NA	NA	NA	NA	0.117443587	unbias	0.656707622	Brain_mean	0.0492	0.0562	1.1414
TRINITY_DN130024_c2_g3_i1	NA	NA	NA	NA	0.147827851	unbias	0.409816	Ovary_mean	0.0307	0.031	1.01
TRINITY_DN130033_c1_g1_i2	NA	NA	NA	NA	0.53757704	unbias	0.400384326	G43_M_mean	0.0709	0.099	1.3959
TRINITY_DN130034_c2_g7_i4	NA	NA	NA	NA	-0.018871975	unbias	0.26700542	Liver_mean	0.1001	0.1183	1.1813
TRINITY_DN130035_c0_g1_i1	NA	NA	NA	NA	0.00261951	unbias	0.450935795	Testis_mean	0.0646	0.1111	1.7202
TRINITY_DN130044_c1_g2_i4	NA	NA	NA	NA	0.153636783	unbias	0.219541592	G23_mean	0.0199	0.0156	0.7841
TRINITY_DN130045_c0_g4_i1	NA	NA	NA	NA	0.220451646	unbias	0.685096434	Ovary_mean	0.098	0.182	1.8561
TRINITY_DN130051_c1_g2_i3	NA	NA	NA	NA	-0.062762438	unbias	0.893531782	Brain_mean	0.0141	0.011	0.7807
TRINITY_DN130053_c1_g1_i6	NA	NA	NA	NA	-0.015352347	unbias	0.5249603	Brain_mean	0.1011	0.1633	1.6154
TRINITY_DN130053_c2_g1_i8	NA	NA	NA	NA	0.100144265	unbias	0.423717305	Brain_mean	0.0452	0.0535	1.182
TRINITY_DN130057_c11_g2_i3	NA	NA	NA	NA	0.266149831	unbias	0.682180896	Ovary_mean	0.0852	0.097	1.1382
TRINITY_DN130058_c1_g1_i1	synrg-like	Chr02	49012670	49012670	-0.071928761	unbias	0.27540396	G43_M_mean	0.0516	0.0924	1.7932
TRINITY_DN130059_c0_g1_i1	NA	NA	NA	NA	0.116339287	unbias	0.651541194	Brain_mean	0.074	0.1344	1.8167
TRINITY_DN130060_c4_g2_i1	NA	NA	NA	NA	-0.158049017	unbias	0.573402805	Brain_mean	0.0222	0.0318	1.4304
TRINITY_DN130061_c1_g1_i2	NA	NA	NA	NA	-0.153706035	unbias	0.800723801	Brain_mean	0.0725	0.0466	0.643
TRINITY_DN130064_c3_g1_i1	NA	NA	NA	NA	0.220198631	unbias	0.874876323	Brain_mean	0.0389	0.0762	1.9588
TRINITY_DN130064_c6_g1_i13	rpia-like	scaffold_223	19892	19892	-0.024673971	unbias	0.232228963	Ovary_mean	0.0643	0.1109	1.7255
TRINITY_DN130065_c0_g2_i1	micu3-like	Chr01	32910226	32910226	-0.078130706	unbias	0.898033957	Brain_mean	0.0409	0.0558	1.3624
TRINITY_DN130067_c1_g5_i4	NA	NA	NA	NA	0.055524757	unbias	0.290369304	Ovary_mean	0.0033	0.0051	1.5548
TRINITY_DN130069_c1_g1_i11	NA	NA	NA	NA	0.100912579	unbias	0.4851593	Brain_mean	0.0757	0.0984	1.3004
TRINITY_DN130075_c4_g1_i2	NA	NA	NA	NA	-0.168462935	unbias	0.298268726	Brain_mean	0.0663	0.131	1.9747
TRINITY_DN130078_c0_g1_i1	kiaa0895	Chr06	81265966	81265966	-0.083562887	unbias	0.446244578	Testis_mean	0.1652	0.2724	1.649
TRINITY_DN130081_c0_g2_i16	NA	NA	NA	NA	-0.110962368	unbias	0.240434073	G46_F_mean	0.0675	0.0653	0.9669
TRINITY_DN130083_c2_g3_i2	NA	NA	NA	NA	-0.023450128	unbias	0.503820508	Ovary_mean	0.1969	0.2784	1.4138
TRINITY_DN130084_c0_g1_i1	NA	NA	NA	NA	-0.085046088	unbias	0.782081421	Brain_mean	0.0349	0.0383	1.098
TRINITY_DN130084_c0_g2_i2	NA	NA	NA	NA	-0.029267241	unbias	0.650083895	Brain_mean	0.0575	0.088	1.5307
TRINITY_DN130087_c2_g3_i3	NA	NA	NA	NA	-0.053355878	unbias	0.511154773	Liver_mean	0.0628	0.0701	1.1157
TRINITY_DN130087_c2_g6_i1	NA	NA	NA	NA	-0.28390648	unbias	0.381176634	Ovary_mean	0.1663	0.1821	1.0951
TRINITY_DN130089_c0_g3_i3	NA	NA	NA	NA	-0.014595981	unbias	0.312390843	Ovary_mean	0.0778	0.1309	1.6824
TRINITY_DN130090_c6_g1_i1	NA	NA	NA	NA	-0.218283618	unbias	0.558357838	Ovary_mean	0.0236	0.0338	1.4305
TRINITY_DN130090_c8_g4_i5	NA	NA	NA	NA	-0.250618123	unbias	0.526176749	Brain_mean	0.152	0.1611	1.0597
TRINITY_DN130096_c4_g6_i2	NA	NA	NA	NA	-0.01907328	unbias	0.513218897	Ovary_mean	0.0341	0.0574	1.6809
TRINITY_DN130100_c3_g1_i2	NA	NA	NA	NA	0.113299308	unbias	0.23876656	Ovary_mean	0.0809	0.0563	0.6964
TRINITY_DN130101_c1_g2_i3	NA	NA	NA	NA	0.121791019	unbias	0.262879377	Ovary_mean	0.0018	0.0028	1.5612
TRINITY_DN130104_c0_g3_i1	gatad2a	Chr01	101535169	101535169	-0.046290332	unbias	0.440253524	Brain_mean	0.0462	0.0591	1.2802
TRINITY_DN130105_c7_g4_i2	NA	NA	NA	NA	0.198866256	unbias	0.435993419	Brain_mean	0.0518	0.079	1.5247
TRINITY_DN130107_c1_g3_i1	NA	NA	NA	NA	0.557418219	unbias	0.258899967	Testis_mean	0.0991	0.1629	1.6428
TRINITY_DN130108_c0_g1_i1	NA	NA	NA	NA	-0.104362607	unbias	0.693425115	Brain_mean	0.0379	0.0539	1.425
TRINITY_DN130112_c8_g1_i3	NA	NA	NA	NA	0.047736962	unbias	0.370994378	Ovary_mean	0.0233	0.0118	0.5064
TRINITY_DN130114_c0_g2_i3	NA	NA	NA	NA	-0.426854414	unbias	0.598433499	Ovary_mean	0.1458	0.2402	1.6482
TRINITY_DN130120_c0_g2_i2	NA	NA	NA	NA	-0.042165017	unbias	0.222808528	Brain_mean	0.0591	0.0792	1.3411
TRINITY_DN130123_c0_g1_i2	NA	NA	NA	NA	-0.259686874	unbias	0.317784249	Ovary_mean	0.1857	0.3383	1.822
TRINITY_DN130125_c2_g1_i4	NA	NA	NA	NA	0.096719062	unbias	0.296290953	Testis_mean	0.0588	0.0966	1.6443
TRINITY_DN130134_c0_g1_i1	NA	NA	NA	NA	-0.003729281	unbias	0.664896711	Brain_mean	0.0561	0.0825	1.4705
TRINITY_DN130135_c4_g3_i1	prkcq	Chr03	74606063	74606063	-0.113388913	unbias	0.185669132	Brain_mean	0.0393	0.0229	0.583
TRINITY_DN130137_c6_g1_i1	NA	NA	NA	NA	-0.013596392	unbias	0.182990329	G23_mean	0.0092	0.0161	1.7478
TRINITY_DN130140_c1_g2_i2	NA	NA	NA	NA	-0.058497779	unbias	0.194830184	G43_M_mean	0.0722	0.1128	1.5623
TRINITY_DN130140_c4_g1_i3	NA	NA	NA	NA	-0.14194844	unbias	0.649927787	Ovary_mean	0.0518	0.0667	1.2872
TRINITY_DN130141_c2_g1_i3	lcat	Chr04	28554684	28554684	0.150430847	unbias	0.256936969	Brain_mean	0.051	0.0954	1.87
TRINITY_DN130143_c0_g1_i2	NA	NA	NA	NA	-0.392060269	unbias	0.353147794	Ovary_mean	0.0742	0.1133	1.528
TRINITY_DN130145_c4_g10_i2	klhdc9-like	Chr08	117293175	117293175	-0.001948151	unbias	0.209325357	Ovary_mean	0.0435	0.0719	1.6514
TRINITY_DN130158_c6_g1_i12	NA	NA	NA	NA	-0.04819821	unbias	0.872829327	Brain_mean	0.1872	0.2913	1.5567
TRINITY_DN130162_c0_g2_i1	NA	NA	NA	NA	-0.025087208	unbias	0.898604212	Brain_mean	0.0455	0.0871	1.9167
TRINITY_DN130163_c0_g2_i2	cyp3a5	Chr06	73744779	73744779	-0.056952953	unbias	0.465627709	Brain_mean	0.0966	0.1814	1.8781
TRINITY_DN130166_c1_g1_i3	NA	NA	NA	NA	0.047994006	unbias	0.21133094	Brain_mean	0.0447	0.0621	1.3896
TRINITY_DN130167_c0_g1_i1	LOC100495200-like	Chr05	144838881	144838881	-0.347562155	unbias	0.287861672	Testis_mean	0.062	0.0962	1.5508
TRINITY_DN130169_c5_g2_i7	NA	NA	NA	NA	0.015462035	unbias	0.861821029	Brain_mean	0.0386	0.06	1.5539
TRINITY_DN130174_c0_g1_i1	eprs-like	Chr05	6961805	6961805	1.108989022	unbias	0.799540226	Brain_mean	0.0817	0.1344	1.6449
TRINITY_DN130175_c0_g1_i3	b2m	Chr02	143397286	143397286	0.090529856	unbias	0.642297839	Brain_mean	0.0424	0.0663	1.5612
TRINITY_DN130176_c5_g1_i2	NA	NA	NA	NA	0.226934779	unbias	0.639871357	Brain_mean	0.0478	0.0469	0.9831
TRINITY_DN130177_c4_g1_i1	NA	NA	NA	NA	-0.074339493	unbias	0.79293077	Brain_mean	0.0513	0.0857	1.6709
TRINITY_DN130180_c1_g2_i2	NA	NA	NA	NA	-0.140425874	unbias	0.489387886	G23_mean	0.0551	0.0733	1.3297
TRINITY_DN130185_c1_g1_i1	NA	NA	NA	NA	0.201741204	unbias	0.312243339	Ovary_mean	0.1098	0.1533	1.3964
TRINITY_DN130185_c2_g4_i3	nudt5	Chr03	72702415	72702415	0.012317819	unbias	0.32971872	Ovary_mean	0.0335	0.0471	1.4075
TRINITY_DN130193_c8_g1_i3	znhit2	Chr04	35442861	35442861	0.004992045	unbias	0.214773092	Ovary_mean	0.0471	0.0564	1.1971
TRINITY_DN130195_c2_g1_i1	skp2	Chr01	184019926	184019926	-0.554994535	unbias	0.24025665	Ovary_mean	0.0351	0.0408	1.1647
TRINITY_DN130196_c2_g2_i1	NA	NA	NA	NA	-0.522838649	unbias	0.631879979	Ovary_mean	0.0744	0.1281	1.7209
TRINITY_DN130197_c0_g1_i3	morf4l1	Chr03	116099861	116099861	-0.188739511	unbias	0.783251147	Brain_mean	0.0409	0.0517	1.2653
TRINITY_DN130199_c0_g1_i3	NA	NA	NA	NA	-0.243577141	unbias	0.505001834	Ovary_mean	0.0753	0.1209	1.6053
TRINITY_DN130202_c0_g1_i3	ppp1r12c-like	Chr07	95988859	95988859	-0.514265714	unbias	0.632626416	Ovary_mean	0.1341	0.2566	1.9136
TRINITY_DN130203_c0_g1_i1	NA	NA	NA	NA	-0.242219396	unbias	0.321395796	G23_mean	0.0543	0.0985	1.816
TRINITY_DN130203_c1_g2_i1	NA	NA	NA	NA	0.183852089	unbias	0.510499344	Brain_mean	0.1055	0.1172	1.1104
TRINITY_DN130204_c0_g1_i4	NA	NA	NA	NA	0.017737049	unbias	0.525353039	Ovary_mean	0.1037	0.1783	1.72
TRINITY_DN130208_c4_g1_i6	NA	NA	NA	NA	-0.058406172	unbias	0.526242259	Ovary_mean	0.2445	0.2037	0.8332
TRINITY_DN130208_c5_g1_i1	usf2	scaffold_79	114053	114053	0.163323303	unbias	0.217249162	Ovary_mean	0.1076	0.1543	1.4343
