gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464
TRINITY_DN129826_c0_g1_i4	safb	Chr01	85658014	85658014	6.35973928442315	-0.0976666845328946	0.688653926787895	0.761654358467755	6.46249020978557	6.46562753336684	6.22700342874612	6.26068929326609	6.36735292051507
TRINITY_DN129826_c3_g1_i3	naa30-like	Chr08	83577765	83577765	4.78306817128312	0.183978349008424	0.534280937941525	0.628528001906932	4.83408703297833	4.74526069137274	4.79098133019308	4.93181478278477	4.59430402664827
TRINITY_DN129827_c2_g1_i1	mrpl39	Chr02	14525117	14525117	5.3469465534426	-0.679565435245371	0.0182614777583391	0.0480172858094484	5.26636680944205	5.51794048958613	4.78368224726412	5.0260246911685	5.88241511773772
TRINITY_DN129827_c4_g3_i1	cldn7	scaffold_1648	6932	6932	7.7923492891948	-0.408067310694872	0.251823733734782	0.357929370368845	7.99168063834255	8.30907787535298	6.80192597546576	7.79638676869962	7.66633672310242
TRINITY_DN129827_c5_g2_i1	cldn4	Chr02	38090824	38090824	8.22028455201789	1.25831932696882	0.0005700560148575	0.00280004226110599	8.64953558923185	7.10764832417186	7.8864219451513	9.04454193997662	7.54832166003979
TRINITY_DN129833_c0_g1_i1	kif3b-like	scaffold_284	21758	21758	1.61942703637077	-1.12857151390627	0.0280927044894225	0.0672586739801287	1.4417429982052	2.45763253877197	0.878005401334821	0.938007496644399	1.81180842299887
TRINITY_DN129836_c0_g2_i1	aldh1a3-like	Chr03	105666646	105666646	4.52822373155308	1.78545044467848	3.89170237070487e-07	3.78723910579891e-06	4.75438286969679	2.96712413248156	5.27764594031408	4.94259154162213	3.45963034696613
TRINITY_DN129836_c0_g3_i3	stam2	Chr09	70760777	70760777	5.98949509987909	-0.353950590833257	0.162411566178214	0.255352579224269	5.74319920135262	6.28371780966646	5.97637654040102	5.77962779543076	6.09270370989552
TRINITY_DN129838_c9_g1_i1	pard6b	Chr10	27518735	27518735	3.26536840852572	-0.233867766637932	0.586624546203109	0.675912622483595	3.03739868159449	3.79982492922276	2.83729305220066	3.53656098977128	2.86524938336668
TRINITY_DN129840_c0_g1_i3	LOC100487591	Chr04	81035890	81035890	7.37340162686009	0.585062227359412	0.18362696818793	0.281177978191824	6.92670429249926	6.782589442745	8.43932754253947	6.71183156393539	7.17972416228279
TRINITY_DN129844_c2_g1_i9	camk2g	Chr07	51965497	51965497	5.5928130809349	0.433724086090694	0.142412335061876	0.230712272328404	5.83000147209939	4.90316292526339	5.86147403683124	5.54284427838936	5.63615726430527
TRINITY_DN129844_c3_g1_i2	LOC100494891	Chr01	142219253	142219253	6.02674208678346	0.865407493484486	0.00486751222259332	0.0166910516348219	6.41359954405858	5.28311472934542	5.77209340822467	6.62752252857359	5.59857325738116
TRINITY_DN129845_c1_g2_i1	pex3	Chr05	67543202	67543202	4.93400519369832	-0.315941104822357	0.279093810462219	0.386932867527012	4.68442462922636	5.01552169275722	5.02564164493009	4.65436856654063	5.20492305661357
TRINITY_DN129845_c2_g19_i2	fam69a	Chr04	94147043	94147043	5.48088227658615	-1.61938105705969	5.87906952739187e-10	8.42092555341603e-09	4.64813082385413	6.32442640654397	4.57965506477552	4.60999011792129	6.12075153286751
TRINITY_DN129847_c0_g1_i5	LOC100495698-like	Chr03	85321777	85321777	4.72924888814453	-0.317827503563084	0.359966094092356	0.468670451967015	5.04418406314148	4.57967301039543	4.30673264202206	4.31608491434437	5.17361903768671
TRINITY_DN129848_c0_g1_i1	trhr2	Chr04	69138391	69138391	3.59338043267202	-4.51797414022745	7.21987722189668e-08	7.80544917346157e-07	0.865666121313463	5.76168639571242	0.188131422442754	0.297854215862312	1.34279461632666
TRINITY_DN129849_c0_g1_i3	mfsd8	Chr01	54814496	54814496	4.41839132679582	-0.379506730272029	0.239070797399664	0.344360547352462	4.36475763239555	4.51996613485037	4.43340484153613	3.91773724456269	4.73291515383239
TRINITY_DN129850_c0_g1_i1	relb	Chr08	50022899	50022899	3.82951465036485	0.959361786859162	0.0200195840221084	0.0516924304670716	4.54136416950816	3.58355211043844	3.97626170233546	3.81982080049451	2.68572014254135
TRINITY_DN129851_c0_g2_i3	trappc10	scaffold_724	9860	9860	6.66960987928681	-0.632751535038239	0.0225675329612392	0.056878854747903	6.6865946560339	7.24766971909429	6.18190739923946	6.22729257902274	6.73708294627518
TRINITY_DN129852_c1_g1_i2	mfsd5	Chr02	144349691	144349691	5.99225639247326	-0.830903754743431	0.00133032772849216	0.00574712264071894	5.44199374535455	6.59567932661088	5.59368565557856	5.74925903748612	6.24642455521144
TRINITY_DN129854_c6_g2_i1	LOC100490338	scaffold_269	361	361	5.01260222229882	0.732121877215803	0.0147565532487587	0.0403909016022639	5.39019556704551	4.72953143132657	5.15006103799647	5.23916390211912	4.31418233141426
TRINITY_DN129856_c1_g1_i6	pde7a-like	Chr06	103679339	103679339	3.30448234033378	0.590349218857206	0.127552817543288	0.212298570062378	3.57471711133909	3.15155416980102	3.51196207944864	3.44857330380382	2.68572014254135
TRINITY_DN129857_c4_g1_i1	srebf2	Chr04	109775504	109775504	5.66831817808994	0.50179382854136	0.0693904489455921	0.134274700361168	5.70837190414592	5.3429184185707	6.14250663773641	5.63873746712618	5.35414861297096
TRINITY_DN129857_c4_g5_i4	qki	Chr05	58024151	58024151	5.35205175714296	0.832722968337809	0.00500634863288117	0.0170800165695854	5.6323778382047	4.64820508313103	5.85452386718621	5.36199335579704	4.93599243838715
TRINITY_DN129858_c0_g3_i1	rps5	Chr08	50649709	50649709	11.0385516059229	0.667744967342115	0.135364563981956	0.222002838047553	11.5317865156078	10.5106167500039	10.8296769040846	11.3595984455566	10.6884650230924
TRINITY_DN129859_c0_g13_i1	cldn1	Chr05	99769722	99769722	8.36835959488642	0.990774100411538	0.00473787683797812	0.0163770376433582	8.77643271571787	7.47692633269957	8.04745545969899	9.06153180225913	7.88875083198397
TRINITY_DN129860_c0_g3_i1	amdhd1	Chr03	47684352	47684352	6.09317958048037	-1.12113025137926	2.4469988379546e-05	0.000171593001954873	5.66906508812521	6.69351108735682	5.68662426045265	5.21269788240493	6.61869603133091
TRINITY_DN129864_c0_g1_i2	cabp7	Chr01	132254155	132254155	3.06086109838896	0.790146692834803	0.0618582249952494	0.1229961046717	3.52754686096548	2.1462580659324	3.28264688339507	3.15932370911859	2.85314098454456
TRINITY_DN129867_c0_g4_i8	cttnbp2-like	Chr03	59060021	59060021	5.18702797248663	0.549925018562966	0.0735833050031185	0.140417883966391	5.34102265900701	4.41897720153341	5.37313875977031	5.43249548798648	5.15154213382909
TRINITY_DN129868_c0_g1_i1	fem1b	Chr03	116484220	116484220	4.63046959766503	-1.58488499013824	0.000240743822262708	0.00133077147794448	4.26283179681631	5.87802312449412	3.82803113094612	3.04396427838105	4.56490891840307
TRINITY_DN129868_c1_g3_i1	wdfy2	Chr02	147090182	147090182	3.04090857410216	0.183835351246724	0.695386778980583	0.767758963511663	3.73556809516247	3.19801475120062	2.89262350570633	2.45976715678213	2.63003704858387
TRINITY_DN129872_c3_g5_i2	aurkb	Chr03	131830242	131830242	6.34669697424789	-2.39754786316248	1.03601568571028e-15	2.67894729115035e-14	5.25675722251905	7.59302759896838	4.50616666950261	4.89159663739401	6.94461521811492
TRINITY_DN129877_c1_g1_i2	LOC100493403	Chr07	98332987	98332987	5.27303364547411	-0.367034746658747	0.209162852957739	0.31115541547039	4.99301178526651	5.7224919681133	5.04713770630983	5.28504819917803	5.19536319424388
TRINITY_DN129877_c1_g2_i2	ptpra	Chr01	6230782	6230782	4.71114862502552	0.0917732315150586	0.758348085415093	0.818784538272624	4.64813082385413	4.65377181371115	4.85157631614843	4.73096390999443	4.65833172921256
TRINITY_DN129880_c2_g1_i1	ncdn-like	Chr02	56316901	56316901	4.95355451273348	-2.62715809395367	3.76804830095692e-18	1.15808273066839e-16	3.22649588799439	6.16204363779055	3.29296593911619	3.49811625427624	5.71855572804123
TRINITY_DN129884_c3_g1_i1	hcn1	Chr01	181104515	181104515	1.94732126223233	-0.336386504931967	0.48995938939634	0.589672538793514	1.50804668974778	1.86838785529723	2.21163980514356	1.5398221019879	2.33151026789621
TRINITY_DN129884_c4_g1_i1	hcn2	Chr01	86622350	86622350	5.53615638098012	-1.43728242441677	8.56954391629101e-08	9.11796082171537e-07	4.95191707436456	6.23069605631227	4.86892455739704	4.50726872049031	6.20653125459394
TRINITY_DN129887_c5_g5_i4	rassf8	scaffold_1500	6258	6258	4.4152635215783	0.00159856113783556	0.996262121378396	0.997467576290712	4.19400791470411	4.74003663613192	4.55842667927972	4.46304317532996	4.00505962415878
TRINITY_DN129888_c13_g3_i1	cmpk2	Chr05	132823496	132823496	4.35198841192905	0.98879183755632	0.00651459783288134	0.0211395260598204	4.67001648576001	4.08994468080258	4.7353162429097	4.60094823071451	3.15880829619237
TRINITY_DN129894_c0_g2_i1	Xetrov90019333m	Chr07	106777086	106777086	2.64569575882978	1.03442969906292	0.0345645135156156	0.0788402188056567	2.46654105630183	1.31494982202134	3.27225348729641	3.0305580724951	2.3829493112287
TRINITY_DN129896_c0_g2_i2	nfx1	Chr06	62198912	62198912	5.22148586718452	-2.77247363009232	2.7139780754546e-21	1.01722167796743e-19	3.66466858880064	6.11034742798385	3.52952300635241	3.27753237296754	6.37689915612845
TRINITY_DN129897_c10_g1_i1	dusp19	Chr09	56869408	56869408	3.46323383926777	-0.825590915144288	0.0313766316636679	0.0731509377559764	3.28439460750931	3.54812188219011	2.73504478292667	3.17159006005162	4.16053382900571
TRINITY_DN129897_c11_g2_i2	LOC101734319	Chr04	109606044	109606044	3.95236894748194	0.581010469349235	0.101004945141664	0.177824909147116	3.9653292521896	3.28667468449105	4.29651193400072	4.18305794672619	3.81838154756252
TRINITY_DN129898_c0_g1_i1	dcn	Chr03	46080107	46080107	9.63551650724882	0.645424012329669	0.103568746986975	0.181418174782429	9.4695688343729	9.18273215337036	10.3752199282478	9.55288363594983	9.24649067058528
TRINITY_DN129901_c2_g1_i2	faxc	Chr05	86155358	86155358	4.93492071815168	0.565957020591477	0.0534480851696214	0.109931367527651	5.1723832509992	4.45768117163779	4.98802929043813	5.23624709555784	4.67562425949104
TRINITY_DN129904_c0_g4_i1	slc36a1	Chr03	11138837	11138837	4.3464258721523	-0.378478110385337	0.247884872918327	0.35416357789646	4.4766086351818	4.70828871282019	3.93732185099327	4.09563855589083	4.39574886213712
TRINITY_DN129905_c0_g1_i2	tmem230	Chr03	111234392	111234392	5.78108097950643	-0.54739213673154	0.0354535556169036	0.0804416574079376	5.53635796546702	6.09406089311241	5.73094073698176	5.31300206393869	6.07195725830549
TRINITY_DN129907_c0_g1_i3	kiaa0586	Chr08	83158041	83158041	3.93329281026608	0.223834382645756	0.562268709367028	0.654155797821881	4.45995518516191	4.08994468080258	3.65482883925482	3.83532423551372	3.44356891596245
TRINITY_DN129908_c0_g1_i1	map4k5	Chr08	72027859	72027859	5.2367994399229	0.553257180377387	0.0549785326447879	0.112153241526528	5.52038388696168	4.87484279330895	5.18372389791824	5.56858168813334	4.88932271102693
TRINITY_DN129910_c0_g1_i2	LOC100497102-like	Chr03	81118493	81118493	4.23338117081424	1.02812847980955	0.00734194443202135	0.0233175386944636	4.06780191393938	3.13572876052244	4.8340169226456	4.66308276275681	3.84918991995775
TRINITY_DN129914_c0_g1_i1	bnip3l	Chr03	106313880	106313880	5.7503329070065	0.911700857978976	0.0119252761508374	0.0341807075818167	5.29481738875557	4.77621390160993	6.53478689483699	6.05260665445878	5.42743491938906
TRINITY_DN129919_c0_g2_i13	LOC100485996	Chr07	70731163	70731163	7.21864780611305	-0.140007697009965	0.600540476959997	0.687894144463709	7.03748165158385	7.42008101058976	7.40742217191568	7.00102990557706	7.17182445486819
TRINITY_DN129920_c0_g2_i4	rapgef3	Chr02	141190253	141190253	4.64545442302107	0.704965500985612	0.0625942806573457	0.124207097773671	4.84695323360708	3.43629082616563	5.00382044296769	4.80369686517419	4.668732100123
TRINITY_DN129922_c2_g5_i2	mtap	Chr01	108960377	108960377	5.6509950345381	-0.0665735991258904	0.802073077161996	0.853898764393835	5.47965730897603	5.63513906684397	5.50548039309646	5.85381721279686	5.74336910200083
TRINITY_DN129923_c0_g2_i3	rhno1	Chr03	1807183	1807183	3.77361109779893	-2.62896765613705	8.35659080963051e-12	1.44753377357803e-10	2.04328480753902	5.12778104213705	2.18971706506091	2.29012906785848	4.30532187360315
TRINITY_DN129924_c11_g1_i1	chrm4	Chr04	5263538	5263538	4.74692824826795	0.572059149153442	0.0897452768961395	0.162359559968344	4.88487737877319	3.97012465486295	5.19477253719465	4.72681363714697	4.69271196946473
TRINITY_DN129927_c0_g1_i1	fbp2	Chr01	123210799	123210799	7.84611833558655	0.654143786555009	0.0649604462221245	0.127700935674597	7.94082858009881	6.69351108735682	8.36057176406225	7.86832849485935	7.89946172612782
TRINITY_DN129928_c3_g2_i2	dstyk	Chr02	64180245	64180245	5.22289299487881	-2.95561491719334	6.37679037100664e-14	1.39138202882188e-12	3.41108730186882	6.82514753709912	2.99729836529389	3.58321956662091	5.42129707943971
TRINITY_DN129929_c2_g1_i2	phf12	Chr02	26365478	26365478	4.93248524947588	0.120211846942433	0.672027440837385	0.747647034966154	4.95191707436456	4.89378451531185	4.93300849631945	5.04947741267685	4.82568399966658
TRINITY_DN129929_c2_g2_i1	mfap3l-like	Chr01	40665017	40665017	3.90712690631064	-1.01545494826614	0.0236139291857896	0.058966362539718	3.77649343420621	4.92173880681025	2.62499331005077	3.62841630067802	3.67441703634882
TRINITY_DN129930_c1_g3_i2	LOC100492393-like	Chr06	65717892	65717892	5.56010014210317	-0.312167635738482	0.230245861686687	0.334787068689334	5.4249334930873	5.61815480233804	5.28800069968744	5.55693975350964	5.84774592511548
TRINITY_DN129931_c1_g1_i1	acat2	Chr05	54294677	54294677	6.6536131575644	-0.0231833342935713	0.940143395847566	0.959226264737956	6.43506022589445	6.74917628998093	7.14584846486072	6.16577162152061	6.58156594373186
TRINITY_DN129933_c3_g2_i1	mtg1	Chr07	38329521	38329521	4.26047944385547	-0.0456424012123844	0.892572255681372	0.924277989445949	4.16347628747598	4.51385725938774	4.4793091850219	4.04319849299404	4.02678336255942
TRINITY_DN129937_c0_g1_i1	flvcr2	Chr08	61249794	61249794	3.95439026226842	0.920393245176894	0.0299460688092592	0.0705651395796717	4.77472551592345	3.68490337003737	4.11649306324253	3.68940343781966	2.92431235704375
TRINITY_DN129938_c0_g1_i3	rbbp8-like	Chr06	93844336	93844336	5.80872341981018	-2.10441934460924	1.61829926338892e-15	4.07682556821419e-14	4.4930720412136	6.62997420820798	4.41934380536409	4.84257385305829	6.75833972302615
TRINITY_DN129939_c4_g1_i15	LOC100489676	Chr05	110587254	110587254	3.87001314503042	-2.30257182739705	4.2868711997473e-11	6.89295567947409e-10	2.624325893851	4.95368195665263	2.39525630429219	2.55647962804793	4.62311214563828
TRINITY_DN129941_c0_g1_i3	slc2a6	scaffold_285	97235	97235	4.03658925549087	0.521134963007953	0.197318349068409	0.297318039071141	3.63530353998442	3.25772257090176	4.1956236882354	4.64560141463146	4.03752378407025
TRINITY_DN129942_c2_g2_i2	fdx1l	Chr01	193312315	193312315	2.2619292684455	-2.6423603699867	2.08848134259237e-08	2.45796431097004e-07	1.14107670472568	3.31505719692668	0.431730780460358	0.544158816388014	3.14893685846496
TRINITY_DN129944_c1_g1_i1	upk3b	Chr02	90361921	90361921	0.558509116113406	0.190587159106661	0.773748783557403	0.831479471080897	-0.108000724523818	0.177274481798713	0.188131422442754	1.29270871609911	0.643415157583749
TRINITY_DN129944_c2_g1_i1	ccdc173	Chr09	63336161	63336161	4.71009356523911	0.855714874650311	0.00771086744269997	0.0242389833667807	4.92789789504914	3.8969054749558	4.85506269339002	5.17967696818201	4.34908981244747
TRINITY_DN129948_c3_g4_i3	ppard	Chr02	77328531	77328531	3.85061824032881	0.646787735001111	0.0890421585117351	0.161576669890475	4.02315454360363	2.91244528035619	4.17902868621924	4.01624589793767	3.80587159405631
TRINITY_DN129950_c0_g1_i1	paqr5	Chr03	116199709	116199709	5.22397482150387	0.446880862925822	0.160828404602501	0.253707456857179	5.60990915732452	5.24674210611724	5.08919218187512	5.41712339513298	4.56119205742936
TRINITY_DN129951_c1_g1_i3	cryz	Chr04	71089150	71089150	6.68829594210037	-0.0347701266036918	0.900371958830528	0.929347096494071	6.87582187318528	6.72822296491647	6.84726925660154	6.20806848145208	6.68935572278816
TRINITY_DN129951_c2_g1_i2	tlk2	Chr10	9034424	9034424	4.92197789863442	-0.883503711783645	0.00264664182761499	0.0101823770170438	4.417460598937	5.61244865525265	4.60885961957029	4.47298890047152	5.11397954427622
TRINITY_DN129951_c2_g3_i2	LOC101732597	Chr09	62747122	62747122	5.76087595086062	-0.237744150510339	0.34777853120948	0.457397439811758	5.6249270914294	5.95218253861121	5.74791804514913	5.60521685853054	5.84316180883445
TRINITY_DN129953_c1_g1_i1	rrp12	Chr07	24558206	24558206	6.90234680806137	-0.982256858483833	0.000110140362199151	0.000663742227549729	6.62069524203212	7.51106235902381	6.34203458235606	6.30032958180488	7.29777932252364
TRINITY_DN129957_c0_g1_i1	ccdc157	Chr01	131900950	131900950	2.48969765103355	0.586813510051645	0.18015516457876	0.277005303798416	2.87101284817835	2.01400254293843	2.43307018468743	2.7651370479444	2.22277986239559
TRINITY_DN129958_c8_g2_i4	zbtb49	Chr01	18600153	18600153	3.47939450960228	-0.451222999793575	0.237081359023215	0.342182232525523	3.55916443086115	3.72775965963884	2.77975563383415	3.41800977027876	3.72844448135135
TRINITY_DN129959_c0_g7_i4	mcl1	Chr08	106601058	106601058	8.49716749531377	0.291260130267459	0.332120553498241	0.441882596658081	8.84857711454335	8.38425394522528	8.58290682980312	8.345236970336	8.24354387606281
TRINITY_DN129960_c1_g1_i1	opn5.2	Chr05	144104406	144104406	1.56111675327372	1.2506231968916	0.0290910989068355	0.0690953744625368	1.05498550033533	0.855464512934397	2.25451051204368	2.12333612948928	0.643415157583749
TRINITY_DN129961_c0_g2_i1	rnf10	Chr01	143248542	143248542	8.37308534480683	0.327225898820124	0.243683443558283	0.349646899073823	8.57125926259046	8.17468704389554	8.45175764461385	8.45969560113662	8.16153607681891
TRINITY_DN129963_c1_g1_i1	LOC100494026	scaffold_289	104055	104055	3.91910412247476	0.173663789453071	0.701988893033214	0.772431927409808	3.95348077263956	3.00245830764834	4.45653958130333	3.32223092232034	4.31859223699622
TRINITY_DN129966_c0_g2_i6	rassf7	Chr04	39550251	39550251	4.21290109571553	0.041126502154713	0.899313218390813	0.928933386809101	4.24350055879598	4.32441307199779	4.26540804413845	4.17698636571904	4.04286415820853
TRINITY_DN129969_c6_g10_i4	filip1-like	Chr05	82314520	82314520	6.53437311117755	0.931390157537935	0.000504118123079982	0.00251637988397743	6.75474446118446	5.60384689337407	6.89123073714266	6.86696892929272	6.15814047713907
TRINITY_DN129971_c0_g2_i1	kit	Chr01	30989876	30989876	5.49849615554055	0.924962282824182	0.001494059663708	0.00634238350533029	5.77720553175514	4.53210682782634	5.76840038778382	5.85761820832672	5.15401187256689
TRINITY_DN129974_c1_g1_i1	disp1	Chr05	5800592	5800592	3.05843772584265	-1.13932548521999	0.0066825503420515	0.02157388776394	2.36286133307605	3.99665136345473	2.65730245153101	2.45976715678213	3.12898901079065
TRINITY_DN129975_c0_g2_i2	LOC100487433-like	scaffold_979	610	610	4.59414991722634	0.994157525152087	0.00237686168463053	0.00932114514822116	4.98138939735521	4.06509345342775	5.07131873029529	4.65873224409709	3.78052147675149
TRINITY_DN129983_c1_g3_i6	LOC100498486	Chr07	58848799	58848799	1.36686276595631	0.398016433656338	0.446633836607831	0.55058906490837	1.4417429982052	0.855464512934397	1.52889676874176	1.5398221019879	1.34279461632666
TRINITY_DN129986_c2_g2_i1	ints5-like	Chr04	41703116	41703116	6.32574927097159	-1.68394290951713	2.31506385015052e-12	4.28625504923737e-11	5.44622747156042	7.14370094988235	5.39006037784746	5.40158574512711	7.04050151767102
TRINITY_DN129987_c0_g1_i1	zc3h7a	Chr09	31855839	31855839	4.32844169093223	-1.19187408538909	0.000446801204883554	0.00226709460421339	3.82931496903974	5.24674210611724	3.71745924036933	3.65486994578346	4.49649473176737
TRINITY_DN129989_c0_g1_i1	rpl18	Chr07	95689464	95689464	10.6487542828133	0.689722962931989	0.101707176602396	0.178856318246194	11.1181440769423	10.0107051002861	10.5479975764383	10.9365828231466	10.3619062105191
TRINITY_DN129991_c0_g1_i1	xpr1	Chr04	90717329	90717329	7.00606765733894	0.0657259129446493	0.789851562162131	0.844491924677273	7.02762678048608	6.98162544832472	7.07137248915513	6.99586547425344	6.95102040922312
TRINITY_DN129991_c1_g1_i3	mpzl3	Chr07	84835345	84835345	2.95276873305551	0.729890502418521	0.0703467090662945	0.135637130207229	3.0816140580672	2.4057912348755	3.25123933470423	3.25465280749596	2.55726773054295
TRINITY_DN129991_c2_g2_i1	tex36-like	Chr07	16897590	16897590	3.54905312670398	0.936712393923571	0.0181447448866309	0.0477804212351258	4.04565093576082	2.50767543189194	3.57251230313001	3.91773724456269	3.24473737551868
TRINITY_DN129992_c0_g1_i1	nell2	Chr03	54609119	54609119	5.66428605394116	0.475635967565051	0.0905822789923864	0.163406603240164	5.70837190414592	5.26504304111383	6.14535694315129	5.59158745581432	5.45172843523035
TRINITY_DN129996_c0_g1_i4	LOC100145041	Chr08	61727874	61727874	5.00228137796781	-2.35085196575194	3.4022868470508e-12	6.16134673631742e-11	3.76298023850193	6.34865463561967	3.63873699086032	3.41800977027876	5.39439382166916
TRINITY_DN130000_c0_g1_i1	serinc3	Chr10	30125709	30125709	5.18531836919471	1.21610115737686	0.00089965793821554	0.00413396857812241	5.20272892412258	4.48915975298176	6.13392177715776	5.08881582008715	4.19452126505336
TRINITY_DN130004_c0_g1_i1	tpst1	Chr02	93941708	93941708	4.50777875213213	0.511712202437651	0.122346821299096	0.206121340127545	4.35578353906523	3.94310105135614	4.86201027396869	4.79579415146732	4.38317258664096
TRINITY_DN130007_c1_g1_i1	Xetrov90013347m	Chr05	28944236	28944236	3.08524916836192	-0.219468904301508	0.575394863368255	0.665611629772268	2.84559595052865	3.11972782985035	3.21913279673368	2.87423065978978	3.29035307042411
TRINITY_DN130009_c1_g1_i2	LOC100127873	Chr07	88491811	88491811	4.75202337712712	0.0510625297843801	0.875728563503455	0.911221915032566	4.67723854411974	5.028435109689	4.98485021225633	4.62344757464015	4.34044180572714
TRINITY_DN130016_c2_g2_i6	noxred1	Chr08	61781169	61781169	2.69860311701647	-0.308737705496158	0.456759862724517	0.559764842221578	2.36286133307605	2.98489939198416	2.82312239250033	2.45976715678213	2.75243144864857
TRINITY_DN130018_c0_g3_i3	mrpl30	Chr02	109218324	109218324	6.03160189229392	0.806658642924094	0.0078993081351007	0.0247373675718423	6.61318375798289	5.1555135278673	5.94890532851266	6.27497189662068	5.77098447371498
TRINITY_DN130021_c0_g3_i2	trpv1-like.1	Chr02	31678043	31678043	5.24427458181118	1.06949542462651	0.000334879640669868	0.00176756638600872	5.32731579196702	4.38591131067241	5.64090321829227	5.74516113718799	4.63730331987815
TRINITY_DN130021_c0_g5_i1	Xetrov90029818m	scaffold_628	16495	16495	7.72456761877243	1.14368687632188	9.00192244960926e-05	0.000557476567590367	7.89897007505029	7.17887455056702	8.12675436284677	8.19972860755469	6.65140260590076
TRINITY_DN130022_c0_g1_i4	LOC100490607-like	Chr04	38243172	38243172	3.0466537872877	0.109659054624313	0.806245866340874	0.857454272101207	2.71132669068879	2.37915485587336	3.41135924058046	3.0305580724951	3.38590252724177
TRINITY_DN130024_c2_g3_i1	cnot11-like	Chr02	106854335	106854335	5.49005642943162	-1.14742267606143	5.25660576228965e-05	0.000342906659702546	4.87862551421243	6.3520828338423	5.01633008633284	4.85783597669909	5.70682846482383
TRINITY_DN130027_c1_g1_i2	ovca2	Chr02	27758714	27758714	3.00872490532817	-0.804123563866368	0.0539065572505013	0.110512041266578	2.84559595052865	3.73827772685216	2.70444870634314	2.33444494400678	3.04631946826643
TRINITY_DN130033_c1_g1_i2	adamts1	Chr02	13989490	13989490	6.63052942695582	1.17860440581461	6.06318908775261e-05	0.000388919051979456	7.26422440653793	5.84190354513742	6.49846471832497	7.11656563036977	5.79491960186718
TRINITY_DN130034_c2_g7_i4	cryl1	Chr02	155835560	155835560	5.93934480573673	0.766582655701461	0.00633367653551429	0.020702327101953	5.96889970684483	5.22820603336786	6.43698224105963	6.1503599557086	5.6130066609293
TRINITY_DN130035_c0_g1_i1	msh6	Chr05	17111215	17111215	6.31266956220475	-1.57495445804877	2.80107688521894e-10	4.15602538680001e-09	5.56389394770404	7.14666505959202	5.57478020553281	5.2594180788492	6.93459471759345
TRINITY_DN130037_c1_g4_i6	Xetrov90003234m	Chr01	157877979	157877979	2.84758007723071	-1.88344516454463	1.48121725494609e-05	0.000108464629077298	2.08732287480103	4.00538630812686	1.7547304981916	1.613605505137	3.21665920456703
TRINITY_DN130043_c0_g2_i4	LOC100493968	scaffold_540	52187	52187	2.82247641106908	1.62652472518161	0.000465021480118772	0.00234736558500124	3.03739868159449	1.13560717323447	3.49418475883652	3.2430755034796	2.0637515790683
TRINITY_DN130044_c1_g2_i4	syncrip	Chr05	87406923	87406923	8.01547372604107	-0.368435859119259	0.167308291997105	0.261513411364844	7.8196053697401	8.31040016939852	7.77166538282786	7.97102842255159	8.13427748762756
TRINITY_DN130045_c0_g4_i1	soat2	Chr02	144642070	144642070	3.23065268239036	0.328274571326543	0.584274239674514	0.67361133794994	3.49522081646658	3.77959954008314	3.8065843380462	2.45976715678213	1.47509604163886
TRINITY_DN130049_c0_g2_i1	cep89-like	Chr04	21068962	21068962	0.865171210349241	1.19908334927646	0.0478542788797586	0.10087565704675	1.29922829987063	0.507487517066256	1.17438081327758	1.19994291656124	-0.266692581594536
TRINITY_DN130050_c7_g2_i1	lsm1	Chr03	121884322	121884322	6.31771813431967	-2.15425348427719	8.94653686410517e-18	2.70331171480841e-16	5.08819510363893	7.11372000887079	4.88947077864545	5.21269788240493	7.31498652249348
TRINITY_DN130050_c8_g5_i3	LOC100496633-like	Chr01	177562673	177562673	3.063425262675	0.785456301033906	0.128613601564514	0.213766457359314	3.55916443086115	2.62567756019792	2.07480932914478	3.83532423551372	2.49628832449431
TRINITY_DN130051_c1_g2_i3	diras2	Chr01	126193162	126193162	4.49024404169234	1.13211032882767	0.00422992622772085	0.0150119816666424	4.48486382222064	3.00245830764834	4.92307731535222	5.05610875578311	4.18489199589386
TRINITY_DN130052_c0_g1_i5	rab11fip2	scaffold_169	184723	184723	4.55859388962313	0.954988697887102	0.00478056365102262	0.0164611149788893	4.57268361742492	3.62947824668473	4.85506269339002	5.12079779672772	4.15561245290957
TRINITY_DN130053_c1_g1_i6	fcho1	Chr01	99026014	99026014	5.06172856444209	-1.20118038120757	1.62861977158982e-05	0.000118855745306616	4.2913514882349	5.71718465937095	4.58805972272307	4.47793616902167	5.59312328474955
TRINITY_DN130053_c2_g1_i8	pfkp	Chr06	12075746	12075746	6.90695122345715	0.505260506855152	0.0644258689483994	0.126928401516105	7.03044933376255	6.26201360286719	7.03341082181989	7.19527277445886	6.84495976073539
TRINITY_DN130057_c11_g2_i3	agpat5	Chr05	114096351	114096351	2.48175251317761	-3.34199334566189	4.51522538676425e-12	8.00169349018501e-11	0.242925029698681	3.8684610208224	0.573917278881333	0.297854215862312	3.21665920456703
TRINITY_DN130058_c1_g1_i1	tec	Chr01	29623054	29623054	4.25566874922083	0.533097242078306	0.157539960874232	0.249776771098817	4.84053447611684	3.67398738220225	3.8630821506698	4.4877800998704	4.12068458234228
