gid	gname	chr	chrone	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN126102_c5_g2_i1	Xetrov90014028m	Chr05	Auto	72055273	72055273	2.911761611	-0.019245651	0.965381645	0.999859762	3.050013669	2.761763719	2.925521138	2.900571631
TRINITY_DN126125_c0_g2_i1	ppm1b	Chr05	Auto	14775298	14775298	4.017219665	0.098327311	0.808039134	0.999859762	4.102116808	4.134485168	3.943232724	3.874345523
TRINITY_DN126137_c6_g2_i3	atp13a4	Chr05	Auto	96770876	96770876	3.578865915	-0.073723206	0.883213266	0.999859762	3.589656758	2.82088528	3.633305607	4.026310866
TRINITY_DN126137_c6_g8_i3	heca	Chr05	Auto	65738236	65738236	3.60128428	-1.838426798	5.00E-06	0.001752574	2.692953231	2.700115447	4.713795106	3.197245177
TRINITY_DN126163_c4_g3_i1	capn13	Chr05	Auto	3180802	3180802	0.615959775	-0.066013892	0.916816416	0.999859762	0.718076723	0.362188136	0.662827522	0.707437398
TRINITY_DN126245_c3_g1_i1	sgk1	Chr05	Auto	35035159	35035159	5.278182595	-0.223753132	0.583944278	0.999859762	5.047791968	5.423570384	5.442372766	5.157516584
TRINITY_DN126261_c0_g1_i1	syndig1	Chr05	Auto	49658335	49658335	0.147963251	-0.008196522	0.990437724	0.999859762	0.543141518	0.002399045	0.157565936	-0.131183251
TRINITY_DN126267_c2_g2_i1	lclat1	Chr05	Auto	3060827	3060827	2.848031403	-0.397691943	0.383009431	0.999859762	2.514747195	3.072719709	3.132071365	2.545513353
TRINITY_DN126278_c4_g3_i1	LOC101735297	Chr05	Auto	135044293	135044293	6.734841739	0.187551103	0.705383319	0.999859762	6.548848153	7.142577806	6.592089911	6.563816841
TRINITY_DN126279_c0_g3_i1	polr1b-like	Chr05	Auto	39090670	39090670	2.105638438	0.100138021	0.841877258	0.999859762	2.095865576	2.283094595	2.031797501	1.993414797
TRINITY_DN126357_c1_g2_i4	gpr126	Chr05	Auto	53863685	53863685	3.928420913	-0.171759664	0.665786773	0.999859762	3.752669253	3.967922606	4.054755464	3.91838935
TRINITY_DN126363_c6_g1_i1	lpgat1	Chr05	Auto	11023046	11023046	2.309038893	-0.255161965	0.593269206	0.999859762	2.27451882	2.261916227	2.492142248	2.185886065
TRINITY_DN126472_c2_g9_i2	vsnl1	Chr05	Auto	137595301	137595301	5.775581291	0.201135621	0.632981745	0.999859762	5.882655339	5.787267252	5.622438552	5.798496368
TRINITY_DN126475_c2_g5_i2	fbxo25	Chr05	Auto	129593384	129593384	3.423331445	0.047777886	0.912900267	0.999859762	3.114015306	3.536713562	3.388324432	3.600162899
TRINITY_DN126494_c7_g2_i4	slc35a1	Chr05	Auto	87119344	87119344	1.995449898	-0.033694438	0.949220772	0.999859762	1.816986017	2.374728454	2.019960671	1.654577202
TRINITY_DN126505_c0_g1_i2	LOC101734601	Chr05	Auto	95568455	95568455	4.565849066	0.075720771	0.845770516	0.999859762	4.633001494	4.617625678	4.508864565	4.499610092
TRINITY_DN126543_c1_g4_i5	sphkap	Chr05	Auto	125187326	125187326	1.809047227	-0.690958752	0.157724407	0.999859762	1.654321972	1.662182948	2.280253738	1.48920499
TRINITY_DN126606_c0_g1_i1	fbxo9	Chr05	Auto	114246870	114246870	3.633394902	-0.231547352	0.574730531	0.999859762	3.662804929	3.43157589	3.80176986	3.613620919
TRINITY_DN126623_c3_g1_i2	esr1	Chr05	Auto	37563765	37563765	5.265187966	0.226196675	0.585128209	0.999859762	5.270078509	5.476240238	5.092850971	5.19380886
TRINITY_DN126629_c0_g1_i1	prkci	Chr05	Auto	107726975	107726975	6.033994654	0.189755298	0.673760021	0.999859762	6.054234426	6.328575215	5.889644732	5.807307636
TRINITY_DN126647_c0_g1_i1	sgpp2	Chr05	Auto	121622510	121622510	0.854169611	-1.29126765	0.035015655	0.999859762	-0.064584738	0.861820084	1.656991717	0.236680786
TRINITY_DN126681_c2_g1_i2	rock2-like	Chr05	Auto	134843161	134843161	3.918240668	-0.241941608	0.60442978	0.999859762	3.456103167	3.523426731	4.094802502	4.381331692
TRINITY_DN126783_c1_g1_i1	papolg	Chr05	Auto	27526261	27526261	2.713537413	0.029006827	0.952030113	0.999859762	2.851547098	2.32454087	2.691857222	2.92236488
TRINITY_DN126880_c1_g1_i6	Xetrov90013347m	Chr05	Auto	28944236	28944236	5.66288238	0.199969317	0.725361048	0.999859762	5.205444914	4.982165135	5.51057586	6.467665327
TRINITY_DN126897_c0_g2_i1	hdlbp	Chr05	Auto	122472884	122472884	3.940753052	0.030224025	0.939786823	0.999859762	4.037573107	3.901002202	3.917942853	3.903856964
TRINITY_DN127030_c0_g1_i2	atl2-like	Chr05	Auto	39146475	39146475	0.119042835	-0.473451367	0.481869308	0.999859762	0.271044666	0.052593937	0.432203733	-0.393005515
TRINITY_DN127109_c0_g1_i3	LOC100493599-like	Chr05	Auto	9658497	9658497	5.645548833	0.123440813	0.767287651	0.999859762	5.5615964	5.729617729	5.552263627	5.728062912
TRINITY_DN127113_c0_g1_i2	frk	Chr05	Auto	72132776	72132776	6.348363498	-0.066163782	0.884716859	0.999859762	5.995979027	6.502297511	6.397686586	6.444004886
TRINITY_DN127150_c5_g1_i2	psen2	Chr05	Auto	40577865	40577865	3.58069719	-0.285823924	0.485712508	0.999859762	3.472472364	3.567248413	3.787877065	3.468103139
TRINITY_DN127221_c0_g1_i4	sox14	Chr05	Auto	128071761	128071761	3.124925624	-0.387124327	0.360969132	0.999859762	2.960006815	3.217257427	3.402069613	2.848402734
TRINITY_DN127284_c0_g3_i1	perp-like	Chr05	Auto	64739412	64739412	2.098855653	0.465039618	0.387235486	0.999859762	1.986137729	2.559652378	1.745908155	1.965696804
TRINITY_DN127286_c0_g1_i2	fam83b	Chr05	Auto	88133309	88133309	2.856156187	-0.058778874	0.895125827	0.999859762	2.650422625	3.016925228	2.899916088	2.825453918
TRINITY_DN127293_c1_g5_i6	trmt6	Chr05	Auto	21006200	21006200	8.251293566	0.130675963	0.793136685	0.999859762	8.329723895	8.225556363	8.152229557	8.291467497
TRINITY_DN127306_c0_g1_i2	wwtr1	Chr05	Auto	119024271	119024271	3.747634858	-0.374296562	0.483148975	0.999859762	2.734265857	3.518970455	4.016546463	4.269587128
TRINITY_DN127336_c13_g1_i5	rap2b	Chr05	Auto	105840621	105840621	2.938395268	0.248798949	0.591104752	0.999859762	3.1035436	2.66020317	2.75033828	3.179256324
TRINITY_DN127487_c0_g1_i1	agpat5	Chr05	Auto	114096351	114096351	1.243059289	0.796767392	0.283842456	0.999859762	0.543141518	0.94389936	0.632053822	2.161659141
TRINITY_DN127503_c6_g1_i1	LOC101734844	Chr05	Auto	97148668	97148668	3.527886074	0.160291147	0.712040749	0.999859762	3.81175825	3.505518436	3.406622392	3.349783717
TRINITY_DN127509_c3_g6_i4	ostn	Chr05	Auto	99236910	99236910	1.659998212	-0.277474868	0.605296956	0.999859762	1.143082729	1.886318424	1.856532143	1.601531807
TRINITY_DN127528_c0_g1_i2	cnih4	Chr05	Auto	5090669	5090669	7.305454846	0.687440875	0.179695408	0.999859762	7.415899071	7.668378111	6.76204919	7.22909983
TRINITY_DN127529_c6_g3_i1	slc16a10	Chr05	Auto	74078513	74078513	3.321347654	0.097603816	0.817043175	0.999859762	3.371349645	3.287058577	3.248232529	3.376343527
TRINITY_DN127534_c3_g1_i3	MGC89871	Chr05	Auto	109031074	109031074	1.594877072	-0.602794729	0.23736951	0.999859762	1.437997821	1.490731044	2.00802592	1.324384762
TRINITY_DN127578_c0_g2_i2	rnpepl1	Chr05	Auto	110699980	110699980	4.009406013	-0.016894586	0.968264857	0.999859762	3.698033649	4.32266457	4.022491041	3.91838935
TRINITY_DN127581_c0_g2_i6	hs6st1	Chr05	Auto	129479866	129479866	1.423586588	0.048874554	0.931895074	0.999859762	1.764776268	1.253837383	1.389004099	1.257375835
TRINITY_DN127600_c1_g1_i2	vgll2	Chr05	Auto	69715834	69715834	9.119667041	0.575404038	0.377469854	0.999859762	8.44463359	9.994626671	8.668104344	8.812579738
TRINITY_DN127606_c1_g1_i4	bcl2l11	Chr05	Auto	50451157	50451157	2.460184528	-0.387557958	0.480478976	0.999859762	2.78757114	2.479355456	2.735938753	1.546461329
TRINITY_DN127618_c5_g1_i1	nanp	Chr05	Auto	39085891	39085891	1.446474857	-0.115516705	0.834187239	0.999859762	1.595752753	1.472409643	1.529211483	1.162895958
TRINITY_DN127630_c2_g3_i1	Xetrov90012957m	Chr05	Auto	3624723	3624723	2.742413962	0.243153678	0.624944396	0.999859762	3.1035436	2.32454087	2.559107448	2.878444118
TRINITY_DN127738_c0_g3_i1	ect2	Chr05	Auto	93110394	93110394	1.811541961	-0.379573404	0.449296567	0.999859762	1.916057766	1.612852294	2.078196914	1.583407553
TRINITY_DN127834_c3_g5_i8	shprh	Chr05	Auto	38429512	38429512	11.18451333	-0.434149103	0.35172309	0.999859762	11.2883214	10.95866951	11.49726243	10.91262049
TRINITY_DN127858_c0_g1_i2	xpo1-like	Chr05	Auto	27849581	27849581	4.352820023	0.296900677	0.488157435	0.999859762	4.683091235	4.4661423	4.125506274	4.049602043
TRINITY_DN127882_c7_g4_i1	klhl32	Chr05	Auto	85293054	85293054	0.637828763	0.190391812	0.763369851	0.999859762	0.66208919	0.774787865	0.501942098	0.603354999
TRINITY_DN127901_c0_g2_i1	taf1a	Chr05	Auto	6006580	6006580	3.275237833	0.119409227	0.78796295	0.999859762	3.144981955	3.084830813	3.186033869	3.618079171
TRINITY_DN127961_c1_g12_i5	gopc	Chr05	Auto	70073588	70073588	0.820254775	-0.234938353	0.724472922	0.999859762	1.334339606	0.548626498	0.988510681	0.236680786
TRINITY_DN127991_c0_g1_i2	e2f6	Chr05	Auto	134954204	134954204	2.196084499	0.23604509	0.635345277	0.999859762	2.074577517	2.354862433	2.019960671	2.301269684
TRINITY_DN128016_c3_g2_i5	Xetrov90014462m	Chr05	Auto	101421268	101421268	2.765408929	0.359612193	0.478027165	0.999859762	2.900760637	3.189485172	2.492142248	2.323278971
TRINITY_DN128032_c4_g1_i3	ttl	Chr05	Auto	39070097	39070097	4.035621697	-0.075611912	0.849548828	0.999859762	3.849847837	4.078046677	4.091978574	4.104648542
TRINITY_DN128035_c2_g3_i1	c2orf50	Chr05	Auto	134822804	134822804	3.843203519	0.023924602	0.95634742	0.999859762	3.597140743	4.194398689	3.82576491	3.674816556
TRINITY_DN128113_c2_g1_i1	sox11	Chr05	Auto	132226118	132226118	3.349778097	0.081431493	0.85242367	0.999859762	3.626694393	3.07878797	3.288256796	3.360466388
TRINITY_DN128125_c2_g2_i1	lgals8	Chr05	Auto	51734789	51734789	5.556938344	0.010269067	0.980859103	0.999859762	5.664917898	5.30692494	5.549178488	5.677698335
TRINITY_DN128140_c8_g1_i1	kiaa1919	Chr05	Auto	74048122	74048122	5.171994449	-0.311726449	0.44462541	0.999859762	5.178259418	4.79580666	5.39847682	5.24946731
TRINITY_DN128150_c1_g1_i1	rab23	Chr05	Auto	89097663	89097663	4.670827351	-0.306694451	0.428839085	0.999859762	4.788178898	4.442806454	4.89320366	4.511640614
TRINITY_DN128178_c0_g1_i4	gltscr1l	Chr05	Auto	11258832	11258832	0.351366895	0.212603677	0.749238435	0.999859762	0.194170392	0.548626498	0.200148312	0.41123041
TRINITY_DN128194_c3_g1_i3	ick-like	Chr05	Auto	114229935	114229935	3.924143004	-0.300016707	0.453220689	0.999859762	3.704977328	4.009813332	4.141982391	3.793877265
TRINITY_DN128197_c8_g4_i5	nhsl1	Chr05	Auto	65035749	65035749	6.575067388	0.014263163	0.975485128	0.999859762	6.775194932	6.33682739	6.564343781	6.591285573
TRINITY_DN128209_c4_g1_i4	dner	Chr05	Auto	125518548	125518548	2.467269299	0.751350532	0.143222564	0.999859762	2.561404497	2.849561653	1.882911765	2.418365593
TRINITY_DN128260_c1_g5_i6	gpr160	Chr05	Auto	107835197	107835197	8.242212096	-0.39073306	0.495005268	0.999859762	8.414239372	7.216338571	8.524822726	8.46375333
TRINITY_DN128268_c3_g7_i1	mark1-like	Chr05	Auto	6738822	6738822	1.668595728	1.170279389	0.037671909	0.999859762	1.791117307	1.844190803	0.751395809	2.007076617
TRINITY_DN128312_c1_g1_i2	tbx18	Chr05	Auto	87729534	87729534	3.206296207	0.106915547	0.799502053	0.999859762	3.165263177	3.348624052	3.126562419	3.173209847
TRINITY_DN128343_c2_g3_i1	bcl6	Chr05	Auto	100716062	100716062	0.704500642	0.015288045	0.980770013	0.999859762	0.603840886	0.970253205	0.692958483	0.491175705
TRINITY_DN128383_c2_g1_i2	psmd1	Chr05	Auto	110421257	110421257	1.643578935	-0.122182793	0.813506676	0.999859762	1.470959033	1.756055198	1.731464121	1.583407553
TRINITY_DN128390_c4_g2_i1	fam89a-like	Chr05	Auto	55443219	55443219	2.665570837	0.089215772	0.84793258	0.999859762	2.606600034	2.66020317	2.599435275	2.786375555
TRINITY_DN128494_c8_g3_i7	trib2	Chr05	Auto	135591053	135591053	3.588752427	-0.183667639	0.661614369	0.999859762	3.290566314	3.571558252	3.723648776	3.721141569
TRINITY_DN128507_c1_g1_i1	hes1	Chr05	Auto	97050914	97050914	1.989132185	0.23266655	0.662674656	0.999859762	2.178009102	2.272544272	1.816035645	1.601531807
TRINITY_DN128520_c0_g1_i4	mfsd2b	Chr05	Auto	141397142	141397142	4.473150282	0.098865409	0.802711282	0.999859762	4.404693841	4.562395732	4.398913954	4.518811066
TRINITY_DN128543_c0_g10_i1	etaa1	Chr05	Auto	30511518	30511518	4.121029178	-0.291084504	0.621778021	0.999859762	4.861481066	2.932321608	4.33347254	3.691834619
TRINITY_DN128584_c0_g2_i3	ccdc85a	Chr05	Auto	26149006	26149006	4.770958841	-0.122847774	0.75197012	0.999859762	4.542867426	4.786567405	4.862049194	4.866682619
TRINITY_DN128590_c0_g2_i1	col9a1	Chr05	Auto	91131433	91131433	5.840299197	-0.088212367	0.832872421	0.999859762	5.832809435	5.768618423	5.905815145	5.850574387
TRINITY_DN128637_c0_g1_i3	flrt3	Chr05	Auto	32933285	32933285	1.637903492	-0.329172207	0.532200496	0.999859762	1.595752753	1.232221876	1.869782247	1.771254089
TRINITY_DN128639_c1_g16_i1	LOC100495916	Chr05	Auto	114880496	114880496	1.76858041	-0.304230982	0.542685154	0.999859762	1.764776268	1.70988244	1.983856077	1.583407553
TRINITY_DN128661_c4_g3_i1	dusp28	Chr05	Auto	123696873	123696873	2.373757786	-0.222896901	0.641485375	0.999859762	2.329470356	2.32454087	2.534358317	2.290137833
TRINITY_DN128716_c1_g8_i2	ccnc	Chr05	Auto	36244783	36244783	3.021057848	-0.345771504	0.427305607	0.999859762	3.144981955	2.684282789	3.268383456	2.92236488
TRINITY_DN128720_c1_g2_i3	LOC101732829	Chr05	Auto	144979877	144979877	2.984813014	-0.293423407	0.536250682	0.999859762	2.747777957	3.338543861	3.196588321	2.488218622
TRINITY_DN128724_c0_g1_i3	exoc8	Chr05	Auto	61595413	61595413	6.130976326	-0.085069075	0.84433996	0.999859762	6.212440526	5.989234017	6.194169006	6.117849005
TRINITY_DN128751_c0_g5_i1	degs1	Chr05	Auto	5148084	5148084	8.225761423	0.03114199	0.95026858	0.999859762	8.295631297	8.054054624	8.202350823	8.335110235
TRINITY_DN128825_c1_g1_i6	sod2	Chr05	Auto	54342556	54342556	1.508992737	-0.362066809	0.552593829	0.999859762	0.66208919	1.980080931	1.760209011	1.234329574
TRINITY_DN128837_c4_g2_i2	nr2e1-like	Chr05	Auto	75625045	75625045	1.630675487	-0.472787061	0.361456702	0.999859762	1.437997821	1.316806133	1.959274402	1.705741181
TRINITY_DN128847_c0_g1_i11	prokr2	Chr05	Auto	31241713	31241713	4.385071138	0.084617107	0.830211745	0.999859762	4.417432151	4.4661423	4.321467671	4.33062144
TRINITY_DN128857_c0_g1_i2	stk25	Chr05	Auto	122361487	122361487	5.193108884	1.274667843	0.055801392	0.999859762	4.096847095	6.183363841	4.150150421	5.27227491
TRINITY_DN128897_c2_g1_i3	LOC101733542	Chr05	Auto	85395171	85395171	3.526045323	-0.225398765	0.621561443	0.999859762	3.253157539	3.120565796	3.690429516	3.896535506
TRINITY_DN128918_c1_g2_i1	mogat1-like.2	Chr05	Auto	121687760	121687760	1.726556376	0.241335624	0.680165879	0.999859762	1.014839987	2.104265937	1.545816783	1.965696804
TRINITY_DN128970_c0_g2_i2	cnrip1	Chr05	Auto	30984053	30984053	5.282363934	-0.119574178	0.766805604	0.999859762	5.331940218	5.268948293	5.3707847	5.148299049
TRINITY_DN129014_c10_g3_i4	myo6-like	Chr05	Auto	82476622	82476622	2.558630686	-0.173445901	0.712986283	0.999859762	2.546019113	2.354862433	2.68437755	2.627402607
TRINITY_DN129026_c0_g1_i2	mccc1	Chr05	Auto	96581855	96581855	3.365485467	0.229845305	0.590375159	0.999859762	3.528344745	3.38825493	3.191320747	3.339021353
TRINITY_DN129030_c1_g12_i1	rars2	Chr05	Auto	87093889	87093889	1.740770363	0.137861874	0.813984287	0.999859762	2.329470356	1.210277577	1.641624553	1.601531807
TRINITY_DN129037_c3_g2_i2	LOC779465	Chr05	Auto	60925216	60925216	7.316502041	0.1688825	0.741068475	0.999859762	7.136615161	7.712221522	7.188105209	7.142777305
TRINITY_DN129076_c0_g1_i1	tsc22d2-like	Chr05	Auto	115044615	115044615	3.84921902	-0.494940651	0.214031696	0.999859762	3.798834922	3.671310581	4.200834298	3.653257735
TRINITY_DN129115_c3_g1_i1	c1orf131	Chr05	Auto	39592334	39592334	4.56510667	0.479359431	0.289252438	0.999859762	5.10927542	4.518424129	4.192949012	4.255348053
TRINITY_DN129155_c2_g1_i4	LOC100496743	Chr05	Auto	62320780	62320780	0.684830271	-0.137045743	0.830163717	0.999859762	0.603840886	0.970253205	0.779750152	0.282337637
TRINITY_DN129168_c1_g1_i2	Xetrov90013120m	Chr05	Auto	12633371	12633371	3.129918435	-0.061985522	0.890833563	0.999859762	3.175297865	2.692220837	3.175401634	3.392047836
TRINITY_DN129194_c1_g2_i1	dtymk	Chr05	Auto	122284078	122284078	3.551145518	0.499637596	0.249039666	0.999859762	3.759355486	3.575855255	3.16469046	3.644543185
TRINITY_DN129254_c5_g1_i2	scg2	Chr05	Auto	121827433	121827433	3.953752116	-0.035322929	0.938664021	0.999859762	3.422796822	3.859307407	3.980355243	4.38395191
TRINITY_DN129293_c1_g3_i3	Xetrov90014827m	Chr05	Auto	121515993	121515993	4.361922065	0.171715632	0.667132536	0.999859762	4.40042262	4.377846576	4.231951398	4.430319856
TRINITY_DN129335_c5_g2_i1	u2surp	Chr05	Auto	116552973	116552973	6.398902726	-0.068475286	0.879407797	0.999859762	6.286059062	6.223629427	6.449901145	6.60482627
TRINITY_DN129339_c0_g1_i3	akirin2	Chr05	Auto	87028677	87028677	4.938916316	1.134413555	0.013247627	0.765901086	5.088185763	5.502435648	4.019521814	4.763811318
TRINITY_DN129413_c2_g2_i2	awat1	Chr05	Auto	121697508	121697508	3.574364178	0.140945073	0.748801114	0.999859762	3.281304664	3.783309918	3.468897216	3.704467709
TRINITY_DN129434_c4_g1_i1	synj2	Chr05	Auto	41815173	41815173	2.165111655	0.641342967	0.22312221	0.999859762	2.23668608	2.080269412	1.672196919	2.545513353
TRINITY_DN129434_c4_g2_i1	lefty	Chr05	Auto	4538716	4538716	0.472699887	0.683828058	0.310908748	0.999859762	0.543141518	0.58318805	-0.026568575	0.707437398
TRINITY_DN129454_c4_g3_i3	atp11b-like	Chr05	Auto	96484809	96484809	3.954926098	0.724731492	0.219543242	0.999859762	3.464310982	4.879880159	3.383713448	3.463155642
TRINITY_DN129461_c6_g1_i2	kif26b-like	Chr05	Auto	41188252	41188252	4.822836465	-0.256491149	0.499360141	0.999859762	4.807663164	4.708487112	5.010005106	4.74559015
TRINITY_DN129491_c0_g1_i4	gabrr2	Chr05	Auto	82947570	82947570	4.649630258	-0.148609923	0.704937035	0.999859762	4.717833932	4.745196689	4.759002671	4.336044079
TRINITY_DN129500_c5_g1_i3	irf2bp2	Chr05	Auto	59277783	59277783	2.766404077	0.567019859	0.263406912	0.999859762	2.960006815	2.404023798	2.32903679	3.197245177
TRINITY_DN129599_c3_g1_i3	LOC100498622	Chr05	Auto	125872904	125872904	3.67612391	-0.024049958	0.95499508	0.999859762	3.604586106	3.901002202	3.694158544	3.468103139
TRINITY_DN129631_c6_g13_i1	c3orf21	Chr05	Auto	97538742	97538742	3.847807562	0.647392977	0.139406382	0.999859762	3.766010874	3.951481263	3.341537691	4.199920423
TRINITY_DN129636_c2_g1_i3	c1d	Chr05	Auto	30807296	30807296	1.584434264	-0.505098224	0.338063624	0.999859762	1.143082729	1.694157191	1.934266616	1.409147326
TRINITY_DN129704_c1_g1_i1	st6gal1	Chr05	Auto	124077039	124077039	3.616080113	0.008112619	0.984461584	0.999859762	3.711887748	3.634706935	3.609807313	3.502268542
TRINITY_DN129718_c2_g7_i2	qrsl1	Chr05	Auto	76222996	76222996	4.378187971	-0.172560997	0.700208192	0.999859762	4.676041156	3.730325582	4.504623727	4.44042455
TRINITY_DN129747_c1_g3_i1	tbpl1	Chr05	Auto	35109984	35109984	2.259355775	-0.375408292	0.442444273	0.999859762	1.963153918	2.364829638	2.526013351	2.099249803
TRINITY_DN129781_c0_g1_i1	aplf	Chr05	Auto	31032514	31032514	3.378518884	0.219761273	0.607090955	0.999859762	3.464310982	3.292290577	3.212276619	3.526186345
TRINITY_DN129864_c0_g1_i2	alk-like.1	Chr05	Auto	2390020	2390020	2.199940381	0.521142575	0.305981531	0.999859762	2.498853313	2.283094595	1.802280203	2.149391387
TRINITY_DN129866_c1_g3_i1	pex5l	Chr05	Auto	95332243	95332243	2.624467795	0.463523115	0.373728263	0.999859762	3.144981955	2.602403351	2.270296012	2.33415897
TRINITY_DN130087_c2_g3_i3	fbxo5	Chr05	Auto	43924617	43924617	3.047710602	0.471379335	0.406476291	0.999859762	2.347332047	3.798097639	2.68437755	2.91513698
TRINITY_DN130093_c1_g1_i1	sst	Chr05	Auto	100766207	100766207	0.11745287	-0.187312228	0.781563727	0.999859762	-0.267096749	0.237542696	0.241509782	0.140789475
TRINITY_DN130153_c1_g1_i1	c2orf44	Chr05	Auto	141414975	141414975	0.430804826	-0.248691068	0.695741687	0.999859762	0.413498398	0.401453156	0.600609364	0.282337637
TRINITY_DN130168_c1_g1_i1	acap2-like	Chr05	Auto	97630113	97630113	4.851711752	-0.127699325	0.75803806	0.999859762	5.042319656	4.394970905	4.94576478	4.941516494
TRINITY_DN130168_c1_g3_i2	LOC101732807	Chr05	Auto	101022865	101022865	2.137470256	0.080455767	0.871225047	0.999859762	2.137521892	2.218603355	2.078196914	2.111949521
TRINITY_DN130193_c7_g3_i1	acss1	Chr05	Auto	49294198	49294198	0.930966739	4.557406718	0.011981361	0.721750276	1.963153918	1.886318424	-2.47516484	-3.650945666
TRINITY_DN130235_c7_g1_i3	alg3	Chr05	Auto	111087404	111087404	4.785546941	0.37072025	0.359491539	0.999859762	4.697088873	5.053229184	4.500370387	4.834478322
TRINITY_DN130236_c1_g1_i4	Xetrov90013136m	Chr05	Auto	14329958	14329958	2.081174733	-0.221873985	0.662401951	0.999859762	2.347332047	1.815406401	2.240003692	1.864262123
TRINITY_DN130306_c0_g2_i1	fyn-like	Chr05	Auto	73869489	73869489	4.976349672	0.126878347	0.769574432	0.999859762	5.378285473	4.652627036	4.880167895	4.89818371
TRINITY_DN130333_c0_g1_i2	kcnf1	Chr05	Auto	134701410	134701410	2.099809537	0.289712325	0.567550367	0.999859762	2.095865576	2.303966563	1.882911765	2.086437299
TRINITY_DN130353_c0_g1_i1	angel2-like	Chr05	Auto	10479874	10479874	3.333794984	-0.135249122	0.751659144	0.999859762	3.028032901	3.378448805	3.433641414	3.448210529
TRINITY_DN130378_c8_g3_i1	haao	Chr05	Auto	13379087	13379087	1.753821924	-0.633389761	0.23995216	0.999859762	1.404265903	1.119001966	2.188058692	2.020610276
TRINITY_DN130429_c0_g1_i4	efcab2	Chr05	Auto	41365978	41365978	0.309573166	-0.834219584	0.268627755	0.999859762	-1.348560031	0.58318805	0.834839876	0.189531682
TRINITY_DN130487_c8_g1_i1	fgfr1op	Chr05	Auto	60500925	60500925	2.970935865	-0.159702353	0.710369881	0.999859762	2.948350624	2.939008666	3.0873993	2.900571631
TRINITY_DN130494_c4_g5_i9	chrna2-like	Chr05	Auto	146456801	146456801	4.729100741	0.490735784	0.297089523	0.999859762	5.318420586	4.267945808	4.347747755	4.739464926
TRINITY_DN130516_c2_g1_i7	clhc1	Chr05	Auto	20234228	20234228	1.307390581	-0.391325276	0.510701951	0.999859762	0.922539167	1.645926099	1.578464778	0.86578193
TRINITY_DN130526_c13_g1_i2	ppp1r2	Chr05	Auto	97699299	97699299	5.439660982	0.082056842	0.847139771	0.999859762	5.569226986	5.168677387	5.377757721	5.603197563
TRINITY_DN130527_c4_g3_i4	sec23b	Chr05	Auto	23858818	23858818	5.309752025	-0.230524173	0.568937188	0.999859762	5.395556448	5.107662998	5.478499979	5.229210529
TRINITY_DN130560_c4_g7_i1	gins1	Chr05	Auto	49169493	49169493	1.310472285	-0.313671944	0.588220739	0.999859762	0.771972439	1.396704722	1.529211483	1.388418977
TRINITY_DN130567_c6_g3_i1	nvl	Chr05	Auto	5107382	5107382	5.236536063	0.305315658	0.454262792	0.999859762	5.198081346	5.397103576	5.002505759	5.318206705
TRINITY_DN130597_c4_g6_i7	pcmt1	Chr05	Auto	66855371	66855371	5.466170108	-0.146988061	0.730507116	0.999859762	5.458541357	5.119485469	5.57468861	5.656182856
TRINITY_DN130623_c1_g1_i1	matn3	Chr05	Auto	138991200	138991200	8.347233345	0.775511661	0.158824985	0.999859762	8.549857468	8.810618868	7.730306613	8.05833875
TRINITY_DN130642_c0_g1_i1	serinc1	Chr05	Auto	68192351	68192351	0.556490302	0.503866094	0.484832507	0.999859762	1.260850622	0.280298971	0.200148312	0.326593803
TRINITY_DN130731_c1_g1_i1	mcm8	Chr05	Auto	21031862	21031862	1.371344049	-0.183120494	0.788560505	0.999859762	0.112968161	1.35730847	1.495416266	1.908610163
TRINITY_DN130851_c2_g1_i1	spred2	Chr05	Auto	29526894	29526894	1.689813798	-0.137684578	0.788733242	0.999859762	1.816986017	1.579002446	1.788392345	1.565052708
TRINITY_DN130859_c4_g2_i6	usp45	Chr05	Auto	36151910	36151910	2.418760213	-0.004412465	0.992976037	0.999859762	2.546019113	2.593953902	2.421916797	2.060465791
TRINITY_DN130933_c5_g2_i1	cog2-like	Chr05	Auto	42148490	42148490	3.47041289	-0.062176283	0.881955389	0.999859762	3.566969003	3.348624052	3.516008755	3.443194222
TRINITY_DN131133_c0_g1_i1	cep19	Chr05	Auto	130022453	130022453	3.461290382	0.571116772	0.202624474	0.999859762	3.648468992	3.307873687	3.017685431	3.762002124
TRINITY_DN131145_c2_g1_i1	eif2b5	Chr05	Auto	110836467	110836467	2.516422499	0.010331001	0.983114691	0.999859762	2.197834447	2.602403351	2.509177199	2.69648505
TRINITY_DN131164_c4_g2_i4	abcg8	Chr05	Auto	14589593	14589593	0.821394717	0.179490468	0.773233685	0.999859762	0.922539167	0.713705524	0.692958483	0.953066054
TRINITY_DN131179_c0_g2_i2	LOC100494857	Chr05	Auto	126800151	126800151	4.171895878	0.113296391	0.797841578	0.999859762	4.421653382	3.718714129	4.086314081	4.362855696
TRINITY_DN131185_c1_g1_i5	med23-like	Chr05	Auto	44648130	44648130	4.047738433	-0.040634819	0.920733235	0.999859762	4.117811431	4.191601384	4.077775421	3.770037176
